von	から	von	から	ADP	CONJ
studien	トライアル	studien	トライアル	V;NFIN	N
studien	試練	studien	試練	V;NFIN	N
direktor	監督	direktor	監督	ADJ	N
direktor	ディレクター	direktor	ディレクター	ADJ	PROPN
direktor	取締役	direktor	取締役	ADJ	N
römischen	ローマン	römisch	ローマン	ADJ;NOM;PL	N
römischen	ロマン	römisch	ロマン	ADJ;NOM;PL	N
römischen	ローマ	römisch	ローマ	ADJ;NOM;PL	N
ost	東部	ost	東部	N;NOM;NEUT	PROPN
ost	ost	ost	ost	N;NOM;NEUT	PROPN
ost	東部	ost	東部	N;NOM;NEUT	PROPN
marie	マリー	marie	マリー	PROPN;NOM;FEM;SG	PROPN
gustav	グスタフ	gustav	グスタフ	PROPN;NOM;MASC;SG	PROPN
freiburg	フリブール	freiburg	フリブール	PROPN;NOM;NEUT;SG	PROPN
schriften	フォント	schreifen	フォント	V;FIN	N
schriften	フォント	schreifen	フォント	V;FIN	N
modell	モデル	modell	モデル	ADJ	N
modell	モデル	modell	モデル	ADJ	N
bildung	教育	bildung	教育		N
bildung	学歴	bildung	学歴		N
bildung	フォーメーション	bildung	フォーメーション		N
setzt	集合	setzen	集合	V;IND;SG;3;PRS;FIN	N
setzt	セット	setzen	セット	V;IND;SG;3;PRS;FIN	N
washington	ワシントン	washington	ワシントン	PROPN;NOM;NEUT;SG	PROPN
kurze	ショート	kurz	ショート	ADJ;NOM;FEM;PL	N
island	アイスランド	island	アイスランド	PROPN;NOM;NEUT;SG	PROPN
kampf	戦闘	kampfen	戦闘	N;SG	V
kampf	戦い	kampfen	戦う	N;SG	V
kampf	戦闘	kampfen	戦闘	N;SG	V
abteilung	部署	abteilingen	部署	ADJ	N
abteilung	学科	abteilingen	学科	ADJ	N
abteilung	部門	abteilingen	部門	ADJ	N
abteilung	師団	abteilingen	師団	ADJ	N
abteilung	ディビジョン	abteilingen	ディビジョン	ADJ	PROPN
abteilung	dept	abteilingen	dept	ADJ	PROPN
beginnt	begin	beginnen	begin	V;IND;SG;3;PRS;FIN	PROPN
bringen	ブリング	bringen	ブリング	V;NFIN	PROPN
schwarz	ブラック	schwarz	ブラック	ADJ	PROPN
schwarz	シュワルツ	schwarz	シュワルツ	ADJ	PROPN
ulrich	ウルリッヒ	ulrich	ウルリッヒ	PROPN;NOM;MASC;SG	PROPN
kurt	クルト	kuren	クルト	PROPN;NOM;MASC;SG	PROPN
verband	verband	verbinden	verband		PROPN
verband	包帯	verbinden	包帯		N
verband	包帯	verbinden	包帯		N
verband	社団	verbinden	社団		N
verband	協会	verbinden	協会		N
verband	アソシエーション	verbinden	アソシエーション		N
verband	連邦	verbinden	連邦		N
single	シングル	single	シングル		N
single	独身	single	独身		N
regeln	規則	regeln	規則	V;NFIN	N
regeln	ルール	regeln	ルール	V;NFIN	N
forschung	研究	forschung	研究	N;NOM;FEM;SG	V
forschung	リサーチ	forschung	リサーチ	N;NOM;FEM;SG	V
wald	ウッズ	wald	ウッズ	N;NOM;MASC;SG	PROPN
wald	疎林	wald	疎林	N;NOM;MASC;SG	PROPN
sieger	勝者	sieger	勝者		N
sieger	ウィナー	sieger	ウィナー		PROPN
sieger	ヴィクター	sieger	ヴィクター		PROPN
sieger	ビクター	sieger	ビクター		PROPN
sieger	勝者	sieger	勝者		N
sieger	チャンピオン	sieger	チャンピオン		N
ferdinand	フェルディナンド	ferdinand	フェルディナンド	PROPN;NOM;MASC;SG	PROPN
joachim	ヨアヒム	joachim	ヨアヒム	PROPN;NOM;MASC;SG	PROPN
joachim	ヨアキム	joachim	ヨアキム	PROPN;NOM;MASC;SG	PROPN
erfolge	勝利	erfolge	勝利	N;NOM;FEM;PL	V
erfolge	成功	erfolge	成功	N;NOM;FEM;PL	V
löschung	抹消	löschung	抹消	N;NOM;FEM;SG	V
löschung	キャンセル	löschung	キャンセル	N;NOM;FEM;SG	V
löschung	解除	löschung	解除	N;NOM;FEM;SG	V
löschung	削除	löschung	削除	N;NOM;FEM;SG	V
löschung	削除	löschung	削除	N;NOM;FEM;SG	V
song	歌曲	singen	歌曲	PROPN;NOM;MASC;SG	N
song	ソング	singen	ソング	PROPN;NOM;MASC;SG	N
dollar	ドル	dollar	ドル	PROPN	N
dollar	ドル	dollar	ドル	PROPN	N
dollar	yen	dollar	yen	PROPN	PROPN
besondere	スペシャル	besonder	スペシャル	ADJ;NOM;FEM;PL	N
bekannten	知り合い	bekannt	知り合い	ADJ;PL	N
bekannten	知人	bekannt	知人	ADJ;PL	N
bekannten	知り合い	bekannt	知り合い	ADJ;PL	N
bekannten	知人	bekannt	知人	ADJ;PL	N
jürgen	ユルゲン	jürgen	ユルゲン		PROPN
sänger	シンガー	sang	シンガー	ADJ	N
fischer	漁師	fischer	漁師	ADJ	N
fischer	フィッシャー	fischer	フィッシャー	ADJ	PROPN
fischer	漁師	fischer	漁師	ADJ	N
fischer	フィッシャー	fischer	フィッシャー	ADJ	PROPN
schweden	スウェーデン	schweden	スウェーデン	PROPN	PROPN
schweden	ストック	schweden	ストック	PROPN	N
schweden	ヨーテボリ	schweden	ヨーテボリ	PROPN	PROPN
süd	サウス	süd	サウス	N;NOM;NEUT;SG	PROPN
border	ボーダー	border	ボーダー		N
border	国境	border	国境		N
henry	ヘンリー	henry	ヘンリー	PROPN;NOM;MASC;SG	PROPN
elisabeth	エリザベス	elisabeth	エリザベス	PROPN;NOM;SG	PROPN
elisabeth	エリザベート	elisabeth	エリザベート	PROPN;NOM;SG	PROPN
möglicherweise	たぶん	möglicherweise	たぶん	ADV	CONJ
möglicherweise	多分	möglicherweise	多分	ADV	
möglicherweise	未定	möglicherweise	未定	ADV	ADJ
anderes	else	ander	else	ADJ;NOM;NEUT;SG	PROPN
anderes	その	ander	その	ADJ;NOM;NEUT;SG	DET
brandenburg	ブランデンブルク	brandenburg	ブランデンブルク	PROPN;NOM;NEUT;SG	PROPN
stieg	ローズ	steigen	ローズ	V;IND;SG;3;PST;FIN	N
stieg	ロゼ	steigen	ロゼ	V;IND;SG;3;PST;FIN	N
stieg	バラ	steigen	バラ	V;IND;SG;3;PST;FIN	N
stieg	rose	steigen	rose	V;IND;SG;3;PST;FIN	PROPN
stieg	薔薇	steigen	薔薇	V;IND;SG;3;PST;FIN	N
guten	グッド	gut	グッド	ADJ;SG	N
anschluss	つながり	anschließen	つながり	ADV	V
anschluss	接続	anschließen	接続	ADV	V
suche	検索	suchen	検索	N;NOM;FEM;SG	V
suche	検索	suchen	検索	N;NOM;FEM;SG	V
einzelne	シングル	einzeln	シングル	ADJ;NOM;FEM;PL	N
einzelne	独身	einzeln	独身	ADJ;NOM;FEM;PL	N
breite	緯度	breit	緯度	ADJ;NOM;FEM;SG	N
breite	ワイド	breit	ワイド	ADJ;NOM;FEM;SG	N
royal	ロイヤル	royal	ロイヤル	PROPN;NOM;MASC;SG	N
festival	フェスティバル	festival	フェスティバル	PROPN;NOM;NEUT;SG	N
festival	祭事	festival	祭事	PROPN;NOM;NEUT;SG	N
festival	祭り	festival	祭り	PROPN;NOM;NEUT;SG	N
festival	お	festival	お	PROPN;NOM;NEUT;SG	N
übersetzung	翻訳	übersetzung	翻訳	ADJ	V
übersetzung	翻訳	übersetzung	翻訳	ADJ	V
übersetzung	翻訳	übersetzung	翻訳	ADJ	V
versuch	try	versuchen	try	V;IND;SG;3;FIN	PROPN
versuch	トライ	versuchen	トライ	V;IND;SG;3;FIN	N
versuch	実験	versuchen	実験	V;IND;SG;3;FIN	N
versuch	未遂	versuchen	未遂	V;IND;SG;3;FIN	
pfalz	プファルツ	pfalz	プファルツ	PROPN;NOM;NEUT;SG	PROPN
beziehungen	交際	beziehungen	交際	N;NOM;FEM;PL	V
beziehungen	交際	beziehungen	交際	N;NOM;FEM;PL	V
bewegung	モーション	bewegung	モーション		N
bewegung	ムーブ	bewegung	ムーブ		N
bewegung	移動	bewegung	移動		V
bewegung	運動	bewegung	運動		V
bewegung	行使	bewegung	行使		V
bewegung	エクササイズ	bewegung	エクササイズ		N
bewegung	ムーブメント	bewegung	ムーブメント		N
bewegung	楽章	bewegung	楽章		N
bewegung	運動	bewegung	運動		V
erfüllt	met	erfüllen	met	V;V.PTCP	PROPN
südlichen	サザン	südlich	サザン	ADJ;ACC;MASC;SG	N
südlichen	南部	südlich	南部	ADJ;ACC;MASC;SG	N
opfer	犠牲	opfer	犠牲	ADJ	V
opfer	生贄	opfer	生贄	ADJ	N
erde	地球	erde	地球		N
erde	アース	erde	アース		N
erde	土壌	erde	土壌		N
angegeben	上場	angeben	上場	V;V.PTCP	N
angegeben	特定	angeben	特定	V;V.PTCP	
technik	technics	technik	technics	N;SG	PROPN
roten	レッズ	rot	レッズ	ADJ;NOM;PL	PROPN
roten	赤色	rot	赤色	ADJ;NOM;PL	N
roten	レッド	rot	レッド	ADJ;NOM;PL	N
typ	種類	typ	種類		N
typ	タイプ	typ	タイプ		N
italienischen	イタリアン	italienisch	イタリアン	ADJ;NOM;MASC;PL	N
united	ユナイテッド	united	ユナイテッド		PROPN
technische	テクニカル	technisch	テクニカル	ADJ;NOM;FEM;PL	PROPN
technischen	テクニカル	technisch	テクニカル	ADJ;SG	PROPN
mag	マグ	mögen	マグ	V;IND;SG;3;PRS;FIN	N
mag	mag	mögen	mag	V;IND;SG;3;PRS;FIN	PROPN
keiner	なし	kein	なす	PRO;NOM;INDF;MASC;SG;NEG	
open	オープン	open	オープン		N
open	開館	open	開館		V
open	開く	open	開く		V
mainz	マインツ	mainz	マインツ	PROPN;NOM;NEUT;SG	PROPN
wenigen	少数	wenig	少数	ADJ;ACC;INDF;PL	N
boden	土壌	boden	土壌	ADV	N
boden	地面	boden	地面	ADV	N
boden	グラウンド	boden	グラウンド	ADV	N
boden	フロア	boden	フロア	ADV	N
söhne	息子	sohnen	息子		N
grand	グランド	grand	グランド		PROPN
grundlage	財団	grundlage	財団	ADJ;NOM;SG	N
grundlage	ファンデーション	grundlage	ファンデーション	ADJ;NOM;SG	N
grundlage	ファウンデーション	grundlage	ファウンデーション	ADJ;NOM;SG	N
grundlage	塩基	grundlage	塩基	ADJ;NOM;SG	N
grundlage	base	grundlage	base	ADJ;NOM;SG	PROPN
grundlage	ベース	grundlage	ベース	ADJ;NOM;SG	N
grundlage	基底	grundlage	基底	ADJ;NOM;SG	N
siedlung	決済	siedlung	決済	ADJ	N
siedlung	和解	siedlung	和解	ADJ	V
siedlung	集落	siedlung	集落	ADJ	N
radio	ラジオ	radio	ラジオ		N
entdeckt	斑点	entdecken	斑点	V;V.PTCP	N
bernhard	ベルナール	bernhard	ベルナール	PROPN;NOM;MASC;SG	PROPN
bernhard	ベルナルド	bernhard	ベルナルド	PROPN;NOM;MASC;SG	PROPN
vorschlag	提案	vorschlagen	提案	ADV	V
vorschlag	プロポーズ	vorschlagen	プロポーズ	ADV	V
vorschlag	命題	vorschlagen	命題	ADV	N
vorschlag	提案	vorschlagen	提案	ADV	V
vorschlag	暗示	vorschlagen	暗示	ADV	V
erzbischof	大主教	erzbischof	大主教	ADJ	N
halt	ホールド	halt	ホールド	ADV	N
halt	停止	halt	停止	ADV	V
ungarn	ハンガリー	ungarn	ハンガリー	PROPN;NOM;SG	PROPN
ungarn	ブダペスト	ungarn	ブダペスト	PROPN;NOM;SG	PROPN
verbreitet	スプレッド	verbreiten	スプレッド	ADJ;V.PTCP	N
verbreitet	広がる	verbreiten	広がる	ADJ;V.PTCP	V
preußischen	プロイセン	preußisch	プロイセン	ADJ;NOM;PL	N
bezug	リファレンス	bezugen	リファレンス	V;IND;SG;3;PST;FIN	PROPN
bezug	参考	bezugen	参考	V;IND;SG;3;PST;FIN	N
heimat	帰宅	heimat	帰宅	N;FEM;SG	V
pierre	ピエール	pier	ピエール	PROPN;NOM;SG	PROPN
sicht	vision	sechen	vision	N;SG	PROPN
software	ソフトウエア	software	ソフトウエア		N
software	ソフトウェア	software	ソフトウェア		N
status	ステータス	status	ステータス	N	PROPN
rock	スカート	rock	スカート		N
rock	ロック	rock	ロック		N
aufstieg	アセンション	aufsteigen	アセンション	V;IND;SG;3;PST;FIN	PROPN
verwaltung	経営	verwaltung	経営	ADJ	V
verwaltung	マネジメント	verwaltung	マネジメント	ADJ	N
verwaltung	マネージメント	verwaltung	マネージメント	ADJ	N
verwaltung	管理	verwaltung	管理	ADJ	V
wiki	wiki	wiki	wiki		PROPN
wiki	ウィキ	wiki	ウィキ		PROPN
bank	バンク	bank	バンク		N
bank	銀行	bank	銀行		N
bank	ベンチ	bank	ベンチ		N
rein	手綱	rein	手綱	ADJ	N
rein	ピュア	rein	ピュア	ADJ	N
tor	tor	tor	tor	N;NOM;NEUT;SG	PROPN
herbst	herbst	herbst	herbst	ADV	PROPN
herbst	落ちる	herbst	落ちる	ADV	V
herbst	落下	herbst	落下	ADV	V
schulen	学校	schallen	学校	V;NFIN	N
schulen	流派	schallen	流派	V;NFIN	N
schulen	学校	schallen	学校	V;NFIN	N
schulen	スクール	schallen	スクール	V;NFIN	N
schulen	カレッジ	schallen	カレッジ	V;NFIN	N
schulen	大学	schallen	大学	V;NFIN	N
königreich	王国	königreich	王国	ADJ	N
allgemeine	全般	allgemein	全般	ADJ;NOM;FEM;PL	N
allgemeine	一般	allgemein	一般	ADJ;NOM;FEM;PL	N
allgemeine	将軍	allgemein	将軍	ADJ;NOM;FEM;PL	N
ebene	レベル	eben	レベル		N
seitdem	以来	seitdem	以来	ADV	N
seitdem	since	seitdem	since	ADV	PROPN
schmidt	シュミット	schmeden	シュミット	PROPN	PROPN
schmidt	スミス	schmeden	スミス	PROPN	PROPN
weiteres	さらに	weit	さらに	ADJ;NOM;NEUT;SG	ADV
weiteres	もっと	weit	もっと	ADJ;NOM;NEUT;SG	ADV
bundesstaat	都道府県	bundesstaat	都道府県	ADJ	N
bundesstaat	状態	bundesstaat	状態	ADJ	N
essen	食べ物	essen	食べ物	V;NFIN	N
essen	食品	essen	食品	V;NFIN	N
essen	エッセン	essen	エッセン	V;NFIN	PROPN
essen	eat	essen	eat	V;NFIN	PROPN
essen	レストラン	essen	レストラン	V;NFIN	N
göttingen	ゲッティンゲン	göttingen	ゲッティンゲン	PROPN;NOM	PROPN
richter	ジャッジ	richter	ジャッジ	ADJ	N
richter	裁判官	richter	裁判官	ADJ	N
richter	裁判官	richter	裁判官	ADJ	N
richter	リヒター	richter	リヒター	ADJ	PROPN
ausstellung	展示	ausstellingen	展示	N;NOM;FEM;SG	V
ausstellung	展示	ausstellingen	展示	N;NOM;FEM;SG	V
aufgabe	譲渡	aufgaben	譲渡	N;NOM;FEM;SG	V
aufgabe	割り当て	aufgaben	割り当てる	N;NOM;FEM;SG	V
aufgabe	廃棄	aufgaben	廃棄	N;NOM;FEM;SG	V
kirchen	チャーチ	Kirche	チャーチ	N;PL	PROPN
winter	ウィンタース	winter	ウィンタース	N	PROPN
unterschied	差分	unterscheiden	差分	V;IND;SG;3;PST;FIN	N
familien	家族	familien	家族	V;IND;PL;3;FIN	N
inseln	諸島	inseln	諸島	N;NOM;FEM;PL	PROPN
offensichtlich	どうやら	offensichtlich	どうやら	ADJ	ADV
anteil	比率	anteil	比率	ADV	N
anteil	割合	anteil	割合	ADV	N
anteil	割合	anteil	割合	ADV	N
anteil	パーセンテージ	anteil	パーセンテージ	ADV	N
anteil	パーセント	anteil	パーセント	ADV	N
anteil	共有	anteil	共有	ADV	V
anteil	シェア	anteil	シェア	ADV	N
anteil	分数	anteil	分数	ADV	N
nürnberg	ニュルンベルク	nürnberg	ニュルンベルク	PROPN;NOM;SG	PROPN
nürnberg	ニュルンベルク	nürnberg	ニュルンベルク	PROPN;NOM;SG	PROPN
blick	視線	blick	視線	ADV	N
blick	凝視	blick	凝視	ADV	V
blick	表示	blick	表示	ADV	V
blick	見る	blick	見る	ADV	V
blick	ビュー	blick	ビュー	ADV	PROPN
herr	ミスター	herr	ミスター	N;NOM;MASC;SG	PROPN
englische	イングリッシュ	englisch	イングリッシュ	ADJ;NOM;FEM;PL	N
englische	英語	englisch	英語	ADJ;NOM;FEM;PL	N
silber	シルバー	silber	シルバー		N
hintergrund	壁紙	hintergrund	壁紙	ADJ	N
hintergrund	背景	hintergrund	背景	ADJ	N
hintergrund	生い立ち	hintergrund	生い立ち	ADJ	V
hintergrund	背景	hintergrund	背景	ADJ	N
hintergrund	バックグラウンド	hintergrund	バックグラウンド	ADJ	N
französisch	フレンチ	französisch	フレンチ	ADJ	N
französisch	フランス	französisch	フランス	ADJ	PROPN
theorie	セオリー	theorie	セオリー	PROPN	N
theorie	理論	theorie	理論	PROPN	N
theorie	理論	theorie	理論	PROPN	N
air	空気	air	空気	PROPN;NOM;MASC;SG	N
air	航空	air	航空	PROPN;NOM;MASC;SG	N
air	エア	air	エア	PROPN;NOM;MASC;SG	PROPN
jährlich	年次	jährlich	年次	ADJ	N
erweitert	上級	erweitern	上級	V;V.PTCP	N
manchmal	とき	manchmal	とき	ADV	N
produziert	製造	produzieren	製造	V;V.PTCP	N
allgemein	ジェネリック	allgemein	ジェネリック	ADJ	PROPN
allgemein	ユニバーサル	allgemein	ユニバーサル	ADJ	PROPN
allgemein	共通	allgemein	共通	ADJ	V
allgemein	全般	allgemein	全般	ADJ	N
allgemein	一般	allgemein	一般	ADJ	N
allgemein	将軍	allgemein	将軍	ADJ	N
verlauf	グラデーション	verlaufen	グラデーション	ADV	N
verlauf	勾配	verlaufen	勾配	ADV	V
verlauf	progression	verlaufen	progression	ADV	PROPN
sperre	ロック	sperr	ロック		N
sperre	錠前	sperr	錠前		N
sperre	バリア	sperr	バリア		PROPN
sperre	障壁	sperr	障壁		N
treffen	meet	treffen	meet	V;NFIN	PROPN
treffen	ミーティング	treffen	ミーティング	V;NFIN	N
treffen	会議	treffen	会議	V;NFIN	N
treffen	ミーティング	treffen	ミーティング	V;NFIN	N
treffen	会議	treffen	会議	V;NFIN	N
arbeitet	ワークス	arbeiten	ワークス	V;IND;SG;3;PRS;FIN	PROPN
arbeitet	作品	arbeiten	作品	V;IND;SG;3;PRS;FIN	N
nutzung	使い	nutzung	使う	N;NOM;FEM;SG	V
nutzung	搾取	nutzung	搾取	N;NOM;FEM;SG	V
nutzung	使用	nutzung	使用	N;NOM;FEM;SG	V
nutzen	馬具	nutzen	馬具	V;NFIN	N
nutzen	ハーネス	nutzen	ハーネス	V;NFIN	N
nutzen	福利	nutzen	福利	V;NFIN	N
nutzen	効用	nutzen	効用	V;NFIN	N
nutzen	ユーティリティー	nutzen	ユーティリティー	V;NFIN	N
nutzen	ユーティリティ	nutzen	ユーティリティ	V;NFIN	N
jurist	法	jurist	法	ADJ	N
zählt	カウント	zählen	カウント	V;IND;SG;3;PRS;FIN	N
nördlichen	ノーザン	nördlich	ノーザン	ADJ;NOM;MASC;SG	PROPN
nördlichen	北方	nördlich	北方	ADJ;NOM;MASC;SG	N
nördlichen	北部	nördlich	北部	ADJ;NOM;MASC;SG	PROPN
nordrhein	nordrhein	nordrhein	nordrhein	PROPN;NOM;NEUT;SG	PROPN
ortschaft	タウン	ortschaft	タウン	ADJ	N
ortschaft	村落	ortschaft	村落	ADJ	N
ortschaft	ヴィレッジ	ortschaft	ヴィレッジ	ADJ	N
ordnung	注文	ordnung	注文	N	V
tragen	軸	tragen	軸	V;NFIN	N
tragen	摩耗	tragen	摩耗	V;NFIN	N
tragen	クマ	tragen	クマ	V;NFIN	N
fällen	インスタンス	fällen	インスタンス	V;NFIN	PROPN
fällen	事例	fällen	事例	V;NFIN	N
fällen	ケース	fällen	ケース	V;NFIN	N
herbert	ハーバート	herbert	ハーバート		PROPN
star	セレブリティ	Star	セレブリティ	PROPN	PROPN
star	有名人	Star	有名人	PROPN	N
star	スター	Star	スター	PROPN	N
star	恒星	Star	恒星	PROPN	N
star	star	Star	star	PROPN	PROPN
wichtigsten	メイン	wichtig	メイン	ADJ;PL	N
westlichen	ウェスタン	westlich	ウェスタン	ADJ;NOM;MASC;SG	PROPN
westlichen	ウエスタン	westlich	ウエスタン	ADJ;NOM;MASC;SG	N
linken	左側	link	左側	ADJ;MASC;PL	N
zeichen	シンボル	zeichen	シンボル	V;NFIN	N
zeichen	記号	zeichen	記号	V;NFIN	N
zeichen	サイン	zeichen	サイン	V;NFIN	N
zeichen	文字	zeichen	文字	V;NFIN	N
zeichen	性格	zeichen	性格	V;NFIN	N
zeichen	キャラクター	zeichen	キャラクター	V;NFIN	N
zeichen	文字	zeichen	文字	V;NFIN	N
zeichen	キャラクター	zeichen	キャラクター	V;NFIN	N
zeichen	サイン	zeichen	サイン	V;NFIN	N
zeichen	記号	zeichen	記号	V;NFIN	N
kraft	クラフト	krafen	クラフト		N
kraft	フォース	krafen	フォース		N
kraft	体力	krafen	体力		N
kraft	強度	krafen	強度		N
kraft	権力	krafen	権力		N
kraft	パワー	krafen	パワー		N
komplett	コンプリート	komplett	コンプリート	ADJ	N
komplett	完備	komplett	完備	ADJ	V
verhalten	挙動	verhalten	挙動	V;NFIN	N
verhalten	挙動	verhalten	挙動	V;NFIN	N
sport	スポーツ	sporen	スポーツ	PROPN;SG	N
sport	スポーツ	sporen	スポーツ	PROPN;SG	N
mittel	資金	mittel	資金	ADV	N
mittel	充当	mittel	充当	ADV	V
mittel	処分	mittel	処分	ADV	V
mittel	ミディアム	mittel	ミディアム	ADV	N
mittel	メディア	mittel	メディア	ADV	N
mittel	リソース	mittel	リソース	ADV	N
mittel	資源	mittel	資源	ADV	N
verbreitung	普及	verbreitung	普及	N;NOM;FEM;SG	V
theodor	テオドール	theodor	テオドール	PROPN;NOM;SG	PROPN
theodor	テオドール	theodor	テオドール	PROPN;NOM;SG	PROPN
sofort	インスタント	sofort	インスタント	ADV	N
sofort	瞬間	sofort	瞬間	ADV	N
sofort	即時	sofort	即時	ADV	N
sofort	直ち	sofort	直ち	ADV	ADJ
wissenschaft	サイエンス	wissenschaft	サイエンス		N
wissenschaft	科学	wissenschaft	科学		N
wissenschaft	sci	wissenschaft	sci		PROPN
gesetz	アクト	gesetz	アクト	N;NOM;NEUT;SG	PROPN
gesetz	act	gesetz	act	N;NOM;NEUT;SG	PROPN
journalist	リポーター	journalist	リポーター	ADJ	N
journalist	レポーター	journalist	レポーター	ADJ	N
journalist	ジャーナリスト	journalist	ジャーナリスト	ADJ	N
moskau	モスクワ	moskau	モスクワ	PROPN;NOM;MASC;SG	PROPN
hamburger	ハンバーガー	hamburger	ハンバーガー	PROPN	N
hamburger	ハンバーガー	hamburger	ハンバーガー	PROPN	N
edit	編集	edit	編集		V
verfügt	has	verfügen	has	V;IND;SG;3;PRS;FIN	PROPN
stimme	ボイス	stimmen	ボイス	V;IND;SG;3;PRS;FIN	N
stimme	音声	stimmen	音声	V;IND;SG;3;PRS;FIN	N
stimme	賛成	stimmen	賛成	V;IND;SG;3;PRS;FIN	N
qualität	quality	qualität	quality	N	PROPN
aufnahme	記録	aufnehmen	記録		V
aufnahme	レコーディング	aufnehmen	レコーディング		N
aufnahme	録音	aufnehmen	録音		V
aufnahme	入場	aufnehmen	入場		V
aufnahme	入学	aufnehmen	入学		V
aufnahme	入園	aufnehmen	入園		N
veröffentlichung	公開	veröffentlichung	公開	ADJ	V
veröffentlichung	出版物	veröffentlichung	出版物	ADJ	N
veröffentlichung	出版	veröffentlichung	出版	ADJ	V
veröffentlichung	公表	veröffentlichung	公表	ADJ	V
veröffentlichung	出版	veröffentlichung	出版	ADJ	V
veröffentlichung	パブリッシング	veröffentlichung	パブリッシング	ADJ	N
ziemlich	可愛い	ziemlich	可愛い	ADV	ADJ
zahlen	フィギュア	zahlen	フィギュア	V;NFIN	N
zahlen	数字	zahlen	数字	V;NFIN	N
zahlen	数値	zahlen	数値	V;NFIN	N
verlassen	exit	verlassen	exit	V;NFIN	PROPN
verlassen	出口	verlassen	出口	V;NFIN	N
aufbau	構造	aufbau	構造		N
aufbau	構成	aufbau	構成		V
öffentliche	公衆	öffentlich	公衆	ADJ;NOM;FEM;PL	N
öffentliche	公開	öffentlich	公開	ADJ;NOM;FEM;PL	V
öffentliche	パブリック	öffentlich	パブリック	ADJ;NOM;FEM;PL	N
black	黒い	black	黒い	PROPN	ADJ
black	ブラック	black	ブラック	PROPN	PROPN
aufgaben	義務	aufgeben	義務	V;NFIN	N
aufgaben	職務	aufgeben	職務	V;NFIN	N
aufgaben	タスク	aufgeben	タスク	V;NFIN	N
aufgaben	ミッション	aufgeben	ミッション	V;NFIN	N
aufgaben	役割	aufgeben	役割	V;NFIN	N
aufgaben	クエスト	aufgeben	クエスト	V;NFIN	N
fehler	エラー	fehler	エラー	ADJ	N
fehler	バグ	fehler	バグ	ADJ	N
fehler	不具合	fehler	不具合	ADJ	N
fehler	間違い	fehler	間違い	ADJ	N
fehler	エラー	fehler	エラー	ADJ	N
fehler	バグ	fehler	バグ	ADJ	N
fehler	不具合	fehler	不具合	ADJ	N
fehler	bug	fehler	bug	ADJ	PROPN
fehler	間違い	fehler	間違い	ADJ	N
filme	映画	filmen	映画		N
moderne	モダン	modern	モダン	ADJ;NOM;FEM;SG	N
moderne	モダニズム	modern	モダニズム	ADJ;NOM;FEM;SG	PROPN
bekommen	get	bekommen	get	V;NFIN	PROPN
edition	edition	edition	edition	PROPN	PROPN
edition	エディション	edition	エディション	PROPN	N
basel	バーゼル	basel	バーゼル	PROPN;NOM;SG	PROPN
org	org	org	org	;SG	PROPN
sur	スール	sur	スール	PROPN	PROPN
wagen	カート	wagen	カート		N
wagen	荷車	wagen	荷車		N
wagen	自動車	wagen	自動車		N
wagen	クルマ	wagen	クルマ		N
situation	状況	situation	状況	ADJ	N
situation	シチュエーション	situation	シチュエーション	ADJ	N
unmittelbar	直接	unmittelbar	直接	ADJ	ADV
unmittelbar	即時	unmittelbar	即時	ADJ	N
leistung	興行	leistung	興行	N;NOM;FEM;SG	V
leistung	達成	leistung	達成	N;NOM;FEM;SG	V
handbuch	ハンドブック	handbuch	ハンドブック		N
handbuch	マニュアル	handbuch	マニュアル		N
handbuch	manual	handbuch	manual		PROPN
handbuch	手動	handbuch	手動		N
handbuch	マニュアル	handbuch	マニュアル		N
motor	エンジン	motor	エンジン	PROPN;SG	N
motor	モーター	motor	モーター	PROPN;SG	N
bundesrepublik	frg	bundesrepublik	frg	PROPN	PROPN
offiziell	職員	offiziell	職員	ADJ	N
texte	テキスト	texen	テキスト	ADV	N
texte	歌詞	texen	歌詞	ADV	N
texte	作詞	texen	作詞	ADV	N
texte	テキスト	texen	テキスト	ADV	N
gott	ゴッド	gott	ゴッド	N;NOM;MASC;SG	PROPN
gott	ゴット	gott	ゴット	N;NOM;MASC;SG	PROPN
rat	ラット	rat	ラット	N	PROPN
rat	助言	rat	助言	N	V
rat	アドバイス	rat	アドバイス	N	V
gesetzt	集合	setzen	集合	V;V.PTCP	N
gesetzt	セット	setzen	セット	V;V.PTCP	N
unabhängig	インディペンデント	unabhängig	インディペンデント	ADJ	N
villa	マンション	villa	マンション		N
villa	ヴィッラ	villa	ヴィッラ		PROPN
villa	ヴィラ	villa	ヴィラ		PROPN
dichter	詩人	dicht	詩人	ADJ	N
dichter	歌人	dicht	歌人	ADJ	N
dichter	詩人	dicht	詩人	ADJ	N
helmut	ヘルムート	helmut	ヘルムート	PROPN;NOM;MASC;SG	PROPN
nationalen	国民	national	国民	ADJ;NOM	N
nationalen	ナショナル	national	ナショナル	ADJ;NOM	PROPN
beschäftigt	忙しい	beschäftigen	忙しい	V;V.PTCP	ADJ
beschäftigt	ビジー	beschäftigen	ビジー	V;V.PTCP	PROPN
hergestellt	made	herstellen	made	V;V.PTCP	PROPN
tal	タル	tal	タル	N;NOM;NEUT;SG	PROPN
tal	谷間	tal	谷間	N;NOM;NEUT;SG	
sagt	say	sagen	say	V;IND;SG;3;PRS;FIN	PROPN
