експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
володарі	påstående	володар	påstående	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
володарі	anspråk	володар	anspråk	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
володарі	fordran	володар	fordran	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
вбили	dödade	вбити	döda	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
вбили	dödat	вбити	döda	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вбили	dödad	вбити	dödad	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вбили	mördad	вбити	mörda	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
такао	takao	такао	takao		N;NOM;INDF;MASC+FEM;SG
службовців	anställda	службовець	anställd	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
службовців	medarbetare	службовець	medarbetare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
перерви	paus	перерва	paus	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
перерви	break	перерва	break	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
перерви	rast	перерва	rast	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
перерви	bryta	перерва	bryta	N;INAN;NOM;FEM;PL	V;IMP;FIN;ACT
перерви	brytning	перерва	brytning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
перерви	bryt	перерва	bryta	N;INAN;NOM;FEM;PL	V;IMP;FIN;ACT
класична	klassiska	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
класична	klassiker	класичний	klassik	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
класична	classic	класичний	classic	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
класична	klassiska	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
помирає	dör	помирати	dör	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
гордон	gordon	гордон	gordon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
кроки	fotsteg	крок	fotsteg	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
кроки	steg	крок	steg	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
поради	rådgivning	порада	rådgivning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
поради	tips	порада	tips	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
поради	dricks	порада	drick	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
арджеш	argeș	арджий	arg	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
авторського	auteur	авторський	auteur	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
живі	living	живий	living	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
винищувач	blaster	винищувач	blast	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
косово	kosovo	косово	kosovo	PROPN;INAN;NOM;NEUT;SG	PROPN;NOM
дуглас	douglass	дуглас	douglass	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
дуглас	douglas	дуглас	dougla	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
девіс	davis	девес	davis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
девіс	davies	девес	davies	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
посуд	maträtter	посуд	maträtt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
посуд	rätter	посуд	rätta	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
посуд	tallrikar	посуд	tallrik	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
папуа	papua	папуа	papua	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
осінь	faller	осінь	falla	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
осінь	ramla	осінь	ramla	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
осінь	falla	осінь	falla	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
юзеф	józef	юзеф	jagef	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
рекомендується	rekommenderade	рекомендуватися	rekommenderad	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
рекомендується	rekommenderat	рекомендуватися	rekommenderat	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
рекомендується	rekommenderad	рекомендуватися	rekommenderad	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
пфальц	pfalz	пфальц	pfalz	N;INAN;NOM;MASC;SG	PROPN;NOM
стандартний	standarden	стандартний	standard	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
стандартний	standard	стандартний	standard	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гризунів	gnagare	гризун	gnagare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
прим	prim	прим	prim		PROPN;NOM
паоло	paolo	паоло	paolo	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
савченко	savtjenko	савченко	savtjenko	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
гвинтівки	gevär	гвинтівка	gevär	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
гвинтівки	gevär	гвинтівка	gevär	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
закрито	stängda	закрито	stänga	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
закрито	stängd	закрито	stänga	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
закрито	sluten	закрито	slut	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
закрито	stängt	закрито	stänga	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
кіпр	cypern	кіпр	cypern	PROPN;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
виклик	utmanar	виклик	utmana	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
виклик	utmana	виклик	utman	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
виклик	ring	виклик	ring	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
виклик	ringa	виклик	ringa	N;INAN;NOM;MASC;SG	V;FIN;ACT
виклик	trotsa	виклик	trotsa	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
пакистану	pakistan	пакистаний	pakistan	PROPN;INAN;GEN;MASC;SG	PROPN;NOM
пакистану	pakistanska	пакистаний	pakistansk	PROPN;INAN;GEN;MASC;SG	ADJ;NOM;PL
австралійський	australiska	австралійський	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
реформування	reformera	реформування	reformera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
безкоштовно	gratis	безкоштовно	gratis	ADV	ADJ;NOM
безкоштовно	fri	безкоштовно	fri	ADV	ADJ;NOM;INDF;MASC+FEM;SG
безкоштовно	free	безкоштовно	free	ADV	V;IMP;FIN;ACT
безкоштовно	ledig	безкоштовно	ledig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
безкоштовно	fria	безкоштовно	fri	ADV	ADJ;NOM;PL
тепло	varma	тепло	varma	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
тепло	varm	тепло	varm	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
тепло	värma	тепло	värma	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
тепло	varmt	тепло	varm	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
прояви	rasistiska	прояв	rasistisk	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
прояви	rasistisk	прояв	rasistisk	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
прояви	rasist	прояв	rasist	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
прояви	rasistiskt	прояв	rasistisk	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
осло	oslo	осло	oslo	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
спини	sandy	спина	sandy	N;INAN;NOM;FEM;PL	PROPN;NOM
ботанік	botaniker	ботанік	botanik	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
передмісті	förorter	передмість	förort	N;INAN;DAT;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
передмісті	förorten	передмість	förort	N;INAN;DAT;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
передмісті	förort	передмість	förort	N;INAN;DAT;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
відійшли	pank	відійти	pank	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG
мартіна	martina	мартіна	martin	N;ANIM;NOM;FEM;SG	PROPN;NOM
комунікацій	kommunikation	комунікація	kommunikation	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
комунікацій	meddelanden	комунікація	meddelande	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
комунікацій	kommunikationer	комунікація	kommunikation	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
мадонна	madonna	мадонний	madon	ADJ;NOM;FEM;SG	PROPN;NOM
спільну	delad	спільний	delad	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
спільну	delats	спільний	delata	ADJ;ACC;FEM;SG	V;V.CVB;PASS
спільну	delas	спільний	dela	ADJ;ACC;FEM;SG	V;IND;PRS;FIN;PASS
спільну	delade	спільний	delad	ADJ;ACC;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
спільну	delat	спільний	delad	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
небезпеку	faror	небезпека	fara	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
саксонія	sachsen	саксонія	sachsen	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
дехто	några	дехто	någon	PRO;ANIM;NOM	DET;INDF;PL
сумніви	tvivlar	сумнів	tvivla	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
сумніви	tvivel	сумнів	tvivel	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
всеволод	vsevolod	всеволод	vsevolod	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
оснащений	dubbla	оснащений	dubbel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
чоловічі	manlig	чоловічий	manlig	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
чоловічі	hane	чоловічий	hane	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
чоловічі	manligt	чоловічий	manlig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
купив	köpta	купити	köpa	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
купив	köpt	купити	köpa	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
політикою	policy	політика	policy	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
політикою	politik	політика	politik	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
політикою	policyn	політика	policyn	N;INAN;INS;FEM;SG	N;NOM;DEF;MASC+FEM;SG
бухарест	bukarest	бухарест	bukarest	PROPN;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
унікальні	unik	унікальний	unik	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
унікальні	unikt	унікальний	unik	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
чиновників	ämbetsmän	чиновник	ämbetsman	N;ANIM;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
чиновників	tjänstemän	чиновник	tjänsteman	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
небезпеки	fara	небезпека	fara	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
архіви	arkiv	архів	arkiv	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
архіви	arkiverar	архів	arkivera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
статевий	sexuella	статевий	sexuell	ADJ;NOM;MASC;SG	ADJ;NOM;PL
статевий	sexuellt	статевий	sexuell	ADJ;NOM;MASC;SG	ADV
відійшов	iväg	відійти	iväg	V;PFV;MASC;IND;SG;PST;FIN	ADV
відійшов	bort	відійти	bort	V;PFV;MASC;IND;SG;PST;FIN	ADV
відійшов	away	відійти	away	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;INDF;MASC+FEM;SG
відійшов	klev	відійти	kli	V;PFV;MASC;IND;SG;PST;FIN	V;IMP;FIN;ACT
відійшов	återvunna	відійти	återvunna	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL
ісус	jesus	ісус	jesus	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
заявила	deklarerat	заявити	deklarerad	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заявила	deklarerade	заявити	deklarera	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
однакові	identiskt	однаковий	identisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
однакові	identisk	однаковий	identisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
однакові	samma	однаковий	samma	ADJ;NOM;PL	DET;INDF
однакові	detsamma	однаковий	densamma	ADJ;NOM;PL	PRO;DEF;NEUT;SG
секс	sex	секс	sex	N;INAN;NOM;MASC;SG	NUM;NOM
чутки	rykten	чутка	rykt	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
чутки	rykten	чутка	rykt	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
чутки	rykte	чутка	ryka	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
чутки	rykten	чутка	rykt	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
чутки	ryktet	чутка	rykt	N;INAN;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
визнала	erkänd	визнати	erkänd	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
визнала	erkänt	визнати	erkända	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
несуть	bärande	нести	bärande	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;PRS;V.PTCP
крістофер	christoffer	крістофер	christoff	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
крістофер	kristoffer	крістофер	kristoff	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
крістофер	christopher	крістофер	christophar	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
пейзаж	liggande	пейзазати	ligga	N;INAN;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
уельсу	wales	уельс	wales	PROPN;INAN;GEN;MASC;SG	PROPN;NOM
сантиметрів	centimeter	сантиметр	centimet	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сантиметрів	centimeter	сантиметр	centimet	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
едді	eddie	едді	eddie	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
едді	eddy	едді	eddy	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
багата	uptown	багатий	uptown	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
німеччину	tyskland	німеччина	tyskland	PROPN;INAN;ACC;FEM;SG	PROPN;NOM
фасаді	kontroversiellt	фасад	kontroversiell	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
фасаді	kontroversiella	фасад	kontroversiell	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
фасаді	kontroversiell	фасад	kontroversiell	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
говард	howards	говард	howard	PROPN;ANIM;NOM;MASC;SG	PROPN;GEN
говард	howard	говард	howard	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
течія	aktuell	течія	aktuell	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
течія	nuvarande	течія	nuvarande	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
течія	aktuellt	течія	aktuell	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
течія	aktuella	течія	aktuell	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
розмови	samtal	розмова	samtal	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
розмови	konversation	розмова	konversation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
розмови	samtal	розмова	samtal	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
розмови	konversationen	розмова	konversation	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
бойовиків	militanta	бойовик	militant	N;ANIM;ACC;MASC;PL	ADJ;NOM;PL
біженців	flykting	біженець	flykting	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
біженців	flyktingar	біженець	flykting	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
корона	crown	корона	crown	N;INAN;NOM;FEM;SG	PROPN;NOM
фотографій	fotografier	фотографія	fotografi	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
сантьяго	santiago	сантьяго	santiag	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
пори	por	пора	por	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
змій	ormar	змія	orm	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
комуністична	kommunistiska	комуністичний	kommunistisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
комуністична	kommunist	комуністичний	kommunist	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тропічні	tropisk	тропічний	tropisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
тропічні	tropiskt	тропічний	tropisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
ціль	objektivt	ціль	objektiv	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
добровільно	medvetet	добровільно	medvetet	ADV	N;NOM;DEF;NEUT;SG
добровільно	frivilliga	добровільно	frivillig	ADV	ADJ;NOM;PL
добровільно	frivillig	добровільно	frivillig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
підтримується	stödde	підтримуватися	stödje	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PST;FIN;ACT
підтримується	stöttat	підтримуватися	stötta	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
підтримується	stöttade	підтримуватися	stötta	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
пізно	sena	пізно	sen	ADV	ADJ;NOM;PL
пізно	försenat	пізно	försena	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
пізно	försenade	пізно	försena	ADV	ADJ;NOM;PL;PST;V.PTCP
пізно	försenad	пізно	försenad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вдвічі	fördubblades	вдвічі	fördubbla	ADV	V;IND;PST;FIN;PASS
вдвічі	fördubblats	вдвічі	fördubbla	ADV	V;V.CVB;PASS
переселенців	internflyktingar	переселенець	internflykting	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
переселенців	fördrivna	переселенець	fördriven	N;ANIM;ACC;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
блакитний	blå	блакитний	blå	ADJ;NOM;MASC;SG	ADJ;NOM;PL
блакитний	blue	блакитний	blue	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
блакитний	blåa	блакитний	blåa	ADJ;NOM;MASC;SG	ADJ;NOM;PL
блакитний	blått	блакитний	blå	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
блакитний	turkos	блакитний	turkos	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пенсії	pensionering	пенсія	pensionering	N;INAN;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;SG
пенсії	pension	пенсія	pension	N;INAN;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;SG
пенсії	pensioner	пенсія	pension	N;INAN;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;PL
пенсії	pension	пенсія	pension	N;INAN;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;SG
бойове	strid	бойовий	strid	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
бойове	kamp	бойовий	kamp	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
бойове	bekämpa	бойовий	bekämpa	ADJ;NOM;NEUT;SG	V;IMP;FIN;ACT
гурток	cirklar	гурток	cirkla	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;PL
моменти	moments	момент	moment	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
моменти	ögonblick	момент	ögonblick	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
моменти	ögonblicken	момент	ögonblick	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;SG
наближення	förestående	наближення	förestående	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
наближення	annalkande	наближення	annalkande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
трудова	labour	трудовий	labour	N;INAN;NOM;FEM;SG	PROPN;NOM
гагаріна	gagarin	гагаріний	gagarin	N;ANIM;GEN;MASC;SG	PROPN;NOM
сорока	pica	сорока	pic	NUM;NOM	N;NOM;INDF;MASC+FEM;SG
читача	följare	читач	följare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
трави	gräs	трава	gräs	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
діагностики	diagnostik	діагностика	diagnostik	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
інтелектуальної	intellektuellt	інтелектуальний	intellektuell	ADJ;GEN;FEM;SG	ADV
інтелектуальної	intellektuell	інтелектуальний	intellektuell	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
інтелектуальної	intellektuella	інтелектуальний	intellektuell	ADJ;GEN;FEM;SG	ADJ;NOM;PL
груповий	gruppen	груповий	grupp	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
груповий	grupp	груповий	grupp	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
груповий	gruppera	груповий	gruppera	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
церковної	kyrkliga	церковний	kyrklig	ADJ;GEN;FEM;SG	ADJ;NOM;PL
амстердам	amsterdam	амстерд	amsterdam	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
амстердам	amsterdams	амстерд	amsterdam	PROPN;INAN;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
перебіг	påverka	перебігти	påverka	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
жуків	insekter	жук	insekt	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
жуків	buggar	жук	bugga	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
придбати	inköp	придбати	inköp	V;PFV;NFIN	N;NOM;INDF;NEUT;PL
придбати	köp	придбати	köp	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
придбати	köpet	придбати	köp	V;PFV;NFIN	N;NOM;DEF;NEUT;SG
придбати	köp	придбати	köp	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
гвардійська	vakter	гвардійський	vakter	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
мінську	minsk	мінський	minsk	PROPN;INAN;DAT;MASC;SG	PROPN;NOM
тварина	djur	тварина	djur	N;ANIM;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
проста	enkla	простий	enkel	ADJ;NOM;FEM;SG	ADJ;NOM;PL
собаки	hund	собака	hund	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
собаки	dogs	собака	dogs	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
фантастичний	fantastiska	фантастичний	fantastisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
виробника	leverantör	виробник	leverantör	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
виробника	försäljare	виробник	försäljare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
виробника	säljare	виробник	säljare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
студію	studio	студія	studio	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
студію	ateljé	студія	ateljé	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
студію	studion	студія	studion	N;INAN;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
реставрація	återställande	реставрація	återställande	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
презентація	uppvisande	презентація	uppvisa	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
французів	cajun	француз	cajun	N;ANIM;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
диких	wild	дикий	wild	ADJ;ANIM;ACC;PL	N;NOM;INDF;NEUT;SG
диких	vilt	дикий	vilja	ADJ;ANIM;ACC;PL	N;NOM;INDF;NEUT;SG
диких	frilevande	дикий	frilevande	ADJ;ANIM;ACC;PL	N;NOM;INDF;NEUT;SG
диких	vilda	дикий	vilja	ADJ;ANIM;ACC;PL	ADJ;NOM;PL
диких	vild	дикий	vilja	ADJ;ANIM;ACC;PL	ADJ;NOM;INDF;MASC+FEM;SG
маркса	marx	маркс	marx	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
отриманий	fått	отриманий	få	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.CVB;ACT
отриманий	mottaget	отриманий	mottagen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
отриманий	fick	отриманий	få	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
отриманий	mottagna	отриманий	motta	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ново	novo	ново	novo	ADV	N;NOM;INDF;MASC+FEM;SG
бад	bud	бад	bud		N;NOM;INDF;NEUT;SG
обстрілу	beskjutningen	обстріл	beskjutning	N;INAN;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
