پِزشک	lékař	پِزشک	lékař	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پیٹ	břicho	پیٹ	břicho	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پیٹا	průměru	پیٹا	průměr	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;GEN;MASC;SG;POS
پیٹا	průměr	پیٹا	průměr	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیٹا	obvodu	پیٹا	obvod	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;GEN;MASC;SG;POS
پیٹا	obvod	پیٹا	obvod	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیٹا	nádech	پیٹا	nádech	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیٹا	dech	پیٹا	dech	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پِیٹنا	thrash	پِیٹ	thrash	V;MASC;SG;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پِیٹنا	beat	پِیٹ	beat	V;MASC;SG;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پِیٹنا	prokletí	پِیٹ	prokletí	V;MASC;SG;NFIN;ACT	N;NOM;NEUT;SG;POS
پِیٹنا	kletba	پِیٹ	kletba	V;MASC;SG;NFIN;ACT	N;NOM;FEM;SG;POS
پیٹُو	lakomec	پیٹُو	lakomec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پیٹی	box	پیٹی	box	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	krabice	پیٹی	krabice	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیٹی	kolonka	پیٹی	kolonka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیٹی	krabička	پیٹی	krabička	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیٹی	krabici	پیٹی	krabice	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پیٹی	rakev	پیٹی	rakev	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیٹی	case	پیٹی	casa	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG;POS
پیٹی	případě	پیٹی	případ	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG;POS
پیٹی	pouzdro	پیٹی	pouzdro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پیٹی	případ	پیٹی	případ	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	kufr	پیٹی	kufr	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	kufřík	پیٹی	kufřík	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	pásek	پیٹی	pásek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	pás	پیٹی	pás	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیٹی	opasek	پیٹی	opasek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھ	vchod	پَیٹھ	vchod	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھ	vstup	پَیٹھ	vstup	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھ	vstupu	پَیٹھ	vstup	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG;POS
پَیٹھ	vstup	پَیٹھ	vstup	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھ	vstupné	پَیٹھ	vstupné	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیٹھ	přijetí	پَیٹھ	přijetí	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پِیٹھ	podpory	پِیٹھ	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیٹھ	podpora	پِیٹھ	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیٹھ	generace	پِیٹھ	generace	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیٹھ	generování	پِیٹھ	generování	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پِیٹھ	rodokmen	پِیٹھ	rodokmen	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پِیٹھ	podporu	پِیٹھ	podpora	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پِیٹھ	podporovat	پِیٹھ	podporovat	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پِیٹھ	podpořit	پِیٹھ	podpořit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پِیٹھ	podpory	پِیٹھ	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیٹھ	podpora	پِیٹھ	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیٹھانا	spěch	پویٹھا	spěch	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھانا	rush	پویٹھا	rush	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG;POS
پَیٹھانا	proniknout	پویٹھا	proniknout	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پَیٹھانا	vstoupit	پویٹھا	vstoupit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پَیٹھانا	vstup	پویٹھا	vstup	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھانا	zadejte	پویٹھا	zadat	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;FIN
پَیٹھانا	vstupte	پویٹھا	vstupit	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;FIN
پَیٹھنا	proniknout	پْیٹھنا	proniknout	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پَیٹھنا	vstoupit	پْیٹھنا	vstoupit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پَیٹھنا	vstup	پْیٹھنا	vstup	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیٹھنا	zadejte	پْیٹھنا	zadat	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;FIN
پَیٹھنا	vstupte	پْیٹھنا	vstupit	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;FIN
پیچ	cívka	پیچ	cívka	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پیچ	provázání	پیچ	provázání	V;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پیچ	navíjení	پیچ	navíjení	V;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پیچ	nejednoznačnost	پیچ	jednoznačnost	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;NEG
پیچ	nepřátelství	پیچ	nepřátelství	V;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پیچ	lest	پیچ	lest	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پیچ	problémy	پیچ	problém	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;PL;POS
پیچ	trable	پیچ	trable	V;SG;V.PTCP;ACT	N;NOM;FEM;PL;POS
پیچ	problém	پیچ	problém	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیچ	potíže	پیچ	potíž	V;SG;V.PTCP;ACT	N;NOM;FEM;PL;POS
پیچ	zvrat	پیچ	zvrat	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیچ	taktiku	پیچ	taktika	V;SG;V.PTCP;ACT	N;ACC;FEM;SG;POS
پیچ	taktiky	پیچ	taktika	V;SG;V.PTCP;ACT	N;NOM;FEM;PL;POS
پیچ	taktika	پیچ	taktika	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پیچ	šroub	پیچ	šroub	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیچ	cop	پیچ	cop	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پیچ	zaujatost	پیچ	zaujatost	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پیچ	curl	پیچ	curl	V;SG;V.PTCP;ACT	PROPN;INAN;NOM;MASC;SG;POS
پیچا	otočit	پیچا	otočit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچا	proměnit	پیچا	proměnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچا	zvrat	پیچا	zvrat	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیچاک	složité	پیچاک	složitý		ADJ;NOM;NEUT;SG;POS
پیچاک	komplexní	پیچاک	komplexní		ADJ;NOM;MASC;SG;POS
پیچاک	komplex	پیچاک	komplex		N;INAN;NOM;MASC;SG;POS
پیچاک	složitá	پیچاک	složitý		ADJ;NOM;FEM;SG;POS
پیچاک	zvrat	پیچاک	zvrat		N;INAN;NOM;MASC;SG;POS
پیچاک	šnek	پیچاک	šnek		N;ANIM;NOM;MASC;SG;POS
پیچاک	otočit	پیچاک	otočit		V;PFV;POS;NFIN
پیچاک	proměnit	پیچاک	proměnit		V;PFV;POS;NFIN
پیچاک	curl	پیچاک	curl		PROPN;INAN;NOM;MASC;SG;POS
پیچاں	stočený	پیچاں	stočený		ADJ;INAN;NOM;MASC;SG;POS
پیچاں	spletité	پیچاں	spletitý		ADJ;NOM;NEUT;SG;POS
پیچاں	stočený	پیچاں	stočený		ADJ;INAN;NOM;MASC;SG;POS
پیچِش	kruh	پیچِش	kruh	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیچِش	kroužek	پیچِش	kroužka	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیچِش	kruhu	پیچِش	kruh	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG;POS
پیچِش	kružnice	پیچِش	kružnice	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیچِش	úplavici	پیچِش	úplavik	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پیچِش	zvrat	پیچِش	zvrat	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پیچِش	otočit	پیچِش	otočit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچِش	proměnit	پیچِش	proměnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پِیچنا	rozdrtit	پِیچ	rozdrtit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچوان	navíjení	پیچوان	navíjení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پیچیا	podvádět	پیچیا	podvádět	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پیچیدگی	komplikace	پیچیدگی	komplikace	N;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پیچیدگی	otočit	پیچیدگی	otočit	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچیدگی	proměnit	پیچیدگی	proměnit	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچیدگی	komplikace	پیچیدگی	komplikace	N;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پیچیدگی	otočit	پیچیدگی	otočit	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچیدگی	proměnit	پیچیدگی	proměnit	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
پیچیدہ	obtížně	پیچیدہ	obtížně	ADJ	ADV;POS
پیچیدہ	otočila	پیچیدہ	otočit	ADJ	V;PFV;POS;PST;V.PTCP;ACT
پیچیدہ	otočil	پیچیدہ	otočit	ADJ	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پیچیدہ	komplex	پیچیدہ	komplex	ADJ	N;INAN;NOM;MASC;SG;POS
پیچیدہ	obtížně	پیچیدہ	obtížně	ADJ	ADV;POS
پیچیدہ	otočila	پیچیدہ	otočit	ADJ	V;PFV;POS;PST;V.PTCP;ACT
پیچیدہ	otočil	پیچیدہ	otočit	ADJ	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پِیچھا	honička	پِیچھ	honička	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیچھا	chase	پِیچھ	chasa	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG;POS
پِیچھا	pronásledování	پِیچھ	pronásledování	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پِیچھا	nepřítomnost	پِیچھ	přítomnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;NEG
پِیچھا	absence	پِیچھ	absence	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیچھا	nepřítomnosti	پِیچھ	přítomnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیچھا	neexistence	پِیچھ	neexistence	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پِیچھا	následuje	پِیچھ	následovat	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
پِیچھا	následující	پِیچھ	následující	PROPN;NOM;MASC;SG;3	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
پِیچھا	zadní	پِیچھ	zadní	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پِیچھے	za	پِیچھے	za	PROPN;NOM;MASC;SG;3	ADP;ACC
پِیچھے	po	پِیچھے	po	PROPN;NOM;MASC;SG;3	
پِیچھے	poté	پِیچھے	poté	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	následně	پِیچھے	následně	PROPN;NOM;MASC;SG;3	ADV;POS
پِیچھے	poté	پِیچھے	poté	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	dříve	پِیچھے	brzy	PROPN;NOM;MASC;SG;3	ADV;CMPR;POS
پَیخانہ	záchod	پَیخانہ	záchod	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیخانہ	toaleta	پَیخانہ	toaleta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیخانہ	wc	پَیخانہ	wc	PROPN;NOM;MASC;SG;3	N;NEUT;POS
پَیدا	zisk	پَیدا	zisk	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدا	zisku	پَیدا	zisk	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG;POS
پَیدا	výdělek	پَیدا	výdělek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدا	vyrobené	پَیدا	vyrobený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL;POS
پَیدا	vyrobeno	پَیدا	vyrobený	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG;POS;V.PTCP;PASS
پَیدا	objevil	پَیدا	objevit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	objeven	پَیدا	objevený	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پَیدا	objevili	پَیدا	objevit	PROPN;NOM;MASC;SG;3	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
پَیدا	objevila	پَیدا	objevit	PROPN;NOM;MASC;SG;3	V;PFV;POS;PST;V.PTCP;ACT
پَیدا	manifest	پَیدا	manifest	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدا	vytvořené	پَیدا	vytvořený	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پَیدا	vydělávat	پَیدا	vydělávat	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پَیدا	úplatek	پَیدا	úplatek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدا	podplatit	پَیدا	podplatit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پَیدا	příjmy	پَیدا	příjem	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیدا	výnosy	پَیدا	výnos	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیدا	příjem	پَیدا	příjem	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدا	vymyšlená	پَیدا	vymyšlený	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیدا	vynalezl	پَیدا	vynaleznout	PROPN;NOM;MASC;SG;3	V;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	smyšlený	پَیدا	smyšlený	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پَیدا	vymyšlený	پَیدا	vymyšlený	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پَیدا	vykazovali	پَیدا	vykazovat	PROPN;NOM;MASC;SG;3	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
پَیدا	narodil	پَیدا	narodit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	narozena	پَیدا	narozený	PROPN;NOM;MASC;SG;3	ADJ;POS;V.PTCP;PASS
پَیدا	narozen	پَیدا	narozený	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پَیدا	vytvořené	پَیدا	vytvořený	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پَیدا	stvořil	پَیدا	stvořit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	vytvořeno	پَیدا	vytvořený	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG;POS;V.PTCP;PASS
پَیدا	vytvořil	پَیدا	vytvořit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	vytvořena	پَیدا	vytvořený	PROPN;NOM;MASC;SG;3	ADJ;POS;V.PTCP;PASS
پَیدا	vytvořen	پَیدا	vytvořený	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پَیدا	zasloužil	پَیدا	zasloužit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	získal	پَیدا	získat	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیدا	získané	پَیدا	získaný	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پَیدا	získaná	پَیدا	získaný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیدا	získán	پَیدا	získaný	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پَیدا	získány	پَیدا	získaný	PROPN;NOM;MASC;SG;3	ADJ;INAN;PL;POS;V.PTCP;PASS
پَیدا	získána	پَیدا	získaný	PROPN;NOM;MASC;SG;3	ADJ;POS;V.PTCP;PASS
پَیداوار	ovoce	پَیداوار	ovoce	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیداوار	příjmy	پَیداوار	příjem	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیداوار	výnosy	پَیداوار	výnos	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیداوار	příjem	پَیداوار	příjem	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیداوار	výtěžek	پَیداوار	výtěžek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیداوار	výnos	پَیداوار	výnos	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیداواری	produktivní	پَیداواری	produktivní	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پَیدائش	zisk	پَیدائش	zisk	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدائش	zisky	پَیدائش	zisk	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیدائش	zrození	پَیدائش	zrození	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیدائش	narození	پَیدائش	narození	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیدائش	porod	پَیدائش	porod	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدائش	výdělky	پَیدائش	výdělek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیدائش	výdělek	پَیدائش	výdělek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدائش	tvorba	پَیدائش	tvorba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیدائش	vznik	پَیدائش	vznik	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدائش	vytvoření	پَیدائش	vytvoření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیدائش	vytváření	پَیدائش	vytváření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیدائش	tvoření	پَیدائش	tvoření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیدائش	produkovat	پَیدائش	produkovat	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پَیدائشی	vrozeným	پَیدائشی	vrozený	N;NOM;MASC;SG;3	ADJ;ANIM;DAT;MASC;PL;POS
پَیدائشی	vrozené	پَیدائشی	vrozený	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیدائشی	přírodní	پَیدائشی	přírodní	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پَیدائشی	přirozený	پَیدائشی	přirozený	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پَیدائشی	přirozené	پَیدائشی	přirozený	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیدائشی	přirozená	پَیدائشی	přirozený	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیدائشی	vrozené	پَیدائشی	vrozený	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیدائشی	originální	پَیدائشی	originální	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پَیدائشی	původní	پَیدائشی	původní	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پَیدائی	zřejmý	پَیدائی	zřejmý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پَیدائی	zjevné	پَیدائی	zjevný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیدائی	zřejmá	پَیدائی	zřejmý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیدائی	zřejmé	پَیدائی	zřejmý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیدائی	manifest	پَیدائی	manifest	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیدائی	existence	پَیدائی	existence	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیدائی	existenci	پَیدائی	existence	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پَیدل	pěšák	پَیدل	pěšák	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پَیدل	chodit	پَیدل	chodit	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
پَیدل	chůze	پَیدل	chůze	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیدل	chození	پَیدل	chození	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیر	noha	پَیر	noha	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیر	nohu	پَیر	noha	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پِیر	pondělí	پِیر	pondělí	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پِیر	mystic	پِیر	mystice	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG;POS
پِیر	pir	پِیر	pir	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG;POS
پِیر	svatý	پِیر	svatý	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
پِیر	světec	پِیر	světec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پِیر	svatá	پِیر	svatý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پِیر	saint	پِیر	saint	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG;POS
پِیر	bolesti	پِیر	bolest	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پِیر	bolest	پِیر	bolest	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیرا	paragraf	پَیرا	paragraf	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیرا	odstavec	پَیرا	odstavec	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پَیرا	odstavce	پَیرا	odstavec	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پَیرا	para	پَیرا	para	PROPN;NOM;MASC;SG;3	PROPN;MASC;SG;POS
پِیرا	žlutý	پِیرا	žlutý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پِیرا	žluté	پِیرا	žlutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پِیرا	žlutá	پِیرا	žlutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیراستگی	dekorace	پَیراستگی	dekorace	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پَیراستگی	výzdoba	پَیراستگی	výzdoba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پَیراستہ	upravený	پَیراستہ	upravený	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پَیراستہ	upraven	پَیراستہ	upravený	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;POS;V.PTCP;PASS
پَیراستہ	upraveno	پَیراستہ	upravený	PROPN;NOM;MASC;SG;3	ADJ;NEUT;SG;POS;V.PTCP;PASS
پَیراستہ	upravené	پَیراستہ	upravený	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پَیراستہ	upravená	پَیراستہ	upravený	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پَیراستہ	vyznamenaný	پَیراستہ	vyznamenaný	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
پَیراستہ	domluvené	پَیراستہ	domluvený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پَیراستہ	zařídil	پَیراستہ	zařídit	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
پَیراک	záchranář	پَیراک	záchranář	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پَیراک	plavec	پَیراک	plavec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پَیراکی	plavání	پَیراکی	plavání	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پَیراکی	plavat	پَیراکی	plavat	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
