que	att	que	att	PRO	PART
rematou	over	rematar	over	V	N;NOM;INDF;MASC+FEM;SG
rematou	över	rematar	över	V	ADP
rematou	klar	rematar	klar	V	ADJ;NOM;INDF;MASC+FEM;SG
rematou	avslutat	rematar	avsluta	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rematou	färdiga	rematar	färdig	V	ADJ;NOM;PL
rematou	färdig	rematar	färdig	V	ADJ;NOM;INDF;MASC+FEM;SG
brancos	vita	branco	vit	N	ADJ;NOM;PL
brancos	vit	branco	vit	N	ADJ;NOM;INDF;MASC+FEM;SG
brancos	vitt	branco	vitt	N	ADJ;NOM;INDF;NEUT;SG
odio	hata	odio	hata	N	V;IMP;FIN;ACT
odio	hatar	odio	hata	N	V;IND;PRS;FIN;ACT
deberiamos	bör	deberir	böra	V	V;IND;PRS;FIN;ACT
deberiamos	ska	deberir	skola	V	V;IND;PRS;FIN;ACT
milady	dam	milady	dam	PROPN	N;NOM;INDF;MASC+FEM;SG
milady	damen	milady	dam	PROPN	N;NOM;DEF;MASC+FEM;SG
milady	lady	milady	lady	PROPN	N;NOM;INDF;MASC+FEM;SG
milady	ditt	milady	du	PROPN	PRO;DEF;NEUT;SG
milady	din	milady	du	PROPN	PRO;DEF;MASC+FEM;SG
milady	dina	milady	du	PROPN	PRO;DEF;PL
cento	hundra	cento	hundra	N	NUM;NOM
diría	say	dir	say	V	N;NOM;INDF;NEUT;SG
diría	skulle	dir	skola	V	V;IND;PST;FIN;ACT
coñecer	know	coñecer	know	V	N;NOM;INDF;MASC+FEM;SG
coñecer	want	coñecer	want	V	N;NOM;INDF;MASC+FEM;SG
coñecer	ha	coñecer	ha	V	INTJ
pedir	ask	pedir	ask	V	N;NOM;INDF;MASC+FEM;SG
pedir	fråga	pedir	fråga	V	N;NOM;INDF;MASC+FEM;SG
pedir	för	pedir	för	V	ADP
pedir	ha	pedir	ha	V	INTJ
pedir	ni	pedir	ni	V	PRO;NOM;DEF;MASC+FEM;SG
pedir	dig	pedir	du	V	PRO;ACC;DEF;MASC+FEM;SG
pedir	du	pedir	du	V	PRO;NOM;DEF;MASC+FEM;SG
pequenas	little	pequeno	littal	ADJ	N;NOM;INDF;MASC+FEM;SG
pequenas	litet	pequeno	litet	ADJ	ADV
pequenas	mindre	pequeno	lite	ADJ	ADV;CMPR
pequenas	small	pequeno	small	ADJ	N;NOM;INDF;NEUT;SG
pequenas	litet	pequeno	litet	ADJ	ADV
idiota	ni	idiota	ni	N	PRO;NOM;DEF;MASC+FEM;SG
idiota	dig	idiota	du	N	PRO;ACC;DEF;MASC+FEM;SG
idiota	du	idiota	du	N	PRO;NOM;DEF;MASC+FEM;SG
idiota	lura	idiota	lura	N	V;IMP;FIN;ACT
violencia	våldsamt	violencia	våldsam	N	ADJ;NOM;INDF;NEUT;SG
violencia	våldsam	violencia	våldsam	N	ADJ;NOM;INDF;MASC+FEM;SG
violencia	våldsamma	violencia	våldsam	N	ADJ;NOM;PL
negros	svart	negro	svart	N	ADJ;NOM;INDF;MASC+FEM;SG
negros	svarta	negro	svart	N	ADJ;NOM;PL
telo	har	telo	ha	ADV	V;IND;PRS;FIN;ACT
telo	ha	telo	ha	ADV	INTJ
telo	behåll	telo	behålla	ADV	V;IMP;FIN;ACT
telo	keep	telo	keep	ADV	N;NOM;INDF;MASC+FEM;SG
telo	fick	telo	få	ADV	V;IND;PST;FIN;ACT
telo	got	telo	got	ADV	N;NOM;INDF;NEUT;SG
telo	ni	telo	ni	ADV	PRO;NOM;DEF;MASC+FEM;SG
telo	dig	telo	du	ADV	PRO;ACC;DEF;MASC+FEM;SG
telo	du	telo	du	ADV	PRO;NOM;DEF;MASC+FEM;SG
telo	honom	telo	han	ADV	PRO;ACC;DEF;MASC+FEM;SG
queiras	ni	queira	ni	V	PRO;NOM;DEF;MASC+FEM;SG
queiras	dig	queira	du	V	PRO;ACC;DEF;MASC+FEM;SG
queiras	du	queira	du	V	PRO;NOM;DEF;MASC+FEM;SG
queiras	som	queira	som	V	CONJ
queiras	want	queira	want	V	N;NOM;INDF;MASC+FEM;SG
queiras	oavsett	queira	oavsett	V	N;NOM;INDF;MASC+FEM;SG
gusto	gilla	gusto	gilla	N	V;IMP;FIN;ACT
gusto	gillar	gusto	gilla	N	V;IND;PRS;FIN;ACT
gusto	som	gusto	som	N	CONJ
gusto	like	gusto	like	N	V;IMP;FIN;ACT
gusto	smaka	gusto	smaka	N	V;IMP;FIN;ACT
gusto	smakar	gusto	smaka	N	V;IND;PRS;FIN;ACT
gusto	ni	gusto	ni	N	PRO;NOM;DEF;MASC+FEM;SG
gusto	dig	gusto	du	N	PRO;ACC;DEF;MASC+FEM;SG
gusto	du	gusto	du	N	PRO;NOM;DEF;MASC+FEM;SG
bates	bates	bate	bate	N	PROPN;NOM
saíu	ut	saíu	ut	V	ADV
saíu	out	saíu	out	V	N;NOM;INDF;MASC+FEM;SG
saíu	ute	saíu	ute	V	ADV
saíu	kvar	saíu	kvar	V	ADV
saíu	left	saíu	lefa	V	N;NOM;INDF;MASC+FEM;SG
saíu	vänstra	saíu	vänster	V	ADJ;NOM;DEF;SG
saíu	vänstern	saíu	vänster	V	N;NOM;DEF;MASC+FEM;SG
saíu	vänster	saíu	vänster	V	N;NOM;INDF;MASC+FEM;SG
saíu	där	saíu	där	V	ADV
saíu	var	saíu	var	V	PRO;INDF;MASC+FEM;SG
corte	court	corte	court	N	PROPN;NOM
corte	skär	corte	skära	N	V;IMP;FIN;ACT
corte	skära	corte	skära	N	V;IMP;FIN;ACT
corte	klippt	corte	klippa	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
corte	klippa	corte	klippa	N	V;IMP;FIN;ACT
mestre	mäster	mestre	mästa	N	PROPN;NOM
botar	take	botar	take	V	N;NOM;INDF;MASC+FEM;SG
botar	tagning	botar	tagning	V	N;NOM;INDF;MASC+FEM;SG
botar	ut	botar	ut	V	ADV
botar	out	botar	out	V	N;NOM;INDF;MASC+FEM;SG
botar	ute	botar	ute	V	ADV
botar	ha	botar	ha	V	INTJ
tren	träna	tren	träna	N	V;IMP;FIN;ACT
material	materiellt	material	materiell	N	ADJ;NOM;INDF;NEUT;SG
base	baserad	base	basera	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
base	baserade	base	basera	N	ADJ;NOM;PL;PST;V.PTCP
base	baserat	base	basera	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
base	basera	base	basera	N	V;IMP;FIN;ACT
metros	yards	metro	yard	N	PROPN;NOM
metros	iväg	metro	iväg	N	ADV
metros	bort	metro	bort	N	ADV
fuches	ni	fuches	ni	V	PRO;NOM;DEF;MASC+FEM;SG
fuches	dig	fuches	du	V	PRO;ACC;DEF;MASC+FEM;SG
fuches	du	fuches	du	V	PRO;NOM;DEF;MASC+FEM;SG
fuches	varit	fuches	vara	V	V;V.CVB;ACT
fuches	var	fuches	var	V	PRO;INDF;MASC+FEM;SG
fuches	var	fuches	var	V	PRO;INDF;MASC+FEM;SG
resultado	de	resultado	de	N	PRO;NOM;DEF;PL
resultado	den	resultado	den	N	PRO;DEF;MASC+FEM;SG
tocar	pjäs	tocar	pjäs	V	N;NOM;INDF;MASC+FEM;SG
tocar	play	tocar	play	V	N;NOM;INDF;MASC+FEM;SG
tocar	rörd	tocar	rörd	V	N;NOM;INDF;MASC+FEM;SG
tocar	berört	tocar	beröra	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tocar	touch	tocar	touch	V	N;NOM;INDF;MASC+FEM;SG
tocar	beröring	tocar	beröring	V	N;NOM;INDF;MASC+FEM;SG
tocar	vidrör	tocar	vidrör	V	N;NOM;INDF;MASC+FEM;SG
tocar	rör	tocar	röra	V	N;NOM;INDF;NEUT;SG
chámase	kallad	chámase	kalla	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
chámase	namn	chámase	namn	V	N;NOM;INDF;NEUT;SG
chámase	name	chámase	name	V	N;NOM;INDF;NEUT;SG
chámase	namngivna	chámase	namngiven	V	ADJ;NOM;PL;PST;V.PTCP
chámase	hennes	chámase	hon	V	PRO;DEF
chámase	her	chámase	her	V	N;NOM;INDF;MASC+FEM;SG
chámase	henne	chámase	hon	V	PRO;ACC;DEF;MASC+FEM;SG
chea	fulla	chea	fulla	N	ADJ;NOM;PL
chea	fullständig	chea	fullständig	N	ADJ;NOM;INDF;MASC+FEM;SG
chea	full	chea	full	N	ADJ;NOM;INDF;MASC+FEM;SG
chea	fullt	chea	full	N	ADV
chea	med	chea	med	N	ADP
acto	agera	acto	agera	N	V;IMP;FIN;ACT
hollywood	hollywood	hollywood	hollywood	PROPN	N;NOM;INDF;MASC+FEM;SG
muro	de	muro	de	N	PRO;NOM;DEF;PL
muro	den	muro	den	N	PRO;DEF;MASC+FEM;SG
marchou	hon	marchar	hon	V	PRO;NOM;DEF;MASC+FEM;SG
marchou	kvar	marchar	kvar	V	ADV
marchou	left	marchar	lefa	V	N;NOM;INDF;MASC+FEM;SG
marchou	vänstra	marchar	vänster	V	ADJ;NOM;DEF;SG
marchou	vänstern	marchar	vänster	V	N;NOM;DEF;MASC+FEM;SG
marchou	vänster	marchar	vänster	V	N;NOM;INDF;MASC+FEM;SG
marchou	iväg	marchar	iväg	V	ADV
marchou	bort	marchar	bort	V	ADV
marchou	away	marchar	away	V	N;NOM;INDF;MASC+FEM;SG
marchou	ut	marchar	ut	V	ADV
marchou	out	marchar	out	V	N;NOM;INDF;MASC+FEM;SG
marchou	ute	marchar	ute	V	ADV
marchou	borta	marchar	borta	V	ADV
estiveches	ni	estiveche	ni	V	PRO;NOM;DEF;MASC+FEM;SG
estiveches	dig	estiveche	du	V	PRO;ACC;DEF;MASC+FEM;SG
estiveches	du	estiveche	du	V	PRO;NOM;DEF;MASC+FEM;SG
estiveches	varit	estiveche	vara	V	V;V.CVB;ACT
estiveches	var	estiveche	var	V	PRO;INDF;MASC+FEM;SG
estiveches	ha	estiveche	ha	V	INTJ
estiveches	någonsin	estiveche	någonsin	V	ADV
estiveches	ever	estiveche	ever	V	N;NOM;INDF;MASC+FEM;SG
ponte	hämta	ponte	hämta	N	V;IMP;FIN;ACT
ponte	skaffa	ponte	skaffa	N	V;IMP;FIN;ACT
ponte	få	ponte	få	N	ADJ;NOM;INDF;PL
lembras	ni	lembra	ni	N	PRO;NOM;DEF;MASC+FEM;SG
lembras	dig	lembra	du	N	PRO;ACC;DEF;MASC+FEM;SG
lembras	du	lembra	du	N	PRO;NOM;DEF;MASC+FEM;SG
lembras	minns	lembra	minnas	N	V;NFIN
deses	dessa	dar	denna	PROPN	PRO;DEF;PL
deses	dessa	dar	denna	PROPN	PRO;DEF;PL
deses	en	dar	en	PROPN	NUM;NOM;INDF;MASC+FEM;SG
deses	ett	dar	en	PROPN	NUM;NOM;INDF;NEUT;SG
deses	one	dar	one	PROPN	N;NOM;INDF;MASC+FEM;SG
deses	dem	dar	de	PROPN	PRO;ACC;DEF;PL
deses	dom	dar	de	PROPN	PRO;NOM;DEF;PL
viven	living	vivir	living	V	N;NOM;INDF;MASC+FEM;SG
viven	levande	vivir	levande	V	ADJ;NOM;PRS;V.PTCP
viven	live	vivir	live	V	N;NOM;INDF;NEUT;SG
viven	levande	vivir	levande	V	ADJ;NOM;PRS;V.PTCP
viven	de	vivir	de	V	PRO;NOM;DEF;PL
viven	dom	vivir	de	V	PRO;NOM;DEF;PL
desexo	för	desexo	för	N	ADP
desexo	önskar	desexo	önska	N	V;IND;PRS;FIN;ACT
desexo	önska	desexo	önska	N	V;IMP;FIN;ACT
visita	besöker	visita	besöka	N	V;IND;PRS;FIN;ACT
visita	besöka	visita	besöka	N	V;IMP;FIN;ACT
visita	besökande	visita	besökande	N	ADJ;NOM;PRS;V.PTCP
visita	besöker	visita	besöka	N	V;IND;PRS;FIN;ACT
visita	besöka	visita	besöka	N	V;IMP;FIN;ACT
visita	har	visita	ha	N	V;IND;PRS;FIN;ACT
visita	ha	visita	ha	N	INTJ
fará	fabrikat	facer	fabrika	V	N;NOM;INDF;NEUT;SG
fará	vunna	facer	vunna	V	ADJ;NOM;PL
fará	won	facer	won	V	N;NOM;INDF;NEUT;SG
fará	skadad	facer	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fará	sårad	facer	såra	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fará	ont	facer	ond	V	ADJ;NOM;INDF;NEUT;SG
mozas	unga	mozo	ung	N	ADJ;NOM;PL
mozas	yngre	mozo	ung	N	ADJ;NOM;CMPR
mozas	ung	mozo	ung	N	ADJ;NOM;INDF;MASC+FEM;SG
han	de	haber	de	V	PRO;NOM;DEF;PL
han	dom	haber	de	V	PRO;NOM;DEF;PL
han	vunna	haber	vunna	V	ADJ;NOM;PL
han	won	haber	won	V	N;NOM;INDF;NEUT;SG
ataque	attackera	ataque	attackera	N	V;IMP;FIN;ACT
alta	high	alto	high	ADJ	N;NOM;INDF;MASC+FEM;SG
alta	tall	alto	tall	ADJ	N;NOM;INDF;MASC+FEM;SG
alta	högljutt	alto	högljutt	ADJ	N;NOM;INDF;NEUT;SG
mágoa	skam	mágoa	skam	ADJ	N;NOM;INDF;MASC+FEM;SG
mágoa	skäms	mágoa	skäma	ADJ	V;IMP;FIN;ACT
mágoa	synd	mágoa	synd	ADJ	N;NOM;INDF;MASC+FEM;SG
mágoa	också	mágoa	också	ADJ	ADV
mágoa	oxå	mágoa	oxå	ADJ	N;NOM;INDF;MASC+FEM;SG
mágoa	too	mágoa	too	ADJ	N;NOM;INDF;NEUT;SG
mágoa	alltför	mágoa	alltför	ADJ	ADV
mágoa	bad	mágoa	be	ADJ	V;IMP;FIN;ACT
mágoa	sorry	mágoa	sorry	ADJ	V;IMP;FIN;ACT
mágoa	förlåt	mágoa	förlåt	ADJ	N;NOM;INDF;NEUT;SG
mágoa	ledsen	mágoa	leds	ADJ	N;NOM;DEF;MASC+FEM;SG
mágoa	beklagar	mágoa	beklaga	ADJ	V;IND;PRS;FIN;ACT
mágoa	för	mágoa	för	ADJ	ADP
perdón	sorry	perdón	sorry	N	V;IMP;FIN;ACT
perdón	beklagar	perdón	beklaga	N	V;IND;PRS;FIN;ACT
perdón	ditt	perdón	du	N	PRO;DEF;NEUT;SG
perdón	din	perdón	du	N	PRO;DEF;MASC+FEM;SG
perdón	dina	perdón	du	N	PRO;DEF;PL
perdón	ursäkta	perdón	ursäkta	N	V;IMP;FIN;ACT
perdón	tigga	perdón	tigga	N	V;IMP;FIN;ACT
perdón	ursäkta	perdón	ursäkta	N	V;IMP;FIN;ACT
hotel	hotell	hotel	hotell	PROPN	N;NOM;INDF;NEUT;SG
hotel	hotellet	hotel	hotell	PROPN	N;NOM;DEF;NEUT;SG
hotel	hotel	hotel	hotel	PROPN	N;NOM;INDF;NEUT;SG
hotel	inn	hotel	inn	PROPN	N;NOM;INDF;NEUT;SG
hotel	värdshus	hotel	värdshus	PROPN	N;NOM;INDF;NEUT;SG
trae	få	trae	få	V	ADJ;NOM;INDF;PL
trae	get	trae	ge	V	N;NOM;INDF;MASC+FEM;SG
puiden	kan	pudir	kunna	V	V;IND;PRS;FIN;ACT
terceiro	trea	terceiro	tre	ADJ	N;NOM;INDF;MASC+FEM;SG
terceiro	third	terceiro	third	ADJ	N;NOM;SG
terceiro	tredjedel	terceiro	tredjedel	ADJ	N;NOM;INDF;MASC+FEM;SG
terceiro	tre	terceiro	tre	ADJ	NUM;NOM
terceiro	three	terceiro	three	ADJ	N;NOM;INDF;MASC+FEM;SG
terceiro	pupiller	terceiro	pupiller	ADJ	N;NOM;INDF;MASC+FEM;PL
terceiro	elever	terceiro	elev	ADJ	N;NOM;INDF;MASC+FEM;PL
suficiente	nog	suficiente	nog	ADJ	ADV
suficiente	tillräckligt	suficiente	tillräcklig	ADJ	ADV
suficiente	tillräckligt	suficiente	tillräcklig	ADJ	ADV
volva	tillbaks	volva	tillbaks	V	ADV
volva	tillbaka	volva	tillbaka	V	ADV
volva	bakåt	volva	bakåt	V	ADV
volva	rygg	volva	rygg	V	N;NOM;INDF;MASC+FEM;SG
volva	come	volva	come	V	N;NOM;INDF;MASC+FEM;SG
volva	återkomst	volva	återkomst	V	N;NOM;INDF;MASC+FEM;SG
volva	avkastning	volva	avkastning	V	N;NOM;INDF;MASC+FEM;SG
volva	få	volva	få	V	ADJ;NOM;INDF;PL
volva	get	volva	ge	V	N;NOM;INDF;MASC+FEM;SG
volva	igen	volva	igen	V	ADV
volva	återigen	volva	återigen	V	ADV
volva	ni	volva	ni	V	PRO;NOM;DEF;MASC+FEM;SG
volva	dig	volva	du	V	PRO;ACC;DEF;MASC+FEM;SG
volva	du	volva	du	V	PRO;NOM;DEF;MASC+FEM;SG
raro	udda	raro	udda	ADJ	N;NOM;INDF;NEUT;SG
raro	odd	raro	odd	ADJ	PROPN;NOM
raro	kul	raro	kul	ADJ	INTJ
terás	ni	ter	ni	V	PRO;NOM;DEF;MASC+FEM;SG
terás	dig	ter	du	V	PRO;ACC;DEF;MASC+FEM;SG
terás	du	ter	du	V	PRO;NOM;DEF;MASC+FEM;SG
terás	ha	ter	ha	V	INTJ
terás	få	ter	få	V	ADJ;NOM;INDF;PL
terás	get	ter	ge	V	N;NOM;INDF;MASC+FEM;SG
terás	vunna	ter	vunna	V	ADJ;NOM;PL
terás	won	ter	won	V	N;NOM;INDF;NEUT;SG
americano	american	americano	america	ADJ	N;NOM;INDF;MASC+FEM;SG
americano	amerikan	americano	amerika	ADJ	N;NOM;INDF;MASC+FEM;SG
queredes	ni	querede	ni	V	PRO;NOM;DEF;MASC+FEM;SG
queredes	dig	querede	du	V	PRO;ACC;DEF;MASC+FEM;SG
queredes	du	querede	du	V	PRO;NOM;DEF;MASC+FEM;SG
queredes	want	querede	want	V	N;NOM;INDF;MASC+FEM;SG
investigación	forska	investigación	forsk	N	V;IMP;FIN;ACT
investigación	undersökande	investigación	undersökande	N	ADJ;NOM;PRS;V.PTCP
investigación	utredande	investigación	utreda	N	ADJ;NOM;PRS;V.PTCP
asasinato	mörda	asasinato	mörda	N	V;IMP;FIN;ACT
dicirlle	tell	dicirllar	tell	V	N;NOM;INDF;NEUT;SG
dicirlle	hennes	dicirllar	hon	V	PRO;DEF
dicirlle	her	dicirllar	her	V	N;NOM;INDF;MASC+FEM;SG
dicirlle	henne	dicirllar	hon	V	PRO;ACC;DEF;MASC+FEM;SG
dicirlle	ni	dicirllar	ni	V	PRO;NOM;DEF;MASC+FEM;SG
dicirlle	dig	dicirllar	du	V	PRO;ACC;DEF;MASC+FEM;SG
dicirlle	du	dicirllar	du	V	PRO;NOM;DEF;MASC+FEM;SG
dicirlle	honom	dicirllar	han	V	PRO;ACC;DEF;MASC+FEM;SG
dicirlle	say	dicirllar	say	V	N;NOM;INDF;NEUT;SG
enfermo	sjuka	enfermo	sjuk	N	ADJ;NOM;PL
enfermo	sjuk	enfermo	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
enfermo	sjuk	enfermo	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
enfermo	ni	enfermo	ni	N	PRO;NOM;DEF;MASC+FEM;SG
enfermo	dig	enfermo	du	N	PRO;ACC;DEF;MASC+FEM;SG
enfermo	du	enfermo	du	N	PRO;NOM;DEF;MASC+FEM;SG
james	jakob	jame	jakob	PROPN	PROPN;NOM
james	james	jame	james	PROPN	PROPN;NOM
teremos	ha	ter	ha	V	INTJ
cheo	fulla	cheo	fulla	N	ADJ;NOM;PL
cheo	fullständig	cheo	fullständig	N	ADJ;NOM;INDF;MASC+FEM;SG
cheo	full	cheo	full	N	ADJ;NOM;INDF;MASC+FEM;SG
cheo	fullt	cheo	full	N	ADV
cheo	med	cheo	med	N	ADP
giuliano	giuliano	giuliano	giuliano	N	PROPN;NOM
pódese	ni	póder	ni	V	PRO;NOM;DEF;MASC+FEM;SG
pódese	dig	póder	du	V	PRO;ACC;DEF;MASC+FEM;SG
pódese	du	póder	du	V	PRO;NOM;DEF;MASC+FEM;SG
pódese	kan	póder	kunna	V	V;IND;PRS;FIN;ACT
pódese	can	póder	can	V	N;NOM;INDF;MASC+FEM;SG
la	de	la	de	N	PRO;NOM;DEF;PL
la	den	la	den	N	PRO;DEF;MASC+FEM;SG
xunto	längs	xunto	längs	ADJ	ADV
xunto	utmed	xunto	utmed	ADJ	ADP
xunto	med	xunto	med	ADJ	ADP
xunto	tillsammans	xunto	tillsammans	ADJ	ADV
york	york	york	york	PROPN	PROPN;NOM
york	staden	york	stad	PROPN	N;NOM;DEF;MASC+FEM;SG
york	city	york	city	PROPN	N;NOM;INDF;NEUT;SG
york	ort	york	ort	PROPN	N;NOM;INDF;MASC+FEM;SG
york	stad	york	stad	PROPN	N;NOM;INDF;MASC+FEM;SG
york	orten	york	ort	PROPN	N;NOM;DEF;MASC+FEM;SG
tanta	mycke	tanto	mycke	DET	N;NOM;INDF;MASC+FEM;SG
tanta	much	tanto	much	DET	N;NOM;INDF;NEUT;SG
tanta	mycket	tanto	mycket	DET	ADV
tanta	många	tanto	mången	DET	PRO;INDF;PL
tanta	sådana	tanto	sån	DET	PRO;INDF;PL
tanta	sådan	tanto	sån	DET	ADJ;NOM;INDF;MASC+FEM;SG
tanta	sådant	tanto	sån	DET	PRO;INDF;NEUT;SG
tanta	att	tanto	att	DET	PART
dano	skadad	dano	skada	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dano	sårad	dano	såra	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dano	ont	dano	ond	N	ADJ;NOM;INDF;NEUT;SG
dano	ni	dano	ni	N	PRO;NOM;DEF;MASC+FEM;SG
dano	dig	dano	du	N	PRO;ACC;DEF;MASC+FEM;SG
dano	du	dano	du	N	PRO;NOM;DEF;MASC+FEM;SG
agás	men	agás	men	ADP	CONJ
agás	såvida	agás	såvida	ADP	ADV
morta	döda	morto	död	N	ADJ;NOM;PL
morta	dött	morto	döda	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
morta	hon	morto	hon	N	PRO;NOM;DEF;MASC+FEM;SG
morta	she	morto	she	N	V;IMP;FIN;ACT
acaba	bara	acabar	bara	V	ADV
cantar	sing	cantar	singa	V	N;NOM;INDF;NEUT;SG
cantar	sjung	cantar	sjung	V	N;NOM;INDF;MASC+FEM;SG
cantar	sjungande	cantar	sjunga	V	ADJ;NOM;PRS;V.PTCP
cantar	sång	cantar	sång	V	N;NOM;INDF;MASC+FEM;SG
montaña	de	montaña	de	N	PRO;NOM;DEF;PL
montaña	den	montaña	den	N	PRO;DEF;MASC+FEM;SG
pacientes	vilka	paciente	vilken	N	PRO;INDF;PL
pacientes	vem	paciente	vem	N	PRO;INDF;MASC+FEM;SG
pacientes	tålmodiga	paciente	tålmodig	N	ADJ;NOM;PL
brian	brian	brian	brian	PROPN	PROPN;NOM
interior	inside	interior	inside	ADJ	N;NOM;INDF;MASC+FEM;SG
interior	inomhus	interior	inomhus	ADJ	ADV
interior	inne	interior	inne	ADJ	ADV
interior	insidan	interior	insida	ADJ	N;NOM;DEF;MASC+FEM;SG
interior	inuti	interior	inuti	ADJ	N;NOM;INDF;MASC+FEM;SG
interior	inom	interior	inom	ADJ	ADP
interior	invändigt	interior	invändig	ADJ	ADV
interior	interiör	interior	interiö	ADJ	N;NOM;INDF;MASC+FEM;SG
interior	bränn	interior	bränn	ADJ	V;IMP;FIN;ACT
interior	bränna	interior	bränna	ADJ	V;IMP;FIN;ACT
interior	bränner	interior	bränna	ADJ	V;IND;PRS;FIN;ACT
destas	dessa	dar	denna	N	PRO;DEF;PL
destas	dessa	dar	denna	N	PRO;DEF;PL
destas	denna	dar	denna	N	PRO;DEF;MASC+FEM;SG
destas	detta	dar	denna	N	PRO;DEF;NEUT;SG
destas	en	dar	en	N	NUM;NOM;INDF;MASC+FEM;SG
destas	ett	dar	en	N	NUM;NOM;INDF;NEUT;SG
feitos	tillverkad	feito	tillverkad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
feitos	tillverkade	feito	tillverkad	N	ADJ;NOM;PL;PST;V.PTCP
feitos	tillverkat	feito	tillverkad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
feitos	gjorda	feito	göra	N	ADJ;NOM;PL;PST;V.PTCP
século	de	século	de	N	PRO;NOM;DEF;PL
século	den	século	den	N	PRO;DEF;MASC+FEM;SG
cartas	kort	carta	kort	N	ADV
dicindo	ordspråk	dicir	ordspråk	V	N;NOM;INDF;NEUT;SG
dicindo	att	dicir	att	V	PART
levan	varit	levar	vara	V	V;V.CVB;ACT
levan	ha	levar	ha	V	INTJ
levan	tagande	levar	taga	V	ADJ;NOM;PRS;V.PTCP
levan	de	levar	de	V	PRO;NOM;DEF;PL
levan	dom	levar	de	V	PRO;NOM;DEF;PL
levan	är	levar	vara	V	V;IND;PRS;FIN;ACT
levan	are	levar	are	V	N;NOM;INDF;MASC+FEM;SG
brazos	ut	brazo	ut	N	ADV
brazos	ute	brazo	ute	N	ADV
brazos	händer	brazo	hända	N	V;IND;PRS;FIN;ACT
verdadeiro	real	verdadeiro	real	ADJ	N;NOM;INDF;MASC+FEM;SG
verdadeiro	riktigt	verdadeiro	riktig	ADJ	ADV
verdadeiro	sanna	verdadeiro	sanna	ADJ	N;NOM;INDF;MASC+FEM;SG
verdadeiro	sant	verdadeiro	sant	ADJ	N;NOM;INDF;NEUT;SG
verdadeiro	true	verdadeiro	true	ADJ	N;NOM;INDF;NEUT;SG
anaco	bet	anaco	bet	N	V;IMP;FIN;ACT
anaco	medan	anaco	medan	N	CONJ
rico	rich	rico	rich	ADJ	PROPN;NOM
rico	mannen	rico	man	ADJ	N;NOM;DEF;MASC+FEM;SG
rico	människan	rico	människa	ADJ	N;NOM;DEF;MASC+FEM;SG
rico	man	rico	man	ADJ	PRO;NOM;INDF;MASC+FEM;SG
rico	rico	rico	rico	ADJ	PROPN;NOM
vender	sälj	vender	sälj	V	N
terras	de	terra	de	N	PRO;NOM;DEF;PL
terras	den	terra	den	N	PRO;DEF;MASC+FEM;SG
terras	landa	terra	landa	N	V;IMP;FIN;ACT
terras	landar	terra	landa	N	V;IND;PRS;FIN;ACT
xeneral	allmän	xeneral	allmän	N	ADJ;NOM;INDF;MASC+FEM;SG
xeneral	allmänna	xeneral	allmän	N	ADJ;NOM;PL
xeneral	allmänt	xeneral	allmän	N	ADV
miller	miller	miller	miller	PROPN	PROPN;NOM
miller	millers	miller	mill	PROPN	PROPN;GEN
ned	ned	ned	ned	N	ADV
súpeto	plötsligt	súpeto	plötslig	N	ADV
súpeto	plötsliga	súpeto	plötslig	N	ADJ;NOM;PL
súpeto	plötsligt	súpeto	plötslig	N	ADV
súpeto	sedan	súpeto	sedan	N	ADV
súpeto	sen	súpeto	sen	N	ADV
súpeto	då	súpeto	då	N	ADV
negra	svart	negro	svart	N	ADJ;NOM;INDF;MASC+FEM;SG
negra	svarta	negro	svart	N	ADJ;NOM;PL
enfermidade	sjuka	enfermidade	sjuk	N	ADJ;NOM;PL
enfermidade	sjuk	enfermidade	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
cabaleiro	gentleman	cabaleiro	gentleman	ADJ	N;NOM;INDF;MASC+FEM;SG
cabaleiro	riddare	cabaleiro	riddare	ADJ	N;NOM;INDF;MASC+FEM;PL
cabaleiro	knight	cabaleiro	knight	ADJ	PROPN;NOM
cabaleiro	springare	cabaleiro	spring	ADJ	N;NOM;INDF;MASC+FEM;PL
bonita	söt	bonita	söta	N	ADJ;NOM;INDF;MASC+FEM;SG
bonita	vackra	bonita	vacker	N	ADJ;NOM;PL
