din	from	din	from	ADP;ACC	
servicii	obsługa	serviciu	obsługa	N;INDF;FEM;PL	N;NOM;FEM;SG
servicii	serwis	serviciu	serwis	N;INDF;FEM;PL	N;NOM;MASC;SG
colecția	zbieranie	colecție	zbierać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
colecția	kolekcja	colecție	kolekcja	N;DEF;FEM;SG	N;NOM;FEM;SG
colecția	zbiór	colecție	zbiór	N;DEF;FEM;SG	N;NOM;MASC;SG
colecția	kolekcji	colecție	kolekcja	N;DEF;FEM;SG	N;GEN;FEM;SG
importanță	znaczenie	importanță	znaczenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
lupte	walki	lupta	walka		N;ACC;FEM;SG
lupte	zapasy	lupta	zapas		N;NOM;MASC;PL
victorie	win	victorie	wina	N;INDF;FEM;SG	
victorie	wygrana	victorie	wygrać	N;INDF;FEM;SG	N;NOM;FEM;SG
victorie	wygraj	victorie	wygraić	N;INDF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
victorie	wygrać	victorie	wygrać	N;INDF;FEM;SG	V;PFV;NFIN;ACT
victorie	zwycięstwa	victorie	zwycięstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
victorie	zwycięstwo	victorie	zwycięstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
scriitorilor	pisarzy	scriitor	pisarz	N;DEF;MASC;PL	N;GEN;MASC;PL
scriitorilor	pisarze	scriitor	pisarz	N;DEF;MASC;PL	N;NOM;MASC;PL
prof	prof	prof	prof	N	
walter	waltera	walter	walter	PROPN	N;ACC;MASC;SG
walter	walter	walter	walter	PROPN	N;NOM;MASC;SG
veneția	wenecji	veneția	wenecja	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
veneția	wenecja	veneția	wenecja	N;DEF;FEM;SG	N;NOM;FEM;SG
creștere	zwiększenie	creștere	zwiększyć	N;INDF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
creștere	wzrost	creștere	wzrost	N;INDF;FEM;SG	N;NOM;MASC;SG
creștere	rozwój	creștere	rozwój	N;INDF;FEM;SG	N;NOM;MASC;SG
creștere	wzrostu	creștere	wzrost	N;INDF;FEM;SG	N;GEN;MASC;SG
creștere	wzrost	creștere	wzrost	N;INDF;FEM;SG	N;NOM;MASC;SG
oradea	oradea	oradea	oradea	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
dacia	dacia	dacia	dacie	N;DEF;FEM;SG	
house	house	hou	housy	N;INDF;MASC;SG	
numără	licz	număra	liczyć	V;IND;SG;3;PST;FIN	V;IPFV;IMP;SG;2;FIN;ACT
numără	hrabia	număra	hrabia	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
teritoriu	terytoria	teritoriu	terytoria	N;INDF;MASC;SG	N;NOM;NEUT;PL
speciale	specjalna	special	specjalny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
speciale	specjalny	special	specjalny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
speciale	specjalne	special	specjalny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
speciale	wyjątkowy	special	wyjątkowy	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
speciale	szczególne	special	szczególny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
debutat	zadebiutował	debuta	zadebiutować	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
înlocuit	zastąpiła	înlocui	zastąpić	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
înlocuit	zastąpił	înlocui	zastąpić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
înlocuit	zastąpić	înlocui	zastąpić	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
alias	alias	alias	alias	PROPN	
alias	pseudonim	alias	pseudonić	PROPN	N;NOM;MASC;SG
marin	marin	marin	marina	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
marin	morski	marin	morski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
marin	marine	marin	mariny	N;INDF;MASC;SG	
marin	morskie	marin	morski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
holmes	holmes	holmes	holmes	PROPN	
holmes	holmesa	holmes	holmes	PROPN	
producția	produkcji	producție	produkcja	N;DEF;FEM;SG	N;GEN;FEM;SG
producția	produkcja	producție	produkcja	N;DEF;FEM;SG	N;NOM;FEM;SG
oscar	oscar	oscar	oscar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
oscar	oskara	oscar	oskara	N;INDF;MASC;SG	
oscar	oskar	oscar	oskar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
conflict	konflikty	conflict	konflikt	N;INDF;MASC;SG	N;NOM;MASC;PL
organizarea	organizacja	organizare	organizacja	N;DEF;FEM;SG	N;NOM;FEM;SG
capul	head	cap	head	N;DEF;MASC;SG	
capul	głowę	cap	głowa	N;DEF;MASC;SG	N;ACC;FEM;SG
capul	głowy	cap	głowa	N;DEF;MASC;SG	N;ACC;FEM;SG
capul	glowy	cap	glowa	N;DEF;MASC;SG	V;IPFV;IND;SG;FIN;ACT
capul	głowa	cap	głowa	N;DEF;MASC;SG	N;NOM;FEM;SG
ivan	ivan	ivan	ivan	PROPN	PROPN;NOM;MASC;SG
ivan	iwan	ivan	iwan	PROPN	PROPN;NOM;MASC;SG
nimeni	nikt	nimeni	nikt	PRO;SG;3	PRO;NOM;MASC;SG
arheologic	archeologiczne	arheologic	archeologiczny	ADV	ADJ;NOM;NEUT;SG
apărare	obrony	apărare	obrona	N;INDF;FEM;SG	
apărare	obrona	apărare	obrona	N;INDF;FEM;SG	N;NOM;FEM;SG
apărare	obronie	apărare	obrona	N;INDF;FEM;SG	N;DAT;FEM;SG
apărare	obrony	apărare	obrona	N;INDF;FEM;SG	
apărare	obrona	apărare	obrona	N;INDF;FEM;SG	N;NOM;FEM;SG
alexander	aleksandr	alexander	aleksandr	PROPN	PROPN;NOM;MASC;SG
alexander	aleksandra	alexander	aleksandra	PROPN	
alexander	aleksander	alexander	aleksander	PROPN	N;NOM;MASC;SG
alexander	alexander	alexander	alexander	PROPN	N;NOM;MASC;SG
sensul	znaczenie	sens	znaczenie	N;DEF;MASC;SG	N;NOM;NEUT;SG
sensul	rozumieniu	sens	rozumienie	N;DEF;MASC;SG	N;IPFV;DAT;NEUT;SG
următor	następna	următor	następny	ADJ;INDF;MASC;SG	
jocuri	gier	joc	gier	N;INDF;FEM;PL	
jocuri	gry	joc	gra	N;INDF;FEM;PL	
revoluția	rewolucja	revoluție	rewolucja	N;DEF;FEM;SG	N;NOM;FEM;SG
revoluția	rewolucji	revoluție	rewolucja	N;DEF;FEM;SG	N;GEN;FEM;SG
smith	smitha	smith	smith	PROPN	N;ACC;MASC;SG
smith	smith	smith	smith	PROPN	PROPN;NOM;MASC;SG
categorii	kategoria	categorie	kategoria	N;INDF;FEM;PL	N;NOM;FEM;SG
categorii	kategorii	categorie	kategoria	N;INDF;FEM;PL	N;GEN;FEM;SG
categorii	kategorii	categorie	kategoria	N;INDF;FEM;PL	N;GEN;FEM;SG
noapte	nocy	noapte	noc	N;INDF;FEM;SG	N;GEN;FEM;SG
noapte	nocny	noapte	nocny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
noapte	night	noapte	night	N;INDF;FEM;SG	
noapte	noc	noapte	noc	N;INDF;FEM;SG	N;NOM;FEM;SG
matematică	matematyki	matematică	matematyk	N;INDF;FEM;SG	N;GEN;FEM;SG
matematică	matematyka	matematică	matematyka	N;INDF;FEM;SG	N;NOM;FEM;SG
matematică	matematykę	matematică	matematyka	N;INDF;FEM;SG	N;ACC;FEM;SG
matematică	matematyki	matematică	matematyk	N;INDF;FEM;SG	N;GEN;FEM;SG
matematică	matematyka	matematică	matematyka	N;INDF;FEM;SG	N;NOM;FEM;SG
matematică	matematyki	matematică	matematyk	N;INDF;FEM;SG	N;GEN;FEM;SG
matematică	matematyka	matematică	matematyka	N;INDF;FEM;SG	N;NOM;FEM;SG
specifice	szczególne	specific	szczególny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
specifice	konkretne	specific	konkretny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
specifice	specyficzne	specific	specyficzny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
groeneveld	groeneveld	groeneveld	groeneveld	N;INDF;MASC;SG	
centrale	centralnego	centrală	centralny	N;INDF;FEM;PL	ADJ;ACC;MASC;SG
centrale	central	centrală	centrala	N;INDF;FEM;PL	
centrale	centralny	centrală	centralny	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
centrale	środkowa	centrală	środkowy	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
centrale	centralne	centrală	centralny	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
centrale	centralna	centrală	centralny	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
lee	lee	lee	lee	PROPN	PROPN;NOM;MASC;SG
povestiri	zdarzenia	povestire	zdarzenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
povestiri	historie	povestire	histora	N;INDF;FEM;PL	N;NOM;FEM;SG
povestiri	opowieści	povestire	opowieść	N;INDF;FEM;PL	
red	czerwień	red	czerwień	N;INDF;MASC;SG	
red	czerwony	red	czerwony	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
red	czerwona	red	czerwony	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
red	czerwone	red	czerwony	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
comunități	społeczności	comunitate	społeczność	N;INDF;FEM;PL	N;GEN;FEM;SG
comunități	wspólnot	comunitate	wspólnot	N;INDF;FEM;PL	
comunități	wspólnoty	comunitate	wspólnota	N;INDF;FEM;PL	N;GEN;FEM;SG
portugalia	portugalia	portugalia	portugalia	PROPN	N;NOM;FEM;SG
vlad	vlad	vlad	vlad	PROPN	PROPN;NOM;MASC;SG
guvern	rządowe	guvern	rządowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
guvern	rządowy	guvern	rządowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
occidental	occidental	occidental	occidental	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
occidental	zachodnia	occidental	zachodni	ADJ;INDF;MASC;SG	
occidental	zachodni	occidental	zachodni	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
occidental	western	occidental	western	ADJ;INDF;MASC;SG	
anglo	anglo	anglo	anglo	N;INDF;MASC;SG	
posibilitatea	możliwość	posibilitate	możliwość	N;DEF;FEM;SG	N;ACC;FEM;SG
posibilitatea	mozliwosc	posibilitate	mozliwosc	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
posibilitatea	możliwości	posibilitate	możliwość	N;DEF;FEM;SG	N;ACC;FEM;SG
adevărat	prawda	adevărat	prawda	ADV	N;NOM;FEM;SG
adevărat	prawdziwe	adevărat	prawdziwy	ADV	ADJ;NOM;NEUT;SG
adevărat	true	adevărat	true	ADV	
austro	austro	austro	austro	N;INDF;MASC;SG	
realizarea	realizacja	realizare	realizacja	N;DEF;FEM;SG	N;NOM;FEM;SG
realizarea	realizacja	realizare	realizacja	N;DEF;FEM;SG	N;NOM;FEM;SG
realizarea	realizacji	realizare	realizacja	N;DEF;FEM;SG	N;GEN;FEM;SG
realizarea	wykonanie	realizare	wykonać	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
copiii	dzieci	copil	dziecko	N;DEF;MASC;PL	N;NOM;NEUT;PL
copiii	dzieciaki	copil	dzieciak	N;DEF;MASC;PL	N;NOM;MASC;PL
copiii	dzieci	copil	dziecko	N;DEF;MASC;PL	N;NOM;NEUT;PL
studiul	nauka	studiu	nauka	N;DEF;MASC;SG	N;NOM;FEM;SG
studiul	studium	studiu	studium	N;DEF;MASC;SG	N;ACC;NEUT;SG
studiul	badania	studiu	badanie	N;DEF;MASC;SG	N;NOM;NEUT;PL
studiul	badanie	studiu	badanie	N;DEF;MASC;SG	N;NOM;NEUT;SG
cuvânt	slowo	cuvânt	slowo	N;INDF;MASC;SG	V;IPFV;IND;SG;FIN;ACT
făcută	wykonane	făcut	wykonać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
făcută	made	făcut	mada	ADJ;INDF;FEM;SG	
făcută	zrobione	făcut	zrobić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
armate	armie	armat	arma	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
armate	armii	armat	armia	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
construcții	konstrukcja	construcție	konstrukcja	N;INDF;FEM;PL	N;NOM;FEM;SG
construcții	budowa	construcție	budowa	N;INDF;FEM;PL	
construcții	budownictwo	construcție	budownictwo	N;INDF;FEM;PL	N;NOM;NEUT;SG
refuzat	odmówił	refuza	odmówić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
refuzat	odmówił	refuza	odmówić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
refuzat	odmówiła	refuza	odmówić	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
regină	królowej	regina	królowa	ADJ;INDF;FEM;SG	N;GEN;FEM;SG
regină	królowa	regina	królowa	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
regină	queen	regina	queen	ADJ;INDF;FEM;SG	
regină	królowo	regina	królowa	ADJ;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
regină	królową	regina	królowa	ADJ;INDF;FEM;SG	N;INS;FEM;SG
independent	niezależny	independent	niezależny	ADV	ADJ;NOM;MASC;SG
independent	niezależnych	independent	niezależny	ADV	ADJ;GEN;MASC;PL
independent	niezależni	independent	niezależni	ADV	N;NOM;MASC;PL
independent	niezależna	independent	niezależny	ADV	ADJ;NOM;FEM;SG
independent	niezależne	independent	niezależny	ADV	ADJ;NOM;NEUT;SG
kirovohrad	kirowohrad	kirovohrad	kirowohrad	PROPN	
sprijinul	wsparcia	sprijin	wsparcie	N;DEF;MASC;SG	N;NOM;NEUT;SG
sprijinul	wsparcie	sprijin	wesprzeć	N;DEF;MASC;SG	N;NOM;NEUT;SG
sprijinul	wspieranie	sprijin	wspierać	N;DEF;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ali	ali	al	ali	PROPN	PROPN;NOM;MASC;SG
modernă	nowoczesne	modern	nowoczesny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
modernă	nowocześnie	modern	nowocześnie	ADJ;INDF;FEM;SG	ADV
modernă	nowoczesny	modern	nowoczesny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
modernă	współczesna	modern	współczesny	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
modernă	nowoczesna	modern	nowoczesny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
calificat	kwalifikacje	califica	kwalifikacja	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
sydney	sydney	sydney	sydney	PROPN	
pictura	obraz	pictură	obraz	N;DEF;FEM;SG	N;NOM;MASC;SG
pictura	malarstwo	pictură	malarstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
pictura	malowanie	pictură	malować	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
puternică	silna	puternic	silny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
puternică	silny	puternic	silny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
puternică	mocne	puternic	mocny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
puternică	silne	puternic	silny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
puternică	mocna	puternic	mocny	ADJ;INDF;FEM;SG	
volînia	wołyń	volînia	wołynić	PROPN	
foto	zdjęcia	foto	zdjęcie		N;NOM;NEUT;PL
foto	fotografia	foto	fotografia		N;NOM;FEM;SG
foto	zdjęcie	foto	zdjęcie		N;NOM;NEUT;SG
ridicată	podniesione	ridicat	podnieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ridicată	podniesiony	ridicat	podnieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ridicată	wychowana	ridicat	wychować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ridicată	wychowany	ridicat	wychować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ridicată	wychował	ridicat	wychować	ADJ;INDF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
jan	jan	jan	jan	PROPN	PROPN;NOM;MASC;SG
scorul	wynik	scor	wynik	N;DEF;MASC;SG	N;NOM;MASC;SG
relații	relacji	relație	relacja	N;INDF;FEM;PL	N;GEN;FEM;SG
fifa	fifa	fifa	fifa	PROPN	
north	północnej	north	północny	PROPN	ADJ;GEN;FEM;SG
north	północ	north	północ	PROPN	N;NOM;FEM;SG
north	north	north	north	PROPN	
ordine	porządek	ordine	porządek	N;INDF;FEM;SG	N;NOM;MASC;SG
ordine	zamówienie	ordine	zamówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
ordine	kolejność	ordine	kolejność	N;INDF;FEM;SG	N;NOM;FEM;SG
ordine	rozkazy	ordine	rozkaz	N;INDF;FEM;SG	N;NOM;MASC;PL
ordine	zamówienia	ordine	zamówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
democrat	demokratyczny	democrat	demokratyczny	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
democrat	demokratyczna	democrat	demokratyczny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
democrat	demokratyczne	democrat	demokratyczny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
democrat	demokratów	democrat	demokrat	N;INDF;MASC;SG	N;ACC;MASC;PL
democrat	demokraci	democrat	demokraty	N;INDF;MASC;SG	N;NOM;MASC;PL
democrat	demokratów	democrat	demokrat	N;INDF;MASC;SG	N;ACC;MASC;PL
democrat	demokraci	democrat	demokraty	N;INDF;MASC;SG	N;NOM;MASC;PL
html	html	html	htąl	N;INDF;MASC;SG	
italiană	włoska	italiană	włoski	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
italiană	włochy	italiană	włochy	N;INDF;FEM;SG	
italiană	włoski	italiană	włoski	N;INDF;FEM;SG	
italiană	włoch	italiană	wąć	N;INDF;FEM;SG	
italiană	włoskie	italiană	włoski	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ternopil	tarnopol	ternopil	tarnopol	N;INDF;MASC;SG	
elisabeta	elżbieta	elisabetă	elżbieta	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
elisabeta	elizabeth	elisabetă	elizabeth	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
elisabeta	elżbieta	elisabetă	elżbieta	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
elisabeta	elisabeth	elisabetă	elisabeth	N;DEF;FEM;SG	N;NOM;FEM;SG
seine	seine	senee	seiny	PROPN	
pro	pro	prubi	pro	N;INDF	
pro	profesjonali	prubi	profesjonać	N;INDF	V;IPFV;MASC;IND;PL;PST;FIN;ACT
milano	milan	milano	milan	PROPN	PROPN;NOM;MASC;SG
milano	mediolan	milano	mediolan	PROPN	N;NOM;NEUT;SG
milano	milano	milano	milano	PROPN	V;IPFV;IND;PRS;FIN;ACT
parțial	częściowa	parțial	częściowy	ADV	ADJ;NOM;FEM;SG
parțial	częściowy	parțial	częściowy	ADV	ADJ;NOM;MASC;SG
parțial	częściowe	parțial	częściowy	ADV	ADJ;NOM;NEUT;SG
forța	siły	forță	siła	N;DEF;FEM;SG	N;ACC;FEM;SG
forța	siła	forță	siła	N;DEF;FEM;SG	N;NOM;FEM;SG
forța	force	forță	forka	N;DEF;FEM;SG	
modern	nowocześnie	modern	nowocześnie	ADJ;INDF;MASC;SG	ADV
modern	współczesna	modern	współczesny	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
largă	szeroki	larg	szeroki	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
largă	szeroka	larg	szeroki	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
largă	szeroko	larg	szeroko	ADJ;INDF;FEM;SG	ADV
largă	szerokie	larg	szeroki	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
critic	krytyk	critic	krytyk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
critic	krytyka	critic	krytyka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
critic	krytycznych	critic	krytyczny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
programul	programu	program	program	N;DEF;MASC;SG	N;GEN;MASC;SG
programul	program	program	program	N;DEF;MASC;SG	N;NOM;MASC;SG
programul	programy	program	program	N;DEF;MASC;SG	N;NOM;MASC;PL
programul	programu	program	program	N;DEF;MASC;SG	N;GEN;MASC;SG
programul	program	program	program	N;DEF;MASC;SG	N;NOM;MASC;SG
programul	grafik	program	grafik	N;DEF;MASC;SG	
programul	rozkład	program	rozkład	N;DEF;MASC;SG	N;NOM;MASC;SG
programul	harmonogram	program	harmonogram	N;DEF;MASC;SG	N;NOM;MASC;SG
formatul	formatu	format	format	N;DEF;MASC;SG	N;GEN;MASC;SG
formatul	formacie	format	format	N;DEF;MASC;SG	N;DAT;MASC;SG
formatul	format	format	format	N;DEF;MASC;SG	N;NOM;MASC;SG
asociația	skojarzenia	asociație	skojarzenie	N;DEF;FEM;SG	N;NOM;NEUT;PL
asociația	stowarzyszenia	asociație	stowarzyszenie	N;DEF;FEM;SG	N;NOM;NEUT;SG
asociația	association	asociație	association	N;DEF;FEM;SG	
asociația	stowarzyszenie	asociație	stowarzyszenie	N;DEF;FEM;SG	N;NOM;NEUT;SG
personaje	postaci	personaj	postać	N;INDF;FEM;PL	
personaje	postać	personaj	postać	N;INDF;FEM;PL	N;NOM;FEM;SG
trupa	band	trupă	band	N;DEF;FEM;SG	
trupa	pasmo	trupă	pasmo	N;DEF;FEM;SG	N;NOM;NEUT;SG
trupa	zespołu	trupă	zespół	N;DEF;FEM;SG	N;GEN;MASC;SG
trupa	zespół	trupă	zespół	N;DEF;FEM;SG	N;NOM;MASC;SG
înaltă	wysoka	înalt	wysoki	ADJ;INDF;FEM;SG	
înaltă	wysokie	înalt	wysoki	ADJ;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
înaltă	high	înalt	high	ADJ;INDF;FEM;SG	
înaltă	wysoki	înalt	wysoki	ADJ;INDF;FEM;SG	
înaltă	wysoko	înalt	wysoko	ADJ;INDF;FEM;SG	ADV
înaltă	wysoka	înalt	wysoki	ADJ;INDF;FEM;SG	
înaltă	wysoki	înalt	wysoki	ADJ;INDF;FEM;SG	
înaltă	wysokie	înalt	wysoki	ADJ;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
olt	olt	olt	olt	PROPN	PROPN;NOM;MASC;SG
formarea	formacja	formare	formacja	N;DEF;FEM;SG	N;NOM;FEM;SG
formarea	szyk	formare	szyk	N;DEF;FEM;SG	N;NOM;MASC;SG
formarea	formacji	formare	formacja	N;DEF;FEM;SG	N;GEN;FEM;SG
iulia	iulia	iulie	iulia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
iulia	julii	iulie	julia	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
iulia	julia	iulie	julia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
participă	uczestniczy	participa	uczestniczyć	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
activități	działania	activitate	działanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
activități	działalności	activitate	działalność	N;INDF;FEM;PL	N;GEN;FEM;SG
activități	działalność	activitate	działalność	N;INDF;FEM;PL	N;NOM;FEM;SG
suferit	poniesionej	suferi	ponieść	V;MASC;SG;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
prinț	prince	prințe	prinka	N;INDF;MASC;SG	
champagne	szampan	champagn	szampan	N;INDF;MASC;SG	
champagne	szampana	champagn	szampać	N;INDF;MASC;SG	
eric	eryk	eric	eryk	PROPN	PROPN;NOM;MASC;SG
eric	eric	eric	eric	PROPN	PROPN;NOM;MASC;SG
influența	wpływ	influență	wpływ	N;DEF;FEM;SG	N;NOM;MASC;SG
influența	wpływy	influență	wpływ	N;DEF;FEM;SG	N;NOM;MASC;PL
air	air	air	air	N;INDF;MASC;SG	
dunării	dunaju	dunăre	dunaj	PROPN;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
comerciale	komercyjny	comercial	komercyjny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
comerciale	komercyjne	comercial	komercyjny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
autonomă	autonomiczne	autonom	autonomiczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
autonomă	autonomicznych	autonom	autonomiczny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
autonomă	autonomiczny	autonom	autonomiczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
învins	pokonał	învins	pokonać	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
învins	pokonani	învins	pokonać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
marius	mariusz	marius	mariusz	PROPN	PROPN;NOM;MASC;SG
marius	marius	marius	marius	PROPN	PROPN;NOM;MASC;SG
premiu	nagrody	premiu	nagroda	N;INDF;MASC;SG	N;NOM;FEM;PL
premiu	nagrody	premiu	nagroda	N;INDF;MASC;SG	N;NOM;FEM;PL
mark	znak	mark	znak	PROPN	N;NOM;MASC;SG
mark	oznacz	mark	oznaczyć	PROPN	V;PFV;IMP;SG;2;FIN;ACT
mark	zaznacz	mark	zaznaczyć	PROPN	V;PFV;IMP;SG;2;FIN;ACT
mark	marka	mark	marka	PROPN	
mark	mark	mark	mark	PROPN	PROPN;NOM;MASC;SG
garonne	garonne	garonn	garonny	N;INDF;FEM;SG	
educație	kształcenie	educație	kształcenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
educație	edukacji	educație	edukacja	N;INDF;FEM;SG	N;GEN;FEM;SG
educație	wykształcenie	educație	wykształcenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
educație	edukacja	educație	edukacja	N;INDF;FEM;SG	N;NOM;FEM;SG
vodă	vodă	vodă	vodă	N;INDF;MASC;SG	
recunoscut	rozpoznał	recunoscut	rozpoznać	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
așezare	osady	așezare	osada	N;INDF;FEM;SG	
așezare	ugoda	așezare	ugoda	N;INDF;FEM;SG	N;NOM;FEM;SG
așezare	rozliczenie	așezare	rozliczyć	N;INDF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
așezare	osada	așezare	osada	N;INDF;FEM;SG	N;NOM;FEM;SG
așezare	rozrachunku	așezare	rozrachunek	N;INDF;FEM;SG	N;GEN;MASC;SG
legătura	łącze	legătură	łączyć	N;DEF;FEM;SG	
legătura	link	legătură	link	N;DEF;FEM;SG	V;PFV;IND;SG;FIN;ACT
legătura	ogniwo	legătură	ogniwo	N;DEF;FEM;SG	
