evans	evans	evans	evans		PROPN;NOM;MASC;SG
légitársaság	fluggesellschaft	légitársaság	fluggesellschaft	N;NOM;SG	ADJ
érsekség	erzbistum	érsekség	erzbistum	N;NOM;SG	PROPN
többségi	mehrheit	többségi	mehrheit	ADJ;NOM;SG	N;NOM;SG
spears	speer	spears	speer	N;NOM;SG	PROPN;SG
spears	spears	spears	spears	N;NOM;SG	PROPN;NOM;SG
univerzum	universums	univerzum	universums	N;NOM;SG	PROPN
univerzum	grundgesamtheit	univerzum	grundgesamtheit	N;NOM;SG	ADJ;NOM;SG
univerzum	weltall	univerzum	weltall	N;NOM;SG	
univerzum	universum	univerzum	universum	N;NOM;SG	ADV
indulás	aufbruch	indulás	aufbruch	N;NOM;SG	PROPN
indulás	abreise	indulás	abreise	N;NOM;SG	ADJ
indulás	abflug	indulás	abflagen	N;NOM;SG	
indulás	abfahrt	indulás	abfahren	N;NOM;SG	PROPN
kenny	kenny	kenny	kenny		PROPN;NOM;MASC;SG
jakob	jakob	ja	jakob		PROPN;NOM;MASC;SG
műholdas	satellit	műholdas	satellit		ADJ
műholdas	satellitenfernsehen	műholdas	satellitenfernsehen		ADJ
műholdas	satelliten	műholdas	satellit		V;FIN
cső	pipe	cső	pipe	N;NOM;SG	
cső	rohre	cső	rohren	N;NOM;SG	
cső	pfeife	cső	pfeif	N;NOM;SG	
cső	röhre	cső	röhren	N;NOM;SG	
cső	rohr	cső	Rohr	N;NOM;SG	
cső	tube	cső	tuben	N;NOM;SG	
cső	schlauch	cső	schlauchen	N;NOM;SG	
cső	röhre	cső	röhren	N;NOM;SG	
könyvtárosok	bibliothekare	könyvtáros	bibliothekar	N;NOM;PL	ADJ;NOM;FEM;PL
gyümölcs	obst	gyümölcs	obst	N;NOM;SG	
gyümölcs	früchte	gyümölcs	früchen	N;NOM;SG	
gyümölcs	fruchtsaft	gyümölcs	fruchtsaft	N;NOM;SG	PROPN
gyümölcs	früchten	gyümölcs	früchten	N;NOM;SG	V;NFIN
gyümölcs	frucht	gyümölcs	fruchen	N;NOM;SG	PROPN
gyümölcs	obst	gyümölcs	obst	N;NOM;SG	
gyümölcs	früchte	gyümölcs	früchen	N;NOM;SG	
gyümölcs	früchten	gyümölcs	früchten	N;NOM;SG	V;NFIN
gyümölcs	frucht	gyümölcs	fruchen	N;NOM;SG	PROPN
model	vorbild	model	vorbild		ADJ
model	modell	model	modell		ADJ
szociológiai	soziologische	szociológiai	soziologisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
szociológiai	soziologie	szociológiai	soziologie	ADJ;NOM;SG	PROPN
elisabeth	elisabeth	elisabeth	elisabeth		PROPN;NOM;SG
specifikus	spezielle	specifikus	speziell	ADJ;NOM;SG	ADJ;NOM;FEM;PL
specifikus	spezifische	specifikus	spezifisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
természettudós	naturforscher	természettudós	naturforsch	N;NOM;SG	ADJ
diktatúra	militärdiktatur	diktatúra	Militärdiktatur	N;NOM;SG	ADJ
diktatúra	diktatur	diktatúra	diktatur	N;NOM;SG	
diktatúra	diktaturen	diktatúra	diktatur	N;NOM;SG	N;NOM;PL
házassági	familienstand	házassági	familienstand	ADJ;NOM;SG	
rachel	rachel	rachel	rachel	N;NOM;SG	PROPN;NOM;SG
projektek	projekte	projek	projekt	N;NOM;PL	ADJ;NOM;PL
projektek	vorhaben	projek	vorhaben	N;NOM;PL	
projektek	projekten	projek	projekt	N;NOM;PL	V;IND;PL;3;PST;FIN
viselkedése	benehmen	viselkedés	benehmen	N;NOM;SG	V;NFIN
viselkedése	verhaltens	viselkedés	verhaltens	N;NOM;SG	ADV
viselkedése	verhalten	viselkedés	verhalten	N;NOM;SG	V;NFIN
viselkedése	verhaltensweisen	viselkedés	verhaltensweisen	N;NOM;SG	V;NFIN
montréal	montréal	montr	montréal	N;NOM;SG	PROPN
oldódik	löslich	oldódik	löslich	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
firenzei	florentiner	firenzei	florentin	N;NOM;PL	ADJ
csillagkép	konstellation	csillagkép	konstellation	N;NOM;SG	ADJ
csillagkép	sternbild	csillagkép	sternbild	N;NOM;SG	PROPN
#fff	#fff	#fff	#fff		
holló	krähen	holló	kräh	N;NOM;SG	
holló	crow	holló	crow	N;NOM;SG	PROPN;NOM;SG
holló	krähe	holló	kräh	N;NOM;SG	PROPN;SG
holló	raben	holló	raben	N;NOM;SG	
holló	rabe	holló	raben	N;NOM;SG	
holló	raven	holló	raven	N;NOM;SG	PROPN;NOM;SG
hírességek	prominenten	híresség	prominent	N;NOM;PL	ADJ;PL
hírességek	berühmtheit	híresség	berühmtheiten	N;NOM;PL	ADJ
hírességek	berühmt	híresség	berühmt	N;NOM;PL	ADJ
hírességek	star	híresség	Star	N;NOM;PL	PROPN
hírességek	prominente	híresség	prominent	N;NOM;PL	ADJ;NOM;FEM;PL
hírességek	prominente	híresség	prominent	N;NOM;PL	ADJ;NOM;FEM;PL
hírességek	prominenten	híresség	prominent	N;NOM;PL	ADJ;PL
hírességek	stars	híresség	stars	N;NOM;PL	PROPN
hírességek	berühmtheit	híresség	berühmtheiten	N;NOM;PL	ADJ
auguste	auguste	auguste	augusten		PROPN;NOM;MASC;SG
werder	werder	werder	werder	N;NOM;SG	
térbeli	räumliche	térbeli	räumlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
hetente	wochen	hetenik	wech	N;NOM;SG	ADV
hetente	wöchentlichen	hetenik	wöchentlich	N;NOM;SG	ADJ
hetente	wöchentlich	hetenik	wöchentlich	N;NOM;SG	ADJ
hetente	wöchentliche	hetenik	wöchentlich	N;NOM;SG	ADJ;NOM;FEM;PL
hetente	woche	hetenik	woch	N;NOM;SG	ADV
köd	nebel	köd	nebel	N;NOM;SG	
köd	mist	köd	messen	N;NOM;SG	
köd	nebel	köd	nebel	N;NOM;SG	
köd	nebelscheinwerfer	köd	nebelscheinwerfer	N;NOM;SG	ADJ
köd	nebel	köd	nebel	N;NOM;SG	
tang	tang	tang	tang		PROPN;NOM;MASC;SG
demográfiai	demographie	demográfiai	demographie	ADJ;NOM;SG	
demográfiai	demografische	demográfiai	demografisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
demográfiai	demografie	demográfiai	demografie	ADJ;NOM;SG	PROPN
demográfiai	demographische	demográfiai	demographisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
demográfiai	demografie	demográfiai	demografie	ADJ;NOM;SG	PROPN
értékelte	erwünscht	értékel	erwünscht	V;DEF;IND;SG;3;PST;FIN;ACT	ADJ
baptista	baptist	baptista	baptist	N;NOM;SG	PROPN;NOM;MASC;SG
mostanában	kürzlich	mostanában	kürzlich	N;IN+ESS;SG	ADV
mostanában	neulich	mostanában	neulich	N;IN+ESS;SG	ADV
kompatibilis	kompatible	kompatibilis	kompatibel	N;NOM;SG	ADJ;NOM;FEM;PL
kompatibilis	vereinbar	kompatibilis	vereinbar	N;NOM;SG	ADJ
kompatibilis	kompatibel	kompatibilis	kompatibel	N;NOM;SG	ADJ
kompatibilis	verträglich	kompatibilis	verträglich	N;NOM;SG	ADJ
edge	rand	edge	rinden		ADV
edge	kante	edge	kanten		ADJ
edge	kanten	edge	kanten		V;NFIN
fokozott	erhöht	fokozik	erhöhen		V;V.PTCP
fokozott	gestiegen	fokozik	steigen		V;V.PTCP
fokozott	erhöhte	fokozik	erhöhen		ADJ;NOM;SG
jam	jam	jam	jom		PROPN;NOM;SG
jam	marmelade	jam	marmelade		ADJ
creek	creek	cr	creek		PROPN
ajánlom	empfehle	ajánlom	empfehlen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
figyelmeztetés	warnungen	figyelmeztetés	warnung	N;NOM;SG	N;NOM;PL
figyelmeztetés	achtung	figyelmeztetés	achtung	N;NOM;SG	
figyelmeztetés	warnhinweis	figyelmeztetés	warnhinweis	N;NOM;SG	
figyelmeztetés	alarm	figyelmeztetés	alarmen	N;NOM;SG	ADJ
figyelmeztetés	ausschreibung	figyelmeztetés	ausschreibung	N;NOM;SG	ADJ
figyelmeztetés	wachsam	figyelmeztetés	wachsam	N;NOM;SG	ADJ
figyelmeztetés	warnungen	figyelmeztetés	warnung	N;NOM;SG	N;NOM;PL
figyelmeztetés	warnhinweis	figyelmeztetés	warnhinweis	N;NOM;SG	
figyelmeztetés	warnhinweise	figyelmeztetés	warnhinweise	N;NOM;SG	
narancssárga	orangen	narancssárga	orangen		V;NFIN
scooby	scooby	scooby	scooby		PROPN
lent	darunter	lesz	darunter		ADV
lent	unten	lesz	unten		ADV
lent	unterhalb	lesz	unterhalb		ADP
lent	unten	lesz	unten		ADV
boldogság	zufriedenheit	boldogság	zufriedenheit	N;NOM;SG	
boldogság	freude	boldogság	freude	N;NOM;SG	
boldogság	glückseligkeit	boldogság	glückseligkeit	N;NOM;SG	
boldogság	gerne	boldogság	gerne	N;NOM;SG	ADV
boldogság	fröhlich	boldogság	fröhlich	N;NOM;SG	ADJ
boldogság	happy	boldogság	happy	N;NOM;SG	PROPN;SG
boldogság	glücklich	boldogság	glücklich	N;NOM;SG	ADJ
boldogság	zufrieden	boldogság	zufrieden	N;NOM;SG	ADJ
szög	fingernägel	szög	fingernägel	N;NOM;SG	ADJ
szög	nagel	szög	nagel	N;NOM;SG	
szög	nägel	szög	nagel	N;NOM;SG	N;NOM;PL
szög	winkel	szög	winkel	N;NOM;SG	
megválasztott	gewählte	megválasztott	gewählt	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG
megválasztott	gewählten	megválasztott	gewählt	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;PL
megválasztott	gewählter	megválasztott	gewählter	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
időszakos	regelmäßige	időszakos	regelmäßig	N;NOM;SG	ADJ;NOM;FEM;PL
időszakos	periodischen	időszakos	periodisch	N;NOM;SG	ADJ
időszakos	periodisch	időszakos	periodisch	N;NOM;SG	ADJ
időszakos	periodische	időszakos	periodisch	N;NOM;SG	ADJ;NOM;FEM;PL
időszakos	regelmäßig	időszakos	regelmäßig	N;NOM;SG	ADJ
időszakos	periodisch	időszakos	periodisch	N;NOM;SG	ADJ
julian	julian	julian	julian		PROPN;NOM;MASC;SG
biológus	biologen	biológus	biolog	N;NOM;SG	
biológus	biologe	biológus	biologe	N;NOM;SG	
vienne	vienne	vien	vienne	PROPN;NOM;SG	PROPN;NOM;MASC;SG
trombita	trompeter	trombita	trompeter		ADJ
trombita	trompete	trombita	trompen		
pan	pfanne	pan	pfannen		N;SG
pan	schwenken	pan	schwenken		V;NFIN
pan	pan	pan	pan		PROPN;NOM;MASC;SG
péntek	freitag	pén	freitagen		ADV
péntek	freitags	pén	freitags		ADV
moldova	moldawien	moldova	moldawien		PROPN
monumentális	monumentale	monumentális	monumentale	N;NOM;SG	ADJ;NOM;FEM;PL
bányászati	bergbau	bányászati	bergbau	ADJ;NOM;SG	
poroszország	preußen	poroszország	preußen	N;NOM;SG	
korrekt	berichtigen	korrekt	berichtigen		V;NFIN
korrekt	zutreffend	korrekt	zutreffend		ADJ
korrekt	korrigieren	korrekt	korrigieren		V;NFIN
korrekt	korrekt	korrekt	korrekt		ADJ
korrekt	richtig	korrekt	richtig		ADV
korrekt	gerecht	korrekt	rechen		ADJ
korrekt	fair	korrekt	fair		ADJ
korrekt	jahrmarkt	korrekt	jahrmarkt		ADJ
annie	anni	az	anni	PROPN;NOM;SG	PROPN;NOM;FEM;SG
annie	annie	az	annie	PROPN;NOM;SG	PROPN;NOM;SG
kalauz	ratgeber	kalauz	ratgeber	N;NOM;SG	ADJ
kalauz	führer	kalauz	führer	N;NOM;SG	
kalauz	reiseführer	kalauz	reiseführ	N;NOM;SG	ADJ
kalauz	leitfaden	kalauz	leitfaden	N;NOM;SG	V;NFIN
kalauz	dirigenten	kalauz	dirigent	N;NOM;SG	ADJ
kalauz	dirigent	kalauz	dirigent	N;NOM;SG	ADJ
vasutak	bahnen	vasú	bahnen	N;NOM;PL	V;NFIN
vasutak	eisenbahn	vasú	eisenbehnen	N;NOM;PL	
vasutak	eisenbahnverkehr	vasú	eisenbahnverkehr	N;NOM;PL	ADJ
vizsgált	geprüfte	vizsgál	geprüft		ADJ;NOM;FEM;SG
vizsgált	geprüft	vizsgál	prüfen		V;V.PTCP
vizsgált	erprobt	vizsgál	erproben		V;V.PTCP
vizsgált	getestet	vizsgál	testen		V;V.PTCP
vizsgált	untersuchte	vizsgál	untersuchen		V;IND;SG;3;PST;FIN
vizsgált	untersucht	vizsgál	untersuchen		V;V.PTCP
vizsgált	untersucht	vizsgál	untersuchen		V;V.PTCP
vizsgált	untersuchte	vizsgál	untersuchen		V;IND;SG;3;PST;FIN
tölgy	quercus	tölgy	quercus	N;NOM;SG	PROPN
tölgy	oak	tölgy	oak	N;NOM;SG	PROPN;NOM;SG
tölgy	eichen	tölgy	eichen	N;NOM;SG	
tölgy	eiche	tölgy	eichen	N;NOM;SG	
tojás	eier	tojás	eier	N;NOM;SG	
tojás	eiern	tojás	eiern	N;NOM;SG	
tojás	eizellen	tojás	eizell	N;NOM;SG	V;NFIN
tojás	eiweiß	tojás	eiweiß	N;NOM;SG	
tojás	eier	tojás	eier	N;NOM;SG	
tojás	ei	tojás	ei	N;NOM;SG	
tojás	eiern	tojás	eiern	N;NOM;SG	
létesítmény	installieren	létesítmény	installieren	N;NOM;SG	V;NFIN
létesítmény	gründung	létesítmény	gründung	N;NOM;SG	ADJ
létesítmény	errichtung	létesítmény	errichtung	N;NOM;SG	ADJ
létesítmény	einrichtung	létesítmény	einrichtung	N;NOM;SG	ADJ
létesítmény	niederlassung	létesítmény	niederlassung	N;NOM;SG	ADJ
értelmezhető	sinnvolle	értelmezhető	sinnvoll	ADJ;NOM;SG	ADJ;NOM;FEM;PL
megszállt	besessen	megszállt	besitzen		V;V.PTCP
megszállt	besaß	megszállt	besitzen		V;IND;SG;3;PST;FIN
megszállt	besetzte	megszállt	besetzen		V;IND;SG;3;PST;FIN
megszállt	beschäftigt	megszállt	beschäftigen		V;V.PTCP
megszállt	bewohnt	megszállt	bewohnen		V;V.PTCP
megszállt	belegt	megszállt	belegen		ADJ;V.PTCP
megszállt	besetzten	megszállt	besetzen		V;IND;PL;3;PST;FIN
megszállt	besetzt	megszállt	besetzen		V;V.PTCP
klorid	chlorid	klorid	chlorid	N;NOM;SG	
klorid	natriumchlorid	klorid	natriumchlorid	N;NOM;SG	ADJ
klorid	chloride	klorid	chloride	N;NOM;SG	
mialatt	während	mialatt	während	ADV	CONJ
fix	fix	fix	fix		ADJ
fix	korrigieren	fix	korrigieren		V;NFIN
fix	fixieren	fix	fixieren		V;NFIN
fix	beheben	fix	beheben		V;NFIN
fix	reparieren	fix	reparieren		V;NFIN
fix	feste	fix	fest		ADJ;NOM;FEM;PL
fix	behoben	fix	beheben		V;V.PTCP
fix	fixiert	fix	fixieren		V;V.PTCP
fix	repariert	fix	reparieren		V;V.PTCP
fix	festgesetzt	fix	festsetzen		V;V.PTCP
homok	sandstrand	hom	sandstrand	N;NOM;SG	ADJ
homok	sand	hom	sinden	N;NOM;SG	
homok	sandstrände	hom	sandstrand	N;NOM;SG	ADJ;NOM;SG
homok	sand	hom	sinden	N;NOM;SG	
homok	sands	hom	sands	N;NOM;SG	PROPN;NOM;SG
homok	sande	hom	sinden	N;NOM;SG	
csók	küssen	csók	küssen	N;NOM;SG	V;NFIN
csók	geküsst	csók	küssen	N;NOM;SG	V;V.PTCP
csók	küssen	csók	küssen	N;NOM;SG	V;NFIN
csók	kuss	csók	küssen	N;NOM;SG	PROPN;NOM;SG
csók	bussi	csók	bussi	N;NOM;SG	
csók	küsse	csók	küssen	N;NOM;SG	
csók	küssen	csók	küssen	N;NOM;SG	V;NFIN
csók	kuss	csók	küssen	N;NOM;SG	PROPN;NOM;SG
csók	küss	csók	küssen	N;NOM;SG	PROPN;SG
csók	kiss	csók	kessen	N;NOM;SG	PROPN;NOM;SG
veszteségeket	verluste	veszteség	verlust	N;ACC;PL	ADJ
veszteségeket	verlust	veszteség	verlusen	N;ACC;PL	
veszteségeket	verlusten	veszteség	verlusten	N;ACC;PL	V;NFIN
spontán	spontane	spontán	spontan		ADJ;NOM;FEM;PL
spontán	spontanen	spontán	spontan		ADJ
spontán	spontan	spontán	spontan		ADJ
spontán	spontan	spontán	spontan		ADJ
derby	derby	derby	derby		PROPN
evolúció	evolution	evolúció	evolution	N;NOM;SG	PROPN
evolúció	entwicklungen	evolúció	entwicklung	N;NOM;SG	V;NFIN
evolúció	evolutionären	evolúció	evolutionär	N;NOM;SG	ADJ
szurkolók	fächer	szurkoló	fach	N;NOM;PL	ADJ
szurkolók	lüfter	szurkoló	lüfen	N;NOM;PL	
szurkolók	fans	szurkoló	fans	N;NOM;PL	
üzemeltető	operator	üzemeltető	operator	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
üzemeltető	betreiber	üzemeltető	betreiber	V;INDF;IND;SG;3;PST;FIN;ACT	
üzemeltető	vermittlung	üzemeltető	vermittlung	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
üzemeltető	bediener	üzemeltető	bediener	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
conrad	conrad	conrad	conrad		PROPN;NOM;MASC;SG
conrad	konrad	conrad	konrad		PROPN;NOM;MASC;SG
analízis	analytik	analízis	analytik	N;NOM;SG	PROPN
analízis	analysen	analízis	analyse	N;NOM;SG	V;NFIN
mongólia	mongolei	mongólia	mongolei		PROPN;NOM;FEM;SG
luna	luna	luna	luna		PROPN;NOM;SG
privát	privater	priva	privat		ADJ
privát	privat	priva	privat		ADJ
privát	privatleben	priva	privatleben		V
privát	privaten	priva	privat		ADJ;PL
privát	private	priva	privat		ADJ;NOM;FEM;PL
kezdetek	anfang	kezdet	anfang	N;NOM;PL	N;ACC;MASC;SG
kezdetek	beginnend	kezdet	beginnend	N;NOM;PL	ADJ
kezdetek	beginn	kezdet	beginnen	N;NOM;PL	V;IND;SG;3;PST;FIN
kezdetek	anfang	kezdet	anfang	N;NOM;PL	N;ACC;MASC;SG
kezdetek	beginn	kezdet	beginnen	N;NOM;PL	V;IND;SG;3;PST;FIN
kezdetek	ursprünge	kezdet	ursprüngen	N;NOM;PL	ADJ
bizonyítani	beweis	bizonyít	beweis	V;NFIN;ACT	
bizonyítani	beweise	bizonyít	Beweis	V;NFIN;ACT	N;NOM;PL
főnök	chief	főnök	chief	N;NOM;SG	PROPN
főnök	häuptling	főnök	häuptling	N;NOM;SG	PROPN
főnök	boss	főnök	bießen	N;NOM;SG	PROPN;NOM;SG
főnök	chefin	főnök	chefin	N;NOM;SG	PROPN;SG
szülő	muttergesellschaft	szülő	muttergesellschaft	N;NOM;SG	ADJ
szülő	eltern	szülő	eltern	N;NOM;SG	
szülő	elternteil	szülő	elternteil	N;NOM;SG	
szülő	mutterunternehmen	szülő	mutterunternehmen	N;NOM;SG	V
harvey	harvey	harvey	harvey		PROPN;NOM;SG
áruház	speichern	áruház	speichern	N;NOM;SG	V;NFIN
áruház	laden	áruház	laden	N;NOM;SG	V;NFIN
jackie	jackie	jacki	jackie	N;NOM;SG	PROPN;NOM;SG
atlanta	atlanta	atlan	atlanta		PROPN
koordináta	koordinaten	koordináta	koordinat	N;NOM;SG	
koordináta	koordinieren	koordináta	koordinieren	N;NOM;SG	V;NFIN
koordináta	koordinaten	koordináta	koordinat	N;NOM;SG	
claudius	claudius	claudius	claudius		PROPN;NOM;SG
átadott	übertragenen	átadott	übertragen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
átadott	übertragene	átadott	übertragen	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG
csillagkapu	stargate	csillagkapu	stargat	N;NOM;SG	PROPN;NOM;SG
potenciális	mögliche	potenciális	möglich		ADJ;NOM;FEM;PL
potenciális	potential	potenciális	potential		ADJ
potenciális	potentielle	potenciális	potentiell		ADJ;NOM;FEM;PL
potenciális	potenzial	potenciális	potenzial		ADJ
lambert	lambert	lamber	lambern		PROPN
horror	horror	horror	Horror	N;NOM;SG	PROPN
horror	grauen	horror	grau	N;NOM;SG	
horror	horrorfilm	horror	horrorfilm	N;NOM;SG	PROPN;SG
horror	entsetzen	horror	entsetzen	N;NOM;SG	V;NFIN
horror	schrecken	horror	schrecken	N;NOM;SG	V;NFIN
szaxofon	saxophon	szaxof	saxophon	N;NOM;SG	ADJ
utasok	passagier	utas	passagier	N;NOM;PL	
utasok	fahrgästen	utas	fahrgästen	N;NOM;PL	V;IND;PL;3;PST;FIN
utasok	fahrgäste	utas	fahrgast	N;NOM;PL	
utasok	passagiere	utas	passagieren	N;NOM;PL	
utasok	fluggäste	utas	fluggast	N;NOM;PL	
utasok	reisender	utas	reisend	N;NOM;PL	ADJ
utasok	reisende	utas	reisend	N;NOM;PL	ADJ;NOM;FEM;SG
utasok	reisenden	utas	reisend	N;NOM;PL	ADJ
teológia	theologische	teológia	theologisch	N;NOM;SG	ADJ;NOM;FEM;PL
teológia	theologie	teológia	theologie	N;NOM;SG	PROPN
eltávolították	entfernt	el+távolít	entfernt	V;DEF;IND;PL;3;PST;FIN;ACT	ADJ
eltávolították	entfernte	el+távolít	entfernen	V;DEF;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
diszkográfia	diskographie	diszkográfia	diskographie	N;NOM;SG	ADJ
hamburger	burger	hamburger	burger	N;NOM;SG	
hamburger	hamburger	hamburger	hamburger	N;NOM;SG	PROPN
hamburger	hamburger	hamburger	hamburger	N;NOM;SG	PROPN
hamburger	burger	hamburger	burger	N;NOM;SG	
várta	erwarteten	vár	erwarten	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
szál	fasern	szál	fasern	N;NOM;SG	V;NFIN
szál	glasfaser	szál	glasfaser	N;NOM;SG	ADJ
szál	faser	szál	faser	N;NOM;SG	
szál	gewinde	szál	gewinde	N;NOM;SG	
szál	threads	szál	threads	N;NOM;SG	
szál	themen	szál	them	N;NOM;SG	V;FIN
szál	fäden	szál	faden	N;NOM;SG	V;NFIN
szál	diskussionen	szál	diskussion	N;NOM;SG	V;NFIN
szál	gewinde	szál	gewinde	N;NOM;SG	
szál	faden	szál	faden	N;NOM;SG	V;NFIN
szál	thread	szál	thread	N;NOM;SG	
centrum	centrum	centrum	centrum	N;NOM;SG	
centrum	zentrum	centrum	zentrum	N;NOM;SG	PROPN;NOM;SG
centrum	stadtzentrum	centrum	stadtzentrum	N;NOM;SG	V;V.PTCP
centrum	mitte	centrum	mitte	N;NOM;SG	ADV
centrum	stadtmitte	centrum	stadtmitt	N;NOM;SG	
centrum	mittelpunkt	centrum	mittelpunkt	N;NOM;SG	ADV
fát	wald	fát	wald	N;ACC;SG	N;NOM;MASC;SG
fát	holzindustrie	fát	holzindustrie	N;ACC;SG	
fát	holz	fát	holz	N;ACC;SG	N;NOM;NEUT;SG
fát	holzbearbeitung	fát	holzbearbeitung	N;ACC;SG	ADJ
hatásai	wirkungen	hatás	wirkingen	N;NOM;PL	V;NFIN
hatásai	wirkung	hatás	wirkung	N;NOM;PL	N;NOM;FEM;SG
hatásai	auswirkungen	hatás	auswirkingen	N;NOM;PL	V;NFIN
keserű	bittere	keserű	bitter		ADJ;NOM;FEM;PL
keserű	bitterer	keserű	bitter		ADJ
keserű	bitter	keserű	bitter		ADJ
keserű	verbittert	keserű	verbittern		ADJ;V.PTCP
bűncselekmény	verbrechen	bűncselekmény	verbrechen	N;NOM;SG	V;NFIN
bűncselekmény	straftat	bűncselekmény	strafta	N;NOM;SG	PROPN
bűncselekmény	kriminalität	bűncselekmény	kriminalität	N;NOM;SG	ADJ
bűncselekmény	verbrechen	bűncselekmény	verbrechen	N;NOM;SG	V;NFIN
bűncselekmény	straftat	bűncselekmény	strafta	N;NOM;SG	PROPN
kutatói	wissenschaftler	kutató	wissenschaftl	N;NOM;PL	ADJ
kutatói	forscher	kutató	forsch	N;NOM;PL	ADJ
kutatói	wissenschaftlerin	kutató	wissenschaftlerin	N;NOM;PL	ADJ;NOM;FEM;SG
kutatói	wissenschaftler	kutató	wissenschaftl	N;NOM;PL	ADJ
kutatói	forscher	kutató	forsch	N;NOM;PL	ADJ
lennon	lennon	lesz	lennon		PROPN;NOM;SG
broadway	broadway	broadway	broadway	N;NOM;SG	PROPN
bomba	bombardieren	bomba	bombardieren		V;NFIN
pérez	perez	pérez	perez		PROPN;NOM;MASC;SG
pérez	pérez	pérez	pérez		PROPN;NOM;MASC;SG
abraham	ibrahim	abraha	ibrahim		PROPN;NOM;SG
abraham	abraham	abraha	abraham		PROPN;NOM;MASC;SG
szerencsétlen	bedauerlich	szerencsétlen	bedauerlich		ADJ
szerencsétlen	unglücklich	szerencsétlen	unglücklich		ADJ
szerencsétlen	unglücklichen	szerencsétlen	unglücklich		ADJ
felszerelve	angebaut	felszerelve	anbauen	ADV;V.CVB	V;V.PTCP
felszerelve	ausgerüstet	felszerelve	ausrüsten	ADV;V.CVB	V;V.PTCP
felszerelve	ausgestattet	felszerelve	ausstatten	ADV;V.CVB	V;V.PTCP
felszerelve	eingebaut	felszerelve	einbauen	ADV;V.CVB	V;V.PTCP
felszerelve	ausgerüstet	felszerelve	ausrüsten	ADV;V.CVB	V;V.PTCP
felszerelve	ausgestattet	felszerelve	ausstatten	ADV;V.CVB	V;V.PTCP
ibc	ibc	ibc	ibc	N;NOM;PL	
madagaszkár	madagaskar	madagaszkár	madagaskar	N;NOM;SG	PROPN;NOM;SG
madagaszkár	kapverden	madagaszkár	kapverden	N;NOM;SG	
oslo	oslo	oslo	oslo	PROPN;NOM;SG	PROPN;SG
oslo	norwegen	oslo	norwegen	PROPN;NOM;SG	PROPN
robbanás	explosionen	robbanás	explosionen	N;NOM;SG	N;NOM;FEM;PL
csonka	verkürzt	csonka	verkürzen		ADJ;V.PTCP
csonka	gekürzt	csonka	kürzen		V;V.PTCP
csonka	verkürzte	csonka	verkürzt		ADJ;SG
csonka	abgeschnitten	csonka	abschneiden		V;V.PTCP
krakkó	krakau	krakkó	krakau	N;NOM;SG	PROPN;NOM;SG
krakkó	krakau	krakkó	krakau	N;NOM;SG	PROPN;NOM;SG
diploma	diplomarbeit	diploma	diplomarbeit	N;NOM;SG	ADJ
diploma	diplom	diploma	diplom	N;NOM;SG	ADJ
diploma	grad	diploma	grad	N;NOM;SG	
egyetértés	abkommen	egyetértés	abkommen		V;NFIN
egyetértés	vereinbarung	egyetértés	vereinbarung		ADJ
egyetértés	übereinkunft	egyetértés	übereinkunft		N;SG
egyetértés	vertrag	egyetértés	vertragen		V;IND;SG;3;PST;FIN
egyetértés	übereinkommen	egyetértés	übereinkommen		V;NFIN
egyetértés	verständnisvoll	egyetértés	verständnisvoll		ADJ
egyetértés	verständnis	egyetértés	verständnis		N;NOM;NEUT;SG
egyetértés	begreifen	egyetértés	begreifen		V;NFIN
egyetértés	verstehen	egyetértés	verstehen		V;NFIN
egyetértés	einvernehmen	egyetértés	einvernehmen		V;NFIN
egyetértés	konsens	egyetértés	konsens		ADV
belseje	inneneinrichtung	belső	inneneinrichtung	N;NOM;SG	ADJ
belseje	innenräume	belső	innenraum	N;NOM;SG	ADJ;NOM;FEM;PL
belseje	innenausstattung	belső	innenausstattung	N;NOM;SG	ADJ
belseje	innenraum	belső	innenraum	N;NOM;SG	ADJ
belseje	inneren	belső	inner	N;NOM;SG	ADJ
belseje	interieur	belső	interieur	N;NOM;SG	PROPN
megoldások	lösungen	megoldás	lösungen	N;NOM;PL	V;NFIN
hetes	seven	hetes	seven	N;NOM;SG	PROPN;NOM;SG
hetes	sieben	hetes	sieben	N;NOM;SG	NUM
