של	shel	של	shel	PART;GEN	PROPN
דתית	religieuses	דתי	religieux	N;FEM;SG	ADJ;FEM;PL
דתית	religieuse	דתי	religieux	N;FEM;SG	ADJ;FEM;SG
דפי	daffy	דף	daffy	PROPN	N;MASC;SG
מהיר	rapide	מהיר	rapide		ADJ;MASC;SG
מהיר	rapidement	מהיר	rapidement		ADV
מהיר	vite	מהיר	vite		ADV
מהיר	rapides	מהיר	rapide		ADJ;MASC;PL
מהיר	swift	מהיר	swift		PROPN
מהיר	rapide	מהיר	rapide		ADJ;MASC;SG
מהיר	rapidement	מהיר	rapidement		ADV
מהיר	vite	מהיר	vite		ADV
מהיר	rapidité	מהיר	rapidité		N;FEM;SG
מהיר	rapides	מהיר	rapide		ADJ;MASC;PL
תכונות	caractéristiques	תכונה	caractéristique	N;FEM;PL	ADJ;FEM;PL
הלוי	halevi	הלוי	halevi	PROPN	PROPN
מות	décès	מוות	décès		N;MASC;SG
מות	death	מוות	death		PROPN
מות	mort	מוות	mourir		V;MASC;SG;PST;V.PTCP
השכונה	voisinage	השכונה	voisinage		N;MASC;SG
השכונה	quartier	השכונה	quartier		N;MASC;SG
טווח	portée	טווח	porter	N;MASC;SG	V;FEM;SG;PST;V.PTCP
פרידריך	friedrich	פרידריך	friedrich	PROPN	PROPN
פרידריך	frédéric	פרידריך	frédéric	PROPN	PROPN
מציג	afficheur	הציג	afficheur	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מציג	spectateur	הציג	spectateur	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מציג	visionneuse	הציג	visionneux	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מציג	spectacles	הציג	spectacle	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
מציג	présentoirs	הציג	présentoir	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
מציג	affichages	הציג	affichage	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
הכהן	priest	הכהן	priest	PROPN	N;MASC;SG
הכהן	prêtre	הכהן	prêtre	PROPN	N;MASC;SG
הכהן	curé	הכהן	curé	PROPN	N;MASC;SG
החליטה	décidés	החליט	décider	V;FEM;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
במחלוקת	contesté	במחלוקת	contester	ADV	V;MASC;SG;PST;V.PTCP
במחלוקת	disputées	במחלוקת	disputer	ADV	V;FEM;PL;PST;V.PTCP
במחלוקת	contestées	במחלוקת	contester	ADV	V;FEM;PL;PST;V.PTCP
במחלוקת	contestée	במחלוקת	contester	ADV	V;FEM;SG;PST;V.PTCP
ברציפות	continuellement	ברציפות	continuellement		ADV
פרוץ	épidémie	None	épidémie		N;FEM;SG
פרוץ	éclosion	None	éclosion		N;FEM;SG
פרוץ	piraté	None	pirater		V;MASC;SG;PST;V.PTCP
פרוץ	piratés	None	pirater		V;MASC;PL;PST;V.PTCP
מחלוקת	désaccords	מחלוקת	désaccord	N;FEM;SG	N;MASC;PL
מחלוקת	contesté	מחלוקת	contester	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מחלוקת	disputées	מחלוקת	disputer	N;FEM;SG	V;FEM;PL;PST;V.PTCP
מחלוקת	contestées	מחלוקת	contester	N;FEM;SG	V;FEM;PL;PST;V.PTCP
מחלוקת	contestée	מחלוקת	contester	N;FEM;SG	V;FEM;SG;PST;V.PTCP
מחלוקת	polémique	מחלוקת	polémique	N;FEM;SG	ADJ;FEM;SG
מחלוקת	controverses	מחלוקת	controverse	N;FEM;SG	N;FEM;PL
טענה	réclamé	טענה	réclamer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
טענה	prétendu	טענה	prétendre	N;FEM;SG	V;MASC;SG;PST;V.PTCP
טענה	revendiqué	טענה	revendiquer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
עותקים	copie	עותק	copie	N;MASC;PL	N;FEM;SG
חזקה	forts	חזק	fort	ADJ;FEM;SG	ADJ;MASC;PL
חזקה	strong	חזק	strong	ADJ;FEM;SG	PROPN
חזקה	fort	חזק	fort	ADJ;FEM;SG	ADV
חזקה	puissants	חזק	puissant	ADJ;FEM;SG	ADJ;MASC;PL
חזקה	puissantes	חזק	puissant	ADJ;FEM;SG	ADJ;FEM;PL
רובם	most	None	most	N;MASC;SG	PROPN
צדק	jupiter	צדק	jupiter	N;MASC;SG	PROPN
יי	yee	יי	yee	PROPN	PROPN
טקס	rituels	טקס	rituel	N;MASC;SG	N;MASC;PL
חיה	bête	None	bête	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
חיה	animale	None	animal	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
חיה	animal	None	animal	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
פברואר	fevrier	פברואר	fevrier	PROPN	N;MASC;SG
פברואר	février	פברואר	février	PROPN	N;MASC;SG
פברואר	fév	פברואר	fév	PROPN	N;MASC;SG
פברואר	février	פברואר	février	PROPN	N;MASC;SG
נשא	porteur	נשא	porteur	V;MASC;SG;3;PST	ADJ;MASC;SG
נשא	transporteur	נשא	transporteur	V;MASC;SG;3;PST	N;MASC;SG
התנהגות	comportements	התנהגות	comportement	N;FEM;SG	N;MASC;PL
אפשרי	possibles	אפשרי	possible	ADJ;MASC;SG	ADJ;MASC;PL
לתקן	fix	תיקן	fix	V;NFIN;ACT	N;MASC;SG
לתקן	correctif	תיקן	correctif	V;NFIN;ACT	N;MASC;SG
תכנון	planifier	תכנון	planifier	N;MASC;SG	V;NFIN
העלילה	complot	העליל	complot	V;FEM;SG;3;PST;ACT	N;MASC;SG
העלילה	parcelle	העליל	parcelle	V;FEM;SG;3;PST;ACT	N;FEM;SG
שינה	changé	שינה	changer	PROPN	V;MASC;SG;PST;V.PTCP
שינה	changée	שינה	changer	PROPN	V;FEM;SG;PST;V.PTCP
שינה	sommeil	שינה	sommeil	PROPN	N;MASC;SG
שינה	dormir	שינה	dormir	PROPN	V;NFIN
שינה	dors	שינה	dors	PROPN	INTJ
שינה	sheena	שינה	sheena	PROPN	PROPN
שינה	sommeil	שינה	sommeil	PROPN	N;MASC;SG
שינה	dormir	שינה	dormir	PROPN	V;NFIN
שינה	coucher	שינה	coucher	PROPN	V;NFIN
שינה	couchage	שינה	couchage	PROPN	N;MASC;SG
הציע	suggérés	הציע	suggérer	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הציע	suggérées	הציע	suggérer	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
מרד	révoltes	מרד	révolte	N;MASC;SG	N;FEM;PL
עצמאי	indépendantes	עצמאי	indépendant	ADJ;MASC;SG	ADJ;FEM;PL
עצמאי	indépendants	עצמאי	indépendant	ADJ;MASC;SG	ADJ;MASC;PL
נבחרה	sélectionnés	נבחר	sélectionner	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחרה	sélectionnées	נבחר	sélectionné	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
אנטי	anti	אנטי	anti	ADV	N;MASC;SG
רות	ruth	רות	ruth	PROPN	PROPN
ידועים	connues	ידוע	connaître	N;MASC;PL	V;FEM;PL;PST;V.PTCP
ידועים	connue	ידוע	connaître	N;MASC;PL	V;FEM;SG;PST;V.PTCP
ידועים	connus	ידוע	connaître	N;MASC;PL	V;MASC;PL;PST;V.PTCP
ידועים	connu	ידוע	connaître	N;MASC;PL	V;MASC;SG;PST;V.PTCP
בשר	viande	בשר	viande		N;FEM;SG
בשר	viandes	בשר	viande		N;FEM;PL
בשר	chair	בשר	chair		N;FEM;SG
חיפוש	chercher	חיפוש	chercher	N;MASC;SG	V;NFIN
חיפוש	rechercher	חיפוש	rechercher	N;MASC;SG	V;NFIN
חיפוש	recherches	חיפוש	recherche	N;MASC;SG	N;FEM;PL
חיפוש	recherchez	חיפוש	rechercher	N;MASC;SG	V;IMP;PL;2;PRS;FIN
חיפוש	recherchant	חיפוש	rechercher	N;MASC;SG	V;PRS;V.PTCP
דופן	dauphin	דופן	dauphin		N;MASC;SG
האיים	îles	האיים	île	PROPN	N;FEM;PL
האיים	iles	האיים	ile	PROPN	N;FEM;PL
אנה	ana	אנה	ana	PROPN	PROPN
אנה	anna	אנה	anna	PROPN	PROPN
התפקיד	rôle	התפקיד	rôle	V;PL;1;PST;ACT	N;MASC;SG
ענק	énormes	ענק	énorme	N;MASC;SG	ADJ;MASC;PL
ענק	immense	ענק	immense	N;MASC;SG	ADJ;MASC;SG
ענק	énorme	ענק	énorme	N;MASC;SG	ADJ;MASC;SG
ענק	enorme	ענק	enorme	N;MASC;SG	ADJ;MASC;SG
ענק	géants	ענק	géant	N;MASC;SG	N;MASC;PL
ענק	giant	ענק	giant	N;MASC;SG	PROPN
ענק	géante	ענק	géant	N;MASC;SG	ADJ;FEM;SG
נפרד	séparées	נפרד	séparer	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
נפרד	séparée	נפרד	séparer	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
נפרד	séparés	נפרד	séparer	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
נפרד	séparé	נפרד	séparer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
נפרד	séparés	נפרד	séparer	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
נפרד	séparé	נפרד	séparer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
נפרד	séparées	נפרד	séparer	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
נפרד	séparer	נפרד	séparer	ADJ;MASC;SG	V;NFIN
אחדות	unité	אחדים	unité	ADJ;FEM;PL	N;FEM;SG
אחדות	unity	אחדים	unity	ADJ;FEM;PL	PROPN
בחירות	élection	בחירות	élection	N;FEM;PL	N;FEM;SG
בחירות	election	בחירות	election	N;FEM;PL	N;FEM;SG
בחירות	choix	בחירות	choix	N;FEM;PL	N;MASC;SG
זרם	actuel	זרם	actuel	N;MASC;SG	ADJ;MASC;SG
זרם	courant	זרם	courir	N;MASC;SG	V;PRS;V.PTCP
זרם	actuels	זרם	actuel	N;MASC;SG	ADJ;MASC;PL
זרם	actuelle	זרם	actuel	N;MASC;SG	ADJ;FEM;SG
בחזרה	dos	בחזרה	dos		N;MASC;SG
בחזרה	arrière	בחזרה	arrière		N;MASC;SG
בחזרה	retour	בחזרה	retour		N;MASC;SG
בחזרה	revenir	בחזרה	revenir		V;NFIN
נתון	donné	נתון	donner	N;MASC;SG	V;MASC;SG;PST;V.PTCP
נתון	donnés	נתון	donner	N;MASC;SG	V;MASC;PL;PST;V.PTCP
כאילו	comme	כאילו	comme	CONJ	ADP
כאילו	aime	כאילו	aimer	CONJ	V;IND;SG;3;PRS;FIN
כאילו	aiment	כאילו	aimer	CONJ	V;IND;PL;3;PRS;FIN
כאילו	genre	כאילו	genre	CONJ	N;MASC;SG
כאילו	aimez	כאילו	aimer	CONJ	V;IMP;PL;2;PRS;FIN
מלון	melons	מלון	melon	N;MASC;SG	N;MASC;PL
רחל	rachel	רחל	rachel	PROPN	PROPN
עיטור	médailles	עיטור	médaille	N;MASC;SG	N;FEM;PL
מדריד	madrid	מדריד	madrid	PROPN	PROPN
עצמאית	indépendant	עצמאי	indépendant	ADV	ADJ;MASC;SG
עצמאית	indépendante	עצמאי	indépendant	ADV	ADJ;FEM;SG
עצמאית	indépendantes	עצמאי	indépendant	ADV	ADJ;FEM;PL
עצמאית	indépendants	עצמאי	indépendant	ADV	ADJ;MASC;PL
לוחמי	warriors	לוחם	warrior	PROPN	N;MASC;PL
לוחמי	guerriers	לוחם	guerrier	PROPN	N;MASC;PL
לוחמי	boxeurs	לוחם	boxeur	PROPN	N;MASC;PL
לוחמי	combattants	לוחם	combattant	PROPN	N;MASC;PL
העליונה	supérieure	העליונה	supérieur	PROPN	ADJ;FEM;SG
העליונה	supérieur	העליונה	supérieur	PROPN	ADJ;MASC;SG
ערבית	arabe	ערבי	arabe	PROPN	ADJ;MASC;SG
ערבית	arabes	ערבי	arabe	PROPN	ADJ;MASC;PL
מופיעים	apparaissent	הופיע	apparaître	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
השבת	samedi	השבת	samedi	ADV	N;MASC;SG
השבת	saturday	השבת	saturday	ADV	PROPN
השבת	sabbat	השבת	sabbat	ADV	N;MASC;SG
קרקע	sols	קרקע	sol	N;FEM;SG	N;MASC;PL
קרקע	terres	קרקע	terre	N;FEM;SG	N;FEM;PL
לכאורה	supposé	לכאורה	supposer	ADV	V;MASC;SG;PST;V.PTCP
לכאורה	présumés	לכאורה	présumer	ADV	V;MASC;PL;PST;V.PTCP
לכאורה	prétendue	לכאורה	prétendu	ADV	V;FEM;SG;PST;V.PTCP
לכאורה	présumé	לכאורה	présumer	ADV	V;MASC;SG;PST;V.PTCP
לכאורה	présumée	לכאורה	présumer	ADV	V;FEM;SG;PST;V.PTCP
לכאורה	prétendu	לכאורה	prétendre	ADV	V;MASC;SG;PST;V.PTCP
מעניין	intéressantes	מעניין	intéressant	ADJ;MASC;SG	ADJ;FEM;PL
מעניין	intéressants	מעניין	intéressant	ADJ;MASC;SG	ADJ;MASC;PL
קצב	taux	קצב	taux	PROPN	N;MASC;SG
קצב	tarif	קצב	tarif	PROPN	N;MASC;SG
קצב	tempo	קצב	tempo	PROPN	N;MASC;SG
קצב	boucher	קצב	boucher	PROPN	N;MASC;SG
קצב	bouchers	קצב	boucher	PROPN	N;MASC;PL
קצב	rythmique	קצב	rythmique	PROPN	ADJ;MASC;SG
קצב	rythme	קצב	rythme	PROPN	N;MASC;SG
חקר	prospection	חקר	prospection		N;FEM;SG
חקר	exploration	חקר	exploration		N;FEM;SG
הצלב	croisée	הצלב	croisé	N;MASC;SG	V;FEM;SG;PST;V.PTCP
הצלב	traverser	הצלב	traverser	N;MASC;SG	V;NFIN
הצלב	croisé	הצלב	croisé	N;MASC;SG	V;MASC;SG;PST;V.PTCP
חשובה	importantes	חשוב	important	ADJ;FEM;SG	ADJ;FEM;PL
חשובה	importants	חשוב	important	ADJ;FEM;SG	ADJ;MASC;PL
צרפתית	francais	צרפתית	francais	PROPN	ADJ;MASC;SG
צרפתית	française	צרפתית	français	PROPN	ADJ;FEM;SG
צרפתית	français	צרפתית	français	PROPN	ADJ;MASC;SG
צרפתית	françaises	צרפתית	français	PROPN	ADJ;FEM;PL
נחום	nahum	נחום	nahum	PROPN	PROPN
ציוד	équipements	ציוד	équipement	N;MASC;SG	N;MASC;PL
ציוד	equipements	ציוד	equipement	N;MASC;SG	N;MASC;PL
ציוד	engins	ציוד	engin	N;MASC;SG	N;MASC;PL
המטרה	objectif	המטרה	objectif	PROPN	N;MASC;SG
המטרה	cibles	המטרה	cible	PROPN	N;FEM;PL
המטרה	objectif	המטרה	objectif	PROPN	N;MASC;SG
המטרה	cible	המטרה	cible	PROPN	N;FEM;SG
המטרה	cibler	המטרה	cibler	PROPN	V;NFIN
טל	tal	טל	tal	PROPN	
טל	tél	טל	tél	PROPN	N;MASC;SG
טל	tel	טל	tel	PROPN	ADJ;MASC;SG
טל	rosée	טל	rosée	PROPN	V;FEM;SG;PST;V.PTCP
עיתון	papiers	עיתון	papier	N;MASC;SG	N;MASC;PL
טעם	goûter	טעם	goûter	N;MASC;SG	V;NFIN
טעם	gouter	טעם	gouter	N;MASC;SG	V;NFIN
מפורטת	détaillées	פורט	détailler	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
שכר	salaires	שכר	salaire	N;MASC;SG	N;MASC;PL
שכר	engagée	שכר	engager	N;MASC;SG	V;FEM;SG;PST;V.PTCP
שכר	engagés	שכר	engager	N;MASC;SG	V;MASC;PL;PST;V.PTCP
שכר	embauché	שכר	embaucher	N;MASC;SG	V;MASC;SG;PST;V.PTCP
שכר	embauchés	שכר	embaucher	N;MASC;SG	V;MASC;PL;PST;V.PTCP
שכר	engagé	שכר	engager	N;MASC;SG	V;MASC;SG;PST;V.PTCP
יואב	yoav	יואב	yoav	PROPN	PROPN
דודו	dodo	דודו	dodo	PROPN	N;MASC;SG
דודו	dudu	דודו	dudu	PROPN	PROPN
מחבר	auteure	מחבר	auteure		N;FEM;SG
מחבר	auteur	מחבר	auteur		N;MASC;SG
האירוע	évènement	האירוע	évènement	PROPN	N;MASC;SG
האירוע	événement	האירוע	événement	PROPN	N;MASC;SG
האירוע	evénement	האירוע	evénement	PROPN	N;MASC;SG
חשבון	arithmétique	חשבון	arithmétique	N;MASC;SG	ADJ;MASC;SG
מחיקה	supprimant	מחיקה	supprimer	N;FEM;SG	V;PRS;V.PTCP
מחיקה	suppressions	מחיקה	suppression	N;FEM;SG	N;FEM;PL
מחיקה	supprimer	מחיקה	supprimer	N;FEM;SG	V;NFIN
מחיקה	supprimez	מחיקה	supprimer	N;FEM;SG	V;IMP;PL;2;PRS;FIN
מחיקה	supprime	מחיקה	supprimer	N;FEM;SG	V;IND;SG;3;PRS;FIN
מחיקה	effacer	מחיקה	effacer	N;FEM;SG	V;NFIN
מפת	cartes	מפה	carte		N;FEM;PL
מפת	plan	מפה	plan		N;MASC;SG
מפת	carte	מפה	carte		N;FEM;SG
קוריאה	corée	קוריאה	corée	PROPN	PROPN
קוריאה	coréenne	קוריאה	coréen	PROPN	ADJ;FEM;SG
קהילה	communautaire	קהילה	communautaire	N;FEM;SG	ADJ;MASC;SG
אנציקלופדיה	encyclopédie	אנציקלופדיה	encyclopédie	PROPN	N;FEM;SG
אנציקלופדיה	encyclopédie	אנציקלופדיה	encyclopédie	PROPN	N;FEM;SG
מסוגל	capable	מסוגל	capable	V;MASC;SG	ADJ;MASC;SG
מסוגל	capables	מסוגל	capable	V;MASC;SG	ADJ;MASC;PL
מסוגל	capable	מסוגל	capable	V;MASC;SG	ADJ;MASC;SG
תיקון	réparer	תיקון	réparer	N;MASC;SG	V;NFIN
תיקון	réparations	תיקון	réparation	N;MASC;SG	N;FEM;PL
תיקון	corriger	תיקון	corriger	N;MASC;SG	V;NFIN
תיקון	rectificatif	תיקון	rectificatif	N;MASC;SG	ADJ;MASC;SG
ספטמבר	septembre	ספטמבר	septembre	PROPN	N;MASC;SG
נותרו	restantes	נותר	restant	V;PL;3;PST;MID	ADJ;FEM;PL
נותרו	restant	נותר	rester	V;PL;3;PST;MID	V;PRS;V.PTCP
נותרו	restants	נותר	restant	V;PL;3;PST;MID	ADJ;MASC;PL
פעילים	active	פעיל	actif	N;MASC;PL	ADJ;FEM;SG
פעילים	actif	פעיל	actif	N;MASC;PL	ADJ;MASC;SG
פעילים	actives	פעיל	actif	N;MASC;PL	ADJ;FEM;PL
פעילים	actifs	פעיל	actif	N;MASC;PL	ADJ;MASC;PL
פעילים	actifs	פעיל	actif	N;MASC;PL	ADJ;MASC;PL
אח	cheminée	אח	cheminée		V;FEM;SG;PST;V.PTCP
אח	foyer	אח	foyer		N;MASC;SG
אח	cheminées	אח	cheminée		N;FEM;PL
אח	frangin	אח	frangin		N;MASC;SG
אח	frère	אח	frère		N;MASC;SG
אח	frere	אח	frere		N;MASC;SG
יעל	yael	יעל	yael	PROPN	PROPN
הכוללת	globale	הכולל	global	PROPN	ADJ;FEM;SG
הכוללת	globalement	הכולל	globalement	PROPN	ADV
גאורגיה	géorgien	גאורגיה	géorgien	PROPN	ADJ;MASC;SG
גאורגיה	géorgie	גאורגיה	géorgie	PROPN	PROPN
גאורגיה	géorgiens	גאורגיה	géorgien	PROPN	ADJ;MASC;PL
גאורגיה	géorgienne	גאורגיה	géorgien	PROPN	ADJ;FEM;SG
מעריב	maariv	מעריב	maariv	PROPN	N;MASC;SG
באב	bab	באב	bab		N;MASC;SG
תשובה	répondez	תשובה	répondre	N;FEM;SG	V;IMP;PL;2;PRS;FIN
תשובה	répondre	תשובה	répondre	N;FEM;SG	V;NFIN
תשובה	répondez	תשובה	répondre	N;FEM;SG	V;IMP;PL;2;PRS;FIN
תשובה	répondre	תשובה	répondre	N;FEM;SG	V;NFIN
הלל	hillel	הלל	hillel	PROPN	PROPN
צרפתים	francais	צרפתי	francais	N;MASC;PL	ADJ;MASC;SG
צרפתים	française	צרפתי	français	N;MASC;PL	ADJ;FEM;SG
צרפתים	français	צרפתי	français	N;MASC;PL	ADJ;MASC;SG
צרפתים	françaises	צרפתי	français	N;MASC;PL	ADJ;FEM;PL
קווי	lignes	קו	ligne		N;FEM;PL
סכום	sum	סכום	sum	N;MASC;SG	
סכום	montant	סכום	monter	N;MASC;SG	V;PRS;V.PTCP
גבוהים	tall	גבוה	tall	ADJ;MASC;PL	PROPN
למדה	apprises	למד	apprise	V;FEM;SG;3;PST	V;FEM;PL;PST;V.PTCP
למדה	étudiées	למד	étudier	V;FEM;SG;3;PST	V;FEM;PL;PST;V.PTCP
למדה	étudiés	למד	étudier	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP
למדה	lambda	למד	lambda	V;FEM;SG;3;PST	N;MASC;SG
שמש	dim	שמש	dim		
שמש	soleil	שמש	soleil		N;MASC;SG
שמש	sunshine	שמש	sunshiner		N;MASC;SG
שמש	soleil	שמש	soleil		N;MASC;SG
שמש	ensoleillement	שמש	ensoleillement		N;MASC;SG
שמש	ensoleillées	שמש	ensoleiller		V;FEM;PL;PST;V.PTCP
שמש	ensoleillé	שמש	ensoleiller		V;MASC;SG;PST;V.PTCP
שמש	ensoleillée	שמש	ensoleiller		V;FEM;SG;PST;V.PTCP
שמש	solaires	שמש	solaire		ADJ;MASC;PL
שמש	solaire	שמש	solaire		ADJ;MASC;SG
היסטורי	historique	היסטורי	historique	PROPN	ADJ;MASC;SG
היסטורי	historiques	היסטורי	historique	PROPN	ADJ;MASC;PL
היסטורי	historique	היסטורי	historique	PROPN	ADJ;MASC;SG
היסטורי	historiques	היסטורי	historique	PROPN	ADJ;MASC;PL
הקשה	coulée	הקשה	coulée		V;FEM;SG;PST;V.PTCP
קשור	liées	קשר	lier	V;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
קשור	connexe	קשר	connexe	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
קשור	connexes	קשר	connexe	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
קשור	liés	קשר	lier	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
עלייה	augmenter	עלייה	augmenter	N;FEM;SG	V;NFIN
עלייה	accroître	עלייה	accroître	N;FEM;SG	V;NFIN
גיטרה	guitares	גיטרה	guitare	N;FEM;SG	N;FEM;PL
ויקי	wiki	ויקי	wiki	PROPN	N;MASC;SG
ויקי	vickie	ויקי	vickie	PROPN	PROPN
ויקי	vicky	ויקי	vicky	PROPN	PROPN
ויקי	vicki	ויקי	vicki	PROPN	PROPN
זרים	étrangers	זר	étranger	N;MASC;PL	ADJ;MASC;PL
זרים	etrangers	זר	etranger	N;MASC;PL	ADJ;MASC;PL
זרים	étrangers	זר	étranger	N;MASC;PL	ADJ;MASC;PL
זרים	etrangers	זר	etranger	N;MASC;PL	ADJ;MASC;PL
בחר	choisissez	בחר	choisir	V;MASC;SG;3;PST;ACT	V;IMP;PL;2;PRS;FIN
בחר	choisis	בחר	choisir	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
בחר	choisissez	בחר	choisir	V;MASC;SG;3;PST;ACT	V;IMP;PL;2;PRS;FIN
בחר	sélection	בחר	sélection	V;MASC;SG;3;PST;ACT	N;FEM;SG
בחר	sélectionnez	בחר	sélectionner	V;MASC;SG;3;PST;ACT	V;IMP;PL;2;PRS;FIN
לבנים	blancs	לבן	blanc	N;MASC;PL	ADJ;MASC;PL
הקודמת	précédentes	הקודם	précédent	N;FEM;SG	ADJ;FEM;PL
הקודמת	précédente	הקודם	précédent	N;FEM;SG	ADJ;FEM;SG
הקודמת	précédent	הקודם	précédent	N;FEM;SG	ADJ;MASC;SG
הקודמת	précédents	הקודם	précédent	N;FEM;SG	ADJ;MASC;PL
חיבור	connecter	חיבור	connecter	N;MASC;SG	V;NFIN
חיבור	reliant	חיבור	relier	N;MASC;SG	V;PRS;V.PTCP
וושינגטון	washington	ואשינגטון	washington	PROPN	N;MASC;SG
מרים	myriam	מרים	myriam	PROPN	PROPN
מרים	miriam	מרים	miriam	PROPN	N;FEM;SG
מרים	myriam	מרים	myriam	PROPN	PROPN
מדגם	échantillons	מדגם	échantillon	N;MASC;SG	N;MASC;PL
ישיר	directe	ישיר	direct		ADJ;FEM;SG
ישיר	directement	ישיר	directement		ADV
ישיר	direct	ישיר	direct		ADJ;MASC;SG
ישיר	directs	ישיר	direct		ADJ;MASC;PL
הכריז	déclarées	הכריז	déclarer	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הכריז	déclarés	הכריז	déclarer	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
חול	sables	חול	sable		N;MASC;PL
חול	sable	חול	sable		N;MASC;SG
פיליפ	phillip	פיליפ	phillip	PROPN	PROPN
פיליפ	philippe	פיליפ	philippe	PROPN	N;MASC;SG
פיליפ	philip	פיליפ	philip	PROPN	PROPN
פיליפ	philippe	פיליפ	philippe	PROPN	N;MASC;SG
רצון	désirs	רצון	désir	N;MASC;SG	N;MASC;PL
רצון	désirer	רצון	désirer	N;MASC;SG	V;NFIN
שלט	contrôlées	שלט	contrôler		V;FEM;PL;PST;V.PTCP
שלט	contrôlés	שלט	contrôler		V;MASC;PL;PST;V.PTCP
שלט	contrôlée	שלט	contrôler		V;FEM;SG;PST;V.PTCP
שלט	contrôlé	שלט	contrôler		V;MASC;SG;PST;V.PTCP
שלט	signer	שלט	signer		V;NFIN
שלט	signe	שלט	signe		N;MASC;SG
שלט	panneau	שלט	panneau		N;MASC;SG
שלט	signez	שלט	signer		V;IMP;PL;2;PRS;FIN
עומר	omer	עומר	omer		N;MASC;SG
עומר	omar	עומר	omar		PROPN
פתוח	ouverte	פתוח	ouvrir	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
פתוח	ouvrez	פתוח	ouvrir	ADJ;MASC;SG	V;IMP;PL;2;PRS;FIN
פתוח	ouvert	פתוח	ouvrir	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
פתוח	ouverture	פתוח	ouverture	ADJ;MASC;SG	N;FEM;SG
פתוח	ouvrir	פתוח	ouvrir	ADJ;MASC;SG	V;NFIN
שוק	marketplace	שוק	marketplace	N;MASC;SG	ADJ;FEM;SG
שוק	marché	שוק	marcher	N;MASC;SG	V;MASC;SG;PST;V.PTCP
שילוב	combiner	שילוב	combiner	N;MASC;SG	V;NFIN
שילוב	combinant	שילוב	combinant	N;MASC;SG	V;PRS;V.PTCP
שילוב	conjuguer	שילוב	conjuguer	N;MASC;SG	V;NFIN
חשמל	électrique	חשמל	électrique	N;MASC;SG	ADJ;MASC;SG
חשמל	electrique	חשמל	electrique	N;MASC;SG	ADJ;MASC;SG
אסור	interdites	אסור	interdire	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
אסור	défendu	אסור	défendre	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	interdite	אסור	interdire	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
אסור	interdit	אסור	interdire	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	interdits	אסור	interdire	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
אסור	interdites	אסור	interdire	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
אסור	interdite	אסור	interdire	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
אסור	interdit	אסור	interdire	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	interdits	אסור	interdire	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
ביאליק	bialik	ביאליק	bialik	PROPN	PROPN
