kupfer	kobber	küpfen	kobber	ADJ	N;INDF;MASC+FEM;PL
pflicht	told	pflicht	told	ADJ	N;INDF;MASC+FEM;SG
pflicht	pligt	pflicht	pligt	ADJ	N;INDF;MASC+FEM;SG
pflicht	forpligtelse	pflicht	forpligtelse	ADJ	N;INDF;MASC+FEM;SG
talent	talenter	talent	talent	ADJ	N;INDF;NEUT;PL
talent	talenter	talent	talent	ADJ	N;INDF;NEUT;PL
talent	talent	talent	talent	ADJ	N;INDF;NEUT;SG
talent	talentet	talent	talent	ADJ	N;DEF;NEUT;SG
fire	fyr	fein	fyr		N;INDF;MASC+FEM;SG
fire	brand	fein	brand		N;INDF;MASC+FEM;SG
fire	ild	fein	ild		N;INDF;MASC+FEM;SG
fire	brande	fein	brand		N;INDF;MASC+FEM;PL
passagiere	passagerer	passagieren	passager		N;INDF;MASC+FEM;PL
passagiere	passagererne	passagieren	passager		N;DEF;MASC+FEM;PL
passagiere	passagerer	passagieren	passager		N;INDF;MASC+FEM;PL
passagiere	passager	passagieren	passager		N;INDF;MASC+FEM;SG
passagiere	passageren	passagieren	passager		N;DEF;MASC+FEM;SG
passagiere	passagerernes	passagieren	passager		N;GEN;DEF;MASC+FEM;PL
generalsekretär	sekretær	generalsekretär	sekretær	ADJ	N;INDF;MASC+FEM;SG
schnellen	hurtigt	schnell	hurtigt	ADJ	ADV
bahnen	jernbanerne	bahnen	jernbaner	V;NFIN	N;DEF;MASC+FEM;PL
bahnen	jernbaner	bahnen	jernbane	V;NFIN	N;INDF;MASC+FEM;PL
bahnen	stier	bahnen	stie	V;NFIN	N;INDF;MASC+FEM;PL
bahnen	togene	bahnen	tog	V;NFIN	N;DEF;NEUT;PL
theologische	teologisk	theologisch	teologisk	ADJ;NOM;FEM;PL	ADV
theologische	teologi	theologisch	teologi	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;SG
hanns	hanns	hanns	hanns	PROPN;NOM;MASC;SG	
thompson	thompson	thompson	thompson	PROPN;NOM;SG	
konstantinopel	konstantinopel	konstantinopel	konstantinopel	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
konstantinopel	istanbul	konstantinopel	istanbul	PROPN;NOM;MASC;SG	PROPN
henriette	henrietta	henrieten	henrietta	PROPN;NOM;FEM;SG	PROPN
henriette	henriette	henrieten	henriette	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
henriette	henriette	henrieten	henriette	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
four	fire	four	fire		NUM
four	four	four	four		
dichtung	forsegling	dichtung	forsegling		N;INDF;MASC+FEM;SG
dichtung	forsegler	dichtung	forsegel		V;IND;PRS;FIN;ACT
dichtung	lukning	dichtung	lukning		N;INDF;MASC+FEM;SG
dichtung	digte	dichtung	digte		N;INDF;MASC+FEM;PL
dichtung	poesi	dichtung	poesi		N;INDF;MASC+FEM;SG
dichtung	segl	dichtung	segl		N;INDF;NEUT;SG
dichtung	sæl	dichtung	sæl		N;INDF;MASC+FEM;SG
dichtung	forsegling	dichtung	forsegling		N;INDF;MASC+FEM;SG
dichtung	seal	dichtung	seal		N;INDF;MASC+FEM;SG
hinreichend	tilstrækkeligt	hinreichend	tilstrækkeligt	ADJ	ADV
theoretisch	teoretisk	theoretisch	teoretisk	ADJ	ADV
theoretisch	teoretisk	theoretisch	teoretisk	ADJ	ADV
theoretisch	teorien	theoretisch	teori	ADJ	N;DEF;MASC+FEM;SG
theoretisch	teori	theoretisch	teori	ADJ	N;INDF;MASC+FEM;SG
robinson	robinson	robinson	robinson	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
decken	lofter	decken	loft	V;NFIN	N;INDF;MASC+FEM;PL
decken	tæpper	decken	tæppe	V;NFIN	N;INDF;NEUT;PL
decken	dækning	decken	dækning	V;NFIN	N;INDF;MASC+FEM;SG
decken	omslag	decken	omslag	V;NFIN	N;INDF;NEUT;SG
decken	cover	decken	cove	V;NFIN	N;INDF;MASC+FEM;SG
decken	dæk	decken	dæk	V;NFIN	N;INDF;NEUT;PL
hop	hop	hopen	hop	PROPN;NOM;SG	V;IMP
legend	legenden	legend	legende	ADJ	N;DEF;MASC+FEM;SG
legend	legende	legend	lege	ADJ	V;PRS;V.PTCP
legend	legender	legend	legende	ADJ	N;INDF;MASC+FEM;PL
legend	sagn	legend	sagn	ADJ	N;INDF;NEUT;SG
persönlicher	personligt	persönlich	personligt	ADJ	ADV
wünsche	ønske	wünschen	ønske	;SG	N;INDF;NEUT;SG
wünsche	wish	wünschen	wish	;SG	
wünsche	ønsker	wünschen	ønske	;SG	V;IND;PRS;FIN;ACT
wünsche	ønsker	wünschen	ønske	;SG	V;IND;PRS;FIN;ACT
wünsche	ønske	wünschen	ønske	;SG	N;INDF;NEUT;SG
wünsche	ønsker	wünschen	ønske	;SG	V;IND;PRS;FIN;ACT
wünsche	lyster	wünschen	lyste	;SG	V;IND;PRS;FIN;ACT
wünsche	begær	wünschen	begær	;SG	N;INDF;NEUT;SG
dennis	dennis	dennis	dennis	PROPN;NOM;MASC;SG	
nachbarn	naboer	nachbarn	nabo	ADJ	N;INDF;MASC+FEM;PL
nachbarn	naboerne	nachbarn	nabo	ADJ	N;DEF;MASC+FEM;PL
nachbarn	nabo	nachbarn	nabo	ADJ	N;INDF;MASC+FEM;SG
nachbarn	naboen	nachbarn	nabo	ADJ	N;DEF;MASC+FEM;SG
nachbarn	naboer	nachbarn	nabo	ADJ	N;INDF;MASC+FEM;PL
nachbarn	naboerne	nachbarn	nabo	ADJ	N;DEF;MASC+FEM;PL
nachbarn	nabolande	nachbarn	naboland	ADJ	N;INDF;NEUT;PL
nachbarn	nabo	nachbarn	nabo	ADJ	N;INDF;MASC+FEM;SG
nachbarn	naboen	nachbarn	nabo	ADJ	N;DEF;MASC+FEM;SG
ernährung	ernæringsmæssige	Ernährung	ernæringsmæssig	N;NOM;FEM;SG	ADJ;PL
bologna	bologna	bologna	bologna	PROPN	PROPN
vergleichen	sammenligninger	vergleichen	sammenligning	V;NFIN	N;INDF;MASC+FEM;PL
vergleichen	sammenlign	vergleichen	sammenlign	V;NFIN	N;INDF;NEUT;SG
vergleichen	diff	vergleichen	diff	V;NFIN	
vergleichen	sammenligning	vergleichen	sammenligning	V;NFIN	N;INDF;MASC+FEM;SG
björn	bjørn	björn	bjørn	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
björn	björn	björn	björn	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
gestrichen	strøget	gestrechen	strøg	V;V.PTCP	N;DEF;NEUT;SG
kolumbien	columbia	kolumbien	columbia	PROPN;NOM;NEUT;SG	N;INDF;NEUT;SG
kolumbien	colombia	kolumbien	colombia	PROPN;NOM;NEUT;SG	
kolumbien	colombias	kolumbien	colombias	PROPN;NOM;NEUT;SG	
kolumbien	columbia	kolumbien	columbia	PROPN;NOM;NEUT;SG	N;INDF;NEUT;SG
kolumbien	colombia	kolumbien	colombia	PROPN;NOM;NEUT;SG	
tafel	tavle	tafel	tave		N;INDF;MASC+FEM;SG
geistliche	præst	geistlich	præst	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;SG
geistliche	åndeligt	geistlich	åndelig	ADJ;NOM;FEM;PL	ADJ;INDF;NEUT;SG
geistliche	spirituel	geistlich	spirituel	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
geistliche	åndelig	geistlich	åndelig	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
geistliche	præsterne	geistlich	præst	ADJ;NOM;FEM;PL	N;DEF;MASC+FEM;PL
geistliche	præster	geistlich	præste	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;PL
geistliche	præster	geistlich	præste	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;PL
download	download	download	download		V;IMP
download	downloade	download	downloat		V;NFIN;ACT
download	downloader	download	downloade		V;IND;PRS;FIN;ACT
dublin	dublin	dublin	dublin	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
gabriele	gabriele	gabrielen	gabriel	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
planck	planck	planck	planck	PROPN;NOM;SG	N;INDF;NEUT;SG
fantasy	fantasi	fantasy	fantasi	PROPN	N;INDF;MASC+FEM;SG
fantasy	fantasier	fantasy	fantasi	PROPN	N;INDF;MASC+FEM;PL
anerkannte	genkendte	anerkannt	genkende	ADJ;SG	V;IND;PST;FIN;ACT
anerkannte	erkendt	anerkannt	erkendt	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	genkendt	anerkannt	genkende	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	anerkendt	anerkannt	anerkende	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	erkendte	anerkannt	erkende	ADJ;SG	V;IND;PST;FIN;ACT
anerkannte	erkendt	anerkannt	erkendt	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	anerkendte	anerkannt	anerkende	ADJ;SG	V;PL;PST;V.PTCP
anerkannte	anerkendt	anerkannt	anerkende	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	genkendte	anerkannt	genkende	ADJ;SG	V;IND;PST;FIN;ACT
anerkannte	erkendt	anerkannt	erkendt	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	genkendt	anerkannt	genkende	ADJ;SG	V;INDF;SG;PST;V.PTCP
anerkannte	anerkendt	anerkannt	anerkende	ADJ;SG	V;INDF;SG;PST;V.PTCP
springen	spring	springen	spring	V;NFIN	
springen	spring	springen	spring	V;NFIN	
interessierte	interesserede	interessieren	interessere	V;IND;SG;3;PST;FIN	V;PL;PST;V.PTCP
aktivität	aktiviteten	aktivität	aktivitet	ADJ	N;DEF;MASC+FEM;SG
aktivität	aktivitet	aktivität	aktivitet	ADJ	N;INDF;MASC+FEM;SG
ära	era	ära	era	N;NOM;FEM;SG	
luigi	luigi	luigi	luigi	PROPN;NOM;MASC;SG	
genügt	tilstrækkeligt	nügen	tilstrækkeligt	V;IND;SG;3;PRS;FIN	ADV
störungen	funktionsfejl	störung	funktionsfejl	V;NFIN	N;INDF;MASC+FEM;SG
störungen	forstyrrelse	störung	forstyrrelse	V;NFIN	N;INDF;MASC+FEM;SG
störungen	indblanding	störung	indblanding	V;NFIN	N;INDF;MASC+FEM;SG
störungen	interferens	störung	interfere	V;NFIN	N;GEN;DEF;MASC+FEM;SG
störungen	indgreb	störung	indgreb	V;NFIN	N;INDF;NEUT;SG
störungen	lidelser	störung	lidelse	V;NFIN	N;INDF;MASC+FEM;PL
störungen	sygdomme	störung	sygdom	V;NFIN	N;INDF;MASC+FEM;PL
störungen	forstyrrelse	störung	forstyrrelse	V;NFIN	N;INDF;MASC+FEM;SG
störungen	forstyrrelser	störung	forstyrrelse	V;NFIN	N;INDF;MASC+FEM;PL
störungen	uroligheder	störung	urolighed	V;NFIN	N;INDF;MASC+FEM;PL
ken	ken	Ken	ken	PROPN;NOM;MASC;SG	
sportarten	idræt	sportarten	idræt	V;NFIN	N;INDF;NEUT;SG
sportarten	sport	sportarten	sport	V;NFIN	N;INDF;MASC+FEM;SG
sportarten	sporten	sportarten	sport	V;NFIN	N;DEF;MASC+FEM;SG
sportarten	sports	sportarten	sports	V;NFIN	
sportarten	sport	sportarten	sport	V;NFIN	N;INDF;MASC+FEM;SG
sportarten	sportsgrene	sportarten	sportsgen	V;NFIN	N;DEF;NEUT;PL
halbe	halvdele	halb	halvdel	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;SG
halbe	halvvejs	halb	halvvejs	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;SG
halbe	halvt	halb	halv	ADJ;NOM;FEM;PL	ADJ;INDF;NEUT;SG
halbe	halvleg	halb	halvleg	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;SG
halbe	halvdelen	halb	halvdel	ADJ;NOM;FEM;PL	N;DEF;MASC+FEM;SG
halbe	halv	halb	halv	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
louisiana	louisiana	louisiana	louisiana	PROPN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zeitlich	timet	zeitlich	time	ADJ	V;INDF;SG;PST;V.PTCP
nachweisbar	påviseligt	nachweisbar	påviseligt	ADJ	ADV
nachweisbar	påviseligt	nachweisbar	påviseligt	ADJ	ADV
taiwan	taiwans	taiwan	taiwan	PROPN;NOM;MASC;SG	
taiwan	taiwan	taiwan	taiwan	PROPN;NOM;MASC;SG	
obergeschoss	ovenpå	oberschossen	ovenpå	ADJ	ADV
sturz	undergang	sturz	undergang		N;INDF;MASC+FEM;SG
sturz	vælte	sturz	vælte		V;NFIN;ACT
sturz	falder	sturz	falde		V;IND;PRS;FIN;ACT
sturz	falls	sturz	falls		
sturz	falder	sturz	falde		V;IND;PRS;FIN;ACT
sturz	falde	sturz	falde		V;NFIN;ACT
sturz	efterår	sturz	efterår		N;INDF;NEUT;SG
sturz	fald	sturz	fald		N;INDF;NEUT;SG
erweiterten	udvidet	erweitern	udvide	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
erweiterten	forstørret	erweitern	forstørre	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
aufzeichnungen	plader	aufzeichnangen	plade	V;NFIN	N;INDF;MASC+FEM;PL
aufzeichnungen	records	aufzeichnangen	records	V;NFIN	N;INDF;NEUT;SG
aufzeichnungen	registreringer	aufzeichnangen	registrering	V;NFIN	N;INDF;MASC+FEM;PL
aufzeichnungen	fortegnelser	aufzeichnangen	fortegnelse	V;NFIN	N;INDF;MASC+FEM;PL
aufzeichnungen	optegnelser	aufzeichnangen	optegnelse	V;NFIN	N;INDF;MASC+FEM;PL
aufzeichnungen	optagelser	aufzeichnangen	optagelse	V;NFIN	N;INDF;MASC+FEM;PL
amazon	amazon	amazon	amazon		
amazon	amazonas	amazon	amazona		
befestigt	vedføjet	befestigen	vedføjet	V;V.PTCP	N;DEF;NEUT;SG
administrative	administrativ	administrativ	administrativ	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
administrative	administrativt	administrativ	administrativt	ADJ;NOM;FEM;PL	ADV
auseinander	bortset	auseinander	bortset	ADV	V;INDF;SG;PST;V.PTCP
forst	skovbrug	forsen	skovbrug	PROPN;NOM;SG	N;INDF;NEUT;SG
forst	skovbruget	forsen	skovbrug	PROPN;NOM;SG	N;DEF;NEUT;SG
forst	skov	forsen	skov	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
forst	forest	forsen	forest	PROPN;NOM;SG	
forst	skoven	forsen	skov	PROPN;NOM;SG	N;DEF;MASC+FEM;SG
forst	skove	forsen	skov	PROPN;NOM;SG	N;INDF;MASC+FEM;PL
hang	hænge	hang	hænge	N	V;NFIN;ACT
hang	hæng	hang	hæng	N	V;IMP
stadtmauer	vægge	stadtmau	vægge		N;INDF;MASC+FEM;PL
stadtmauer	væggene	stadtmau	væg		N;DEF;MASC+FEM;PL
stadtmauer	murer	stadtmau	mure		N;INDF;MASC+FEM;SG
stadtmauer	mure	stadtmau	mur		N;INDF;MASC+FEM;PL
stadtmauer	fæstningsværker	stadtmau	fæstningsværke		N;INDF;NEUT;PL
labor	labs	labor	labs		
labor	laboratorier	labor	laboratorium		N;INDF;NEUT;PL
labor	laboratorierne	labor	laboratorium		N;DEF;NEUT;PL
labor	laboratoriet	labor	laboratorium		N;DEF;NEUT;SG
labor	laboratorium	labor	laboratorium		N;INDF;NEUT;SG
labor	laboratorie	labor	laboratorie		N;INDF;NEUT;SG
labor	laboratoriet	labor	laboratorium		N;DEF;NEUT;SG
labor	laboratorium	labor	laboratorium		N;INDF;NEUT;SG
labor	lab	labor	lab		N;INDF;NEUT;SG
labor	laboratorie	labor	laboratorie		N;INDF;NEUT;SG
samstag	lørdag	samstag	lørdag	ADV	N;INDF;MASC+FEM;SG
samstag	lørdage	samstag	lørdag	ADV	N;INDF;MASC+FEM;PL
samstag	lørdagen	samstag	lørdag	ADV	N;DEF;MASC+FEM;SG
lehmann	lehmann	lehmann	lehmann	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
classic	klassisk	classic	klassisk	PROPN	ADJ;INDF;SG
classic	klassiker	classic	klassiker	PROPN	N;INDF;MASC+FEM;SG
classic	klassiske	classic	klassisk	PROPN	ADJ;PL
classic	classic	classic	classic	PROPN	
wirtschafts	økonomiske	wirtschafts	økonomisk	PROPN	ADJ;PL
wirtschafts	økonomisk	wirtschafts	økonomisk	PROPN	ADV
wirtschafts	økonomisk	wirtschafts	økonomisk	PROPN	ADV
herausragende	eminent	herausragend	eminent	ADJ;NOM;FEM;PL	ADJ;INDF;SG
oberste	supreme	ober	suprem	ADJ;NOM	
schwäbisch	schwäbische	schwäbisch	schwäbische	ADJ	N;INDF;MASC+FEM;SG
schwäbisch	schwäbisch	schwäbisch	schwäbisch	ADJ	N;INDF;MASC+FEM;SG
berühmt	berømtheder	berühmt	berømthed	ADJ	N;INDF;MASC+FEM;PL
berühmt	kendis	berühmt	kendis	ADJ	N;INDF;MASC+FEM;SG
berühmt	berømthed	berühmt	berømthed	ADJ	N;INDF;MASC+FEM;SG
berühmt	berømmelse	berühmt	berømmelse	ADJ	N;INDF;MASC+FEM;SG
berühmt	fame	berühmt	fame	ADJ	
restaurierung	genoprette	restaurierung	genoprette	N;NOM;FEM;SG	V;NFIN;ACT
jonas	jonas	jonas	jonas	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
jonas	jonah	jonas	jonah	PROPN;NOM;MASC;SG	PROPN
umzug	flytter	umzugen	flytte	N;SG	V;IND;PRS;FIN;ACT
umzug	flytte	umzugen	flytte	N;SG	V;NFIN;ACT
umzug	optog	umzugen	optog	N;SG	V;IND;PST;FIN;ACT
niedrigen	lav	niedrig	lav	ADJ	V;IMP
niedrigen	lave	niedrig	lave	ADJ	V;NFIN;ACT
niedrigen	low	niedrig	low	ADJ	
ski	ski	ski	ski		N;INDF;NEUT;SG
ski	ski	ski	ski		N;INDF;NEUT;SG
weichen	afbrydere	weichen	afbryder	V;NFIN	N;INDF;MASC+FEM;PL
ansprechen	reaktion	ansprechen	reaktion	V;NFIN	N;INDF;MASC+FEM;SG
ansprechen	svar	ansprechen	svar	V;NFIN	N;INDF;NEUT;SG
ansprechen	respons	ansprechen	respons	V;NFIN	N;INDF;MASC+FEM;SG
held	helt	held	helt	PROPN;SG	ADV
held	hero	held	hero	PROPN;SG	
held	helten	held	helt	PROPN;SG	N;DEF;MASC+FEM;SG
erhöhung	øge	erhöhung	øge	N;NOM;FEM;SG	V;NFIN;ACT
erhöhung	elevation	erhöhung	elevation	N;NOM;FEM;SG	
wüste	ørken	wüst	ørk		N;INDF;MASC+FEM;SG
wüste	ørkenen	wüst	ørken		N;DEF;MASC+FEM;SG
wüste	desert	wüst	deser		N;INDF;MASC+FEM;SG
wüste	naturområder	wüst	naturområde		N;INDF;NEUT;PL
wüste	vildmarken	wüst	vildmark		N;DEF;MASC+FEM;SG
wüste	ørkener	wüst	ørken		N;INDF;NEUT;PL
verkauften	sælges	verkaufen	sælge	V;IND;PL;3;PST;FIN	V;IND;PRS;FIN;PASS
verkauften	solgt	verkaufen	sælge	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
adolph	adolph	adolph	adolph	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
polizisten	politiet	polizist	politi	N;PL	N;DEF;NEUT;SG
polizisten	politi	polizist	politi	N;PL	N;INDF;NEUT;SG
polizisten	politiet	polizist	politi	N;PL	N;DEF;NEUT;SG
polizisten	police	polizist	police	N;PL	N;INDF;MASC+FEM;SG
polizisten	politimand	polizist	politimand	N;PL	N;INDF;MASC+FEM;SG
mhz	mhz	mhz	mhz		N;INDF;MASC+FEM;SG
uci	uci	uci	uci	PROPN;NOM;SG	PROPN
carter	carter	carter	carter	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
princeton	princeton	princeton	princeton	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
latein	latin	latein	latin	ADJ	
tschechische	tjekkisk	tschechisch	tjekkisk	ADJ;NOM;FEM;PL	ADJ;INDF;SG
fortgesetzt	fortsat	fortsetzen	fortsat	V;V.PTCP	ADV
politisches	politisk	politisch	politisk	ADJ;NOM;NEUT;SG	ADV
atlanta	atlanta	atlanta	atlanta	PROPN	
hip	hip	hip	hip	ADJ	N;INDF;NEUT;SG
hip	hoften	hip	hofte	ADJ	N;DEF;MASC+FEM;SG
hip	hofte	hip	hofte	ADJ	N;INDF;MASC+FEM;SG
antwerpen	antwerpen	antwerpen	antwerp		N;INDF;MASC+FEM;SG
kaiserslautern	kaiserslautern	kaiserslaut	kaiserslautern	PROPN;NOM;SG	N;INDF;MASC+FEM;PL
bks	bks	bks	bes	;SG	
invasion	invasion	invasion	invasion		N;INDF;MASC+FEM;SG
invasion	invasionen	invasion	invasion		N;DEF;MASC+FEM;SG
invasion	invaderet	invasion	invadere		V;INDF;SG;PST;V.PTCP
invasion	invadere	invasion	invadere		V;NFIN;ACT
invasion	invaderer	invasion	invadere		V;IND;PRS;FIN;ACT
antonius	anthony	antonius	anthony	PROPN;NOM;MASC;SG	
antonius	antony	antonius	antony	PROPN;NOM;MASC;SG	
antonius	antonius	antonius	antonius	PROPN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
muhammad	muhammad	muhammad	muhammad	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
muhammad	muhammed	muhammad	muhammed	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
northern	nordlige	northern	nordlig	PROPN	ADJ;PL
northern	nordlig	northern	nordlig	PROPN	ADJ;INDF;MASC+FEM;SG
julian	julian	julian	julian	PROPN;NOM;MASC;SG	
nil	nul	nil	nul	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
nil	nilen	nil	nil	PROPN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
nil	nil	nil	nil	PROPN;NOM;MASC;SG	
selbständige	selvstændig	selbständig	selvstændig	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
selbständige	selvstændigt	selbständig	selvstændigt	ADJ;NOM;FEM;PL	ADJ;INDF;NEUT;SG
selbständige	uafhængig	selbständig	uafhængig	ADJ;NOM;FEM;PL	ADJ;INDF;MASC+FEM;SG
selbständige	uafhængigt	selbständig	uafhængig	ADJ;NOM;FEM;PL	ADV
selbständige	løsgængere	selbständig	løsgænger	ADJ;NOM;FEM;PL	N;INDF;MASC+FEM;PL
güterverkehr	gods	güterverkehr	gods	ADJ	N;INDF;NEUT;SG
güterverkehr	fragt	güterverkehr	fringe	ADJ	N;INDF;MASC+FEM;SG
alternativen	alternativet	alternativ	alternativ	ADJ	N;DEF;NEUT;SG
alternativen	alternativt	alternativ	alternativt	ADJ	ADV
alternativen	alternativ	alternativ	alternativ	ADJ	N;INDF;NEUT;SG
alternativen	alternativer	alternativ	alternativ	ADJ	N;INDF;MASC+FEM;PL
sant	sant	senen	sant	PROPN	
altenburg	altenburg	altenburg	altenburg	PROPN;NOM;NEUT;SG	
abc	abc	abc	abc		
bestritten	omstridt	bestreiten	omstridt	V;V.PTCP	ADJ;INDF;SG
bestritten	omstridte	bestreiten	omstridt	V;V.PTCP	ADJ;PL
kiew	kiev	keißen	kiev		PROPN
hard	hårde	hard	hård	PROPN	ADJ;PL
hard	svært	hard	svær	PROPN	ADJ;INDF;NEUT;SG
hard	hard	hard	hard	PROPN	
hard	hård	hard	hård	PROPN	ADJ;INDF;MASC+FEM;SG
hard	hårdt	hard	hård	PROPN	ADJ;INDF;NEUT;SG
hard	svær	hard	svær	PROPN	ADJ;INDF;MASC+FEM;SG
wiedergänger	genganger	wiedergänger	gengang	ADJ	N;INDF;MASC+FEM;SG
faust	faust	fausen	faust		N;INDF;MASC+FEM;SG
faust	knytnæve	fausen	knytnæve		N;INDF;MASC+FEM;SG
faust	næve	fausen	næve		N;INDF;MASC+FEM;SG
vita	vita	vita	vita		
unverändert	uforandret	unverändert	uforandre	ADJ	V;INDF;SG;PST;V.PTCP
unverändert	uændret	unverändert	uændret	ADJ	V;INDF;SG;PST;V.PTCP
evans	evans	evans	evans	PROPN;NOM;MASC;SG	
anlehnung	tilslutning	anlehnung	tilslutning	ADJ	N;INDF;MASC+FEM;SG
anlehnung	tilknytning	anlehnung	tilknytning	ADJ	N;INDF;MASC+FEM;SG
anlehnung	tilhørsforhold	anlehnung	tilhørsforhold	ADJ	N;INDF;NEUT;SG
interessante	interessant	interessant	interessant	ADJ;NOM;FEM;PL	ADJ;INDF;SG
holding	bedriften	holding	bedriften		N;DEF;MASC+FEM;SG
holding	holding	holding	holding		N;INDF;MASC+FEM;SG
holding	bedrift	holding	bedrift		N;INDF;MASC+FEM;SG
apple	æble	applen	æble		N;INDF;NEUT;SG
apple	apple	applen	apple		N;INDF;MASC+FEM;SG
schwanz	plat	schwanzen	plat	N	ADJ;INDF;MASC+FEM;SG
schwanz	dick	schwanzen	dick	N	
fisch	fisk	fisch	fisk		N;INDF;MASC+FEM;SG
fisch	fish	fisch	fish		N;INDF;MASC+FEM;SG
fisch	fiske	fisch	fisk		V;NFIN;ACT
fisch	skaldyr	fisch	skaldyr		N;INDF;MASC+FEM;SG
thron	tronen	thron	trone		N;DEF;MASC+FEM;SG
thron	trone	thron	trone		N;INDF;MASC+FEM;SG
rapper	rappere	rapper	rapper		N;INDF;MASC+FEM;PL
rapper	rapper	rapper	rappe		N;INDF;MASC+FEM;SG
ozean	oceanic	ozean	oceanic		
ozean	havene	ozean	have		N;DEF;NEUT;PL
ozean	oceaner	ozean	ocean		N;INDF;MASC+FEM;PL
ozean	havet	ozean	hav		N;DEF;NEUT;SG
ozean	hav	ozean	hav		N;INDF;NEUT;SG
ozean	ocean	ozean	ocean		
untergrund	undergrund	untergrund	undergrund	ADJ	N;INDF;MASC+FEM;SG
untergrund	underjordisk	untergrund	underjordisk	ADJ	ADV
untergrund	undergrunden	untergrund	undergrund	ADJ	N;DEF;MASC+FEM;SG
untergrund	substrat	untergrund	substrat	ADJ	N;INDF;NEUT;SG
untergrund	underlag	untergrund	underlag	ADJ	N;INDF;NEUT;SG
untergrund	undergrund	untergrund	undergrund	ADJ	N;INDF;MASC+FEM;SG
untergrund	undergrunden	untergrund	undergrund	ADJ	N;DEF;MASC+FEM;SG
senior	senior	senior	senior	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
senior	højtstående	senior	højtstående	PROPN;NOM;SG	ADJ
nachkriegszeit	efterkrigstidens	nachkriegszeit	efterkrigstid	ADJ	N;GEN;DEF;MASC+FEM;SG
nachkriegszeit	efterkrigstiden	nachkriegszeit	efterkrigstid	ADJ	N;DEF;MASC+FEM;SG
aufsätze	essays	aufsätzen	essay	N;NOM;PL	N;INDF;NEUT;SG
cooper	cooper	cooper	coope	PROPN;NOM;SG	N;INDF;MASC+FEM;SG
rechner	lommeregner	rechner	lommeregne		N;INDF;MASC+FEM;PL
rechner	computere	rechner	computere		N;INDF;MASC+FEM;PL
rechner	datamater	rechner	datamat		N;INDF;MASC+FEM;PL
rechner	organisator	rechner	organisator		N;INDF;MASC+FEM;SG
rechner	vært	rechner	være		N;INDF;MASC+FEM;SG
rechner	host	rechner	host		
rechner	værten	rechner	vært		N;DEF;MASC+FEM;SG
rechner	computeren	rechner	computer		N;DEF;MASC+FEM;SG
rechner	computer	rechner	compute		N;INDF;MASC+FEM;SG
rechner	værter	rechner	værte		N;INDF;MASC+FEM;PL
rechner	regnemaskiner	rechner	regnemaskine		N;INDF;MASC+FEM;PL
ulmer	ulmer	ulm	ulmer		V;IND;PRS;FIN;ACT
schubert	schubert	schubern	schubert		N;INDF;MASC+FEM;SG
