gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
milton	милтън	milton	милтън	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
ruta	маршрут	rute	маршрут	N;DEF;FEM;SG	N;INDF;MASC;SG
ruta	път	rute	път	N;DEF;FEM;SG	N;INDF;MASC;SG
ruta	трасе	rute	трасе	N;DEF;FEM;SG	N;INDF;NEUT;SG
problematisk	проблемно	problematisk	проблемно	ADJ;INDF;NEUT;SG	ADV
forsiktig	внимателно	forsiktig	внимателно	ADJ;INDF;NEUT;SG	ADV
forsiktig	нежно	forsiktig	нежен	ADJ;INDF;NEUT;SG	ADV
gyldig	валидни	gyldig	валиден	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
gyldig	валидно	gyldig	валиден	ADJ;INDF;NEUT;SG	ADV
tykk	дебела	tykk	дебел	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tykk	плътна	tykk	плътна	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tykk	дебело	tykk	дебело	N;INDF;MASC;SG	ADV
tykk	дебел	tykk	дебел	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
talsmann	говорителят	talsmann	говорител	N;INDF;MASC;SG	N;DEF;MASC;SG
naval	военноморски	naval	военноморски	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
vanskeligheter	затруднено	vanskeligheter	затрудня-(се)	N;INDF;FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vanskeligheter	трудност	vanskeligheter	трудност	N;INDF;FEM;PL	N;INDF;FEM;SG
vanskeligheter	затруднение	vanskeligheter	затруднение	N;INDF;FEM;PL	N;INDF;NEUT;SG
kontroversielle	спорна	kontroversiell	спорен	ADJ;PL	ADJ;INDF;FEM;SG
kontroversielle	спорно	kontroversiell	спорен	ADJ;PL	ADV
kontroversielle	спорен	kontroversiell	спорен	ADJ;PL	ADJ;INDF;MASC;SG
lin	лин	lin	лин	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
kraften	сила	kraft	сила	N;DEF;MASC;SG	N;INDF;FEM;SG
nba	нба	nba	нба	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fylte	изпълнен	fylle	изпълня-(се)	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fylte	напълнена	fylle	напълня-(се)	ADJ;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fornuftig	разумно	fornuftig	разумно	ADJ;INDF;NEUT;SG	ADV
fornuftig	разумни	fornuftig	разумня-(се)	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
fornuftig	разумно	fornuftig	разумно	ADJ;INDF;NEUT;SG	ADV
fornuftig	разумни	fornuftig	разумня-(се)	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
kanter	ръбове	kante	ръб	N;INDF;NEUT;SG	N;INDF;MASC;PL
kanter	краища	kante	край	N;INDF;NEUT;SG	N;INDF;MASC;PL
sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
sony	сони	sony	сона	N;INDF;MASC;SG	N;INDF;FEM;PL
beskrivelsen	описание	beskrivels	описание	N;DEF;MASC;SG	N;INDF;NEUT;SG
mesa	меса	myse	месо	N;INDF;NEUT;SG	N;INDF;NEUT;PL
sevilla	севиля	seville	севиля	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
sevilla	севиля	seville	севиля	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
forklart	обяснено	forklare	обясня-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
trygg	безопасно	trygg	безопасен	ADJ;INDF;SG	ADV
trygg	сейф	trygg	сейф	ADJ;INDF;SG	N;INDF;FEM;SG
handle	сладкарница	handle	сладкарница	V;NFIN	N;INDF;FEM;SG
handle	магазин	handle	магазин	V;NFIN	N;INDF;MASC;SG
handle	магазинче	handle	магазинче	V;NFIN	N;INDF;NEUT;SG
handle	act	handle	act	V;NFIN	PROPN;INDF;MASC;SG
handle	акт	handle	акт	V;NFIN	N;INDF;MASC;SG
vern	верн	vern	верн	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
princeton	принстън	princeton	принстън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
sitat	цитирам	sitat	цитирам	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
knight	найт	knigh	найт	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bla	дрън	bla	дрън	N;INDF;MASC;SG	ADV
bla	бля	bla	бля	N;INDF;MASC;SG	INTJ
temperaturer	температурите	temperatur	температура	N;INDF;MASC;PL	N;DEF;FEM;PL
avløst	облекчен	avløse	облекча-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
avløst	облекчена	avløse	облекча-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lovlig	правно	lovlig	правен	ADJ;INDF;NEUT;SG	ADV
lovlig	правни	lovlig	правен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
lovlig	правен	lovlig	правя-(се)	ADJ;INDF;NEUT;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
lovlig	законно	lovlig	законен	ADJ;INDF;NEUT;SG	ADV
lovlig	законно	lovlig	законен	ADJ;INDF;NEUT;SG	ADV
beslutning	решението	beslutning	решение	N;INDF;FEM;SG	N;DEF;NEUT;SG
six	шестима	six	шестима	N	NUM;INDF;PL
six	шест	six	шест	N	NUM;INDF;PL
ward	уорд	ward	уорд	PROPN	PROPN;INDF;MASC;SG
kjære	мила	kjære	мил	N	ADJ;INDF;FEM;SG
kjære	скъпа	kjære	скъп	N	ADJ;INDF;FEM;SG
kjære	мила	kjære	мил	N	ADJ;INDF;FEM;SG
kjære	скъпи	kjære	скъп	N	ADJ;INDF;PL
kjære	скъпа	kjære	скъп	N	ADJ;INDF;FEM;SG
creek	крийк	creek	крийк	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
cole	коул	cole	коул	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
troll	тролове	troll	трол	N;INDF;NEUT;SG	N;INDF;MASC;PL
ide	ide	ide	ide	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
behandler	преработване	behandle	преработване	V;IND;PRS;FIN	N;INDF;NEUT;SG
behandler	преработка	behandle	преработка	V;IND;PRS;FIN	N;INDF;FEM;SG
behandler	обработване	behandle	обработване	V;IND;PRS;FIN	N;INDF;NEUT;SG
behandler	обработка	behandle	обработка	V;IND;PRS;FIN	N;INDF;FEM;SG
behandler	лакомства	behandle	лакомство	V;IND;PRS;FIN	N;INDF;NEUT;PL
behandler	почерпка	behandle	почерпка	V;IND;PRS;FIN	N;INDF;FEM;SG
disk	диска	disk	дискам	N;INDF;MASC;SG	N;DEF;MASC;SG
ekstreme	крайно	ekstrem	крайно	ADJ;PL	ADV
ekstreme	краен	ekstrem	краен	ADJ;PL	ADJ;INDF;MASC;SG
ekstreme	екстремно	ekstrem	екстремно	ADJ;PL	ADV
skall	черупки	skall	черупки	N;INDF;MASC;SG	N;INDF;FEM;PL
flying	летящи	flying	летящ	N;INDF;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
flying	лети	flying	летя	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
angi	задаване	angi	задаване	V;IMP;FIN	N;INDF;NEUT;SG
angi	комплект	angi	комплект	V;IMP;FIN	N;INDF;MASC;SG
angi	набор	angi	набор	V;IMP;FIN	N;INDF;MASC;SG
angi	въвеждане	angi	въвеждане	V;IMP;FIN	N;INDF;NEUT;SG
hoppe	скочи	hoppe	скоча	N;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
innover	навътре	innover	навътре	ADP	ADV
innover	навътре	innover	навътре	ADP	ADV
geologiske	геоложка	geologisk	геоложка	ADJ;PL	N;INDF;FEM;SG
hjul	колелото	hjul	колело	N;INDF;NEUT;SG	N;DEF;NEUT;SG
hjul	колела	hjul	колело	N;INDF;NEUT;SG	N;INDF;NEUT;PL
hjul	колелата	hjul	колело	N;INDF;NEUT;SG	N;DEF;NEUT;PL
beskrivelser	описанията	beskrivelser	описание	N;INDF;NEUT;SG	N;DEF;NEUT;PL
beskrivelser	описания	beskrivelser	опиша	N;INDF;NEUT;SG	N;INDF;NEUT;PL
prinsipp	принцип	prinsipp	принцип	N;INDF;NEUT;PL	N;INDF;MASC;SG
landevei	магистралата	landevei	магистрала	N;INDF;MASC;SG	N;DEF;FEM;SG
fiende	врагът	fiende	враг	N;INDF;MASC;SG	N;DEF;MASC;SG
fiende	врагове	fiende	враг	N;INDF;MASC;SG	N;INDF;MASC;PL
østlig	източна	østlig	източен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
østlig	източно	østlig	източно	N;INDF;MASC;SG	ADV
østlig	източни	østlig	източен	N;INDF;MASC;SG	ADJ;INDF;PL
østlig	източен	østlig	източа-(се)	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pensjon	пенсии	pensjon	пенсия	N;INDF;MASC;SG	N;INDF;FEM;PL
pensjon	пенсионно	pensjon	пенсионно	N;INDF;MASC;SG	ADV
vitne	свидетелите	vitne	свидетел	N;INDF;NEUT;SG	N;DEF;MASC;PL
vitne	свидетели	vitne	свидетел	N;INDF;NEUT;SG	N;INDF;MASC;PL
vitne	очевидци	vitne	очевидец	N;INDF;NEUT;SG	N;INDF;MASC;PL
vitne	свидетели	vitne	свидетел	N;INDF;NEUT;SG	N;INDF;MASC;PL
håndverk	занаяти	håndverk	занаят	N;INDF;NEUT;SG	N;INDF;MASC;PL
ivrig	нетърпеливи	ivrig	нетърпелив	ADJ;INDF;SG	ADJ;INDF;PL
heaven	рай	heav	рай	N;DEF;MASC;SG	N;INDF;MASC;SG
heaven	раят	heav	рай	N;DEF;MASC;SG	ADV
heaven	рая	heav	рай	N;DEF;MASC;SG	N;INDF;MASC;SG
avslo	отказва	avslo	отказвам-(се)	V;IND;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
undersøkt	разследван	undersøkje	разследвам	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
undersøkt	разследвани	undersøkje	разследвам	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
undersøkt	разгледани	undersøkje	разгледам	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
sjøsatt	изстреляна	sjøsatt	изстрелям	ADJ;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sjøsatt	изстрелян	sjøsatt	изстрелям	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gylne	златен	gyle	златен	ADJ;PL	ADJ;INDF;MASC;SG
gylne	златно	gyle	златен	ADJ;PL	ADV
gylne	златна	gyle	златен	ADJ;PL	ADJ;INDF;FEM;SG
utgiver	издателите	utgive	издател	N;INDF;FEM;SG	N;DEF;MASC;PL
utgiver	издатели	utgive	издател	N;INDF;FEM;SG	N;INDF;MASC;PL
øyeblikk	мигове	øyeblikk	миг	N;INDF;MASC;SG	N;INDF;MASC;PL
øyeblikk	моменти	øyeblikk	момент	N;INDF;MASC;SG	N;INDF;MASC;PL
øyeblikk	моментално	øyeblikk	моментално	N;INDF;MASC;SG	ADV
utfordringer	предизвикателствата	utfordring	предизвикателство	N;INDF;FEM;PL	N;DEF;NEUT;PL
ordinær	обикновени	ordinær	обикновен	ADJ;INDF;SG	ADJ;INDF;PL
eksistere	съществуват	eksistere	съществувам	V;IMP;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
nora	нора	nor	нора	N;INDF;FEM;SG	PROPN;INDF;FEM;SG
lei	лей	lei	лей	ADJ;INDF;SG	N;INDF;MASC;SG
produksjoner	постановки	produksjon	постановка	N;INDF;MASC;SG	N;INDF;FEM;PL
produksjoner	продукции	produksjon	продукция	N;INDF;MASC;SG	N;INDF;FEM;PL
uganda	уганда	uganda	уганда	N;DEF;NEUT;SG	N;INDF;FEM;SG
blanke	лъскаво	blank	лъскаво	ADJ;PL	ADV
blanke	лъскава	blank	лъскав	ADJ;PL	ADJ;INDF;FEM;SG
lorentzen	лоренцен	lorentz	лоренцен	N;DEF;MASC;SG	ADJ;INDF;MASC;SG
flatt	плоски	flat	плоска	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
flatt	апартамент	flat	апартамент	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
flatt	плоско	flat	плоско	ADJ;INDF;NEUT;SG	ADV
flatt	плоска	flat	плоска	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
elite	елитна	elite	елитен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
elite	елитни	elite	елитен	N;INDF;MASC;SG	ADJ;INDF;PL
elite	елитен	elite	елитен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
elite	елита	elite	елит	N;INDF;MASC;SG	N;DEF;MASC;SG
artikel	artikel	artikel	artikel	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
seksten	sixteen	seksten	sixteen	NUM;PL	PROPN;INDF;MASC;SG
seksten	шестнайсет	seksten	шестнайсет	NUM;PL	N;INDF;MASC;PL
riga	рига	rige	рига	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
tegneserier	комикси	tegneserie	комикс	N;INDF;NEUT;SG	N;INDF;MASC;PL
woods	уудс	woods	уудс	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
stabil	стабилни	stabil	стабилен	ADJ;INDF;SG	ADJ;INDF;PL
stabil	стабилно	stabil	стабилно	ADJ;INDF;SG	ADV
kjøp	купувам	kjøp	купувам	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
kjøp	купи	kjøp	купя	N;INDF;NEUT;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
kjøp	покупки	kjøp	покупка	N;INDF;NEUT;SG	N;INDF;FEM;PL
kjøp	покупките	kjøp	покупка	N;INDF;NEUT;SG	N;DEF;FEM;PL
owen	оуен	owen	оуен	PROPN	N;INDF;MASC;SG
bretagne	британи	bretage	бритам	N;INDF;FEM;SG	N;INDF;FEM;PL
bros	братя	bros	брат	N;INDF;MASC;SG	N;INDF;MASC;PL
herskere	управници	herskere	управник	N;INDF;FEM;SG	N;INDF;MASC;PL
herskere	владетели	herskere	владетел	N;INDF;FEM;SG	N;INDF;MASC;PL
tykke	дебела	tykke	дебел	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tykke	плътна	tykke	плътна	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tykke	дебело	tykke	дебело	N;INDF;MASC;SG	ADV
tykke	дебел	tykke	дебел	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
tomme	сантиметър	tom	сантиметър	ADJ;PL	N;INDF;MASC;SG
tomme	инч	tom	инч	ADJ;PL	N;INDF;MASC;SG
tomme	празно	tom	празен	ADJ;PL	ADV
tomme	празен	tom	празен	ADJ;PL	ADJ;INDF;MASC;SG
tomme	празна	tom	празная-(се)	ADJ;PL	ADJ;INDF;FEM;SG
fyller	запълване	fylle	запълване	V;IND;PRS;FIN	N;INDF;NEUT;SG
fyller	пълнене	fylle	пълнене	V;IND;PRS;FIN	N;INDF;NEUT;SG
fyller	пълнеж	fylle	пълнеж	V;IND;PRS;FIN	N;INDF;MASC;SG
before	преди	brfor	преди	N;INDF;NEUT;SG	ADP
mektig	могъщи	mektig	могащя	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
mektig	мощно	mektig	мощен	ADJ;INDF;NEUT;SG	ADV
avslutte	завърши	avslutte	завърша	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
avslutte	довърши	avslutte	довърша-(се)	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
avslutte	довърша	avslutte	довърша-(се)	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
kontoret	кабинет	kontor	кабинет	N;DEF;NEUT;SG	N;INDF;MASC;SG
kontoret	офис	kontor	офис	N;DEF;NEUT;SG	N;INDF;MASC;SG
eugene	юджийн	euge	юджийн	N;DEF;FEM;SG	PROPN;INDF;MASC;SG
maur	мравка	maur	мравка	N;INDF;NEUT;PL	N;INDF;FEM;SG
maur	мравките	maur	мравка	N;INDF;NEUT;PL	N;DEF;FEM;PL
bombefly	бомбардировач	bombefly	бомбардировач	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
bombefly	бомбардировачи	bombefly	бомбардировач	N;INDF;NEUT;SG	N;INDF;MASC;PL
clarke	кларк	clarke	кларк	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fattig	бедни	fattig	беден	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
segl	печати	segl	печат	N;INDF;NEUT;SG	N;INDF;MASC;PL
segl	тюлени	segl	тюлян	N;INDF;NEUT;SG	N;INDF;MASC;PL
segl	сийл	segl	сийл	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
mayer	мейър	mayer	мейър	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
mayer	майър	mayer	майър	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
mayer	майер	mayer	майер	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
fisker	риби	fiske	риба	N;INDF;MASC;SG	N;INDF;FEM;PL
floyd	флойд	floyd	флойд	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
århus	орхус	århus	орхус	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
tottenham	тотнъм	tottenham	тотнъм	N;DEF;MASC;SG	N;INDF;MASC;SG
opprettes	създава	opprettes	създавам	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
opprettes	създадени	opprettes	създам	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
opprettes	създадено	opprettes	създам	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opprettes	създадена	opprettes	създам	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opprettes	създаде	opprettes	създам	N;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
opprettes	създаден	opprettes	създам	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
avlange	удължени	avlange	удължа	ADJ;PL	V;PFV;INDF;PL;V.PTCP;PASS
frø	семена	frø	семе	N;INDF;NEUT;SG	N;INDF;NEUT;PL
frø	семки	frø	семка	N;INDF;NEUT;SG	N;INDF;FEM;PL
frø	семена	frø	семе	N;INDF;NEUT;SG	N;INDF;NEUT;PL
policy	политиката	policy	политика	N;INDF;NEUT;SG	N;DEF;FEM;SG
utvist	изключен	utvise	изключа	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utvist	изключени	utvise	изключа	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
maksimalt	максимум	maksimal	максимум	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
maksimalt	максимално	maksimal	максимално	ADJ;INDF;NEUT;SG	ADV
paolo	паоло	paolo	паоло	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
paolo	пауло	paolo	пауло	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
massiv	масивно	massiv	масивен	ADJ;INDF;SG	ADV
massiv	масив	massiv	масив	ADJ;INDF;SG	N;INDF;MASC;SG
massiv	масивни	massiv	масивен	ADJ;INDF;SG	ADJ;INDF;PL
germain	жермен	germain	жермен	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
earl	ърл	earl	ърл	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
rogers	роджърс	rogers	роджърс	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
salget	продажби	salg	продажба	N;DEF;NEUT;SG	N;INDF;FEM;PL
salget	продажбите	salg	продажба	N;DEF;NEUT;SG	N;DEF;FEM;PL
kobayashi	кобаяши	kobayashi	кобая	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
forsvarer	защитник	forsvare	защитник	V;IND;PRS;FIN	N;INDF;MASC;SG
produsenten	продуцент	produsent	продуцент	N;DEF;MASC;SG	N;INDF;MASC;SG
produsenten	производител	produsent	производител	N;DEF;MASC;SG	N;INDF;MASC;SG
rafael	рафаел	rafael	рафаел	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
rafael	рафаел	rafael	рафаел	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
overrasket	изненадани	overraske	изненадам-(се)	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
overrasket	изненадан	overraske	изненадам-(се)	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
overrasket	изненадана	overraske	изненадам-(се)	N;DEF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opplevelser	преживявания	opplevelser	преживяване	N;INDF;NEUT;SG	N;INDF;NEUT;PL
tiger	тайгър	tiger	тайгър	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
dominerer	доминиращ	dominere	доминирам	V;IND;PRS;FIN	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
ost	сирена	vit	сирен	N;INDF;MASC;SG	N;INDF;NEUT;PL
brygge	пиер	brygge	пиер	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
brygge	кея	brygge	кей	N;INDF;FEM;SG	N;DEF;MASC;SG
ambassaden	посолство	ambassad	посолство	N;DEF;MASC;SG	N;INDF;NEUT;SG
intervjuer	интервютата	intervjue	интервюта	N;INDF;FEM;PL	N;DEF;NEUT;PL
madison	мадисън	madison	мадисън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
konsekvent	последователно	konsekvent	последователно	ADJ;INDF;NEUT;SG	ADV
konsekvent	последователни	konsekvent	последователен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
same	същият	same	същ	DET;DEF	ADJ;DEF;MASC;SG
same	същата	same	същ	DET;DEF	ADJ;DEF;FEM;SG
same	същото	same	същ	DET;DEF	ADJ;DEF;NEUT;SG
glemt	забравил	glemme	забравя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
glemt	забравено	glemme	забравя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
glemt	забравен	glemme	забравя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
glemt	забравени	glemme	забравя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
glemt	забравена	glemme	забравя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bokstavelig	буквално	bokstavelig	буквално	N;INDF;MASC;SG	ADV
bokstavelig	буквално	bokstavelig	буквално	N;INDF;MASC;SG	ADV
systems	системи	systems	система	N;INDF;SG	N;INDF;FEM;PL
romantiske	романтично	romantisk	романтичен	ADJ;PL	ADV
romantiske	романтична	romantisk	романтичен	ADJ;PL	ADJ;INDF;FEM;SG
romantiske	романтик	romantisk	романтик	ADJ;PL	N;INDF;MASC;SG
romantiske	романтика	romantisk	романтика	ADJ;PL	N;INDF;FEM;SG
romantiske	романтичен	romantisk	романтичен	ADJ;PL	ADJ;INDF;MASC;SG
sykler	велосипеди	sykle	велосипед	N;INDF;MASC;SG	N;INDF;MASC;PL
sykler	велосипеди	sykle	велосипед	N;INDF;MASC;SG	N;INDF;MASC;PL
sykler	мотори	sykle	мотор	N;INDF;MASC;SG	N;INDF;MASC;PL
fond	фондове	fond	фонд	N;INDF;NEUT;SG	N;INDF;MASC;PL
johanna	йоана	johanna	йоана	N;INDF;FEM;SG	PROPN;INDF;FEM;SG
johanna	йоана	johanna	йоана	N;INDF;FEM;SG	PROPN;INDF;FEM;SG
kjemper	гиганти	kjempe	гигант	N;INDF;MASC;SG	N;INDF;MASC;PL
kjemper	великани	kjempe	великам	N;INDF;MASC;SG	N;INDF;MASC;PL
slank	слим	slank	слим	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
unesco	юнеско	unesco	юнеско	N	ADV
hektar	акра	hekt	акра	N;INDF;MASC;PL	N;INDF;MASC;SG
knust	разбит	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
knust	разбито	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
knust	разбита	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
knust	разбити	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
knust	съкрушен	knuse	съкруша-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
knust	опустошена	knuse	опустоша	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
knust	съкрушена	knuse	съкруша-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
knust	смачкан	knuse	смачкам	ADJ;INDF;NEUT;SG;V.PTCP	N;INDF;MASC;SG
knust	смазан	knuse	смажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
knust	смачкани	knuse	смачкан	ADJ;INDF;NEUT;SG;V.PTCP	N;INDF;MASC;PL
knust	счупен	knuse	счупя-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
knust	счупена	knuse	счупя-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
knust	счупено	knuse	счупя-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
knust	разбито	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
knust	разбити	knuse	разбия-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
seile	плават	seil	плавам	N;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
oppfunnet	измислил	oppfunn	измисля	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
oppfunnet	измислен	oppfunn	измисля	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oppfunnet	измислени	oppfunn	измисля	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
oppfunnet	измислена	oppfunn	измисля	N;DEF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oppfunnet	изобретил	oppfunn	изобретя	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
konservativ	консервативни	konservativ	консервативен	ADJ;INDF;SG	ADJ;INDF;PL
konservativ	консервативно	konservativ	консервативно	ADJ;INDF;SG	ADV
falsk	невярно	falsk	неверен	N;INDF;MASC;SG	ADV
falsk	фалшиво	falsk	фалшиво	N;INDF;MASC;SG	ADV
falsk	фалшиви	falsk	фалшив	N;INDF;MASC;SG	ADJ;INDF;PL
falsk	фалшива	falsk	фалшив	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
