پِدر	father	پِدر	father	PROPN;NOM;MASC;SG;3	N;SG
پریاگ	altar	پریاگ	altar	PROPN;NOM;MASC;SG;3	N;SG
پریاگ	india	پریاگ	india	PROPN;NOM;MASC;SG;3	PROPN;SG
پَرِیت	ghost	پَرِیت	ghost	PROPN;NOM;MASC;SG;3	N;SG
پرِیت	love	پرِیت	love	PROPN;NOM;MASC;SG;3	V;IND;FIN
پرِیت	affection	پرِیت	affection	PROPN;NOM;MASC;SG;3	N;SG
پرِیت	liking	پرِیت	like	PROPN;NOM;MASC;SG;3	N;SG
پریتا	reel	پریتا	reel	PROPN;NOM;MASC;SG;3	N;SG
پرِیتم	husband	پرِیتم	husband	PROPN;NOM;MASC;SG;3	N;SG
پرِیتم	lover	پرِیتم	lover	PROPN;NOM;MASC;SG;3	N;SG
پریتن	struggle	پریتن	struggle	PROPN;NOM;MASC;SG;3	N;SG
پریتن	endeavour	پریتن	endeavour	PROPN;NOM;MASC;SG;3	N;SG
پریتن	effort	پریتن	effort	PROPN;NOM;MASC;SG;3	N;SG
پریچَے	foreword	پریچ	foreword	PROPN;NOM;MASC;SG;3	N;SG
پریچَے	introduction	پریچ	introduction	PROPN;NOM;MASC;SG;3	N;SG
پریچَے	preface	پریچ	preface	PROPN;NOM;MASC;SG;3	N;SG
پریدہ	scattered	پریدہ	scatter	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پریدہ	flown	پریدہ	fly	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پریشان	scattered	پریشان	scatter	ADJ	V;PST;V.PTCP
پریشان	dispersed	پریشان	disperse	ADJ	V;PST;V.PTCP
پریشان	ruined	پریشان	ruin	ADJ	V;PST;V.PTCP
پریشانی	anxiety	پریشانی	anxiety	ADJ	N;SG
پریشانی	distress	پریشانی	distress	ADJ	N;SG
پریشانی	anxiety	پریشانی	anxiety	ADJ	N;SG
پریشانی	trouble	پریشانی	trouble	ADJ	N;SG
پریشانی	distress	پریشانی	distress	ADJ	N;SG
پریکھا	regret	پریکھا	regret	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پریکھا	concern	پریکھا	concern	PROPN;NOM;MASC;SG;3	N;SG
پریکھا	objection	پریکھا	objection	PROPN;NOM;MASC;SG;3	N;SG
پریکھا	complaint	پریکھا	complaint	PROPN;NOM;MASC;SG;3	N;SG
پریکھا	sorrow	پریکھا	sorrow	PROPN;NOM;MASC;SG;3	N;SG
پریم	love	پریم	love	PROPN;NOM;MASC;SG;3	V;IND;FIN
پریم	friendship	پریم	friendship	PROPN;NOM;MASC;SG;3	N;SG
پریم	kindness	پریم	kindness	PROPN;NOM;MASC;SG;3	N;SG
پریم	affection	پریم	affection	PROPN;NOM;MASC;SG;3	N;SG
پریمی	lover	پریمی	lover	PROPN;NOM;MASC;SG;3	N;SG
پریمیکا	beloved	پریمیکا	beloved	PROPN;NOM;MASC;SG;3	ADJ
پریوا	pigeon	پریوا	pigeon	PROPN;NOM;MASC;SG;3	N;SG
پریوا	messenger	پریوا	messenger	PROPN;NOM;MASC;SG;3	N;SG
پریوا	dove	پریوا	dove	PROPN;NOM;MASC;SG;3	PROPN;SG
پرِیوار	family	پرِیوار	family	PROPN;NOM;MASC;SG;3	N;SG
پریوگ	effort	پریوگ	effort	PROPN;NOM;MASC;SG;3	N;SG
پریوگ	usage	پریوگ	usage	PROPN;NOM;MASC;SG;3	N;SG
پریوگ	procedure	پریوگ	procedure	PROPN;NOM;MASC;SG;3	N;SG
پڑا	useless	پڑ	useless	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
پڑا	prostrate	پڑ	prostrate	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
پڑا	idle	پڑ	idle	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پڑاخا	cracker	پڑاخا	cracker	PROPN;NOM;MASC;SG;3	N;SG
پڑاخا	bang	پڑاخا	bang	PROPN;NOM;MASC;SG;3	N;SG
پڑاقا	cracker	پڑاقا	cracker	PROPN;NOM;MASC;SG;3	N;SG
پڑاقا	bang	پڑاقا	bang	PROPN;NOM;MASC;SG;3	N;SG
پڑائو	station	پڑائو	station	PROPN;NOM;MASC;SG;3	N;SG
پڑائو	halt	پڑائو	halt	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پڑائو	camp	پڑائو	camp	PROPN;NOM;MASC;SG;3	N;SG
پڑت	rate	پڑت	rate	PROPN;NOM;MASC;SG;3	N;SG
پڑتا	contribution	پڑ	contribution	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پڑتا	cost	پڑ	cost	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پڑتا	dividend	پڑ	dividend	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پڑتا	portion	پڑ	portion	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پڑتا	quota	پڑ	quota	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پڑتال	check	پڑتال	check	N;NOM;MASC;SG;3	V;IMP;FIN
پڑتی	wasteland	پڑ	wasteland	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
پڑچون	grocery	پڑچون	grocery	PROPN;NOM;MASC;SG;3	N;SG
پڑخچے	pieces	پڑخچا	piece	PROPN;NOM;MASC;SG;3	N;PL
پڑم	raft	پڑم	raft		N;SG
پڑنا	encamp	پڑ	encamp	V;MASC;SG;NFIN;ACT	N;SG
پڑنا	fall	پڑ	fall	V;MASC;SG;NFIN;ACT	N;SG
پِڑوانا	crush	پِڑوانا	crush	V;MASC;SG;NFIN;ACT	N;SG
پڑوس	vicinity	پڑوس	vicinity	PROPN;NOM;MASC;SG;3	N;SG
پڑوس	neighbourhood	پڑوس	neighbourhood	PROPN;NOM;MASC;SG;3	N;SG
پڑی	anxiety	پڑ	anxiety	V;PFV;FEM;SG;V.PTCP	N;SG
پڑی	calamity	پڑ	calamity	V;PFV;FEM;SG;V.PTCP	N;SG
پڑی	worry	پڑ	worry	V;PFV;FEM;SG;V.PTCP	V;IMP;FIN
پڑیَل	lazy	پڑیَل	lazy	PROPN;NOM;MASC;SG;3	ADJ
پڑیَل	rubbish	پڑیَل	rubbish	PROPN;NOM;MASC;SG;3	N;SG
پڑھا	literate	پڑھ	literate	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
پڑھانا	coax	پڑھا	coax	V;MASC;SG;V.PTCP;ACT	N;SG
پڑھائی	reading	پڑھا	reading	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پڑھائی	reading	پڑھا	reading	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پڑھائی	study	پڑھا	study	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پڑِھن	mullet	پڑِھن	mullet	PROPN;NOM;MASC;SG;3	N;SG
پڑھنا	study	پڑھ	study	V;MASC;SG;NFIN;ACT	N;SG
پڑھنت	incantation	پڑھنت	incantation	PROPN;NOM;MASC;SG;3	N;SG
پز	baking	پز	baking		N;SG
پز	cooking	پز	cooking		N;SG
پِزشک	physician	پِزشک	physician	PROPN;NOM;MASC;SG;3	N;SG
پِزوہش	investigation	پِزوہش	investigation	PROPN;NOM;MASC;SG;3	N;SG
پِزوہش	search	پِزوہش	search	PROPN;NOM;MASC;SG;3	N;SG
پِزوہش	examination	پِزوہش	examination	PROPN;NOM;MASC;SG;3	N;SG
پِزوہش	interrogation	پِزوہش	interrogation	PROPN;NOM;MASC;SG;3	N;SG
پِژمان	sad	پِژمان	sad	PROPN;NOM;MASC;SG;3	ADJ
پِژمان	sorrowful	پِژمان	sorrowful	PROPN;NOM;MASC;SG;3	ADJ
پژمُردہ	withered	پژمُردہ	wither	ADJ	V;PST;V.PTCP
پژہ	mound	پژہ	mound		N;SG
پس	behind	پس_وپیش	behind	N;NOM;MASC;SG;3	ADV
پس	back	پس_وپیش	back	N;NOM;MASC;SG;3	ADV
پس	consequently	پس_وپیش	consequently	N;NOM;MASC;SG;3	ADV
پس	after	پس_وپیش	after	N;NOM;MASC;SG;3	ADV
پِساچ	ghost	پِساچ	ghost	PROPN;NOM;MASC;SG;3	N;SG
پسادست	debt	پسادست	debt	PROPN;NOM;MASC;SG;3	N;SG
پسادست	borrowing	پسادست	borrowing	PROPN;NOM;MASC;SG;3	N;SG
پسارا	expansion	پسارا	expansion	PROPN;NOM;MASC;SG;3	N;SG
پسارنا	expand	پسارنا	expand	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پسارنا	extend	پسارنا	extend	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پسارنا	stretch	پسارنا	stretch	PROPN;NOM;MASC;SG;3	N;SG
پسارنا	display	پسارنا	display	PROPN;NOM;MASC;SG;3	N;SG
پسارنا	spread	پسارنا	spread	PROPN;NOM;MASC;SG;3	N;SG
پساری	grocer	پساری	grocer	PROPN;NOM;MASC;SG;3	N;SG
پِسان	powder	پِسان	powder	PROPN;NOM;MASC;SG;3	N;SG
پِسان	meal	پِسان	meal	PROPN;NOM;MASC;SG;3	N;SG
پِسان	flour	پِسان	flour	PROPN;NOM;MASC;SG;3	N;SG
پساوا	residue	پساوا	residue	PROPN;NOM;MASC;SG;3	N;SG
پساوا	refuse	پساوا	refuse	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پسپا	defeated	پسپا	defeat	ADJ	V;PST;V.PTCP
پسپائی	defeat	پسپائی	defeat	N;NOM;FEM;SG;3	V;IMP;FIN
پست	under	پست	under	ADJ	ADV
پست	below	پست	below	ADJ	ADV
پست	under	پست	under	ADJ	ADV
پست	down	پست	down	ADJ	ADV
پست	below	پست	below	ADJ	ADV
پِستان	dug	پِستان	dug	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پِستان	udder	پِستان	udder	PROPN;NOM;MASC;SG;3	N;SG
پِستان	bust	پِستان	bust	PROPN;NOM;MASC;SG;3	N;SG
پِستانیہ	mammal	پِستانیہ	mammal	PROPN;NOM;MASC;SG;3	N;SG
پُستک	book	پُستک	book	PROPN;NOM;MASC;SG;3	N;SG
پُستک	manuscript	پُستک	manuscript	PROPN;NOM;MASC;SG;3	N;SG
پُستک	volume	پُستک	volume	PROPN;NOM;MASC;SG;3	N;SG
پِستہ	pistachio	پِستہ	pistachio	PROPN;NOM;MASC;SG;3	N;SG
پستی	backwardness	پس	backwardness	ADJ	N;SG
پستی	fatigue	پس	fatigue	ADJ	N;SG
پستی	inferiority	پس	inferiority	ADJ	N;SG
پستی	tiredness	پس	tiredness	ADJ	N;SG
پستی	backwardness	پس	backwardness	ADJ	N;SG
پستی	fatigue	پس	fatigue	ADJ	N;SG
پستی	inferiority	پس	inferiority	ADJ	N;SG
پستی	tiredness	پس	tiredness	ADJ	N;SG
پِسر	boy	پِسر	boy	PROPN;NOM;MASC;SG;3	N;SG
پِسر	son	پِسر	son	PROPN;NOM;MASC;SG;3	N;SG
پسند	choice	پسند	choice	ADJ	N;SG
پسند	approval	پسند	approval	ADJ	N;SG
پسند	preference	پسند	preference	ADJ	N;SG
پسند	choice	پسند	choice	ADJ	N;SG
پسند	approval	پسند	approval	ADJ	N;SG
پسند	liking	پسند	like	ADJ	N;SG
پسند	preference	پسند	preference	ADJ	N;SG
پسندیدہ	liked	پسندیدہ	like	ADJ	V;IND;PST;FIN
پسندیدہ	admired	پسندیدہ	admire	ADJ	V;PST;V.PTCP
پسندیدہ	approved	پسندیدہ	approve	ADJ	V;PST;V.PTCP
پسندیدہ	selected	پسندیدہ	select	ADJ	V;PST;V.PTCP
پسندیدہ	chosen	پسندیدہ	choose	ADJ	V;PST;V.PTCP
پسندیدہ	liked	پسندیدہ	like	ADJ	V;IND;PST;FIN
پسندیدہ	favourite	پسندیدہ	favourite	ADJ	N;SG
پسندیدہ	admired	پسندیدہ	admire	ADJ	V;PST;V.PTCP
پسندیدہ	approved	پسندیدہ	approve	ADJ	V;PST;V.PTCP
پسندیدہ	selected	پسندیدہ	select	ADJ	V;PST;V.PTCP
پسندیدہ	chosen	پسندیدہ	choose	ADJ	V;PST;V.PTCP
پِسنہارا	miller	پِسنہارا	miller	PROPN;NOM;MASC;SG;3	PROPN;SG
پسُو	beast	پسُو	beast	PROPN;NOM;MASC;SG;3	N;SG
پسُو	animal	پسُو	animal	PROPN;NOM;MASC;SG;3	N;SG
پسُو	cattle	پسُو	cattle	PROPN;NOM;MASC;SG;3	N;PL
پِسّو	flea	پِسّو	flea	PROPN;NOM;MASC;SG;3	N;SG
پسواڑہ	flank	پسواڑہ	flank	PROPN;NOM;MASC;SG;3	N;SG
پسواڑہ	side	پسواڑہ	side	PROPN;NOM;MASC;SG;3	N;SG
پسیج	prepared	پسیج	prepared	PROPN;NOM;MASC;SG;3	ADJ
پسیج	moisture	پسیج	moisture	PROPN;NOM;MASC;SG;3	N;SG
پسیج	ready	پسیج	ready	PROPN;NOM;MASC;SG;3	ADJ
پسیجنا	sweat	پسیجنا	sweat	PROPN;NOM;MASC;SG;3	N;SG
پسیجنا	soften	پسیجنا	soften	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پسیجنا	sweat	پسیجنا	sweat	PROPN;NOM;MASC;SG;3	N;SG
پسیجنا	soften	پسیجنا	soften	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پسین	last	پسین	last		ADJ
پسین	posterior	پسین	posterior		ADJ
پِشاچ	ghost	پِشاچ	ghost	PROPN;NOM;MASC;SG;3	N;SG
پِشاور	peshawar	پِشاور	peshawar	PROPN;NOM;MASC;SG;3	PROPN;SG
پُشپ	flower	پُشپ	flower	PROPN;NOM;MASC;SG;3	N;SG
پُشپک	flower	پُشپک	flower	PROPN;NOM;MASC;SG;3	N;SG
پُشت	back	پُشت	back	N;NOM;MASC;SG;3	ADV
پُشتارا	mass	پُشتارا	mass	PROPN;NOM;MASC;SG;3	N;SG
پُشتارا	burden	پُشتارا	burden	PROPN;NOM;MASC;SG;3	N;SG
پُشتارا	heap	پُشتارا	heap	PROPN;NOM;MASC;SG;3	N;SG
پُشتارا	bundle	پُشتارا	bundle	PROPN;NOM;MASC;SG;3	N;SG
پُشتارا	load	پُشتارا	load	PROPN;NOM;MASC;SG;3	N;SG
پُشتانہ	background	پُشتانہ	background	ADJ	N;SG
پُشتاول	reinforcement	پُشتاول	reinforcement	ADJ	N;SG
پُشتہ	buttress	پُشتہ	buttress	ADJ	N;SG
پُشتہ	bank	پُشتہ	bank	ADJ	N;SG
پُشتہ	dyke	پُشتہ	dyke	ADJ	PROPN;SG
پُشتی	alliance	پُش	alliance	ADJ	N;SG
پُشتی	support	پُش	support	ADJ	N;SG
پُشتی	help	پُش	help	ADJ	N;SG
پُشتی	prop	پُش	prop	ADJ	N;SG
پُشتَین	ancestors	پُشتَین	ancestor	ADJ	N;PL
پُشتَین	lineage	پُشتَین	lineage	ADJ	N;SG
پُشتَینی	ancestral	پُشتَینی	ancestral	ADJ	N;SG
پشک	dew	پشک	dew		PROPN;SG
پُشکر	tank	پُشکر	tank	PROPN;NOM;MASC;SG;3	N;SG
پُشکر	intoxication	پُشکر	intoxication	PROPN;NOM;MASC;SG;3	N;SG
پُشکر	battle	پُشکر	battle	PROPN;NOM;MASC;SG;3	N;SG
پُشکر	war	پُشکر	war	PROPN;NOM;MASC;SG;3	N;SG
پُشکر	lake	پُشکر	lake	PROPN;NOM;MASC;SG;3	PROPN;SG
پُشکر	pond	پُشکر	pond	PROPN;NOM;MASC;SG;3	N;SG
پِشکِل	goats	پِشکِل	goat	PROPN;NOM;MASC;SG;3	N;PL
پِشکِل	deer	پِشکِل	deer	PROPN;NOM;MASC;SG;3	N;PL
پشم	hair	پشم	hair		N;SG
پشم	fur	پشم	fur		N;SG
پشم	wool	پشم	wool		N;SG
پشُو	animal	پشُو	animal	PROPN;NOM;MASC;SG;3	N;SG
پشُو	cattle	پشُو	cattle	PROPN;NOM;MASC;SG;3	N;PL
پشّہ	mosquito	پشّہ	mosquito	PROPN;NOM;MASC;SG;3	N;SG
پشّہ	trivial	پشّہ	trivial	PROPN;NOM;MASC;SG;3	ADJ
پشیمان	repentant	پشیمان	repentant	PROPN;NOM;MASC;SG;3	N;SG
پشیمان	penitent	پشیمان	penitent	PROPN;NOM;MASC;SG;3	N;SG
پشیمان	ashamed	پشیمان	ashamed	PROPN;NOM;MASC;SG;3	ADJ
پشیمانی	regret	پشیمانی	regret	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پشیمانی	shame	پشیمانی	shame	PROPN;NOM;MASC;SG;3	N;SG
پشیمانی	remorse	پشیمانی	remorse	PROPN;NOM;MASC;SG;3	N;SG
پشیمانی	repentance	پشیمانی	repentance	PROPN;NOM;MASC;SG;3	N;SG
پُف	puff	پُف	puff		N;SG
پکّا	firm	پکڑ	firm	PROPN;NOM;MASC;SG;3	N;SG
پکّا	expert	پکڑ	expert	PROPN;NOM;MASC;SG;3	N;SG
پکّا	shrewd	پکڑ	shrewd	PROPN;NOM;MASC;SG;3	ADJ
پکّا	sure	پکڑ	sure	PROPN;NOM;MASC;SG;3	ADJ
پکّا	standard	پکڑ	standard	PROPN;NOM;MASC;SG;3	ADJ
پکّا	cooked	پکڑ	cook	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پکّا	sharp	پکڑ	sharp	PROPN;NOM;MASC;SG;3	ADJ
پکّا	experienced	پکڑ	experienced	PROPN;NOM;MASC;SG;3	ADJ
پکّا	fast	پکڑ	fast	PROPN;NOM;MASC;SG;3	ADJ
پکّا	clever	پکڑ	clever	PROPN;NOM;MASC;SG;3	ADJ
پکّا	valid	پکڑ	valid	PROPN;NOM;MASC;SG;3	ADJ
پکّا	mature	پکڑ	mature	PROPN;NOM;MASC;SG;3	ADJ
پکّا	baked	پکڑ	bake	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پکّا	ripe	پکڑ	ripe	PROPN;NOM;MASC;SG;3	ADJ
پکّا	cunning	پکڑ	cun	PROPN;NOM;MASC;SG;3	ADJ
پکّا	certain	پکڑ	certain	PROPN;NOM;MASC;SG;3	ADJ
پکاپن	maturity	پکاپن	maturity	PROPN;NOM;MASC;SG;3	N;SG
پکاپن	strength	پکاپن	strength	PROPN;NOM;MASC;SG;3	N;SG
پُکار	summons	پُکار	summon		N;PL
پُکار	pronouncement	پُکار	pronouncement		N;SG
پُکار	shout	پُکار	shout		N;SG
پُکار	cry	پُکار	cry		V;IMP;FIN
پُکار	call	پُکار	call		N;SG
پُکار	proclamation	پُکار	proclamation		N;SG
پُکار	complaint	پُکار	complaint		N;SG
پُکارا	repute	پُکارا	repute	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پُکارا	fame	پُکارا	fame	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پُکارا	renown	پُکارا	renown	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پُکارے	openly	پُکارا	openly	PROPN;NOM;MASC;SG;3	ADV
پکانا	cook	پکانا	cook	V;MASC;SG;V.PTCP;ACT	N;SG
پکانا	bake	پکانا	bake	V;MASC;SG;V.PTCP;ACT	N;SG
پکائو	ripening	پکائو	ripen	PROPN;NOM;MASC;SG;3	N;SG
پکائی	cooking	پکا	cooking	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پکائی	ripening	پکا	ripen	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پکپن	maturity	پکپن	maturity		N;SG
پکڑ	arrest	پکڑ	arrest	V;ACT	N;SG
پکڑ	altercation	پکڑ	altercation	V;ACT	N;SG
پکڑ	objection	پکڑ	objection	V;ACT	N;SG
پکڑ	criticism	پکڑ	criticism	V;ACT	N;SG
پکڑ	accountability	پکڑ	accountability	V;ACT	N;SG
پکڑ	arrest	پکڑ	arrest	V;ACT	N;SG
پکڑ	altercation	پکڑ	altercation	V;ACT	N;SG
پکڑ	grip	پکڑ	grip	V;ACT	N;SG
پکڑ	objection	پکڑ	objection	V;ACT	N;SG
پکڑ	criticism	پکڑ	criticism	V;ACT	N;SG
پکڑ	accountability	پکڑ	accountability	V;ACT	N;SG
پکڑدھکڑ	raid	پکڑدھکڑ	raid	PROPN;NOM;MASC;SG;3	N;SG
پکڑدھکڑ	arrests	پکڑدھکڑ	arrest	PROPN;NOM;MASC;SG;3	N;PL
پکڑدھکڑ	brawl	پکڑدھکڑ	brawl	PROPN;NOM;MASC;SG;3	N;SG
پکڑائی	seizing	پکڑائی	seize	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پکڑائی	catching	پکڑائی	catch	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پکڑائی	apprehension	پکڑائی	apprehension	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
پکڑنا	catch	پکڑ	catch	V;MASC;SG;NFIN;ACT	N;SG
پکڑنا	arrest	پکڑ	arrest	V;MASC;SG;NFIN;ACT	N;SG
پکڑوانا	seize	پکڑوانا	seize	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پکش	flank	پکش	flank		N;SG
پکش	feather	پکش	feather		N;SG
پکش	wing	پکش	wing		N;SG
پکش	side	پکش	side		N;SG
پکشی	winged	پکشی	wing	PROPN;NOM;MASC;SG;3	ADJ
پکشی	bird	پکشی	bird	PROPN;NOM;MASC;SG;3	N;SG
پکنا	cook	پک	cook	V;MASC;SG;NFIN;ACT	N;SG
پکنا	mature	پک	mature	V;MASC;SG;NFIN;ACT	ADJ
پکنا	cook	پک	cook	V;MASC;SG;NFIN;ACT	N;SG
پکنا	mature	پک	mature	V;MASC;SG;NFIN;ACT	ADJ
پکھ	flank	پکھ	flank		N;SG
پکھ	wing	پکھ	wing		N;SG
پکھارنا	clean	پکھار	clean	V;MASC;SG;NFIN;ACT	ADJ
پکھاوجی	drummer	پکھاوجی	drummer	PROPN;NOM;MASC;SG;3	N;SG
پُکھراج	topaz	پُکھراج	topaz	PROPN;NOM;MASC;SG;3	N;SG
پکھڑی	petal	پکھڑی	petal	PROPN;NOM;MASC;SG;3	N;SG
پکھوا	support	پکھوا	support	PROPN;NOM;MASC;SG;3	N;SG
پکھوا	flank	پکھوا	flank	PROPN;NOM;MASC;SG;3	N;SG
پکھوا	side	پکھوا	side	PROPN;NOM;MASC;SG;3	N;SG
پکھوا	lap	پکھوا	lap	PROPN;NOM;MASC;SG;3	N;SG
پکَھوٹا	flank	پکَھوٹا	flank	PROPN;NOM;MASC;SG;3	N;SG
پکَھوٹا	wing	پکَھوٹا	wing	PROPN;NOM;MASC;SG;3	N;SG
پکَھوٹا	side	پکَھوٹا	side	PROPN;NOM;MASC;SG;3	N;SG
پکھیرو	bird	پکھیرو	bird	PROPN;NOM;MASC;SG;3	N;SG
پگا	family	پگا	family		N;SG
پگا	offspring	پگا	offspring		N;SG
پگار	salary	پگار	salary	PROPN;NOM;MASC;SG;3	N;SG
پگار	road	پگار	road	PROPN;NOM;MASC;SG;3	N;SG
پگار	path	پگار	path	PROPN;NOM;MASC;SG;3	N;SG
پگار	pay	پگار	pay	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پگار	garden	پگار	garden	PROPN;NOM;MASC;SG;3	N;SG
پگار	wages	پگار	wage	PROPN;NOM;MASC;SG;3	N;PL
پگاہ	morning	پگاہ	morning		N;SG
پگاہ	dawn	پگاہ	dawn		PROPN;SG
پگّل	crazy	پگّل	crazy		ADJ
پگّل	mad	پگّل	mad		ADJ
پگلا	crazy	پگلا	crazy	PROPN;NOM;MASC;SG;3	ADJ
پگلا	lunatic	پگلا	lunatic	PROPN;NOM;MASC;SG;3	ADJ
پگلا	mad	پگلا	mad	PROPN;NOM;MASC;SG;3	ADJ
پگنا	adore	پگ	adore	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پگوڈا	pagoda	پگوڈا	pagoda		N;SG
پِگھلنا	melt	پِگھلنا	melt	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِگھلنا	yield	پِگھلنا	yield	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِگھلنا	thaw	پِگھلنا	thaw	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پُل	bridge	پُل	bridge	PROPN;NOM;MASC;SG;3	N;SG
پُل	causeway	پُل	causeway	PROPN;NOM;MASC;SG;3	N;SG
پلّا	shad	پلّا	shad	PROPN;NOM;MASC;SG;3	N;SG
پلّا	ladle	پلّا	ladle	PROPN;NOM;MASC;SG;3	N;SG
پلّا	target	پلّا	target	PROPN;NOM;MASC;SG;3	N;SG
پلّا	scissors	پلّا	scissors	PROPN;NOM;MASC;SG;3	N;PL
پلّا	distance	پلّا	distance	PROPN;NOM;MASC;SG;3	N;SG
پِلّا	puppy	پِلِ	puppy	PROPN;NOM;MASC;SG;3	N;SG
پِلّا	cub	پِلِ	cub	PROPN;NOM;MASC;SG;3	N;SG
پلاتک	fugitive	پلاتک	fugitive	PROPN;NOM;MASC;SG;3	N;SG
پلاتک	runaway	پلاتک	runaway	PROPN;NOM;MASC;SG;3	N;SG
پلاس	canvas	پلاس	canva	PROPN;NOM;MASC;SG;3	N;SG
پِلاس	pliers	پِلاس	plier	PROPN;NOM;MASC;SG;3	N;PL
پِلپِل	pepper	پِلپِل	pepper	PROPN;NOM;MASC;SG;3	N;SG
پِلپِلا	cowardly	پِلپِلا	cowardly	PROPN;NOM;MASC;SG;3	ADJ
پِلپِلا	timid	پِلپِلا	timid	PROPN;NOM;MASC;SG;3	ADJ
پِلپِلا	soft	پِلپِلا	soft	PROPN;NOM;MASC;SG;3	ADJ
پِلپِلاہٹ	softness	پِلپِلاہٹ	softness	PROPN;NOM;MASC;SG;3	N;SG
پُلپُلاہٹ	softness	پُلپُلاہٹ	softness	PROPN;NOM;MASC;SG;3	N;SG
پُلپُلاہٹ	fear	پُلپُلاہٹ	fear	PROPN;NOM;MASC;SG;3	N;SG
پلٹا	revenge	پلٹا	revenge	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پلٹا	revolution	پلٹا	revolution	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پلٹانا	return	پلٹانا	return	V;MASC;SG;NFIN;ACT	N;SG
پلٹائو	contradiction	پلٹائو	contradiction	PROPN;NOM;MASC;SG;3	N;SG
پلٹائو	reaction	پلٹائو	reaction	PROPN;NOM;MASC;SG;3	N;SG
پُلٹِس	poultice	پُلٹِس	poultice	PROPN;NOM;MASC;SG;3	N;SG
پلٹن	platoon	پلٹن	platoon		N;SG
پلٹن	crowd	پلٹن	crowd		N;SG
پلٹن	mob	پلٹن	mob		N;SG
پلٹنا	return	پلٹ	return	V;MASC;SG;NFIN;ACT	N;SG
پلٹنا	retreat	پلٹ	retreat	V;MASC;SG;NFIN;ACT	N;SG
پِلَچنا	adhere	پِل_چنا	adhere	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پلشت	polluted	پلشت	pollute	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پلشت	impure	پلشت	impure	PROPN;NOM;MASC;SG;3	ADJ
پلشتی	pollution	پلشتی	pollution	PROPN;NOM;MASC;SG;3	N;SG
پلشتی	impurity	پلشتی	impurity	PROPN;NOM;MASC;SG;3	N;SG
پلک	instant	پلک	instant	V;SG;ACT	N;SG
پلک	moment	پلک	moment	V;SG;ACT	N;SG
پلنا	cradle	پل	cradle	PROPN;NOM;MASC;SG;3	N;SG
پلنا	thrive	پل	thrive	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پلنا	nurtured	پل	nurture	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پِلنا	storm	پِل	storm	V;MASC;SG;NFIN;ACT	N;SG
پِلنا	attack	پِل	attack	V;MASC;SG;NFIN;ACT	N;SG
پِلنٹیوں	abundant	پِلنٹی	abundant	N;NOM;MASC;PL;3	ADJ
پُلندا	heap	پُلندا	heap	PROPN;NOM;MASC;SG;3	N;SG
پُلندا	bundle	پُلندا	bundle	PROPN;NOM;MASC;SG;3	N;SG
