орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
бойцы	kämpfer	боец	kämpfer	N;ANIM;NOM;MASC;PL	ADJ
бойцы	kombattanten	боец	kombattant	N;ANIM;NOM;MASC;PL	
бойцы	fighter	боец	fight	N;ANIM;NOM;MASC;PL	ADJ
бойцы	kämpfer	боец	kämpfer	N;ANIM;NOM;MASC;PL	ADJ
лук	allium	лук	allium	N;INAN;NOM;MASC;SG	PROPN
лук	zwiebeln	лук	zwiebeln	N;INAN;NOM;MASC;SG	V;NFIN
лук	zwiebel	лук	zwiebel	N;INAN;NOM;MASC;SG	PROPN
лук	zwiebeln	лук	zwiebeln	N;INAN;NOM;MASC;SG	V;NFIN
лук	zwiebel	лук	zwiebel	N;INAN;NOM;MASC;SG	PROPN
лук	bogen	лук	biegen	N;INAN;NOM;MASC;SG	
лук	schleife	лук	schleife	N;INAN;NOM;MASC;SG	ADJ;NOM
лук	beugen	лук	beugen	N;INAN;NOM;MASC;SG	V;NFIN
лук	bug	лук	bugen	N;INAN;NOM;MASC;SG	
лук	bow	лук	bow	N;INAN;NOM;MASC;SG	PROPN
ушел	weg	уйти	weg	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
прусской	preußischen	прусский	preußisch	ADJ;INS;FEM;SG	ADJ;NOM;PL
прусской	preußische	прусский	preußisch	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
бабушка	großmutter	бабушка	großmutt	N;ANIM;NOM;FEM;SG	ADJ
бабушка	oma	бабушка	oma	N;ANIM;NOM;FEM;SG	
бабушка	großmutter	бабушка	großmutt	N;ANIM;NOM;FEM;SG	ADJ
бабушка	oma	бабушка	oma	N;ANIM;NOM;FEM;SG	
бабушка	omi	бабушка	omi	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
бабушка	großmutter	бабушка	großmutt	N;ANIM;NOM;FEM;SG	ADJ
бабушка	oma	бабушка	oma	N;ANIM;NOM;FEM;SG	
бабушка	omi	бабушка	omi	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
бабушка	grandma	бабушка	grandma	N;ANIM;NOM;FEM;SG	PROPN
фишер	fisher	фишер	fisher	N;ANIM;NOM;MASC;SG	PROPN
фишер	fischer	фишер	fischer	N;ANIM;NOM;MASC;SG	ADJ
фишер	fischer	фишер	fischer	N;ANIM;NOM;MASC;SG	ADJ
симфония	sinfonie	симфония	sinfonie	N;INAN;NOM;FEM;SG	
симфония	symphony	симфония	symphony	N;INAN;NOM;FEM;SG	
симфония	symphonie	симфония	symphonie	N;INAN;NOM;FEM;SG	
скажите	say	сказать	seyen	V;PFV;IMP;PL;2;FIN;ACT	PROPN
скажите	sag	сказать	saugen	V;PFV;IMP;PL;2;FIN;ACT	
скажите	sagt	сказать	sagen	V;PFV;IMP;PL;2;FIN;ACT	V;IND;SG;3;PRS;FIN
разрешено	zugelassene	разрешить	zugelassen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
разрешено	autorisierten	разрешить	autorisiert	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
разрешено	erlaubten	разрешить	erlaubt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
разрешено	zulässig	разрешить	zulässig	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ
разрешено	gestattet	разрешить	gestatten|statten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
разрешено	zulässig	разрешить	zulässig	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ
разрешено	autorisierten	разрешить	autorisiert	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
гражданские	civil	гражданский	civil	ADJ;NOM;PL	PROPN
гражданские	bauwesen	гражданский	bauwesen	ADJ;NOM;PL	
гражданские	zivilisten	гражданский	zivilist	ADJ;NOM;PL	
гражданские	zivilisten	гражданский	zivilist	ADJ;NOM;PL	
гражданские	zivilbevölkerung	гражданский	zivilbevölkerung	ADJ;NOM;PL	
марино	marino	марино	marino	N;INAN;NOM;MASC;SG	PROPN
александров	alexandrow	александр	alexandrow	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
яковлев	jakowlew	яковлев	jakowlew	N;ANIM;NOM;MASC;SG	PROPN;NOM
богдан	bogdan	богданин	bogdan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
проектирование	planung	проектирование	planung	N;INAN;NOM;NEUT;SG	ADJ
проектирование	entwerfen	проектирование	entwerfen	N;INAN;NOM;NEUT;SG	V;NFIN
повышенной	gesteigerte	повысить	gesteigert	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;SG
повышенной	erhöhter	повысить	erhöht	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS	ADJ
повышенной	erhöhte	повысить	erhöhen	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;SG
функционирования	funktionstüchtig	функционирование	funktionstüchtig	N;INAN;NOM;NEUT;PL	ADJ
функционирования	funktionieren	функционирование	funktionieren	N;INAN;NOM;NEUT;PL	V;NFIN
функционирования	arbeitsweise	функционирование	arbeitsweise	N;INAN;NOM;NEUT;PL	ADV
функционирования	funktionsweise	функционирование	funktionsweise	N;INAN;NOM;NEUT;PL	ADV
низкая	niedrige	низкий	niedrig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
низкая	low	низкий	low	ADJ;NOM;FEM;SG	
краснодар	krasnodar	краснодар	krasnodar	N;INAN;NOM;FEM;SG	PROPN
завершено	fertig	завершить	fertig	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ
сталинская	stalinistischen	сталинский	stalinistisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
франс	frans	франс	frans	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
франс	frankreich	франс	frankreich	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
индейцы	inder	индеец	inder	N;ANIM;NOM;MASC;PL	
индейцы	indianer	индеец	indianer	N;ANIM;NOM;MASC;PL	
трио	trio	трио	trio	N;INAN;NOM;NEUT;SG	
польшу	polen	польша	polen	N;INAN;ACC;FEM;SG	
толщиной	dicken	толщина	dick	N;INAN;INS;FEM;SG	ADJ
толщиной	dick	толщина	dick	N;INAN;INS;FEM;SG	ADJ
толщиной	dicker	толщина	dicker	N;INAN;INS;FEM;SG	ADJ
толщиной	dicke	толщина	dick	N;INAN;INS;FEM;SG	N;NOM;FEM;PL
достоинство	menschenwürde	достоинство	menschenwürde	N;INAN;NOM;NEUT;SG	ADJ
достоинство	würde	достоинство	werden	N;INAN;NOM;NEUT;SG	V;SBJV;SG;3;PST;FIN
верующих	gläubige	верующий	gläubig	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
верующих	gläubig	верующий	gläubig	N;ANIM;ACC;MASC;PL	ADJ
верующих	gläubigen	верующий	gläubig	N;ANIM;ACC;MASC;PL	ADJ
верующих	treue	верующий	treu	N;ANIM;ACC;MASC;PL	ADJ;NOM
верующих	gläubige	верующий	gläubig	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
верующих	treu	верующий	treu	N;ANIM;ACC;MASC;PL	ADJ
верующих	gläubigen	верующий	gläubig	N;ANIM;ACC;MASC;PL	ADJ
верующих	treuen	верующий	treuen	N;ANIM;ACC;MASC;PL	ADJ
пустыни	wüsten	пустыня	wüst	N;INAN;NOM;FEM;PL	V;NFIN
пустыни	wüste	пустыня	wüst	N;INAN;NOM;FEM;PL	
пустыни	wüsten	пустыня	wüst	N;INAN;NOM;FEM;PL	V;NFIN
пустыни	wüste	пустыня	wüst	N;INAN;NOM;FEM;PL	
оборона	verteidigungsministerium	оборона	verteidigungsministerium	N;INAN;NOM;FEM;SG	ADJ
оборона	verteidigungspolitik	оборона	verteidigungspolitik	N;INAN;NOM;FEM;SG	ADJ
оборона	defensiv	оборона	defensiv	N;INAN;NOM;FEM;SG	ADJ
оборона	defensive	оборона	defensiv	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
аллен	allen	аллен	alle	N;ANIM;NOM;MASC;SG	PRO;ACC;INDF;PL
технически	technisch	технически	technisch	ADV	ADJ
дяди	onkel	дядя	onkel	N;ANIM;NOM;MASC;PL	
дяди	onkels	дядя	onkels	N;ANIM;NOM;MASC;PL	
христос	christ	христос	christ	N;ANIM;NOM;MASC;SG	PROPN
христос	christus	христос	christus	N;ANIM;NOM;MASC;SG	
героиня	heldin	героиня	heldin	N;ANIM;NOM;FEM;SG	
эрика	erika	эрик	erika	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
эрика	erika	эрик	erika	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
эрика	erica	эрик	erica	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
упомянуть	erwähnung	упомянуть	Erwähnung	V;PFV;NFIN;ACT	N;NOM;FEM;SG
пещера	höhlen	пещера	höhlen	N;INAN;NOM;FEM;SG	N;NOM;PL
пещера	cave	пещера	cave	N;INAN;NOM;FEM;SG	
пещера	grotte	пещера	grott	N;INAN;NOM;FEM;SG	
пещера	höhle	пещера	höhlen	N;INAN;NOM;FEM;SG	
кабардино	kabardino	кабардин	kabardino	N;INAN;NOM;MASC;SG	ADJ
гости	besuch	гость	besuchen	N;ANIM;NOM;MASC;PL	V;IND;SG;3;PST;FIN
гости	besuchern	гость	besuchern	N;ANIM;NOM;MASC;PL	V;NFIN
гости	besucherzahlen	гость	besucherzahlen	N;ANIM;NOM;MASC;PL	V;NFIN
гости	besucher	гость	besucher	N;ANIM;NOM;MASC;PL	
гости	gästen	гость	gäst	N;ANIM;NOM;MASC;PL	V;PL;FIN
переворот	putsch	переворот	putsch	N;INAN;NOM;MASC;SG	PROPN;SG
переворот	staatsstreich	переворот	staatsstreich	N;INAN;NOM;MASC;SG	ADJ
южные	süden	южный	süden	ADJ;NOM;PL	V;NFIN
южные	süd	южный	süd	ADJ;NOM;PL	N;NOM;NEUT;SG
южные	southern	южный	southern	ADJ;NOM;PL	PROPN
южные	südliches	южный	südlich	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
южные	südlichen	южный	südlich	ADJ;NOM;PL	ADJ;ACC;MASC;SG
афганистан	afghanistan	афганистан	afghanistan	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
перри	pery	перрь	pery	N;INAN;NOM;MASC;SG	
перри	perry	перрь	perry	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
обслуживание	serviceleistungen	обслуживание	serviceleistungen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
обслуживание	dienstleistungen	обслуживание	dienstleistungen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
обслуживание	leistungen	обслуживание	leistung	N;INAN;NOM;NEUT;SG	V;PL
обслуживание	service	обслуживание	Service	N;INAN;NOM;NEUT;SG	
религиозный	religiöse	религиозный	religiös	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
религиозный	religionen	религиозный	religion	ADJ;NOM;MASC;SG	N;NOM;PL
сортов	sorten	сорт	sorten	N;INAN;GEN;MASC;PL	V;IND;PL;3;FIN
выделение	selektion	выделение	selektion	N;INAN;NOM;NEUT;SG	
вероятности	wahrscheinlichkeiten	вероятность	wahrscheinlichkeiten	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
степанов	stepanow	степан	stepanow	N;ANIM;NOM;MASC;SG	
банки	banks	банк	banks	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
банки	kreditinstitute	банк	kreditinstitut	N;INAN;NOM;MASC;PL	ADJ;SG
банки	gläser	банк	glas	N;INAN;NOM;MASC;PL	ADJ
банки	gefäße	банк	gefäßen	N;INAN;NOM;MASC;PL	
банки	dosen	банк	dose	N;INAN;NOM;MASC;PL	
патриархата	patriarchat	патриархат	patriarchat	N;INAN;GEN;MASC;SG	ADJ
используемый	gebrauchte	использовать	gebraucht	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;PL
используемый	verwendete	использовать	verwenden	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
настоящие	realen	настоящий	real	ADJ;NOM;PL	ADJ;SG
настоящие	echten	настоящий	echt	ADJ;NOM;PL	ADJ;MASC;SG
тяжёлый	heavy	тяжёлый	heavy	ADJ;NOM;MASC;SG	PROPN
тяжёлый	schwere	тяжёлый	schwer	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
сорок	forty	сорок	forty	NUM;NOM	PROPN;NOM;SG
ларри	larry	ларри	larry	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
курган	kurgan	курган	kurgan	N;INAN;NOM;MASC;SG	PROPN
зам	zam	зам	zum	N;ANIM;NOM;MASC;SG	
стояла	standen	стоять	stehen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
временной	zeitliche	временный	zeitlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
запретить	ban	запретить	ban	V;PFV;NFIN;ACT	
запретить	bann	запретить	binnen	V;PFV;NFIN;ACT	ADV
крыша	dachterrasse	крыша	dachterrasse	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
крыша	decke	крыша	decken	N;INAN;NOM;FEM;SG	
крыша	dächer	крыша	dach	N;INAN;NOM;FEM;SG	ADJ
крыша	dachterrasse	крыша	dachterrasse	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
промышленный	industrieanlagen	промышленный	industrieanlagen	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
промышленный	industrielle	промышленный	industriell	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
промышленный	industriellen	промышленный	industriell	ADJ;NOM;MASC;SG	ADJ;PL
промышленный	industrie	промышленный	industrie	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
продюсеры	erzeuger	продюсер	erzeuger	N;ANIM;NOM;MASC;PL	ADJ
продюсеры	hersteller	продюсер	hersteller	N;ANIM;NOM;MASC;PL	ADJ
продюсеры	produzenten	продюсер	produzent	N;ANIM;NOM;MASC;PL	V;IND;PL;3;PST;FIN
объяснение	erläuterungen	объяснение	erläuterung	N;INAN;NOM;NEUT;SG	V;NFIN
объяснение	erläuterung	объяснение	Erläuterung	N;INAN;NOM;NEUT;SG	ADJ;SG
объяснение	erklärungen	объяснение	erklärung	N;INAN;NOM;NEUT;SG	V;NFIN
уэст	west	уэст	west	PART	
уэст	westen	уэст	westen	PART	ADV
уэст	westliche	уэст	westlich	PART	ADJ;NOM;FEM;PL
атмосферу	erdatmosphäre	атмосфера	erdatmosphäre	N;INAN;ACC;FEM;SG	ADJ;NOM;FEM;SG
атмосферу	atmosphäre	атмосфера	atmosphäre	N;INAN;ACC;FEM;SG	ADJ;NOM;SG
добавления	ergänzungen	добавление	ergänzung	N;INAN;NOM;NEUT;PL	V;NFIN
добавления	zugänge	добавление	zugänge	N;INAN;NOM;NEUT;PL	
добавления	zusätze	добавление	zusätzen	N;INAN;NOM;NEUT;PL	
добавления	anlagen	добавление	anlagen	N;INAN;NOM;NEUT;PL	V;NFIN
добавления	anhänge	добавление	anhengen	N;INAN;NOM;NEUT;PL	
прорыв	durchbruch	прорыв	durchbruchen	N;INAN;NOM;MASC;SG	V;IND;SG;3;FIN
прорыв	bahnbrechende	прорыв	bahnbrechend	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
прорыв	breakout	прорыв	breakout	N;INAN;NOM;MASC;SG	PROPN
сложный	komplexe	сложный	komplex	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
сложный	komplizierten	сложный	kompliziert	ADJ;NOM;MASC;SG	V;PL;FIN
лат	lat	латинский	lat		
мастерство	handwerkskunst	мастерство	handwerkskunst	N;INAN;NOM;NEUT;SG	PROPN
мастерство	handwerk	мастерство	handwerk	N;INAN;NOM;NEUT;SG	
мастерство	kunsthandwerk	мастерство	kunsthandwerk	N;INAN;NOM;NEUT;SG	
мастерство	fertigkeiten	мастерство	fertigkeit	N;INAN;NOM;NEUT;SG	V;NFIN
мастерство	geschick	мастерство	geschick	N;INAN;NOM;NEUT;SG	ADJ
мастерство	geschicklichkeit	мастерство	geschicklichkeit	N;INAN;NOM;NEUT;SG	ADJ
мастерство	fähigkeiten	мастерство	fähigkeit	N;INAN;NOM;NEUT;SG	V;NFIN
сущность	essenz	сущность	essenz	N;INAN;NOM;FEM;SG	
сущность	wesentliche	сущность	wesentlich	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
сущность	essenzen	сущность	essenzen	N;INAN;NOM;FEM;SG	V;NFIN
сущность	wesentlichen	сущность	wesentlich	N;INAN;NOM;FEM;SG	ADJ
дизель	dieselkraftstoff	дизель	dieselkraftstoff	N;INAN;NOM;MASC;SG	ADJ
дизель	diesel	дизель	diesel	N;INAN;NOM;MASC;SG	
дизель	dieselmotoren	дизель	dieselmotoren	N;INAN;NOM;MASC;SG	ADJ;PL
дизель	dieselmotor	дизель	dieselmotor	N;INAN;NOM;MASC;SG	
приоритет	prioritäten	приоритет	priorität	N;INAN;NOM;MASC;SG	V;NFIN
приоритет	priorität	приоритет	priorität	N;INAN;NOM;MASC;SG	ADJ
приоритет	vorrang	приоритет	vorringen	N;INAN;NOM;MASC;SG	
кратко	kurzzeitig	кратко	kurzzeitig	ADV	ADJ
кратко	kurz	кратко	kurz	ADV	ADJ
кратко	kurze	кратко	kurz	ADV	ADJ;NOM;FEM;PL
кратко	kurzer	кратко	kurz	ADV	ADJ
кратко	kurz	кратко	kurz	ADV	ADJ
кратко	kurzen	кратко	kurz	ADV	ADJ;ACC;MASC;SG
боли	schmerz	боль	schmerz	N;INAN;NOM;FEM;PL	PROPN
боли	schmerzen	боль	schmerz	N;INAN;NOM;FEM;PL	V;NFIN
секс	geschlecht	секс	schlechen	N;INAN;NOM;MASC;SG	ADJ
секс	geschlechtsverkehr	секс	geschlechtsverkehr	N;INAN;NOM;MASC;SG	ADJ
секс	sex	секс	sex	N;INAN;NOM;MASC;SG	
уолтер	walther	уолтер	walth	N;ANIM;NOM;MASC;SG	PROPN
уолтер	walter	уолтер	walter	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
инцидент	ereignis	инцидент	ereignis	N;INAN;NOM;MASC;SG	
инцидент	vorfall	инцидент	vorfallen	N;INAN;NOM;MASC;SG	ADJ
инцидент	zwischenfall	инцидент	zwischenfall	N;INAN;NOM;MASC;SG	ADJ
посредничества	mediation	посредничество	Mediation	N;INAN;NOM;NEUT;PL	PROPN
посредничества	schlichtung	посредничество	schlichtung	N;INAN;NOM;NEUT;PL	ADJ
посредничества	vermittlung	посредничество	vermittlung	N;INAN;NOM;NEUT;PL	ADJ
серый	gray	серый	gray	ADJ;NOM;MASC;SG	PROPN;SG
серый	grauen	серый	grau	ADJ;NOM;MASC;SG	
серый	graue	серый	grau	ADJ;NOM;MASC;SG	ADJ;NOM;PL
серый	grauen	серый	grau	ADJ;NOM;MASC;SG	
серый	graue	серый	grau	ADJ;NOM;MASC;SG	ADJ;NOM;PL
серый	grey	серый	grey	ADJ;NOM;MASC;SG	PROPN;NOM;SG
филармонии	philharmonie	филармония	philharmonie	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
филармонии	philharmoniker	филармония	philharmoniker	N;INAN;NOM;FEM;PL	ADJ
филармонии	philharmonic	филармония	philharmonic	N;INAN;NOM;FEM;PL	PROPN
точность	präzises	точность	präzis	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
точность	präzise	точность	präzis	N;INAN;NOM;FEM;SG	ADJ
точность	präzision	точность	präzision	N;INAN;NOM;FEM;SG	ADJ
точность	richtigkeit	точность	richtigkeit	N;INAN;NOM;FEM;SG	ADJ
точность	präzision	точность	präzision	N;INAN;NOM;FEM;SG	ADJ
просмотра	ansehen	просмотр	ansehen	N;INAN;GEN;MASC;SG	V;NFIN
просмотра	besichtigung	просмотр	Besichtigung	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
политбюро	politbüros	политбюро	politbüros	N;INAN;NOM;NEUT;SG	ADJ
альянс	bündnis	альянс	bündnis	N;INAN;NOM;MASC;SG	
альянс	alliance	альянс	alliance	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
альянс	allianz	альянс	allianz	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
проза	prosa	проза	prosa	N;INAN;NOM;FEM;SG	
белки	proteinen	белок	protein	N;INAN;NOM;MASC;PL	V;NFIN
белки	protein	белок	protein	N;INAN;NOM;MASC;PL	PROPN
белки	eiweiß	белок	eiweiß	N;INAN;NOM;MASC;PL	
белки	proteine	белок	proteine	N;INAN;NOM;MASC;PL	
белки	proteinen	белок	protein	N;INAN;NOM;MASC;PL	V;NFIN
белки	proteine	белок	proteine	N;INAN;NOM;MASC;PL	
белки	eiweiß	белок	eiweiß	N;INAN;NOM;MASC;PL	
белки	eichhörnchen	белок	eichhörnch	N;INAN;NOM;MASC;PL	
мяса	fleisch	мясо	fleisch	N;INAN;GEN;NEUT;SG	ADJ
скандал	skandalös	скандал	skandalös	N;INAN;NOM;MASC;SG	ADJ
скандал	affäre	скандал	affäre	N;INAN;NOM;MASC;SG	ADJ;SG
скандал	skandale	скандал	skandal	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
петровский	petrowski	петровский	petrowski	ADJ;NOM;MASC;SG	
разницы	spielraum	разница	spielraum	N;INAN;NOM;FEM;PL	ADJ
разницы	gewinnspanne	разница	gewinnspanne	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
разницы	marge	разница	margen	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
разницы	spanne	разница	spannen	N;INAN;NOM;FEM;PL	
свадьбы	hochzeit	свадьба	hochzeit	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
свадьбы	hochzeiten	свадьба	hochzeiten	N;INAN;NOM;FEM;PL	ADJ
свадьбы	heirat	свадьба	heirat	N;INAN;NOM;FEM;PL	
свадьбы	hochzeit	свадьба	hochzeit	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
свадьбы	hochzeiten	свадьба	hochzeiten	N;INAN;NOM;FEM;PL	ADJ
свадьбы	heiraten	свадьба	heiraten	N;INAN;NOM;FEM;PL	V;NFIN
свадьбы	trauung	свадьба	trauung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ранение	verletzte	ранение	verletzen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
ранение	verletzungen	ранение	verletzungen	N;INAN;NOM;NEUT;SG	V;NFIN
ранение	schädigung	ранение	schädigung	N;INAN;NOM;NEUT;SG	ADJ
ранение	schaden	ранение	schaden	N;INAN;NOM;NEUT;SG	V;NFIN
ранение	wunde	ранение	wehden	N;INAN;NOM;NEUT;SG	
ранение	wunden	ранение	wehden	N;INAN;NOM;NEUT;SG	N;NOM;PL
орловская	orjol	орловский	orjol	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
подразумевает	implizit	подразумевать	implizit	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
подразумевает	implizite	подразумевать	implizit	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
фсб	fsb	феб	fsb	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
пенсильвания	pennsylvania	пенсильвание	pennsylvania	N;INAN;NOM;NEUT;PL	PROPN;NOM;NEUT;SG
арбитра	schiedsrichter	арбитр	schiedsrichter	N;ANIM;ACC;MASC;SG	ADJ
цепь	schaltungen	цепь	schaltung	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
цепь	kreislauf	цепь	kreislauf	N;INAN;NOM;FEM;SG	PROPN
цепь	circuit	цепь	circuit	N;INAN;NOM;FEM;SG	PROPN
цепь	rennstrecke	цепь	rennstrecke	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
цепь	schaltung	цепь	schaltung	N;INAN;NOM;FEM;SG	ADJ
цепь	hotelkette	цепь	hotelkett	N;INAN;NOM;FEM;SG	
цепь	chain	цепь	chain	N;INAN;NOM;FEM;SG	PROPN
видна	sichtbare	видный	sichtbar	ADJ;FEM;SG	ADJ;NOM;FEM;PL
пруд	teich	пруд	teich	N;INAN;NOM;MASC;SG	
пруд	teiche	пруд	teichen	N;INAN;NOM;MASC;SG	
звёздный	stellar	звёздный	stellar	ADJ;NOM;MASC;SG	PROPN
пятой	fünfte	пятый	fünft	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
пятой	fünftes	пятый	fünft	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
волгоград	wolgograd	волгоград	wolgograd	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
персона	persona	персона	persona	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
умершего	verstorbener	умереть	verstorben	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	ADJ
умершего	verstorbenen	умереть	verstorben	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
умершего	verstorbene	умереть	verstorben	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	ADJ;NOM;FEM;SG
заменены	überholt	заменить	überholt	V;PFV;PL;PST;V.PTCP;PASS	ADJ;V.PTCP
заменены	ersetzte	заменить	ersetzen	V;PFV;PL;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
процессор	verarbeiter	процессор	verarbeiter	N;INAN;NOM;MASC;SG	
процессор	prozessoren	процессор	prozessor	N;INAN;NOM;MASC;SG	N;NOM;PL
процессор	prozessor	процессор	prozessor	N;INAN;NOM;MASC;SG	PROPN
процессор	cpu	процессор	cpu	N;INAN;NOM;MASC;SG	PROPN;SG
процессор	prozessor	процессор	prozessor	N;INAN;NOM;MASC;SG	PROPN
изредка	gelegentlich	изредка	gelegentlich	ADV	ADJ
эксперименты	experimentiert	эксперимент	experimentieren	N;INAN;NOM;MASC;PL	V;V.PTCP
эксперименты	experimentieren	эксперимент	experimentieren	N;INAN;NOM;MASC;PL	V;NFIN
эксперименты	experimente	эксперимент	experiment	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
эксперименты	experimenten	эксперимент	experiment	N;INAN;NOM;MASC;PL	V;FIN
эксперименты	versuche	эксперимент	versuchen	N;INAN;NOM;MASC;PL	N;NOM;SG
эксперименты	experimentiert	эксперимент	experimentieren	N;INAN;NOM;MASC;PL	V;V.PTCP
эксперименты	experimente	эксперимент	experiment	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
эксперименты	experimenten	эксперимент	experiment	N;INAN;NOM;MASC;PL	V;FIN
эксперименты	experimentiert	эксперимент	experimentieren	N;INAN;NOM;MASC;PL	V;V.PTCP
эксперименты	experimente	эксперимент	experiment	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
эксперименты	experimentieren	эксперимент	experimentieren	N;INAN;NOM;MASC;PL	V;NFIN
монах	mönch	монах	mönch	N;ANIM;NOM;MASC;SG	PROPN;SG
монах	mönch	монах	mönch	N;ANIM;NOM;MASC;SG	PROPN;SG
монах	monk	монах	monk	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гражданина	bürger	гражданин	bürger	N;ANIM;ACC;MASC;SG	
гражданина	bürgerrechte	гражданин	bürgerrecht	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;PL
флоренции	florenz	флоренция	florenz	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
занят	fleißig	занять	fleißig	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ
