von	from	von	from	ADP	
frauen	kadınlar	frau	kadın	V;NFIN	ADJ;NOM;PL;3
buch	buch	bachen	buch	ADV	
buch	kitap	bachen	kitap	ADV	N;NOM;SG;3
buch	kitapları	bachen	kitap	ADV	N;ACC;PL;3
buch	kitap	bachen	kitap	ADV	N;NOM;SG;3
buch	kitaplar	bachen	kitap	ADV	N;NOM;PL;3
buch	ledger	bachen	ledger	ADV	
provinz	eyaletler	provinz	eyalet		N;NOM;PL;3
provinz	illeri	provinz	il		N;ACC;PL;3
dir	sen	dur	sen		PRO;NOM;SG;2
dir	seni	dur	sen		PRO;ACC;SG;2
dir	siz	dur	siz		PRO;NOM;PL;2
quellen	kaynakları	quell	kaynak	V;NFIN	N;ACC;PL;3
quellen	kaynaklar	quell	kaynak	V;NFIN	N;NOM;PL;3
quellen	pınar	quell	pınar	V;NFIN	
quellen	springs	quell	springs	V;NFIN	PROPN;NOM;SG;3
bleibt	kalıntıları	bleiben	kalıntı	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
bleibt	kalıntılar	bleiben	kalıntı	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
bleibt	kalır	bleiben	kal	V;IND;SG;3;PRS;FIN	
bleibt	kalacak	bleiben	kal	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;FUT
kilometer	kilometre	kilometer	kilometre	ADJ	
kilometer	kilometrelerce	kilometer	kilometrelerce	ADJ	ADV
kilometer	miles	kilometer	miles	ADJ	
kilometer	mil	kilometer	mil	ADJ	
kilometer	kilometre	kilometer	kilometre	ADJ	
stunden	saatleri	stehen	saat	V;NFIN	N;ACC;PL;3
stunden	saatlerce	stehen	saatlerce	V;NFIN	ADV
stunden	saatler	stehen	saat	V;NFIN	N;NOM;PL;3
stunden	saat	stehen	saat	V;NFIN	
stunden	saatlik	stehen	saatlik	V;NFIN	
martin	martin	martin	martin	PROPN;NOM;MASC;SG	
ernst	ciddi	ernst	ciddi	PROPN	ADJ
ernst	ernst	ernst	ernst	PROPN	PROPN;NOM;SG;3
ernst	cidden	ernst	cidden	PROPN	
ernst	ernest	ernst	ernest	PROPN	
ernst	ciddi	ernst	ciddi	PROPN	ADJ
schule	okullar	schule	okul	N;NOM;FEM;SG	N;NOM;PL;3
schule	okulları	schule	okul	N;NOM;FEM;SG	N;NOM;PL;3
schule	okula	schule	okul	N;NOM;FEM;SG	N;DAT;SG;3
schule	okul	schule	okul	N;NOM;FEM;SG	
schule	school	schule	school	N;NOM;FEM;SG	
leipzig	leipzig	leipzig	leipzig	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
ludwig	louis	ludwig	louis	PROPN;NOM;MASC;SG	
ludwig	ludwig	ludwig	ludbig	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
jeder	kimse	jed	kimse	PRO;NOM;INDF;MASC;SG	N;NOM;SG;3
jeder	herkese	jed	herkes	PRO;NOM;INDF;MASC;SG	N;DAT;SG;3
jeder	herkes	jed	herkes	PRO;NOM;INDF;MASC;SG	N;NOM;SG;3
jeder	herkez	jed	herkez	PRO;NOM;INDF;MASC;SG	
jeder	herkeze	jed	herkez	PRO;NOM;INDF;MASC;SG	N;DAT;SG;3
jeder	herkese	jed	herkes	PRO;NOM;INDF;MASC;SG	N;DAT;SG;3
jeder	herkes	jed	herkes	PRO;NOM;INDF;MASC;SG	N;NOM;SG;3
jeder	herkez	jed	herkez	PRO;NOM;INDF;MASC;SG	
jeder	her	jed	her	PRO;NOM;INDF;MASC;SG	DET
archivierung	arşivleme	archivierung	arşivle	N;NOM;FEM;SG	
archivierung	arşivi	archivierung	arşivi	N;NOM;FEM;SG	
archivierung	arşiv	archivierung	arşiv	N;NOM;FEM;SG	
archivierung	arşiv	archivierung	arşiv	N;NOM;FEM;SG	
dorf	köyleri	dorf	köy	N;NOM;NEUT;SG	N;ACC;PL;3
dorf	dorf	dorf	dorf	N;NOM;NEUT;SG	PROPN;NOM;SG;3
dorf	köyü	dorf	köy	N;NOM;NEUT;SG	
dorf	köy	dorf	köy	N;NOM;NEUT;SG	
robert	robert	robern	robert	PROPN;NOM;MASC;SG	
tochter	kızı	tocht	kız		ADJ;NOM;SG;3
tochter	kızım	tocht	kız		ADJ;NOM;SG;3
staaten	devletler	staaten	devlet	V;FIN	N;NOM;PL;3
staaten	eyaletler	staaten	eyalet	V;FIN	N;NOM;PL;3
staaten	ülkeler	staaten	ülke	V;FIN	N;NOM;PL;3
staaten	ülkelere	staaten	ülke	V;FIN	N;DAT;PL;3
staaten	ülkeleri	staaten	ülke	V;FIN	N;ACC;PL;3
mannschaft	mürettebat	mannschaft	mürettebat	ADJ	N;NOM;SG;3
mannschaft	tayfa	mannschaft	tayfa	ADJ	
mannschaft	ekip	mannschaft	ekip	ADJ	
mannschaft	team	mannschaft	team	ADJ	
mannschaft	ekip	mannschaft	ekip	ADJ	
mannschaft	takım	mannschaft	takım	ADJ	
gesperrt	sakat	sperren	sakat	V;V.PTCP	
gesperrt	engelli	sperren	engelli	V;V.PTCP	
gesperrt	yasaklı	sperren	yasaklı	V;V.PTCP	
gesperrt	yasaklandı	sperren	yasakla	V;V.PTCP	
gesperrt	kilitli	sperren	kilitli	V;V.PTCP	
gesperrt	askıya	sperren	askı	V;V.PTCP	N;DAT;SG;3
gesperrt	engellendi	sperren	engelle	V;V.PTCP	
stark	şiddetle	stark	şiddet	ADJ	N;INS;SG;3
stark	güçlü	stark	güçlü	ADJ	
stark	kuvvetli	stark	kuvvetli	ADJ	
stark	stark	stark	stark	ADJ	
gewählt	seçili	wählen	seçili	V;V.PTCP	
anschließend	öyleyse	anschließend	öyleyse	ADJ	
anschließend	ozaman	anschließend	oza	ADJ	
anschließend	sonra	anschließend	sonra	ADJ	ADV
anschließend	akabinde	anschließend	akabin	ADJ	N;ESS;SG;3
anschließend	sonrasında	anschließend	sonra	ADJ	N;ESS;SG;3
oben	üst	oben	üst	ADV	
oben	üstü	oben	üst	ADV	
oben	top	oben	top	ADV	
oben	üstte	oben	üst	ADV	ADJ;ESS;SG;3
oben	yukarıda	oben	yukarı	ADV	ADJ;ESS;SG;3
oben	yukarıdaki	oben	yukarıdakiki	ADV	
oben	yukarıda	oben	yukarı	ADV	ADJ;ESS;SG;3
oben	üzeri	oben	üzer	ADV	
oben	üstünde	oben	üst	ADV	ADJ;ESS;SG;3
oben	üstü	oben	üst	ADV	
oben	yukarda	oben	yukar	ADV	
mann	kocası	mann	koca		ADJ;NOM;SG;3
mann	kocacığım	mann	koc		N;NOM;SG;3
mann	insan	mann	insan		N;NOM;SG;3
mann	adam	mann	adam		N;NOM;SG;3
mann	adamım	mann	adam		N;NOM;SG;3
spielen	kumar	spielen	kumar	V;NFIN	
spielen	oyun	spielen	oyun	V;NFIN	
spielen	play	spielen	play	V;NFIN	
spielen	oyna	spielen	oyna	V;NFIN	
spielen	çal	spielen	çal	V;NFIN	
spielen	oyun	spielen	oyun	V;NFIN	
spielen	maçlar	spielen	maç	V;NFIN	N;NOM;PL;3
spielen	oyunlar	spielen	oyun	V;NFIN	N;NOM;PL;3
spielen	oyunları	spielen	oyun	V;NFIN	N;ACC;PL;3
spielen	kumar	spielen	kumar	V;NFIN	
iii	iii	iii	iii	PROPN	
weiß	white	wissen	whit	V;IND;SG;3;PRS;FIN	PROPN;NOM;SG;3
weiß	beyaz	wissen	beyaz	V;IND;SG;3;PRS;FIN	
weiß	bil	wissen	bil	V;IND;SG;3;PRS;FIN	
weiß	bilin	wissen	bil	V;IND;SG;3;PRS;FIN	
weiß	bilir	wissen	bil	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
weiß	kafkas	wissen	kafkas	V;IND;SG;3;PRS;FIN	
weiß	beyaz	wissen	beyaz	V;IND;SG;3;PRS;FIN	
bar	bar	bar	bar	PROPN	N;NOM;SG;3
bar	çubuk	bar	çubuk	PROPN	
amt	büro	amt	büro	N;NOM;NEUT;SG	
amt	office	amt	office	N;NOM;NEUT;SG	
amt	ofis	amt	ofis	N;NOM;NEUT;SG	
amt	amt	amt	amt	N;NOM;NEUT;SG	
blieb	kaldım	bleiben	kal	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
sogar	hatta	sogar	hatta	ADV	CONJ
county	şehristanı	county	şehristan	PROPN;NOM;MASC;SG	N;NOM;SG;3
county	ilçe	county	ilçe	PROPN;NOM;MASC;SG	
county	county	county	county	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
sowohl	ikisi	sowohl	iki	CONJ	
sowohl	darısı	sowohl	darı	CONJ	ADJ;NOM;SG;3
sowohl	ikiside	sowohl	iki	CONJ	NUM;ESS;SG;3
seiten	taraflar	seiten	taraf	V;NFIN	N;NOM;PL;3
seiten	yanları	seiten	yan	V;NFIN	ADJ;NOM;PL;3
seiten	taraf	seiten	taraf	V;NFIN	
seiten	sayfaya	seiten	sayfa	V;NFIN	N;DAT;SG;3
seiten	sayfa	seiten	sayf	V;NFIN	
seiten	sayfada	seiten	sayfa	V;NFIN	N;ESS;SG;3
seiten	sayfası	seiten	sayfa	V;NFIN	N;NOM;SG;3
seiten	sayfayı	seiten	sayfa	V;NFIN	N;ACC;SG;3
seiten	sayfaları	seiten	sayfa	V;NFIN	N;ACC;PL;3
seiten	sayfalar	seiten	sayfa	V;NFIN	N;NOM;PL;3
seiten	siteler	seiten	site	V;NFIN	N;NOM;PL;3
seiten	siteleri	seiten	site	V;NFIN	N;ACC;PL;3
richtung	yön	richtung	yön	V;V.PTCP	
richtung	yönü	richtung	yön	V;V.PTCP	N;ACC;SG;3
richtung	istikamet	richtung	istikamet	V;V.PTCP	
köln	kolonya	köln	kolon	PROPN;NOM;NEUT;SG	N;NOM;SG;3
köln	köln	köln	köln	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
köln	parfüm	köln	parfüm	PROPN;NOM;NEUT;SG	
wer	wer	wer	wer	PRO;NOM;SG	
wer	kimler	wer	kim	PRO;NOM;SG	
wer	who	wer	who	PRO;NOM;SG	
wer	kimler	wer	kim	PRO;NOM;SG	
kleine	ufak	klein	ufak	ADJ;NOM;FEM;PL	
kleine	kucuk	klein	kucuk	ADJ;NOM;FEM;PL	
kleine	minik	klein	minik	ADJ;NOM;FEM;PL	
kleine	az	klein	az	ADJ;NOM;FEM;PL	ADV
kleine	kleine	klein	kle	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
version	sürüm	version	sürü	N;NOM;FEM;SG	
version	versiyon	version	ver	N;NOM;FEM;SG	
version	sürümü	version	sürü	N;NOM;FEM;SG	N;ACC;SG;3
international	international	international	international	ADJ	N;NOM;SG;3
international	yurtdışı	international	yurtdışı	ADJ	
international	uluslararası	international	uluslararası	ADJ	
tage	tage	tagen	tage	N;NOM;MASC;PL	
tage	günlerden	tagen	gün	N;NOM;MASC;PL	N;AT+ABL;PL;3
tage	günleri	tagen	gün	N;NOM;MASC;PL	N;ACC;PL;3
tage	günlerce	tagen	günlerce	N;NOM;MASC;PL	ADV
tage	gündüz	tagen	gündüz	N;NOM;MASC;PL	
tage	gun	tagen	gun	N;NOM;MASC;PL	
tage	gün	tagen	gün	N;NOM;MASC;PL	N;NOM;SG;3
rahmen	çerçeveleri	rahmen	çerçeve	V;NFIN	N;ACC;PL;3
rahmen	çerçeve	rahmen	çerçev	V;NFIN	N;NOM;SG;3
rahmen	çerçeve	rahmen	çerçev	V;NFIN	N;NOM;SG;3
rahmen	çerçevesi	rahmen	çerçeve	V;NFIN	N;NOM;SG;3
rahmen	çerçeve	rahmen	çerçev	V;NFIN	N;NOM;SG;3
rahmen	kare	rahmen	kare	V;NFIN	
rahmen	çerçeveler	rahmen	çerçeve	V;NFIN	N;NOM;PL;3
werke	çalışır	werk	çalış	N;NOM;NEUT;PL	
werke	çalışıyor	werk	çalış	N;NOM;NEUT;PL	V;PROG;IND;SG;3;POS;INFM;PRS
werke	werke	werk	werke	N;NOM;NEUT;PL	PROPN;NOM;SG;3
gegenüber	karşıt	gegenüber	karşıt	ADP	
gegenüber	zıt	gegenüber	zıt	ADP	
offizielle	resmî	offiziell	resmî	ADJ;NOM;FEM;PL	
offizielle	official	offiziell	official	ADJ;NOM;FEM;PL	N;NOM;SG;3
offizielle	resmi	offiziell	resmi	ADJ;NOM;FEM;PL	
offizielle	offical	offiziell	offical	ADJ;NOM;FEM;PL	
kommen	gelin	kommen	gel	V;NFIN	
deutlich	net	deutlich	net	ADJ	
deutlich	temizle	deutlich	temiz	ADJ	V;PFV;IMP;SG;2;POS;PRS
deutlich	temiz	deutlich	temiz	ADJ	
deutlich	berrak	deutlich	berrak	ADJ	
deutlich	açıkça	deutlich	açıkça	ADJ	
autor	yazar	autor	yazar	N;NOM;MASC;SG	
autor	yazarı	autor	yazar	N;NOM;MASC;SG	
fußballspieler	futbolcular	fußballspieler	futbolcu	ADJ	N;NOM;PL;3
fußballspieler	futbolcu	fußballspieler	futbolcu	ADJ	
wirklich	cidden	wirklich	cidden	ADV	
preis	fiyat	preis	fiyat	PROPN	
preis	fiyatı	preis	fiyat	PROPN	N;ACC;SG;3
preis	bedel	preis	bedel	PROPN	
preis	ödül	preis	ödül	PROPN	
preis	ödülü	preis	ödül	PROPN	N;ACC;SG;3
preis	ücretlendirme	preis	ücretle	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
hin	hin	hin	hin	ADV	N;NOM;SG;3
ddr	ddr	ddr	i	PROPN;NOM;SG	
ddr	dac	ddr	dac	PROPN;NOM;SG	
genau	aynen	genau	aynen	ADV	
genau	kesinlikle	genau	kesinlik	ADV	N;INS;SG;3
spiel	oyun	spielen	oyun	N;NOM;NEUT;SG	
spiel	oyun	spielen	oyun	N;NOM;NEUT;SG	
spiel	maçlar	spielen	maç	N;NOM;NEUT;SG	N;NOM;PL;3
spiel	oyunlar	spielen	oyun	N;NOM;NEUT;SG	N;NOM;PL;3
spiel	oyunları	spielen	oyun	N;NOM;NEUT;SG	N;ACC;PL;3
spiel	oyun	spielen	oyun	N;NOM;NEUT;SG	
spiel	play	spielen	play	N;NOM;NEUT;SG	
spiel	oyna	spielen	oyna	N;NOM;NEUT;SG	
spiel	oynayın	spielen	oyna	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
spiel	çal	spielen	çal	N;NOM;NEUT;SG	
spiel	eşleşme	spielen	eşleş	N;NOM;NEUT;SG	
spiel	karşılaşma	spielen	karşılaşma	N;NOM;NEUT;SG	
spiel	kibrit	spielen	kibrit	N;NOM;NEUT;SG	
teilweise	kısım	teilweise	kısım	ADV	
teilweise	parçası	teilweise	parça	ADV	N;NOM;SG;3
teilweise	bölüm	teilweise	bölüm	ADV	
teilweise	part	teilweise	part	ADV	
teilweise	kısmen	teilweise	kısmen	ADV	
teilweise	kısmi	teilweise	kısmi	ADV	
teilweise	kısmen	teilweise	kısmen	ADV	
burg	château	burg	chutea		N;NOM;SG;3
burg	kalesi	burg	kale		N;NOM;SG;3
burg	burg	burg	burg		PROPN;NOM;SG;3
schweiz	isviçre	Schweiz	isviçre	PROPN;SG	
serie	serisi	serie	seri	N;NOM;FEM;SG	PROPN;NOM;SG;3
serie	seri	serie	seri	N;NOM;FEM;SG	
serie	serie	serie	seri	N;NOM;FEM;SG	
erreichte	elde	erreichen	el	V;IND;SG;3;PST;FIN	N;ESS;SG;3
verschiedene	farkli	verschieden	farkli	ADJ;NOM;FEM;PL	
verschiedene	değişik	verschieden	değişik	ADJ;NOM;FEM;PL	
verschiedene	çeşitli	verschieden	çeşitli	ADJ;NOM;FEM;PL	
verschiedene	çeşitli	verschieden	çeşitli	ADJ;NOM;FEM;PL	
schweizer	isviçreli	schweizer	isviçreli	ADJ	
schweizer	schweizer	schweizer	schweizer	ADJ	PROPN;NOM;SG;3
natürlich	rota	natürlich	rota	ADJ	
natürlich	kurs	natürlich	kurs	ADJ	N;NOM;SG;3
jemand	kimse	jemand	kimse	PRO;NOM;INDF;SG	N;NOM;SG;3
jemand	birini	jemand	biri	PRO;NOM;INDF;SG	PRO;ACC;SG;3
jemand	birileri	jemand	biri	PRO;NOM;INDF;SG	PRO;NOM;PL;3
jemand	birileri	jemand	biri	PRO;NOM;INDF;SG	PRO;NOM;PL;3
gar	gar	gar	gar	ADV	
arbeiten	çalış	arbeiten	çalış	V;NFIN	
arbeiten	iş	arbeiten	iş	V;NFIN	N;NOM;SG;3
arbeiten	çalışan	arbeiten	çalış	V;NFIN	
arbeiten	çalışır	arbeiten	çalış	V;NFIN	
tag	etiketle	tagen	etiket	N;NOM;MASC;SG	N;INS;SG;3
tag	tag	tagen	tag	N;NOM;MASC;SG	
tag	etiket	tagen	etiket	N;NOM;MASC;SG	
tag	gündüz	tagen	gündüz	N;NOM;MASC;SG	
tag	gun	tagen	gun	N;NOM;MASC;SG	
norden	kuzey	norden	kuzey	V;NFIN	
norden	kuzeyde	norden	kuzeyde	V;NFIN	N;ESS;SG;3
norden	north	norden	north	V;NFIN	PROPN;NOM;SG;3
norden	kuzeye	norden	kuze	V;NFIN	N;DAT;SG;3
norden	kuzey	norden	kuzey	V;NFIN	
stelle	ceset	stellen	ceset	V;IND;SG;3;PRS;FIN	
stelle	vücut	stellen	vücut	V;IND;SG;3;PRS;FIN	
stelle	beden	stellen	beden	V;IND;SG;3;PRS;FIN	
stelle	yer	stellen	yer	V;IND;SG;3;PRS;FIN	N;NOM;SG;3
errichtet	inşa	errichten	inşa	V;V.PTCP	
literatur	edebi	literatur	et	ADJ	
literatur	edebiyat	literatur	edebiyat	ADJ	N;NOM;SG;3
literatur	edebiyatı	literatur	edebiyat	ADJ	N;ACC;SG;3
literatur	edebiyat	literatur	edebiyat	ADJ	N;NOM;SG;3
literatur	bibliyografya	literatur	bible	ADJ	N;NOM;SG;3
einsatz	kullanım	einsatz	kullanım	N	
eigene	kendi	eigen	kendi	ADJ;NOM;FEM;PL	PRO;NOM;SG;3;REFL
millionen	milyon	million	milyon	N;NOM;FEM;PL	
millionen	milyonlar	million	milyon	N;NOM;FEM;PL	
millionen	milyonlarca	million	milyonlarca	N;NOM;FEM;PL	NUM
millionen	milyon	million	milyon	N;NOM;FEM;PL	
zahlreiche	birçok	zahlreich	birçok	ADJ;NOM;FEM;PL	DET
jahres	jahres	jahres	jahres	N;NOM;NEUT;SG	
jahres	yıl	jahres	yıl	N;NOM;NEUT;SG	
jahres	yılı	jahres	yıl	N;NOM;NEUT;SG	
jahres	sene	jahres	sene	N;NOM;NEUT;SG	
erneut	yine	erneut	yine	ADJ	ADV
erneut	gene	erneut	gene	ADJ	ADV
erneut	yeniden	erneut	yeniden	ADJ	ADV
erneut	tekrar	erneut	tekrar	ADJ	
krieg	war	kriegen	war	N	
krieg	savas	kriegen	savas	N	
französischen	fransızlar	französisch	fransız	ADJ;NOM;MASC;PL	N;NOM;PL;3
französischen	fransız	französisch	fransız	ADJ;NOM;MASC;PL	
französischen	fransızca	französisch	fransızca	ADJ;NOM;MASC;PL	
meisten	çoğu	meist	çok	ADJ;NOM;INDF;PL	
meisten	çogu	meist	çogu	ADJ;NOM;INDF;PL	
sprache	dil	sprechen	dil	N;NOM;FEM;SG	
sprache	diller	sprechen	dil	N;NOM;FEM;SG	N;NOM;PL;3
sprache	dilleri	sprechen	dil	N;NOM;FEM;SG	N;NOM;PL;3
sprache	konusma	sprechen	konusma	N;NOM;FEM;SG	
sprache	konuşma	sprechen	konuş	N;NOM;FEM;SG	
sprache	dil	sprechen	dil	N;NOM;FEM;SG	
sprache	dile	sprechen	dile	N;NOM;FEM;SG	
sprache	dili	sprechen	dili	N;NOM;FEM;SG	
sprache	lisan	sprechen	lisan	N;NOM;FEM;SG	
erster	öncelikle	erst	öncelik	ADJ;NOM;MASC;SG	N;INS;SG;3
erster	önce	erst	önce	ADJ;NOM;MASC;SG	
erster	ilk	erst	ilk	ADJ;NOM;MASC;SG	
erster	once	erst	once	ADJ;NOM;MASC;SG	
zeigt	şov	zeigen	şov	V;IND;SG;3;PRS;FIN	
zeigt	gösteri	zeigen	göster	V;IND;SG;3;PRS;FIN	
zeigt	göster	zeigen	göster	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;PRS
zeigt	gösterin	zeigen	göster	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;PRS
zeigt	show	zeigen	show	V;IND;SG;3;PRS;FIN	
zeigt	gösterir	zeigen	göster	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
zeigt	gösteriler	zeigen	göster	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
zeigt	görüntüler	zeigen	görüntü	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
danke	tesekkurler	danken	tesekkur		N;NOM;PL;3
danke	teşekkürler	danken	teşekkür		N;NOM;PL;3
danke	teşekkür	danken	teşekkür		N;NOM;SG;3
kunst	sanat	kunst	sanat	N;NOM;FEM;SG	
kunst	sanatlar	kunst	sanat	N;NOM;FEM;SG	N;NOM;PL;3
kunst	sanat	kunst	sanat	N;NOM;FEM;SG	
kunst	art	kunst	art	N;NOM;FEM;SG	
heutigen	bugünün	heutig	bugün	ADJ;NOM;MASC;PL	N;GEN;SG;3
heutigen	bugün	heutig	bugün	ADJ;NOM;MASC;PL	N;NOM;SG;3
heutigen	bugünde	heutig	bugün	ADJ;NOM;MASC;PL	N;ESS;SG;3
heutigen	bügün	heutig	bügün	ADJ;NOM;MASC;PL	
heutigen	bugun	heutig	bugun	ADJ;NOM;MASC;PL	
aller	aller	alle	al	PRO;NOM;INDF;MASC;SG	
schauspieler	aktörler	schauspieler	aktör	ADJ	N;NOM;PL;3
schauspieler	oyuncular	schauspieler	oyuncu	ADJ	N;NOM;PL;3
schauspieler	aktör	schauspieler	aktör	ADJ	
schauspieler	oyuncu	schauspieler	oyuncu	ADJ	
auflage	baskı	auflage	baskı	ADJ	
auflage	dolaşım	auflage	dolaşım	ADJ	
auflage	dolaşımı	auflage	dolaş	ADJ	N;NOM;SG;3
auswahl	seçim	auswahl	seçim	N;NOM;SG	
auswahl	tercih	auswahl	tercih	N;NOM;SG	
auswahl	seçenek	auswahl	seçenek	N;NOM;SG	
auswahl	seçim	auswahl	seçim	N;NOM;SG	
auswahl	seçimi	auswahl	seçim	N;NOM;SG	N;ACC;SG;3
auswahl	seçme	auswahl	seç	N;NOM;SG	
auswahl	seç	auswahl	seç	N;NOM;SG	
auswahl	seçin	auswahl	seç	N;NOM;SG	V;PFV;IMP;PL;2;POS;PRS
auswahl	seçiniz	auswahl	seç	N;NOM;SG	V;PFV;IMP;PL;2;POS;PRS
auswahl	seçmeler	auswahl	seç	N;NOM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
auswahl	seçimler	auswahl	seçim	N;NOM;SG	N;NOM;PL;3
spieler	oyuncular	spieler	oyuncu	ADJ	N;NOM;PL;3
spieler	oyuncu	spieler	oyuncu	ADJ	
spieler	kumarbazlar	spieler	kumarbaz	ADJ	N;NOM;PL;3
spieler	kumarbaz	spieler	kumarbaz	ADJ	
spieler	oyuncular	spieler	oyuncu	ADJ	N;NOM;PL;3
links	bağlantılar	links	bağlantı	ADV	N;NOM;PL;3
links	bağlar	links	bağla	ADV	
links	bağlantıları	links	bağlantı	ADV	N;NOM;PL;3
links	soldaki	links	soldaki	ADV	
links	soldan	links	sol	ADV	ADJ;AT+ABL;SG;3
links	sol	links	sol	ADV	
links	sola	links	sola	ADV	
warum	neden	warum	ne	ADV	
warum	niçin	warum	niçin	ADV	
otto	otto	otto	otto	PROPN;NOM;MASC;SG	
gemeinsam	ortaklaşa	gemeinsam	ortaklaşa	ADJ	
gemeinsam	paylaştım	gemeinsam	paylaş	ADJ	V;PFV;IND;SG;1;POS;PST
gemeinsam	paylaşılan	gemeinsam	paylaşı	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
gemeinsam	paylaşıldı	gemeinsam	paylaş	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
gemeinsam	paylaştı	gemeinsam	paylaş	ADJ	V;PFV;IND;SG;3;POS;PST
gemeinsam	beraber	gemeinsam	beraber	ADJ	
gemeinsam	beraberce	gemeinsam	beraberce	ADJ	
gemeinsam	birlikte	gemeinsam	birlikte	ADJ	
gemeinsam	müşterek	gemeinsam	müşterek	ADJ	
gemeinsam	sarma	gemeinsam	sarma	ADJ	
gemeinsam	eklem	gemeinsam	eklem	ADJ	
europa	avrupa	europa	avrupa	PROPN;NOM;SG	
europa	europa	europa	europ	PROPN;NOM;SG	PROPN;NOM;SG;3
europa	avrupa	europa	avrupa	PROPN;NOM;SG	
beschreibung	tanım	Beschreibung	tanım	N;NOM;FEM;SG	
beschreibung	açıklama	Beschreibung	açıkla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschreibung	tanımlama	Beschreibung	tanımla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschreibung	tarif	Beschreibung	tarif	N;NOM;FEM;SG	
beschreibung	açıklaması	Beschreibung	açıkla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beschreibung	ediniz	Beschreibung	et	N;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
online	çevrimiçi	online	çevrimiçi	ADJ	N;NOM;SG;3
online	internette	online	internet	ADJ	N;ESS;SG;3
online	online	online	o	ADJ	
direkt	düz	direkt	düz	ADJ	
direkt	direk	direkt	direk	ADJ	
direkt	direkt	direkt	direkt	ADJ	
direkt	doğrudan	direkt	doğrudan	ADJ	
direkt	direk	direkt	direk	ADJ	
direkt	direkt	direkt	direkt	ADJ	
direkt	doğrudan	direkt	doğrudan	ADJ	
schriftsteller	yazarlar	schriftsteller	yazar	ADJ	N;NOM;PL;3
schriftsteller	yazar	schriftsteller	yazar	ADJ	
schriftsteller	yazarlar	schriftsteller	yazar	ADJ	N;NOM;PL;3
schriftsteller	romancı	schriftsteller	romancı	ADJ	N;NOM;SG;3
schriftsteller	yazar	schriftsteller	yazar	ADJ	
schriftsteller	yazarı	schriftsteller	yazar	ADJ	
alter	eski	alt	eski	ADJ	
alter	old	alt	ol	ADJ	
alter	ihtiyar	alt	ihtiyar	ADJ	
alter	age	alt	age	ADJ	
alter	yaş	alt	yaş	ADJ	
alter	yaşı	alt	yaşı	ADJ	
alter	ahbap	alt	ahbap	ADJ	
alter	kanka	alt	kanka	ADJ	
alter	yaşlar	alt	yaş	ADJ	
alter	çağlar	alt	çağ	ADJ	
beginn	başlangıçlı	beginnen	başlangıçlı	V;IND;SG;3;PST;FIN	
beginn	başlangıcı	beginnen	başlangıç	V;IND;SG;3;PST;FIN	N;ACC;SG;3
beginn	başlayın	beginnen	başla	V;IND;SG;3;PST;FIN	V;PFV;IMP;PL;2;POS;PRS
beginn	başla	beginnen	başla	V;IND;SG;3;PST;FIN	
beginn	başlangıç	beginnen	başlangıç	V;IND;SG;3;PST;FIN	
beginn	başlat	beginnen	başlat	V;IND;SG;3;PST;FIN	
beginn	başlangıcı	beginnen	başlangıç	V;IND;SG;3;PST;FIN	N;ACC;SG;3
beginn	başlangıç	beginnen	başlangıç	V;IND;SG;3;PST;FIN	
beginn	başlangıçlar	beginnen	başlangıç	V;IND;SG;3;PST;FIN	N;NOM;PL;3
klasse	sınıf	klasse	sınıf	ADJ	N;NOM;SG;3
klasse	sınıfı	klasse	sınıf	ADJ	
klasse	sınıf	klasse	sınıf	ADJ	N;NOM;SG;3
klasse	ders	klasse	ders	ADJ	
klasse	klas	klasse	klas	ADJ	
obwohl	gerçi	obwohl	gerçi	CONJ	
obwohl	gerçi	obwohl	gerçi	CONJ	
bischof	piskopos	bischof	piskopos	PROPN;NOM;MASC;SG	
