que	ka	que	ka	PRO	
srta	miss	srta	miss	N	
déixeme	atstāt	déixeme	atstāt	PROPN	V;POS;NFIN
déixeme	atvaļinājumu	déixeme	atvaļinājums	PROPN	N;ACC;MASC;SG
déixeme	atvaļinājums	déixeme	atvaļinājums	PROPN	N;NOM;MASC;SG
déixeme	atvaļinājuma	déixeme	atvaļinājums	PROPN	N;GEN;MASC;SG
gústache	tu	gústache	tu	V	PRO;NOM;SG;2
gústache	tevi	gústache	tu	V	PRO;ACC;SG;2
gústache	jums	gústache	jūs	V	PRO;DAT;PL;2
gústache	tev	gústache	tu	V	PRO;DAT;SG;2
gústache	jūs	gústache	jūs	V	PRO;NOM;PL;2
gústache	like	gústache	like	V	
gústache	viņam	gústache	viņš	V	PRO;DAT;MASC;SG;3
gústache	viņu	gústache	viņš	V	PRO;ACC;MASC;SG;3
copa	dzer	copa	dzert	N	V;FH;IND;3;POS;PRS;FIN;ACT
copa	dzert	copa	dzert	N	V;POS;NFIN
perdeu	viņa	perder	viņa	V	PRO;NOM;FEM;SG;3
laboratorio	lab	laboratorio	lab	N	PROPN
laboratorio	laboratoriski	laboratorio	laboratoriski	N	ADV
global	globāli	global	globālis	ADJ	ADV
global	patiešām	global	patiešām	ADJ	PART
global	patiesi	global	patiesi	ADJ	ADV
desgraza	diemžēl	desgraza	diemžēl	N	PART
desgraza	diemžēl	desgraza	diemžēl	N	PART
desgraza	neveiksmīgi	desgraza	neveiksmīgi	N	ADV
necesitamos	vajadzība	necesitar	vajadzība	V	N;NOM;FEM;SG
necesitamos	nepieciešams	necesitar	nepieciešams	V	ADJ;NOM;MASC;SG
necesitamos	nepieciešamība	necesitar	nepieciešamība	V	N;NOM;FEM;SG
agardando	par	agardar	par	V	
agardando	priekš	agardar	priekš	V	ADP
agardando	for	agardar	for	V	
local	vietējie	local	vietējs	N	ADJ;NOM;MASC;PL
local	vietējā	local	vietējs	N	ADJ;NOM;FEM;SG
local	vietējais	local	vietējs	N	ADJ;NOM;MASC;SG
local	lokāla	local	lokāls	N	ADJ;NOM;FEM;SG
local	lokālā	local	lokāls	N	ADJ;NOM;FEM;SG
deixe	pietura	deixar	pieturt	V	N;NOM;FEM;SG
deixe	kreisais	deixar	kreiss	V	ADJ;NOM;MASC;SG
deixe	kreisā	deixar	kreisa	V	ADJ;NOM;FEM;SG
saída	ārā	saída	ārā	N	ADV
saída	out	saída	out	N	
completo	pilnīgi	completo	pilnīgi	ADJ	ADV
completo	aizpildīt	completo	aizpildīt	ADJ	V;POS;NFIN
completo	pabeigt	completo	pabeigt	ADJ	V;POS;NFIN
completo	pabeigts	completo	pabeigt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
completo	pabeigta	completo	pabeigt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
mentira	meli	mentira	meli	ADJ	N;NOM;MASC
mentira	meliem	mentira	mels	ADJ	N;DAT;MASC;PL
mentira	melus	mentira	melties	ADJ	N;ACC;MASC
mentira	melu	mentira	mels	ADJ	N;ACC;MASC;SG
mentira	meli	mentira	meli	ADJ	N;NOM;MASC
mentira	melo	mentira	melot	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
chaman	viņi	chamar	viņš	V	PRO;NOM;MASC;PL;3
chaman	tie	chamar	tas	V	PRO;NOM;MASC;PL
chaman	tās	chamar	tā	V	PRO;NOM;FEM;PL
chaman	vārds	chamar	vārds	V	N;NOM;MASC;SG
chaman	nosaukums	chamar	nosaukums	V	N;NOM;MASC;SG
perdoa	žēl	perdoa	žēl	V	PART
perdoa	attaisnojums	perdoa	attaisnojums	V	N;NOM;MASC;SG
oficiais	amatpersona	oficial	amatpersons	ADJ	N;NOM;FEM;SG
oficiais	ierēdnis	oficial	ierēdnis	ADJ	N;NOM;MASC;SG
oficiais	virsnieki	oficial	virsnieks	ADJ	N;NOM;MASC;PL
oficiais	amatpersonas	oficial	amatpersona	ADJ	N;NOM;FEM;PL
oficiais	virsnieku	oficial	virsnieks	ADJ	N;ACC;MASC;SG
oficiais	ierēdņi	oficial	ierēdnis	ADJ	N;NOM;MASC;PL
oficiais	amatpersonas	oficial	amatpersona	ADJ	N;NOM;FEM;PL
volvo	muguru	volvo	mugura	V	N;ACC;FEM;SG
volvo	atpakaļ	volvo	atpakaļ	V	ADV
volvo	mugura	volvo	mugura	V	N;NOM;FEM;SG
volvo	atkal	volvo	atkal	V	ADV
volvo	vēlreiz	volvo	vēlreiz	V	ADV
volvo	atdeve	volvo	atdeve	V	N;NOM;FEM;SG
volvo	atgriešanas	volvo	atgriešana	V	N;NOM;FEM;SG
volvo	atgriešanās	volvo	atgriešanās	V	N;NOM;FEM;SG
maldita	sasodīti	maldita	sasodīt	N	ADV
maldita	tu	maldita	tu	N	PRO;NOM;SG;2
maldita	tevi	maldita	tu	N	PRO;ACC;SG;2
maldita	jums	maldita	jūs	N	PRO;DAT;PL;2
maldita	tev	maldita	tu	N	PRO;DAT;SG;2
maldita	jūs	maldita	jūs	N	PRO;NOM;PL;2
maldita	asiņainā	maldita	asiņaina	N	ADJ;NOM;FEM;SG
deixes	dons	deixar	dons	V	PROPN;NOM;MASC;SG
deixes	don	deixar	don	V	
deixes	atvaļinājumu	deixar	atvaļinājums	V	N;ACC;MASC;SG
deixes	atvaļinājums	deixar	atvaļinājums	V	N;NOM;MASC;SG
deixes	atvaļinājuma	deixar	atvaļinājums	V	N;GEN;MASC;SG
deixes	viņam	deixar	viņš	V	PRO;DAT;MASC;SG;3
deixes	viņu	deixar	viņš	V	PRO;ACC;MASC;SG;3
horríbel	briesmīgi	horríbel	briesmīgi	ADJ	ADV
horríbel	šausmīgi	horríbel	šausmīgi	ADJ	ADV
horríbel	drausmīgi	horríbel	drausmīgi	ADJ	ADV
horríbel	briesmīgi	horríbel	briesmīgi	ADJ	ADV
horríbel	šausmīgi	horríbel	šausmīgi	ADJ	ADV
horríbel	šausmīgi	horríbel	šausmīgi	ADJ	ADV
escoite	hei	escoitar	heit	V	INTJ
escoite	hey	escoitar	hey	V	
confianza	uzticēties	confianza	uzticēties	N	V;POS;REFL;NFIN
confianza	ticu	confianza	ticēt	N	V;FH;IND;SG;1;POS;PRS;FIN;ACT
confianza	uzticams	confianza	uzticēt	N	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
visto	kleita	ver	kleita	V	N;NOM;FEM;SG
pasando	laiks	pasar	laiks	V	N;NOM;MASC;SG
pasando	laika	pasar	laiks	V	N;GEN;MASC;SG
apoio	atbalstīt	apoio	atbalstīt	N	V;POS;NFIN
apoio	atbalsta	apoio	atbalstīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
porén	tomēr	porén	tomēr	ADV	CONJ
porén	bet	porén	bet	ADV	CONJ
porén	taču	porén	taču	ADV	CONJ
capaz	spēj	capaz	spēt	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
capaz	spēj	capaz	spēt	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
capaz	varēja	capaz	varēt	ADJ	V;FH;IND;3;POS;PST;FIN;ACT
capaz	varētu	capaz	varēt	ADJ	V;COND;POS;FIN;ACT
práctica	praktiska	práctica	praktiska	N	ADJ;NOM;FEM;SG
práctica	praktisks	práctica	praktisks	N	ADJ;NOM;MASC;SG
práctica	praktiski	práctica	praktiski	N	ADV
correo	pasts	correo	pasts	N	
correo	pasts	correo	pasts	N	
correo	post	correo	post	N	
importantes	svarīgi	importante	svarīgi	ADJ	ADV
modelo	model	modelo	model	N	
dea	tu	dar	tu	V	PRO;NOM;SG;2
dea	tevi	dar	tu	V	PRO;ACC;SG;2
dea	jums	dar	jūs	V	PRO;DAT;PL;2
dea	tev	dar	tu	V	PRO;DAT;SG;2
dea	jūs	dar	jūs	V	PRO;NOM;PL;2
canta	kā	canta	kā	N	ADV
canta	daudziem	canta	daudzi	N	PRO;DAT;MASC;PL
canta	daudz	canta	daudz	N	ADV
canta	daudzi	canta	daudzi	N	PRO;NOM;MASC;PL
canta	daudzus	canta	daudzi	N	PRO;ACC;MASC;PL
canta	daudzas	canta	daudzas	N	PRO;NOM;FEM;PL
canta	kas	canta	kas	N	PRO;NOM
canta	kāda	canta	kāda	N	PRO;NOM;FEM;SG
canta	kāds	canta	kāds	N	PRO;NOM;MASC;SG
canta	ko	canta	kas	N	PRO;ACC
canta	dziedāt	canta	dziedāt	N	V;POS;NFIN
canta	dziedam	canta	dzieds	N	V;FH;IND;PL;1;POS;PRS;FIN;ACT
canta	dziedi	canta	dziede	N	V;IMP;SG;2;POS;FIN;ACT
canta	dzied	canta	dziedāt	N	V;FH;IND;3;POS;PRS;FIN;ACT
bacterias	ka	bacteria	ka	N	
bacterias	tas	bacteria	tas	N	PRO;NOM;MASC;SG
nelson	nelsons	nelson	nelsons	PROPN	PROPN;NOM;MASC;SG
servir	par	servir	par	V	
servir	priekš	servir	priekš	V	ADP
servir	for	servir	for	V	
servir	tu	servir	tu	V	PRO;NOM;SG;2
servir	tevi	servir	tu	V	PRO;ACC;SG;2
servir	jums	servir	jūs	V	PRO;DAT;PL;2
servir	tev	servir	tu	V	PRO;DAT;SG;2
servir	jūs	servir	jūs	V	PRO;NOM;PL;2
perda	pazaudēt	perda	pazaudēt	N	V;POS;NFIN
perda	zaudē	perda	zaudēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
perda	zaudēt	perda	zaudēt	N	V;POS;NFIN
perda	zaudēti	perda	zaudēt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
perda	pazaudēts	perda	pazaudēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
perda	zaudēja	perda	zaudēt	N	V;FH;IND;3;POS;PST;FIN;ACT
perda	pazudis	perda	pazust	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
perda	zaudēts	perda	zaudēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
parvadas	muļķīgi	parvar	muļķīgs	ADJ	ADV
parvadas	nieki	parvar	nieks	ADJ	N;NOM;MASC
parvadas	muļķības	parvar	muļķība	ADJ	N;NOM;FEM;PL
parvadas	stulbi	parvar	stulbe	ADJ	ADV
quixera	būtu	querer	būt	V	V;COND;POS;FIN;ACT
quixera	like	querer	like	V	
fogo	šaut	fogo	šaut	N	V;POS;NFIN
fogo	nošaut	fogo	nošaut	N	V;POS;NFIN
fogo	šauj	fogo	šis	N	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
fica	tu	ficar	tu	V	PRO;NOM;SG;2
fica	tevi	ficar	tu	V	PRO;ACC;SG;2
fica	jums	ficar	jūs	V	PRO;DAT;PL;2
fica	tev	ficar	tu	V	PRO;DAT;SG;2
fica	jūs	ficar	jūs	V	PRO;NOM;PL;2
serás	tu	ser	tu	V	PRO;NOM;SG;2
serás	tevi	ser	tu	V	PRO;ACC;SG;2
serás	jums	ser	jūs	V	PRO;DAT;PL;2
serás	tev	ser	tu	V	PRO;DAT;SG;2
serás	jūs	ser	jūs	V	PRO;NOM;PL;2
querías	tu	quería	tu	N	PRO;NOM;SG;2
querías	tevi	quería	tu	N	PRO;ACC;SG;2
querías	jums	quería	jūs	N	PRO;DAT;PL;2
querías	tev	quería	tu	N	PRO;DAT;SG;2
querías	jūs	quería	jūs	N	PRO;NOM;PL;2
querías	gribēju	quería	gribēt	N	V;FH;IND;SG;1;POS;PST;FIN;ACT
querías	gribēja	quería	gribēt	N	V;FH;IND;3;POS;PST;FIN;ACT
querías	vēlējās	quería	vēlēties	N	V;FH;IND;3;POS;REFL;PST;FIN;ACT
querías	didn	quería	didn	N	
querías	gribu	quería	gribēt	N	V;FH;IND;SG;1;POS;PRS;FIN;ACT
querías	gribam	quería	gribēt	N	V;FH;IND;PL;1;POS;PRS;FIN;ACT
querías	gribi	quería	gribēt	N	V;IMP;SG;2;POS;FIN;ACT
querías	grib	quería	gribēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
salvo	drošu	salvo	droša	ADP	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS
salvo	drošs	salvo	drošs	ADP	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
salvo	droši	salvo	droši	ADP	PART
salvo	droša	salvo	droša	ADP	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
salvo	drošībā	salvo	drošība	ADP	N;ESS;FEM;SG
salvo	izņemot	salvo	izņemot	ADP	V;V.CVB
sorpresa	pārsteigt	sorpresa	pārsteigt	N	V;POS;NFIN
obrigado	tu	obrigar	tu	V	PRO;NOM;SG;2
obrigado	tevi	obrigar	tu	V	PRO;ACC;SG;2
obrigado	jums	obrigar	jūs	V	PRO;DAT;PL;2
obrigado	tev	obrigar	tu	V	PRO;DAT;SG;2
obrigado	jūs	obrigar	jūs	V	PRO;NOM;PL;2
obrigado	pateicība	obrigar	pateicība	V	N;NOM;FEM;SG
obrigado	paldies	obrigar	paldies	V	INTJ
perdoe	piedodiet	perdoar	piedot	PROPN	V;IMP;PL;2;POS;FIN;ACT
perdoe	žēl	perdoar	žēl	PROPN	PART
perdoe	piedod	perdoar	piedot	PROPN	V;IMP;SG;2;POS;FIN;ACT
perdoe	atvainojiet	perdoar	atvainot	PROPN	V;IMP;PL;2;POS;FIN;ACT
perdoe	attaisnojums	perdoar	attaisnojums	PROPN	N;NOM;MASC;SG
perdoe	piedot	perdoar	piedot	PROPN	V;POS;NFIN
comunicación	media	comunicación	media	N	
estraña	savādi	estraña	savādi	ADJ	ADV
estraña	dīvaini	estraña	dīvaini	ADJ	ADV
estraña	smieklīgi	estraña	smieklīgi	ADJ	ADV
estraña	jocīgi	estraña	jocīgi	ADJ	ADV
estraña	brīnums	estraña	brīnums	ADJ	N;NOM;MASC;SG
estraña	brīnos	estraña	brīnīties	ADJ	V;FH;IND;SG;1;POS;REFL;PRS;FIN;ACT
estraña	savādi	estraña	savādi	ADJ	ADV
estraña	dīvaini	estraña	dīvaini	ADJ	ADV
quedan	tur	quedar	tur	V	ADV
quedan	kreisais	quedar	kreiss	V	ADJ;NOM;MASC;SG
quedan	kreisā	quedar	kreisa	V	ADJ;NOM;FEM;SG
quedan	vēl	quedar	vēl	V	ADV
quedan	joprojām	quedar	joprojām	V	ADV
precisas	tu	preciso	tu	ADJ	PRO;NOM;SG;2
precisas	tevi	preciso	tu	ADJ	PRO;ACC;SG;2
precisas	jums	preciso	jūs	ADJ	PRO;DAT;PL;2
precisas	tev	preciso	tu	ADJ	PRO;DAT;SG;2
precisas	jūs	preciso	jūs	ADJ	PRO;NOM;PL;2
precisas	vajag	preciso	vajadzēt	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
precisas	vajadzība	preciso	vajadzība	ADJ	N;NOM;FEM;SG
precisas	nepieciešamība	preciso	nepieciešamība	ADJ	N;NOM;FEM;SG
caeu	leju	caeu	leja	V	N;ACC;FEM;SG
caeu	lejā	caeu	lejā	V	ADV
caeu	lejup	caeu	lejup	V	ADV
caeu	viņa	caeu	viņa	V	PRO;NOM;FEM;SG;3
caeu	vina	caeu	vins	V	N;NOM;FEM;SG
dean	ka	dar	ka	V	
dean	tas	dar	tas	V	PRO;NOM;MASC;SG
dean	fuck	dar	fuckt	V	
dean	nost	dar	nost	V	ADV
dean	off	dar	off	V	
querían	viņi	querer	viņš	V	PRO;NOM;MASC;PL;3
querían	tie	querer	tas	V	PRO;NOM;MASC;PL
querían	tās	querer	tā	V	PRO;NOM;FEM;PL
arranxar	tu	arranxar	tu	V	PRO;NOM;SG;2
arranxar	tevi	arranxar	tu	V	PRO;ACC;SG;2
arranxar	jums	arranxar	jūs	V	PRO;DAT;PL;2
arranxar	tev	arranxar	tu	V	PRO;DAT;SG;2
arranxar	jūs	arranxar	jūs	V	PRO;NOM;PL;2
inocente	nevainīgi	inocente	nevainīgi	ADJ	ADV
inocente	cilvēks	inocente	cilvēks	ADJ	N;NOM;MASC;SG
inocente	vīrietis	inocente	vīrietis	ADJ	N;NOM;MASC;SG
inocente	vecīt	inocente	vecīt	ADJ	INTJ
cristo	kristo	cristo	krist	N	PROPN
mascotas	pet	mascota	pet	N	
mesmas	pašas	mesmo	pati	DET	PRO;NOM;FEM;PL
mesmas	pašu	mesmo	pats	DET	PRO;ACC;MASC;SG
mesmas	paši	mesmo	pats	DET	PRO;NOM;MASC;PL
malia	bija	malia	būt	CONJ	V;FH;IND;3;POS;PST;FIN;ACT
malia	pat	malia	pat	CONJ	PART
incríbel	neticami	incríbel	neticami	ADJ	ADV
incríbel	apbrīnojami	incríbel	apbrīnot	ADJ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
incríbel	amazing	incríbel	amazings	ADJ	
incríbel	šī	incríbel	šī	ADJ	PRO;NOM;FEM;SG
incríbel	šo	incríbel	šis	ADJ	PRO;ACC;MASC;SG
incríbel	šis	incríbel	šis	ADJ	PRO;NOM;MASC;SG
incríbel	tas	incríbel	tas	ADJ	PRO;NOM;MASC;SG
incríbel	neticami	incríbel	neticami	ADJ	ADV
aceptar	pieņemšana	aceptar	pieņemšana	V	N;NOM;FEM;SG
aceptar	tu	aceptar	tu	V	PRO;NOM;SG;2
aceptar	tevi	aceptar	tu	V	PRO;ACC;SG;2
aceptar	jums	aceptar	jūs	V	PRO;DAT;PL;2
aceptar	tev	aceptar	tu	V	PRO;DAT;SG;2
aceptar	jūs	aceptar	jūs	V	PRO;NOM;PL;2
necesidade	vajag	necesidade	vajadzēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
necesidade	nepieciešams	necesidade	nepieciešams	N	ADJ;NOM;MASC;SG
necesidade	par	necesidade	par	N	
necesidade	priekš	necesidade	priekš	N	ADP
necesidade	for	necesidade	for	N	
faime	make	faime	make	V	
faime	marka	faime	marka	V	N;NOM;FEM;SG
tiveron	viņi	ter	viņš	V	PRO;NOM;MASC;PL;3
tiveron	tie	ter	tas	V	PRO;NOM;MASC;PL
tiveron	tās	ter	tā	V	PRO;NOM;FEM;PL
vira	nekad	vir	nekad	V	ADV
vira	pirms	vir	pirms	V	ADP
vira	kādreiz	vir	kādreiz	V	ADV
vira	ever	vir	evērt	V	
vira	jebkad	vir	jebkad	V	
razóns	kapēc	razón	kapēc	N	
razóns	kādēļ	razón	kādēļ	N	ADV
razóns	kāpēc	razón	kāpēc	N	ADV
levaba	bijis	levar	būt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
levaba	tika	levar	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
levaba	viņa	levar	viņa	V	PRO;NOM;FEM;SG;3
levaba	vina	levar	vins	V	N;NOM;FEM;SG
tantas	daudziem	tanto	daudzi	DET	PRO;DAT;MASC;PL
tantas	daudz	tanto	daudz	DET	ADV
tantas	daudzi	tanto	daudzi	DET	PRO;NOM;MASC;PL
tantas	daudzus	tanto	daudzi	DET	PRO;ACC;MASC;PL
tantas	daudzas	tanto	daudzas	DET	PRO;NOM;FEM;PL
tantas	daudz	tanto	daudz	DET	ADV
esto	šī	esto	šī	PROPN	PRO;NOM;FEM;SG
esto	šo	esto	šis	PROPN	PRO;ACC;MASC;SG
esto	šis	esto	šis	PROPN	PRO;NOM;MASC;SG
esto	tas	esto	tas	PROPN	PRO;NOM;MASC;SG
esto	būtu	esto	būt	PROPN	V;COND;POS;FIN;ACT
esto	kur	esto	kur	PROPN	ADV
esto	ja	esto	ja	PROPN	CONJ
esto	redz	esto	redzēt	PROPN	V;FH;IND;3;POS;PRS;FIN;ACT
esto	skatīt	esto	skatīt	PROPN	V;POS;NFIN
bebés	jauni	bebés	jauns	N	ADJ;NOM;MASC;PL
bebés	mazā	bebés	maza	N	ADJ;NOM;FEM;SG
bebés	faktiski	bebés	faktiski	N	ADV
teatro	royal	teatro	royal	N	
pregúntome	brīnums	pregúntome	brīnums	V	N;NOM;MASC;SG
puxo	did	poñer	did	V	
puxo	made	poñer	made	V	
puxo	komplekts	poñer	komplekts	V	N;NOM;MASC;SG
puxo	kopa	poñer	kopt	V	N;NOM;FEM;SG
asuntos	paša	asunto	pats	N	PRO;NOM;MASC;SG
asuntos	pašu	asunto	pats	N	PRO;ACC;MASC;SG
debaixo	zem	debaixo	zem	ADV	ADP
debaixo	zem	debaixo	zem	ADV	ADP
debaixo	zemūdens	debaixo	zemūdens	ADV	N;NOM;MASC;SG
debaixo	zem	debaixo	zem	ADV	ADP
debaixo	zem	debaixo	zem	ADV	ADP
inimigos	pretinieki	inimigo	pretinieks	ADJ	N;NOM;MASC;PL
inimigos	ienaidnieki	inimigo	ienaidnieks	ADJ	N;NOM;MASC;PL
inimigos	būs	inimigo	būt	ADJ	V;FH;IND;3;POS;FUT;FIN;ACT
inimigos	pretinieks	inimigo	pretinieks	ADJ	N;NOM;MASC;SG
inimigos	ienaidnieks	inimigo	ienaidnieks	ADJ	N;NOM;MASC;SG
poidamos	spējīgs	poder	spējīgs	V	ADJ;NOM;MASC;SG
poidamos	patiešām	poder	patiešām	V	PART
poidamos	tiešām	poder	tiešām	V	PART
estrela	star	estrela	star	N	
leve	tu	leve	tu	ADJ	PRO;NOM;SG;2
leve	tevi	leve	tu	ADJ	PRO;ACC;SG;2
leve	jums	leve	jūs	ADJ	PRO;DAT;PL;2
leve	tev	leve	tu	ADJ	PRO;DAT;SG;2
leve	jūs	leve	jūs	ADJ	PRO;NOM;PL;2
leve	iegūsti	leve	iegūt	ADJ	V;IMP;SG;2;POS;FIN;ACT
leve	dabūt	leve	dabūt	ADJ	V;POS;NFIN
leve	ņemt	leve	ņemt	ADJ	V;POS;NFIN
leve	ņem	leve	ņemt	ADJ	V;IMP;SG;2;POS;FIN;ACT
leve	viņam	leve	viņš	ADJ	PRO;DAT;MASC;SG;3
leve	viņu	leve	viņš	ADJ	PRO;ACC;MASC;SG;3
leve	atved	leve	atvest	ADJ	V;IMP;SG;2;POS;FIN;ACT
leve	mājās	leve	māja	ADJ	N;ESS;FEM;PL
leve	home	leve	home	ADJ	
leve	mājas	leve	māja	ADJ	N;NOM;FEM;PL
velaquí	šeit	velaquí	šeit	V	ADV
velaquí	te	velaquí	te	V	ADV
velaquí	šī	velaquí	šī	V	PRO;NOM;FEM;SG
velaquí	šo	velaquí	šis	V	PRO;ACC;MASC;SG
velaquí	šis	velaquí	šis	V	PRO;NOM;MASC;SG
velaquí	tas	velaquí	tas	V	PRO;NOM;MASC;SG
velaquí	un	velaquí	un	V	CONJ
doutra	kāds	doutrar	kāds	N	PRO;NOM;MASC;SG
doutra	kādam	doutrar	kāds	N	PRO;DAT;MASC;SG
doutra	pārējie	doutrar	pārējs	N	ADJ;NOM;MASC;PL
doutra	citi	doutrar	cits	N	PRO;NOM;MASC;PL
doutra	cits	doutrar	cits	N	PRO;NOM;MASC;SG
doutra	citādi	doutrar	citādi	N	ADV
doutra	citas	doutrar	cita	N	PRO;NOM;FEM;PL
doutra	savādāk	doutrar	savādi	N	ADV;CMPR
doutra	citādi	doutrar	citādi	N	ADV
doutra	no	doutrar	no	N	
doutra	labāku	doutrar	labs	N	ADJ;ACC;CMPR;MASC;SG
doutra	labāka	doutrar	laba	N	ADJ;NOM;CMPR;FEM;SG
doutra	labāk	doutrar	labi	N	ADV;CMPR
doutra	labāki	doutrar	labs	N	ADJ;NOM;CMPR;MASC;PL
doutra	labāks	doutrar	labs	N	ADJ;NOM;CMPR;MASC;SG
nota	piezīme	nota	piezīme	N	
nota	bija	nota	būt	N	V;FH;IND;3;POS;PST;FIN;ACT
nota	tika	nota	tikt	N	V;FH;IND;3;POS;PST;FIN;ACT
perante	pirms	perante	pirms	ADJ	ADP
perante	stāvēt	perante	stāvēt	ADJ	V;POS;NFIN
perante	fronte	perante	fronte	ADJ	N;NOM;FEM;SG
perante	priekšpusē	perante	priekšpuse	ADJ	N;ESS;FEM;SG
perante	priekšā	perante	priekšā	ADJ	ADV
intención	vidējais	intención	vidējs	N	ADJ;NOM;MASC;SG
político	politiķis	político	politiķis	ADJ	N;NOM;MASC;SG
bueno	labi	bueno	labi	V	ADV
bueno	nu	bueno	nu	V	INTJ
deron	viņi	dar	viņš	V	PRO;NOM;MASC;PL;3
deron	tie	dar	tas	V	PRO;NOM;MASC;PL
deron	tās	dar	tā	V	PRO;NOM;FEM;PL
500	miljons	500	miljons	NUM	N;NOM;MASC;SG
500	miljoni	500	miljons	NUM	N;NOM;MASC;PL
comportamento	viņu	comportamento	viņš	N	PRO;ACC;MASC;SG;3
útil	noderīgi	útil	noderīgs	ADJ	ADV
útil	noderīgi	útil	noderīgs	ADJ	ADV
útil	lietošana	útil	lietošana	ADJ	N;NOM;FEM;SG
útil	lietojums	útil	lietojums	ADJ	N;NOM;MASC;SG
útil	lietot	útil	lietot	ADJ	V;POS;NFIN
útil	izlietot	útil	izlietot	ADJ	V;POS;NFIN
útil	izmantošana	útil	izmantošana	ADJ	N;NOM;FEM;SG
útil	noder	útil	noderēt	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
útil	rokai	útil	roka	ADJ	N;DAT;FEM;SG
viron	tu	ver	tu	V	PRO;NOM;SG;2
viron	tevi	ver	tu	V	PRO;ACC;SG;2
viron	jums	ver	jūs	V	PRO;DAT;PL;2
viron	tev	ver	tu	V	PRO;DAT;SG;2
viron	jūs	ver	jūs	V	PRO;NOM;PL;2
viron	viņi	ver	viņš	V	PRO;NOM;MASC;PL;3
viron	tie	ver	tas	V	PRO;NOM;MASC;PL
viron	tās	ver	tā	V	PRO;NOM;FEM;PL
empezar	sākums	empezar	sākums	V	N;NOM;MASC;SG
empezar	starts	empezar	starts	V	N;NOM;MASC;SG
empezar	atkal	empezar	atkal	V	ADV
empezar	vēlreiz	empezar	vēlreiz	V	ADV
empezar	pirmais	empezar	pirmais	V	ADJ;NOM;DEF;MASC;SG
empezar	pirmā	empezar	pirmā	V	ADJ;NOM;DEF;FEM;SG
empezar	pirmās	empezar	pirmā	V	ADJ;NOM;DEF;FEM;PL
empezar	pirmie	empezar	pirmais	V	ADJ;NOM;DEF;MASC;PL
empezar	pirma	empezar	pirma	V	ADJ;NOM;FEM;SG
empezar	vispirms	empezar	vispirms	V	ADV
empezar	visiem	empezar	viss	V	PRO;DAT;MASC;PL
empezar	visu	empezar	viss	V	PRO;ACC;MASC;SG
empezar	visas	empezar	visa	V	PRO;NOM;FEM;PL
empezar	visi	empezar	viss	V	PRO;NOM;MASC;PL
empezar	visa	empezar	viss	V	PRO;NOM;FEM;SG
pescozo	viņu	pescozo	viņš	N	PRO;ACC;MASC;SG;3
pescozo	ap	pescozo	ap	N	
pescozo	apkārt	pescozo	apkārt	N	ADV
escoller	tavas	escoller	tava	V	PRO;NOM;FEM;PL;3
escoller	tavu	escoller	tava	V	PRO;ACC;SG;3
escoller	tavs	escoller	tavs	V	PRO;NOM;MASC;SG;3
escoller	jūsu	escoller	jūs	V	PRO;GEN;PL;2
escoller	tava	escoller	tava	V	PRO;NOM;FEM;SG;3
escoller	izvēle	escoller	izvēle	V	N;NOM;FEM;SG
escoller	tu	escoller	tu	V	PRO;NOM;SG;2
escoller	tevi	escoller	tu	V	PRO;ACC;SG;2
escoller	jums	escoller	jūs	V	PRO;DAT;PL;2
escoller	tev	escoller	tu	V	PRO;DAT;SG;2
escoller	jūs	escoller	jūs	V	PRO;NOM;PL;2
combate	apkarotu	combate	apkarot	N	V;COND;POS;FIN;ACT
combate	cīnās	combate	cīnīties	N	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
combate	cīnīties	combate	cīnīties	N	V;POS;REFL;NFIN
crime	noziedzīgu	crime	noziedzīgs	N	ADJ;ACC;MASC;SG
importancia	svarīgs	importancia	svarīgs	N	ADJ;NOM;MASC;SG
importancia	svarīga	importancia	svarīga	N	ADJ;NOM;FEM;SG
