loại	skriv	loại	skrive	N	V;IMP;FIN
bảo	sagt	bảo	seie	V	ADJ;INDF;NEUT;SG;V.PTCP
bảo	fortell	bảo	fortell	V	N;INDF;NEUT;SG
bảo	bao	bảo	bao	V	N;INDF;MASC;SG
đơn	enslig	đơn	enslig	N	ADJ;INDF;NEUT;SG
điện	elektrisk	điện	elektrisk	N	ADJ;INDF;NEUT;SG
thấy	sett	thấy	setje	V	ADJ;INDF;NEUT;SG;V.PTCP
bao	bao	bao	bao		N;INDF;MASC;SG
bao	never	bao	never		N;INDF;SG
bao	aldrig	bao	aldrig		ADJ;INDF;SG
bao	aldri	bao	aldri		ADV
bao	sekk	bao	sekk		N;INDF;MASC;SG
bao	hvordan	bao	hvordan		N;INDF;MASC;SG
bao	korleis	bao	korleis		ADV
bao	how	bao	how		N;INDF;SG
truyền	overføring	truyền	overføring	V	N;INDF;FEM;SG
truyền	transfer	truyền	transfe	V	N;INDF;MASC;SG
truyền	forflytning	truyền	forflytning	V	N;INDF;FEM;SG
truyền	infusjon	truyền	infusjon	V	N;INDF;MASC;SG
truyền	overføringer	truyền	overføring	V	N;INDF;FEM;PL
nghiệp	karriere	nghiệp	karriere	ADJ	N;INDF;FEM;SG
nghiệp	karrieren	nghiệp	karriere	ADJ	N;DEF;MASC;SG
fontsize	fontsize	fontsize	fontsize		N;INDF;FEM;SG
nội	intern	nội	intern	N	ADJ;INDF;SG
nội	internt	nội	intern	N	ADJ;INDF;NEUT;SG
nội	indre	nội	indre	N	ADJ;CMPR
thuật	magisk	thuật	magisk	N	ADJ;INDF;NEUT;SG
thiết	trengtes	thiết	trengte	V	N;INDF;MASC;SG
thiết	trengt	thiết	trengje	V	ADJ;INDF;NEUT;SG;V.PTCP
thiết	behov	thiết	behov	V	N;INDF;NEUT;SG
tướng	generell	tướng	generell	N	ADJ;INDF;SG
tướng	generelt	tướng	generell	N	ADJ;INDF;NEUT;SG
tiến	tiến	tiến	tiến	V	N;INDF;NEUT;SG
tâm	sentrum	tâm	sentrum		N;INDF;NEUT;SG
tâm	center	tâm	cente		N;INDF;NEUT;SG
tâm	senter	tâm	senter		N;INDF;NEUT;SG
thanh	gitter	thanh	gitter		N;INDF;NEUT;SG
thanh	takter	thanh	takt		N;INDF;FEM;PL
thanh	streker	thanh	streke		N;INDF;FEM;PL
thanh	stolper	thanh	stolper		N;INDF;NEUT;SG
thanh	barer	thanh	bare		N;INDF;FEM;PL
thanh	thanh	thanh	thanh		N
thanh	verktøylinjen	thanh	verktøylinje		N;DEF;MASC;SG
thanh	verktøylinje	thanh	verktøylinje		N;INDF;FEM;SG
dùng	bruk	dùng	bruk	V	N;INDF;MASC;SG
dùng	bruken	dùng	bruk	V	N;DEF;MASC;SG
dùng	brukeren	dùng	bruker	V	N;DEF;MASC;SG
nói	sakt	nói	sakt	V	ADJ;INDF;NEUT;SG
nói	said	nói	said	V	N
nói	sagt	nói	seie	V	ADJ;INDF;NEUT;SG;V.PTCP
nói	says	nói	says	V	N
nói	si	nói	sin	V	PRO;FEM;SG
nói	say	nói	say	V	N
nói	fortell	nói	fortell	V	N;INDF;NEUT;SG
nói	snakkes	nói	snakkes	V	N;INDF;NEUT;SG
nói	snakk	nói	snakk	V	N;INDF;NEUT;SG
nói	talk	nói	talk	V	N;INDF;MASC;SG
nói	tal	nói	tal	V	N;INDF;NEUT;SG
nói	snakk	nói	snakk	V	N;INDF;NEUT;SG
nói	speak	nói	speak	V	N;INDF;NEUT;SG
latm	latm	latm	latm		N;INDF;MASC;SG
sông	elven	sông	elven	N	
hoạt	animasjoner	hoạt	animasjon	V	N;INDF;MASC;SG
đang	finst	đang	finnast		V;IND;PRS;FIN
đang	are	đang	are		PROPN
đang	er	đang	vere		V;IND;PRS;FIN
giữa	middle	giữa	middle	ADP	PROPN
giữa	midtre	giữa	midtre	ADP	ADJ;CMPR
giữa	midten	giữa	midt	ADP	N;DEF;MASC;SG
giữa	centered	giữa	center	ADP	N;INDF;MASC;SG
phòng	roma	phòng	rom	N	PROPN
đổi	innløse	đổi	innløse	V	N;INDF;FEM;SG
đổi	forandring	đổi	forandring	V	N;INDF;FEM;SG
đổi	endring	đổi	endring	V	N;INDF;FEM;SG
chuyển	overføring	chuyển	overføring	V	N;INDF;FEM;SG
chuyển	transfer	chuyển	transfe	V	N;INDF;MASC;SG
chuyển	forflytning	chuyển	forflytning	V	N;INDF;FEM;SG
chuyển	switch	chuyển	switch	V	N
chuyển	bytt	chuyển	by	V	ADJ;INDF;NEUT;SG;V.PTCP
chuyển	bytte	chuyển	byte	V	ADJ;PL;V.PTCP
chuyển	flytt	chuyển	flytt	V	ADJ;INDF;NEUT;SG;V.PTCP
nay	nay	nay	nay	PROPN	N;INDF;MASC;SG
nay	today	nay	today	PROPN	N;INDF;MASC;SG
nay	idag	nay	idag	PROPN	N;INDF;MASC;SG
trọng	trọng	trọng	trenge		N;INDF;MASC;SG
trọng	viktig	trọng	viktig		ADJ;INDF;NEUT;SG
dịch	oversetter	dịch	oversetter		N;INDF;FEM;PL
dịch	oversette	dịch	oversetje		ADJ;PL;V.PTCP
dịch	oversetting	dịch	oversetting		N;INDF;FEM;SG
dịch	oversettelser	dịch	oversettelse		N;INDF;FEM;SG
dịch	oversetter	dịch	oversetter		N;INDF;FEM;PL
dịch	oversettelse	dịch	oversettelse		N;INDF;MASC;SG
dịch	oversettelsen	dịch	oversettelse		N;DEF;MASC;SG
dịch	oversette	dịch	oversetje		ADJ;PL;V.PTCP
dịch	oversett	dịch	oversetje		ADJ;INDF;SG;V.PTCP
tài	talentfulle	tài	talentfull	N	ADJ;PL
tài	talentfull	tài	talentfull	N	ADJ;INDF;SG
chế	lagd	chế	leggje	N	ADJ;INDF;NEUT;SG;V.PTCP
biết	know	biết	know	V	
biết	kjenn	biết	kjenn	V	N;INDF;MASC;SG
nằm	lies	nằm	lig	V	N
nằm	løgner	nằm	løgne	V	N;INDF;FEM;PL
nằm	lay	nằm	lay	V	N;INDF;MASC;SG
chất	spesifisert	chất	spesifisere	N	ADJ;INDF;SG;V.PTCP
chất	oppgitt	chất	oppgi	N	ADJ;INDF;NEUT;SG;V.PTCP
sáng	lyse	sáng	lyse	N	ADJ;PL
thân	body	thân	body		N
thân	legeme	thân	legeme		N;INDF;NEUT;SG
thân	kropp	thân	kropp		N;INDF;MASC;SG
thân	kroppen	thân	kropp		N;DEF;MASC;SG
thân	lik	thân	lik		ADJ;INDF;SG
nơi	sted	nơi	stå	N	
cuối	siste	cuối	sist	N	ADJ;DEF;SG
cuối	sist	cuối	sist	N	ADV
tăng	øk	tăng	øk	V	N;INDF;NEUT;SG
tăng	økning	tăng	økning	V	N;INDF;FEM;SG
tăng	tank	tăng	tank	V	N;INDF;MASC;SG
tăng	stridsvogner	tăng	stridsvogn	V	N;INDF;FEM;PL
tăng	tanks	tăng	tanks	V	N;INDF;NEUT;SG
tăng	zeng	tăng	zeng	V	N;INDF;MASC;SG
tăng	økt	tăng	økt	V	N;INDF;FEM;SG
trưởng	captain	trưởng	captain		N;INDF;MASC;SG
trưởng	kaptein	trưởng	kaptein		N;INDF;MASC;SG
lưu	liu	lưu	liu	V	PROPN
lưu	lagre	lưu	lagre	V	N;INDF;NEUT;SG
nổi	berømte	nổi	berømt		ADJ;PL
nổi	berømt	nổi	berømme		ADJ;INDF;SG
nổi	kjendis	nổi	kjendis		N;INDF;MASC;SG
nổi	flyter	nổi	flyte		N;INDF;NEUT;SG
nổi	svever	nổi	sveve		V;IND;PRS;FIN
nổi	flyte	nổi	flyte		N;INDF;NEUT;SG
đặt	put	đặt	put	V	
đặt	putt	đặt	putt	V	N;INDF;NEUT;SG
đặt	satt	đặt	sitje	V	ADJ;INDF;NEUT;SG;V.PTCP
đặt	sett	đặt	setje	V	ADJ;INDF;NEUT;SG;V.PTCP
đặt	angitt	đặt	angitt	V	N;INDF;MASC;SG
đặt	velg	đặt	velg	V	N;INDF;NEUT;SG
tấn	tonnevis	tấn	tonnevis	N	ADV
dài	lengter	dài	lengt	ADJ	N;INDF;MASC;SG
dài	long	dài	long	ADJ	N;INDF;NEUT;SG
tuy	tuy	tuy	tuy	CONJ	N;INDF;MASC;SG
biến	variabel	biến	variabel	V	N;INDF;MASC;SG
biến	forvandle	biến	forvandle	V	N;INDF;NEUT;SG
biến	forvandles	biến	forvandles	V	N;INDF;MASC;SG
hậu	dronningen	hậu	dronning		N;DEF;MASC;SG
hậu	queen	hậu	que		N;DEF;MASC;SG
hậu	dronning	hậu	dronning		N;INDF;FEM;SG
chưa	niks	chưa	niks		N;INDF;MASC;SG
chưa	nope	chưa	nope		N;INDF;MASC;SG
chưa	enda	chưa	enda		ADV
chưa	ennu	chưa	ennu		N;INDF;MASC;SG
chưa	enno	chưa	enno		ADV
chưa	likevel	chưa	likevel		ADV
chưa	ennå	chưa	ennå		ADV
thu	sanke	thu	sanke	V	N;INDF;MASC;SG
thu	thu	thu	thu	V	N;INDF;MASC;SG
thu	samles	thu	samles	V	N;INDF;MASC;SG
vẫn	forsatt	vẫn	forsitje		N;INDF;MASC;SG
vẫn	framleis	vẫn	framleis		ADV
vẫn	fremdeles	vẫn	fremdeles		N;INDF;MASC;SG
vẫn	likevel	vẫn	likevel		ADV
vẫn	fortsatt	vẫn	fortsatt		ADJ;INDF;NEUT;SG
nghệ	kunstnerisk	nghệ	kunstnerisk	N	ADJ;INDF;NEUT;SG
nghệ	kunstneriske	nghệ	kunstnerisk	N	ADJ;PL
mất	mistet	mất	miste	V	ADJ;INDF;NEUT;SG
mất	fortapt	mất	fortepje	V	ADJ;INDF;SG;V.PTCP
mất	tapte	mất	tape	V	ADJ;PL;V.PTCP
mất	tapt	mất	tape	V	ADJ;INDF;NEUT;SG;V.PTCP
mất	lost	mất	lost	V	N;INDF;NEUT;SG
liệu	dokumentet	liệu	dokument	V	N;DEF;NEUT;SG
liệu	dokument	liệu	dokument	V	N;INDF;NEUT;SG
sơn	malt	sơn	male	N	ADJ;INDF;NEUT;SG;V.PTCP
sơn	malte	sơn	malt	N	ADJ;PL;V.PTCP
tìm	kikker	tìm	kikker	V	N;INDF;MASC;SG
tìm	looking	tìm	looking	V	N;INDF;FEM;SG
tìm	titter	tìm	titter	V	N;INDF;MASC;SG
tìm	søk	tìm	søk	V	N;INDF;NEUT;SG
giao	grensesnitt	giao	grensesnitt	V	N;INDF;NEUT;SG
tương	xiang	tương	xiang		PROPN
bạn	du	bạn	du	N	PRO;HUM;NOM;SG;2
bạn	deg	bạn	du	N	PRO;HUM;ACC;SG;2
hữu	owner	hữu	oæne		N;INDF;NEUT;SG
hữu	eier	hữu	eine		N;INDF;NEUT;SG
hữu	eier	hữu	eine		N;INDF;NEUT;SG
thay	forandring	thay	forandring	V	N;INDF;FEM;SG
thay	endring	thay	endring	V	N;INDF;FEM;SG
giá	verdt	giá	verd	N	ADJ;INDF;NEUT;SG
nhiệt	termisk	nhiệt	termisk	N	ADJ;INDF;SG
gần	almost	gần	almost	ADJ	N
gần	nesten	gần	nesten	ADJ	ADV
gần	lukk	gần	lukk	ADJ	N;INDF;NEUT;SG
gần	lukke	gần	lukke	ADJ	N;INDF;FEM;SG
gần	close	gần	close	ADJ	N
gần	near	gần	near	ADJ	N;INDF;MASC;SG
cứu	lagre	cứu	lagre	V	N;INDF;NEUT;SG
cứu	hjelp	cứu	hjelp	V	N;INDF;FEM;SG
cứu	rescue	cứu	rescue	V	N;INDF;NEUT;SG
cứu	unnsetning	cứu	unnsetning	V	N;INDF;FEM;SG
cứu	redningen	cứu	redning	V	N;DEF;MASC;SG
cứu	redning	cứu	redning	V	N;INDF;FEM;SG
cứu	redde	cứu	redd	V	ADJ;PL
quyết	målbevisst	quyết	målbevisst	N	ADJ;INDF;NEUT;SG
quyết	bestemt	quyết	bestemme	N	ADJ;INDF;NEUT;SG;V.PTCP
thương	skadet	thương	skad	V	N;DEF;NEUT;SG
thương	skadd	thương	skade	V	ADJ;INDF;SG;V.PTCP
thương	skadde	thương	skade	V	ADJ;PL;V.PTCP
thương	skada	thương	skade	V	ADJ;INDF;SG;V.PTCP
thương	søt	thương	søt	V	ADJ;INDF;SG
thương	skadd	thương	skade	V	ADJ;INDF;SG;V.PTCP
thương	såret	thương	sår	V	N;DEF;NEUT;SG
thương	skadde	thương	skade	V	ADJ;PL;V.PTCP
thương	skadet	thương	skad	V	N;DEF;NEUT;SG
thương	skadd	thương	skade	V	ADJ;INDF;SG;V.PTCP
thương	skade	thương	skade	V	N;INDF;MASC;SG
thương	vondt	thương	vond	V	ADJ;INDF;NEUT;SG
hát	sing	hát	sing	V	N;INDF;MASC;SG
hát	synge	hát	syngje	V	N;INDF;NEUT;SG
hát	syngende	hát	syngende	V	N;INDF;MASC;SG
hát	synger	hát	synger	V	N;INDF;MASC;SG
hát	synging	hát	synging	V	N;INDF;FEM;SG
hát	sang	hát	sang	V	N;INDF;MASC;SG
phục	server	phục	server	V	N;INDF;MASC;SG
tuổi	gammelt	tuổi	gammel	N	ADJ;INDF;NEUT;SG
tuổi	old	tuổi	old	N	
tuổi	gammal	tuổi	gammal	N	ADJ;INDF;SG
tuổi	gamle	tuổi	gammal	N	ADJ;PL
cần	need	cần	need	V	N
cần	behov	cần	behov	V	N;INDF;NEUT;SG
hoàn	helt	hoàn	helt		N;INDF;MASC;SG
hoàn	hero	hoàn	hero		N;INDF;MASC;SG
hoàn	helten	hoàn	helt		N;DEF;MASC;SG
hoàn	huan	hoàn	huan		N;INDF;MASC;SG
chơi	avspilling	chơi	avspilling	V	N;INDF;FEM;SG
chơi	leke	chơi	leke	V	N;INDF;FEM;SG
chơi	lek	chơi	lek	V	N;INDF;MASC;SG
chơi	spill	chơi	spill	V	N;INDF;NEUT;SG
chơi	spill	chơi	spill	V	N;INDF;NEUT;SG
chơi	kampstart	chơi	kampstart	V	N;INDF;MASC;SG
chơi	game	chơi	game	V	N
chơi	spiler	chơi	spile	V	N;INDF;FEM;PL
kim	jin	kim	jin	N	NUM;PL
long	lenge	long	lenge	N	ADJ
long	lang	long	lang	N	ADJ;INDF;SG
long	lange	long	lang	N	ADJ;PL
đưa	give	đưa	give	V	N;INDF;MASC;SG
đóng	nære	đóng	nær	V	ADJ;PL
đóng	lukk	đóng	lukk	V	N;INDF;NEUT;SG
đóng	lukke	đóng	lukke	V	N;INDF;FEM;SG
đóng	nær	đóng	nær	V	ADJ;INDF;SG
đóng	close	đóng	close	V	N
đóng	lukking	đóng	lukking	V	N;INDF;FEM;SG
đóng	stenger	đóng	stenge	V	N;INDF;MASC;PL
đóng	avsluttende	đóng	avsluttende	V	N;INDF;FEM;SG
đóng	lukka	đóng	lukke	V	ADJ;INDF;SG;V.PTCP
đóng	lukket	đóng	lukk	V	N;DEF;NEUT;SG
đóng	stengt	đóng	stenge	V	ADJ;INDF;SG;V.PTCP
đóng	lukkes	đóng	lukkes	V	N;INDF;MASC;SG
đóng	stenger	đóng	stenge	V	N;INDF;MASC;PL
dẫn	ledetråder	dẫn	ledetråde	V	N;INDF;MASC;PL
dẫn	lede	dẫn	lede	V	N;INDF;MASC;SG
dẫn	bly	dẫn	bly	V	N;INDF;NEUT;SG
dẫn	føre	dẫn	føre	V	ADP
quá	óg	quá	òg		ADV
quá	too	quá	too		N
quá	også	quá	også		ADV
thắng	vinne	thắng	vinne	N	V;NFIN
thắng	vinn	thắng	vinne	N	V;IND;PRS;FIN
thắng	vinne	thắng	vinne	N	V;NFIN
mang	bring	mang	bringe	V	N;INDF;MASC;SG
mang	bringe	mang	bringe	V	N;INDF;FEM;SG
mang	mang	mang	mang	V	N;INDF;MASC;SG
giáp	rustning	giáp	rustning	V	N;INDF;FEM;SG
giáp	panser	giáp	panser	V	N;INDF;NEUT;SG
giáp	armour	giáp	armour	V	N;INDF;MASC;SG
cây	tre	cây	tre	N	NUM;PL
cây	trærne	cây	træ	N	ADJ;PL
giữ	hold	giữ	hold	V	N;INDF;NEUT;SG
giữ	behold	giữ	behold	V	N;INDF;NEUT;SG
giữ	hold	giữ	hold	V	N;INDF;NEUT;SG
giữ	keep	giữ	keep	V	N
tra	kontroller	tra	kontrollere	V	N;INDF;FEM;PL
chiếm	occupy	chiếm	occupy	V	N;INDF;MASC;SG
nga	russisk	nga	russisk	N	ADJ;INDF;NEUT;SG
triệu	zhao	triệu	zhao	NUM	N
triệu	million	triệu	million	NUM	N;INDF;MASC;SG
triệu	millioner	triệu	million	NUM	N;INDF;MASC;PL
phép	tillatte	phép	tillatte	N	ADJ;PL;V.PTCP
phép	tillatt	phép	tillatt	N	ADJ;INDF;NEUT;SG;V.PTCP
new	ny	new	ny		ADJ;INDF;SG
new	nyhet	new	nyh		N;INDF;MASC;SG
new	nye	new	ny		ADJ;PL
new	new	new	new		N;INDF;SG
new	nytt	new	ny		ADJ;INDF;NEUT;SG
yếu	svak	yếu	svak	N	ADJ;INDF;NEUT;SG
yếu	svakt	yếu	svak	N	ADJ;INDF;NEUT;SG
yếu	svake	yếu	svak	N	ADJ;PL
mật	hemmelige	mật	hemmelig	N	ADJ;PL
ghi	skrive	ghi	skrive	V	ADJ;INDF;NEUT;SG;V.PTCP
ghi	skriving	ghi	skriving	V	N;INDF;FEM;SG
ghi	skriving	ghi	skriving	V	N;INDF;FEM;SG
sao	hvorfor	sao	hvorfor	PROPN	
sao	why	sao	why	PROPN	N
sao	kvifor	sao	kvifor	PROPN	ADV
giả	jia	giả	jia		N;INDF;MASC;SG
giả	falsk	giả	falsk		N;INDF;MASC;SG
giả	usant	giả	usant		ADJ;INDF;NEUT;SG
giả	falske	giả	falsk		ADJ;PL
giả	falskt	giả	falskje		N;INDF;NEUT;SG
giả	falskt	giả	falskje		N;INDF;NEUT;SG
giả	falsk	giả	falsk		N;INDF;MASC;SG
giả	fake	giả	fake		N;INDF;MASC;SG
kích	rangere	kích	rangere	N	V;NFIN
cung	bukk	cung	bukk	V	N;INDF;MASC;SG
cung	baug	cung	baug	V	N;INDF;MASC;SG
cung	bow	cung	bow	V	N;INDF;NEUT;SG
cung	bue	cung	bue	V	N;INDF;MASC;SG
cung	bukker	cung	bukke	V	N;INDF;FEM;PL
cung	sløyfer	cung	sløyfer	V	N;INDF;FEM;PL
cung	buer	cung	bu	V	N;INDF;FEM;PL
chống	mot	chống	mot	V	ADP
chống	mot	chống	mot	V	ADP
nhập	innspill	nhập	innspill	V	N;INDF;NEUT;SG
nhập	inndata	nhập	inndat	V	N;INDF;MASC;SG
nhập	enter	nhập	enter	V	N;INDF;NEUT;SG
nhập	import	nhập	import	V	N;INDF;MASC;SG
nhập	importer	nhập	importer	V	N;INDF;FEM;PL
nhập	importen	nhập	import	V	N;DEF;MASC;SG
chết	die	chết	die	V	N;INDF
chết	dø	chết	dø	V	N;INDF;MASC;SG
chết	døden	chết	død	V	N;DEF;MASC;SG
chết	død	chết	død	V	N;INDF;MASC;SG
chết	death	chết	death	V	N
chết	dødsstraff	chết	dødsstraff	V	N;INDF;FEM;SG
chết	dødd	chết	dødd	V	ADJ;INDF;NEUT;SG
chết	døde	chết	død	V	ADJ;PL
chết	dødt	chết	død	V	ADJ;INDF;NEUT;SG
chết	døde	chết	død	V	ADJ;PL
chết	død	chết	død	V	N;INDF;MASC;SG
chết	dead	chết	dead	V	N;INDF;MASC;SG
chung	chung	chung	chung	ADJ	N;INDF;MASC;SG
chung	universal	chung	universal	ADJ	N;INDF;MASC;SG
chung	general	chung	general	ADJ	N;INDF;MASC;SG
chung	common	chung	common	ADJ	N
trần	chan	trần	chan	N	PROPN
mẫu	prøve	mẫu	prøve	N	V;NFIN
tất	strømpe	tất	strømpe		N;INDF;FEM;SG
mạnh	meng	mạnh	menge	ADJ	N;INDF;MASC;SG
mạnh	sterkere	mạnh	sterkere	ADJ	V;NFIN
mạnh	strong	mạnh	strong	ADJ	N;INDF;MASC;SG
trái	venstresiden	trái	venstreside		N;DEF;MASC;SG
trái	venstre	trái	venstre		N;NEUT
trái	forlatt	trái	forlatt		ADJ;INDF;NEUT;SG;V.PTCP
trái	left	trái	left		N;INDF;NEUT;SG
từng	noensinne	từng	noensinne	PROPN	N;INDF;SG
từng	ever	từng	ever	PROPN	
bán	sell	bán	sell	V	N
bán	selg	bán	selg	V	N;INDF;MASC;SG
bán	selge	bán	selge	V	N;INDF;MASC;SG
bán	seige	bán	seige	V	ADJ;PL
bán	selges	bán	selges	V	N;INDF;MASC;SG
bán	solgt	bán	solgje	V	ADJ;INDF;NEUT;SG;V.PTCP
bán	selger	bán	selger	V	N;INDF;MASC;SG
bán	salgs	bán	salgs	V	N;INDF;MASC;SG
bán	salg	bán	salg	V	N;INDF;NEUT;SG
bán	salget	bán	salg	V	N;DEF;NEUT;SG
bán	salg	bán	salg	V	N;INDF;NEUT;SG
rộng	wide	rộng	wide	ADJ	N
rộng	bred	rộng	bred	ADJ	N;INDF;MASC;SG
rộng	bred	rộng	bred	ADJ	N;INDF;MASC;SG
rộng	brede	rộng	brede	ADJ	N;INDF;NEUT;SG
thủy	heks	thủy	heks	V	ADJ;INDF;SG
thủy	witch	thủy	witch	V	N
thủy	shui	thủy	shui	V	N;INDF;SG
giờ	nå	giờ	nå	N	ADV
mỗi	every	mỗi	every	NUM	N
mỗi	hver	mỗi	hver	NUM	
mỗi	hvert	mỗi	hvert	NUM	
mỗi	hver	mỗi	hver	NUM	
mỗi	hvert	mỗi	hvert	NUM	
sang	luksuriøse	sang	luksuriøs	V	ADJ;PL
sang	sang	sang	sang	V	N;INDF;MASC;SG
lấy	take	lấy	take	V	N;INDF;NEUT;SG
lấy	hent	lấy	hente	V	N;INDF;MASC;SG
lấy	få	lấy	få	V	ADJ;PL
lấy	get	lấy	get	V	
phản	forrådte	phản	forråde	V	ADJ;PL;V.PTCP
phản	forrådt	phản	forråde	V	ADJ;INDF;NEUT;SG;V.PTCP
phản	forrådet	phản	forråde	V	N;DEF;NEUT;SG
phản	forræderi	phản	forræderi	V	N;INDF;FEM;SG
yêu	elska	yêu	elske	V	ADJ;INDF;SG;V.PTCP
yêu	elsket	yêu	elske	V	N;DEF;NEUT;SG
yêu	elsk	yêu	elsk	V	N;INDF;MASC;SG
yêu	love	yêu	love	V	N;INDF;FEM;SG
yêu	kjærligheten	yêu	kjærlighet	V	N;DEF;MASC;SG
yêu	elsker	yêu	elsker	V	N;INDF;FEM;PL
yêu	kjærlighet	yêu	kjærlighet	V	N;INDF;FEM;SG
yêu	luv	yêu	luv	V	N;INDF;MASC;SG
yêu	kjærlige	yêu	kjærlig	V	N;INDF;MASC;SG
yêu	kjærlig	yêu	kjærlig	V	N;INDF;MASC;SG
yêu	loving	yêu	loving	V	N;INDF;FEM;SG
kiện	saksøker	kiện	saksøke	V	N;INDF;NEUT;SG
kiện	stevne	kiện	steve	V	N;INDF;MASC;SG
kiện	sue	kiện	sue	V	N;INDF;SG
kiện	saksøke	kiện	saksøke	V	N;INDF;MASC;SG
độc	alone	độc	alone	ADJ	N
độc	åleine	độc	åleine	ADJ	ADV
độc	alene	độc	alene	ADJ	N;INDF;SG
độc	aleine	độc	aleine	ADJ	ADV
độc	forgiftet	độc	forgift	ADJ	N;DEF;NEUT;SG
hiệp	rundt	hiệp	rundt	N	ADP
hiệp	rund	hiệp	rund	N	ADJ;INDF;SG
giúp	hjelp	giúp	hjelp	V	N;INDF;FEM;SG
nha	tannlegen	nha	tannleg		N;DEF;MASC;SG
nha	tannlege	nha	tannleg		ADJ;PL
nha	nha	nha	nha		N
nha	tannlege	nha	tannleg		ADJ;PL
phá	brekke	phá	brekke	V	N;INDF;NEUT;SG
phá	pause	phá	pause	V	N;INDF;MASC;SG
phá	brekk	phá	brekk	V	N;INDF;MASC;SG
phá	avbrekk	phá	avbrekk	V	N;INDF;NEUT;SG
phá	bryter	phá	bryte	V	N;INDF;NEUT;SG
phá	brekke	phá	brekke	V	N;INDF;NEUT;SG
phá	breaking	phá	breaking	V	N;INDF;FEM;SG
phổ	prøyssisk	phổ	prøyssisk	N	ADJ;INDF;NEUT;SG
phổ	prøyssiske	phổ	prøyssisk	N	ADJ;PL
tay	henda	tay	henda	N	ADV
rồi	deretter	rồi	deretter	CONJ	ADV
rồi	så	rồi	så	CONJ	ADV
rồi	da	rồi	da	CONJ	ADV
chia	delte	chia	delte	V	ADJ;INDF;SG;V.PTCP
chia	delt	chia	dele	V	ADJ;INDF;NEUT;SG;V.PTCP
chia	delt	chia	dele	V	ADJ;INDF;NEUT;SG;V.PTCP
chia	splittet	chia	splitt	V	N;DEF;NEUT;SG
chia	delingen	chia	deling	V	N;DEF;MASC;SG
chia	andel	chia	andel	V	N;INDF;MASC;SG
chia	deler	chia	del	V	N;INDF;MASC;PL
chia	split	chia	split	V	N
chia	delt	chia	dele	V	ADJ;INDF;NEUT;SG;V.PTCP
chia	splitt	chia	splitt	V	N;INDF;NEUT;SG
ruồi	flyr	ruồi	fly	N	V;IND;PRS;FIN
phạm	forbrytere	phạm	forbrytere	N	V;NFIN
phạm	kriminelle	phạm	kriminell	N	ADJ;PL
phạm	kriminell	phạm	kriminell	N	ADJ;INDF;SG
chọn	utvalg	chọn	utvalg	V	N;INDF;NEUT;SG
chọn	utvalget	chọn	utvalg	V	N;DEF;NEUT;SG
chọn	velg	chọn	velg	V	N;INDF;NEUT;SG
chọn	hakke	chọn	hakke	V	N;INDF;NEUT;SG
chọn	plukk	chọn	plukk	V	N;INDF;MASC;SG
chọn	velg	chọn	velg	V	N;INDF;NEUT;SG
lục	grønt	lục	grøn	N	ADJ;INDF;NEUT;SG
lục	grønne	lục	grønne	N	ADJ;PL
đai	deportert	đai	deportere	N	ADJ;INDF;SG;V.PTCP
tông	konkret	tông	konkret	N	ADJ;INDF;NEUT;SG
tông	kjørt	tông	kjøre	N	ADJ;INDF;NEUT;SG;V.PTCP
tông	kjørte	tông	kjøre	N	V;IND;PST;FIN
trực	direkte	trực	direkte	V	ADJ;INDF;NEUT;SG
trực	direct	trực	direct	V	N
dung	innhold	dung	innhold		N;INDF;NEUT;SG
dung	innhald	dung	innhald		N;INDF;NEUT;SG
dung	dung	dung	dung		N
dung	innholdet	dung	innhold		N;DEF;NEUT;SG
dung	innhold	dung	innhold		N;INDF;NEUT;SG
vòng	rundt	vòng	rundt	N	ADP
vòng	omkring	vòng	omkring	N	ADP
vòng	rundt	vòng	rundt	N	ADP
vòng	rund	vòng	rund	N	ADJ;INDF;SG
phái	sender	phái	sende	N	V;IND;PRS;FIN
phái	sender	phái	sende	N	V;IND;PRS;FIN
khai	khai	khai	khai	V	N;INDF;MASC;SG
khai	påstander	khai	påstand	V	N;INDF;FEM;SG
lệnh	befaler	lệnh	befale		N;INDF;FEM;PL
lệnh	kommandoer	lệnh	kommando		N;INDF;MASC;PL
lệnh	kommandoen	lệnh	kommando		N;DEF;MASC;SG
lệnh	command	lệnh	command		N;INDF;MASC;SG
lệnh	befal	lệnh	befal		N;INDF;NEUT;SG
lệnh	kommando	lệnh	kommando		N;INDF;MASC;SG
lệnh	ordre	lệnh	ordre		N;INDF;MASC;SG
lệnh	bestillinger	lệnh	bestilling		N;INDF;FEM;PL
lệnh	ordrer	lệnh	ordre		N;INDF;MASC;SG
chuẩn	standard	chuẩn	standard	V	N;INDF;MASC;SG
chuẩn	normalt	chuẩn	normal	V	ADJ;INDF;NEUT;SG
chuẩn	normale	chuẩn	normal	V	ADJ;PL
chuẩn	normalen	chuẩn	normal	V	N;DEF;MASC;SG
chuẩn	normal	chuẩn	normal	V	ADJ;INDF;SG
duy	berre	duy	berre	N	ADV
duy	only	duy	only	N	
duy	bare	duy	bare	N	ADV
thiếu	manglende	thiếu	manglende	V	N;INDF;NEUT;SG
thiếu	savnet	thiếu	savn	V	N;DEF;NEUT;SG
