από	from	από	from	ADP	
ευκαιρία	chance	ευκαιρία	chance	N;ACC;FEM;SG	
ευκαιρία	fırsatlar	ευκαιρία	fırsat	N;ACC;FEM;SG	N;NOM;PL;3
ευκαιρία	fırsatı	ευκαιρία	fırsatı	N;ACC;FEM;SG	
ευκαιρία	fırsat	ευκαιρία	fırsat	N;ACC;FEM;SG	
ινστιτούτο	enstitü	ινστιτούτο	enstit	N;NOM;NEUT;SG	
τάση	trend	τάση	trend	N;NOM;FEM;SG	
τάση	eğilim	τάση	eğ	N;NOM;FEM;SG	
τάση	gerilim	τάση	gerilim	N;NOM;FEM;SG	
τάση	eğilim	τάση	eğ	N;NOM;FEM;SG	
περιοδεία	tur	περιοδείο	i	N;ACC;FEM;SG	V;PFV;SG;3;PRS
περιοδεία	tour	περιοδείο	tour	N;ACC;FEM;SG	N;NOM;SG;3
περιοδεία	tura	περιοδείο	tur	N;ACC;FEM;SG	N;DAT;SG;3
περιοδεία	turne	περιοδείο	tur	N;ACC;FEM;SG	
περιοδεία	turneye	περιοδείο	turne	N;ACC;FEM;SG	N;DAT;SG;3
περιοδεία	turne	περιοδείο	tur	N;ACC;FEM;SG	
ειδική	ozel	ειδικός	ozel	ADJ;NOM;FEM;SG	
ειδική	özeldir	ειδικός	özel	ADJ;NOM;FEM;SG	
βασίλης	vasilis	βασίλης	vasilis	PROPN;NOM;MASC;SG	
βασίλης	claus	βασίλης	claus	PROPN;NOM;MASC;SG	
βασίλης	vassilis	βασίλης	vassilis	PROPN;NOM;MASC;SG	
εκτέλεση	çalıştır	εκτέλεση	çalış	N;ACC;FEM;SG	
εκτέλεση	uygula	εκτέλεση	uygula	N;ACC;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
εκτέλεση	idam	εκτέλεση	idam	N;ACC;FEM;SG	
εκτέλεση	infaz	εκτέλεση	infaz	N;ACC;FEM;SG	
εκτέλεση	idam	εκτέλεση	idam	N;ACC;FEM;SG	
παίρνει	döndürür	παίρνω	dön	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
παίρνει	alır	παίρνω	al	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ανατολή	doğuya	ανατολή	doğu	N;NOM;FEM;SG	ADJ;DAT;SG;3
ανατολή	doğu	ανατολή	doğu	N;NOM;FEM;SG	
ανατολή	doğuda	ανατολή	doğu	N;NOM;FEM;SG	N;ESS;SG;3
ανατολή	doğu	ανατολή	doğu	N;NOM;FEM;SG	
σταθερά	sabit	σταθερά	sabit	ADV	
σταθερά	tamir	σταθερά	tamir	ADV	
σταθερά	sabit	σταθερά	sabit	ADV	
σταθερά	sabit	σταθερά	sabit	ADV	
σταθερά	istikrarlı	σταθερά	istikrarlı	ADV	ADJ
σταθερά	durağan	σταθερά	durağan	ADV	ADJ
σταθερά	sabit	σταθερά	sabit	ADV	
σταθερά	kararlı	σταθερά	kararlı	ADV	
σταθερά	stabil	σταθερά	stabil	ADV	
κεφάλι	kafa	κεφάλι	kafa	N;NOM;NEUT;SG	
πλάτος	enlem	πλάτος	enlem	N;ACC;NEUT;SG	N;NOM;SG;3
πλάτος	genişlik	πλάτος	genişlik	N;ACC;NEUT;SG	
πλάτος	genişliği	πλάτος	genişlik	N;ACC;NEUT;SG	N;NOM;SG;3
εγκαταστάθηκε	kurulu	εγκαθιστώ	kurulu	V;PFV;IND;SG;3;PST;FIN;PASS	
εγκαταστάθηκε	yüklü	εγκαθιστώ	yüklü	V;PFV;IND;SG;3;PST;FIN;PASS	
ιστορικός	tarihçi	ιστορικός	tarihçi	ADJ;NOM;MASC;SG	N;NOM;SG;3
ιστορικός	tarihi	ιστορικός	tarih	ADJ;NOM;MASC;SG	
ιστορικός	tarihsel	ιστορικός	tarihsel	ADJ;NOM;MASC;SG	
νύχτα	gece	νύχτα	gece	N;ACC;FEM;SG	N;NOM;SG;3
νύχτα	geceler	νύχτα	gece	N;ACC;FEM;SG	N;NOM;PL;3
νύχτα	night	νύχτα	night	N;ACC;FEM;SG	
μάικλ	michael	μάικλ	michael		
συνέδριο	konferans	συνέδριο	konferans	N;NOM;NEUT;SG	
μπάσο	levrek	μπάσο	levrek		N;NOM;SG;3
μπάσο	bas	μπάσο	bas		
μπάσο	bass	μπάσο	bass		
απόδοση	verimlilik	απόδοση	verimlilik	N;ACC;FEM;SG	N;NOM;SG;3
απόδοση	verim	απόδοση	ver	N;ACC;FEM;SG	
απόδοση	gösteri	απόδοση	göster	N;ACC;FEM;SG	
απόδοση	performansı	απόδοση	performans	N;ACC;FEM;SG	N;NOM;SG;3
απόδοση	performans	απόδοση	performans	N;ACC;FEM;SG	
επεισόδιο	bölüm	επεισόδιο	bölüm	N;NOM;NEUT;SG	
κτίρια	binaların	κτίριο	bina	N;NOM;NEUT;PL	N;GEN;PL;3
ελεύθερη	bedava	ελεύθερος	bedava	ADJ;NOM;FEM;SG	
ελεύθερη	özgür	ελεύθερος	özgür	ADJ;NOM;FEM;SG	
ελεύθερη	free	ελεύθερος	free	ADJ;NOM;FEM;SG	
ελεύθερη	serbest	ελεύθερος	serbest	ADJ;NOM;FEM;SG	
εντελώς	tamamiyle	εντελώς	tamami	ADV	ADJ;INS;SG;3
εντελώς	tamamıyla	εντελώς	tamam	ADV	ADJ;INS;SG;3
εντελώς	tamamen	εντελώς	tamamen	ADV	
εντελώς	tamamıyla	εντελώς	tamam	ADV	ADJ;INS;SG;3
εντελώς	kesinlikle	εντελώς	kesinlik	ADV	N;INS;SG;3
εντελώς	tamamen	εντελώς	tamamen	ADV	
εντελώς	tamamiyle	εντελώς	tamami	ADV	ADJ;INS;SG;3
άλλαξε	değiştim	αλλάζω	değiş	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
άλλαξε	değişen	αλλάζω	değiş	V;PFV;IND;SG;3;PST;FIN;ACT	
άλλαξε	değiştirildi	αλλάζω	değiş	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
ποταμός	nehri	ποταμός	nehir	N;NOM;MASC;SG	N;ACC;SG;3
ποταμός	river	ποταμός	riv	N;NOM;MASC;SG	PROPN;NOM;SG;3
ποταμός	nehir	ποταμός	nehir	N;NOM;MASC;SG	
ποταμός	irmak	ποταμός	irmak	N;NOM;MASC;SG	
υπόλοιπο	denge	υπόλοιπος	denge	ADJ;NOM;NEUT;SG	
υπόλοιπο	dengesi	υπόλοιπος	denge	ADJ;NOM;NEUT;SG	N;NOM;SG;3
χρυσή	golden	χρυσός	gol	N;NOM;FEM;SG	N;AT+ABL;SG;3
χρυσή	altın	χρυσός	altın	N;NOM;FEM;SG	
χρυσή	altin	χρυσός	altin	N;NOM;FEM;SG	
μαθήματα	ders	μάθημα	ders	N;NOM;NEUT;PL	
μαθήματα	kursları	μάθημα	kurs	N;NOM;NEUT;PL	N;ACC;PL;3
μαθήματα	kurs	μάθημα	kurs	N;NOM;NEUT;PL	N;NOM;SG;3
ιταλική	italyanca	ιταλικός	italyanca	ADJ;NOM;FEM;SG	ADV
ιταλική	italyan	ιταλικός	italyan	ADJ;NOM;FEM;SG	
παραδείγματα	örnekleri	παράδειγμα	örnek	N;NOM;NEUT;PL	N;ACC;PL;3
ηγέτης	önder	ηγέτης	önde	N;NOM;MASC;SG	
ηγέτης	lider	ηγέτης	lider	N;NOM;MASC;SG	
ιταλός	italyanca	ιταλός	italyanca	PROPN;NOM;MASC;SG	ADV
ιταλός	italyan	ιταλός	italyan	PROPN;NOM;MASC;SG	
πολίτες	vatandaş	πολίτης	vatandaş	N;NOM;MASC;PL	
ιερό	kutsal	ιερός	kutsal	N;NOM;NEUT;SG	
ιερό	mukaddes	ιερός	mukaddes	N;NOM;NEUT;SG	
ιερό	kutsaldır	ιερός	kutsal	N;NOM;NEUT;SG	V;PFV;IMP;SG;3;POS;PRS
ιερό	kutsal	ιερός	kutsal	N;NOM;NEUT;SG	
πόδια	ayak	πόδι	ayak	N;NOM;NEUT;PL	N;NOM;SG;3
πόδια	bacak	πόδι	bacak	N;NOM;NEUT;PL	
πολιορκία	kuşatma	πολιορκία	kuşat	N;NOM;FEM;SG	
τίτλους	başlıklar	τίτλο	başlık	NUM;NOM;MASC;PL	N;NOM;PL;3
τίτλους	unvanlar	τίτλο	unvan	NUM;NOM;MASC;PL	N;NOM;PL;3
αρχικό	orijinal	αρχικός	orijinal	ADJ;NOM;NEUT;SG	
αρχικό	özgün	αρχικός	özgün	ADJ;NOM;NEUT;SG	
αρχικό	orjinal	αρχικός	orjinal	ADJ;NOM;NEUT;SG	
αρχικό	aslı	αρχικός	aslı	ADJ;NOM;NEUT;SG	
επίπεδα	seviyeleri	επίπεδο	seviye	N;NOM;NEUT;PL	N;ACC;PL;3
επίπεδα	seviye	επίπεδο	sev	N;NOM;NEUT;PL	
τηλεόραση	tv	τηλεόραση	tv	N;ACC;FEM;SG	
τηλεόραση	televizyon	τηλεόραση	televizyon	N;ACC;FEM;SG	N;NOM;SG;3
χρήστος	hristos	χρήστος	hristos	PROPN;NOM;MASC;SG	
λευκό	white	λευκός	whit	N;NOM;NEUT;SG	PROPN;NOM;SG;3
λευκό	beyaz	λευκός	beyaz	N;NOM;NEUT;SG	
μικρός	ufak	μικρός	ufak	ADJ;NOM;MASC;SG	
μικρός	kucuk	μικρός	kucuk	ADJ;NOM;MASC;SG	
περιόδους	aralıklı	περίοδος	aralıklı	N;NOM;FEM;PL	
μισό	yarı	μισός	yarı	N;NOM;NEUT;SG	
μισό	yarısı	μισός	yarı	N;NOM;NEUT;SG	ADJ;NOM;SG;3
μισό	yarim	μισός	yarim	N;NOM;NEUT;SG	
μισό	yarım	μισός	yarım	N;NOM;NEUT;SG	
λέξεις	kelime	λέξη	kelim	N;NOM;FEM;PL	
δούκας	dük	δούκα	dük	N;NOM;MASC;SG	
δούκας	duke	δούκα	duke	N;NOM;MASC;SG	
μουσικά	müzikal	μουσικός	müzikal	ADV	
γωνία	köşeye	γωνία	köşe	N;NOM;FEM;SG	N;DAT;SG;3
γωνία	köşe	γωνία	köşe	N;NOM;FEM;SG	
γωνία	açı	γωνία	aç	N;NOM;FEM;SG	
δεκαετίες	onlarca	δεκαετία	onlarca	N;NOM;FEM;PL	
κανάλι	kanal	κανάλι	kanal	N;NOM;NEUT;SG	
κανάλι	kanalı	κανάλι	kanalı	N;NOM;NEUT;SG	N;ACC;SG;3
κανάλι	kanal	κανάλι	kanal	N;NOM;NEUT;SG	
κανάλι	kanalı	κανάλι	kanalı	N;NOM;NEUT;SG	N;ACC;SG;3
κανάλι	channel	κανάλι	channel	N;NOM;NEUT;SG	
νίκησε	yenilmiş	νικώ	yen	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
νίκησε	yenildi	νικώ	yenil	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
νίκησε	mağlup	νικώ	mağlup	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
γράψει	yazılmış	γράψει	yaz	V;PFV;NFIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
γράψει	yazıldı	γράψει	yaz	V;PFV;NFIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
γράψει	yazan	γράψει	yaz	V;PFV;NFIN;ACT	
γράψει	yazılı	γράψει	yazılı	V;PFV;NFIN;ACT	
γράψει	yazılan	γράψει	yaz	V;PFV;NFIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
γεωγραφία	coğrafi	γεωγραφία	coğrafi	N;NOM;FEM;SG	
γεωγραφία	coğrafya	γεωγραφία	coğrafya	N;NOM;FEM;SG	
έστειλε	gönderildi	στέλνω	gönder	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
έστειλε	gönderilen	στέλνω	gönder	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
έστειλε	gönderilmiş	στέλνω	gönder	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ολοκληρώθηκε	tamamladım	ολοκληρώνω	tamamla	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;SG;1;POS;PST
ολοκληρώθηκε	tam	ολοκληρώνω	tam	V;PFV;IND;SG;3;PST;FIN;PASS	
ολοκληρώθηκε	komple	ολοκληρώνω	komp	V;PFV;IND;SG;3;PST;FIN;PASS	
γεωργία	tarım	γεωργία	tarım	PROPN;ACC;FEM;SG	
γεωργία	tarımsal	γεωργία	tarımsal	PROPN;ACC;FEM;SG	
αγάπη	ask	αγάπη	ask	N;NOM;FEM;SG	
αγάπη	sevda	αγάπη	sevda	N;NOM;FEM;SG	
αγάπη	sevgiler	αγάπη	sevgi	N;NOM;FEM;SG	N;NOM;PL;3
αγάπη	sevgi	αγάπη	sevgi	N;NOM;FEM;SG	
βουλγαρία	bulgaristan	βουλγαρία	bulgaristan	PROPN;ACC;FEM;SG	PROPN;NOM;SG;3
φτάσει	erişim	φτάνω	erişim	V;PFV;NFIN;ACT	N;NOM;SG;3
άμεση	direk	άμεσος	direk	ADJ;NOM;FEM;SG	
άμεση	direkt	άμεσος	direkt	ADJ;NOM;FEM;SG	
άμεση	doğrudan	άμεσος	doğrudan	ADJ;NOM;FEM;SG	
θεόδωρος	theodoros	θεόδωρος	theodoros	PROPN;NOM;MASC;SG	
διοικητικά	idari	διοικητικός	idari	ADV	
ελένη	eleni	ελένη	el	PROPN;NOM;FEM;SG	
ελένη	helen	ελένη	hel	PROPN;NOM;FEM;SG	
παναγιώτης	panagiotis	παναγιώτης	panagiotis	PROPN;NOM;MASC;SG	
δράσης	eylem	δράση	eylem	N;GEN;FEM;SG	
δράσης	motor	δράση	motor	N;GEN;FEM;SG	
δράσης	aksiyon	δράση	aksiyon	N;GEN;FEM;SG	
τοποθεσία	konumu	τοποθεσία	konum	N;NOM;FEM;SG	N;ACC;SG;3
τοποθεσία	yeri	τοποθεσία	yer	N;NOM;FEM;SG	N;ACC;SG;3
σύνδεσμος	bağ	σύνδεσμος	bağ	N;NOM;MASC;SG	
σύνδεσμος	link	σύνδεσμος	link	N;NOM;MASC;SG	
σύνδεσμος	bağlantı	σύνδεσμος	bağlantı	N;NOM;MASC;SG	
ανανέωση	yenile	ανανέωση	yenil	N;ACC;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
ανανέωση	yenileme	ανανέωση	yenilem	N;ACC;FEM;SG	
πλήρες	tam	πλήρης	tam	N;NOM;NEUT;SG	
πλήρες	ful	πλήρης	ful	N;NOM;NEUT;SG	
πλήρες	full	πλήρης	full	N;NOM;NEUT;SG	
πλήρες	dolu	πλήρης	dolu	N;NOM;NEUT;SG	
πλήρες	tam	πλήρης	tam	N;NOM;NEUT;SG	
πλήρες	komple	πλήρης	komp	N;NOM;NEUT;SG	
πλήρες	tamamlanmış	πλήρης	tamamla	N;NOM;NEUT;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
πλήρες	tamamlandı	πλήρης	tamamla	N;NOM;NEUT;SG	V;PFV;IND;SG;3;POS;PST;PASS
θάνατος	olum	θάνατος	ol	N;NOM;MASC;SG	
θάνατος	ölüm	θάνατος	ölüm	N;NOM;MASC;SG	
θάνατος	death	θάνατος	death	N;NOM;MASC;SG	
τοπικό	yerli	τοπικός	yerli	ADJ;NOM;NEUT;SG	
τοπικό	lokal	τοπικός	lokal	ADJ;NOM;NEUT;SG	
τοπικό	yöresel	τοπικός	yöresel	ADJ;NOM;NEUT;SG	
τοπικό	yerel	τοπικός	yerel	ADJ;NOM;NEUT;SG	
γενικό	general	γενικός	general	ADJ;NOM;NEUT;SG	
τζάκσον	jackson	τζάκσον	jackson		PROPN;NOM;SG;3
πατρίδα	vatan	πατρίδα	vat	N;ACC;FEM;SG	
πατρίδα	anavatan	πατρίδα	anavat	N;ACC;FEM;SG	
πατρίδα	yuva	πατρίδα	yuva	N;ACC;FEM;SG	
πατρίδα	ev	πατρίδα	ev	N;ACC;FEM;SG	N;NOM;SG;3
πατρίδα	evde	πατρίδα	ev	N;ACC;FEM;SG	N;ESS;SG;3
πατρίδα	eve	πατρίδα	ev	N;ACC;FEM;SG	N;DAT;SG;3
πατρίδα	evim	πατρίδα	ev	N;ACC;FEM;SG	N;NOM;SG;3
πατρίδα	vatan	πατρίδα	vat	N;ACC;FEM;SG	
φωτογραφία	fotograf	φωτογραφία	fotograf	N;ACC;FEM;SG	
φωτογραφία	foto	φωτογραφία	foto	N;ACC;FEM;SG	
φωτογραφία	fotoğraf	φωτογραφία	fotoğraf	N;ACC;FEM;SG	
φωτογραφία	fotoğrafçılık	φωτογραφία	fotoğrafçılık	N;ACC;FEM;SG	N;NOM;SG;3
φωτογραφία	fotoğraf	φωτογραφία	fotoğraf	N;ACC;FEM;SG	
φωτογραφία	fotoğraf	φωτογραφία	fotoğraf	N;ACC;FEM;SG	
φωτογραφία	fotoğraf	φωτογραφία	fotoğraf	N;ACC;FEM;SG	
φωτογραφία	resim	φωτογραφία	resim	N;ACC;FEM;SG	
φωτογραφία	resmi	φωτογραφία	resmi	N;ACC;FEM;SG	
κατεύθυνση	yön	κατεύθυνση	yön	N;ACC;FEM;SG	
κατεύθυνση	istikamet	κατεύθυνση	istikamet	N;ACC;FEM;SG	
κατεύθυνση	istikamet	κατεύθυνση	istikamet	N;ACC;FEM;SG	
ηρακλής	herkül	ηρακλής	herkül	PROPN;NOM;MASC;SG	
κόσμος	world	κόσμος	world	N;NOM;MASC;SG	
κόσμος	dünya	κόσμος	dünya	N;NOM;MASC;SG	
κόσμος	dunya	κόσμος	dunya	N;NOM;MASC;SG	
κόσμος	halk	κόσμος	halk	N;NOM;MASC;SG	
κόσμος	kişiler	κόσμος	kişi	N;NOM;MASC;SG	N;NOM;PL;3
κόσμος	insanlar	κόσμος	insan	N;NOM;MASC;SG	N;NOM;PL;3
κόσμος	millet	κόσμος	millet	N;NOM;MASC;SG	
καλύπτει	örtüler	καλύπτω	örtü	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
καλύπτει	kapsıyor	καλύπτω	kapsa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
καλύπτει	kapakları	καλύπτω	kapak	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;PL;3
καλύπτει	kapsayan	καλύπτω	kapsa	V;IPFV;IND;SG;3;PRS;FIN;ACT	
δυναστεία	hanedanı	δυναστεία	hanedan	N;NOM;FEM;SG	N;INS;SG;3
μεταφέρθηκε	taşınan	μεταφέρω	taşı	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
νικητής	kazanan	νικητής	kazan	N;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
νικητής	galip	νικητής	gal	N;NOM;MASC;SG	ADV
μουσικό	müzisyen	μουσικός	müzisyen	ADJ;NOM;NEUT;SG	
προσφέρει	teklifler	προσφέρω	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
προσφέρει	teklifleri	προσφέρω	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
προσφέρει	teklif	προσφέρω	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
όργανο	org	όργανο	org	N;NOM;NEUT;SG	
όργανο	organı	όργανο	organ	N;NOM;NEUT;SG	N;ACC;SG;3
όργανο	organ	όργανο	organ	N;NOM;NEUT;SG	
γένος	cinsiyet	γένος	cinsiyet	N;NOM;NEUT;SG	
γένος	cins	γένος	cins	N;NOM;NEUT;SG	
παράγει	üretir	παράγω	üretir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
παράγει	üretir	παράγω	üretir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
ανδρέα	andreas	ανδρέα	andreas	PROPN;ACC;MASC;SG	
προκαλεί	nedenler	προκαλώ	neden	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
προκαλεί	nedenleri	προκαλώ	neden	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;PL;3
μείωση	azalma	μείωση	azal	N;ACC;FEM;SG	
μείωση	azaltma	μείωση	azal	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
μείωση	düşüş	μείωση	düşüş	N;ACC;FEM;SG	
μείωση	azalma	μείωση	azal	N;ACC;FEM;SG	
κατασκευάστηκε	inşa	κατασκευάζω	inşa	V;PFV;IND;SG;3;PST;FIN;PASS	
ιατρική	ilaçlar	ιατρικός	ilaç	ADJ;NOM;FEM;SG	N;NOM;PL;3
ιατρική	tıp	ιατρικός	tıp	ADJ;NOM;FEM;SG	
ιατρική	ilaç	ιατρικός	ilaç	ADJ;NOM;FEM;SG	
ιατρική	sağlık	ιατρικός	sağlık	ADJ;NOM;FEM;SG	N;NOM;SG;3
ιατρική	medikal	ιατρικός	medikal	ADJ;NOM;FEM;SG	
ιατρική	tıbbi	ιατρικός	tıbbi	ADJ;NOM;FEM;SG	
ιατρική	tıp	ιατρικός	tıp	ADJ;NOM;FEM;SG	
κύπελλα	bardağı	κύπελλος	bardak	N;NOM;NEUT;PL	N;ACC;SG;3
κύπελλα	fincan	κύπελλος	fincan	N;NOM;NEUT;PL	N;NOM;SG;3
κύπελλα	bardak	κύπελλος	bardak	N;NOM;NEUT;PL	N;NOM;SG;3
προσέγγιση	yaklaşım	προσέγγιση	yaklaşım	N;ACC;FEM;SG	
προσέγγιση	yaklaşım	προσέγγιση	yaklaşım	N;ACC;FEM;SG	
προσέγγιση	yaklaş	προσέγγιση	yaklaş	N;ACC;FEM;SG	
πλανήτη	planet	πλανήτης	planet	N;ACC;MASC;SG	N;NOM;SG;3
πλανήτη	gezegen	πλανήτης	gezegen	N;ACC;MASC;SG	
δημοσιογράφος	gazeteci	δημοσιογράφος	gazeteci	N;NOM;MASC;SG	
δημοσιογράφος	muhabir	δημοσιογράφος	muhabir	N;NOM;MASC;SG	
δημοσιογράφος	gazeteci	δημοσιογράφος	gazeteci	N;NOM;MASC;SG	
δημοσιογράφος	muhabir	δημοσιογράφος	muhabir	N;NOM;MASC;SG	
εξέγερση	isyan	εξέγερση	isyan	N;NOM;FEM;SG	
εξέγερση	ayaklanma	εξέγερση	ayaklan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
εξέγερση	ayaklanması	εξέγερση	ayakla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
εξέγερση	ayaklanma	εξέγερση	ayaklan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
εξέγερση	isyan	εξέγερση	isyan	N;NOM;FEM;SG	
εξέγερση	isyanı	εξέγερση	isyan	N;NOM;FEM;SG	
εξέγερση	ayaklanma	εξέγερση	ayaklan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
εξέγερση	isyan	εξέγερση	isyan	N;NOM;FEM;SG	
εξέγερση	isyan	εξέγερση	isyan	N;NOM;FEM;SG	
εξέγερση	isyanı	εξέγερση	isyan	N;NOM;FEM;SG	
λήξη	bitir	λήξη	bitir	N;ACC;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
λήξη	son	λήξη	son	N;ACC;FEM;SG	
λήξη	sonu	λήξη	son	N;ACC;FEM;SG	
λήξη	bitiş	λήξη	bitiş	N;ACC;FEM;SG	
λήξη	fesih	λήξη	fesih	N;ACC;FEM;SG	
άγγλος	ingiliz	άγγλος	ingiliz	ADJ;NOM;MASC;SG	
ινδία	hindistan	ινδία	hindistan	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
ινδία	hint	ινδία	hint	PROPN;NOM;FEM;SG	
ακτές	kıyıları	ακτός	kıyı	ADV	N;ACC;PL;3
ακτές	kıyıları	ακτός	kıyı	ADV	N;ACC;PL;3
ακτές	sahili	ακτός	sahili	ADV	N;ACC;SG;3
ακτές	kıyı	ακτός	kıy	ADV	
ακτές	sahil	ακτός	sahil	ADV	
εμπορική	ticari	εμπορικός	ticari	ADJ;NOM;FEM;SG	
εμπορική	reklam	εμπορικός	reklam	ADJ;NOM;FEM;SG	
επεισόδια	bölümleri	επεισόδιο	bölüm	N;NOM;NEUT;PL	N;ACC;PL;3
αντίσταση	direnç	αντίσταση	direnç	N;ACC;FEM;SG	
αντίσταση	direniş	αντίσταση	direniş	N;ACC;FEM;SG	N;NOM;SG;3
διακρίσεις	ayrımcılık	διάκριση	ayrımcılık	N;NOM;FEM;PL	N;NOM;SG;3
διακρίσεις	ayrım	διάκριση	ayrım	N;NOM;FEM;PL	
διακρίσεις	ayrımcı	διάκριση	ayrımcı	N;NOM;FEM;PL	
φωτογραφίες	fotoğraf	φωτογραφία	fotoğraf	N;NOM;FEM;PL	
καρλ	karl	καρλ	karl	N	
καρλ	carl	καρλ	carl	N	
διάδοχος	mirasçı	διάδοχος	mirasçı	N;NOM;MASC;SG	
διάδοχος	vâris	διάδοχος	vâris	N;NOM;MASC;SG	
διάδοχος	varis	διάδοχος	varis	N;NOM;MASC;SG	
διάδοχος	halefi	διάδοχος	halef	N;NOM;MASC;SG	N;ACC;SG;3
γιάννη	yannis	γιάννης	yannis	PROPN;ACC;MASC;SG	PROPN;NOM;SG;3
έντονη	şiddetli	έντονος	şiddetli	ADJ;NOM;FEM;SG	
έντονη	yoğun	έντονος	yoğun	ADJ;NOM;FEM;SG	
παλαιά	eski	παλιός	eski	ADV	
παλαιά	yaşlı	παλιός	yaşlı	ADV	ADJ
παλαιά	old	παλιός	ol	ADV	
παλαιά	ihtiyar	παλιός	ihtiyar	ADV	
κύκλο	daire	κύκλος	daire	N;ACC;MASC;SG	N;NOM;SG;3
κύκλο	çember	κύκλος	çember	N;ACC;MASC;SG	
κύκλο	döngüsü	κύκλος	döngü	N;ACC;MASC;SG	N;NOM;SG;3
κύκλο	döngü	κύκλος	döngü	N;ACC;MASC;SG	
αρνήθηκε	inkar	αρνιέμαι	inkar	V;PFV;IND;SG;3;PST;FIN;PASS	
υλικά	madde	υλικά	madde	N;NOM;NEUT;PL	N;NOM;SG;3
υλικά	materyal	υλικά	materyal	N;NOM;NEUT;PL	
υλικά	malzeme	υλικά	malzem	N;NOM;NEUT;PL	
υλικά	malzeme	υλικά	malzem	N;NOM;NEUT;PL	
γνώση	bilgi	γνώση	bilgi	N;ACC;FEM;SG	N;NOM;SG;3
γνώση	ilim	γνώση	ilim	N;ACC;FEM;SG	
βρήκε	bulunmuş	βρίσκω	bul	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
βρήκε	buldum	βρίσκω	bul	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
πρόσφατα	geçenlerde	πρόσφατα	geçenlerde	ADV	N;ESS;PL;3
πρόσφατα	yakınlarda	πρόσφατα	yakın	ADV	ADJ;ESS;PL;3
πρόσφατα	yakınlardaki	πρόσφατα	yakınlardaki	ADV	ADJ;ESS;PL;3
πρόσφατα	yakınlarda	πρόσφατα	yakın	ADV	ADJ;ESS;PL;3
λογοτεχνία	edebiyatı	λογοτεχνία	edebiyat	N;NOM;FEM;SG	N;ACC;SG;3
ρωσική	rus	ρωσικός	rus	ADJ;NOM;FEM;SG	
ρωσική	rusça	ρωσικός	rusça	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
χημεία	kimya	χημείο	kimya	N;NOM;FEM;SG	
