xbox	xbox	xbox	xbox	N	PROPN
sensación	merasa	sensación	menrasa	N;FEM;SG	V;SG;ACT
sensación	feeling	sensación	feeling	N;FEM;SG	PROPN
suave	smooth	suave	smooth	ADJ;SG	PROPN
suave	kelancaran	suave	kelancaran	ADJ;SG	N;SG
suave	mellow	suave	mellow	ADJ;SG	PROPN
suave	sendu	suave	sendu	ADJ;SG	N;SG
suave	soft	suave	soft	ADJ;SG	PROPN
suave	mild	suave	mild	ADJ;SG	PROPN
suave	gentle	suave	gentle	ADJ;SG	PROPN
constantes	constant	constante	constant	ADJ;PL	PROPN
constantes	konstanta	constante	konstanta	ADJ;PL	N
constantes	konstan	constante	konstan	ADJ;PL	
constantes	konstanta	constante	konstanta	ADJ;PL	N
constantes	konstan	constante	konstan	ADJ;PL	
cbs	cbs	cbs	cbs	N;FEM;SG	PROPN
suizo	swiss	suizo	swiss	N;MASC;SG	PROPN
jamaica	jamaica	jamaica	jamaica	N;FEM;SG	PROPN
sencilla	easy	sencillo	easy	ADJ;FEM;SG	PROPN
rebelde	rebel	rebelde	rebel	ADJ;SG	PROPN
rebelde	pemberontak	rebelde	penberontak	ADJ;SG	N;SG
rebelde	fasik	rebelde	fasik	ADJ;SG	N
rebelde	memberontak	rebelde	menberontak	ADJ;SG	V;SG;ACT
rebelde	durhaka	rebelde	durhaka	ADJ;SG	N
roll	roll	roll	roll	N;MASC;SG	PROPN
paco	paco	paco	paco	PROPN	PROPN
matías	mathias	matía	mathias	PROPN	PROPN
matías	matías	matía	matías	PROPN	PROPN
matías	matthias	matía	matthias	PROPN	PROPN
nancy	nancy	nancy	nancy	N;FEM;SG	PROPN
marítima	maritime	marítimo	maritime	ADJ;FEM;SG	PROPN
marítima	maritim	marítimo	maritim	ADJ;FEM;SG	N
crimea	krimea	crimea	krimea	ADJ;SG	PROPN
crimea	krimea	crimea	krimea	ADJ;SG	PROPN
liberado	dilepaskan	liberado	dilepaskan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
liberado	dirilis	liberado	dirilis	ADJ;MASC;SG;V.PTCP	V;SG;PASS
liberado	dibebaskan	liberado	dibebaskan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
liberado	dibebaskan	liberado	dibebaskan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
narrativa	bercerita	narrativa	bercerita	N;FEM;SG	V;SG;ACT
gerente	manager	gerente	manager	N;SG	PROPN
encuesta	poll	encuesta	poll	N;FEM;SG	PROPN
afecta	amaliah	afectar	amaliah	V;IND;SG;3;PRS;FIN	N;SG
enciclopédico	encyclopedic	enciclopédico	encyclopedic	ADJ;MASC;SG	PROPN
pokémon	pokémon	pokémon	pokémon	N;MASC	PROPN
generalidad	generalitat	generalidad	generalitat	N;FEM;SG	PROPN
efectivamente	efektif	efectivamente	efektif	ADV	ADJ;SG
virreinato	viceroyalty	virreinato	viceroyalty	N;MASC;SG	PROPN
seca	dry	seco	dry	ADJ;FEM;SG	PROPN
seca	mengeringkan	seco	menkeringkan	ADJ;FEM;SG	V;SG;ACT
seca	keringkan	seco	keringkan	ADJ;FEM;SG	PROPN;SG
seca	dikeringkan	seco	dikeringkan	ADJ;FEM;SG	V;SG;PASS
seca	dijemur	seco	dijemur	ADJ;FEM;SG	V;SG;PASS
medir	pengukuran	medir	penukuran	V;NFIN	N;SG
medir	ukur	medir	ukur	V;NFIN	N;SG;ACT
asume	asumsikan	asumir	asumsikan	V;IND;SG;3;PRS;FIN	PROPN
discusiones	diskusi	discusión	diskusi	N;FEM;PL	N;SG
discusiones	diskusi	discusión	diskusi	N;FEM;PL	N;SG
discusiones	argumen	discusión	argumen	N;FEM;PL	N;SG
stanley	stanley	stanley	stanley	PROPN	PROPN
realistas	realistis	realista	realistis	N;PL	ADJ;SG
realistas	realistik	realista	realistik	N;PL	N;SG
rin	rin	rin	rin	N;MASC;SG	PROPN
rin	rhine	rin	rhine	N;MASC;SG	PROPN
animada	animasi	animado	animasi	ADJ;FEM;SG;V.PTCP	N
animada	lively	animado	lively	ADJ;FEM;SG;V.PTCP	PROPN
nativa	native	nativo	native	ADJ;FEM;SG	PROPN
intensa	menegangkan	intenso	mentegangkan	ADJ;FEM;SG	V;SG;ACT
duelo	berduka	duelo	berduka	N;MASC;SG	V;SG;ACT
duelo	berduka	duelo	berduka	N;MASC;SG	V;SG;ACT
duelo	berkabung	duelo	berkabung	N;MASC;SG	V;SG;ACT
legend	legend	legend	legend	N	PROPN
seattle	seattle	seattle	seattle	N;MASC;SG	PROPN
acústica	akustik	acústicar	akustik	ADJ;FEM;SG	N;SG
acústica	acoustic	acústicar	acoustic	ADJ;FEM;SG	PROPN
acústica	akustik	acústicar	akustik	ADJ;FEM;SG	N;SG
innovación	berinovasi	innovación	berinovasi	N;FEM;SG	V;SG;ACT
hueso	bone	hueso	bone	N;MASC;SG	PROPN
administrativas	administratif	administrativo	administratif	ADJ;FEM;PL	N;SG
donald	donald	donald	donald	N;SG	PROPN
rincón	pojok	rincón	pojok	N;MASC;SG	PROPN
rincón	corner	rincón	corner	N;MASC;SG	PROPN
rincón	rincon	rincón	rincon	N;MASC;SG	PROPN
rincón	rincón	rincón	rincón	N;MASC;SG	PROPN
jacob	jacob	jacob	jacob	PROPN	PROPN
jacob	yakub	jacob	yakub	PROPN	PROPN;SG
ordenador	computer	ordenador	computer	N;MASC;SG	PROPN
baño	toilet	baño	toilet	N;MASC;SG	PROPN;SG
baño	mandi	baño	mandi	N;MASC;SG	PROPN;SG
seguros	asuransi	seguro	asuransi	N;MASC;PL	N;SG
correr	running	correr	running	V;NFIN	PROPN
correr	lari	correr	lari	V;NFIN	N;SG
correr	lari	correr	lari	V;NFIN	N;SG
correr	joging	correr	joging	V;NFIN	N;SG
correr	jogging	correr	jogging	V;NFIN	N;SG
hms	hms	hms	hms	N;MASC;SG	PROPN
telecomunicaciones	telecom	telecomunicación	telecom	N;FEM;PL	PROPN
arequipa	arequipa	arequipa	arequipa	N;FEM;SG	PROPN
maldonado	maldonado	maldonar	maldonado	N;MASC;SG	PROPN
cantando	nyanyian	cantar	nyanyian	V;V.MSDR	N;SG
examen	review	examen	review	N;MASC;SG	PROPN
examen	tinjau	examen	tinjau	N;MASC;SG	V;SG;ACT
examen	ulas	examen	ulas	N;MASC;SG	V;SG;ACT
examen	meninjau	examen	mentinjau	N;MASC;SG	V;SG;ACT
depósitos	gudang	depósito	gudang	N;MASC;PL	N;SG
depósitos	waduk	depósito	waduk	N;MASC;PL	N;SG
depósitos	deposito	depósito	deposito	N;MASC;PL	N;SG
depósitos	setoran	depósito	setoran	N;MASC;PL	N;SG
depósitos	deposito	depósito	deposito	N;MASC;PL	N;SG
depósitos	deposit	depósito	deposit	N;MASC;PL	PROPN
depósitos	setoran	depósito	setoran	N;MASC;PL	N;SG
ocasionalmente	sesekali	ocasionalmente	sesekali	ADV	CONJ
ocasionalmente	sesekali	ocasionalmente	sesekali	ADV	CONJ
invitada	tamu	invitada	tamu	ADJ;FEM;SG;V.PTCP	N;SG
invitada	mengundang	invitada	menundang	ADJ;FEM;SG;V.PTCP	V;SG;ACT
invitada	diundang	invitada	diundang	ADJ;FEM;SG;V.PTCP	V;SG;PASS
gov	gov	gov	gov		PROPN
homer	homer	homer	homer	N;MASC;SG	PROPN
liverpool	liverpool	liverpool	liverpool	N;MASC;SG	PROPN
rap	rap	rap	rap	N;MASC;SG	PROPN
rap	rap	rap	rap	N;MASC;SG	PROPN
asistir	assist	asistir	assist	V;NFIN	N
turistas	wisatawan	turista	wisatawan	N;PL	N;MASC;SG
turistas	turis	turista	turis	N;PL	N;SG
turistas	wisatawan	turista	wisatawan	N;PL	N;MASC;SG
turistas	turis	turista	turis	N;PL	N;SG
darío	darius	darío	darius	N;MASC;SG	PROPN
imdb	imdb	imdb	imdb	N;FEM;SG	PROPN
autobús	bus	autobús	bus	N;MASC;SG	PROPN;SG
autobús	bis	autobús	bis	N;MASC;SG	PROPN
actuando	akting	actuar	akting	V;V.MSDR	N;SG
actuando	aktingnya	actuar	akting	V;V.MSDR	N;SG
tendencias	trend	tendencia	trend	N;FEM;PL	PROPN;SG
tendencias	tren	tendencia	tren	N;FEM;PL	N;SG
tendencias	trend	tendencia	trend	N;FEM;PL	PROPN;SG
tendencias	kecenderungan	tendencia	kecenderungan	N;FEM;PL	N;SG
tendencias	tren	tendencia	tren	N;FEM;PL	N;SG
tendencias	trending	tendencia	trending	N;FEM;PL	PROPN
tendencias	tren	tendencia	tren	N;FEM;PL	N;SG
secretos	rahasia	secreto	rahasia	N;MASC;PL	N;SG
secretos	rahasia	secreto	rahasia	N;MASC;PL	N;SG
secretos	secret	secreto	secret	N;MASC;PL	PROPN
tommy	tommy	tommy	tommy	PROPN	PROPN
provinciales	kampungan	provincial	kampungan	ADJ;PL	N
amistoso	bersahabat	amistoso	bersahabat	ADJ;MASC;SG	V;SG;ACT
elaborado	menguraikan	elaborado	menkuraikan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
temprano	early	temprano	early	ADV	PROPN
temprano	dini	temprano	dini	ADV	ADJ;SG
temprano	awal	temprano	awal	ADV	ADJ;SG
direcciones	arah	dirección	arah	N;FEM;PL	N;SG
direcciones	alamat	dirección	alamat	N;FEM;PL	N;SG
direcciones	alamat	dirección	alamat	N;FEM;PL	N;SG
now	sekarang	now	sekarang		ADV
now	now	now	now		PROPN
now	kini	now	kini		N
delitos	kejahatan	delito	kejahatan	N;MASC;PL	N;SG
atletas	atlet	atleta	atlet	N;PL	N;SG
atletas	atlit	atleta	atlit	N;PL	N;SG
informa	informa	informar	informa	V;IND;SG;3;PRS;FIN	PROPN
sonic	sonik	sonic	sonik	N;MASC;SG	PROPN
asumir	asumsikan	asumir	asumsikan	V;NFIN	PROPN
espectro	specter	espectro	specter	N;MASC;SG	PROPN
espectro	spectra	espectro	spectra	N;MASC;SG	PROPN
espectro	spectre	espectro	spectre	N;MASC;SG	PROPN
serio	serious	serio	serious	ADJ;MASC;SG	PROPN
conducción	menyetir	conducción	mensetir	N;FEM;SG	V;SG;ACT
conducción	mengemudi	conducción	menkemudi	N;FEM;SG	V;SG;ACT
conducción	berkendara	conducción	berkendara	N;FEM;SG	V;SG;ACT
gobernantes	penguasa	gobernante	penkuasa	N;PL	N;SG
capacidades	kemampuan	capacidad	kemampuan	N;FEM;PL	N;SG
capacidades	kapasitas	capacidad	kapasitas	N;FEM;PL	N;SG
capacidades	kapabilitas	capacidad	kapabilitas	N;FEM;PL	N;SG
capacidades	kemampuan	capacidad	kemampuan	N;FEM;PL	N;SG
inteligente	kecerdasan	inteligente	kecerdasan	ADJ;SG	N;SG
inteligente	smart	inteligente	smart	ADJ;SG	PROPN
introducido	dimasukkan	introducir	dimasukkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
introducido	diperkenalkan	introducir	diperkenalkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
introducido	memperkenalkan	introducir	menperkenalkan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
introducido	dikenalkan	introducir	dikenalkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
ficticio	fiksi	ficticio	fiksi	ADJ;MASC;SG	N
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	PROPN
concursos	kompetisi	concurso	kompetisi	N;MASC;PL	N;SG
concursos	kontes	concurso	kontes	N;MASC;PL	N;SG
concursos	lomba	concurso	lomba	N;MASC;PL	N;SG
partió	almarhum	partir	almarhum	V;IND;SG;3;PST;FIN	N
cia	cia	cia	cia	N;SG	PROPN
cia	pkb	cia	pkb	N;SG	PROPN
cia	cia	cia	cia	N;SG	PROPN
cia	cla	cia	cla	N;SG	PROPN
abundantes	berlimpah	abundante	berlimpah	ADJ;PL	V;SG;ACT
abundantes	berlimpah	abundante	berlimpah	ADJ;PL	V;SG;ACT
abundantes	melimpah	abundante	menlimpah	ADJ;PL	V;SG;ACT
cubrir	sampul	cubrir	sampul	V;NFIN	N;SG
cubrir	cover	cubrir	cover	V;NFIN	PROPN
cubrir	penutup	cubrir	pentutup	V;NFIN	N;SG
antártida	antarktika	antártida	antarktika	N;FEM;SG	PROPN
antártida	antartika	antártida	antartika	N;FEM;SG	PROPN;SG
antártida	antarktika	antártida	antarktika	N;FEM;SG	PROPN
citas	kutipan	cita	kutipan	N;FEM;PL	N;SG
citas	kutipan	cita	kutipan	N;FEM;PL	N;SG
citas	quotes	cita	quotes	N;FEM;PL	PROPN
citas	kencan	cita	kencan	N;FEM;PL	N;SG
citas	berkencan	cita	berkencan	N;FEM;PL	V;SG;ACT
aprobada	disetujui	aprobado	disetujui	ADJ;FEM;SG;V.PTCP	V;SG;PASS
libreto	libreto	libreto	libreto	N;MASC;SG	PROPN
filadelfia	philly	filadelfia	philly	N;FEM;SG	PROPN
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	PROPN
decidido	memutuskan	decidido	menputuskan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
decidido	diputuskan	decidido	diputuskan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
decidido	ditentukan	decidido	ditentukan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
decidido	bertekad	decidido	bertekad	ADJ;MASC;SG;V.PTCP	V;SG;ACT
baden	baden	bader	baden	N;MASC;SG	PROPN
falso	palsu	falso	palsu	ADJ;MASC;SG	PROPN;SG
falso	false	falso	false	ADJ;MASC;SG	PROPN
falso	salah	falso	salah	ADJ;MASC;SG	N;SG
falso	palsu	falso	palsu	ADJ;MASC;SG	PROPN;SG
falso	fake	falso	fake	ADJ;MASC;SG	PROPN
jesuitas	jesuit	jesuita	jesuit	N;PL	PROPN
jesuitas	jesuit	jesuita	jesuit	N;PL	PROPN
atracción	attraction	atracción	attraction	N;FEM;SG	PROPN
atracción	dkk	atracción	dkk	N;FEM;SG	PROPN
jurídico	juridical	jurídico	juridical	ADJ;MASC;SG	PROPN
jurídico	hukum	jurídico	hukum	ADJ;MASC;SG	N;SG;ACT
destruida	dihancurkan	destruido	dihancurkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
destruida	dimusnahkan	destruido	dimusnahkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
destruida	menghancurkan	destruido	menhancurkan	ADJ;FEM;SG;V.PTCP	V;SG;ACT
seguida	diikuti	seguido	diikuti	ADJ;FEM;SG;V.PTCP	V;SG;PASS
kilómetro	mile	kilómetro	mile	N;MASC;SG	PROPN
bobby	bobby	bobby	bobby	PROPN	PROPN
lugo	lugo	lugo	lugo	N;MASC;SG	PROPN
turística	wisatawan	turístico	wisatawan	ADJ;FEM;SG	N;MASC;SG
turística	turis	turístico	turis	ADJ;FEM;SG	N;SG
holandés	belanda	holandés	belanda	N;MASC;SG	PROPN;SG
plus	ditambah	plus	ditambah	N	V;SG;PASS
plus	plus	plus	plus	N	PROPN
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	PROPN
nasa	nasa	nasa	nasa	N;FEM;SG	PROPN
masiva	besaran	masivo	besaran	ADJ;FEM;SG	N;SG
masiva	massive	masivo	massive	ADJ;FEM;SG	PROPN
viendo	ngeliat	ver	ngeliat	V;V.MSDR	N
viendo	watching	ver	watching	V;V.MSDR	PROPN
mercurio	mercury	mercurio	mercury	N;MASC;SG	PROPN
gilbert	gilbert	gilbert	gilbert	PROPN	PROPN
escobar	escobar	escobar	escobar	PROPN	PROPN
moléculas	molekul	molécula	molekul	N;FEM;PL	N;SG
sargento	sarge	sargento	sarge	N;MASC;SG	PROPN
alturas	height	altura	height	N;FEM;PL	PROPN
alturas	ketinggian	altura	ketinggian	N;FEM;PL	N;SG
alturas	heights	altura	heights	N;FEM;PL	PROPN
aterrizaje	landing	aterrizaje	landing	N;MASC;SG	PROPN
aterrizaje	mendarat	aterrizaje	mendarat	N;MASC;SG	V;SG;ACT
campbell	campbell	campbell	campbell	N;SG	PROPN
danny	dimas	danny	dimas	N;MASC;SG	PROPN;SG;PASS
danny	danny	danny	danny	N;MASC;SG	PROPN
ventajas	keuntungan	ventaja	keuntungan	N;FEM;PL	N;SG
ventajas	tunjangan	ventaja	tunjangan	N;FEM;PL	N;SG
ventajas	manfaatnya	ventaja	manfaat	N;FEM;PL	N;SG
ventajas	manfaat	ventaja	manfaat	N;FEM;PL	N;SG
ventajas	keuntungan	ventaja	keuntungan	N;FEM;PL	N;SG
ventajas	keunggulan	ventaja	keunggulan	N;FEM;PL	N;SG
ventajas	kelebihan	ventaja	kelebihan	N;FEM;PL	N;SG
martes	selasa	martes	selasa	N	
martes	selasa	martes	selasa	N	
requieren	membutuhkan	requerir	menbutuhkan	V;IND;PL;3;PRS;FIN	V;SG;ACT
requieren	memerlukan	requerir	menperlukan	V;IND;PL;3;PRS;FIN	V;SG;ACT
requieren	mengharuskan	requerir	menharuskan	V;IND;PL;3;PRS;FIN	V;SG;ACT
nigeria	nigeria	nigeria	nigeria	N;FEM;SG	PROPN
nigeria	pekanbaru	nigeria	pekanbaru	N;FEM;SG	PROPN
nigeria	nigeria	nigeria	nigeria	N;FEM;SG	PROPN
constantinopla	konstantinopel	constantinopla	konstantinopel	ADJ;FEM;SG	PROPN
extrema	ekstrem	extremo	ekstrem	ADJ;FEM;SG	N;SG
extrema	ekstrim	extremo	ekstrim	ADJ;FEM;SG	N;SG
extrema	extreme	extremo	extreme	ADJ;FEM;SG	N
gibraltar	gibraltar	gibraltar	gibraltar	V;NFIN	PROPN
sentimiento	merasa	sentimiento	menrasa	N;MASC;SG	V;SG;ACT
sentimiento	feeling	sentimiento	feeling	N;MASC;SG	PROPN
cargas	beban	carga	beban	N;FEM;PL	N;SG
cargas	tagihan	carga	tagihan	N;FEM;PL	N;SG
cargas	biaya	carga	biaya	N;FEM;PL	N;SG
cargas	unggahan	carga	unggahan	N;FEM;PL	N;SG
cargas	unggah	carga	unggah	N;FEM;PL	V;SG;ACT
cargas	upload	carga	upload	N;FEM;PL	PROPN
cargas	beban	carga	beban	N;FEM;PL	N;SG
complutense	complutense	complutense	complutense	ADJ;SG	PROPN
trato	deal	trato	deal	N;MASC;SG	PROPN
suficientes	cukup	suficiente	cukup	ADJ;PL	ADV
suficientes	kecukupan	suficiente	kecukupan	ADJ;PL	N;SG
when	kapan	when	kapan	N	PRO
when	apabila	when	apabila	N	CONJ
when	ketika	when	ketika	N	CONJ
márquez	márquez	márquez	márquez	PROPN	PROPN
márquez	marquez	márquez	marquez	PROPN	PROPN
place	tempatkan	place	tempatkan	N	V;SG;ACT
place	place	place	place	N	PROPN
non	non	non	non	N	PART;NEG
reality	reality	reality	reality	N;MASC;SG	PROPN
fuga	fugue	fuga	fugue	N;FEM;SG	PROPN
fuga	kabur	fuga	kabur	N;FEM;SG	V;SG
fuga	escape	fuga	escape	N;FEM;SG	PROPN
fuga	jailbreak	fuga	jailbreak	N;FEM;SG	PROPN
cleveland	cleveland	cleveland	cleveland	N;MASC;SG	PROPN
dorada	golden	dorado	golden	ADJ;FEM;SG;V.PTCP	PROPN
dorada	emas	dorado	emas	ADJ;FEM;SG;V.PTCP	N;SG
dorada	keemasan	dorado	keemasan	ADJ;FEM;SG;V.PTCP	N;SG
dorada	emas	dorado	emas	ADJ;FEM;SG;V.PTCP	N;SG
dorada	gold	dorado	gold	ADJ;FEM;SG;V.PTCP	PROPN
abuela	granny	abuela	granny	N;FEM;SG	PROPN
abuela	grandma	abuela	grandma	N;FEM;SG	PROPN
frontal	front	frontal	front	ADJ;SG	PROPN
frontal	depan	frontal	depan	ADJ;SG	N;SG
frontal	frontal	frontal	frontal	ADJ;SG	N
borgoña	bourgogne	borgoña	bourgogne	N;FEM;SG	PROPN
borgoña	burgundy	borgoña	burgundy	N;FEM;SG	PROPN
huevo	eggs	huevo	eggs	N;MASC;SG	PROPN
huevo	egg	huevo	egg	N;MASC;SG	PROPN
tragedia	tragis	tragedia	tragis	N;FEM;SG	ADJ;SG
lagunas	celah	laguna	celah	N;FEM;PL	N;SG
lagunas	kesenjangan	laguna	kesenjangan	N;FEM;PL	N;SG
beta	beta	beta	beta	N;FEM;SG	PROPN
costera	pesisir	costera	pesisir	ADJ;FEM;SG	N
charlotte	charlotte	charlotte	charlotte	N;MASC;SG	PROPN
azteca	azteca	azteca	azteca	N;SG	PROPN
azteca	aztec	azteca	aztec	N;SG	PROPN
patrones	pola	patrón	pola	N;MASC;PL	N;SG
patrones	pola	patrón	pola	N;MASC;PL	N;SG
patrones	perusahaan	patrón	perusahaan	N;MASC;PL	N;SG
how	bagaimana	how	bagaimana	PROPN	ADV
how	how	how	how	PROPN	PROPN
boeing	boeing	boeing	boeing	N;MASC;SG	PROPN
transmisiones	transmisi	transmisión	transmisi	N;FEM;PL	N;SG
transmisiones	siaran	transmisión	siaran	N;FEM;PL	N;SG
aliado	allied	aliado	allied	ADJ;MASC;SG;V.PTCP	PROPN
aliado	sekutu	aliado	sekutu	ADJ;MASC;SG;V.PTCP	N;SG
aliado	ally	aliado	ally	ADJ;MASC;SG;V.PTCP	PROPN
aliado	sekutu	aliado	sekutu	ADJ;MASC;SG;V.PTCP	N;SG
ama	ama	amar	ama	V;IND;SG;3;PRS;FIN	PROPN
ama	nyonya	amar	nyonya	V;IND;SG;3;PRS;FIN	N
ama	selingkuhan	amar	selingkuhan	V;IND;SG;3;PRS;FIN	N
ama	kyk	amar	kyk	V;IND;SG;3;PRS;FIN	PROPN
ama	loves	amar	loves	V;IND;SG;3;PRS;FIN	PROPN
viejos	tua	viejo	tua	ADJ;MASC;PL	ADJ;SG
viejos	lama	viejo	lama	ADJ;MASC;PL	ADJ;SG
viejos	old	viejo	old	ADJ;MASC;PL	PROPN
traducciones	translation	traducción	translation	N;FEM;PL	PROPN
traducciones	terjemahan	traducción	terjemahan	N;FEM;PL	N;SG
traducciones	penerjemahan	traducción	penterjemahan	N;FEM;PL	N;SG
traducciones	terjemahan	traducción	terjemahan	N;FEM;PL	N;SG
traducciones	penerjemahan	traducción	penterjemahan	N;FEM;PL	N;SG
pulgadas	inch	pulgado	inch	N;FEM;PL	PROPN
pulgadas	inci	pulgado	inci	N;FEM;PL	N;SG
pulgadas	inchi	pulgado	inchi	N;FEM;PL	N;SG;ACT
pulgadas	inchi	pulgado	inchi	N;FEM;PL	N;SG;ACT
pulgadas	inci	pulgado	inci	N;FEM;PL	N;SG
arnold	arnold	arnold	arnold	PROPN	PROPN
ladrillo	brick	ladrillo	brick	N;MASC;SG	PROPN
ladrillo	bata	ladrillo	bata	N;MASC;SG	PROPN;SG
calvo	botak	calvo	botak	N;MASC;SG	PROPN;SG
calvo	calvo	calvo	calvo	N;MASC;SG	PROPN
calvo	botak	calvo	botak	N;MASC;SG	PROPN;SG
barbara	barbara	barbar	barbara	N;FEM;SG	PROPN
creer	believe	creer	believe	V;NFIN	PROPN
creer	yakini	creer	yakini	V;NFIN	
compartir	sharing	compartir	sharing	V;NFIN	PROPN
compartir	share	compartir	share	V;NFIN	PROPN
niñas	cewek	niña	cewek	N;FEM;PL	PROPN
niñas	girls	niña	girls	N;FEM;PL	PROPN
niñas	gadis	niña	gadis	N;FEM;PL	N;SG
detective	detective	detective	detective	N;SG	PROPN
probar	coba	probar	coba	V;NFIN	
probar	cobalah	probar	cobalah	V;NFIN	
probar	ujian	probar	ujian	V;NFIN	N;SG
probar	pengujian	probar	penujian	V;NFIN	N;SG
probar	uji	probar	uji	V;NFIN	PROPN;SG
probar	test	probar	test	V;NFIN	PROPN
probar	tes	probar	tes	V;NFIN	N;SG
mónica	monica	mónico	monica	N;FEM;SG	PROPN
arroyos	aliran	arroyo	aliran	N;MASC;PL	N;SG
arroyos	stream	arroyo	stream	N;MASC;PL	PROPN
arroyos	brooks	arroyo	brooks	N;MASC;PL	PROPN
volante	flyer	volante	flyer	N;MASC;SG	PROPN
sabio	bijak	sabio	bijak	N;MASC;SG	ADJ;SG
sabio	sage	sabio	sage	N;MASC;SG	PROPN
sabio	bijak	sabio	bijak	N;MASC;SG	ADJ;SG
sabio	wise	sabio	wise	N;MASC;SG	PROPN
sabio	bijaksana	sabio	bijaksana	N;MASC;SG	ADJ;SG
budapest	budapest	budapest	budapest	N;MASC;SG	PROPN
cráneo	skull	cráneo	skull	N;MASC;SG	PROPN
velocidades	kecepatan	velocidad	kecepatan	N;FEM;PL	N;SG
madison	madison	madison	madison	N;MASC;SG	PROPN
caridad	bersedekah	caridad	bersedekah	N;FEM;SG	V;SG;ACT
leftarm	leftarm	leftarm	leftarm	INTJ	PROPN
llave	key	llave	key	N;FEM;SG	PROPN
exclusiva	exclusive	exclusivo	exclusive	ADJ;FEM;SG	PROPN
estero	estero	estero	estero	N;MASC;SG	PROPN
merced	merced	merced	merced		PROPN
armados	dipersenjatai	armado	dipersenjatai	ADJ;MASC;PL;V.PTCP	V;SG;PASS
armados	bersenjata	armado	bersenjata	ADJ;MASC;PL;V.PTCP	PROPN
manuscritos	naskah	manuscrito	naskah	N;MASC;PL	N;SG
manuscritos	naskah	manuscrito	naskah	N;MASC;PL	N;SG
rivas	rivas	riva	rivas	N;FEM;PL	PROPN
major	major	major	major	N	PROPN
major	mayor	major	mayor	N	PROPN
tve	tve	tve	tve	PROPN	PROPN
demonio	daemon	demonio	daemon	N;MASC;SG	PROPN
demonio	jurik	demonio	jurik	N;MASC;SG	
demonio	setan	demonio	setan	N;MASC;SG	PROPN;SG
demonio	iblis	demonio	iblis	N;MASC;SG	PROPN;SG
demonio	devil	demonio	devil	N;MASC;SG	PROPN
demonio	setan	demonio	setan	N;MASC;SG	PROPN;SG
demonio	iblis	demonio	iblis	N;MASC;SG	PROPN;SG
demonio	demon	demonio	demon	N;MASC;SG	PROPN
note	note	notar	note	N	PROPN
emitida	dipancarkan	emitido	dipancarkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
carrillo	carrillo	carrillo	carrillo	N;MASC;SG	PROPN
nazis	nazi	nazi	nazi	N;PL	PROPN
nazis	nazi	nazi	nazi	N;PL	PROPN
valdivia	valdivia	valdivia	valdivia	PROPN	PROPN
luisiana	louisiana	luisiano	louisiana	ADJ;FEM;SG	PROPN
televisa	televisa	televisa	televisa	N;FEM;SG	PROPN
malo	bad	malo	bad	ADJ;MASC;SG	PROPN
materias	bahan	materia	bahan	N;FEM;PL	N;SG
materias	materi	materia	materi	N;FEM;PL	N;SG
materias	material	materia	material	N;FEM;PL	N;SG
materias	subjek	materia	subjek	N;FEM;PL	N;SG
urbanas	urban	urbano	urban	ADJ;FEM;PL	PROPN
urbanas	perkotaan	urbano	perkotaan	ADJ;FEM;PL	N;SG
estándares	standar	estándar	standar	N;MASC;PL	ADJ;SG
básicas	dasar	básico	dasar	ADJ;FEM;PL	ADJ;SG
básicas	basic	básico	basic	ADJ;FEM;PL	PROPN
gases	gas	gas	gas	N;MASC;PL	N;SG
gases	gas	gas	gas	N;MASC;PL	N;SG
ferroviario	railway	ferroviario	railway	ADJ;MASC;SG	PROPN
boletín	newsletter	boletín	newsletter	N;MASC;SG	
potencias	powers	potencia	powers	N;FEM;PL	PROPN
ejemplar	copy	ejemplar	copy	V;NFIN	PROPN
ejemplar	salin	ejemplar	salin	V;NFIN	N;SG;ACT
ejemplar	salinan	ejemplar	salinan	V;NFIN	N;SG
ejemplar	teladan	ejemplar	teladan	V;NFIN	N;SG
separadas	dipisahkan	separado	dipisahkan	ADJ;FEM;PL;V.PTCP	V;SG;PASS
separadas	dipisah	separado	dipisah	ADJ;FEM;PL;V.PTCP	V;SG;PASS
separadas	berpisah	separado	berpisah	ADJ;FEM;PL;V.PTCP	V;SG;ACT
express	express	express	express	N;MASC	PROPN
express	ungkapkan	express	ungkapkan	N;MASC	V;SG;ACT
express	mengungkapkan	express	menungkapkan	N;MASC	V;SG;ACT
