در	porte	در	porte	ADP	N;FEM;SG
سلطنتی	impériale	سلطنت	impérial	N;SG	ADJ;FEM;SG
سلطنتی	impérialiste	سلطنت	impérialiste	N;SG	ADJ;MASC;SG
سلطنتی	imperial	سلطنت	imperial	N;SG	PROPN
فراهم	fournir	فراهم	fournir	N;SG	V;NFIN
فراهم	fournissent	فراهم	fournir	N;SG	V;IND;PL;3;PRS;FIN
تشخیص	diagnostiquer	تشخیص	diagnostiquer	N;SG	V;NFIN
تشخیص	détecter	تشخیص	détecter	N;SG	V;NFIN
تشخیص	détectent	تشخیص	détecter	N;SG	V;IND;PL;3;PRS;FIN
تشخیص	détecte	تشخیص	détecte	N;SG	V;IND;SG;3;PRS;FIN
تشخیص	diagnostiquer	تشخیص	diagnostiquer	N;SG	V;NFIN
تشخیص	diagnostique	تشخیص	diagnostique	N;SG	ADJ;MASC;SG
درخت	arbres	درخت	arbre	N;SG	N;MASC;PL
درخت	arbres	درخت	arbre	N;SG	N;MASC;PL
نزدیکی	proche	نزدیک	proche	N;SG	ADJ;MASC;SG
نزدیکی	près	نزدیک	près	N;SG	ADV
تأثیر	influencer	تأثیر	influencer	N;SG	V;NFIN
تأثیر	effets	تأثیر	effet	N;SG	N;MASC;PL
عرض	largeurs	عرض	largeur	N;SG	N;FEM;PL
خدمت	servi	خدمت	servir	N;SG	V;MASC;SG;PST;V.PTCP
خدمت	servis	خدمت	servir	N;SG	V;MASC;PL;PST;V.PTCP
خدمت	servie	خدمت	servir	N;SG	V;FEM;SG;PST;V.PTCP
خدمت	servies	خدمت	servir	N;SG	V;FEM;PL;PST;V.PTCP
خدمت	desservis	خدمت	desservir	N;SG	V;MASC;PL;PST;V.PTCP
خدمت	servant	خدمت	servir	N;SG	V;PRS;V.PTCP
خدمت	servir	خدمت	servir	N;SG	V;NFIN
خدمت	servir	خدمت	servir	N;SG	V;NFIN
خدمت	sers	خدمت	ser	N;SG	V;IND;SG;1;PRS;FIN
خدمت	servez	خدمت	servir	N;SG	V;IMP;PL;2;PRS;FIN
بعدها	ultérieur	بعد	ultérieur	ADV	ADJ;MASC;SG
ایرلند	irlandaise	ایرلند	irlandais	N;SG	ADJ;FEM;SG
ایرلند	irlandais	ایرلند	irlandais	N;SG	ADJ;MASC;SG
پرواز	vole	پرواز	voler	N;SG	V;IND;SG;3;PRS;FIN
پرواز	voler	پرواز	voler	N;SG	V;NFIN
پرواز	mouches	پرواز	mouche	N;SG	N;FEM;PL
پرواز	volants	پرواز	volant	N;SG	N;MASC;PL
پرواز	battant	پرواز	battre	N;SG	V;PRS;V.PTCP
پرواز	voler	پرواز	voler	N;SG	V;NFIN
رمان	romans	رمان	roman	N;SG	N;MASC;PL
حاصل	produit	حاصل	produire	N;SG	V;MASC;SG;PST;V.PTCP
حاصل	produits	حاصل	produire	N;SG	V;MASC;PL;PST;V.PTCP
ادبی	littéraire	ادبی	littéraire	N;SG	ADJ;MASC;SG
ادبی	littéraires	ادبی	littéraire	N;SG	ADJ;MASC;PL
خرد	brisé	خرد	briser	N;SG	V;MASC;SG;PST;V.PTCP
خرد	brisée	خرد	briser	N;SG	V;FEM;SG;PST;V.PTCP
آسیایی	asiatique	آسیایی	asiatique	N;SG	ADJ;MASC;SG
آسیایی	asiatiques	آسیایی	asiatique	N;SG	ADJ;MASC;PL
آسیایی	asiatique	آسیایی	asiatique	N;SG	ADJ;MASC;SG
بنیاد	fondations	None	fondation	N;SG	N;FEM;PL
همدان	hamadan	همدان	hamadan	N;SG	PROPN
الله	allah	الله	allah		PROPN
الله	god	الله	god		INTJ
الله	dieu	الله	dieu		N;MASC;SG
کشورها	pays	کشور	pays	N;PL	N;MASC;SG
خدا	god	خدا	god	N;SG	INTJ
شهید	shahid	شهید	shahid	N;SG	PROPN
شهید	shaheed	شهید	shaheed	N;SG	PROPN
بریتانیایی	britanniques	بریتانی	britannique	N;SG	ADJ;MASC;PL
بریتانیایی	britannique	بریتانی	britannique	N;SG	ADJ;MASC;SG
تحقیقات	enquête	تحقیق	enquête	N;PL	N;FEM;SG
تحقیقات	recherche	تحقیق	recherche	N;PL	N;FEM;SG
کلاسیک	classique	کلاسیک	classique	N;SG	ADJ;MASC;SG
کلاسیک	classiques	کلاسیک	classique	N;SG	ADJ;MASC;PL
کلاسیک	classique	کلاسیک	classique	N;SG	ADJ;MASC;SG
کلاسیک	classiques	کلاسیک	classique	N;SG	ADJ;MASC;PL
سلطان	soltan	سلطان	soltan	N;SG	PROPN
هوا	intempéries	هوا	intempérie	N;SG	ADJ;FEM;PL
هوا	aérien	هوا	aérien	N;SG	ADJ;MASC;SG
برق	éclairs	برق	éclair	N;SG	N;MASC;PL
برق	électrique	برق	électrique	N;SG	ADJ;MASC;SG
برق	electrique	برق	electrique	N;SG	ADJ;MASC;SG
برق	éclairs	برق	éclair	N;SG	N;MASC;PL
خورشید	dim	خورشید	dim	N;SG	
نقاشی	peindre	نقاشی	peindre	N;SG	V;NFIN
نقاشی	peintures	نقاشی	peinture	N;SG	N;FEM;PL
نقاشی	dessiner	نقاشی	dessiner	N;SG	V;NFIN
پایتخت	capitaux	پایتخت	capital	N;SG	N;MASC;PL
شاعر	poètes	شاعر	poète	N;SG	N;MASC;PL
تیر	flèches	تیر	flèche	N;SG	N;FEM;PL
تیر	arrow	تیر	arrow	N;SG	PROPN
مطالعه	étudier	مطالعه	étudier	N;SG	V;NFIN
مطالعه	étudier	مطالعه	étudier	N;SG	V;NFIN
قتل	assassiner	قتل	assassiner	N;SG	V;NFIN
قتل	meurtres	قتل	meurtre	N;SG	N;MASC;PL
رادیو	radiophonique	رادیو	radiophonique	N;SG	ADJ;MASC;SG
بومی	aborigène	بومی	aborigène	N;SG	ADJ;MASC;SG
بومی	autochtones	بومی	autochtone	N;SG	ADJ;MASC;PL
بومی	aborigènes	بومی	aborigène	N;SG	ADJ;MASC;PL
بومی	autochtone	بومی	autochtone	N;SG	ADJ;MASC;SG
بومی	indigènes	بومی	indigène	N;SG	ADJ;MASC;PL
بومی	indigène	بومی	indigène	N;SG	ADJ;MASC;SG
بومی	autochtone	بومی	autochtone	N;SG	ADJ;MASC;SG
بومی	indigènes	بومی	indigène	N;SG	ADJ;MASC;PL
بومی	natif	بومی	natif	N;SG	ADJ;MASC;SG
بومی	indigène	بومی	indigène	N;SG	ADJ;MASC;SG
بومی	autochtone	بومی	autochtone	N;SG	ADJ;MASC;SG
نقشه	cartes	None	carte	N;SG	N;FEM;PL
نقشه	planifier	None	planifier	N;SG	V;NFIN
امروز	hui	امروز	hui	ADV	
امروز	aujourdhui	امروز	aujourdhui	ADV	PROPN
بلند	élevée	بلند	élever	ADJ	V;FEM;SG;PST;V.PTCP
خودرو	automobile	خودرو	automobile	N;SG	ADJ;MASC;SG
خودرو	automobile	خودرو	automobile	N;SG	ADJ;MASC;SG
خودرو	voitures	خودرو	voiture	N;SG	N;FEM;PL
ایتالیایی	italiennes	ایتالیایی	italien	N;SG	ADJ;FEM;PL
ایتالیایی	italienne	ایتالیایی	italien	N;SG	ADJ;FEM;SG
ایتالیایی	italien	ایتالیایی	italien	N;SG	ADJ;MASC;SG
ایتالیایی	italiens	ایتالیایی	italien	N;SG	ADJ;MASC;PL
نگاه	regardant	نگاه	regarder	N;SG	V;PRS;V.PTCP
نماینده	rép	نماینده	rép	N;SG	
نماینده	délégués	نماینده	déléguer	N;SG	V;MASC;PL;PST;V.PTCP
نماینده	déléguée	نماینده	déléguer	N;SG	V;FEM;SG;PST;V.PTCP
نماینده	délégué	نماینده	déléguer	N;SG	V;MASC;SG;PST;V.PTCP
نماینده	déléguer	نماینده	déléguer	N;SG	V;NFIN
اوج	haut	اوج	haut	N;SG	ADJ;MASC;SG
مقدس	sacrées	مقدس	sacré	ADJ	V;FEM;PL;PST;V.PTCP
مقدس	sacrée	مقدس	sacrer	ADJ	V;FEM;SG;PST;V.PTCP
مقدس	sacré	مقدس	sacrer	ADJ	V;MASC;SG;PST;V.PTCP
مقدس	sacrés	مقدس	sacré	ADJ	V;MASC;PL;PST;V.PTCP
مقدس	sacré	مقدس	sacrer	ADJ	V;MASC;SG;PST;V.PTCP
مقدس	saint	مقدس	saint	ADJ	PROPN
حرف	parler	حرف	parler	N;SG	V;NFIN
حرف	parlant	حرف	parler	N;SG	V;PRS;V.PTCP
حرف	parler	حرف	parler	N;SG	V;NFIN
حرف	parle	حرف	parler	N;SG	V;IND;SG;3;PRS;FIN
حرف	talk	حرف	talk	N;SG	PROPN
حرف	parlez	حرف	parler	N;SG	V;IMP;PL;2;PRS;FIN
ابراهیم	ebrahim	ابراهیم	ebrahim	N;SG	PROPN
ابراهیم	ibrahim	ابراهیم	ibrahim	N;SG	PROPN
ابراهیم	abraham	ابراهیم	abraham	N;SG	PROPN
اشتباه	faux	اشتباه	faux	N;SG	ADJ;MASC;SG
اشتباه	mal	اشتباه	mal	N;SG	ADV
اشتباه	erroné	اشتباه	erroné	N;SG	V;MASC;SG;PST;V.PTCP
یونانی	grecs	یونانی	grec	N;SG	N;MASC;PL
یونانی	grecque	یونانی	grec	N;SG	ADJ;FEM;SG
یونانی	grecques	یونانی	grec	N;SG	ADJ;FEM;PL
یونانی	grec	یونانی	grec	N;SG	ADJ;MASC;SG
یونانی	grecs	یونانی	grec	N;SG	N;MASC;PL
دهانه	cratères	دهانه	cratère	N;SG	N;MASC;PL
جعبه	boîtes	جعبه	boîte	N;SG	N;FEM;PL
جعبه	cartons	جعبه	carton	N;SG	N;MASC;PL
جعبه	boites	جعبه	boîte	N;SG	N;FEM;PL
جعبه	coffrets	جعبه	coffret	N;SG	N;MASC;PL
محدود	délimitée	محدود	délimiter	ADJ	V;FEM;SG;PST;V.PTCP
محدود	délimité	محدود	délimiter	ADJ	V;MASC;SG;PST;V.PTCP
محدود	limitée	محدود	limiter	ADJ	V;FEM;SG;PST;V.PTCP
محدود	limitées	محدود	limiter	ADJ	V;FEM;PL;PST;V.PTCP
محدود	limité	محدود	limiter	ADJ	V;MASC;SG;PST;V.PTCP
محدود	limités	محدود	limiter	ADJ	V;MASC;PL;PST;V.PTCP
محدود	limite	محدود	limite	ADJ	N;FEM;SG
محدود	limites	محدود	limite	ADJ	N;FEM;PL
محدود	limiter	محدود	limiter	ADJ	V;NFIN
احتمال	probabilités	احتمال	probabilité	N;SG	N;FEM;PL
احتمال	chances	احتمال	chance	N;SG	N;FEM;PL
احتمال	cotes	احتمال	cote	N;SG	N;FEM;PL
احتمال	probabilités	احتمال	probabilité	N;SG	N;FEM;PL
نروژ	norvégiens	نروژ	norvégien	N;SG	ADJ;MASC;PL
نروژ	norvégien	نروژ	norvégien	N;SG	ADJ;MASC;SG
نروژ	norvégienne	نروژ	norvégien	N;SG	ADJ;FEM;SG
نروژ	norvège	نروژ	norvège	N;SG	ADJ;MASC;SG
همیشه	always	همیشه	always	ADV	V
همیشه	tjrs	همیشه	tjr	ADV	
همیشه	toujour	همیشه	toujour	ADV	
عشق	aime	عشق	aimer	N;SG	V;IND;SG;3;PRS;FIN
عشق	aimer	عشق	aimer	N;SG	V;NFIN
عشق	love	عشق	love	N;SG	ADJ;FEM;SG
مجارستان	hongrie	مجارستان	hongrie	N;SG	ADJ;FEM;SG
مجارستان	hongroise	مجارستان	hongrois	N;SG	ADJ;FEM;SG
مجارستان	hongroises	مجارستان	hongrois	N;SG	ADJ;FEM;PL
مجارستان	hongrois	مجارستان	hongrois	N;SG	ADJ;MASC;SG
مظهر	mazhar	مظهر	mazhar	N;SG	PROPN
ارمنی	arménienne	ارمنی	arménien	N;SG	ADJ;FEM;SG
ارمنی	arménien	ارمنی	arménien	N;SG	ADJ;MASC;SG
ارمنی	arméniens	ارمنی	arménien	N;SG	ADJ;MASC;PL
ارمنی	arméniens	ارمنی	arménien	N;SG	ADJ;MASC;PL
چک	tchèques	چک	tchèque	N;SG	ADJ;MASC;PL
چک	vérifications	چک	vérification	N;SG	N;FEM;PL
چک	chèques	چک	chèque	N;SG	N;MASC;PL
چک	contrôles	چک	contrôle	N;SG	N;MASC;PL
خصوصی	privée	خصوصی	priver	N;SG	V;FEM;SG;PST;V.PTCP
خصوصی	privé	خصوصی	privé	N;SG	ADJ;MASC;SG
خصوصی	privés	خصوصی	priver	N;SG	V;MASC;PL;PST;V.PTCP
آلاباما	alabama	None	alabama	N;SG	PROPN
ساده	plaine	ساده	plaine	ADJ	N;FEM;SG
ساده	simplement	ساده	simplement	ADJ	ADV
ساده	easy	ساده	easy	ADJ	N;MASC;SG
ساده	facilité	ساده	faciliter	ADJ	V;FEM;SG;PST;V.PTCP
شنا	nager	None	nager	N;SG	V;NFIN
شنا	nager	None	nager	N;SG	V;NFIN
تخت	takht	تخت	takht	N;SG	PROPN
سپاه	légions	سپاه	légion	N;SG	N;FEM;PL
سپاه	armées	سپاه	armer	N;SG	V;FEM;PL;PST;V.PTCP
برج	tours	برج	tour	N;SG	N;MASC;PL
برج	tower	برج	tower	N;SG	PROPN
بورس	buter	None	buter	N;SG	V;NFIN
اسکاتلند	écosse	اسکاتلند	écosse	N;SG	PROPN
اسکاتلند	ecosse	اسکاتلند	ecosser	N;SG	PROPN
اسکاتلند	ecossais	اسکاتلند	ecossais	N;SG	ADJ;MASC;SG
اسکاتلند	écossaise	اسکاتلند	écossais	N;SG	ADJ;FEM;SG
اسکاتلند	écossais	اسکاتلند	écossais	N;SG	ADJ;MASC;SG
اوهایو	ohio	اوهایو	ohio	N;SG	PROPN
رابرت	thierry	None	thierry	N;SG	PROPN
اسید	acid	اسید	acid	N;SG	PROPN
اسید	acides	اسید	acide	N;SG	N;MASC;PL
لس	los	لس	el	N;SG	PROPN
اوایل	early	اول	early	N;PL	PROPN
اوایل	précoce	اول	précoce	N;PL	ADJ;MASC;SG
اوایل	tôt	اول	tôt	N;PL	ADV
پشتیبانی	supportés	پشتیبانی	supporter	N;SG	V;MASC;PL;PST;V.PTCP
پشتیبانی	appuyé	پشتیبانی	appuyer	N;SG	V;MASC;SG;PST;V.PTCP
پشتیبانی	soutenue	پشتیبانی	soutenir	N;SG	V;FEM;SG;PST;V.PTCP
پشتیبانی	soutenu	پشتیبانی	soutenir	N;SG	V;MASC;SG;PST;V.PTCP
پشتیبانی	supporté	پشتیبانی	supporter	N;SG	V;MASC;SG;PST;V.PTCP
پشتیبانی	sauvegarder	پشتیبانی	sauvegarder	N;SG	V;NFIN
پشتیبانی	sauvegardes	پشتیبانی	sauvegarde	N;SG	N;FEM;PL
پشتیبانی	renforts	پشتیبانی	renfort	N;SG	N;MASC;PL
معاصر	contemporains	معاصر	contemporain	N;SG	ADJ;MASC;PL
معاصر	contemporain	معاصر	contemporain	N;SG	ADJ;MASC;SG
معاصر	contemporaine	معاصر	contemporain	N;SG	ADJ;FEM;SG
برده	slave	برد#بر	slave	V;SG;3;V.PTCP	ADJ;MASC;SG
برده	esclave	برد#بر	esclave	V;SG;3;V.PTCP	N;MASC;SG
برده	esclaves	برد#بر	esclave	V;SG;3;V.PTCP	N;MASC;PL
جورجیا	géorgie	None	géorgie	N;SG	PROPN
جورجیا	giorgia	None	giorgia	N;SG	PROPN
عثمانی	ottoman	عثمانی	ottoman	N;SG	ADJ;MASC;SG
عثمانی	ottomane	عثمانی	ottoman	N;SG	ADJ;FEM;SG
توزیع	distribue	توزیع	distribue	N;SG	V;IND;SG;3;PRS;FIN
توزیع	distribuer	توزیع	distribuer	N;SG	V;NFIN
برخورد	collisions	برخورد	collision	N;SG	N;FEM;PL
دلایل	argumentation	دلیل	argumentation	N;PL	N;FEM;SG
صد	hundred	صد	hundred	NUM	PROPN
صد	centaine	صد	centaine	NUM	N;FEM;SG
عرب	arabe	عرب	arabe	N;SG	ADJ;MASC;SG
عرب	arabes	عرب	arabe	N;SG	ADJ;MASC;PL
عرب	arabes	عرب	arabe	N;SG	ADJ;MASC;PL
پیروزی	victoires	پیروزی	victoire	N;SG	N;FEM;PL
پیروزی	triompher	پیروزی	triompher	N;SG	V;NFIN
صدا	sound	صدا	sound	N;SG	PROPN
صدا	sonore	صدا	sonore	N;SG	ADJ;MASC;SG
صدا	son	صدا	son	N;SG	DET;MASC;SG
صدا	acoustique	صدا	acoustique	N;SG	ADJ;MASC;SG
قزوین	qazvin	None	qazvin	N;SG	PROPN
برادر	bro	برادر	bro	N;SG	
برادر	frérot	برادر	frérot	N;SG	PROPN
اقیانوس	océans	None	océan	N;SG	N;MASC;PL
سریع	rapide	سریع	rapide	ADV	ADJ;MASC;SG
سریع	rapides	سریع	rapide	ADV	ADJ;MASC;PL
سریع	rapide	سریع	rapide	ADV	ADJ;MASC;SG
سریع	rapidité	سریع	rapidité	ADV	N;FEM;SG
سریع	rapides	سریع	rapide	ADV	ADJ;MASC;PL
جوان	joan	جوان	joan	N;SG	PROPN
جوان	jeunes	جوان	jeune	N;SG	ADJ;MASC;PL
جوان	jeune	جوان	jeune	N;SG	ADJ;MASC;SG
دانشمندان	scientifiques	دانشمند	scientifique	N;PL	ADJ;MASC;PL
جشن	fêter	جشن	fêter	N;SG	V;NFIN
جشن	célébrer	جشن	célébrer	N;SG	V;NFIN
جشن	célébrant	جشن	célébrer	N;SG	V;PRS;V.PTCP
جشن	parti	جشن	partir	N;SG	V;MASC;SG;PST;V.PTCP
جشن	fêter	جشن	fêter	N;SG	V;NFIN
جشن	célébrer	جشن	célébrer	N;SG	V;NFIN
جشن	célébrations	جشن	célébration	N;SG	N;FEM;PL
نظیر	pair	نظیر	pair	ADV	N;MASC;SG
نظیر	peer	نظیر	peer	ADV	N;MASC;SG
نظیر	pairs	نظیر	pair	ADV	N;MASC;PL
نظیر	nazir	نظیر	nazir	ADV	N;MASC;SG
جمهور	présidents	جمهور	président	N;SG	N;MASC;PL
آینده	future	آینده	futur	N;SG	ADJ;FEM;SG
آینده	futures	آینده	futur	N;SG	ADJ;FEM;PL
آینده	futur	آینده	futur	N;SG	ADJ;MASC;SG
آینده	futurs	آینده	futur	N;SG	ADJ;MASC;PL
اسپانیایی	espagnol	اسپانیایی	espagnol	N;SG	ADJ;MASC;SG
اسپانیایی	espagnole	اسپانیایی	espagnol	N;SG	ADJ;FEM;SG
اسپانیایی	espagnols	اسپانیایی	espagnol	N;SG	ADJ;MASC;PL
اوکراین	ukraine	None	ukrainer	N;SG	ADJ;FEM;SG
قطع	cut	قطع	cevoir	N;SG	PROPN
قطع	couper	قطع	couper	N;SG	V;NFIN
قطع	coupé	قطع	couper	N;SG	V;MASC;SG;PST;V.PTCP
قطع	coupez	قطع	coupez	N;SG	V;IMP;PL;2;PRS;FIN
رد	rouges	رد	rouge	N;SG	ADJ;MASC;PL
رد	roux	رد	roux	N;SG	ADJ;MASC;SG
رد	rouge	رد	rouge	N;SG	ADJ;MASC;SG
مازندران	mazandaran	مازندران	mazandaran	N;SG	PROPN
تدوین	éditer	تدوین	éditer	N;SG	V;NFIN
جوانان	jeunesse	جوان	jeunesse	N;PL	N;FEM;SG
جوانان	jeunes	جوان	jeune	N;PL	ADJ;MASC;PL
تازه	frais	تازه	frais	ADV	ADJ;MASC;SG
تازه	fraiche	تازه	fraiche	ADV	ADJ;FEM;SG
تازه	fraîche	تازه	frais	ADV	ADJ;FEM;SG
تازه	fraîcheur	تازه	fraîcheur	ADV	N;FEM;SG
تازه	nouveau	تازه	nouveau	ADV	ADJ;MASC;SG
تازه	nouvelle	تازه	nouveau	ADV	ADJ;FEM;SG
تازه	nouvelles	تازه	nouveau	ADV	ADJ;FEM;PL
تازه	nouveaux	تازه	nouveau	ADV	ADJ;MASC;PL
تازه	nouveautés	تازه	nouveauté	ADV	N;FEM;PL
سرخ	rouges	سرخ	rouge	N;SG	ADJ;MASC;PL
سرخ	roux	سرخ	roux	N;SG	ADJ;MASC;SG
سرخ	rouge	سرخ	rouge	N;SG	ADJ;MASC;SG
فرایند	procédé	فرایند	procéder	N;SG	V;MASC;SG;PST;V.PTCP
دل	del	دل	del	N;SG	PROPN
دل	dell	دل	dell	N;SG	PROPN
دل	coeurs	دل	coeurs	N;SG	N;MASC;PL
دل	cœurs	دل	cœurs	N;SG	N;MASC;PL
ناشر	éditeurs	ناشر	éditeur	N;SG	N;MASC;PL
هواپیمایی	aéronautique	هواپیمایی	aéronautique	N;SG	ADJ;MASC;SG
هواپیمایی	airlines	هواپیمایی	airline	N;SG	N;FEM;PL
شدت	intensités	شدت	intensité	N;SG	N;FEM;PL
فیلمبرداری	filmés	فیلمبرداری	filmer	N;SG	V;MASC;PL;PST;V.PTCP
فیلمبرداری	filmé	فیلمبرداری	filmer	N;SG	V;MASC;SG;PST;V.PTCP
فیلمبرداری	tourné	فیلمبرداری	tourner	N;SG	V;MASC;SG;PST;V.PTCP
فیلمبرداری	filmées	فیلمبرداری	filmer	N;SG	V;FEM;PL;PST;V.PTCP
فیلمبرداری	filmée	فیلمبرداری	filmer	N;SG	V;FEM;SG;PST;V.PTCP
فیلمبرداری	tirs	فیلمبرداری	tir	N;SG	N;MASC;PL
فیلمبرداری	tirer	فیلمبرداری	tirer	N;SG	V;NFIN
فیلمبرداری	tournages	فیلمبرداری	tournage	N;SG	N;MASC;PL
فیلمبرداری	filmer	فیلمبرداری	filmer	N;SG	V;NFIN
آورده	amenés	آورد#آور	amener	V;SG;3;V.PTCP	V;MASC;PL;PST;V.PTCP
جایگزین	remplacements	جایگزین	remplacement	ADJ	N;MASC;PL
جایگزین	remplaçants	جایگزین	remplaçant	ADJ	N;MASC;PL
جایگزین	remplacements	جایگزین	remplacement	ADJ	N;MASC;PL
جایگزین	remplacement	جایگزین	remplacement	ADJ	N;MASC;SG
جایگزین	remplaçant	جایگزین	remplacer	ADJ	V;PRS;V.PTCP
جایگزین	remplacé	جایگزین	remplacer	ADJ	V;MASC;SG;PST;V.PTCP
جایگزین	remplacée	جایگزین	remplacer	ADJ	V;FEM;SG;PST;V.PTCP
جایگزین	remplacées	جایگزین	remplacer	ADJ	V;FEM;PL;PST;V.PTCP
جایگزین	remplacés	جایگزین	remplacer	ADJ	V;MASC;PL;PST;V.PTCP
جایگزین	remplacez	جایگزین	remplacer	ADJ	V;IMP;PL;2;PRS;FIN
جایگزین	remplacer	جایگزین	remplacer	ADJ	V;NFIN
جایگزین	remplacement	جایگزین	remplacement	ADJ	N;MASC;SG
جایگزین	remplace	جایگزین	remplacer	ADJ	V;IND;SG;3;PRS;FIN
شبیه	comme	شبیه	comme	ADJ	ADP
شبیه	aime	شبیه	aimer	ADJ	V;IND;SG;3;PRS;FIN
شبیه	aiment	شبیه	aimer	ADJ	V;IND;PL;3;PRS;FIN
شبیه	genre	شبیه	genre	ADJ	N;MASC;SG
شبیه	aimez	شبیه	aimer	ADJ	V;IMP;PL;2;PRS;FIN
بافت	textures	بافت	texture	N;SG	N;FEM;PL
بهبود	améliorer	بهبود	améliorer	N;SG	V;NFIN
بهبود	améliorations	بهبود	amélioration	N;SG	N;FEM;PL
بهبود	améliorez	بهبود	améliorer	N;SG	V;IMP;PL;2;PRS;FIN
بهبود	améliore	بهبود	améliorer	N;SG	V;IND;SG;3;PRS;FIN
بهبود	améliorer	بهبود	améliorer	N;SG	V;NFIN
کانزاس	kansas	کانزاس	kansas	N;SG	PROPN
ایرانیان	iraniens	ایرانی	iranien	N;PL	ADJ;MASC;PL
ایرانیان	persique	ایرانی	persique	N;PL	N;MASC;SG
ایرانیان	perse	ایرانی	perse	N;PL	PROPN
ایرانیان	persan	ایرانی	persan	N;PL	N;MASC;SG
ایرانیان	iraniennes	ایرانی	iranien	N;PL	ADJ;FEM;PL
ایرانیان	iranienne	ایرانی	iranien	N;PL	ADJ;FEM;SG
ایرانیان	iranien	ایرانی	iranien	N;PL	ADJ;MASC;SG
عبدالله	abdullah	عبدالله	abdullah	N;SG	PROPN
عبدالله	abdallah	عبدالله	abdallah	N;SG	PROPN
عبدالله	abdollah	عبدالله	abdollah	N;SG	PROPN
عبدالله	abdulla	عبدالله	abduller	N;SG	PROPN
تک	célibataire	تک	célibataire	N;SG	ADJ;MASC;SG
تک	unique	تک	unique	N;SG	ADJ;MASC;SG
تک	célibataires	تک	célibataire	N;SG	ADJ;MASC;PL
رومانی	roumains	رومانی	roumain	N;SG	ADJ;MASC;PL
رومانی	roumaine	رومانی	roumain	N;SG	ADJ;FEM;SG
رومانی	roumain	رومانی	roumain	N;SG	ADJ;MASC;SG
نهایی	finale	نهایی	finale	ADJ	N;FEM;SG
نهایی	ultimate	نهایی	ultimate	ADJ	PROPN
سومین	tiers	سومین	tiers	ADJ;RL	N;MASC;SG
سومین	third	سومین	third	ADJ;RL	PROPN
سومین	troisièmement	سومین	troisièmement	ADJ;RL	ADV
فلزی	métaux	فلزی	métal	N;SG	N;MASC;PL
فلزی	métallique	فلزی	métallique	N;SG	ADJ;MASC;SG
فلزی	métalliques	فلزی	métallique	N;SG	ADJ;MASC;PL
فلزی	métallisé	فلزی	métalliser	N;SG	V;MASC;SG;PST;V.PTCP
فلزی	métallique	فلزی	métallique	N;SG	ADJ;MASC;SG
فلزی	métalliques	فلزی	métallique	N;SG	ADJ;MASC;PL
ژاپنی	japonais	ژاپنی	japonais	N;SG	ADJ;MASC;SG
ژاپنی	japonaise	ژاپنی	japonais	N;SG	ADJ;FEM;SG
ژاپنی	japonaises	ژاپنی	japonais	N;SG	ADJ;FEM;PL
پرچم	drapeaux	پرچم	drapeau	N;SG	N;MASC;PL
پرچم	pavillons	پرچم	pavillon	N;SG	N;MASC;PL
پرچم	drapeaux	پرچم	drapeau	N;SG	N;MASC;PL
سینمای	cinémas	سینما	cinémas	N;SG	N;MASC;PL
کاخ	palazzo	کاخ	palazzo	N;SG	PROPN
تحصیلات	enseignement	تحصیل	enseignement	N;PL	N;MASC;SG
تحصیلات	éducation	تحصیل	éducation	N;PL	N;FEM;SG
واکنش	réflexes	واکنش	réflexe	N;SG	N;MASC;PL
اکثر	most	اکثر	most	ADJ	PROPN
ورودی	entrée	ورودی	entrer	N;SG	V;FEM;SG;PST;V.PTCP
ورودی	entrée	ورودی	entrer	N;SG	V;FEM;SG;PST;V.PTCP
روشن	lumiere	روشن	lumiere	ADJ	N;FEM;SG
روشن	lumière	روشن	lumière	ADJ	N;FEM;SG
روشن	effacer	روشن	effacer	ADJ	V;NFIN
روشن	roshan	روشن	roshan	ADJ	PROPN
صورتی	rose	صورت	rose	N;SG	ADJ;FEM;SG
صورتی	rosé	صورت	rosé	N;SG	V;MASC;SG;PST;V.PTCP
سعی	essayant	سعی	essayer	N;SG	V;PRS;V.PTCP
سعی	essayer	سعی	essayer	N;SG	V;NFIN
ساسانیان	indo	ساسانی	indo	N;PL	PROPN
اجرایی	exécutif	اجرایی	exécutif	ADJ	N;MASC;SG
اجرایی	exec	اجرایی	exec	ADJ	
پست	publier	پست	publier	N;SG	V;NFIN
پست	publiée	پست	publier	N;SG	V;FEM;SG;PST;V.PTCP
پست	affiché	پست	afficher	N;SG	V;MASC;SG;PST;V.PTCP
پست	posté	پست	posté	N;SG	V;MASC;SG;PST;V.PTCP
پست	publié	پست	publier	N;SG	V;MASC;SG;PST;V.PTCP
امی	amy	امی	amy	N;SG	PROPN
عملکرد	performances	عملکرد	performance	N;SG	N;FEM;PL
بشر	humains	بشر	humain	N;SG	ADJ;MASC;PL
بشر	humaine	بشر	humain	N;SG	ADJ;FEM;SG
بشر	humains	بشر	humain	N;SG	ADJ;MASC;PL
بشر	humain	بشر	humain	N;SG	ADJ;MASC;SG
مدار	orbites	مدار	orbite	N;SG	N;FEM;PL
کدام	lesquels	کدام	lequel	N;SG	PRO;MASC;PL
کدام	laquelle	کدام	lequel	N;SG	PRO;FEM;SG
کدام	lequel	کدام	lequel	N;SG	PRO;MASC;SG
بهره	intérêts	بهره	intérêt	N;SG	N;MASC;PL
