در	deur	در	deur	ADP	N;MASC+FEM;SG
قم	qom	قم	qom	N;SG	PROPN;NEUT;SG
ابن	eben	ابن	eben		N;MASC+FEM;SG
ابن	ibn	ابن	ibn		PROPN;MASC+FEM;SG
تیتر	krantenkoppen	تیتر	krantenkop	N;SG	N;PL
تیتر	koppen	تیتر	kop	N;SG	N;PL
متفاوت	anders	متفاوت	anders	ADJ	ADV
متفاوت	variëren	متفاوت	variër	ADJ	V;NFIN
مجله	journal	مجله	journal	N;SG	
پاکستان	pakistan	پاکستان	pakistan	N;SG	PROPN;NEUT;SG
دفاع	verdedigen	دفاع	verdedigen	N;SG	V;NFIN
انسانی	menselijk	انسانی	menselijk	N;SG	ADJ
انسانی	menselijke	انسانی	menselijk	N;SG	ADJ
شخص	person	شخص	person	N;SG	
پستانداران	zoogdier	پستاندار	zoogdier	N;PL	N;NEUT;SG
درمان	behandelen	درمان	behandelen	N;SG	V;NFIN
درمان	helende	درمان	helend	N;SG	V;V.PTCP
درمان	genezen	درمان	genezen	N;SG	V;V.PTCP
درمان	behandelen	درمان	behandelen	N;SG	V;NFIN
درمان	behandel	درمان	behandelen	N;SG	V;SG;PRS;FIN
کودکان	kind	کودک	kind	N;PL	N;NEUT;SG
کودکان	kindje	کودک	kind	N;PL	N;NEUT;SG
میانه	middelste	میانه	middel	N;SG	ADJ;RL
میانه	middle	میانه	middle	N;SG	
میانه	midden	میانه	midden	N;SG	ADV
میانه	matige	میانه	matig	N;SG	ADJ
میانه	matig	میانه	matig	N;SG	ADJ
میانه	gematigde	میانه	matigen	N;SG	V;V.PTCP
میانه	gematigd	میانه	matigen	N;SG	V;V.PTCP
شش	six	شش	six	NUM	N;MASC+FEM;SG
یهودیان	joodse	یهودی	joods	N;PL	ADJ
یهودیان	jood	یهودی	jood	N;PL	N;MASC+FEM;SG
یهودیان	joods	یهودی	joods	N;PL	ADJ
فشار	druk	فشار	druk	N;SG	ADJ
فشار	druk	فشار	druk	N;SG	ADJ
فشار	duwen	فشار	duw	N;SG	V;NFIN
فشار	persen	فشار	pers	N;SG	V;NFIN
گاز	bijten	گاز	bijten	N;SG	V;NFIN
گاز	bijt	گاز	bijten	N;SG	V;SG;PRS;FIN
جمع	verzamelen	جمع	verzamelen	N;SG	V;NFIN
جمع	verzamel	جمع	verzamel	N;SG	V;SG;PRS;FIN
جمع	verzamelen	جمع	verzamelen	N;SG	V;NFIN
جنبش	bewegingen	جنبش	beweging	N;SG	N;PL
تحصیل	studeer	تحصیل	studeer	N;SG	V;SG;PRS;FIN
تحصیل	studeren	تحصیل	studeren	N;SG	V;NFIN
تحصیل	bestuderen	تحصیل	bestuderen	N;SG	V;NFIN
شیعه	sjiitische	شیعه	sjiitisch	N;SG	ADJ
سوئیس	zwitserse	سوئیس	zwitsers	N;SG	ADJ
سوئیس	zwitsers	سوئیس	zwitser	N;SG	N;PL
مشهد	mashhad	مشهد	mashhad	N;SG	PROPN;NEUT;SG
ارشد	laatstejaars	ارشد	laatstejaar	N;SG	ADJ;RL
دیوید	david	دیوید	david	N;SG	PROPN;MASC+FEM;SG
کاربردی	toegepast	کاربردی	toepassen	N;SG	V;V.PTCP
کاربردی	toegepaste	کاربردی	toepassen	N;SG	V;V.PTCP
کاربردی	toepasselijk	کاربردی	toepasselijk	N;SG	ADJ
کاربردی	toepasbaar	کاربردی	toepasbaar	N;SG	ADJ
کاربردی	toepasselijke	کاربردی	toepasselijk	N;SG	ADJ
مهر	stamp	مهر	stamp	N;SG	ADJ
مهر	robben	مهر	rob	N;SG	N;PL
مهر	zeehonden	مهر	zeehonde	N;SG	N;PL
مهر	zegels	مهر	zegel	N;SG	N;PL
مهر	seals	مهر	seals	N;SG	N;PL
مهر	verzegeld	مهر	verzegeld	N;SG	V;V.PTCP
مهر	afgesloten	مهر	afsluiten	N;SG	V;V.PTCP
مهر	verzegelen	مهر	verzegelen	N;SG	V;NFIN
عرضه	gepresenteerde	عرضه	presenteren	N;SG	V;V.PTCP
عرضه	aangeboden	عرضه	aanbieden	N;SG	V;V.PTCP
عرضه	gepresenteerd	عرضه	presenteren	N;SG	V;V.PTCP
عرضه	belicht	عرضه	belicht	N;SG	V;V.PTCP
عرضه	bloot	عرضه	bloot	N;SG	ADJ
عرضه	blootgesteld	عرضه	blootstellen	N;SG	V;V.PTCP
فضایی	ruimtelijk	فضا	ruimtelijk	N;SG	ADJ
کارهای	klussen	کار	klus	N;PL	V;NFIN
طلایی	golden	طلایی	golden	ADJ	N;PL
طلایی	gulden	طلایی	gulden	ADJ	N;MASC+FEM;SG
طلایی	goud	طلایی	goud	ADJ	N;NEUT;SG
سنتی	traditioneel	سنت	traditioneel	N;SG	ADJ
سنتی	traditionele	سنت	traditioneel	N;SG	ADJ
پرورش	fokken	پرورش	fokken	N;SG	V;NFIN
پرورش	koesteren	پرورش	koesteren	N;SG	V;NFIN
پرتغال	portugese	پرتغال	portugees	N;SG	ADJ
پرتغال	portugees	پرتغال	portugees	N;SG	ADJ
پرتغال	portugezen	پرتغال	portugees	N;SG	N;PL
عربستان	saoedi	عربستان	saoedi	N;SG	PROPN;NEUT;SG
هفته	weken	هفته	week	N;SG	N;PL
قرمز	rode	قرمز	rood	N;SG	ADJ
قرمز	rood	قرمز	rood	N;SG	ADJ
ثابت	gerepareerd	ثابت	pepareren	ADJ	V;V.PTCP
ثابت	bewezen	ثابت	bewijzen	ADJ	V;V.PTCP
ثابت	aangetoonde	ثابت	aantonen	ADJ	V;V.PTCP
متحد	verenigde	None	verenigen	N;SG	V;V.PTCP
متحد	verenigd	None	verenigen	N;SG	V;V.PTCP
متحد	verenigen	None	verenigen	N;SG	V;NFIN
متحد	verenigt	None	verenigen	N;SG	V;SG;PRS;FIN
متحد	allied	None	allied	N;SG	
خبر	nieuwsberichten	خبر	nieuwsbericht	N;SG	N;PL
خبر	nieuws	خبر	nieuws	N;SG	ADJ
ورود	binnenvaren	ورود	binnenvaren	N;SG	V;NFIN
برجسته	onderscheiden	برجسته	onderscheiden	ADJ	V;NFIN
برجسته	uitstaande	برجسته	uitstaande	ADJ	V;V.PTCP
برجسته	uitmuntend	برجسته	uitmuntend	ADJ	V;V.PTCP
میلیارد	biljoen	میلیارد	biljoen	N;SG	NUM
میلیارد	miljarden	میلیارد	miljard	N;SG	N;PL
قبلی	voorgaande	قبل	voorgaan	ADJ	V;V.PTCP
قبلی	eerdere	قبل	eerder	ADJ	PRO
نقطه	puntjes	نقطه	punt	N;SG	N;PL
نقطه	stippen	نقطه	stippen	N;SG	N;PL
حفظ	handhaven	حفظ	handhaven	N;SG	V;NFIN
آتش	vuren	آتش	vuren	N;SG	V;NFIN
گاه	vouwen	گاه	vouw	ADV	V;NFIN
فنی	technische	فنی	technisch	N;SG	ADJ
فنی	technisch	فنی	technisch	N;SG	ADJ
چشمه	springs	چشمه	spring	N;SG	N;PL
چشمه	veren	چشمه	veer	N;SG	N;PL
چشمه	bronnen	چشمه	bron	N;SG	N;PL
پوشش	dekken	پوشش	dekken	N;SG	V;NFIN
سلطنتی	koninklijke	سلطنت	koninklijk	N;SG	ADJ
سلطنتی	koninklijk	سلطنت	koninklijk	N;SG	ADJ
سلطنتی	keizerlijk	سلطنت	keizerlijk	N;SG	ADJ
سلطنتی	keizerlijke	سلطنت	keizerlijk	N;SG	ADJ
تشخیص	detecteren	تشخیص	detecteren	N;SG	V;NFIN
درخت	bomen	درخت	boom	N;SG	N;PL
تأثیر	beïnvloeden	تأثیر	beïnvloeden	N;SG	V;NFIN
دید	zag	دید#بین	zien	N;SG	V;SG;PST;FIN
دید	zagen	دید#بین	zien	N;SG	V;PL;PST;FIN
خدمت	gediend	خدمت	dienen	N;SG	V;V.PTCP
خدمت	opgediend	خدمت	opdienen	N;SG	V;V.PTCP
خدمت	geserveerd	خدمت	serveren	N;SG	V;V.PTCP
خدمت	opdienen	خدمت	opdienen	N;SG	V;NFIN
خدمت	serveren	خدمت	serveren	N;SG	V;NFIN
خدمت	opdienen	خدمت	opdienen	N;SG	V;NFIN
خدمت	serveren	خدمت	serveren	N;SG	V;NFIN
خدمت	dienen	خدمت	dienen	N;SG	V;NFIN
بعدها	later	بعد	laat	ADV	ADJ;CMPR
ایرلند	ierse	ایرلند	iers	N;SG	ADJ
ایرلند	ieren	ایرلند	ieren	N;SG	N;PL
ایرلند	iers	ایرلند	iers	N;SG	ADJ
ایرلند	ierland	ایرلند	ierland	N;SG	PROPN;NEUT;SG
پرواز	vliegen	پرواز	vliegen	N;SG	V;NFIN
پرواز	vliegend	پرواز	vliegen	N;SG	V;V.PTCP
پرواز	vliegen	پرواز	vliegen	N;SG	V;NFIN
رمان	romans	رمان	romans	N;SG	N;PL
ادبی	literair	ادبی	literair	N;SG	ADJ
ادبی	literaire	ادبی	literair	N;SG	ADJ
خرد	verbrijzelde	خرد	verbrijzelen	N;SG	V;SG;PST;FIN
خرد	verbrijzeld	خرد	verbrijzelen	N;SG	V;V.PTCP
آسیایی	aziatische	آسیایی	aziatisch	N;SG	ADJ
آسیایی	aziatisch	آسیایی	aziatisch	N;SG	ADJ
الله	allah	الله	allah		N;MASC+FEM;SG
شهید	shahid	شهید	shahid	N;SG	
رهبری	leidende	رهبر	leiden	N;SG	V;V.PTCP
رهبری	leidend	رهبر	leiden	N;SG	V;V.PTCP
بریتانیایی	britten	بریتانی	brit	N;SG	N;PL
بریتانیایی	britse	بریتانی	brits	N;SG	ADJ
بریتانیایی	brits	بریتانی	brits	N;SG	ADJ
تحقیقات	onderzoek	تحقیق	onderzoek	N;PL	N;NEUT;SG
تحقیقات	research	تحقیق	research	N;PL	N;MASC+FEM;SG
کلاسیک	klassiek	کلاسیک	klassiek	N;SG	ADJ
کلاسیک	klassieke	کلاسیک	klassiek	N;SG	ADJ
کلاسیک	klassiek	کلاسیک	klassiek	N;SG	ADJ
کلاسیک	klassieke	کلاسیک	klassiek	N;SG	ADJ
هوا	weer	هوا	weer	N;SG	ADV
برق	elektrische	برق	elektrisch	N;SG	ADJ
برق	elektrisch	برق	elektrisch	N;SG	ADJ
نقاشی	schilderen	نقاشی	schilderen	N;SG	V;NFIN
نقاشی	verven	نقاشی	verven	N;SG	V;NFIN
نقاشی	schilderen	نقاشی	schilderen	N;SG	V;NFIN
نقاشی	verven	نقاشی	verven	N;SG	V;NFIN
نقاشی	tekenen	نقاشی	tekenen	N;SG	V;NFIN
شاعر	dichter	شاعر	dichter	N;SG	ADJ;CMPR
مطالعه	studeren	مطالعه	studeren	N;SG	V;NFIN
مطالعه	studeer	مطالعه	studeer	N;SG	V;SG;PRS;FIN
مطالعه	studeren	مطالعه	studeren	N;SG	V;NFIN
مطالعه	bestuderen	مطالعه	bestuderen	N;SG	V;NFIN
بومی	aboriginal	بومی	aboriginal	N;SG	ADJ
بومی	inheems	بومی	inheems	N;SG	ADJ
بومی	inheemse	بومی	inheems	N;SG	ADJ
بومی	inheemse	بومی	inheems	N;SG	ADJ
بومی	inheems	بومی	inheems	N;SG	ADJ
نقشه	plannen	None	plan	N;SG	N;PL
تغییرات	variatie	تغییر	variatie	N;PL	N;MASC+FEM;SG
بلند	high	بلند	high	ADJ	
ایتالیایی	italiaanse	ایتالیایی	italiaans	N;SG	ADJ
ایتالیایی	italiaans	ایتالیایی	italiaans	N;SG	ADJ
نگاه	kijken	نگاه	kijken	N;SG	V;NFIN
نماینده	rep	نماینده	rep	N;SG	ADJ
نماینده	afgezant	نماینده	afzanten	N;SG	V;V.PTCP
نماینده	representatief	نماینده	representatief	N;SG	ADJ
نماینده	representatieve	نماینده	representatief	N;SG	ADJ
نماینده	gedelegeerde	نماینده	gedelegeerde	N;SG	V;V.PTCP
نماینده	afgevaardigde	نماینده	afvaardigen	N;SG	V;V.PTCP
نماینده	delegeren	نماینده	delegeren	N;SG	V;NFIN
نماینده	gemachtigde	نماینده	machtigen	N;SG	V;V.PTCP
اوج	bovenste	اوج	boven	N;SG	ADJ;RL
مقدس	geheiligd	مقدس	heiligen	ADJ	V;V.PTCP
مقدس	holy	مقدس	holy	ADJ	
حرف	praten	حرف	praten	N;SG	V;NFIN
حرف	pratende	حرف	praten	N;SG	V;V.PTCP
حرف	talk	حرف	talk	N;SG	ADJ
حرف	praten	حرف	praten	N;SG	V;NFIN
حرف	praat	حرف	praten	N;SG	V;SG;PRS;FIN
اشتباه	verkeerd	اشتباه	verkeerd	N;SG	ADJ
اشتباه	verkeerde	اشتباه	verkeerd	N;SG	ADJ
جامع	veelomvattend	جامع	veelomvattend	N;SG	ADJ
جامع	omvattend	جامع	omvatten	N;SG	V;V.PTCP
یونانی	griekse	یونانی	grieks	N;SG	ADJ
یونانی	grieks	یونانی	grieks	N;SG	ADJ
یونانی	grieken	یونانی	griek	N;SG	N;PL
جعبه	boxen	جعبه	boxen	N;SG	N;PL
جعبه	vakjes	جعبه	vak	N;SG	N;PL
جعبه	kisten	جعبه	kisten	N;SG	N;PL
جعبه	dozen	جعبه	doos	N;SG	N;PL
جعبه	bokste	جعبه	bok	N;SG	V;SG;PST;FIN
محدود	begrensd	محدود	begrenzen	ADJ	V;V.PTCP
محدود	limited	محدود	limited	ADJ	
محدود	beperkt	محدود	beperken	ADJ	V;V.PTCP
محدود	gelimiteerd	محدود	limiteren	ADJ	V;V.PTCP
محدود	beperkte	محدود	beperken	ADJ	V;SG;PST;FIN
محدود	beperken	محدود	beperken	ADJ	V;NFIN
محدود	limiet	محدود	limiet	ADJ	N;MASC+FEM;SG
محدود	limieten	محدود	limiet	ADJ	N;PL
نروژ	noors	نروژ	noors	N;SG	ADJ
نروژ	noorse	نروژ	noors	N;SG	ADJ
نروژ	noorwegen	نروژ	noorwegen	N;SG	PROPN;NEUT;SG
عشق	love	عشق	love	N;SG	
عشق	liefs	عشق	lief	N;SG	N;PL
مجارستان	hongarije	مجارستان	hongarije	N;SG	PROPN;NEUT;SG
مجارستان	hongaarse	مجارستان	hongaars	N;SG	ADJ
مجارستان	hongaars	مجارستان	hongaars	N;SG	ADJ
ارمنی	armeense	ارمنی	armeens	N;SG	ADJ
ارمنی	armeens	ارمنی	armeens	N;SG	ADJ
ارمنی	armeniërs	ارمنی	armeniër	N;SG	N;PL
چک	tsjechische	چک	tsjechisch	N;SG	ADJ
چک	tsjechisch	چک	tsjechisch	N;SG	ADJ
چک	controles	چک	controle	N;SG	N;PL
چک	checks	چک	checks	N;SG	N;PL
چک	cheques	چک	cheque	N;SG	N;PL
خصوصی	privé	خصوصی	privé	N;SG	ADJ
خصوصی	particulier	خصوصی	particulier	N;SG	ADJ
ساده	vlakte	ساده	vlakken	ADJ	N;MASC+FEM;SG
ساده	effen	ساده	effen	ADJ	N;NEUT;SG
ساده	easy	ساده	easy	ADJ	N;MASC+FEM;SG
شنا	zwem	None	zwem	N;SG	V;SG;PRS;FIN
شنا	zwemmen	None	zwemmen	N;SG	V;NFIN
شنا	zwemmen	None	zwemmen	N;SG	V;NFIN
سپاه	legers	سپاه	leger	N;SG	N;PL
برج	torens	برج	torens	N;SG	N;PL
سرانجام	eindelijk	سرانجام	eindelijk	ADV	ADJ
سرانجام	uiteindelijk	سرانجام	uiteindelijk	ADV	ADJ
اسکاتلند	schotland	اسکاتلند	schotland	N;SG	PROPN;NEUT;SG
اسکاتلند	schotse	اسکاتلند	schots	N;SG	ADJ
اسکاتلند	schots	اسکاتلند	schots	N;SG	ADJ
اوهایو	ohio	اوهایو	ohio	N;SG	PROPN;NEUT;SG
اسید	zure	اسید	zure	N;SG	ADJ
اسید	zuur	اسید	zuur	N;SG	ADJ
لس	los	لس	los	N;SG	ADJ
اوایل	early	اول	early	N;PL	
اوایل	vroeg	اول	vroeg	N;PL	ADJ
اوایل	vroege	اول	vroeg	N;PL	ADJ
پشتیبانی	ondersteunen	پشتیبانی	ondersteunen	N;SG	V;NFIN
پشتیبانی	gesteund	پشتیبانی	steunen	N;SG	V;V.PTCP
پشتیبانی	ondersteunde	پشتیبانی	ondersteunen	N;SG	V;SG;PST;FIN
پشتیبانی	ondersteund	پشتیبانی	ondersteunen	N;SG	V;V.PTCP
پشتیبانی	gesteunde	پشتیبانی	steunen	N;SG	V;V.PTCP
معاصر	hedendaags	معاصر	hedendaags	N;SG	ADJ
معاصر	hedendaagse	معاصر	hedendaags	N;SG	ADJ
معاصر	eigentijdse	معاصر	eigentijds	N;SG	ADJ
معاصر	eigentijds	معاصر	eigentijds	N;SG	ADJ
برده	slaaf	برد#بر	slaaf	V;SG;3;V.PTCP	N;MASC+FEM;SG
برده	slaven	برد#بر	slaven	V;SG;3;V.PTCP	N;PL
برده	slavin	برد#بر	slavin	V;SG;3;V.PTCP	N;MASC+FEM;SG
جورجیا	georgië	None	georgië	N;SG	PROPN;NEUT;SG
توزیع	uitdelen	توزیع	uitdelen	N;SG	V;NFIN
توزیع	verdelen	توزیع	verdelen	N;SG	V;NFIN
توزیع	verspreiden	توزیع	verspreiden	N;SG	V;NFIN
توزیع	distribueren	توزیع	distribueren	N;SG	V;NFIN
صد	hundred	صد	hundred	NUM	
عرب	arabisch	عرب	arabisch	N;SG	ADJ
عرب	arabieren	عرب	arabier	N;SG	N;PL
اقیانوس	oceanen	None	oceaan	N;SG	N;PL
سریع	snel	سریع	snel	ADV	ADJ
سریع	snelle	سریع	snel	ADV	ADJ
سریع	vlug	سریع	vlug	ADV	ADJ
سریع	snel	سریع	snel	ADV	ADJ
سریع	vasten	سریع	vast	ADV	V;NFIN
سریع	snelle	سریع	snel	ADV	ADJ
سریع	fast	سریع	fast	ADV	N;MASC+FEM;SG
جوان	jonge	جوان	jong	N;SG	ADJ
جوان	jong	جوان	jong	N;SG	ADJ
دانشمندان	geleerden	دانشمند	geleerde	N;PL	V;V.PTCP
جشن	vieren	جشن	vieren	N;SG	V;NFIN
جشن	vieren	جشن	vieren	N;SG	V;NFIN
نظیر	peer	نظیر	peer	ADV	N;MASC+FEM;SG
نظیر	nazir	نظیر	nazir	ADV	N;MASC+FEM;SG
جمهور	presidenten	جمهور	president	N;SG	N;PL
جمهور	voorzitters	جمهور	voorzitter	N;SG	N;PL
آینده	toekomstige	آینده	toekomstig	N;SG	ADJ
آینده	toekomstig	آینده	toekomstig	N;SG	ADJ
اسپانیایی	spaanse	اسپانیایی	Spaans	N;SG	ADJ
اسپانیایی	spaans	اسپانیایی	spaans	N;SG	ADJ
اوکراین	oekraïne	None	oekraïne	N;SG	PROPN;NEUT;SG
قطع	knippen	قطع	knip	N;SG	V;NFIN
قطع	snijden	قطع	snijden	N;SG	V;NFIN
رد	rode	رد	rood	N;SG	ADJ
رد	rood	رد	rood	N;SG	ADJ
مازندران	kaspische	مازندران	kaspisch	N;SG	ADJ
تدوین	bewerken	تدوین	bewerken	N;SG	V;NFIN
جوانان	jeugd	جوان	jeugd	N;PL	N;MASC+FEM;SG
جوانان	jongeren	جوان	jong	N;PL	ADJ;CMPR
تازه	vers	تازه	vers	ADV	ADJ
تازه	fris	تازه	fris	ADV	ADJ
تازه	verse	تازه	vers	ADV	N;MASC+FEM;SG
تازه	nieuw	تازه	nieuw	ADV	ADJ
تازه	nieuwe	تازه	nieuw	ADV	ADJ
سرخ	rode	سرخ	rood	N;SG	ADJ
سرخ	rood	سرخ	rood	N;SG	ADJ
فرایند	verwerken	فرایند	verwerken	N;SG	V;NFIN
دل	heart	دل	heart	N;SG	
دل	harten	دل	harten	N;SG	N;PL
دل	hearts	دل	hearts	N;SG	
دل	hartjes	دل	hartje	N;SG	N;PL
ناشر	uitgeverijen	ناشر	uitgeverij	N;SG	N;PL
ناشر	uitgevers	ناشر	uitgever	N;SG	N;PL
دیگران	overige	دیگری	overig	PRO	ADJ
دیگران	andere	دیگری	ander	PRO	ADJ
دیگران	overigen	دیگری	overigen	PRO	ADJ
دیگران	anderen	دیگری	ander	PRO	ADJ
واقعی	real	واقعی	real	ADJ	N;MASC+FEM;SG
هواپیمایی	luchtvaartmaatschappijen	هواپیمایی	luchtvaartmaatschappij	N;SG	N;PL
هواپیمایی	airlines	هواپیمایی	airline	N;SG	N;PL
فیلمبرداری	filmde	فیلمبرداری	filmen	N;SG	V;SG;PST;FIN
فیلمبرداری	gefilmd	فیلمبرداری	filmen	N;SG	V;V.PTCP
فیلمبرداری	schieten	فیلمبرداری	schieten	N;SG	V;NFIN
فیلمبرداری	schoten	فیلمبرداری	schot	N;SG	N;PL
فیلمبرداری	filmen	فیلمبرداری	filmen	N;SG	V;NFIN
جایگزین	vervangers	جایگزین	vervanger	ADJ	N;PL
جایگزین	alternatief	جایگزین	alternatief	ADJ	N;NEUT;SG
جایگزین	vervanging	جایگزین	vervanging	ADJ	N;MASC+FEM;SG
جایگزین	vervanger	جایگزین	vervanger	ADJ	N;MASC+FEM;SG
جایگزین	vervangen	جایگزین	vervangen	ADJ	V;V.PTCP
جایگزین	vervangen	جایگزین	vervangen	ADJ	V;V.PTCP
جایگزین	vervang	جایگزین	vervang	ADJ	V;SG;PRS;FIN
شبیه	zoals	شبیه	zoals	ADJ	CONJ
شبیه	like	شبیه	lik	ADJ	
معادل	equivalent	معادل	equivalent	ADJ	N;NEUT;SG
بهبود	verbeteren	بهبود	verbeteren	N;SG	V;NFIN
بهبود	herstellende	بهبود	herstellen	N;SG	V;V.PTCP
بهبود	verbeter	بهبود	verbeter	N;SG	V;SG;PRS;FIN
بهبود	verbeteren	بهبود	verbeteren	N;SG	V;NFIN
ایرانیان	perzisch	ایرانی	perzisch	N;PL	ADJ
ایرانیان	perzische	ایرانی	perzisch	N;PL	ADJ
ایرانیان	iraanse	ایرانی	iraans	N;PL	ADJ
ایرانیان	iraans	ایرانی	iraans	N;PL	ADJ
تک	alleenstaande	تک	alleenstaande	N;SG	V;V.PTCP
تک	alleenstaand	تک	alleenstaand	N;SG	ADJ
رومانی	roemeens	رومانی	roemeens	N;SG	ADJ
رومانی	roemeense	رومانی	roemeens	N;SG	ADJ
نهایی	finale	نهایی	finale	ADJ	N;MASC+FEM;SG
نهایی	ultimate	نهایی	ultimate	ADJ	N;MASC+FEM;SG
سومین	third	سومین	third	ADJ;RL	
فلزی	metalen	فلزی	metalen	N;SG	N;PL
فلزی	metalen	فلزی	metalen	N;SG	N;PL
ژاپنی	japans	ژاپنی	japans	N;SG	ADJ
ژاپنی	japanners	ژاپنی	japanner	N;SG	N;PL
ژاپنی	japanse	ژاپنی	japans	N;SG	ADJ
هنرهای	kunst	هنر	kunst	N;PL	N;MASC+FEM;SG
پرچم	vlaggen	پرچم	vlaggen	N;SG	N;PL
سینمای	bioscopen	سینما	bioscoop	N;SG	N;PL
تحصیلات	opvoeding	تحصیل	opvoeding	N;PL	N;MASC+FEM;SG
تحصیلات	onderwijs	تحصیل	onderwijs	N;PL	N;NEUT;SG
اکثر	meesten	اکثر	veel	ADJ	PRO
اکثر	most	اکثر	mosten	ADJ	
اکثر	meeste	اکثر	veel	ADJ	PRO
اکثر	meest	اکثر	veel	ADJ	PRO
روشن	light	روشن	light	ADJ	N;MASC+FEM;SG
روشن	licht	روشن	licht	ADJ	N;NEUT;SG
روشن	clear	روشن	clear	ADJ	
روشن	roshan	روشن	roshan	ADJ	N;MASC+FEM;SG
سعی	proberen	سعی	proberen	N;SG	V;NFIN
ساسانیان	indo	ساسانی	indo	N;PL	N;MASC+FEM;SG
اجرایی	uitvoerende	اجرایی	uitvoeren	ADJ	V;V.PTCP
اجرایی	uitvoerend	اجرایی	uitvoeren	ADJ	V;V.PTCP
اجرایی	exec	اجرایی	exec	ADJ	N;MASC+FEM;SG
پست	gepost	پست	posten	N;SG	V;V.PTCP
پست	geplaatste	پست	plaatsen	N;SG	V;V.PTCP
پست	geplaatst	پست	plaatsen	N;SG	V;V.PTCP
عملکرد	prestaties	عملکرد	prestatie	N;SG	N;PL
بشر	mensjes	بشر	mensje	N;SG	N;PL
بشر	mensen	بشر	mens	N;SG	N;PL
بشر	menselijk	بشر	menselijk	N;SG	ADJ
بشر	menselijke	بشر	menselijk	N;SG	ADJ
کدام	welke	کدام	welk	N;SG	PRO
نگهداری	houden	نگهداری	houden	N;SG	V;NFIN
اروپایی	europese	اروپایی	Europees	N;SG	ADJ
اروپایی	europees	اروپایی	europees	N;SG	ADJ
رفتار	gedragingen	رفتار	gedraging	N;SG	N;PL
رفتار	acteren	رفتار	acteren	N;SG	V;NFIN
رفتار	waarnemend	رفتار	waarnemend	N;SG	V;V.PTCP
نوری	lichte	نوری	licht	N;SG	ADJ
نوری	optisch	نوری	optisch	N;SG	ADJ
نوری	optische	نوری	optisch	N;SG	ADJ
محور	as	محور	zijn	N;SG	
محور	as	محور	zijn	N;SG	
حمل	dragend	حمل	dragen	N;SG	V;V.PTCP
دینی	religieuze	دین	religieus	N;SG	ADJ
دینی	religieus	دین	religieus	N;SG	ADJ
مسلمانان	moslim	مسلمان	moslim	N;PL	N;MASC+FEM;SG
پیشین	voormalig	پیشین	voormalig	N;SG	ADJ
پیشین	voormalige	پیشین	voormalig	N;SG	ADJ
پیشین	voorgaande	پیشین	voorgaan	N;SG	V;V.PTCP
پیشین	vorig	پیشین	vorig	N;SG	ADJ
پیشین	vorige	پیشین	vorig	N;SG	ADJ
پیشین	eerdere	پیشین	eerder	N;SG	PRO
مقایسه	vergelijken	مقایسه	vergelijken	N;SG	V;NFIN
مقایسه	vergelijk	مقایسه	vergelijk	N;SG	V;SG;PRS;FIN
مقایسه	vergeleken	مقایسه	vergelijken	N;SG	V;V.PTCP
رسیدن	gearriveerd	رسیدن	arriveren	N;SG	V;V.PTCP
رسیدن	aangekomen	رسیدن	aankomen	N;SG	V;V.PTCP
ابزار	tools	ابزار	tools	N;SG	N;PL
ابزار	gereedschappen	ابزار	gereedschap	N;SG	N;PL
ابزار	hulpmiddelen	ابزار	hulpmiddel	N;SG	N;PL
مهاجرت	migreren	مهاجرت	migreren	N;SG	V;NFIN
مهاجرت	migraties	مهاجرت	migratie	N;SG	N;PL
مقاومت	weerstaan	مقاومت	weerstaan	N;SG	V;NFIN
سینمایی	filmpje	سینمایی	filmp	ADJ	N;NEUT;SG
سینمایی	film	سینمایی	film	ADJ	N;MASC+FEM;SG
بیمارستان	ziekenhuizen	بیمارستان	ziekenhuis	N;SG	N;PL
پا	beentjes	پا	been	N;SG	N;PL
پا	poten	پا	poten	N;SG	N;PL
پا	benen	پا	been	N;SG	N;PL
اصول	basiskennis	اصل	basiskennis	N;PL	N;MASC+FEM;SG
اصول	basis	اصل	basis	N;PL	N;MASC+FEM;SG
اصول	basisinformatie	اصل	basisinformatie	N;PL	N;MASC+FEM;SG
مجموع	totaal	مجموع	totaal	N;SG	ADJ
تفاوت	verschillen	تفاوت	verschil	N;SG	N;PL
دیدگاه	aspecten	دیدگاه	aspect	N;SG	N;PL
گمر	gmr	گمر	gmr		N;MASC+FEM;SG
دانمارک	denemarken	دانمارک	denemarken	N;SG	PROPN;NEUT;SG
دانمارک	deens	دانمارک	deens	N;SG	ADJ
دانمارک	deense	دانمارک	deens	N;SG	ADJ
نوشتن	schrijven	نوشتن	schrijven	N;SG	V;NFIN
نوشتن	schrijf	نوشتن	schrijf	N;SG	V;SG;PRS;FIN
نوشتن	schrijven	نوشتن	schrijven	N;SG	V;NFIN
اختلاف	oneens	اختلاف	oneens	N;SG	ADJ
اختلاف	verschillen	اختلاف	verschil	N;SG	N;PL
لبنان	libanees	لبنان	liban	N;SG	ADJ
لبنان	libanese	لبنان	libanees	N;SG	ADJ
هشت	eight	هشت	eight	NUM	
نوبل	edele	نوبل	edeel	N;SG	ADJ
نوبل	edel	نوبل	edel	N;SG	ADJ
نوبل	nobele	نوبل	nobel	N;SG	ADJ
نوبل	nobel	نوبل	nobel	N;SG	ADJ
نوبل	nobel	نوبل	nobel	N;SG	ADJ
سخت	moeilijk	سخت	moeilijk	ADV	ADJ
