evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
serambi	ڈیوڑھی.	serambi	ڈیوڑھی.	N;SG	PROPN;NOM;MASC;SG;3
shalat	عبادت.	shalat	عبادت.	N	PROPN;NOM;MASC;SG;3
kejujuran	نیکی.	kejujuran	نیکی.	N;SG	PROPN;NOM;MASC;SG;3
kejujuran	کھراپن.	kejujuran	کھراپن.	N;SG	PROPN;NOM;MASC;SG;3
jas	کوٹ	jas	کوٹ	N;SG	PROPN;NOM;MASC;SG;3
jas	لائق	jas	لائق	N;SG	ADJ
jas	(	jas	(	N;SG	
jas	ڈھالنا	jas	ڈھال	N;SG	V;MASC;SG;NFIN;ACT
wade	ہیلنا	wade	ہیلنا	PROPN	PROPN;NOM;MASC;SG;3
wade	برف	wade	برف	PROPN	N;NOM;MASC;SG;3
wade	ڈوبے	wade	ڈوبا	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
penundaan	تاخیرکرنا	pentundaan	تاخیرکرنا	N;SG	ADJ
penundaan	التوا.	pentundaan	التوا.	N;SG	PROPN;NOM;MASC;SG;3
penundaan	تاخیرکرنا	pentundaan	تاخیرکرنا	N;SG	ADJ
penundaan	التوا.	pentundaan	التوا.	N;SG	PROPN;NOM;MASC;SG;3
penundaan	تعویق	pentundaan	تعویق	N;SG	PROPN;NOM;MASC;SG;3
konglomerat	تودہ.	konglomerat	تودہ.	N	
sterling	معتبر	sterling	معتبر	PROPN	ADJ
sterling	معیاری	sterling	معیاری	PROPN	ADJ
sterling	کھرا	sterling	کھرا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
moncong	نکو.	moncong	نکو.	N;SG	
moncong	مُخبر.	moncong	مُخبر.	N;SG	PROPN;NOM;MASC;SG;3
moncong	تھوتھنی.	moncong	تھوتھنی.	N;SG	PROPN;NOM;MASC;SG;3
fasih	شستہ	fasih	شستہ	N	ADJ
fasih	صاف	fasih	صاف	N	ADJ
nona	مادہ	nona	مادہ		N;NOM;MASC;SG;3
nona	مالکن	nona	مالکن		N;NOM;MASC;SG;3
nona	زن	nona	زن		N;NOM;MASC;SG;3
nona	بچنا	nona	بچ		V;MASC;SG;NFIN;ACT
nona	خطا	nona	خطا		PROPN;NOM;MASC;SG;3
nona	کوتاہی	nona	کوتاہی		N;NOM;MASC;SG;3
nona	پانے	nona	پا		V;NFIN;ACT
nona	چوک	nona	چوک		N;NOM;MASC;SG;3
nona	بیوقوف	nona	بیوقوف		
nona	پہنچنے	nona	پہنچ		V;ACC;NFIN
nona	معلّمہ.	nona	معلّمہ.		PROPN;NOM;MASC;SG;3
nona	استانی	nona	استانی		ADJ;NOM
kebalikan	الٹنا	kebalikan	الٹنا	N;SG	V;MASC;SG;NFIN;ACT
kebalikan	معکوس.	kebalikan	معکوس.	N;SG	PROPN;NOM;MASC;SG;3
kebalikan	ڈنڈی	kebalikan	ڈنڈی	N;SG	PROPN;NOM;MASC;SG;3
kebalikan	اوندھانا.	kebalikan	اوندھانا.	N;SG	PROPN;NOM;MASC;SG;3
imajinasi	متخیلہ	imajinasi	متخیلہ	N;SG	ADJ
imajinasi	سوچنے	imajinasi	سوچ	N;SG	V;ACC;NFIN
resin	رال	resin	رال	N	
jalak	عصفور	jalak	عصفور	N	PROPN;NOM;MASC;SG;3
funk	بزدل	funk	بزدل	PROPN	
funk	دہشت.	funk	دہشت.	PROPN	PROPN;NOM;MASC;SG;3
funk	خوف	funk	خوف	PROPN	N;NOM;MASC;SG;3
funk	دبکنا	funk	دبکنا	PROPN	V;SG;NFIN;ACT
funk	ڈرنا	funk	ڈرنا	PROPN	V;MASC;SG;NFIN;ACT
funk	بوداشخص.	funk	بوداشخص.	PROPN	ADJ
funk	ہراس	funk	ہراس	PROPN	N;NOM;MASC;SG;3
sendok	کفگیر	sendok	کفگیر	N;SG	PROPN;NOM;MASC;SG;3
sendok	بیلچہ	sendok	بیلچہ	N;SG	
sendok	کورنی	sendok	کورنی	N;SG	PROPN;NOM;MASC;SG;3
sendok	ڈویا	sendok	ڈویا	N;SG	PROPN;NOM;MASC;SG;3
sendok	ڈوئی	sendok	ڈوئی	N;SG	PROPN;NOM;MASC;SG;3
sendok	up	sendok	up	N;SG	
pengirim	مرسل	penkirim	مرسل	N;SG	PROPN;NOM;MASC;SG;3
haus	تشنگی.	haus	تشنگی.	PROPN;SG	PROPN;NOM;MASC;SG;3
haus	ہوس.	haus	ہوس.	PROPN;SG	
haus	پیاس	haus	پیاس	PROPN;SG	V;SG;ACT
haus	تشنگی.	haus	تشنگی.	PROPN;SG	PROPN;NOM;MASC;SG;3
haus	ہوس.	haus	ہوس.	PROPN;SG	
haus	تشنہ.	haus	تشنہ.	PROPN;SG	PROPN;NOM;MASC;SG;3
haus	سوکھا	haus	سوکھ	PROPN;SG	V;PFV;MASC;SG;V.PTCP;ACT
haus	تشنہ.	haus	تشنہ.	PROPN;SG	PROPN;NOM;MASC;SG;3
haus	پیاسا	haus	پیاسا	PROPN;SG	PROPN;NOM;MASC;SG;3
haus	سوکھا	haus	سوکھ	PROPN;SG	V;PFV;MASC;SG;V.PTCP;ACT
aksen	نبرہ	aksen	نبرہ	N	PROPN;NOM;MASC;SG;3
perantauan	بدیسی	perantauan	بدیسی	N	ADJ
perantauan	ولایتی.	perantauan	ولایتی.	N	PROPN;NOM;MASC;SG;3
perantauan	بیرونی	perantauan	بیرونی	N	ADJ
terestrial	دنیوی.	terestrial	دنیوی.	N;SG	PROPN;NOM;MASC;SG;3
terestrial	ارضی.	terestrial	ارضی.	N;SG	PROPN;NOM;MASC;SG;3
mistik	علامتی.	mistik	علامتی	N	PROPN;NOM;MASC;PL;3
mistik	مخفی.	mistik	مخفی.	N	PROPN;NOM;MASC;SG;3
mistik	باطنی	mistik	باطنی	N	ADJ
mistik	عارفانہ	mistik	عارفانہ	N	ADJ
mistik	روحانی.	mistik	روحانی.	N	PROPN;NOM;MASC;SG;3
mistik	صوفی	mistik	صوفی	N	PROPN;NOM;MASC;SG;3
mistik	رمزیہ	mistik	رمزیہ	N	PROPN;NOM;MASC;SG;3
mistik	صوفیانہ	mistik	صوفیانہ	N	ADJ
mistik	عارف	mistik	عارف	N	PROPN;NOM;MASC;SG;3
mistik	سالک	mistik	سالک	N	PROPN;NOM;MASC;SG;3
mistik	سرّی	mistik	سرّی	N	PROPN;NOM;MASC;SG;3
mistik	کرشمہ	mistik	کرشمہ	N	PROPN;NOM;MASC;SG;3
mistik	متصوّفانہ	mistik	متصوّفانہ	N	ADJ
mistik	عارفانہ.	mistik	عارفانہ.	N	ADJ
berpasir	ریتیلا.	berpasir	ریتیلا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
horror	کپکپی	horror	کپکپی	N	
horror	لرزہ.	horror	لرزہ.	N	PROPN;NOM;MASC;SG;3
estetika	جمالیات.	estetika	جمالیات.	N	PROPN;NOM;MASC;SG;3
foot	پا	foot	پا	PROPN	V;ACT
swing	جھولنے	swing	جھول	PROPN	V;ACC;NFIN
swing	سُبک	swing	سُبک	PROPN	PROPN;NOM;MASC;SG;3
swing	لچک	swing	لچک	PROPN	N;NOM;MASC;SG;3
swing	لٹکنے	swing	لٹک	PROPN	V;ACC;NFIN
swing	رواں	swing	رواں	PROPN	ADJ
swing	جھلانا	swing	جھلا	PROPN	PROPN;NOM;MASC;SG;3
swing	جھونک	swing	جھونک	PROPN	V;ACT
swing	لپک.	swing	لپک.	PROPN	
swing	جھولنا	swing	جھول	PROPN	V;SG;NFIN;ACT
penambangan	شکار.	pentambangan	شکارؤ	N;SG	PROPN;NOM;MASC;SG;3
menyeberang	چوراہا.	menseberang	چوراہا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
kejang	پکڑ	kejang	پکڑ	N;SG	V;ACT
kejang	تسلط.	kejang	تسلط.	N;SG	PROPN;NOM;MASC;SG;3
kejang	تشنّج	kejang	تشنّج	N;SG	PROPN;NOM;MASC;SG;3
kejang	اینٹھن	kejang	اینٹھن	N;SG	V;SG;ACT
pojok	کونا	pojok	کونا	PROPN	N;NOM;MASC;SG;3
layout	تفصیلات.	layout	تفصیلات.	N	ADJ
layout	مواد	layout	مواد	N	
layout	روپ.	layout	روپ.	N	PROPN;NOM;MASC;SG;3
jus	جوہر.	jus	جوہر.	N;SG	PROPN;NOM;MASC;SG;3
jus	جوہر.	jus	جوہر.	N;SG	PROPN;NOM;MASC;SG;3
sapu	ڈانڈ.	sapu	ڈانڈ.	N;SG	PROPN;NOM;MASC;SG;3
sapu	مقدور-	sapu	مقدور-	N;SG	PROPN;NOM;MASC;SG;3
sapu	۲.	sapu	۲.	N;SG	
muntah	ابکنا.	muntah	ابکنا.	N;SG	
muntah	ڈاکنا.	muntah	ڈاکنا.	N;SG	
muntah	ابکنا.	muntah	ابکنا.	N;SG	
muntah	ڈاکنا.	muntah	ڈاکنا.	N;SG	
muntah	اُلٹی	muntah	اُلٹی	N;SG	
witch	لبھالینا.	witch	لبھالینان	PROPN	PROPN;NOM;MASC;SG;3
witch	ڈھڈو.	witch	ڈھڈو.	PROPN	PROPN;NOM;MASC;SG;3
cave	غار	cave	غار	PROPN	N;NOM;MASC;SG;3
mercy	عفو	mercy	عفو	PROPN	
mercy	درگزر.	mercy	درگزر.	PROPN	
mercy	ترس	mercy	ترس	PROPN	V;ACT
mercy	عفو	mercy	عفو	PROPN	
mercy	رحم	mercy	رحم	PROPN	N;NOM;MASC;SG;3
mercy	درگزر.	mercy	درگزر.	PROPN	
mercy	ترس	mercy	ترس	PROPN	V;ACT
urin	بول	urin	بول	N	V;ACT
urin	قارورہ.	urin	قارورہ.	N	PROPN;NOM;MASC;SG;3
urin	بول	urin	بول	N	V;ACT
urin	قارورہ.	urin	قارورہ.	N	PROPN;NOM;MASC;SG;3
urin	شاش	urin	شاش	N	PROPN;NOM;MASC;SG;3
mengemudi	تیزی	menkemudi	تیزی	V;SG;ACT	N;NOM;MASC;SG;3
mengemudi	back	menkemudi	back	V;SG;ACT	
mengemudi	in	menkemudi	in	V;SG;ACT	
mengemudi	ہنکانا	menkemudi	ہنکانا	V;SG;ACT	PROPN;NOM;MASC;SG;3
mengemudi	گھیرنا.	menkemudi	گھیرنا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
mengemudi	out	menkemudi	out	V;SG;ACT	
mengemudi	قدرت	menkemudi	قدرت	V;SG;ACT	N;NOM;MASC;SG;3
clip	فرّاٹا.	clip	فرّاٹا.	PROPN	PROPN;NOM;MASC;SG;3
clip	(	clip	(	PROPN	
clip	فرّاٹا.	clip	فرّاٹا.	PROPN	PROPN;NOM;MASC;SG;3
clip	کاٹنا	clip	کاٹنا	PROPN	V;MASC;SG;NFIN;ACT
clip	(	clip	(	PROPN	
tempel	پیڑا	tempel	پیڑا	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
tempel	لئی.	tempel	لئی.	PROPN;SG;ACT	
tempel	لگدی	tempel	لگدی	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
tempel	لوندا	tempel	لوندا	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
cakar	دبوچنا	cakar	دبوچ	N;SG	V;MASC;SG;NFIN;ACT
cakar	کھسوٹنا	cakar	کھسوٹنا	N;SG	V;NFIN;ACT
cakar	کُھجانا	cakar	کُھجانا	N;SG	V;MASC;SG;NFIN;ACT
pebisnis	کاروباری	pebisnis	کاروباری	N;SG	ADJ
cemara	ہونا.	cemara	ہونا.	PROPN	
cemara	چُست	cemara	چُست	PROPN	PROPN;NOM;MASC;SG;3
cemara	چالاکی	cemara	چالاکی	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
kanonik	مصدقہ	kanonik	مصدقہ	N	
kanonik	معیاری	kanonik	معیاری	N	ADJ
kanonik	موثق	kanonik	موثق	N	PROPN;NOM;MASC;SG;3
ilusi	توہمات.	ilusi	توہمات.	N;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ilusi	التباس	ilusi	التباس	N;SG	PROPN;NOM;MASC;SG;3
ilusi	اشتباہ	ilusi	اشتباہ	N;SG	
ketuhanan	ملکیت.	ketuhanan	ملکیت.	N;SG	PROPN;NOM;MASC;SG;3
ketuhanan	امارت.	ketuhanan	امارت.	N;SG	PROPN;NOM;MASC;SG;3
anarkisme	فوضیت.	anarkisme	فوضیت.	N;SG	PROPN;NOM;MASC;SG;3
firdaus	جنت	firdaus	جنت	PROPN	N;NOM;FEM;SG;3
menghiasi	سجانا	menhiasi	سجا	V;SG;ACT	PROPN;NOM;MASC;SG;3
lega	نچنت	lega	نچنت	ADJ;SG	PROPN;NOM;MASC;SG;3
lega	یکسانیت	lega	یکسانیت	ADJ;SG	N;NOM;MASC;SG;3
lega	مصیبت	lega	مصیبت	ADJ;SG	N;NOM;FEM;SG;3
lega	وضاحت	lega	وضاحت	ADJ;SG	N;NOM;MASC;SG;3
lega	صفائی-	lega	صفائی-	ADJ;SG	N;NOM;MASC;SG;3
dynamic	زوردار.	dynamic	زوردار.	PROPN	PROPN;NOM;MASC;SG;3
dynamic	فعال	dynamic	فعال	PROPN	ADJ
menawan	عمدہ	mentawan	عمدہ	V;SG;ACT	ADJ
menawan	پسندیدہ	mentawan	پسندیدہ	V;SG;ACT	ADJ
pocket	منّا	pocket	منّا	PROPN	PROPN;NOM;MASC;SG;3
mulus	(	mulus	(	ADJ;SG	
mulus	over	mulus	over	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	یکسار	mulus	یکسار	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	جھرّیوں	mulus	جھریی	ADJ;SG	N;ACC;MASC;PL;3
mulus	down	mulus	down	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	دھچکے	mulus	دھچکا	ADJ;SG	V;MASC;SG;V.PTCP;ACT
mulus	چکنا.	mulus	چکنا.	ADJ;SG	
mulus	مؤدب	mulus	مؤدب	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	(	mulus	(	ADJ;SG	
mulus	over	mulus	over	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	یکسار	mulus	یکسار	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	جھرّیوں	mulus	جھریی	ADJ;SG	N;ACC;MASC;PL;3
mulus	down	mulus	down	ADJ;SG	PROPN;NOM;MASC;SG;3
mulus	دھچکے	mulus	دھچکا	ADJ;SG	V;MASC;SG;V.PTCP;ACT
mulus	چکنا.	mulus	چکنا.	ADJ;SG	
mulus	مؤدب	mulus	مؤدب	ADJ;SG	PROPN;NOM;MASC;SG;3
pengajuan	بُرادہ	penajuan	بُرادہ	N;SG	PROPN;NOM;MASC;SG;3
minute	ادنیٰ	minute	ادنیٰ	PROPN	PROPN;NOM;MASC;SG;3
minute	مفصل	minute	مفصل	PROPN	ADJ
minute	دقیقہ.	minute	دقیقہ.	PROPN	PROPN;NOM;MASC;SG;3
minute	پل	minute	پل	PROPN	N;NOM;MASC;SG;3
minute	چھن	minute	چھن	PROPN	V;ACT
minute	منٹ	minute	منٹ	PROPN	
minute	حقیر	minute	حقیر	PROPN	N;NOM;MASC;SG;3
minute	مہین	minute	مہین	PROPN	V;SG;V.PTCP;ACT
kedepan	اگلا	kedepan	اگلا	ADV	
kedepan	مقابل.	kedepan	مقابل_بیت	ADV	
chat	(	chat	(	PROPN	
shore	دیوار	shore	دیوار	PROPN	N;NOM;FEM;SG;3
shore	تٹ.	shore	تٹ.	PROPN	
shore	اڑواڑ.	shore	اڑواڑؤ	PROPN	PROPN;NOM;MASC;SG;3
shore	جہاز	shore	جہاز	PROPN	N;NOM;MASC;SG;3
shore	(	shore	(	PROPN	
shore	دریا	shore	دریا	PROPN	N;NOM;MASC;SG;3
ktt	قمّہ.	ktt	قمّہ.	N;SG	
ktt	مذاکرات	ktt	مذاکرہ	N;SG	N;NOM;MASC;PL;3
cop	بھگتنا	cop	بھگت	PROPN	V;SG;ACT
cop	کرنا	cop	کر	PROPN	V;MASC;SG;NFIN;ACT
cop	سہنا.	cop	سہنا.	PROPN	
kebersamaan	برابری.	kebersamaan	برابری.	N	PROPN;NOM;MASC;SG;3
kebersamaan	ہمدمی	kebersamaan	ہمدمی	N	PROPN;NOM;MASC;SG;3
keren	بارعب	keren	بارعب	N	PROPN;NOM;MASC;SG;3
keren	پُرسکون	keren	پُرسکون	N	ADJ
keren	ڈھیٹ	keren	ڈھیٹ	N	V;SG;ACT
keren	ٹھنڈک	keren	ٹھنڈک	N	
keren	بیگانہ	keren	بیگانہ	N	ADJ
keren	خنکی.	keren	خنکی.	N	PROPN;NOM;MASC;SG;3
keren	نامانوس	keren	نامانوس	N	ADJ
perampok	لٹیرا	penrampok	لٹیرا	N;SG	PROPN;NOM;MASC;SG;3
perampok	ڈاکو.	penrampok	ڈاکو.	N;SG	
rabbit	away	rabbit	away	PROPN	PROPN;NOM;MASC;SG;3
choir	پرندوں	choir	پرند	PROPN	N;ACC;MASC;PL;3
nyala	اکثربعدہ	nyala	اکثربعدہ		ADJ
nyala	برسرعمل-	nyala	برسرعمل-		N
nyala	فوراً	nyala	فوراً		ADV
nyala	قریب	nyala	قریب		ADP;NOM;MASC;SG;3
nyala	پاس	nyala	پاس		ADP;NOM;MASC;SG;3
nyala	ڈھاپتے	nyala	ڈھاپ		V;IPFV;MASC;PL;V.PTCP;ACT
nyala	ہمدست	nyala	ہمدست		PROPN;NOM;MASC;SG;3
nyala	آگے	nyala	آگے		ADV;NOM;MASC;SG;3
nyala	محور	nyala	محور		N;NOM;MASC;SG;3
nyala	موجود-	nyala	موجود-		PROPN;NOM;MASC;SG;3
nyala	اکثربعدہ	nyala	اکثربعدہ		ADJ
nyala	برسرعمل-	nyala	برسرعمل-		N
nyala	فوراً	nyala	فوراً		ADV
nyala	قریب	nyala	قریب		ADP;NOM;MASC;SG;3
nyala	پاس	nyala	پاس		ADP;NOM;MASC;SG;3
nyala	پر	nyala	پر		ADP
nyala	ڈھاپتے	nyala	ڈھاپ		V;IPFV;MASC;PL;V.PTCP;ACT
nyala	ہمدست	nyala	ہمدست		PROPN;NOM;MASC;SG;3
nyala	آگے	nyala	آگے		ADV;NOM;MASC;SG;3
nyala	محور	nyala	محور		N;NOM;MASC;SG;3
nyala	موجود-	nyala	موجود-		PROPN;NOM;MASC;SG;3
nyala	چمکنا	nyala	چمک		V;MASC;SG;NFIN;ACT
nyala	forth	nyala	forth		PROPN;NOM;MASC;SG;3
nyala	چمکنا	nyala	چمک		V;MASC;SG;NFIN;ACT
nyala	لپٹ	nyala	لپٹ		V;ACT
nyala	forth	nyala	forth		PROPN;NOM;MASC;SG;3
demonstran	احتجاجی	demonstran	احتجاجی	N;SG	ADJ
demonstran	مظاہر.	demonstran	مظاہر.	N;SG	PROPN;NOM;MASC;SG;3
pemasukan	کمائی.	penpasukan	کمائی.	N;SG	V;PFV;FEM;SG;V.PTCP;ACT
pemasukan	یافت	penpasukan	یافت	N;SG	PROPN;NOM;MASC;SG;3
pemasukan	کمائی.	penpasukan	کمائی.	N;SG	V;PFV;FEM;SG;V.PTCP;ACT
probabilitas	احتمال.	probabilitas	احتمال.	N	PROPN;NOM;MASC;SG;3
burn	داغ	burn	داغ	PROPN	N;NOM;MASC;SG;3
burn	سگریٹ.	burn	سگریٹ.	PROPN	PROPN;NOM;MASC;SG;3
burn	بھڑکنا	burn	بھڑک	PROPN	V;NFIN;ACT
burn	چرکا	burn	چرکا	PROPN	
burn	گلانا.	burn	گلانا.	PROPN	PROPN;NOM;MASC;SG;3
burn	جْھلسا-	burn	جْھلسا-	PROPN	PROPN;NOM;MASC;SG;3
kompatibel	(	kompatibel	(	ADJ;SG	
terpisahkan	mis-	terpisahkan	mis-	V;SG;PASS	
terpisahkan	un.	terpisahkan	un.	V;SG;PASS	
violet	بنفشیٔ.	violet	بنفشیٔ.	PROPN	PROPN;NOM;MASC;SG;3
pony	ٹٹّو	pony	ٹٹّو	PROPN	PROPN;NOM;MASC;SG;3
penakluk	فاتح	pentakluk	فاتح	N;SG	ADJ
perdata	شائستہ	perdata	شائستہ	N	PROPN;NOM;MASC;SG;3
disewa	غار.	disewa	غار.	V;SG;PASS	
disewa	درّہ	disewa	درّہ	V;SG;PASS	
disewa	گھاٹی	disewa	گھاٹی	V;SG;PASS	N;NOM;FEM;SG;3
disewa	بغارہ	disewa	بغارہ	V;SG;PASS	
disewa	کھونچا.	disewa	کھونچا.	V;SG;PASS	V;PFV;MASC;SG;V.PTCP;ACT
fever	ہنگامہ	fever	ہنگامہ	PROPN	PROPN;NOM;MASC;SG;3
fever	ہلچل	fever	ہلچل	PROPN	V;ACT
berpendidikan	نستعلیق	berpendidikan	نستعلیق	V;SG;ACT	PROPN;NOM;MASC;SG;3
berpendidikan	شائستہ	berpendidikan	شائستہ	V;SG;ACT	PROPN;NOM;MASC;SG;3
maestro	اہم	maestro	اہم	PROPN	ADJ
constant	مستقل	constant	مستقل	PROPN	ADJ
constant	جاری	constant	جاری	PROPN	ADJ
constant	متواتر	constant	متواتر	PROPN	ADJ
constant	مسلسل	constant	مسلسل	PROPN	ADV
constant	راسخ.	constant	راسخ.	PROPN	PROPN;NOM;MASC;SG;3
nasabah	گاہک.	nasabah	گاہک.	N;SG	
goth	گنوار	goth	گنوار	PROPN	
goth	جاہل	goth	جاہل	PROPN	ADJ
goth	جانگلوس.	goth	جانگلوس.	PROPN	PROPN;NOM;MASC;SG;3
goth	وحشیانہ	goth	وحشیانہ	PROPN	ADJ
ending	انجام	ending	انجام	PROPN	N;NOM;MASC;SG;3
berkemah	ڈیرا	berkemah	ڈیرا	V;SG;ACT	PROPN;NOM;MASC;SG;3
berkemah	پڑاؤ	berkemah	پڑاؤ	V;SG;ACT	PROPN;NOM;MASC;SG;3
mint	(	mint	(	PROPN	
mint	دولت.	mint	دولت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
mint	معدن	mint	معدن	PROPN	PROPN;NOM;MASC;SG;3
mint	ڈھالنا	mint	ڈھال	PROPN	V;MASC;SG;NFIN;ACT
mint	دارالضرب	mint	دارالضرب	PROPN	PROPN;NOM;MASC;SG;3
mint	گھڑنا	mint	گھڑ	PROPN	V;SG;NFIN;ACT
mint	مخزن	mint	مخزن	PROPN	PROPN;NOM;MASC;SG;3
ramping	وزن	ramping	وزن	ADJ;SG	N;NOM;MASC;SG;3
ramping	عّیار.	ramping	عّیار.	ADJ;SG	PROPN;NOM;MASC;SG;3
ramping	قلیل	ramping	قلیل	ADJ;SG	
ramping	خفیف.	ramping	خفیف.	ADJ;SG	PROPN;NOM;MASC;SG;3
ramping	پتلا.	ramping	پتلا.	ADJ;SG	PROPN;NOM;MASC;SG;3
jeda	ٹھہرنا	jeda	ٹھہر	N;SG	V;MASC;SG;NFIN;ACT
jeda	رکنا.	jeda	رکنا.	N;SG	
jeda	سکوت.	jeda	سکوت.	N;SG	PROPN;NOM;MASC;SG;3
jeda	ٹھہرنا	jeda	ٹھہر	N;SG	V;MASC;SG;NFIN;ACT
jeda	رکنا.	jeda	رکنا.	N;SG	
jeda	سکوت.	jeda	سکوت.	N;SG	PROPN;NOM;MASC;SG;3
narkotika	منوم	narkotika	منوم	N;SG	PROPN;NOM;MASC;SG;3
narkotika	غفلت.	narkotika	غفلت.	N;SG	PROPN;NOM;MASC;SG;3
narkotika	مخدّر	narkotika	مخدّر	N;SG	PROPN;NOM;MASC;SG;3
trouble	علّت.	trouble	علّت.	PROPN	PROPN;NOM;MASC;SG;3
trouble	دشواری.	trouble	دشواری.	PROPN	PROPN;NOM;MASC;SG;3
trouble	مشکل	trouble	مشکل	PROPN	ADJ
trouble	دقّت	trouble	دقّت	PROPN	N;NOM;MASC;SG;3
trouble	مصیبت	trouble	مصیبت	PROPN	N;NOM;FEM;SG;3
trouble	زحمت.	trouble	زحمت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
trouble	دشواری	trouble	دشواری	PROPN	N;NOM;MASC;SG;3
trouble	پریشانی	trouble	پریشانی	PROPN	ADJ
trouble	زحمت	trouble	زحمت	PROPN	N;NOM;FEM;SG;3
trouble	علّت.	trouble	علّت.	PROPN	PROPN;NOM;MASC;SG;3
trouble	دشواری.	trouble	دشواری.	PROPN	PROPN;NOM;MASC;SG;3
trouble	مشکل	trouble	مشکل	PROPN	ADJ
trouble	دقّت	trouble	دقّت	PROPN	N;NOM;MASC;SG;3
trouble	مصیبت	trouble	مصیبت	PROPN	N;NOM;FEM;SG;3
trouble	خرابی	trouble	خرابی	PROPN	ADJ
trouble	زحمت.	trouble	زحمت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
trouble	دشواری	trouble	دشواری	PROPN	N;NOM;MASC;SG;3
diakon	شمّاس.	diakon	شمّاس.	N	PROPN;NOM;MASC;SG;3
brutal	درشت	brutal	درشت	N	PROPN;NOM;MASC;SG;3
brutal	وحشی.	brutal	وحشی.	N	PROPN;NOM;MASC;SG;3
tuas	بیرم.	tuas	بیرم.	N	PROPN;NOM;MASC;SG;3
tuas	out	tuas	out	N	
mighty	طاقتور	mighty	طاقتور	PROPN	ADJ
mighty	جسیم	mighty	جسیم	PROPN	PROPN;NOM;MASC;SG;3
mighty	قوی	mighty	قوی	PROPN	ADJ
mighty	زبردست	mighty	زبردست	PROPN	ADJ
mighty	عظیم	mighty	عظیم	PROPN	PROPN;NOM;MASC;SG;3
spektakuler	وقیع	spektakuler	وقیع	N;SG	
spektakuler	نمایاں.	spektakuler	نمایاں.	N;SG	PROPN;NOM;MASC;SG;3
spektakuler	غیرمعمولی	spektakuler	غیرمعمولی	N;SG	ADJ
whole	پورا	whole	پورا	PROPN	ADJ;NOM;MASC;SG
whole	سموچا	whole	سموچ	PROPN	PROPN;NOM;MASC;SG;3
whole	کل	whole	کل	PROPN	N;NOM;MASC;SG;3
whole	سالم	whole	سالم	PROPN	PROPN;NOM;MASC;SG;3
whole	مکمل	whole	مکمل	PROPN	ADJ
whole	(	whole	(	PROPN	
whole	پورا	whole	پورا	PROPN	ADJ;NOM;MASC;SG
whole	سموچا	whole	سموچ	PROPN	PROPN;NOM;MASC;SG;3
whole	کل	whole	کل	PROPN	N;NOM;MASC;SG;3
whole	سالم	whole	سالم	PROPN	PROPN;NOM;MASC;SG;3
whole	مکمل	whole	مکمل	PROPN	ADJ
whole	(	whole	(	PROPN	
whole	سارا	whole	سارا	PROPN	
condong	گنیا.	condong	گنیا.	ADJ;SG	PROPN;NOM;MASC;SG;3
condong	مروڑنا	condong	مروڑ	ADJ;SG	V;NFIN
condong	آڑا.	condong	آڑا.	ADJ;SG	
condong	کجی	condong	کجی	ADJ;SG	
condong	ترچھا	condong	ترچھا	ADJ;SG	N;NOM;MASC;SG;3
condong	اُریبی	condong	اُریبی	ADJ;SG	PROPN;NOM;MASC;SG;3
condong	جھکاؤ.	condong	جھکاوظ.	ADJ;SG	PROPN;NOM;MASC;SG;3
condong	ناہمواری.	condong	ناہمواری.	ADJ;SG	PROPN;NOM;MASC;SG;3
condong	خم	condong	خم	ADJ;SG	
menjauh	الگ	menjauh	الگ	V;SG;ACT	ADJ
menjauh	متواتر	menjauh	متواتر	V;SG;ACT	ADJ
menjauh	مسلسل	menjauh	مسلسل	V;SG;ACT	ADV
menjauh	التزاماً	menjauh	التزاماً	V;SG;ACT	ADV
menjauh	دور	menjauh	دور	V;SG;ACT	N;NOM;MASC;SG;3
pil	حب	pil	حب	N;SG	
custom	گاہک	custom	گاہک	PROPN	
custom	رسوم	custom	رسم	PROPN	N;NOM;MASC;SG;3
custom	رواج	custom	رواج	PROPN	N;NOM;MASC;SG;3
custom	گاہک	custom	گاہک	PROPN	
custom	رسوم	custom	رسم	PROPN	N;NOM;MASC;SG;3
custom	چلن	custom	چلن	PROPN	V;ACT
