myös	וגם	myös	וגם	ADV	
with	עם	with	עם	N;NOM;SG	ADP
toimintaa	פעילויות	toiminta	פעילות	N;PRT;SG	N;FEM;PL
viralliset	רשמי	virallinen	רשמי	ADJ;NOM;PL	ADJ;MASC;SG
viralliset	רישמי	virallinen	רישמי	ADJ;NOM;PL	PROPN
piispa	בישופ	piispa	בישופ	N;NOM;SG	PROPN
piispa	בישוף	piispa	בישוף	N;NOM;SG	PROPN
itsensä	בעצמו	itse	בעצם	PRO;GEN;SG;REFL	ADV
itsensä	מעצמה	itse	מעצמה	PRO;GEN;SG;REFL	N;FEM;SG
itsensä	בעצמה	itse	בעצם	PRO;GEN;SG;REFL	ADV
itsensä	לעצמה	itse	לעצמה	PRO;GEN;SG;REFL	
muista	זוכרים	muu	זכר	PRO;IN+ABL;PL	V;MASC;PL;V.PTCP;ACT
muista	נזכור	muu	זכר	PRO;IN+ABL;PL	V;PL;1;FUT;ACT
muista	יזכור	muu	זכר	PRO;IN+ABL;PL	PROPN
martin	מרטן	martin	מרטן		PROPN
martin	מרטין	martin	מרטין		PROPN
carl	קרל	carl	קרל	N;NOM;SG	PROPN
carl	קארל	carl	קארל	N;NOM;SG	PROPN
saari	אי	saari	אי	N;NOM;SG	ADV
saari	האי	saari	האי	N;NOM;SG	
järven	אגם	järvi	אגם	N;GEN;SG	PROPN
järven	לייק	järvi	לייק	N;GEN;SG	PROPN
ranska	צרפתי	ranska	צרפתי	PROPN;NOM;SG	PROPN
ranska	צרפתית	ranska	צרפתית	PROPN;NOM;SG	PROPN
ranska	צרפתים	ranska	צרפתי	PROPN;NOM;SG	N;MASC;PL
ranska	צרפת	ranska	צרפת	PROPN;NOM;SG	PROPN
hallitus	הקבינט	hallitus	הקבינט	N;NOM;SG	V;MASC;SG;3;PST;ACT
hallitus	הממשלה	hallitus	הממשלה	N;NOM;SG	PROPN
neljäs	רביעי	neljäs	רביעי	ADJ;NOM;SG	PROPN
neljäs	רביעית	neljäs	רביעית	ADJ;NOM;SG	NUM;FEM;SG
neljäs	fourth	neljäs	fourth	ADJ;NOM;SG	
neljäs	הרביעית	neljäs	הרביעית	ADJ;NOM;SG	ADV
neljäs	הרביעי	neljäs	הרביע	ADJ;NOM;SG	PROPN
kylän	הכפר	kylä	הכפר	N;GEN;SG	
saint	קדוש	saada	קדוש		
saint	הקדוש	saada	הקדוש		PROPN
saint	קדושה	saada	קדוש		PROPN
henkilö	האדם	henkilö	האדם	N;NOM;SG	
englantilainen	אנגלי	englantilainen	אנגלי	ADJ;NOM;SG	PROPN
kierros	עגול	kierros	עגול	N;NOM;SG	
johan	יוהאן	jo	יוהאן	ADV	PROPN
mahdollisesti	יתכן	mahdollisesti	יתכן	ADV	V;SG;3;FUT
mahdollisesti	ייתכן	mahdollisesti	ייתכן	ADV	V
mahdollisesti	פוטנציאלי	mahdollisesti	פוטנציאלי	ADV	ADJ;MASC;SG
vanhemmat	הורה	vanhempi	הורה	N;NOM;PL	V;MASC;SG;3;PST;ACT
vastaa	תשובה	vastata	תשובה	V;IMP;SG;2;FIN;ACT	N;FEM;SG
vastaa	תענה	vastata	תענה	V;IMP;SG;2;FIN;ACT	V;FEM;SG;3;FUT
vastaa	ענה	vastata	ענה	V;IMP;SG;2;FIN;ACT	V;MASC;SG;3;PST;ACT
vastaa	התשובה	vastata	התשובה	V;IMP;SG;2;FIN;ACT	V;MASC;SG;3;PST
vastaa	תשובה	vastata	תשובה	V;IMP;SG;2;FIN;ACT	N;FEM;SG
vastaa	השב	vastata	השב	V;IMP;SG;2;FIN;ACT	
vastaa	הגיבו	vastata	הגיב	V;IMP;SG;2;FIN;ACT	V;PL;3;PST;ACT
vastaa	תגיבו	vastata	תגיב	V;IMP;SG;2;FIN;ACT	PROPN
keskus	המרכז	keskus	המרכז	N;NOM;SG	PROPN
keskus	סנטר	keskus	סנטר	N;NOM;SG	PROPN
keskus	המרכז	keskus	המרכז	N;NOM;SG	PROPN
muu	אחרים	muu	אחר	PRO;NOM;SG	ADJ;MASC;PL
muu	אחר	muu	אחר	PRO;NOM;SG	ADP
kilpailu	התחרות	kilpailu	התחרה	N;NOM;SG	N;FEM;PL
alkuperäinen	מקוריות	alku#peräinen	מקורי	ADJ;NOM;SG	ADJ;FEM;PL
alkuperäinen	מקוריים	alku#peräinen	מקורי	ADJ;NOM;SG	ADJ;MASC;PL
alkuperäinen	מקורית	alku#peräinen	מקורי	ADJ;NOM;SG	ADV
alkuperäinen	המקורי	alku#peräinen	המקור	ADJ;NOM;SG	PROPN
valtio	ארצי	valtio	ארצי	N;NOM;SG	PROPN
valtio	המדינה	valtio	המדין	N;NOM;SG	V;FEM;SG;3;PST;ACT
valtio	הממשלה	valtio	הממשלה	N;NOM;SG	PROPN
timo	טימו	timo	טימו	PROPN;NOM;SG	PROPN
dollaria	דולרים	dollari	דולר	N;PRT;SG	N;MASC;PL
tiistai	שלישי	tiistai	שלישי	N;NOM;SG	PROPN
venäjä	רוסייה	venäjä	רוסייה	PROPN;NOM;SG	PROPN
venäjä	רוסית	venäjä	רוסית	PROPN;NOM;SG	PROPN
venäjä	רוסי	venäjä	רוסי	PROPN;NOM;SG	N;MASC;SG
venäjä	רוסיה	venäjä	רוסיה	PROPN;NOM;SG	PROPN
don	דון	don	דון	PROPN;NOM;SG	PROPN
der	דר	der	דר	PROPN;NOM;SG	PROPN
sisällä	בפנים	sisällä	בפנים	ADV	
sisällä	בתוכו	sisällä	בתוך	ADV	
sisällä	בתוך	sisällä	בתוך	ADV	ADP
ura	קריירות	ura	קריירות	N;NOM;SG	N;FEM;PL
painos	המהדורה	painos	המהדורה	N;NOM;SG	PROPN
erosi	גרוש	erota	גרוש	V;IND;SG;3;PST;FIN;ACT	
erosi	גרושים	erota	גרוש	V;IND;SG;3;PST;FIN;ACT	N;MASC;PL
erosi	גרושה	erota	גרוש	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
kirjoittaa	תכתבי	kirjoittaa	תכתב	V;IND;SG;3;PRS;FIN;ACT	PROPN
kirjoittaa	כתוב	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	
kirjoittaa	תכתוב	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;2;FUT;ACT
kirjoittaa	כתבי	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	N;PSSD;MASC;PL
kirjoittaa	כותבת	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
kirjoittaa	כותב	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
kirjoittaa	הקלדה	kirjoittaa	הקלדה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
kirjoittaa	מקליד	kirjoittaa	הקליד	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
kirjoittaa	כתיבה	kirjoittaa	כתיבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
kirjoittaa	כותבת	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
kirjoittaa	כותב	kirjoittaa	כתב	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
aiheuttaa	גורמת	aiheuttaa	גרם	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
aiheuttaa	גורם	aiheuttaa	גורם	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
aiheuttaa	גרימת	aiheuttaa	גרימה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
aiheuttaa	סיבה	aiheuttaa	סיבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
aiheuttaa	גורם	aiheuttaa	גורם	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
aiheuttaa	סיבות	aiheuttaa	סיבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
taistelu	הילחם	taistelu	הילחם	N;NOM;SG	PROPN
taistelu	להילחם	taistelu	נלחם	N;NOM;SG	V;NFIN;MID
toimittaja	כתבת	toimittaja	כתב	N;NOM;SG	PROPN
toimittaja	העורך	toimittaja	העורך	N;NOM;SG	ADV
toimittaja	עורכת	toimittaja	עורך	N;NOM;SG	V;FEM;SG;V.PTCP;ACT
auto	אוטו	auto	אוטו	N;NOM;SG	PROPN
auto	אוטומטי	auto	אוטומטי	N;NOM;SG	ADJ;MASC;SG
auto	אוטו	auto	אוטו	N;NOM;SG	PROPN
seuraavat	עוקבים	seuraava	עקב	ADJ;NOM;PL	V;MASC;PL;V.PTCP;ACT
seuraavat	עוקבת	seuraava	עקב	ADJ;NOM;PL	V;FEM;SG;V.PTCP;ACT
seuraavat	עוקב	seuraava	עקב	ADJ;NOM;PL	V;MASC;SG;V.PTCP;ACT
red	רד	red	רד		PROPN
red	אדום	red	אדום		ADJ;MASC;SG
red	אדומים	red	אדום		N;MASC;PL
red	אדומה	red	אדום		N;FEM;SG
nimeä	השם	nimi	השם	N;PRT;SG	
nimeä	שם	nimi	שם	N;PRT;SG	ADV
joen	ריבר	joki	ריבר	N;GEN;SG	PROPN
joen	הנהר	joki	הנהר	N;GEN;SG	
joen	נהר	joki	נהר	N;GEN;SG	PROPN
dvd	dvd	dvd	dvd	N;NOM;SG	
levyn	האלבום	levy	האלבום	N;GEN;SG	PROPN
levyn	דיסק	levy	דיסק	N;GEN;SG	PROPN
levyn	דיסק	levy	דיסק	N;GEN;SG	PROPN
muutaman	מעטות	muutama	מעט	PRO;GEN;SG	
muutaman	מעטים	muutama	מעטה	PRO;GEN;SG	N;MASC;PL
kreikan	יוונים	kreikka	יוון	PROPN;GEN;SG	N;MASC;PL
kreikan	יווני	kreikka	יווני	PROPN;GEN;SG	PROPN
kreikan	יוונית	kreikka	יוונית	PROPN;GEN;SG	PROPN
italialainen	איטלקית	italialainen	איטלקית	ADJ;NOM;SG	PROPN
italialainen	איטלקי	italialainen	איטלקי	ADJ;NOM;SG	PROPN
johannes	יוהנס	johannes	הוהנס	PROPN;NOM;SG	PROPN
paitsi	מלבד	paitsi	מלבד	ADV	
viime	אחרונות	viime	אחרון	ADJ	N;FEM;PL
viime	האחרון	viime	האחרון	ADJ	PROPN
venäläinen	רוסייה	venäläinen	רוסייה	ADJ;NOM;SG	PROPN
venäläinen	רוסית	venäläinen	רוסית	ADJ;NOM;SG	PROPN
venäläinen	רוסי	venäläinen	רוסי	ADJ;NOM;SG	N;MASC;SG
perjantai	שישי	perjantai	שישי	N;NOM;SG	PROPN
mieltä	צפי	mieli	None	N;PRT;SG	
mieltä	צפה	mieli	צפה	N;PRT;SG	PROPN
mieltä	הצג	mieli	הצג	N;PRT;SG	
pari	זוג	pari	זוג	NUM;NOM;SG	
pari	זוג	pari	זוג	NUM;NOM;SG	
sana	סאנע	sana	סאנע	N;NOM;SG	PROPN
top	טופ	top	טופ	PROPN;NOM;SG	
top	עליון	top	עליון	PROPN;NOM;SG	ADJ;MASC;SG
arvo	הערך	arvo	הערך	N;NOM;SG	
poistaa	הסרת	poistaa	הסרה	V;IND;SG;PRS;FIN;ACT	N;PSSD;FEM;SG
poistaa	הסר	poistaa	הסר	V;IND;SG;PRS;FIN;ACT	
poistaa	הסרה	poistaa	הסרה	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
poistaa	מחק	poistaa	מחק	V;IND;SG;PRS;FIN;ACT	
poistaa	מחיקה	poistaa	מחיקה	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
oscar	אוסקר	oscar	אוסקר	N;NOM;SG	PROPN
ruotsi	שוודי	ruotsi	שוודי	N;NOM;SG	PROPN
ruotsi	שוודיה	ruotsi	שוודיה	N;NOM;SG	PROPN
ruotsi	שבדיה	ruotsi	שבדיה	N;NOM;SG	PROPN
keskiviikko	רביעי	keski#viikko	רביעי	N;NOM;SG	PROPN
osittain	חלק	osittain	חלק	ADV	N;MASC;SG
osittain	בחלקו	osittain	בחלק	ADV	
osittain	חלקי	osittain	חלק	ADV	N;MASC;PL
torstai	חמישי	torstai	חמישי	N;NOM;SG	PROPN
veli	אחי	veli	אחי	N;NOM;SG	
veli	אח	veli	אח	N;NOM;SG	
veli	אחי	veli	אחי	N;NOM;SG	
voittaja	זוכה	voittaja	זכה	N;NOM;SG	V;MASC;SG;V.PTCP;ACT
voittaja	המנצח	voittaja	המנצח	N;NOM;SG	PROPN
voittaja	הזוכה	voittaja	הזוך	N;NOM;SG	ADV
jotkut	כמה	joku	כמה	PRO;NOM;PL	DET;PSSD
jotkut	חלקם	joku	חלקם	PRO;NOM;PL	
tiedot	מידע	tieto	מידע	N;NOM;PL	N;MASC;SG
tiedot	מידע	tieto	מידע	N;NOM;PL	N;MASC;SG
tiedot	אינפורמציה	tieto	אינפורמציה	N;NOM;PL	N;FEM;SG
tiedot	מידע	tieto	מידע	N;NOM;PL	N;MASC;SG
tiedot	דאטה	tieto	דאטה	N;NOM;PL	PROPN
tiedot	לפרטים	tieto	לפרטים	N;NOM;PL	ADV
ryhmän	הקבוצה	ryhmä	הקבוצה	N;GEN;SG	PROPN
ajoi	נסעתי	ajaa	נסע	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
paremmin	עדיף	hyvin	עדיף	ADV;CMPR	ADJ;MASC;SG
intian	הודית	inti	הודי	N;GEN;SG	ADV
intian	אינדיאני	inti	אינדיאני	N;GEN;SG	PROPN
intian	הודי	inti	הודי	N;GEN;SG	
intian	הודו	inti	הודו	N;GEN;SG	PROPN
intian	אינדיה	inti	אינדיה	N;GEN;SG	PROPN
yleinen	נפוץ	yleinen	נפוץ	ADJ;NOM;SG	V;MASC;SG;V.PTCP;MID
yleinen	כללי	yleinen	כלל	ADJ;NOM;SG	N;MASC;PL
yleinen	גנרל	yleinen	גנרל	ADJ;NOM;SG	N;MASC;SG
helposti	בקלות	helposti	בקלה	ADV	
karl	קרל	karl	קרל	N;NOM;SG	PROPN
karl	קארל	karl	קארל	N;NOM;SG	PROPN
kapteeni	קפטן	kapteeni	קפטן	N;NOM;SG	PROPN
kapteeni	סרן	kapteeni	סרן	N;NOM;SG	PROPN
osti	רכשו	ostaa	רכש	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
osti	רכש	ostaa	רכש	V;IND;SG;3;PST;FIN;ACT	PROPN
osti	נרכש	ostaa	נרכש	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
osti	נקנה	ostaa	נקנה	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
osti	קנה	ostaa	קנה	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
osti	קנתה	ostaa	קנה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
osti	קנית	ostaa	קנית	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;2;PST;ACT
osti	נקנתה	ostaa	נקנה	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
osti	נקנה	ostaa	נקנה	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
kai	קאי	kai	קאי	ADV	PROPN
suuria	גדול	suuri	גדול	ADJ;PRT;PL	ADJ;MASC;SG
suuria	גדולה	suuri	גדול	ADJ;PRT;PL	ADJ;FEM;SG
elokuvissa	קולנוע	elo#kuva	קולנוע	N;IN+ESS;PL	N;MASC;SG
khl	khl	khl	khl	PROPN;NOM;SG	PROPN
jää	קרח	jäädä	קרח	V;IND;SG;3;PRS;FIN;ACT	
jää	תשאר	jäädä	תשאר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;2;FUT;ACT
jää	תישאר	jäädä	נשאר	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;3;FUT;MID
jää	הישאר	jäädä	הישאר	V;IND;SG;3;PRS;FIN;ACT	PROPN
yhdeksän	nine	yhdeksän	nine	NUM;NOM;SG	
kasvoi	גדל	kasvaa	גדל	V;IND;SG;3;PST;FIN;ACT	
kasvoi	גדלו	kasvaa	גדל	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
kasvoi	מוגברת	kasvaa	מוגבר	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP;PASS
kasvoi	גדל	kasvaa	גדל	V;IND;SG;3;PST;FIN;ACT	
tytär	בתי	tytär	בית	N;NOM;SG	PROPN
tytär	הבת	tytär	הבת	N;NOM;SG	
selvästi	בברור	selvästi	בברור	ADV	
suoritti	ביצעו	suorittaa	ביצע	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
suoritti	ביצעתי	suorittaa	ביצע	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
suoritti	בוצעו	suorittaa	בוצע	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;PASS
kuoleman	המוות	kuolema	המווה	N;GEN;SG	
kuoleman	מות	kuolema	מוות	N;GEN;SG	
one	אחת	oni	אחת		NUM;FEM;SG
one	אחד	oni	אחד		NUM;MASC;SG
palveli	שירת	palvella	שירת	V;IND;SG;3;PST;FIN;ACT	PROPN
minuuttia	דקות	minuutti	דקה	N;PRT;SG	N;FEM;PL
seuraa	עקוב	seurata	עקוב	V;IMP;SG;2;PRS;FIN;ACT	
äiti	מאמא	äiti	מאמא	N;NOM;SG	
äiti	אימא	äiti	אימא	N;NOM;SG	
äiti	אימא	äiti	אימא	N;NOM;SG	
naimisiin	להתחתן	naimisiin	התחתן	ADV	V;NFIN
naimisiin	להינשא	naimisiin	ננשא	ADV	V;NFIN;MID
suomeksi	פיני	suomi	פיני	N;TRANS;SG	PROPN
suomeksi	פינית	suomi	פיני	N;TRANS;SG	PROPN
näyttää	נראה	näyttää	נראה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;MID
näyttää	מראה	näyttää	מראה	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
näyttää	מופעים	näyttää	מופע	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
näyttää	מציג	näyttää	הציג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
romaani	רומן	romaani	רומן	N;NOM;SG	PROPN
toi	הובא	tuo	הובא	PRO;NOM;SG	V;MASC;SG;3;PST;PASS
toi	הביאו	tuo	הביא	PRO;NOM;SG	V;PL;3;PST;ACT
toi	הביא	tuo	הביא	PRO;NOM;SG	V;MASC;SG;3;PST;ACT
toi	הביאה	tuo	הביא	PRO;NOM;SG	V;FEM;SG;3;PST;ACT
euroa	אירו	euro	אירו	N;PRT;SG	PROPN
euroa	יורו	euro	יורו	N;PRT;SG	PROPN
euroa	אירו	euro	אירו	N;PRT;SG	PROPN
euroa	יורו	euro	יורו	N;PRT;SG	PROPN
senttimetriä	סנטימטרים	sentti#metri	סנטימטר	N;PRT;SG	N;MASC;PL
kaiken	הכול	kaikki	הכול	PRO;GEN;SG	
kaiken	הכל	kaikki	הכיל	PRO;GEN;SG	N
korkein	העליון	korkea	העליון	ADJ;NOM;RL;SG	PROPN
joseph	יוסף	joseph	יוסף	N;NOM;SG	PROPN
ilta	ערב	ilta	ערב	N;NOM;SG	
päivä	day	päivä	day	N;NOM;SG	
american	אמריקאים	america	אמריקני		N;MASC;PL
american	אמריקני	america	אמריקני		PROPN
american	אמריקאית	america	אמריקני		ADV
american	אמריקאי	america	אמריקני		ADJ;MASC;SG
liittyy	קשורות	liittyä	קשר	V;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;V.PTCP;ACT
liittyy	קשור	liittyä	קשר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
liittyy	קשורה	liittyä	קשר	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
liittyy	קשורים	liittyä	קשר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
liittyy	מצטרף	liittyä	הצטרף	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
merkittäviä	משמעותי	merkittävä	משמעותי	ADJ;PRT;PL	ADJ;MASC;SG
merkittäviä	משמעותית	merkittävä	משמעותי	ADJ;PRT;PL	ADV
muuttaa	שינוי	muuttaa	שינוי	V;SG;NFIN;ACT	N;MASC;SG
muuttaa	עודף	muuttaa	עודף	V;SG;NFIN;ACT	
osaksi	חלקית	osa	חלקית	N;TRANS;SG	ADV
osaksi	בחלקו	osa	בחלק	N;TRANS;SG	
nimetty	בשם	nimetä	בשם	V;NOM;SG;V.PTCP;PASS	
nimetty	המיועד	nimetä	המיועד	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
nimetty	מועמדת	nimetä	מועמד	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
nimetty	מועמדות	nimetä	הועמד	V;NOM;SG;V.PTCP;PASS	
nimetty	מועמד	nimetä	מועמד	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
till	עד	till	עד	N;NOM;SG	ADP
vähintään	מינימום	vähintään	מינימום	ADV	N;MASC;SG
vähintään	המינימום	vähintään	המינימום	ADV	PROPN
muodostaa	נוצרת	muodostaa	נוצרת	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;MID
muodostaa	יוצרים	muodostaa	יוצר	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
tiedosto	קובץ	tiedosto	קובץ	N;NOM;SG	PROPN
tiedosto	הקובץ	tiedosto	הקובץ	N;NOM;SG	PROPN
tilalle	החליף	tilalle	החליף	ADP	V;MASC;SG;3;PST;ACT
tilalle	הוחלף	tilalle	הוחלף	ADP	V;MASC;SG;3;PST;PASS
tilalle	הוחלפו	tilalle	הוחלף	ADP	V;PL;3;PST;PASS
malli	דוגמנית	malli	דוגמנית	N;NOM;SG	ADV
malli	דוגמן	malli	דוגמן	N;NOM;SG	PROPN
henrik	הנריק	henrik	הנריק	N;NOM;SG	PROPN
henrik	הנרי	henrik	הנרי	N;NOM;SG	PROPN
järvi	אגם	järvi	אגם	N;NOM;SG	PROPN
järvi	לייק	järvi	לייק	N;NOM;SG	PROPN
yritti	ניסית	yrittää	ניסית	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
yritti	ניסיתי	yrittää	ניסה	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
yritti	ניסו	yrittää	ניסה	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
koulun	לימודים	koulu	לימודים	N;GEN;SG	N;MASC;PL
antiikin	עתיק	antiikki	עתיק	N;GEN;SG	
antiikin	עתיקים	antiikki	עתיק	N;GEN;SG	N;MASC;PL
antiikin	עתיקות	antiikki	עתיקות	N;GEN;SG	
antiikin	עתיק	antiikki	עתיק	N;GEN;SG	
antiikin	העתיקה	antiikki	העתיק	N;GEN;SG	V;FEM;SG;3;PST;ACT
antiikin	עתיקות	antiikki	עתיקות	N;GEN;SG	
antiikin	העתיקות	antiikki	העתיקות	N;GEN;SG	N;FEM;PL
antiikin	עתיקות	antiikki	עתיקות	N;GEN;SG	
tärkeä	חשובות	tärkeä	חשוב	ADJ;NOM;SG	ADJ;FEM;PL
tärkeä	חשובים	tärkeä	חשוב	ADJ;NOM;SG	ADJ;MASC;PL
tapahtuu	קורה	tapahtua	קרה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
tapahtuu	יקרה	tapahtua	קרה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;FUT
tapahtuu	קורה	tapahtua	קרה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
elämä	life	elämä	life	N;NOM;SG	
elämä	החיים	elämä	החיים	N;NOM;SG	ADV
elämä	חיים	elämä	חיים	N;NOM;SG	PROPN
neljänneksi	רביעי	neljäs	רביעי	ADJ;TRANS;SG	PROPN
neljänneksi	רביעית	neljäs	רביעית	ADJ;TRANS;SG	NUM;FEM;SG
neljänneksi	fourth	neljäs	fourth	ADJ;TRANS;SG	
neljänneksi	הרביעית	neljäs	הרביעית	ADJ;TRANS;SG	ADV
neljänneksi	הרביעי	neljäs	הרביע	ADJ;TRANS;SG	PROPN
united	יונייטד	united	יונייטד	N;NOM;SG	PROPN
united	מאוחדים	united	אוחד	N;NOM;SG	V;MASC;PL;V.PTCP;PASS
kiinni	לתפוס	kiinni	תפס	ADV	V;NFIN;ACT
kiinni	תפוס	kiinni	None	ADV	
kiinni	תפיסה	kiinni	תפיסה	ADV	N;FEM;SG
kiinni	מלכוד	kiinni	מלכוד	ADV	N;MASC;SG
kiinni	תפס	kiinni	תפס	ADV	PROPN
kiinni	נתפס	kiinni	נתפס	ADV	V;MASC;SG;3;PST;MID
kiinni	נתפסה	kiinni	נתפס	ADV	V;FEM;SG;3;PST;MID
kiinni	נתפסו	kiinni	נתפס	ADV	V;PL;3;PST;MID
kiinni	סגורות	kiinni	סגור	ADV	ADJ;FEM;PL
kiinni	סגורים	kiinni	סגור	ADV	ADJ;MASC;PL
kiinni	סגור	kiinni	סגור	ADV	
kiinni	סגורה	kiinni	סגור	ADV	ADJ;FEM;SG
team	צוות	team	צוות		N;FEM;SG
team	קבוצה	team	קבוצה		N;FEM;SG
maata	ארצי	maa	ארצי	N;PRT;SG	PROPN
viron	אסטונית	viro	אסטוני	N;GEN;SG	PROPN
viron	אסטוניה	viro	אסטוניה	N;GEN;SG	PROPN
life	life	life	life		
life	החיים	life	החיים		ADV
life	חיים	life	חיים		PROPN
tampere	טמפרה	tampere	טמפרה	N;NOM;SG	PROPN
kylässä	הכפר	kylä	הכפר	N;IN+ESS;SG	
välissä	בין	välissä	בין	ADV	ADP
min	מין	min	מין	N;NOM;SG	
ulkopuolella	בחוץ	ulkopuolella	בחוץ	ADV	
ulkopuolella	מחוץ	ulkopuolella	מחוץ	ADV	
australian	אוסטרלי	australia	אוסטרלי	N;GEN;SG	PROPN
australian	האוסטרלי	australia	האוסטרלי	N;GEN;SG	PROPN
australian	אוסטרליה	australia	אוסטרליה	N;GEN;SG	PROPN
löytää	מציאת	löytää	מציאה	V;SG;NFIN;ACT	N;PSSD;FEM;SG
löytää	מצאי	löytää	מצאי	V;SG;NFIN;ACT	
louis	לואי	louis	לואי	PROPN;NOM;SG	PROPN
louis	לואיס	louis	לואיס	PROPN;NOM;SG	PROPN
kokoelma	אוסף	kokoelma	אוסף	N;NOM;SG	
kokoelma	אוסף	kokoelma	אוסף	N;NOM;SG	
vaiheessa	הבמה	vaihe	הבמה	N;IN+ESS;SG	
yrittää	משתדלת	yrittää	השתדל	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
yrittää	מנסה	yrittää	ניסה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
yrittää	משתדל	yrittää	השתדל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
kanadan	קנדה	kanada	קנדה	N;GEN;SG	PROPN
kanadan	קנדית	kanada	קנדי	N;GEN;SG	PROPN
kanadan	קנדי	kanada	קנדי	N;GEN;SG	PROPN
des	דז	des	דז	PROPN;NOM;SG	PROPN
ilmestynyt	הופיעו	ilmestyä	הופיע	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST;ACT
kanadalainen	קנדית	kanadalainen	קנדי	ADJ;NOM;SG	PROPN
kanadalainen	קנדי	kanadalainen	קנדי	ADJ;NOM;SG	PROPN
armeija	צבאי	armeija	צבאי	N;NOM;SG	ADJ;MASC;SG
tuottaa	מייצרת	tuottaa	ייצר	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
vapaa	חופשי	vapaa	חופשי	ADJ;NOM;SG	PROPN
