konstgjorda	بناوٹی	konstgjord	بناوٹی	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
tystnad	سنّاٹا.	tystnad	سنّاٹا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tystnad	بھول.	tystnad	بھول.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tystnad	نسیان	tystnad	نسیان	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tystnad	سنّاٹا.	tystnad	سنّاٹا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
orienten	الشرق.	orient	الشرق.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
orienten	آبدار	orient	آبدار	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
luck	مقّدر.	luck	مقّدر.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
luck	بختاوری	luck	بختاوری	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
piemonte	ڈھلان.	piemonte	ڈھلان.	N;NOM;INDF;MASC+FEM;SG	
relativ	(	relativ	(	ADJ;NOM;INDF;MASC+FEM;SG	
relativ	بمطابق	relativ	بمطابق	ADJ;NOM;INDF;MASC+FEM;SG	ADP
relativ	عزیز	relativ	عزیز	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
relativ	(	relativ	(	ADJ;NOM;INDF;MASC+FEM;SG	
relativ	بمطابق	relativ	بمطابق	ADJ;NOM;INDF;MASC+FEM;SG	ADP
superior	بہتر	superio	بہتر	N;NOM;INDF;MASC+FEM;PL	ADJ
superior	رتبے	superio	رتبہ	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
måttet	میڑی.	måtten	میڑی.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
tjockt	دقیق	tjocka	دقیق	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;MASC;SG;3
tjockt	معمور.	tjocka	معمور.	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
tjockt	بیوقوف	tjocka	بیوقوف	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
tjockt	گہرے	tjocka	گہرے	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ACC;MASC;SG
tjockt	گدلا	tjocka	گدلا	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
tjockt	دقیق	tjocka	دقیق	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;MASC;SG;3
tjockt	معمور.	tjocka	معمور.	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
tjockt	دبیز	tjocka	دبیز	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
tjockt	بیوقوف	tjocka	بیوقوف	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
tjockt	گہرے	tjocka	گہرے	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ACC;MASC;SG
tjockt	گدلا	tjocka	گدلا	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
mangrove	چمرنگ.	mangrove	چمرنگ.	N;NOM;INDF;NEUT;PL	PROPN;NOM;MASC;SG;3
slav	بندہ	slav	بندہ	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
uppenbar	بظاہر.	uppenbar	بظاہر.	ADJ;NOM;INDF;MASC+FEM;SG	
uppenbar	بیّن	uppenbar	بیّن	ADJ;NOM;INDF;MASC+FEM;SG	
uppenbar	نمایاں.	uppenbar	نمایاں.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
uppenbar	بیّن	uppenbar	بیّن	ADJ;NOM;INDF;MASC+FEM;SG	
uppenbar	جلی.	uppenbar	جلی.	ADJ;NOM;INDF;MASC+FEM;SG	
uppenbar	بیّن	uppenbar	بیّن	ADJ;NOM;INDF;MASC+FEM;SG	
uppenbar	جلی.	uppenbar	جلی.	ADJ;NOM;INDF;MASC+FEM;SG	
fry	تلن	fry	تلن	PROPN;NOM	
optisk	بصری.	optisk	بصری.	N;NOM;INDF;MASC+FEM;SG	
fern	سرخس	fern	سرخس	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sekvens	تواتر.	sekvens	تواتر	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sekvens	مربوط	sekvens	مربوط	N;NOM;INDF;MASC+FEM;SG	ADJ
sekvens	استھائی.	sekvens	استھائی.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tråden	ڈوری	tråde	ڈوری	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
luta	بربط	luta	بربط	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
luta	back	luta	back	V;IMP;FIN;ACT	
luta	میلان	luta	میلان	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
luta	on	luta	on	V;IMP;FIN;ACT	
luta	لاحاصل	luta	لاحاصل	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
luta	جھکاؤ	luta	جھکاؤ	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	خجل.	mena	خجل.	V;IMP;FIN;ACT	
mena	دبنگ.	mena	دبنگ.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	مناسب	mena	مناسب	V;IMP;FIN;ACT	ADJ
mena	معتدل	mena	معتدل	V;IMP;FIN;ACT	ADJ
mena	معقول	mena	معقول	V;IMP;FIN;ACT	ADJ
mena	خوبی	mena	خوبی	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
mena	وسطی	mena	وسطی	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	ادنٰی	mena	ادنٰی	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	استعداد	mena	استعداد	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
mena	شرمندہ	mena	شرمندہ	V;IMP;FIN;ACT	ADJ
mena	کنجوس	mena	کنجوس	V;IMP;FIN;ACT	
mena	پست	mena	پست	V;IMP;FIN;ACT	ADJ
mena	خجل.	mena	خجل.	V;IMP;FIN;ACT	
mena	دبنگ.	mena	دبنگ.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	مناسب	mena	مناسب	V;IMP;FIN;ACT	ADJ
mena	معتدل	mena	معتدل	V;IMP;FIN;ACT	ADJ
mena	درمیانی	mena	درمیانی	V;IMP;FIN;ACT	ADJ
mena	معقول	mena	معقول	V;IMP;FIN;ACT	ADJ
mena	گھٹیا	mena	گھٹیا	V;IMP;FIN;ACT	ADJ
mena	حقیر	mena	حقیر	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
mena	خوبی	mena	خوبی	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
mena	وسطی	mena	وسطی	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	ادنٰی	mena	ادنٰی	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
mena	استعداد	mena	استعداد	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
mena	شرمندہ	mena	شرمندہ	V;IMP;FIN;ACT	ADJ
mena	کنجوس	mena	کنجوس	V;IMP;FIN;ACT	
konvent	رسم.	konvent	رسم.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
förstörelse	انہدام	förstörelse	انہدام	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
konkurrenten	حریف.	konkurrent	حریف.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
samvete	ضمیر	samvete	ضمیر	N;NOM;INDF;NEUT;SG	ADJ
kompletterande	ضمنی.	komplettera	ضمنی.	ADJ;NOM;PRS;V.PTCP	PROPN;NOM;MASC;SG;3
integritet	مکمّلیت	integritet	مکمّلیت	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
integritet	تکمیل.	integritet	تکمیل.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
integritet	ایمانداری.	integritet	ایمانداری.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
integritet	علاحدگی.	integritet	علحدگین	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
integritet	تنہائی	integritet	تنہائی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
integritet	علاحدگی.	integritet	علحدگین	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
komponent	جزوی	komponent	جزوی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
overlay	(	overlay	(	N;NOM;INDF;MASC+FEM;SG	
overlay	ڈھانپنا.	overlay	ڈھانپناؤ	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;ACT
välstånd	کامیابی.	välstånd	کامیابی.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
välstånd	خوشحالی	välstånd	خوشحالی	N;NOM;INDF;NEUT;SG	ADJ
välstånd	کامیابی.	välstånd	کامیابی.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
välstånd	خوشحالی	välstånd	خوشحالی	N;NOM;INDF;NEUT;SG	ADJ
välstånd	فراخی	välstånd	فراخی	N;NOM;INDF;NEUT;SG	ADJ
välstånd	ثروت.	välstånd	ثروت.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
välstånd	(	välstånd	(	N;NOM;INDF;NEUT;SG	
välstånd	توانگری.	välstånd	توانگری.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
gubben	خاوند.	gubb	خاوند.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lunginflammation	نمونیا	lunginflammation	نمونیا	N;NOM;INDF;MASC+FEM;SG	ADJ
kommando	مستحق	kommando	مستحق	N;NOM;INDF;NEUT;SG	ADJ
kommando	مستحق	kommando	مستحق	N;NOM;INDF;NEUT;SG	ADJ
bug	جوش.	bug	جوش.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
bug	پتنگا.	bug	پتنگا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
bug	چیٹک	bug	چیٹک	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
powder	سفیدہ.	powder	سفیدہ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
powder	پاؤڈر	powder	پاؤڈر	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
buhl	پیتل	buhl	پیتل	PROPN;NOM	N;NOM;MASC;SG;3
manitou	مقدس	manitou	مقدس	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
gummi	رفالہ.	gummi	رفالہ.	N;NOM;INDF;MASC+FEM;SG	
gummi	برج	gummi	برج	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gummi	وسٹ	gummi	وسٹ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gummi	کریکٹ	gummi	کریکٹ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sphagnum	کائی	sphagnum	کائی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
förbjuda	بددعا	förbjuda	بددعا	V;IMP;FIN;ACT	;MASC;SG;3
förbjuda	امتناع	förbjuda	امتناع	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
förbjuda	لعنت.	förbjuda	لعنت.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
förbjuda	(	förbjuda	(	V;IMP;FIN;ACT	
förbjuda	بددعا	förbjuda	بددعا	V;IMP;FIN;ACT	;MASC;SG;3
förbjuda	بندش	förbjuda	بندش	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
förbjuda	امتناع	förbjuda	امتناع	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
förbjuda	لعنت.	förbjuda	لعنت.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
förbjuda	(	förbjuda	(	V;IMP;FIN;ACT	
stöld	سرقہ.	stöld	سرقہ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stöld	سرقہ.	stöld	سرقہ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
expandera	افزوں	expandera	افزہ	V;IMP;FIN;ACT	N;ACC;MASC;PL;3
expandera	بیش	expandera	بیش	V;IMP;FIN;ACT	
expandera	جسامت	expandera	جسامت	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
expandera	پھیلانا.	expandera	پھیلانا.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
helvetet	تماشا	helveten	تماشا	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
helvetet	دارالمحن	helveten	دارالمحن	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
helvetet	جہنم.	helveten	جہنم.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
helvetet	تماشا	helveten	تماشا	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
helvetet	دارالمحن	helveten	دارالمحن	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
helvetet	جہنم.	helveten	جہنم.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
vrede	غیظ	vrede	غیظ	N;NOM;INDF;MASC+FEM;SG	
vrede	غضب.	vrede	غضب.	N;NOM;INDF;MASC+FEM;SG	
vrede	غضب.	vrede	غضب.	N;NOM;INDF;MASC+FEM;SG	
vrede	غضب.	vrede	غضب.	N;NOM;INDF;MASC+FEM;SG	
vrede	برسنا	vrede	برسنا	N;NOM;INDF;MASC+FEM;SG	
vrede	against	vrede	against	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vrede	شاعرانہ	vrede	شاعرانہ	N;NOM;INDF;MASC+FEM;SG	ADJ
vrede	گرجنا	vrede	گرجنا	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
vrede	(	vrede	(	N;NOM;INDF;MASC+FEM;SG	
snett	ناہموار	sne	ناہموار	ADV	ADJ
snett	ٹیڑھا	sne	ٹیڑھا	ADV	V;PFV;MASC;SG;V.PTCP;ACT
snett	ناہموار	sne	ناہموار	ADV	ADJ
snett	سطح	sne	سطح	ADV	N;NOM;MASC;SG;3
snett	ترچھا	sne	ترچھا	ADV	N;NOM;MASC;SG;3
snett	آڑا	sne	آڑا	ADV	PROPN;NOM;MASC;SG;3
fana	نمایاں	fana	نمایاں	N;NOM;INDF;MASC+FEM;SG	ADJ
oskyldig	بغیر	oskyldig	بغیر	ADJ;NOM;INDF;MASC+FEM;SG	PART;NEG
oskyldig	بدوں.	oskyldig	بدہ	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;PL;FIN;ACT
oskyldig	بغیر	oskyldig	بغیر	ADJ;NOM;INDF;MASC+FEM;SG	PART;NEG
oskyldig	بدوں.	oskyldig	بدہ	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;PL;FIN;ACT
oskyldig	معصوم	oskyldig	معصوم	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lungorna	شش.	lunga	شش.	N;NOM;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
lungorna	پھیپھڑا	lunga	پھیپھڑا	N;NOM;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
konsumtion	تھکن	konsumtion	تھکن	N;NOM;INDF;MASC+FEM;SG	V;ACT
konsumtion	تکان	konsumtion	تکان	N;NOM;INDF;MASC+FEM;SG	
konsumtion	صرف	konsumtion	صرف	N;NOM;INDF;MASC+FEM;SG	PART
kick	گرمانے	kick	گرما	N;NOM;INDF;MASC+FEM;SG	V;NFIN
kick	ترنگ	kick	ترنگ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cannabis	بُوٹی.	cannabis	بُوٹی.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
proposition	مخالف	proposition	مخالف	N;NOM;INDF;MASC+FEM;SG	ADJ
proposition	مخالف	proposition	مخالف	N;NOM;INDF;MASC+FEM;SG	ADJ
livligt	دشوار.	livlig	دشوار.	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
livligt	قوی.	livlig	قوی.	ADJ;NOM;INDF;NEUT;SG	
livligt	پھرتیلا	livlig	پھرتیلا	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
isolerad	نرالا.	isolerad	نرالاؤ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
akronym	laser	akronym	laser	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
akronym	nato	akronym	nato	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
akronym	سرنامیہ	akronym	سرنامیہ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
snälla	at	snälla	at	ADJ;NOM;PL	
kohl	اَنجن	kohl	اَنجن	PROPN;NOM	
kohl	کحل	kohl	کحل	PROPN;NOM	
dimma	بھاپ.	dimma	بھاپ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dimma	مبہم	dimma	مبہم	N;NOM;INDF;MASC+FEM;SG	ADJ
dimma	کہرا	dimma	کہرا	N;NOM;INDF;MASC+FEM;SG	
färgad	رنگدار	färgad	رنگدار	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
färgad	رنگدار	färgad	رنگدار	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
färgad	رنگین	färgad	رنگین	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
koalitionen	پیوستگی	koalition	پیوستگی	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
koalitionen	ملاپ.	koalition	ملاپ.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
samtycke	رضا	samtycke	رضا	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
placid	متین	placid	متین	PROPN;NOM	PROPN;NOM;MASC;SG;3
placid	بردبار.	placid	بردبار.	PROPN;NOM	PROPN;NOM;MASC;SG;3
placid	پُرسکون	placid	پُرسکون	PROPN;NOM	ADJ
crab	بگاڑنا	crab	بگاڑ	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
crab	بُڑبُڑانا	crab	بُڑبُڑانا	N;NOM;INDF;NEUT;SG	PROPN;ACC;MASC;SG;3
crab	کانٹا	crab	کانٹا	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
clown	بدّھو	clown	بدّھو	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
clown	دیہاتی	clown	دیہاتی	N;NOM;INDF;MASC+FEM;SG	ADJ
clown	گنوار.	clown	گنوار.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
snickare	نجّار	snick	نجّار	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
snickare	بڑھئی	snick	بڑھئی	N;NOM;INDF;MASC+FEM;PL	V;PFV;FEM;SG;V.PTCP;ACT
snickare	ترکھان	snick	ترکھان	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
nob	منڈیا.	nob	منڈیا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
ingripande	ثالثی.	ingripande	ثالثی.	N;NOM;INDF;NEUT;SG	
nazismen	نازیت	namism	نازیت	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
siden	حریر.	sid	حریر.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
siden	حریری	sid	حریری	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
siden	حریر.	sid	حریر.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
siden	ریشم	sid	ریشم	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
siden	حریری	sid	حریری	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
särskilja	(	särskilja	(	V;IMP;FIN;ACT	
särskilja	تفریق	särskilja	تفریق	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
judge	قاضی	judge	قاضی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
revision	پڑتال.	revision	پڑتالؤ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bistå	اعانت	bistå	اعانت	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
bistå	امداد.	bistå	امداد.	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
uppmätta	زبان	uppmätta	زبان	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
uppmätta	الفاظ	uppmätta	لفظ	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;PL;3
cream	جھاگ.	cream	جھاگ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cream	ست	cream	ست	N;NOM;INDF;MASC+FEM;SG	
cream	پھین	cream	پھین	N;NOM;INDF;MASC+FEM;SG	
klagomål	نالش	klagomål	نالش	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
klagomål	فریاد.	klagomål	فریاد.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
klagomål	شکوہ	klagomål	شکوہ	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
klagomål	مرض.	klagomål	مرض.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
giftig	سمّی	giftig	سمّی	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
giftig	سمّی	giftig	سمّی	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
giftig	مسموم	giftig	مسموم	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
giftig	سمّی	giftig	سمّی	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
giftig	زہریلا	giftig	زہریلا	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
giftig	مسموم	giftig	مسموم	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sum	میزان	sum	میزان	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
sum	خیالات	sum	خیال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL;3
diktatur	آمریت	diktatur	آمریت	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tanner	کھٹیک.	tanner	کھٹیک.	PROPN;NOM	PROPN;NOM;MASC;SG;3
tanner	دبّاغ	tanner	دبّاغ	PROPN;NOM	PROPN;NOM;MASC;SG;3
tanner	کھٹیک.	tanner	کھٹیک.	PROPN;NOM	PROPN;NOM;MASC;SG;3
dyrt	گراں.	dyr	گراں.	ADJ;NOM;INDF;NEUT;SG	
dyrt	گراں.	dyr	گراں.	ADJ;NOM;INDF;NEUT;SG	
övertygelse	اعتماد.	övertygelse	اعتماد.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bundna	ٹپّا	bunden	ٹپّا	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
bundna	روک	bunden	روک	ADJ;NOM;PL;PST;V.PTCP	V;ACT
bundna	سرحد	bunden	سرحد	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
bundna	اچھال	bunden	اچھال	ADJ;NOM;PL;PST;V.PTCP	V;SG;ACT
bundna	کودنا	bunden	کودنا	ADJ;NOM;PL;PST;V.PTCP	
bundna	انتہا	bunden	انتہا	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
bundna	جست	bunden	جست	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
bundna	ٹپّا	bunden	ٹپّا	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
bundna	روک	bunden	روک	ADJ;NOM;PL;PST;V.PTCP	V;ACT
bundna	سرحد	bunden	سرحد	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
bundna	اچھال	bunden	اچھال	ADJ;NOM;PL;PST;V.PTCP	V;SG;ACT
bundna	کودنا	bunden	کودنا	ADJ;NOM;PL;PST;V.PTCP	
bundna	انتہا	bunden	انتہا	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
nötter	سنکی.	nött	سنکی.	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
genetiskt	ابتدا	genetisk	ابتدا	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
moor	مخلوط	moor	مخلوط	PROPN;NOM	ADJ
moor	ٹھہرانا.	moor	ٹھہرانا.	PROPN;NOM	PROPN;NOM;MASC;SG;3
moor	(	moor	(	PROPN;NOM	
moor	گِلابہ	moor	گِلابہ	PROPN;NOM	PROPN;NOM;MASC;SG;3
roe	چکارا.	roe	چکارا.	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
tröst	ہمدم	tröst	ہمدم	N;NOM;INDF;MASC+FEM;SG	
tröst	تشفّی	tröst	تشفّی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tröst	دلاسا	tröst	دلاسا	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
tröst	دلاسا.	tröst	دلاسا.	N;NOM;INDF;MASC+FEM;SG	
tröst	دلدہی	tröst	دلدہی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tröst	طمانیت.	tröst	طمانیت.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nyfiken	نادر.	nyfik	نادر.	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
nyfiken	فحش	nyfik	فحش	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;MASC;SG;3
nyfiken	نادر.	nyfik	نادر.	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
nyfiken	فحش	nyfik	فحش	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;MASC;SG;3
glänsande	چمکیلا	glänsa	چمکیلا	ADJ;NOM;PRS;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
chronicle	وقائع	chronicle	وقائع	N;NOM;INDF;MASC+FEM;SG	
rationella	عاقل.	rationell	عاقل.	ADJ;NOM;PL	
rationella	عاقل.	rationell	عاقل.	ADJ;NOM;PL	
melody	نغمگی.	melody	نغمگی.	PROPN;NOM	PROPN;NOM;MASC;SG;3
melody	موسیقیت.	melody	موسیقیت.	PROPN;NOM	PROPN;NOM;MASC;SG;3
hut	جُھگی	hut	جُھگی	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
