길버트	gilbert	길버트	gilbert		N;MASC;SG
익숙한	familière	익숙+하+ㄴ	familier	V	ADJ;FEM;SG
익숙한	familier	익숙+하+ㄴ	familier	V	ADJ;MASC;SG
익숙한	familiers	익숙+하+ㄴ	familier	V	ADJ;MASC;PL
파이팅	combats	파이팅	combat		N;MASC;PL
파이팅	combat	파이팅	combat		N;MASC;SG
파이팅	bagarre	파이팅	bagarre		N;FEM;SG
튀니스	tunis	튀니스	tunir	PROPN	PROPN
매력	glamour	매력	glamour	N	ADJ;MASC;SG
매력	glamour	매력	glamour	N	ADJ;MASC;SG
매력	charmante	매력	charmant	N	ADJ;FEM;SG
매력	charmant	매력	charmant	N	ADJ;MASC;SG
매력	charmants	매력	charmant	N	ADJ;MASC;PL
태양광	solaires	태양광	solaire	N	ADJ;MASC;PL
태양광	solaire	태양광	solaire	N	ADJ;MASC;SG
선진	développées	선진	développer		V;FEM;PL;PST;V.PTCP
선진	développés	선진	développer		V;MASC;PL;PST;V.PTCP
선진	développée	선진	développer		V;FEM;SG;PST;V.PTCP
선진	développé	선진	développer		V;MASC;SG;PST;V.PTCP
선진	avancement	선진	avancement		N;MASC;SG
타카기	takagi	타카기	takagi		PROPN
조건부	conditionnel	조건부	conditionnel		ADJ;MASC;SG
조건부	conditionnels	조건부	conditionnel		ADJ;MASC;PL
조건부	conditionnelle	조건부	conditionnel		ADJ;FEM;SG
메세지	message	메세지	message		N;MASC;SG
사쿠마	sakuma	사쿠마	sakuma		PROPN
벨트	belt	벨트	belt	N	PROPN
비엔나	vienne	비엔나	venir	PROPN	ADJ;FEM;SG
아사쿠사	asakusa	아사쿠사	asakusa	PROPN	N;MASC;SG
예의	polis	예의	poli	N	ADJ;MASC;PL
예의	polie	예의	polie	N	ADJ;FEM;SG
예의	poli	예의	poli	N	ADJ;MASC;SG
예의	courtois	예의	courtois	N	ADJ;MASC;SG
노리치	norwich	노리치	norwich	PROPN	PROPN
아키오	akio	아키+오	akio		PROPN
블라디보스토크	vladivostok	블라디보스토크	vladivostok	PROPN	PROPN
카나코	kanako	카나코	kanako		PROPN
켈트	celtique	켈트	celtique	N	ADJ;MASC;SG
후지사와	fujisawa	후지사+와	fujisawa	CONJ	PROPN
생태	écologiques	생태	écologique	N	ADJ;MASC;PL
생태	écologique	생태	écologique	N	ADJ;MASC;SG
증언	témoigne	증언	témoigner	N	V;IND;SG;3;PRS;FIN
증언	témoigner	증언	témoigner	N	V;NFIN
트루먼	truman	트루+어	truman		PROPN
노보루	noboru	노보루	noboru		PROPN
모하마드	mohammad	모하마드	mohammad	PROPN	PROPN
모하마드	mahomet	모하마드	mahomet	PROPN	N;MASC;SG
오마르	omar	오마르	omar	PROPN	PROPN
일반인	généraux	일반+이+ㄴ	général		ADJ;MASC;PL
일반인	généralités	일반+이+ㄴ	généralité		N;FEM;PL
일반인	générale	일반+이+ㄴ	général		ADJ;FEM;SG
일반인	général	일반+이+ㄴ	général		N;MASC;SG
싱어	chanteur	싱어	chanteur		N;MASC;SG
싱어	chanteuse	싱어	chanteur		N;FEM;SG
바바	baba	바바	baba		PROPN
관세	douanières	관세	douanier	N	ADJ;FEM;PL
관세	tarifaire	관세	tarifaire	N	ADJ;MASC;SG
관세	tarifaires	관세	tarifaire	N	ADJ;MASC;PL
벨파스트	belfast	벨파스트	belfast	PROPN	PROPN
잔혹한	cruels	잔혹+하+ㄴ	cruel	V	ADJ;MASC;PL
잔혹한	cruelle	잔혹+하+ㄴ	cruelle	V	ADJ;FEM;SG
잔혹한	cruel	잔혹+하+ㄴ	cruel	V	ADJ;MASC;SG
잔혹한	cruelles	잔혹+하+ㄴ	cruel	V	ADJ;FEM;PL
얼라이언스	alliance	얼라이언스	alliance		N;FEM;SG
얼라이언스	alliances	얼라이언스	alliance		N;FEM;PL
하이드	hyde	하이드	hyde		PROPN
벨라	bella	벨라	bella		PROPN
인사이드	interieur	인사이드	interieur		ADJ;MASC;SG
인사이드	inside	인사이드	inside		
인사이드	intérieur	인사이드	intérieur		N;MASC;SG
네번째	quatrième	네+번+째	quatrième	N	ADJ;MASC;SG
네번째	fourth	네+번+째	fourth	N	PROPN
네번째	quatrièmement	네+번+째	quatrièmement	N	ADV
제네시스	genèse	제네시스	genèse		N;FEM;SG
제네시스	genesis	제네시스	genesi		PROPN
브릿	brit	브릿	brit	PROPN	N;MASC;SG
잉글리시	anglaise	잉글리시	anglais		ADJ;FEM;SG
잉글리시	francais	잉글리시	francais		ADJ;MASC;SG
잉글리시	anglais	잉글리시	anglais		N;MASC;SG
레즈비언	lesbienne	레즈비언	lesbien	N	ADJ;FEM;SG
레즈비언	lesbien	레즈비언	lesbien	N	ADJ;MASC;SG
포클랜드	malouines	포클랜드	malouine	PROPN	N;FEM;PL
새크라멘토	sacramento	새크라멘토	sacramento	PROPN	PROPN
콴타스	qantas	콴타스	qanta	N	PROPN
힉스	hicks	힉스	hick	PROPN	PROPN
힉스	higgs	힉스	higg	PROPN	N;MASC;SG
깨진	brisé	깨+어+지+ㄴ	briser	V	V;MASC;SG;PST;V.PTCP
깨진	broken	깨+어+지+ㄴ	broken	V	N;SG
깨진	cassé	깨+어+지+ㄴ	cassé	V	V;MASC;SG;PST;V.PTCP
깨진	brisée	깨+어+지+ㄴ	briser	V	V;FEM;SG;PST;V.PTCP
깨진	cassée	깨+어+지+ㄴ	casser	V	V;FEM;SG;PST;V.PTCP
아카사카	akasaka	아카사카	akasaka	PROPN	PROPN
딜런	dillon	디런	dillon		PROPN
딜런	dylan	디런	dylan		PROPN
선샤인	sunshine	선샤인	sunshiner		N;MASC;SG
선샤인	soleil	선샤인	soleil		N;MASC;SG
선샤인	ensoleillement	선샤인	ensoleillement		N;MASC;SG
폴란드어	polonaise	폴란드어	polonais		ADJ;FEM;SG
폴란드어	polonaises	폴란드어	polonais		ADJ;FEM;PL
폴란드어	polonais	폴란드어	polonais		ADJ;MASC;SG
회상	retour	회상	retour		N;MASC;SG
보내기	envoi	보내+기	envoi	V	N;MASC;SG
보내기	envoi	보내+기	envoi	V	N;MASC;SG
황소자리	tauri	황소자리	tauri	N	PROPN
황소자리	taurus	황소자리	taurus	N	PROPN
위조	contrefait	위조	contrefer	N	ADJ;MASC;SG
위조	forgé	위조	forger	N	V;MASC;SG;PST;V.PTCP
위조	forgés	위조	forger	N	V;MASC;PL;PST;V.PTCP
위조	forgées	위조	forgé	N	V;FEM;PL;PST;V.PTCP
위조	contrefait	위조	contrefer	N	ADJ;MASC;SG
마사시	masashi	마사시	masashi		PROPN
모가미	mogami	모가미	mogami	PROPN	PROPN
모모코	momoko	모모코	momoko		PROPN
고추	piment	고추	piment		N;MASC;SG
고추	poivron	고추	poivron		N;MASC;SG
고추	pepper	고추	pepper		PROPN
고추	piment	고추	piment		N;MASC;SG
고추	poivrons	고추	poivron		N;MASC;PL
고추	poivre	고추	poivre		N;MASC;SG
고추	chili	고추	chili		N;MASC;SG
가슴이	thoracique	가슴+이	thoracique	N	ADJ;MASC;SG
오리엔트	orient	오리엔트	orier		N;MASC;SG
오리엔트	orienter	오리엔트	orienter		V;NFIN
아나톨리아	anatolie	아나톨리아	anatolie	PROPN	PROPN
스탠더드	norme	스탠더드	norme		N;FEM;SG
스탠더드	standard	스탠더드	standard		N;MASC;SG
스토어	magasins	스토어	magasin		N;MASC;PL
스토어	stocker	스토어	stocker		V;NFIN
스토어	boutique	스토어	boutique		N;FEM;SG
스토어	magasin	스토어	magasin		N;MASC;SG
포트리스	forteresses	포트리스	forteresse	PROPN	N;FEM;PL
포트리스	forteresse	포트리스	forteresse	PROPN	N;FEM;SG
탐험	explorant	탐험	explorer	N	V;PRS;V.PTCP
탐험	explorer	탐험	explorer	N	V;NFIN
탐험	explorer	탐험	explorer	N	V;NFIN
탐험	découvrir	탐험	découvrir	N	V;NFIN
탐험	explorer	탐험	explorer	N	V;NFIN
터치스톤	touchstone	터치스톤	touchstone		PROPN
대처	thatcher	대처	thatcher		N;MASC;SG
덕이	doug	덕+이	doug		PROPN
클라리넷	clarinette	클라리넷	clarinette		N;FEM;SG
제레미	jérémie	제레미	jérémie		PROPN
제레미	jeremy	제레미	jeremy		PROPN
제레미	jérémy	제레미	jérémy		PROPN
강아지	chiots	강아지	chiot		N;MASC;PL
강아지	chiot	강아지	chiot		N;MASC;SG
버터	beurre	버터	beurre		N;MASC;SG
버터	beurré	버터	beurré		V;MASC;SG;PST;V.PTCP
캐피탈	capitole	캐피탈	capitole		N;MASC;SG
캐피탈	capitol	캐피탈	capitol		PROPN
캐피탈	majuscule	캐피탈	majuscule		N;FEM;SG
캐피탈	capitaux	캐피탈	capital		N;MASC;PL
캐피탈	capitale	캐피탈	capitale		N;FEM;SG
캐피탈	capital	캐피탈	capital		N;MASC;SG
제곱	carré	제곱	carré		N;MASC;SG
제곱	carrés	제곱	carré		N;MASC;PL
제곱	square	제곱	square		N;MASC;SG
제곱	carrées	제곱	carrée		ADJ;FEM;PL
마트	mart	마트	mart		PROPN
면책	immunités	면책	immunité		N;FEM;PL
면책	immunité	면책	immunité		N;FEM;SG
앨리슨	allison	앨리슨	allison		PROPN
앨리슨	alison	앨리슨	alison		PROPN
쇼팽	chopin	쇼팽	chopin	PROPN	N;MASC;SG
애너하임	anaheim	애너하+이+ㄹ	anaheim	PROPN	PROPN
자동화	automatisée	자동화	automatiser	N	V;FEM;SG;PST;V.PTCP
자동화	automatisé	자동화	automatiser	N	V;MASC;SG;PST;V.PTCP
자동화	automatiser	자동화	automatiser	N	V;NFIN
자동화	automatiser	자동화	automatiser	N	V;NFIN
나카이	nakai	나카이	nakai		PROPN
매력적인	charmante	매력+적+이+ㄴ	charmant	V	ADJ;FEM;SG
매력적인	charmant	매력+적+이+ㄴ	charmant	V	ADJ;MASC;SG
매력적인	charmants	매력+적+이+ㄴ	charmant	V	ADJ;MASC;PL
샤프	tranchant	샤프	tranchant		V;PRS;V.PTCP
샤프	pointu	샤프	pointu		ADJ;MASC;SG
샤프	sharp	샤프	sharp		PROPN
신타로	shintaro	신타+로	shintaro		PROPN
채워	remplissage	채우+어	remplissage		N;MASC;SG
채워	remplissez	채우+어	remplir		V;IMP;PL;2;PRS;FIN
채워	remplir	채우+어	remplir		V;NFIN
백조자리	cygnus	백조+자리	cygnus	N	PROPN
백조자리	cygni	백조+자리	cygni	N	PROPN
양곤	yangon	양곤	yangon	PROPN	PROPN
양곤	rangoon	양곤	rangoon	PROPN	PROPN
마나	mana	말+나	mana		PROPN
폴로	polo	폴+로	polo		N;MASC;SG
포츠머스	portsmouth	포츠머스	portsmouth	PROPN	N;MASC;SG
기차	train	기차	train		N;MASC;SG
기차	trains	기차	train		N;MASC;PL
이오니아	ionienne	이오니아	ionien	PROPN	ADJ;FEM;SG
발명	invente	발명	inventer	N	V;IND;SG;3;PRS;FIN
발명	inventer	발명	inventer	N	V;NFIN
발명	inventer	발명	inventer	N	V;NFIN
발명	inventés	발명	inventer	N	V;MASC;PL;PST;V.PTCP
발명	inventée	발명	inventer	N	V;FEM;SG;PST;V.PTCP
발명	inventé	발명	inventer	N	V;MASC;SG;PST;V.PTCP
편견	préjugé	편견	préjugé	N	V;MASC;SG;PST;V.PTCP
편견	préjugé	편견	préjugé	N	V;MASC;SG;PST;V.PTCP
편견	préjugés	편견	préjugés	N	V;MASC;PL;PST;V.PTCP
조지타운	georgetown	조지럽+ㄴ	georgetown		N;MASC;SG
모니카	monica	모니카	monica		PROPN
클라인	klein	클라인	klein		PROPN
평화로운	pacifique	평화+롭+ㄴ	pacifique		ADJ;MASC;SG
평화로운	paisible	평화+롭+ㄴ	paisible		ADJ;MASC;SG
평화로운	pacifiques	평화+롭+ㄴ	pacifique		ADJ;MASC;PL
평화로운	paisibles	평화+롭+ㄴ	paisible		ADJ;MASC;PL
끝없는	infinie	끝없+는	infini		ADJ;FEM;SG
끝없는	interminable	끝없+는	interminable		ADJ;MASC;SG
끝없는	interminables	끝없+는	interminable		ADJ;MASC;PL
끝없는	infini	끝없+는	infini		PROPN
이웃집	voisine	이웃집	voisin	N	ADJ;FEM;SG
이웃집	voisin	이웃집	voisin	N	ADJ;MASC;SG
더러운	méchant	더럽+ㄴ	méchant		ADJ;MASC;SG
더러운	vilain	더럽+ㄴ	vilain		ADJ;MASC;SG
더러운	méchante	더럽+ㄴ	méchant		ADJ;FEM;SG
더러운	vilaine	더럽+ㄴ	vilaine		ADJ;FEM;SG
더러운	crasseux	더럽+ㄴ	crasseux		ADJ;MASC;SG
더러운	cochonne	더럽+ㄴ	cochonne		N;FEM;SG
더러운	sale	더럽+ㄴ	sale		ADJ;MASC;SG
더러운	sales	더럽+ㄴ	sale		ADJ;FEM;PL
스프링필드	springfield	스프링필드	springfield	PROPN	PROPN
박해	persécuter	박해	persécuter	N	V;NFIN
바흐	bach	바흐	bach	PROPN	PROPN
다무라	tamura	다무라	tamura		PROPN
발전기	génératrices	발전기	générateur	N	ADJ;FEM;PL
발전기	génératrice	발전기	généretrice	N	ADJ;FEM;SG
트라이앵글	triangulaire	트라이앵글	triangulaire		ADJ;MASC;SG
트라이앵글	triangle	트라이앵글	triangle		N;MASC;SG
트라이앵글	triangles	트라이앵글	triangle		N;MASC;PL
욕구	désirer	욕구	désirer	N	V;NFIN
선포	déclarées	선포	déclarer	N	V;FEM;PL;PST;V.PTCP
선포	déclarée	선포	déclarer	N	V;FEM;SG;PST;V.PTCP
선포	déclaré	선포	déclarer	N	V;MASC;SG;PST;V.PTCP
선포	déclarés	선포	déclarer	N	V;MASC;PL;PST;V.PTCP
선포	déclarer	선포	déclarer	N	V;NFIN
선포	déclare	선포	déclarer	N	V;IND;SG;3;PRS;FIN
선포	déclarons	선포	déclaron	N	V;IMP;PL;1;PRS;FIN
선포	déclarent	선포	déclarer	N	V;IND;PL;3;PRS;FIN
바벨	babel	바벨	babel		PROPN
타지키스탄	tadjik	타지키스탄	tadjik	PROPN	ADJ;MASC;SG
타지키스탄	tadjikistan	타지키스탄	tadjikistan	PROPN	PROPN
스웨덴어	suédoise	스웨덴어	suédois		ADJ;FEM;SG
스웨덴어	suédoises	스웨덴어	suédois		ADJ;FEM;PL
스웨덴어	suédois	스웨덴어	suédois		ADJ;MASC;SG
잠비아	zambie	잠비아	zambie	PROPN	PROPN
잠비아	zambienne	잠비아	zambien	PROPN	ADJ;FEM;SG
잠비아	zambien	잠비아	zambien	PROPN	N;MASC;SG
잠비아	zambie	잠비아	zambie	PROPN	PROPN
길거리	rues	길거리	rue		N;FEM;PL
길거리	street	길거리	street		PROPN
길거리	rue	길거리	rue		N;FEM;SG
길거리	rues	길거리	rue		N;FEM;PL
글로리아	gloria	글로리아	gloria		PROPN
레이아웃	disposition	레이아웃	disposition		N;FEM;SG
레이아웃	agencement	레이아웃	agencement		N;MASC;SG
스케치	esquisser	스케치	esquisser	N	V;NFIN
자극	stimulé	자극	stimuler	N	V;MASC;SG;PST;V.PTCP
자극	stimulée	자극	stimuler	N	V;FEM;SG;PST;V.PTCP
자극	stimuler	자극	stimuler	N	V;NFIN
자극	stimulante	자극	stimulant	N	ADJ;FEM;SG
자극	stimulantes	자극	stimulant	N	ADJ;FEM;PL
자극	stimulant	자극	stimuler	N	ADJ;MASC;SG
갑옷	blindage	갑옷	blindage		N;MASC;SG
갑옷	armures	갑옷	armure		N;FEM;PL
갑옷	armure	갑옷	armure		N;FEM;SG
갑옷	blindage	갑옷	blindage		N;MASC;SG
갑옷	armures	갑옷	armure		N;FEM;PL
갑옷	armure	갑옷	armure		N;FEM;SG
평행	parallèlement	평행	parallèlement	N	ADV
평행	parallèles	평행	parallèle	N	ADJ;MASC;PL
미드웨이	midway	미드웨이	midway		PROPN
슈트	costard	슈트	costard		N;MASC;SG
슈트	costume	슈트	costume		N;MASC;SG
현명한	sage	현명+하+ㄴ	sage	V	ADJ;MASC;SG
현명한	wise	현명+하+ㄴ	wise	V	PROPN
김치	kimchi	김치	kimchi		N;MASC;SG
시온	zion	시온	zion		PROPN
시온	sion	시온	sion		PROPN
나카하라	nakahara	나카하+라	nakahara		PROPN
아스타나	astana	아스타+나	astana	PROPN	PROPN
노부유키	nobuyuki	노부유키	nobuyuki	PROPN	PROPN
수잔	susan	수잔	susan		PROPN
수잔	sylvie	수잔	sylvie		PROPN
장례	funéraire	장례	funéraire	N	ADJ;MASC;SG
아라키	araki	아라키	araki		PROPN
프라이부르크	fribourg	프라이부르크	fribourg	PROPN	PROPN
그리스인	grecs	그리스인	grec		N;MASC;PL
열기	ouverte	열+기	ouvrir		V;FEM;SG;PST;V.PTCP
열기	ouvrez	열+기	ouvrir		V;IMP;PL;2;PRS;FIN
열기	ouvert	열+기	ouvrir		V;MASC;SG;PST;V.PTCP
열기	ouverture	열+기	ouverture		N;FEM;SG
열기	ouvrir	열+기	ouvrir		V;NFIN
열기	ouvre	열+기	ouvrir		V;IND;SG;3;PRS;FIN
피스	paix	피스	paix		N;FEM;SG
같음	égale	같+ㅁ	égal		ADJ;FEM;SG
같음	égaux	같+ㅁ	égal		ADJ;MASC;PL
같음	égales	같+ㅁ	égal		ADJ;FEM;PL
같음	égal	같+ㅁ	égal		ADJ;MASC;SG
샌드위치	sandwichs	샌드위치	sandwich		N;MASC;PL
샌드위치	sandwich	샌드위치	sandwich		N;MASC;SG
샌드위치	sandwichs	샌드위치	sandwich		N;MASC;PL
샌드위치	sandwiches	샌드위치	sandwiche		N;MASC;PL
모의	maquette	모의	maquette		N;FEM;SG
모의	moquer	모의	moquer		V;NFIN
그라비아	gravure	그라비아	gravure		N;FEM;SG
센타우루스자리	centauri	센타우루스자리	centauri	PROPN	PROPN
바리	bari	바리	bari		PROPN
아토스	athos	아토스	atho		PROPN
떨어지지	automne	떨어지+지	automne	V	N;MASC;SG
떨어지지	chute	떨어지+지	chute	V	N;FEM;SG
떨어지지	fall	떨어지+지	fall	V	INTJ
리어	lear	리+어	lear		PROPN
열정	enthousiaste	열정	enthousiaste	N	ADJ;MASC;SG
열정	enthousiaste	열정	enthousiaste	N	ADJ;MASC;SG
열정	enthousiastes	열정	enthousiaste	N	ADJ;MASC;PL
열정	passionnément	열정	passionnément	N	ADV
열정	passionnée	열정	passionné	N	V;FEM;SG;PST;V.PTCP
열정	passionné	열정	passionner	N	V;MASC;SG;PST;V.PTCP
열정	passionnés	열정	passionné	N	V;MASC;PL;PST;V.PTCP
이동식	amovible	이동식	amovible	N	ADJ;MASC;SG
이동식	amovibles	이동식	amovible	N	ADJ;MASC;PL
수백만	millions	수백만	million		N;MASC;PL
미즈호	mizuho	미즈호	mizuho		PROPN
글로브	globe	글로브	globe		N;MASC;SG
기린	girafe	기리+ㄴ	girafe		N;FEM;SG
기린	kirin	기리+ㄴ	kirin		PROPN
기린	girafes	기리+ㄴ	girafe		N;FEM;PL
수년	années	수년	année		N;FEM;PL
수년	ans	수년	an		N;MASC;PL
파산	faillite	파산	faillite		N;FEM;SG
파산	banqueroute	파산	banqueroute		N;FEM;SG
파산	faillite	파산	faillite		N;FEM;SG
파산	faillites	파산	faillite		N;FEM;PL
파산	banqueroute	파산	banqueroute		N;FEM;SG
버펄로	buffle	버티+로	buffle	ADV	N;MASC;SG
버펄로	buffles	버티+로	buffle	ADV	N;MASC;PL
버펄로	buffalo	버티+로	buffalo	ADV	PROPN
버펄로	bisons	버티+로	bison	ADV	N;MASC;PL
버펄로	bison	버티+로	bison	ADV	N;MASC;SG
이시바시	ishibashi	이시바시	ishibashi		PROPN
무작위로	random	무작위+로	random	ADV	PROPN
무작위로	hasard	무작위+로	hasard	ADV	N;MASC;SG
무작위로	aléatoire	무작위+로	aléatoire	ADV	ADJ;MASC;SG
무작위로	aléatoires	무작위+로	aléatoire	ADV	ADJ;MASC;PL
이겨	beat	이기+어	beat		PROPN
이겨	battez	이기+어	battre		V;IMP;PL;2;PRS;FIN
이겨	battu	이기+어	battre		V;MASC;SG;PST;V.PTCP
이겨	battre	이기+어	battre		V;NFIN
이겨	battement	이기+어	battement		N;MASC;SG
우울	dépressif	우울	dépressif	N	ADJ;MASC;SG
우울	déprimée	우울	déprimer	N	V;FEM;SG;PST;V.PTCP
우울	déprimé	우울	déprimer	N	V;MASC;SG;PST;V.PTCP
우울	déprimés	우울	déprimer	N	V;MASC;PL;PST;V.PTCP
우울	déprimant	우울	déprimer	N	ADJ;MASC;SG
우울	mélancolique	우울	mélancolique	N	ADJ;MASC;SG
낙하산	parachute	낙하산	parachute		N;MASC;SG
낙하산	parachutisme	낙하산	parachutisme		N;MASC;SG
낙하산	parachutes	낙하산	parachute		N;FEM;PL
홀로코스트	holocauste	홀로코스트	holocauste	PROPN	ADJ;MASC;SG
클론	cloner	클론	cloner	N	V;NFIN
디스커버리	découverte	디스크리리	découvrir		V;FEM;SG;PST;V.PTCP
디스커버리	découvertes	디스크리리	découvrir		V;FEM;PL;PST;V.PTCP
디스커버리	discovery	디스크리리	discovery		PROPN
우지	uji	우+지	uji		PROPN
테크	tech	테크	tech		PROPN
샐리	sally	샐리	sally	N	PROPN
절약	sauver	절약	sauver		V;NFIN
절약	épargne	절약	épargner		N;FEM;SG
절약	économiser	절약	économiser		V;NFIN
알마티	almaty	알마티	almaty	PROPN	PROPN
곱셈	multiplication	곱+과	multiplication		N;FEM;SG
곱셈	multiplication	곱+과	multiplication		N;FEM;SG
곱셈	multiplie	곱+과	multiplier		V;IND;SG;3;PRS;FIN
곱셈	multiplier	곱+과	multiplier		V;NFIN
스와	suwa	스+와	suwa		PROPN
투르	circuits	투르	circuit		N;MASC;PL
투르	tours	투르	tour		N;MASC;PL
투르	tournées	투르	tourner		V;FEM;PL;PST;V.PTCP
투르	visites	투르	visite		N;FEM;PL
교정	correctives	교정	correctif	N	ADJ;FEM;PL
교정	corriger	교정	corriger	N	V;NFIN
교정	rectificatif	교정	rectificatif	N	ADJ;MASC;SG
교정	corrigé	교정	corrigé	N	V;MASC;SG;PST;V.PTCP
교정	corrigée	교정	corriger	N	V;FEM;SG;PST;V.PTCP
교정	corrigées	교정	corrigé	N	V;FEM;PL;PST;V.PTCP
교정	corrigés	교정	corrigé	N	V;MASC;PL;PST;V.PTCP
교정	rectifié	교정	rectifier	N	V;MASC;SG;PST;V.PTCP
앙투안	antoine	앙투안	antoine	PROPN	N;MASC;SG
리히텐슈타인	liechtenstein	리히+정레타인	liechtenstein	PROPN	N;MASC;SG
리히텐슈타인	lichtenstein	리히+정레타인	lichtenstein	PROPN	ADJ;MASC;SG
장례식	funéraire	장례식	funéraire	N	ADJ;MASC;SG
오데사	odessa	오데사	odessa	PROPN	PROPN
사모아	samoan	사모아	samoan		N;MASC;SG
사모아	samoa	사모아	samoa		PROPN
레이먼드	raymond	레이먼드	raymond	PROPN	PROPN
저널리스트	journaliste	저널리스트	journaliste		N;MASC;SG
저널리스트	journalistes	저널리스트	journaliste		N;MASC;PL
차드	tchadien	차드	tchadien	PROPN	ADJ;MASC;SG
차드	tchadiens	차드	tchadien	PROPN	ADJ;MASC;PL
차드	tchadienne	차드	tchadien	PROPN	ADJ;FEM;SG
차드	tchadien	차드	tchadien	PROPN	ADJ;MASC;SG
차드	tchad	차드	tchad	PROPN	N;MASC;SG
차드	chad	차드	chad	PROPN	PROPN
무하마드	muhammad	무하마드	muhammad	PROPN	PROPN
무하마드	mahomet	무하마드	mahomet	PROPN	N;MASC;SG
불가사의	fushigi	불가사+의	fushigi	N	PROPN
체르노빌	tchernobyl	체르노빌	tchernobyl	N	PROPN
강력	puissant	강력	puissant		ADJ;MASC;SG
강력	puissants	강력	puissant		ADJ;MASC;PL
강력	puissante	강력	puissant		ADJ;FEM;SG
강력	puissantes	강력	puissant		ADJ;FEM;PL
해석학	analytiques	해석학	analytique	N	ADJ;MASC;PL
해석학	analytique	해석학	analytique	N	ADJ;MASC;SG
카사블랑카	casablanca	카사블랑카	casablanca	PROPN	PROPN
어디로	oú	어디+로	oú	ADV	CONJ
어디로	où	어디+로	où	ADV	PRO
커먼즈	commons	커먼즈	commons		N;MASC;SG
레지던트	résidente	레지던트	résident		ADJ;FEM;SG
레지던트	résidant	레지던트	résider		V;PRS;V.PTCP
레지던트	résident	레지던트	résident		N;MASC;SG
레지던트	résidents	레지던트	résident		N;MASC;PL
레지던트	résidants	레지던트	résidant		ADJ;MASC;PL
레지던트	habitants	레지던트	habitant		N;MASC;PL
레지던트	résidents	레지던트	résident		N;MASC;PL
파라오	pharaons	파라오	pharaon		N;MASC;PL
파라오	pharaon	파라오	pharaon		N;MASC;SG
레슬리	lesley	레슬리	lesley		ADJ;FEM;SG
레슬리	leslie	레슬리	leqlie		PROPN
응원	cheer	응원	cheer	N	PROPN
응원	cheerleader	응원	cheerleader	N	V;NFIN
학대	abuser	학대	abuser	N	V;NFIN
올림포스	olympe	올림포스	olympe	PROPN	N;FEM;SG
올림포스	olympus	올림포스	olympus	PROPN	N;MASC;SG
에리크	erik	에리크	erik	PROPN	PROPN
에리크	éric	에리크	éric	PROPN	PROPN
에리크	eric	에리크	eric	PROPN	PROPN
퍼레이드	défilé	퍼레이드	défilé		V;MASC;SG;PST;V.PTCP
퍼레이드	parade	퍼레이드	parade		N;FEM;SG
퍼레이드	défilés	퍼레이드	défilé		V;MASC;PL;PST;V.PTCP
퍼레이드	parades	퍼레이드	parade		N;FEM;PL
리버티	liberty	리버티	liberty		PROPN
리버티	liberté	리버티	liberté		N;FEM;SG
로크	locke	로크	locke		PROPN
투르크메니스탄	turkménistan	투르크메니스탄	turkménistan	PROPN	ADJ;MASC;SG
투르크메니스탄	turkmène	투르크메니스탄	turkmène	PROPN	ADJ;MASC;SG
투르크메니스탄	turkmènes	투르크메니스탄	turkmène	PROPN	ADJ;MASC;PL
코카콜라	coke	코카콜라	coke		N;MASC;SG
코카콜라	cocaïne	코카콜라	cocaïne		N;FEM;SG
코카콜라	coca	코카콜라	coca		N;MASC;SG
흐른	baveux	흐르+ㄴ	baveux		ADJ;MASC;SG
오스트레일리아인	australiens	오스트레일리아인	australien	V	ADJ;MASC;PL
화합	harmonie	화합	harmonie		N;FEM;SG
화합	harmony	화합	harmony		PROPN
포탈	portails	포탈	portail		N;MASC;PL
포탈	portal	포탈	portal		PROPN
포탈	portail	포탈	portail		N;MASC;SG
히브리	hébreu	히브리	hébreu		N;MASC;SG
히브리	hébreux	히브리	hébreux		N;MASC;PL
히브리	hébraïque	히브리	hébraïque		ADJ;MASC;SG
맥도날드	mcdonald	맥도날드	mcdonald		N;MASC;SG
맥도날드	macdonald	맥도날드	macdonald		ADJ;MASC;SG
윤리학	éthique	윤리학	éthique	N	ADJ;MASC;SG
브레스트	brest	브레스트	brest	PROPN	PROPN
낚시	pêcher	낚시	pêcher	N	V;NFIN
밀리미터	millimètre	밀리미터	millimètre		N;MASC;SG
밀리미터	millimètres	밀리미터	millimètre		N;MASC;PL
밀리미터	millimètre	밀리미터	millimètre		N;MASC;SG
밀리미터	millimètres	밀리미터	millimètre		N;MASC;PL
밀리미터	millimètre	밀리미터	millimètre		N;MASC;SG
밀리미터	centimètre	밀리미터	centimètre		N;MASC;SG
밀리미터	millimètres	밀리미터	millimètre		N;MASC;PL
노퍽	norfolk	노퍽	norfolk		PROPN
기울여	inclinaison	기울이+어	inclinaison	V	N;FEM;SG
커스텀	personnalisé	커스텀	personnalisé		V;MASC;SG;PST;V.PTCP
커스텀	personnalisée	커스텀	personnaliser		V;FEM;SG;PST;V.PTCP
커스텀	personnalisés	커스텀	personnalisé		V;MASC;PL;PST;V.PTCP
커스텀	coutume	커스텀	coutume		N;FEM;SG
비참한	misérables	비참+하+ㄴ	misérable	V	ADJ;MASC;PL
비참한	misérable	비참+하+ㄴ	misérable	V	ADJ;MASC;SG
디랙	dirac	디랙	dirac		N;MASC;SG
수마트라	sumatra	수마트+이+라	sumatra		PROPN
