mekaniği	mehāniķi	mekanik	mehāniķis	N;NOM;SG;3	N;NOM;MASC;PL
karşılaşma	atbilst	karşılaşma	atbilst		V;IMP;2;POS;FIN;ACT
karşılaşma	sakritība	karşılaşma	sakritība		N;NOM;FEM;SG
karşılaşma	mača	karşılaşma	mačs		N;GEN;MASC;SG
karşılaşma	sakrīt	karşılaşma	sakrist		V;FH;IND;3;POS;PRS;FIN;ACT
karşılaşma	sastopas	karşılaşma	sastapties		V;FH;IND;3;POS;REFL;PRS;FIN;ACT
karşılaşma	rodas	karşılaşma	rasties		V;FH;IND;3;POS;REFL;PRS;FIN;ACT
bitkisel	dārzeņu	bitkisel	dārzenis		N;GEN;MASC;PL
bitkisel	veģetatīvās	bitkisel	veģetatīva		ADJ;NOM;FEM;PL
sedan	sedans	sedan	sedans	PROPN;NOM;SG;3	N;NOM;MASC;SG
veronica	veronika	veronica	veronika		N;NOM;FEM;SG
nötron	neitroniem	nötron	neitroni	N;NOM;SG;3	N;DAT;MASC;PL
nötron	neitronu	nötron	neitrona	N;NOM;SG;3	N;ACC;FEM;SG
hentbol	handball	hentbol	handball	N;NOM;SG;3	
agg	agg	agg	agg		
derinliği	dziļums	derinlik	dziļums	N;ACC;SG;3	N;NOM;MASC;SG
beğeni	reitingu	beğen	reitings		N;ACC;MASC;SG
beğeni	novērtējums	beğen	novērtējums		N;NOM;MASC;SG
beğeni	vērtējums	beğen	vērtējums		N;NOM;MASC;SG
beğeni	reitings	beğen	reitings		N;NOM;MASC;SG
beğeni	patīk	beğen	patikt		V;FH;IND;3;POS;PRS;FIN;ACT
şifreleme	šifrēšanas	şifrele	šifrēšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
şifreleme	kriptogrāfijas	şifrele	kriptogrāfija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
şifreleme	kriptogrāfija	şifrele	kriptogrāfija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
galileo	galileo	gal	galileo		
chuck	čaks	chuck	čaks		N;NOM;MASC;SG
chuck	čaka	chuck	čaka		PROPN;NOM;FEM;SG
goethe	gētes	goethe	gēte		N;NOM;FEM;PL
wales	velsā	wales	velss	PROPN;NOM;SG;3	N;ESS;FEM;SG
wales	velsa	wales	veltīt	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
fetih	iekarojot	fetih	iekarot		V;V.CVB
kulüpleri	klubi	kulüp	klubi	N;ACC;PL;3	N;NOM;MASC;PL
kulüpleri	klubiem	kulüp	klubs	N;ACC;PL;3	N;DAT;MASC;PL
kulüpleri	klubos	kulüp	klubs	N;ACC;PL;3	N;ESS;MASC;PL
meşgul	aizņemta	meşgul	aizņemt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
meşgul	aizņemts	meşgul	aizņemt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
meşgul	aizņemti	meşgul	aizņemt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
beyan	paziņojums	beyan	paziņojums		N;NOM;MASC;SG
beyan	deklarāciju	beyan	deklarācija		N;ACC;FEM;SG
beyan	deklarācija	beyan	deklarācija		N;NOM;FEM;SG
engellendi	bloķēti	engelle	bloķēt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
engellendi	bloķēta	engelle	bloķēt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
engellendi	bloķēts	engelle	bloķēt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
taklit	attēlojumu	taklit	attēlojums		N;ACC;MASC;SG
taklit	atdarināt	taklit	atdarināt		V;POS;NFIN
taklit	imitācija	taklit	imitācija		N;NOM;FEM;SG
taklit	imitācijas	taklit	imitācija		N;NOM;FEM;PL
chan	chan	chan	chan		
yakalandı	nozvejotas	yakala	nozvejot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
kaybeder	zaudē	kaybet	zaudēt	V;IPFV;IND;SG;3;POS	V;FH;IND;3;POS;PRS;FIN;ACT
kaybeder	zaudē	kaybet	zaudēt	V;IPFV;IND;SG;3;POS	V;FH;IND;3;POS;PRS;FIN;ACT
milletvekilleri	vietniekiem	milletvekili	vietnieks	N;NOM;PL;3	N;DAT;MASC;PL
mevsim	sezonas	mevsim	sezona		N;NOM;FEM;PL
mevsim	sezonāla	mevsim	sezonāla		ADJ;NOM;FEM;SG
mevsim	sezonai	mevsim	sezona		N;DAT;FEM;SG
mevsim	sezonu	mevsim	sezona		N;ACC;FEM;SG
mevsim	sezonas	mevsim	sezona		N;NOM;FEM;PL
mevsim	sezonā	mevsim	sezona		N;ESS;FEM;SG
mevsim	sezona	mevsim	sezona		N;NOM;FEM;SG
mevsim	sezonas	mevsim	sezona		N;NOM;FEM;PL
analitik	analītiskā	analitik	analītiska		ADJ;NOM;FEM;SG
bahreyn	bahreina	bahrey	bahreins	PROPN;NOM;SG;3	N;NOM;MASC;SG
sarp	stāvu	sarp	stāvēt		N;ACC;MASC;SG
atp	atp	atp	atp		
turne	ekskursija	tur	ekskursija		N;NOM;FEM;SG
turne	tūre	tur	tūre		N;NOM;FEM;SG
turne	tour	tur	tour		
turne	viesizrādes	tur	viesizrāde		N;NOM;FEM;PL
kaydedilen	ierakstīti	kaydet	ierakstīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
kaydedilen	reģistrētais	kaydet	reģistrēt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
kaydedilen	saglabāta	kaydet	saglabāt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kaydedilen	saglabāts	kaydet	saglabāt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kaydedilen	izglāba	kaydet	izglābt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
sipariş	pasūtot	sipariş	pasūtīt	N;NOM;SG;3	V;V.CVB
sipariş	pasūtīt	sipariş	pasūtīt	N;NOM;SG;3	V;POS;NFIN
sipariş	rīkojumi	sipariş	rīkojums	N;NOM;SG;3	N;NOM;MASC;PL
sipariş	pasūtījumu	sipariş	pasūtījums	N;NOM;SG;3	N;ACC;MASC;SG
sipariş	pasūtījumi	sipariş	pasūtījums	N;NOM;SG;3	N;NOM;MASC;PL
sipariş	pasūtījumus	sipariş	pasūtījums	N;NOM;SG;3	N;ACC;MASC;PL
ağaçlar	kokiem	ağaç	koks	N;NOM;PL;3	N;DAT;MASC;PL
ağaçlar	kokus	ağaç	koks	N;NOM;PL;3	N;ACC;MASC;PL
bern	bernē	bern	berne	PROPN;NOM;SG;3	N;ESS;FEM;SG
bulanık	pūkainas	bulanık	pūkaina		ADJ;NOM;FEM;PL
ispat	jāpierāda	ispat	pierādīt		V;POS;FIN;ACT
ispat	pierādīt	ispat	pierādīt		V;POS;NFIN
gözlemci	novērotājas	gözlemci	novērotāja		N;NOM;FEM;PL
gözlemci	novērotājs	gözlemci	novērotājs		N;NOM;MASC;SG
gözlemci	novērotāju	gözlemci	novērotājs		N;ACC;MASC;SG
gözlemci	novērotāja	gözlemci	novērotāja		N;NOM;MASC;SG
gözlemci	novērotājam	gözlemci	novērotājs		N;DAT;MASC;SG
gerilla	partizāniem	geril	partizāns		N;DAT;MASC;PL
gerilla	partizānu	geril	partizāns		N;ACC;MASC;SG
değişti	mainījies	değiş	mainīties	V;PFV;IND;SG;3;POS;PST	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
değişti	mainītas	değiş	mainīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
dolaşım	aprite	dolaşım	aprite		N;NOM;FEM;SG
dolaşım	viesabonēšanas	dolaşım	viesabonēšana		N;GEN;FEM;SG
bayar	bajars	bayar	bajars		N;NOM;MASC;SG
anlamsız	bezjēdzīgi	anlamsız	bezjēdzīgi	ADJ	ADV
bataklık	marsh	bataklık	marsh	N;NOM;SG;3	PROPN;NOM;MASC;SG
bataklık	purviem	bataklık	purvs	N;NOM;SG;3	N;DAT;MASC;PL
katılacak	apmeklē	kat	apmeklēt	V;PFV;IND;SG;3;POS;FUT;PASS	V;FH;IND;3;POS;PRS;FIN;ACT
palermo	palermo	palermo	palermot	PROPN;NOM;SG;3	PROPN
katılımı	piedalīšanās	katılım	piedalīšanās	N;ACC;SG;3	N;NOM;FEM;SG
katılımı	dalība	katılım	dalība	N;ACC;SG;3	N;NOM;FEM;SG
katılımı	apmeklējums	katılım	apmeklējums	N;ACC;SG;3	N;NOM;MASC;SG
katılımı	piedalīšanās	katılım	piedalīšanās	N;ACC;SG;3	N;NOM;FEM;SG
katılımı	līdzdalība	katılım	līdzdalība	N;ACC;SG;3	N;NOM;FEM;SG
katılımı	dalība	katılım	dalība	N;ACC;SG;3	N;NOM;FEM;SG
havzası	baseina	havza	baseins	N;NOM;SG;3	N;GEN;MASC;SG
eklenmiş	pievienoti	ekle	pievienot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
çar	caram	çar	carš		N;DAT;MASC;SG
asi	nemiernieku	asi	nemiernieks		N;ACC;MASC;SG
greg	gregs	greg	gregs		PROPN;NOM;MASC;SG
tyler	tailers	iy	tailers		N;NOM;MASC;SG
ilaçlar	medicīna	ilaç	medicīna	N;NOM;PL;3	N;NOM;FEM;SG
nielsen	nielsen	niel	nielsen		
yahudilere	ebreji	yahudi	ebreji	N;DAT;PL;3	N;NOM;MASC;PL
yasadışı	nelegāli	yasa	nelegāli		ADV
yasadışı	nelegālo	yasa	nelegāla		ADJ;ACC;MASC;SG
yasadışı	nelikumīgs	yasa	nelikumīgs		ADJ;NOM;MASC;SG
yasadışı	nelegāla	yasa	nelegāla		ADJ;NOM;FEM;SG
yasadışı	nelikumīgi	yasa	nelikumīgi		ADV
yasadışı	nelikumīga	yasa	nelikumīga		ADJ;NOM;FEM;SG
yasadışı	nelikumīgi	yasa	nelikumīgi		ADV
yasadışı	nelegāli	yasa	nelegāli		ADV
viking	viking	viking	viking		
medeni	civilā	meden	civils		ADJ;NOM;FEM;SG
medeni	civiliem	meden	civils		ADJ;DAT;MASC;PL
medeni	civilās	meden	civila		ADJ;NOM;FEM;PL
medeni	civilizēti	meden	civilizēt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fiziki	fiziskais	fizik	fizisks		ADJ;NOM;MASC;SG
fiziki	fiziskās	fizik	fiziska		ADJ;NOM;FEM;PL
fiziki	fiziskie	fizik	fizisks		ADJ;NOM;MASC;PL
fiziki	fiziski	fizik	fiziski		ADV
fiziki	fiziska	fizik	fiziska		ADJ;NOM;FEM;SG
fiziki	fiziskā	fizik	fiziska		ADJ;NOM;FEM;SG
riski	risks	riski	risks		N;NOM;MASC;SG
quebec	kvebekā	quebec	kvebeks	PROPN;NOM;SG;3	N;ESS;MASC;SG
teşhis	diagnostikas	teşhis	diagnostika	N;NOM;SG;3	N;NOM;FEM;PL
teşhis	identificē	teşhis	identificēt	N;NOM;SG;3	V;FH;IND;2;POS;PRS;FIN;ACT
teşhis	identificēt	teşhis	identificēt	N;NOM;SG;3	V;POS;NFIN
teşhis	diagnozes	teşhis	diagnoze	N;NOM;SG;3	N;NOM;FEM;PL
tavşan	zaķis	tavşan	zaķis		N;NOM;MASC;SG
tavşan	zaķis	tavşan	zaķis		N;NOM;MASC;SG
tavşan	truši	tavşan	truši		N;NOM;MASC;PL
tavşan	trušu	tavşan	trusis		N;GEN;MASC;PL
thunder	pērkons	thunder	pērkons		N;NOM;MASC;SG
yaklaşan	drīzumā	yaklaş	drīzums	V;PFV;IND;POS;PRS;V.PTCP	N;ESS;MASC;SG
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	
luigi	luidži	luigi	luidži		PROPN
iğne	injekcijām	iğne	injekcija	N;NOM;SG;3	N;DAT;FEM;PL
iğne	adatu	iğne	adata	N;NOM;SG;3	N;ACC;MASC;SG
iğne	adatas	iğne	adata	N;NOM;SG;3	N;NOM;FEM;PL
iğne	adatām	iğne	adata	N;NOM;SG;3	N;DAT;FEM;PL
iğne	adatas	iğne	adata	N;NOM;SG;3	N;NOM;FEM;PL
iğne	tapa	iğne	tapt	N;NOM;SG;3	V;FH;IND;3;POS;PST;FIN;ACT
iğne	pin	iğne	pin	N;NOM;SG;3	
dokuma	aušanas	dokum	aušana		N;NOM;FEM;PL
nicole	nikola	nicol	nikols		PROPN;NOM;FEM;SG
todd	tods	todd	tods		PROPN;NOM;MASC;SG
ellen	elena	el	elena		PROPN;NOM;FEM;SG
ellen	elēna	el	elēna		N;NOM;FEM;SG
deve	kamieļi	deve	kamielis		N;NOM;MASC;PL
deve	kamieļa	deve	kamielis		N;NOM;MASC;SG
granada	granada	grana	granads	PROPN;ESS;SG;3	PROPN;NOM;FEM;SG
ameliyat	operācijas	ameliyat	operācija	N;NOM;SG;3	N;NOM;FEM;PL
mercury	dzīvsudraba	mercury	dzīvsudrabs	PROPN;NOM;SG;3	N;NOM;FEM;SG
mercury	dzīvsudrabs	mercury	dzīvsudrabs	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
pearl	pērle	pearl	pērle		N;NOM;FEM;SG
beckett	bekets	beckett	bekets		PROPN;NOM;MASC;SG
kaplar	konteineriem	kap	konteiners	N;NOM;PL;3	N;DAT;MASC;PL
harfler	vēstulēs	harf	vēstule	N;NOM;PL;3	N;ESS;FEM;PL
taşlar	akmeņiem	taş	akmens	ADJ;NOM;PL;3	N;DAT;MASC;PL
taşlar	akmeņi	taş	akmens	ADJ;NOM;PL;3	N;NOM;MASC;PL
taşlar	klintis	taş	klints	ADJ;NOM;PL;3	N;NOM;FEM;PL
taşlar	akmeņi	taş	akmens	ADJ;NOM;PL;3	N;NOM;MASC;PL
hesaplama	skaitļošanas	hesaplama	skaitļošana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
hesaplama	aprēķini	hesaplama	aprēķināt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
hesaplama	aprēķins	hesaplama	aprēķins	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
hesaplama	aprēķināšana	hesaplama	aprēķināšana	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
hesaplama	aprēķini	hesaplama	aprēķināt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
madagaskar	madagaskaras	madagaskar	madagaskarties	N;NOM;SG;3	N;NOM;FEM;PL
cohen	koens	cohen	koens		PROPN;NOM;MASC;SG
ekvator	ekvators	ekvator	ekvators		N;NOM;MASC;SG
ekvator	ekvadora	ekvator	ekvadors		N;NOM;MASC;SG
anayasal	konstitucionālais	anayasal	konstitucionāls		ADJ;NOM;MASC;SG
anayasal	satversmes	anayasal	satversme		N;NOM;FEM;PL
anayasal	konstitucionālā	anayasal	konstiocionāla		ADJ;NOM;FEM;SG
anayasal	konstitucionālās	anayasal	konstitucionāla		ADJ;NOM;FEM;PL
jonas	jonass	jonas	jonass		N;NOM;MASC;PL
ekler	piebilst	ek	piebilst		V;FH;IND;3;POS;PRS;FIN;ACT
karen	kārena	karen	kārens		N;NOM;FEM;SG
pascal	pascal	pascal	pascalēt		
esp	esp	esp	būt		
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	
tarafsızlık	neitralitāti	tarafsızlık	neitralitāte	N;NOM;SG;3	N;ACC;FEM;SG
motorları	motoriem	motor	motors	N;ACC;PL;3	N;DAT;MASC;PL
motorları	dzinējiem	motor	dzinējs	N;ACC;PL;3	N;DAT;MASC;PL
motorları	motori	motor	motors	N;ACC;PL;3	N;NOM;MASC;PL
motorları	dzinēji	motor	dzinējs	N;ACC;PL;3	N;NOM;MASC;PL
touch	pieskarties	touch	pieskarties		V;POS;REFL;NFIN
kürek	airēšanas	kürek	airēšana		N;NOM;FEM;SG
kürek	lāpstu	kürek	lāpsts		N;ACC;FEM;SG
kürek	rinda	kürek	rinda		N;NOM;FEM;SG
kürek	rindā	kürek	rinda		N;ESS;FEM;SG
çıkarken	iziešanas	çık	iziešana	V;IPFV;IND;SG;3;POS;V.CVB	N;NOM;FEM;PL
bilbao	bilbao	bilbao	bilbas	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
bahçeleri	dārzi	bahçe	dārzs	N;ACC;PL;3	N;NOM;MASC;PL
bahçeleri	dārzos	bahçe	dārzs	N;ACC;PL;3	N;ESS;MASC;PL
takas	tirdzniecība	takas	tirdzniecība		N;NOM;FEM;SG
takas	tirdzniecības	takas	tirdzniecība		N;NOM;FEM;PL
takas	trading	takas	trading		
takas	tirdzniecība	takas	tirdzniecība		N;NOM;FEM;SG
takas	samainīt	takas	samainīt		V;POS;NFIN
takas	apmainīt	takas	apmainīt		V;POS;NFIN
takas	bartera	takas	barteris		N;NOM;MASC;SG
takas	apmaiņa	takas	apmaiņa		N;NOM;FEM;SG
takas	apmaiņas	takas	apmaiņa		N;NOM;FEM;PL
takas	birža	takas	birzs		N;NOM;FEM;SG
cola	koksa	cola	kokss		N;NOM;MASC;SG
cola	kokss	cola	kokss		N;NOM;MASC;SG
cola	cola	cola	cola		N;NOM;FEM;SG
yalancı	melis	yalancı	melis		N;NOM;MASC;SG
dul	atraitne	dul	atraitne		N;NOM;FEM;SG
xxx	xxx	xxx	xxx		
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	
romen	rumāņu	romen	rumānis		N;GEN;MASC;PL
romen	rumānijas	romen	rumānija		N;NOM;FEM;PL
komplo	sazvērestības	komplo	sazvērestība		N;NOM;FEM;PL
komplo	intrigu	komplo	intriga		N;ACC;FEM;SG
césar	cezars	césar	cezars		N;NOM;MASC;SG
açıklamalar	aprakstus	açıkla	apraksts	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ACC;MASC;PL
açıklamalar	apraksti	açıkla	apraksts	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
açıklamalar	paskaidrojumi	açıkla	paskaidrojums	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
açıklamalar	skaidrojumi	açıkla	skaidrojums	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
açıklamalar	apraksti	açıkla	apraksts	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
store	veikals	store	veikals		N;NOM;MASC;SG
store	glabāt	store	glabāt		V;POS;NFIN
store	uzglabāt	store	uzglabāt		V;POS;NFIN
seine	vads	sein	vads	PROPN;NOM;SG;3	N;NOM;MASC;SG
seine	vadi	sein	vads	PROPN;NOM;SG;3	N;NOM;MASC;PL
iletim	transmisija	iletim	transmisija		N;NOM;FEM;SG
iletim	nosūtīšana	iletim	nosūtīšana		N;NOM;FEM;SG
iletim	pārraide	iletim	pārraide		N;NOM;FEM;SG
iletim	pārvades	iletim	pārvade		N;NOM;FEM;PL
iletim	pārsūtīšana	iletim	pārsūtīšana		N;NOM;FEM;SG
hawks	vanagi	hawks	vanags	PROPN;NOM;SG;3	N;NOM;MASC;PL
beatles	beatles	beatles	beatle		N;NOM;FEM;PL
kumaş	audumu	kumaş	audums		N;ACC;MASC;SG
kumaş	audums	kumaş	audums		N;NOM;MASC;SG
kumaş	auduma	kumaş	audums		N;GEN;MASC;SG
kumaş	audums	kumaş	audums		N;NOM;MASC;SG
kumaş	drānas	kumaş	drāna		N;NOM;FEM;PL
kumaş	audumi	kumaş	audums		N;NOM;MASC;PL
reaksiyon	reakcija	reaksiyon	reakcija		N;NOM;FEM;SG
reaksiyon	reakcijas	reaksiyon	reakcija		N;NOM;FEM;PL
odak	koncentrēties	odak	koncentrēties		V;POS;REFL;NFIN
odak	uzmanība	odak	uzmanība		N;NOM;FEM;SG
düsseldorf	diseldorfas	düsseldorf	diseldorfa	PROPN;NOM;SG;3	PROPN;NOM;FEM;PL
ergenekon	ergenekon	ergenekon	ergenekon	N;NOM;SG;3	N;ESS;FEM;SG
verlag	verlag	verlag	verlag		N;NOM;FEM;SG
sınav	aptaujā	sınav	aptauja	N;NOM;SG;3	N;ESS;FEM;SG
sınav	eksāmeni	sınav	eksāmens	N;NOM;SG;3	N;NOM;MASC;PL
tarama	skenēšanas	tarama	skenēšana		N;NOM;FEM;PL
tarama	pārlūkošanas	tarama	pārlūkošana		N;NOM;FEM;PL
tarama	skenēšanas	tarama	skenēšana		N;NOM;FEM;PL
tüyleri	spalvas	tüy	spalva	ADJ;NOM;PL;3	N;NOM;FEM;PL
donetsk	doņeckas	donetsk	doņecka	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
evcil	pet	evcil	pet	N;NOM;SG;3	
evcil	tame	evcil	tame	N;NOM;SG;3	
nathan	neitans	nathan	neitans	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
kenneth	kenneth	kenneth	kenneth		
fisher	fišers	fishe	fišers		PROPN;NOM;MASC;SG
satürn	saturnu	satürn	saturna		N;ACC;MASC;SG
sorunlu	problemātiski	sorunlu	problemātiski		ADV
sorunlu	problemātisks	sorunlu	problemātisks		ADJ;NOM;MASC;SG
sorunlu	problemātiska	sorunlu	problemātiska		ADJ;NOM;FEM;SG
sorunlu	nemierīga	sorunlu	nemierīga		ADJ;NOM;FEM;SG
karesi	kvadrātveida	kare	kvadrātveida		
karesi	laukumā	kare	laukums		N;ESS;MASC;SG
komisyon	komisijas	komisyon	komisija		N;NOM;FEM;PL
komisyon	komisijas	komisyon	komisija		N;NOM;FEM;PL
komisyon	komisija	komisyon	komisija		N;NOM;FEM;SG
favori	favorīts	favori	favorīts		N;NOM;MASC;SG
favori	mīļākie	favori	mīļš		ADJ;NOM;CMPR;MASC;PL
favori	mīļākās	favori	mīļa		ADJ;NOM;CMPR;FEM;PL
favori	mīļākais	favori	mīļš		ADJ;NOM;CMPR;MASC;SG
favori	mīļākā	favori	mīļākā		ADJ;NOM;CMPR;FEM;SG
şef	pavārs	şef	pavārs		N;NOM;MASC;SG
şef	šefpavārs	şef	šefpavārs		N;NOM;MASC;SG
şef	priekšnieks	şef	priekšnieks		N;NOM;MASC;SG
vergisi	nodokļi	vergi	nodoklis	N;NOM;SG;3	N;NOM;MASC;PL
telgraf	telegrammu	telgraf	telegramma		N;ACC;FEM;SG
telgraf	telegrāfa	telgraf	telegrāfa		N;GEN;MASC;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
parsons	parsons	parsons	parsons		PROPN;NOM;MASC;SG
herkül	hērakls	herkül	hērakls		N;NOM;MASC;SG
ilim	zināšanas	ilim	zināšana		N;NOM;FEM;PL
bond	obligācija	bond	obligācija		N;NOM;FEM;SG
bond	obligācijas	bond	obligācija		N;NOM;FEM;PL
yuri	jurijs	yuri	jurijs		PROPN;NOM;MASC;SG
gözde	mīļākie	gözde	mīļš		ADJ;NOM;CMPR;MASC;PL
gözde	mīļākās	gözde	mīļa		ADJ;NOM;CMPR;FEM;PL
gözde	mīļākais	gözde	mīļš		ADJ;NOM;CMPR;MASC;SG
gözde	mīļākā	gözde	mīļākā		ADJ;NOM;CMPR;FEM;SG
tecrübe	pieredze	tecrübe	pieredze		N;NOM;FEM;SG
tecrübe	pieredzes	tecrübe	pieredze		N;NOM;FEM;PL
lahana	kāpostu	lahana	kāposts	N;NOM;SG;3	N;ACC;MASC;SG
lahana	kāposti	lahana	kāposts	N;NOM;SG;3	N;NOM;MASC;PL
lahana	kāposti	lahana	kāposts	N;NOM;SG;3	N;NOM;MASC;PL
lahana	kāposti	lahana	kāposts	N;NOM;SG;3	N;NOM;MASC;PL
andromeda	andromeda	androme	andromeds		N;NOM;MASC;SG
nokia	nokia	nokia	nokis		N
çiçekler	flowers	çiçek	flowers	N;NOM;PL;3	PROPN;NOM;MASC;SG
stargate	stargate	stargate	stargate		N;NOM;FEM;SG
gridcolor	gridcolor	gridco	gridcolor		N;MASC;SG
dalları	zarus	dal	zars	N;NOM;PL;3	N;ACC;MASC;PL
durak	apstājas	durak	apstāja		N;NOM;FEM;PL
durak	pieturas	durak	pieturēties		N;NOM;FEM;PL
stark	stark	stark	stark		
kızılötesi	infrasarkanās	kızılöte	infrasarkanās	N;NOM;SG;3	ADJ;NOM;FEM;PL
soğutma	dzesēšana	soğut	dzesēšana		N;NOM;FEM;SG
soğutma	dzesēšanas	soğut	dzesēšana		N;NOM;FEM;SG
momentum	impulsu	momentum	impulss	N;NOM;SG;3	N;ACC;MASC;SG
nereye	kur	nere	kur	PRO;DAT;SG;3	ADV
nereye	ja	nere	ja	PRO;DAT;SG;3	CONJ
step	step	step	step		
step	posms	step	posms		N;NOM;MASC;SG
step	soli	step	solis		N;ACC;MASC;SG
step	solis	step	solis		N;NOM;MASC;SG
inanılmaz	apbrīnojami	inan	apbrīnot	V;IPFV;IND;NEG;V.PTCP;PASS	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
inanılmaz	amazing	inan	amazings	V;IPFV;IND;NEG;V.PTCP;PASS	
inanılmaz	neticami	inan	neticami	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
inanılmaz	neticami	inan	neticami	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
damar	vēnās	damar	vēnīties		N;ESS;FEM;PL
damar	vēnā	damar	vēns		N;ESS;MASC;SG
damar	vēnas	damar	vēna		N;NOM;FEM;PL
damar	vēnu	damar	vēns		N;ACC;MASC;SG
rumen	rumāņu	rumen	rumānis		N;GEN;MASC;PL
rumen	rumānijas	rumen	rumānija		N;NOM;FEM;PL
mürettebat	apkalpei	mürettebat	apkalpe	N;NOM;SG;3	N;DAT;FEM;SG
mürettebat	apkalpes	mürettebat	apkalpe	N;NOM;SG;3	N;NOM;FEM;PL
riley	railija	riley	railija		N;NOM;FEM;SG
göreceli	relatīvais	gör	relatīvs		ADJ;NOM;MASC;SG
göreceli	radinieks	gör	radinieks		N;NOM;MASC;SG
göreceli	relatīvi	gör	relatīvi		ADV
göreceli	relatīvā	gör	relatīva		ADJ;NOM;FEM;SG
mercan	koraļļu	mercan	koraļļa		N;GEN;MASC;PL
lang	lang	lang	lang		
feminist	feministu	feminist	feminists		N;ACC;MASC;SG
organları	orgānus	organ	orgāns	N;NOM;PL;3	N;ACC;MASC;PL
organları	orgānu	organ	orgāns	N;NOM;PL;3	N;ACC;MASC;SG
doğumu	dzimšanas	doğum	dzimšana	N;ACC;SG;3	N;NOM;FEM;SG
doğumu	dzemdības	doğum	dzemdība	N;ACC;SG;3	N;NOM;FEM;PL
mühimmat	munīcija	mühimmat	munīcija		N;NOM;FEM;SG
mühimmat	munīcijas	mühimmat	munīcija		N;NOM;FEM;PL
mühimmat	munīcija	mühimmat	munīcija		N;NOM;FEM;SG
louise	luīze	loui	luīze	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG
galiçya	galicia	galiçya	galicis	N;NOM;SG;3	
ikmal	resupply	ikmal	resupply		
izlenen	uzraudzīta	izle	uzraudzīt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
stand	stāvēt	stand	stāvēt		V;POS;NFIN
notları	piezīmes	not	piezīme	N;ACC;PL;3	N;NOM;FEM;PL
notları	atzīmē	not	atzīmēt	N;ACC;PL;3	V;FH;IND;3;POS;PRS;FIN;ACT
notları	pakāpes	not	pakāpe	N;ACC;PL;3	N;NOM;FEM;PL
