през	poprzez	през	poprzez	ADP	
спечели	wygraj	спечеля	wygraić	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
спечели	wygrane	спечеля	wygrany	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG
спечели	won	спечеля	won	V;PFV;IND;SG;3;PST;FIN;ACT	
годишно	roczne	годишно	roczny	ADV	ADJ;NOM;NEUT;SG
годишно	roczna	годишно	roczny	ADV	ADJ;NOM;FEM;SG
годишно	coroczne	годишно	coroczny	ADV	ADJ;NOM;NEUT;SG
годишно	roczny	годишно	roczny	ADV	ADJ;NOM;MASC;SG
годишно	roczne	годишно	roczny	ADV	ADJ;NOM;NEUT;SG
годишно	roczna	годишно	roczny	ADV	ADJ;NOM;FEM;SG
връзката	połączenia	връзка	połączenie	N;DEF;FEM;SG	N;NOM;NEUT;PL
дела	della	дело	dell	N;INDF;NEUT;PL	
услуги	usług	услуга	usługa	N;INDF;FEM;PL	V;IPFV;IND;PL;FIN;ACT
услуги	służba	услуга	służba	N;INDF;FEM;PL	N;NOM;FEM;SG
услуги	obsługa	услуга	obsługa	N;INDF;FEM;PL	N;NOM;FEM;SG
услуги	serwis	услуга	serwis	N;INDF;FEM;PL	N;NOM;MASC;SG
теорията	teorie	теория	teoria	N;DEF;FEM;SG	N;NOM;FEM;PL
направен	wykonane	направя-(се)	wykonać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
направен	made	направя-(се)	mada	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
направен	zrobione	направя-(се)	zrobić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
мерки	miary	мярка	miara	N;INDF;FEM;PL	
качеството	jakości	качество	jakość	N;DEF;NEUT;SG	
граници	ograniczenia	граница	ograniczenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
жертви	ofiar	жертва	ofiara	N;INDF;FEM;PL	
жертви	ofiar	жертва	ofiara	N;INDF;FEM;PL	
жертви	ofiarą	жертва	ofiara	N;INDF;FEM;PL	N;INS;FEM;SG
жертви	ofiara	жертва	ofiara	N;INDF;FEM;PL	N;NOM;FEM;SG
древна	starożytnych	древен	starożytny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
древна	starożytni	древен	starożytnia	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
опити	prób	опит	prób	N;INDF;MASC;PL	
опити	próby	опит	próba	N;INDF;MASC;PL	
опити	próby	опит	próba	N;INDF;MASC;PL	
пада	falls	падам-(се)	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG
пада	wodospad	падам-(се)	wodospad	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG
стивън	stephen	стивън	stephen	PROPN;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
стивън	stefan	стивън	stefan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
стивън	stephena	стивън	stephen	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
стивън	stevena	стивън	steryn	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
стивън	steven	стивън	steven	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
любовта	love	любов	lova	N;DEF;FEM;SG	
любовта	kocham	любов	kochać	N;DEF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
местен	miejscowa	местя-(се)	miejscowy	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
местен	lokalny	местя-(се)	lokalny	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
местен	lokalna	местя-(се)	lokalny	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
местен	lokalne	местя-(се)	lokalny	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
местен	miejscowy	местя-(се)	miejscowy	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
местен	lokalnych	местя-(се)	lokalny	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL
нужда	potrzebuje	нужда	potrzebować	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
нужда	potrzeba	нужда	potrzeba	N;INDF;FEM;SG	V;IND;PRS;FIN
нужда	potrzebna	нужда	potrzebny	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
нужда	potrzebuję	нужда	potrzebować	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
нужда	potrzebny	нужда	potrzebny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
перник	pernik	перник	pernik	PROPN;INDF;MASC;SG	
пирин	pirin	пирин	pirin	N;INDF;MASC;SG	
музикална	musical	музикален	musical	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
североизточна	northeastern	североизточен	northeasterny	ADJ;INDF;FEM;SG	
четвърти	czwarte	четвърти	czwarty	ADJ;INDF;MASC;SG	
четвърти	czwarta	четвърти	czwarty	ADJ;INDF;MASC;SG	
барабани	beczka	барабам	beczka	N;INDF;MASC;PL	N;NOM;FEM;SG
барабани	bęben	барабам	bęben	N;INDF;MASC;PL	N;NOM;MASC;SG
определят	określić	определям-(се)	określić	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
желание	pragnienia	желание	pragnienie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
желание	życzymy	желание	życzyć	N;INDF;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
желание	życzy	желание	życzyć	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
желание	życzę	желание	życzyć	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
мъж	męskie	мъж	męski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
мъж	męska	мъж	męski	N;INDF;MASC;SG	
мъж	męski	мъж	męski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
мъж	man	мъж	mana	N;INDF;MASC;SG	
въоръжена	uzbrojone	въоръжа	uzbroić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
въоръжена	uzbrojona	въоръжа	uzbroić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
въоръжена	uzbrojeni	въоръжа	uzbroić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
въоръжена	uzbrojony	въоръжа	uzbroić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
наши	nasz	наш	nasz	DET;INDF;PL;1	DET;NOM;MASC;SG;1
наши	nasza	наш	nasz	DET;INDF;PL;1	DET;NOM;FEM;SG;1
наши	nasze	наш	nasz	DET;INDF;PL;1	DET;NOM;NEUT;SG;1
еквадор	ekwador	еквадор	ekwador	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
баден	baden	баден	baden	PROPN;INDF;MASC;SG	
казахстан	kazachstanu	казахстан	kazachstan	PROPN;INDF;MASC;SG	N;GEN;MASC;SG
правилата	reguły	правило	reguła	N;DEF;NEUT;PL	
реал	real	реал	real	PROPN;INDF;MASC;SG	
реал	prawdziwy	реал	prawdziwy	PROPN;INDF;MASC;SG	ADJ;NOM;MASC;SG
реал	prawdziwe	реал	prawdziwy	PROPN;INDF;MASC;SG	ADJ;NOM;NEUT;SG
добрич	dobricz	добрич	dobricz	N;INDF;MASC;SG	
избрани	wybrany	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
избрани	wybrano	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
избрани	wybrane	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избрани	wybrani	избера	wybrany	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
избрани	wybrana	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
избрани	wybrany	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
избрани	zaznaczone	избера	zaznaczyć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избрани	wybrane	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избрани	wybrana	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
избрани	wybrano	избера	wybrać	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
шотландия	szkocja	шотландия	szkocja	N;INDF;FEM;SG	
шотландия	szkocji	шотландия	szkocja	N;INDF;FEM;SG	PROPN;GEN;FEM;SG
каролина	carolina	каролина	carolina	N;INDF;FEM;SG	
каролина	karolina	каролина	karolin	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
софтуер	software	софтуер	softwary	N;INDF;MASC;SG	
смит	smitha	смит	smith	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
смит	smith	смит	smith	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
освободен	zwolnione	освободя-(се)	zwolnić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
освободен	wydane	освободя-(се)	wydać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
освободен	wydany	освободя-(се)	wydać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
освободен	zwolniony	освободя-(се)	zwolnić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
освободен	wydana	освободя-(се)	wydać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
освободен	wyzwolony	освободя-(се)	wyzwolić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
пазарджик	odessie	пазарджик	odessać	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
командване	komenda	командване	komenda	N;INDF;NEUT;SG	
допълнително	dalszy	допълнително	daleki	ADV	ADJ;NOM;CMPR;MASC;SG
допълнително	dalsze	допълнително	daleki	ADV	ADJ;NOM;CMPR;NEUT;SG
допълнително	dodatkowa	допълнително	dodatkowy	ADV	ADJ;NOM;FEM;SG
допълнително	dodatkowe	допълнително	dodatkowy	ADV	ADJ;NOM;NEUT;SG
допълнително	dodatkowy	допълнително	dodatkowy	ADV	ADJ;NOM;MASC;SG
допълнително	dodatkowa	допълнително	dodatkowy	ADV	ADJ;NOM;FEM;SG
допълнително	ekstra	допълнително	ekstra	ADV	
допълнително	dodatkowe	допълнително	dodatkowy	ADV	ADJ;NOM;NEUT;SG
допълнително	dodatkowy	допълнително	dodatkowy	ADV	ADJ;NOM;MASC;SG
допълнително	extra	допълнително	extra	ADV	
наем	dzierżawa	наем	dzierżawać	N;INDF;MASC;SG	
състезание	rasy	състезание	rasa	N;INDF;NEUT;SG	N;ACC;FEM;PL
състезание	race	състезание	raka	N;INDF;NEUT;SG	
състезание	zawody	състезание	zawód	N;INDF;NEUT;SG	N;NOM;MASC;PL
състезание	zawody	състезание	zawód	N;INDF;NEUT;SG	N;NOM;MASC;PL
уелс	walii	уелс	wala	PROPN;INDF;MASC;SG	
уелс	wells	уелс	wells	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
свири	graj	свиря	graj	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
свири	zagraj	свиря	zagrać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
свири	play	свиря	pla	V;IPFV;IND;SG;3;PRS;FIN;ACT	
атанасов	atanasow	атанасов	atanasow	PROPN;INDF;MASC;SG	
окончателно	ostateczny	окончателно	ostateczny	ADV	ADJ;NOM;MASC;SG
окончателно	ostateczna	окончателно	ostateczny	ADV	ADJ;NOM;FEM;SG
окончателно	finał	окончателно	finał	ADV	N;NOM;MASC;SG
окончателно	ostateczne	окончателно	ostateczny	ADV	ADJ;NOM;NEUT;SG
окончателно	końcowe	окончателно	końcowy	ADV	ADJ;NOM;NEUT;SG
окончателно	ostateczny	окончателно	ostateczny	ADV	ADJ;NOM;MASC;SG
окончателно	ostateczne	окончателно	ostateczny	ADV	ADJ;NOM;NEUT;SG
албрехт	albrecht	албрехт	albrecht	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
източен	wschodnie	източа-(се)	wschodni	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
източен	wschód	източа-(се)	wschód	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;MASC;SG
източен	wschodni	източа-(се)	wschodni	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
източен	wschodniej	източа-(се)	wschodni	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;GEN;FEM;SG
източен	wschodnia	източа-(се)	wschodnia	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
тежко	heavy	тежко	heav	ADV	
тежко	ciężkie	тежко	ciężki	ADV	ADJ;NOM;NEUT;SG
тежко	ciężki	тежко	ciężki	ADV	ADJ;NOM;MASC;SG
тежко	ciężka	тежко	ciężka	ADV	ADJ;NOM;FEM;SG
ръководство	ręczne	ръководство	ręczny	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
ръководство	ręczna	ръководство	ręczny	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
събират	zebrać	събирам-(се)	zebrać	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
ефект	efekty	ефект	efekt	N;INDF;MASC;SG	N;NOM;MASC;PL
ефект	skutki	ефект	skutek	N;INDF;MASC;SG	N;NOM;MASC;PL
кърджали	kyrdżali	кърджа	kyrdżać	N;INDF;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
основано	założone	основа	założyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
основано	założony	основа	założyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
основано	założona	основа	założyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
клон	gałęzi	клон	gałąź	N;INDF;MASC;SG	N;GEN;FEM;PL
клон	branch	клон	branch	N;INDF;MASC;SG	
принуден	zmuszony	принудя-(се)	zmusić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
принуден	zmuszeni	принудя-(се)	zmusić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;PL;PST;FIN;ACT
трето	trzecia	трето	trzeci	ADV	ADJ;NOM;FEM;SG
трето	trzeci	трето	trzeci	ADV	ADJ;NOM;MASC;SG
трето	trzecie	трето	trzeci	ADV	
конференция	konferencje	конференция	konferencja	N;INDF;FEM;SG	N;NOM;FEM;PL
ранни	wczesny	ранна	wczesny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
ранни	wczesna	ранна	wczesny	ADJ;INDF;PL	
ранни	wcześnie	ранна	wcześnie	ADJ;INDF;PL	ADV
ранни	wczesne	ранна	wczesny	ADJ;INDF;PL	
съдържат	zawiera	съдържам-(се)	zawierać	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
сергей	siergiej	сергей	siergi	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
сергей	siergiej	сергей	siergi	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
лечение	obróbka	лечение	obróbka	N;INDF;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
продукт	produkty	продукт	produkt	N;INDF;MASC;SG	N;NOM;MASC;PL
качване	wrzucam	качване	wrzucać	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
качване	prześlij	качване	przesłać	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
мала	mala	мала	mala	PROPN;INDF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
опера	opera	опера	opera	N;INDF;FEM;SG	
опера	opery	опера	opera	N;INDF;FEM;SG	
опера	operze	опера	operz	N;INDF;FEM;SG	
изграждане	budowa	изграждане	budowa	N;INDF;NEUT;SG	
изграждане	zbudować	изграждане	zbudować	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
изграждане	budować	изграждане	budować	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
социални	społeczna	социален	społeczny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
социални	towarzyskie	социален	towarzyski	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
социални	społeczne	социален	społeczny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
социални	socjalna	социален	socjalny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
социални	społeczny	социален	społeczny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
социални	społecznego	социален	społeczny	ADJ;INDF;PL	ADJ;ACC;MASC;SG
бяло	biel	бял	biel	ADV	
бяло	biał	бял	biać	ADV	PROPN;NOM;MASC;SG
бяло	white	бял	whita	ADV	
бяло	biała	бял	biały	ADV	ADJ;NOM;FEM;SG
бяло	biały	бял	biały	ADV	
професионален	zawodowych	професионален	zawodowy	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
професионален	profesjonalnie	професионален	profesjonalnie	ADJ;INDF;MASC;SG	ADV
професионални	zawodowe	професионален	zawodowy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
професионални	profesjonalne	професионален	profesjonalny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
професионални	profesjonalna	професионален	profesjonalny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
професионални	profesjonalny	професионален	profesjonalny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
професионални	profesjonalnie	професионален	profesjonalnie	ADJ;INDF;PL	ADV
почетен	honorowym	почетен	honorowy	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INS;MASC;SG
почетен	honorowe	почетен	honorowy	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
почетен	honorowy	почетен	honorowy	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
почетен	zaszczyt	почетен	zaszczyt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;ACC;MASC;SG
василий	wasilij	василие	wasilać	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
цял	całość	цял	całość	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
цял	cał	цял	cał	ADJ;INDF;MASC;SG	ADV
марка	brand	марка	brand	N;INDF;FEM;SG	
марка	marka	марка	marka	N;INDF;FEM;SG	
оркестър	band	оркестър	band	N;INDF;MASC;SG	
звезди	gwiazd	звезда	gwiazd	N;INDF;FEM;PL	
звезди	gwiazdki	звезда	gwiazdka	N;INDF;FEM;PL	N;NOM;FEM;SG
звезди	gwiazdek	звезда	gwiazdek	N;INDF;FEM;PL	N;ACC;FEM;SG
направени	wykonane	направя-(се)	wykonać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
направени	made	направя-(се)	mada	V;PFV;INDF;PL;V.PTCP;PASS	
направени	zrobione	направя-(се)	zrobić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
направени	poniesionych	направя-(се)	ponieść	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
направени	poniesione	направя-(се)	ponieść	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
даде	dały	дам-(се)	dać	V;PFV;IMP;SG;2;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
даде	dał	дам-(се)	dać	V;PFV;IMP;SG;2;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
съпруг	mężu	съпруг	mąż	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
съпруг	maz	съпруг	maza	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
шампионат	championships	шампионат	championships	N;INDF;MASC;SG	
шампионат	mistrzostwa	шампионат	mistrzostwa	N;INDF;MASC;SG	N;NOM;NEUT;PL
шампионат	championship	шампионат	championship	N;INDF;MASC;SG	
шампионат	mistrzostw	шампионат	mistrzostwa	N;INDF;MASC;SG	N;GEN;NEUT;PL
молдова	mołdawii	молдова	mołdawia	PROPN;INDF;FEM;SG	N;GEN;FEM;SG
молдова	mołdawia	молдова	mołdawiać	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
юнайтед	zjednoczone	юнайтед	zjednoczyć	N;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
юнайтед	united	юнайтед	united	N;INDF;MASC;SG	
юнайтед	zjednoczona	юнайтед	zjednoczyć	N;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
юнайтед	zjednoczeni	юнайтед	zjednoczyć	N;INDF;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
юнайтед	zjednoczonych	юнайтед	zjednoczyć	N;INDF;MASC;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
научен	naukowa	научен	naukowy	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
храни	żywności	храна	żywność	N;INDF;FEM;PL	N;GEN;FEM;SG
храни	pokarm	храна	pokarm	N;INDF;FEM;PL	N;NOM;MASC;SG
храни	żywność	храна	żywność	N;INDF;FEM;PL	N;NOM;FEM;SG
храни	jedzenie	храна	jedzenie	N;INDF;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
храни	pasza	храна	pasz	N;INDF;FEM;PL	
храни	paszy	храна	pasz	N;INDF;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
храни	pasz	храна	pasz	N;INDF;FEM;PL	
храни	żywności	храна	żywność	N;INDF;FEM;PL	N;GEN;FEM;SG
храни	żywność	храна	żywność	N;INDF;FEM;PL	N;NOM;FEM;SG
храни	żywi	храна	żywić	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
пощенски	pocztowych	пощенски	pocztowy	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
кения	kenii	кен	kenia	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
познат	znani	познат	znany	N;INDF;MASC;SG	N;NOM;MASC;PL
познат	znany	познат	znany	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
познат	znana	познат	znany	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
познат	znane	познат	znać	N;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
познат	znajome	познат	znajomy	N;INDF;MASC;SG	
въздуха	air	въздух	air	N;DEF;MASC;SG	
двора	quad	двор	quad	N;DEF;MASC;SG	
марица	maritza	марица	maritza	N;INDF;FEM;SG	
франк	frank	франк	frank	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
франк	franka	франк	franek	PROPN;INDF;MASC;SG	
скали	urwiska	скала	urwisko	N;INDF;FEM;PL	
скали	skała	скала	skała	N;INDF;FEM;PL	N;NOM;FEM;SG
скали	kamień	скала	kamień	N;INDF;FEM;PL	N;NOM;MASC;SG
скали	rock	скала	rock	N;INDF;FEM;PL	
косово	kosowo	косово	kosowo	PROPN;INDF;NEUT;SG	
косово	kosowa	косово	kosowy	PROPN;INDF;NEUT;SG	
стени	ścian	стена	ściana	N;INDF;FEM;PL	
питър	piotra	питър	piotr	PROPN;INDF;MASC;SG	
питър	peter	питър	peter	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
питър	piotruś	питър	piotruś	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
питър	piotrze	питър	piotr	PROPN;INDF;MASC;SG	N;VOC;MASC;SG
питър	piotr	питър	piotr	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
венеция	wenecji	венеция	wenecja	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
замък	zamek	замък	zamek	N;INDF;MASC;SG	
замък	castle	замък	castło	N;INDF;MASC;SG	
замък	zamku	замък	zamek	N;INDF;MASC;SG	
пиер	przystań	пиер	przystać	PROPN;INDF;MASC;SG	
пиер	pier	пиер	pier	PROPN;INDF;MASC;SG	
пиер	molo	пиер	molo	PROPN;INDF;MASC;SG	
пиер	pierre	пиер	pierre	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
редактори	wydawcy	редактор	wydawca	N;INDF;MASC;PL	N;NOM;MASC;SG
любомир	ljubomir	любомир	ljubomir	N;INDF;MASC;SG	N;DAT;MASC;PL
фондация	foundation	фондация	foundation	N;INDF;FEM;SG	
китайски	chińczyk	китайски	chińczyk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
китайски	chiny	китайски	chiny	ADJ;INDF;MASC;SG	
китайски	chińskich	китайски	chiński	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
риба	ryby	риба	ryba	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
риба	ryb	риба	ryb	N;INDF;FEM;SG	
риба	rybki	риба	rybka	N;INDF;FEM;SG	N;ACC;FEM;PL
поставени	umieszczone	поставя-(се)	umieścić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
поставени	umieszczona	поставя-(се)	umieścić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
поставени	umieszczony	поставя-(се)	umieścić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
долина	doliny	долина	dolina	N;INDF;FEM;SG	
долина	valley	долина	valley	N;INDF;FEM;SG	
долина	dolina	долина	dolinać	N;INDF;FEM;SG	
долина	dolinie	долина	dolin	N;INDF;FEM;SG	
следваща	następna	следвам	następny	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	
частично	częściowa	частичен	częściowy	ADV	ADJ;NOM;FEM;SG
частично	częściowy	частичен	częściowy	ADV	ADJ;NOM;MASC;SG
частично	częściowe	частичен	częściowy	ADV	ADJ;NOM;NEUT;SG
числа	cyfry	число	cyfra	N;INDF;NEUT;PL	
