luhur	yüce	luhur	yüce	N	
kesimpulan	sonuçlara	kesimpulan	sonuç	N;SG	N;DAT;PL;3
kesimpulan	sonuç	kesimpulan	sonuç	N;SG	
penggambaran	tasvir	pengambaran	tasvir	N;SG	
penggambaran	tasvirleri	pengambaran	tasvir	N;SG	N;NOM;PL;3
nuh	noah	nuh	noah	PROPN	
nuh	nuh	nuh	nuh	PROPN	
menyembuhkan	iyileştirir	mensembuhkan	iyileş	V;SG;ACT	V;IPFV;IND;SG;3;POS;CAUS
menyembuhkan	tedavi	mensembuhkan	tedavi	V;SG;ACT	N;NOM;SG;3
menyembuhkan	derman	mensembuhkan	derman	V;SG;ACT	
eye	göz	eye	göz	PROPN	N;NOM;SG;3
eye	gözü	eye	göz	PROPN	N;NOM;SG;3
eye	gözün	eye	göz	PROPN	N;GEN;SG;3
kebijaksanaan	hikmet	kebijaksanaan	hikmet	N;SG	
runtuh	çökmüş	runtuh	çök	;SG	V;PFV;NFH;IND;SG;3;POS;PST
runtuh	çöktü	runtuh	çök	;SG	V;PFV;IND;SG;3;POS;PST
striker	striker	striker	strik	N;SG	
rita	rita	rita	rita	PROPN	
ringkasan	özet	ringkasan	özet	N;SG	
wwe	wwe	wwe	wwe	PROPN	
perkemahan	kamp	perkemahan	kamp	N	
biologis	biyolojik	biologis	biyolojik	N;SG	
persemakmuran	commonwealth	persemakmuran	commonwealth	N	PROPN;NOM;SG;3
persemakmuran	cumhuriyet	persemakmuran	cumhuriyet	N	
inside	içi	inside	iç	PROPN	
inside	içeride	inside	içeri	PROPN	N;ESS;SG;3
inside	içinde	inside	içinde	PROPN	ADV
inside	içerde	inside	içeri	PROPN	N;ESS;SG;3
lie	yalan	lie	yalan	PROPN	
kate	kate	kate	kate	PROPN	
sms	mesajlar	sms	mesaj	PROPN	N;NOM;PL;3
sms	sms	sms	sms	PROPN	
sms	yazı	sms	yazı	PROPN	
sms	mesaj	sms	mesaj	PROPN	
sms	metin	sms	metin	PROPN	
kurt	kurt	kurt	kurt	PROPN	
kurt	kürt	kurt	kürt	PROPN	
andré	andre	andré	andre	PROPN	
andré	andré	andré	andré	PROPN	
pemujaan	tarikat	penpujaan	tarikat	N;SG	
pemujaan	mezhep	penpujaan	mezhep	N;SG	
dallas	dallas	dallas	dallas	PROPN	PROPN;NOM;SG;3
diperluas	uzun	diperluas	uzun	V;SG;PASS	ADJ
terganggu	yarıda	terganggu	yarı	V;SG;PASS	N;ESS;SG;3
terganggu	rahatsız	terganggu	rahatsız	V;SG;PASS	ADJ
terganggu	rahatsız	terganggu	rahatsız	V;SG;PASS	ADJ
kutukan	lanet	kutukan	lanet	N;SG	
add	ekleyin	add	ekle	PROPN	V;PFV;IMP;PL;2;POS;PRS
add	ekle	add	ekil	PROPN	
add	ekleme	add	ekle	PROPN	
perundingan	konuşuyor	penrundingan	konuş	N;SG	V;PROG;IND;SG;3;POS;INFM;PRS
perundingan	konuşur	penrundingan	konuş	N;SG	
perundingan	müzakerelerin	penrundingan	müzakere	N;SG	N;GEN;PL;3
perundingan	müzakereler	penrundingan	müzakere	N;SG	N;NOM;PL;3
perundingan	görüşme	penrundingan	görüşme	N;SG	
temuan	bulur	temuan	bul	N;SG	V;IPFV;IND;SG;3;POS
temuan	buluyor	temuan	bul	N;SG	V;PROG;IND;SG;3;POS;INFM;PRS
temuan	bulgular	temuan	bulgu	N;SG	N;NOM;PL;3
temuan	keşfi	temuan	keşif	N;SG	
temuan	keşif	temuan	keşif	N;SG	
pentas	sahne	pentas	sahne	N	
antarmuka	arayüzleri	antarmuka	arayüz	N;SG	N;ACC;PL;3
petang	aksam	petang	aksam	N;SG	
petang	akşamlar	petang	akşam	N;SG	N;NOM;PL;3
earl	earl	earl	earl	PROPN	
earl	reis	earl	reis	PROPN	
aditya	amelia	aditya	amelia	PROPN	PROPN;NOM;SG;3
aditya	aditya	aditya	aditya	PROPN	N;NOM;SG;3
diagram	grafik	diagram	grafik	N;SG	
diagram	diyagramlar	diagram	diyagram	N;SG	N;NOM;PL;3
tempuh	emilia	tempuh	emilia	N;SG;ACT	PROPN;NOM;SG;3
transfermarkt	transfermarkt	transfermarkt	transfermarkt	PROPN	
elektro	elektro	elektro	elektro	N;SG	
elektro	elektrikli	elektro	elektrikli	N;SG	
sandi	parola	sandi	parol	N;SG	
sandi	şifreler	sandi	şifre	N;SG	N;NOM;PL;3
administrator	yöneticiler	administrator	yönetici	N;SG	N;NOM;PL;3
administrator	yöneticileri	administrator	yönetici	N;SG	N;NOM;PL;3
administrator	yönetici	administrator	yönetici	N;SG	
mewarisi	kalıtsal	menwarisi	kalıtsal	V;SG;ACT	ADJ
lutheran	lutheran	lutheran	luther	N	PROPN;NOM;SG;3
iucn	iucn	iucn	iucn	PROPN	
kental	yoğunlaştırılmış	kental	yoğunlaş	ADJ;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
neil	neil	neil	neil	PROPN	
susah	zor	susah	zor	ADJ;SG	
susah	zoru	susah	zoru	ADJ;SG	
susah	sert	susah	sert	ADJ;SG	
susah	zor	susah	zor	ADJ;SG	
susah	zordur	susah	zor	ADJ;SG	
susah	zordu	susah	zor	ADJ;SG	
defense	defans	defense	defans	PROPN	N;NOM;SG;3
defense	savunma	defense	savun	PROPN	
pena	pen	pena	pen	PROPN;SG	
pena	kalem	pena	kalem	PROPN;SG	
pena	kalemleri	pena	kalem	PROPN;SG	N;ACC;PL;3
pena	kalemler	pena	kalem	PROPN;SG	N;NOM;PL;3
gaza	gazze	gaza	gazze	PROPN	
gaza	gaza	gaza	gaza	PROPN	
dilepaskan	serbest	dilepaskan	serbest	V;SG;PASS	
dilepaskan	müstakil	dilepaskan	müstakil	V;SG;PASS	N;NOM;SG;3
colorado	colorado	colorado	color	PROPN	PROPN;NOM;SG;3
aston	aston	aston	aston	PROPN	
penomoran	sayıları	pennomoran	say	N;SG	N;ACC;PL;3
upper	üst	upper	üst	PROPN	
mediterania	akdeniz	mediterania	akdeniz	N;SG	
amanda	amanda	amanda	aman	PROPN	
adventure	macera	adventure	macera	N	
ketegangan	gerilim	ketegangan	gerilim	N;SG	
ketegangan	tansiyon	ketegangan	tansiyon	N;SG	
ketegangan	gerilim	ketegangan	gerilim	N;SG	
sara	sara	sara	sara	PROPN	
yuki	yuki	yuki	yuki	PROPN;SG	
petir	yıldırım	petir	yıldırım	N;SG	
petir	şimşek	petir	şimşek	N;SG	
petir	thunder	petir	thunder	N;SG	
petir	yıldırım	petir	yıldırım	N;SG	
petir	şimşek	petir	şimşek	N;SG	
janeiro	janeiro	janeiro	janeiro	PROPN	PROPN;NOM;SG;3
glenn	glenn	glenn	glen	PROPN	
movies	filmler	movies	film	PROPN	N;NOM;PL;3
movies	film	movies	film	PROPN	
movies	sinema	movies	sine	PROPN	N;NOM;SG;3
eka	eka	eka	eka	PROPN	
menantang	meydan	mentantang	meydan	V;SG;ACT	
menantang	zorlayıcı	mentantang	zorlayıcı	V;SG;ACT	
menantang	zorlu	mentantang	zorlu	V;SG;ACT	
alberto	alberto	alberto	alberto	PROPN	PROPN;NOM;SG;3
sex	seks	sex	seks	PROPN	
sex	cinsellik	sex	cinsellik	PROPN	N;NOM;SG;3
sex	sex	sex	sex	PROPN	
edge	kenar	edge	kenar	PROPN	
edge	edge	edge	edge	PROPN	
wide	geniş	wide	geniş	PROPN	ADJ
beatles	beatles	beatles	beatles	PROPN	
isaac	isaac	isaac	isaac	PROPN	
isaac	ishak	isaac	ishak	PROPN	
alfonso	alfonso	alfonso	alfonso	PROPN	PROPN;NOM;SG;3
nhk	nhk	nhk	nhk	PROPN	
desainer	tasarımcılar	desainer	tasarımcı	N;SG	N;NOM;PL;3
desainer	tasarım	desainer	tas	N;SG	
desainer	tasarımcı	desainer	tasarımcı	N;SG	
kecerdasan	zekâ	kecerdasan	zekâ	N;SG	
kecerdasan	zeka	kecerdasan	zeka	N;SG	
kecerdasan	istihbarat	kecerdasan	istihbarat	N;SG	
kecerdasan	zeki	kecerdasan	zeki	N;SG	
kecerdasan	akıllı	kecerdasan	akıllı	N;SG	
talang	olukları	talang	oluk	PROPN;SG;ACT	N;ACC;PL;3
modul	modülleri	modul	modül	N;SG	N;NOM;PL;3
modul	modül	modul	modül	N;SG	
redir	redir	redir	redir	PROPN	
kecewa	üzgün	kecewa	üzgün	ADJ;SG	
kecewa	üzdü	kecewa	üz	ADJ;SG	V;PFV;IND;SG;3;POS;PST
yunus	yunus	yunus	yunus	PROPN	
yunus	yunus	yunus	yunus	PROPN	
yunus	jonah	yunus	jonah	PROPN	
vandalisme	vandalizm	vandalisme	vandalizm	N;SG	
indie	bağımsız	indie	bağımsız	PROPN	
zealand	zelanda	zealand	zelan	PROPN	PROPN;NOM;SG;3
bishop	piskopos	bishop	piskopos	PROPN	
bishop	bishop	bishop	bishop	PROPN	PROPN;NOM;SG;3
bishop	fil	bishop	fil	PROPN	
emmy	emmy	emmy	emmy	PROPN	
tinju	yumruklar	tinju	yumruk	N;SG	ADJ;NOM;PL;3
tinju	boks	tinju	boks	N;SG	
tinju	yumruk	tinju	yumruk	N;SG	
tinju	yumruğu	tinju	yumruk	N;SG	ADJ;ACC;SG;3
pns	alçakgönüllü	pns	alçakgönüllü	N;SG	ADJ
pns	mütevazı	pns	mütevazı	N;SG	
pns	mütevazi	pns	mütevazi	N;SG	ADJ
facto	facto	facto	facto	PROPN	
fortune	servet	fortune	servet	PROPN	
fortune	talih	fortune	talih	PROPN	
saudari	kardeşler	saudari	kardeş		N;NOM;PL;3
saudari	rahibeler	saudari	rahibe		N;NOM;PL;3
saudari	abla	saudari	abla		N;NOM;SG;3
yamato	yamato	yamato	yamato	PROPN	PROPN;NOM;SG;3
manufaktur	üretici	manufaktur	üretici	N	
manufaktur	imalat	manufaktur	imalat	N	
manufaktur	imalatı	manufaktur	imalat	N	
manufaktur	üretim	manufaktur	üretim	N	
manufaktur	üretici	manufaktur	üretici	N	
syah	şah	syah	şah	PROPN	
potret	portre	potret	portre	N;SG	
potret	dikey	potret	dikey	N;SG	
potret	portreler	potret	portre	N;SG	N;NOM;PL;3
propaganda	propaganda	propaganda	propaganda	N;SG	
mempercepat	hızlan	menpercepat	hız	V;SG;ACT	
mempercepat	hızlandırmak	menpercepat	hızlan	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
sofia	sofia	sofia	sofia	PROPN	
sofia	sofya	sofia	sofya	PROPN	
geng	geng	geng	geng	N;SG	
geng	çete	geng	çete	N;SG	
geng	çeteler	geng	çete	N;SG	N;NOM;PL;3
geng	çeteleri	geng	çete	N;SG	N;ACC;PL;3
suster	kız	suster	kız	N	
suster	bacım	suster	baç	N	
suster	rahibe	suster	rahip	N	
suster	kardeş	suster	kardeş	N	
nana	nana	nana	nan	PROPN	
nana	nine	nana	nine	PROPN	
nana	nanna	nana	nanna	PROPN	
mengejutkan	şaşırtıcı	menkejutkan	şaşırtıcı	V;SG;ACT	
mengejutkan	şok	menkejutkan	şok	V;SG;ACT	
memutar	dönüşümlü	menputar	dönüşümlü	V;SG;ACT	
memutar	çalma	menputar	çal	V;SG;ACT	
memutar	oynatma	menputar	oyna	V;SG;ACT	V;PFV;IMP;SG;2;NEG;PRS;CAUS
memutar	döndürme	menputar	dön	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
memutar	çevir	menputar	çevir	V;SG;ACT	
maps	harita	maps	harit	PROPN	N;NOM;SG;3
maps	haritalar	maps	harita	PROPN	N;NOM;PL;3
maps	haritaları	maps	harita	PROPN	N;NOM;PL;3
beracun	zehirli	berracun	zehirli	V;SG;ACT	
beracun	toksik	berracun	toksik	V;SG;ACT	
beracun	zehirli	berracun	zehirli	V;SG;ACT	
joon	joon	joon	joon	PROPN	
fighter	savaşçı	fighter	savaşçı	N	
geometri	geometri	geometri	geometri	N	
kiev	kiev	kiev	kiev	PROPN	PROPN;NOM;SG;3
kiev	kiev	kiev	kiev	PROPN	PROPN;NOM;SG;3
gaji	ücret	gaji	ücret	N;SG	
gaji	maaş	gaji	maaş	N;SG	
gaji	maaş	gaji	maaş	N;SG	
kosta	costa	kosta	costa	PROPN	PROPN;NOM;SG;3
kosta	kosta	kosta	kos	PROPN	PROPN;NOM;SG;3
kosta	kosta	kosta	kos	PROPN	PROPN;NOM;SG;3
diarahkan	yöneten	diarahkan	yönet	V;SG;PASS	
diarahkan	yönetmen	diarahkan	yönetmen	V;SG;PASS	
diarahkan	yönlendirdim	diarahkan	yönle	V;SG;PASS	V;PFV;IND;SG;1;POS;PST;CAUS
bibir	dudak	bibir	dudak	PROPN;SG	
bibir	dudaklar	bibir	dudak	PROPN;SG	N;NOM;PL;3
bibir	dudak	bibir	dudak	PROPN;SG	
bibir	lip	bibir	lip	PROPN;SG	
hamburg	hamburg	hamburg	hamburg	PROPN	PROPN;NOM;SG;3
lada	biber	lada	biber	N;SG	
lada	lada	lada	lada	N;SG	PROPN;NOM;SG;3
dikategorikan	kategorize	dikategorikan	kategoriz	V;SG;PASS	
pengurangan	kazı	penkurangan	kazı	N;SG	
pengurangan	azalma	penkurangan	azal	N;SG	
pengurangan	azaltma	penkurangan	azal	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
pengurangan	çıkarma	penkurangan	çıkarma	N;SG	
agnes	agnes	agnes	agnes	PROPN	
menyumbangkan	katkıda	mensumbangkan	katkı	V;SG;ACT	N;ESS;SG;3
ontario	ontario	ontario	ontario	PROPN	PROPN;NOM;SG;3
anggun	zarif	anggun	zarif	ADJ;SG	
anggun	zarif	anggun	zarif	ADJ;SG	
inspektur	müfettiş	inspektur	müfettiş	N	
inspektur	başkomiser	inspektur	başkomiser	N	
inspektur	müfettiş	inspektur	müfettiş	N	
genetika	genetik	genetika	genetik	N;SG	
genetika	genetik	genetika	genetik	N;SG	
globalisasi	küreselleşme	globalisasi	küreselleş	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
ricardo	ricardo	ricardo	ricardo	PROPN	
sedan	sedan	sedan	sedan	N;SG	PROPN;NOM;SG;3
sedan	sedan	sedan	sedan	N;SG	PROPN;NOM;SG;3
erwin	erwin	erwin	erwin	PROPN	PROPN;NOM;SG;3
spanish	ispanyollar	spanish	ispanyol	PROPN	N;NOM;PL;3
spanish	ispanyol	spanish	ispanyol	PROPN	
spanish	ispanyolca	spanish	ispanyolca	PROPN	
dec	aralık	dec	aralık		N;NOM;SG;3
somerset	somerset	somerset	somerset	PROPN	V;IPFV;COND;SG;2;POS
hugo	hugo	hugo	hugo	PROPN	
identifikasi	tanımlama	identifikasi	tanımla	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
identifikasi	tanımlanmış	identifikasi	tanımla	N;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
sahara	sahra	sahara	sahra	PROPN;SG	
rhin	rhin	rhin	rhin	PROPN	PROPN;NOM;SG;3
watanabe	watanabe	watanabe	watanabe	PROPN	PROPN;NOM;SG;3
kebahagiaan	bliss	kebahagiaan	bliss	N;SG	
kebahagiaan	saadet	kebahagiaan	saadet	N;SG	
kebahagiaan	mutluluklar	kebahagiaan	mutluluk	N;SG	N;NOM;PL;3
dilatih	eğitimli	dilatih	eğitimli	V;SG;PASS	
vintage	klasik	vintage	klasik	PROPN	
peti	sandıkları	peti	san	N;SG	V;PFV;IND;POS;PST;V.PTCP
pemberdayaan	güçlendirme	pemberdayaan	güçlen	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
terintegrasi	entegre	terintegrasi	entegre	V;SG;PASS	
script	senaryo	script	senaryo	N	
script	betik	script	betik	N	
lucas	lucas	lucas	lucas	PROPN	PROPN;NOM;SG;3
dra	dragan	dra	dragan	PROPN	PROPN;NOM;SG;3
beauty	güzellik	beauty	güzellik	PROPN	N;NOM;SG;3
komitmen	kararlılık	komitmen	kararlılık	N;SG	
nutrisi	beslenme	nutrisi	besle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
nutrisi	besin	nutrisi	besin	N;SG	
meeting	buluşmak	meeting	buluş	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
meeting	buluşma	meeting	buluş	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
meeting	toplantı	meeting	toplantı	PROPN	N;NOM;SG;3
madonna	madonna	madonna	madon	PROPN	
madonna	meryem	madonna	meryem	PROPN	N;NOM;SG;3
chu	chu	chu	chu	PROPN	
lotus	lotus	lotus	lotus	PROPN	
lotus	nilüfer	lotus	nilüfer	PROPN	N;NOM;SG;3
warren	warren	warren	warren	PROPN	PROPN;NOM;SG;3
dai	dai	dai	dai	PROPN	
jual	satmak	jual	sat	N;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
jual	sat	jual	sat	N;SG;ACT	
jual	satıyor	jual	sat	N;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
jual	satmak	jual	sat	N;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
jual	satıyorum	jual	sat	N;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
canggih	ilerlemiş	canggih	ilerle	N;SG	V;PFV;NFH;IND;SG;3;POS;PST
canggih	ileri	canggih	ileri	N;SG	
canggih	gelişmiş	canggih	geliş	N;SG	V;PFV;NFH;IND;POS;PST;V.PTCP
canggih	sofistike	canggih	sofistike	N;SG	
fantasi	fantazi	fantasi	fantazi	N	
fantasi	fantezi	fantasi	fantezi	N	
sierra	sierra	sierra	sierr	PROPN	PROPN;NOM;SG;3
haiti	haiti	haiti	hait	N	
haiti	haiti	haiti	hait	N	
resi	rishi	resi	rishi	PROPN	
resi	fatura	resi	fatura	PROPN	
resi	fiş	resi	fiş	PROPN	
resi	makbuz	resi	makbuz	PROPN	
olivia	olivia	olivia	olivia	PROPN	
pre	önceden	pre	önceden	PROPN	ADV
pre	öncesi	pre	önce	PROPN	N;NOM;SG;3
somalia	somali	somalia	somali	PROPN	
somalia	somali	somalia	somali	PROPN	
hasyim	haşim	hasyim	haşim	PROPN	
hasyim	muttalib	hasyim	muttalib	PROPN	
olympic	olimpiyat	olympic	olimpiyat	PROPN	N;NOM;SG;3
olympic	olimpik	olympic	ol	PROPN	N;NOM;SG;3
dialihkan	yönlendirdim	dialihkan	yönle	V;SG;PASS	V;PFV;IND;SG;1;POS;PST;CAUS
traktat	anlaşma	traktat	anlaşma	N	
traktat	antlaşma	traktat	antlaşma	N	
ragu	şüpheliyim	ragu	şüphel	ADJ;SG	V;PFV;IND;SG;1;POS;PRS
ragu	şüpheli	ragu	şüpheli	ADJ;SG	
ragu	tereddüt	ragu	tereddüt	ADJ;SG	
ragu	şüphe	ragu	şüphe	ADJ;SG	
ragu	kuşku	ragu	kuşku	ADJ;SG	
ragu	şüphe	ragu	şüphe	ADJ;SG	
ragu	kuşku	ragu	kuşku	ADJ;SG	
ragu	şüpheler	ragu	şüphe	ADJ;SG	N;NOM;PL;3
syukur	minnet	syukur	minnet	N;SG	
syukur	şükran	syukur	şükran	N;SG	
syukur	şükran	syukur	şükran	N;SG	
menghargai	kıymet	menhargai	kıymet	V;SG;ACT	
menghargai	takdir	menhargai	takdir	V;SG;ACT	
orkestra	orkestra	orkestra	orkestra	N;SG	
orkestra	orkestralar	orkestra	orkestra	N;SG	N;NOM;PL;3
suriname	surinam	suriname	surinam	N	
audi	audi	audi	audi	PROPN	
ang	ang	ang	ang	PROPN	
kapel	chapel	kapel	chapel	N	PROPN;NOM;SG;3
baghdad	bağdat	baghdad	bağdat	PROPN	
hara	hara	hara	hara	N	
bae	bae	bae	bae	PROPN	
driver	sürücüler	driver	sürücü	PROPN	N;NOM;PL;3
driver	sürücüleri	driver	sürücü	PROPN	N;ACC;PL;3
driver	sürücüsü	driver	sürücü	PROPN	N;NOM;SG;3
driver	sürücü	driver	sürücü	PROPN	
driver	şoför	driver	şoför	PROPN	
driver	şöför	driver	şöför	PROPN	
look	bak	look	bak	PROPN	V;PFV;IMP;SG;2;POS;PRS
penyuntingan	düzenlemeler	penyuntingan	düzenle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
penyuntingan	düzenlemeleri	penyuntingan	düzenle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
penyuntingan	düzenleme	penyuntingan	düzenle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
penyuntingan	montaj	penyuntingan	montaj	N	
penyuntingan	kurgu	penyuntingan	kurgu	N	
solar	güneş	solar	güneş	PROPN	
solar	solar	solar	solar	PROPN	
kotor	iğrenç	kotor	iğrenç	ADJ;SG	
kotor	kirli	kotor	kirli	ADJ;SG	
kotor	pis	kotor	pis	ADJ;SG	
kotor	pis	kotor	pis	ADJ;SG	
yuri	yuri	yuri	yuri	PROPN	
sunni	sünni	sunni	sün	PROPN	
tian	tian	tian	tian	PROPN	
crazy	deli	crazy	deli	PROPN	
crazy	deliyim	crazy	deliy	PROPN	
crazy	delilik	crazy	delilik	PROPN	N;NOM;SG;3
crazy	çılgın	crazy	çılgın	PROPN	
crazy	manyak	crazy	manyak	PROPN	
komet	kuyruklu	komet	kuyruklu	N	
komet	kuyrukluyıldızlar	komet	kuyruklu	N	V;PFV;IND;PL;3;POS;PST;PASS
impian	hayalci	impian	hayalci	N;SG	
impian	rüya	impian	rüya	N;SG	
impian	düş	impian	düş	N;SG	
impian	hayal	impian	hayal	N;SG	
impian	dream	impian	dream	N;SG	
impian	hayaller	impian	hayal	N;SG	N;NOM;PL;3
impian	rüyalar	impian	rüya	N;SG	N;NOM;PL;3
impian	düşler	impian	düş	N;SG	
wen	wen	wen	wen	PROPN	
semester	sömestr	semester	sömes	N	
semester	dönem	semester	dön	N	
nice	guzel	nice	guzel	PROPN	
nice	hoş	nice	hoş	PROPN	
nice	güzel	nice	güzel	PROPN	ADJ
nice	nice	nice	nice	PROPN	
terorisme	terör	terorisme	terö	N;SG	
terorisme	terörizm	terorisme	terörizm	N;SG	
nancy	nancy	nancy	nancy	PROPN	
filter	filtre	filter	filtr	N;SG	
filter	filtre	filter	filtr	N;SG	
filter	filtreler	filter	filtre	N;SG	N;NOM;PL;3
marketing	pazarlama	marketing	pazarlama	PROPN	
touch	touch	touch	touch	PROPN	
touch	dokunuş	touch	dokunuş	PROPN	
touch	dokun	touch	dokun	PROPN	
touch	dokunma	touch	dokun	PROPN	
apel	elma	apel	elma	N;SG	
apel	apple	apel	appl	N;SG	
apel	elmalı	apel	el	N;SG	
apel	elma	apel	elma	N;SG	
apel	elmalar	apel	el	N;SG	
narkoba	uyuşturucular	narkoba	uyuşturucu	N;SG	ADJ;NOM;PL;3
narkoba	uyuşturucu	narkoba	uyuşturucu	N;SG	ADJ;NOM;SG;3
narkoba	uyuşturucu	narkoba	uyuşturucu	N;SG	ADJ;NOM;SG;3
narkoba	ilaç	narkoba	ilaç	N;SG	
narkoba	uyuşturucu	narkoba	uyuşturucu	N;SG	ADJ;NOM;SG;3
narkoba	narkotik	narkoba	narkotik	N;SG	
pencegahan	önlemler	pencegahan	önlem	N;SG	ADJ;NOM;PL;3
pencegahan	tedbir	pencegahan	tedbir	N;SG	
pencegahan	önlem	pencegahan	önlem	N;SG	
pencegahan	önleme	pencegahan	önle	N;SG	
pencegahan	önlemek	pencegahan	önle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
turbo	turbo	turbo	turbo	PROPN	
tumor	tümör	tumor	tümör	N;SG	
tumor	tümör	tumor	tümör	N;SG	
tumor	tümör	tumor	tümör	N;SG	
usd	tl	usd	tl		
private	özele	private	özele	PROPN	
private	er	private	er	PROPN	
private	private	private	privat	PROPN	N;NOM;SG;3
private	özel	private	özel	PROPN	ADJ
private	piyon	private	piyon	PROPN	
private	rehin	private	rehin	PROPN	
mie	mie	mie	mie	N	
konstitusional	anayasal	konstitusional	anayasal	N	
konstitusional	anayasa	konstitusional	anayasa	N	
phil	phil	phil	phil	PROPN	
agent	ajan	agent	aj	PROPN	
agent	temsilci	agent	temsilci	PROPN	
agent	menajer	agent	menajer	PROPN	
turner	turner	turner	turne	PROPN	
obyek	cisim	obyek	cisim	N;SG	
obyek	obje	obyek	obje	N;SG	
obyek	nesne	obyek	nesne	N;SG	
obyek	itiraz	obyek	itiraz	N;SG	
obyek	nesneler	obyek	nesne	N;SG	N;NOM;PL;3
obyek	nesne	obyek	nesne	N;SG	
obyek	nesneleri	obyek	nesne	N;SG	N;ACC;PL;3
opini	görüşler	opini	görüş	N;SG	N;NOM;PL;3
opini	fikirleri	opini	fikir	N;SG	N;NOM;PL;3
opini	fikirler	opini	fikir	N;SG	N;NOM;PL;3
karate	karate	karate	karat	N	
plant	bitki	plant	bitki	PROPN	
pegulat	güreşçiler	pegulat	güreşçi	N;SG	N;NOM;PL;3
ranting	dal	ranting	dal	N;SG	
ranting	dallar	ranting	dal	N;SG	N;NOM;PL;3
ranting	dalları	ranting	dal	N;SG	N;NOM;PL;3
ranting	dallar	ranting	dal	N;SG	N;NOM;PL;3
ranting	dal	ranting	dal	N;SG	
ranting	şube	ranting	şube	N;SG	
menanam	dikim	menanam	dikim	V;SG;ACT	
rome	rome	rome	rom	PROPN	PROPN;NOM;SG;3
rome	roma	rome	roma	PROPN	PROPN;NOM;SG;3
istirahat	break	istirahat	break	N;SG	
istirahat	kır	istirahat	kır	N;SG	
istirahat	kırma	istirahat	kırma	N;SG	
istirahat	dinlenme	istirahat	dinlen	N;SG	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS
istirahat	dinlenmek	istirahat	dinle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
alfa	alpha	alfa	alpha	PROPN	
alfa	alfa	alfa	alfa	PROPN	
luke	luke	luke	luk	PROPN	
menyamar	kılık	mensamar	kılık	V;SG;ACT	
menyamar	gizli	mensamar	gizli	V;SG;ACT	
watch	izle	watch	izle	PROPN	
watch	izleyin	watch	izle	PROPN	V;PFV;IMP;PL;2;POS;PRS
yeon	yeon	yeon	yeon	PROPN	
menuduh	itham	mentuduh	itham	V;SG;ACT	
menuduh	itham	mentuduh	itham	V;SG;ACT	
shu	shu	shu	shu	PROPN	
municipal	belediye	municipal	beledi	PROPN	
alternative	alternatif	alternative	alternatif	N;SG	
alternative	alternatif	alternative	alternatif	N;SG	
alternative	alternatif	alternative	alternatif	N;SG	
bijaksana	akıllı	bijaksana	akıllı	ADJ;SG	
bijaksana	bilge	bijaksana	bilge	ADJ;SG	
bijaksana	akıllıca	bijaksana	akıllıca	ADJ;SG	ADV
dukun	şaman	dukun	şaman	N;SG	
block	engelle	block	engel	PROPN	
block	blok	block	blok	PROPN	
block	block	block	block	PROPN	
block	engelleme	block	engelle	PROPN	
gerbong	vagon	gerbong	vagon	N;SG	
gerbong	arabalar	gerbong	araba	N;SG	N;NOM;PL;3
gerbong	arabaları	gerbong	araba	N;SG	N;ACC;PL;3
ekonom	ekonomist	ekonom	ekonomist	N;SG	
ekonom	ekonomistler	ekonom	ekonomist	N;SG	N;NOM;PL;3
dioksida	dioksit	dioksida	dioksit	N;SG;PASS	
georges	georges	georges	georges	PROPN	
charente	charente	charente	charent	PROPN	N;NOM;SG;3
gembala	çoban	gembala	çoban	N;SG	
gembala	shepherd	gembala	shepherd	N;SG	PROPN;NOM;SG;3
gembala	çoban	gembala	çoban	N;SG	
gembala	çoban	gembala	çoban	N;SG	
gembala	çobanlar	gembala	çoban	N;SG	N;NOM;PL;3
jejaring	ağ	jejaring	ağ	N;SG	
lines	hatlar	lines	hat	PROPN	N;NOM;PL;3
lines	satır	lines	satır	PROPN	
lines	hatları	lines	hat	PROPN	N;ACC;PL;3
lines	çizgiler	lines	çizgi	PROPN	N;NOM;PL;3
dominika	dominika	dominika	dominika	N	
