til	za	til	za	ADV	ADP;ACC
org	org	org	org		N;NOM;MASC;SG
katolske	katolici	katolsk	katolica	ADJ;PL	N;NOM;MASC;PL
katolske	katolička	katolsk	katolički	ADJ;PL	ADJ;NOM;DEF;FEM;SG
katolske	katolički	katolsk	katolički	ADJ;PL	ADJ;NOM;DEF;MASC;SG
katolske	katolik	katolsk	katolik	ADJ;PL	N;NOM;MASC;SG
nationalitet	nacionalnosti	nationalitet	nacionalnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sydøst	jugoistočnoj	sydøst	jugoistočan	N;INDF	ADJ;DAT;DEF;FEM;SG
sydøst	jugoistočno	sydøst	jugoistočan	N;INDF	ADV
song	pjesma	song	pjesma		N;NOM;FEM;SG
song	pesma	song	pesma		N;NOM;FEM;SG
diskussion	rasprave	diskussion	rasprava	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
begrænset	ograničeno	begrænse	ograničiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
begrænset	ograničen	begrænse	ograničiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
begrænset	ograničene	begrænse	ograničen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
begrænset	ograničeno	begrænse	ograničiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
begrænset	ograničena	begrænse	ograničen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
begrænset	ograničen	begrænse	ograničiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
manchester	manchesteru	manchester	manchestera	N;INDF;MASC+FEM;PL	N;DAT;MASC;SG
manchester	manchester	manchester	manchester	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
hjemme	kući	hjemme	kuća	ADV	N;DAT;FEM;SG
hjemme	dom	hjemme	dom	ADV	N;NOM;MASC;SG
minister	ministre	minist	ministar	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
social	društveni	social	društven	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
social	društveno	social	društveno	N;INDF;MASC+FEM;SG	ADV
social	društvena	social	društven	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
social	socijalne	social	socijalan	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
social	socijalna	social	socijalan	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
chris	chris	chris	chris		PROPN;NOM;MASC;SG
selvstændig	nezavisno	selvstændig	nezavisno	ADJ;INDF;MASC+FEM;SG	ADV
selvstændig	neovisna	selvstændig	neovisan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
selvstændig	neovisno	selvstændig	neovisno	ADJ;INDF;MASC+FEM;SG	ADV
selvstændig	samostalna	selvstændig	samostalan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
selvstændig	autonomna	selvstændig	autonoman	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
ray	ray	ray	ray		PROPN;NOM;MASC;SG
lyngby	lyngby	lyngby	lyngby	PROPN	PROPN;NOM;MASC;SG
sjældent	rijetka	sjældent	rijedak	ADV	ADJ;NOM;DEF;FEM;SG
sjældent	rijetki	sjældent	rijedak	ADV	ADJ;NOM;DEF;MASC;PL
sjældent	rijetke	sjældent	rijedak	ADV	ADJ;NOM;DEF;FEM;PL
bas	bas	bas	bas	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bas	bas	bas	bas	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
behov	treba	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
behov	potreban	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
behov	potrebna	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
behov	potrebno	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
behov	trebam	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
behov	treba	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
behov	potrebe	behov	potreba	N;INDF;NEUT;SG	N;NOM;FEM;PL
hill	brdo	hill	brdo		N;NOM;NEUT;SG
hill	brijeg	hill	brijeg		N;NOM;MASC;SG
hill	hill	hill	hill		PROPN;NOM;MASC;SG
fuld	full	fuld	full	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fuld	puna	fuld	pun	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
fuld	puni	fuld	pun	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
fuld	pijano	fuld	pijano	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
fuld	pijani	fuld	pijan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL
fuld	pijan	fuld	pijan	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fuld	pijana	fuld	pijan	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
holger	holger	holge	holger	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
gods	dobara	gods	dobro	N;INDF;NEUT;SG	N;NOM;NEUT;PL
gods	robe	gods	roba	N;INDF;NEUT;SG	N;NOM;FEM;PL
gods	teretni	gods	teretan	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
byggede	izgrađen	bygge	izgraditi	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
byggede	izgrađena	bygge	izgraditi	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
byggede	izgrađeno	bygge	izgraditi	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
indviet	posvećeno	indvie	posvetiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
edward	edward	edward	edward		N;NOM;MASC;SG
slå	beat	slå	beat	V;NFIN;ACT	ADP
slå	udri	slå	udra	V;NFIN;ACT	INTJ
slå	hit	slå	hit	V;NFIN;ACT	N;NOM;MASC;SG
privat	privatno	privat	privatno	ADJ;INDF;SG	ADV
privat	privatno	privat	privatno	ADJ;INDF;SG	ADV
privat	private	privat	privati	ADJ;INDF;SG	N;NOM;MASC;SG
privat	privatni	privat	privatan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
white	bijeli	white	bijel		ADJ;NOM;DEF;MASC;SG
white	bijela	white	bijel		ADJ;NOM;DEF;FEM;SG
white	bijelo	white	bijel		ADJ;NOM;NEUT;SG
silkeborg	silkeborg	silkeborg	silkeborg		N;NOM;FEM;SG
arne	arne	arne	arna	PROPN	N;NOM;MASC;SG
kontakt	kontaktirajte	kontakt	kontaktirati	N;INDF;MASC+FEM;SG	V;IMP;PL;2;FIN
manglende	manjak	mangle	manjak	V;PRS;V.PTCP	N;NOM;MASC;SG
manglende	nedostatak	mangle	nedostatak	V;PRS;V.PTCP	N;NOM;MASC;SG
manglende	manjka	mangle	manjak	V;PRS;V.PTCP	N;GEN;MASC;SG
manglende	nestala	mangle	nestati	V;PRS;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
manglende	nestao	mangle	nestati	V;PRS;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
klassiske	klasična	klassisk	klasičan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
klassiske	klasično	klassisk	klasičan	ADJ;PL	ADV
klassiske	klasični	klassisk	klasičan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
stigende	ustanak	stige	ustanak	V;PRS;V.PTCP	N;NOM;MASC;SG
konservative	konzervativci	konservativ	konzervativac	ADJ;PL	N;NOM;MASC;PL
konservative	konzervativna	konservativ	konzervativan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
vor	naši	vores	naš	DET;MASC+FEM;SG;1	DET;NOM;MASC;PL;1
vor	nase	vores	nasti	DET;MASC+FEM;SG;1	ADJ;NOM;DEF;FEM;PL
vor	nasi	vores	biti	DET;MASC+FEM;SG;1	ADJ;NOM;DEF;MASC;PL
scott	scott	scott	scott		PROPN;NOM;MASC;SG
føre	olova	føre	olovo	V;NFIN;ACT	N;GEN;MASC;SG
føre	olovo	føre	olovo	V;NFIN;ACT	N;NOM;MASC;SG
grænse	granice	grænse	granica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forenede	united	forene	united	V;PL;PST;V.PTCP	N;NOM;MASC;SG
forenede	ujedinjeni	forene	ujediniti	V;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
liga	league	liga	league	N;INDF;MASC+FEM;SG	ADP
sport	sportski	sport	sportski	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sport	sportovi	sport	sport	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
henning	henning	henning	henning		N;NOM;MASC;SG
heinrich	heinrich	heinrich	heinrich		N;NOM;MASC;SG
angriber	napadi	angriber	napad	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
angriber	napadni	angriber	napadan	N;INDF;MASC+FEM;SG	ADV
angriber	napadaju	angriber	napadati	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
axel	axel	axel	axel		PROPN;NOM;MASC;SG
værdi	vrijednosti	værdi	vrijednost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lukket	zatvoreno	lukke	zatvoriti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
lukket	zatvorena	lukke	zatvoriti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
lukket	zatvoren	lukke	zatvoriti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
fordelt	distribuira	fordele	distribuirati	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
falder	padanje	falde	padanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
falder	falls	falde	falls	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG
falder	jesen	falde	jesen	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
falder	pad	falde	pad	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
kender	znaj	kende	znaj	V;IND;PRS;FIN;ACT	INTJ
major	major	major	major		N;NOM;MASC;SG
major	bojnik	major	bojnik		N;NOM;MASC;SG
romersk	rimski	romersk	rimski	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
romersk	romane	romersk	roman	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
romersk	rimsko	romersk	rimski	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
funktion	funkcije	funktion	funkcija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
indsats	napore	indsats	napor	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
indsats	napori	indsats	napor	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
indsats	napori	indsats	napor	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
madrid	madrid	madrid	madrid	PROPN	PROPN;NOM;MASC;SG
madrid	madrida	madrid	madrid	PROPN	N;GEN;MASC;SG
madrid	madridu	madrid	madrida	PROPN	N;DAT;MASC;SG
finske	finska	finsk	finski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
finske	finski	finsk	finski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
rum	prostorima	rum	prostor	N;INDF;NEUT;SG	N;DAT;MASC;PL
rum	prostore	rum	prostor	N;INDF;NEUT;SG	N;ACC;MASC;PL
rum	sobe	rum	soba	N;INDF;NEUT;SG	N;NOM;FEM;PL
rum	prostorije	rum	prostorija	N;INDF;NEUT;SG	N;NOM;FEM;PL
rum	space	rum	spaciti	N;INDF;NEUT;SG	ADP
omfattede	uključeno	omfatte	uključiti	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
omfattede	uključen	omfatte	uključiti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
øerne	otočje	øerne	otočji	N;DEF;NEUT;PL	N;NOM;NEUT;SG
øerne	otoka	øerne	otok	N;DEF;NEUT;PL	N;GEN;MASC;SG
aftale	dogovoreno	aftale	dogovoren	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
generation	generacije	generation	generacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
jesper	jesper	jesp	jesper	PROPN	PROPN;NOM;MASC;SG
johann	johann	johann	johann		PROPN;NOM;MASC;SG
anvendelse	koristi	anvendelse	koristiti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
anvendelse	iskoristi	anvendelse	iskoristiti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
anvendelse	upotrijebi	anvendelse	upotrijebiti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
farver	boja	farve	boja	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
farver	boja	farve	boja	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
stærke	snažno	stærk	snažno	ADJ;PL	ADV
stærke	jak	stærk	jak	ADJ;PL	ADJ;NOM;INDF;MASC;SG
stærke	jaka	stærk	jak	ADJ;PL	ADJ;NOM;DEF;FEM;SG
emil	emile	emil	emila		N;NOM;MASC;SG
emil	emil	emil	emil		PROPN;NOM;MASC;SG
arena	arene	arena	aren	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
indledende	inicijali	indlede	inicijala	V;PRS;V.PTCP	N;NOM;MASC;PL
indledende	početni	indlede	početan	V;PRS;V.PTCP	ADJ;NOM;DEF;MASC;SG
indledende	preliminarni	indlede	preliminaran	V;PRS;V.PTCP	ADJ;NOM;DEF;MASC;SG
kærlighed	volim	kærlighed	voljeti	N;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
internationalt	international	international	international	ADJ;INDF;NEUT;SG	ADP
internationalt	međunarodni	international	međunarodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
opfattelse	percepcije	opfattelse	percepcija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
opfattelse	percepcije	opfattelse	percepcija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ringe	poziv	ringe	poziv	V;NFIN;ACT	N;INAN;ACC;MASC;SG
ringe	prsten	ringe	prsten	V;NFIN;ACT	N;NOM;MASC;SG
ringe	prstenje	ringe	prstenje	V;NFIN;ACT	N;NOM;NEUT;SG
portugal	portugala	portugal	portugati		N;GEN;MASC;SG
portugal	portugal	portugal	portugal		PROPN;NOM;FEM;SG
professionelle	profesionalci	professionel	profesionalac	ADJ;PL	N;NOM;MASC;PL
professionelle	profesionalci	professionel	profesionalac	ADJ;PL	N;NOM;MASC;PL
professionelle	profesionalni	professionel	profesionalan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
professionelle	profesionalno	professionel	profesionalno	ADJ;PL	ADV
professionelle	profesionalac	professionel	profesionalac	ADJ;PL	N;NOM;MASC;SG
professionelle	profesionalna	professionel	profesionalan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
landbrug	poljoprivrede	landbrug	poljoprivreda	N;INDF;NEUT;SG	N;NOM;FEM;PL
ødelagt	uništen	ødelægge	uništiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
ødelagt	uništena	ødelægge	uništen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
ødelagt	uništen	ødelægge	uništiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
ødelagt	uništena	ødelægge	uništen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
ødelagt	slomljeno	ødelægge	slomljeno	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
ødelagt	slomljen	ødelægge	slomiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
ødelagt	slomljeni	ødelægge	slomljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
ødelagt	slomljena	ødelægge	slomiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
jøder	židovski	jøde	židovski	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
jøder	židov	jøde	židov	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rasmus	rasmus	rasmus	rasmus		N;NOM;MASC;SG
flertal	većinski	flertal	većinski	N;INDF;NEUT;SG	ADV
leje	zaposli	leje	zapostiti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
leje	zaposliti	leje	zaposliti	N;INDF;MASC+FEM;SG	V;NFIN
etc	itd	etc	itd		
varer	robu	vare	roba	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
varer	roba	vare	roba	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
politiet	policajci	politi	policajac	N;DEF;NEUT;SG	N;NOM;MASC;PL
grønne	zeleno	grøn	zelen	ADJ;PL	ADJ;NOM;NEUT;SG
grønne	zeleni	grøn	zelen	ADJ;PL	ADJ;NOM;DEF;MASC;SG
grønne	zelen	grøn	zelen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
grønne	zelena	grøn	zelen	ADJ;PL	ADJ;NOM;DEF;FEM;SG
udstyret	opremljen	udstyre	opremiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udstyret	opremljeni	udstyre	opremljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
udstyret	opremljena	udstyre	opremiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
teknisk	tehnički	teknisk	tehnički	ADJ;INDF;SG	ADV
teknisk	tehnička	teknisk	tehnički	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
undersøgelser	studij	undersøgelse	studij	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
undersøgelser	studija	undersøgelse	studij	N;INDF;MASC+FEM;PL	N;GEN;MASC;SG
undersøgelser	upiti	undersøgelse	upiti	N;INDF;MASC+FEM;PL	V;NFIN
forbund	federacije	forbund	federacija	N;INDF;NEUT;SG	N;NOM;FEM;PL
starter	starter	starte	starter	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
starter	pocetak	starte	pocetak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
starter	početak	starte	početak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
norges	norveški	norgen	norveški	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
norges	norveškoj	norgen	norveški	N;GEN;INDF;MASC+FEM;SG	N;DAT;FEM;SG
norges	norveška	norgen	norveški	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
masse	mase	masse	masa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
masse	mise	masse	misa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
youtube	youtube	youtube	youtube	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
claus	mraz	claus	mraz		N;NOM;MASC;SG
williams	williams	william	williams		PROPN;NOM;MASC;SG
kanoner	oružje	kanon	oružje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
kanoner	top	kanon	top	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
titler	naslova	titel	naslov	N;INDF;MASC+FEM;PL	N;GEN;MASC;SG
populær	popularni	populær	popularan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
populær	popularna	populær	popularan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
populær	popularne	populær	popularan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
populær	popularno	populær	popularan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
studerende	studenti	studere	student	V;PRS;V.PTCP	N;NOM;MASC;PL
studerende	učenici	studere	učenik	V;PRS;V.PTCP	N;NOM;MASC;PL
studerende	studentima	studere	student	V;PRS;V.PTCP	N;DAT;MASC;PL
studerende	učenik	studere	učenik	V;PRS;V.PTCP	N;NOM;MASC;SG
studerende	studentica	studere	studentica	V;PRS;V.PTCP	N;NOM;FEM;SG
studerende	student	studere	student	V;PRS;V.PTCP	N;NOM;MASC;SG
kloster	abbey	kloste	abbey	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
blue	plavo	blue	plav		ADJ;NOM;DEF;NEUT;SG
blue	plavi	blue	plav		ADJ;NOM;DEF;MASC;SG
blue	plava	blue	plav		ADJ;NOM;DEF;FEM;SG
etablerede	utvrđeno	etablere	utvrditi	V;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
etablerede	uspostavljen	etablere	uspostaviti	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
etablerede	uspostavljena	etablere	uspostaviti	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
etablerede	osnovan	etablere	osnovati	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
asien	azija	asien	azija	PROPN	N;NOM;FEM;SG
asien	azije	asien	azija	PROPN	N;NOM;FEM;PL
hollandske	dutch	hollandsk	dutch	ADJ;PL	ADP
hollandske	nizozemski	hollandsk	nizozemski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kinesisk	kinezi	kinesisk	kineg	ADJ;INDF;SG	N;NOM;MASC;PL
kinesisk	kineski	kinesisk	kineski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
kinesisk	kinez	kinesisk	kinez	ADJ;INDF;SG	N;NOM;MASC;SG
kinesisk	kineska	kinesisk	kineski	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
bortset	razdvojeni	bortset	razdvojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
ens	esa	ens	es	ADJ	PROPN;NOM;MASC;SG
filosofi	filozofije	filosofi	filozofija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
war	rat	war	rat		N;NOM;MASC;SG
war	rata	war	rat		N;GEN;MASC;SG
årligt	godišnja	årligt	godišnji	ADV	ADJ;NOM;DEF;FEM;SG
årligt	godišnji	årligt	godišnji	ADV	ADJ;NOM;DEF;MASC;SG
offentlig	javni	offentlig	javan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
offentlig	javnost	offentlig	javnost	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
offentlig	javna	offentlig	javan	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
offentlig	javno	offentlig	javno	ADJ;INDF;MASC+FEM;SG	ADV
ramt	udri	ramme	udra	V;INDF;SG;PST;V.PTCP	INTJ
ramt	hit	ramme	hit	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
virginia	virginia	virginia	virgina	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
grundlæggende	osnove	grundlæggende	osnova	ADJ	N;NOM;FEM;PL
grundlæggende	osnove	grundlæggende	osnova	ADJ	N;NOM;FEM;PL
grundlæggende	osnove	grundlæggende	osnova	ADJ	N;NOM;FEM;PL
lavere	donja	lav	donji	ADJ;CMPR	ADJ;NOM;DEF;FEM;SG
lavere	niže	lav	nisko	ADJ;CMPR	ADV;CMPR
ønske	želeći	ønske	željeti	N;INDF;NEUT;SG	ADV;V.CVB
jackson	jackson	jackson	jackson		PROPN;NOM;MASC;SG
steen	steen	steen	steen	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
oprette	kreiranje	oprette	kreiranje	V;NFIN;ACT	N;NOM;NEUT;SG
oprette	stvaranje	oprette	stvaranje	V;NFIN;ACT	N;NOM;NEUT;SG
oprettede	stvoreni	oprette	stvoriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
oprettede	stvoreno	oprette	stvoriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
oprettede	stvorena	oprette	stvoriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
oprettede	stvoren	oprette	stvoriti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
mads	mads	mads	mads		PROPN;NOM;MASC;SG
forsøger	pokušavajući	forsøge	pokušavati	V;IND;PRS;FIN;ACT	ADV;RL
ophold	ostani	ophold	ostati	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
bro	brate	bro	bratiti	N;INDF;MASC+FEM;SG	INTJ
kinesiske	kinezi	kinesisk	kineg	ADJ;PL	N;NOM;MASC;PL
kinesiske	kinesko	kinesisk	kineski	ADJ;PL	ADJ;NOM;NEUT;SG
kinesiske	kineski	kinesisk	kineski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kinesiske	kinez	kinesisk	kinez	ADJ;PL	N;NOM;MASC;SG
kinesiske	kineska	kinesisk	kineski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
champions	prvaci	champions	prvak	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tidlig	rano	tidlig	rano	ADJ;INDF;MASC+FEM;SG	ADV
diverse	razno	diverse	razni	ADJ	ADV
primære	primarno	primær	primarno	ADJ;PL	ADV
primære	primarna	primær	primaran	ADJ;PL	ADJ;NOM;DEF;FEM;SG
primære	primarni	primær	primaran	ADJ;PL	ADJ;NOM;DEF;MASC;SG
les	les	les	les	N;INDF;MASC+FEM;SG	ADP
egypten	egipta	egypt	egipta	PROPN	N;GEN;MASC;SG
egypten	egipat	egypt	egipat	PROPN	N;NOM;MASC;SG
egypten	egiptu	egypt	egipt	PROPN	N;DAT;MASC;SG
kraftigt	jaki	kraftigt	jak	ADV	ADJ;NOM;DEF;MASC;PL
kraftigt	jak	kraftigt	jak	ADV	ADJ;NOM;INDF;MASC;SG
kraftigt	jaka	kraftigt	jak	ADV	ADJ;NOM;DEF;FEM;SG
kraftigt	moćno	kraftigt	moćno	ADV	ADJ;NOM;DEF;NEUT;SG
kraftigt	moćna	kraftigt	moći	ADV	ADJ;NOM;DEF;FEM;SG
kraftigt	moćan	kraftigt	moćan	ADV	ADJ;NOM;INDF;MASC;SG
jødiske	židovski	jødisk	židovski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
jødiske	židov	jødisk	židov	ADJ;PL	N;NOM;MASC;SG
midtjylland	midtjylland	midtjylland	midtjylland		ADJ;NOM;MASC;SG
holm	holm	holm	holm		N;NOM;MASC;SG
fjernet	uklonjen	fjerne	ukloniti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
fjernet	uklonjeni	fjerne	ukloniti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
fjernet	uklonjena	fjerne	ukloniti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
fjernet	uklonili	fjerne	ukloniti	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
mad	hrane	mad	hrana	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
