din	від	din	від	ADP;ACC	ADP;GEN
petru	петро	petru	петро		PROPN;ANIM;NOM;MASC;SG
petru	пітер	petru	пітер		PROPN;ANIM;NOM;MASC;SG
conte	рахувати	conte	рахувати	N;INDF;MASC;SG	V;IPFV;NFIN
conte	конте	conte	конти	N;INDF;MASC;SG	
alba	альба	alb	альба	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
alba	білий	alb	білий	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
alba	біла	alb	білий	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
alba	біле	alb	білий	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
alba	білі	alb	білий	N;DEF;FEM;SG	ADJ;NOM;PL
alba	вайт	alb	вайт	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
bavaria	баварія	bavarie	баварія	PROPN	N;INAN;NOM;FEM;SG
roma	рим	romă	рима	PROPN	PROPN;INAN;NOM;MASC;SG
roma	roma	romă	roma	PROPN	
roma	роми	romă	рім	PROPN	N;ANIM;NOM;FEM;PL
roma	рома	romă	рома	PROPN	PROPN;ANIM;NOM;MASC;SG
specii	виді	specie	вид	N;INDF;FEM;PL	N;INAN;DAT;MASC;SG
specii	вид	specie	вид	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
cupa	чашка	cupă	чашка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cupa	чаша	cupă	чаш	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cupa	кубок	cupă	кубок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
cupa	чашка	cupă	чашка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cupa	чаша	cupă	чаш	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cupa	кубок	cupă	кубок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
batalia	battle	batalie	battle	N;DEF;FEM;SG	
batalia	битва	batalie	битво	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
batalia	бій	batalie	бій	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
ceva	щось	ceva	щось	PRO;SG;3	PRO;INAN;NOM;NEUT;SG
ceva	дещо	ceva	дещо	PRO;SG;3	ADV
ceva	чимось	ceva	щось	PRO;SG;3	PRO;INAN;INS;NEUT;SG
calitate	якість	calitate	якість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
scrie	напишіть	scrie	написати	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
scrie	пишіть	scrie	писати	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
euro	євро	euro	євро	N;INDF;MASC	PROPN;INAN;NOM;NEUT;SG
uniunii	union	uniune	union	N;DEF;FEM;SG	
uniunii	союз	uniune	союз	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
uniunii	юніон	uniune	юніон	N;DEF;FEM;SG	PROPN;INAN;NOM;MASC;SG
scurt	short	scurt	short	ADV	
scurt	короткий	scurt	короткий	ADV	ADJ;NOM;MASC;SG
scurt	коротка	scurt	короткий	ADV	ADJ;NOM;FEM;SG
scurt	скорочено	scurt	скорочити	ADV	V;PFV;IND;0;FIN
scurt	коротке	scurt	короткий	ADV	ADJ;NOM;NEUT;SG
scurt	короткі	scurt	короткий	ADV	ADJ;NOM;PL
mama	мамо	mamă	мама	N;DEF;FEM;SG	PROPN;ANIM;VOC;FEM;SG
mama	мама	mamă	мама	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	матір	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	мати	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	матері	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;PL
mama	мамо	mamă	мама	N;DEF;FEM;SG	PROPN;ANIM;VOC;FEM;SG
mama	мама	mamă	мама	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	матір	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	мати	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mama	матері	mamă	мати	N;DEF;FEM;SG	N;ANIM;NOM;FEM;PL
creat	створено	crea	створити	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
creat	створені	crea	створений	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
campionatul	чемпіонський	campionat	чемпіонський	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
campionatul	чемпіонат	campionat	чемпіонат	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
del	дель	del	дель	N;INDF;MASC;SG	
del	del	del	del	N;INDF;MASC;SG	
locuri	сидіння	loc	сидіння	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
uri	uri	uri	uri		
manastirea	монастир	manastire	монастир	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
manastirea	монастир	manastire	монастир	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
america	америка	americă	америка	N;DEF;FEM;SG	PROPN;INAN;NOM;FEM;SG
ultimul	останній	ultim	останній	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
ultimul	остання	ultim	останній	NUM;DEF;MASC;SG	ADJ;NOM;FEM;SG
ultimul	останнє	ultim	останній	NUM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
condus	вивезли	conduce	вивезти	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
presedintele	президент	presedinte	президент	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
presedintele	президенти	presedinte	президент	N;DEF;MASC;SG	N;ANIM;NOM;MASC;PL
presedintele	президент	presedinte	президент	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
presedintele	президенти	presedinte	президент	N;DEF;MASC;SG	N;ANIM;NOM;MASC;PL
andrei	андрій	andre	андрій	PROPN	PROPN;ANIM;NOM;MASC;SG
andrei	кириченко	andre	кириченко	PROPN	PROPN;ANIM;NOM;FEM;SG
andrei	андрій	andre	андрій	PROPN	PROPN;ANIM;NOM;MASC;SG
andrei	андрей	andre	андря	PROPN	PROPN;ANIM;NOM;MASC;SG
radu	раду	radu	рада	PROPN	N;INAN;ACC;FEM;SG
brazilia	бразилії	brazilie	бразилія	PROPN	PROPN;INAN;GEN;FEM;SG
brazilia	бразилія	brazilie	бразилія	PROPN	N;INAN;NOM;FEM;SG
brazilia	бразильська	brazilie	бразильський	PROPN	ADJ;NOM;FEM;SG
suceava	suceava	suceava	suceava	PROPN	
james	джеймс	james	джеймс	PROPN	PROPN;ANIM;NOM;MASC;SG
declarat	заявила	declara	заявити	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
declarat	оголосив	declara	оголосити	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
declarat	оголошені	declara	оголошений	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
obicei	звички	obicei	звички	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
compania	компанія	companie	компанія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
etnic	етно	etnic	етно	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
sezonul	season	sezon	season	N;DEF;MASC;SG	
sezonul	сезон	sezon	сезон	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
sezonul	сезону	sezon	сезон	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
central	central	central	central	ADJ;INDF;MASC;SG	
dan	дан	dan	дан	PROPN	N;ANIM;NOM;MASC;SG
dan	dan	dan	dan	PROPN	
dan	ден	dan	ден	PROPN	
dan	закохатися	dan	закохатися	PROPN	V;PFV;NFIN
unii	дехто	unul	дехто	PRO;MASC;PL;3	PRO;ANIM;NOM
unii	деякі	unul	деякий	PRO;MASC;PL;3	DET;NOM;PL
unii	якесь	unul	якийсь	PRO;MASC;PL;3	DET;NOM;NEUT;SG
unii	якийсь	unul	якийсь	PRO;MASC;PL;3	DET;NOM;MASC;SG
unii	трохи	unul	трохи	PRO;MASC;PL;3	ADV
liga	ліга	ligă	ліг	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
liga	ліга	ligă	ліг	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
liga	ліга	ligă	ліг	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
rol	ролі	rol	роль	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
loire	луар	loire	луар	N;INDF;FEM;SG	
india	індію	india	індія	PROPN	PROPN;INAN;ACC;FEM;SG
india	індія	india	індія	PROPN	PROPN;INAN;NOM;FEM;SG
india	індії	india	індія	PROPN	PROPN;INAN;NOM;FEM;SG
construita	побудовано	construita	побудовати	N;DEF;FEM;SG	V;PFV;IND;0;FIN
construita	побудували	construita	побудувати	N;DEF;FEM;SG	V;PFV;IND;PL;PST;FIN
construita	зібрано	construita	зібрати	N;DEF;FEM;SG	V;PFV;IND;0;FIN
construita	побудовано	construita	побудовати	N;DEF;FEM;SG	V;PFV;IND;0;FIN
construita	проведена	construita	проведений	N;DEF;FEM;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
construita	побудовано	construita	побудовати	N;DEF;FEM;SG	V;PFV;IND;0;FIN
construita	побудували	construita	побудувати	N;DEF;FEM;SG	V;PFV;IND;PL;PST;FIN
construita	зібрано	construita	зібрати	N;DEF;FEM;SG	V;PFV;IND;0;FIN
uniunea	union	uniune	union	N;DEF;FEM;SG	
uniunea	союз	uniune	союз	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
uniunea	юніон	uniune	юніон	N;DEF;FEM;SG	PROPN;INAN;NOM;MASC;SG
obtinut	досягнуто	obtine	досягнути	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
obtinut	досяг	obtine	досяг	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
opera	opera	operă	opera	N;DEF;FEM;SG	
opera	опера	operă	опера	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
opera	opera	operă	opera	N;DEF;FEM;SG	
opera	опера	operă	опера	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
rock	кручі	rock	круч	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
rock	rock	rock	rock	N;INDF;MASC;SG	
pus	додаю	pune	додати	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
pus	ставимо	pune	ставити	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
pus	класти	pune	класти	ADJ;INDF;MASC;SG	V;IPFV;NFIN
pus	поставити	pune	поставити	ADJ;INDF;MASC;SG	V;PFV;NFIN
video	відео	video	відео	ADJ	
video	відеозапис	video	відеозапис	ADJ	N;INAN;NOM;MASC;SG
ziarul	газета	ziar	газета	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
www	www	www	www	N;INDF;MASC;SG	
militara	військові	militară	військовий	N;DEF;FEM;SG	ADJ;NOM;PL
militara	військовий	militară	військовий	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
post	дописі	post	допис	N;INDF;MASC;SG	ADV
post	опублікувати	post	опублікувати	N;INDF;MASC;SG	V;PFV;NFIN
plus	плюс	plus	плюс	ADV	
plus	plus	plus	plus	ADV	
richard	річард	richard	річард	PROPN	PROPN;ANIM;NOM;MASC;SG
china	china	chină	china	PROPN	
china	китаї	chină	китай	PROPN	PROPN;INAN;NOM;MASC;SG
china	китаю	chină	китати	PROPN	PROPN;INAN;ACC;FEM;SG
china	китай	chină	китай	PROPN	PROPN;INAN;NOM;MASC;SG
codul	код	cod	код	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
administratia	адміністрація	administratie	адміністрація	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
administratia	адміністрації	administratie	адміністрація	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
administratia	адміністрування	administratie	адміністрування	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
fiica	донька	fiică	донька	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
fiica	дочка	fiică	дочка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
fiica	донька	fiică	донька	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
fiica	дочка	fiică	дочка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
scopul	aim	scop	aim	N;DEF;MASC;SG	
scopul	мета	scop	мета	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
scopul	мета	scop	мета	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
grupul	група	grup	група	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
grupul	групова	grup	груповий	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
grupul	груповий	grup	груповий	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
grupul	групу	grup	група	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
grupul	спільнота	grup	спільнота	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
victor	віктор	victor	віктор	PROPN	PROPN;ANIM;NOM;MASC;SG
victor	переможцю	victor	переможець	PROPN	N;INAN;DAT;FEM;SG
michael	михайло	michael	михайло	PROPN	PROPN;ANIM;NOM;MASC;SG
michael	майкл	michael	майкл	PROPN	PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael	PROPN	
michael	михаїл	michael	михаїл	PROPN	N;ANIM;NOM;MASC;SG
londra	лондонський	londru	лондонський	PROPN	ADJ;NOM;MASC;SG
londra	london	londru	london	PROPN	
londra	лондон	londru	лондон	PROPN	PROPN;INAN;NOM;MASC;SG
insula	острів	insulă	острів	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
insula	острів	insulă	острів	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
pozitia	розташування	pozitie	розташування	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
pozitia	позиція	pozitie	позиція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
pozitia	положення	pozitie	положення	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
pozitia	позиції	pozitie	позиція	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
pozitia	шапки	pozitie	шапка	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
pozitia	розташування	pozitie	розташування	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
pozitia	позиція	pozitie	позиція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
pozitia	положення	pozitie	положення	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
pozitia	позиції	pozitie	позиція	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
charles	шарль	charles	шарль	PROPN	PROPN;ANIM;NOM;MASC;SG
charles	чарльз	charles	чарльз	PROPN	PROPN;ANIM;NOM;MASC;SG
fortele	сил	fortă	сила	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
fortele	сили	fortă	сила	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
fortele	військах	fortă	військо	N;DEF;FEM;PL	N;INAN;ESS;NEUT;PL
fortele	сил	fortă	сила	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
fortele	сили	fortă	сила	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
fortele	військах	fortă	військо	N;DEF;FEM;PL	N;INAN;ESS;NEUT;PL
albumul	альбому	album	альбий	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
albumul	альбом	album	альбом	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
diverse	різне	divers	різний	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
intrat	ввели	intra	ввести	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
intrat	введений	intra	введений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
intrat	введена	intra	введений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
sase	шість	sas	шість		NUM;NOM
sase	шестеро	sas	шестеро		NUM;NOM
sase	шість	sas	шість		NUM;NOM
sase	шестеро	sas	шестеро		NUM;NOM
sase	шість	sas	шість		NUM;NOM
sase	шестеро	sas	шестеро		NUM;NOM
website	сайті	websit	сайт		N;INAN;DAT;MASC;SG
website	сайт	websit	сайт		N;INAN;NOM;MASC;SG
militar	військові	militar	військовий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
originala	оригінал	original	оригінал	ADJ;DEF;FEM;SG	N;INAN;NOM;MASC;SG
originala	оригінальна	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
originala	оригінальне	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
originala	початкове	original	початковий	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
originala	оригінальний	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
originala	оригінал	original	оригінал	ADJ;DEF;FEM;SG	N;INAN;NOM;MASC;SG
originala	оригінальна	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
originala	оригінальне	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
originala	початкове	original	початковий	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
originala	оригінальний	original	оригінальний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
state	штати	stat	штати	N;INDF;FEM;PL	PROPN;INAN;NOM
state	стан	stat	стан	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
state	держава	stat	держава	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
pop	поп	pop	поп		
pop	pop	pop	pop		
cultural	культурні	cultural	культурний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
trimis	надіслано	trimite	надіслати	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
trimis	надіслані	trimite	надісланий	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
bar	bar	bar	bar	N;INDF;MASC;SG	
henric	генрі	henric	генрі	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
henric	генріх	henric	генрій	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
henric	анрі	henric	анрі	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
folosite	використовується	folosit	використовуватися	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
folosite	використана	folosit	використаний	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
folosite	використано	folosit	використати	ADJ;INDF;FEM;PL	V;PFV;IND;0;FIN
jumatate	пів	jumata	пів		
jumatate	півтори	jumata	півтори		NUM;NOM
jumatate	половина	jumata	половина		N;INAN;NOM;FEM;SG
jumatate	половину	jumata	половина		N;INAN;ACC;FEM;SG
jumatate	наполовину	jumata	наполовину		ADV
jumatate	пів	jumata	пів		
jumatate	півтори	jumata	півтори		NUM;NOM
jumatate	половина	jumata	половина		N;INAN;NOM;FEM;SG
jumatate	половину	jumata	половина		N;INAN;ACC;FEM;SG
jumatate	наполовину	jumata	наполовину		ADV
capitala	капітал	capitală	капітал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
capitala	столиця	capitală	столиця	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
capitala	капітал	capitală	капітал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
capitala	столиця	capitală	столиця	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
fizice	фізична	fizic	фізичний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
fizice	фізичне	fizic	фізичний	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
mexico	мексики	mexico	мексик	N;INDF;MASC;SG	PROPN;INAN;GEN;FEM;SG
mexico	мексиці	mexico	мексика	N;INDF;MASC;SG	PROPN;INAN;DAT;FEM;SG
mexico	мексика	mexico	мексик	N;INDF;MASC;SG	PROPN;INAN;NOM;FEM;SG
activitate	активність	activitate	активність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
activitate	дії	activitate	дія	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
activitate	діяльності	activitate	діяльність	N;INDF;FEM;SG	N;INAN;GEN;FEM;SG
activitate	дія	activitate	дія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
activitate	діяльність	activitate	діяльність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
mesa	меса	mesa	меса	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sfantul	святий	sfant	святий	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
sfantul	saint	sfant	saint	N;DEF;MASC;SG	
sfantul	сен	sfant	сен	N;DEF;MASC;SG	
sfantul	святий	sfant	святий	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
sfantul	saint	sfant	saint	N;DEF;MASC;SG	
sfantul	сен	sfant	сен	N;DEF;MASC;SG	
stiinte	наука	stiinte	наука	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
sotia	дружині	sotie	дружина	N;DEF;FEM;SG	N;ANIM;DAT;FEM;SG
sotia	дружина	sotie	дружина	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
sotia	дружині	sotie	дружина	N;DEF;FEM;SG	N;ANIM;DAT;FEM;SG
sotia	дружина	sotie	дружина	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
imperiului	імперія	imperiu	імперія	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
centrala	central	centrală	central	ADJ;DEF;FEM;SG	
centrala	центральний	centrală	центральний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
centrala	центральна	centrală	центральний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
centrala	central	centrală	central	ADJ;DEF;FEM;SG	
centrala	центральний	centrală	центральний	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
centrala	центральна	centrală	центральний	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
vii	vii	viu	vii	ADJ;INDF;PL	
singur	наодинці	singur	наодинці	ADJ;INDF;MASC;SG	ADV
singur	поодинці	singur	поодинець	ADJ;INDF;MASC;SG	ADV
singur	сама	singur	сам	ADJ;INDF;MASC;SG	DET;NOM;FEM;SG;REFL
singur	самі	singur	сам	ADJ;INDF;MASC;SG	DET;NOM;PL;REFL
singur	окремі	singur	окремий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
singur	single	singur	single	ADJ;INDF;MASC;SG	
singur	самотні	singur	самотний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
singur	самотньо	singur	самотньо	ADJ;INDF;MASC;SG	ADV
public	паблік	public	паблік	ADJ;INDF;MASC;SG	
public	публічно	public	публічно	ADJ;INDF;MASC;SG	ADV
nevoie	need	nevoie	need	N;INDF;FEM;SG	
nevoie	треба	nevoie	треба	N;INDF;FEM;SG	ADV
nevoie	потрібно	nevoie	потрібно	N;INDF;FEM;SG	ADV
nevoie	потреби	nevoie	потреба	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
nevoie	потреба	nevoie	потреба	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
nevoie	потрібним	nevoie	потрібний	N;INDF;FEM;SG	ADJ;INS;NEUT;SG
nevoie	потреби	nevoie	потреба	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
nevoie	потрібен	nevoie	потрібно	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
nevoie	потрібною	nevoie	потрібний	N;INDF;FEM;SG	ADJ;INS;FEM;SG
nevoie	необхідний	nevoie	необхідний	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
oamenii	людини	om	людина	N;DEF;MASC;PL	N;ANIM;NOM;FEM;SG
oamenii	люди	om	людина	N;DEF;MASC;PL	N;ANIM;NOM;FEM;PL
oamenii	народ	om	народ	N;DEF;MASC;PL	N;INAN;NOM;MASC;SG
oamenii	людей	om	людина	N;DEF;MASC;PL	N;ANIM;ACC;FEM;PL
oamenii	люди	om	людина	N;DEF;MASC;PL	N;ANIM;NOM;FEM;PL
caz	випадку	caz	випадок	N;INDF;MASC;SG	ADV
televiziune	телебачення	televiziune	телебачення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
curtea	судові	curte	судовий	N;DEF;FEM;SG	ADJ;NOM;PL
curtea	суд	curte	суд	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
probleme	біді	problemă	біда	N;INDF;FEM;PL	N;INAN;DAT;FEM;SG
probleme	біда	problemă	біда	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
probleme	питання	problemă	питання	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
publice	публічний	public	публічний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
publice	громадське	public	громадський	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
publice	паблік	public	паблік	ADJ;INDF;FEM;PL	
publice	відкритий	public	відкритий	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
publice	публічна	public	публічний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
publice	громадського	public	громадський	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;SG
regia	орієнтований	regie	орієнтований	N;DEF;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
regia	направлена	regie	направлений	N;DEF;FEM;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
plan	плануємо	plan	планувати	N;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
plan	спланувати	plan	спланувати	N;INDF;MASC;SG	V;IPFV;NFIN
plan	планувати	plan	планувати	N;INDF;MASC;SG	V;IPFV;NFIN
naturale	натуральний	natural	натуральний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
naturale	натуральна	natural	натуральний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
naturale	природний	natural	природний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
facultatea	коледж	facultate	коледж	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
facultatea	коледжі	facultate	коледжа	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
facultatea	внз	facultate	внз	N;DEF;FEM;SG	
facultatea	факультету	facultate	факультет	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
facultatea	факультет	facultate	факультет	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
pamant	землею	pamant	земля		N;INAN;INS;FEM;SG
pamant	earth	pamant	earth		
pamant	землі	pamant	земля		N;INAN;NOM;FEM;PL
pamant	земля	pamant	земля		N;INAN;NOM;FEM;SG
pamant	земля	pamant	земля		N;INAN;NOM;FEM;SG
pamant	землею	pamant	земля		N;INAN;INS;FEM;SG
pamant	earth	pamant	earth		
pamant	землі	pamant	земля		N;INAN;NOM;FEM;PL
pamant	земля	pamant	земля		N;INAN;NOM;FEM;SG
viena	відень	viena	відень	PROPN	PROPN;INAN;NOM;MASC;SG
houten	гутен	houten	гутен		PROPN;ANIM;NOM;MASC;SG
principale	головний	principal	головний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
principale	основне	principal	основний	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
principale	головна	principal	головний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
principale	головне	principal	головне	ADJ;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
prim	prime	prim	prime	NUM;INDF;MASC;SG	
prim	прим	prim	прим	NUM;INDF;MASC;SG	
arte	мистецтво	artă	мистецтво	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
alti	інший	alti	інший		DET;NOM;MASC;SG
alti	інша	alti	інший		DET;NOM;FEM;SG
