категория	catégories	категория	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
известный	connues	известный	connaître	ADJ;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
известный	connue	известный	connaître	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
известный	connus	известный	connaître	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
известный	connu	известный	connaître	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
известный	célèbres	известный	célèbre	ADJ;NOM;MASC;SG	ADJ;MASC;PL
известный	renommée	известный	renommer	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
известный	renommés	известный	renommé	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
известный	renommé	известный	renommer	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
использование	utiliser	использование	utiliser	N;INAN;NOM;NEUT;SG	V;NFIN
использование	utilisant	использование	utiliser	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
использование	utiliser	использование	utiliser	N;INAN;NOM;NEUT;SG	V;NFIN
использование	utilise	использование	utiliser	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
использование	utilisez	использование	utiliser	N;INAN;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
далее	prochain	далее	prochain	ADV	ADJ;MASC;SG
далее	suivante	далее	suivant	ADV	ADJ;FEM;SG
далее	suivant	далее	suivre	ADV	V;PRS;V.PTCP
далее	prochaine	далее	prochain	ADV	ADJ;FEM;SG
далее	next	далее	next	ADV	
немецкий	allemand	немецкий	allemand	ADJ;NOM;MASC;SG	N;MASC;SG
немецкий	allemands	немецкий	allemand	ADJ;NOM;MASC;SG	ADJ;MASC;PL
очередь	tourne	очередь	tourner	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
очередь	tourner	очередь	tourner	N;INAN;NOM;FEM;SG	V;NFIN
очередь	tournez	очередь	tourner	N;INAN;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
записи	entrées	запись	entrée	N;INAN;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
мог	pourrais	мочь	pouvoir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;COND;SG;1;PRS;FIN
мог	pouvait	мочь	pouvoir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
мог	pourrait	мочь	pouvoir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;COND;SG;3;PRS;FIN
мог	pourraient	мочь	pouvoir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;COND;PL;3;PRS;FIN
дети	enfant	ребенок	enfant	N;ANIM;NOM;MASC;PL	N;MASC;SG
издательство	publier	издательство	publier	N;INAN;NOM;NEUT;SG	V;NFIN
действий	action	действие	action	N;INAN;GEN;NEUT;PL	N;FEM;SG
карьера	carrières	карьера	carrière	N;INAN;NOM;FEM;SG	N;FEM;PL
семьи	familiale	семья	familial	N;INAN;NOM;FEM;PL	ADJ;FEM;SG
семьи	famille	семья	famille	N;INAN;NOM;FEM;PL	N;FEM;SG
военный	armée	военный	armée	ADJ;NOM;MASC;SG	N;FEM;SG
военный	militaires	военный	militaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
английский	anglais	английский	anglais	ADJ;NOM;MASC;SG	N;MASC;SG
числа	numéros	число	numéro	N;INAN;GEN;NEUT;SG	N;MASC;PL
числа	chiffres	число	chiffre	N;INAN;GEN;NEUT;SG	N;MASC;PL
числа	nombres	число	nombre	N;INAN;GEN;NEUT;SG	N;MASC;PL
создание	créer	создание	créer	N;INAN;NOM;NEUT;SG	V;NFIN
создание	créez	создание	créer	N;INAN;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
создание	crée	создание	créer	N;INAN;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
создание	créent	создание	créer	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
создание	créer	создание	créer	N;INAN;NOM;NEUT;SG	V;NFIN
азии	asiatiques	азия	asiatique	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
азии	asiatique	азия	asiatique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
азии	asie	азия	asie	N;INAN;NOM;FEM;SG	PROPN
азии	asiatique	азия	asiatique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
петербург	pétersbourg	петербург	pétersbourg	N;INAN;NOM;MASC;SG	PROPN
актриса	comédienne	актриса	comédien	N;ANIM;NOM;FEM;SG	ADJ;FEM;SG
писать	rédaction	писать	rédaction	V;IPFV;NFIN;ACT	N;FEM;SG
писать	écriture	писать	écriture	V;IPFV;NFIN;ACT	N;FEM;SG
корпус	hull	корпус	hull	N;INAN;NOM;MASC;SG	PROPN
корпус	coques	корпус	coque	N;INAN;NOM;MASC;SG	N;FEM;PL
евгений	yevgeny	евгений	yevgeny	N;ANIM;NOM;MASC;SG	PROPN
евгений	evgeny	евгений	evgeny	N;ANIM;NOM;MASC;SG	PROPN
евгений	yevgeni	евгений	yevgeni	N;ANIM;NOM;MASC;SG	PROPN
евгений	eugène	евгений	eugène	N;ANIM;NOM;MASC;SG	PROPN
борис	boris	борис	boris	PROPN;ANIM;NOM;MASC;SG	PROPN
вики	wiki	вик	wiki	V;IPFV;IND;FIN;ACT	N;MASC;SG
вики	vickie	вик	vickie	V;IPFV;IND;FIN;ACT	PROPN
вики	vicky	вик	vicky	V;IPFV;IND;FIN;ACT	PROPN
вики	vicki	вик	vicki	V;IPFV;IND;FIN;ACT	PROPN
правительство	gouvernements	правительство	gouvernement	N;INAN;NOM;NEUT;SG	N;MASC;PL
знак	signer	знак	signer	N;INAN;NOM;MASC;SG	V;NFIN
знак	signez	знак	signer	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
слишком	too	слишком	too	ADV	INTJ
поэт	poètes	поэт	poète	N;ANIM;NOM;MASC;SG	N;MASC;PL
революции	revolution	революция	revolution	N;INAN;NOM;FEM;PL	N;FEM;SG
революции	révolution	революция	révolution	N;INAN;NOM;FEM;PL	N;FEM;SG
спб	spb	спб	spb	N;INAN;NOM;FEM;SG	
мало	malo	мало	malo	ADV	PROPN
мало	petit	мало	petit	ADV	ADJ;MASC;SG
мало	petite	мало	petit	ADV	ADJ;FEM;SG
возможности	opportunité	возможность	opportunité	N;INAN;NOM;FEM;PL	N;FEM;SG
ран	plaies	ран	plaie	N;INAN;NOM;FEM;SG	N;FEM;PL
ран	blessures	ран	blessure	N;INAN;NOM;FEM;SG	N;FEM;PL
третий	tiers	третий	tiers	ADJ;NOM;MASC;SG	N;MASC;SG
третий	third	третий	third	ADJ;NOM;MASC;SG	PROPN
третий	troisièmement	третий	troisièmement	ADJ;NOM;MASC;SG	ADV
избран	élues	избрать	élire	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
избран	élus	избрать	élire	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
оставить	congés	оставить	congé	V;PFV;NFIN;ACT	N;MASC;PL
оставить	congé	оставить	congé	V;PFV;NFIN;ACT	N;MASC;SG
начальник	surveillant	начальник	surveillant	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
брат	bro	брат	bro	N;ANIM;NOM;MASC;SG	
брат	frérot	брат	frérot	N;ANIM;NOM;MASC;SG	PROPN
брат	bhai	брат	bhai	N;ANIM;NOM;MASC;SG	PROPN
могу	peuvent	мочь	pouvoir	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
могу	pouvez	мочь	pouvoir	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
могу	peut	мочь	pouvoir	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
цвета	couleur	цвет	couleur	N;INAN;NOM;MASC;PL	N;FEM;SG
цвета	couleur	цвет	couleur	N;INAN;NOM;MASC;PL	N;FEM;SG
победы	victoire	победа	victoire	N;INAN;NOM;FEM;PL	N;FEM;SG
победы	gagnante	победа	gagnant	N;INAN;NOM;FEM;PL	ADJ;FEM;SG
победы	gagner	победа	gagner	N;INAN;NOM;FEM;PL	V;NFIN
победы	gagnant	победа	gagner	N;INAN;NOM;FEM;PL	V;PRS;V.PTCP
середине	mid	середина	mid	N;INAN;DAT;FEM;SG	
единицы	unité	единица	unité	N;INAN;NOM;FEM;PL	N;FEM;SG
единицы	unite	единица	unite	N;INAN;NOM;FEM;PL	N;FEM;SG
единицы	unit	единица	unir	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
интервью	entrevues	интервью	entrevue	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
интервью	entretiens	интервью	entretien	N;INAN;NOM;NEUT;SG	N;MASC;PL
интервью	entrevues	интервью	entrevue	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
интервью	interviews	интервью	interview	N;INAN;NOM;NEUT;SG	N;FEM;PL
путь	way	путь	way	N;INAN;NOM;MASC;SG	V
новое	nouvelles	новый	nouveau	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
новое	nouveaux	новый	nouveau	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
новое	nouveautés	новый	nouveauté	ADJ;NOM;NEUT;SG	N;FEM;PL
шоу	shaw	шоу	shaw	N;INAN;NOM;NEUT;SG	PROPN
шоу	afficher	шоу	afficher	N;INAN;NOM;NEUT;SG	V;NFIN
шоу	montre	шоу	montrer	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
шоу	montrer	шоу	montrer	N;INAN;NOM;NEUT;SG	V;NFIN
темп	pace	темп	pace	N;INAN;NOM;MASC;SG	PROPN
служил	servis	служить	servir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
служил	servies	служить	servir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
служил	desservis	служить	desservir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
красного	rouges	красный	rouge	ADJ;GEN;MASC;SG	ADJ;MASC;PL
никогда	never	никогда	never	ADV	PROPN
изменения	modifier	изменение	modifier	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	changer	изменение	changer	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	changement	изменение	changement	N;INAN;NOM;NEUT;PL	N;MASC;SG
перевод	traductions	перевод	traduction	N;INAN;NOM;MASC;SG	N;FEM;PL
прежде	avant	прежде	avant	ADV	ADP
играл	joués	играть	jouer	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
играл	jouées	играть	joué	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
расстояние	distances	расстояние	distance	N;INAN;NOM;NEUT;SG	N;FEM;PL
век	paupières	век	paupier	N;INAN;NOM;MASC;SG	N;FEM;PL
сети	reseau	сеть	reseau	N;INAN;NOM;FEM;PL	N;MASC;SG
сети	réseau	сеть	réseau	N;INAN;NOM;FEM;PL	N;MASC;SG
епархии	diocèse	епархия	diocèse	N;INAN;NOM;FEM;PL	N;MASC;SG
гитара	guitares	гитар	guitare	N;ANIM;NOM;MASC;SG	N;FEM;PL
гражданство	nationalités	гражданство	nationalité	N;INAN;NOM;NEUT;SG	N;FEM;PL
считаю	comptage	считать	comptage	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
считаю	décompte	считать	décompter	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
вице	mœurs	вице	mœur	N;ANIM;NOM;MASC;SG	N;FEM;PL
научный	scientifiques	научный	scientifique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
назад	arriéré	назад	arriéré	ADV	V;MASC;SG;PST;V.PTCP
назад	reculer	назад	reculer	ADV	V;NFIN
назад	dos	назад	dos	ADV	N;MASC;SG
назад	arrière	назад	arrière	ADV	N;MASC;SG
назад	retour	назад	retour	ADV	N;MASC;SG
назад	revenir	назад	revenir	ADV	V;NFIN
военных	armée	военный	armée	N;ANIM;GEN;MASC;PL	N;FEM;SG
военных	militaire	военный	militaire	N;ANIM;GEN;MASC;PL	ADJ;MASC;SG
военных	militaires	военный	militaire	N;ANIM;GEN;MASC;PL	ADJ;MASC;PL
америки	amérique	америка	amérique	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
америки	amériques	америка	amérique	N;INAN;NOM;FEM;PL	ADJ;MASC;PL
границы	bordure	граница	bordure	N;INAN;NOM;FEM;PL	N;FEM;SG
границы	frontière	граница	frontière	N;INAN;NOM;FEM;PL	N;FEM;SG
границы	frontalier	граница	frontalier	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
границы	border	граница	border	N;INAN;NOM;FEM;PL	N;MASC;SG
границы	bordure	граница	bordure	N;INAN;NOM;FEM;PL	N;FEM;SG
учился	étudiées	учиться	étudier	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;FEM;PL;PST;V.PTCP
учился	étudiés	учиться	étudier	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;MASC;PL;PST;V.PTCP
процесс	procédé	процесс	procéder	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
удалена	supprimés	удалить	supprimer	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
удалена	supprimées	удалить	supprimer	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
удалена	supprimés	удалить	supprimer	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
скорость	vitesses	скорость	vitesse	N;INAN;NOM;FEM;SG	N;FEM;PL
похоронен	enterrés	хоронить	enterrer	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
музыка	musiques	музыка	musique	N;INAN;NOM;FEM;SG	N;FEM;PL
православной	orthodoxie	православный	orthodoxie	ADJ;INS;FEM;SG	N;FEM;SG
православной	orthodoxes	православный	orthodoxe	ADJ;INS;FEM;SG	ADJ;MASC;PL
текста	textes	текст	texte	N;INAN;GEN;MASC;SG	N;MASC;PL
факультет	professeurs	факультет	professeur	N;INAN;NOM;MASC;SG	N;MASC;PL
политики	politiques	политика	politique	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
политики	politique	политика	politique	N;ANIM;NOM;MASC;PL	ADJ;MASC;SG
политики	politiciens	политика	politicien	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
пик	peek	пик	peek	N;INAN;NOM;MASC;SG	
создан	crées	создать	créer	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
создан	créés	создать	créer	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
любой	quiconque	любой	quiconque	DET;NOM;MASC;SG	PRO
память	souvenir	память	souvenir	N;INAN;NOM;FEM;SG	V;NFIN
память	souvenirs	память	souvenir	N;INAN;NOM;FEM;SG	N;MASC;PL
национальная	nationaux	национальный	national	ADJ;NOM;FEM;SG	ADJ;MASC;PL
национальная	nationales	национальный	national	ADJ;NOM;FEM;SG	ADJ;FEM;PL
пост	publier	пост	publier	N;INAN;NOM;MASC;SG	V;NFIN
карл	karl	карл	karl	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
карл	carl	карл	carl	PROPN;ANIM;NOM;MASC;SG	PROPN
край	edge	край	edge	N;INAN;NOM;MASC;SG	PROPN
тела	organisme	тело	organisme	N;INAN;NOM;NEUT;PL	N;MASC;SG
тела	carrosserie	тело	carrosserie	N;INAN;NOM;NEUT;PL	N;FEM;SG
тела	organe	тело	organe	N;INAN;NOM;NEUT;PL	N;MASC;SG
тела	corps	тело	corps	N;INAN;NOM;NEUT;PL	N;MASC;SG
вида	vida	вид	vida	N;INAN;GEN;MASC;SG	PROPN
польши	polonaise	польша	polonais	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
польши	polonaises	польша	polonais	N;INAN;NOM;FEM;SG	ADJ;FEM;PL
польши	polonais	польша	polonais	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
вероятно	probable	вероятно	probable	ADV	ADJ;MASC;SG
виды	espèce	вид	espèce	N;INAN;NOM;MASC;PL	N;FEM;SG
исследований	recherche	исследование	recherche	N;INAN;GEN;NEUT;PL	N;FEM;SG
начиная	démarrage	начинать	démarrage	V;IPFV;PRS;V.CVB;ACT	N;MASC;SG
номинации	nomination	номинация	nomination	N;INAN;NOM;FEM;PL	N;FEM;SG
пожалуйста	veuillez	пожалуйста	vouloir	ADV	V;IMP;PL;2;PRS;FIN
пожалуйста	please	пожалуйста	please	ADV	INTJ
пожалуйста	svp	пожалуйста	svp	ADV	INTJ
петрович	petrovich	петрович	petrovich	N;ANIM;NOM;MASC;SG	PROPN
международный	internationaux	международный	international	ADJ;NOM;MASC;SG	ADJ;MASC;PL
называется	appelée	называться	appeler	V;IPFV;IND;SG;3;PRS;FIN;MID	V;FEM;SG;PST;V.PTCP
называется	appelé	называться	appeler	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;PST;V.PTCP
называется	appelés	называться	appeler	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;PL;PST;V.PTCP
происхождения	origines	происхождение	origine	N;INAN;NOM;NEUT;SG	N;FEM;PL
происхождения	origines	происхождение	origine	N;INAN;NOM;NEUT;SG	N;FEM;PL
сами	sami	сам	sami	ADJ;NOM;PL	PROPN
сами	same	сам	same	ADJ;NOM;PL	PROPN
минимальная	minimales	минимальный	minimal	ADJ;NOM;FEM;SG	ADJ;FEM;PL
минимальная	minimums	минимальный	minimum	ADJ;NOM;FEM;SG	ADJ;MASC;PL
минимальная	minimes	минимальный	minime	ADJ;NOM;FEM;SG	ADJ;MASC;PL
взгляд	stare	взгляд	stare	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
памяти	souvenir	память	souvenir	N;INAN;GEN;FEM;SG	V;NFIN
памяти	souvenirs	память	souvenir	N;INAN;GEN;FEM;SG	N;MASC;PL
нарушение	violer	нарушение	violer	N;INAN;NOM;NEUT;SG	V;NFIN
нарушение	violant	нарушение	violant	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
куда	oú	куда	oú	ADV	CONJ
куда	où	куда	où	ADV	PRO
сделал	did	делать	did	V;PFV;MASC;IND;SG;PST;FIN;ACT	
сделал	fabriqués	делать	fabriquer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
анатолий	anatoliy	анатолий	anatoliy	N;ANIM;NOM;MASC;SG	PROPN
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	PROPN
анатолий	anatoly	анатолий	anatoly	N;ANIM;NOM;MASC;SG	PROPN
профиль	profils	профиль	profil	N;INAN;NOM;MASC;SG	N;MASC;PL
администрации	administrations	администрация	administration	N;INAN;NOM;FEM;SG	N;FEM;PL
средний	middle	средний	middle	ADJ;NOM;MASC;SG	PROPN
средний	milieu	средний	milieu	ADJ;NOM;MASC;SG	N;MASC;SG
средний	moyennes	средний	moyen	ADJ;NOM;MASC;SG	ADJ;FEM;PL
средний	moyenne	средний	moyenne	ADJ;NOM;MASC;SG	N;FEM;SG
средний	moyennes	средний	moyen	ADJ;NOM;MASC;SG	ADJ;FEM;PL
средний	médium	средний	médium	ADJ;NOM;MASC;SG	N;MASC;SG
средний	moyenne	средний	moyenne	ADJ;NOM;MASC;SG	N;FEM;SG
средний	milieu	средний	milieu	ADJ;NOM;MASC;SG	N;MASC;SG
факты	faits	факт	faire	N;INAN;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
уровень	niveaux	уровень	niveau	N;INAN;NOM;MASC;SG	N;MASC;PL
русская	russes	русский	russe	ADJ;NOM;FEM;SG	ADJ;MASC;PL
игрок	joueurs	игрок	joueur	N;ANIM;NOM;MASC;SG	N;MASC;PL
игорь	igor	игорь	igor	N;ANIM;NOM;MASC;SG	PROPN
оба	both	оба	both	NUM;NOM;MASC	PROPN
средства	fonds	средства	fonds	N;INAN;NOM;NEUT;PL	N;MASC;SG
украина	ukraine	украина	ukrainer	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
материалы	contenu	материал	contenir	N;INAN;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
материалы	contenus	материал	contenu	N;INAN;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
материалы	matériel	материал	matériel	N;INAN;NOM;MASC;PL	N;MASC;SG
материалы	matériau	материал	matériau	N;INAN;NOM;MASC;PL	N;MASC;SG
сегодня	tonight	сегодня	tonight	ADV	N;SG
сегодня	hui	сегодня	hui	ADV	
сегодня	aujourdhui	сегодня	aujourdhui	ADV	PROPN
солдат	soldats	солдат	soldat	N;ANIM;NOM;MASC;SG	N;MASC;PL
научная	scientifiques	научный	scientifique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
советская	soviet	советский	soviet	ADJ;NOM;FEM;SG	N;MASC;SG
советская	soviétiques	советский	soviétique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
власть	pouvoir	власть	pouvoir	N;INAN;NOM;FEM;SG	V;NFIN
славы	célébrité	слава	célébrité	N;INAN;NOM;FEM;PL	N;FEM;SG
славы	renommée	слава	renommer	N;INAN;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
славы	gloire	слава	gloire	N;INAN;NOM;FEM;PL	N;FEM;SG
славы	fame	слава	fame	N;INAN;NOM;FEM;PL	N;MASC;SG
анна	anna	анна	anna	N;ANIM;NOM;FEM;SG	PROPN
разные	différente	разный	différent	ADJ;NOM;PL	ADJ;FEM;SG
разные	différent	разный	différent	ADJ;NOM;PL	ADJ;MASC;SG
умершие	décédée	умереть	décéder	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
умершие	défunt	умереть	défunt	V;PFV;NOM;PL;PST;V.PTCP;ACT	ADJ;MASC;SG
умершие	décédé	умереть	décéder	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
умершие	décès	умереть	décès	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;MASC;SG
месяцев	mois	месяц	mois	N;INAN;GEN;MASC;PL	N;MASC;SG
растений	végétal	растение	végétal	N;INAN;GEN;NEUT;PL	ADJ;MASC;SG
растений	usine	растение	usine	N;INAN;GEN;NEUT;PL	N;FEM;SG
растений	plante	растение	plante	N;INAN;GEN;NEUT;PL	N;FEM;SG
слева	gauche	слева	gauche	ADV	ADJ;MASC;SG
вокал	vocaux	вокал	vocaux	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
вокал	vocale	вокал	vocal	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
вокал	vocal	вокал	vocal	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
комиссии	commission	комиссия	commission	N;INAN;NOM;FEM;PL	N;FEM;SG
монастырь	monastères	монастырь	monastère	N;INAN;NOM;MASC;SG	N;MASC;PL
принято	prises	принять	prendre	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
принято	taken	принять	taken	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;SG
принято	acceptées	принять	accepter	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
принято	acceptés	принять	accepter	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
принято	adoptées	принять	adopter	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
принято	adoptés	принять	adopter	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
газеты	journal	газета	journal	N;INAN;NOM;FEM;PL	N;MASC;SG
газеты	quotidiens	газета	quotidien	N;INAN;NOM;FEM;PL	ADJ;MASC;PL
переулок	lane	переулок	lane	N;INAN;NOM;MASC;SG	PROPN
переулок	alley	переулок	alley	N;INAN;NOM;MASC;SG	PROPN
переулок	allée	переулок	aller	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
написано	écrites	писать	écrire	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
написано	écrits	писать	écrit	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
начали	commencé	начать	commencer	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
начали	démarré	начать	démarrer	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
начали	commencée	начать	commencer	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
скончался	décédés	скончаться	décéder	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;PL;PST;V.PTCP
скончался	défunt	скончаться	défunt	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;MASC;SG
упоминается	mentions	упоминать	mention	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
собор	cathédrales	собор	cathédrale	N;INAN;NOM;MASC;SG	N;FEM;PL
итоги	aboutissement	итог	aboutissement	N;INAN;NOM;MASC;PL	N;MASC;SG
карьеры	carrière	карьера	carrière	N;INAN;NOM;FEM;PL	N;FEM;SG
карьеры	carrière	карьера	carrière	N;INAN;NOM;FEM;PL	N;FEM;SG
константин	constantin	константин	constantin	N;ANIM;NOM;MASC;SG	PROPN
константин	constantin	константин	constantin	N;ANIM;NOM;MASC;SG	PROPN
константин	constantine	константин	constantin	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
константин	constantin	константин	constantin	N;ANIM;NOM;MASC;SG	PROPN
константин	konstantin	константин	konstantin	N;ANIM;NOM;MASC;SG	PROPN
основных	major	основной	major	ADJ;GEN;PL	N;MASC;SG
основных	commandant	основной	commandant	ADJ;GEN;PL	N;MASC;SG
основных	majeur	основной	majeur	ADJ;GEN;PL	ADJ;MASC;SG
основных	principal	основной	principal	ADJ;GEN;PL	ADJ;MASC;SG
основных	main	основной	main	ADJ;GEN;PL	N;FEM;SG
основных	principale	основной	principal	ADJ;GEN;PL	ADJ;FEM;SG
морской	marin	морской	marin	ADJ;NOM;MASC;SG	N;MASC;SG
морской	marins	морской	marin	ADJ;NOM;MASC;SG	N;MASC;PL
морской	marine	морской	marine	ADJ;NOM;MASC;SG	N;FEM;SG
морской	maritimes	морской	maritime	ADJ;NOM;MASC;SG	ADJ;MASC;PL
германия	allemagne	германий	allemagne	N;INAN;NOM;NEUT;SG	PROPN
восток	orientale	восток	oriental	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
восток	est	восток	être	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
помощь	aidez	помощь	aider	N;INAN;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
помощь	aider	помощь	aider	N;INAN;NOM;FEM;SG	V;NFIN
постоянно	constante	постоянно	constant	ADV	ADJ;FEM;SG
постоянно	constantes	постоянно	constante	ADV	ADJ;FEM;PL
постоянно	constant	постоянно	constant	ADV	ADJ;MASC;SG
постоянно	constants	постоянно	constant	ADV	ADJ;MASC;PL
стороне	latéraux	сторона	latéral	N;INAN;DAT;FEM;SG	ADJ;MASC;PL
стороне	latérale	сторона	latéral	N;INAN;DAT;FEM;SG	ADJ;FEM;SG
передачи	transmission	передача	transmission	N;INAN;NOM;FEM;PL	N;FEM;SG
передачи	transfert	передача	transfert	N;INAN;NOM;FEM;PL	N;MASC;SG
зависимости	dépendance	зависимость	dépendance	N;INAN;NOM;FEM;PL	N;FEM;SG
