organe	elin	organ	elin	N;INDF;FEM;PL	N;NOM;SG
baltice	itämeren	baltic	itä#meri	ADJ;INDF;FEM;PL	N;GEN;SG
mustafa	mustafa	mustafa	mustafa	PROPN	N;NOM;SG
ardere	polttaminen	ardere	polttaminen	N;INDF;FEM;SG	N;NOM;SG
ardere	palamisen	ardere	palaminen	N;INDF;FEM;SG	N;GEN;SG
ardere	poltto	ardere	poltto	N;INDF;FEM;SG	N;NOM;SG
ardere	polttaminen	ardere	polttaminen	N;INDF;FEM;SG	N;NOM;SG
ardere	palava	ardere	palava	N;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
ardere	poltetaan	ardere	polttaa	N;INDF;FEM;SG	V;IND;PRS;FIN;PASS
ardere	polttaa	ardere	polttaa	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
cost	kustannukset	cost	kustannus	N;INDF;MASC;SG	N;NOM;PL
cost	maksaa	cost	maksaa	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
cost	kulut	cost	kulu	N;INDF;MASC;SG	N;NOM;PL
modifica	muokkaa	modifica	muokka	V;IND;SG;3;IPFV;FIN	N;NOM;SG
intoarcere	palaa	intoarcere	palata	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
intoarcere	paluu	intoarcere	paluu	N;INDF;FEM;SG	N;NOM;SG
intoarcere	palautus	intoarcere	palautus	N;INDF;FEM;SG	N;NOM;SG
intoarcere	palauta	intoarcere	palauttaa	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
intoarcere	palata	intoarcere	palata	N;INDF;FEM;SG	V;SG;NFIN;ACT
cercetatorii	tutkijoita	cercetatoriu	tutkija	N;DEF;MASC;PL	N;PRT;PL
cercetatorii	tutkijoiden	cercetatoriu	tutkija	N;DEF;MASC;PL	N;GEN;PL
cercetatorii	tutkijat	cercetatoriu	tutkija	N;DEF;MASC;PL	N;NOM;PL
pestera	luola	pestera	luola	N;DEF;FEM;SG	N;NOM;SG
pestera	luola	pestera	luola	N;DEF;FEM;SG	N;NOM;SG
pestera	luola	pestera	luola	N;DEF;FEM;SG	N;NOM;SG
pestera	luola	pestera	luola	N;DEF;FEM;SG	N;NOM;SG
gay	homoja	gay	homo	N;INDF;MASC;SG	N;PRT;PL
gay	homot	gay	homo	N;INDF;MASC;SG	N;NOM;PL
gay	homoja	gay	homo	N;INDF;MASC;SG	N;PRT;PL
creta	kreeta	creta	kreeta	N;DEF;FEM;SG	N;NOM;SG
creta	liitu	creta	liittu	N;DEF;FEM;SG	N;NOM;SG
creta	liitu	creta	liittu	N;DEF;FEM;SG	N;NOM;SG
creta	kreeta	creta	kreeta	N;DEF;FEM;SG	N;NOM;SG
ming	ming	ming	ming	PROPN	N;NOM;SG
montgomery	montgomery	montgomery	montgomery	PROPN	N;NOM;SG
egiptean	egypti	egiptean	egypti	ADJ;INDF;MASC;SG	N;NOM;SG
egiptean	egyptiläiset	egiptean	egyptiläinen	ADJ;INDF;MASC;SG	N;NOM;PL
egiptean	egyptin	egiptean	egypti	ADJ;INDF;MASC;SG	N;GEN;SG
variabile	muuttujaa	variabilă	muuttuja	N;INDF;FEM;PL	N;PRT;SG
variabile	vaihteleva	variabilă	vaihdella	N;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
variabile	muuttuja	variabilă	muuttuja	N;INDF;FEM;PL	N;NOM;SG
variabile	muuttujan	variabilă	muuttuja	N;INDF;FEM;PL	N;GEN;SG
variabile	muuttuva	variabilă	muuttua	N;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
mediterana	välimeri	mediteran	väli#meri	N;DEF;FEM;SG	N;NOM;SG
mediterana	välimeren	mediteran	väli#meri	N;DEF;FEM;SG	PROPN;GEN;SG
mediterana	välimeri	mediteran	väli#meri	N;DEF;FEM;SG	N;NOM;SG
mediterana	välimeren	mediteran	väli#meri	N;DEF;FEM;SG	PROPN;GEN;SG
metale	metalli	metal	metalli	N;INDF;FEM;PL	N;NOM;SG
metale	metal	metal	metal	N;INDF;FEM;PL	
metale	metallia	metal	metalli	N;INDF;FEM;PL	N;PRT;SG
metale	metallinen	metal	metallinen	N;INDF;FEM;PL	ADJ;NOM;SG
bush	bushin	bush	bush	PROPN	N;GEN;SG
bush	bush	bush	bush	PROPN	PROPN;NOM;SG
standardele	standardit	standard	standardi	N;DEF;FEM;PL	N;NOM;PL
standardele	standardeja	standard	standardi	N;DEF;FEM;PL	N;PRT;PL
standardele	standardien	standard	standardi	N;DEF;FEM;PL	N;GEN;PL
standardele	normit	standard	normi	N;DEF;FEM;PL	N;NOM;PL
daneza	tanskan	daneza	tanska	ADJ;DEF;FEM;SG	N;GEN;SG
daneza	tanska	daneza	tanska	ADJ;DEF;FEM;SG	PROPN;NOM;SG
daneza	tanskalainen	daneza	tanskalainen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
verticala	pystysuuntainen	verticală	pystysuuntainen	N;DEF;FEM;SG	ADJ;NOM;SG
renunta	peru	renunta	perua	V;IND;SG;3;IPFV;FIN	INTJ
mitchell	mitchellin	mitchell	mitchellä	PROPN	PROPN;GEN;SG
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;NOM;SG
notat	merkille	nota	merkki	ADJ;INDF;MASC;SG	N;AT+ALL;SG
notat	huomioitu	nota	huomioida	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
strategica	strateginen	strategica	strateginen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
strategica	strategiset	strategica	strateginen	ADJ;DEF;FEM;SG	ADJ;NOM;PL
cambodgia	kambodžan	cambodgie	kambodža	PROPN	N;GEN;SG
cambodgia	kambodžan	cambodgie	kambodža	PROPN	N;GEN;SG
pablo	pablo	pablo	pablo	PROPN	PROPN;NOM;SG
morris	morris	morri	morris	PROPN	PROPN;NOM;SG
lent	hidas	lent	hidas	ADV	ADJ;NOM;SG
lent	hidasta	lent	hidas	ADV	ADJ;PRT;SG
academice	akateemisen	academic	akateeminen	ADJ;INDF;FEM;PL	ADJ;GEN;SG
academice	akateeminen	academic	akateeminen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
ice	jää	ice	jäädä		V;IND;SG;3;PRS;FIN;ACT
ice	jäitä	ice	jää		N;PRT;PL
ice	jäät	ice	jää		N;NOM;PL
ice	jäätä	ice	jää		N;PRT;SG
kate	kati	kate	kati		PROPN;NOM;SG
kate	kate	kate	kate		PROPN;NOM;SG
aurora	aurora	aurora	aurora	N;DEF;FEM;SG	N;NOM;SG
maría	maría	marga	maría	PROPN	
oregon	oregonin	oregon	oregon	PROPN	N;GEN;SG
afectate	vaikuttanut	afectat	vaikuttaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
afectate	vaikutti	afectat	vaikuttaa	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN;ACT
structurile	rakenteita	structură	rakenne	N;DEF;FEM;PL	N;PRT;PL
structurile	rakenteet	structură	rakenne	N;DEF;FEM;PL	N;NOM;PL
structurile	rakenteiden	structură	rakenne	N;DEF;FEM;PL	N;GEN;PL
urias	jättiläinen	urias	jättiläinen	ADJ;INDF;MASC;SG	N;NOM;SG
alma	alma	alm	alma	PROPN	PROPN;NOM;SG
kentucky	kentucky	kentucky	kentucky	PROPN	
marfuri	lastia	marfă	lasti	N;INDF;FEM;PL	N;PRT;SG
marfuri	lastin	marfă	lasti	N;INDF;FEM;PL	N;GEN;SG
marfuri	lasti	marfă	lasti	N;INDF;FEM;PL	N;NOM;SG
marfuri	rahti	marfă	rahti	N;INDF;FEM;PL	N;NOM;SG
marfuri	rahtia	marfă	rahti	N;INDF;FEM;PL	N;PRT;SG
marfuri	tavara	marfă	tavara	N;INDF;FEM;PL	N;NOM;SG
marfuri	tavaran	marfă	tavara	N;INDF;FEM;PL	N;GEN;SG
marfuri	tavara	marfă	tavara	N;INDF;FEM;PL	N;NOM;SG
marfuri	tavaran	marfă	tavara	N;INDF;FEM;PL	N;GEN;SG
belle	belle	belle	belle	N;INDF;MASC;SG	INTJ
grau	vehnä	grau	vehnä		N;NOM;SG
grau	vehnää	grau	vehnä		N;PRT;SG
grau	vehnä	grau	vehnä		N;NOM;SG
grau	vehnää	grau	vehnä		N;PRT;SG
cuantica	quantum	cuantică	quantum	N;DEF;FEM;SG	N;NOM;SG
vazute	nähnyt	vazut	nähdä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
vazute	nähty	vazut	nähdä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
vazute	nähneet	vazut	nähdä	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;ACT
vazute	tarkasteltu	vazut	tarkastella	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
vazute	katsottu	vazut	katsoa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
vazute	tarkastellut	vazut	tarkastella	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
walt	walt	walt	walt	PROPN	PROPN;NOM;SG
dublin	dublinissa	dublin	dublin	PROPN	N;IN+ESS;SG
dublin	dublinin	dublin	dublin	PROPN	N;GEN;SG
dublin	dublin	dublin	dublin	PROPN	
ball	pallo	ball	pallo	PROPN	N;NOM;SG
ball	pallon	ball	pallo	PROPN	N;GEN;SG
ball	kuula	ball	kuula	PROPN	N;NOM;SG
ball	tanssiaiset	ball	tanssiainen	PROPN	N;NOM;PL
rusesc	venäjän	rusesc	venäjä	ADV	N;GEN;SG
rusesc	venäjää	rusesc	venäjä	ADV	N;PRT;SG
rusesc	venäläiset	rusesc	venäläinen	ADV	N;NOM;PL
rusesc	venäjä	rusesc	venäjä	ADV	PROPN;NOM;SG
rusesc	venäläinen	rusesc	venäläinen	ADV	ADJ;NOM;SG
padova	padova	padova	padova	PROPN	
echivalentul	vastaavat	echivalent	vastata	N;DEF;MASC;SG	V;PL;3;FIN;ACT
echivalentul	vastine	echivalent	vastine	N;DEF;MASC;SG	N;NOM;SG
echivalentul	vastaava	echivalent	vastata	N;DEF;MASC;SG	V;NOM;SG;V.PTCP;ACT
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	
participantii	osallistujia	participant	osallistuja	N;DEF;MASC;PL	N;PRT;PL
participantii	osanottajat	participant	osanottaja	N;DEF;MASC;PL	N;NOM;PL
participantii	osallistujien	participant	osallistuja	N;DEF;MASC;PL	N;GEN;PL
participantii	osallistujat	participant	osallistuja	N;DEF;MASC;PL	N;NOM;PL
morminte	graves	mormânt	graves	N;INDF;FEM;PL	PROPN;NOM;SG
potentialul	potentiaali	potential	potentiaali	N;DEF;MASC;SG	N;NOM;SG
potentialul	mahdollinen	potential	mahdollinen	N;DEF;MASC;SG	ADJ;NOM;SG
potentialul	mahdolliset	potential	mahdollinen	N;DEF;MASC;SG	ADJ;NOM;PL
potentialul	potentiaaliset	potential	potentiaalinen	N;DEF;MASC;SG	ADJ;NOM;PL
potentialul	potentiaalinen	potential	potentiaalinen	N;DEF;MASC;SG	ADJ;NOM;SG
exacta	tarkka	exacta	tarkka	ADJ;DEF;FEM;SG	ADJ;NOM;SG
exacta	tarkat	exacta	tarkka	ADJ;DEF;FEM;SG	ADJ;NOM;PL
exacta	tarkka	exacta	tarkka	ADJ;DEF;FEM;SG	ADJ;NOM;SG
exacta	tarkat	exacta	tarkka	ADJ;DEF;FEM;SG	ADJ;NOM;PL
vizibile	näkyvä	vizibil	näkyä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
vizibile	näkyvissä	vizibil	näkyä	ADJ;INDF;FEM;PL	V;IN+ESS;PL;V.PTCP;ACT
vizibile	näkyy	vizibil	näkyä	ADJ;INDF;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
vizibile	näkyvät	vizibil	näkyä	ADJ;INDF;FEM;PL	V;IND;PL;3;PRS;FIN;ACT
uss	uss	uss	uss	PROPN	N;NOM;SG
srl	llc	srl	llc		PROPN;NOM;SG
srl	srl	srl	srl		N;NOM;SG
srl	oy	srl	oy		N;NOM;SG
srl	ltd	srl	ltd		PROPN;NOM;SG
impiedicat	estettiin	impiedica	estää	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
materia	väliä	materie	väli	N;DEF;FEM;SG	N;PRT;SG
persia	persia	persie	persia	N;DEF;FEM;SG	N;NOM;SG
christina	christina	christina	christina	N;DEF;FEM;SG	N;NOM;SG
arhipelagul	saariston	arhipelag	saaristo	N;DEF;MASC;SG	N;GEN;SG
datorat	velkaa	datorat	velka	ADJ;INDF;MASC;SG	N;PRT;SG
update	päivittää	upda	päivittää	N;INDF;FEM;PL	V;SG;NFIN;ACT
update	päivitä	upda	päivä	N;INDF;FEM;PL	V;IMP;SG;2;FIN;ACT
update	päivitys	upda	päivitys	N;INDF;FEM;PL	N;NOM;SG
executa	toteuta	executa	toteuttaa	V;IND;SG;3;IPFV;FIN	V;IMP;SG;2;FIN;ACT
executa	suorita	executa	suorittaa	V;IND;SG;3;IPFV;FIN	V;IMP;SG;2;FIN;ACT
executa	teloittaa	executa	teloittaa	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN;ACT
ecuador	ecuadorin	ecuador	ecuadori	PROPN	N;GEN;SG
bull	bull	bull	bull	N;INDF;MASC;SG	
kenya	kenian	kenya	kenia	PROPN	N;GEN;SG
ingropat	haudattu	ingropa	haudata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
ingropat	haudattuna	ingropa	haudata	ADJ;INDF;MASC;SG	V;FRML;SG;V.PTCP;PASS
ingropat	haudattiin	ingropa	haudata	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
ingropat	haudattu	ingropa	haudata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
ingropat	haudattuna	ingropa	haudata	ADJ;INDF;MASC;SG	V;FRML;SG;V.PTCP;PASS
ingropat	haudattiin	ingropa	haudata	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
biblie	raamattua	biblie	raamata	N;INDF;FEM;SG	V;PRT;SG;V.PTCP;PASS
biblie	raamattu	biblie	raamata	N;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
biblie	raamatun	biblie	raamattu	N;INDF;FEM;SG	N;GEN;SG
fabricat	valmistettu	fabrica	valmistaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
fabricat	valmistetut	fabrica	valmistaa	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
fabricat	tekaistu	fabrica	tekaista	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
durere	kipu	durere	kipu	N;INDF;FEM;SG	N;NOM;SG
durere	kipua	durere	kipu	N;INDF;FEM;SG	N;PRT;SG
durere	tuska	durere	tuska	N;INDF;FEM;SG	N;NOM;SG
durere	tuskaa	durere	tuska	N;INDF;FEM;SG	N;PRT;SG
intalniri	tapailla	intalnire	tapailla	N;INDF;FEM;PL	V;SG;NFIN;ACT
recomandat	suositeltava	recomandat	suositeltava	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
recomandat	suositus	recomandat	suositus	ADJ;INDF;MASC;SG	N;NOM;SG
recomandat	suositellaan	recomandat	suositella	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
recomandat	suositellut	recomandat	suositella	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;ACT
recomandat	suositeltu	recomandat	suositella	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
lucrand	töissä	lucrand	työ	N;INDF;MASC;SG	N;IN+ESS;PL
taiwan	taiwanin	taiwan	taiwan	PROPN	N;GEN;SG
taiwan	taiwan	taiwan	taiwa	PROPN	N;NOM;SG
taiwan	taiwanissa	taiwan	taiwan	PROPN	N;IN+ESS;SG
dramatica	dramaattinen	dramatică	dramaattinen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
dramatica	dramaattista	dramatică	dramaattinen	ADJ;DEF;FEM;SG	ADJ;PRT;SG
populata	asutuilla	populat	asuttu	ADJ;DEF;FEM;SG	N;AT+ESS
;PL
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	N;NOM;SG
tereza	theresa	tereza	theresa	N;DEF;FEM;SG	N;NOM;SG
semnata	allekirjoitus	semnată	allekirjoida	N;DEF;FEM;SG	N;NOM;SG
semnata	allekirjoittanut	semnată	allekirjoittaa	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
semnata	allekirjoitettu	semnată	allekirjoittaa	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	N;NOM;SG
stelele	tähdet	stea	tähti	N;DEF;FEM;PL	N;NOM;PL
stelele	tähtien	stea	tähtien	N;DEF;FEM;PL	N;GEN;PL
stelele	tähtiä	stea	tähti	N;DEF;FEM;PL	N;PRT;PL
stelele	tähteä	stea	tähteä	N;DEF;FEM;PL	N;PRT;SG
emisa	annettu	emis	antaa	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
emisa	myönnetyt	emis	myöntää	ADJ;DEF;FEM;SG	V;NOM;PL;V.PTCP;PASS
emisa	annetut	emis	antaa	ADJ;DEF;FEM;SG	V;NOM;PL;V.PTCP;PASS
emisa	myönnetty	emis	myöntää	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
sovieticii	neuvostoliitto	sovietică	neuvosto#liitto	N;DEF;MASC;PL	N;NOM;SG
haga	haagin	hagă	haagi	PROPN	N;GEN;SG
animat	animoitu	anima	animoitu	ADJ;INDF;MASC;SG	N;NOM;SG
ceas	katso	ceas	katsoa	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
democratie	demokratia	democratie	demokratia	N;INDF;FEM;SG	N;NOM;SG
democratie	demokratiaa	democratie	demokratia	N;INDF;FEM;SG	N;PRT;SG
democratie	demokratian	democratie	demokratia	N;INDF;FEM;SG	N;GEN;SG
democratie	demokratia	democratie	demokratia	N;INDF;FEM;SG	N;NOM;SG
democratie	demokratiaa	democratie	demokratia	N;INDF;FEM;SG	N;PRT;SG
democratie	demokratian	democratie	demokratia	N;INDF;FEM;SG	N;GEN;SG
expune	paljasta	expune	paljas	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
fantastica	fantastinen	fantastică	fantastinen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
cerintele	vaatimuksia	cerint	vaatimus	N;DEF;FEM;PL	N;PRT;PL
cerintele	vaatimukset	cerint	vaatimus	N;DEF;FEM;PL	N;NOM;PL
occidentali	länsimaalaiset	occidental	länsi#maalainen	ADJ;INDF;MASC;PL	N;NOM;PL
amenintare	uhkaus	amenintare	uhkaus	N;INDF;FEM;SG	N;NOM;SG
amenintare	uhkaa	amenintare	uhata	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
amenintare	uhka	amenintare	uhka	N;INDF;FEM;SG	N;NOM;SG
amenintare	uhkaus	amenintare	uhkaus	N;INDF;FEM;SG	N;NOM;SG
amenintare	uhkaa	amenintare	uhata	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
amenintare	uhka	amenintare	uhka	N;INDF;FEM;SG	N;NOM;SG
bolta	holvi	boltă	holvi	N;DEF;FEM;SG	N;NOM;SG
bolta	holvin	boltă	holvi	N;DEF;FEM;SG	N;GEN;PL
lovituri	potkaisee	lovitură	potkaista	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
lovituri	puhaltaa	lovitură	puhaltaa	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
viziteaza	vierailun	vizitează	vierailu	V;IND;SG;3;IPFV;FIN	N;GEN;SG
viziteaza	vierailu	vizitează	vierailu	V;IND;SG;3;IPFV;FIN	N;NOM;SG
viziteaza	käy	vizitează	käydä	V;IND;SG;3;IPFV;FIN	V;IMP;SG;2;FIN;ACT
viziteaza	käynti	vizitează	käynti	V;IND;SG;3;IPFV;FIN	N;NOM;SG
vizibil	näkyvä	vizibil	näkyä	ADV	V;NOM;SG;V.PTCP;ACT
vizibil	näkyvissä	vizibil	näkyä	ADV	V;IN+ESS;PL;V.PTCP;ACT
vizibil	näkyy	vizibil	näkyä	ADV	V;IND;SG;3;PRS;FIN;ACT
vizibil	näkyvät	vizibil	näkyä	ADV	V;IND;PL;3;PRS;FIN;ACT
sporturi	urheilua	sport	urheilu	N;INDF;FEM;PL	N;PRT;SG
sporturi	urheilu	sport	urheilu	N;INDF;FEM;PL	N;NOM;SG
observatie	huomautus	observatie	huomautus	N;INDF;FEM;SG	N;NOM;SG
observatie	havainto	observatie	havainto	N;INDF;FEM;SG	N;NOM;SG
observatie	tarkkailu	observatie	tarkkailu	N;INDF;FEM;SG	N;NOM;SG
parker	parker	parker	parker	PROPN	PROPN;NOM;SG
zeilor	jumalat	zeu	jumala	N;DEF;MASC;PL	N;NOM;PL
zeilor	jumalia	zeu	jumala	N;DEF;MASC;PL	N;PRT;PL
liechtenstein	liechtenstein	liechtenstein	liechten	PROPN	N;NOM;SG
liechtenstein	liechtensteinin	liechtenstein	liechtenstinin	PROPN	N;GEN;SG
discovery	löytöjä	discovery	löytö	N;INDF;MASC;SG	N;PRT;PL
gasiti	löydä	gasit	löydä		V;IMP;SG;2;FIN;ACT
gasiti	etsi	gasit	etsiä		V;IMP;SG;2;FIN;ACT
gasiti	etsiä	gasit	etsiä		V;SG;NFIN;ACT
gasiti	löytää	gasit	löytää		V;SG;NFIN;ACT
taiat	leikkaa	taia	leikata	ADJ;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
taiat	leikata	taia	leikata	ADJ;INDF;MASC;SG	V;SG;NFIN;ACT
etajul	kerros	etaj	kerros	N;DEF;MASC;SG	N;NOM;SG
etajul	lattia	etaj	lattia	N;DEF;MASC;SG	N;NOM;SG
chapelle	chapelle	chapellă	chape	N;INDF;FEM;PL	
chapelle	chappelle	chapellă	chappi	N;INDF;FEM;PL	N;AT+ALL;SG
strategie	strategian	strategie	strategia	N;INDF;FEM;SG	N;GEN;SG
strategie	strategia	strategie	strategia	N;INDF;FEM;SG	N;NOM;SG
peisaj	maisemat	peisaj	maisema	N;INDF;MASC;SG	N;NOM;PL
attila	attila	attila	attila	PROPN	N;NOM;SG
experiment	koe	experiment	kokea	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
finalizata	suoritettu	finalizat	suorittaa	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
finalizata	päätökseen	finalizat	päätös	ADJ;DEF;FEM;SG	N;IN+ALL;SG
finalizata	päättynyt	finalizat	päättyä	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
vinci	vinci	vinci	vinci	PROPN	PROPN;NOM;SG
reptile	matelija	reptă	matelija	N;INDF;FEM;PL	N;NOM;SG
convinge	vakuuta	convinge	vakuu	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
sportul	laji	sport	laji	N;DEF;MASC;SG	N;NOM;SG
sportul	sport	sport	sport	N;DEF;MASC;SG	N;NOM;SG
sportul	urheilun	sport	urheilu	N;DEF;MASC;SG	N;GEN;SG
sportul	urheilu	sport	urheilu	N;DEF;MASC;SG	N;NOM;SG
leul	leijona	leu	leijona	N;DEF;MASC;SG	N;NOM;SG
personalul	henkilöstö	personal	henkilöstö	N;DEF;MASC;SG	N;NOM;SG
personalul	henkilöstön	personal	henkilöstö	N;DEF;MASC;SG	N;GEN;SG
personalul	henkilökunta	personal	henkilö#kunta	N;DEF;MASC;SG	N;NOM;SG
personalul	henkilöstö	personal	henkilöstö	N;DEF;MASC;SG	N;NOM;SG
personalul	henkilöstön	personal	henkilöstö	N;DEF;MASC;SG	N;GEN;SG
personalul	henkilökunta	personal	henkilö#kunta	N;DEF;MASC;SG	N;NOM;SG
aron	aron	aron	aro	PROPN	N;NOM;SG
preveni	estä	preveni	estää		V;IMP;SG;2;FIN;ACT
preveni	estettävä	preveni	estää		V;NOM;SG;V.PTCP;PASS
preveni	ehkäistä	preveni	ehkäistä		V;SG;NFIN;ACT
preveni	estää	preveni	estää		V;IND;SG;PRS;FIN;ACT
won	voitin	won	voida	PROPN	V;IND;SG;1;PST;FIN;ACT
won	voitti	won	voittaa	PROPN	V;IND;SG;3;PST;FIN;ACT
won	voittanut	won	voittaa	PROPN	V;NOM;SG;V.PTCP;ACT
integrarea	integraatio	integrare	integraatio	N;DEF;FEM;SG	N;NOM;SG
integrarea	integrointi	integrare	integrointi	N;DEF;FEM;SG	N;NOM;SG
integrarea	yhdentymistä	integrare	yhdentyminen	N;DEF;FEM;SG	N;PRT;SG
integrarea	yhdentyminen	integrare	yhdentyminen	N;DEF;FEM;SG	N;NOM;SG
reci	kylmä	rece	kylmä	ADJ;INDF;PL	ADJ;NOM;SG
reci	kylmää	rece	kylmä	ADJ;INDF;PL	ADJ;PRT;SG
reci	kyl	rece	kyllä	ADJ;INDF;PL	ADV
integrat	integroitu	integrat	integroida	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
integrat	integroidut	integrat	integroida	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
fabricate	valmistettu	fabrica	valmistaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
fabricate	valmistetut	fabrica	valmistaa	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;PASS
fabricate	tekaistu	fabrica	tekaista	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;NOM;SG
vasili	vasili	vasil	vasili	PROPN	N;NOM;SG
aviatie	lentoliikenne	aviatie	lento#liikenne	N;INDF;FEM;SG	N;NOM;SG
aviatie	ilmailu	aviatie	ilmailu	N;INDF;FEM;SG	N;NOM;SG
aviatie	ilmailun	aviatie	ilma#ilu	N;INDF;FEM;SG	N;GEN;SG
spanioli	espanjalaisia	spaniol	espanjalainen	ADJ;INDF;MASC;PL	N;PRT;PL
spanioli	espanjalaiset	spaniol	espanja#lainen	ADJ;INDF;MASC;PL	N;NOM;PL
spanioli	espanjan	spaniol	espanja	ADJ;INDF;MASC;PL	N;GEN;SG
spanioli	espanjalaiset	spaniol	espanja#lainen	ADJ;INDF;MASC;PL	N;NOM;PL
spanioli	espanjalainen	spaniol	espanjalainen	ADJ;INDF;MASC;PL	ADJ;NOM;SG
spanioli	espanja	spaniol	espanja	ADJ;INDF;MASC;PL	N;NOM;SG
spanioli	espanjaa	spaniol	espanja	ADJ;INDF;MASC;PL	N;PRT;SG
heinz	heinz	heinz	heinz	PROPN	PROPN;NOM;SG
petit	petit	petit	peti	N;INDF;MASC;SG	INTJ
thompson	thompson	thompson	thompso	PROPN	PROPN;NOM;SG
thompson	thompsonin	thompson	thompsoni	PROPN	PROPN;GEN;SG
wallace	wallace	wallace	wallace	PROPN	PROPN;NOM;SG
monarh	monarch	monarh	monarch	N;INDF;MASC;SG	
beethoven	beethoven	beethoven	beethon	PROPN	PROPN;NOM;SG
ploaie	sateen	ploaie	sade	N;INDF;FEM;SG	N;GEN;SG
ploaie	sataa	ploaie	sataa	N;INDF;FEM;SG	N;PRT;SG
ploaie	sade	ploaie	sade	N;INDF;FEM;SG	N;NOM;SG
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	
ploaie	sadetta	ploaie	sade	N;INDF;FEM;SG	N;PRT;SG
islamului	islamin	islam	istama	N;DEF;MASC;SG	N;GEN;SG
islamului	islam	islam	islam	N;DEF;MASC;SG	N;NOM;SG
bremen	bremenin	bremen	bremen	PROPN	PROPN;GEN;SG
zagora	zagora	zagoră	zagora	PROPN	N;NOM;SG
