och	si	och	sine	CONJ	
livskraftig	viabile	livskraftig	viabil	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
livskraftig	viabilă	livskraftig	viabil	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
aires	aires	aires	aires	N;NOM;INDF;NEUT;SG	PROPN
vatten	apă	vatten	apă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
vatten	apa	vatten	apă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
vatten	apele	vatten	apă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
vatten	apelor	vatten	apă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
vatten	waters	vatten	waters	N;NOM;INDF;NEUT;SG	PROPN
vatten	ape	vatten	apă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
spelare	player	spel	player	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
spelare	jucator	spel	jucator	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
spelare	jucătorul	spel	jucător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
spelare	jucător	spel	jucător	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
spelare	jucătorii	spel	jucător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
andersson	andersson	andersson	andersson	PROPN;NOM	PROPN
start	începe	star	începe	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
start	pornire	star	pornire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
start	pornire	star	pornire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
true	adevărat	true	adevărat	N;NOM;INDF;NEUT;SG	ADV
true	adevarat	true	adevarat	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
richard	richard	richard	richard	PROPN;NOM	PROPN
berlin	berlin	berlin	berlin	PROPN;NOM	PROPN
berlin	berlinul	berlin	berlin	PROPN;NOM	N;DEF;MASC;SG
studerade	studiată	studera	studiat	V;IND;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
studerade	studiat	studera	studiat	V;IND;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
medlem	membră	medlem	membră	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
medlem	membrul	medlem	membru	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jan	jan	jan	jan	PROPN;NOM	PROPN
liten	mică	liten	mic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
liten	micii	liten	mic	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
liten	mici	liten	mic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
liten	puțin	liten	puțin	ADJ;NOM;INDF;MASC+FEM;SG	ADV
liten	tiny	liten	tiny	ADJ;NOM;INDF;MASC+FEM;SG	N
guatemala	guatemala	guatemal	guatemală	N;NOM;INDF;MASC+FEM;SG	PROPN
version	versiunea	version	versiune	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
version	versiune	version	versiune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
manitoba	manitoba	manitoba	manitoba	PROPN;NOM	N;DEF;FEM;SG
information	informatii	information	informat	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
information	informație	information	informație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
information	informații	information	informație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
information	informaţii	information	informah	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
guyana	guyana	guyan	guyană	PROPN;NOM	PROPN
stränder	plajele	strand	plajă	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
love	iubire	love	iubire	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
love	iubesc	love	iubi	N;NOM;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
love	iubirea	love	iubire	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
love	dragostea	love	dragoste	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
national	națională	national	național	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
national	national	national	national	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
national	naţional	national	naţional	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
national	nationala	national	national	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
national	național	national	național	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
sur	acru	sur	acru	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
använder	folosirea	använda	folosire	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
använder	utilizarea	använda	utilizare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
använder	utilizările	använda	utilizare	V;IND;PRS;FIN;ACT	N;DEF;FEM;PL
använder	utilizări	använda	utilizare	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
typ	tipul	typ	tip	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
typ	tastează	typ	tasta	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
spelades	jucate	spela	juca	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
spelades	jucat	spela	juca	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
arbete	munca	arbete	muncă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
arbete	muncă	arbete	muncă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
problem	problemă	problem	problemă	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
problem	problema	problem	problemă	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
problem	problemele	problem	problemă	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
problem	belea	problem	belea	N;NOM;INDF;NEUT;PL	
problem	necaz	problem	necaz	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
problem	belele	problem	bele	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
são	são	são	são	PROPN;NOM	PROPN
irland	irlanda	irland	irlanda	PROPN;NOM	PROPN
irland	irlandei	irland	irlandă	PROPN;NOM	PROPN;DEF;FEM;SG
säga	spune	säga	spune	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
edward	edward	edward	edward	PROPN;NOM	PROPN
edward	eduard	edward	eduard	PROPN;NOM	PROPN
grundades	fondată	grunda	fondat	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
grundades	fondat	grunda	fonda	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
varmt	fierbinte	varm	fierbinte	ADJ;NOM;INDF;NEUT;SG	
varmt	calde	varm	cald	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
varmt	caldă	varm	cald	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
laget	echipă	lag	echipă	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
laget	echipa	lag	echipă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
laget	team	lag	team	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
botten	funduri	botten	fund	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
lilla	mic	liten	mic	ADJ;NOM;DEF;SG	ADJ;INDF;MASC;SG
lilla	puțin	liten	puțin	ADJ;NOM;DEF;SG	ADV
year	anul	yea	an	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
bror	frate	bro	frate	N;NOM;INDF;MASC+FEM;SG	
bror	fratele	bro	frate	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bror	bror	bro	bror	N;NOM;INDF;MASC+FEM;SG	
washington	washington	washington	washington	PROPN;NOM	PROPN
washington	washingtonul	washington	washington	PROPN;NOM	N;DEF;MASC;SG
hög	high	hög	high	ADJ;NOM;INDF;MASC+FEM;SG	
hög	înaltă	hög	înalt	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
hög	inalta	hög	inalta	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
vuxna	adulți	vuxen	adult	ADJ;NOM;PL	N;INDF;MASC;PL
vuxna	adulti	vuxen	adult	ADJ;NOM;PL	
vuxna	adulți	vuxen	adult	ADJ;NOM;PL	N;INDF;MASC;PL
vuxna	adult	vuxen	adult	ADJ;NOM;PL	N;INDF;MASC;SG
vuxna	adultă	vuxen	adult	ADJ;NOM;PL	ADJ;INDF;FEM;SG
internationella	internațional	internationell	internațional	ADJ;NOM;PL	ADJ;INDF;MASC;SG
internationella	international	internationell	international	ADJ;NOM;PL	ADJ;INDF;MASC;SG
internationella	internaţională	internationell	internahional	ADJ;NOM;PL	ADJ;INDF;FEM;SG
internationella	internațională	internationell	internațional	ADJ;NOM;PL	ADJ;INDF;FEM;SG
internationella	internaţional	internationell	internaţional	ADJ;NOM;PL	ADJ;INDF;MASC;SG
daniel	daniel	daniel	daniel	PROPN;NOM	PROPN
mark	marcu	mark	marcu	N;NOM;INDF;MASC+FEM;SG	
mark	marchează	mark	marca	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
mark	marca	mark	marcă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mark	mark	mark	mark	N;NOM;INDF;MASC+FEM;SG	PROPN
marie	marie	marie	marie	PROPN;NOM	N;INDF;FEM;SG
japan	japonia	japa	japonie	PROPN;NOM	N;DEF;FEM;SG
förutom	exceptând	förutom	excepta	ADP	V;V.MSDR
ville	ville	vilja	ville	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
dagar	zilele	dag	zi	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
församlingen	adunare	församling	adunare	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
församlingen	asamblare	församling	asamblare	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
församlingen	adunarea	församling	adunare	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
direkt	directa	direkt	directa	ADV	ADJ;DEF;FEM;SG
direkt	directe	direkt	direct	ADV	ADJ;INDF;FEM;PL
direkt	directă	direkt	direct	ADV	ADJ;INDF;FEM;SG
records	discuri	records	disc	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
records	înregistrări	records	înregistrare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
records	recorduri	records	record	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
stift	fixează	stift	fixa	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
stift	eparhie	stift	eparhie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lund	lund	lund	lund	PROPN;NOM	PROPN
politiska	politic	politisk	politic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
mitten	mijloc	mitt	mijloc	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
mitten	centrul	mitt	centru	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
mitten	centru	mitt	centru	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
georg	gheorghe	georg	gheorghe	PROPN;NOM	PROPN
georg	george	georg	george	PROPN;NOM	PROPN
georg	georg	georg	georg	PROPN;NOM	PROPN
alltid	intotdeauna	alltid	intotdeauna	ADV	
otto	otto	otto	otto	PROPN;NOM	PROPN
united	unită	united	unit	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
united	unite	united	unit	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
united	unit	united	unit	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
aktiv	active	aktiv	activ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
aktiv	activi	aktiv	activ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
aktiv	activă	aktiv	activ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
henrik	henrik	henrik	henrik	PROPN;NOM	PROPN
henrik	henric	henrik	henric	PROPN;NOM	N;INDF;MASC;SG
henrik	henry	henrik	henry	PROPN;NOM	PROPN
walker	walker	walker	walker	PROPN;NOM	PROPN
karriär	cariera	karriär	carieră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
karriär	carieră	karriär	carieră	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
karriär	carierele	karriär	carieră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
karriär	cariere	karriär	carieră	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
president	președintele	president	președinte	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
president	preşedinte	president	preşedinte	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
president	preşedintele	president	președinte	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
president	președinte	president	președinte	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
president	presedinte	president	presedinte	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
federationen	federaţiei	federation	federahie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
federationen	federația	federation	federație	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
federationen	federatia	federation	federatie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
mitt	mitt	jag	mitt	PRO;DEF;NEUT;SG	PROPN
kungliga	regal	kunglig	regal	ADJ;NOM;PL	ADJ;INDF;MASC;SG
kungliga	regală	kunglig	regal	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kungliga	royal	kunglig	royal	ADJ;NOM;PL	N;INDF;MASC;SG
kungliga	royals	kunglig	royals	ADJ;NOM;PL	N;INDF;MASC;SG
alto	alto	alto	alt	PROPN;NOM	PROPN
nils	nils	nils	nils	PROPN;NOM	PROPN
slut	sfarsit	slut	sfarsi	N;NOM;INDF;NEUT;SG	
liknande	similară	liknande	similar	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;FEM;SG
belägen	localizată	belägen	localiza	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
belägen	situata	belägen	situat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
belägen	situate	belägen	situa	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
belägen	situată	belägen	situat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
league	ligii	league	ligă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
league	liga	league	ligă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
league	ligă	league	ligă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
johannes	johannes	johan	johannes	PROPN;NOM	PROPN
johannes	john	johan	john	PROPN;NOM	PROPN
johannes	ioan	johan	ioan	PROPN;NOM	PROPN
person	persoană	person	persoană	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
person	persoana	person	persoană	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
anspråk	pretins	anspråk	pretinge	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
anspråk	revendicat	anspråk	revendica	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
anspråk	pretenții	anspråk	pretent	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
anspråk	creanțe	anspråk	creanță	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
anspråk	revendicare	anspråk	revendicare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
anspråk	revendică	anspråk	revendic	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
komma	virgulă	komma	virgulă	V;IMP;FIN;ACT	N;INDF;FEM;SG
komma	vin	komma	veni	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
anses	considerata	anse	considerat	V;NFIN;PASS	ADJ;DEF;FEM;SG
anses	considerate	anse	considerat	V;NFIN;PASS	ADJ;INDF;FEM;PL
anses	considerată	anse	considerat	V;NFIN;PASS	ADJ;INDF;FEM;SG
anses	considerat	anse	considerat	V;NFIN;PASS	ADJ;INDF;MASC;SG
små	mic	liten	mic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
små	mică	liten	mic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
små	micii	liten	mic	ADJ;NOM;PL	N;DEF;MASC;PL
spela	joacă	spela	juca	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
spela	joaca	spela	joacă	V;IMP;FIN;ACT	N;DEF;FEM;SG
spela	redarea	spela	redare	V;IMP;FIN;ACT	N;DEF;FEM;SG
bilder	imaginile	bild	imagine	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
bilder	fotografiile	bild	fotografie	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
nummer	numărul	nummer	număr	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
nummer	numerele	nummer	număr	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
nummer	numere	nummer	număr	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
länge	lung	länge	lung	ADV	ADJ;INDF;MASC;SG
länge	lungă	länge	lung	ADV	ADJ;INDF;FEM;SG
länge	long	länge	long	ADV	
hand	mînă	hand	mînă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hand	mana	hand	mană	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hand	mână	hand	mână	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hand	mâna	hand	mână	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
slaget	luptă	slag	luptă	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
slaget	bătălia	slag	bătălie	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
slaget	bătălie	slag	bătălie	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
spelet	joc	spel	joc	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
spelet	jocul	spel	joc	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
väg	rută	väg	rută	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
väg	ruta	väg	ruta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
väg	traseul	väg	traseu	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
väg	drumul	väg	drum	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
rum	camerele	rum	cameră	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
rum	camere	rum	cameră	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
rum	cameră	rum	cameră	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
rum	camera	rum	cameră	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
pierre	pierre	pier	pierre	N;NOM;INDF;MASC+FEM;SG	PROPN
djur	animalelor	djur	animal	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
djur	animalele	djur	animal	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
djur	animalul	djur	animal	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
djur	animal	djur	animal	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
central	centrala	central	centrală	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
central	centrale	central	centrală	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
central	centrală	central	central	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
central	central	central	central	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
färg	culoare	färg	culoare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
färg	color	färg	color	N;NOM;INDF;MASC+FEM;SG	ADJ
färg	culoarea	färg	culoare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
färg	culoare	färg	culoare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
färg	color	färg	color	N;NOM;INDF;MASC+FEM;SG	ADJ
färg	culoarea	färg	culoare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
färg	vopsele	färg	vopsă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
färg	vopsea	färg	vopsi	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
färg	pictează	färg	picta	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
strand	shore	strand	shore	N;NOM;INDF;MASC+FEM;SG	PROPN
strand	plajă	strand	plajă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
strand	plaja	strand	plajă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
säsong	anotimpul	säsong	anotimp	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
säsong	sezonul	säsong	sezon	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
företaget	companie	företag	companie	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
företaget	compania	företag	companie	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
regi	dirijat	regi	dirija	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
regi	regizat	regi	regiza	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
regi	regia	regi	regie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
regi	regie	regi	regie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
regi	auspiciile	regi	auspiciu	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
punkt	paragraful	punkt	paragraf	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
punkt	dot	punkt	dot	N;NOM;INDF;MASC+FEM;SG	
punkt	punctul	punkt	punct	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
big	mare	big	mare	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
big	mari	big	mare	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
områden	regiunilor	område	regiune	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
områden	regiunile	område	regiune	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
områden	zonele	område	zonă	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
gifte	căsătorită	gifte	căsătorit	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
gifte	măritată	gifte	măritată	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
gifte	casatorit	gifte	casatori	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
gifte	căsătorit	gifte	căsători	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
europeiska	europeană	europeisk	european	ADJ;NOM;PL	ADJ;INDF;FEM;SG
europeiska	european	europeisk	european	ADJ;NOM;PL	ADJ;INDF;MASC;SG
skriva	scrieti	skriva	scrieti	V;IMP;FIN;ACT	V;IND;SG;2;PRS;FIN
skriva	scrieți	skriva	scrie	V;IMP;FIN;ACT	V;IND;PL;2;PRS;FIN
skriva	scriu	skriva	scrie	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
skriva	scrie	skriva	scrie	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
skriva	scrierea	skriva	scriere	V;IMP;FIN;ACT	N;DEF;FEM;SG
skriva	scriere	skriva	scriere	V;IMP;FIN;ACT	N;INDF;FEM;SG
skriva	scriu	skriva	scrie	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
international	internațional	international	internațional	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
international	international	international	international	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
international	internaţională	international	internahional	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
international	internațională	international	internațional	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
international	internaţional	international	internaţional	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
börjar	pornirea	börja	pornire	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
börjar	pornire	börja	pornire	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
börjar	incepand	börja	incepa	V;IND;PRS;FIN;ACT	
börjar	început	börja	început	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
avsnitt	secțiunile	avsnitt	secțiune	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
avsnitt	secțiuni	avsnitt	secțiune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
avsnitt	sectiune	avsnitt	sectiune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
avsnitt	secţiunea	avsnitt	secgiune	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
avsnitt	secțiune	avsnitt	secțiune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
avsnitt	secţiune	avsnitt	secţiune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
avsnitt	secțiunea	avsnitt	secțiune	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
avsnitt	episodul	avsnitt	episod	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
avsnitt	episoadele	avsnitt	episod	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
avsnitt	episoade	avsnitt	episod	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bas	baza	ba	bază	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bas	bază	ba	bază	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sankt	sankt	sankt	sankt	N;NOM;INDF;MASC+FEM;SG	PROPN
sankt	sfantul	sankt	sfant	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sankt	sfântul	sankt	sfânt	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
serra	serra	serra	serră	N;NOM;INDF;MASC+FEM;SG	PROPN
eget	proprie	egen	propriu	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
eget	proprii	egen	propriu	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
sulawesi	sulawesi	sulawesi	sulawes	N	PROPN
fotboll	fotbalul	fotboll	fotbal	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bok	cartii	bok	carte	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bok	cartea	bok	carte	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bok	carte	bok	carte	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bok	bok	bok	bok	N;NOM;INDF;MASC+FEM;SG	
lyckades	gestionate	lyckad	gestiona	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
lyckades	gestionat	lyckad	gestiona	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
lyckades	gestionată	lyckad	gestiona	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
#aaa	#aaa	#aaa	gata	N;NOM;INDF;MASC+FEM;SG	
sven	sven	sven	sven	PROPN;NOM	PROPN
île	île	île	el	N;NOM;INDF;MASC+FEM;SG	PROPN
white	albi	white	alb	N;NOM;INDF;MASC+FEM;SG	
white	albe	white	alb	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
white	albă	white	alb	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
white	alb	white	alb	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
