loại	digite	loại	digitir	N	V;SBJV;SG;3;PRS;FIN
tài	talentosos	tài	talentoso	N	ADJ;MASC;PL
tài	talentoso	tài	talentoso	N	ADJ;MASC;SG
chế	feitos	chế	fazer	N	V;MASC;PL;V.PTCP
chế	feita	chế	fazer	N	V;FEM;SG;V.PTCP
chế	feito	chế	fazer	N	V;MASC;SG;V.PTCP
nằm	mentiras	nằm	mentira	V	N;FEM;PL
nằm	leigos	nằm	leigo	V	N;MASC;PL
nằm	lay	nằm	lay	V	N;MASC;SG
chất	especificada	chất	especificar	N	V;FEM;SG;V.PTCP
chất	especificado	chất	especificar	N	V;MASC;SG;V.PTCP
chất	especificadas	chất	especificar	N	V;FEM;PL;V.PTCP
chất	especificados	chất	especificar	N	V;MASC;PL;V.PTCP
sáng	brilhante	sáng	brilhante	N	ADJ;MASC;SG
thân	body	thân	body		N;MASC;SG
thân	corpo	thân	corpo		N;MASC;SG
cuối	último	cuối	último	N	ADJ;MASC;SG
cuối	últimas	cuối	último	N	ADJ;FEM;PL
cuối	últimos	cuối	último	N	ADJ;MASC;PL
cuối	última	cuối	último	N	ADJ;FEM;SG
tăng	aumento	tăng	aumento	V	N;MASC;SG
tăng	tanques	tăng	tanque	V	N;MASC;PL
tăng	tanque	tăng	tanque	V	N;MASC;SG
tăng	reservatório	tăng	reservatório	V	N;MASC;SG
tăng	tank	tăng	tank	V	N;MASC;SG
tăng	tanques	tăng	tanque	V	N;MASC;PL
tăng	cisternas	tăng	cisterna	V	N;FEM;PL
tăng	zeng	tăng	zeng	V	N;MASC;SG
trưởng	capitã	trưởng	capitã		N;FEM;SG
trưởng	capitão	trưởng	capitão		N;MASC;SG
lưu	liu	lưu	ler	V	N;MASC;SG
lưu	save	lưu	save	V	N;MASC;SG
lưu	salve	lưu	salve	V	N;FEM;SG
viện	hospitalar	viện	hospitalar	N	ADJ;MASC;SG
nổi	famosa	nổi	famoso		ADJ;FEM;SG
nổi	famosas	nổi	famoso		ADJ;FEM;PL
nổi	famosos	nổi	famoso		N;MASC;PL
nổi	famoso	nổi	famoso		ADJ;MASC;SG
nổi	celebridade	nổi	celebridade		N;FEM;SG
nổi	celebridades	nổi	celebridade		N;FEM;PL
nổi	flutua	nổi	flutua		V;IND;SG;3;PRS;FIN
nổi	flutuar	nổi	flutuar		V;NFIN
đặt	conjunto	đặt	conjunto	V	N;MASC;SG
đặt	set	đặt	set	V	N;MASC;SG
dài	longo	dài	longo	ADJ	ADV
dài	comprido	dài	comprido	ADJ	N;MASC;SG
dài	long	dài	long	ADJ	N;MASC;SG
tuy	tuy	tuy	tuy	CONJ	N;MASC;SG
biến	variável	biến	variável	V	ADJ;MASC;SG
biến	variáveis	biến	variável	V	N;MASC;PL
hậu	queen	hậu	queen		N;MASC;SG
hậu	rainha	hậu	rainha		N;FEM;SG
chương	programar	chương	programar	N	V;NFIN
vẫn	ainda	vẫn	ainda		ADV
nghệ	artístico	nghệ	artístico	N	ADJ;MASC;SG
mất	lost	mất	lost	V	N;MASC;SG
liệu	documento	liệu	documento	V	N;MASC;SG
sơn	pintado	sơn	pintar	N	V;MASC;SG;V.PTCP
sơn	pintada	sơn	pintar	N	V;FEM;SG;V.PTCP
sơn	pintadas	sơn	pintar	N	V;FEM;PL;V.PTCP
sơn	pintados	sơn	pintar	N	V;MASC;PL;V.PTCP
sơn	pintou	sơn	pintar	N	V;IND;SG;3;PST;FIN
sơn	pintar	sơn	pintar	N	V;NFIN
sơn	pintar	sơn	pintar	N	V;NFIN
sơn	pintando	sơn	pintar	N	V;V.MSDR
tìm	olhar	tìm	olhar	V	N;MASC;SG
tìm	pesquisa	tìm	pesquisa	V	N;FEM;SG
tìm	busca	tìm	busca	V	N;FEM;SG
tìm	finn	tìm	finn	V	N;MASC;SG
giao	interface	giao	interface	V	N;FEM;SG
giao	interfaces	giao	interface	V	N;FEM;PL
tương	xiang	tương	xiang		N;MASC;SG
bạn	tu	bạn	tu	N	INTJ
bạn	você	bạn	você	N	PRO;NOM;SG;3
bạn	vc	bạn	vc	N	PRO;NOM;MASC;SG;3
hữu	dona	hữu	dona		N;FEM;SG
hữu	proprietária	hữu	proprietária		N;FEM;SG
hữu	dono	hữu	dono		N;MASC;SG
hữu	proprietário	hữu	proprietário		N;MASC;SG
thay	mudança	thay	mudança	V	N;FEM;SG
thay	mudanças	thay	mudança	V	N;FEM;PL
thay	troco	thay	troco	V	N;MASC;SG
nhóm	agrupar	nhóm	agrupar	N	V;NFIN
giá	valendo	giá	valer	N	V;V.MSDR
vai	vai	vai	ir	N	V;IND;SG;3;PRS;FIN
gần	quase	gần	quase	ADJ	ADV
gần	fecha	gần	fechar	ADJ	V;IND;SG;3;PRS;FIN
gần	feche	gần	fecher	ADJ	V;SBJV;SG;3;PRS;FIN
gần	perto	gần	perto	ADJ	ADV
gần	close	gần	close	ADJ	N;MASC;SG
gần	fechar	gần	fechar	ADJ	V;NFIN
gần	perto	gần	perto	ADJ	ADV
gần	próximo	gần	próximo	ADJ	ADV
cứu	save	cứu	save	V	N;MASC;SG
cứu	salve	cứu	salve	V	N;FEM;SG
cứu	socorro	cứu	socorro	V	N;MASC;SG
cứu	ajuda	cứu	ajuda	V	N;FEM;SG
cứu	salvamento	cứu	salvamento	V	N;MASC;SG
cứu	resgate	cứu	resgate	V	N;MASC;SG
quyết	determinado	quyết	determinar	N	V;MASC;SG;V.PTCP
quyết	determinada	quyết	determinar	N	V;FEM;SG;V.PTCP
quyết	determinados	quyết	determinar	N	V;MASC;PL;V.PTCP
quyết	decidida	quyết	decidir	N	V;FEM;SG;V.PTCP
quyết	decididas	quyết	decidir	N	V;FEM;PL;V.PTCP
quyết	decidi	quyết	decidir	N	V;IND;SG;1;PST;FIN
quyết	decidiu	quyết	decidir	N	V;IND;SG;3;PST;FIN
quyết	decidido	quyết	decidir	N	V;MASC;SG;V.PTCP
thương	fofo	thương	fofo	V	ADJ;MASC;SG
thương	giro	thương	giro	V	N;MASC;SG
thương	fofos	thương	fofo	V	N;MASC;PL
thương	gracinha	thương	gracinha	V	N;FEM;SG
thương	fofa	thương	fofa	V	ADJ;FEM;SG
hát	sing	hát	sing	V	N;MASC;SG
phục	servidor	phục	servidor	V	N;MASC;SG
phục	server	phục	server	V	N;MASC;SG
tuổi	velho	tuổi	velho	N	ADJ;MASC;SG
tuổi	antigo	tuổi	antigo	N	ADJ;MASC;SG
tuổi	velha	tuổi	velho	N	ADJ;FEM;SG
tân	bronzeado	tân	bronzear	N	V;MASC;SG;V.PTCP
cần	need	cần	need	V	N;MASC;SG
cần	preciso	cần	preciso	V	ADJ;MASC;SG
cần	necessidade	cần	necessidade	V	N;FEM;SG
hoàn	herói	hoàn	herói		N;MASC;SG
hoàn	heroi	hoàn	heroi		N;MASC;SG
hoàn	hero	hoàn	hero		N;MASC;SG
hoàn	huan	hoàn	huan		N;MASC;SG
chơi	play	chơi	play	V	N;MASC;SG
chơi	game	chơi	game	V	N;MASC;SG
chơi	jogo	chơi	jogo	V	N;MASC;SG
long	longa	long	longo	N	ADJ;FEM;SG
long	longos	long	longo	N	ADJ;MASC;PL
long	longo	long	longo	N	ADV
đóng	perto	đóng	perto	V	ADV
đóng	close	đóng	close	V	N;MASC;SG
đóng	fechamento	đóng	fechamento	V	N;MASC;SG
đóng	fecho	đóng	fecho	V	N;MASC;SG
đóng	encerramento	đóng	encerramento	V	N;MASC;SG
dẫn	cadastros	dẫn	cadastro	V	N;MASC;PL
dẫn	leads	dẫn	lead	V	N;MASC;PL
dẫn	chumbo	dẫn	chumbo	V	N;MASC;SG
dẫn	lead	dẫn	lead	V	N;MASC;SG
quá	também	quá	também		ADV
quá	demais	quá	demais		ADV
thắng	ganhe	thắng	ganhar	N	V;SBJV;SG;3;PRS;FIN
thắng	ganhar	thắng	ganhar	N	V;NFIN
thắng	vencer	thắng	vencer	N	V;NFIN
thắng	vencendo	thắng	vencer	N	V;V.MSDR
thắng	ganhando	thắng	ganhar	N	V;V.MSDR
thắng	ganhar	thắng	ganhar	N	V;NFIN
thắng	venceu	thắng	vencer	N	V;IND;SG;3;PST;FIN
thắng	ganhou	thắng	ganhar	N	V;IND;SG;3;PST;FIN
thắng	ganhado	thắng	ganhar	N	V;MASC;SG;V.PTCP
thắng	ganha	thắng	ganhar	N	V;IND;SG;3;PRS;FIN
thắng	vence	thắng	vencer	N	V;IND;SG;3;PRS;FIN
mang	mang	mang	mang	V	N;MASC;SG
giáp	blindagem	giáp	blindagem	V	N;FEM;SG
giáp	armadura	giáp	armadura	V	N;FEM;SG
giáp	armaduras	giáp	armadura	V	N;FEM;PL
giáp	blindagem	giáp	blindagem	V	N;FEM;SG
giáp	armadura	giáp	armadura	V	N;FEM;SG
giáp	armaduras	giáp	armadura	V	N;FEM;PL
huy	comandar	huy	comandar	N	V;NFIN
giữ	hold	giữ	hold	V	N;MASC;SG
giữ	segura	giữ	seguro	V	ADJ;FEM;SG
tra	tra	tra	tra	V	N;MASC;SG
tra	verificação	tra	verificação	V	N;FEM;SG
triệu	zhao	triệu	zhao	NUM	N;MASC;SG
triệu	milhões	triệu	milhão	NUM	N;MASC;PL
triệu	milhão	triệu	milhão	NUM	N;MASC;SG
triệu	milhões	triệu	milhão	NUM	N;MASC;PL
triệu	milhoes	triệu	milho	NUM	N;MASC;PL
phép	permitido	phép	permitir	N	V;MASC;SG;V.PTCP
phép	permitidos	phép	permitir	N	V;MASC;PL;V.PTCP
phép	permitidas	phép	permitir	N	V;FEM;PL;V.PTCP
phép	permitida	phép	permitir	N	V;FEM;SG;V.PTCP
new	novo	new	novo		ADJ;MASC;SG
new	novas	new	novo		ADJ;FEM;PL
new	novos	new	novo		ADJ;MASC;PL
new	novidade	new	novidade		N;FEM;SG
new	nova	new	novo		ADJ;FEM;SG
yếu	fracos	yếu	fraco	N	ADJ;MASC;PL
yếu	fraco	yếu	fraco	N	ADJ;MASC;SG
yếu	fraca	yếu	fraco	N	ADJ;FEM;SG
yếu	fracas	yếu	fraco	N	ADJ;FEM;PL
ghi	escrita	ghi	escrita	V	N;FEM;SG
sao	porque	sao	porque	PROPN	CONJ
sao	porquê	sao	porquê	PROPN	ADV
giả	jia	giả	jia		N;MASC;SG
giả	falsa	giả	falso		ADJ;FEM;SG
giả	false	giả	false		N;MASC;SG
giả	falsas	giả	falso		ADJ;FEM;PL
giả	falsos	giả	falso		N;MASC;PL
giả	falso	giả	falso		ADJ;MASC;SG
giả	falsa	giả	falso		ADJ;FEM;SG
giả	falsos	giả	falso		N;MASC;PL
giả	falso	giả	falso		ADJ;MASC;SG
giả	fake	giả	fake		N;MASC;SG
cung	cung	cung	cung	V	N;MASC;SG
cung	arco	cung	arco	V	N;MASC;SG
cung	proa	cung	proa	V	N;FEM;SG
cung	bow	cung	bow	V	N;MASC;SG
cung	arcos	cung	arco	V	N;MASC;PL
chống	coragem	chống	coragem	V	N;FEM;SG
chống	contra	chống	contra	V	ADP
nhập	input	nhập	input	V	N;MASC;SG
nhập	entrada	nhập	entrada	V	N;FEM;SG
nhập	enter	nhập	enter	V	N;MASC;SG
nhập	importação	nhập	importação	V	N;FEM;SG
chết	die	chết	dieer	V	N;MASC;SG
chết	death	chết	death	V	N;MASC;SG
chết	morte	chết	morte	V	N;FEM;SG
chết	morta	chết	morto	V	N;FEM;SG
chết	mortos	chết	morto	V	N;MASC;PL
chết	dead	chết	dead	V	N;MASC;SG
chung	mútua	chung	mútuo	ADJ	N;FEM;SG
chung	mútuo	chung	mútuo	ADJ	N;MASC;SG
chung	chung	chung	chung	ADJ	N;MASC;SG
chung	universal	chung	universal	ADJ	N;MASC;SG
chung	generalidades	chung	generalidade	ADJ	N;MASC;PL
chung	gerais	chung	geral	ADJ	N;MASC;PL
chung	geral	chung	geral	ADJ	N;MASC;SG
chung	general	chung	general	ADJ	N;MASC;SG
chung	common	chung	common	ADJ	N;MASC;SG
mẫu	formar	mẫu	formar	N	V;NFIN
mẫu	mal	mẫu	mal	N	ADV
mạnh	meng	mạnh	meng	ADJ	N;MASC;SG
mạnh	strong	mạnh	strong	ADJ	N;MASC;SG
trái	esquerdo	trái	esquerdo		N;MASC;SG
trái	left	trái	left		N;MASC;SG
trái	esquerda	trái	esquerda		N;FEM;SG
trái	partiu	trái	partir		V;IND;SG;3;PST;FIN
từng	ever	từng	ever	PROPN	N;MASC;SG
từng	nunca	từng	nunca	PROPN	ADV
bán	venda	bán	venda	V	N;FEM;SG
bán	venda	bán	venda	V	N;FEM;SG
bán	sales	bán	sale	V	N;MASC;SG
bán	vendas	bán	venda	V	N;FEM;PL
rộng	largura	rộng	largura	ADJ	N;FEM;SG
rộng	wide	rộng	wide	ADJ	N;MASC;SG
thủy	bruxo	thủy	bruxo	V	N;MASC;SG
thủy	bruxa	thủy	bruxa	V	N;FEM;SG
thủy	shui	thủy	shui	V	N;MASC;SG
album	gravar	album	gravar	N	V;NFIN
giờ	agora	giờ	agora	N	ADV
mỗi	cada	mỗi	cada	NUM	DET;FEM;SG
mỗi	cada	mỗi	cada	NUM	DET;FEM;SG
núi	montar	núi	montar	N	V;NFIN
sang	luxuosa	sang	luxuoso	V	ADJ;FEM;SG
sang	luxuosos	sang	luxuoso	V	N;MASC;PL
sang	luxuoso	sang	luxuoso	V	ADJ;MASC;SG
sang	sang	sang	sang	V	N;MASC;SG
lấy	take	lấy	take	V	N;MASC;SG
phản	traição	phản	traição	V	N;FEM;SG
yêu	amado	yêu	amado	V	N;MASC;SG
yêu	amada	yêu	amada	V	N;FEM;SG
yêu	amor	yêu	amor	V	N;MASC;SG
yêu	love	yêu	love	V	N;MASC;SG
kiện	sue	kiện	sue	V	N;FEM;SG
align	alinhar	align	alinhar		V;NFIN
align	alinhamento	align	alinhamento		N;MASC;SG
độc	alone	độc	alone	ADJ	N;MASC;SG
độc	sozinha	độc	sozinha	ADJ	N;FEM;SG
độc	tóxicos	độc	tóxico	ADJ	N;MASC;PL
độc	tóxicas	độc	tóxico	ADJ	N;FEM;PL
độc	envenenou	độc	envenenar	ADJ	V;IND;SG;3;PST;FIN
độc	envenenados	độc	envenenar	ADJ	V;MASC;PL;V.PTCP
độc	envenenado	độc	envenenar	ADJ	V;MASC;SG;V.PTCP
độc	envenenada	độc	envenenar	ADJ	V;FEM;SG;V.PTCP
giúp	socorro	giúp	socorro	V	N;MASC;SG
giúp	ajuda	giúp	ajuda	V	N;FEM;SG
nha	dentistas	nha	dentista		N;MASC;PL
nha	dentista	nha	dentista		N;MASC;SG
nha	nha	nha	nha		N;MASC;SG
nha	dentários	nha	dentário		N;MASC;PL
nha	dental	nha	dental		N;MASC;SG
nha	odontologia	nha	odontologia		N;FEM;SG
phá	break	phá	break	V	N;MASC;SG
phá	quebra	phá	quebra	V	N;FEM;SG
phá	pausa	phá	pausa	V	N;FEM;SG
phá	breaking	phá	breaking	V	N;MASC;SG
tay	armar	tay	armar	N	V;NFIN
hồng	hong	hồng	hong	N	PROPN;MASC;SG
rồi	então	rồi	então	CONJ	ADV
rồi	depois	rồi	depois	CONJ	ADV
chia	partilha	chia	partilha	V	N;FEM;SG
chia	compartilhamento	chia	compartilhamento	V	N;MASC;SG
chia	split	chia	split	V	N;MASC;SG
chia	divida	chia	divida	V	N;FEM;SG
ruồi	voe	ruồi	voe	N	V;SBJV;SG;3;PRS;FIN
ruồi	voar	ruồi	voar	N	V;NFIN
ruồi	voa	ruồi	voa	N	V;IND;SG;3;PRS;FIN
ruồi	voa	ruồi	voa	N	V;IND;SG;3;PRS;FIN
chọn	seleção	chọn	seleção	V	N;FEM;SG
chọn	selecção	chọn	selecção	V	N;FEM;SG
chọn	escolha	chọn	escolha	V	N;FEM;SG
chọn	palheta	chọn	palheta	V	N;FEM;SG
chọn	picareta	chọn	picareta	V	N;FEM;SG
chọn	pick	chọn	pick	V	N;MASC;SG
lục	verde	lục	verde	N	ADJ;MASC;SG
đai	deportada	đai	deportar	N	V;FEM;SG;V.PTCP
đai	deportados	đai	deportar	N	V;MASC;PL;V.PTCP
đai	deportado	đai	deportar	N	V;MASC;SG;V.PTCP
tông	conduzi	tông	conduzir	N	V;NFIN
tông	conduziu	tông	conduzir	N	V;IND;SG;3;PST;FIN
trực	directa	trực	directo	V	N;FEM;SG
trực	direta	trực	direto	V	ADJ;FEM;SG
trực	diretos	trực	direto	V	N;MASC;PL
trực	direct	trực	direct	V	N;MASC;SG
trực	direto	trực	direto	V	N;MASC;SG
chứng	testemunhar	chứng	testemunhar	N	V;NFIN
dung	conteúdos	dung	conteúdo		N;MASC;PL
dung	teor	dung	teor		N;MASC;SG
dung	conteúdo	dung	conteúdo		N;MASC;SG
dung	bosta	dung	bosta		N;FEM;SG
dung	esterco	dung	esterco		N;MASC;SG
dung	estrume	dung	estrume		N;MASC;SG
dung	conteúdos	dung	conteúdo		N;MASC;PL
dung	conteúdo	dung	conteúdo		N;MASC;SG
bệnh	enjoado	bệnh	enjoar	N	V;MASC;SG;V.PTCP
bệnh	doentio	bệnh	doentio	N	ADJ;MASC;SG
bệnh	doente	bệnh	doente	N	ADJ;MASC;SG
phái	enviando	phái	enviar	N	V;V.MSDR
phái	enviar	phái	enviar	N	V;NFIN
phái	mandando	phái	mandar	N	V;V.MSDR
đào	escavar	đào	escavar	N	V;NFIN
đào	cavar	đào	cavar	N	V;NFIN
đào	graves	đào	grave	N	ADJ;MASC;PL
khai	khai	khai	khai	V	N;MASC;SG
khai	alegações	khai	alegação	V	N;FEM;PL
khai	reclamações	khai	reclamação	V	N;FEM;PL
khai	reivindicações	khai	reivindicação	V	N;FEM;PL
trợ	modificador	trợ	modificador	V	N;MASC;SG
lệnh	comandos	lệnh	comando		N;MASC;PL
lệnh	comando	lệnh	comando		N;MASC;SG
lệnh	comandar	lệnh	comandar		V;NFIN
lệnh	ordens	lệnh	ordem		N;FEM;PL
lệnh	encomendas	lệnh	encomenda		N;FEM;PL
chuẩn	estandarte	chuẩn	estandarte	V	N;MASC;SG
chuẩn	norma	chuẩn	norma	V	N;FEM;SG
chuẩn	padrão	chuẩn	padrão	V	N;MASC;SG
chuẩn	standard	chuẩn	standard	V	N;MASC;SG
chuẩn	normais	chuẩn	normal	V	ADJ;MASC;PL
chuẩn	normal	chuẩn	normal	V	ADJ;MASC;SG
duy	só	duy	só	N	ADV
duy	apenas	duy	apenas	N	ADV
duy	somente	duy	somente	N	ADV
duy	unicamente	duy	unicamente	N	ADV
thiếu	ausente	thiếu	ausente	V	ADJ;MASC;SG
thiếu	falta	thiếu	falta	V	N;FEM;SG
hết	everything	hết	everything	V	N;MASC;SG
hết	tudo	hết	tudo	V	PRO;MASC;SG
hết	todas	hết	todo	V	DET;FEM;PL
hết	tudo	hết	tudo	V	PRO;MASC;SG
hết	todos	hết	todo	V	PRO;MASC;PL
hết	over	hết	over	V	N;MASC;SG
hầu	quase	hầu	quase		ADV
hầu	hou	hầu	haver		N;MASC;SG
mặc	desgaste	mặc	desgastar	V	N;MASC;SG
hạn	limitar	hạn	limitar	N	V;NFIN
gốc	originais	gốc	original		N;MASC;PL
gốc	original	gốc	original		ADJ;MASC;SG
muốn	will	muốn	will	V	N;MASC;SG
muốn	vontade	muốn	vontade	V	N;FEM;SG
muốn	wanna	muốn	wanno	V	N;MASC;SG
muốn	queres	muốn	querer	V	INTJ
đĩa	disc	đĩa	disc		N;MASC;SG
đĩa	disco	đĩa	disco		N;MASC;SG
đĩa	placa	đĩa	placa		N;FEM;SG
đĩa	prato	đĩa	prato		N;MASC;SG
đĩa	chapa	đĩa	chapa		N;FEM;SG
đĩa	disquete	đĩa	disquete		N;MASC;SG
đĩa	disco	đĩa	disco		N;MASC;SG
đĩa	pires	đĩa	piro		N;MASC;SG
khỏi	do	khỏi	do	V	N;MASC;SG
khỏi	de	khỏi	de	V	ADP
khỏi	da	khỏi	da	V	INTJ
tưởng	pensamento	tưởng	pensamento	V	N;MASC;SG
vàng	dourado	vàng	dourar	N	V;MASC;SG;V.PTCP
vàng	amarelo	vàng	amarelo	N	ADJ;MASC;SG
ngay	imediato	ngay	imediato	PART	N;MASC;SG
ngay	imediatamente	ngay	imediatamente	PART	ADV
ngay	agora	ngay	agora	PART	ADV
cận	fechamento	cận	fechamento	V	N;MASC;SG
cận	fecho	cận	fecho	V	N;MASC;SG
cận	encerramento	cận	encerramento	V	N;MASC;SG
cận	cardeal	cận	cardeal	V	N;MASC;SG
cận	cardinal	cận	cardinal	V	N;MASC;SG
noctuidae	noctuidae	noctuidae	noctuidae	N	V;FEM;SG;V.PTCP
đậu	feijão	đậu	feijão	V	N;MASC;SG
đậu	bean	đậu	bean	V	N;MASC;SG
đậu	feijão	đậu	feijão	V	N;MASC;SG
đậu	feijões	đậu	feijão	V	N;MASC;PL
đậu	favas	đậu	fava	V	N;FEM;PL
đậu	oração	đậu	oração	V	N;FEM;SG
đậu	preces	đậu	prece	V	N;FEM;PL
đậu	orações	đậu	oração	V	N;FEM;PL
khách	convidado	khách	convidar	N	V;MASC;SG;V.PTCP
khách	convidada	khách	convidar	N	V;FEM;SG;V.PTCP
khách	visite	khách	visitir	N	V;SBJV;SG;3;PRS;FIN
khách	visitar	khách	visitar	N	V;NFIN
khách	convidadas	khách	convidar	N	V;FEM;PL;V.PTCP
địch	hostil	địch	hostil	N	ADJ;MASC;SG
địch	hostis	địch	hostil	N	ADJ;MASC;PL
trẻ	jovem	trẻ	jovem	N	ADJ;MASC;SG
phó	delegada	phó	delegada		N;FEM;SG
phó	adjunto	phó	adjunto		N;MASC;SG
phó	deputado	phó	deputado		N;MASC;SG
phó	delegado	phó	delegado		N;MASC;SG
phó	vício	phó	vício		N;MASC;SG
phó	vice	phó	vice		N;MASC;SG
linh	espiritual	linh	espiritual	N	ADJ;MASC;SG
linh	espirituais	linh	espiritual	N	ADJ;MASC;PL
cải	presentes	cải	presente	N	ADJ;MASC;PL
chạy	running	chạy	running	V	N;MASC;SG
chạy	run	chạy	run	V	N;MASC;SG
chạy	drive	chạy	drive	V	N;MASC;SG
thuận	shun	thuận	shun	ADJ	N;MASC;SG
thuận	thuận	thuận	thuận	ADJ	N;MASC;SG
thuận	thuan	thuận	thuan	ADJ	N;MASC;SG
thuận	deal	thuận	deal	ADJ	N;MASC;SG
tức	instante	tức	instante		N;MASC;SG
tức	instantânea	tức	instantâneo		ADJ;FEM;SG
tức	instantâneo	tức	instantâneo		ADJ;MASC;SG
tức	instantâneos	tức	instantâneo		ADJ;MASC;PL
tức	imediatas	tức	imediato		ADJ;FEM;PL
tức	imediata	tức	imediato		ADJ;FEM;SG
tức	imediato	tức	imediato		N;MASC;SG
tức	imediatos	tức	imediato		N;MASC;PL
tức	sur	tức	sur		N;MASC;SG
truy	incansável	truy	incansável	V	ADJ;MASC;SG
truy	implacáveis	truy	implacável	V	ADJ;MASC;PL
truy	implacável	truy	implacável	V	ADJ;MASC;SG
truy	inexoravelmente	truy	inexoravelmente	V	ADV
chiều	tarde	chiều	tarde	N	ADV
cực	muito	cực	muito		ADV
cực	polar	cực	polar		N;MASC;SG
cực	pólo	cực	pólo		N;MASC;SG
cực	pole	cực	pole		N;MASC;SG
cực	polo	cực	polo		N;MASC;SG
cực	poste	cực	poste		N;MASC;SG
cực	varão	cực	varão		N;MASC;SG
lâu	longo	lâu	longo	ADJ	ADV
lâu	comprido	lâu	comprido	ADJ	N;MASC;SG
lâu	long	lâu	long	ADJ	N;MASC;SG
bại	derrotas	bại	derrota	V	N;FEM;PL
bại	derrota	bại	derrota	V	N;FEM;SG
chu	provavelmente	chu	provavelmente		ADV
chu	zhu	chu	zhu		N;MASC;SG
chu	chu	chu	chu		N;MASC;SG
chu	zhou	chu	zhou		N;MASC;SG
ước	wish	ước	wish		N;MASC;SG
ước	deseje	ước	desejar		V;SBJV;SG;3;PRS;FIN
ước	desejo	ước	desejo		N;MASC;SG
ước	desejar	ước	desejar		V;NFIN
ước	desejando	ước	desejar		V;V.MSDR
chuyên	especializado	chuyên	especializar	ADJ	V;MASC;SG;V.PTCP
chuyên	especialista	chuyên	especialista	ADJ	N;MASC;SG
chuyên	especializados	chuyên	especializar	ADJ	V;MASC;PL;V.PTCP
chuyên	especializado	chuyên	especializar	ADJ	V;MASC;SG;V.PTCP
chuyên	especializada	chuyên	especializar	ADJ	V;FEM;SG;V.PTCP
lai	futuro	lai	futuro		N;MASC;SG
lai	future	lai	future		N;MASC;SG
lai	futuras	lai	futuro		ADJ;FEM;PL
lai	futuros	lai	futuro		ADJ;MASC;PL
lai	futura	lai	futuro		N;FEM;SG
lai	lai	lai	lai		N;MASC;SG
vài	poucas	vài	pouco	DET	PRO;FEM;PL
vài	poucos	vài	pouco	DET	PRO;MASC;PL
san	san	san	san		N;MASC;SG
nền	antecedentes	nền	antecedentes		N;MASC;PL
nền	fundo	nền	fundo		N;MASC;SG
style	style	style	style		N;MASC;SG
style	estilo	style	estilo		N;MASC;SG
song	gémeo	song	gémeo	CONJ	N;MASC;SG
song	gêmeos	song	gêmeo	CONJ	N;MASC;PL
song	gêmeas	song	gêmea	CONJ	N;FEM;PL
song	twin	song	twin	CONJ	N;MASC;SG
song	gêmeo	song	gêmeo	CONJ	N;MASC;SG
song	gêmea	song	gêmea	CONJ	N;FEM;SG
song	pais	song	pai	CONJ	N;MASC;PL
song	canção	song	canção	CONJ	N;FEM;SG
song	song	song	song	CONJ	N;MASC;SG
giai	melodia	giai	melodia		N;FEM;SG
giai	melodias	giai	melodia		N;FEM;PL
giai	melody	giai	melody		N;MASC;SG
quay	cais	quay	cais	V	N;MASC;SG
quay	turn	quay	turn	V	N;MASC;SG
quay	rodízio	quay	rodízio	V	N;MASC;SG
quay	rotação	quay	rotação	V	N;FEM;SG
quay	spin	quay	spin	V	N;MASC;SG
cerambycidae	cerambycidae	cerambycidae	cerambycidae		N;FEM;SG
thưởng	bonus	thưởng	bonu	V	N;MASC;SG
thưởng	bônus	thưởng	bônus	V	N;MASC;SG
thưởng	bónus	thưởng	bónu	V	N;MASC;SG
thưởng	recompensa	thưởng	recompensar	V	N;FEM;SG
thưởng	recompensas	thưởng	recompensa	V	N;FEM;PL
list	lista	list	lista	ADJ	N;FEM;SG
list	listar	list	listar	ADJ	V;NFIN
xuống	down	xuống	down	V	N;MASC;SG
đứng	stand	đứng	stand	V	N;MASC;SG
truyện	ler	truyện	ler	N	V;NFIN
truyện	lendo	truyện	ler	N	V;V.MSDR
môn	sutil	môn	sutil	N	ADJ;MASC;SG
môn	subtil	môn	subtil	N	ADJ;MASC;SG
phóng	balança	phóng	balança	V	N;FEM;SG
phóng	escala	phóng	escala	V	N;FEM;SG
phóng	lançamento	phóng	lançamento	V	N;MASC;SG
đốc	governadora	đốc	governadora		N;FEM;SG
đốc	governador	đốc	governador		N;MASC;SG
khởi	início	khởi	início	V	N;MASC;SG
bầu	votação	bầu	votação	V	N;FEM;SG
bầu	votações	bầu	votação	V	N;FEM;PL
bầu	voto	bầu	voto	V	N;MASC;SG
bầu	grávida	bầu	grávida	V	N;FEM;SG
bầu	grávidas	bầu	grávido	V	N;FEM;PL
mềm	suave	mềm	suave	N	ADJ;MASC;SG
mềm	macio	mềm	macio	N	ADJ;MASC;SG
mềm	mole	mềm	mole	N	ADJ;MASC;SG
mềm	suaves	mềm	suave	N	ADJ;MASC;PL
giết	matança	giết	matança	V	N;FEM;SG
giết	kill	giết	kill	V	N;MASC;SG
giết	mata	giết	matar	V	N;FEM;SG
nhanh	fast	nhanh	fast	ADJ	N;MASC;SG
nhanh	rapidamente	nhanh	rapidamente	ADJ	ADV
thấp	baixa	thấp	baixa	ADJ	N;FEM;SG
thấp	baixos	thấp	baixo	ADJ	N;MASC;PL
thấp	low	thấp	low	ADJ	N;MASC;SG
thấp	baixo	thấp	baixo	ADJ	ADV
