süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
crystal	cristalli	crystal	cristallo	PROPN;NOM;SG;3	N;MASC;PL
crystal	cristallo	crystal	cristallo	PROPN;NOM;SG;3	N;MASC;SG
julian	julian	julian	julian		N;MASC;SG
julian	giuliana	julian	giuliano		ADJ;FEM;SG
julian	giuliano	julian	giuliano		ADJ;MASC;SG
beklenmedik	inattesa	bekle	inattesa	V;PFV;POT;PL;1;NEG;PST	ADJ;FEM;SG
beklenmedik	inaspettata	bekle	inaspettato	V;PFV;POT;PL;1;NEG;PST	ADJ;FEM;SG
beklenmedik	inaspettato	bekle	inaspettare	V;PFV;POT;PL;1;NEG;PST	ADJ;MASC;SG
beklenmedik	imprevisti	bekle	imprevista	V;PFV;POT;PL;1;NEG;PST	N;MASC;PL
beklenmedik	inatteso	bekle	inatteso	V;PFV;POT;PL;1;NEG;PST	ADJ;MASC;SG
pasaportu	passaporti	pasaport	passaporto	N;ACC;SG;3	N;MASC;PL
duyarlı	reattivo	duyarlı	reattivo		ADJ;MASC;SG
duyarlı	reattività	duyarlı	reattività		N;FEM
duyarlı	reattiva	duyarlı	reattivo		ADJ;FEM;SG
duyarlı	sensibile	duyarlı	sensibile		ADJ;SG
duyarlı	sensibili	duyarlı	sensibile		ADJ;PL
fritz	fritz	fritz	fritz	PROPN;NOM;SG;3	N;MASC;SG
caner	caner	caner	caner		ADJ;SG
etken	fattore	etken	fattore		N;MASC;SG
etken	factor	etken	factor		N
zincir	catene	zincir	catena	N;NOM;SG;3	N;FEM;PL
zincir	catene	zincir	catena	N;NOM;SG;3	N;FEM;PL
mekaniği	meccanici	mekanik	meccanico	N;NOM;SG;3	N;MASC;PL
depo	magazzino	depo	magazzino		N;MASC;SG
depo	immagazzinamento	depo	immagazzinamento		N;MASC;SG
depo	stoccaggio	depo	stoccaggio		N;MASC;SG
depo	memorizzazione	depo	memorizzazione		N;FEM;SG
depo	deposito	depo	deposito		N;MASC;SG
depo	repository	depo	repository		N;MASC
nişan	aim	nişan	aim		N
nişan	mirare	nişan	mirare		V;NFIN
nişan	april	nişan	april		N
nişan	aprile	nişan	aprile		N;MASC;SG
nişan	interazioni	nişan	interazione		N;FEM;PL
nişan	fidanzamento	nişan	fidanzamento		N;MASC;SG
nişan	ingaggio	nişan	ingaggio		N;MASC;SG
burton	burton	burton	burton		N;MASC;SG
stanford	stanford	stanford	stanford	PROPN;NOM;SG;3	N;MASC;SG
hac	pellegrinaggio	hac	pellegrinaggio		N;MASC;SG
hac	hajj	hac	hajj		N;MASC
planlı	programmate	planlı	programmare		V;FEM;PL;PST;V.PTCP
planlı	pianificate	planlı	pianificare		V;FEM;PL;PST;V.PTCP
planlı	programmato	planlı	programmare		V;MASC;SG;PST;V.PTCP
planlı	programmata	planlı	programmare		V;FEM;SG;PST;V.PTCP
planlı	pianificate	planlı	pianificare		V;FEM;PL;PST;V.PTCP
planlı	pianificato	planlı	pianificato		V;MASC;SG;PST;V.PTCP
çerçeve	cornici	çerçev	cornico	N;NOM;SG;3	N;FEM;PL
çerçeve	montature	çerçev	montatura	N;NOM;SG;3	N;FEM;PL
çerçeve	fotogrammi	çerçev	fotogrammo	N;NOM;SG;3	N;MASC;PL
çerçeve	serramenti	çerçev	serramento	N;NOM;SG;3	N;MASC;PL
artı	plus	artı	plus		N
protokol	protocollo	protokol	protocollo		N;MASC;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN;NOM;SG;3	N;MASC
edinburgh	edimburgo	edinburgh	edimburgo	PROPN;NOM;SG;3	N;MASC;SG
tanımlama	definizione	tanımla	definizione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tanımlama	definizione	tanımla	definizione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tanımlama	identificazione	tanımla	identificazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tanımlama	descrizione	tanımla	descrizione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tanımlama	caratterizzazione	tanımla	caratterizzazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
rovers	rovers	rovers	rovers		N;MASC
yatan	posa	yat	posa		N;FEM;SG
disiplin	disciplina	dis	disciplinare	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
disiplin	disciplinare	dis	disciplinare	N;NOM;SG;3	ADJ;SG
disiplin	disciplinari	dis	disciplinare	N;NOM;SG;3	N;MASC;PL
tutulması	eclipse	tut	eclipgere	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC
tutulması	eclissi	tut	eclissi	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;FEM;SG
jedi	jedi	jedi	jedi		N
torres	torres	torres	torres	PROPN;NOM;SG;3	N;FEM;SG
genişletilmiş	espanso	genişle	espanso	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
kompleks	complessità	kompleks	complessità		N;FEM
kompleks	complessi	kompleks	complesso		N;MASC;PL
kompleks	complesso	kompleks	complesso		ADJ;MASC;SG
kompleks	complessa	kompleks	complesso		ADJ;FEM;SG
kompleks	complesse	kompleks	complesso		ADJ;FEM;PL
lazio	lazio	lazio	lazio	PROPN;NOM;SG;3	N;MASC;SG
nevada	nevada	neva	nevadere	PROPN;NOM;SG;3	N;FEM;SG
irfan	irfan	irfan	irfan		N;MASC;SG
eskimo	eschimesi	eskimo	eschimeno		N;MASC;PL
eskimo	eschimese	eskimo	eschimese		ADJ;SG
eskimo	inuit	eskimo	inuit		N;MASC;PL
eskimo	igloo	eskimo	igloo		N;MASC
ekvador	ecuador	ekvador	ecuador	PROPN;NOM;SG;3	N;MASC;SG
sankt	sankt	sankt	sankt	PROPN;NOM;SG;3	N;MASC;SG
barselona	barcellona	barselon	barcellona	PROPN;NOM;SG;3	N;FEM;SG
çekilmesi	ritiro	çek	ritiro	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC;SG
çekilmesi	recesso	çek	recesso	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;MASC;SG
fosil	fossili	fosil	fossile		N;MASC;PL
fosil	fossile	fosil	fossile		N;MASC;SG
fosil	fossili	fosil	fossile		N;MASC;PL
tevrat	torah	tevrat	torah		N;FEM;SG
silindir	cilindro	sil	cilindro	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC;SG
silindir	cilindri	sil	cilindro	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC;PL
silindir	bombola	sil	bombola	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;SG
silindir	bombole	sil	bombole	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;PL
silindir	cilindri	sil	cilindro	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC;PL
market	alimentari	market	alimentare		N;MASC;PL
market	mercato	market	mercato		N;MASC;SG
milas	milas	milas	milas	PROPN;NOM;SG;3	N;MASC
chi	chi	chi	chi		PRO
nitelikli	qualificati	nitelikli	qualificato		ADJ;MASC;PL
nitelikli	qualificato	nitelikli	qualificato		ADJ;MASC;SG
nitelikli	qualificata	nitelikli	qualificare		V;FEM;SG;PST;V.PTCP
şii	sciita	şii	sciita		ADJ;FEM;SG
azalır	diminuisce	azal	diminuire	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
azalır	diminuzioni	azal	diminuzione	V;IPFV;IND;SG;3;POS	N;FEM;PL
nbc	nbc	nbc	nbc		N;FEM;SG
uzaklık	distanze	uzaklık	distanza	N;NOM;SG;3	N;FEM;PL
milyonlarca	milioni	milyonlarca	milione	NUM	N;MASC;PL
yaratmak	creazione	yarat	creazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
dâhil	compreso	dâhil	comprendere		V;MASC;SG;PST;V.PTCP
dâhil	inclusi	dâhil	includere		V;MASC;PL;PST;V.PTCP
dâhil	incluso	dâhil	includere		V;MASC;SG;PST;V.PTCP
dâhil	inclusa	dâhil	includere		V;FEM;SG;PST;V.PTCP
dâhil	incluse	dâhil	incluso		ADJ;FEM;PL
savcı	procuratore	savcı	procuratore		N;MASC;SG
winter	inverno	winte	inverno	PROPN;NOM;SG;3	N;MASC;SG
winter	invernali	winte	invernale	PROPN;NOM;SG;3	N;MASC;PL
israilli	israeliano	israilli	israeliano		ADJ;MASC;SG
israilli	israeliana	israilli	israeliano		ADJ;FEM;SG
israilli	israeliani	israilli	israeliano		N;MASC;PL
iade	rimborsi	iade	rimborso		N;MASC;PL
iade	restituzione	iade	restituzione		N;FEM;SG
iade	restituzioni	iade	restituzione		N;FEM;PL
iade	rimborso	iade	rimborso		N;MASC;SG
iade	restituisce	iade	restituire		V;IND;SG;3;PRS;FIN
iade	ritorna	iade	ritornare		V;IND;SG;3;PRS;FIN
iade	rendimenti	iade	rendimento		N;MASC;PL
iade	rientro	iade	rientro		N;MASC;SG
iade	return	iade	return		
iade	ritorno	iade	ritorno		N;MASC;SG
iade	estradizione	iade	estradizione		N;FEM;SG
sola	sinistro	sola	sinistro		N;MASC;SG
sola	sinistra	sola	sinistra		N;FEM;SG
sola	lasciato	sola	lasciare		V;MASC;SG;PST;V.PTCP
yükselir	sorge	yüksel	sorgere	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
maggie	maggie	maggie	maggia		N;FEM;SG
bıçak	blade	bıçak	bladere		N
bıçak	lama	bıçak	lama		N;FEM;SG
bıçak	coltelli	bıçak	coltello		N;MASC;PL
bıçak	coltello	bıçak	coltello		N;MASC;SG
nikola	nicolò	nikol	nicolare		N;MASC;SG
nikola	nicola	nikol	nicola		N;MASC;SG
nikola	nikola	nikol	nikola		N;MASC;SG
kaldırmak	rimozione	kal	rimozione	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
kaldırmak	lifting	kal	lifting	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC
kaldırmak	sollevamento	kal	sollevamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
desteklenen	supportati	destekle	supportare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
desteklenen	supportato	destekle	supportare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
desteklenen	supportata	destekle	supportare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
desteklenen	supportate	destekle	supportare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
nietzsche	nietzsche	nietzsche	nietzsco		N;FEM;SG
ntv	ntv	itv	ntv		N;MASC
komut	comandi	komut	comando		N;MASC;PL
komut	comandi	komut	comando		N;MASC;PL
komut	comando	komut	comando		N;MASC;SG
yöneticiler	esecutivi	yönetici	esecutivo	N;NOM;PL;3	ADJ;MASC;PL
kayalık	rocky	kayalık	rocky		N;MASC
kayalık	roccioso	kayalık	roccioso		ADJ;MASC;SG
görüşme	parley	görüşme	parley		N
görüşme	intervista	görüşme	intervista		N;FEM;SG
statik	statica	statik	statico		ADJ;FEM;SG
statik	statico	statik	statico		ADJ;MASC;SG
statik	statiche	statik	statico		ADJ;FEM;PL
lima	lima	lima	lima	PROPN;NOM;SG;3	N;FEM;SG
baltimore	baltimora	baltimore	baltimora	PROPN;NOM;SG;3	N;MASC;SG
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;SG;3	N;MASC;SG
diferansiyel	differenziali	diferansiyel	differenziale	N;NOM;SG;3	N;MASC;PL
diferansiyel	differenziale	diferansiyel	differenziale	N;NOM;SG;3	ADJ;SG
aydınlık	leggero	aydınlık	leggero	N;NOM;SG;3	ADJ;MASC;SG
aydınlık	leggeri	aydınlık	leggero	N;NOM;SG;3	ADJ;MASC;PL
aydınlık	leggera	aydınlık	leggero	N;NOM;SG;3	ADJ;FEM;SG
aydınlık	luminoso	aydınlık	luminoso	N;NOM;SG;3	ADJ;MASC;SG
aydınlık	luminosi	aydınlık	luminoso	N;NOM;SG;3	ADJ;MASC;PL
aydınlık	luminosa	aydınlık	luminoso	N;NOM;SG;3	ADJ;FEM;SG
ine	ine	in	ine		ADJ;SG
felix	felix	felix	felix		N;MASC
felix	felice	felix	felice		ADJ;SG
neolitik	neolitico	neolitik	neolitico		ADJ;MASC;SG
maryland	maryland	marylan	maryland	PROPN;NOM;SG;3	N;MASC
glory	glory	glory	glory		N
glory	gloria	glory	gloria		N;FEM;SG
sorar	chiede	sor	chiedere		V;IND;SG;3;PRS;FIN
brad	brad	brad	brad		N
randy	randy	randy	randy		N
kilit	lock	kilit	lock		N
kilit	lucchetto	kilit	lucchetto		N;MASC;SG
kilit	blocca	kilit	bloccare		V;IND;SG;3;PRS;FIN
kilit	serratura	kilit	serratura		N;FEM;SG
kilit	bloccaggio	kilit	bloccaggio		N;MASC;SG
kilit	serrature	kilit	serratura		N;FEM;PL
kilit	lucchetti	kilit	lucchetto		N;MASC;PL
kıdemli	anzianità	kıdemli	anzianità		N;FEM
kıdemli	senior	kıdemli	seniore		N;MASC;SG
sektörü	settore	sektör	settore		N;MASC;SG
igor	egor	igor	egore		N;MASC;SG
igor	igor	igor	igor		N;MASC;SG
miles	chilometri	miles	chilometro		N;MASC;PL
miles	miles	miles	miles		N
miles	miglia	miles	miglio		N;FEM;PL
hatice	khadija	hatice	khadija		N;FEM
tecrübeli	sperimentato	tecrübeli	sperimentare		V;MASC;SG;PST;V.PTCP
tecrübeli	esperto	tecrübeli	esperto		N;MASC;SG
borç	debiti	borç	debito		N;MASC;PL
borç	prestito	borç	prestito		N;MASC;SG
borç	indebitamento	borç	indebitamento		N;MASC;SG
borç	debiti	borç	debito		N;MASC;PL
borç	debito	borç	debito		N;MASC;SG
çekme	traino	çek	traino		N;MASC;SG
viktor	vittorio	viktor	vittorio		N;MASC;SG
viktor	viktor	viktor	viktor		N;MASC;SG
sincan	xinjiang	sincan	xinjiang	PROPN;NOM;SG;3	N;FEM;SG
claire	claire	claire	claire		N;FEM;SG
étienne	étienne	üt	staena		N;FEM;SG
étienne	etienne	üt	etenna		N;FEM;SG
spurs	spurs	spurs	spurs	PROPN;NOM;SG;3	N;MASC;PL
spurs	speroni	spurs	sperono	PROPN;NOM;SG;3	N;MASC;PL
çifti	coppia	çift	coppia	ADJ;NOM;SG;3	N;FEM;SG
çifti	coppia	çift	coppia	ADJ;NOM;SG;3	N;FEM;SG
tanık	testimoni	tanık	testimonio		N;MASC;PL
tanık	testimone	tanık	testimone		N;MASC;SG
tanık	testimoni	tanık	testimonio		N;MASC;PL
hafız	hafiz	hafız	hafiz		N
belarus	bielorussia	belarus	bielorussia	PROPN;NOM;SG;3	N;FEM;SG
periyodik	periodici	periyodik	periodico		N;MASC;PL
periyodik	periodica	periyodik	periodico		ADJ;FEM;SG
periyodik	periodico	periyodik	periodico		ADJ;MASC;SG
periyodik	periodici	periyodik	periodico		N;MASC;PL
periyodik	periodico	periyodik	periodico		ADJ;MASC;SG
çömlek	ceramiche	çömlek	ceramica		N;FEM;PL
çömlek	ceramica	çömlek	ceramica		N;FEM;SG
falcon	falcon	falcon	falcon		N;MASC;SG
falcon	falco	falcon	falco		N;MASC;SG
jamie	jamie	jamie	jamia		N
jamie	jaime	jamie	jaima		N;SG
boğa	toro	boğa	toro		N;MASC;SG
boğa	taurus	boğa	taurus		N;MASC
boğa	toro	boğa	toro		N;MASC;SG
boğa	bull	boğa	bull		N;MASC
norveçli	norvegese	norveçli	norvegese		ADJ;SG
norveçli	norvegesi	norveçli	norvegese		N;PL
mutfak	cucina	mutfak	cucina		N;FEM;SG
mutfak	cucina	mutfak	cucina		N;FEM;SG
eleştirmen	critica	eleştir	critica		N;FEM;SG
eleştirmen	critico	eleştir	critico		N;MASC;SG
gilbert	gilberto	gilbert	gilberto		N;MASC;SG
gilbert	gilbert	gilbert	gilbert		N;SG
spartak	spartak	spartak	spartak		N;MASC;SG
carolina	carolina	carol	carolina	PROPN;NOM;SG;3	N;FEM;SG
janet	janet	janet	janet		N;FEM;SG
taşıdı	trasportati	taşı	trasportare	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP
okumak	leggete	oku	leggere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IMP;PL;2;PRS;FIN
okumak	leggi	oku	legge	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
okumak	letture	oku	lettura	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
okumak	lettura	oku	lettura	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
ural	ural	ural	urale		N;FEM;SG
sembol	simboli	sembol	simbolo		N;MASC;PL
sembol	simbolo	sembol	simbolo		N;MASC;SG
sembol	chevron	sembol	chevron		N;MASC
hicaz	hijaz	hicaz	hijaz		N;MASC
christina	cristina	christin	cristinare	PROPN;DAT;SG;3	N;FEM;SG
uzmanlık	competenze	uzmanlık	competenza	N;NOM;SG;3	N;FEM;PL
mesih	messia	mesih	messia		N;MASC;SG
keşfi	scoperta	keşif	scoperta		N;FEM;SG
keşfi	discovery	keşif	discovery		N;MASC
chaplin	chaplin	chaplin	chaplino		N;MASC
tay	colt	tay	colt		N
tay	puledro	tay	puledro		N;MASC;SG
tay	tay	tay	taye		N;MASC
johan	johan	johan	johan		N;MASC;SG
olivier	olivier	olivier	olivier		N;FEM;PL
çete	gang	çete	gang		N
foster	foster	foster	foster	PROPN;NOM;SG;3	N;MASC;SG
foster	affido	foster	affido	PROPN;NOM;SG;3	V;IND;SG;1;PRS;FIN
fotoğrafçı	fotografo	fotoğrafçı	fotografo		N;MASC;SG
fotoğrafçı	fotografa	fotoğrafçı	fotografo		N;FEM;SG
sibel	sibel	sibel	sibel		N;FEM
grönland	groenlandia	grönla	groenlandia		N;FEM;SG
soykırım	genocidio	soykırım	genocidio		N;MASC;SG
soykırım	olocausto	soykırım	olocausto		N;MASC;SG
ibm	ibm	ibm	ibm		N
faith	faith	faith	faith		N;MASC
faith	fede	faith	fede		N;FEM;SG
key	key	key	key		N
key	chiave	key	chiave		N;FEM;SG
key	tasto	key	tasto		N;MASC;SG
key	chiavi	key	chiave		N;FEM;PL
peri	ninfa	peri	ninfa		N;FEM;SG
peri	fata	peri	fare		N;FEM;SG
peri	fatina	peri	fatina		N;FEM;SG
çizim	sketch	çiz	sketch		N;MASC
çizim	identikit	çiz	identikit		N;MASC
çizim	schizzo	çiz	schizzo		N;MASC;SG
çizim	disegnare	çiz	disegnare		V;NFIN
çizim	disegno	çiz	disegno		N;MASC;SG
ihracat	esporta	ihracat	esportare		V;IND;SG;3;PRS;FIN
ihracat	esportazioni	ihracat	esportazione		N;FEM;PL
ihracat	esportazione	ihracat	esportazione		N;FEM;SG
ihracat	esporta	ihracat	esportare		V;IND;SG;3;PRS;FIN
ihracat	export	ihracat	export		N;MASC
ihracat	esportare	ihracat	esportare		V;NFIN
ihracat	esportazione	ihracat	esportazione		N;FEM;SG
shane	shane	shane	shano		N;MASC
simetrik	simmetrica	simetrik	simmetrico		ADJ;FEM;SG
simetrik	simmetrico	simetrik	simmetrico		ADJ;MASC;SG
mah	mah	mah	mah	PROPN;NOM;SG;3	ADJ;SG
infaz	eseguito	infaz	eseguire		V;MASC;SG;PST;V.PTCP
infaz	eseguiti	infaz	eseguire		V;MASC;PL;PST;V.PTCP
infaz	giustiziato	infaz	giustiziare		V;MASC;SG;PST;V.PTCP
infaz	eseguita	infaz	eseguire		V;FEM;SG;PST;V.PTCP
infaz	esecuzioni	infaz	esecuzione		N;FEM;PL
infaz	esecuzione	infaz	esecuzione		N;FEM;SG
infaz	esecuzioni	infaz	esecuzione		N;FEM;PL
yüzük	anelli	yüzük	anello	N;NOM;SG;3	N;MASC;PL
yüzük	fedi	yüzük	fede	N;NOM;SG;3	N;FEM;PL
deneyimi	esperienze	deney	esperienza	N;ACC;SG;3	N;FEM;PL
deneyimi	experience	deney	experience	N;ACC;SG;3	N;FEM;PL
genişleme	ampliamento	genişle	ampliamento	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
genişleme	allargamento	genişle	allargamento	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
genişleme	dilatazione	genişle	dilatazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
genişleme	espansione	genişle	espansione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tekke	tekke	tekke	tekka		N;MASC;SG
bağlanmış	connesso	bağla	connesso	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;MASC;SG
bağlanmış	collegati	bağla	collegare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
bağlanmış	connessa	bağla	connessare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;FEM;SG
bağlanmış	collegati	bağla	collegare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
yanlışlıkla	erroneamente	yanlışlık	erroneamente	N;INS;SG;3	ADV
yanlışlıkla	accidentalmente	yanlışlık	accidentalmente	N;INS;SG;3	ADV
lezbiyen	dyke	lezbiyen	dyke		N
lezbiyen	lesbo	lezbiyen	lesbo		N;FEM;SG
lezbiyen	lesbiche	lezbiyen	lesbico		N;FEM;PL
lezbiyen	lesbica	lezbiyen	lesbico		ADJ;FEM;SG
lezbiyen	lesbiche	lezbiyen	lesbico		N;FEM;PL
tutsak	detenuto	tutsak	detenere		V;MASC;SG;PST;V.PTCP
tutsak	prigionieri	tutsak	prigioniero		N;MASC;PL
tutsak	prigioniero	tutsak	prigioniero		ADJ;MASC;SG
tutsak	prigioniera	tutsak	prigioniera		ADJ;FEM;SG
tutsak	prigioniero	tutsak	prigioniero		ADJ;MASC;SG
tutsak	vincolato	tutsak	vincolare		V;MASC;SG;PST;V.PTCP
tutsak	prigioniera	tutsak	prigioniera		ADJ;FEM;SG
tutsak	prigionieri	tutsak	prigioniero		N;MASC;PL
tutsak	detenuti	tutsak	detenuto		N;MASC;PL
tutsak	cattività	tutsak	cattività		N;FEM
tutsak	prigionia	tutsak	prigionia		N;FEM;SG
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	N
emily	emily	emily	emily		N;FEM
haiti	haiti	hait	haiti		N;MASC
haiti	haitiano	hait	haitiano		ADJ;MASC;SG
haiti	haiti	hait	haiti		N;MASC
buluşma	data	buluş	dare	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FEM;SG;PST;V.PTCP
buluşma	riunione	buluş	riunione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
buluşma	meeting	buluş	meeting	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC
kazanma	vincendo	kazan	vincere		V;V.MSDR
kazanma	vincita	kazan	vincita		N;FEM;SG
kazanma	vincere	kazan	vincere		V;NFIN
korkut	spavento	korkut	spavento		N;MASC;SG
korkut	spaventare	korkut	spaventare		V;NFIN
temelde	sostanzialmente	temel	sostanzialmente	ADJ;ESS;SG;3	ADV
temelde	essenzialmente	temel	essenzialmente	ADJ;ESS;SG;3	ADV
temelde	fondamentalmente	temel	fondamentalmente	ADJ;ESS;SG;3	ADV
temelde	sostanzialmente	temel	sostanzialmente	ADJ;ESS;SG;3	ADV
jimnastik	ginnastica	jimnastik	ginnastica		N;FEM;SG
jimnastik	ginnastica	jimnastik	ginnastica		N;FEM;SG
jimnastik	ginnastica	jimnastik	ginnastica		N;FEM;SG
sağlanan	fornito	sağla	fornire	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
sağlanan	forniti	sağla	fornire	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
sağlanan	fornito	sağla	fornire	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
garcia	garcia	garcia	garcia	PROPN;NOM;SG;3	N;FEM;SG
garcia	garcía	garcia	garca	PROPN;NOM;SG;3	N;FEM;SG
eng}}	ita}}	eng}}	ita}}		ADJ;SG
sembolik	simbolicamente	sembolik	simbolicamente		ADV
sembolik	simbolico	sembolik	simbolico		ADJ;MASC;SG
sembolik	simbolica	sembolik	simbolico		ADJ;FEM;SG
sembolik	emblematico	sembolik	emblematico		ADJ;MASC;SG
minimum	minima	minim	minimo	N;NOM;SG;3	ADJ;FEM;SG
minimum	minimi	minim	minimo	N;NOM;SG;3	ADJ;MASC;PL
minimum	minime	minim	minimo	N;NOM;SG;3	ADJ;FEM;PL
minimum	minimo	minim	minimo	N;NOM;SG;3	ADJ;MASC;SG
minimum	minima	minim	minimo	N;NOM;SG;3	ADJ;FEM;SG
minimum	minimale	minim	minimale	N;NOM;SG;3	ADJ;SG
minimum	minimo	minim	minimo	N;NOM;SG;3	ADJ;MASC;SG
cbs	cbs	cbs	cbs		N;FEM
cbs	gis	cbs	gis		N;MASC
yen	yen	yen	yen		N;MASC
joey	joey	joey	joey		N
asistan	residenti	asistan	residente		N;PL
asistan	residente	asistan	residente		ADJ;SG
asistan	assistente	asistan	assistente		N;SG
parametre	parametri	parametre	parametro	N;NOM;SG;3	N;MASC;PL
karşılaşma	corrispondenza	karşılaşma	corrispondenza		N;FEM;SG
karşılaşma	match	karşılaşma	match		N;MASC
karşılaşma	fiammifero	karşılaşma	fiammifero		N;MASC;SG
karşılaşma	incontri	karşılaşma	incontro		N;MASC;PL
karşılaşma	incontro	karşılaşma	incontro		N;MASC;SG
bitkisel	erbe	bitkisel	erba		N;FEM;PL
bitkisel	ortaggio	bitkisel	ortaggio		N;MASC;SG
bitkisel	ortaggi	bitkisel	ortaggio		N;MASC;PL
bitkisel	verdura	bitkisel	verdura		N;FEM;SG
bitkisel	vegetale	bitkisel	vegetale		ADJ;SG
bitkisel	vegetativo	bitkisel	vegetativo		ADJ;MASC;SG
bitkisel	vegetativa	bitkisel	vegetativo		ADJ;FEM;SG
sedan	berlina	sedan	berlina	PROPN;NOM;SG;3	N;FEM;SG
sedan	berline	sedan	berlina	PROPN;NOM;SG;3	N;FEM;PL
veronica	veronica	veronica	veronico		ADJ;FEM;SG
nötron	neutroni	nötron	neutrone	N;NOM;SG;3	N;MASC;PL
nötron	neutroni	nötron	neutrone	N;NOM;SG;3	N;MASC;PL
agg	agg	agg	agg		N
beğeni	piace	beğen	piacere		V;IND;SG;3;PRS;FIN
beğeni	apprezzamento	beğen	apprezzamento		N;MASC;SG
şifreleme	crittografia	şifrele	crittografia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	cifratura	şifrele	cifratura	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	cripto	şifrele	cripto	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
şifreleme	crittografia	şifrele	crittografia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
galileo	galileo	gal	galileo		ADJ;MASC;SG
chuck	chuck	chuck	chuck		N
goethe	goethe	goethe	goeta		N;MASC;SG
wales	galles	wales	galles	PROPN;NOM;SG;3	N;MASC;SG
kadı	qadi	kadı	qadio		ADJ;SG
fetih	conquista	fetih	conquista		N;FEM;SG
fetih	conquistando	fetih	conquistare		V;V.MSDR
meşgul	impegnata	meşgul	impegnare		V;FEM;SG;PST;V.PTCP
meşgul	occupato	meşgul	occupare		V;MASC;SG;PST;V.PTCP
meşgul	occupata	meşgul	occupare		V;FEM;SG;PST;V.PTCP
meşgul	impegnato	meşgul	impegnare		ADJ;MASC;SG
beyan	dichiarazione	beyan	dichiarazione		N;FEM;SG
