din	from	din	from	ADP;ACC	N
populară	populares	popular	popular	ADJ;INDF;FEM;SG	N;PL
frederic	frederic	frederic	frederic	N;INDF;MASC;SG	PROPN
frederic	federico	frederic	federico	N;INDF;MASC;SG	ADJ;MASC;SG
frederic	federico	frederic	federico	N;INDF;MASC;SG	ADJ;MASC;SG
corpul	corporal	corp	corporal	N;DEF;MASC;SG	ADJ;SG
corpul	carrocería	corp	carrocería	N;DEF;MASC;SG	V;COND;SG;3;FIN
populare	popular	popular	popular	ADJ;INDF;FEM;PL	ADJ;SG
populare	populares	popular	popular	ADJ;INDF;FEM;PL	N;PL
cercetare	investigaciones	cercetare	investigación	N;INDF;FEM;SG	N;FEM;PL
actual	actualidad	actual	actualidad	ADJ;INDF;MASC;SG	N;FEM;SG
actual	corriente	actual	corriente	ADJ;INDF;MASC;SG	N;MASC;SG
crimeea	crimea	crimee	crimea	N;DEF;FEM;SG	ADJ;SG
crimeea	crimea	crimee	crimea	N;DEF;FEM;SG	ADJ;SG
controlul	controlar	control	controlar	N;DEF;MASC;SG	V;NFIN
artist	artistas	artist	artista	N;INDF;MASC;SG	N;PL
târgu	târgu	târgu	târgu	PROPN	N;MASC;SG
galați	galați	gala	galați	N;INDF;MASC;PL	
meci	coincidir	meci	coincidir	N;INDF;MASC;SG	V;NFIN
contra	contra	contra	contra		ADP
contra	contras	contra	contra		N;MASC;PL
contra	contrarrestar	contra	contrarrestar		V;NFIN
contra	contra	contra	contra		ADP
contra	contador	contra	contador		N;MASC;SG
contra	mostrador	contra	mostrador		N;MASC;SG
contra	contra	contra	contra		ADP
contra	against	contra	against		N
buzău	buzău	buzău	buzău	PROPN	
utilizator	usuarios	utilizator	usuario	N;INDF;MASC;SG	N;MASC;PL
suedia	suecia	suedia	suecia	PROPN	N;FEM;SG
prințesa	princesas	prințesă	princesa	N;DEF;FEM;SG	N;FEM;PL
cap	cap	cap	cap	N;INDF;MASC;SG	
cap	capi	cap	capi	N;INDF;MASC;SG	
colaborare	colaborar	colaborare	colaborar	N;INDF;FEM;SG	V;NFIN
colaborare	colaborativo	colaborare	colaborativo	N;INDF;FEM;SG	ADJ;MASC;SG
mijlocul	mediados	mijloc	mediados	N;DEF;MASC;SG	N;MASC;PL
personal	personal	personal	personal	ADV	ADJ;SG
personal	personales	personal	personal	ADV	ADJ;PL
personal	personal	personal	personal	ADV	ADJ;SG
personal	personal	personal	personal	ADV	ADJ;SG
personal	staff	personal	staff	ADV	N;MASC;SG
albă	blancas	alb	blanco	ADJ;INDF;FEM;SG	ADJ;FEM;PL
albă	white	alb	white	ADJ;INDF;FEM;SG	N
albă	blancos	alb	blanco	ADJ;INDF;FEM;SG	N;MASC;PL
cine	oms	cine	oms	PRO;3	N;FEM;SG
cine	quiénes	cine	quién	PRO;3	PRO;PL
cine	quién	cine	quién	PRO;3	PRO;SG
cine	quien	cine	quien	PRO;3	PRO;SG
star	estrella	star	estrella		N;FEM;SG
star	star	star	star		N
star	estelar	star	estelar		ADJ;SG
inferioară	bajar	inferior	bajar	ADJ;INDF;FEM;SG	V;NFIN
inferioară	inferiores	inferior	inferior	ADJ;INDF;FEM;SG	ADJ;PL
muzical	musicales	muzical	musical	ADJ;INDF;MASC;SG	N;MASC;PL
muzical	musicalmente	muzical	musicalmente	ADJ;INDF;MASC;SG	ADV
organizat	organizados	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
organizat	organizadas	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
organizat	organizados	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
organizat	organizadas	organiza	organizado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
literar	literarios	literar	literario	ADJ;INDF;MASC;SG	N;MASC;PL
publicată	publicados	publicat	publicado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
publicată	publicadas	publicat	publicado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
antrenor	formadores	antrenor	formador	N;INDF;MASC;SG	N;MASC;PL
atac	atacar	atac	atacar	N;INDF;MASC;SG	V;NFIN
atac	ataquen	atac	ataquen	N;INDF;MASC;SG	V;IMP;PL;3;FIN
atac	ataca	atac	atacar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
port	puertos	port	puerto	N;INDF;MASC;SG	N;MASC;PL
scrise	escrito	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
scrise	escritas	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
scrise	escrita	scrie	escrito	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
scrise	escritos	scrie	escrito	V;IND;SG;3;PST;FIN	N;MASC;PL
romi	romaní	rom	romaní	N;INDF;MASC;PL	N;MASC;SG
romi	roma	rom	roma	N;INDF;MASC;PL	N;SG
romi	romi	rom	romi	N;INDF;MASC;PL	N;FEM;SG
pierre	pierre	pierre	perre	PROPN	PROPN
considerată	considerados	considerat	considerado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
considerată	consideradas	considerat	considerar	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
xvi	xvi	xvi	xvi		N
olimpice	olímpica	olimpic	olímpico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
olimpice	olímpico	olimpic	olímpico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
olimpice	olympic	olimpic	olympic	ADJ;INDF;FEM;PL	N;MASC;SG
europei	europa	europă	europa	PROPN;DEF;FEM;SG	N;FEM;SG
liberă	libres	liber	libre	ADJ;INDF;FEM;SG	ADJ;PL
liberă	gratis	liber	gratis	ADJ;INDF;FEM;SG	
liberă	free	liber	freer	ADJ;INDF;FEM;SG	N
popescu	popescu	popescu	popescu	PROPN	N;SG
greu	pesado	greu	pesado	ADV	ADJ;MASC;SG;V.PTCP
greu	heavy	greu	heavy	ADV	N;MASC;SG
greu	pesadas	greu	pesado	ADV	ADJ;FEM;PL;V.PTCP
greu	pesados	greu	pesado	ADV	ADJ;MASC;PL;V.PTCP
greu	pesada	greu	pesado	ADV	ADJ;FEM;SG;V.PTCP
greu	duro	greu	duro	ADV	ADJ;MASC;SG
greu	duros	greu	duro	ADV	ADJ;MASC;PL
greu	hard	greu	hard	ADV	N;SG
greu	difícil	greu	difícil	ADV	ADJ;SG
greu	dura	greu	duro	ADV	ADJ;FEM;SG
greu	duro	greu	duro	ADV	ADJ;MASC;SG
greu	duros	greu	duro	ADV	ADJ;MASC;PL
greu	rudo	greu	rudo	ADV	ADJ;MASC;SG
greu	dura	greu	duro	ADV	ADJ;FEM;SG
crescut	cultivados	crescut	cultivado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
crescut	planteadas	crescut	planteado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
proiectul	proyectar	proiect	proyectar	N;DEF;MASC;SG	V;NFIN
olanda	holanda	olanda	holanda	PROPN	N;FEM;SG
olanda	holanda	olanda	holanda	PROPN	N;FEM;SG
olanda	holland	olanda	holland	PROPN	N;MASC;PL
henry	enrique	henry	enrique	PROPN	N;MASC;SG
finală	finales	finală	final	N;INDF;FEM;SG	N;MASC;PL
finală	definitivo	finală	definitivo	N;INDF;FEM;SG	ADJ;MASC;SG
israel	israel	israel	israel	PROPN	N;SG
israel	israelí	israel	israelí	PROPN	ADJ;SG
vladimir	vladímir	vladimir	vladímir	PROPN	ADJ;SG
vladimir	vladimir	vladimir	vladimir	PROPN	N;MASC;SG
neagră	black	negru	black	ADJ;INDF;FEM;SG	N
neagră	negras	negru	negro	ADJ;INDF;FEM;SG	ADJ;FEM;PL
neagră	negros	negru	negro	ADJ;INDF;FEM;SG	N;MASC;PL
bihor	bihor	bihor	bihor	PROPN	
uefa	eurocopa	uefa	eurocopa	PROPN	N;FEM;SG
uefa	uefa	uefa	uefa	PROPN	N;FEM;SG
popular	populares	popular	popular	ADJ;INDF;MASC;SG	N;PL
papa	papá	papă	papá		N;MASC;SG
papa	papa	papă	papa		N;MASC;SG
papa	papa	papă	papa		N;MASC;SG
papa	pope	papă	pope		PROPN
cernigău	chernihiv	cernigău	chernihiv	N;INDF;FEM;SG	
sport	deportes	sport	deporte	N;INDF;MASC;SG	N;MASC;PL
sport	deportivo	sport	deportivo	N;INDF;MASC;SG	ADJ;MASC;SG
sport	deportes	sport	deporte	N;INDF;MASC;SG	N;MASC;PL
poloniei	polonia	polonie	polonia	PROPN;DEF;FEM;SG	PROPN
studiat	estudié	studiat	estudiar	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN
studiat	estudiados	studiat	estudiado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
studiat	estudió	studiat	estudiar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
plasa	neto	plasa	neto	N;DEF;FEM;SG	ADJ;MASC;SG
plasa	neta	plasa	neta	N;DEF;FEM;SG	ADJ;FEM;SG
plasa	netos	plasa	neto	N;DEF;FEM;SG	N;MASC;PL
vâlcea	vâlcea	vâlcea	vulcear	PROPN	
scrisă	escritas	scris	escrito	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
scrisă	escritos	scris	escrito	ADJ;INDF;FEM;SG	N;MASC;PL
noastre	nuestra	meu	nuestro	DET;FEM;PL;1	DET;FEM;SG;1
noastre	nuestro	meu	nuestro	DET;FEM;PL;1	DET;MASC;SG;1
generale	generalidades	general	generalidad	ADJ;INDF;FEM;PL	N;FEM;PL
generale	generales	general	general	ADJ;INDF;FEM;PL	N;MASC;PL
generale	general	general	general	ADJ;INDF;FEM;PL	N;SG
filip	felipe	filip	felipe	PROPN	PROPN
filip	filipo	filip	filipo	PROPN	N;MASC;SG
filip	filip	filip	filip	PROPN	PROPN
subiect	sujeto	subiect	sujeto	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
politica	políticos	politică	político	N;DEF;FEM;SG	N;MASC;PL
politica	politicas	politică	politico	N;DEF;FEM;SG	N;FEM;PL
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
zece	rte	zece	rte	NUM;PL	N;MASC;SG
zece	ten	zece	tener	NUM;PL	V;IND;SG;2;PRS;FIN
park	parques	park	parque	N;INDF;MASC;SG	N;MASC;PL
park	park	park	park	N;INDF;MASC;SG	PROPN
posibil	posible	posibil	posible	ADV	ADJ;SG
posibil	posibles	posibil	posible	ADV	ADJ;PL
mii	millares	mie	millar	NUM;INDF;FEM;PL	N;MASC;PL
sumî	sumy	sumâ	sumir	N;INDF;MASC;SG	
joacă	play	juca	play	V;IND;3;PRS;FIN	N
joacă	juegue	juca	jugar	V;IND;3;PRS;FIN	V;IMP;SG;3;FIN
cernăuți	chernivtsi	cernăuță	chernivtsi	V;IND;PL;2;PRS;FIN	N;MASC;SG
culturale	cultural	cultural	cultural	ADJ;INDF;FEM;PL	ADJ;SG
culturale	cultura	cultural	cultura	ADJ;INDF;FEM;PL	N;FEM;SG
tom	tomás	tom	tomás	PROPN	PROPN
tom	tom	tom	tom	PROPN	PROPN
ore	horario	oră	horario	N;INDF;FEM;PL	N;MASC;SG
program	programar	program	programar	N;INDF;MASC;SG	V;NFIN
program	programar	program	programar	N;INDF;MASC;SG	V;NFIN
program	horarios	program	horario	N;INDF;MASC;SG	N;MASC;PL
susținut	apoyó	susține	apoyar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
susținut	sostenidos	susține	sostenido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
linie	line	linie	line	N;INDF;FEM;SG	
lungă	largos	lung	largo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
lungă	long	lung	long	ADJ;INDF;FEM;SG	
urban	urbanas	urban	urbano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
urban	urban	urban	urbar	ADJ;INDF;MASC;SG	N;SG
urban	urbanos	urban	urbano	ADJ;INDF;MASC;SG	ADJ;MASC;PL
strada	calles	stradă	calle	N;DEF;FEM;SG	N;FEM;PL
viii	viii	viu	viii	N;DEF;FEM;SG	
lung	pulmones	lung	pulmón	ADJ;INDF;MASC;SG	N;MASC;PL
lung	lung	lung	lung	ADJ;INDF;MASC;SG	N
lung	pulmón	lung	pulmón	ADJ;INDF;MASC;SG	N;MASC;SG
lung	largos	lung	largo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
lung	long	lung	long	ADJ;INDF;MASC;SG	
festivalul	festivales	festival	festival	N;DEF;MASC;SG	N;MASC;PL
alta	alta	altul	alto	PRO;FEM;SG;3	ADJ;FEM;SG
primii	primera	prim	primero	NUM;DEF;MASC;PL	ADJ;FEM;SG
primii	primeras	prim	primero	NUM;DEF;MASC;PL	ADJ;FEM;PL
primii	primer	prim	primero	NUM;DEF;MASC;PL	ADJ;MASC;SG
primii	primeros	prim	primero	NUM;DEF;MASC;PL	ADJ;MASC;PL
primii	primero	prim	primero	NUM;DEF;MASC;PL	ADV
versuri	letra	vers	letra	N;INDF;FEM;PL	N;FEM;SG
steaua	estelar	stea	estelar	N;DEF;FEM;SG	ADJ;SG
familii	familia	familie	familia	N;INDF;FEM;PL	N;FEM;SG
christian	cristiano	christian	cristiano	PROPN	ADJ;MASC;SG
christian	christian	christian	christiar	PROPN	PROPN
christian	cristianos	christian	cristiano	PROPN	N;MASC;PL
christian	cristiana	christian	cristiano	PROPN	ADJ;FEM;SG
christian	cristian	christian	cristiar	PROPN	PROPN
christian	cristián	christian	cristián	PROPN	N;MASC;SG
west	occidental	west	occidental	PROPN	ADJ;SG
west	west	west	west	PROPN	N;MASC;SG
west	occidente	west	occidente	PROPN	N;MASC;SG
west	oeste	west	oeste	PROPN	N;MASC;SG
distanță	distancias	distanță	distancia	N;INDF;FEM;SG	N;FEM;PL
distanță	remota	distanță	remoto	N;INDF;FEM;SG	ADJ;FEM;SG
distanță	remotas	distanță	remoto	N;INDF;FEM;SG	ADJ;FEM;PL
distanță	remoto	distanță	remoto	N;INDF;FEM;SG	ADJ;MASC;SG
clădirea	construyendo	clădire	construir	N;DEF;FEM;SG	V;V.MSDR
biblioteca	bibliotecas	bibliotecă	biblioteca	N;DEF;FEM;SG	N;FEM;PL
formate	constituido	forma	constituido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
formate	formado	forma	formado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
formate	formada	forma	formado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
formate	formatos	forma	formato	ADJ;INDF;FEM;PL	N;MASC;PL
piatra	rocas	piatră	roca	N;DEF;FEM;SG	N;FEM;PL
valoarea	valorar	valoare	valorar	N;DEF;FEM;SG	V;NFIN
miniatura	miniaturas	miniatură	miniatura	N;DEF;FEM;SG	N;FEM;PL
don	don	don	don	PROPN	N;MASC;SG
religioase	religioso	religios	religioso	ADJ;INDF;FEM;PL	ADJ;MASC;SG
religioase	religiosa	religios	religioso	ADJ;INDF;FEM;PL	ADJ;FEM;SG
calais	calais	calais	calai	PROPN	N;MASC;PL
alpi	alpes	alp	alpe	N;INDF;MASC;SG	N;MASC;PL
washington	washington	washington	washington	PROPN	PROPN
economică	económicas	economic	económico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
economică	económicos	economic	económico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
gentile	gentile	geantă	gentile	N;INDF;FEM;PL	PROPN
adăugat	agregados	adăuga	agregado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
adăugat	añadió	adăuga	añadir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
adăugat	agregó	adăuga	agregar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
afară	afuera	afară	afuera	ADV	
afară	exterior	afară	exterior	ADV	ADJ;SG
afară	afuera	afară	afuera	ADV	
afară	out	afară	out	ADV	
non	non	non	non		N
proces	procesos	proces	proceso	N;INDF;MASC;SG	N;MASC;PL
proces	procesar	proces	procesar	N;INDF;MASC;SG	V;NFIN
proces	trial	proces	trial	N;INDF;MASC;SG	
domeniu	dominios	domeniu	dominio	N;INDF;MASC;SG	N;MASC;PL
han	han	han	haber	N;INDF;MASC;SG	V;IND;PL;3;PRS;FIN
cerut	solicitados	cere	solicitado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
xiv	xiv	xiv	xiv		N;SG
comanda	ordenar	comandă	ordenar	N;DEF;FEM;SG	V;NFIN
comanda	pedido	comandă	pedido	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
comanda	pedidos	comandă	pedido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
interior	dentro	interior	dentro	N;INDF;MASC;SG	ADV
interior	adentro	interior	adentro	N;INDF;MASC;SG	
interior	inside	interior	insidir	N;INDF;MASC;SG	INTJ
interior	interiores	interior	interior	N;INDF;MASC;SG	ADJ;PL
friedrich	friedrich	friedrich	friedrich	PROPN	N;MASC;SG
friedrich	federico	friedrich	federico	PROPN	ADJ;MASC;SG
bani	dinero	ban	dinero	N;INDF;MASC;PL	N;MASC;SG
xvii	xvii	xvia	xvii		N;SG
crearea	crear	creare	crear	N;DEF;FEM;SG	V;NFIN
crearea	creando	creare	crear	N;DEF;FEM;SG	V;V.MSDR
ron	ron	ron	ron		N;MASC;SG
șah	ajedrez	șah	ajedrez		N;MASC;SG
argint	plateado	argint	plateado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
intră	entra	intra	entrar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
intră	ingresa	intra	ingresar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
intră	enter	intra	enter	V;IND;SG;3;PST;FIN	N
decis	decidió	decide	decidir	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
decis	decidido	decide	decidido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
dnipropetrovsk	dnipropetrovsk	dnipropetrovsk	dnipropetrovsk	PROPN	N;MASC;SG
unitate	unity	unitate	unity	N;INDF;FEM;SG	PRO;SG;2
johann	johann	johann	johann	PROPN	N;MASC;SG
campania	campañas	campanie	campaña	N;DEF;FEM;SG	N;FEM;PL
dupa	despues	dupa	despue	N;DEF;FEM;SG	
dupa	tras	dupa	tras	N;DEF;FEM;SG	ADP
dupa	después	dupa	después	N;DEF;FEM;SG	ADV
compus	compuestos	compus	compuesto	ADJ;INDF;MASC;SG	N;MASC;PL
compus	compuestas	compus	compuesto	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
moderne	moderna	modern	moderno	ADJ;INDF;FEM;PL	ADJ;FEM;SG
moderne	moderno	modern	moderno	ADJ;INDF;FEM;PL	ADJ;MASC;SG
descrie	describa	descrie	describir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
energie	energías	energie	energía	N;INDF;FEM;SG	N;FEM;PL
energie	energética	energie	energético	N;INDF;FEM;SG	ADJ;FEM;SG
schimbat	cambió	schimba	cambiar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
extrem	extrema	extrem	extremo	ADV;RL	ADJ;FEM;SG
extrem	extremo	extrem	extremo	ADV;RL	N;MASC;SG
extrem	extreme	extrem	extreme	ADV;RL	N
extrem	extremos	extrem	extremo	ADV;RL	N;MASC;PL
tratatul	tratado	tratat	tratar	N;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
elveția	suiza	elveția	suiza	PROPN	N;FEM;SG
totul	everything	tot	everything	PRO;MASC;SG;3	N
standard	norma	standard	norma	ADJ	N;FEM;SG
standard	estandar	standard	estandar	ADJ	V;IND;3;FIN
standard	standard	standard	standard	ADJ	PROPN
mișcarea	movimientos	mișcare	movimiento	N;DEF;FEM;SG	N;MASC;PL
solid	sólidos	solid	sólido	ADJ;INDF;MASC;SG	ADJ;MASC;PL
solid	macizo	solid	macizo	ADJ;INDF;MASC;SG	N;MASC;SG
traian	traian	traian	traiar	PROPN	V;IND;PL;3;IPFV;FIN
anunțat	anunció	anunța	anunciar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
anunțat	anunciados	anunța	anunciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
sine	sine	sine	sine	PRO;ACC;3;REFL	
sine	seno	sine	seno	PRO;ACC;3;REFL	N;MASC;SG
latină	latinas	latin	latina	N;INDF;FEM;SG	ADJ;FEM;PL
latină	latina	latin	latino	N;INDF;FEM;SG	ADJ;FEM;SG
munte	montañas	munte	montaña	N;INDF;MASC;SG	N;FEM;PL
edward	eduardo	edward	eduardo	PROPN	N;MASC;SG
edward	edward	edward	edward	PROPN	N;MASC;SG
romană	roman	roman	romar	ADJ;INDF;FEM;SG	N
romană	romanos	roman	romano	ADJ;INDF;FEM;SG	N;MASC;PL
romană	román	roman	román	ADJ;INDF;FEM;SG	N;MASC;SG
masă	masas	masă	masa	N;INDF;FEM;SG	N;FEM;PL
masă	misas	masă	misa	N;INDF;FEM;SG	N;FEM;PL
masă	harinas	masă	harina	N;INDF;FEM;SG	N;FEM;PL
maritime	marítimo	maritim	marítimo	ADJ;INDF;FEM;PL	N;MASC;SG
maritime	marítimos	maritim	marítimo	ADJ;INDF;FEM;PL	N;MASC;PL
maritime	marítima	maritim	marítimo	ADJ;INDF;FEM;PL	ADJ;FEM;SG
spațiu	espaciales	spațiu	espacial	N;INDF;MASC;SG	ADJ;PL
spațiu	espacial	spațiu	espacial	N;INDF;MASC;SG	ADJ;SG
bas	bajos	bas	bajo	N;INDF;MASC;SG	ADJ;MASC;PL
bas	bajo	bas	bajo	N;INDF;MASC;SG	ADP
bas	bas	bas	bas	N;INDF;MASC;SG	
opt	eight	opt	eight	NUM;PL	N
coreea	corea	corea	corear	PROPN	N;SG
coreea	korea	corea	korea	PROPN	N;FEM;SG
interne	interno	intern	interno	ADJ;INDF;FEM;PL	ADJ;MASC;SG
interne	interna	intern	interno	ADJ;INDF;FEM;PL	ADJ;FEM;SG
eugen	eugen	eugen	eugen	PROPN	PROPN
eugen	eugenio	eugen	eugenio	PROPN	PROPN
ionescu	ionescu	ionescu	ionescu	PROPN	N;MASC;SG
încearcă	pruebe	încerca	probar	V;IND;3;PRS;FIN	V;IMP;SG;3;FIN
încearcă	intente	încerca	intentar	V;IND;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
încearcă	prueba	încerca	prueba	V;IND;3;PRS;FIN	N;FEM;SG
reprezentat	representados	reprezenta	representado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
reprezentat	representadas	reprezenta	representado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
prahova	prahova	prahova	prahova	PROPN	
teren	terrenos	teren	terreno	N;INDF;MASC;SG	N;MASC;PL
teren	tierras	teren	tierra	N;INDF;MASC;SG	N;FEM;PL
teren	terrenos	teren	terreno	N;INDF;MASC;SG	N;MASC;PL
serbia	serbio	serbia	serbio	PROPN	N;MASC;SG
serbia	serbia	serbia	serbio	PROPN	ADJ;FEM;SG
marcat	anotó	marca	anotar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
marcat	marcadas	marca	marcado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
marcat	marcados	marca	marcado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
london	londres	london	londre	PROPN	N;MASC;PL
utilizat	utilizados	utilizat	utilizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
utilizat	usados	utilizat	usado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
severin	severin	severin	severin	PROPN	N;MASC;SG
produce	producen	produce	producir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
eminescu	eminescu	eminescu	eminescu	PROPN	
france	francia	francă	francia	N;INDF;MASC;SG	PROPN
cult	adorar	cult	adorar	N;INDF;MASC;SG	V;NFIN
otto	otón	otto	otón	PROPN	N;MASC;SG
otto	otto	otto	otto	PROPN	N;MASC;SG
control	controlar	control	controlar	N;INDF;MASC;SG	V;NFIN
făcute	hecha	făcut	hecho	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
făcute	made	făcut	mader	ADJ;INDF;FEM;PL	N
făcute	hecho	făcut	hecho	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
cristian	cristian	cristian	cristiar	PROPN	PROPN
iosif	josé	iosif	josé	PROPN	PROPN
vrea	quiere	vrea	querer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
emil	emil	emil	emil	PROPN	N;MASC;SG
emil	emilio	emil	emilio	PROPN	N;MASC;SG
bucovina	bucovina	bucovină	bucovina	PROPN	ADJ;FEM;SG
pictură	pintar	pictură	pintar	N;INDF;FEM;SG	V;NFIN
pictură	pintando	pictură	pintar	N;INDF;FEM;SG	V;V.MSDR
prezentat	presentados	prezenta	presentado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
prezentat	presentados	prezenta	presentado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
folosirea	usando	folosire	usar	N;DEF;FEM;SG	V;V.MSDR
folosirea	utilizando	folosire	utilizar	N;DEF;FEM;SG	V;V.MSDR
turcia	turquía	turcia	turquía	PROPN	N;FEM;SG
turcia	pavo	turcia	pavo	PROPN	
medicină	medicinas	medicină	medicina	N;INDF;FEM;SG	N;FEM;PL
producător	productores	producător	productor	N;INDF;MASC;SG	N;MASC;PL
producător	productoras	producător	productora	N;INDF;MASC;SG	N;FEM;PL
producător	fabricantes	producător	fabricante	N;INDF;MASC;SG	N;PL
relativ	relativa	relativ	relativo	ADV	ADJ;FEM;SG
relativ	pariente	relativ	pariente	ADV	N;SG
relativ	relativo	relativ	relativo	ADV	ADJ;MASC;SG
vecine	vecina	vecin	vecino	ADJ;INDF;FEM;PL	ADJ;FEM;SG
vecine	vecino	vecin	vecino	ADJ;INDF;FEM;PL	N;MASC;SG
vecine	vecina	vecin	vecino	ADJ;INDF;FEM;PL	ADJ;FEM;SG
vecine	vecino	vecin	vecino	ADJ;INDF;FEM;PL	N;MASC;SG
vecine	prójimo	vecin	prójimo	ADJ;INDF;FEM;PL	N;MASC;SG
material	materiales	material	material	N;INDF;MASC;SG	N;MASC;PL
bogdan	bogdan	bogdan	bogdar	PROPN	
basarabia	besarabia	basarabie	besarabia	N;DEF;FEM;SG	ADJ;FEM;SG
statutul	estatutos	statut	estatuto	N;DEF;MASC;SG	N;MASC;PL
statutul	leyes	statut	ley	N;DEF;MASC;SG	N;FEM;PL
umane	humano	uman	humano	ADJ;INDF;FEM;PL	ADJ;MASC;SG
umane	humana	uman	humano	ADJ;INDF;FEM;PL	ADJ;FEM;SG
umane	humanos	uman	humanos	ADJ;INDF;FEM;PL	N
operă	opera	operă	operar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
natural	naturalidad	natural	naturalidad	ADJ;INDF;MASC;SG	N;FEM;SG
natural	naturales	natural	natural	ADJ;INDF;MASC;SG	ADJ;PL
natural	naturalmente	natural	naturalmente	ADJ;INDF;MASC;SG	ADV
plecat	gone	pleca	gone	V;MASC;SG;V.PTCP	N
medalia	medallas	medalie	medalla	N;DEF;FEM;SG	N;FEM;PL
vârstă	edades	vârstă	edad	N;INDF;FEM;SG	N;FEM;PL
înregistrat	grabados	înregistrat	grabado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
înregistrat	registrados	înregistrat	registrado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
