til	für	til	für	ADV	ADP
niveau	level	niveau	level	N;INDF;NEUT;SG	
niveau	niveau	niveau	niveau	N;INDF;NEUT;SG	ADV
ben	beine	ben	bein	N;INDF;NEUT;PL	
ben	beinen	ben	beinen	N;INDF;NEUT;PL	V;NFIN
ben	ben	ben	ben	N;INDF;NEUT;PL	
ben	bein	ben	bein	N;INDF;NEUT;PL	
ben	leg	ben	leg	N;INDF;NEUT;PL	PROPN;SG
daniel	daniel	daniel	daniel	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
muligvis	evtl	muligvis	evtl	ADV	
belgien	belgien	belgien	belgelen	PROPN	PROPN;NOM;NEUT;SG
vores	unser	vores	unser	DET;1	PRO;NOM;MASC;SG
vores	unserer	vores	unser	DET;1	PRO;NOM;MASC;SG
vores	unsere	vores	unser	DET;1	PRO;NOM;FEM;SG
vores	unseren	vores	unser	DET;1	PRO;ACC;MASC;SG
vores	unseres	vores	unser	DET;1	PRO;NOM;MASC;SG
vores	unserer	vores	unser	DET;1	PRO;NOM;MASC;SG
vores	unsere	vores	unser	DET;1	PRO;NOM;FEM;SG
vores	unser	vores	unser	DET;1	PRO;NOM;MASC;SG
vores	unseren	vores	unser	DET;1	PRO;ACC;MASC;SG
træ	holzindustrie	træ	holzindustrie	N;INDF;NEUT;SG	
træ	holzbearbeitung	træ	holzbearbeitung	N;INDF;NEUT;SG	ADJ
træ	baum	træ	baum	N;INDF;NEUT;SG	
træ	bäume	træ	bäumen	N;INDF;NEUT;SG	N;NOM;MASC;PL
træ	holzindustrie	træ	holzindustrie	N;INDF;NEUT;SG	
borgmester	bürgermeister	borgmester	bürgermeister	N;INDF;MASC+FEM;SG	ADJ
borgmester	oberbürgermeister	borgmester	oberbürgermeister	N;INDF;MASC+FEM;SG	ADV
borgmester	bürgermeisterin	borgmester	bürgermeisterin	N;INDF;MASC+FEM;SG	ADJ
gustav	gustav	gustav	gustav	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
gustav	gustaf	gustav	gustaf	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
gustav	gustav	gustav	gustav	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
karakter	figur	karakter	figur	N;INDF;MASC+FEM;SG	ADJ
karakter	zeichen	karakter	zeichen	N;INDF;MASC+FEM;SG	V;NFIN
karakter	charakter	karakter	charakter	N;INDF;MASC+FEM;SG	ADJ
hjælpe	hilfe	hjælpe	helfen	V;NFIN;ACT	N;NOM;FEM;SG
hjælpe	help	hjælpe	help	V;NFIN;ACT	PROPN
life	leben	life	leben		V;NFIN
life	life	life	life		PROPN
life	lebens	life	lebens		N;NOM;PL
esbjerg	esbjerg	esbjerg	esbjerg	PROPN	PROPN
sætte	leg	sætte	leg	V;NFIN;ACT	PROPN;SG
udviklingen	entwicklungspolitik	udvikling	entwicklungspolitik	N;DEF;MASC+FEM;SG	ADJ
udviklingen	entwicklungen	udvikling	entwicklung	N;DEF;MASC+FEM;SG	V;NFIN
udviklingen	evolution	udvikling	evolution	N;DEF;MASC+FEM;SG	PROPN
udviklingen	entwicklungen	udvikling	entwicklung	N;DEF;MASC+FEM;SG	V;NFIN
udviklingen	neuentwicklungen	udvikling	neuentwicklung	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
udviklingen	entwicklungen	udvikling	entwicklung	N;DEF;MASC+FEM;SG	V;NFIN
officer	polizist	officer	polizist	N;INDF;MASC+FEM;SG	PROPN
officer	beamter	officer	beamt	N;INDF;MASC+FEM;SG	ADJ
officer	wachtmeister	officer	wachtmeister	N;INDF;MASC+FEM;SG	ADJ
officer	officer	officer	officer	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
øer	inselgruppe	øe	inselgruppe	N;INDF;NEUT;PL	N;NOM;FEM;SG
don	don	don	don		PROPN;NOM;MASC;SG
start	starten	start	start	N;INDF;MASC+FEM;SG	V;NFIN
start	anfangen	start	anfangen	N;INDF;MASC+FEM;SG	V;NFIN
start	start	start	Start	N;INDF;MASC+FEM;SG	PROPN
start	beginnen	start	beginnen	N;INDF;MASC+FEM;SG	V;NFIN
start	beginn	start	beginnen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
start	starten	start	start	N;INDF;MASC+FEM;SG	V;NFIN
start	ab	start	ab	N;INDF;MASC+FEM;SG	ADP
start	angefangen	start	anfangen	N;INDF;MASC+FEM;SG	V;V.PTCP
mexico	mexico	mexico	mexico	PROPN	PROPN;NOM;SG
mexico	mexiko	mexico	mexiko	PROPN	PROPN;NOM;NEUT;SG
mistede	verlorene	miste	verloren	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
mistede	lost	miste	lossen	V;IND;PST;FIN;ACT	PROPN
max	maximal	max	maximal	N;INDF;NEUT;SG	ADJ
max	max	max	max	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
max	maximale	max	maximal	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
max	höchstens	max	höchstens	N;INDF;NEUT;SG	ADV
kim	kim	kim	kim	PROPN	PROPN;NOM;MASC;SG
tidligt	früh	tidligt	früh	ADV	ADJ
tidligt	anfang	tidligt	anfang	ADV	N;ACC;MASC;SG
tidligt	frühen	tidligt	früh	ADV	ADJ
tidligt	early	tidligt	early	ADV	PROPN
tidligt	früher	tidligt	früher	ADV	ADJ
taler	vorträge	tale	vortragen	V;IND;PRS;FIN;ACT	ADJ;NOM;PL
taler	lautsprecher	tale	lautsprecher	V;IND;PRS;FIN;ACT	ADJ
taler	sprecher	tale	sprecher	V;IND;PRS;FIN;ACT	N
taler	redner	tale	redn	V;IND;PRS;FIN;ACT	ADJ
taler	rednerin	tale	rednerin	V;IND;PRS;FIN;ACT	ADJ
taler	sprechend	tale	sprechend	V;IND;PRS;FIN;ACT	ADJ
oversat	übersetzten	oversat	übersetzen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
oversat	übersetzung	oversat	übersetzung	V;INDF;SG;PST;V.PTCP	ADJ
oversat	übersetzer	oversat	übersetzer	V;INDF;SG;PST;V.PTCP	ADJ
møder	tagungen	møde	tagung	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
møder	versammlungen	møde	versammlingen	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
møder	tagung	møde	tagung	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
møder	besprechung	møde	besprechung	V;IND;PRS;FIN;ACT	N;SG
møder	sitzung	møde	sitzung	V;IND;PRS;FIN;ACT	N;SG
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
afgørende	entschlossen	afgørende	entschlossen	ADJ	V;V.PTCP
ernst	ernst	ernst	ernst	N;INDF;MASC+FEM;SG	PROPN
standard	default	standard	default	N;INDF;MASC+FEM;SG	ADJ
standard	vorgabe	standard	vorgeben	N;INDF;MASC+FEM;SG	
standard	standard	standard	standard	N;INDF;MASC+FEM;SG	ADV
standard	serienmäßig	standard	serienmäßig	N;INDF;MASC+FEM;SG	ADJ
standard	norm	standard	norm	N;INDF;MASC+FEM;SG	
standard	standard	standard	standard	N;INDF;MASC+FEM;SG	ADV
musiker	musikerin	musiker	musikerin	N;INDF;MASC+FEM;SG	ADJ
musiker	musiker	musiker	musik	N;INDF;MASC+FEM;SG	ADJ
populære	beliebtes	populær	beliebt	ADJ;PL	ADJ;NOM;NEUT;SG
uefa	uefa	uefa	uefa	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bank	banken	bank	banken	N;INDF;MASC+FEM;SG	N;PL
bank	bank	bank	bank	N;INDF;MASC+FEM;SG	
ven	freund	ven	freund	N;INDF;MASC+FEM;SG	
ven	freunde	ven	freund	N;INDF;MASC+FEM;SG	N;NOM;PL
pris	preisliste	pris	preislist	N;INDF;MASC+FEM;SG	
pris	preis	pris	preis	N;INDF;MASC+FEM;SG	PROPN
pris	kosten	pris	kosten	N;INDF;MASC+FEM;SG	V;NFIN
pris	cost	pris	cost	N;INDF;MASC+FEM;SG	ADJ
school	schuljahr	school	schuljahr	N;INDF;MASC+FEM;SG	ADJ
school	schulen	school	schallen	N;INDF;MASC+FEM;SG	V;NFIN
nomineret	nominierung	nominere	nominierung	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
nomineret	nominierten	nominere	nominiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
ægteskab	heirat	ægteskab	heirat	N;INDF;NEUT;SG	
ægteskab	ehe	ægteskab	ehe	N;INDF;NEUT;SG	
ægteskab	eheschließung	ægteskab	eheschließung	N;INDF;NEUT;SG	ADJ
ægteskab	heiraten	ægteskab	heiraten	N;INDF;NEUT;SG	V;NFIN
ungarn	ungarn	ungarn	ungarn		PROPN;NOM;SG
stærk	starke	stærk	stark	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
stærk	strong	stærk	strong	ADJ;INDF;MASC+FEM;SG	PROPN
stærk	starken	stærk	stark	ADJ;INDF;MASC+FEM;SG	ADJ;ACC;PL
albert	albert	albert	albern		PROPN;SG
albert	albrecht	albert	albrecht		PROPN
bibliotek	bücherei	bibliotek	bücherei	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
harald	harald	harald	harald		PROPN;NOM;MASC;SG
harald	jon	harald	jon		PROPN;NOM;MASC;SG
uger	wochen	uge	wech	N;INDF;MASC+FEM;PL	ADV
uger	woche	uge	woch	N;INDF;MASC+FEM;PL	ADV
vokal	gesang	vokal	gesingen	N;INDF;MASC+FEM;SG	ADJ
ændringer	abänderungen	ændringe	abänderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	änderungen	ændringe	änderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	änderung	ændringe	änderung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ændringer	veränderungen	ændringe	veränderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	änderungen	ændringe	änderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	modifikation	ændringe	modifikation	N;INDF;MASC+FEM;PL	ADJ
ændringer	veränderungen	ændringe	veränderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	änderungen	ændringe	änderung	N;INDF;MASC+FEM;PL	V;NFIN
ændringer	umbauten	ændringe	umbauen	N;INDF;MASC+FEM;PL	V;IND;PL;3;PST;FIN
sjælland	zealand	sjælland	zealand		PROPN;NOM;SG
sjælland	neuseeland	sjælland	neuseeland		ADJ
institut	institute	institut	institut	N;INDF;MASC+FEM;SG	
institut	institut	institut	instituen	N;INDF;MASC+FEM;SG	ADJ
institut	hochschulinstitut	institut	hochschulinstitut	N;INDF;MASC+FEM;SG	ADJ
institut	gründung	institut	gründung	N;INDF;MASC+FEM;SG	ADJ
institut	foundation	institut	foundation	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
institut	grundlage	institut	grundlage	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
institut	institut	institut	instituen	N;INDF;MASC+FEM;SG	ADJ
institut	instituts	institut	instituts	N;INDF;MASC+FEM;SG	
bidrag	beiträge	bidrag	beitragen	N;INDF;NEUT;SG	ADJ
hotel	hotelzimmer	hotel	hotelzimmer	N;INDF;NEUT;SG	
hotel	hotels	hotel	hotels	N;INDF;NEUT;SG	ADV
skib	schiffe	skib	schiff	N;INDF;NEUT;SG	N;NOM;NEUT;PL
skib	schiff	skib	schiff	N;INDF;NEUT;SG	ADJ
skib	schiff	skib	schiff	N;INDF;NEUT;SG	ADJ
skib	schiffs	skib	schiffs	N;INDF;NEUT;SG	
kritik	kritikpunkte	kritik	kritikpunkt	N;INDF;MASC+FEM;SG	N;NOM;PL
kritik	kritisiert	kritik	kritisieren	N;INDF;MASC+FEM;SG	V;V.PTCP
kritik	kritiken	kritik	kritik	N;INDF;MASC+FEM;SG	ADJ;PL
kritik	kritisieren	kritik	kritisieren	N;INDF;MASC+FEM;SG	V;NFIN
kritik	kritikpunkte	kritik	kritikpunkt	N;INDF;MASC+FEM;SG	N;NOM;PL
kritik	kritiken	kritik	kritik	N;INDF;MASC+FEM;SG	ADJ;PL
mester	champ	mester	champ	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mester	champion	mester	champion	N;INDF;MASC+FEM;SG	PROPN
mester	master	mester	master	N;INDF;MASC+FEM;SG	ADJ
mester	sieger	mester	sieger	N;INDF;MASC+FEM;SG	
mester	weltmeister	mester	weltmeister	N;INDF;MASC+FEM;SG	ADJ
mester	champion	mester	champion	N;INDF;MASC+FEM;SG	PROPN
tilknyttet	verbunden	tilknytte	verbinden	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
tilknyttet	assoziierten	tilknytte	assoziiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
tilknyttet	verbundene	tilknytte	verbunden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
tilknyttet	beigefügten	tilknytte	beigefügt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
tilknyttet	angeschlossen	tilknytte	anschließen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
tilknyttet	verbunden	tilknytte	verbinden	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
tilknyttet	angeschlossen	tilknytte	anschließen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
tilknyttet	verbundenen	tilknytte	verbunden	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
tilknyttet	verbundene	tilknytte	verbunden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
tilknyttet	verbunden	tilknytte	verbinden	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
tilknyttet	partner	tilknytte	partner	V;INDF;SG;PST;V.PTCP	ADJ
tilknyttet	affiliate	tilknytte	affiliat	V;INDF;SG;PST;V.PTCP	
søen	see	søe	see	N;DEF;MASC+FEM;SG	
søen	lake	søe	laken	N;DEF;MASC+FEM;SG	PROPN;SG
post	post	post	post	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
post	post	post	post	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
post	pfosten	post	pfosten	N;INDF;MASC+FEM;SG	V;NFIN
post	posten	post	posten	N;INDF;MASC+FEM;SG	V;FIN
will	will	will	wollen		V;IND;SG;3;PRS;FIN
will	werden	will	werden		V;NFIN;PASS
will	wird	will	werden		V;IND;SG;3;PRS;FIN;PASS
will	wille	will	willen		
will	werde	will	werden		V;SBJV;SG;3;PRS;FIN
afrika	südafrika	afrika	südafrika		PROPN;NOM;MASC;SG
afrika	afrika	afrika	afrika		PROPN;NOM;MASC;SG
afrika	afrikanischen	afrika	afrikanisch		ADJ;ACC;MASC;SG
afrika	afrikanische	afrika	afrikanisch		ADJ;NOM;FEM;PL
afrika	afrikaner	afrika	afrikaner		ADJ
greve	zählen	grev	zählen	N;INDF;MASC+FEM;SG	V;NFIN
greve	graf	grev	graf	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
emnet	themenbereich	emne	themenbereich	N;DEF;NEUT;SG	
emnet	gegenstand	emne	gegenstehen	N;DEF;NEUT;SG	ADJ
emnet	betreff	emne	betreffen	N;DEF;NEUT;SG	
emnet	betrifft	emne	betreffen	N;DEF;NEUT;SG	V;IND;SG;3;PRS;FIN
alias	alias	alias	alias	N;INDF;NEUT;SG	PROPN;NOM;SG
alias	decknamen	alias	decknamen	N;INDF;NEUT;SG	
alias	pseudonym	alias	pseudonym	N;INDF;NEUT;SG	ADJ
nævnt	erwähnten	nævnt	erwähnt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
trommer	trommeln	tromme	trommeln	N;INDF;MASC+FEM;PL	V;NFIN
trommer	fässer	tromme	fassen	N;INDF;MASC+FEM;PL	
trommer	schlagzeug	tromme	schlagzeug	N;INDF;MASC+FEM;PL	ADJ
trommer	trommeln	tromme	trommeln	N;INDF;MASC+FEM;PL	V;NFIN
trommer	trommel	tromme	trommel	N;INDF;MASC+FEM;PL	PROPN
uge	wochen	uge	wech	N;INDF;MASC+FEM;SG	ADV
uge	woche	uge	woch	N;INDF;MASC+FEM;SG	ADV
uge	wochentag	uge	wochentag	N;INDF;MASC+FEM;SG	ADJ
regler	regelungen	regel	regelung	N;INDF;MASC+FEM;PL	V;NFIN
regler	regeln	regel	regeln	N;INDF;MASC+FEM;PL	V;NFIN
regler	vorschriften	regel	vorschreifen	N;INDF;MASC+FEM;PL	V;NFIN
regler	spielregeln	regel	spielregeln	N;INDF;MASC+FEM;PL	V;NFIN
adam	adam	adam	adam	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
program	programm	program	programm	N;INDF;NEUT;SG	ADJ
program	programmieren	program	programmieren	N;INDF;NEUT;SG	V;NFIN
program	rahmenprogramm	program	rahmenprogramm	N;INDF;NEUT;SG	ADJ
program	programm	program	programm	N;INDF;NEUT;SG	ADJ
program	arbeitsprogramm	program	arbeitsprogramm	N;INDF;NEUT;SG	ADJ
oscar	oscar	oscar	oscar	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
oscar	oskar	oscar	oskar	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
landsby	feriendorf	landsby	feriendorf	N;INDF;MASC+FEM;SG	
landsby	ortschaft	landsby	ortschaft	N;INDF;MASC+FEM;SG	ADJ
svend	svend	svend	svend		PROPN;NOM;MASC;SG
museet	museen	museum	museen	N;DEF;NEUT;SG	V;NFIN
grækenland	griechenland	grækenland	griechenland	PROPN	ADJ
virker	bauleistungen	virke	bauleistung	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
virker	werke	virke	werk	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
japansk	japanische	japansk	japanisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
japansk	japanischen	japansk	japanisch	ADJ;INDF;SG	ADJ;NOM;MASC;PL
modstand	widerstände	modstand	widerstände	N;INDF;MASC+FEM;SG	
modstand	widerstand	modstand	widerstehen	N;INDF;MASC+FEM;SG	ADV
modstand	resistenz	modstand	resistenz	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
modstand	beständigkeit	modstand	beständigkeit	N;INDF;MASC+FEM;SG	
modstand	widerstandsfähigkeit	modstand	widerstandsfähigkeit	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
modstand	widerstand	modstand	widerstehen	N;INDF;MASC+FEM;SG	ADV
wiki	wiki	wiki	wiki	N;INDF;MASC+FEM;SG	
projekt	projekt	projekt	projekt	N;INDF;NEUT;SG	V;FIN
projekt	projekte	projekt	projekt	N;INDF;NEUT;SG	ADJ;NOM;PL
projekt	vorhaben	projekt	vorhaben	N;INDF;NEUT;SG	
militær	militärische	militær	militärisch	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
knyttet	beigefügten	knytte	beigefügt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
knyttet	angeschlossen	knytte	anschließen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
knyttet	verbunden	knytte	verbinden	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
knyttet	verbunden	knytte	verbinden	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
knyttet	verknüpfte	knytte	verknüpfen	V;INDF;SG;PST;V.PTCP	ADJ;SG
nærheden	nahe	nærhed	nahe	N;DEF;MASC+FEM;SG	
udenfor	außerhalb	udenfor	außerhalb	ADV	ADP
udenfor	aussen	udenfor	außenßen	ADV	
anledning	anlass	anledning	anlassen	N;INDF;MASC+FEM;SG	ADV
anledning	gelegenheit	anledning	gelegenheit	N;INDF;MASC+FEM;SG	ADJ
beskrivelse	bezeichnung	beskrivelse	Bezeichnung	N;INDF;MASC+FEM;SG	ADJ
beskrivelse	kurzbeschreibung	beskrivelse	kurzbeschreibung	N;INDF;MASC+FEM;SG	ADJ
tror	denk	tro	denk	V;IND;PRS;FIN;ACT	
tror	denke	tro	denken	V;IND;PRS;FIN;ACT	
can	kann	cinke	können		V;IND;SG;3;PRS;FIN
can	können	cinke	können		V;IND;PL;3;PRS;FIN
can	can	cinke	can		
can	kannst	cinke	können		V;IND;SG;2;PRS;FIN
måned	monat	måned	monat	N;INDF;MASC+FEM;SG	ADV
måned	monats	måned	monats	N;INDF;MASC+FEM;SG	
måned	monate	måned	monat	N;INDF;MASC+FEM;SG	ADV
måned	monaten	måned	Monat	N;INDF;MASC+FEM;SG	N;DAT;MASC;PL
beskæftigelse	arbeitsmarkt	beskæftigelse	arbeitsmarkt	N;INDF;MASC+FEM;SG	ADJ
beskæftigelse	arbeitsplätze	beskæftigelse	arbeitsplatz	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
digte	gedichten	digte	gedicht	N;INDF;MASC+FEM;PL	V;NFIN
digte	dichtung	digte	dichtung	N;INDF;MASC+FEM;PL	
digte	poesie	digte	poesie	N;INDF;MASC+FEM;PL	
digte	lyrik	digte	lyrik	N;INDF;MASC+FEM;PL	
mængde	lautstärke	mængde	lautstärk	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
mængde	volumen	mængde	volum	N;INDF;MASC+FEM;SG	V;NFIN
mængde	umfang	mængde	umfingen	N;INDF;MASC+FEM;SG	
mængde	höhe	mængde	höch	N;INDF;MASC+FEM;SG	
mængde	mengen	mængde	mengen	N;INDF;MASC+FEM;SG	V;NFIN
mængde	stückzahl	mængde	stückzahl	N;INDF;MASC+FEM;SG	ADJ
mængde	quantität	mængde	quantität	N;INDF;MASC+FEM;SG	PROPN
producer	produzent	producer	produzent	N;INDF;MASC+FEM;SG	ADJ
producer	produzenten	producer	produzent	N;INDF;MASC+FEM;SG	V;IND;PL;3;PST;FIN
producer	hersteller	producer	hersteller	N;INDF;MASC+FEM;SG	ADJ
producer	erzeuger	producer	erzeuger	N;INDF;MASC+FEM;SG	ADJ
beskrevet	beschreibt	beskrive	beschreiben	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
kolding	kolding	kolding	kolding		PROPN;SG
bevægelse	motion	bevægelse	motion	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bevægelse	antrag	bevægelse	antragen	N;INDF;MASC+FEM;SG	ADJ
bevægelse	bewegung	bevægelse	bewegung	N;INDF;MASC+FEM;SG	
bevægelse	bewegung	bevægelse	bewegung	N;INDF;MASC+FEM;SG	
bevægelse	bewegungsfreiheit	bevægelse	bewegungsfreiheit	N;INDF;MASC+FEM;SG	ADJ
bevægelse	bewegungen	bevægelse	bewegungen	N;INDF;MASC+FEM;SG	V;NFIN
bevægelse	freizügigkeit	bevægelse	Freizügigkeit	N;INDF;MASC+FEM;SG	
grundlag	grundlagen	grundlag	grundlagen	N;INDF;NEUT;SG	V;NFIN
grundlag	fundamente	grundlag	fundament	N;INDF;NEUT;SG	ADJ
grundlag	gründungen	grundlag	gründung	N;INDF;NEUT;SG	V;NFIN
grundlag	stiftungen	grundlag	stiftung	N;INDF;NEUT;SG	N;NOM;FEM;PL
grundlag	grundlage	grundlag	grundlage	N;INDF;NEUT;SG	ADJ;NOM;SG
grundlag	basis	grundlag	basis	N;INDF;NEUT;SG	ADJ
tider	zeiten	tid	zeiten	N;INDF;MASC+FEM;PL	V;NFIN
tider	male	tid	malen	N;INDF;MASC+FEM;PL	ADJ
tider	mal	tid	mal	N;INDF;MASC+FEM;PL	ADV
tider	times	tid	times	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
fred	friede	fred	friede	N;INDF;MASC+FEM;SG	PROPN;SG
fred	peace	fred	peace	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
fred	frieden	fred	frieden	N;INDF;MASC+FEM;SG	
fred	friedens	fred	friedens	N;INDF;MASC+FEM;SG	
fred	fred	fred	fred	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
hæren	heer	hær	heer	N;DEF;MASC+FEM;SG	
hæren	army	hær	army	N;DEF;MASC+FEM;SG	
forskning	forschungen	forskning	forschungen	N;INDF;MASC+FEM;SG	V;NFIN
forskning	recherchen	forskning	recherch	N;INDF;MASC+FEM;SG	V;NFIN
partier	partien	parti	parti	N;INDF;NEUT;PL	
partier	chargen	parti	chargen	N;INDF;NEUT;PL	
partier	partys	parti	partys	N;INDF;NEUT;PL	
tæthed	fülle	tæthed	füllen	N;INDF;MASC+FEM;SG	
tæthed	überfluss	tæthed	überflussen	N;INDF;MASC+FEM;SG	
tæthed	reichtum	tæthed	reichtum	N;INDF;MASC+FEM;SG	ADJ
tæthed	bevölkerungsdichte	tæthed	bevölkerungsdichte	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tæthed	dichte	tæthed	dicht	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
resultatet	resultat	resultat	resultat	N;DEF;NEUT;SG	ADJ
resultatet	ergebnis	resultat	ergebnis	N;DEF;NEUT;SG	ADJ
spansk	spanisch	spansk	spanisch	N;INDF;NEUT;SG	ADJ
spansk	spanischer	spansk	spanisch	N;INDF;NEUT;SG	ADJ
spansk	spanischen	spansk	spanisch	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL
spansk	spanische	spansk	spanisch	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
korps	corps	korps	corps	N;INDF;NEUT;SG	
korps	korps	korps	korps	N;INDF;NEUT;SG	
handel	geschäfte	handel	geschäft	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
handel	handel	handel	handel	N;INDF;MASC+FEM;SG	ADV
handel	außenhandel	handel	außenhandel	N;INDF;MASC+FEM;SG	
handel	warenverkehr	handel	warenverkehr	N;INDF;MASC+FEM;SG	ADJ
handel	handel	handel	handel	N;INDF;MASC+FEM;SG	ADV
dannebrog	dannebrog	dannebrog	dannebrog	N;INDF;MASC+FEM;SG	
river	river	rive	river	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
river	fluss	rive	flassen	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
river	flusses	rive	fluß	N;INDF;MASC+FEM;PL	ADV
river	fluß	rive	flaß	N;INDF;MASC+FEM;PL	
aktive	wirkstoffe	aktiv	wirkstoff	ADJ;PL	N;NOM;SG
biografi	bioenergie	biografi	bioenergie	N;INDF;MASC+FEM;SG	PROPN
biografi	bio	biografi	bio	N;INDF;MASC+FEM;SG	;SG
biografi	biografie	biografi	biografie	N;INDF;MASC+FEM;SG	
biografi	biographie	biografi	biographie	N;INDF;MASC+FEM;SG	
biografi	lebenslauf	biografi	lebenslauf	N;INDF;MASC+FEM;SG	
biografi	biografie	biografi	biografie	N;INDF;MASC+FEM;SG	
sammenhæng	kohärenz	sammenhæng	kohärenz	N;INDF	PROPN;NOM;SG
sammenhæng	zusammenhalt	sammenhæng	zusammenhalt	N;INDF	PROPN
sammenhæng	kontext	sammenhæng	kontext	N;INDF	ADJ
sammenhæng	konsequenz	sammenhæng	konsequenz	N;INDF	ADV
sammenhæng	konsistenz	sammenhæng	konsistenz	N;INDF	ADJ
sammenhæng	kohärenz	sammenhæng	kohärenz	N;INDF	PROPN;NOM;SG
sammenhæng	beständigkeit	sammenhæng	beständigkeit	N;INDF	
rent	aufräumen	ren	aufräumen	ADJ;INDF;NEUT;SG	V;NFIN
rent	reinigen	ren	reinig	ADJ;INDF;NEUT;SG	V;NFIN
rent	säubern	ren	säubern	ADJ;INDF;NEUT;SG	V;NFIN
rent	sauberkeit	ren	sauberkeit	ADJ;INDF;NEUT;SG	N
rent	pur	ren	pur	ADJ;INDF;NEUT;SG	
rent	pure	ren	pur	ADJ;INDF;NEUT;SG	
slottet	schloss	slotte	schließen	N;DEF;NEUT;SG	V;SG
slottet	burg	slotte	burg	N;DEF;NEUT;SG	
slottet	schloß	slotte	schließen	N;DEF;NEUT;SG	
