категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
поруч	bližnje	поруч	bližnji	ADV	ADJ;NOM;FEM;SG
передачі	pritisni	передача	pritisniti	N;INAN;NOM;FEM;PL	V;PFV;IND;SG;2;FIN
передачі	potisni	передача	potisniti	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
користувача	uporabnik	користувач	uporabnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
отримання	pridobi	отримання	pridobiti	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
отримання	pridobi	отримання	pridobiti	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
отримання	pridobijo	отримання	pridobiti	N;INAN;NOM;NEUT;SG	V;PFV;IND;PL;3;PRS;FIN
отримання	sprejemam	отримання	sprejemati	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
отримання	blagajni	отримання	blagajen	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
отримання	blagajna	отримання	blagajna	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
поразки	poražen	поразка	poražen	N;INAN;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
поразки	premagani	поразка	premagan	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
поразки	poraženi	поразка	poražen	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
поразки	premagan	поразка	premagan	N;INAN;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
поразки	poraz	поразка	poraz	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
містах	mest	місто	mesto	N;INAN;ESS;NEUT;PL	N;GEN;NEUT;PL
містах	mesta	місто	mesto	N;INAN;ESS;NEUT;PL	N;NOM;NEUT;PL
містах	mesti	місто	mesto	N;INAN;ESS;NEUT;PL	N;NOM;NEUT;PL
угорщини	madžarsko	угорщина	madžarski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
угорщини	madžarska	угорщина	madžarski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
вміст	vsebine	вміст	vsebina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
вміст	vsebine	вміст	vsebina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
форму	oblika	форма	oblika	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
форму	oblike	форма	oblika	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
форму	forme	форма	forma	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
форму	oblika	форма	oblika	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
форму	obrazec	форма	obrazec	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
рад	rad	рад	rad	N;INAN;GEN;FEM;PL	ADV
писав	pisno	писати	pisno	V;IPFV;MASC;IND;SG;PST;FIN	ADV
писав	napisano	писати	napisan	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
писав	napisana	писати	napisan	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
писав	pisna	писати	pisen	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG
писав	zapisano	писати	zapisan	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
писав	napisal	писати	napisati	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
писав	napisala	писати	napisati	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP
писав	zapisal	писати	zapisati	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
стану	status	стан	status	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
стану	stanje	стан	stanje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
транспорт	prevozi	транспорт	prevoziti	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
транспорт	prevozno	транспорт	prevozen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
загальний	skupaj	загальний	skupaj	ADJ;NOM;MASC;SG	ADV
варто	vreden	варто	vreden	ADV	ADJ;NOM;INDF;MASC;SG
варто	vredna	варто	vreden	ADV	ADJ;NOM;FEM;SG
варто	vredno	варто	vreden	ADV	ADJ;NOM;NEUT;SG
варто	vredne	варто	vreden	ADV	ADJ;NOM;FEM;PL
причина	razlogi	причина	razlog	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
нижній	spodnji	нижній	spodnji	ADJ;DAT;FEM;SG	ADJ;NOM;DEF;MASC;SG
нижній	nižja	нижній	nizek	ADJ;DAT;FEM;SG	ADJ;NOM;CMPR;FEM;SG
нижній	nižje	нижній	nizek	ADJ;DAT;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
нижній	spodnja	нижній	spodnji	ADJ;DAT;FEM;SG	ADJ;NOM;FEM;SG
італія	italija	італія	italija	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
політичні	politični	політичний	političen	ADJ;NOM;PL	ADJ;NOM;MASC;SG
політичні	politično	політичний	političen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
політичні	politična	політичний	političen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
відродження	renesančni	відродження	renesančen	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
отже	zato	отже	zato	PART	CONJ
отже	zatorej	отже	zatorej	PART	
смерть	pogubo	смерть	poguba	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
газета	časopisi	газета	časopis	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
матері	mater	мати	mati	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
матері	mamo	мати	mama	N;ANIM;NOM;FEM;PL	N;ACC;FEM;SG
матері	mati	мати	mati	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
інша	drugi	інший	drug	DET;NOM;FEM;SG	ADJ;NOM;MASC;SG
інша	drugo	інший	drug	DET;NOM;FEM;SG	ADJ;NOM;NEUT;SG
інша	druga	інший	drug	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG
інша	druge	інший	drug	DET;NOM;FEM;SG	ADJ;NOM;FEM;PL
головна	glavne	головний	glaven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
головна	main	головний	main	ADJ;NOM;FEM;SG	
головна	prednostno	головний	prednostno	ADJ;NOM;FEM;SG	ADV
споруди	strukturno	споруда	strukturen	N;INAN;NOM;FEM;PL	ADV
споруди	strukturni	споруда	strukturen	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
споруди	strukturnih	споруда	strukturen	N;INAN;NOM;FEM;PL	ADJ;GEN;MASC;PL
споруди	strukturne	споруда	strukturen	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
споруди	strukturna	споруда	strukturen	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
залишається	ostanke	залишатися	ostanek	V;IPFV;IND;SG;3;PRS;FIN	N;ACC;MASC;PL
залишається	ostane	залишатися	ostati	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
нове	nove	новий	nov	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
досі	še	досі	še	ADV	PART
землю	tla	земля	tla	N;INAN;ACC;FEM;SG	N;NOM;NEUT;PL
землю	tleh	земля	tla	N;INAN;ACC;FEM;SG	N;ESS;NEUT;PL
польща	poljsko	польща	poljski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
польща	poljski	польща	poljski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
польща	poljska	польща	poljski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
сильно	globoka	сильно	globok	ADV	ADJ;NOM;FEM;SG
сильно	much	сильно	much	ADV	N;NOM;MASC;SG
сильно	veliko	сильно	veliko	ADV	DET
фільмів	filmi	фільм	film	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
покоління	generacije	покоління	generacija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
покоління	generacijo	покоління	generacija	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
покоління	generacije	покоління	generacija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
покоління	generacij	покоління	generacija	N;INAN;NOM;NEUT;SG	N;GEN;FEM;PL
самі	sama	сам	sam	DET;NOM;PL;REFL	ADJ;NOM;FEM;SG
самі	sami	сам	sam	DET;NOM;PL;REFL	ADJ;NOM;MASC;PL
самі	sam	сам	samo	DET;NOM;PL;REFL	PART
самі	sami	сам	sam	DET;NOM;PL;REFL	ADJ;NOM;MASC;PL
політика	politiki	політика	politika	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
політика	politiko	політика	politika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
політика	politike	політика	politika	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
контракт	pogodbo	контракт	pogodba	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
допомогу	pomoč	допомога	pomoč	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
допомогу	pomoč	допомога	pomoč	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
допомогу	pomagajte	допомога	pomagati	N;INAN;ACC;FEM;SG	V;IMP;PL;2;FIN
автомобілів	izposoja	автомобіл	izposoja	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
автомобілів	najem	автомобіл	najem	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
вам	razorožil	ви	razorožiti	PRO;ANIM;DAT;PL;2	V;PFV;MASC;SG;V.PTCP
адміністрації	dajanje	адміністрація	dajanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
архітектор	arhitekta	архітектор	arhitekt	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
гора	gorsko	гора	gorski	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
гора	gorski	гора	gorski	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
гора	goro	гора	gora	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
гора	mons	гора	mons	N;INAN;NOM;FEM;SG	
тіло	telesa	тіло	telo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
допомоги	pomoč	допомога	pomoč	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
допомоги	pomoč	допомога	pomoč	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
усього	skupaj	усе	skupaj	PRO;INAN;GEN;NEUT;SG	ADV
усього	skupno	усе	skupen	PRO;INAN;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
шоу	shaw	шоу	shaw	N;INAN;NOM;NEUT;SG	
шоу	pokaži	шоу	pokaža	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
шоу	prikaži	шоу	prikažati	N;INAN;NOM;NEUT;SG	
шоу	oddaja	шоу	oddajati	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
край	robu	край	rob	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
край	ostrino	край	ostrina	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
край	kray	край	kray	N;INAN;NOM;MASC;SG	
край	krai	край	krai	N;INAN;NOM;MASC;SG	
підприємств	podjetja	підприємство	podjetje	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
підприємств	podjetji	підприємство	podjetje	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
діє	dejanja	діяти	dejanje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
діє	akti	діяти	akti	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
роберт	robert	роберт	robert	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
радіо	radia	радіо	radio	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
змагання	tekmovanj	змагання	tekmovanje	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
змагання	konkurenca	змагання	konkurenca	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
змагання	tekmovanje	змагання	tekmovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
змагання	natečaj	змагання	natečaj	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
олімпійські	olympic	олімпійський	olympica	ADJ;NOM;PL	N;NOM;MASC;SG
лютому	februarja	лютий	februar	N;INAN;DAT;MASC;SG	N;GEN;MASC;SG
лютому	februar	лютий	februar	N;INAN;DAT;MASC;SG	N;NOM;MASC;SG
відсутність	odsotnosti	відсутність	odsotnost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
населених	naseljen	населений	naseljen	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
міститься	vsebujejo	міститися	vsebovati	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
найбільших	največje	найбільший	velik	ADJ;GEN;RL;PL	ADJ;NOM;RL;NEUT;SG
письменників	pisateljev	письменник	pisatelj	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
письменників	pisatelji	письменник	pisatelj	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
працюють	dela	працювати	delo	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;NEUT;PL
працюють	delo	працювати	delo	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
північна	severno	північний	severen	ADJ;NOM;FEM;SG	ADV
північна	sever	північний	sever	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
північна	severno	північний	severen	ADJ;NOM;FEM;SG	ADV
північна	severne	північний	severen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
факти	dejstev	факт	dejstvo	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
дерева	dreves	дерево	drevo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
дерева	drevje	дерево	drevje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
обидва	obe	обидва	oba	NUM;NOM;MASC	DET;NOM;FEM;DU
обидва	oba	обидва	oba	NUM;NOM;MASC	DET;NOM;MASC;DU
випадках	primeri	випадок	primer	N;INAN;ESS;MASC;PL	N;NOM;MASC;PL
випадках	primerov	випадок	primer	N;INAN;ESS;MASC;PL	N;GEN;MASC;PL
верхній	zgornje	верхній	zgornji	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
верхній	top	верхній	top	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
верхній	vrh	верхній	vrh	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
структура	strukturo	структура	struktura	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
починає	prične	починати	pričeti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
млрд	milijard	млрд	milijarda	INTJ	N;GEN;FEM;SG
млрд	milijarde	млрд	milijarda	INTJ	N;NOM;FEM;PL
млрд	milijarda	млрд	milijarda	INTJ	N;NOM;FEM;SG
студії	atelje	студія	atelj	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
студії	studio	студія	studio	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
дати	zmenki	дати	zmenek	V;PFV;NFIN	N;NOM;MASC;PL
дати	datume	дати	datum	V;PFV;NFIN	N;ACC;MASC;PL
дати	datumi	дати	datum	V;PFV;NFIN	N;NOM;MASC;PL
гравця	igralec	гравець	igralec	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
гравця	predvajalnik	гравець	predvajalnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
гравця	igralca	гравець	igralec	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
властивості	last	властивість	last	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
властивості	lastnost	властивість	lastnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
властивості	premoženje	властивість	premoženje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
властивості	lastnina	властивість	lastnina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
колишні	nekdanja	колишній	nekdanji	ADJ;NOM;PL	ADJ;NOM;FEM;SG
колишні	nekdanji	колишній	nekdanji	ADJ;NOM;PL	ADJ;NOM;MASC;SG
борис	boris	борис	boris	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
південна	južno	південний	južen	ADJ;NOM;FEM;SG	ADV
південна	južno	південний	južen	ADJ;NOM;FEM;SG	ADV
південна	jug	південний	jug	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
російською	ruska	російський	ruski	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
російською	rus	російський	rus	ADJ;INS;FEM;SG	N;NOM;MASC;SG
російською	ruski	російський	ruski	ADJ;INS;FEM;SG	ADJ;NOM;DEF;MASC;SG
російською	rusko	російський	ruski	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
поховані	zakopan	похований	zakopan	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
поховані	zakopano	похований	zakopan	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
поховані	pokopan	похований	pokopan	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
поховані	pokopana	похований	pokopan	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
писати	pisanje	писати	pisanje	V;IPFV;NFIN	N;NOM;NEUT;SG
донецька	doneck	донецький	donecko	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
центральна	centralne	центральний	centralen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
велике	velike	великий	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
велике	velike	великий	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
засоби	orodje	засіб	orodje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
засоби	pomeni	засіб	pomeniti	N;INAN;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
думка	mnenja	думка	mnenje	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
сотні	stotine	сотня	stotina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
лікування	zdravljenja	лікування	zdravljenje	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
місяць	meseca	місяць	mesec	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
місяць	moon	місяць	moon	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
училище	šole	училище	šola	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
училище	šolo	училище	šola	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
марії	marij	марія	marija	PROPN;ANIM;GEN;FEM;SG	N;NOM;MASC;SG
зони	pospešeno	зона	pospešeno	N;INAN;NOM;FEM;PL	ADV
вокал	vokalni	вокал	vokalen	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
робить	pivec	робити	pivec	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
наш	najina	наш	najin	DET;NOM;MASC;SG;1	DET;NOM;FEM;SG;2
наш	naši	наш	naš	DET;NOM;MASC;SG;1	DET;NOM;MASC;PL;1
наш	najin	наш	najin	DET;NOM;MASC;SG;1	DET;NOM;MASC;SG;2
збори	skupščina	збори	skupščina	N;INAN;NOM	N;NOM;FEM;SG
збори	sklop	збори	sklop	N;INAN;NOM	N;NOM;MASC;SG
збори	sestavljanje	збори	sestavljanje	N;INAN;NOM	N;NOM;NEUT;SG
збори	sestav	збори	sestav	N;INAN;NOM	N;NOM;MASC;SG
вага	težo	вага	teža	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
шість	six	шість	six	NUM;NOM	
максим	maksima	максим	maksim	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
максим	maximus	максим	maximus	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
максим	maxim	максим	maxim	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
максим	maxime	максим	maxim	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
любов	ljubezni	любов	ljubezen	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
наука	znanosti	наука	znanost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
галактики	galaksij	галактика	galaksija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
китаю	porcelan	китати	porcelan	PROPN;INAN;ACC;FEM;SG	N;NOM;MASC;SG
китаю	kitajski	китати	kitajski	PROPN;INAN;ACC;FEM;SG	ADJ;NOM;MASC;SG
китаю	kitajsko	китати	kitajski	PROPN;INAN;ACC;FEM;SG	ADJ;NOM;NEUT;SG
китаю	kitajska	китати	kitajski	PROPN;INAN;ACC;FEM;SG	ADJ;NOM;FEM;SG
збільшення	naraščajoče	збільшення	naraščajoč	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;V.PTCP
золотий	zlat	золотий	zlat	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
золотий	zlate	золотий	zlat	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
бас	bas	бас	bas	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
бас	bass	бас	bass	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
маса	maso	маса	masa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
маса	mase	маса	masa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
казахстану	kazahstan	казахстан	kazahstan	PROPN;INAN;GEN;MASC	N;NOM;MASC;SG
сама	sama	сам	sam	DET;NOM;FEM;SG;REFL	ADJ;NOM;FEM;SG
сама	sami	сам	sam	DET;NOM;FEM;SG;REFL	ADJ;NOM;MASC;PL
сама	sam	сам	samo	DET;NOM;FEM;SG;REFL	PART
ресурси	vir	ресурс	vir	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
ресурси	vire	ресурс	vir	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
національність	narodnosti	національність	narodnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
торгівлі	trgovanje	торгівля	trgovanje	N;INAN;ACC;FEM;PL	N;NOM;NEUT;SG
торгівлі	trgovina	торгівля	trgovina	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
торгівлі	menjava	торгівля	menjava	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
посади	sedi	посада	sedeti	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
конференції	konferenca	конференція	konferenca	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
море	kobilo	море	kobilo	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
факультету	fakulteta	факультет	fakulteta	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
факультету	fakultete	факультет	fakulteta	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
розділ	porazdelitveni	розділ	porazdelitven	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
учнів	vajenci	учень	vajenca	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
учнів	dijaki	учень	dijak	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
учнів	zenice	учень	zenica	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL
учнів	učencev	учень	učenec	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
учнів	učenci	учень	učenec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
вирішив	odločeno	вирішити	odločen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
вирішив	odločili	вирішити	odločiti	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;PL;V.PTCP
узбережжя	obalo	узбережжя	obala	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
температура	temperature	температура	temperatura	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
температура	temperaturo	температура	temperatura	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
температура	temperatur	температура	temperatura	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
температура	temperature	температура	temperatura	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
галактика	galaksijo	галактик	galaksija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
мітка	označi	мітка	označiti	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
попередні	predhodna	попередній	predhoden	ADJ;NOM;PL	ADJ;NOM;FEM;SG
попередні	prejšnja	попередній	prejšnji	ADJ;NOM;PL	ADJ;NOM;FEM;SG
попередні	predhodni	попередній	predhoden	ADJ;NOM;PL	ADJ;NOM;MASC;SG
попередні	prejšnji	попередній	prejšnji	ADJ;NOM;PL	ADJ;NOM;MASC;SG
попередні	predhodno	попередній	predhodno	ADJ;NOM;PL	ADV
жан	jean	жан	jean	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рима	rime	рима	rima	PROPN;INAN;NOM;MASC;SG	N;NOM;FEM;PL
рима	rima	рима	rima	PROPN;INAN;NOM;MASC;SG	N;GEN;MASC;SG
голосів	glasovi	голос	glas	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
голосів	glasovanja	голос	glasovanje	N;INAN;GEN;MASC;PL	N;GEN;NEUT;SG
годин	urami	година	ura	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
годин	ure	година	ura	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
годин	urah	година	ura	N;INAN;GEN;FEM;PL	N;ESS;FEM;PL
залежить	odvisno	залежати	odvisen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
нато	nato	нато	nato	PROPN;INAN;NOM;FEM;SG	ADV
навчальні	poučevanje	навчальний	poučevanje	ADJ;NOM;PL	N;NOM;NEUT;SG
працювала	obdelani	працювати	obdelan	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
ідеї	idej	ідея	ideja	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
журналіст	novinarja	журналіст	novinar	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
американська	ameriške	американський	ameriški	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
форм	oblike	форма	oblika	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
форм	obrazci	форма	obrazec	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
форм	obrazca	форма	obrazec	N;INAN;GEN;FEM;PL	N;GEN;MASC;SG
форм	oblike	форма	oblika	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
австро	avstrijsko	австро	avstrijski		ADJ;NOM;NEUT;SG
політ	let	політ	leto	N;INAN;NOM;MASC;SG	N;GEN;NEUT;PL
земля	zemeljska	земля	zemeljski	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
земля	zemljo	земля	zemlja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
земля	zemljišča	земля	zemljišče	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
земля	zemljo	земля	zemlja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
земля	prsti	земля	prst	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
асоціації	združenje	асоціація	združenje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
дім	domača	дім	domač	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
