kategória	catégories	kategória	catégorie	N;NOM;FEM;SG	N;FEM;PL
polovice	moitiés	polovica	moitié	N;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
podmienky	état	podmienka	état	N;NOM;FEM;PL	N;MASC;SG
podmienky	condition	podmienka	condition	N;NOM;FEM;PL	N;FEM;SG
obraz	peintures	obraz	peinture	N;INAN;NOM;MASC;SG	N;FEM;PL
hodín	horloge	hodiny	horloge	N;GEN;FEM;PL	N;FEM;SG
miroslav	miroslav	miroslav	miroslav	PROPN;ANIM;NOM;MASC;SG	PROPN
mesiaca	lunaire	mesiac	lunaire	N;INAN;GEN;MASC;SG	ADJ;MASC;SG
mesiaca	moon	mesiac	moon	N;INAN;GEN;MASC;SG	PROPN
buď	soit	buď	soit		CONJ
jaroslav	jaroslav	jaroslav	jaroslav	N;ANIM;NOM;MASC;SG	PROPN
staré	staré	starý	starer	ADJ;NOM;NEUT;SG	PROPN
staré	anciens	starý	ancien	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
skutočnosti	faits	skutočnosť	faire	N;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
využíva	exploits	využívať	exploit	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
charles	charles	charles	charle	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
lietadlo	aéronefs	lietadlo	aéronef	N;NOM;NEUT;SG	N;MASC;PL
lietadlo	avions	lietadlo	avion	N;NOM;NEUT;SG	N;MASC;PL
látky	substance	látka	substance	N;NOM;FEM;PL	N;FEM;SG
európska	européens	európsky	européen	ADJ;NOM;FEM;SG	ADJ;MASC;PL
európska	européennes	európsky	européen	ADJ;NOM;FEM;SG	ADJ;FEM;PL
úspech	success	úspech	success	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
inak	sinon	inak	sinon	ADV	CONJ
hranice	bordure	hranica	bordure	N;NOM;FEM;PL	N;FEM;SG
hranice	frontière	hranica	frontière	N;NOM;FEM;PL	N;FEM;SG
hranice	frontalier	hranica	frontalier	N;NOM;FEM;PL	ADJ;MASC;SG
hranice	border	hranica	border	N;NOM;FEM;PL	N;MASC;SG
hranice	bordure	hranica	bordure	N;NOM;FEM;PL	N;FEM;SG
málo	petit	málo	petit	ADV	ADJ;MASC;SG
málo	petite	málo	petit	ADV	ADJ;FEM;SG
aisne	aisne	aisne	aisne	PROPN;NOM;FEM;SG	N;FEM;SG
brehu	rivages	breh	rivage	N;INAN;GEN;MASC;SG	N;MASC;PL
brehu	shore	breh	shore	N;INAN;GEN;MASC;SG	PROPN
moc	pouvoir	moc	pouvoir	N;NOM;FEM;SG	V;NFIN
louis	louis	louis	loui	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
lev	lev	lev	lev	N;ANIM;NOM;MASC;SG	
lev	léo	lev	léo	N;ANIM;NOM;MASC;SG	PROPN
lev	leo	lev	leo	N;ANIM;NOM;MASC;SG	PROPN
posledné	récents	posledný	récent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
posledné	récentes	posledný	récent	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
posledné	derniers	posledný	dernier	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
posledné	dernières	posledný	dernier	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
posledné	dernières	posledný	dernier	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
posledné	derniers	posledný	dernier	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
politici	politiciens	politica	politicien	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
rudolf	rudolph	rudolf	rudolph	N;ANIM;NOM;MASC;SG	PROPN
rudolf	rudolf	rudolf	rudolf	N;ANIM;NOM;MASC;SG	PROPN
juh	méridional	juh	méridional	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
súčasný	courant	súčasný	courir	ADJ;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
súčasný	actuels	súčasný	actuel	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
súčasný	contemporains	súčasný	contemporain	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
podobné	similaires	podobný	similaire	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
podobné	semblables	podobný	semblable	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
chcel	recherchés	chcieť	rechercher	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
chcel	voulait	chcieť	vouloir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
misie	mission	misia	mission	N;NOM;FEM;PL	N;FEM;SG
sem	sem	sem	sem	ADV	
sem	voilà	sem	voilà	ADV	V
sem	voici	sem	voici	ADV	V
musia	doit	musieť	devoir	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
musia	moût	musieť	moût	V;IPFV;IND;PL;3;POS;PRS;FIN	N;MASC;SG
musia	devez	musieť	devoir	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IMP;PL;2;PRS;FIN
rastlín	végétaux	rastlina	végétal	N;GEN;FEM;PL	ADJ;MASC;PL
rastlín	végétal	rastlina	végétal	N;GEN;FEM;PL	ADJ;MASC;SG
rastlín	usine	rastlina	usine	N;GEN;FEM;PL	N;FEM;SG
rastlín	plante	rastlina	plante	N;GEN;FEM;PL	N;FEM;SG
farby	couleur	farba	couleur	N;NOM;FEM;PL	N;FEM;SG
farby	couleur	farba	couleur	N;NOM;FEM;PL	N;FEM;SG
stojí	stands	stáť	stand	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
stojí	gradins	stáť	gradin	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
španielsko	espagne	španielsko	espagner	PROPN;NOM;NEUT;SG	N;MASC;SG
niektorí	certains	niektorý	certain	DET;ANIM;NOM;MASC;PL	PRO;MASC;PL
niektorí	certaines	niektorý	certain	DET;ANIM;NOM;MASC;PL	PRO;FEM;PL
niektorí	quelques	niektorý	quelque	DET;ANIM;NOM;MASC;PL	PRO;PL
pdf	pdf	pdf	pdf		N;MASC;SG
družstvá	coopératives	družstvo	coopérative	N;NOM;NEUT;PL	ADJ;FEM;PL
absolvoval	diplômé	absolvovať	diplômé	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;MASC;SG
univerzita	universitaire	univerzita	universitaire	N;NOM;FEM;SG	ADJ;MASC;SG
získať	gain	získať	gain	V;PFV;POS;NFIN	N;MASC;SG
planéty	planete	planéta	planete	N;NOM;FEM;PL	N;FEM;SG
planéty	planète	planéta	planète	N;NOM;FEM;PL	N;FEM;SG
planéty	planétaire	planéta	planétaire	N;NOM;FEM;PL	ADJ;MASC;SG
planéty	planétaires	planéta	planétaire	N;NOM;FEM;PL	ADJ;MASC;PL
planéty	planete	planéta	planete	N;NOM;FEM;PL	N;FEM;SG
týždňa	semaines	týždeň	semaine	N;INAN;GEN;MASC;SG	N;FEM;PL
vlastné	propres	vlastný	propre	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
vlastné	posséder	vlastný	posséder	ADJ;NOM;NEUT;SG	V;NFIN
vlastné	personnalisé	vlastný	personnalisé	ADJ;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
vlastné	personnalisée	vlastný	personnaliser	ADJ;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
vlastné	personnalisés	vlastný	personnalisé	ADJ;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
vlastné	coutume	vlastný	coutume	ADJ;NOM;NEUT;SG	N;FEM;SG
späť	dos	späť	dos	ADV	N;MASC;SG
späť	arrière	späť	arrière	ADV	N;MASC;SG
späť	retour	späť	retour	ADV	N;MASC;SG
späť	revenir	späť	revenir	ADV	V;NFIN
západ	occidentale	západ	occidental	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
západ	west	západ	west	N;INAN;NOM;MASC;SG	PROPN
všetci	toute	všetok	tout	DET;ANIM;NOM;MASC;PL	DET;FEM;SG
všetci	toutes	všetok	tout	DET;ANIM;NOM;MASC;PL	PRO;FEM;PL
všetci	tous	všetok	tout	DET;ANIM;NOM;MASC;PL	PRO;MASC;PL
všetci	tout	všetok	tout	DET;ANIM;NOM;MASC;PL	PRO;MASC;SG
všetci	all	všetok	all	DET;ANIM;NOM;MASC;PL	
obsah	contenu	obsah	contenir	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
obsah	contenus	obsah	contenu	N;INAN;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
obsah	sommaire	obsah	sommaire	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
obsah	contenus	obsah	contenu	N;INAN;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
obsah	contenu	obsah	contenir	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
českého	tchèque	český	tchèque	ADJ;ANIM;GEN;MASC;SG	N;MASC;SG
českého	tchèques	český	tchèque	ADJ;ANIM;GEN;MASC;SG	ADJ;MASC;PL
umení	arts	umenie	art	N;NOM;NEUT;SG	N;MASC;PL
pôvod	origines	pôvod	origine	N;INAN;NOM;MASC;SG	N;FEM;PL
pôvod	origines	pôvod	origine	N;INAN;NOM;MASC;SG	N;FEM;PL
námestie	carrés	námestie	carré	N;NOM;NEUT;SG	N;MASC;PL
námestie	carrées	námestie	carrée	N;NOM;NEUT;SG	ADJ;FEM;PL
zvolený	choisi	zvolený	choisir	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zvolený	choisis	zvolený	choisir	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zvolený	choisie	zvolený	choisir	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zvolený	élue	zvolený	élire	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zvolený	élu	zvolený	élire	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zvolený	élues	zvolený	élire	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zvolený	élus	zvolený	élire	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
okolie	environs	okolie	environs	N;NOM;NEUT;SG	N;MASC;PL
okolie	alentours	okolie	alentours	N;NOM;NEUT;SG	N;MASC;PL
okolie	ambiante	okolie	ambiant	N;NOM;NEUT;SG	ADJ;FEM;SG
okolie	ambiant	okolie	ambiant	N;NOM;NEUT;SG	ADJ;MASC;SG
vzdialenosti	distance	vzdialenosť	distance	N;NOM;FEM;PL	N;FEM;SG
vzdialenosti	éloignement	vzdialenosť	éloignement	N;NOM;FEM;PL	N;MASC;SG
medzinárodné	internationaux	medzinárodný	international	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
prírodné	naturelles	prírodný	naturel	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
prírodné	naturels	prírodný	naturel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
príliš	too	príliš	too	ADV	INTJ
anton	anton	anton	anton	PROPN;ANIM;NOM;MASC;SG	PROPN
biskup	évêques	biskup	évêque	N;ANIM;NOM;MASC;SG	N;MASC;PL
biskup	bishop	biskup	bishop	N;ANIM;NOM;MASC;SG	PROPN
ulici	rues	ulica	rue	N;DAT;FEM;SG	N;FEM;PL
ulici	street	ulica	street	N;DAT;FEM;SG	PROPN
vysoké	élevée	vysoký	élever	ADJ;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
vysoké	hautes	vysoký	haut	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
vysoké	tall	vysoký	tall	ADJ;NOM;NEUT;SG	PROPN
spravidla	généralement	spravidlo	généralement	N;NOM;NEUT;SG	ADV
vľavo	gauche	vľavo	gauche	ADV	ADJ;MASC;SG
somme	somme	soma	somme	PROPN;NOM;FEM;SG	N;FEM;SG
presne	exactement	presne	exactement	PART	ADV
väčšinu	majoritaire	väčšina	majoritaire	N;ACC;FEM;SG	ADJ;MASC;SG
väčšinu	majoritaires	väčšina	majoritaire	N;ACC;FEM;SG	ADJ;MASC;PL
und	und	und	und	PROPN;ANIM;NOM;MASC;SG	PROPN
výskum	recherches	výskum	recherche	N;INAN;NOM;MASC;SG	N;FEM;PL
uvedené	listés	uvedený	lister	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uvedené	listé	uvedený	listé	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uvedené	énumérés	uvedený	énumérer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uvedené	répertoriés	uvedený	répertorier	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
posledných	récent	posledný	récent	ADJ;GEN;MASC;PL	ADJ;MASC;SG
posledných	récente	posledný	récent	ADJ;GEN;MASC;PL	ADJ;FEM;SG
potoka	creek	potok	creek	N;INAN;GEN;MASC;SG	PROPN
umiestnenie	positionner	umiestnenie	positionner	N;NOM;NEUT;SG	V;NFIN
international	international	internationať	international	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
international	internationaux	internationať	international	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
international	internationale	internationať	international	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
víťazi	gagnants	víťaz	gagnant	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
filozofie	philosophique	filozofie	philosophique	N;NOM;FEM;PL	ADJ;MASC;SG
filozofie	philosophie	filozofie	philosophie	N;NOM;FEM;PL	N;FEM;SG
obe	both	oba	both	NUM;NOM;FEM;PL	PROPN
mesiacov	mois	mesiac	mois	N;INAN;GEN;MASC;PL	N;MASC;SG
akvitánsko	aquitaine	akvitánsko	aquitaine	ADV	ADJ;FEM;SG
veža	tower	veža	tower	N;NOM;FEM;SG	PROPN
smrť	death	smrť	death	N;NOM;FEM;SG	PROPN
smrť	mort	smrť	mourir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
zrejme	surement	zrejme	surement	PART	ADV
zrejme	probablement	zrejme	probablement	PART	ADV
zrejme	sûrement	zrejme	sûrement	PART	ADV
zrejme	apparemment	zrejme	apparemment	PART	ADV
zrejme	apparement	zrejme	apparement	PART	ADV
zrejme	manifestement	zrejme	manifestement	PART	ADV
zrejme	evidemment	zrejme	evidemment	PART	ADV
zrejme	visiblement	zrejme	visiblement	PART	ADV
zrejme	évidemment	zrejme	évidemment	PART	ADV
vydavateľ	émetteurs	vydavateľ	émetteur	N;ANIM;NOM;MASC;SG	N;MASC;PL
dlhé	longues	dlhý	long	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
dlhé	longs	dlhý	long	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
dlhé	longtemps	dlhý	longtemps	ADJ;NOM;NEUT;SG	ADV
ruska	russie	ruska	russie	N;NOM;FEM;SG	PROPN
producent	producteurs	producent	producteur	N;ANIM;NOM;MASC;SG	N;MASC;PL
prišiel	arrivés	prísť	arriver	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
cisára	empereurs	cisár	empereur	N;ANIM;ACC;MASC;SG	N;MASC;PL
ves	ves	ves	ve	PROPN;ANIM;NOM;MASC;SG	
futbalový	football	futbalový	football	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
futbalový	foot	futbalový	foot	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
futbalový	soccer	futbalový	soccer	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
futbalový	football	futbalový	football	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
existujú	existe	existovať	exister	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sovietsky	soviet	sovietsky	soviet	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
sovietsky	soviétiques	sovietsky	soviétique	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
catalina	catalina	catalina	cataliner	N;NOM;FEM;SG	PROPN
vysoká	élevée	vysoký	élever	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
vysoká	hautes	vysoký	haut	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vysoká	tall	vysoký	tall	ADJ;NOM;FEM;SG	PROPN
vysoká	collège	vysoký	collège	ADJ;NOM;FEM;SG	N;MASC;SG
vysoká	université	vysoký	université	ADJ;NOM;FEM;SG	N;FEM;SG
dostali	got	dostať	got	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	
panny	virgo	panny	virgo	N;NOM;FEM;PL	PROPN
panny	vierge	panny	vierge	N;NOM;FEM;PL	ADJ;MASC;SG
panny	vierges	panny	vierge	N;NOM;FEM;PL	ADJ;MASC;PL
medzinárodná	internationaux	medzinárodný	international	ADJ;NOM;FEM;SG	ADJ;MASC;PL
niekto	someone	niekto	someone	PRO;ANIM;NOM;MASC;SG	N;MASC;SG
commons	commons	commons	commons		N;MASC;SG
architektúry	architecture	architektúra	architecture	N;NOM;FEM;PL	N;FEM;SG
vedy	science	veda	science	N;NOM;FEM;PL	N;FEM;SG
vedy	scientifique	veda	scientifique	N;NOM;FEM;PL	ADJ;MASC;SG
albert	albert	albert	albert	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
air	aérien	air	aérien	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
air	air	air	air	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
tých	ceux	ten	celui	DET;ANIM;GEN;MASC;PL	PRO;MASC;PL
postavená	construite	postavený	construire	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
postavená	construit	postavený	construire	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
postavená	bâti	postavený	bâtir	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
postavená	construits	postavený	construire	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
obyvatelia	résidants	obyvateľ	résidant	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
určené	destiné	určený	destiner	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
určené	désignée	určený	désigner	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
určené	désignés	určený	désigner	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
určené	désigné	určený	désigner	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
určené	désignées	určený	désigner	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
určené	déterminées	určený	déterminer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
určené	déterminée	určený	déterminer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
určené	déterminés	určený	déterminer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
určené	déterminé	určený	déterminer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rodina	familiale	rodina	familial	N;NOM;FEM;SG	ADJ;FEM;SG
rodina	familles	rodina	famille	N;NOM;FEM;SG	N;FEM;PL
používať	utilisation	používať	utilisation	V;IPFV;POS;NFIN	N;FEM;SG
video	vidéos	video	vidéo	N;NOM;NEUT;SG	N;FEM;PL
partnerské	associé	partnerský	associer	ADJ;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
partnerské	partenaire	partnerský	partenaire	ADJ;NOM;NEUT;SG	N;MASC;SG
partnerské	associée	partnerský	associer	ADJ;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
partnerské	partenaires	partnerský	partenaire	ADJ;NOM;NEUT;SG	N;MASC;PL
grécka	grecs	grécka	grec	N;NOM;NEUT;SG	N;MASC;PL
grécka	grecque	grécka	grec	N;NOM;NEUT;SG	ADJ;FEM;SG
grécka	grecques	grécka	grec	N;NOM;NEUT;SG	ADJ;FEM;PL
grécka	grec	grécka	grec	N;NOM;NEUT;SG	ADJ;MASC;SG
grécka	grece	grécka	grece	N;NOM;NEUT;SG	PROPN
malých	petit	malý	petit	N;ANIM;GEN;MASC;PL	ADJ;MASC;SG
malých	petits	malý	petit	N;ANIM;GEN;MASC;PL	ADJ;MASC;PL
malých	petites	malý	petit	N;ANIM;GEN;MASC;PL	ADJ;FEM;PL
malých	petite	malý	petit	N;ANIM;GEN;MASC;PL	ADJ;FEM;SG
južná	sud	južný	sud	ADJ;NOM;FEM;SG	N;MASC;SG
vydavateľstvo	publier	vydavateľstvo	publier	N;NOM;NEUT;SG	V;NFIN
yorku	york	yorka	york	N;INAN;GEN;MASC;SG	PROPN
výber	sélections	výber	sélection	N;INAN;NOM;MASC;SG	N;FEM;PL
výber	choisissez	výber	choisir	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
výber	choisir	výber	choisir	N;INAN;NOM;MASC;SG	V;NFIN
výber	sélectionnez	výber	sélectionner	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
výber	sélectionner	výber	sélectionner	N;INAN;NOM;MASC;SG	V;NFIN
divadla	théatre	divadlo	théatre	N;NOM;NEUT;PL	N;MASC;SG
divadla	théâtre	divadlo	théâtre	N;NOM;NEUT;PL	N;MASC;SG
divadla	théatre	divadlo	théatre	N;NOM;NEUT;PL	N;MASC;SG
divadla	théâtre	divadlo	théâtre	N;NOM;NEUT;PL	N;MASC;SG
zámok	verrouiller	zámok	verrouiller	N;INAN;NOM;MASC;SG	V;NFIN
list	feuilles	list	feuille	N;INAN;NOM;MASC;SG	N;FEM;PL
pohoria	montagne	pohoriť	montagne	N;NOM;NEUT;PL	N;FEM;SG
výroby	production	výroba	production	N;NOM;FEM;PL	N;FEM;SG
výroby	fabrication	výroba	fabrication	N;NOM;FEM;PL	N;FEM;SG
trenčín	trenčín	trenčina	trenčín	N;INAN;NOM;MASC;SG	PROPN
rur	rur	rur	rur		PROPN
urb	urb	urb	urb	PROPN;ANIM;NOM;MASC;SG	PROPN
úrad	bureaux	úrad	bureau	N;INAN;NOM;MASC;SG	N;MASC;PL
provincie	province	provincia	province	N;NOM;FEM;PL	N;FEM;SG
prístup	accéder	prístup	accéder	N;INAN;NOM;MASC;SG	V;NFIN
vzduchu	aérien	vzduch	aérien	N;INAN;GEN;MASC;SG	ADJ;MASC;SG
teplota	températures	teplota	température	N;NOM;FEM;SG	N;FEM;PL
teplota	intérimaire	teplota	intérimaire	N;NOM;FEM;SG	ADJ;MASC;SG
obvykle	habituellement	obvykel	habituellement	PART	ADV
obvykle	généralement	obvykel	généralement	PART	ADV
obvykle	typiquement	obvykel	typiquement	PART	ADV
obvykle	habituellement	obvykel	habituellement	PART	ADV
obvykle	généralement	obvykel	généralement	PART	ADV
obvykle	normalement	obvykel	normalement	PART	ADV
blízko	proche	blízko	proche	ADV	ADJ;MASC;SG
únie	union	únia	union	N;NOM;FEM;PL	N;FEM;SG
únie	syndicat	únia	syndicat	N;NOM;FEM;PL	N;MASC;SG
trnava	trnava	trnava	trnava	N;NOM;FEM;SG	PROPN
lot	lot	lot	lot	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
zariadenia	équipement	zariadenie	équipement	N;NOM;NEUT;PL	N;MASC;SG
zariadenia	matériel	zariadenie	matériel	N;NOM;NEUT;PL	N;MASC;SG
zariadenia	equipement	zariadenie	equipement	N;NOM;NEUT;PL	N;MASC;SG
zariadenia	périphériques	zariadenie	périphérique	N;NOM;NEUT;PL	ADJ;MASC;PL
all	toute	all	tout		DET;FEM;SG
all	toutes	all	tout		PRO;FEM;PL
all	tous	all	tout		PRO;MASC;PL
all	tout	all	tout		PRO;MASC;SG
all	all	all	all		
dedičstva	héritage	dedičstvo	héritage	N;NOM;NEUT;PL	N;MASC;SG
dedičstva	patrimoine	dedičstvo	patrimoine	N;NOM;NEUT;PL	N;MASC;SG
práca	travaux	práca	travail	N;NOM;FEM;SG	N;MASC;PL
práca	travailler	práca	travailler	N;NOM;FEM;SG	V;NFIN
práca	travaillant	práca	travailler	N;NOM;FEM;SG	V;PRS;V.PTCP
práca	travailler	práca	travailler	N;NOM;FEM;SG	V;NFIN
dráhy	piste	dráha	piste	N;NOM;FEM;PL	N;FEM;SG
akadémie	académie	akadémia	académie	N;NOM;FEM;PL	N;FEM;SG
akadémie	academy	akadémia	academy	N;NOM;FEM;PL	N;SG
turné	tournée	turný	tourner	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
jana	jana	jana	jana	PROPN;NOM;FEM;SG	PRO;SG;3
grand	grandiose	grand	grandiose	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
grand	grand	grand	grand	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
udalosti	évènement	udalosť	évènement	N;NOM;FEM;PL	N;MASC;SG
udalosti	événement	udalosť	événement	N;NOM;FEM;PL	N;MASC;SG
udalosti	evénement	udalosť	evénement	N;NOM;FEM;PL	N;MASC;SG
najvyššia	supreme	vysoký	supreme	ADJ;NOM;RL;FEM;SG	N;MASC;SG
najvyššia	suprêmes	vysoký	suprême	ADJ;NOM;RL;FEM;SG	ADJ;MASC;PL
marie	marie	marie	marier	PROPN;NOM;FEM;SG	N;FEM;SG
loir	loir	loir	loir	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
profil	profils	profiť	profil	N;INAN;NOM;MASC;SG	N;MASC;PL
znak	armoiries	znak	armoirie	N;INAN;NOM;MASC;SG	N;FEM;PL
znak	signer	znak	signer	N;INAN;NOM;MASC;SG	V;NFIN
znak	signez	znak	signer	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
preklad	traductions	preklad	traduction	N;INAN;NOM;MASC;SG	N;FEM;PL
železničná	rail	železničný	rail	ADJ;NOM;FEM;SG	N;MASC;SG
staršie	âgées	staro	âgé	ADV;CMPR	ADJ;FEM;PL
staršie	aîné	staro	aîné	ADV;CMPR	ADJ;MASC;SG
rakúsky	autrichiennes	rakúska	autrichien	N;ANIM;NOM;MASC;SG	ADJ;FEM;PL
rakúsky	autrichien	rakúska	autrichien	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
rakúsky	autrichienne	rakúska	autrichien	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
mestské	urbaines	mestský	urbain	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
mestské	urbains	mestský	urbain	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
mestské	ville	mestský	ville	ADJ;NOM;NEUT;SG	N;FEM;SG
mestské	villes	mestský	ville	ADJ;NOM;NEUT;SG	N;FEM;PL
piesní	chanson	piesniť	chanson	N;GEN;FEM;PL	N;FEM;SG
max	max	max	max	NUM	N;MASC;SG
max	maxi	max	maxi	NUM	N;MASC;SG
max	maxime	max	maxime	NUM	PROPN
max	maximum	max	maximum	NUM	ADJ;MASC;SG
boh	god	boh	god	N;ANIM;NOM;MASC;SG	INTJ
významný	significatifs	významný	significatif	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
mark	marquer	mark	marquer	PROPN;ANIM;NOM;MASC;SG	V;NFIN
