que	att	que	att	PRO;MASC;SG	PART
dinheiro	pengar	dinheiro	pengar	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
dinheiro	kontanta	dinheiro	kontant	N;MASC;SG	ADJ;NOM;PL
dinheiro	kontanter	dinheiro	kontant	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
finais	final	final	final	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
finais	finalen	final	final	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
finais	slutliga	final	slutlig	N;MASC;PL	ADJ;NOM;PL
finais	final	final	final	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
finais	slutligt	final	slutlig	N;MASC;PL	ADV
finais	sista	final	sista	N;MASC;PL	ADJ;NOM;DEF;RL
finais	slutgiltigt	final	slutgiltig	N;MASC;PL	ADV
finais	slutlig	final	slutlig	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
inicial	initial	inicial	initial	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fundado	grundat	fundar	grunda	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fundado	grundad	fundar	grunda	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fundado	grundade	fundar	grunda	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
relacionados	relaterad	relacionar	relaterad	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
relacionados	relaterat	relacionar	relatera	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
relacionados	släkt	relacionar	släkt	V;MASC;PL;V.PTCP	N;NOM;INDF;MASC+FEM;SG
relacionados	närstående	relacionar	närstående	V;MASC;PL;V.PTCP	ADJ;NOM
relacionados	relaterade	relacionar	relatera	V;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
marco	marco	marco	marco	N;MASC;SG	PROPN;NOM
oficialmente	officiellt	oficialmente	officiell	ADV	ADJ;NOM;INDF;NEUT;SG
comentário	kommentera	comentário	kommentera	N;MASC;SG	V;IMP;FIN;ACT
comentário	anmärkningar	comentário	anmärkning	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
comentário	kommentarer	comentário	kommentar	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
comentário	synpunkter	comentário	synpunkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
medida	uppmätta	medida	uppmätta	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
medida	uppmätt	medida	uppmätt	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
medida	mätt	medida	mätt	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
medida	mäta	medida	mäta	N;FEM;SG	V;IMP;FIN;ACT
medida	mät	medida	mät	N;FEM;SG	V;IMP;FIN;ACT
branca	vita	branco	vit	N;FEM;SG	ADJ;NOM;PL
branca	vit	branco	vit	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
branca	vitt	branco	vitt	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
jack	jack	jack	jack	N;MASC;SG	PROPN;NOM
national	nationella	national	nationell	N;MASC;SG	ADJ;NOM;PL
national	nationellt	national	nationell	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
national	nationell	national	nationell	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
oriental	orientaliska	oriental	orientalisk	ADJ;MASC;SG	ADJ;NOM;PL
oriental	öst	oriental	öst	ADJ;MASC;SG	N
decidiu	beslutat	decidir	besluta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
auto	automatiskt	auto	automatisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
auto	automatiska	auto	automatisk	N;MASC;SG	ADJ;NOM;PL
auto	själv	auto	själv	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
memória	minnen	memória	min	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
medicina	läkemedel	medicina	läkemedel	N;FEM;SG	N;NOM;INDF;NEUT;PL
medicina	medicinska	medicina	medicinsk	N;FEM;SG	ADJ;NOM;PL
medicina	medicinsk	medicina	medicinsk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
medicina	medicinskt	medicina	medicinsk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
precisa	behov	precisar	behov	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
precisa	behov	precisar	behov	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
propriedade	ägt	propriedade	äga	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
propriedade	ägd	propriedade	ägd	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
propriedade	ägda	propriedade	ägda	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
propriedade	ägde	propriedade	ägde	N;FEM;SG	V;IND;PST;FIN;ACT
propriedade	ägs	propriedade	äga	N;FEM;SG	V;IND;PRS;FIN;PASS
propriedade	fastigheter	propriedade	fastighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
propriedade	ägare	propriedade	gg	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
fundador	grundare	fundador	grund	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
regra	härska	regra	härsk	N;FEM;SG	V;IMP;FIN;ACT
europeu	europeisk	europeu	europeisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
europeu	europeiskt	europeu	europeisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
europeu	europeiska	europeu	europeisk	N;MASC;SG	ADJ;NOM;PL
google	googles	google	googles	N;MASC;SG	PROPN;GEN
google	googla	google	googel	N;MASC;SG	V;IMP;FIN;ACT
passando	förbipasserande	passar	förbipassera	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
rodrigues	rodrigues	rodrigues	rodrigues	N;MASC;SG	PROPN;NOM
perdeu	förlorat	perder	förlora	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
perdeu	förlorad	perder	förlorad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
perdeu	vilse	perder	vilse	V;IND;SG;3;PST;FIN	ADV
perdeu	lost	perder	lost	V;IND;SG;3;PST;FIN	N;NOM;INDF;MASC+FEM;SG
perdeu	förlorade	perder	förlora	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
aberto	öppna	abrir	öppen	V;MASC;SG;V.PTCP	ADJ;NOM;PL
aberto	open	abrir	open	V;MASC;SG;V.PTCP	PROPN;NOM
aberto	öppet	abrir	öppen	V;MASC;SG;V.PTCP	ADV
aberto	öppen	abrir	öppen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
aberto	öppnad	abrir	öppna	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
falar	föredrag	falar	föredrag	V;NFIN	N;NOM;INDF;NEUT;SG
falar	prat	falar	prat	V;NFIN	N;NOM;INDF;NEUT;SG
falar	talk	falar	talk	V;NFIN	N;NOM;INDF;MASC+FEM;SG
notas	noterar	nota	notera	N;FEM;PL	V;IND;PRS;FIN;ACT
proteção	skyddar	proteção	skydda	N;FEM;SG	V;IND;PRS;FIN;ACT
proteção	skydda	proteção	skydda	N;FEM;SG	V;IMP;FIN;ACT
proteção	skyddande	proteção	skydda	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
proteção	beskyddande	proteção	beskyddande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
alemã	tysk	alemã	tysk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
alemã	tyskt	alemã	tysk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
sonora	sonora	sonoro	sonor	N;FEM;SG	PROPN;NOM
max	maximalt	max	maximal	N;MASC;SG	ADV
japonês	japansk	japonês	japansk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
japonês	japaner	japonês	japan	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
japonês	japanskt	japonês	japansk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
necessidade	behöver	necessidade	behöva	N;FEM;SG	V;IND;PRS;FIN;ACT
solicitação	ofredande	solicitação	ofreda	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
solicitação	begära	solicitação	begära	N;FEM;SG	V;IMP;FIN;ACT
solicitação	begär	solicitação	begära	N;FEM;SG	V;IMP;FIN;ACT
taça	bowl	taça	bowl	N;FEM;SG	PROPN;NOM
taça	bägare	taça	bägare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
internacionais	internationalen	internacional	international	ADJ;MASC;PL	N;NOM;DEF;MASC+FEM;SG
internacionais	international	internacional	international	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
internacionais	internationell	internacional	internationell	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
internacionais	internationellt	internacional	internationell	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
bronze	brass	bronze	brass	N;MASC;SG	PROPN;NOM
romana	romerska	romano	romersk	N;FEM;SG	ADJ;NOM;PL
romana	romersk	romano	romersk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
áustria	österrikiska	áustria	österrikisk	N;FEM;SG	ADJ;NOM;PL
áustria	österrikisk	áustria	österrikisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
áustria	österrikare	áustria	österrik	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
áustria	österrike	áustria	österrike	N;FEM;SG	PROPN;NOM
incluem	inkludera	incluir	inkludera	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
descoberta	upptäckts	descoberta	upptäcka	N;FEM;SG	V;V.CVB;PASS
descoberta	upptäckt	descoberta	upptäcka	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
descoberta	upptäcktes	descoberta	upptäcka	N;FEM;SG	V;IND;PST;FIN;PASS
descoberta	upptäckta	descoberta	upptäckt	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
descoberta	upptäckte	descoberta	upptäcka	N;FEM;SG	V;IND;PST;FIN;ACT
descoberta	upptäckt	descoberta	upptäcka	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
descoberta	upptäckter	descoberta	upptäckt	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
participar	medverkande	participar	medverkande	V;NFIN	ADJ;NOM;PRS;V.PTCP
participar	deltagande	participar	deltagande	V;NFIN	N;NOM;INDF;NEUT;SG
botânico	botaniska	botânico	botanisk	N;MASC;SG	ADJ;NOM;PL
botânico	botaniker	botânico	botanik	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
nacionais	nationella	nacional	nationell	N;MASC;PL	ADJ;NOM;PL
nacionais	national	nacional	national	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
nacionais	nationellt	nacional	nationell	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
nacionais	nationell	nacional	nationell	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
mata	döda	matar	död	N;FEM;SG	ADJ;NOM;PL
mata	dödar	matar	döda	N;FEM;SG	V;IND;PRS;FIN;ACT
mata	mata	matar	mata	N;FEM;SG	V;IMP;FIN;ACT
imperial	kejserliga	imperial	kejserlig	N;MASC;SG	ADJ;NOM;PL
negro	black	negro	black	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
negro	svarta	negro	svart	ADJ;MASC;SG	ADJ;NOM;PL
negro	neger	negro	nega	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trilha	spår	trilha	spår	N;FEM;SG	N;NOM;INDF;NEUT;PL
trilha	spåra	trilha	spåra	N;FEM;SG	V;NFIN;ACT
trilha	spår	trilha	spår	N;FEM;SG	N;NOM;INDF;NEUT;PL
marcos	marks	marco	mark	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
marcos	marco	marco	marco	N;MASC;PL	PROPN;NOM
marcos	markera	marco	markera	N;MASC;PL	V;IMP;FIN;ACT
marcos	märke	marco	märke	N;MASC;PL	N;NOM;INDF;NEUT;SG
marcos	mark	marco	mark	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
marcos	delmål	marco	delmål	N;MASC;PL	N;NOM;INDF;NEUT;SG
marcos	marcos	marco	marcos	N;MASC;PL	PROPN;NOM
luis	luis	lui	luis	N;MASC;SG	PROPN;NOM
luis	ludvig	lui	ludvig	N;MASC;SG	PROPN;NOM
luis	louis	lui	louis	N;MASC;SG	PROPN;NOM
lago	sjöar	lago	sjö	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
atuou	agerade	atuar	agera	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
atuou	agerat	atuar	agera	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dupla	dubbel	dupla	dubbel	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dupla	dubbelt	dupla	dubbel	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
dupla	dubbla	dupla	dubbel	N;FEM;SG	ADJ;NOM;PL
dupla	fördubbla	dupla	fördubbla	N;FEM;SG	V;NFIN;ACT
dupla	dubbel	dupla	dubbel	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dupla	dubbla	dupla	dubbel	N;FEM;SG	ADJ;NOM;PL
relevante	relevanta	relevante	relevant	ADJ;MASC;SG	ADJ;NOM;PL
pequenas	small	pequeno	small	ADJ;FEM;PL	N;NOM;INDF;NEUT;SG
pequenas	litet	pequeno	litet	ADJ;FEM;PL	ADV
pequenas	liten	pequeno	liten	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
smith	svensson	smith	svensson	N;MASC;SG	PROPN;NOM
smith	smith	smith	smith	N;MASC;SG	PROPN;NOM
números	tal	número	tal	N;MASC;PL	N;NOM;INDF;NEUT;SG
números	nummer	número	nummer	N;MASC;PL	N;NOM;INDF;NEUT;SG
isabel	isabel	isabel	isabel	N;FEM;SG	PROPN;NOM
isabel	elisabet	isabel	elisabet	N;FEM;SG	PROPN;NOM
isabel	elisabeth	isabel	elisabeth	N;FEM;SG	PROPN;NOM
isabel	elizabeth	isabel	elizabeth	N;FEM;SG	PROPN;NOM
formada	bildat	formar	bilda	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
candidato	sökande	candidato	sökande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
candidato	ansökande	candidato	ansökande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
candidato	sökanden	candidato	sökande	N;MASC;SG	N;NOM;INDF;NEUT;PL
morto	dödade	morrer	döda	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
morto	dödat	morrer	döda	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
morto	dödad	morrer	dödad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
morto	mördad	morrer	mörda	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
morto	död	morrer	död	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
morto	döda	morrer	död	V;MASC;SG;V.PTCP	ADJ;NOM;PL
morto	dött	morrer	döda	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
morto	dead	morrer	dead	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
evitar	undvikande	evitar	undvikande	V;NFIN	ADJ;NOM;PRS;V.PTCP
evitar	undvikande	evitar	undvikande	V;NFIN	ADJ;NOM;PRS;V.PTCP
rocha	rocha	rocha	rocha	N;FEM;SG	PROPN;NOM
rocha	klippa	rocha	klippa	N;FEM;SG	V;IMP;FIN;ACT
rocha	rocka	rocha	rocka	N;FEM;SG	V;IMP;FIN;ACT
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;NOM
alberto	albert	alberto	albert	N;MASC;SG	PROPN;NOM
alberto	alberto	alberto	alberto	N;MASC;SG	PROPN;NOM
continuou	fortsättning	continuar	fortsättning	V;IND;SG;3;PST;FIN	N;NOM;INDF;MASC+FEM;SG
continuou	fortsatt	continuar	fortsätta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
difícil	hårda	difícil	hård	ADJ;MASC;SG	ADJ;NOM;PL
difícil	hårt	difícil	hård	ADJ;MASC;SG	ADV
difícil	tuffa	difícil	tuffa	ADJ;MASC;SG	ADJ;NOM;PL
casas	hus	casa	hus	N;FEM;PL	N;NOM;INDF;NEUT;SG
césar	caesar	césar	caes	N;MASC;SG	PROPN;NOM
césar	cesar	césar	cesa	N;MASC;SG	PROPN;NOM
césar	césar	césar	cisa	N;MASC;SG	PROPN;NOM
césar	césar	césar	cisa	N;MASC;SG	PROPN;NOM
utilizada	utnyttjad	utilizar	utnyttjad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
utilizada	begagnad	utilizar	begagnad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
utilizada	begagnade	utilizar	begagnad	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
portugueses	portugisiska	português	portugisisk	N;MASC;PL	ADJ;NOM;PL
gomes	gomes	gome	gomes	N;MASC;SG	PROPN;NOM
gomes	gomez	gome	gom	N;MASC;SG	PROPN;NOM
mudanças	ändra	mudança	ändra	N;FEM;PL	V;IMP;FIN;ACT
mudanças	byt	mudança	byta	N;FEM;PL	V;IMP;FIN;ACT
mudanças	ändring	mudança	ändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
mudanças	förändring	mudança	förändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
mudanças	byta	mudança	byta	N;FEM;PL	V;NFIN;ACT
afonso	afonso	afonso	afonso	N;MASC;SG	PROPN;NOM
afonso	alfonso	afonso	alfonso	N;MASC;SG	PROPN;NOM
experiência	experiment	experiência	experiment	N;FEM;SG	N;NOM;INDF;NEUT;PL
experiência	experimentera	experiência	experimentera	N;FEM;SG	V;IMP;FIN;ACT
experiência	erfarenheter	experiência	erfarenhet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
awards	utmärkelser	award	utmärkelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
curta	kort	curto	kort	ADJ;FEM;SG	ADV
curta	korta	curto	kort	ADJ;FEM;SG	ADJ;NOM;PL
curta	short	curto	short	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
curta	gilla	curto	gilla	ADJ;FEM;SG	V;IMP;FIN;ACT
curta	gillar	curto	gilla	ADJ;FEM;SG	V;IND;PRS;FIN;ACT
curta	som	curto	som	ADJ;FEM;SG	CONJ
curta	like	curto	like	ADJ;FEM;SG	V;IMP;FIN;ACT
publicada	utgiven	publicar	utge	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
publicada	publicerade	publicar	publicera	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
publicada	publicerat	publicar	publicerad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
publicada	offentliggjord	publicar	offentliggjord	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
publicada	publicerad	publicar	publicera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
capaz	kapabla	capaz	kapabel	ADJ;MASC;SG	ADJ;NOM;PL
obrigado	tack	obrigar	tack	V;MASC;SG;V.PTCP	N;NOM;INDF;NEUT;SG
industrial	industriell	industrial	industriell	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
industrial	industriella	industrial	industriell	ADJ;MASC;SG	ADJ;NOM;PL
semelhante	likartade	semelhante	likartad	ADJ;MASC;SG	ADJ;NOM;PL
semelhante	likartat	semelhante	likartad	ADJ;MASC;SG	ADV
semelhante	likartad	semelhante	likartad	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
semelhante	dubbelgångare	semelhante	dubbelgångare	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;PL
tribunal	court	tribunal	court	N;MASC;SG	PROPN;NOM
escrever	skrivande	escrever	skrivande	V;NFIN	ADJ;NOM;PRS;V.PTCP
escrever	skrift	escrever	skrift	V;NFIN	N;NOM;INDF;MASC+FEM;SG
escrever	skrivning	escrever	skrivning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
conhecidos	känd	conhecido	känd	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
conhecidos	känt	conhecido	känd	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
conhecidos	bekant	conhecido	bekant	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
famoso	kända	famoso	känd	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
famoso	berömda	famoso	berömma	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
lee	lee	lee	lee	N;MASC;SG	PROPN;NOM
soldados	svetsade	soldado	svetsa	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
quarta	onsdag	quarto	onsdag	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
continua	fortsätt	continuar	fortsätt	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
continua	fortsätta	continuar	fortsätta	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
soviética	sovjetiska	soviético	sovjetisk	N;FEM;SG	ADJ;NOM;PL
soviética	sovjetisk	soviético	sovjetisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
soviética	sovjet	soviético	sovjet	N;FEM;SG	PROPN;NOM
estrelas	stjärnan	estrela	stjärna	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
estrelas	stjärna	estrela	stjärna	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
estrelas	star	estrela	star	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
estrelas	stars	estrela	star	N;FEM;PL	N;NOM;INDF;NEUT;SG
famílias	hushåll	família	hushåll	N;FEM;PL	N;NOM;INDF;NEUT;SG
disponível	tillgängliga	disponível	tillgänglig	ADJ;MASC;SG	ADJ;NOM;PL
desenvolvido	utvecklat	desenvolver	utvecklad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
desenvolvido	utvecklad	desenvolver	utvecklad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
desenvolvido	utvecklade	desenvolver	utvecklad	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
programação	programmera	programação	programmera	N;FEM;SG	V;IMP;FIN;ACT
bandas	band	banda	band	N;FEM;PL	N;NOM;INDF;NEUT;SG
letra	texter	letra	text	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
white	vita	white	vit	N;MASC;SG	ADJ;NOM;PL
white	vit	white	vit	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
white	vitt	white	vitt	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
tradição	traditioner	tradição	tradition	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
pequenos	small	pequeno	small	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
pequenos	litet	pequeno	litet	ADJ;MASC;PL	ADV
pequenos	liten	pequeno	liten	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
grego	grekiskt	grego	grekisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
grego	grekisk	grego	grekisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
grego	grekiska	grego	grekisk	N;MASC;SG	ADJ;NOM;PL
flores	flowers	flor	flopa	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
flores	flores	flor	flores	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
encontrada	funnen	encontrar	finna	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
encontrada	hittad	encontrar	hittad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
encontrada	hittat	encontrar	hitta	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
autores	upphovsmän	autor	upphovsmän	N;MASC;PL	N;NOM;INDF;NEUT;SG
rios	rios	rio	rios	N;MASC;PL	PROPN;NOM
rios	vattendrag	rio	vattendrag	N;MASC;PL	N;NOM;INDF;NEUT;SG
rios	rivers	rio	rivars	N;MASC;PL	PROPN;GEN
clara	clara	claro	clara	ADJ;FEM;SG	PROPN;NOM
doença	sjukdomar	doença	sjukdom	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
entrar	enter	entrar	enter	V;NFIN	N;NOM;INDF;NEUT;SG
quinta	femte	quinta	fem	N;FEM;SG	ADJ;NOM
nove	nove	nove	nove	NUM	PROPN;NOM
nove	nine	nove	nine	NUM	N;NOM;INDF;NEUT;SG
alex	alex	alex	alex	N;MASC;SG	PROPN;NOM
águas	vatten	água	vatten	N;FEM;PL	N;NOM;INDF;NEUT;SG
águas	vatten	água	vatten	N;FEM;PL	N;NOM;INDF;NEUT;SG
águas	waters	água	pat	N;FEM;PL	PROPN;NOM
suficiente	nog	suficiente	nog	ADJ;MASC;SG	ADV
suficiente	tillräckligt	suficiente	tillräcklig	ADJ;MASC;SG	ADV
suficiente	tillräckliga	suficiente	tillräcklig	ADJ;MASC;SG	ADJ;NOM;PL
suficiente	tillräckligt	suficiente	tillräcklig	ADJ;MASC;SG	ADV
washington	washington	washington	washington	N;MASC;SG	PROPN;NOM
comportamento	beteenden	comportamento	beteende	N;MASC;SG	N;NOM;INDF;NEUT;PL
comportamento	beteenden	comportamento	beteende	N;MASC;SG	N;NOM;INDF;NEUT;PL
juan	juan	juan	juan	N;MASC;SG	PROPN;NOM
secretário	sekreterare	secretário	sekreterare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
humana	mänskliga	humano	mänsklig	ADJ;FEM;SG	ADJ;NOM;PL
humana	människa	humano	människa	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mãos	händer	mão	hända	N;FEM;PL	V;IND;PRS;FIN;ACT
mãos	hands	mão	hand	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
descrita	beskrivet	descrever	beskriva	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
descrita	beskrivna	descrever	beskriva	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
meia	halvt	meia	halv	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
meia	halva	meia	halv	N;FEM;SG	ADJ;NOM;DEF;SG
meia	halv	meia	halv	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
horizonte	horizon	horizonte	horizon	N;MASC;SG	PROPN;NOM
completo	kompletta	completo	komplett	N;MASC;SG	ADJ;NOM;PL
completo	fullständigt	completo	fullständig	N;MASC;SG	ADV
completo	slutför	completo	slutför	N;MASC;SG	V;IMP;FIN;ACT
