les	на	le	на	DET;DEF;PL	ADP
border	гранична	border	граничен	N;MASC;SG	ADJ;INDF;FEM;SG
faits	фактите	faire	факт	V;MASC;PL;PST;V.PTCP	N;DEF;MASC;PL
faits	факти	faire	факт	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;PL
construite	построени	construire	построя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
construite	построени	construire	построя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
construite	конструирани	construire	конструирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
juifs	еврейски	juif	еврейски	N;MASC;PL	ADJ;INDF;MASC;SG
juifs	еврейско	juif	еврейски	N;MASC;PL	ADV
juifs	евреин	juif	евреин	N;MASC;PL	N;INDF;MASC;SG
juifs	еврейка	juif	еврейка	N;MASC;PL	N;INDF;FEM;SG
juifs	juifs	juif	juifs	N;MASC;PL	PROPN;INDF;MASC;SG
écrire	писане	écrire	писане	V;NFIN	N;INDF;NEUT;SG
lance	ланс	lance	ланс	N;FEM;SG	PROPN;INDF;MASC;SG
fonds	фондове	fonds	фонд	N;MASC;SG	N;INDF;MASC;PL
fonds	фондове	fonds	фонд	N;MASC;SG	N;INDF;MASC;PL
fonds	средства	fonds	средство	N;MASC;SG	N;INDF;NEUT;PL
ehess	ehess	ehess	ehess	PROPN	N;INDF;MASC;SG
avance	предварително	avance	предварително	N;FEM;SG	ADV
grec	гръцко	grec	гръцко	ADJ;MASC;SG	ADV
grec	грък	grec	грък	ADJ;MASC;SG	N;INDF;MASC;SG
bordeaux	бордо	bordeau	бордо	N;MASC;PL	ADV
mark	марк	mark	марк	PROPN	PROPN;INDF;MASC;SG
mark	отбелязване	mark	отбелязване	PROPN	N;INDF;NEUT;SG
chicago	чикаго	chicago	чикаго	PROPN	PROPN;INDF;MASC;SG
publie	публикуване	publier	публикуване	V;SG;PRS;V.PTCP	N;INDF;NEUT;SG
publie	публикувайте	publier	публикувам	V;SG;PRS;V.PTCP	V;IPFV;IMP;PL;2;FIN
cimetière	гробища	cimetière	гробище	N;MASC;SG	N;INDF;NEUT;PL
composée	съставени	composer	съставя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
somme	sum	somme	sum	N;FEM;SG	PROPN;INDF;MASC;SG
somme	сум	somme	сум	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
formé	обучени	former	обуча	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
éviter	избягване	éviter	избягване	V;NFIN	N;INDF;NEUT;SG
éviter	избягване	éviter	избягване	V;NFIN	N;INDF;NEUT;SG
éviter	избягване	éviter	избягване	V;NFIN	N;INDF;NEUT;SG
réserve	резерви	réserve	резервя	N;FEM;SG	N;INDF;FEM;PL
réserve	резерви	réserve	резервя	N;FEM;SG	N;INDF;FEM;PL
défaite	победена	défaite	победя	N;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
défaite	победени	défaite	победя	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
défaite	победен	défaite	победя	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
défaite	победен	défaite	победя	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sports	спортни	sport	спортен	N;MASC;PL	ADJ;INDF;PL
sports	спортен	sport	спортен	N;MASC;PL	ADJ;INDF;MASC;SG
sports	спорт	sport	спорт	N;MASC;PL	N;INDF;MASC;SG
sports	спортно	sport	спортен	N;MASC;PL	ADV
maritime	морско	maritime	морски	ADJ;MASC;SG	ADV
sert	сервира	servir	сервирам	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
résumé	абстрактно	résumé	абстрактно	V;MASC;SG;PST;V.PTCP	ADV
résumé	резюме	résumé	резю	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
résumé	обобщение	résumé	обобщение	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
lorraine	лорейн	lorrain	лорейн	ADJ;FEM;SG	N;INDF;MASC;SG
parents	родител	parent	родител	N;MASC;PL	N;INDF;MASC;SG
tournée	турне	tourner	турне	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
tournée	обиколка	tourner	обиколка	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
tournée	тур	tourner	тур	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
tournée	турне	tourner	турне	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
tournée	турнета	tourner	турне	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;PL
rose	розово	rose	розово	ADJ;FEM;SG	ADV
rose	розови	rose	розов	ADJ;FEM;SG	ADJ;INDF;PL
rose	роуз	rose	роуз	ADJ;FEM;SG	PROPN;INDF;FEM;SG
rose	роза	rose	роза	ADJ;FEM;SG	N;INDF;FEM;SG
rose	розата	rose	роза	ADJ;FEM;SG	N;DEF;FEM;SG
hôpital	болници	hôpital	болница	N;MASC;SG	N;INDF;FEM;PL
hôpital	болниците	hôpital	болница	N;MASC;SG	N;DEF;FEM;PL
cycliste	колоездач	cycliste	колоездач	ADJ;MASC;SG	N;INDF;MASC;SG
ouvert	отворено	ouvrir	отворя	V;MASC;SG;PST;V.PTCP	ADV
ouvert	отваряне	ouvrir	отваряне	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
parler	говорене	parler	говорене	V;NFIN	N;INDF;NEUT;SG
astéroïdes	астероид	astéroïde	астероид	N;MASC;PL	N;INDF;MASC;SG
nécessaire	изисквана	nécessaire	изисквам	ADJ;MASC;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
nécessaire	необходимо	nécessaire	необходимо	ADJ;MASC;SG	ADV
nécessaire	необходими	nécessaire	необходим	ADJ;MASC;SG	ADJ;INDF;PL
règne	царува	règne	царувам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
règne	властва	règne	властвам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
suède	швеция	suède	швеция	N;FEM;SG	PROPN;INDF;FEM;SG
difficile	трудно	difficile	трудно	ADJ;MASC;SG	ADV
difficile	силно	difficile	силно	ADJ;MASC;SG	ADV
difficile	здраво	difficile	здраво	ADJ;MASC;SG	ADV
difficile	твърдо	difficile	твърдо	ADJ;MASC;SG	ADV
difficile	трудно	difficile	трудно	ADJ;MASC;SG	ADV
difficile	трудни	difficile	труден	ADJ;MASC;SG	ADJ;INDF;PL
inconnu	неизвестни	inconnu	неизвестен	ADJ;MASC;SG	ADJ;INDF;PL
inconnu	неизвестно	inconnu	неизвестен	ADJ;MASC;SG	ADV
inconnu	непознат	inconnu	непознат	ADJ;MASC;SG	N;INDF;MASC;SG
tom	том	tom	том	PROPN	PROPN;INDF;MASC;SG
cheval	кончета	cheval	конче	N;MASC;SG	N;INDF;NEUT;PL
cheval	коне	cheval	кон	N;MASC;SG	N;INDF;MASC;PL
cheval	конете	cheval	кон	N;MASC;SG	N;DEF;MASC;PL
débuts	дебют	début	дебют	N;MASC;PL	N;INDF;MASC;SG
milan	милано	milan	милано	PROPN	PROPN;INDF;MASC;SG
milan	милан	milan	милан	PROPN	PROPN;INDF;MASC;SG
milan	милано	milan	милано	PROPN	PROPN;INDF;MASC;SG
raymond	реймънд	raymond	реймънд	PROPN	PROPN;INDF;MASC;SG
communication	комуникации	communication	комуникация	N;FEM;SG	N;INDF;FEM;PL
petites	малка	petit	малък	ADJ;FEM;PL	ADJ;INDF;FEM;SG
petites	малък	petit	малък	ADJ;FEM;PL	ADJ;INDF;MASC;SG
petites	дребен	petit	дребен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
commun	общи	commun	общ	ADJ;MASC;SG	ADJ;INDF;PL
commun	чести	commun	честя-(се)	ADJ;MASC;SG	N;INDF;FEM;PL
jardin	градински	jardin	градински	N;MASC;SG	ADJ;INDF;MASC;SG
min	мин	minute	минута	N;MASC;SG	N;INDF;FEM;PL
min	min	minute	min	N;MASC;SG	PROPN;INDF;MASC;SG
avion	самолети	avion	самолет	N;MASC;SG	N;INDF;MASC;PL
internes	стажанти	interne	стажант	ADJ;MASC;PL	N;INDF;MASC;PL
internes	вътрешна	interne	вътрешен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
internes	вътрешно	interne	вътрешен	ADJ;MASC;PL	ADV
internes	вътрешен	interne	вътрешен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
portugal	португалия	portugal	португалия	ADJ;MASC;SG	PROPN;INDF;FEM;SG
vert	грийн	vert	грийн	ADJ;MASC;SG	PROPN;INDF;MASC;SG
vert	зелено	vert	зелено	ADJ;MASC;SG	ADV
vert	зелени	vert	зелен	ADJ;MASC;SG	ADJ;INDF;PL
strasbourg	страсбург	strasbourg	страсбург	PROPN	N;INDF;MASC;SG
personnel	лично	personnel	лично	N;MASC;SG	ADV
personnel	личен	personnel	личен	N;MASC;SG	ADJ;INDF;MASC;SG
personnel	лична	personnel	личен	N;MASC;SG	ADJ;INDF;FEM;SG
personnel	лични	personnel	личен	N;MASC;SG	ADJ;INDF;PL
personnel	персонален	personnel	персонален	N;MASC;SG	ADJ;INDF;MASC;SG
personnel	служители	personnel	служител	N;MASC;SG	N;INDF;MASC;PL
local	локално	local	локално	ADJ;MASC;SG	ADV
local	местно	local	местен	ADJ;MASC;SG	ADV
local	местни	local	местен	ADJ;MASC;SG	ADJ;INDF;PL
local	местен	local	местя-(се)	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
frank	франк	frank	франк	PROPN	PROPN;INDF;MASC;SG
olivier	оливър	olivier	оливър	PROPN	N;INDF;MASC;SG
olivier	оливие	olivier	оливие	PROPN	N;INDF;NEUT;SG
catherine	катрин	catherine	катрин	N;FEM;SG	PROPN;INDF;FEM;SG
inde	индия	inde	индия	PROPN	PROPN;INDF;FEM;SG
relation	взаимоотношения	relation	взаимоотношение	N;FEM;SG	N;INDF;NEUT;PL
relation	отношения	relation	отношение	N;FEM;SG	N;INDF;NEUT;PL
crée	създава	créer	създавам	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
crée	създаване	créer	създаване	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
crée	създайте	créer	създам	V;FEM;SG;PST;V.PTCP	V;PFV;IMP;PL;2;FIN
crée	създадени	créer	създам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
étudiants	студентка	étudiant	студентка	N;MASC;PL	N;INDF;FEM;SG
étudiants	ученик	étudiant	ученик	N;MASC;PL	N;INDF;MASC;SG
étudiants	ученичка	étudiant	ученичка	N;MASC;PL	N;INDF;FEM;SG
étudiants	студент	étudiant	студент	N;MASC;PL	N;INDF;MASC;SG
manque	липсващ	manque	липсвам	N;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
manque	изчезнал	manque	изчезна	N;MASC;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
manque	липсва	manque	липсвам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
manque	липсваща	manque	липсвам	N;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
manque	липсващи	manque	липсвам	N;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
manque	изчезнала	manque	изчезна	N;MASC;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
plein	пълни	plein	пълен	ADJ;MASC;SG	ADJ;INDF;PL
plein	пълно	plein	пълен	ADJ;MASC;SG	ADV
naturel	натурални	naturel	натурален	ADJ;MASC;SG	ADJ;INDF;PL
naturel	естествени	naturel	естествен	ADJ;MASC;SG	ADJ;INDF;PL
gérard	жерар	gérard	жерар	PROPN	N;INDF;MASC;SG
gérard	джерард	gérard	джерард	PROPN	N;INDF;MASC;SG
gérard	жерар	gérard	жерар	PROPN	N;INDF;MASC;SG
argument	аргументи	argument	аргумент	N;MASC;SG	N;INDF;MASC;PL
semaines	седмицата	semaine	седмица	N;FEM;PL	N;DEF;FEM;SG
semaines	седмица	semaine	седмица	N;FEM;PL	N;INDF;FEM;SG
familles	семейство	famille	семейство	N;FEM;PL	N;INDF;NEUT;SG
familles	семейството	famille	семейство	N;FEM;PL	N;DEF;NEUT;SG
appelle	повикване	appeler	повикване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
appelle	обаждане	appeler	обаждане	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
dramatique	драмата	dramatique	драма	ADJ;MASC;SG	N;DEF;FEM;SG
dramatique	драма	dramatique	драма	ADJ;MASC;SG	N;INDF;FEM;SG
dramatique	драматично	dramatique	драматично	ADJ;MASC;SG	ADV
dramatique	драматични	dramatique	драматичен	ADJ;MASC;SG	ADJ;INDF;PL
extérieur	отвън	extérieur	отвън	N;MASC;SG	ADV
extérieur	навън	extérieur	навън	N;MASC;SG	ADV
extérieur	открито	extérieur	открито	N;MASC;SG	ADV
extérieur	външен	extérieur	външен	N;MASC;SG	ADJ;INDF;MASC;SG
extérieur	външна	extérieur	външен	N;MASC;SG	ADJ;INDF;FEM;SG
extérieur	външно	extérieur	външен	N;MASC;SG	ADV
extérieur	външни	extérieur	външен	N;MASC;SG	ADJ;INDF;PL
extérieur	външен	extérieur	външен	N;MASC;SG	ADJ;INDF;MASC;SG
extérieur	външно	extérieur	външен	N;MASC;SG	ADV
restauration	кетъринг	restauration	кетъринг	N;FEM;SG	N;INDF;MASC;PL
draft	чернова	draft	чернова	PROPN	N;INDF;FEM;SG
médecine	лекарства	médecine	лекарство	N;FEM;SG	N;INDF;NEUT;PL
marne	марн	marne	марн	N;FEM;SG	PROPN;INDF;MASC;SG
régional	регионално	régional	регионален	ADJ;MASC;SG	ADV
régional	регионални	régional	регионален	ADJ;MASC;SG	ADJ;INDF;PL
littéraire	литературни	littéraire	литературен	ADJ;MASC;SG	ADJ;INDF;PL
littéraire	littéraire	littéraire	littéraire	ADJ;MASC;SG	PROPN;INDF;MASC;SG
arrêté	арестувани	arrêter	арестувам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
tradition	традиции	tradition	традиция	N;FEM;SG	N;INDF;FEM;PL
connaissance	позната	connaissance	познат	N;FEM;SG	ADJ;INDF;FEM;SG
connaissance	познати	connaissance	познат	N;FEM;SG	ADJ;INDF;PL
connaissance	знания	connaissance	знание	N;FEM;SG	N;INDF;NEUT;PL
connaissance	познания	connaissance	познание	N;FEM;SG	N;INDF;NEUT;PL
étoile	звезден	étoile	звезден	N;FEM;SG	ADJ;INDF;MASC;SG
marche	вървя	marche	вървя	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
marche	пеша	marche	пеша	N;FEM;SG	ADV
jaune	жълто	jaune	жълт	ADJ;MASC;SG	ADV
jaune	жълти	jaune	жълт	ADJ;MASC;SG	ADJ;INDF;PL
jaune	жълт	jaune	жълт	ADJ;MASC;SG	N;INDF;MASC;SG
serbie	сърбия	serbier	сърбия	PROPN	PROPN;INDF;FEM;SG
permettent	позволете	permettre	позволя-(си)	V;IND;PL;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
permettent	позволи	permettre	позволя-(си)	V;IND;PL;3;PRS;FIN	V;PFV;IMP;SG;2;PST;FIN
telle	такава	tel	такъв	ADJ;FEM;SG	DET;FEM;SG
telle	такива	tel	такъв	ADJ;FEM;SG	DET;PL
telle	такова	tel	такъв	ADJ;FEM;SG	DET;NEUT;SG
telle	такъв	tel	такъв	ADJ;FEM;SG	DET;MASC;SG
masse	масов	masse	масов	N;FEM;SG	ADJ;INDF;MASC;SG
masse	меса	masse	месо	N;FEM;SG	N;INDF;NEUT;PL
masse	масово	masse	масово	N;FEM;SG	ADV
tombe	фолс	tomber	фолс	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
tombe	гроб	tomber	гроб	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
tombe	гробница	tomber	гробница	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
tombe	гробницата	tomber	гробница	V;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
tombe	гроб	tomber	гроб	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
socialiste	социалист	socialiste	социалист	ADJ;MASC;SG	N;INDF;MASC;SG
vrai	истинско	vrai	истински	ADJ;MASC;SG	ADV
vrai	реал	vrai	реал	ADJ;MASC;SG	PROPN;INDF;MASC;SG
vrai	реално	vrai	реално	ADJ;MASC;SG	ADV
vrai	истина	vrai	истина	ADJ;MASC;SG	N;INDF;FEM;SG
vrai	верни	vrai	верен	ADJ;MASC;SG	ADJ;INDF;PL
vrai	вярно	vrai	верен	ADJ;MASC;SG	ADV
armées	армии	armer	армия	V;FEM;PL;PST;V.PTCP	N;INDF;FEM;PL
armées	въоръжен	armer	въоръжа	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
armées	въоръжена	armer	въоръжа	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
arabe	арабин	arabe	арабин	ADJ;MASC;SG	N;INDF;MASC;SG
acte	act	acte	act	N;MASC;SG	PROPN;INDF;MASC;SG
live	живи	live	жив	PROPN	ADJ;INDF;PL
live	жива	live	жив	PROPN	ADJ;INDF;FEM;SG
live	live	live	live	PROPN	ADJ
live	жив	live	жив	PROPN	ADJ;INDF;MASC;SG
live	живей	live	живей	PROPN	V;IPFV;IMP;SG;2;FIN
grèce	grèce	grèce	grèce	N;FEM;SG	PROPN;INDF;MASC;SG
grèce	гърция	grèce	гърция	N;FEM;SG	PROPN;INDF;FEM;SG
santa	санта	santa	санта	PROPN	N;INDF;FEM;SG
civile	гражданско	civil	граждански	ADJ;FEM;SG	ADV
civile	цивилни	civil	цивилен	ADJ;FEM;SG	ADJ;INDF;PL
décrit	описва	décrire	описвам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
décrit	описани	décrire	опиша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
anglaise	bulgarian	anglais	bulgarian	ADJ;FEM;SG	N;INDF;MASC;SG
anglaise	англичани	anglais	англичанин	ADJ;FEM;SG	N;INDF;MASC;PL
écosse	шотландия	écosse	шотландия	PROPN	N;INDF;FEM;SG
héros	героите	héros	герой	N;MASC;SG	N;DEF;MASC;PL
héros	герои	héros	герой	N;MASC;SG	N;INDF;MASC;PL
reprend	резюмета	reprendre	резюмет	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
permis	разрешителното	permettre	разрешително	V;MASC;SG;PST;V.PTCP	N;DEF;NEUT;SG
permis	разрешително	permettre	разрешително	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
permis	разрешение	permettre	разрешение	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
permis	лиценз	permettre	лиценз	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
permis	лицензия	permettre	лицензия	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;SG
permis	лиценз	permettre	лиценз	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
permis	книжка	permettre	книжка	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;SG
permis	книжката	permettre	книжка	V;MASC;SG;PST;V.PTCP	N;DEF;FEM;SG
permis	разрешителни	permettre	разрешителен	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;PL
permis	разрешения	permettre	разрешение	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;PL
nantes	нант	nant	нант	PROPN	PROPN;INDF;MASC;SG
midi	пладне	midi	пладна	N;MASC;SG	ADV
midi	пладне	midi	пладна	N;MASC;SG	ADV
midi	миди	midi	мида	N;MASC;SG	N;INDF;FEM;PL
midi	midi	midi	midi	N;MASC;SG	PROPN;INDF;MASC;SG
aura	аурата	avoir	аура	V;IND;SG;3;FUT;FIN	N;DEF;FEM;SG
aura	аура	avoir	аура	V;IND;SG;3;FUT;FIN	N;INDF;FEM;SG
pdf	pdf	pdf	pdf	N;MASC;SG	INTJ
ciel	раят	ciel	рай	N;MASC;SG	ADV
anti	анти	anti	анти	N;MASC;SG	ADV
occidentale	запад	occidental	запад	ADJ;FEM;SG	N;INDF;MASC;SG
occidentale	западно	occidental	западно	ADJ;FEM;SG	ADV
occidentale	западен	occidental	западя-(се)	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
occidentale	уест	occidental	уест	ADJ;FEM;SG	PROPN;INDF;MASC;SG
occidentale	западни	occidental	западен	ADJ;FEM;SG	ADJ;INDF;PL
occidentale	западен	occidental	западя-(се)	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
occidentale	западните	occidental	западен	ADJ;FEM;SG	ADJ;DEF;PL
occidentale	уестърн	occidental	уестърн	ADJ;FEM;SG	N;INDF;MASC;SG
occidentale	western	occidental	western	ADJ;FEM;SG	N;INDF;MASC;SG
rurale	селско	rural	селски	ADJ;FEM;SG	ADV
maladie	заболявания	maladie	заболяване	N;FEM;SG	N;INDF;NEUT;PL
maladie	болести	maladie	болест	N;FEM;SG	N;INDF;FEM;PL
maladie	болести	maladie	болест	N;FEM;SG	N;INDF;FEM;PL
maladie	заболявания	maladie	заболяване	N;FEM;SG	N;INDF;NEUT;PL
king	крал	king	крал	PROPN	N;INDF;MASC;SG
king	кинг	king	кинг	PROPN	N;INDF;MASC;SG
king	кралят	king	крал	PROPN	N;DEF;MASC;SG
king	цар	king	цар	PROPN	N;INDF;MASC;SG
king	краля	king	крал	PROPN	N;DEF;MASC;SG
autorité	правомощия	autorité	правомощие	N;FEM;SG	N;INDF;NEUT;PL
portant	носещи	porter	нося-(се)	V;PRS;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
portant	носеща	porter	нося-(се)	V;PRS;V.PTCP	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
officielle	официално	officiel	официално	ADJ;FEM;SG	ADV
futur	бъдеще	futur	бъдеще	ADJ;MASC;SG	N;INDF;NEUT;SG
futur	бъдещи	futur	бъдещ	ADJ;MASC;SG	ADJ;INDF;PL
futur	бъдещето	futur	бъдеще	ADJ;MASC;SG	N;DEF;NEUT;SG
objectif	обективна	objectif	обективен	N;MASC;SG	ADJ;INDF;FEM;SG
objectif	обективни	objectif	обективен	N;MASC;SG	ADJ;INDF;PL
objectif	обективен	objectif	обективен	N;MASC;SG	ADJ;INDF;MASC;SG
objectif	лещи	objectif	лещя	N;MASC;SG	ADJ;INDF;PL
objectif	целева	objectif	целев	N;MASC;SG	ADJ;INDF;FEM;SG
objectif	мишена	objectif	мишен	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
cap	кабо	cap	кабо	N;MASC;SG	PROPN;SG
cap	наметало	cap	наметало	N;MASC;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
ingénieur	инженери	ingénieur	инженер	N;MASC;SG	N;INDF;MASC;PL
irlande	ирландия	irlande	ирландия	N;MASC;SG	PROPN;INDF;FEM;SG
hongrie	унгария	hongrie	унгария	ADJ;FEM;SG	PROPN;INDF;FEM;SG
peine	наказателни	peine	наказателен	N;FEM;SG	ADJ;INDF;PL
peine	наказателен	peine	наказателен	N;FEM;SG	ADJ;INDF;MASC;SG
peine	болки	peine	болка	N;FEM;SG	N;INDF;FEM;PL
britanniques	британско	britannique	британски	ADJ;MASC;PL	ADV
britanniques	британци	britannique	британец	ADJ;MASC;PL	N;INDF;MASC;PL
britanniques	британска	britannique	британски	ADJ;MASC;PL	ADJ;INDF;FEM;SG
britanniques	британец	britannique	британец	ADJ;MASC;PL	N;INDF;MASC;SG
britanniques	британски	britannique	британски	ADJ;MASC;PL	ADJ;INDF;MASC;SG
importants	важно	important	важно	ADJ;MASC;PL	ADV
importants	важен	important	важен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
importants	важна	important	важен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
yves	ив	yve	ив	PROPN	PROPN;INDF;FEM;SG
yves	станли	yve	стана	PROPN	N;INDF;MASC;SG
yves	стенли	yve	стенл	PROPN	N;INDF;MASC;SG
crise	кризи	crise	криза	N;FEM;SG	N;INDF;FEM;PL
madrid	мадрид	madrid	мадрид	PROPN	PROPN;INDF;MASC;SG
cordialement	мерси	cordialement	мерся	ADV	V;IPFV;IMP;SG;2;FIN
cordialement	благодаря	cordialement	благодаря	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
utilisés	използвано	utiliser	използвам	V;MASC;PL;PST;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
utilisés	използван	utiliser	използвам	V;MASC;PL;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
utilisés	използвана	utiliser	използвам	V;MASC;PL;PST;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
responsable	отговорни	responsable	отговорен	ADJ;MASC;SG	ADJ;INDF;PL
responsable	отговорно	responsable	отговорно	ADJ;MASC;SG	ADV
responsable	поддръжка	responsable	поддръжка	ADJ;MASC;SG	N;INDF;FEM;SG
japonaise	японско	japonais	японски	ADJ;FEM;SG	ADV
japonaise	японци	japonais	японец	ADJ;FEM;SG	N;INDF;MASC;PL
japonaise	японец	japonais	японец	ADJ;FEM;SG	N;INDF;MASC;SG
banque	банкови	banque	банков	N;FEM;SG	ADJ;INDF;PL
banque	bank	banque	bank	N;FEM;SG	PROPN;INDF;FEM;SG
décédé	починали	décéder	почина-(си)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
décédé	покойник	décéder	покойник	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
danse	танци	danse	танци	N;FEM;SG	N;INDF;MASC;PL
danse	танцувай	danse	танцувам	N;FEM;SG	V;IPFV;IMP;SG;2;FIN
danse	танци	danse	танци	N;FEM;SG	N;INDF;MASC;PL
danse	танцуващи	danse	танцувам	N;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
genève	genève	genève	genève	ADJ;FEM;SG	PROPN;INDF;MASC;SG
genève	женева	genève	женева	ADJ;FEM;SG	PROPN;INDF;FEM;SG
développé	развит	développer	развит-(се)	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
développé	разработени	développer	разработя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
développé	развитите	développer	развия-(се)	V;MASC;SG;PST;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
remplacé	заместени	remplacer	заместя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
remplacé	сменени	remplacer	сменя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
critiques	критиката	critique	критика	N;MASC;PL	N;DEF;FEM;SG
critiques	критика	critique	критика	N;MASC;PL	N;INDF;FEM;SG
critiques	критичен	critique	критичен	N;MASC;PL	ADJ;INDF;MASC;SG
critiques	критично	critique	критично	N;MASC;PL	ADV
critiques	критична	critique	критичен	N;MASC;PL	ADJ;INDF;FEM;SG
critiques	критични	critique	критичен	N;MASC;PL	ADJ;INDF;PL
argentine	аржентина	argentin	аржентина	ADJ;FEM;SG	N;INDF;FEM;SG
argentine	аржентина	argentin	аржентина	ADJ;FEM;SG	N;INDF;FEM;SG
écriture	пиша	écriture	пиша	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
