panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
budowanie	بڑھانا	budować	بڑھا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;NFIN;ACT
budowanie	بھٹی	budować	بھٹی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
budowanie	ہاڑ	budować	ہاڑ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
budowanie	جوڑنا	budować	جوڑ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;NFIN;ACT
budowanie	بڑھانا	budować	بڑھا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;NFIN;ACT
budowanie	بھٹی	budować	بھٹی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
budowanie	ہاڑ	budować	ہاڑ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
budowanie	بنانا	budować	بنا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;NFIN;ACT
aktualności	طعام.	aktualność	طعام.	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
aktualności	کھانا	aktualność	کھا	N;ACC;FEM;PL	V;MASC;SG;NFIN;ACT
aktualności	کھلانا.	aktualność	کھلاناؤ	N;ACC;FEM;PL	V;MASC;SG;V.PTCP;ACT
aktualności	سبزہ.	aktualność	سبزہ.	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
aktualności	اگانا.	aktualność	اگانا.	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
aktualności	چراگاہ	aktualność	چراگاہ	N;ACC;FEM;PL	V;MASC;SG;3;ACT
aktualności	پروسنا.	aktualność	پروسنا.	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
aktualności	اطلاع	aktualność	اطلاع	N;ACC;FEM;PL	N;NOM;FEM;SG;3
płomień	(	płomień	(	N;NOM;MASC;SG	
płomień	out	płomień	out	N;NOM;MASC;SG	
płomień	چمکنا	płomień	چمک	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
płomień	forth	płomień	forth	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
płomień	(	płomień	(	N;NOM;MASC;SG	
płomień	out	płomień	out	N;NOM;MASC;SG	
płomień	چمکنا	płomień	چمک	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
płomień	لپٹ	płomień	لپٹ	N;NOM;MASC;SG	V;ACT
płomień	forth	płomień	forth	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mercy	ترس	merce	ترس		V;ACT
mercy	رحم	merce	رحم		N;NOM;MASC;SG;3
mercy	ترس	merce	ترس		V;ACT
creative	مخترع	creativ	مخترع		PROPN;NOM;MASC;SG;3
creative	موجد	creativ	موجد		N;NOM;MASC;SG;3
asa	بہترین.	asa	بہترین.		PROPN;NOM;MASC;SG;3
asa	اعلیٰ	asa	اعلیٰ		ADJ
asa	افضل	asa	افضل		ADJ
asa	اکا	asa	اکا		N;NOM;MASC;SG;3
epic	عظیم	epic	عظیم		PROPN;NOM;MASC;SG;3
epic	بہادرانہ.	epic	بہادرانہ.		ADJ
epic	زبردست	epic	زبردست		ADJ
epic	عظیم	epic	عظیم		PROPN;NOM;MASC;SG;3
epic	بہادرانہ.	epic	بہادرانہ.		ADJ
epic	زبردست	epic	زبردست		ADJ
epic	رزمیہ	epic	رزمیہ		PROPN;NOM;MASC;SG;3
pośrednia	پنہاں	pośredniać	پنہاں	ADJ;NOM;FEM;SG	
pośrednia	زمانہ	pośredniać	زمانہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
pośrednia	وسطی.	pośredniać	وسطی.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wydzielanie	اخفا	wydzielać	اخفا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wydzielanie	پوشیدگی	wydzielać	پوشیدگی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przyjdzie	رسیدگی.	przyjść	رسیدگی.	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
przyjdzie	آمد	przyjść	آمد	V;PFV;IND;SG;3;FUT;FIN;ACT	N;NOM;MASC;SG;3
przyjdzie	اگلا	przyjść	اگلا	V;PFV;IND;SG;3;FUT;FIN;ACT	
przyjdzie	رسیدگی.	przyjść	رسیدگی.	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
przyjdzie	آمد	przyjść	آمد	V;PFV;IND;SG;3;FUT;FIN;ACT	N;NOM;MASC;SG;3
duchowym	شائستہ	duchowy	شائستہ	ADJ;INS;MASC;SG	PROPN;NOM;MASC;SG;3
duchowym	حسّاس	duchowy	حسّاس	ADJ;INS;MASC;SG	PROPN;NOM;MASC;SG;3
duchowym	وہبی.	duchowy	وہبی.	ADJ;INS;MASC;SG	PROPN;NOM;MASC;SG;3
duchowym	قلبی	duchowy	قلبی	ADJ;INS;MASC;SG	PROPN;NOM;MASC;SG;3
duchowym	مقدّس	duchowy	مقدل	ADJ;INS;MASC;SG	PROPN;NOM;MASC;SG;3
precyzyjnie	مماثل	precyzyjnie	مماثل	ADV	ADJ
precyzyjnie	ویساہی.	precyzyjnie	ویساہی.	ADV	PROPN;NOM;MASC;SG;3
oddechowych	تنفسی	oddechowy	تنفسی	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
vocal	نطقی	vocal	نطقی		PROPN;NOM;MASC;SG;3
vocal	زبانی	vocal	زبانی		ADJ
vocal	صوتی	vocal	صوتی		ADJ
żelazo	آہنی.	żelazo	آہنی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
żelazo	سخت	żelazo	سخت	N;NOM;NEUT;SG	ADJ
żelazo	لوہا	żelazo	لوہا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
żelazo	ٹانک	żelazo	ٹانک	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
facet	نفر.	facet	نفر.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
facet	کسنا.	facet	کسنا.	N;NOM;MASC;SG	
krzyk	ّچلانا	krzyk	لچلا	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
krzyk	آوازہ	krzyk	آوازہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
krzyk	چیخنا	krzyk	چیخنا	N;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
krzyk	چیخ	krzyk	چیخ	N;NOM;MASC;SG	V;ACT
krzyk	پکار	krzyk	پکار	N;NOM;MASC;SG	V;SG;ACT
krzyk	چلّانا	krzyk	چلّانا	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
krzyk	چیخنا	krzyk	چیخنا	N;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
specyfikacja	تصریح.	specyfikacja	تصریح.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
rewolucyjny	انقلابی.	rewolucyjny	انقلابی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
złodziej	سارق	złodziej	سارق	N;NOM;MASC;SG	
złodziej	دزد.	złodziej	دزد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
złodziej	اچکا	złodziej	اچکا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
złodziej	سارق	złodziej	سارق	N;NOM;MASC;SG	
złodziej	دزد.	złodziej	دزد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
złodziej	اچکا	złodziej	اچکا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
złodziej	چور	złodziej	چور	N;NOM;MASC;SG	V;ACT
kradzież	سرقہ.	kradzież	سرقہ.		PROPN;NOM;MASC;SG;3
kradzież	چوری	kradzież	چوری		N;NOM;FEM;SG;3
kradzież	سرقہ.	kradzież	سرقہ.		PROPN;NOM;MASC;SG;3
wiarygodność	معتبر	wiarygodność	معتبر	N;NOM;FEM;SG	ADJ
kapral	جسمانی	kapral	جسمانی	N;NOM;MASC;SG	ADJ
samotny	واماندہ.	samotny	واماندہ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	تنہا	samotny	تنہا	ADJ;NOM;MASC;SG	
samotny	مہجور	samotny	مہجور	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
samotny	سونی	samotny	سو	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	غمگین.	samotny	غمگین.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	مہجور	samotny	مہجور	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
samotny	اکیلا	samotny	اکیلا	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
samotny	سونی	samotny	سو	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	غمگین.	samotny	غمگین.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	سونی	samotny	سو	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
samotny	مہجور	samotny	مہجور	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
symbolika	علامتیت.	symbolik	علامتیت.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
symbolika	علامتیت.	symbolik	علامتیت.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
członkowskie	عضو.	członkowski	عضو.	ADJ;NOM;NEUT;SG	
członkowskie	ضلع.	członkowski	ضلع.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
członkowskie	ٹکڑا	członkowski	ٹکڑا	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
cios	نفخ	cios	نفخ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cios	پھونکنا	cios	پھونکنا	N;NOM;MASC;SG	PROPN;ACC;MASC;SG;3
cios	ضرب.	cios	ضرب.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cios	دھونکنا.	cios	دھونکنا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cios	ساز	cios	ساز	N;NOM;MASC;SG	ADJ
cios	پھوٹنا	cios	پھوٹ	N;NOM;MASC;SG	V;NFIN;ACT
cios	ٹھوکنا.	cios	ٹھوکنان	N;NOM;MASC;SG	
potwierdzona	محکم	potwierdzić	محکم	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
potwierdzona	پکا	potwierdzić	پک	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
store	پُرکرنا.	stór	پُرکرنا.		ADJ
store	معلومات	stór	معلومات		N;NOM;MASC;PL;3
store	گودام.	stór	گودام.		PROPN;NOM;MASC;SG;3
store	پُرکرنا.	stór	پُرکرنا.		ADJ
store	معلومات	stór	معلومات		N;NOM;MASC;PL;3
store	ذخیرہ	stór	ذخیرہ		N;NOM;MASC;SG;3
store	گودام.	stór	گودام.		PROPN;NOM;MASC;SG;3
mity	اسطور	mit	اسطور	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
igły	بپھراہٹ	igły	بپھراہٹ	N;ACC;FEM;PL	
igły	اڑواڑ	igły	اڑواڑ	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	بننا	igły	بن	N;ACC;FEM;PL	V;MASC;SG;NFIN;ACT
igły	سینا	igły	سینا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	چھیدنا	igły	چھید	N;ACC;FEM;PL	V;SG;ACT
igły	پینا	igły	پی	N;ACC;FEM;PL	N;NOM;MASC;SG;3
igły	بھڑکانا	igły	بھڑکانا	N;ACC;FEM;PL	V;MASC;SG;NFIN;ACT
igły	تکلا	igły	تکلا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	گھنٹے	igły	گھنٹہ	N;ACC;FEM;PL	N;NOM;MASC;PL;3
igły	کروشیا.	igły	کروشیاؤ	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	سنبا	igły	سنبا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	بپھراہٹ	igły	بپھراہٹ	N;ACC;FEM;PL	
igły	اڑواڑ	igły	اڑواڑ	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	بننا	igły	بن	N;ACC;FEM;PL	V;MASC;SG;NFIN;ACT
igły	سینا	igły	سینا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	چھیدنا	igły	چھید	N;ACC;FEM;PL	V;SG;ACT
igły	پینا	igły	پی	N;ACC;FEM;PL	N;NOM;MASC;SG;3
igły	بھڑکانا	igły	بھڑکانا	N;ACC;FEM;PL	V;MASC;SG;NFIN;ACT
igły	تکلا	igły	تکلا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	گھنٹے	igły	گھنٹہ	N;ACC;FEM;PL	N;NOM;MASC;PL;3
igły	کروشیا.	igły	کروشیاؤ	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
igły	سوزن	igły	سوزن	N;ACC;FEM;PL	N;NOM;MASC;SG;3
igły	سنبا	igły	سنبا	N;ACC;FEM;PL	PROPN;NOM;MASC;SG;3
równoległych	تقابل.	równoległy	تقابل.	ADJ;GEN;MASC;PL	
równoległych	موازنہ	równoległy	موازنہ	ADJ;GEN;MASC;PL	N;NOM;MASC;SG;3
tarcze	بچانا	tarczyć	بچا	N;NOM;FEM;PL	V;MASC;SG;NFIN;ACT
iris	عینیہ.	iris	عینیہ.		PROPN;NOM;MASC;SG;3
iris	سوسنی.	iris	سوسنی.		PROPN;NOM;MASC;SG;3
niemy	بندشہ	niemy	بندشہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niemy	بندشہ	niemy	بندشہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niemy	خاموش	niemy	خاموش	N;NOM;MASC;SG	ADJ
pozbawienie	چھیننے	pozbawić	چھین	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;ACC;NFIN
krzywe	ناہموار	krzywy	ناہموار		ADJ
krzywe	ٹیڑھا	krzywy	ٹیڑھا		V;PFV;MASC;SG;V.PTCP;ACT
krzywe	ناہموار	krzywy	ناہموار		ADJ
winny	مجرم	winny	مجرم		N;NOM;MASC;SG;3
pacyfik	شانت.	pacyfik	شانت.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ciągłości	تسلسل	ciągłość	تسلسل	N;GEN;FEM;SG	N;NOM;MASC;SG;3
proporcji	سائز	proporcja	سائز	N;GEN;FEM;SG	N;NOM;MASC;SG;3
proporcji	ضخامت.	proporcja	ضخامت.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
amunicję	شیل	amunicja	شیل	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
tendencja	جھکائو	tendencja	جھکائو	N;NOM;FEM;SG	
tendencja	جھکنا	tendencja	جھک	N;NOM;FEM;SG	V;SG;NFIN;ACT
wyjątkowe	استثنائی.	wyjątkowy	استثنائی.	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjątkowe	نمایاں.	wyjątkowy	نمایاں.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
secesji	افتراق	secesja	افتراق	N;GEN;FEM;SG	N;NOM;MASC;SG;3
wjazd	آمد.	wjazd	آمد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wjazd	محظوظ	wjazd	محظوظ	N;NOM;MASC;SG	ADJ
wjazd	آمد.	wjazd	آمد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wjazd	محظوظ	wjazd	محظوظ	N;NOM;MASC;SG	ADJ
lęk	ناگواری	lęk	ناگواری	N;NOM;MASC;SG	ADJ
lęk	دھڑکا	lęk	دھڑکا	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
lęk	ناگواری	lęk	ناگواری	N;NOM;MASC;SG	ADJ
lęk	تشویش.	lęk	تشویش.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gale	طوفان.	gala	طوفان.		ADJ
napraw	باندھنا	napraw	باندھنا		V;NFIN;ACT
napraw	ٹانگنا	napraw	ٹانگنا		PROPN;NOM;MASC;SG;3
napraw	شکنجہ	napraw	شکنجہ		N;NOM;MASC;SG;3
napraw	ٹھونکنا	napraw	ٹھونکنا		V;SG;NFIN;ACT
napraw	رشوت.	napraw	رشوت.		PROPN;NOM;MASC;SG;3
napraw	باندھنا	napraw	باندھنا		V;NFIN;ACT
napraw	ٹانگنا	napraw	ٹانگنا		PROPN;NOM;MASC;SG;3
napraw	ٹھہرانا	napraw	ٹھہرانا		V;MASC;SG;NFIN;ACT
napraw	شکنجہ	napraw	شکنجہ		N;NOM;MASC;SG;3
napraw	ٹھونکنا	napraw	ٹھونکنا		V;SG;NFIN;ACT
napraw	جمانا	napraw	جمانا		V;PFV;MASC;SG;V.PTCP;ACT
napraw	رشوت.	napraw	رشوت.		PROPN;NOM;MASC;SG;3
zanik	فاقے	zanik	فاقے	V;IPFV;IND;SG;PRS;FIN;ACT	
zanik	انحطاط.	zanik	انحطاط.	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
zanik	گُھلنا	zanik	گھھل	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
niedobór	نقص.	niedobór	نقص.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niedobór	قلّت	niedobór	قلّت	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niedobór	نقص.	niedobór	نقص.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niedobór	قلّت	niedobór	قلّت	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niedobór	کسر.	niedobór	کسر.	N;NOM;MASC;SG	
niedobór	کسر.	niedobór	کسر.	N;NOM;MASC;SG	
niedobór	(	niedobór	(	N;NOM;MASC;SG	
niedobór	توڑا	niedobór	توڑا	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
niedobór	(	niedobór	(	N;NOM;MASC;SG	
potomek	حاصل.	potomek	حاصل.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
potomek	ذرّیات.	potomek	ذرّیات.	N;NOM;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
sera	بیزار	sera	بیزار		ADJ
wada	درز	wada	درز	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wada	بگاڑنا	wada	بگاڑ	N;NOM;FEM;SG	V;NFIN;ACT
wada	کسر.	wada	کسر.	N;NOM;FEM;SG	
wada	دھبّا	wada	دھبّا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wada	داغ.	wada	داغ.	N;NOM;FEM;SG	
wada	کسر.	wada	کسر.	N;NOM;FEM;SG	
wada	دھبّا	wada	دھبّا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wada	داغ.	wada	داغ.	N;NOM;FEM;SG	
zerwania	انتشار	zerwanie	انتشار		N;NOM;MASC;SG;3
zerwania	انتشار	zerwanie	انتشار		N;NOM;MASC;SG;3
zerwania	خاتمہ	zerwanie	خاتمہ		N;NOM;MASC;SG;3
lower	نچلا	lower	نچل	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
lower	گرانا.	lower	گرانا.	N;NOM;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
lower	ادنٰی.	lower	ادنٰی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lower	گھٹانا.	lower	گھٹانا.	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
lower	تقلیل	lower	تقلیل	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lower	نچلا	lower	نچل	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
lower	زیریں	lower	زیر	N;NOM;MASC;SG	ADJ
lower	اُتارنا	lower	اُتار	N;NOM;MASC;SG	V;NFIN;ACT
lower	گرانا.	lower	گرانا.	N;NOM;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
lower	ادنٰی.	lower	ادنٰی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lower	گھٹانا.	lower	گھٹانا.	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
lower	تقلیل	lower	تقلیل	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ciągłego	مسلسل	ciągły	مسلسل	ADJ;ACC;MASC;SG	ADV
ciągłego	قواعد	ciągły	قواعد	ADJ;ACC;MASC;SG	N;NOM;MASC;SG;3
wiejski	دیہی	wiejski	دیہی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
polegać	یقین	polegać	یقین	V;IPFV;NFIN;ACT	
porwanie	اغوا	porwać	اغوا	V;PFV;IND;PST;FIN;ACT	N;NOM;MASC;SG;3
gniewu	غضب.	gniew	غضب.	N;GEN;MASC;SG	
gniewu	قہر	gniew	قہر	N;GEN;MASC;SG	N;NOM;MASC;SG;3
gniewu	غضب.	gniew	غضب.	N;GEN;MASC;SG	
penny	دینار.	penny	دینار.		PROPN;NOM;MASC;SG;3
bębny	ڈھول	bębny	ڈھول	N;NOM;MASC;PL	N;NOM;MASC;SG;3
bębny	پاؤں	bębny	پاو	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
kobiece	نسائی	kobiece	نسائی		PROPN;NOM;MASC;SG;3
kobiece	زنانہ	kobiece	زنانہ		ADJ
kobiece	نسائی	kobiece	نسائی		PROPN;NOM;MASC;SG;3
krewni	اضافی	krewnić	اضافی	N;NOM;MASC;PL	ADJ
krewni	(	krewnić	(	N;NOM;MASC;PL	
krewni	بمطابق	krewnić	بمطابق	N;NOM;MASC;PL	ADP
krewni	متعلقہ	krewnić	متعلقہ	N;NOM;MASC;PL	ADJ
krewni	اضافی	krewnić	اضافی	N;NOM;MASC;PL	ADJ
krewni	عزیز	krewnić	عزیز	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
krewni	(	krewnić	(	N;NOM;MASC;PL	
krewni	بمطابق	krewnić	بمطابق	N;NOM;MASC;PL	ADP
krewni	متعلقہ	krewnić	متعلقہ	N;NOM;MASC;PL	ADJ
nóż	کٹاری	nóż	کٹاری	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nóż	دھار.	nóż	دھار.	N;NOM;MASC;SG	
nóż	چھری	nóż	چھری	N;NOM;MASC;SG	ADJ;FEM
przesłuchania	جرِح	przesłuchanie	جرِح	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	مُبّیضہ	sprawiedliwy	مُبّیضہ	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	حتمی.	sprawiedliwy	حتمی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	گورا	sprawiedliwy	گورا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	حسین	sprawiedliwy	حسین	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	حسینہ.	sprawiedliwy	حسینہ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sprawiedliwy	مہربان	sprawiedliwy	مہربان	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kaczor	دُبکنا	kaczor	دُبکنا	N;NOM;MASC;SG	V;SG;NFIN;ACT
kaczor	بچنا	kaczor	بچ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
kaczor	پیارے	kaczor	پیارا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
bieżące	خیال	bieżący	خیال	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
bieżące	لہر	bieżący	لہر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
bieżące	سمت	bieżący	سمت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
bieżące	افواہ	bieżący	افواہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
bieżące	لفظ	bieżący	لفظ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
bieżące	موج	bieżący	موج	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
rozszerzyć	افزوں	rozszerzyć	افزہ	V;PFV;NFIN;ACT	N;ACC;MASC;PL;3
rozszerzyć	بیش	rozszerzyć	بیش	V;PFV;NFIN;ACT	
rozszerzyć	جسامت	rozszerzyć	جسامت	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
rozszerzyć	پھیلانا.	rozszerzyć	پھیلانا.	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
impuls	اُکساہٹ.	impuls	اُکساہٹ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	دھکا	impuls	دھکا	N;NOM;MASC;SG	V;ACT
impuls	موج.	impuls	موج.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	ترنگ	impuls	ترنگ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	صدمہ.	impuls	صدمہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	ٹہوکا	impuls	ٹہوکا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	تحرّک	impuls	تحرّک	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	دھڑکنا.	impuls	دھڑکنا.	N;NOM;MASC;SG	
impuls	لہر.	impuls	لہر.	N;NOM;MASC;SG	
impuls	موج.	impuls	موج.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
impuls	دالوں	impuls	دال	N;NOM;MASC;SG	N;ACC;MASC;PL;3
impuls	امنگ	impuls	امنگ	N;NOM;MASC;SG	
impuls	دال	impuls	دال	N;NOM;MASC;SG	V;MASC;SG;ACT
regulacja	حکم.	regulacja	حکم.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
chwilowo	عارضی	chwilowo	عارضی	ADV	ADJ
zamiana	نکیلی	zamiana	نکیلی	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
zamiana	ہلکی	zamiana	ہلکی	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM
zamiana	تبادل	zamiana	تبادل	V;IPFV;IND;SG;3;PRS;FIN;ACT	
zamiana	تقلیب.	zamiana	تقلیب.	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
przyszł	مستقبل	przyjść	مستقبل	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;MASC;SG;3
przyszł	شخص	przyjść	شخص	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;MASC;SG;3
odszkodowania	معافی.	odszkodowanie	معافی	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
odszkodowania	تلافی	odszkodowanie	تلافی	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
odszkodowania	تحفظ.	odszkodowanie	تحفظ.	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
odszkodowania	برأت	odszkodowanie	برأت	N;NOM;NEUT;PL	ADP
liść	برگ	liść	برگ		PROPN;NOM;MASC;SG;3
winna	مجرم	winny	مجرم	V;IPFV;FEM;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG;3
cichy	معلومات	cichy	معلومات	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
cichy	معلومات	cichy	معلومات	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
ogrzewanie	گرماؤ	ogrzewanie	گرماوا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
