خزان	tanka	خَزَّان	tanek	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ساوث	jug	سَاوث	jug		N;NOM;MASC;SG
ساوث	južna	سَاوث	južen		ADJ;NOM;FEM;SG
البطالة	brezposelnosti	بِطَالَة	brezposelnost	N;NOM;DEF;SG	N;GEN;FEM;SG
تجهيز	predelavo	تَجهِيز	predelava	N;NOM;INDF;SG	N;ACC;FEM;SG
الجلسة	sejo	جَلسَة	seja	N;NOM;DEF;SG	N;ACC;FEM;SG
الجلسة	zasedanju	جَلسَة	zasedanje	N;NOM;DEF;SG	N;DAT;NEUT;SG
الحريات	svoboščin	حُرِّيَّة	svoboščina	N;NOM;DEF;PL	N;GEN;FEM;PL
تغلب	ritem	تَغَلَّب	ritem	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
احداث	zgodb	حَدَث	zgodba	N;NOM;INDF;PL	N;GEN;FEM;PL
احداث	dogodke	حَدَث	dogodek	N;NOM;INDF;PL	N;ACC;MASC;PL
احداث	dogodkov	حَدَث	dogodek	N;NOM;INDF;PL	N;GEN;MASC;PL
ركوب	vožnjo	ركوب	vožnja	N;NOM;INDF;SG	N;ACC;FEM;SG
نمر	tiger	نمر	tiger		N;NOM;MASC;SG
نمر	leopard	نمر	leopard		N;NOM;MASC;SG
الخريف	jeseni	خَرِيف	jeseni	N;NOM;DEF;SG	ADV
الخريف	jesenski	خَرِيف	jesenski	N;NOM;DEF;SG	ADJ;NOM;DEF;MASC;SG
الخريف	padlo	خَرِيف	pasti	N;NOM;DEF;SG	V;PFV;NEUT;SG;V.PTCP
الخريف	padel	خَرِيف	pasti	N;NOM;DEF;SG	V;PFV;MASC;SG;V.PTCP
شمسية	dežnik	شَمسِيّ	dežnik	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
شمسية	sončne	شَمسِيّ	sončen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
النجار	tesar	نَجَّار	tasar		N;NOM;MASC;SG
النجار	carpenter	نَجَّار	carpenter		N;NOM;MASC;SG
النهج	pristopi	نَهج	pristop	N;NOM;DEF;SG	N;NOM;MASC;PL
النهج	prilet	نَهج	prilet	N;NOM;DEF;SG	
النهج	pristopi	نَهج	pristop	N;NOM;DEF;SG	N;NOM;MASC;PL
جامايكا	jamajke	جامايكا	jamajka		N;NOM;FEM;PL
جامايكا	jamajški	جامايكا	jamajški		ADJ;NOM;MASC;SG
روضة	vrtca	رَوضَة	vrtec	N;NOM;INDF;SG	N;GEN;MASC;SG
روضة	vrtcu	رَوضَة	vrtec	N;NOM;INDF;SG	N;DAT;MASC;SG
تدمر	uničiti	دَمَّر	uničiti		V;PFV;NFIN
تدمر	uniči	دَمَّر	uničiti		V;PFV;IND;SG;3;PRS;FIN
الكثيرون	mnogi	كَثِير	mnog	ADJ;NOM;DEF;MASC;PL	DET;NOM;MASC;PL
الكثيرون	veliko	كَثِير	veliko	ADJ;NOM;DEF;MASC;PL	DET
التوجهات	trende	تَوَجُّه	trend	N;NOM;DEF;PL	N;ACC;MASC;PL
تقاطع	križišču	تَقَاطُع	križišče	N;NOM;INDF;SG	N;DAT;NEUT;SG
نشيد	pohvaliti	نشيد	pohvaliti	N;NOM;INDF;SG	V;PFV;NFIN
نشيد	himno	نشيد	himna	N;NOM;INDF;SG	N;ACC;FEM;SG
تاريخيا	zgodovinsko	تَارِيخِيّ	zgodovinski	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
عنف	nasilen	عُنف	nasilen	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC;SG
عنف	nasilna	عُنف	nasilen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
عنف	nasilne	عُنف	nasilen	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
عنف	nasilni	عُنف	nasilen	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
عنف	nasilno	عُنف	nasilen	N;NOM;INDF;SG	ADV
شيد	lopo	شَاد	lop	V;PFV;MASC;SG;3;PASS	N;ACC;FEM;SG
وين	wayne	وين	wayen		PROPN;NOM;MASC;SG
وين	wen	وين	wen		
مستر	gospod	مَستَر	gospod		N;NOM;MASC;SG
تدهور	poslabšanja	تَدَهوُر	poslabšanje	N;NOM;INDF;SG	N;GEN;NEUT;SG
تدهور	razgradnjo	تَدَهوُر	razgradnja	N;NOM;INDF;SG	N;ACC;FEM;SG
تدهور	razgradnje	تَدَهوُر	razgradnja	N;NOM;INDF;SG	N;NOM;FEM;PL
الصراعات	navzkrižje	صِرَاع	navzkrižje	N;NOM;DEF;PL	N;NOM;NEUT;SG
الصراعات	spor	صِرَاع	spor	N;NOM;DEF;PL	N;NOM;MASC;SG
الصراعات	konflikt	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;MASC;SG
الصراعات	spopad	صِرَاع	spopad	N;NOM;DEF;PL	N;NOM;MASC;SG
بيانو	klavir	بيانو	klavir		N;NOM;MASC;SG
مسافات	razdalje	مَسَاف	razdalja	N;NOM;INDF;PL	N;NOM;FEM;SG
اخذ	slikano	أَخذ	slikan	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;V.PTCP
اخذ	jemanje	أَخذ	jemanje	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
اخذ	vzemite	أَخذ	vzeti	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;PL;2;FIN
اخذ	vzemi	أَخذ	vzeme	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;SG;2;FIN
سامة	strupena	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
سامة	strupeni	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
سامة	strupen	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC;SG
سامة	strupeno	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سامة	strupenih	سامة	strupen	N;NOM;INDF;SG	ADJ;GEN;MASC;PL
سامة	strupena	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
سامة	strupeni	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
سامة	strupen	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC;SG
سامة	strupeno	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سامة	strupene	سامة	strupen	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
واقعية	realistično	وَاقِعِيَّة	realistično	ADJ;NOM;INDF;FEM;SG	ADV
واقعية	realizem	وَاقِعِيَّة	realizem	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
النيتروجين	dušik	النيتروجين	dušik	N;NOM;DEF;DU	N;NOM;MASC;SG
النيتروجين	dušika	النيتروجين	dušik	N;NOM;DEF;DU	N;GEN;MASC;SG
زرقاء	modro	زَرِيق	moder	N;NOM;INDF;PL	ADV
زرقاء	modre	زَرِيق	moder	N;NOM;INDF;PL	ADJ;NOM;FEM;PL
زرقاء	modri	زَرِيق	moder	N;NOM;INDF;PL	ADJ;NOM;DEF;MASC;SG
زرقاء	modra	زَرِيق	moder	N;NOM;INDF;PL	ADJ;NOM;FEM;SG
الورد	vrtnice	وَرد	vrtnica	N;NOM;DEF;SG	N;NOM;FEM;PL
منطق	logiko	مَنطِق	logika	N;NOM;INDF;SG	N;ACC;FEM;SG
شحنة	pošiljko	شَحنَة	pošiljko	N;NOM;INDF;SG	N;ACC;FEM;SG
شحنة	pošiljko	شَحنَة	pošiljko	N;NOM;INDF;SG	N;ACC;FEM;SG
نشطة	dejavno	نَشَاط	dejavno	ADJ;NOM;INDF;FEM;SG	ADV
نشطة	aktivni	نَشَاط	aktiven	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
نشطة	aktivno	نَشَاط	aktivno	ADJ;NOM;INDF;FEM;SG	ADV
الفرص	priložnost	فُرصَة	priložnost	N;NOM;DEF;PL	N;NOM;FEM;SG
الفرص	priložnosti	فُرصَة	priložnost	N;NOM;DEF;PL	N;GEN;FEM;SG
الفولاذ	jekla	فُولَاذ	jeklo	N;NOM;DEF;SG	N;NOM;NEUT;PL
الفولاذ	jeklena	فُولَاذ	jeklen	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الفولاذ	jeklene	فُولَاذ	jeklen	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
الفولاذ	jekleni	فُولَاذ	jeklen	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الفولاذ	jekleno	فُولَاذ	jeklen	N;NOM;DEF;SG	ADV
سلمية	mirno	سِلمِيّ	mirno	ADJ;NOM;INDF;FEM;SG	ADV
سلمية	mirne	سِلمِيّ	miren	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
ترميم	obnovo	تَرمِيم	obnova	N;NOM;INDF;SG	N;ACC;FEM;SG
عيوب	pomanjkljivosti	عَيب	pomanjkljivost	N;NOM;INDF;SG	N;GEN;FEM;SG
عيوب	napake	عَيب	napaka	N;NOM;INDF;SG	N;NOM;FEM;PL
عيوب	nepopolnosti	عَيب	nepopolnost	N;NOM;INDF;SG	N;GEN;FEM;SG
الملاك	angelček	مَالِك	angelček	N;NOM;DEF;PL	N;NOM;MASC;SG
الملاك	angel	مَالِك	angel	N;NOM;DEF;PL	N;NOM;MASC;SG
العروس	nevesto	عَرس	nevesto	N;NOM;DEF;SG	N;ACC;FEM;SG
كابتن	stotnik	كابتن	stotnik		N;NOM;MASC;SG
كابتن	kapitan	كابتن	kapitan		N;NOM;MASC;SG
كوبنهاغن	københavnu	كُوبِنهَاغِن	krbenhaven		ADJ;DAT;MASC;SG
عارض	pregledovalnik	عَارَض	pregledovalnik		N;NOM;MASC;SG
عارض	model	عَارَض	model		N;NOM;MASC;SG
عارض	vzorec	عَارَض	vzorec		N;NOM;MASC;SG
عارض	maneken	عَارَض	maneken		N;NOM;MASC;SG
عارض	nasprotoval	عَارَض	nasprotovati		V;IPFV;MASC;SG;V.PTCP
بيكر	peka	بَيكِر	pek		N;NOM;MASC;SG
بيكر	baker	بَيكِر	baker		N;NOM;MASC;SG
بيكر	pek	بَيكِر	pek		N;NOM;MASC;SG
فلوريد	fluorid	فلوريد	fluorid		N;NOM;MASC;SG
ضريبة	davki	ضَرِيبَة	davek	N;NOM;INDF;SG	N;NOM;MASC;PL
ضريبة	davčna	ضَرِيبَة	davčen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ثانوي	sekundarno	ثَانَوِيّ	sekundaren	ADJ;NOM;INDF;MASC;SG	ADV
ثانوي	sekundarne	ثَانَوِيّ	sekundaren	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
جاذبية	privlačnosti	جَاذِبِيَّة	privlačnost	N;NOM;INDF;SG	N;GEN;FEM;SG
جاذبية	gravitacijo	جَاذِبِيَّة	gravitacija	N;NOM;INDF;SG	N;ACC;FEM;SG
غني	poj	غَنِّيّ	poj		ADV
غني	zapoj	غَنِّيّ	zapoj		N;NOM;MASC;SG
غني	bogato	غَنِّيّ	bogato		ADV
غني	bogati	غَنِّيّ	bogat		ADJ;NOM;MASC;PL
غني	rich	غَنِّيّ	rich		
غني	bogat	غَنِّيّ	bogat		ADJ;NOM;INDF;MASC;SG
غني	bogata	غَنِّيّ	bogat		ADJ;NOM;FEM;SG
سعادة	srečo	سَعَادَة	sreča	N;NOM;INDF;SG	N;ACC;FEM;SG
سعادة	sreče	سَعَادَة	sreča	N;NOM;INDF;SG	N;GEN;FEM;SG
شين	brado	شين	brada		N;ACC;FEM;SG
شين	chin	شين	chin		PROPN;NOM;MASC;SG
شين	brada	شين	brada		N;NOM;FEM;SG
شين	shin	شين	shin		
وارسو	varšavi	وارسو	varšava		PROPN;NOM;FEM;SG
ذكية	smart	ذَكِيّ	smart	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
الزيارة	obiščite	زِيَارَة	obiščiti	N;NOM;DEF;SG	V;PFV;IMP;PL;2;FIN
دوما	vedno	دَوم	vedno	N;ACC;INDF;SG	ADV
دوما	zmeraj	دَوم	zmeraj	N;ACC;INDF;SG	ADV
تنزانيا	tanzaniji	تنزانيا	tanzanija		N;DAT;FEM;SG
ميلر	miller	مِيلِر	miller		
البوب	pop	بُوب	pop		N;NOM;MASC;SG
بيتي	betty	بِيتِي	betty		PROPN;NOM;FEM;SG
دمرت	uničena	دَمَّر	uničen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;V.PTCP
دمرت	uničeni	دَمَّر	uničen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;MASC;PL;V.PTCP
دمرت	uničene	دَمَّر	uničen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;PL;V.PTCP
دمرت	uničen	دَمَّر	uničen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
دمرت	uničeno	دَمَّر	uničen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;V.PTCP
العلاجات	zdravljenja	عَلَاجَة	zdravljenje	N;NOM;DEF;PL	N;GEN;NEUT;SG
العلاجات	terapij	عَلَاجَة	terapje	N;NOM;DEF;PL	N;GEN;FEM;PL
سديم	meglica	سديم	meglica		N;NOM;FEM;SG
سديم	meglico	سديم	meglica		N;ACC;FEM;SG
لاوس	laosu	لَاوس	laos		N;DAT;MASC;SG
التراب	umazanijo	تُرَاب	umazanija	N;NOM;DEF;SG	N;ACC;FEM;SG
موثوقة	zanesljivi	مَوثُوق	zanesljiv	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
موثوقة	zanesljivo	مَوثُوق	zanesljivo	ADJ;NOM;INDF;FEM;SG	ADV
تجار	trgovcev	تَاجِر	trgovec	N;NOM;INDF;PL	N;GEN;MASC;PL
واجهت	soočen	وَاجَه	soočen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;MASC;SG
التوصيل	dostavo	تَوصِيل	dostava	N;NOM;DEF;SG	N;ACC;FEM;SG
التوصيل	dostavi	تَوصِيل	dostava	N;NOM;DEF;SG	V;PFV;IND;SG;3;PRS;FIN
بشري	človeško	بشري	človeški		ADJ;NOM;NEUT;SG
بشري	človeška	بشري	človeški		ADJ;NOM;FEM;SG
بشري	človeški	بشري	človeški		ADJ;NOM;MASC;SG
الرحالة	popotniki	رِحَالَة	popotnik	N;NOM;DEF;SG	N;NOM;MASC;PL
الرحالة	popotnika	رِحَالَة	popotnika	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
العلاجية	terapevtske	عِلَاجِيّ	terapaptski	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
العلاجية	terapevtski	عِلَاجِيّ	terapevtski	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;PL
ركاب	potnike	رَاكِب	potnik	N;NOM;INDF;PL	N;ACC;MASC;PL
رينيه	renee	رينيه	renen		PROPN;NOM;FEM;SG
الكهف	jamo	كَهف	jama	N;NOM;DEF;SG	N;ACC;FEM;SG
لينين	lenin	لِينِين	lenin		N;NOM;MASC;SG
حازم	trdno	حازم	trdno		ADV
معماري	arhitekta	مُعَمَّار	arhitekt	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
معماري	arhitekt	مُعَمَّار	arhitekt	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
معماري	arhitekturne	مُعَمَّار	arhitekturen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
الروك	skalo	رُوك	skala		N;ACC;FEM;SG
الروك	rock	رُوك	rock		N;NOM;MASC;SG
الروك	kamen	رُوك	kamen		N;NOM;MASC;SG
الروك	skala	رُوك	skala		N;NOM;FEM;SG
خشبية	leseni	خَشَبِيّ	lesen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
عانت	trpel	عَانَى	trpeti	V;PFV;FEM;SG;3;ACT	V;IPFV;MASC;SG;V.PTCP
عانت	trpela	عَانَى	trpeti	V;PFV;FEM;SG;3;ACT	V;IPFV;FEM;SG;V.PTCP
الترخيص	licenco	تَرخِيص	licenca	N;NOM;DEF;SG	N;ACC;FEM;SG
المعاملات	transakcija	مُعَامَلَة	transakcija	N;NOM;DEF;PL	N;NOM;FEM;SG
المعاملات	transakcijo	مُعَامَلَة	transakcija	N;NOM;DEF;PL	N;ACC;FEM;SG
بورقيبة	bourguiba	بُورقِيبَة	bourguiba		N;NOM;MASC;SG
المختبر	laboratorijsko	مُختَبَر	laboratorijsko	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
اكتملت	končano	اِكتَمَل	končan	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;V.PTCP
اكتملت	zaključene	اِكتَمَل	zaključen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;PL;V.PTCP
اكتملت	izpolnjeno	اِكتَمَل	izpolnjen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;V.PTCP
اكتملت	končana	اِكتَمَل	končan	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;V.PTCP
اكتملت	zaključena	اِكتَمَل	zaključen	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;V.PTCP
سلمى	selma	سلمى	selma		N;NOM;FEM;SG
سلمى	salma	سلمى	salma		N;NOM;FEM;SG
ستيفان	stefan	ستِيفَان	stefan		N;NOM;MASC;SG
دينامو	dinamo	دِينَامُو	dinama		N;ACC;FEM;SG
الشريك	partnerja	شَرِيك	partner	N;NOM;DEF;SG	N;NOM;MASC;DU
القران	koranu	قَرن	koran	N;NOM;DEF;SG	N;DAT;MASC;SG
كاميرا	fotoaparat	كَامِيرَا	fotoaparat		N;NOM;MASC;SG
كاميرا	kamera	كَامِيرَا	kamera		N;NOM;FEM;SG
كاميرا	kamero	كَامِيرَا	kamera		N;ACC;FEM;SG
التجريبي	demo	تَجرِيبِيّ	demo	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
وجبة	zdrob	وجبة	zdroba	N;NOM;INDF;SG	N;NOM;MASC;PL
هوارد	howard	هوارد	howard		PROPN;NOM;MASC;SG
البقاع	bekaa	بِقَاع	bekaa		N;NOM;MASC;SG
دافع	motiv	دَافَع	motiv	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
دافع	motivacija	دَافَع	motivacija	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
دافع	motivacijo	دَافَع	motivacija	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
بارد	mraz	بَارِد	mraz		N;NOM;MASC;SG
بارد	mrzlo	بَارِد	mrzel		ADJ;NOM;NEUT;SG
بارد	hladno	بَارِد	hladen		ADJ;NOM;NEUT;SG
بارد	mrzla	بَارِد	mrzel		ADJ;NOM;FEM;SG
بارد	mrzel	بَارِد	mrzel		ADJ;NOM;INDF;MASC;SG
مسجلة	registrirani	مُسَجَّل	registriran	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
الاشتراك	naroči	اِشتِرَاك	naroči	N;NOM;DEF;SG	V;PFV;IND;SG;3;PRS;FIN
كيلي	kelly	كيلي	kelly		PROPN;NOM;MASC;SG
الجذر	korenine	جِذر	korenina	N;NOM;DEF;SG	N;NOM;FEM;PL
قمع	zatreti	قَمع	zatreti	N;NOM;INDF;SG	V;PFV;NFIN
الولاء	zvestobe	وَلَاء	zvestob	N;NOM;DEF;SG	N;NOM;FEM;PL
الولاء	zvestobo	وَلَاء	zvestob	N;NOM;DEF;SG	N;ACC;FEM;SG
تنافس	konkurenca	نَافَس	konkurenca	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تنافس	tekmovanje	نَافَس	tekmovanje	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تنافس	natečaj	نَافَس	natečaj	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;MASC;SG
مستقرة	stabilni	مُستَقِرّ	stabilen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
مستقرة	hlev	مُستَقِرّ	hlev	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
متفرقة	razpršene	مُتَفَرِّق	razpršen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
دمياط	damietta	دُميَاط	damiett		N;NOM;MASC;SG
ريفر	reka	رِيفِر	reka		N;NOM;FEM;SG
ريفر	reki	رِيفِر	reka		N;DAT;FEM;SG
ريفر	river	رِيفِر	river		
ريفر	reke	رِيفِر	reka		N;NOM;FEM;PL
ميلا	mila	مِيل	mila		N;NOM;FEM;SG
جيرمان	germain	جِيرَمَان	germain		N;NOM;MASC;SG
السند	bond	سَنَد	bond	N;NOM;DEF;SG	
السند	sind	سَنَد	sind	N;NOM;DEF;SG	
بلانك	planckova	بَلَانِك	planckov		ADJ;NOM;FEM;SG
بلانك	desko	بَلَانِك	desko		N;ACC;FEM;SG
بلانك	deski	بَلَانِك	deska		N;NOM;FEM;SG
بلانك	deska	بَلَانِك	deska		N;NOM;FEM;SG
الاحتراق	zgorevanja	اِحتِرَاق	zgorevanje	N;NOM;DEF;SG	N;GEN;NEUT;SG
تقاليد	tradicijo	تَقلِيد	tradicija	N;NOM;INDF;PL	N;ACC;FEM;SG
تقاليد	tradicija	تَقلِيد	tradicija	N;NOM;INDF;PL	N;NOM;FEM;SG
تقاليد	tradicijo	تَقلِيد	tradicija	N;NOM;INDF;PL	N;ACC;FEM;SG
جيري	jerry	جيري	jerry		PROPN;NOM;MASC;SG
سنان	sinan	سنان	sinan		N;NOM;MASC;SG
مكسيكو	mehika	مَكسِيكُو	mehika		PROPN;NOM;FEM;SG
هاوس	house	هاوس	hous		
هاوس	hiša	هاوس	hiša		N;NOM;FEM;SG
هاوس	hisa	هاوس	hisa		N;NOM;FEM;SG
هاوس	hiška	هاوس	hiška		N;NOM;FEM;SG
كيس	vrečka	كَيس	vrečka		N;NOM;FEM;SG
كيس	vreča	كَيس	vreča		N;NOM;FEM;SG
كيس	torba	كَيس	torba		N;NOM;FEM;SG
كيس	vrečko	كَيس	vrečka		N;ACC;FEM;SG
كيس	vreča	كَيس	vreča		N;NOM;FEM;SG
كيس	vrečo	كَيس	vreča		N;ACC;FEM;SG
مد	plimovanja	مَدّ	plimovanje	N;NOM;INDF;SG	N;NOM;NEUT;PL
لورنس	lawrence	لُورنس	lawrenca		N;NOM;MASC;SG
شخصيا	osebno	شَخصِيّ	oseben	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
البشير	bašir	البشير	bašir		N;NOM;MASC;SG
هلسنكي	helsinkih	هِلسِنكِي	helsinki		N;ESS;MASC;PL
البخار	pare	بِخَار	para	N;NOM;DEF;SG	N;NOM;FEM;PL
مسارات	poti	مَسَار	pot	N;NOM;INDF;PL	N;NOM;FEM;SG
مسارات	poteh	مَسَار	pot	N;NOM;INDF;PL	N;ESS;FEM;PL
مسارات	sledi	مَسَار	slediti	N;NOM;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN
الحفريات	fosili	حَفرِيَّات	fositi		N;NOM;MASC;PL
الحفريات	izkopavanja	حَفرِيَّات	izkopavanje		N;NOM;NEUT;PL
تفجيرات	bombardiranja	تَفجِير	bombardiranje	N;NOM;INDF;PL	N;GEN;NEUT;PL
تفجيرات	bombardiranje	تَفجِير	bombardiranje	N;NOM;INDF;PL	N;NOM;NEUT;SG
تفجيرات	eksplozij	تَفجِير	eksplozija	N;NOM;INDF;PL	N;GEN;FEM;PL
براين	brian	برَايِن	brian		PROPN;NOM;MASC;SG
التحدث	govori	تَحَدُّث	govoriti	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN
التحدث	pogovori	تَحَدُّث	pogovor	N;NOM;DEF;SG	N;NOM;MASC;PL
وال	in	وَال	in	N;NOM;DEF;SG	CONJ
هان	hana	هان	hana		N;NOM;FEM;SG
هان	han	هان	han		N;NOM;MASC;SG
القطط	mačk	قُطَّة	mačka	N;NOM;DEF;PL	N;GEN;FEM;PL
مصير	usodo	مَصِير	usoda	N;NOM;INDF;SG	N;ACC;FEM;SG
زنجبار	zanzibar	زنجبار	zanzibar		N;NOM;MASC;SG
بون	bonnu	بون	bonen		N;DAT;MASC;SG
بلغراد	beograd	بلغراد	beograd		N;NOM;MASC;SG
وهب	dal	وَهَب	dati		V;PFV;MASC;SG;V.PTCP
وهب	dau	وَهَب	dau		V;PFV;MASC;SG;V.PTCP
وهب	dala	وَهَب	dati		V;PFV;FEM;SG;V.PTCP
نينوى	ninive	نينوى	niniv		N;NOM;MASC;SG
المعلوماتية	informatike	مَعلُومَاتِيَّة	informatika		N;NOM;FEM;PL
الحجاب	rute	حِجَاب	ruta	N;NOM;DEF;SG	N;NOM;FEM;PL
الحجاب	tančico	حِجَاب	tančica	N;NOM;DEF;SG	N;ACC;FEM;SG
الحجاب	ruto	حِجَاب	ruta	N;NOM;DEF;SG	N;ACC;FEM;SG
يرسل	pošlje	أَرسَل	poslati	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
ذهبي	zlat	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
ذهبي	zlate	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
ذهبي	zlati	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
ذهبي	zlat	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
ذهبي	zlate	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
ذهبي	zlati	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
ساكسونيا	saška	ساكسونيا	sašek		PROPN;NOM;FEM;SG
القنبلة	bombo	قُنبُلَة	bomba	N;NOM;DEF;SG	N;ACC;FEM;SG
مسبق	vnaprej	مُسبَق	vnaprej	N;NOM;INDF;SG	ADV
مسبق	predhodna	مُسبَق	predhoden	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
دعاية	propagando	دِعَايَة	propaganda	N;NOM;INDF;SG	N;ACC;FEM;SG
احتفال	praznuje	اِحتِفَال	praznovati	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN
احتفال	praznujemo	اِحتِفَال	praznovati	N;NOM;INDF;SG	V;IPFV;IND;PL;1;PRS;FIN
التحديد	identifikacijo	تَحدِيد	identifikacija	N;NOM;DEF;SG	N;ACC;FEM;SG
ليفي	dajatev	لِيفِي	dajatev		N;GEN;FEM;SG
الاستخدامات	uporabe	اِستِخدَام	uporaba	N;NOM;DEF;PL	N;GEN;FEM;SG
العبودية	suženjstvu	عُبُودِيّ	suženjstvo	N;NOM;DEF;SG	N;DAT;NEUT;SG
منحنى	krivuljo	منحنى	krivulja	N;NOM;INDF;SG	N;ACC;FEM;SG
منحنى	krivulje	منحنى	krivulja	N;NOM;INDF;SG	N;NOM;FEM;PL
السلك	žico	سِلكَة	žica	N;NOM;DEF;SG	N;ACC;FEM;SG
السلك	žice	سِلكَة	žica	N;NOM;DEF;SG	N;NOM;FEM;PL
وطن	domovino	وَطَن	domovina	N;NOM;INDF;SG	N;ACC;FEM;SG
وطن	domovinska	وَطَن	domovinski	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
استضافة	gostil	اِستِضَافَة	gostiti	N;NOM;INDF;SG	V;IPFV;MASC;SG;V.PTCP
استضافة	gostila	اِستِضَافَة	gostiti	N;NOM;INDF;SG	V;IPFV;FEM;SG;V.PTCP
