sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
tabel	bordet	tabel	bord	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
indiei	indiska	indie	indisk	PROPN;DEF;FEM;SG	ADJ;NOM;PL
indiei	india	indie	india	PROPN;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
indiei	indiskt	indie	indisk	PROPN;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
indiei	indien	indie	indien	PROPN;DEF;FEM;SG	PROPN;NOM
keith	keith	keith	keith	PROPN	PROPN;NOM
asigurată	försäkrade	asigura	försäkra	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
corrèze	corrèze	corra	corrèze	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
emise	utfärdat	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
emise	utfärdad	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
emise	utfärdade	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
emise	utgivna	emite	utge	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
campionatele	mästerskap	campionat	mästerskap	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
campionatele	championships	campionat	championships	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
manastirea	klostret	manastire	klostret	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
manastirea	kloster	manastire	kloster	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
louisiana	louisiana	louisiană	louisiana	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
organ	organet	organ	organ	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
hotelul	hotell	hotel	hotell	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
hotelul	hotellet	hotel	hotell	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
hotelul	hotel	hotel	hotel	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
oarecum	något	oarecum	någon	ADV	PRO;INDF;NEUT;SG
finistère	finistère	finistère	finistère	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tranziție	övergång	tranziție	övergång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tranziție	övergången	tranziție	övergång	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
distanțe	avstånd	distanță	avstånd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
cald	hot	cald	hot	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
cald	heta	cald	heta	ADJ;INDF;MASC;SG	V;IMP;NFIN;ACT
cald	varma	cald	varma	ADJ;INDF;MASC;SG	ADJ;NOM;PL
cald	värma	cald	värma	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
adânc	djup	adânc	djup	ADV	N;NOM;INDF;MASC+FEM;SG
adânc	djupa	adânc	djup	ADV	ADJ;NOM;PL
adânc	deep	adânc	deep	ADV	N;NOM;INDF;NEUT;SG
salvare	frälsning	salvare	frälsning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	räddning	salvare	räddning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	räddning	salvare	räddning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	rädda	salvare	rädda	N;INDF;FEM;SG	V;IMP;NFIN;ACT
salvare	undsättning	salvare	undsättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanță	helgdag	vacanță	helgdag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanță	semester	vacanță	semest	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanță	högtid	vacanță	högtid	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanță	semester	vacanță	semest	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
malta	malta	malta	malta	PROPN	N;NOM;INDF;MASC+FEM;SG
fotbalul	fotboll	fotbal	fotboll	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
radical	radikal	radical	radikal	ADV	ADJ;NOM;INDF;MASC+FEM;SG
radical	radikala	radical	radikal	ADV	ADJ;NOM;PL
asalt	angrepp	asalt	angrepp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
renault	renault	renault	renaul	PROPN	N;NOM;INDF;MASC+FEM;SG
sierra	sierra	sierră	sierr	PROPN	N;NOM;INDF;MASC+FEM;SG
specializate	specialiserad	specializat	specialiserad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
specializate	specialiserat	specializat	specialisera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializate	specialiserat	specializat	specialisera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializate	specialiserad	specializat	specialiserad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dificultăți	svårighet	dificultate	svårighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dificultăți	svårighetsgrad	dificultate	svårighetsgrad	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
râurile	floder	râu	flod	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
râurile	vattendrag	râu	vattendrag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
râurile	floderna	râu	flod	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
râurile	rivers	râu	rivars	N;DEF;FEM;PL	PROPN;GEN
tribuna	tribune	tribună	tribune	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grove	grove	grov	grov	PROPN	PROPN;NOM
grove	lunden	grov	lund	PROPN	N;NOM;DEF;MASC+FEM;SG
memoriile	memoarer	memorie	memoarer	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
memoriile	memoarer	memorie	memoarer	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
clara	clara	clar	clara	ADJ;DEF;FEM;SG	PROPN;NOM
boemia	böhmen	boemie	böhm	N;DEF;FEM;SG	PROPN;NOM
oferind	erbjudande	oferi	erbjudande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
letonia	lettland	letonie	lettland	PROPN	PROPN;NOM
islanda	island	islanda	island	PROPN	PROPN;NOM
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM
rahman	rahman	rahman	rahman	N;INDF;MASC;SG	PROPN;NOM
edinburgh	edinburgh	edinburgh	edinburgh	N;INDF;MASC;SG	PROPN;NOM
edinburgh	kapstaden	edinburgh	kapstad	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hlist	hlist	hlist	hlist		N;NOM;INDF;MASC+FEM;SG
silva	silva	silvă	silva	PROPN	PROPN;NOM
democratic	demokratiska	democratic	demokratisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
distinge	skilja	distinge	skilja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
distinge	särskilja	distinge	särskilja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
distinge	urskilja	distinge	urskilja	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
vrei	want	vrea	want	V;IND;SG;2;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
strategice	strategisk	strategic	strategisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
strategice	strategiskt	strategic	strategisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
numeric	numeriska	numeric	numerisk	ADV	ADJ;NOM;PL
numeric	numerisk	numeric	numerisk	ADV	N;NOM;INDF;MASC+FEM;SG
numeric	numeriskt	numeric	numerisk	ADV	ADJ;NOM;INDF;NEUT;SG
simte	feel	simți	feel	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simte	känn	simți	känna	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simte	känna	simți	känna	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;NOM
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	PROPN;NOM
controverse	polemik	controversă	polemik	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
lunile	månaderna	lună	månad	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
lunile	månader	lună	månad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
lunile	månaders	lună	månad	N;DEF;FEM;PL	N;GEN;INDF;MASC+FEM;PL
rase	lopp	rasă	lopp	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	PROPN;NOM
jay	jay	jay	jay	PROPN	PROPN;NOM
soră	syster	soră	syster	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
soră	sister	soră	sist	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teste	test	test	test	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
teste	testar	test	testa	N;INDF;FEM;PL	V;IMP;PRS;FIN;ACT
aventuri	äventyr	avent	äventyr	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
aventuri	äventyr	avent	äventyr	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
autorități	myndigheterna	autoritate	myndighet	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
estimare	uppskattning	estimare	uppskattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	skattning	estimare	skattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	uppskattning	estimare	uppskattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	skattning	estimare	skattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comparativ	komparativa	comparativ	komparativ	ADV	ADJ;NOM;PL
comparativ	jämförande	comparativ	jämförande	ADV	ADJ;NOM;PRS;V.PTCP
comparativ	jämförde	comparativ	jämföra	ADV	V;IND;PST;FIN;ACT
comparativ	jämfört	comparativ	jämföra	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
islamice	islamisk	islamic	islamisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
salt	hoppa	salt	hoppa	N;INDF;MASC;SG	V;IMP;FIN;ACT
salt	hoppar	salt	hoppa	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
dezvolta	utvecklar	dezvolta	utveckla	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
dezvolta	utveckla	dezvolta	utveckla	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
tensiune	spänning	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tensiune	spända	tensiune	spända	N;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
tensiune	spänningar	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
tensiune	spänt	tensiune	spänna	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
tensiune	spänning	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
banda	band	bandă	band	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
banda	tejp	bandă	tejp	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lycosa	lycosa	lycosa	lycosa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
batman	batman	batman	batman	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pius	pius	pius	pius	PROPN	PROPN;NOM
trăiască	leva	trăi	leva	V;SBJV;3;PRS;FIN	V;IMP;FIN;ACT
trăiască	live	trăi	live	V;SBJV;3;PRS;FIN	N;NOM;INDF;NEUT;SG
trăiască	levande	trăi	levande	V;SBJV;3;PRS;FIN	ADJ;NOM;PRS;V.PTCP
exprimate	gips	exprima	gipsa	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
exprimate	kasta	exprima	kasta	ADJ;INDF;FEM;PL	V;IMP;FIN;ACT
exprimate	kastad	exprima	kastad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
exprimate	uttryckte	exprima	uttrycka	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
exprimate	uttrycks	exprima	uttrycka	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
exprimate	uttryckt	exprima	uttrycka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
moneda	valuta	moneda	valut	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moneda	valutan	moneda	valutan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
moneda	mynt	moneda	mynt	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
moneda	slant	moneda	slan	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
romeo	romeo	romeo	rom	PROPN	PROPN;NOM
concomitent	samtidig	concomitent	samtidig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
aruncă	kast	arunca	kast	V;IND;SG;3;PST;FIN	N;NOM;INDF;NEUT;SG
aruncă	kasta	arunca	kasta	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
aruncă	kastar	arunca	kasta	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;ACT
aruncă	slänga	arunca	slänga	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
conservare	bevarande	conservare	bevarande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
conservare	konservering	conservare	konservering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
conservare	bevarande	conservare	bevarande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
matilda	matilda	matilda	matild	N;DEF;FEM;SG	PROPN;NOM
recentă	senaste	recent	sen	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;RL
recentă	nyligen	recent	nyligen	ADJ;INDF;FEM;SG	ADV
accentul	brytning	accent	brytning	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
accentul	uttal	accent	uttal	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
accentul	accent	accent	accent	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
accentul	dialekt	accent	dialekt	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trenul	träna	tren	träna	N;DEF;MASC;SG	V;IMP;FIN;ACT
trenul	tåget	tren	tågen	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
trenul	train	tren	train	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trenul	tåg	tren	tåg	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
bate	beat	bate	bea	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
bate	slå	bate	slå	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
propuse	föreslaget	propus	föreslåg	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
propuse	föreslagen	propus	föreslag	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
propuse	friade	propus	fri	ADJ;INDF;FEM;PL	V;IND;PST;V.PTCP;ACT
propuse	friat	propus	friat	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
manuscris	manuskriptet	manuscris	manuskript	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
veliko	veliko	veliko	veliko	PROPN	PROPN;NOM
zguduit	skakas	zguduit	skaka	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
zguduit	skakade	zguduit	skaka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
bolnav	sjuka	bolnav	sjuk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
bolnav	sjukt	bolnav	sjuk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nguyen	nguyen	nguyen	nguy	PROPN	PROPN;NOM
afectează	påverka	afecta	påverka	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
nigeria	nigeria	nigerie	nigeri	PROPN	PROPN;NOM
gust	smaka	gust	smaka	N;INDF;MASC;SG	V;IMP;FIN;ACT
gust	smakar	gust	smaka	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
gust	smaken	gust	smak	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC;SG	PROPN;NOM
minnesota	minnesota	minnesotă	minnesota	N;DEF;FEM;SG	PROPN;NOM
allah	allah	allah	allah		N;NOM;INDF;MASC+FEM;SG
joan	joan	joan	joan	PROPN	PROPN;NOM
latina	latinska	latină	latinsk	N;DEF;FEM;SG	ADJ;NOM;PL
latina	latin	latină	latin	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
latina	latina	latină	latin	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dysdera	dysdera	dysdera	dysdera	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vila	vila	vilă	vila	N;DEF;FEM;SG	V;IMP;FIN;ACT
vila	villan	vilă	villan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vila	villa	vilă	villa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bor	bor	bor	bo		V;IND;PRS;FIN;ACT
bor	bor	bor	bo		V;IND;PRS;FIN;ACT
györgy	györgy	györgy	györgy	PROPN	PROPN;NOM
strategic	strategiska	strategic	strategisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
privit	tittat	privi	titta	ADJ;INDF;MASC;SG	V;V.CVB;ACT
privit	tittade	privi	titta	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
privit	bevakade	privi	bevaka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
privit	såg	privi	se	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
dennis	dennis	dennis	dennis	PROPN	PROPN;NOM
geografia	geografi	geografie	geografi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
miami	miami	miam	miami	PROPN	PROPN;NOM
lang	lang	lang	lang	PROPN	N;NOM;INDF;MASC+FEM;SG
multumesc	tack	multumi	tack	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
bugetul	budgeten	buget	budget	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
bugetul	budget	buget	budget	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matthew	matthew	matthew	matthew	PROPN	PROPN;NOM
matthew	matteus	matthew	matteus	PROPN	PROPN;NOM
intervalul	avstånd	interval	avstånd	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
intervalul	range	interval	range	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
intervalul	intervall	interval	intervall	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
intervalul	intervall	interval	intervall	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	PROPN;NOM
străzile	gator	stradă	gata	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
străzile	streets	stradă	stre	N;DEF;FEM;PL	N;GEN;DEF;NEUT;SG
străzile	gatorna	stradă	gata	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
sunete	ljud	sunet	ljud	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
sunete	låter	sunet	låta	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
cablu	kabeln	cablu	kabel	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
barajul	dam	baraj	dam	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
barajul	dammen	baraj	damm	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
barajul	damm	baraj	damm	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
autonom	autonoma	autonom	autonom	ADJ;INDF;MASC;SG	ADJ;NOM;PL
lucas	lucas	lucas	luca	PROPN	PROPN;NOM
justin	justin	justin	justin		PROPN;NOM
laurent	laurent	laurent	laurent	PROPN	PROPN;NOM
lingvistice	språkliga	lingvistic	språklig	N;INDF;FEM;PL	ADJ;NOM;PL
lingvistice	språklig	lingvistic	språklig	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
lingvistice	språkligt	lingvistic	språklig	N;INDF;FEM;PL	ADV
northern	nordlig	northern	nordlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
northern	norra	northern	norra	PROPN	ADJ;NOM;DEF;SG
northern	nordliga	northern	nordlig	PROPN	ADJ;NOM;PL
zaharia	sakarias	zaharia	sakaria	N;DEF;FEM;SG	PROPN;NOM
procedura	förfarandet	procedură	förfarande	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
procedura	procedur	procedură	procedur	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
procedura	förfarande	procedură	förfarande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
marx	marx	marx	marx	PROPN	PROPN;NOM
lector	föreläsare	lector	föreläsare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
primăvară	våren	primăvară	vår	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
primăvară	vårens	primăvară	vår	N;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
aprox	ca	aprox	ca	N;INDF;MASC;SG	ADV
gândirea	tänkande	gândire	tänkande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
gândirea	tänka	gândire	tänka	N;DEF;FEM;SG	V;IMP;FIN;ACT
gândirea	funderar	gândire	fundera	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
gândirea	tänker	gândire	tänka	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
gândirea	tänkte	gândire	tänka	N;DEF;FEM;SG	V;IND;PST;FIN;ACT
esențial	väsentliga	esențial	väsentlig	ADV	ADJ;NOM;PL
esențial	essentiell	esențial	essentiell	ADV	ADJ;NOM;INDF;MASC+FEM;SG
navarra	navarra	navarra	navarra	PROPN	ADJ;NOM;DEF;SG
asimov	asimov	asimov	asimov	PROPN	PROPN;NOM
carnivore	köttätande	carnivor	köttätande	N;INDF;FEM;PL	ADJ;NOM;PRS;V.PTCP
repere	belyser	repere	belysa	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
repere	delmål	repere	delmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
cifră	siffra	cifră	siffra	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
singapore	sundbyberg	singapore	sundbyberg	N;INDF;FEM;PL	PROPN;NOM
interpreta	tolka	interpreta	tolka	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
acoperire	överdrag	acoperire	överdrag	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
acoperire	beläggning	acoperire	beläggning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
acoperire	täcka	acoperire	täcka	N;INDF;FEM;SG	V;IMP;FIN;ACT
acoperire	omslag	acoperire	omslag	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
acoperire	täckning	acoperire	täckning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wells	brunnar	wells	brunna	PROPN	N;NOM;INDF;MASC+FEM;PL
wells	wells	wells	wells	PROPN	PROPN;NOM
pasăre	fågel	pasăre	fågel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pasăre	fågeln	pasăre	fågel	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dedesubt	underifrån	dedesubt	underifrån		ADV
dedesubt	nedan	dedesubt	nedan		ADV
dedesubt	nedanför	dedesubt	nedanför		ADV
atei	ateister	atel	ateist	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
fundul	rumpa	fund	rumpa	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fundul	häck	fund	häck	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fundul	stjärt	fund	stjärta	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fundul	rumpan	fund	rumpa	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
stadiul	scen	stadiu	scen	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stadiul	etapp	stadiu	etapp	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stadiul	stadium	stadiu	stadium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
stadiul	skede	stadiu	skede	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
transforma	förvandla	transforma	förvandla	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
transforma	omvandla	transforma	omvandla	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
grădină	trädgård	grădină	trädgård	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grădină	trädgården	grădină	trädgård	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
springs	fjädrar	springs	fjädra	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
detaliate	detaljerat	detalia	detaljerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
detaliate	detaljerad	detalia	detaljerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
detaliate	utförlig	detalia	utförlig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
estimat	uppskattade	estima	uppskattad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
derivate	derivat	derivat	derivat	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
derivate	derivatinstrument	derivat	derivatinstrument	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
derivate	härrör	derivat	härröra	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;ACT
derivate	härleds	derivat	härla	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
liban	libanon	liban	libanon	PROPN	PROPN;NOM
béla	béla	bcla	béla	PROPN	PROPN;NOM
regii	kings	regie	kinga	N;INDF;MASC;PL	PROPN;NOM
regii	kungarna	regie	kung	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
emma	emma	emma	emma	PROPN	PROPN;NOM
persană	persiska	persană	persisk	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
doyle	doyle	doylu	doyle	PROPN	PROPN;NOM
efectuarea	uppträda	efectuare	uppträda	N;DEF;FEM;SG	V;IMP;FIN;ACT
efectuarea	utför	efectuare	utföra	N;DEF;FEM;SG	V;IMP;FIN;ACT
efectuarea	utförande	efectuare	utförande	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
efectuarea	uppträder	efectuare	uppträda	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
organe	organen	organ	organ	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
organe	organ	organ	organ	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
organe	organ	organ	organ	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
