から	från	から	från	CONJ	ADP
中野	nakano	中野	nakano	PROPN	PROPN;NOM
ルイス	lewis	ルイス	lewis	PROPN	PROPN;NOM
ルイス	ludvig	ルイス	ludvig	PROPN	PROPN;NOM
ルイス	louis	ルイス	louis	PROPN	PROPN;NOM
裁判所	court	裁判所	court	N	PROPN;NOM
計算	beräkning	計算	beräkning	V	N;NOM;INDF;MASC+FEM;SG
計算	beräkning	計算	beräkning	V	N;NOM;INDF;MASC+FEM;SG
計算	beräknande	計算	beräknande	V	ADJ;NOM;PRS;V.PTCP
計算	beräkning	計算	beräkning	V	N;NOM;INDF;MASC+FEM;SG
テスト	testa	テスト	testa	N	V;IMP;FIN;ACT
テスト	testar	テスト	testa	N	V;IMP;PRS;FIN;ACT
テスト	testa	テスト	testa	N	V;IMP;FIN;ACT
テスト	testar	テスト	testa	N	V;IMP;PRS;FIN;ACT
意識	medvetandet	意識	medvetande	V	N;NOM;DEF;NEUT;SG
意識	medvetande	意識	medvetande	V	ADJ;NOM;PRS;V.PTCP
意識	medvetet	意識	medvetet	V	N;NOM;DEF;NEUT;SG
意識	medveten	意識	medveten	V	ADJ;NOM;INDF;MASC+FEM;SG
意識	medvetna	意識	medveten	V	ADJ;NOM;PL
意識	medvetande	意識	medvetande	V	ADJ;NOM;PRS;V.PTCP
許可	tillåtelse	許可	tillåtelse	V	N;NOM;INDF;MASC+FEM;SG
許可	behörighet	許可	behörighet	V	N;NOM;INDF;MASC+FEM;SG
許可	tillstånd	許可	tillstånd	V	N;NOM;INDF;NEUT;SG
許可	tillstånd	許可	tillstånd	V	N;NOM;INDF;NEUT;SG
許可	behörigheter	許可	behörighet	V	N;NOM;INDF;MASC+FEM;PL
許可	behörighet	許可	behörighet	V	N;NOM;INDF;MASC+FEM;SG
回復	återvinning	回復	återvinning	V	N;NOM;INDF;MASC+FEM;SG
回復	återhämtning	回復	återhämtning	V	N;NOM;INDF;MASC+FEM;SG
回復	indrivning	回復	indrivning	V	N;NOM;INDF;MASC+FEM;SG
拡張	utvidgat	拡張	utvidga	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
拡張	utökad	拡張	utöka	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
拡張	utvidgade	拡張	utvidga	V	ADJ;NOM;PL;PST;V.PTCP
拡張	förlängt	拡張	förlänga	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
拡張	utökade	拡張	utöka	V	ADJ;NOM;PL;PST;V.PTCP
拡張	utökat	拡張	utöka	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
拡張	förlängningar	拡張	förlängning	V	N;NOM;INDF;MASC+FEM;PL
拡張	utvidgningar	拡張	utvidgning	V	N;NOM;INDF;MASC+FEM;PL
拡張	utökningar	拡張	utökning	V	N;NOM;INDF;MASC+FEM;PL
大きい	large	大きい	large	ADJ	N;NOM;INDF;MASC+FEM;SG
大きい	big	大きい	big	ADJ	N;NOM;INDF;NEUT;SG
伊勢	ise	伊勢	ise	PROPN	PROPN;NOM
固定	fixering	固定	fixering	V	N;NOM;INDF;MASC+FEM;SG
固定	fixerad	固定	fixerad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
固定	fixerad	固定	fixerad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
固定	fasta	固定	fast	V	ADJ;NOM;PL
固定	åtgärdat	固定	åtgärda	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
固定	fast	固定	fast	V	ADV
固定	fixat	固定	fixat	V	ADJ;NOM;INDF;NEUT;SG
マイケル	mikael	マイケル	mikael	PROPN	PROPN;NOM
マイケル	michael	マイケル	michael	PROPN	PROPN;NOM
占領	ockuperade	占領	ockupera	V	ADJ;NOM;PL;PST;V.PTCP
占領	sysselsatt	占領	sysselsätta	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
占領	upptaget	占領	upptagen	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
占領	ockuperat	占領	ockupera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
占領	yrke	占領	yrke	V	N;NOM;INDF;NEUT;SG
占領	ockupationen	占領	ockupation	V	N;NOM;DEF;MASC+FEM;SG
占領	ockupation	占領	ockupation	V	N;NOM;INDF;MASC+FEM;SG
佐々木	sasaki	佐々木	sasaki	PROPN	PROPN;NOM
出現	uppkomst	出現	uppkomst	V	N;NOM;INDF;MASC+FEM;SG
出現	uppkomsten	出現	uppkomst	V	N;NOM;DEF;MASC+FEM;SG
準備	utarbetande	準備	utarbeta	V	ADJ;NOM;PRS;V.PTCP
準備	beredning	準備	beredning	V	N;NOM;INDF;MASC+FEM;SG
準備	förberedelser	準備	förberedelse	V	N;NOM;INDF;MASC+FEM;PL
準備	förberedelse	準備	förberedelse	V	N;NOM;INDF;MASC+FEM;SG
準備	förberedelser	準備	förberedelse	V	N;NOM;INDF;MASC+FEM;PL
準備	förberedelse	準備	förberedelse	V	N;NOM;INDF;MASC+FEM;SG
スイス	schweiz	スイス	schweiz	PROPN	PROPN;NOM
スイス	schweiziska	スイス	schweizisk	PROPN	ADJ;NOM;PL
スイス	schweizisk	スイス	schweizisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
除去	elimination	除去	elimination	V	N;NOM;INDF;MASC+FEM;SG
除去	eliminering	除去	eliminering	V	N;NOM;INDF;MASC+FEM;SG
除去	avlägsnande	除去	avlägsnande	V	ADJ;NOM;PRS;V.PTCP
除去	borttagning	除去	borttagning	V	N;NOM;INDF;MASC+FEM;SG
形状	formar	形状	form	N	V;IND;PRS;FIN;ACT
崩壊	sammanbrott	崩壊	sammanbrott	V	N;NOM;INDF;NEUT;SG
崩壊	kollaps	崩壊	kollap	V	N;NOM;INDF;MASC+FEM;SG
崩壊	förfall	崩壊	förfall	V	N;NOM;INDF;NEUT;SG
崩壊	förfallet	崩壊	förfall	V	N;NOM;DEF;NEUT;SG
崩壊	sönderfall	崩壊	sönderfall	V	N;NOM;INDF;NEUT;SG
最新	nyaste	最新	ny	N	ADJ;NOM;DEF;RL
最新	senaste	最新	sen	N	ADJ;NOM;DEF;RL
最新	senast	最新	senast	N	ADV;RL
キリスト	kristet	キリスト	kristen	N	ADJ;NOM;INDF;NEUT;SG
キリスト	christian	キリスト	christian	N	PROPN;NOM
キリスト	kristna	キリスト	kristen	N	ADJ;NOM;PL
キリスト	kristen	キリスト	kristen	N	ADJ;NOM;INDF;MASC+FEM;SG
交渉	förhandlingar	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;PL
交渉	förhandling	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;SG
交渉	förhandlare	交渉	förhandlare	V	N;NOM;INDF;MASC+FEM;PL
交渉	förhandling	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;SG
交渉	förhandlingarna	交渉	förhandling	V	N;NOM;DEF;MASC+FEM;PL
交渉	förhandlingar	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;PL
交渉	förhandling	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;SG
交渉	förhandlingar	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;PL
交渉	förhandling	交渉	förhandling	V	N;NOM;INDF;MASC+FEM;SG
普及	spridning	普及	spridning	V	N;NOM;INDF;MASC+FEM;SG
普及	spridande	普及	spridande	V	ADJ;NOM;PRS;V.PTCP
武田	takeda	武田	takeda	PROPN	N;NOM;INDF;MASC+FEM;PL
マスター	mäster	マスター	mästa	N	PROPN;NOM
アナ	ana	アナ	ana	PROPN	V;IMP;FIN;ACT
アナ	anna	アナ	anna	PROPN	PROPN;NOM
最近	senaste	最近	sen	N	ADJ;NOM;DEF;RL
最近	nyligen	最近	nyligen	N	ADV
最近	nyligen	最近	nyligen	N	ADV
無期	obestämd	無期	obestämd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
整理	städning	整理	städning	V	N;NOM;INDF;MASC+FEM;SG
アウト	ut	アウト	ut	N	ADV
アウト	ute	アウト	ute	N	ADV
協定	avtal	協定	avtal	V	N;NOM;INDF;NEUT;SG
協定	överenskommelse	協定	överenskommelse	V	N;NOM;INDF;MASC+FEM;SG
協定	avtal	協定	avtal	V	N;NOM;INDF;NEUT;SG
協定	överenskommelser	協定	överenskommelse	V	N;NOM;INDF;MASC+FEM;PL
推定	antagande	推定	antagande	V	N;NOM;INDF;NEUT;SG
推定	uppskattad	推定	uppskattad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
推定	beräknad	推定	beräkna	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
推定	uppskattade	推定	uppskattad	V	ADJ;NOM;PL;PST;V.PTCP
推定	beräknat	推定	beräkna	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
推定	skattad	推定	skattad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
推定	förmodad	推定	förmodad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
推定	förmodade	推定	förmodad	V	ADJ;NOM;PL;PST;V.PTCP
山崎	yamasaki	山崎	yamasaki	PROPN	N;NOM;INDF;MASC+FEM;SG
山崎	yamazaki	山崎	yamazaki	PROPN	N;NOM;INDF;MASC+FEM;SG
協議	konsultation	協議	konsultation	V	N;NOM;INDF;MASC+FEM;SG
協議	samråd	協議	samråd	V	N;NOM;INDF;NEUT;SG
吸収	absorberande	吸収	absorberande	V	ADJ;NOM;PRS;V.PTCP
吸収	absorption	吸収	absorption	V	N;NOM;INDF;MASC+FEM;SG
吸収	absorptionen	吸収	absorption	V	N;NOM;DEF;MASC+FEM;SG
ダウン	down	ダウン	do	PROPN	N;NOM;INDF;MASC+FEM;SG
ダウン	neråt	ダウン	neråt	PROPN	ADV
ダウン	nere	ダウン	nere	PROPN	ADV
ダウン	nedåt	ダウン	nedåt	PROPN	ADV
ダウン	ner	ダウン	ner	PROPN	ADV
前田	maeda	前田	maeda	PROPN	N;NOM;INDF;MASC+FEM;SG
処分	omhändertagande	処分	omhändertagande	V	N;NOM;INDF;NEUT;SG
処分	anslag	処分	anslag	V	N;NOM;INDF;NEUT;PL
処分	disposition	処分	disposition	V	N;NOM;INDF;MASC+FEM;SG
大佐	överste	大佐	överste	N	ADJ;NOM;DEF;RL
ブック	boka	ブック	boka	N	V;IMP;FIN;ACT
高松	takamatsu	高松	takamatsu	PROPN	PROPN;NOM
ケイ	kay	ケイ	kay	PROPN	PROPN;NOM
ケイ	kei	ケイ	kei	PROPN	N;NOM;INDF;MASC+FEM;SG
中間	mellanliggande	中間	mellanliggande	N	ADJ;NOM;PRS;V.PTCP
アクション	agerande	アクション	agerande	N	ADJ;NOM;PRS;V.PTCP
検証	verifiering	検証	verifiering	V	N;NOM;INDF;MASC+FEM;SG
検証	verifikation	検証	verifikation	V	N;NOM;INDF;MASC+FEM;SG
検証	validering	検証	validering	V	N;NOM;INDF;MASC+FEM;SG
上野	ueno	上野	ueno	PROPN	PROPN;NOM
認識	erkännande	認識	erkännande	V	N;NOM;INDF;NEUT;SG
認識	erkännanden	認識	erkännande	V	N;NOM;INDF;NEUT;PL
逮捕	gripande	逮捕	gripande	V	N;NOM;INDF;NEUT;SG
逮捕	arrest	逮捕	arrest	V	N;NOM;INDF;MASC+FEM;SG
逮捕	grip	逮捕	grip	V	N;NOM;INDF;MASC+FEM;SG
逮捕	arrestering	逮捕	arrestering	V	N;NOM;INDF;MASC+FEM;SG
逮捕	anhållen	逮捕	anhåll	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
逮捕	gripen	逮捕	grip	V	N;NOM;DEF;MASC+FEM;SG
逮捕	arresterad	逮捕	arrestera	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
逮捕	häktad	逮捕	häktad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
逮捕	arresterade	逮捕	arrestera	V	ADJ;NOM;PL;PST;V.PTCP
逮捕	arresteringar	逮捕	arrestering	V	N;NOM;INDF;MASC+FEM;PL
逮捕	gripanden	逮捕	gripande	V	N;NOM;INDF;NEUT;PL
オフ	iväg	オフ	iväg		ADV
オフ	off	オフ	off		N;NOM;INDF;MASC+FEM;SG
キャラ	chara	キャラ	chara	PROPN	PROPN;NOM
キャラ	cara	キャラ	cara	PROPN	PROPN;NOM
大橋	ohashi	大橋	ohashi	PROPN	V;IMP;FIN;ACT
トーク	snacka	トーク	snacka	N	V;IMP;FIN;ACT
トーク	prata	トーク	prata	N	V;IMP;FIN;ACT
バラ	rose	バラ	rose	N	PROPN;NOM
松山	matsuyama	松山	matsuyam	PROPN	PROPN;NOM
拒否	nedgång	拒否	nedgång	V	N;NOM;INDF;MASC+FEM;SG
拒否	vägran	拒否	vägra	V	N;NOM;INDF;MASC+FEM;SG
トル	toru	トル	toru	PROPN	PROPN;NOM
クロス	korsa	クロス	korsa	N	V;IMP;FIN;ACT
興行	underhållare	興行	underhållare	V	N;NOM;INDF;MASC+FEM;SG
興行	föreställning	興行	föreställning	V	N;NOM;INDF;MASC+FEM;SG
興行	performance	興行	performance	V	N;NOM;INDF;MASC+FEM;SG
興行	resultat	興行	resultat	V	N;NOM;INDF;NEUT;SG
興行	prestanda	興行	prestanda	V	N;NOM;INDF;MASC+FEM;SG
スケート	åka	スケート	åka	N	V;IMP;FIN;ACT
負傷	sårad	負傷	såra	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
負傷	skadad	負傷	skada	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
負傷	skadade	負傷	skada	V	ADJ;NOM;PL;PST;V.PTCP
負傷	sårade	負傷	såra	V	ADJ;NOM;PL;PST;V.PTCP
ルス	luz	ルス	luz	PROPN	N;NOM;INDF;NEUT;SG
ソビエト	sovjetiska	ソビエト	sovjetisk	PROPN	ADJ;NOM;PL
ソビエト	sovjetisk	ソビエト	sovjetisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ソビエト	sovjet	ソビエト	sovjet	PROPN	PROPN;NOM
中島	nakajima	中島	nakajim	PROPN	PROPN;NOM
フランク	frank	フランク	frank	PROPN	PROPN;NOM
ハンガリー	ungern	ハンガリー	unge	PROPN	PROPN;NOM
職員	anställd	職員	anställd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
職員	officiell	職員	officiell	N	ADJ;NOM;INDF;MASC+FEM;SG
職員	officiellt	職員	officiell	N	ADJ;NOM;INDF;NEUT;SG
職員	officiella	職員	officiell	N	ADJ;NOM;PL
ポート	hamnar	ポート	hamna	N	V;IND;PRS;FIN;ACT
ホワイト	vita	ホワイト	vit	N	ADJ;NOM;PL
ホワイト	vit	ホワイト	vit	N	ADJ;NOM;INDF;MASC+FEM;SG
ホワイト	vitt	ホワイト	vitt	N	ADJ;NOM;INDF;NEUT;SG
中華人民共和国	kina	中華人民共和国	kina	PROPN	PROPN;NOM
ミックス	blandat	ミックス	blandad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ミックス	blandad	ミックス	blanda	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ミックス	blandade	ミックス	blandad	N	ADJ;NOM;PL;PST;V.PTCP
ミックス	blanda	ミックス	bland	N	V;IMP;NFIN;ACT
質問	frågan	質問	fråga	V	N;NOM;DEF;MASC+FEM;SG
質問	fråga	質問	fråga	V	N;NOM;INDF;MASC+FEM;SG
質問	frågor	質問	fråga	V	N;NOM;INDF;MASC+FEM;PL
閉鎖	stängning	閉鎖	stängning	V	N;NOM;INDF;MASC+FEM;SG
閉鎖	nedläggning	閉鎖	nedläggning	V	N;NOM;INDF;MASC+FEM;SG
閉鎖	avslutande	閉鎖	avslutande	V	ADJ;NOM;PRS;V.PTCP
閉鎖	avslut	閉鎖	avslut	V	N;NOM;INDF;NEUT;SG
言及	omnämnande	言及	omnämnande	V	N;NOM;INDF;NEUT;SG
言及	nämnt	言及	nämna	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
テイ	tei	テイ	tei	PROPN	PROPN;NOM
テイ	tay	テイ	tay	PROPN	PROPN;NOM
ギリシャ	grekland	ギリシャ	grekland	PROPN	PROPN;NOM
否定	nekande	否定	nekande	V	N;NOM;INDF;NEUT;SG
否定	förnekelse	否定	förnekelse	V	N;NOM;INDF;MASC+FEM;SG
否定	förnekande	否定	förnekande	V	ADJ;NOM;PRS;V.PTCP
広場	fyrkantig	広場	fyrkantig	N	ADJ;NOM;INDF;MASC+FEM;SG
ビッグ	stora	ビッグ	stor	N	ADJ;NOM;PL
ビッグ	stor	ビッグ	stor	N	ADJ;NOM;INDF;MASC+FEM;SG
ビッグ	stort	ビッグ	stor	N	ADJ;NOM;INDF;NEUT;SG
ヤング	unga	ヤング	ung	N	ADJ;NOM;PL
ヤング	yngre	ヤング	ung	N	ADJ;NOM;CMPR
ヤング	ung	ヤング	ung	N	ADJ;NOM;INDF;MASC+FEM;SG
ヘンリー	henrik	ヘンリー	henrik	PROPN	PROPN;NOM
ヘンリー	henry	ヘンリー	henry	PROPN	PROPN;NOM
爆発	explosionen	爆発	explosion	V	N;NOM;DEF;MASC+FEM;SG
爆発	explosion	爆発	explosion	V	N;NOM;INDF;MASC+FEM;SG
爆発	explosioner	爆発	explosion	V	N;NOM;INDF;MASC+FEM;PL
モスクワ	moskva	モスクワ	moskva	PROPN	PROPN;NOM
重	överlappande	重	överlappande	N	ADJ;NOM;PRS;V.PTCP
さくら	sakura	さくら	sakura	PROPN	N;NOM;INDF;MASC+FEM;SG
橋本	hashimoto	橋本	hashimoto	PROPN	PROPN;NOM
かし	kashi	かし	kashi		PROPN;NOM
裁判	rättegången	裁判	rättegång	V	N;NOM;DEF;MASC+FEM;SG
裁判	prövning	裁判	prövning	V	N;NOM;INDF;MASC+FEM;SG
裁判	rättegång	裁判	rättegång	V	N;NOM;INDF;MASC+FEM;SG
巨人	giants	巨人	giant	PROPN	N;GEN;INDF;MASC+FEM;SG
巨人	jättar	巨人	jätta	PROPN	N;NOM;INDF;MASC+FEM;PL
巨人	jättarna	巨人	jätt	PROPN	N;NOM;DEF;MASC+FEM;PL
巨人	jätte	巨人	jätte	PROPN	N;NOM;INDF;MASC+FEM;SG
北東	nordost	北東	nordost	N	ADV
北東	nordöstra	北東	nordöstra	N	ADJ;NOM;DEF;SG
エース	ess	エース	ni	PROPN	N;NOM;INDF;NEUT;SG
エース	ace	エース	ace	PROPN	N;NOM;INDF;MASC+FEM;SG
アクセス	åtkomst	アクセス	åtkomst	V	N;NOM;INDF;MASC+FEM;SG
アクセス	tillgång	アクセス	tillgång	V	N;NOM;INDF;MASC+FEM;SG
アクセス	tillträde	アクセス	tillträde	V	N;NOM;INDF;NEUT;SG
安定	stabilitet	安定	stabilitet	V	N;NOM;INDF;MASC+FEM;SG
安定	stabil	安定	stabil	V	ADJ;NOM;INDF;MASC+FEM;SG
安定	stabila	安定	stabil	V	ADJ;NOM;PL
安定	stall	安定	stall	V	N;NOM;INDF;NEUT;SG
安定	stallet	安定	stall	V	N;NOM;DEF;NEUT;SG
安定	stabilt	安定	stabil	V	ADJ;NOM;INDF;NEUT;SG
青山	aoyama	青山	aoyam	PROPN	N;NOM;INDF;MASC+FEM;SG
調整	anpassningar	調整	anpassning	V	N;NOM;INDF;MASC+FEM;PL
調整	justeringar	調整	justering	V	N;NOM;INDF;MASC+FEM;PL
調整	justering	調整	justering	V	N;NOM;INDF;MASC+FEM;SG
調整	anpassning	調整	anpassning	V	N;NOM;INDF;MASC+FEM;SG
調整	samordning	調整	samordning	V	N;NOM;INDF;MASC+FEM;SG
調整	koordination	調整	koordination	V	N;NOM;INDF;MASC+FEM;SG
中世	medeltida	中世	medeltida	N	ADJ;NOM
不足	brist	不足	brist	V	N;NOM;INDF;MASC+FEM;SG
不足	avsaknad	不足	avsakna	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
不足	brist	不足	brist	V	N;NOM;INDF;MASC+FEM;SG
不足	brist	不足	brist	V	N;NOM;INDF;MASC+FEM;SG
解釈	tolkningar	解釈	tolkning	V	N;NOM;INDF;MASC+FEM;PL
解釈	tolkningen	解釈	tolkning	V	N;NOM;DEF;MASC+FEM;SG
解釈	tolkning	解釈	tolkning	V	N;NOM;INDF;MASC+FEM;SG
岡田	okada	岡田	oka	PROPN	N;NOM;INDF;MASC+FEM;SG
買収	övertagande	買収	övertagande	V	N;NOM;INDF;NEUT;SG
買収	övertagandet	買収	övertagande	V	N;NOM;DEF;NEUT;SG
買収	anskaffning	買収	anskaffning	V	N;NOM;INDF;MASC+FEM;SG
買収	förvärv	買収	förvärv	V	N;NOM;INDF;NEUT;SG
募集	rekrytering	募集	rekrytering	V	N;NOM;INDF;MASC+FEM;SG
プレイ	pjäs	プレイ	pjäs	V	N;NOM;INDF;MASC+FEM;SG
プレイ	play	プレイ	play	V	N;NOM;INDF;MASC+FEM;SG
ビット	bet	ビット	bet	N	V;IMP;FIN;ACT
ビット	bits	ビット	bits	N	V;IMP;FIN;ACT
注目	utvalda	注目	utvalja	V	ADJ;NOM;PL;PST;V.PTCP
注目	utvalt	注目	utvälta	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
注目	uppmärksamhet	注目	uppmärksamhet	V	N;NOM;INDF;MASC+FEM;SG
市川	ichikawa	市川	ichikan	PROPN	N;NOM;INDF;MASC+FEM;SG
分布	fördelning	分布	fördelning	V	N;NOM;INDF;MASC+FEM;SG
分布	distribution	分布	distribution	V	N;NOM;INDF;MASC+FEM;SG
太田	ota	太田	ota	PROPN	PROPN;NOM
パス	passera	パス	passera	N	V;IMP;FIN;ACT
与える	give	与える	give	V	N;NOM;INDF;MASC+FEM;SG
ファイナル	slutliga	ファイナル	slutlig	PROPN	ADJ;NOM;PL
ファイナル	final	ファイナル	final	PROPN	N;NOM;INDF;MASC+FEM;SG
ファイナル	slutligt	ファイナル	slutlig	PROPN	ADV
ファイナル	sista	ファイナル	sista	PROPN	ADJ;NOM;DEF;RL
ファイナル	slutgiltigt	ファイナル	slutgiltig	PROPN	ADV
ファイナル	slutlig	ファイナル	slutlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ファイナル	final	ファイナル	final	PROPN	N;NOM;INDF;MASC+FEM;SG
ファイナル	finalen	ファイナル	final	PROPN	N;NOM;DEF;MASC+FEM;SG
コモ	como	コモ	como	PROPN	N;NOM;INDF;MASC+FEM;SG
ポルトガル	portugal	ポルトガル	portugal	PROPN	PROPN;NOM
高度	höjd	高度	höja	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ゆき	yuki	ゆき	yuki	PROPN	PROPN;NOM
次郎	jiro	次郎	jiro	PROPN	PROPN;NOM
結合	bond	結合	bond	N	PROPN;NOM
ライセンス	licensierad	ライセンス	licensierad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ライセンス	licensierade	ライセンス	licensierad	N	ADJ;NOM;PL;PST;V.PTCP
メール	posta	メール	posta	N	V;IMP;FIN;ACT
生涯	livslång	生涯	livslång	N	ADJ;NOM;INDF;MASC+FEM;SG
生涯	livslånga	生涯	livslång	N	ADJ;NOM;PL
生涯	livslångt	生涯	livslång	N	ADJ;NOM;INDF;NEUT;SG
クリア	klart	クリア	klar	N	ADJ;NOM;INDF;NEUT;SG
クリア	tydlig	クリア	tydlig	N	ADJ;NOM;INDF;MASC+FEM;SG
クリア	rensa	クリア	rensa	N	V;IMP;FIN;ACT
アリ	myra	アリ	myra		N;NOM;INDF;MASC+FEM;SG
アリ	ari	アリ	ari		PROPN;NOM
アリ	myror	アリ	myro		N;NOM;INDF;MASC+FEM;PL
アリ	myrorna	アリ	myro		N;NOM;DEF;MASC+FEM;PL
アリ	ali	アリ	ali		PROPN;NOM
繰り返し	upprepas	繰り返し	upprepa	ADV	V;NFIN;PASS
繰り返し	upprepade	繰り返し	upprepa	ADV	V;NOM;PL;PST;V.PTCP;ACT
繰り返し	upprepat	繰り返し	upprepa	ADV	N;NOM;INDF;NEUT;SG
繰り返し	upprepad	繰り返し	upprepa	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
繰り返し	repetera	繰り返し	repetera	ADV	V;IMP;FIN;ACT
繰り返し	upprepar	繰り返し	upprepa	ADV	V;IND;PRS;FIN;ACT
繰り返し	upprepa	繰り返し	upprepa	ADV	V;IMP;FIN;ACT
繰り返し	upprepar	繰り返し	upprepa	ADV	V;IND;PRS;FIN;ACT
繰り返し	upprepa	繰り返し	upprepa	ADV	V;IMP;FIN;ACT
繰り返し	upprepningar	繰り返し	upprepning	ADV	N;NOM;INDF;MASC+FEM;PL
繰り返し	repetition	繰り返し	repetition	ADV	N;NOM;INDF;MASC+FEM;SG
繰り返し	upprepning	繰り返し	upprepning	ADV	N;NOM;INDF;MASC+FEM;SG
新規	nyhet	新規	nyhet	ADJ	N;NOM;INDF;MASC+FEM;SG
下り	utgående	下りる	utgående	V	N;NOM;INDF;NEUT;SG
トヨタ	toyota	トヨタ	toyot	PROPN	N;NOM;INDF;MASC+FEM;SG
ヤン	jan	ヤン	jan	PROPN	PROPN;NOM
上昇	upphov	上昇	upphov	V	N;NOM;INDF;NEUT;SG
都道府県	statliga	都道府県	statlig	N	ADJ;NOM;PL
都道府県	statligt	都道府県	statlig	N	ADJ;NOM;INDF;NEUT;SG
規制	reglering	規制	reglering	V	N;NOM;INDF;MASC+FEM;SG
規制	förordningen	規制	förordning	V	N;NOM;DEF;MASC+FEM;SG
規制	förordning	規制	förordning	V	N;NOM;INDF;MASC+FEM;SG
規制	reglerat	規制	reglera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
規制	reglerad	規制	reglera	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
規制	reglerade	規制	reglera	V	ADJ;NOM;PL;PST;V.PTCP
オペラ	opera	オペラ	opera	PROPN	N;NOM;INDF;MASC+FEM;SG
オペラ	operan	オペラ	operan	PROPN	N;NOM;DEF;MASC+FEM;SG
オペラ	operor	オペラ	opero	PROPN	N;NOM;INDF;MASC+FEM;PL
カイ	kai	カイ	kai	PROPN	PROPN;NOM
みんな	allihopa	みんな	allihopa	ADV	N;NOM;INDF;MASC+FEM;SG
みんな	alla	みんな	all	ADV	PRO;INDF;PL
みんな	grabbar	みんな	grabb	ADV	N;NOM;INDF;MASC+FEM;PL
みんな	killar	みんな	killa	ADV	N;NOM;INDF;MASC+FEM;PL
ウィー	wee	ウィー	wee	PROPN	N;NOM;INDF;NEUT;SG
ディレクター	regissör	ディレクター	regissöra	PROPN	N;NOM;INDF;MASC+FEM;SG
ディレクター	direktören	ディレクター	direktör	PROPN	N;NOM;DEF;MASC+FEM;SG
ディレクター	direktör	ディレクター	direktör	PROPN	N;NOM;INDF;MASC+FEM;SG
判決	omdöme	判決	omdöme	N	V;IMP;FIN;ACT
修了	färdigställande	修了	färdigställande	V	ADJ;NOM;PRS;V.PTCP
修了	komplettering	修了	komplettering	V	N;NOM;INDF;MASC+FEM;SG
合成	syntetiskt	合成	syntetisk	V	ADJ;NOM;INDF;NEUT;SG
合成	syntetisk	合成	syntetisk	V	ADJ;NOM;INDF;MASC+FEM;SG
合成	syntetiska	合成	syntetisk	V	ADJ;NOM;PL
合成	sammansättningen	合成	sammansättning	V	N;NOM;DEF;MASC+FEM;SG
合成	sammansättning	合成	sammansättning	V	N;NOM;INDF;MASC+FEM;SG
ミン	min	ミン	jag	PROPN	PRO;DEF;MASC+FEM;SG
ローズ	rose	ローズ	rose	N	PROPN;NOM
島根	shimane	島根	shimane	PROPN	PROPN;NOM
提示	presenterade	提示	presentera	V	ADJ;NOM;PL;PST;V.PTCP
