que	das	que	der	CONJ	PRO;NOM;NEUT;SG
menor	minderjährigen	menor	minderjährig	ADJ;SG	ADJ;NOM;PL
menor	kleinere	menor	klein	ADJ;SG	ADJ;NOM;FEM;PL
menor	minderjährige	menor	minderjährig	ADJ;SG	ADJ;NOM;FEM;PL
menor	minor	menor	minor	ADJ;SG	PROPN;SG
japó	japan	japó	japan	N;MASC;SG	PROPN;NOM;NEUT;SG
problemes	probleme	problema	probleme	N;MASC;PL	ADJ;PL
problemes	problemen	problema	problem	N;MASC;PL	V;NFIN
objectiu	zielsetzung	objectiu	zielsetzung	N;MASC;SG	ADJ
marc	marc	marc	marcen		PROPN;NOM;SG
marc	rahmen	marc	rahmen		V;NFIN
marc	rahmens	marc	rahmens		N;NOM;PL
national	nationale	national	national	ADJ;SG	ADJ;NOM;FEM;PL
acció	aktion	acció	aktion	N;FEM;SG	
acció	maßnahme	acció	maßnahmen	N;FEM;SG	ADJ
acció	aktionen	acció	aktion	N;FEM;SG	V;NFIN
acció	klage	acció	klage	N;FEM;SG	ADJ
acció	maßnahmen	acció	maßnahmen	N;FEM;SG	V;NFIN
ocupació	belegung	ocupació	belegung	N;FEM;SG	ADJ
mascles	männliche	mascle	männlich	N;MASC;PL	ADJ;NOM;FEM;PL
mascles	männlich	mascle	männlich	N;MASC;PL	ADJ
casos	fällen	cas	fällen	N;MASC;PL	V;NFIN
fonts	quellen	font	quell	N;FEM;PL	V;NFIN
fonts	informationsquellen	font	informationsquell	N;FEM;PL	V;NFIN
fonts	datenquellen	font	datenquell	N;FEM;PL	V
noves	neuen	nou	neu	ADJ;FEM;PL	ADJ;ACC;MASC;SG
noves	neues	nou	neu	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
pont	brücken	pont	brücken	N;MASC;SG	N;NOM;FEM;PL
pont	bridge	pont	bridgen	N;MASC;SG	PROPN;NOM;SG
pont	steg	pont	steg	N;MASC;SG	
imatges	abbildungen	imatge	abbildung	N;FEM;PL	V;NFIN
imatges	bildmaterial	imatge	bildmaterial	N;FEM;PL	ADJ
imatges	bildern	imatge	bildern	N;FEM;PL	V;NFIN
principi	grundsatz	principi	grundsatz		ADV
principi	prinzip	principi	prinzip		ADJ
dreta	rechte	dreta	recht		ADJ;NOM;FEM;PL
dreta	stimmt	dreta	stimmen		V;IND;SG;3;PRS;FIN
dreta	recht	dreta	recht		ADV
dreta	richtig	dreta	richtig		ADV
dreta	rechts	dreta	rechts		ADV
velocitat	geschwindigkeit	velocitat	geschwindigkeit	N;FEM;SG	ADJ
velocitat	geschwindigkeit	velocitat	geschwindigkeit	N;FEM;SG	ADJ
velocitat	drehzahl	velocitat	drehzahl	N;FEM;SG	ADJ
velocitat	schnelligkeit	velocitat	schnelligkeit	N;FEM;SG	ADJ
velocitat	speed	velocitat	speed	N;FEM;SG	
valor	wert	valor	wert	N;MASC;SG	ADJ
qualitat	qualitätssicherung	qualitat	qualitätssicherung	N;FEM;SG	ADJ
qualitat	qualitätskontrolle	qualitat	qualitätskontrolle	N;FEM;SG	ADJ;NOM;FEM;SG
generalitat	generalitat	generalitat	eralitaen	N;FEM;SG	PROPN;NOM;SG
generalitat	allgemeingültigkeit	generalitat	allgemeingültigkeit	N;FEM;SG	ADJ
professional	fachmann	professional	fachmann	ADJ;SG	
professional	profi	professional	profi	ADJ;SG	
professional	professionelle	professional	professionell	ADJ;SG	ADJ;NOM;FEM;PL
referències	verweise	referència	verweisen	N;FEM;PL	
referències	referenzen	referència	referenzen	N;FEM;PL	V;NFIN
temple	tempels	temple	tempels	N;MASC;SG	
temple	tempel	temple	tempel	N;MASC;SG	
miquel	miquel	miquel	miquel		PROPN;SG
vista	aussicht	vista	aussechen	N;FEM;SG	PROPN
vista	anzeigen	vista	anzeigen	N;FEM;SG	V;NFIN
vista	blick	vista	blick	N;FEM;SG	ADV
museum	museen	museum	museen	N;MASC;SG	V;NFIN
energia	energiewirtschaft	energia	energiewirtschaft	N;FEM;SG	ADJ
energia	energie	energia	energie	N;FEM;SG	
energia	energieverbrauch	energia	energieverbrauch	N;FEM;SG	ADJ
classe	klasse	classe	klasse	N;FEM;SG	ADJ
classe	baureihe	classe	baureihe	N;FEM;SG	ADJ;NOM;FEM;SG
classe	klassen	classe	klassen	N;FEM;SG	N;NOM;PL
dinastia	dynastie	dinastia	dynastie	N;FEM;SG	
wheeler	wheeler	wheeler	wheeler	N	PROPN
front	front	front	fronen		PROPN
front	vorderseite	front	vorderseite		
front	vorne	front	vorne		ADV
front	vorn	front	vorn		ADV
front	vor	front	vor		ADP
macdonald	macdonald	macdonald	macdonald	ADJ;SG	PROPN
prova	test	prova	test	V;IND;SG;3;PRS;FIN	N
prova	prüfung	prova	prüfung	V;IND;SG;3;PRS;FIN	N;SG
prova	versuche	prova	versuchen	V;IND;SG;3;PRS;FIN	N;NOM;SG
barri	gegend	barri	gegend	N;MASC;SG	ADV
barri	nachbarschaft	barri	nachbarschaft	N;MASC;SG	ADJ
barri	viertel	barri	viertel	N;MASC;SG	
barri	stadtviertel	barri	stadtviertel	N;MASC;SG	ADJ
segles	jahrhunderten	segle	jahrhundert	N;MASC;PL	V;IND;PL;3;PST;FIN
segles	jahrhunderte	segle	jahrhundert	N;MASC;PL	ADJ
recent	kürzlich	recent	kürzlich	ADJ;SG	ADV
recent	neueste	recent	neu	ADJ;SG	ADJ;NOM;FEM;PL
recent	jüngsten	recent	jung	ADJ;SG	ADJ;PL
recent	aktuelle	recent	aktuell	ADJ;SG	ADJ;NOM;FEM;PL
monestir	kloster	monestir	kloster	N;MASC;SG	ADJ
monestir	klöster	monestir	klöst	N;MASC;SG	ADJ
monestir	klosters	monestir	klosters	N;MASC;SG	ADJ
animals	tieren	animal	tier	N;PL	V;NFIN
via	über	via	über		ADP
via	per	via	per		ADP
wiley	wiley	wiley	wiley	N;SG	PROPN
parlament	parlament	parlament	parlament	N;MASC;SG	ADJ
educació	weiterbildung	educació	weiterbildung	N;FEM;SG	ADJ
educació	bildung	educació	bildung	N;FEM;SG	
educació	unterricht	educació	unterrichten	N;FEM;SG	
característiques	merkmale	característica	merkmal	N;FEM;PL	ADJ;NOM;FEM;PL
característiques	eigenschaften	característica	eigenschaft	N;FEM;PL	V;NFIN
característiques	funktionen	característica	funktionen	N;FEM;PL	V;NFIN
característiques	leistungsmerkmale	característica	leistungsmerkmale	N;FEM;PL	ADJ;NOM;FEM;PL
actor	schauspieler	actor	schauspieler	N;MASC;SG	ADJ
actor	akteur	actor	akteur	N;MASC;SG	
actor	darsteller	actor	darsteller	N;MASC;SG	ADJ
influència	beeinflussen	influència	beeinflussen	N;FEM;SG	V;NFIN
influència	einfluss	influència	einfluß	N;FEM;SG	ADJ
influència	einflussnahme	influència	einflussnahm	N;FEM;SG	ADJ;NOM;FEM;SG
castella	kastilien	castella	kastil	N;FEM;SG	PROPN;NOM;SG
castella	castilla	castella	castilla	N;FEM;SG	PROPN
viure	leben	viure	leben		V;NFIN
viure	live	viure	live		ADJ
viure	wohnen	viure	wohnen		V;NFIN
viure	lebe	viure	leben		V;IND;SG;3;PRS;FIN
viure	lebend	viure	lebend		ADJ
accés	zufahrt	accés	zufahren	N;MASC;SG	V;IND;SG;3;PRS;FIN
accés	zutritt	accés	zutreten	N;MASC;SG	ADJ
gent	leute	gent	leute	N;FEM;SG	N;NOM;PL
gent	menschen	gent	menschen	N;FEM;SG	N;NOM;PL
gent	personen	gent	Person	N;FEM;SG	N;NOM;FEM;PL
especial	spezielle	especial	speziell	ADJ;SG	ADJ;NOM;FEM;PL
especial	spezial	especial	spezial	ADJ;SG	
especial	besondere	especial	besonder	ADJ;SG	ADJ;NOM;FEM;PL
xarxa	netzwerk	xarxa	netzwerk	N;FEM;SG	PROPN
xarxa	streckennetz	xarxa	streckennetz	N;FEM;SG	ADJ
xarxa	netzwerke	xarxa	netzwerk	N;FEM;SG	
xarxa	netz	xarxa	netz	N;FEM;SG	
prentice	prentice	prentice	prentice		PROPN;NOM;SG
nucli	kern	nucli	kern	N;MASC;SG	ADJ
nucli	core	nucli	core	N;MASC;SG	
nucli	kernkompetenzen	nucli	kernkompetenzen	N;MASC;SG	V;NFIN
nucli	herzstück	nucli	herzstück	N;MASC;SG	ADJ
nucli	kern	nucli	kern	N;MASC;SG	ADJ
nucli	kernel	nucli	kernel	N;MASC;SG	PROPN
nucli	kernels	nucli	kernels	N;MASC;SG	PROPN
decidir	beschließen	decidir	beschließen	V;NFIN	V;NFIN
decidir	entscheiden	decidir	entscheiden	V;NFIN	V;NFIN
decidir	entscheide	decidir	entscheiden	V;NFIN	V;IND;SG;3;PRS;FIN
mesura	messen	mesura	messen	N;FEM;SG	V;NFIN
mesura	messtechnik	mesura	messtechnik	N;FEM;SG	ADJ
mesura	maßeinheit	mesura	maßeinheit	N;FEM;SG	ADJ
mesura	maßnahme	mesura	maßnahmen	N;FEM;SG	ADJ
mesura	messen	mesura	messen	N;FEM;SG	V;NFIN
mesura	maß	mesura	messen	N;FEM;SG	V;IND;SG;3;PST;FIN
sala	raum	sala	raum	N;FEM;SG	ADV
sala	hotelzimmer	sala	hotelzimmer	N;FEM;SG	
literatura	fachliteratur	literatura	fachliteratur	N;FEM;SG	ADJ
literatura	literatur	literatura	literatur	N;FEM;SG	ADJ
cech	cech	cech	cech	PROPN	PROPN;NOM;MASC;SG
clima	klima	clima	klima	N;MASC;SG	PROPN
clima	klimawandel	clima	klimawandel	N;MASC;SG	
comença	start	començar	Start	V;IND;SG;3;PRS;FIN	PROPN
comença	anfang	començar	anfang	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
comença	beginn	començar	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
selecció	selektion	selecció	selektion	N;FEM;SG	
congrés	kongresse	congrés	kongreß	N;MASC;SG	PROPN;NOM;SG
congrés	kongress	congrés	kongreß	N;MASC;SG	PROPN;NOM;SG
papa	pope	papa	pope	N;MASC;SG	PROPN;NOM;SG
sentit	sinn	sentit	sein	ADJ;MASC;SG;V.PTCP	
personal	staff	personal	staff	ADJ;SG	
fotografia	foto	fotografiar	foto	V;IND;SG;3;PRS;FIN	
fotografia	fotografien	fotografiar	fotografien	V;IND;SG;3;PRS;FIN	
fotografia	fotografie	fotografiar	fotografie	V;IND;SG;3;PRS;FIN	PROPN
fotografia	fotografien	fotografiar	fotografien	V;IND;SG;3;PRS;FIN	
castellà	spanisch	castellà	spanisch	N;MASC;SG	ADJ
castellà	spanischer	castellà	spanisch	N;MASC;SG	ADJ
castellà	spanischen	castellà	spanisch	N;MASC;SG	ADJ;NOM;MASC;PL
castellà	spanische	castellà	spanisch	N;MASC;SG	ADJ;NOM;FEM;PL
dirigida	gerichtet	dirigit	richten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
dirigida	gelenkt	dirigit	lenken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
dirigida	regie	dirigit	Regie	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
khan	khan	khan	khan	N;MASC;SG	PROPN;NOM;MASC;SG
domini	domäne	domini	domän	N;MASC;SG	
domini	domain	domini	domain	N;MASC;SG	PROPN;SG
domini	bereich	domini	bereich	N;MASC;SG	ADV
domini	domänen	domini	domän	N;MASC;SG	V;FIN
domini	herrschaft	domini	herrschaft	N;MASC;SG	ADJ
domini	dominion	domini	dominion	N;MASC;SG	PROPN
corona	corona	corona	corona		PROPN;NOM;SG
aviat	bald	aviat	bald	N	ADV
aviat	demnächst	aviat	demnächst	N	ADV
aviat	soon	aviat	soon	N	
fort	starke	fort	stark	ADJ;MASC;SG	ADJ;NOM;FEM;PL
fort	strong	fort	strong	ADJ;MASC;SG	PROPN
fort	starken	fort	stark	ADJ;MASC;SG	ADJ;ACC;PL
canal	kanal	canal	kanal	N;MASC;SG	ADV
canal	canal	canal	canal	N;MASC;SG	PROPN;NOM;SG
canal	kanals	canal	kanals	N;MASC;SG	ADV
canal	kanal	canal	kanal	N;MASC;SG	ADV
canal	kanäle	canal	kanal	N;MASC;SG	
canal	sender	canal	sender	N;MASC;SG	
canal	channel	canal	channel	N;MASC;SG	PROPN;NOM;SG
honor	ehrung	honor	ehrung		N;SG
quantitat	höhe	quantitat	höch	N;FEM;SG	
quantitat	mengen	quantitat	mengen	N;FEM;SG	V;NFIN
quantitat	stückzahl	quantitat	stückzahl	N;FEM;SG	ADJ
quantitat	quantität	quantitat	quantität	N;FEM;SG	PROPN
nascut	born	nascut	born	ADJ;MASC;SG;V.PTCP	
nascut	geboren	nascut	gebären	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nascut	geb	nascut	geb	ADJ;MASC;SG;V.PTCP	V;V.PTCP
girona	katalonien	girona	katalonien		PROPN;NOM;SG
girona	girona	girona	girona		PROPN;NOM;SG
secció	sektion	secció	sektion	N;FEM;SG	PROPN
secció	bereich	secció	bereich	N;FEM;SG	ADV
secció	abschnitt	secció	abschneiden	N;FEM;SG	ADV
enric	heinrich	enric	heinrich		PROPN;NOM;MASC;SG
enric	henry	enric	henry		PROPN;NOM;MASC;SG
life	leben	life	leben		V;NFIN
life	life	life	life		PROPN
life	lebens	life	lebens		N;NOM;PL
acadèmia	academy	acadèmia	academy	N;FEM;SG	PROPN;NOM;SG
cançó	gesang	cançó	gesingen	N;FEM;SG	ADJ
cançó	song	cançó	singen	N;FEM;SG	PROPN;NOM;MASC;SG
capacitat	fassungsvermögen	capacitat	fassungsvermögen	N;FEM;SG	
capacitat	kapazitäten	capacitat	kapazität	N;FEM;SG	V;FIN
capacitat	produktionskapazität	capacitat	produktionskapazität	N;FEM;SG	ADJ
mallorca	mallorca	mallorca	mallorca		PROPN
mallorca	mallorca	mallorca	mallorca		PROPN
mallorca	mallorcas	mallorca	mallorcas		PROPN
normalment	gewöhnlich	normalment	gewöhnlich	ADV	ADJ
generalment	generell	generalment	generell	ADV	ADJ
generalment	allgemein	generalment	allgemein	ADV	ADJ
catedral	dom	catedral	dom		PROPN;NOM;MASC;SG
catedral	kathedrale	catedral	kathedrale		;NOM
cor	herz	cor	herz		
cor	herzens	cor	herzens		N;NOM;NEUT;PL
cor	heart	cor	hearen		PROPN
noms	namen	nom	name	N;MASC;PL	
sistemes	systemen	sistema	systemen	N;MASC;PL	V;NFIN
sistemes	system	sistema	system	N;MASC;PL	N;NOM;NEUT;SG
disseny	planung	disseny	planung	N;MASC;SG	ADJ
pintura	gemälde	pintura	gemälde	N;FEM;SG	
pintura	malen	pintura	malen	N;FEM;SG	V;NFIN
pintura	malerei	pintura	malerei	N;FEM;SG	ADJ;NOM;FEM;SG
svg	svg	svg	svg	N;MASC;SG	
coll	hals	coll	hals	N;MASC;SG	
coll	genick	coll	genick	N;MASC;SG	ADJ
coll	nacken	coll	nacken	N;MASC;SG	V;NFIN
senyor	sir	senyor	sir	N;MASC;SG	PROPN;NOM;MASC;SG
senyor	fürst	senyor	fürsen	N;MASC;SG	PROPN;NOM;SG
senyor	lord	senyor	lord	N;MASC;SG	PROPN;NOM;SG
hectàrees	hektar	hectàrea	hektar	N;FEM;PL	ADV
biblioteca	bücherei	biblioteca	bücherei	N;FEM;SG	ADJ;NOM;FEM;SG
territoris	gebieten	territori	gebieten	N;MASC;PL	V;NFIN
territoris	gebiete	territori	gebieten	N;MASC;PL	
territoris	territorium	territori	territorium	N;MASC;PL	ADJ
esdevenir	werden	esdevenir	werden	V;NFIN	V;NFIN;PASS
rus	russischen	rus	russisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
rus	russen	rus	russen	ADJ;MASC;SG	
genera	generierung	generar	generierung	V;IND;SG;3;PRS;FIN	ADJ
formes	formen	forma	formen	N;FEM;PL	V;NFIN
formes	formulare	forma	formular	N;FEM;PL	ADJ;NOM;FEM;SG
formes	formen	forma	formen	N;FEM;PL	V;NFIN
campanya	wahlkampf	campanya	wahlkampf	N;FEM;SG	ADJ
campanya	werbekampagne	campanya	werbekampagne	N;FEM;SG	ADJ;NOM;FEM;SG
campanya	kampagnen	campanya	kampagnen	N;FEM;SG	V;NFIN
alcalde	bürgermeister	alcalde	bürgermeister	N;MASC;SG	ADJ
alcalde	oberbürgermeister	alcalde	oberbürgermeister	N;MASC;SG	ADV
alcalde	bürgermeisterin	alcalde	bürgermeisterin	N;MASC;SG	ADJ
mes	monat	mes	monat	N;MASC;SG	ADV
mes	monats	mes	monats	N;MASC;SG	
mes	monate	mes	monat	N;MASC;SG	ADV
mes	monaten	mes	Monat	N;MASC;SG	N;DAT;MASC;PL
recerca	forschungen	recerca	forschungen	N;FEM;SG	V;NFIN
recerca	recherchen	recerca	recherch	N;FEM;SG	V;NFIN
successor	nachfolgerin	successor	nachfolgerin		ADJ
successor	nachfolge	successor	nachfolg		ADJ
successor	nachfolger	successor	nachfolg		ADJ
carretera	strasse	carretera	straß	N;FEM;SG	
carretera	straßenverkehr	carretera	straßenverkehr	N;FEM;SG	ADJ
carretera	straße	carretera	straß	N;FEM;SG	ADJ
pallars	pallars	pallar	pallars		ADV
blackwell	blackwell	blackwell	blackwell	N;MASC;SG	PROPN
relacions	beziehung	relació	Beziehung	N;FEM;PL	N;SG
fusta	holzindustrie	fusta	holzindustrie	N;FEM;SG	
fusta	holzbearbeitung	fusta	holzbearbeitung	N;FEM;SG	ADJ
llatí	lateinamerika	llatí	lateinamerika		PROPN;NOM;SG
llatí	latin	llatí	latin		PROPN
llatí	lateinische	llatí	lateinisch		ADJ;NOM;FEM;PL
llatí	lateinisch	llatí	lateinisch		ADJ
llatí	latein	llatí	latein		ADJ
malden	malden	maldar	malden	N;MASC;SG	PROPN;NOM
potser	vllt	potser	vllt	ADV	
potser	womöglich	potser	womöglich	ADV	ADJ
britànic	britischen	britànic	britisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
britànic	britische	britànic	britisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
negre	schwarzer	negre	schwarz		ADJ
negre	schwarze	negre	schwarz		ADJ;NOM;FEM;PL
negre	black	negre	black		PROPN
negre	schwarz	negre	schwarz		ADJ
negre	schwarzen	negre	schwarz		ADJ
publicat	publiziert	publicat	publizieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	veröffentlichte	publicat	veröffentlichen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
publicat	erschienen	publicat	erscheinen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	veröffentlicht	publicat	veröffentlichen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	veröffentlichte	publicat	veröffentlichen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
publicat	gepostet	publicat	posten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	geschrieben	publicat	schreiben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	veröffentlicht	publicat	veröffentlichen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicat	gesendet	publicat	senden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
xvi	xvi	xvi	xvi		PROPN;NOM;MASC;SG
collette	collette	collette	collette	PROPN	PROPN
importància	wichtigkeit	importància	wichtigkeit	N;FEM;SG	ADJ
importància	bedeutung	importància	bedeutung	N;FEM;SG	ADJ
paul	paulus	paul	paulus	PROPN	PROPN;NOM;MASC;SG
paul	paul	paul	paul	PROPN	PROPN;NOM;MASC;SG
aigües	wasser	aigua	wasser	N;FEM;PL	N;NOM;NEUT;SG
aigües	waters	aigua	waters	N;FEM;PL	PROPN;NOM;SG
aigües	gewässern	aigua	gewäßtern	N;FEM;PL	V;NFIN
aigües	gewässer	aigua	gewässer	N;FEM;PL	
independència	selbstständigkeit	independència	selbständigkeit	N;FEM;SG	ADJ;NOM;SG
independència	selbständigkeit	independència	selbständigkeit	N;FEM;SG	ADJ;NOM;FEM;SG
independència	unabhängigkeit	independència	unabhängigkeit	N;FEM;SG	ADJ;SG
respecte	respekt	respecte	respeken		PROPN
respecte	respektiere	respecte	respektieren		V;IND;SG;3;PRS;FIN
respecte	respektieren	respecte	respektieren		V;NFIN
palomar	palomar	palomar	palomar		PROPN;NOM;SG
propi	eigene	propi	eigen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
industrials	industrieanlagen	industrial	industrieanlagen	ADJ;PL	N;NOM;FEM;PL
industrials	industrie	industrial	industrie	ADJ;PL	N;NOM;FEM;SG
etapes	stufen	etapa	stufen	N;FEM;PL	V;NFIN
etapes	stadien	etapa	stadienienen	N;FEM;PL	
etapes	etappen	etapa	etapp	N;FEM;PL	V;NFIN
etapes	phasen	etapa	phasen	N;FEM;PL	V;NFIN
personatge	figur	personatge	figur	N;MASC;SG	ADJ
personatge	zeichen	personatge	zeichen	N;MASC;SG	V;NFIN
personatge	charakter	personatge	charakter	N;MASC;SG	ADJ
aire	air	aire	air	N;MASC;SG	PROPN;NOM;MASC;SG
considerat	berücksichtigt	considerat	berücksichtigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
considerat	betrachtet	considerat	betrachten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
considerat	erwogen	considerat	erwägen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
editorial	herausgeber	editorial	herausgeber		ADJ
editorial	verleger	editorial	verleger		ADJ
editorial	verlag	editorial	verliegen		N;NOM;MASC;SG
editorial	redaktionelle	editorial	redaktionell		ADJ;NOM;FEM;PL
editorial	leitartikel	editorial	leitartikel		ADJ
editorial	redaktion	editorial	redaktion		N;SG
petites	kleines	petit	klein	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
fos	geschmolzen	ser	schmelzen	V;SBJV;SG;3;IPFV;FIN	V;V.PTCP
unitat	unit	unitat	unit	N;FEM;SG	
unitat	maßeinheit	unitat	maßeinheit	N;FEM;SG	ADJ
american	amerikanische	american	amerikanisch		ADJ;NOM;FEM;PL
american	amerikaner	american	amerikaner		ADJ
american	amerikanischen	american	amerikanisch		ADJ;NOM;PL
american	amerikanisches	american	amerikanisch		ADJ;NOM;NEUT;SG
american	amerikanisch	american	amerikanisch		ADJ
atac	angreifen	atac	angreifen	N;MASC;SG	V;NFIN
atac	attack	atac	attack	N;MASC;SG	PROPN
atac	attacke	atac	attacke	N;MASC;SG	ADJ;NOM;SG
extrem	extrem	extrem	extrem		ADJ
extrem	extremer	extrem	extremer		ADJ
extrem	extremen	extrem	extrem		ADJ
extrem	extreme	extrem	extrem		N;NOM;FEM;PL
plana	flat	plana	flat	V;IND;SG;3;PRS;FIN	
plana	flach	plana	flach	V;IND;SG;3;PRS;FIN	ADJ
plana	wohnung	plana	wohnung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
diari	zeitungen	diari	zeitungen	N;MASC;SG	V;NFIN
diari	zeitung	diari	zeitung	N;MASC;SG	
diari	fachzeitschrift	diari	fachzeitschrift	N;MASC;SG	ADJ
diari	zeitschrift	diari	zeitschrefen	N;MASC;SG	ADJ
diari	tagebuch	diari	tagebuch	N;MASC;SG	ADJ
diari	veranstaltungskalender	diari	veranstaltungskalender	N;MASC;SG	ADJ
diari	terminkalender	diari	terminkalender	N;MASC;SG	ADJ
diari	tagebücher	diari	tagebüch	N;MASC;SG	ADJ
diari	tagebuch	diari	tagebuch	N;MASC;SG	ADJ
figura	abbildung	figurar	abbildung	V;IND;SG;3;PRS;FIN	
peces	schienen	peça	schienen	N;PL	V;NFIN
peces	stücke	peça	stücken	N;PL	
peces	titel	peça	titel	N;PL	
peces	spuren	peça	spur	N;PL	V;NFIN
peces	stück	peça	stück	N;PL	ADJ
peces	stückzahl	peça	stückzahl	N;PL	ADJ
peces	stücke	peça	stücken	N;PL	
peces	teile	peça	teilen	N;PL	ADV
tècnica	techniken	tècnic	technik	ADJ;FEM;SG	V;NFIN
tècnica	technik	tècnic	technik	ADJ;FEM;SG	N;SG
diferència	unterschied	diferència	unterscheiden	N;FEM;SG	V;IND;SG;3;PST;FIN
diferència	differenz	diferència	differenz	N;FEM;SG	
lluita	ringer	lluitar	ring	V;IND;SG;3;PRS;FIN	ADJ
lluita	wrestling	lluitar	wrestlingen	V;IND;SG;3;PRS;FIN	ADJ
lluita	streit	lluitar	streit	V;IND;SG;3;PRS;FIN	ADJ
lluita	kampf	lluitar	kampfen	V;IND;SG;3;PRS;FIN	N;SG
lluita	kämpfe	lluitar	kämpfen	V;IND;SG;3;PRS;FIN	
orquestra	orchester	orquestra	orchester	N;FEM;SG	ADJ
orquestra	orchestra	orquestra	orchestra	N;FEM;SG	PROPN;NOM;SG
òpera	opera	òpera	opera	N;FEM;SG	PROPN;NOM;SG
òpera	opernhaus	òpera	opernhaus	N;FEM;SG	PROPN;NOM;SG
òpera	opern	òpera	opern	N;FEM;SG	
àrab	arabischen	àrab	arabisch	ADJ;SG	ADJ;NOM;PL
àrab	arabische	àrab	arabisch	ADJ;SG	ADJ;NOM;FEM;PL
àrab	araber	àrab	araber	ADJ;SG	
volum	lautstärke	volum	lautstärk	N;MASC;SG	ADJ;NOM;SG
volum	volumen	volum	volum	N;MASC;SG	V;NFIN
volum	umfang	volum	umfingen	N;MASC;SG	
reina	queen	reina	queen		PROPN;NOM;SG
reina	königin	reina	königin		ADJ
argentina	argentinien	argentí	argentinien	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
argentina	argentinischen	argentí	argentinisch	ADJ;FEM;SG	ADJ;NOM;MASC;PL
argentina	argentinien	argentí	argentinien	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
argentina	argentinische	argentí	argentinisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
peixos	meeresfrüchte	peix	meeresfrücht	N;MASC;PL	
peixos	fischen	peix	fischen	N;MASC;PL	V;NFIN
peixos	fisch	peix	fisch	N;MASC;PL	
peixos	fische	peix	fischen	N;MASC;PL	
àlbum	album	àlbum	album	N;MASC;SG	
àlbum	fotoalbum	àlbum	fotoalbum	N;MASC;SG	ADJ
comercial	kommerzielle	comercial	kommerziell	ADJ;SG	ADJ;NOM;FEM;PL
comercial	gewerbliche	comercial	gewerblich	ADJ;SG	ADJ;NOM;FEM;PL
exposició	messezentrum	exposició	messezentrum	N;FEM;SG	ADJ
exposició	ausstellungen	exposició	ausstellingen	N;FEM;SG	N;NOM;FEM;PL
exposició	exposition	exposició	exposition	N;FEM;SG	
bandera	flaggen	bandera	flaggen	N;FEM;SG	N;NOM;FEM;PL
bandera	flagge	bandera	flagge	N;FEM;SG	
bandera	fahne	bandera	fahnen	N;FEM;SG	
proves	prüfungen	prova	prüfung	N;FEM;PL	V;NFIN
proves	testen	prova	testen	N;FEM;PL	V;NFIN
proves	prüfung	prova	prüfung	N;FEM;PL	N;SG
equipaments	ausrüstung	equipament	ausrüstung	N;MASC;PL	N;NOM;FEM;SG
equipaments	anlagen	equipament	anlagen	N;MASC;PL	V;NFIN
equipaments	ausrüstung	equipament	ausrüstung	N;MASC;PL	N;NOM;FEM;SG
equipaments	ausstattungen	equipament	ausstattung	N;MASC;PL	V;NFIN
equipaments	ausrüstungen	equipament	ausrüstung	N;MASC;PL	V;NFIN
apartaments	apartments	apartament	apartments	N;MASC;PL	ADV
apartaments	ferienwohnungen	apartament	ferienwohnung	N;MASC;PL	V;NFIN
apartaments	wohnungen	apartament	wohnung	N;MASC;PL	ADJ
apartaments	ferienwohnung	apartament	Ferienwohnung	N;MASC;PL	ADJ
berlín	berlin	berlín	berlin		PROPN;NOM;NEUT;SG
nau	schiff	nau	schiff	N;FEM;SG	ADJ
nau	schiffs	nau	schiffs	N;FEM;SG	
austràlia	australien	austràlia	australien	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
última	letzten	últim	letzt	ADJ;FEM;SG	ADJ;PL
última	zuletzt	últim	zuletzt	ADJ;FEM;SG	ADV
