ύδατα	водах	ύδωρ	вода	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
επηρεάζεται	затронутые	επηρεάζω	затронуть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ξενοδοχεία	hotels	ξενοδοχείο	hotels	N;NOM;NEUT;PL	PROPN
συγκριτικά	сравнительные	συγκριτικά	сравнительный	ADV	ADJ;NOM;PL
συγκριτικά	сравнительный	συγκριτικά	сравнительный	ADV	ADJ;NOM;MASC;SG
πρώιμο	преждевременно	πρώιμο	преждевременный	ADJ;NOM;NEUT;SG	ADV
εντέρου	кишечник	έντερος	кишечник	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
νιγηρίας	нигерии	νιγηρία	нигерия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
νιγηρίας	нигерии	νιγηρία	нигерия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
νιγηρίας	нигерию	νιγηρία	нигерие	PROPN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
νιγηρίας	нигерия	νιγηρία	нигерий	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
λάζαρος	лазарь	λάζαρος	лазарь	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ζωές	живёт	ζωή	жить	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ζωές	жизней	ζωή	жизнь	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
ζωές	живет	ζωή	жить	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
σημάδι	подписать	σημάδι	подписать	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
μοριακό	молекулярной	μοριακός	молекулярный	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
υπουργών	министры	υπουργός	министр	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
υπουργών	министрами	υπουργός	министр	N;GEN;MASC;PL	N;ANIM;INS;MASC;PL
αποφευχθεί	избежать	αποφεύγω	избегнуть	V;PFV;NFIN;PASS	V;PFV;NFIN;ACT
αποφευχθεί	избегать	αποφεύγω	избегать	V;PFV;NFIN;PASS	V;IPFV;NFIN;ACT
αποφευχθεί	избегайте	αποφεύγω	избегать	V;PFV;NFIN;PASS	V;IPFV;IMP;PL;2;FIN;ACT
αποφευχθεί	избегал	αποφεύγω	избегать	V;PFV;NFIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
αποφευχθεί	избежал	αποφεύγω	избегнуть	V;PFV;NFIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ενδιαφέρεται	заинтересованных	ενδιαφέρω	заинтересованный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;GEN;PL
ενδιαφέρεται	заинтересованная	ενδιαφέρω	заинтересованный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG
ενδιαφέρεται	интересует	ενδιαφέρω	интересовать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
ενδιαφέρεται	заинтересованным	ενδιαφέρω	заинтересованный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INS;MASC;SG
ενδιαφέρεται	интересно	ενδιαφέρω	интересный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NEUT;SG
ενδιαφέρεται	заинтересованные	ενδιαφέρω	заинтересованный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL
ώθηση	толчок	ώθηση	толчок	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ώθηση	направленность	ώθηση	направленность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ώθηση	тяга	ώθηση	тяга	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ώθηση	повысить	ώθηση	повысить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
ώθηση	поднятия	ώθηση	поднятие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
ώθηση	поднимать	ώθηση	поднимать	N;ACC;FEM;SG	V;IPFV;NFIN;ACT
λας	лас	λος	лас	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
βικτώρια	victoria	βικτώριο	victoria	N;NOM;FEM;SG	PROPN
λευκορωσία	беларусь	λευκορωσία	беларусь	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
πλέγμα	mesh	πλέγμα	mesh	N;NOM;NEUT;SG	PROPN
πλέγμα	сетку	πλέγμα	сетка	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
πλέγμα	сетки	πλέγμα	сетка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
λένινγκραντ	ленинград	λένινγκραντ	ленинград		N;INAN;NOM;MASC;SG
ντιέγκο	диего	ντιέγκο	дие		N;INAN;NOM;MASC;SG
απεικονίζονται	изображен	απεικονίζω	изобразить	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
μάνη	мани	μάνης	мани	PROPN;ACC;FEM;SG	
πρώτον	первый	πρώτον	первый	ADV	ADJ;NOM;MASC;SG
πρώτον	первое	πρώτον	первый	ADV	ADJ;NOM;NEUT;SG
πρώτον	первая	πρώτον	первый	ADV	ADJ;NOM;FEM;SG
πρώτον	first	πρώτον	first	ADV	PROPN
δημοσιογραφία	журналистики	δημοσιογραφία	журналистика	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ρυθμίσεις	настройка	ρύθμιση	настройка	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
ρυθμίσεις	конфигурация	ρύθμιση	конфигурация	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
ρυθμίσεις	настройка	ρύθμιση	настройка	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
δένδρα	деревьев	δένδρος	дерево	N;NOM;NEUT;PL	N;INAN;GEN;NEUT;PL
δεκτός	принят	δεκτός	принять	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
δεκτός	принята	δεκτός	принять	ADJ;NOM;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
δεκτός	приняты	δεκτός	принять	ADJ;NOM;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
δεκτός	принято	δεκτός	принять	ADJ;NOM;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
συντρόφους	товарищи	σύντροφος	товарищ	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
κολύμβηση	купания	κολύμβηση	купания	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
κολύμβηση	плавание	κολύμβηση	плавание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανέβηκαν	загрузил	αναβέκω	загрузить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ανέβηκαν	загрузили	αναβέκω	загрузить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
ανέβηκαν	загружен	αναβέκω	загрузить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
καλοκαίρια	саммерс	καλοκαίριο	саммерс	N;NOM;NEUT;PL	N;ANIM;NOM;MASC;SG
νηπιαγωγείο	дошкольного	νηπιαγωγείο	дошкольный	N;NOM;NEUT;SG	ADJ;GEN;MASC;SG
χρέος	долги	χρέος	долг	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
χρέος	задолженности	χρέος	задолженность	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
μειωμένη	уменьшилась	μειώνω	уменьшиться	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;MID
μειωμένη	сократилось	μειώνω	сократиться	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
μειωμένη	уменьшилось	μειώνω	уменьшиться	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
πιτ	пита	πιτ	пить		N;ANIM;ACC;MASC;SG
πιτ	пит	πιτ	пит		N;ANIM;NOM;MASC;SG
υπεύθυνοι	ответственное	υπεύθυνος	ответственный	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
υπεύθυνοι	ответственная	υπεύθυνος	ответственный	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
υπεύθυνοι	ответственный	υπεύθυνος	ответственный	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
βαυαρία	баварский	βαυαρία	баварский	PROPN;ACC;FEM;SG	ADJ;NOM;MASC;SG
βαυαρία	баварии	βαυαρία	бавария	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
νεκρή	мертвый	νεκρός	мертвый	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
νεκρή	умер	νεκρός	умереть	N;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
νεκρή	мертвые	νεκρός	мертвый	N;NOM;FEM;SG	ADJ;NOM;PL
νεκρή	мертв	νεκρός	мертвый	N;NOM;FEM;SG	ADJ;MASC;SG
νεκρή	мертва	νεκρός	мертвый	N;NOM;FEM;SG	ADJ;FEM;SG
σεβίλλη	севилья	σεβίλλη	севилье	PROPN;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
σεβίλλη	севилье	σεβίλλη	севилье	PROPN;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
άσυλο	убежища	άσυλο	убежище	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
κέρδος	прибыли	κέρδος	прибыть	N;NOM;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
σιέρα	сьерра	σιέρα	сиерр	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
πολωνός	польши	πολωνός	польша	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
θησαυρός	сокровища	θησαυρός	сокровище	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
κλαδιά	отделений	κλαδιό	отделение	N;NOM;NEUT;PL	N;INAN;GEN;NEUT;PL
λεπτή	тонкие	λεπτό	тонкий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σουηδός	швеции	σουηδός	швеция	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
σουηδός	швед	σουηδός	швед	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
υιοθέτηση	принятия	υιοθέτηση	принятие	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
υιοθέτηση	принятие	υιοθέτηση	принятие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
υιοθέτηση	усыновление	υιοθέτηση	усыновление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
σινά	синай	σινά	сина	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ηγεμονία	гегемонии	ηγεμονία	гегемония	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
κατάρ	катаре	κατάρ	катара		N;INAN;DAT;MASC;SG
κατάρ	катар	κατάρ	катар		N;INAN;NOM;MASC;SG
κατάρ	катара	κατάρ	катара		N;INAN;NOM;MASC;SG
ευρεσιτεχνίας	патент	ευρεσιτεχνία	патент	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
απόσπαση	публикация	απόσπαση	публикация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
απόσπαση	размещения	απόσπαση	размещение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
μαλαισία	малайзия	μαλαισία	малайзия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
μαλαισία	малайзии	μαλαισία	малайзия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
μηχανήματα	механизм	μηχάνημα	механизм	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
μηχανήματα	механизма	μηχάνημα	механизм	N;NOM;NEUT;PL	N;INAN;GEN;MASC;SG
πληροφορική	информатики	πληροφορικός	информатика	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;PL
ποντίκι	мыши	ποντίκι	мышь	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
μίλερ	миллер	μίλερ	миллер		N;ANIM;NOM;MASC;SG
μίλερ	мюллер	μίλερ	мюллер		N;ANIM;NOM;MASC;SG
πυκνό	сконцентрироваться	πυκνός	концентрироваться	N;NOM;NEUT;SG	V;PFV;NFIN;MID
πυκνό	сосредоточиться	πυκνός	сосредоточиться	N;NOM;NEUT;SG	V;PFV;NFIN;MID
πυκνό	плотный	πυκνός	плотный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
πυκνό	плотная	πυκνός	плотный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ύφασμα	ткани	ύφασμα	ткань	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
ύφασμα	ткани	ύφασμα	ткань	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
συμβουλή	советы	συμβουλής	совет	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
σφάλματα	жуков	σφάλμα	жук	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
συντελεστή	коэффициент	συντελεστής	коэффициент	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
προσευχή	молитву	προσευχής	молитва	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
άνταμς	адамс	άνταμς	адамс	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
μεσημέρι	полдень	μεσημέρι	полдень	ADV	N;INAN;NOM;MASC;SG
μεσημέρι	полдень	μεσημέρι	полдень	ADV	N;INAN;NOM;MASC;SG
ήξερε	знали	θέρω	знать	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
διαφυγής	побег	διαφυγή	побег	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
διαφυγής	сбежать	διαφυγή	сбежать	N;GEN;FEM;SG	V;PFV;NFIN;ACT
ρομπ	роб	ρομπ	роб		N;ANIM;NOM;MASC;SG
ρομπ	ограбить	ρομπ	грабить		V;PFV;NFIN;ACT
σουηδική	швеции	σουηδικός	швеция	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
αιθιοπίας	эфиопия	αιθιοπία	эфиопия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
αιθιοπίας	эфиопии	αιθιοπία	эфиопия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
κιριμπάτι	кирибати	κιριμπάτι	кирибать		N;INAN;NOM;MASC;SG
βολιβία	боливии	βολιβία	боливия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
βολιβία	боливия	βολιβία	боливие	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κύκλοι	кругах	κύκλος	круг	N;NOM;MASC;PL	N;INAN;ESS;MASC;PL
μεσαίο	средняя	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
μεσαίο	ближнем	μεσαίος	ближний	N;NOM;NEUT;SG	ADJ;ESS;MASC;SG
μεσαίο	средний	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
μεσαίο	среднее	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
μεσαίο	средняя	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
μεσαίο	средних	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;GEN;PL
μεσαίο	средний	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
μεσαίο	среднее	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
μεσαίο	средние	μεσαίος	средний	N;NOM;NEUT;SG	ADJ;NOM;PL
κάμερον	камерон	κάμερον	камерон	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
κάμερον	кэмерон	κάμερον	кэмерон	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
θεώρηση	визы	θεώρηση	виза	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
θεώρηση	визы	θεώρηση	виза	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
θεώρηση	виза	θεώρηση	виза	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
θεώρηση	visa	θεώρηση	visa	N;ACC;FEM;SG	PROPN
κατασκευαστές	производителей	κατασκευαστής	производитель	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
καζάν	казань	καζάν	казань		N;INAN;NOM;FEM;SG
κατάθλιψη	подавлен	κατάθλιψη	подавить	N;ACC;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
κατάθλιψη	депрессия	κατάθλιψη	депрессия	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κατάθλιψη	депрессия	κατάθλιψη	депрессия	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κατάθλιψη	депрессии	κατάθλιψη	депрессия	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
φανερό	очевидные	φανερός	очевидный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ουδετερότητα	нейтралитет	ουδετερότητα	нейтралитет	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ουδετερότητα	нейтралитета	ουδετερότητα	нейтралитет	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
λοιπά	другой	λοιπός	другой	ADV	ADJ;NOM;MASC;SG
λοιπά	другая	λοιπός	другой	ADV	ADJ;NOM;FEM;SG
λοιπά	другое	λοιπός	другой	ADV	ADJ;NOM;NEUT;SG
λοιπά	другие	λοιπός	другой	ADV	ADJ;NOM;PL
λοιπά	прочие	λοιπός	прочий	ADV	ADJ;NOM;PL
άλεν	аллен	άλεν	аллен		N;ANIM;NOM;MASC;SG
άλεν	ален	άλεν	ален		N;ANIM;NOM;MASC;SG
αλεξέι	алексей	αλεξέι	алекс	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
βλαχίας	валахии	βλαχία	валахия	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
όραση	зрение	όραση	зрение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
όραση	зрение	όραση	зрение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
όραση	видение	όραση	видение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρατηρητή	наблюдатель	παρατηρητής	наблюдатель	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
βαρβάρα	варвара	βαρβάρα	варвара	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
εκδηλώθηκε	проявилось	εκδηλώνω	проявиться	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
εκδηλώθηκε	проявляется	εκδηλώνω	проявляться	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;MID
εκδηλώθηκε	проявилась	εκδηλώνω	проявиться	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;MID
σκληρός	жестокие	σκληρός	жестокий	ADJ;NOM;MASC;SG	ADJ;NOM;PL
σκληρός	жестоко	σκληρός	жестоко	ADJ;NOM;MASC;SG	ADV
σκληρός	жестокого	σκληρός	жестокий	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
σκληρός	жестко	σκληρός	жестко	ADJ;NOM;MASC;SG	ADV
σκληρός	жестко	σκληρός	жестко	ADJ;NOM;MASC;SG	ADV
διπλωμάτες	дипломатов	διπλωμα	дипломат	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
κατανοητό	поняли	κατανοητός	понять	ADJ;NOM;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
κατανοητό	понял	κατανοητός	понять	ADJ;NOM;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
κλάδοι	отделений	κλάδος	отделение	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
κλάδοι	секторов	κλάδος	сектор	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
αλβανική	албанцев	αλβανικός	албанец	ADJ;NOM;FEM;SG	N;ANIM;GEN;MASC;PL
αναγκαίο	необходимые	αναγκαίος	необходимый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
προαγωγή	поощрения	προαγωγή	поощрение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
προαγωγή	продвижение	προαγωγή	продвижение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προαγωγή	поощрение	προαγωγή	поощрение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προαγωγή	повышение	προαγωγή	повышение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιβίωση	выжить	επιβίωση	выжить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
επιβίωση	пережить	επιβίωση	пережить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
επιβίωση	выживания	επιβίωση	выживание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιβίωση	выживание	επιβίωση	выживание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
γιορκ	йорк	γιορκ	йорк		N;INAN;NOM;MASC;SG
γιορκ	йорке	γιορκ	йорка		N;INAN;DAT;FEM;SG
λιλ	лил	λιλ	лить		V;IPFV;MASC;IND;SG;PST;FIN;ACT
λιλ	лилль	λιλ	лилль		N;INAN;NOM;MASC;SG
εξαιρετικό	превосходно	εξαιρετικός	превосходно	ADJ;NOM;NEUT;SG	ADV
εκδότες	издателей	εκδότης	издатель	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
εκδότες	редакторов	εκδότης	редактор	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
εκδότες	эмитентов	εκδότης	эмитент	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ομάν	омана	ομάν	оман		N;INAN;NOM;MASC;SG
ομάν	оман	ομάν	оман		N;INAN;NOM;MASC;SG
ηγούμενος	аббат	ηγούμενος	аббат	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ομπάμα	обама	ομπάμα	обама	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
προσέλαβε	нанят	προσελαμβάνω	нанять	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
προσέλαβε	наняли	προσελαμβάνω	нанять	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
καραϊβική	карибского	καραϊβικός	карибский	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
μεταμόρφωση	метаморфозы	μεταμόρφωση	метаморфоз	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
μεταμόρφωση	преобразования	μεταμόρφωση	преобразование	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
μεταμόρφωση	трансформации	μεταμόρφωση	трансформация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
μεταμόρφωση	преобразовать	μεταμόρφωση	преобразовывать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
μεταμόρφωση	преобразования	μεταμόρφωση	преобразование	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
θεμελιώδη	фундаментальные	θεμελιώδη	фундаментальный	ADV	ADJ;NOM;PL
κίεβο	киев	κίεβος	киев	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πραγματοποίηση	реализация	πραγματοποίηση	реализация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
πραγματοποίηση	реализации	πραγματοποίηση	реализация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συμβάν	инцидента	συμβάν	инцидент	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
βρείτε	найди	βρίσκω	найти	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
ανεγέρθηκε	возведены	ανεγέρω	возвести	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
δίωξη	преследование	δίωξη	преследование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δίωξη	преследования	δίωξη	преследование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
δίωξη	преследование	δίωξη	преследование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δίωξη	обвинение	δίωξη	обвинение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κλασικά	классика	κλασικός	классик	ADV	N;INAN;NOM;FEM;SG
κλασικά	классику	κλασικός	классика	ADV	N;INAN;ACC;FEM;SG
κλασικά	классические	κλασικός	классический	ADV	ADJ;NOM;PL
κλασικά	классическая	κλασικός	классический	ADV	ADJ;NOM;FEM;SG
κλασικά	классический	κλασικός	классический	ADV	ADJ;NOM;MASC;SG
κλασικά	классика	κλασικός	классик	ADV	N;INAN;NOM;FEM;SG
κλασικά	классической	κλασικός	классический	ADV	ADJ;INS;FEM;SG
κλασικά	классические	κλασικός	классический	ADV	ADJ;NOM;PL
κλασικά	классическая	κλασικός	классический	ADV	ADJ;NOM;FEM;SG
κλασικά	классический	κλασικός	классический	ADV	ADJ;NOM;MASC;SG
κλασικά	классика	κλασικός	классик	ADV	N;INAN;NOM;FEM;SG
κλασικά	classic	κλασικός	classic	ADV	PROPN
δυναμικά	динамические	δυναμικά	динамический	ADV	ADJ;NOM;PL
δυναμικά	динамических	δυναμικά	динамический	ADV	ADJ;GEN;PL
ήθη	мораль	ήθη	мораль	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
άντι	энди	άντι	энди		N;ANIM;NOM;MASC;SG
άντι	энди	άντι	энди		N;ANIM;NOM;MASC;SG
άντι	эдди	άντι	эдди		N;INAN;NOM;MASC;SG
τεχνικός	техник	τεχνικός	техника	ADJ;NOM;MASC;SG	N;INAN;GEN;FEM;PL
τεχνικός	техника	τεχνικός	техника	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
χτύπησε	хит	χτυπώ	хит	V;PFV;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
μεμβράνη	film	μεμβράνη	film	N;NOM;FEM;SG	PROPN
βεβαιότητα	уверенность	βεβαιότητα	уверенность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βεβαιότητα	определенности	βεβαιότητα	определенность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
παράλληλες	параллельное	παράλληλος	параллельный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
παράλληλες	параллельно	παράλληλος	параллельно	ADJ;NOM;FEM;PL	ADV
παράλληλες	параллель	παράλληλος	параллель	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
παράλληλες	параллельных	παράλληλος	параллельный	ADJ;NOM;FEM;PL	ADJ;GEN;PL
αποκαλύπτεται	раскрывает	αποκαλύπτω	раскрывать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
πέταξε	муха	πετώ	муха	V;PFV;IND;SG;3;PST;FIN;ACT	N;ANIM;NOM;FEM;SG
πέταξε	лети	πετώ	лето	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
πέταξε	летать	πετώ	летать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
πέταξε	летал	πετώ	летать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
