din	f	din	!	ADP;ACC	
adrian	ادريان	adrian	أَدرِيَان	N;INDF;MASC;SG	
https	http	https	أَطقَم	N	
romane	الروايات	roman	رِوَايَة	N;INDF;FEM;PL	N;NOM;DEF;PL
pas	الخطوة	pas	خَطوَة	N;INDF;MASC;SG	N;NOM;DEF;SG
pas	pa	pas	هُوَ	N;INDF;MASC;SG	
united	متحدين	united	مُتَّحِد	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;PL
united	المتحدة	united	مُتَّحِد	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
united	متحدة	united	مُتَّحِد	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
păianjeni	العناكب	păianjean	عُنَاكِب	N;INDF;MASC;PL	N;NOM;DEF;PL
biserici	الكنائس	biserică	كَنِيسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
berlin	برلين	berlin	بَرلِين	PROPN	
proiectului	مشروع	proiect	مَشرُوع	N;DEF;MASC;SG	N;NOM;INDF;SG
proiectului	المشروع	proiect	مَشرُوع	N;DEF;MASC;SG	N;NOM;DEF;SG
lumina	خفيف	lumină	خفيف	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
lumina	الخفيفة	lumină	خَفِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
lumina	ضوء	lumină	ضَوء	N;DEF;FEM;SG	N;NOM;INDF;SG
lumina	النور	lumină	النور	N;DEF;FEM;SG	N;NOM;DEF;SG
lumina	فاتح	lumină	فاتح	N;DEF;FEM;SG	
lumina	نور	lumină	نور	N;DEF;FEM;SG	
elemente	الاصناف	element	إِصنَاف	N;INDF;FEM;PL	N;NOM;DEF;PL
elemente	البنود	element	بَند	N;INDF;FEM;PL	N;NOM;DEF;PL
elemente	العناصر	element	عُنصُر	N;INDF;FEM;PL	N;NOM;DEF;PL
elemente	العناصر	element	عُنصُر	N;INDF;FEM;PL	N;NOM;DEF;PL
piatră	ستون	piatră	ستون	N;INDF;FEM;SG	
piatră	حجر	piatră	حَجَر	N;INDF;FEM;SG	N;NOM;INDF;SG
piatră	الحجارة	piatră	حَجَّارَة	N;INDF;FEM;SG	N;NOM;DEF;SG
piatră	حجارة	piatră	حجارة	N;INDF;FEM;SG	N;NOM;INDF;SG
piatră	الحجر	piatră	حَجر	N;INDF;FEM;SG	N;NOM;DEF;SG
piatră	الصخرة	piatră	صُخرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
piatră	روك	piatră	رُوك	N;INDF;FEM;SG	
piatră	صخرة	piatră	صُخرَة	N;INDF;FEM;SG	N;NOM;INDF;SG
piatră	الروك	piatră	رُوك	N;INDF;FEM;SG	
produse	المنتج	produs	مُنتَج	N;INDF;FEM;PL	N;NOM;DEF;SG
produse	منتج	produs	مُنتَج	N;INDF;FEM;PL	N;NOM;INDF;SG
produse	المنتجات	produs	مُنتَج	N;INDF;FEM;PL	N;NOM;DEF;PL
produse	المنتجات	produs	مُنتَج	N;INDF;FEM;PL	N;NOM;DEF;PL
romania	رومانيا	romanie	رُومَانِيَا	N;DEF;FEM;SG	
thomas	توماس	thomas	تُومَاس	PROPN	
thomas	طوماس	thomas	طوماس	PROPN	
sec	s	sec	s		
piese	المسارات	piesă	مَسَار	N;INDF;FEM;PL	N;NOM;DEF;PL
piese	الاجزاء	piesă	جُزء	N;INDF;FEM;PL	N;NOM;DEF;SG
piața	سوق	piață	سُوق	N;DEF;FEM;SG	N;NOM;INDF;SG
piața	السوق	piață	سُوق	N;DEF;FEM;SG	N;NOM;DEF;SG
găsit	وجد	găsi	وَجَد	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
găsit	خلصت	găsi	خَلَّص	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
găsit	وجدت	găsi	وَجَد	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
muzica	موسيقى	muzică	مُوسِيقِيّ	N;DEF;FEM;SG	N;NOM;INDF;SG
muzica	موسيقي	muzică	مُوسِيقِيّ	N;DEF;FEM;SG	N;NOM;INDF;SG
muzica	mus	muzică	سَذَق	N;DEF;FEM;SG	
muzica	الموسيقى	muzică	الموسيقى	N;DEF;FEM;SG	N;NOM;DEF;SG
folosită	استعمل	folosit	اِستَعمَل	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
folosită	استخدم	folosit	اِستَخدَم	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
folosită	مستخدم	folosit	مُستَخدَم	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
folosită	استخدمت	folosit	اِستَخدَم	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;PASS
casă	المنزل	casă	مَنزِل	N;INDF;FEM;SG	N;NOM;DEF;SG
casă	منزل	casă	مَنزِل	N;INDF;FEM;SG	N;NOM;INDF;SG
casă	هاوس	casă	هاوس	N;INDF;FEM;SG	
casă	البيت	casă	بَيت	N;INDF;FEM;SG	N;NOM;DEF;SG
casă	المنزل	casă	مَنزِل	N;INDF;FEM;SG	N;NOM;DEF;SG
casă	الوطن	casă	وَطَن	N;INDF;FEM;SG	N;NOM;DEF;SG
casă	منزل	casă	مَنزِل	N;INDF;FEM;SG	N;NOM;INDF;SG
casă	البيت	casă	بَيت	N;INDF;FEM;SG	N;NOM;DEF;SG
afaceri	العمل	afacere	عَمَل	N;INDF;FEM;PL	N;NOM;DEF;SG
afaceri	الاعمال	afacere	عَمَل	N;INDF;FEM;PL	N;NOM;DEF;PL
afaceri	عمل	afacere	عَمَل	N;INDF;FEM;PL	N;NOM;INDF;SG
vestul	ويست	vest	ويست	N;DEF;MASC;SG	
vestul	الغرب	vest	غَرب	N;DEF;MASC;SG	N;NOM;DEF;SG
vestul	غربا	vest	غَرب	N;DEF;MASC;SG	N;ACC;INDF;SG
vestul	غرب	vest	غَرب	N;DEF;MASC;SG	N;NOM;INDF;SG
vestul	غربي	vest	غَربِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
legătură	الرابط	legătură	رَابِط	N;INDF;FEM;SG	N;NOM;DEF;SG
legătură	لينك	legătură	لينك	N;INDF;FEM;SG	
legătură	وصلة	legătură	وِصلَة	N;INDF;FEM;SG	N;NOM;INDF;SG
legătură	ربط	legătură	رَبط	N;INDF;FEM;SG	N;NOM;INDF;SG
legătură	رابط	legătură	رابط	N;INDF;FEM;SG	N;NOM;INDF;SG
grecia	يونان	grecie	يونان	PROPN	
grecia	اليونان	grecie	يُونَان	PROPN	N;NOM;DEF;SG
liber	مجانا	liber	مَجَّان	ADV	ADJ;ACC;INDF;MASC;SG
liber	حرة	liber	حُرّ	ADV	ADJ;NOM;INDF;FEM;SG
liber	مجاني	liber	مَجَّانِيّ	ADV	ADJ;NOM;INDF;MASC;SG
liber	f	liber	!	ADV	
liber	حر	liber	حُرّ	ADV	N;NOM;INDF;SG
înseamnă	الوسائل	însemna	وَسِيلَة	V;IND;3;PRS;FIN	N;NOM;DEF;PL
pagini	الصفحات	pagină	صَفحَة	N;INDF;FEM;PL	N;NOM;DEF;PL
national	الوطنية	national	وَطَنِيَّة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
national	ناشيونال	national	ناشيونال	ADJ;INDF;MASC;SG	
moscova	موسكو	moscova	مُوسكُو	PROPN	
comunist	الشيوعية	comunist	شُيُوعِيَّة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
comunist	الشيوعي	comunist	شُيُوعِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
britanic	بريطانيا	britanic	برِيطَانِيَا	ADJ;INDF;MASC;SG	
britanic	البريطاني	britanic	برِيطَانِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
britanic	البريطانية	britanic	برِيطَانِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
linia	سطر	linie	سِطر	N;DEF;FEM;SG	N;NOM;INDF;SG
linia	السطر	linie	سِطر	N;DEF;FEM;SG	N;NOM;DEF;SG
linia	الخط	linie	خَطّ	N;DEF;FEM;SG	N;NOM;DEF;SG
linia	خط	linie	خَطّ	N;DEF;FEM;SG	N;NOM;INDF;SG
medie	متوسط	medie	مُتَوَسِّط	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
medie	المتوسط	medie	مُتَوَسِّط	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
medie	متوسط	medie	مُتَوَسِّط	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
medie	متوسطة	medie	مُتَوَسِّط	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
medie	المتوسط	medie	مُتَوَسِّط	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
medie	يعني	medie	عَنَى	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
sovietice	السوفييتية	sovietic	سُوفيِيتِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
sovietice	السوفييتي	sovietic	سُوفيِيتِيّ	ADJ;INDF;FEM;PL	
sovietice	السوفيتية	sovietic	سُوفِيّ	ADJ;INDF;FEM;PL	
sovietice	السوفييت	sovietic	سُوفيِيت	ADJ;INDF;FEM;PL	N;NOM;DEF;PL
sovietice	السوفياتي	sovietic	سُوفيَاتِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
puterea	قوة	putere	قُوَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
puterea	القوة	putere	قُوَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
puterea	قوة	putere	قُوَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
puterea	طاقة	putere	طَاقَة	N;DEF;FEM;SG	N;NOM;INDF;SG
puterea	الطاقة	putere	طَاقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
puterea	القوة	putere	قُوَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
puterea	السلطة	putere	سُلطَة	N;DEF;FEM;SG	N;NOM;DEF;SG
puternic	قوى	puternic	قُوَّة	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
puternic	قوى	puternic	قُوَّة	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
oficială	رسمي	oficial	رَسمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
oficială	الرسمي	oficial	رَسمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
oficială	رسمية	oficial	رَسمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
oficială	مسؤول	oficial	مَسؤُول	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
legea	القانون	lege	قَانُون	N;DEF;FEM;SG	N;NOM;DEF;SG
legea	قانون	lege	قَانُون	N;DEF;FEM;SG	N;NOM;INDF;SG
legea	law	lege	شَصِم	N;DEF;FEM;SG	
pierdut	خسرت	pierdut	خَسِر	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
pierdut	خسر	pierdut	خَسِر	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
pierdut	فقدت	pierdut	فَقَد	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
pierdut	ضاع	pierdut	ضَاع	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
colspan	colspa	colspan	colspa		
afara	الخارج	afara	خَارِج	ADV	N;NOM;DEF;SG
afara	خارج	afara	خَارِجَ	ADV	ADP;ACC
afara	اخرج	afara	آخَر	ADV	V;PFV;MASC;SG;3;ACT
afara	خارج	afara	خَارِجَ	ADV	ADP;ACC
afara	خارجا	afara	خَارِج	ADV	ADJ;ACC;INDF;MASC;SG
afara	خرج	afara	خَرَج	ADV	V;PFV;MASC;SG;3;ACT
cariera	مسير	carieră	مَسِير	N;DEF;FEM;SG	N;NOM;INDF;SG
cariera	المهنة	carieră	مُهَنِّئ	N;DEF;FEM;SG	N;NOM;DEF;SG
cariera	مهنة	carieră	مِهنَة	N;DEF;FEM;SG	N;NOM;INDF;SG
germani	الالمان	german	أَلمَانِيّ	N;INDF;MASC;PL	N;NOM;DEF;PL
germani	المان	german	أَلمَانِيّ	N;INDF;MASC;PL	
rezultat	النتيجة	rezultat	نَتِيجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
structura	الهيكل	structură	هَيكَل	N;DEF;FEM;SG	N;NOM;DEF;SG
structura	هيكل	structură	هَيكَل	N;DEF;FEM;SG	N;NOM;INDF;SG
structura	بنية	structură	بِنيَة	N;DEF;FEM;SG	N;NOM;INDF;SG
rândul	صف	rând	صَفّ	N;DEF;MASC;SG	N;NOM;INDF;SG
nordul	نورث	nord	نورث	N;DEF;MASC;SG	
nordul	شمالي	nord	شمالي	N;DEF;MASC;SG	
nordul	شمال	nord	شَمَال	N;DEF;MASC;SG	N;NOM;INDF;SG
nordul	شمالا	nord	شَمَال	N;DEF;MASC;SG	N;ACC;INDF;SG
nordul	الشمال	nord	شَمَال	N;DEF;MASC;SG	N;NOM;DEF;SG
nordul	الشمالية	nord	شَمَالِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
nordul	شمال	nord	شَمَال	N;DEF;MASC;SG	N;NOM;INDF;SG
nordul	الشمالي	nord	شَمَالِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
nordul	شمالي	nord	شمالي	N;DEF;MASC;SG	
ușor	السهل	ușor	سَهل	ADV	N;NOM;DEF;SG
ușor	سهل	ușor	سَهل	ADV	ADJ;NOM;INDF;MASC;SG
ușor	سهلة	ușor	سَهل	ADV	ADJ;NOM;INDF;FEM;SG
putere	قوة	putere	قُوَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
putere	القوة	putere	قُوَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
putere	قوة	putere	قُوَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
putere	طاقة	putere	طَاقَة	N;INDF;FEM;SG	N;NOM;INDF;SG
putere	الطاقة	putere	طَاقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
putere	القوة	putere	قُوَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
putere	السلطة	putere	سُلطَة	N;INDF;FEM;SG	N;NOM;DEF;SG
adevărul	الحقيقة	adevăr	حَقِيقَة	N;DEF;MASC;SG	N;NOM;DEF;SG
xviii	xviii	xviie	مُحَثَّث	PROPN;DEF;FEM;SG	
black	الاسود	black	أَسوَد	N;INDF;MASC;SG	N;NOM;DEF;SG
black	اسود	black	أَسوَد	N;INDF;MASC;SG	
black	بلاك	black	بلَاك	N;INDF;MASC;SG	
black	سوداء	black	أَسوَد	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
ediția	الطبعة	ediție	طَبعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
ediția	اصدار	ediție	إِصدَار	N;DEF;FEM;SG	N;NOM;INDF;SG
ediția	طبعة	ediție	طبعة	N;DEF;FEM;SG	N;NOM;INDF;SG
ediția	الاصدار	ediție	إِصدَار	N;DEF;FEM;SG	N;NOM;DEF;SG
castelul	قلعة	castel	قلعة	N;DEF;MASC;SG	N;NOM;INDF;SG
castelul	القلعة	castel	قَلعَة	N;DEF;MASC;SG	N;NOM;DEF;SG
castelul	كاسل	castel	كَاسِل	N;DEF;MASC;SG	
fiu	ابن	fiu	ابن	N;INDF;MASC;SG	
fiu	بني	fiu	بني	N;INDF;MASC;SG	
fiu	الابن	fiu	اِبن	N;INDF;MASC;SG	N;NOM;DEF;SG
naturală	الطبيعية	natural	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
naturală	الطبيعي	natural	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
naturală	طبيعي	natural	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
naturală	طبيعية	natural	طَبِيعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
consiliului	مجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;INDF;SG
consiliului	المجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;DEF;SG
importantă	هام	important	هَامّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
importantă	مهمة	important	مَهَمَّة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
importantă	مهم	important	مُهِمّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
importantă	المهم	important	مُهِمّ	ADJ;INDF;FEM;SG	
cetatea	قلعة	cetate	قلعة	N;DEF;FEM;SG	N;NOM;INDF;SG
cetatea	القلعة	cetate	قَلعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
cetatea	حصن	cetate	حَصَّن	N;DEF;FEM;SG	
cetatea	الحصن	cetate	حَصن	N;DEF;FEM;SG	N;NOM;DEF;SG
cetatea	قلعة	cetate	قلعة	N;DEF;FEM;SG	N;NOM;INDF;SG
suprafața	سطح	suprafață	سَطح	N;DEF;FEM;SG	
suprafața	السطح	suprafață	سَطح	N;DEF;FEM;SG	N;NOM;DEF;SG
premii	الجوائز	premiu	جَائِزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
premii	الجوائز	premiu	جَائِزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
puncte	النقاط	punct	نُقطَة	N;INDF;FEM;PL	N;NOM;DEF;PL
puncte	النقاط	punct	نُقطَة	N;INDF;FEM;PL	N;NOM;DEF;PL
prințul	برنس	prinț	برنس	N;DEF;MASC;SG	
prințul	برينس	prinț	برِينس	N;DEF;MASC;SG	
prințul	امير	prinț	أَمِير	N;DEF;MASC;SG	N;NOM;INDF;SG
prințul	الامير	prinț	أَمِير	N;DEF;MASC;SG	N;NOM;DEF;SG
lungime	طول	lungime	طُول	N;INDF;FEM;SG	N;NOM;INDF;SG
lungime	الطول	lungime	طُول	N;INDF;FEM;SG	N;NOM;DEF;SG
social	اجتماعيا	social	اِجتِمَاعِيّ	ADV	ADJ;ACC;INDF;MASC;SG
social	اجتماعية	social	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;FEM;SG
social	الاجتماعية	social	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;FEM;SG
social	الاجتماعي	social	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;MASC;SG
social	اجتماعي	social	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;MASC;SG
rapid	سريعة	rapid	سَرِيع	ADV	ADJ;NOM;INDF;FEM;SG
rapid	سريع	rapid	سَرِيع	ADV	ADJ;NOM;INDF;MASC;SG
rapid	سريعة	rapid	سَرِيع	ADV	ADJ;NOM;INDF;FEM;SG
rapid	سريع	rapid	سَرِيع	ADV	ADJ;NOM;INDF;MASC;SG
generalul	عام	general	عَام	N;DEF;MASC;SG	N;NOM;INDF;SG
generalul	لواء	general	لِوَاء	N;DEF;MASC;SG	N;NOM;INDF;SG
generalul	اللواء	general	لِوَاء	N;DEF;MASC;SG	N;NOM;DEF;SG
generalul	جنرال	general	جنرال	N;DEF;MASC;SG	
generalul	عامة	general	عَامّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
generalul	الجنرال	general	جِنِرَال	N;DEF;MASC;SG	N;NOM;DEF;SG
femei	نساء	femeie	نِسَاء	N;INDF;FEM;PL	N;NOM;INDF;SG
femei	المراة	femeie	مَرَاة	N;INDF;FEM;PL	N;NOM;DEF;SG
femei	النساء	femeie	نِسَاء	N;INDF;FEM;PL	N;NOM;DEF;SG
international	الدولية	international	دُوَلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
international	الدولي	international	دُوَلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
descrierea	الوصف	descriere	وَصف	N;DEF;FEM;SG	N;NOM;DEF;SG
descrierea	وصف	descriere	وَصَف	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
școală	مدرسه	școală	مدرسه	N;INDF;FEM;SG	PRO;NOM;MASC;SG;3
școală	مدرسة	școală	مَدرَسَة	N;INDF;FEM;SG	N;NOM;INDF;SG
școală	المدرسة	școală	مَدرَسَة	N;INDF;FEM;SG	N;NOM;DEF;SG
școală	المدارس	școală	مَدرَسَة	N;INDF;FEM;SG	N;NOM;DEF;PL
original	الاصلي	original	أَصلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
original	اصلي	original	أَصلِيّ	ADJ;INDF;MASC;SG	
original	الاصلية	original	أَصلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
original	الاصل	original	أَصل	ADJ;INDF;MASC;SG	
șapte	se	șapte	إِشَّ	NUM;PL	
plante	النباتات	plantă	نَبَات	N;INDF;FEM;PL	N;NOM;DEF;PL
kiev	كييف	kiev	كييف	PROPN	
ediție	الطبعة	ediție	طَبعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
ediție	اصدار	ediție	إِصدَار	N;INDF;FEM;SG	N;NOM;INDF;SG
ediție	طبعة	ediție	طبعة	N;INDF;FEM;SG	N;NOM;INDF;SG
ediție	الاصدار	ediție	إِصدَار	N;INDF;FEM;SG	N;NOM;DEF;SG
hidrologie	الهيدرولوجيا	hidrologie	هُودِرُولُوجِيَا	N;INDF;FEM;SG	
locale	محلي	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
locale	محلية	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
locale	المحلية	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
locale	محليا	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;ACC;INDF;MASC;SG
locale	المحلي	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
ocupat	مشغولين	ocupa	مَشغُول	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;PL
ocupat	المحتلة	ocupa	مُحتَلّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
ocupat	المحتل	ocupa	مُحتَلّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
adesea	غالبا	adesea	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
volumul	الحجم	volum	حَجم	N;DEF;MASC;SG	N;NOM;DEF;SG
volumul	المجلد	volum	مَجلَد	N;DEF;MASC;SG	N;NOM;DEF;SG
volumul	حجم	volum	حَجم	N;DEF;MASC;SG	N;NOM;INDF;SG
australia	استراليا	australia	إِستِرَالِيَا	PROPN	
continuă	مواصلة	continua	مُوَاصَلَة	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
continuă	الاستمرار	continua	اِستِمرَار	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
continuă	تواصل	continua	تَوَاصُل	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
referințe	المراجع	referință	المراجع	N;INDF;FEM;PL	N;NOM;DEF;PL
online	الانترنت	online	الانترنت	ADJ	
media	الاعلام	medie	إِعلَام	N;DEF;FEM;SG	N;NOM;DEF;SG
media	اعلام	medie	إِعلَام	N;DEF;FEM;SG	N;NOM;INDF;SG
permite	السماح	permite	سَمَاح	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
permite	اسمح	permite	أَسمَح	V;IND;SG;3;PRS;FIN	PRO;NOM;MASC;SG;2
nimic	لاشيء	nimic	لَاشِي	PRO;SG;3	
consiliul	مجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;INDF;SG
consiliul	المجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;DEF;SG
literară	ادبي	literar	أَدبَى	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
literară	الادبية	literar	أَدَبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
simplu	بسيطه	simplu	بسيطه	ADV	PRO;NOM;MASC;SG;3
simplu	بسيط	simplu	بَسِيط	ADV	ADJ;NOM;INDF;MASC;SG
simplu	البسيط	simplu	بَسِيط	ADV	
simplu	بسيطة	simplu	بَسِيط	ADV	ADJ;NOM;INDF;FEM;SG
imediat	فورا	imediat	فَور	ADV	N;ACC;INDF;SG
canada	كندا	canadă	كَنَدَا	PROPN	
punctul	نقطة	punct	نُقطَة	N;DEF;MASC;SG	N;NOM;INDF;SG
punctul	بوينت	punct	بوينت	N;DEF;MASC;SG	
punctul	النقطة	punct	نُقطَة	N;DEF;MASC;SG	N;NOM;DEF;SG
wilhelm	ويليام	wilhelm	ويليام	PROPN	
wilhelm	وليم	wilhelm	وليم	PROPN	
wilhelm	وليام	wilhelm	وليام	PROPN	
sociale	اجتماعية	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
sociale	الاجتماعية	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
sociale	الاجتماعي	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
sociale	اجتماعي	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
grigore	جريجوري	grigore	جريجوري	PROPN	
grigore	غريغوري	grigore	غريغوري	PROPN	
științifică	علمية	științific	عِلمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
științifică	علميا	științific	عِلمِيّ	ADJ;INDF;FEM;SG	ADJ;ACC;INDF;MASC;SG
planet	كوكب	planet	كَوكَب	N;INDF;MASC;SG	
planet	الكوكب	planet	كُوَكب	N;INDF;MASC;SG	N;NOM;DEF;SG
deasupra	اعلاه	deasupra	إِعلَاه	ADP;GEN	
joseph	جوزيف	joseph	جُوزِيف	PROPN	
arheologice	الاثرية	arheologic	أَثَرِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
arheologice	اثري	arheologic	أَثَر	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
case	القضية	casă	قَضِيَّة	N;INDF;FEM;PL	N;NOM;DEF;SG
case	حالة	casă	حَالَة	N;INDF;FEM;PL	N;NOM;INDF;SG
case	قضية	casă	قَضِيَّة	N;INDF;FEM;PL	N;NOM;INDF;SG
case	الحالة	casă	حَالَة	N;INDF;FEM;PL	N;NOM;DEF;SG
case	كايس	casă	كَايس	N;INDF;FEM;PL	
case	البيوت	casă	بَيت	N;INDF;FEM;PL	N;NOM;DEF;PL
case	المنازل	casă	مَنزِل	N;INDF;FEM;PL	N;NOM;DEF;PL
art	الفن	art	فَنّ	N;INDF;MASC;SG	N;NOM;DEF;SG
art	ارت	art	أَرت	N;INDF;MASC;SG	
art	فن	art	فَنّ	N;INDF;MASC;SG	
stabilit	انشئت	stabili	أَنشَأ	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
stabilit	انشئ	stabili	أَنشَأ	ADJ;INDF;MASC;SG	
stabilit	انشا	stabili	إِنشَا	ADJ;INDF;MASC;SG	
politician	سياسية	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
politician	سياسي	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
politician	السياسي	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
scurtă	قصيرة	scurt	قَصِير	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
scurtă	القصير	scurt	قَصِير	ADJ;INDF;FEM;SG	
scurtă	قصير	scurt	قَصِير	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
scurtă	شورت	scurt	شورت	ADJ;INDF;FEM;SG	
