les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
val	val	val	val	N;MASC;SG	
religieux	θρησκευτικά	religieux	θρησκευτικά	ADJ;MASC;SG	ADV
religieux	θρησκεία	religieux	θρησκεία	ADJ;MASC;SG	N;NOM;FEM;SG
religieux	θρησκευτικά	religieux	θρησκευτικά	ADJ;MASC;SG	ADV
religieux	θρησκευτικές	religieux	θρησκευτικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
archives	αρχειοθέτηση	archive	αρχειοθέτηση	N;FEM;PL	N;ACC;FEM;SG
archives	αρχείο	archive	αρχείο	N;FEM;PL	N;NOM;NEUT;SG
vote	ψηφίστε	vote	ψηφίζω	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
vote	ψηφοφορίες	vote	ψηφοφορία	N;MASC;SG	N;NOM;FEM;PL
vote	ψήφους	vote	ψήφος	N;MASC;SG	N;NOM;FEM;PL
vote	ψήφοι	vote	ψήφος	N;MASC;SG	
proximité	κοντινές	proximité	κοντινός	N;FEM;SG	ADJ;NOM;FEM;PL
proximité	κοντά	proximité	κοντά	N;FEM;SG	ADV
appelée	ονομάζεται	appeler	ονομάζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
romaine	ρομέιν	romain	ρομέιν	ADJ;FEM;SG	N
romaine	ρωμαίος	romain	ρωμαίος	ADJ;FEM;SG	PROPN;NOM;MASC;SG
romaine	ρόμαν	romain	ρόμα	ADJ;FEM;SG	
alt	alt	alt	alt		
blanche	μπλανς	blanc	μπλανς	ADJ;FEM;SG	PROPN;NOM;MASC;SG
blanche	άσπρο	blanc	άσπρο	ADJ;FEM;SG	N;NOM;NEUT;SG
blanche	λευκό	blanc	λευκός	ADJ;FEM;SG	N;NOM;NEUT;SG
blanche	λευκά	blanc	λευκός	ADJ;FEM;SG	N;NOM;NEUT;PL
angeles	άντζελες	angele	άντζελος	PROPN	PROPN;NOM;FEM;PL
belle	πανέμορφη	beau	πανέμορφος	ADJ;FEM;SG	N;NOM;FEM;SG
belle	μπελ	beau	μπελ	ADJ;FEM;SG	
belle	υπέροχη	beau	υπέροχος	ADJ;FEM;SG	N;NOM;FEM;SG
belle	υπέροχο	beau	υπέροχος	ADJ;FEM;SG	N;NOM;NEUT;SG
aire	aire	aire	aire	N;FEM;SG	
continue	συνεχίζεται	continu	συνεχίζω	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
continue	συνεχίζει	continu	συνεχίζω	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
continue	συνεχείς	continu	συνεχής	ADJ;FEM;SG	ADJ;NOM;FEM;PL
continue	συνεχίζονται	continu	συνεχίζω	ADJ;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
continue	συνέχιση	continu	συνέχιση	ADJ;FEM;SG	N;ACC;FEM;SG
continue	συνεχίζεται	continu	συνεχίζω	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
continue	συνέχιση	continu	συνέχιση	ADJ;FEM;SG	N;ACC;FEM;SG
continue	συνεχίστε	continu	συνεχίζω	ADJ;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
continue	συνέχεια	continu	συνέχεια	ADJ;FEM;SG	N;ACC;FEM;SG
continue	συνέχισε	continu	συνεχίζω	ADJ;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
chant	σονγκ	chant	σονγκ	N;MASC;SG	
chant	φωνητικές	chant	φωνητικός	N;MASC;SG	ADJ;NOM;FEM;PL
chant	φωνητικά	chant	φωνητικά	N;MASC;SG	ADV
chant	φωνητική	chant	φωνητικός	N;MASC;SG	ADJ;NOM;FEM;SG
chant	φωνητικά	chant	φωνητικά	N;MASC;SG	ADV
chant	τραγουδάει	chant	τραγούδαι	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
chant	τραγουδάμε	chant	τραγούδαι	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
chant	τραγουδώντας	chant	τραγουδώ	N;MASC;SG	V;IPFV;V.CVB;ACT
chant	τραγουδούν	chant	τραγούδαι	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
mondial	παγκοσμίως	mondial	παγκόσμια	ADJ;MASC;SG	ADV
mondial	world	mondial	world	ADJ;MASC;SG	
mondial	κόσμο	mondial	κόσμος	ADJ;MASC;SG	N;ACC;MASC;SG
mondial	κόσμος	mondial	κόσμος	ADJ;MASC;SG	N;NOM;MASC;SG
mondial	mondial	mondial	mondial	ADJ;MASC;SG	
mondial	global	mondial	global	ADJ;MASC;SG	
longtemps	μακρύς	longtemps	μακρύς	ADV	ADJ;NOM;MASC;SG
longtemps	μακρύ	longtemps	μακρύς	ADV	N;NOM;NEUT;SG
longtemps	λονγκ	longtemps	λονγκ	ADV	
longtemps	long	longtemps	long	ADV	
congrès	συνέδρια	congrès	συνέδριο	N;MASC;SG	N;NOM;NEUT;PL
chinois	κινέζος	chinois	κινέζος	ADJ;MASC;SG	N;NOM;MASC;SG
chinois	κινέζικα	chinois	κινέζικος	ADJ;MASC;SG	N;NOM;NEUT;PL
chinois	κινέζοι	chinois	κινέζος	ADJ;MASC;SG	N;NOM;MASC;PL
frédéric	friedrich	frédéric	friedrich	PROPN	
frédéric	φρεντερίκ	frédéric	φρεντερίκ	PROPN	
frédéric	φρέντερικ	frédéric	φρέντερικ	PROPN	PROPN;NOM;MASC;SG
frédéric	φρέντερικ	frédéric	φρέντερικ	PROPN	PROPN;NOM;MASC;SG
frédéric	φρεντερίκ	frédéric	φρεντερίκ	PROPN	
soleil	κυρ	soleil	κυρ	N;MASC;SG	
soleil	ήλιος	soleil	ήλιος	N;MASC;SG	PROPN;NOM;MASC;SG
allemands	γερμανοί	allemand	γερμανός	ADJ;MASC;PL	PROPN;NOM;MASC;PL
allemands	γερμανός	allemand	γερμανός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
allemands	γερμανικό	allemand	γερμανικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
allemands	γερμανικά	allemand	γερμανικά	ADJ;MASC;PL	ADV
allemands	γερμανική	allemand	γερμανικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
allemands	γερμανοί	allemand	γερμανός	ADJ;MASC;PL	PROPN;NOM;MASC;PL
moscou	μόσχα	moscou	μόσχα	PROPN	PROPN;NOM;FEM;SG
sportif	σπορ	sportif	σπορ	ADJ;MASC;SG	N
sportif	αθλητισμός	sportif	αθλητισμός	ADJ;MASC;SG	N;NOM;MASC;SG
sportif	άθλημα	sportif	άθλημα	ADJ;MASC;SG	N;NOM;NEUT;SG
amis	friends	ami	friends	N;MASC;PL	
amis	φιλε	ami	φίλομαι	N;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
amis	φίλος	ami	φίλος	N;MASC;PL	N;NOM;MASC;SG
amis	φίλη	ami	φίλος	N;MASC;PL	N;NOM;FEM;SG
lnh	nhl	lnh	nhl	N;FEM;SG	
toulouse	τουλούζ	toulouse	τουλώ	N;FEM;SG	
peinture	ζωγραφική	peinture	ζωγραφικός	N;FEM;SG	ADJ;NOM;FEM;SG
légion	λεγεώνα	légion	λεγεώνας	N;FEM;SG	N;GEN;FEM;PL
mexique	μεξικό	mexique	μεξικό	ADJ;MASC;SG	PROPN;NOM;NEUT;SG
limite	όρια	limite	όριο	N;FEM;SG	N;NOM;NEUT;PL
limite	όρια	limite	όριο	N;FEM;SG	N;NOM;NEUT;PL
dernières	τελευταίο	dernier	τελευταίος	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
dernières	τελευταίος	dernier	τελευταίος	ADJ;FEM;PL	ADJ;NOM;MASC;SG
dernières	τελευταια	dernier	τελευταίος	ADJ;FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;PASS
dernières	τελευταία	dernier	τελευταία	ADJ;FEM;PL	ADV
cinquième	πέμπτη	cinquième	πέμπτη	ADJ;MASC;SG	N;ACC;FEM;SG
cinquième	πέμπτο	cinquième	πέμπτος	ADJ;MASC;SG	NUM;NOM;NEUT;SG
gens	κόσμος	gens	κόσμος	N;MASC;PL	N;NOM;MASC;SG
liberté	λίμπερτι	liberté	λίμπερτι	N;FEM;SG	
html	html	html	html	N;MASC;SG	
contenu	περιεκτικότητα	contenir	περιεκτικότητα	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
contenu	περιεχόμενο	contenir	περιεχόμενο	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
contenu	περιεχόμενα	contenir	περιεχόμενο	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
contenu	περιεχόμενο	contenir	περιεχόμενο	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
star	star	star	star	N;FEM;SG	
star	σταρ	star	σταρ	N;FEM;SG	
fête	party	fête	party	N;FEM;SG	
rhône	ροδανού	rhône	ροδανός	N;MASC;SG	PROPN;GEN;MASC;SG
rhône	rhône	rhône	rhône	N;MASC;SG	
photo	photo	photo	photo	N;FEM;SG	
photo	φωτο	photo	φωτος	N;FEM;SG	
canal	channel	canal	channel	N;MASC;SG	
vincent	vincent	vincent	vincent	N;MASC;SG	
jouer	παιχνίδι	jouer	παιχνίδι	V;NFIN	N;NOM;NEUT;SG
jouer	play	jouer	play	V;NFIN	
jouer	παίξιμο	jouer	παίξιμο	V;NFIN	N;NOM;NEUT;SG
jules	τζουλς	jule	τζουλς	N;MASC;SG	PROPN;NOM;MASC;SG
jules	τζούλιους	jule	τζούλιος	N;MASC;SG	PROPN;NOM;MASC;SG
précédente	προηγούμενα	précédent	προηγούμενος	ADJ;FEM;SG	ADV
précédente	προηγούμενες	précédent	προηγούμενος	ADJ;FEM;SG	ADJ;NOM;FEM;PL
polonais	πολωνικά	polonais	πολωνικός	ADJ;MASC;SG	ADV
polonais	πολωνικές	polonais	πολωνικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
polonais	πολωνοί	polonais	πολωνός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
polonais	πολωνοί	polonais	πολωνός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
polonais	πόλους	polonais	πόλος	ADJ;MASC;SG	N;NOM;MASC;PL
polonais	πολωνούς	polonais	πολωνός	ADJ;MASC;SG	ADJ;ACC;MASC;PL
polonais	καλάμι	polonais	καλάμι	ADJ;MASC;SG	N;NOM;NEUT;SG
polonais	πόλο	polonais	πόλος	ADJ;MASC;SG	N;NOM;MASC;SG
polonais	κοντάρι	polonais	κοντάρι	ADJ;MASC;SG	N;NOM;NEUT;SG
noire	noire	noir	noire	ADJ;FEM;SG	
noire	μαύρα	noir	μαύρας	ADJ;FEM;SG	N;NOM;NEUT;PL
noire	μαύρος	noir	μαύρος	ADJ;FEM;SG	N;NOM;MASC;SG
noire	μαυρο	noir	μαυρος	ADJ;FEM;SG	N;NOM;NEUT;SG
noire	μαύρο	noir	μαύρος	ADJ;FEM;SG	N;NOM;NEUT;SG
recherches	αναζητήστε	recherche	αναζητώ	N;FEM;PL	V;PFV;IND;PL;2;PRS;FIN;ACT
recherches	αναζήτηση	recherche	αναζήτηση	N;FEM;PL	N;NOM;FEM;SG
recherches	έρευνα	recherche	έρευνα	N;FEM;PL	N;NOM;FEM;SG
recherches	ερευνα	recherche	ερευνα	N;FEM;PL	N;NOM;FEM;SG
offre	προσφέρει	offre	προσφέρω	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
offre	προσφορές	offre	προσφορά	N;FEM;SG	N;NOM;FEM;PL
sauf	εκτός	sauf	εκτός	ADP	ADV
sauf	εκτος	sauf	εκτος	ADP	ADV
frontière	σύνορα	frontière	σύνορο	N;FEM;SG	N;NOM;NEUT;PL
frontière	συνορα	frontière	σύνορο	N;FEM;SG	N;NOM;NEUT;PL
frontière	σύνορα	frontière	σύνορο	N;FEM;SG	N;NOM;NEUT;PL
frontière	συνορα	frontière	σύνορο	N;FEM;SG	N;NOM;NEUT;PL
max	max	max	max	N;MASC;SG	
max	μαξ	max	μαξ	N;MASC;SG	
américains	αμερικανική	américain	αμερικάνικος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
américains	αμερικάνικα	américain	αμερικάνικος	ADJ;MASC;PL	ADV
américains	αμερικανός	américain	Αμερικανός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
américains	αμερικάνος	américain	αμερικάνος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
américains	αμερικάνικο	américain	Αμερικάνικος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
américains	αμερικανοί	américain	Αμερικανός	ADJ;MASC;PL	PROPN;NOM;MASC;PL
américains	αμερικάνοι	américain	Αμερικάνος	ADJ;MASC;PL	PROPN;NOM;MASC;PL
américains	αμερικανοί	américain	Αμερικανός	ADJ;MASC;PL	PROPN;NOM;MASC;PL
eaux	νερό	eau	νερό	N;FEM;PL	N;NOM;NEUT;SG
eaux	νερο	eau	νερο	N;FEM;PL	N;NOM;NEUT;SG
eaux	ύδωρ	eau	ύδωρ	N;FEM;PL	PROPN;NOM;MASC;SG
eaux	γουότερς	eau	γουότερ	N;FEM;PL	ADJ;NOM;CMPR;MASC;SG
love	αγαπη	love	αγαπη	ADJ;FEM;SG	N;NOM;FEM;SG
love	έρωτας	love	έρωτο	ADJ;FEM;SG	N;NOM;MASC;SG
love	αγάπη	love	αγάπη	ADJ;FEM;SG	N;NOM;FEM;SG
entière	ακέραιο	entier	ακέραιο	ADJ;FEM;SG	N;NOM;NEUT;SG
dessous	κατωτέρω	dessous	κατωτέρω	N;MASC;SG	ADV
dessous	κάτω	dessous	κάτω	N;MASC;SG	ADV
dessous	παρακάτω	dessous	παράκατος	N;MASC;SG	ADV
dessous	κατω	dessous	κατω	N;MASC;SG	ADV
smith	σμίθ	smith	σμίθ	PROPN	N
smith	smith	smith	smith	PROPN	
smith	σμιθ	smith	σμιθ	PROPN	
bleu	bleu	bleu	bleu	N;MASC;SG	
asie	ασία	asie	ασία	PROPN	PROPN;NOM;FEM;SG
asie	ασίας	asie	ασία	PROPN	PROPN;GEN;FEM;SG
jack	τζάκ	jack	τζάκ	PROPN	
jack	τζακ	jack	τζακ	PROPN	
jack	jack	jack	jack	PROPN	
classé	ονομαστική	classer	ονομαστικός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
classé	απόρρητα	classer	απόρρητος	V;MASC;SG;PST;V.PTCP	ADV
classé	απόρρητο	classer	απόρρητος	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
www	www	www	www		
guy	γκάι	guy	γκάι	PROPN	
guy	guy	guy	guy	PROPN	
guy	γκυ	guy	γκυ	PROPN	
objets	αντικειμένων	objet	αντικειμένος	N;MASC;PL	ADJ;GEN;NEUT;PL
border	σύνορα	border	σύνορο	N;MASC;SG	N;NOM;NEUT;PL
border	συνορα	border	σύνορο	N;MASC;SG	N;NOM;NEUT;PL
faits	γεγονότα	faire	γεγονός	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;PL
faits	γεγονοτα	faire	γεγονος	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;PL
juifs	εβραίοι	juif	εβραίος	N;MASC;PL	ADJ;NOM;MASC;PL
juifs	εβραίος	juif	εβραίος	N;MASC;PL	ADJ;NOM;MASC;SG
juifs	εβραϊκό	juif	εβραϊκός	N;MASC;PL	ADJ;NOM;NEUT;SG
juifs	εβραία	juif	εβραία	N;MASC;PL	N;NOM;FEM;SG
juifs	juifs	juif	juifs	N;MASC;PL	
juifs	εβραίοι	juif	εβραίος	N;MASC;PL	ADJ;NOM;MASC;PL
juifs	εβραίους	juif	εβραίος	N;MASC;PL	PROPN;ACC;MASC;PL
médecin	δόκτωρ	médecin	δόκτωρ	N;MASC;SG	
médecin	γιατρέ	médecin	γιατρές	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
écrire	συγγραφή	écrire	συγγραφή	V;NFIN	N;NOM;FEM;SG
écrire	γραφή	écrire	γραφή	V;NFIN	N;NOM;FEM;SG
écrire	γράψιμο	écrire	γράψιμο	V;NFIN	N;NOM;NEUT;SG
lance	λανς	lance	λανς	N;FEM;SG	
fonds	ταμεία	fonds	ταμείο	N;MASC;SG	N;NOM;NEUT;PL
fonds	κεφάλαια	fonds	κεφάλαιο	N;MASC;SG	N;NOM;NEUT;PL
besoin	απαραίτητος	besoin	απαραίτητος	N;MASC;SG	ADJ;NOM;MASC;SG
besoin	χρειαζόταν	besoin	χρειάζομαι	N;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
grec	ελληνικά	grec	ελληνικός	ADJ;MASC;SG	ADV
grec	ελληνίδα	grec	ελληνίδα	ADJ;MASC;SG	N;NOM;FEM;SG
grec	ελληνικα	grec	ελληνικα	ADJ;MASC;SG	N;NOM;NEUT;PL
bordeaux	μπορντώ	bordeau	μπορντώ	N;MASC;PL	
bordeaux	μπορντό	bordeau	μπορντό	N;MASC;PL	PROPN;NOM;NEUT;SG
mark	μαρκ	mark	μαρκ	PROPN	
mark	μάρκ	mark	μάρκ	PROPN	
mark	mark	mark	mark	PROPN	
chicago	σικάγο	chicago	σικάγος	PROPN	
chicago	chicago	chicago	chicago	PROPN	
provence	προβηγκία	provence	προβηγκία	N;FEM;SG	PROPN;ACC;FEM;SG
publie	δημοσίευση	publier	δημοσίευση	V;SG;PRS;V.PTCP	N;NOM;FEM;SG
religion	θρησκευτικά	religion	θρησκευτικά	N;FEM;SG	ADV
composée	αποτελείται	composer	αποτελώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
somme	σομ	somme	σομ	N;FEM;SG	
formé	σχηματίζεται	former	σχηματίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
formé	εκπαιδευμένοι	former	εκπαιδεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
éviter	αποφυγή	éviter	αποφυγή	V;NFIN	N;DAT;FEM;SG
éviter	αποφυγή	éviter	αποφυγή	V;NFIN	N;DAT;FEM;SG
éviter	αποφυγή	éviter	αποφυγή	V;NFIN	N;DAT;FEM;SG
réserve	αποθέματα	réserve	απόθεμα	N;FEM;SG	N;NOM;NEUT;PL
réserve	αποθεματικά	réserve	αποθεματικά	N;FEM;SG	ADV
défaite	ηττήθηκε	défaite	ηττώμαι	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
défaite	νίκησε	défaite	νικώ	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
sports	αθλητισμός	sport	αθλητισμός	N;MASC;PL	N;NOM;MASC;SG
sports	αθλητικά	sport	αθλητικά	N;MASC;PL	ADV
sert	σερβίρει	servir	σερβίρω	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
encyclopédie	encyclopédie	encyclopédie	encyclopédie	N;FEM;SG	
résumé	αφηρημένος	résumé	αφηρημένος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
résumé	περίληψη	résumé	περίληψη	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
résumé	σύνοψη	résumé	σύνοψη	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
lorraine	λορέιν	lorrain	λορέιν	ADJ;FEM;SG	N
parents	γονέα	parent	γονέα	N;MASC;PL	N;NOM;NEUT;SG
parents	γονέας	parent	γονέας	N;MASC;PL	N;NOM;MASC;SG
parents	μητρική	parent	μητρικός	N;MASC;PL	ADJ;NOM;FEM;SG
parents	γονιός	parent	γονιός	N;MASC;PL	ADJ;NOM;MASC;SG
tournée	ξενάγηση	tourner	ξενάγηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
tournée	περιήγηση	tourner	περιήγηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
tournée	tour	tourner	tour	V;FEM;SG;PST;V.PTCP	
tournée	περιοδεία	tourner	περιοδείο	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
tournée	περιοδεία	tourner	περιοδείο	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
rose	ροζ	rose	ροζ	ADJ;FEM;SG	N;NOM;FEM;SG
rose	ρόδο	rose	ρόδος	ADJ;FEM;SG	PROPN;ACC;FEM;SG
rose	ροζ	rose	ροζ	ADJ;FEM;SG	N;NOM;FEM;SG
rose	ρόουζ	rose	ρόουζ	ADJ;FEM;SG	PROPN;NOM;MASC;SG
rose	τριαντάφυλλο	rose	τριαντάφυλλο	ADJ;FEM;SG	N;NOM;NEUT;SG
rose	rose	rose	rose	ADJ;FEM;SG	
hôpital	νοσοκομείων	hôpital	νοσοκομείο	N;MASC;SG	N;GEN;NEUT;PL
hôpital	νοσοκομεία	hôpital	νοσοκομείο	N;MASC;SG	N;NOM;NEUT;PL
propriété	ακίνητα	propriété	ακίνητος	N;FEM;SG	N;NOM;NEUT;PL
cycliste	ποδηλάτης	cycliste	ποδηλάτης	ADJ;MASC;SG	N;NOM;MASC;SG
ouvert	ανοιχτά	ouvrir	ανοικτά	V;MASC;SG;PST;V.PTCP	ADV
ouvert	ανοιχτό	ouvrir	ανοιχτός	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
ouvert	άνοιγμα	ouvrir	άνοιγμα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
ouvert	ανοικτό	ouvrir	ανοιχτός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
parler	μίλα	parler	μίλος	V;NFIN	
parler	μίλα	parler	μίλος	V;NFIN	
astéroïdes	αστεροειδής	astéroïde	αστεροειδής	N;MASC;PL	ADJ;NOM;MASC;SG
astéroïdes	αστεροειδή	astéroïde	αστεροειδής	N;MASC;PL	N;NOM;MASC;SG
astéroïdes	αστεροειδής	astéroïde	αστεροειδής	N;MASC;PL	ADJ;NOM;MASC;SG
nécessaire	χρειαζόταν	nécessaire	χρειάζομαι	ADJ;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
nécessaire	απαιτούμενη	nécessaire	απαιτούμενος	ADJ;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
nécessaire	απαιτούμενα	nécessaire	απαιτούμενος	ADJ;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
nécessaire	απαιτούμενος	nécessaire	απαιτούμενος	ADJ;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
nécessaire	απαιτείται	nécessaire	απαιτώ	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
nécessaire	απαιτούμενο	nécessaire	απαιτούμενος	ADJ;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
règne	βασιλεύει	règne	βασιλεύω	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
suède	σουηδία	suède	σουηδία	N;FEM;SG	PROPN;ACC;FEM;SG
difficile	σκληρά	difficile	σκληρά	ADJ;MASC;SG	ADV
difficile	δύσκολα	difficile	δύσκολα	ADJ;MASC;SG	ADV
inconnu	άγνωστα	inconnu	άγνωστος	ADJ;MASC;SG	ADV
tom	τόμ	tom	τόμ	PROPN	N
tom	τομ	tom	τομ	PROPN	
tom	tom	tom	tom	PROPN	
meilleurs	καλύτερα	meilleur	καλά	ADJ;MASC;PL	ADV;CMPR
meilleurs	καλυτερα	meilleur	καλυτερα	ADJ;MASC;PL	ADV
meilleurs	καλύτερο	meilleur	καλά	ADJ;MASC;PL	ADJ;NOM;CMPR;NEUT;SG
meilleurs	καλύτερη	meilleur	καλός	ADJ;MASC;PL	ADJ;NOM;CMPR;FEM;SG
meilleurs	καλύτερα	meilleur	καλά	ADJ;MASC;PL	ADV;CMPR
meilleurs	καλύτερο	meilleur	καλά	ADJ;MASC;PL	ADJ;NOM;CMPR;NEUT;SG
meilleurs	best	meilleur	best	ADJ;MASC;PL	
cheval	άλογα	cheval	άλογος	N;MASC;SG	N;NOM;NEUT;PL
cheval	ίππος	cheval	ίππος	N;MASC;SG	ADJ;NOM;MASC;SG
navires	πλοια	navire	πλοιο	N;MASC;PL	DET;NOM;DEF;NEUT;PL
débuts	ντεμπούτο	début	ντεμπούτο	N;MASC;PL	
milan	μίλαν	milan	μίλα	PROPN	
milan	μιλάνο	milan	μιλάνος	PROPN	PROPN;NOM;NEUT;SG
milan	μιλάνο	milan	μιλάνος	PROPN	PROPN;NOM;NEUT;SG
rive	rive	rive	rive	N;FEM;SG	
rive	σορ	rive	σορ	N;FEM;SG	
rive	ακτη	rive	ακτός	N;FEM;SG	PROPN;NOM;FEM;SG
animation	animation	animation	animation	N;FEM;SG	
raymond	ρέιμοντ	raymond	ρέιμοντ	PROPN	
raymond	raymond	raymond	raymond	PROPN	
petites	μικρή	petit	μικρός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
petites	μικρό	petit	μικρός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
petites	μικρός	petit	μικρός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
petites	μικρά	petit	μικρός	ADJ;FEM;PL	ADV
commun	κοινές	commun	κοινός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
commun	συχνές	commun	συχνή	ADJ;MASC;SG	N;NOM;FEM;PL
jardin	garden	jardin	garden	N;MASC;SG	
min	μιν	minute	μιν	N;MASC;SG	
min	min	minute	min	N;MASC;SG	
avion	αεροσκαφών	avion	αεροσκαφή	N;MASC;SG	N;GEN;NEUT;PL
avion	αεροσκάφη	avion	αεροσκάφος	N;MASC;SG	N;NOM;NEUT;PL
internes	εσωτερική	interne	εσωτερικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
internes	εσωτερικός	interne	εσωτερικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
internes	εσωτερικό	interne	εσωτερικό	ADJ;MASC;PL	N;NOM;NEUT;SG
internes	εσωτερικά	interne	εσωτερικά	ADJ;MASC;PL	ADV
portugal	πορτογαλία	portugal	πορτογαλία	ADJ;MASC;SG	PROPN;ACC;FEM;SG
vert	πράσινα	vert	πράσινος	ADJ;MASC;SG	ADV
vert	πράσινο	vert	πράσινο	ADJ;MASC;SG	PROPN;NOM;NEUT;SG
vert	πρασινο	vert	πρασινο	ADJ;MASC;SG	N;NOM;NEUT;SG
vert	vert	vert	vert	ADJ;MASC;SG	
strasbourg	στρασβούργο	strasbourg	στρασβούργο	PROPN	PROPN;NOM;NEUT;SG
personnel	προσωπική	personnel	προσωπικός	N;MASC;SG	ADJ;NOM;FEM;SG
personnel	προσωπικός	personnel	προσωπικός	N;MASC;SG	ADJ;NOM;MASC;SG
personnel	προσωπικά	personnel	προσωπικά	N;MASC;SG	ADV
local	τοπικά	local	τοπικά	ADJ;MASC;SG	ADV
local	τοπικές	local	τοπικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
frank	φρανκ	frank	φρανκ	PROPN	N
frank	frank	frank	frank	PROPN	
olivier	όλιβερ	olivier	όλιβερ	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
olivier	oliver	olivier	oliver	PROPN	
olivier	ολιβιέ	olivier	ολιβιός	PROPN	
catherine	κατρίν	catherine	κατρίν	N;FEM;SG	PROPN;NOM;FEM;SG
catherine	catherine	catherine	catherine	N;FEM;SG	
catherine	κάθριν	catherine	κάθριν	N;FEM;SG	
catherine	κατερίνα	catherine	κατερίνα	N;FEM;SG	PROPN;NOM;FEM;SG
historien	ιστορικός	historien	ιστορικός	N;MASC;SG	ADJ;NOM;MASC;SG
inde	ινδία	inde	ινδία	PROPN	PROPN;NOM;FEM;SG
inde	ινδίας	inde	ινδία	PROPN	PROPN;GEN;FEM;SG
