جاپا	entrega	جاپا	entrega	PROPN;NOM;MASC;SG;3	N
جہاز	chalana	جہاز	chalanar	N;NOM;MASC;SG;3	ADJ
جہازی	grande	جہازی	grande	PROPN;NOM;MASC;SG;3	ADJ
جہازی	gran	جہازی	gran	PROPN;NOM;MASC;SG;3	ADJ
جہازی	grandes	جہازی	grande	PROPN;NOM;MASC;SG;3	ADJ
جہازی	enormes	جہازی	enorme	PROPN;NOM;MASC;SG;3	ADJ
جہازی	enorme	جہازی	enorme	PROPN;NOM;MASC;SG;3	ADJ
جہازی	gran	جہازی	gran	PROPN;NOM;MASC;SG;3	ADJ
جہازی	xigante	جہازی	xigante	PROPN;NOM;MASC;SG;3	ADJ
جہازی	grande	جہازی	grande	PROPN;NOM;MASC;SG;3	ADJ
جہازی	naval	جہازی	naval	PROPN;NOM;MASC;SG;3	PROPN
جہازی	frota	جہازی	frota	PROPN;NOM;MASC;SG;3	N
جہازی	mariñeiro	جہازی	mariñeiro	PROPN;NOM;MASC;SG;3	N
جہالت	a	جہالت	o	N;NOM;FEM;SG;3	DET
جہاں	universo	جہاں	universo	PRO;NOM	N
جہاں	do	جہاں	do	PRO;NOM	PROPN
جہاں	universo	جہاں	universo	PRO;NOM	N
جہاں	do	جہاں	do	PRO;NOM	PROPN
جِہت	xeito	جِہت	xeito	PROPN;NOM;MASC;SG;3	N
جِہت	maneira	جِہت	maneira	PROPN;NOM;MASC;SG;3	N
جِہت	dirección	جِہت	dirección	PROPN;NOM;MASC;SG;3	N
جِہت	forma	جِہت	forma	PROPN;NOM;MASC;SG;3	N
جِہت	xeito	جِہت	xeito	PROPN;NOM;MASC;SG;3	N
جِہت	lado	جِہت	lado	PROPN;NOM;MASC;SG;3	N
جِہت	secundarios	جِہت	secundario	PROPN;NOM;MASC;SG;3	ADJ
جِہت	modo	جِہت	modo	PROPN;NOM;MASC;SG;3	N
جِہت	porque	جِہت	porque	PROPN;NOM;MASC;SG;3	CONJ
جِہت	causa	جِہت	causa	PROPN;NOM;MASC;SG;3	N
جِہت	causar	جِہت	causar	PROPN;NOM;MASC;SG;3	V
جِہت	cara	جِہت	cara	PROPN;NOM;MASC;SG;3	N
جِہت	rostro	جِہت	rostro	PROPN;NOM;MASC;SG;3	N
جِہت	razón	جِہت	razón	PROPN;NOM;MASC;SG;3	N
جِہت	motivo	جِہت	motivo	PROPN;NOM;MASC;SG;3	N
جِہت	pola	جِہت	pola	PROPN;NOM;MASC;SG;3	N
جِہت	que	جِہت	que	PROPN;NOM;MASC;SG;3	PRO
جہد	esfórzome	جہد	esfórzome	N;NOM;MASC;SG;3	PROPN
جہد	por	جہد	por	N;NOM;MASC;SG;3	ADP
جہد	esfórzome	جہد	esfórzome	N;NOM;MASC;SG;3	PROPN
جہد	por	جہد	por	N;NOM;MASC;SG;3	ADP
جہری	forte	جہری	forte		ADJ
جہری	alto	جہری	alto		ADJ
جہری	alta	جہری	alto		ADJ
جہری	voz	جہری	voz		N
جہل	ignorancia	جہل	ignorancia		N
جہل	a	جہل	o		DET
جہنّم	inferno	جہنّم	inferno	PROPN;NOM;MASC;SG;3	N
جہنّم	carallo	جہنّم	carallo	PROPN;NOM;MASC;SG;3	ADV
جہنّم	demo	جہنّم	demo	PROPN;NOM;MASC;SG;3	N
جہنّم	cona	جہنّم	cona	PROPN;NOM;MASC;SG;3	N
جہنّمی	maldito	جہنّمی	maldito	PROPN;NOM;MASC;SG;3	N
جہیرُالصوت	altofalante	جہیرُالصوت	altofalante	PROPN;NOM;MASC;SG;3	N
جی	valor	جی	valor	V;SG;V.PTCP;ACT	N
جی	coraxe	جی	coraxe	V;SG;V.PTCP;ACT	N
جی	valentía	جی	valentía	V;SG;V.PTCP;ACT	N
جی	valente	جی	valente	V;SG;V.PTCP;ACT	ADJ
جی	collóns	جی	collón	V;SG;V.PTCP;ACT	N
جی	espírito	جی	espírito	V;SG;V.PTCP;ACT	N
جی	o	جی	o	V;SG;V.PTCP;ACT	DET
جی	eu	جی	eu	V;SG;V.PTCP;ACT	PRO
جی	presente	جی	presente	V;SG;V.PTCP;ACT	ADJ
جی	fortaleza	جی	fortalezar	V;SG;V.PTCP;ACT	N
جی	forzas	جی	forza	V;SG;V.PTCP;ACT	N
جی	forza	جی	forza	V;SG;V.PTCP;ACT	N
جی	a	جی	o	V;SG;V.PTCP;ACT	DET
جی	enerxía	جی	enerxía	V;SG;V.PTCP;ACT	N
جی	consumo	جی	consumo	V;SG;V.PTCP;ACT	N
جی	enerxético	جی	enerxético	V;SG;V.PTCP;ACT	ADJ
جی	enerxética	جی	enerxético	V;SG;V.PTCP;ACT	ADJ
جی	vida	جی	vida	V;SG;V.PTCP;ACT	N
جی	a	جی	o	V;SG;V.PTCP;ACT	DET
جی	consciencia	جی	consciencia	V;SG;V.PTCP;ACT	N
جی	a	جی	o	V;SG;V.PTCP;ACT	DET
جی	conciencia	جی	conciencia	V;SG;V.PTCP;ACT	N
جی	alma	جی	alma	V;SG;V.PTCP;ACT	N
جی	mente	جی	mente	V;SG;V.PTCP;ACT	N
جَے	triunfo	جو	triunfo		N
جَے	vitoria	جو	vitoria		N
جَے	da	جو	da		V
جَے	victoria	جو	victoria		N
جَے	a	جو	o		DET
جِیا	alma	جِیا	alma	PROPN;NOM;MASC;SG;3	N
جِیا	vida	جِیا	vida	PROPN;NOM;MASC;SG;3	N
جِیا	a	جِیا	o	PROPN;NOM;MASC;SG;3	DET
جِیا	amado	جِیا	amado	PROPN;NOM;MASC;SG;3	N
جِیا	querido	جِیا	querer	PROPN;NOM;MASC;SG;3	V
جِیا	corazón	جِیا	corazón	PROPN;NOM;MASC;SG;3	N
جِیا	cardíacas	جِیا	cardíaco	PROPN;NOM;MASC;SG;3	N
جِیا	cardíaca	جِیا	cardíaco	PROPN;NOM;MASC;SG;3	N
جِیالا	valentes	جِیالا	valente	PROPN;NOM;MASC;SG;3	ADJ
جِیالا	valente	جِیالا	valente	PROPN;NOM;MASC;SG;3	ADJ
جِیالا	heroicos	جِیالا	heroico	PROPN;NOM;MASC;SG;3	N
جِیب	lingua	جِیب	lingua	PROPN;NOM;MASC;SG;3	N
جِیت	gañar	جِیت	gañar	PROPN;NOM;MASC;SG;3	V
جِیت	éxito	جِیت	éxito	PROPN;NOM;MASC;SG;3	N
جِیت	conquista	جِیت	conquista	PROPN;NOM;MASC;SG;3	N
جِیت	vitoria	جِیت	vitoria	PROPN;NOM;MASC;SG;3	N
جِیت	da	جِیت	da	PROPN;NOM;MASC;SG;3	V
جِیت	victoria	جِیت	victoria	PROPN;NOM;MASC;SG;3	N
جِیت	a	جِیت	o	PROPN;NOM;MASC;SG;3	DET
جِیتا	vivo	جِیتا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیتا	vivir	جِیتا	vivir	PROPN;NOM;MASC;SG;3	V
جِیتا	vivindo	جِیتا	vivir	PROPN;NOM;MASC;SG;3	V
جِیتا	vida	جِیتا	vida	PROPN;NOM;MASC;SG;3	N
جِیتا	non	جِیتا	non	PROPN;NOM;MASC;SG;3	PART
جِیتا	vai	جِیتا	ir	PROPN;NOM;MASC;SG;3	V
جِیتا	vou	جِیتا	var	PROPN;NOM;MASC;SG;3	V
جِیتا	vivos	جِیتا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیتا	viva	جِیتا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیتا	vivo	جِیتا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیتا	vida	جِیتا	vida	PROPN;NOM;MASC;SG;3	N
جِیتا	con	جِیتا	con	PROPN;NOM;MASC;SG;3	ADP
جِیتا	éxito	جِیتا	éxito	PROPN;NOM;MASC;SG;3	N
جِیتا	exitosos	جِیتا	exitoso	PROPN;NOM;MASC;SG;3	ADJ
جِیتب	vida	جِیتب	vida	PROPN;NOM;MASC;SG;3	N
جِیتب	a	جِیتب	o	PROPN;NOM;MASC;SG;3	DET
جِیتب	existencia	جِیتب	existencia	PROPN;NOM;MASC;SG;3	N
جِیتب	vida	جِیتب	vida	PROPN;NOM;MASC;SG;3	N
جِیتی	éxito	جِیتی	éxito	PROPN;NOM;MASC;SG;3	N
جِیتی	exitosos	جِیتی	exitoso	PROPN;NOM;MASC;SG;3	ADJ
جیٹھا	maior	جیٹھ	maior	PROPN;NOM;MASC;SG;3	ADJ
جیٹھا	máis	جیٹھ	máis	PROPN;NOM;MASC;SG;3	ADV
جیٹھا	vello	جیٹھ	vello	PROPN;NOM;MASC;SG;3	N
جیٹھا	primeiro	جیٹھ	primeiro	PROPN;NOM;MASC;SG;3	ADJ
جیٹھا	primeira	جیٹھ	primeiro	PROPN;NOM;MASC;SG;3	ADJ
جیٹھی	quedarei	جیٹھی	quedar	PROPN;NOM;MASC;SG;3	V
جیّد	bo	جیّد	bo	PROPN;NOM;MASC;SG;3	ADJ
جیّد	ben	جیّد	ben	PROPN;NOM;MASC;SG;3	ADV
جیّد	boa	جیّد	bo	PROPN;NOM;MASC;SG;3	ADJ
جیّد	boas	جیّد	bo	PROPN;NOM;MASC;SG;3	ADJ
جیّد	bos	جیّد	bo	PROPN;NOM;MASC;SG;3	N
جیّد	puro	جیّد	puro	PROPN;NOM;MASC;SG;3	N
جیّد	pura	جیّد	puro	PROPN;NOM;MASC;SG;3	N
جیّد	puros	جیّد	puro	PROPN;NOM;MASC;SG;3	N
جیّد	excelentes	جیّد	excelente	PROPN;NOM;MASC;SG;3	ADJ
جیّد	excelente	جیّد	excelente	PROPN;NOM;MASC;SG;3	ADJ
جیّد	de	جیّد	de	PROPN;NOM;MASC;SG;3	ADP
جیّد	xenial	جیّد	xenial	PROPN;NOM;MASC;SG;3	ADJ
جیّد	gran	جیّد	gran	PROPN;NOM;MASC;SG;3	ADJ
جیّد	grande	جیّد	grande	PROPN;NOM;MASC;SG;3	ADJ
جیّد	grandes	جیّد	grande	PROPN;NOM;MASC;SG;3	ADJ
جَیسا	como	جَیسا	como	PROPN;NOM;MASC;SG;3	PRO
جَیسا	coma	جَیسا	coma	PROPN;NOM;MASC;SG;3	CONJ
جَیسا	como	جَیسا	como	PROPN;NOM;MASC;SG;3	PRO
جَیسا	coma	جَیسا	coma	PROPN;NOM;MASC;SG;3	CONJ
جَیسا	así	جَیسا	así	PROPN;NOM;MASC;SG;3	ADV
جَیسے	como	جویسہ	como		PRO
جَیسے	coma	جویسہ	coma		CONJ
جَیسے	como	جویسہ	como		PRO
جَیسے	coma	جویسہ	coma		CONJ
جَیسے	así	جویسہ	así		ADV
جَیش	exército	جَیش	exército	PROPN;NOM;MASC;SG;3	N
جَیش	do	جَیش	do	PROPN;NOM;MASC;SG;3	PROPN
جِیفہ	cadáver	جِیفہ	cadáver	PROPN;NOM;MASC;SG;3	N
جِیفہ	corpo	جِیفہ	corpo	PROPN;NOM;MASC;SG;3	N
جِیفہ	base	جِیفہ	base	PROPN;NOM;MASC;SG;3	N
جیل	cárcere	جیل	cárcere	N;NOM;FEM;SG;3	V
جیل	cárcere	جیل	cárcere	N;NOM;FEM;SG;3	V
جیل	cárcere	جیل	cárcere	N;NOM;FEM;SG;3	V
جِیمنا	comer	جِیمنا	comer	PROPN;NOM;MASC;SG;3	V
جِیمنا	come	جِیمنا	comer	PROPN;NOM;MASC;SG;3	V
جِیمنا	comen	جِیمنا	comer	PROPN;NOM;MASC;SG;3	V
جِینا	vivir	جِینا	vivir	PROPN;NOM;MASC;SG;3	V
جِینا	vivo	جِینا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِینا	viven	جِینا	vivir	PROPN;NOM;MASC;SG;3	V
جِینا	vive	جِینا	vivir	PROPN;NOM;MASC;SG;3	V
جِینا	viva	جِینا	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِینا	vida	جِینا	vida	PROPN;NOM;MASC;SG;3	N
جِینا	a	جِینا	o	PROPN;NOM;MASC;SG;3	DET
جِینا	existen	جِینا	existir	PROPN;NOM;MASC;SG;3	V
جِینا	existir	جِینا	existir	PROPN;NOM;MASC;SG;3	V
جِینا	existe	جِینا	existir	PROPN;NOM;MASC;SG;3	V
جِینا	existencia	جِینا	existencia	PROPN;NOM;MASC;SG;3	N
جِینا	vida	جِینا	vida	PROPN;NOM;MASC;SG;3	N
جِیو	existencia	جِیو	existencia	PROPN;NOM;MASC;SG;3	N
جِیو	vida	جِیو	vida	PROPN;NOM;MASC;SG;3	N
جِیو	vida	جِیو	vida	PROPN;NOM;MASC;SG;3	N
جِیو	a	جِیو	o	PROPN;NOM;MASC;SG;3	DET
جِیو	alma	جِیو	alma	PROPN;NOM;MASC;SG;3	N
جِیو	corazón	جِیو	corazón	PROPN;NOM;MASC;SG;3	N
جِیو	cardíacas	جِیو	cardíaco	PROPN;NOM;MASC;SG;3	N
جِیو	cardíaca	جِیو	cardíaco	PROPN;NOM;MASC;SG;3	N
جِیو	animais	جِیو	animal	PROPN;NOM;MASC;SG;3	N
جِیو	animal	جِیو	animal	PROPN;NOM;MASC;SG;3	N
جیو	vivir	جی	vivir	PROPN;NOM;MASC;SG;3	V
جیو	vivo	جی	vivo	PROPN;NOM;MASC;SG;3	ADJ
جیو	viven	جی	vivir	PROPN;NOM;MASC;SG;3	V
جیو	vive	جی	vivir	PROPN;NOM;MASC;SG;3	V
جیو	viva	جی	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیوَت	vivo	جِیوَت	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیوَت	vivir	جِیوَت	vivir	PROPN;NOM;MASC;SG;3	V
جِیوَت	vivindo	جِیوَت	vivir	PROPN;NOM;MASC;SG;3	V
جِیوَت	vida	جِیوَت	vida	PROPN;NOM;MASC;SG;3	N
جِیوَت	vida	جِیوَت	vida	PROPN;NOM;MASC;SG;3	N
جِیوَت	a	جِیوَت	o	PROPN;NOM;MASC;SG;3	DET
جِیوَت	vivos	جِیوَت	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیوَت	viva	جِیوَت	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیوَت	vivo	جِیوَت	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیوَت	vida	جِیوَت	vida	PROPN;NOM;MASC;SG;3	N
جِیوَت	con	جِیوَت	con	PROPN;NOM;MASC;SG;3	ADP
جِیوَٹ	valor	جِیوَٹ	valor	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	coraxe	جِیوَٹ	coraxe	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	valentía	جِیوَٹ	valentía	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	valente	جِیوَٹ	valente	PROPN;NOM;MASC;SG;3	ADJ
جِیوَٹ	collóns	جِیوَٹ	collón	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	espírito	جِیوَٹ	espírito	PROPN;NOM;MASC;SG;3	N
جِیوَٹ	o	جِیوَٹ	o	PROPN;NOM;MASC;SG;3	DET
جِیوَٹ	déixate	جِیوَٹ	déixate	PROPN;NOM;MASC;SG;3	V
جِیوڑا	amado	جِیوڑا	amado	PROPN;NOM;MASC;SG;3	N
جِیوڑا	querido	جِیوڑا	querer	PROPN;NOM;MASC;SG;3	V
جِیوڑا	espírito	جِیوڑا	espírito	PROPN;NOM;MASC;SG;3	N
جِیوڑا	o	جِیوڑا	o	PROPN;NOM;MASC;SG;3	DET
جِیوڑا	déixate	جِیوڑا	déixate	PROPN;NOM;MASC;SG;3	V
جِیوڑا	vida	جِیوڑا	vida	PROPN;NOM;MASC;SG;3	N
جِیوڑا	a	جِیوڑا	o	PROPN;NOM;MASC;SG;3	DET
جِیوڑا	alma	جِیوڑا	alma	PROPN;NOM;MASC;SG;3	N
جِیوڑا	corazón	جِیوڑا	corazón	PROPN;NOM;MASC;SG;3	N
جِیوڑا	cardíacas	جِیوڑا	cardíaco	PROPN;NOM;MASC;SG;3	N
جِیوڑا	cardíaca	جِیوڑا	cardíaco	PROPN;NOM;MASC;SG;3	N
جیوڑا	corda	جیوڑا	corda	PROPN;NOM;MASC;SG;3	N
جِیون	vivo	جِیون	vivo	PROPN;NOM;MASC;SG;3	ADJ
جِیون	vivir	جِیون	vivir	PROPN;NOM;MASC;SG;3	V
جِیون	vivindo	جِیون	vivir	PROPN;NOM;MASC;SG;3	V
جِیون	vida	جِیون	vida	PROPN;NOM;MASC;SG;3	N
جِیون	vida	جِیون	vida	PROPN;NOM;MASC;SG;3	N
جِیون	a	جِیون	o	PROPN;NOM;MASC;SG;3	DET
جِیون	existencia	جِیون	existencia	PROPN;NOM;MASC;SG;3	N
جِیون	vida	جِیون	vida	PROPN;NOM;MASC;SG;3	N
جِیُوں	como	جِیُ	como	N;ACC;MASC;PL;3	PRO
جِیُوں	coma	جِیُ	coma	N;ACC;MASC;PL;3	CONJ
جِیُوں	como	جِیُ	como	N;ACC;MASC;PL;3	PRO
جِیُوں	coma	جِیُ	coma	N;ACC;MASC;PL;3	CONJ
جِیُوں	así	جِیُ	así	N;ACC;MASC;PL;3	ADV
جیونا	comer	جیونا	comer	PROPN;NOM;MASC;SG;3	V
جیونا	come	جیونا	comer	PROPN;NOM;MASC;SG;3	V
جیونا	comen	جیونا	comer	PROPN;NOM;MASC;SG;3	V
جیونار	entretemento	جیونار	entretemento	PROPN;NOM;MASC;SG;3	N
جھات	madeira	جھات	madeira	PROPN;NOM;MASC;SG;3	N
جھاڑ	árbore	جھاڑ	árbore	V;ACT	N
جھاڑ	tree	جھاڑ	trear	V;ACT	PROPN
جھاڑ	crosstree	جھاڑ	crosstree	V;ACT	PROPN
جھاڑ	bush	جھاڑ	bush	V;ACT	PROPN
جھاڑ	monte	جھاڑ	monte	V;ACT	N
جھاڑ	planta	جھاڑ	planta	V;ACT	N
جھاڑ	vexetais	جھاڑ	vexetal	V;ACT	ADJ
جھاڑ	de	جھاڑ	de	V;ACT	ADP
جھاڑ	árbore	جھاڑ	árbore	V;ACT	N
جھاڑ	tree	جھاڑ	trear	V;ACT	PROPN
جھاڑ	crosstree	جھاڑ	crosstree	V;ACT	PROPN
جھاڑ	bush	جھاڑ	bush	V;ACT	PROPN
جھاڑ	monte	جھاڑ	monte	V;ACT	N
جھاڑ	planta	جھاڑ	planta	V;ACT	N
جھاڑ	vexetais	جھاڑ	vexetal	V;ACT	ADJ
جھاڑ	de	جھاڑ	de	V;ACT	ADP
جھاڑا	limpando	جھاڑا	limpar	PROPN;NOM;MASC;SG;3	V
جھاڑا	a	جھاڑا	o	PROPN;NOM;MASC;SG;3	DET
جھاڑا	limpeza	جھاڑا	limpeza	PROPN;NOM;MASC;SG;3	N
جھاڑا	da	جھاڑا	da	PROPN;NOM;MASC;SG;3	V
جھاڑن	parvadas	جھاڑن	parvar		ADJ
جھاڑی	bush	جھاڑی	bush	ADJ	PROPN
جھاڑی	monte	جھاڑی	monte	ADJ	N
جھاڑی	bush	جھاڑی	bush	ADJ	PROPN
جھاڑی	monte	جھاڑی	monte	ADJ	N
جھاگ	escuma	جھاگ	escumar	V;ACT	N
جھاگ	servizo	جھاگ	servizo	V;ACT	N
جھال	calefacción	جھال	calefacción		N
جھال	calor	جھال	calor		N
جھال	o	جھال	o		DET
جھال	desexo	جھال	desexo		N
جھالرا	ben	جھالرا	ben	PROPN;NOM;MASC;SG;3	ADV
جھالنا	polaca	جھال	polacar	V;MASC;SG;NFIN;ACT	ADJ
جھالنا	limpa	جھال	limpo	V;MASC;SG;NFIN;ACT	ADJ
جھالنا	limpo	جھال	limpo	V;MASC;SG;NFIN;ACT	ADJ
جھانپڑ	caixa	جھانپڑ	caixa	PROPN;NOM;MASC;SG;3	N
جھانپڑ	palco	جھانپڑ	palco	PROPN;NOM;MASC;SG;3	N
جھانپنا	pantalla	جھانپنا	pantalla	V;MASC;SG;NFIN;ACT	N
جھانپنا	a	جھانپنا	o	V;MASC;SG;NFIN;ACT	DET
جھانجھ	ira	جھانجھ	ir	PROPN;NOM;MASC;SG;3	N
جھانجھ	rabia	جھانجھ	rabia	PROPN;NOM;MASC;SG;3	N
جھانجھ	odio	جھانجھ	odio	PROPN;NOM;MASC;SG;3	N
جھانجھ	ira	جھانجھ	ir	PROPN;NOM;MASC;SG;3	N
جھانجھ	rabia	جھانجھ	rabia	PROPN;NOM;MASC;SG;3	N
جھانجھ	odio	جھانجھ	odio	PROPN;NOM;MASC;SG;3	N
جھانجھر	roto	جھانجھر	roto	PROPN;NOM;MASC;SG;3	N
جھانجھر	roto	جھانجھر	roto	PROPN;NOM;MASC;SG;3	N
جھانسا	truco	جھانسا	truco	PROPN;NOM;MASC;SG;3	N
جھانسا	fraude	جھانسا	fraude	PROPN;NOM;MASC;SG;3	N
جھانسادینا	truco	جھانسادینا	truco	PROPN;NOM;MASC;SG;3	N
جھانسیا	fraude	جھانسیا	fraude	PROPN;NOM;MASC;SG;3	N
جھانکڑ	apoiarse	جھانکڑ	apoiarse		V
جھانکڑ	no	جھانکڑ	no		V
جھانکی	teatro	جھانکی	teatro	PROPN;NOM;MASC;SG;3	N
جھانکی	drama	جھانکی	dramar	PROPN;NOM;MASC;SG;3	N
جھانورا	negra	جھانورا	negro	PROPN;NOM;MASC;SG;3	N
جھانورا	negro	جھانورا	negro	PROPN;NOM;MASC;SG;3	N
جھانورا	negros	جھانورا	negro	PROPN;NOM;MASC;SG;3	N
جھپ	primavera	جھپ	primavera		N
جھپ	a	جھپ	o		DET
جھپ	rápido	جھپ	rápido		ADJ
جھپ	rapidamente	جھپ	rapidamente		ADV
جھپ	axiña	جھپ	axiña		ADV
جھپ	rápido	جھپ	rápido		ADJ
جھپ	axiña	جھپ	axiña		ADV
جھپ	rápida	جھپ	rápido		ADJ
جھپ	veña	جھپ	vir		V
جھپ	marchar	جھپ	marchar		V
جھپ	así	جھپ	así		ADV
جھپ	saltar	جھپ	saltar		V
جھپ	chimpa	جھپ	chimpa		PROPN
جھپاک	velocidade	جھپاک	velocidade		N
جھپاک	rapidez	جھپاک	rapidez		N
جھپاکا	velocidade	جھپاکا	velocidade	PROPN;NOM;MASC;SG;3	N
جھپاکا	rapidez	جھپاکا	rapidez	PROPN;NOM;MASC;SG;3	N
جھپٹنا	asalto	جھپٹ	asalto	V;SG;NFIN;ACT	N
جھپک	abaneo	جھپک	abaneo		N
جھپک	xuntas	جھپک	xunta		N
جھپلانا	lavado	جھپلا	lavado	V;MASC;SG;NFIN;ACT	N
جھپلانا	lava	جھپلا	lavar	V;MASC;SG;NFIN;ACT	N
جھپلانا	lavalo	جھپلا	lavalo	V;MASC;SG;NFIN;ACT	PROPN
جھٹ	rápido	جھٹ	rápido		ADJ
جھٹ	rapidamente	جھٹ	rapidamente		ADV
جھٹ	axiña	جھٹ	axiña		ADV
جھٹ	rápido	جھٹ	rápido		ADJ
جھٹ	rapidamente	جھٹ	rapidamente		ADV
جھٹاس	choque	جھٹاس	choque		N
جھٹاس	de	جھٹاس	de		ADP
جھٹاس	asalto	جھٹاس	asalto		N
جھٹاس	conmoción	جھٹاس	conmoción		N
جھٹاس	electrochoques	جھٹاس	electrochoques		N
جھٹاس	toc	جھٹاس	toc		PROPN
جھٹاس	knock	جھٹاس	knock		N
جھٹاس	vouche	جھٹاس	vouche		V
جھٹاس	folga	جھٹاس	folga		N
جھٹاس	ataque	جھٹاس	ataque		N
جھٹاس	que	جھٹاس	que		PRO
جھٹاس	empece	جھٹاس	empecer		V
جھٹک	a	جھٹک	o		DET
جھٹکا	de	جھٹکا	de	N;NOM;MASC;SG;3	ADP
جھٹکا	de	جھٹکا	de	N;NOM;MASC;SG;3	ADP
جھٹکانا	a	جھٹکا	o	V;MASC;SG;NFIN;ACT	DET
جھٹکنا	a	جھٹک	o	V;NFIN;ACT	DET
جُھٹَیل	esquerda	جُھٹَیل	esquerda	PROPN;NOM;MASC;SG;3	N
جُھٹَیل	queda	جُھٹَیل	quedar	PROPN;NOM;MASC;SG;3	V
جُھٹَیل	adoitaba	جُھٹَیل	adoitar	PROPN;NOM;MASC;SG;3	V
جُھٹَیل	antes	جُھٹَیل	antes	PROPN;NOM;MASC;SG;3	ADV
جِھجک	indecisión	جِھجک	indecisión	PROPN;NOM;MASC;SG;3	N
جھجھری	pantalla	جھجھری	pantalla	PROPN;NOM;MASC;SG;3	N
جھجھری	da	جھجھری	da	PROPN;NOM;MASC;SG;3	V
جھجھری	ecrán	جھجھری	ecrán	PROPN;NOM;MASC;SG;3	V
جُھڈُّو	improdutivo	جُھڈُّو	improdutivo	PROPN;NOM;MASC;SG;3	ADJ
جھر	ira	جھر	ir		N
جھر	rabia	جھر	rabia		N
جھر	odio	جھر	odio		N
جھر	mentiras	جھر	mentira		N
جھر	mentira	جھر	mentira		ADJ
جھر	mentir	جھر	mentir		V
جھرلو	fraude	جھرلو	fraude	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	multitude	جُھرمٹ	multitude	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	masa	جُھرمٹ	masa	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	vista	جُھرمٹ	vista	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	xente	جُھرمٹ	xente	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	morea	جُھرمٹ	morea	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	uns	جُھرمٹ	un	PROPN;NOM;MASC;SG;3	DET
جُھرمٹ	de	جُھرمٹ	de	PROPN;NOM;MASC;SG;3	ADP
جُھرمٹ	chea	جُھرمٹ	chea	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	grupo	جُھرمٹ	grupo	PROPN;NOM;MASC;SG;3	N
جُھرمٹ	fato	جُھرمٹ	fato	PROPN;NOM;MASC;SG;3	N
جھروکا	fiestra	جھروکا	fiestra	PROPN;NOM;MASC;SG;3	N
جھروکا	xanela	جھروکا	xanela	PROPN;NOM;MASC;SG;3	N
جھروکا	pola	جھروکا	pola	PROPN;NOM;MASC;SG;3	N
جھڑپ	o	جھڑپ	o	N;NOM;MASC;SG;3	DET
جھڑتی	procura	جھڑ	procura	V;IPFV;FEM;SG;V.PTCP;ACT	N
جِھڑجِھڑانا	a	جِھڑجِھڑانا	o	PROPN;NOM;MASC;SG;3	DET
جھڑن	parvadas	جھڑن	parvar		ADJ
جھک	limpa	جھک	limpo	V;ACT	ADJ
جھک	limpo	جھک	limpo	V;ACT	ADJ
جھکالا	cansos	جھکالا	canso	V;PFV;MASC;SG;V.PTCP;ACT	N
جھکالا	confuso	جھکالا	confuso	V;PFV;MASC;SG;V.PTCP;ACT	N
جھکالا	nerviosa	جھکالا	nervioso	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
جھکالا	nervioso	جھکالا	nervioso	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
جھکالا	nerviosos	جھکالا	nervioso	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
جھکالا	nervios	جھکالا	nervio	V;PFV;MASC;SG;V.PTCP;ACT	N
جُھکاؤ	curva	جُھکاؤ	curvar	PROPN;NOM;MASC;SG;3	N
جُھکاؤ	insistir	جُھکاؤ	insistir	PROPN;NOM;MASC;SG;3	V
جھکّڑ	treboada	جھکّڑ	treboar	PROPN;NOM;MASC;SG;3	N
جھکّڑ	de	جھکّڑ	de	PROPN;NOM;MASC;SG;3	ADP
جھکّڑ	planificación	جھکّڑ	planificación	PROPN;NOM;MASC;SG;3	N
جھکّڑ	furacán	جھکّڑ	furacán	PROPN;NOM;MASC;SG;3	N
جُھکنا	a	جُھک	o	V;NFIN;ACT	DET
جِھکندا	fila	جِھکندا	fila	PROPN;NOM;MASC;SG;3	N
جُھکنی	sufrimento	جُھکنی	sufrimento	ADJ	N
جُھکنی	de	جُھکنی	de	ADJ	ADP
جُھکنی	sofre	جُھکنی	sofrer	ADJ	V
جُھکنی	dor	جُھکنی	dor	ADJ	N
