theridion	theridion	theridion	theridion	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
skandinaviska	skandynawskie	skandinavisk	skandynawski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
malcolm	marcin	malcolm	marcin	PROPN;NOM	PROPN;NOM;MASC;SG
malcolm	malcolm	malcolm	malcol	PROPN;NOM	N;NOM;MASC;SG
malcolm	malcolma	malcolm	malcolm	PROPN;NOM	N;ACC;MASC;SG
heinz	heinz	heinz	heinz	PROPN;NOM	PROPN;NOM;MASC;SG
barnes	barnes	barn	barnes	PROPN;NOM	PROPN;NOM;MASC;SG
påverkas	dotknięty	påverka	dotknięty	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
påverkas	dotknięte	påverka	dotknąć	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lina	lina	lina	lina	PROPN;NOM	N;NOM;FEM;SG
helgon	świętych	helgon	święty	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
helgon	święci	helgon	święcić	N;NOM;INDF;NEUT;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
helgon	święty	helgon	święty	N;NOM;INDF;NEUT;SG	
helgon	święta	helgon	święto	N;NOM;INDF;NEUT;SG	
helgon	saint	helgon	saint	N;NOM;INDF;NEUT;SG	
acuminata	acuminata	acuminat	acuminat	N;NOM;INDF;MASC+FEM;SG	
sats	partii	sats	partia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
glenn	glenn	glen	glenny	PROPN;NOM	PROPN;NOM;MASC;SG
timme	godz	timme	godzić	N;NOM;INDF;MASC+FEM;SG	
timme	godzinę	timme	godzina	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
timme	godziny	timme	godzina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
grotta	jaskinia	grott	jaskiniać	N;NOM;INDF;MASC+FEM;SG	
grotta	jaskini	grott	jaskinia	N;NOM;INDF;MASC+FEM;SG	
birmingham	birmingham	birmingham	birmingha	PROPN;NOM	N;NOM;MASC;SG
todd	todda	todd	todd	PROPN;NOM	N;ACC;MASC;SG
todd	todd	todd	todd	PROPN;NOM	PROPN;NOM;MASC;SG
yngsta	najmłodszych	ung	mody	ADJ;NOM;DEF;RL	ADJ;ACC;CMPR;MASC;PL
yngsta	najmłodsza	ung	młody	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
yngsta	najmłodszy	ung	młody	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
varberg	varberg	varberg	varberg	PROPN;NOM	
jacobus	jacobus	jacobus	jacobus	PROPN;NOM	
paradise	raju	paradise	raj	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
paradise	paradise	paradise	paradisa	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
sena	późna	sen	późny	ADJ;NOM;PL	ADV
sena	późny	sen	późny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sena	późno	sen	późno	ADJ;NOM;PL	ADV
akter	plików	akt	plik	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
akter	aktów	akt	aktów	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
utlopp	wylocie	utlopp	wylocie	V;IMP;FIN;ACT	
negativ	negatywy	negativ	negatywy	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
elin	elin	elin	elin	PROPN;NOM	PROPN;NOM;FEM;SG
canterbury	canterbury	canterbury	canterbura	PROPN;NOM	N;GEN;FEM;SG
ove	ove	ove	ove	PROPN;NOM	PROPN;NOM;MASC;SG
typisk	typowo	typisk	typowo	ADJ;NOM;INDF;MASC+FEM;SG	
child	child	child	child	N;NOM;INDF;MASC+FEM;SG	
sicilien	sicilia	sicilien	sicić	PROPN;NOM	N;NOM;FEM;SG
sicilien	sycylii	sicilien	sycylia	PROPN;NOM	N;GEN;FEM;SG
sollentuna	sollentuna	sollentuna	sollentuna	PROPN;NOM	
liggande	kłamie	ligga	kłama	ADJ;NOM;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
liggande	kłamstwo	ligga	kłamstwo	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG
liggande	krajobraz	ligga	krajobraz	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
liggande	krajobrazy	ligga	krajobraza	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;PL
lópez	lópez	lópez	lópez	PROPN;NOM	PROPN;NOM;MASC;SG
lópez	lópez	lópez	lópez	PROPN;NOM	PROPN;NOM;MASC;SG
lópez	lopez	lópez	lopez	PROPN;NOM	
republikanska	republikanów	republikansk	republikanin	ADJ;NOM;PL	N;GEN;MASC;PL
republikanska	republikanie	republikansk	republikanie	ADJ;NOM;PL	N;NOM;MASC;SG
ssr	ssr	ss	ssr	PROPN;NOM	
jarl	jarl	jarl	jarl	PROPN;NOM	
enheten	urządzenia	enhet	urządzenie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
enheten	jednostki	enhet	jednostka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
enheten	unit	enhet	unit	N;NOM;DEF;MASC+FEM;SG	
edinburgh	edynburgu	edinburgh	edynburg	PROPN;NOM	N;GEN;MASC;SG
pilot	pilocie	pilot	pilot	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
singer	singer	singa	singer	PROPN;NOM	
singer	piosenkarz	singa	piosenkarz	PROPN;NOM	N;NOM;MASC;SG
singer	wokalista	singa	wokalista	PROPN;NOM	N;NOM;MASC;SG
singer	piosenkarka	singa	piosenkarka	PROPN;NOM	N;NOM;FEM;SG
angrepp	ataków	angrepp	atak	N;NOM;INDF;NEUT;PL	N;GEN;MASC;PL
angrepp	atakuje	angrepp	atakować	N;NOM;INDF;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
angrepp	atak	angrepp	atak	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
angrepp	napaści	angrepp	napaść	N;NOM;INDF;NEUT;PL	
angrepp	atak	angrepp	atak	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
angrepp	napaść	angrepp	napaść	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG
angrepp	napad	angrepp	napad	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
strindberg	strindberg	strindberg	strindberg	PROPN;NOM	
filosofiska	filozoficzne	filosofisk	filozoficzny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
iihf	iihf	iihf	iihf	PROPN;NOM	
stammar	szczepów	stam	szczep	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
stammar	jąkanie	stam	jąkanie	N;NOM;INDF;MASC+FEM;PL	
stammar	plemion	stam	plemion	N;NOM;INDF;MASC+FEM;PL	
stammar	plemiona	stam	plemię	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
ein	en	ei	en	V;IMP;FIN;ACT	
ein	ein	ei	ein	V;IMP;FIN;ACT	
kategorierna	kategorii	kategorium	kategoria	N;NOM;DEF;MASC+FEM;PL	N;GEN;FEM;SG
ersättare	uzupełnień	ersättare	uzupełnienie	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
ersättare	wymiana	ersättare	wymianać	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ersättare	zastąpienia	ersättare	zastąpić	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
ersättare	zastępstwo	ersättare	zastępstwo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
ersättare	zastąpienie	ersättare	zastąpienie	N;NOM;INDF;MASC+FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
wikidata	wikidane	pikidat	wikidać	N;NOM;INDF;NEUT;SG	
helige	święty	helig	święty	ADJ;NOM;DEF;MASC;SG	
helige	święte	helig	święty	ADJ;NOM;DEF;MASC;SG	
chan	chana	chan	chany	N;NOM;INDF;MASC+FEM;SG	
chan	chan	chan	chan	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
undrar	wonder	undra	wonder	V;IMP;FIN;ACT	
omröstning	głosujemy	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
omröstning	głosuj	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
omröstning	głosy	omröstning	głos	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
omröstning	głosów	omröstning	głos	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
omröstning	głosowania	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
omröstning	głosuje	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
omröstning	głosujemy	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
omröstning	głosowania	omröstning	głosować	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
omröstning	ankiety	omröstning	ankieta	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
omröstning	ankietę	omröstning	ankieta	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
wallin	wallin	wallin	walliny	PROPN;NOM	
cleveland	cleveland	cleveland	cleveland	PROPN;NOM	N;NOM;MASC;SG
familjebok	familjebok	familjebok	familjebok	N;NOM;INDF;MASC+FEM;SG	
taube	taube	taube	tauby	PROPN;NOM	
fin	fin	fin	fina	ADJ;NOM;INDF;MASC+FEM;SG	
idrottare	lekkoatleta	idrottare	lekkoatleta	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
idrottare	sportowiec	idrottare	sportowiec	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
idrottare	sportowców	idrottare	sportowiec	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
gravar	grobów	grav	grób	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
gravar	graves	grav	graves	N;NOM;INDF;MASC+FEM;PL	
frivilliga	chętnych	frivillig	chętny	ADJ;NOM;PL	N;GEN;MASC;PL
frivilliga	ochotnicy	frivillig	ochotnik	ADJ;NOM;PL	N;NOM;MASC;PL
frivilliga	wolontariuszy	frivillig	wolontariusz	ADJ;NOM;PL	N;GEN;MASC;PL
frivilliga	ochotników	frivillig	ochotnik	ADJ;NOM;PL	N;ACC;MASC;PL
frivilliga	dobrowolne	frivillig	dobrowolny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
frivilliga	wolontariat	frivillig	wolontariat	ADJ;NOM;PL	N;NOM;MASC;SG
frivilliga	dobrowolnie	frivillig	dobrowolnie	ADJ;NOM;PL	ADV
frivilliga	dobrowolny	frivillig	dobrowolny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
frivilliga	dobrowolnego	frivillig	dobrowolny	ADJ;NOM;PL	ADJ;ACC;MASC;SG
runda	okrągła	rund	okrągnąć	ADJ;NOM;PL	ADJ;NOM;FEM;SG
runda	okrągły	rund	okrągnąć	ADJ;NOM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
runda	okrągł	rund	okrągnąć	ADJ;NOM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
runda	runda	rund	runda	ADJ;NOM;PL	N;NOM;FEM;SG
leconte	leconte	leconte	leconty	N;NOM;INDF;MASC+FEM;SG	
petersen	petersen	peters	petersen	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
carroll	carroll	carroll	carroll	PROPN;NOM	PROPN;NOM;MASC;SG
hannover	hanover	hannover	hanover	PROPN;NOM	N;NOM;MASC;SG
hannover	hannover	hannover	hannover	PROPN;NOM	PROPN;NOM;MASC;SG
palace	pałacu	palace	pałac	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
värt	warto	värd	warto	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
värt	warte	värd	warty	ADJ;NOM;INDF;MASC+FEM;SG	
värt	worth	värd	worth	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värt	warta	värd	warta	ADJ;NOM;INDF;MASC+FEM;SG	
hemmet	domu	hem	dom	N;NOM;DEF;NEUT;SG	N;GEN;MASC;SG
specifikt	szczególne	specifikt	szczególny	ADV	ADJ;NOM;NEUT;SG
specifikt	konkretne	specifikt	konkretny	ADV	ADJ;NOM;NEUT;SG
specifikt	specyficzne	specifikt	specyficzny	ADV	ADJ;NOM;NEUT;SG
étienne	étienne	étienne	htienny	PROPN;NOM	ADJ;NOM;MASC;SG
shorts	spodenki	short	spodenki	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
shorts	szorty	short	szorty	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
anka	duck	anka	duck	N;NOM;INDF;MASC+FEM;SG	
anka	kaczki	anka	kaczka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
patienter	pacjentów	patient	pacjent	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
palme	palme	palme	palmy	PROPN;NOM	
erfarenheter	doświadczenia	erfarenhet	doświadczenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
erfarenheter	przeżycia	erfarenhet	przeżycie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
erfarenheter	doświadczeń	erfarenhet	doświadczenie	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
erfarenheter	doświadczenia	erfarenhet	doświadczenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
erfarenheter	doświadczenie	erfarenhet	doświadczenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
administratörer	administratorów	administratör	administrator	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
administratörer	administratorów	administratör	administrator	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
rat	rat	rat	rat	N;NOM;INDF;MASC+FEM;SG	
renovering	renowacji	renovering	renowacja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
renovering	renowacji	renovering	renowacja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
federation	federacji	federation	federacja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
hörnet	rogu	hörn	róg	N;NOM;DEF;NEUT;SG	N;GEN;MASC;SG
granada	granada	granad	granada	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
banor	ścieżki	bana	ścieżka	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
banor	ścieżek	bana	ścieżka	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
banor	linii	bana	linia	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
banor	linijki	bana	linijka	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
banor	orbity	bana	orbić	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
haag	hadze	haag	haga	PROPN;NOM	
blogg	bloga	blogg	bloga	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
blogg	blogu	blogg	blóg	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
salta	słone	salta	słony	N;NOM;INDF;MASC+FEM;SG	
salta	sól	salta	sól	N;NOM;INDF;MASC+FEM;SG	
salta	soli	salta	sola	N;NOM;INDF;MASC+FEM;SG	
olga	olga	olg	olga	PROPN;NOM	PROPN;NOM;FEM;SG
willy	willy	willy	willa	PROPN;NOM	PROPN;NOM;MASC;SG
amiral	admirał	amiral	admirać	PROPN;NOM	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fasaden	fasadą	fasa	fasada	N;NOM;DEF;MASC+FEM;SG	N;INS;FEM;SG
smala	chude	smal	chudy	ADJ;NOM;PL	
smala	chuda	smal	chudy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
smala	chudy	smal	chudy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
smala	wąski	smal	wąsk	ADJ;NOM;PL	ADJ;NOM;MASC;SG
smala	wąskie	smal	wąsk	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
march	marzec	march	marzec	N;NOM;INDF;MASC+FEM;SG	
march	marca	march	marza	N;NOM;INDF;MASC+FEM;SG	
demo	demo	demo	demo	N;NOM;INDF;MASC+FEM;SG	
mathias	mathias	mathias	mathias	PROPN;NOM	PROPN;NOM;MASC;SG
bristol	bristol	bristol	bristol	PROPN;NOM	PROPN;NOM;MASC;SG
nedanför	poniżej	nedanför	poniżej	ADV	
reticulata	reticulata	reticulat	reticulat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
vagnar	wagonów	vagna	wagon	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
svante	svante	svante	svanty	PROPN;NOM	
produkt	produkt	produkt	produkt	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
produkt	produktu	produkt	produkt	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
produkt	produkty	produkt	produkt	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
riktade	ukierunkowana	riktad	ukierunkować	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
riktade	ukierunkowane	riktad	ukierunkować	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
riktade	kierunkowy	riktad	kierunkowy	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
riktade	kierunkowych	riktad	kierunkowy	ADJ;NOM;PL;PST;V.PTCP	ADJ;GEN;MASC;PL
flyter	platformie	flyta	platforma	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
monroe	monroe	monroe	monro	PROPN;NOM	
macdonald	macdonald	macdonald	macdonald	N;NOM;INDF;MASC+FEM;SG	
sinensis	sinensis	sinensis	sinensis	N;NOM;INDF;MASC+FEM;SG	
clements	clements	clement	clements	PROPN;NOM	PROPN;NOM;MASC;SG
ansluter	podłączenie	ansluta	podłączyć	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
ansluter	łączące	ansluta	łączyć	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ansluter	łączenie	ansluta	łączenie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
besegra	porażki	besegra	porażka	V;IMP;FIN;ACT	N;ACC;FEM;PL
besegra	klęska	besegra	klęski	V;IMP;FIN;ACT	N;NOM;FEM;SG
besegra	przegrana	besegra	przegrać	V;IMP;FIN;ACT	N;NOM;FEM;SG
besegra	porażka	besegra	porażka	V;IMP;FIN;ACT	N;NOM;FEM;SG
reaktion	reakcji	reaktion	reakcja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
reaktion	reakcje	reaktion	reakcja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hellre	raczej	gärna	raczej	ADV;CMPR	PART
morrison	morrison	morrison	morrison	PROPN;NOM	
sällsynta	rzadka	sällsynta	rzadka	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sällsynta	rzadkość	sällsynta	rzadkość	ADJ;NOM;PL	N;NOM;FEM;SG
sällsynta	rzadkie	sällsynta	rzadki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
sällsynta	rzadki	sällsynta	rzadka	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sällsynta	rzadko	sällsynta	rzadko	ADJ;NOM;PL	ADV
tabell	tabeli	tabell	tabel	N;NOM;INDF;MASC+FEM;SG	
tabell	tabela	tabell	tabel	N;NOM;INDF;MASC+FEM;SG	
utbyte	wymiany	utbyte	wymiana	N;NOM;INDF;NEUT;SG	
fleming	fleming	fleming	fleming	PROPN;NOM	PROPN;NOM;MASC;SG
stationer	stacji	station	stacja	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
malin	malin	malin	malina	PROPN;NOM	
arkitekter	architektów	arkitekt	architekt	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
java	java	jav	java	N;NOM;INDF;MASC+FEM;SG	
mördad	zabici	mörda	zabity	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
mördad	zabił	mörda	zabić	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
ovanliga	niezwykła	ovanlig	niezwykły	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ovanliga	niespotykane	ovanlig	spotykać	ADJ;NOM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ovanliga	nietypowe	ovanlig	nietypowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ovanliga	niezwykłe	ovanlig	niezwykłe	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
trädgården	ogrodu	trädgård	ogród	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
trädgården	ogrodzie	trädgård	ogród	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
stycke	akapitu	stycke	akapit	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
stycke	kawałek	stycke	kawałek	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
stycke	kawałku	stycke	kawałek	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
bass	bass	bass	bass	N	
bass	bas	bass	bas	N	
grönt	zieleń	grön	zieleń	ADJ;NOM;INDF;NEUT;SG	
grönt	zielony	grön	zielony	ADJ;NOM;INDF;NEUT;SG	
grönt	zielono	grön	zielono	ADJ;NOM;INDF;NEUT;SG	
grönt	zielona	grön	zielony	ADJ;NOM;INDF;NEUT;SG	
grönt	zielone	grön	zielony	ADJ;NOM;INDF;NEUT;SG	
nyköping	nyköping	nyköping	nyköping	PROPN;NOM	
holländska	dutch	holländsk	dutch	ADJ;NOM;PL	PROPN;NOM;MASC;SG
holländska	holenderskie	holländsk	holenderski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
holländska	holenderski	holländsk	holenderski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
präster	księży	präst	ksiądz	N;NOM;INDF;MASC+FEM;PL	
präster	kler	präst	kler	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
smal	chude	smal	chudy	ADJ;NOM;INDF;MASC+FEM;SG	
smal	slim	smal	slem	ADJ;NOM;INDF;MASC+FEM;SG	
columbus	columbus	columbus	columbus	PROPN;NOM	N;NOM;MASC;SG
matsumura	matsumura	matsumura	matsumura	N;NOM;INDF;MASC+FEM;SG	
juris	juris	juris	juris	N;NOM;INDF;MASC+FEM;SG	
brandt	brandt	brand	brandt	PROPN;NOM	PROPN;NOM;MASC;SG
caesar	caesar	caes	caesar	PROPN;NOM	N;NOM;MASC;SG
caesar	cezara	caes	cezar	PROPN;NOM	
caesar	cezar	caes	cezar	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
pommern	pomorza	pommer	pomorze	PROPN;NOM	
barbro	barbro	barbro	barbro	PROPN;NOM	
hjärnan	rozum	hjärna	rozum	N;NOM;DEF;MASC+FEM;SG	V;IPFV;IND;PRS;FIN;ACT
hjärnan	mózgu	hjärna	mózg	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
grupperna	grup	grupp	grupa	N;NOM;DEF;MASC+FEM;PL	
grupperna	grupy	grupp	grupa	N;NOM;DEF;MASC+FEM;PL	N;ACC;FEM;SG
grupperna	grupach	grupp	grupa	N;NOM;DEF;MASC+FEM;PL	N;GEN;MASC;PL
bränsle	paliwa	bränsle	paliwy	N;NOM;INDF;NEUT;SG	
bränsle	paliw	bränsle	paliw	N;NOM;INDF;NEUT;SG	
bränsle	paliwa	bränsle	paliwy	N;NOM;INDF;NEUT;SG	
sänder	wysyłanie	sända	wysyłać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sänder	wysłanie	sända	wysłać	V;IND;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sänder	nadawanie	sända	nadawać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sänder	nadawanie	sända	nadawać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sänder	nadawania	sända	nadawać	V;IND;PRS;FIN;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
sålt	sprzedane	sålt	sprzedać	V;V.CVB;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sålt	sprzedany	sålt	sprzedać	V;V.CVB;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sålt	sprzedana	sålt	sprzedać	V;V.CVB;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kris	kryzysu	kris	kryzys	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kris	kris	kris	kris	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
kritisk	krytycznych	kritisk	krytyczny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
trøndelag	trøndelag	trøndelag	trøndelag	PROPN;NOM	
jerevan	erywań	jerevan	erywanie	PROPN;NOM	N;NOM;NEUT;SG
mata	mata	mata	mata	V;IMP;FIN;ACT	
existens	istnienia	exist	istnieć	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
emilio	emilio	emilio	emilio	PROPN;NOM	PROPN;NOM;MASC;SG
low	niska	low	niska	N;NOM;INDF;MASC+FEM;SG	
low	niskie	low	niski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
low	niski	low	niski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
low	low	low	low	N;NOM;INDF;MASC+FEM;SG	
low	nisko	low	nisko	N;NOM;INDF;MASC+FEM;SG	ADV
cordillera	cordillera	cordillera	cordiller	V;IMP;FIN;ACT	N;NOM;MASC;SG
presenteras	przedstawiona	presentera	przedstawić	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
presenteras	przedstawiony	presentera	przedstawić	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
presenteras	prezentowane	presentera	prezentować	V;IND;PRS;FIN;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
presenteras	przedstawione	presentera	przedstawić	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
presenteras	przedstawiono	presentera	przedstawić	V;IND;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
schumann	schumann	schumann	schumanny	PROPN;NOM	PROPN;NOM;MASC;SG
stund	chwili	stund	chwila	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
namibia	mołdawia	namibi	mołdawiać	PROPN;NOM	N;NOM;FEM;SG
namibia	namibii	namibi	namibia	PROPN;NOM	
chefen	szefie	chef	szefa	N;NOM;DEF;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
fara	niebezpieczeństwie	fara	niebezpieczeństwo	N;NOM;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
ríos	ríos	ríos	ríos	PROPN;NOM	PROPN;NOM;MASC;SG
