من	ποιος	مِن	ποιος	ADP	DET;NOM;DEF;MASC;SG
دمشق	δαμασκό	دِمَشق	δαμασκός	N;NOM;INDF;SG	PROPN;ACC;FEM;SG
بغداد	βαγδάτη	بَغدَاد	βαγδάτης	N;NOM;INDF;SG	PROPN;NOM;FEM;SG
المدن	πόλεων	مَدِينَة	πόλη	N;NOM;DEF;PL	N;GEN;FEM;PL
كثير	πολλά	كَثِير	πολύς	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;PL
كثير	πολλοι	كَثِير	πολύς	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
كثير	πολλοί	كَثِير	πολύς	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
كثير	πολλές	كَثِير	πολύς	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
كثير	πολλα	كَثِير	πολύς	ADJ;NOM;INDF;MASC;SG	ADV
قوات	στράτευμα	قُوَّة	στράτευμα	N;NOM;INDF;PL	N;NOM;NEUT;SG
باستخدام	χρησιμοποιώντας	باستخدام	χρησιμοποιώ	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
الولاية	πολιτεία	وِلَايَة	πολιτεία	N;NOM;DEF;SG	N;ACC;FEM;SG
الولاية	state	وِلَايَة	state	N;NOM;DEF;SG	
الولاية	εντολή	وِلَايَة	εντολή	N;NOM;DEF;SG	N;ACC;FEM;SG
رمز	κωδικός	رَمز	κωδικός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
محمود	μαχμούντ	محمود	μαχμούντ		PROPN;NOM;MASC;SG
نبات	φυτό	نَبَأ	φυτό	N;NOM;INDF;PL	N;NOM;NEUT;SG
نبات	εργοστάσιο	نَبَأ	εργοστάσιο	N;NOM;INDF;PL	N;NOM;NEUT;SG
البريطانية	βρετανοί	برِيطَانِيّ	βρετανός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;PL
البريطانية	βρετανικά	برِيطَانِيّ	βρετανικά	ADJ;NOM;DEF;FEM;SG	ADV
الصين	κίνα	صِين	κίνα	N;NOM;DEF;SG	PROPN;ACC;FEM;SG
الجنسية	εθνικότητα	جِنسِيَّة	εθνικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الجنسية	υπηκοότητα	جِنسِيَّة	υπηκοότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الجنسية	σεξουαλικά	جِنسِيَّة	σεξουαλικά	N;NOM;DEF;SG	ADV
الجنسية	σεξουαλική	جِنسِيَّة	σεξουαλικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الجنسية	σεξουαλικός	جِنسِيَّة	σεξουαλικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الجنسية	σεξουαλικό	جِنسِيَّة	σεξουαλικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الجنسية	υπηκοότητα	جِنسِيَّة	υπηκοότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الشمال	βορρά	شَمَال	βορράς	N;NOM;DEF;SG	N;ACC;MASC;SG
الشمال	βόρεια	شَمَال	βόρεια	N;NOM;DEF;SG	ADV
حي	γειτονιά	حَيّ	γειτονιά		N;NOM;FEM;SG
حي	ζωντανός	حَيّ	ζωντανός		ADJ;NOM;MASC;SG
حي	ζωντανό	حَيّ	ζωντανός		ADJ;NOM;NEUT;SG
حي	ζωντανοί	حَيّ	ζωντανός		ADJ;NOM;MASC;PL
حي	ζωντανή	حَيّ	ζωντανός		ADJ;NOM;FEM;SG
باريس	paris	بَارِيس	paris		
باريس	πάρις	بَارِيس	πάρις		PROPN;NOM;MASC;SG
باريس	παρίσι	بَارِيس	παρίσι		PROPN;NOM;NEUT;SG
موسم	εποχή	مَوسِم	εποχή	N;NOM;INDF;SG	N;ACC;FEM;SG
موسم	σεζον	مَوسِم	σεζον	N;NOM;INDF;SG	
موسم	σεζόν	مَوسِم	σεζόν	N;NOM;INDF;SG	N;ACC;FEM;SG
طلب	παράκληση	طَلَب	παράκληση	N;NOM;INDF;SG	N;ACC;FEM;SG
طلب	σειρά	طَلَب	σειρά	N;NOM;INDF;SG	N;ACC;FEM;SG
طلب	διαταγή	طَلَب	διαταγή	N;NOM;INDF;SG	N;ACC;FEM;SG
هم	τους	هُوَ	μου	PRO;NOM;MASC;PL;3	PRO;GEN;MASC;PL;3
هم	αυτοί	هُوَ	αυτός	PRO;NOM;MASC;PL;3	PRO;NOM;MASC;PL;3
يلعب	παιζει	لَعِب	παίζω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
يلعب	παίξιμο	لَعِب	παίξιμο	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
يلعب	παίζω	لَعِب	παίζω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
بلديات	δήμους	بَلَدِيَّة	δήμος	N;NOM;INDF;PL	N;ACC;MASC;PL
قانون	νόμο	قَانُون	νόμος	N;NOM;INDF;SG	N;ACC;MASC;SG
كلمة	λέξη	كَلِمَة	λέξη	N;NOM;INDF;SG	N;ACC;FEM;SG
سباق	αγώνα	سِبَاق	αγώνας	N;NOM;INDF;SG	N;ACC;MASC;SG
سباق	race	سِبَاق	race	N;NOM;INDF;SG	
سباق	αγωνιστικά	سِبَاق	αγωνιστικά	N;NOM;INDF;SG	ADV
حكومة	κυβερνηση	حُكُومَة	κυβερνηση	N;NOM;INDF;SG	N;ACC;FEM;SG
لندن	λονδίνο	لَندَن	λονδίνο		PROPN;NOM;NEUT;SG
لندن	london	لَندَن	london		
سجل	ρεκόρ	سَجَّل	ρεκόρ	V;PFV;MASC;SG;3;ACT	
سجل	μητρώο	سَجَّل	μητρώο	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
سجل	κούτσουρο	سَجَّل	κούτσουρος	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
الشعب	τμήματα	شَعب	τμήμα	N;NOM;DEF;SG	N;NOM;NEUT;PL
الشعب	μεραρχίες	شَعب	μεραρχία	N;NOM;DEF;SG	N;NOM;FEM;PL
الشعب	διαιρέσεις	شَعب	διαίρεση	N;NOM;DEF;SG	N;NOM;FEM;PL
الخليج	μπέι	خَلِيج	μπέι	N;NOM;DEF;SG	
الخليج	bay	خَلِيج	bay	N;NOM;DEF;SG	
البحرية	ναυτικό	بَحرِيَّة	ναυτικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
نشر	απόσπαση	نَشر	απόσπαση	N;NOM;INDF;SG	N;ACC;FEM;SG
نشر	δημοσιεύει	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
نشر	δημοσιεύθηκε	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
نشر	δημοσιευθεί	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;NFIN;PASS
نشر	δημοσιεύτηκε	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
نشر	δημοσιεύεται	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
نشر	εκδίδεται	نَشر	εκδίδω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
نشر	δημοσιεύτηκε	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
نشر	καταχωρήθηκε	نَشر	καταχωρώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
نشر	δημοσιεύθηκε	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
نشر	δημοσίευσε	نَشر	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
خارج	έξω	خَارِجَ	έξω	ADP;ACC	ADV
خارج	εξω	خَارِجَ	εξω	ADP;ACC	ADV
خارج	έξω	خَارِجَ	έξω	ADP;ACC	ADV
خارج	out	خَارِجَ	out	ADP;ACC	
خارج	εξω	خَارِجَ	εξω	ADP;ACC	ADV
ذو	δο	ذُو	δο		
ثورة	επανάσταση	ثَورَة	επανάσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
ممثلات	ηθοποιοί	مُمَثِّل	ηθοποιός	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
ممثلات	ηθοποιούς	مُمَثِّل	ηθοποιός	ADJ;NOM;INDF;FEM;PL	N;ACC;MASC;PL
سعيد	ευτυχής	سعيد	ευτυχής		ADJ;NOM;MASC;SG
سعيد	ευτυχισμένη	سعيد	ευτυχίζω		V;PFV;NOM;FEM;SG;V.PTCP;PASS
سعيد	χαρούμενος	سعيد	χαρούμενος		ADJ;NOM;MASC;SG
سعيد	χαρούμενη	سعيد	χαρούμενος		ADJ;NOM;FEM;SG
سعيد	ευτυχισμένος	سعيد	ευτυχισμένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
حقوق	δικαιωμάτων	حَقّ	δικαίωμα	N;NOM;INDF;PL	N;GEN;NEUT;PL
ذكر	αρσενικό	ذَكَر	αρσενικός	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG
ذكر	άνδρας	ذَكَر	άντρας	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
ذكر	αρσενικά	ذَكَر	αρσενικά	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;PL
ذكر	άρρεν	ذَكَر	άρρεν	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
الاجتماعية	κοινωνικά	اِجتِمَاعِيّ	κοινωνικά	ADJ;NOM;DEF;FEM;SG	ADV
الاجتماعية	κοινωνικές	اِجتِمَاعِيّ	κοινωνικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الجنوب	νότιο	جَنُوب	νότιος	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الجنوب	νότια	جَنُوب	νότιος	N;NOM;DEF;SG	ADV
جزر	νήσοι	جَزِيرَة	νήσος	N;NOM;INDF;PL	
جزر	καρότο	جَزِيرَة	καρότος	N;NOM;INDF;PL	N;NOM;NEUT;SG
يعرف	ξέρει	عَرَف	ξέρω	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
بلاد	χωρα	بَلَد	χωρα	N;NOM;INDF;PL	N;ACC;FEM;SG
بلاد	χώρα	بَلَد	χώρα	N;NOM;INDF;PL	N;NOM;FEM;SG
سعود	σαούντ	سعود	σαούντ		PROPN;NOM;MASC;SG
تتبع	εντοπισμός	تَبِع	εντοπισμός	V;MASC;IMP;SG;FIN	N;NOM;MASC;SG
تتبع	εντοπισμού	تَبِع	εντοπισμός	V;MASC;IMP;SG;FIN	N;GEN;MASC;SG
تتبع	ίχνη	تَبِع	ίχνος	V;MASC;IMP;SG;FIN	N;NOM;NEUT;PL
تتبع	ίχνος	تَبِع	ίχνος	V;MASC;IMP;SG;FIN	N;NOM;NEUT;SG
قوة	αντοχή	قُوَّة	αντοχή	N;NOM;INDF;SG	N;ACC;FEM;SG
قوة	δυναμη	قُوَّة	δυναμη	N;NOM;INDF;SG	N;ACC;FEM;SG
قوة	δύναμη	قُوَّة	δύναμη	N;NOM;INDF;SG	N;ACC;FEM;SG
قوة	force	قُوَّة	force	N;NOM;INDF;SG	
قوة	δύναμη	قُوَّة	δύναμη	N;NOM;INDF;SG	N;ACC;FEM;SG
قوة	power	قُوَّة	power	N;NOM;INDF;SG	
قوة	δύναμη	قُوَّة	δύναμη	N;NOM;INDF;SG	N;ACC;FEM;SG
الشخصية	χαρακτήρας	شَخصِيّ	χαρακτήρας	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG
الشخصية	χαρακτήρα	شَخصِيّ	χαρακτήρας	ADJ;NOM;DEF;FEM;SG	N;ACC;MASC;SG
الشخصية	προσωπικότητα	شَخصِيّ	προσωπικότητα	ADJ;NOM;DEF;FEM;SG	N;ACC;FEM;SG
مباراة	game	مُبَارَاة	game	N;NOM;INDF;SG	
مباراة	παιχνιδι	مُبَارَاة	παιχνιδι	N;NOM;INDF;SG	
مباراة	ματς	مُبَارَاة	ματός	N;NOM;INDF;SG	
مباراة	αγώνα	مُبَارَاة	αγώνας	N;NOM;INDF;SG	N;ACC;MASC;SG
الداخلية	εσωτερικό	دَاخِلِيّ	εσωτερικό	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
الداخلية	εσωτερικών	دَاخِلِيّ	εσωτερικός	ADJ;NOM;DEF;FEM;SG	N;GEN;FEM;PL
الداخلية	εσωτερικές	دَاخِلِيّ	εσωτερικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الداخلية	εσωτερικό	دَاخِلِيّ	εσωτερικό	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
الداخلية	εσωτερικά	دَاخِلِيّ	εσωτερικά	ADJ;NOM;DEF;FEM;SG	ADV
الداخلية	εσωτερικό	دَاخِلِيّ	εσωτερικό	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
لعب	παιχνίδι	لَعِب	παιχνίδι	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
لعب	play	لَعِب	play	V;PFV;MASC;SG;3;ACT	
لعب	παίξε	لَعِب	παίζω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;PL;2;PST;FIN;ACT
لعب	παίξουμε	لَعِب	παίζω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;PL;1;FIN;ACT
جدا	πολυ	جِدّ	πολυ	N;ACC;INDF;SG	ADV
جدا	πολύ	جِدّ	πολύ	N;ACC;INDF;SG	ADV
مختلف	διαφορετικά	مُختَلِف	διαφορετικά	ADJ;NOM;INDF;MASC;SG	ADV
مختلف	διαφορετικοί	مُختَلِف	διαφορετικός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
فاز	κέρδισα	فَاز	κέρδισα	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
فاز	γουόν	فَاز	γουόν	V;PFV;MASC;SG;3;ACT	
البحث	αναζητήστε	بَحث	αναζητώ	N;NOM;DEF;SG	V;PFV;IND;PL;2;PRS;FIN;ACT
البحث	έρευνες	بَحث	έρευνα	N;NOM;DEF;SG	N;NOM;FEM;PL
صالح	σαλίχ	صالح	σαλίχ		PROPN;NOM;MASC;SG
صالح	ισχύει	صالح	ισχύω		V;IPFV;IND;SG;3;PRS;FIN;ACT
صالح	έγκυρο	صالح	έγκυρος		ADJ;NOM;NEUT;SG
صالح	έγκυρη	صالح	έγκυρος		ADJ;NOM;FEM;SG
صالح	ταιριάζει	صالح	ταιριάζω		V;IPFV;IND;SG;1;PRS;FIN;ACT
الوسطى	κεντρικό	أَوسَط	κεντρικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الوسطى	κεντρική	أَوسَط	κεντρικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الوسطى	κεντρικός	أَوسَط	κεντρικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الوسطى	central	أَوسَط	central	N;NOM;DEF;SG	
نظرية	θεωρεία	نَظَرِيَّة	θεωρείο	N;NOM;INDF;SG	N;NOM;FEM;PL
كاليفورنيا	καλιφόρνια	كَالِيفُورنِيَا	καλιφόρνια		PROPN;NOM;FEM;SG
كاليفورنيا	california	كَالِيفُورنِيَا	california		
قاعدة	βάση	قَاعِدَة	βάση	N;NOM;INDF;SG	N;ACC;FEM;SG
البحرين	μπαχρέιν	اَلبَحرَين	μπαχρέιν	N;GEN;DEF;SG	
المسيحية	κριστιάν	مَسِيحِيَّة	κριστιάν	N;NOM;DEF;SG	
المسيحية	christian	مَسِيحِيَّة	christian	N;NOM;DEF;SG	
المسيحية	χριστιανοί	مَسِيحِيَّة	χριστιανός	N;NOM;DEF;SG	N;NOM;MASC;PL
المسيحية	κρίστιαν	مَسِيحِيَّة	κρίστιαν	N;NOM;DEF;SG	
المسيحية	χριστιανισμού	مَسِيحِيَّة	χριστιανισμός	N;NOM;DEF;SG	N;GEN;MASC;SG
طريقة	way	طَرِيقَة	way	N;NOM;INDF;SG	
عربية	αραβικά	عَرَبِيّ	αραβικά	ADJ;NOM;INDF;FEM;SG	
الدفاع	υπεράσπιση	دِفَاع	υπεράσπιση	N;NOM;DEF;SG	N;ACC;FEM;SG
الدفاع	άμυνας	دِفَاع	άμυνα	N;NOM;DEF;SG	N;GEN;FEM;SG
الدفاع	υπεράσπιση	دِفَاع	υπεράσπιση	N;NOM;DEF;SG	N;ACC;FEM;SG
لو	λου	لَو	λου	CONJ	
لو	lou	لَو	lou	CONJ	
الجمعية	σύνδεσης	جَمعِيَّة	σύνδεση	N;NOM;DEF;SG	N;GEN;FEM;SG
الجمعية	association	جَمعِيَّة	association	N;NOM;DEF;SG	
التالية	επόμενος	تَالِي	επόμενος		ADJ;NOM;MASC;SG
التالية	επόμενη	تَالِي	επόμενος		ADJ;ACC;FEM;SG
التالية	επόμενο	تَالِي	επόμενος		ADJ;NOM;NEUT;SG
الثالثة	τρίτον	ثَالِث	τρίτος	ADJ;NOM;DEF;FEM;SG	NUM;NOM;NEUT;SG
الثالثة	τρίτο	ثَالِث	τρίτος	ADJ;NOM;DEF;FEM;SG	NUM;NOM;NEUT;SG
الثالثة	τρίτη	ثَالِث	τρίτος	ADJ;NOM;DEF;FEM;SG	NUM;NOM;FEM;SG
الثالثة	τρίτος	ثَالِث	τρίτος	ADJ;NOM;DEF;FEM;SG	NUM;NOM;MASC;SG
طيور	πουλιά	طَير	πουλί		N;NOM;NEUT;PL
طيور	πτηνά	طَير	πτηνώ		N;NOM;NEUT;PL
لما	γιατι	لَمَّا	γιατι		ADV
لما	γιατί	لَمَّا	γιατί		CONJ
سان	san	سَان	san		
وليس	όχι	وليس	όχι		PART
وليس	οχι	وليس	οχι		ADV
نصف	μισά	نِصف	μισό	N;NOM;INDF;SG	ADV
نصف	μισή	نِصف	μισός	N;NOM;INDF;SG	N;ACC;FEM;SG
العملية	επιχειρηση	عَمَلِيَّة	επιχειρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
العملية	εγχείρηση	عَمَلِيَّة	εγχείρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
العملية	λειτουργία	عَمَلِيَّة	λειτουργία	N;NOM;DEF;SG	N;ACC;FEM;SG
العملية	επιχείρηση	عَمَلِيَّة	επιχείρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
صاحب	ιδιοκτήτη	صَاحِب	ιδιοκτήτης	N;NOM;INDF;SG	N;ACC;MASC;SG
عائلة	οικογενεια	عَائِلَة	οικογενεια	N;NOM;INDF;SG	N;ACC;FEM;SG
المستخدم	χρήστη	مُستَخدَم	χρήστης	N;NOM;DEF;SG	N;ACC;NEUT;SG
الشكل	φόρμα	شَكل	φόρμα	N;NOM;DEF;SG	N;ACC;FEM;SG
برامج	λογισμικό	بَرنَامَج	λογισμικός	N;NOM;INDF;PL	N;NOM;NEUT;SG
ارتفاع	ανεβαίνει	اِرتِفَاع	ανεβαίνω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الخامس	πέμπτη	خَامِس	πέμπτη	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;SG
الخامس	πέμπτο	خَامِس	πέμπτος	ADJ;NOM;DEF;MASC;SG	NUM;NOM;NEUT;SG
الطائرة	αεροσκαφών	طَائِرَة	αεροσκαφή	N;NOM;DEF;SG	N;GEN;NEUT;PL
الطائرة	αεροσκάφη	طَائِرَة	αεροσκάφος	N;NOM;DEF;SG	N;NOM;NEUT;PL
العلماء	επιστήμων	عَالِم	επίστημα	N;NOM;DEF;PL	N;NOM;MASC;SG
العلماء	επιστήμονας	عَالِم	επιστήμονας	N;NOM;DEF;PL	N;NOM;MASC;SG
العلماء	επιστήμονα	عَالِم	επιστήμονας	N;NOM;DEF;PL	N;ACC;MASC;SG
مرحلة	φάση	مَرحَلَة	φάση	N;NOM;INDF;SG	N;ACC;FEM;SG
تركيا	γαλοπούλα	تُركِيَا	γαλοπούλα		N;NOM;FEM;SG
تركيا	τουρκία	تُركِيَا	τουρκία		PROPN;ACC;FEM;SG
شيء	κάτι	شَيء	κάτι	N;NOM;INDF;SG	PRO;NOM;NEUT;SG;3
شيء	κατι	شَيء	κατι	N;NOM;INDF;SG	ADV
النشاط	δραστηριότητα	نَشَاط	δραστηριότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
النشاط	δραστικότητα	نَشَاط	δραστικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
دائرة	κύκλο	دَائِرَة	κύκλος	N;NOM;INDF;SG	N;ACC;MASC;SG
حد	όρια	حَدّ	όριο	N;NOM;INDF;SG	N;NOM;NEUT;PL
مؤسسة	θεμέλια	مُؤَسَّسَة	θεμέλιο	N;NOM;INDF;SG	N;NOM;NEUT;PL
التاسع	ένατη	تَاسِع	ένατος	ADJ;NOM;DEF;MASC;SG	NUM;NOM;FEM;SG
التاسع	ένατο	تَاسِع	ένατος	ADJ;NOM;DEF;MASC;SG	NUM;ACC;NEUT;SG
نباتي	χορτοφάγος	نباتي	χορτοφάγος	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
نباتي	χορτοφάγος	نباتي	χορτοφάγος	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
نباتي	vegan	نباتي	vegan	ADJ;NOM;INDF;MASC;SG	
الفردي	singles	فَردِيّ	singles	ADJ;NOM;DEF;MASC;SG	
الفردي	μονά	فَردِيّ	μονά	ADJ;NOM;DEF;MASC;SG	
البعض	μερικές	بَعض	μερικοί	N;NOM;DEF;SG	PRO;NOM;FEM;PL;3
البعض	κάποια	بَعض	κάποιος	N;NOM;DEF;SG	PRO;NOM;NEUT;PL;3
البعض	κάποιοι	بَعض	κάποιος	N;NOM;DEF;SG	PRO;NOM;MASC;PL;3
البعض	μερικοί	بَعض	μερικοί	N;NOM;DEF;SG	PRO;NOM;MASC;PL;3
البعض	μερικά	بَعض	μερικοί	N;NOM;DEF;SG	PRO;NOM;NEUT;PL;3
الحديثة	μοντέρνο	حَدِيث	μοντέρνο	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
الحديثة	μοντέρνα	حَدِيث	μοντέρνα	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;PL
الحديثة	μοντέρνος	حَدِيث	μοντέρνος	ADJ;NOM;DEF;FEM;SG	PROPN;NOM;MASC;SG
الملكية	ιδιοκτησία	مِلكِيَّة	ιδιοκτησία	N;NOM;DEF;SG	N;ACC;FEM;SG
الملكية	ιδιότητα	مِلكِيَّة	ιδιότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الملكية	ακίνητα	مِلكِيَّة	ακίνητος	N;NOM;DEF;SG	N;NOM;NEUT;PL
الملكية	κυριότητα	مِلكِيَّة	κυριότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الملكية	ιδιοκτησία	مِلكِيَّة	ιδιοκτησία	N;NOM;DEF;SG	N;ACC;FEM;SG
الملكية	ιδιοκτησίας	مِلكِيَّة	ιδιοκτησία	N;NOM;DEF;SG	N;GEN;FEM;SG
لي	λι	لِي	λι		
لي	λη	لِي	λος		
لي	ορυχείο	لِي	ορυχείο		N;NOM;NEUT;SG
طائرة	αεροσκαφών	طَائِرَة	αεροσκαφή	N;NOM;INDF;SG	N;GEN;NEUT;PL
طائرة	αεροσκάφη	طَائِرَة	αεροσκάφος	N;NOM;INDF;SG	N;NOM;NEUT;PL
مسلسلات	σειρά	مُسلِسِلّ	σειρά	N;NOM;INDF;PL	N;ACC;FEM;SG
مسلسلات	σειρα	مُسلِسِلّ	σειρα	N;NOM;INDF;PL	N;NOM;FEM;SG
الموسم	εποχή	مَوسِم	εποχή	N;NOM;DEF;SG	N;ACC;FEM;SG
الموسم	σεζον	مَوسِم	σεζον	N;NOM;DEF;SG	
الموسم	σεζόν	مَوسِم	σεζόν	N;NOM;DEF;SG	N;ACC;FEM;SG
الدور	ρόλο	دَور	ρόλος	N;NOM;DEF;SG	N;ACC;MASC;SG
عسكرية	στρατός	عَسكَرِيّ	στρατός	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
عسكرية	στρατιωτικοί	عَسكَرِيّ	στρατιωτικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
عسكرية	στρατιωτικά	عَسكَرِيّ	στρατιωτικά	ADJ;NOM;INDF;FEM;SG	ADV
البلدية	δημοτική	بَلَدِيَّة	δημοτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
يظهر	παραστάσεις	ظَهَر	παράσταση	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;PL
الحالة	κατάσταση	حَالَة	κατάσταση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	status	حَالَة	status	N;NOM;DEF;SG	
الحالة	καθεστώς	حَالَة	καθεστώς	N;NOM;DEF;SG	N;ACC;NEUT;SG
الحالة	κατασταση	حَالَة	κατασταση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	κατάσταση	حَالَة	κατάσταση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	κατασταση	حَالَة	κατασταση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	πολιτεία	حَالَة	πολιτεία	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	state	حَالَة	state	N;NOM;DEF;SG	
الحالة	κατάσταση	حَالَة	κατάσταση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحالة	περίπτωση	حَالَة	περίπτωση	N;NOM;DEF;SG	N;ACC;FEM;SG
توضيح	διευκρίνιση	تَوضِيح	διευκρίνιση	N;NOM;INDF;SG	N;ACC;FEM;SG
جمعية	σύνδεσης	جَمعِيَّة	σύνδεση	N;NOM;INDF;SG	N;GEN;FEM;SG
جمعية	association	جَمعِيَّة	association	N;NOM;INDF;SG	
الوزراء	υπουργών	وَزِير	υπουργός	N;NOM;DEF;PL	N;GEN;MASC;PL
الوزراء	υπουργούς	وَزِير	υπουργός	N;NOM;DEF;PL	N;ACC;MASC;PL
جاء	ήρθε	جَاء	έρχομαι	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
الصفحة	page	صَفحَة	page	N;NOM;DEF;SG	
الصفحة	σελιδα	صَفحَة	σελιδα	N;NOM;DEF;SG	N;ACC;FEM;SG
الثقافة	πολιτισμού	ثَقَافَة	πολιτισμός	N;NOM;DEF;SG	N;GEN;MASC;SG
سياسة	πολιτικη	سِيَاسَة	πολιτικη	N;NOM;INDF;SG	DET;NOM;DEF;FEM;SG
سياسة	πολιτικά	سِيَاسَة	πολιτικός	N;NOM;INDF;SG	ADV
القديم	παλαιά	قَدِيم	παλιός	ADJ;NOM;DEF;MASC;SG	ADV
القديم	παλιά	قَدِيم	παλιός	ADJ;NOM;DEF;MASC;SG	ADV
القديم	γέρος	قَدِيم	γέρος	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
العثمانية	οθωμανική	عُثمَانِيّ	οθωμανικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المحلية	τοπικά	مَحَلِّيّ	τοπικά	ADJ;NOM;DEF;FEM;SG	ADV
المحلية	τοπικές	مَحَلِّيّ	τοπικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الطب	ιατρική	طِبّ	ιατρικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
