izumil	erfindung	izumiti	erfindung	V;PFV;MASC;SG;V.PTCP	N;FEM;SG
andrews	andrews	andrews	andrews	PROPN;NOM;MASC;SG	PROPN
keith	keith	keith	keith	PROPN;NOM;MASC;SG	PROPN;NOM;SG
garcía	garcia	garcma	garcia	N;NOM;MASC;SG	PROPN;NOM;SG
garcía	garcía	garcma	garcía	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
src	herzens	srce	herzens	N;NOM;MASC;SG	N;NOM;NEUT;PL
src	herz	srce	herz	N;NOM;MASC;SG	
src	herzen	srce	herzen	N;NOM;MASC;SG	
src	hearts	srce	hearts	N;NOM;MASC;SG	PROPN
schneider	schneider	schneider	schneider	N;NOM;MASC;SG	PROPN
trdo	harten	trdo	hart	ADV	ADJ
trdo	schwer	trdo	schwer	ADV	ADJ
trdo	hard	trdo	hard	ADV	PROPN
trdo	hart	trdo	hart	ADV	ADJ
trdo	schwierig	trdo	schwierig	ADV	ADJ
čaj	tea	čaj	tea	N;NOM;MASC;SG	
čaj	tee	čaj	tee	N;NOM;MASC;SG	
spartak	spartacus	spartak	spartacus	N;NOM;MASC;SG	PROPN;NOM;SG
odpoved	beenden	odpoved	beenden	N;NOM;MASC;SG	V;NFIN
odpoved	aufgeben	odpoved	aufgeben	N;NOM;MASC;SG	ADJ
odpoved	aufhören	odpoved	aufhören	N;NOM;MASC;SG	V;NFIN
odpoved	feierabend	odpoved	feierabend	N;NOM;MASC;SG	ADJ
odpoved	kündigen	odpoved	kündig	N;NOM;MASC;SG	V;NFIN
odpoved	aufgeben	odpoved	aufgeben	N;NOM;MASC;SG	ADJ
odpoved	kündigung	odpoved	kündigung	N;NOM;MASC;SG	ADJ
odpoved	ausscheiden	odpoved	ausscheiden	N;NOM;MASC;SG	V;NFIN
odpoved	rücktritt	odpoved	rücktreten	N;NOM;MASC;SG	V;IND;SG;3;PST;FIN
vzorce	stichproben	vzorec	stichpreben	N;ACC;MASC;PL	V;NFIN
vzorce	muster	vzorec	muster	N;ACC;MASC;PL	ADJ
vzorce	proben	vzorec	proben	N;ACC;MASC;PL	V;NFIN
vzorce	beispiele	vzorec	beispiel	N;ACC;MASC;PL	N;NOM;PL
divji	wild	divji	wild	ADJ;NOM;DEF;MASC;SG	
divji	wildnis	divji	wildnis	ADJ;NOM;DEF;MASC;SG	
divji	wilden	divji	wild	ADJ;NOM;DEF;MASC;SG	
divji	wilde	divji	wilden	ADJ;NOM;DEF;MASC;SG	
divji	wildes	divji	wild	ADJ;NOM;DEF;MASC;SG	
beach	sandstrand	beach	sandstrand	N;NOM;MASC;SG	ADJ
beach	strand	beach	strand	N;NOM;MASC;SG	ADJ
upokojeni	ruhestand	upokojen	ruhestehen	ADJ;NOM;DEF;MASC;SG	
upokojeni	ausgemustert	upokojen	ausmustern	ADJ;NOM;DEF;MASC;SG	V;V.PTCP
upokojeni	zurückgezogen	upokojen	zurückziehen	ADJ;NOM;DEF;MASC;SG	V;V.PTCP
odgovorna	verantwortliche	odgovoren	verantwortlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
stanovanje	flat	stanovanje	flat	N;NOM;NEUT;SG	
stanovanje	flach	stanovanje	flach	N;NOM;NEUT;SG	ADJ
stanovanje	ferienwohnungen	stanovanje	ferienwohnung	N;NOM;NEUT;SG	V;NFIN
stanovanje	ferienwohnung	stanovanje	Ferienwohnung	N;NOM;NEUT;SG	ADJ
posode	gerichte	posoda	gericht	N;NOM;FEM;PL	
posode	geschirr	posoda	geschirr	N;NOM;FEM;PL	
posode	gefäße	posoda	gefäßen	N;NOM;FEM;PL	
posode	wasserfahrzeuge	posoda	wasserfahrzeuge	N;NOM;FEM;PL	ADJ;NOM;PL
posode	behältnisse	posoda	behältnis	N;NOM;FEM;PL	
posode	behälter	posoda	behälter	N;NOM;FEM;PL	ADJ
posode	container	posoda	container	N;NOM;FEM;PL	ADJ
posode	gefäße	posoda	gefäßen	N;NOM;FEM;PL	
razglasila	erklärend	razglasiti	erklärend	V;PFV;FEM;SG;V.PTCP	ADJ
razglasila	deklaration	razglasiti	deklaration	V;PFV;FEM;SG;V.PTCP	ADJ
piero	piero	piero	piero	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
načrti	planungen	načrt	planung	N;NOM;MASC;PL	V;NFIN
načrti	plänen	načrt	plänen	N;NOM;MASC;PL	V;NFIN
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
baz	grundlagen	baza	grundlagen	N;GEN;FEM;PL	V;NFIN
baz	stützpunkte	baza	stützpunkt	N;GEN;FEM;PL	ADJ;PL
baz	basen	baza	base	N;GEN;FEM;PL	
baz	baz	baza	baz	N;GEN;FEM;PL	PROPN;NOM;MASC;SG
murphy	murphy	murphy	murphy	N;NOM;MASC;SG	PROPN;NOM;SG
vesel	fröhliche	vesel	fröhlich	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
vesel	frohe	vesel	froh	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;SG
omembe	erwähnung	omemba	Erwähnung	N;NOM;FEM;PL	N;NOM;FEM;SG
omembe	erwähnen	omemba	erwähnen	N;NOM;FEM;PL	V;NFIN
omembe	erwähnte	omemba	erwähnen	N;NOM;FEM;PL	V;IND;SG;3;PST;FIN
omembe	erwähnung	omemba	Erwähnung	N;NOM;FEM;PL	N;NOM;FEM;SG
omembe	erwähnt	omemba	erwähnen	N;NOM;FEM;PL	V;V.PTCP
dostopen	zugängliche	dostopen	zugänglich	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
dostopen	zugänglichen	dostopen	zugänglich	ADJ;NOM;INDF;MASC;SG	V;NFIN
suhi	dry	suh	dry	ADJ;NOM;DEF;MASC;SG	
suhi	trocknen	suh	trocknen	ADJ;NOM;DEF;MASC;SG	V;NFIN
suhi	trockene	suh	trocken	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
suhi	dünne	suh	dünn	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
spredaj	front	spredaj	fronen	N;NOM;MASC;SG	PROPN
spredaj	vorderseite	spredaj	vorderseite	N;NOM;MASC;SG	
spredaj	vorne	spredaj	vorne	N;NOM;MASC;SG	ADV
spredaj	vorn	spredaj	vorn	N;NOM;MASC;SG	ADV
spredaj	vor	spredaj	vor	N;NOM;MASC;SG	ADP
sašo	grayson	sašo	grayson	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
luca	luca	luca	luca	N;NOM;MASC;SG	PROPN;NOM;SG
pisem	buchstaben	pisem	buchstaben	N;GEN;FEM;PL	V;NFIN
pisem	briefe	pisem	brufen	N;GEN;FEM;PL	
lepe	schönste	lep	schön	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
uspehov	erfolg	uspeh	erfolg	N;GEN;MASC;PL	ADJ
uspehov	erfolge	uspeh	erfolge	N;GEN;MASC;PL	N;NOM;FEM;PL
uspehov	erfolg	uspeh	erfolg	N;GEN;MASC;PL	ADJ
uspehov	erfolgs	uspeh	Erfolg	N;GEN;MASC;PL	
uspehov	erfolgreich	uspeh	erfolgreich	N;GEN;MASC;PL	ADJ
uspehov	erfolgsgeschichte	uspeh	erfolgsgeschichte	N;GEN;MASC;PL	ADJ;NOM;FEM;PL
uspehov	erfolge	uspeh	erfolge	N;GEN;MASC;PL	N;NOM;FEM;PL
smiles	lächelt	smiles	lächeln	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
smiles	lächeln	smiles	lächeln	N;NOM;MASC;SG	V;NFIN
razdeli	split	razdeti	split	V;PFV;IND;SG;3;PRS;FIN	PROPN
razdeli	kluft	razdeti	klufen	V;PFV;IND;SG;3;PRS;FIN	
razdeli	teilung	razdeti	teilung	V;PFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
razdeli	spaltung	razdeti	spaltung	V;PFV;IND;SG;3;PRS;FIN	N;FEM;SG
pozdrav	grüsse	pozdrav	grüß	N;NOM;MASC;SG	V;SG
pozdrav	gruß	pozdrav	gruß	N;NOM;MASC;SG	
pozdrav	grüße	pozdrav	grüß	N;NOM;MASC;SG	PROPN;NOM;SG
pozdrav	gruss	pozdrav	graß	N;NOM;MASC;SG	;SG
pozdrav	gruß	pozdrav	gruß	N;NOM;MASC;SG	
pozdrav	grüße	pozdrav	grüß	N;NOM;MASC;SG	PROPN;NOM;SG
pozdrav	gruß	pozdrav	gruß	N;NOM;MASC;SG	
pozdrav	gruss	pozdrav	graß	N;NOM;MASC;SG	;SG
suverenosti	souveränität	suverenost	souveränität	N;GEN;FEM;SG	ADJ
isaac	isaak	isaac	isaak	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
isaac	isaac	isaac	isaac	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
isaac	ishaq	isaac	ishaq	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
siva	gray	siv	gray	ADJ;NOM;FEM;SG	PROPN;SG
siva	grauen	siv	grau	ADJ;NOM;FEM;SG	
siva	graue	siv	grau	ADJ;NOM;FEM;SG	ADJ;NOM;PL
siva	grauen	siv	grau	ADJ;NOM;FEM;SG	
siva	graue	siv	grau	ADJ;NOM;FEM;SG	ADJ;NOM;PL
siva	grey	siv	grey	ADJ;NOM;FEM;SG	PROPN;NOM;SG
izdelava	produktion	izdelava	produktion	N;NOM;FEM;SG	
trenutek	moment	trenutek	moment	N;NOM;MASC;SG	ADJ
trenutek	augenblick	trenutek	augenblick	N;NOM;MASC;SG	
oltarja	altar	oltar	altar	N;NOM;MASC;SG	ADV
obrobju	randlage	obrobje	randlage	N;DAT;NEUT;SG	ADJ
obrobju	peripherie	obrobje	peripherie	N;DAT;NEUT;SG	ADJ
obrobju	randgebiete	obrobje	randgebiet	N;DAT;NEUT;SG	ADJ;NOM;PL
obrobju	stadtrand	obrobje	stadtrehen	N;DAT;NEUT;SG	ADJ
gaj	gaius	gaj	gaius	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
gaj	caius	gaj	caius	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
bank	bank	banka	bank	N;GEN;FEM;PL	
sinonim	synonyme	sinoni	synonym	V;PFV;IND;SG;1;PRS;FIN	ADJ
sinonim	synonym	sinoni	synonym	V;PFV;IND;SG;1;PRS;FIN	ADJ
sestri	sisters	sestra	sisters	N;NOM;FEM;DU	PROPN;NOM;SG
sestri	schwestern	sestra	schwestern	N;NOM;FEM;DU	N;NOM;PL
prid	bevorzugen	prid	bevorzugen	N;INAN;ACC;MASC;SG	V;NFIN
prid	gunst	prid	gunst	N;INAN;ACC;MASC;SG	
prid	begünstigen	prid	begünstigen	N;INAN;ACC;MASC;SG	V;NFIN
delce	partikeln	delce	partikeln	N;ACC;MASC;PL	ADJ
delce	partikel	delce	partikel	N;ACC;MASC;PL	ADJ
delce	teilchen	delce	teilch	N;ACC;MASC;PL	
kupola	kuppel	kupola	kuppel	N;NOM;FEM;SG	
kupola	dome	kupola	dom	N;NOM;FEM;SG	
kupola	dom	kupola	dom	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
sekunde	sekunde	sekunda	sekunde	N;NOM;FEM;PL	
sekunde	sekunden	sekunda	sekunden	N;NOM;FEM;PL	V;NFIN
rossi	rossi	rossi	rossi	N;NOM;MASC;SG	PROPN;NOM;SG
rona	ron	rona	ron	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
psihologijo	psychologe	psihologija	psycholog	N;ACC;FEM;SG	
psihologijo	psychologie	psihologija	psychologie	N;ACC;FEM;SG	N;NOM;FEM;SG
psihologijo	psychologen	psihologija	psycholog	N;ACC;FEM;SG	ADJ
charlie	charlie	charlet	charlie		PROPN;NOM;SG
obsežne	umfangreiches	obsežen	umfangreich	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
bron	bronze	bron	bronz	N;NOM;MASC;SG	
bron	bronzemedaille	bron	bronzemedaille	N;NOM;MASC;SG	ADJ
državljani	bürger	državljan	bürger	N;NOM;MASC;PL	
državljani	inländer	državljan	inländer	N;NOM;MASC;PL	
državljani	staatsangehörigen	državljan	staatsangehörig	N;NOM;MASC;PL	ADJ
državljani	staatsangehörige	državljan	staatsangehörige	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
walther	walther	walther	walth	PROPN;NOM;MASC;SG	PROPN
komandant	comandante	komandant	comandante	N;NOM;MASC;SG	
komandant	befehlshaber	komandant	befehlshaber	N;NOM;MASC;SG	
komandant	kommandant	komandant	kommandant	N;NOM;MASC;SG	ADJ
komandant	kommandanten	komandant	kommandant	N;NOM;MASC;SG	V;IND;PL;3;PST;FIN
weber	weber	weber	weber	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
leonardo	leonardo	leonardo	leonardo	N;NOM;MASC;SG	PROPN;NOM;SG
prepovedano	verbotene	prepovedan	verboten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL
prepovedano	untersagt	prepovedan	untersagen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
prepovedano	verbotenen	prepovedan	verboten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PL
prepovedano	verbotene	prepovedan	verboten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL
prepovedano	untersagt	prepovedan	untersagen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
prepovedano	verbot	prepovedan	verbieten	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
esejist	essayist	esejist	essayist	N;NOM;MASC;SG	ADJ
linux	linux	linux	linux	N;NOM;MASC;SG	
kritiko	kritikpunkte	kritika	kritikpunkt	N;ACC;FEM;SG	N;NOM;PL
kritiko	kritisiert	kritika	kritisieren	N;ACC;FEM;SG	V;V.PTCP
kritiko	kritiken	kritika	kritik	N;ACC;FEM;SG	ADJ;PL
kritiko	kritisieren	kritika	kritisieren	N;ACC;FEM;SG	V;NFIN
razlogi	gründe	razlog	gründen	N;NOM;MASC;PL	
razlogi	gründen	razlog	gründen	N;NOM;MASC;PL	V;NFIN
razlogi	grund	razlog	grund	N;NOM;MASC;PL	ADV
razlogi	vernunft	razlog	vernunft	N;NOM;MASC;PL	
razlogi	gründe	razlog	gründen	N;NOM;MASC;PL	
moderno	modernen	moderno	modern	ADV	ADJ
moderno	modern	moderno	modern	ADV	ADJ
moderno	moderner	moderno	modern	ADV	ADJ
moderno	moderne	moderno	modern	ADV	ADJ;NOM;FEM;SG
moderno	modernes	moderno	modern	ADV	ADJ;NOM;NEUT;SG
bolečino	schmerz	bolečina	schmerz	N;ACC;FEM;SG	PROPN
bolečino	schmerzen	bolečina	schmerz	N;ACC;FEM;SG	V;NFIN
voditelji	führungskräfte	voditelj	führungskräfte	N;NOM;MASC;PL	ADJ;NOM;PL
voditelji	führer	voditelj	führer	N;NOM;MASC;PL	
voditelji	anführer	voditelj	anführer	N;NOM;MASC;PL	ADJ
voditelji	führung	voditelj	führung	N;NOM;MASC;PL	N;NOM;FEM;SG
jedrski	kernkraft	jedrski	kernkraft	ADJ;NOM;MASC;SG	
jedrski	kernenergie	jedrski	kernenergie	ADJ;NOM;MASC;SG	PROPN;SG
jedrski	nukleare	jedrski	nuklear	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
jedrski	nuklearen	jedrski	nuklear	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
cruz	cruz	cruz	cruz	PROPN;NOM;MASC;SG	PROPN
vožnjo	ride	vožnja	ride	N;ACC;FEM;SG	PROPN;NOM;SG
vožnjo	reiten	vožnja	reiten	N;ACC;FEM;SG	V;NFIN
vožnjo	fahrt	vožnja	fahren	N;ACC;FEM;SG	V;SG;FIN
vožnjo	fahren	vožnja	fahren	N;ACC;FEM;SG	V;NFIN
vožnjo	autofahren	vožnja	autofahren	N;ACC;FEM;SG	V;NFIN
poln	voller	poln	voll	ADJ;NOM;INDF;MASC;SG	
poln	vollen	poln	voll	ADJ;NOM;INDF;MASC;SG	
poln	volle	poln	voll	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;PL
div	div	div	div	N;NOM;MASC;SG	
iranu	iran	iran	iran	N;DAT;MASC;SG	PROPN;NOM;MASC;SG
iranu	persien	iran	persein	N;DAT;MASC;SG	
drugačna	verschiedenen	drugačen	verschieden	ADJ;NOM;FEM;SG	ADJ;NOM;PL
drugačna	unterschiedliche	drugačen	unterschiedlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
drugačna	verschiedene	drugačen	verschieden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
oddaj	zeigt	oddaj	zeigen	N;GEN;FEM;PL	V;IND;SG;3;PRS;FIN
teologijo	theologische	teologija	theologisch	N;ACC;FEM;SG	ADJ;NOM;FEM;PL
teologijo	theologie	teologija	theologie	N;ACC;FEM;SG	PROPN
zmesi	gemische	zmes	gemisch	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
zmesi	mischungen	zmes	mischingen	N;NOM;FEM;PL	V;NFIN
razglašen	proklamiert	razglašen	proklamieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
razglašen	verkündet	razglašen	verkünden	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
razglašen	erklärte	razglašen	erklären	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
razglašen	verkündete	razglašen	verkünden	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
razglašen	ausgerufen	razglašen	ausrufen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
alma	alma	alma	alma	N;NOM;FEM;SG	PROPN;NOM;SG
slišal	hörten	slišati	hören	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
verjeli	glaubte	verjeti	glauben	V;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
odhod	aufbruch	odhod	aufbruch	N;NOM;MASC;SG	PROPN
odhod	abreise	odhod	abreise	N;NOM;MASC;SG	ADJ
odhod	abflug	odhod	abflagen	N;NOM;MASC;SG	
odhod	abfahrt	odhod	abfahren	N;NOM;MASC;SG	PROPN
odhod	verlässt	odhod	verlassen	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
odhod	verlassen	odhod	verlassen	N;NOM;MASC;SG	V;NFIN
odhod	weggehen	odhod	weggehen	N;NOM;MASC;SG	V;NFIN
koža	haut	koža	haut	N;NOM;FEM;SG	
koža	hautfarbe	koža	hautfarbe	N;NOM;FEM;SG	ADJ
koža	skin	koža	skin	N;NOM;FEM;SG	PROPN;NOM;SG
proizvajalci	erzeuger	proizvajalec	erzeuger	N;NOM;MASC;PL	ADJ
proizvajalci	hersteller	proizvajalec	hersteller	N;NOM;MASC;PL	ADJ
proizvajalci	produzenten	proizvajalec	produzent	N;NOM;MASC;PL	V;IND;PL;3;PST;FIN
proizvajalci	hersteller	proizvajalec	hersteller	N;NOM;MASC;PL	ADJ
proizvajalci	produzenten	proizvajalec	produzent	N;NOM;MASC;PL	V;IND;PL;3;PST;FIN
najmanjši	kleinste	majhen	klein	ADJ;NOM;DEF;RL;MASC;SG	ADJ;NOM;FEM;PL
najmanjši	kleinsten	majhen	klein	ADJ;NOM;DEF;RL;MASC;SG	ADJ;PL
odvisnost	abhängigkeit	odvisnost	abhängigkeit	N;NOM;FEM;SG	V;SG;FIN
odvisnost	abhängigkeiten	odvisnost	abhängigkeit	N;NOM;FEM;SG	V;NFIN
odvisnost	abhängigkeit	odvisnost	abhängigkeit	N;NOM;FEM;SG	V;SG;FIN
odvisnost	drogensucht	odvisnost	drogensuchen	N;NOM;FEM;SG	ADJ
odvisnost	sucht	odvisnost	suchen	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
odvisnost	abhängigkeit	odvisnost	abhängigkeit	N;NOM;FEM;SG	V;SG;FIN
dick	dick	dick	dick	N;NOM;MASC;SG	ADJ
theodore	theodore	theodor	theodore	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
theodore	theodor	theodor	theodor	N;NOM;MASC;SG	PROPN;NOM;SG
renesančni	renaissance	renesančen	renaissanc	ADJ;NOM;MASC;SG	PROPN;NOM;SG
royce	royce	royec	royce	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
jupiter	jupiter	jupiter	jupiter	N;NOM;MASC;SG	PROPN;NOM;SG
kotel	heizkessel	kotel	heizkessel	N;NOM;MASC;SG	ADJ
kotel	wasserkocher	kotel	wasserkoch	N;NOM;MASC;SG	ADJ
kotel	kessel	kotel	kessel	N;NOM;MASC;SG	
kotel	kessel	kotel	kessel	N;NOM;MASC;SG	
färjestads	färjestad	färjestads	färjestad	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
wade	wade	wada	wade	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
nemudoma	umgehend	nemudoma	umgehend	ADV	ADJ
nemudoma	unmittelbar	nemudoma	unmittelbar	ADV	ADJ
nemudoma	unverzüglich	nemudoma	unverzüglich	ADV	ADJ
krogla	sphäre	krogel	sphäre	N;NOM;FEM;SG	
krogla	kugel	krogel	kugeln	N;NOM;FEM;SG	
krogla	kugel	krogel	kugeln	N;NOM;FEM;SG	
krogla	geschoss	krogel	geschossen	N;NOM;FEM;SG	ADJ
prepričal	überzeugten	prepričati	überzeugt	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
prepričal	überzeugt	prepričati	überzeugt	V;PFV;MASC;SG;V.PTCP	ADJ
aero	aero	aera	aero	N;NOM;MASC;SG	PROPN;NOM;SG
klopi	zecken	klop	zecken	N;NOM;FEM;SG	
klopi	bänke	klop	bänken	N;NOM;FEM;SG	N;NOM;PL
klopi	bänken	klop	bänken	N;NOM;FEM;SG	V;NFIN
klopi	bänke	klop	bänken	N;NOM;FEM;SG	N;NOM;PL
klopi	bank	klop	bank	N;NOM;FEM;SG	
vredno	lohnt	vreden	lohnen	ADJ;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
vredno	lohnen	vreden	lohnen	ADJ;NOM;NEUT;SG	V;NFIN
vredno	worth	vreden	worth	ADJ;NOM;NEUT;SG	PROPN
konvencija	abkommen	konvencija	abkommen	N;NOM;FEM;SG	V;NFIN
konvencija	übereinkommen	konvencija	übereinkommen	N;NOM;FEM;SG	V;NFIN
konvencija	konvent	konvencija	konvent	N;NOM;FEM;SG	
konvencija	konvention	konvencija	konvention	N;NOM;FEM;SG	
mad	wütend	mada	wütend		ADJ
mad	mad	mada	mad		PROPN;NOM;SG
mad	verrückt	mada	verrücken		ADJ
šef	boss	šef	bießen	N;NOM;MASC;SG	PROPN;NOM;SG
šef	chefin	šef	chefin	N;NOM;MASC;SG	PROPN;SG
delitve	geschäftsbereiche	delitev	geschäftsbereich	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
delitve	sparten	delitev	spart	N;NOM;FEM;PL	V;IND;PL;3;PST;FIN
absolutno	absoluten	absolutno	absolut	ADV	ADJ
absolutno	absolutes	absolutno	absolut	ADV	ADJ;NOM;NEUT;SG
absolutno	absoluter	absolutno	absolut	ADV	ADJ
absolutno	absolute	absolutno	absolut	ADV	ADJ;NOM;SG
poraba	ausgaben	poraba	ausgeben	N;NOM;FEM;SG	V;FIN
poraba	verbrauch	poraba	verbrauchen	N;NOM;FEM;SG	ADJ
poraba	verbrauchs	poraba	verbrauchs	N;NOM;FEM;SG	
žleze	drüsen	žleza	drüsen	N;NOM;FEM;PL	
žleze	drüse	žleza	drüse	N;NOM;FEM;PL	
zadetkov	hits	zadetek	hits	N;GEN;MASC;PL	PROPN;NOM
zadetkov	aufrufe	zadetek	aufrufen	N;GEN;MASC;PL	
zadetkov	treffer	zadetek	treffer	N;GEN;MASC;PL	
zadetkov	zugriffe	zadetek	zugreifen	N;GEN;MASC;PL	
merila	auswahlkriterien	meriti	auswahlkriterien	N;NOM;NEUT;PL	ADJ
merila	kriterien	meriti	kriterien	N;NOM;NEUT;PL	ADJ
desetletju	jahrzehnt	desetletje	jahrzehnt	N;DAT;NEUT;SG	ADJ
jajca	eier	jajce	eier	N;NOM;NEUT;PL	
jajca	eiern	jajce	eiern	N;NOM;NEUT;PL	
jajca	kugeln	jajce	kugeln	N;NOM;NEUT;PL	V;NFIN
jajca	eier	jajce	eier	N;NOM;NEUT;PL	
jajca	bälle	jajce	bäll	N;NOM;NEUT;PL	ADJ
pretirano	übermäßige	pretirano	übermäßig	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL
nord	nord	nord	nord	PROPN;NOM;MASC;SG	ADJ
zemljišča	grundstück	zemljišče	grundstücken	N;NOM;NEUT;PL	
zemljišča	land	zemljišče	land	N;NOM;NEUT;PL	
zemljišča	grundstücke	zemljišče	grundstück	N;NOM;NEUT;PL	ADJ;NOM;PL
povezovanje	netzwerk	povezovanje	netzwerk	N;NOM;NEUT;SG	PROPN
povezovanje	netzwerken	povezovanje	netzwerken	N;NOM;NEUT;SG	V;NFIN
povezovanje	netzwerke	povezovanje	netzwerk	N;NOM;NEUT;SG	
povezovanje	eingliederung	povezovanje	eingliederung	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
povezovanje	integration	povezovanje	integration	N;NOM;NEUT;SG	PROPN
povezovanje	verknüpfen	povezovanje	verknüpfen	N;NOM;NEUT;SG	V;NFIN
povezovanje	verlinkung	povezovanje	verlinkung	N;NOM;NEUT;SG	ADJ
povezovanje	verbinden	povezovanje	verbinden	N;NOM;NEUT;SG	V;NFIN
prizori	kulissen	prizor	Kulissen	N;NOM;MASC;PL	V;NFIN
globine	tiefe	globina	tief	N;NOM;FEM;PL	
globine	tiefen	globina	tief	N;NOM;FEM;PL	V;NFIN
izvajati	implementierung	izvajati	implementierung	V;IPFV;NFIN	ADJ
nedvomno	unzweifelhaft	nedvomno	unzweifelhaft	ADV	ADJ
nedvomno	zweifellos	nedvomno	zweifellos	ADV	ADJ
nedvomno	zweifelsohne	nedvomno	zweifelsohne	ADV	ADJ
botanik	botaniker	botanik	botaniker	N;NOM;MASC;SG	ADJ
odkrit	entdeckte	odkrit	entdecken	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
odkrit	gefunden	odkrit	finden	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
odkrit	herausgefunden	odkrit	herausfinden	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
odkrit	entdeckt	odkrit	entdecken	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
koles	fahrräder	kolo	fahrräd	N;GEN;NEUT;SG	ADJ
koles	fahrrädern	kolo	fahrrädern	N;GEN;NEUT;SG	ADJ
col	oberst	col	oberst	N;NOM;MASC;SG	
col	col	col	col	N;NOM;MASC;SG	PROPN;NOM;SG
flote	flotte	flot	flott	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
flote	flotten	flot	flott	N;NOM;FEM;PL	ADJ;PL
flote	flotten	flot	flott	N;NOM;FEM;PL	ADJ;PL
kandidata	kandidaten	kandidat	kandidat	N;NOM;MASC;SG	N;NOM;PL
kandidata	bewerber	kandidat	bewerber	N;NOM;MASC;SG	
kandidata	beitrittskandidaten	kandidat	beitrittskandidaten	N;NOM;MASC;SG	N;NOM;PL
kandidata	anwärter	kandidat	anwärter	N;NOM;MASC;SG	ADJ
kandidata	kandidaten	kandidat	kandidat	N;NOM;MASC;SG	N;NOM;PL
kandidata	bewerber	kandidat	bewerber	N;NOM;MASC;SG	
kandidata	anwärter	kandidat	anwärter	N;NOM;MASC;SG	ADJ
venec	kranz	venec	kranz	N;NOM;MASC;SG	
