med	med	med	med	ADP	N;NOM;MASC;SG
scotia	scotia	scotia	scotia	PROPN;NOM	N;NOM;FEM;SG
smith	smith	smith	smith	PROPN;NOM	PROPN;NOM;MASC;SG
smith	smit	smith	smit	PROPN;NOM	N;NOM;MASC;SG
världen	world	värld	world	N;NOM;DEF;MASC+FEM;SG	ADP
världen	svijeta	värld	svijet	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
användare	korisnik	användare	korisnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
användare	korisnika	användare	korisnik	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
användare	korisnike	användare	korisnik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
tar	uzimanje	ta	uzimanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tar	uzimajući	ta	uzimati	V;IND;PRS;FIN;ACT	ADV;RL
far	oce	far	ocaj	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN
honduras	hondurasu	hondura	honduras	N;GEN;INDF;MASC+FEM;SG	N;DAT;MASC;SG
bolivia	boliviji	bolivi	bolivija	PROPN;NOM	N;DAT;FEM;SG
länder	zemljama	land	zemlja	N;NOM;INDF;NEUT;PL	N;INS;FEM;PL
ytterligare	dodatna	ytterlig	dodatan	ADV;CMPR	ADJ;NOM;DEF;FEM;SG
ytterligare	dodatno	ytterlig	dodatno	ADV;CMPR	ADV
ytterligare	dodatni	ytterlig	dodatan	ADV;CMPR	ADJ;NOM;DEF;MASC;SG
ytterligare	dodatne	ytterlig	dodatan	ADV;CMPR	ADJ;NOM;DEF;FEM;PL
guld	zlatna	guld	zlatan	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
guld	zlatni	guld	zlatan	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
guld	gold	guld	gold	N;NOM;INDF;NEUT;SG	ADP
guld	zlata	guld	zlat	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
kuba	kubu	kuba	kub	PROPN;NOM	N;ACC;FEM;SG
kuba	kube	kuba	kubiti	PROPN;NOM	N;NOM;FEM;PL
kuba	kubi	kuba	kubiti	PROPN;NOM	N;DAT;FEM;SG
kuba	kuba	kuba	kub	PROPN;NOM	PROPN;NOM;FEM;SG
dotter	kćeri	dott	kći	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
god	dobro	god	dobro	ADJ;NOM;INDF;MASC+FEM;SG	ADV
väl	pa	väl	pa	ADV	CONJ
lars	lars	lars	lars	PROPN;NOM	N;NOM;MASC;SG
rätt	desno	rätt	desno	N;NOM;INDF;MASC+FEM;SG	ADV
rätt	ispravi	rätt	isprava	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
roll	ulozi	roll	uloga	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
roll	uloge	roll	uloga	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
svampar	gljiva	svamp	gljivati	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ryska	ruska	rysk	ruski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ryska	rus	rysk	rus	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
ryska	ruski	rysk	ruski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ryska	rusko	rysk	rusko	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
henne	joj	hon	on	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;FEM;SG;3
wien	vienna	wien	vienan	PROPN;NOM	PROPN;NOM;FEM;SG
wien	beču	wien	bela	PROPN;NOM	N;DAT;MASC;SG
wien	beč	wien	beč	PROPN;NOM	PROPN;NOM;MASC;SG
via	via	via	via	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
via	putem	via	put	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
italien	italija	italien	italija	PROPN;NOM	PROPN;NOM;FEM;SG
syrien	siriji	syrien	sir	PROPN;NOM	N;DAT;FEM;SG
syrien	sirije	syrien	siroc	PROPN;NOM	N;NOM;FEM;PL
matcher	odgovara	matcher	odgovarati	N;NOM;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
arter	vrsta	art	vrsta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
kriget	rata	krig	rat	N;NOM;DEF;NEUT;SG	N;GEN;MASC;SG
klassen	klase	klass	klasa	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
gustav	gustav	gustav	gustav	PROPN;NOM	N;NOM;MASC;SG
gustav	garfield	gustav	garfield	PROPN;NOM	N;NOM;MASC;SG
anna	ana	anna	ana	PROPN;NOM	N;NOM;FEM;SG
anna	anna	anna	anna	PROPN;NOM	N;NOM;FEM;SG
fredrik	frederick	fredrik	frederick	PROPN;NOM	N;NOM;MASC;SG
fredrik	fredrik	fredrik	fredrik	PROPN;NOM	N;NOM;MASC;SG
fler	više	mången	mnogo	PRO;INDF;PL	ADV;CMPR
kort	kartice	kort	kartica	ADV	N;NOM;FEM;PL
kort	karte	kort	karta	ADV	N;NOM;FEM;PL
kort	kratki	kort	kratka	ADV	ADJ;NOM;DEF;MASC;SG
kort	kratka	kort	kratak	ADV	ADJ;NOM;DEF;FEM;SG
kort	karticu	kort	kartica	ADV	N;ACC;FEM;SG
kort	kartica	kort	kartica	ADV	N;NOM;FEM;SG
ungern	mađarske	unge	mađarski	PROPN;NOM	ADJ;NOM;FEM;PL
ungern	mađarskoj	unge	mađarski	PROPN;NOM	ADJ;DAT;DEF;FEM;SG
ungern	mađarska	unge	mađarski	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
gitarr	gitaru	gita	gitara	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gitarr	gitare	gita	gitara	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
serie	serije	serie	serija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
serie	serijski	serie	serijski	N;NOM;INDF;MASC+FEM;SG	ADV
gjort	gotov	göra	gotov	V;V.CVB;ACT	ADJ;NOM;INDF;MASC;SG
gjort	gotovo	göra	gotovo	V;V.CVB;ACT	ADV
red	jahao	red	jahao	N;NOM;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
red	jahali	red	jahati	N;NOM;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP;ACT
guinea	gvineja	guine	gvinej	PROPN;NOM	N;NOM;FEM;SG
ecuador	ekvadoru	ecuador	ekvador	PROPN;NOM	N;DAT;MASC;SG
michael	mihael	michael	mihael	PROPN;NOM	PROPN;NOM;MASC;SG
michael	michael	michael	michael	PROPN;NOM	PROPN;NOM;MASC;SG
ovan	iznad	ovan	iznad	ADV	ADP;GEN
brokparasitsteklar	ichneumonidae	brokparasitstekel	ichneumonida	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rapport	prijavi	rapport	prijaviti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
rapport	prijavite	rapport	prijaviti	N;NOM;INDF;MASC+FEM;SG	V;IMP;PL;2;FIN
lika	jednaki	lika	jednak	ADV	ADJ;NOM;DEF;MASC;PL
tycker	razmislite	tycka	razmisliti	V;IND;PRS;FIN;ACT	V;IMP;PL;2;FIN
brittisk	britanski	brittisk	britanski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
brittisk	britanska	brittisk	britanski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
brittisk	britanci	brittisk	britanac	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
använda	koristeći	använda	koristiti	V;IMP;FIN;ACT	ADV;RL
använda	korištenje	använda	korištenje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
använda	koristi	använda	koristiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
använda	iskoristi	använda	iskoristiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
använda	upotrebi	använda	upotreba	V;IMP;FIN;ACT	N;DAT;FEM;SG
använda	upotrijebi	använda	upotrijebiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
använda	korištene	använda	koristiti	V;IMP;FIN;ACT	ADJ;NOM;DEF;FEM;PL;V.PTCP
använda	korišteno	använda	koristiti	V;IMP;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
använda	korišten	använda	korišten	V;IMP;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
fransk	francuski	fransk	francuski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
fransk	francuzi	fransk	francug	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
tal	tal	tal	tal	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
tal	brojevi	tal	broj	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
tal	brojeve	tal	broj	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
shan	shan	shan	shan	N;NOM;INDF;NEUT;SG	ADP
iii	iii	iii	iii	N;NOM	ADJ
sarajevo	sarajevo	sarajevo	sarajevo	PROPN;NOM	N;NOM;NEUT;SG
sarajevo	sarajevu	sarajevo	saraj	PROPN;NOM	N;DAT;MASC;SG
slutade	zaustavljen	sluta	zaustaviti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
world	world	world	world	N;NOM;NEUT;SG	ADP
world	svijeta	world	svijet	N;NOM;NEUT;SG	N;GEN;MASC;SG
august	kolovoza	august	kolovoz	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
zeeland	zeland	zeeland	zeland	PROPN;NOM	N;NOM;MASC;SG
visar	pokazivanje	visa	pokazivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
visar	prikazivanje	visa	prikazivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
visar	prikazivanje	visa	prikazivanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
visar	emisije	visa	emisija	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
head	glavu	head	glava	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
egna	vlastiti	egen	vlastit	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
egna	posjedovati	egen	posjedovati	ADJ;NOM;PL	V;NFIN
nytt	nova	ny	nov	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
nytt	novi	ny	nov	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
sheng	sheng	sheng	sheng	V;IMP;FIN;ACT	N;NOM;MASC;SG
brittiska	britanski	brittisk	britanski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
brittiska	britanska	brittisk	britanski	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
brittiska	britanci	brittisk	britanac	ADJ;NOM;PL	N;NOM;MASC;PL
brittiska	britanac	brittisk	britanac	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
etiopien	etiopiji	etiopien	etiopija	PROPN;NOM	N;DAT;FEM;SG
vars	čije	vars	čiji	PRO;DEF	DET;NOM;FEM;SG
vars	ciji	vars	ciji	PRO;DEF	DET;NOM;MASC;SG
christian	christian	christian	christian	PROPN;NOM	PROPN;NOM;MASC;SG
christian	kršćanin	christian	kršćanin	PROPN;NOM	N;NOM;MASC;SG
christian	kristijan	christian	kristijan	PROPN;NOM	N;NOM;MASC;SG
yta	površine	yta	površina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
livskraftig	održiva	livskraftig	održiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
aires	airesu	aires	aires	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
vatten	vode	vatten	voda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
spelare	igrač	spel	igrač	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
spelare	player	spel	player	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
spelare	igrača	spel	igrač	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
buenos	buenos	buenos	buenos	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
andersson	andersson	andersson	andersson	PROPN;NOM	PROPN;NOM;MASC;SG
oftast	obično	ofta	obično	ADV;RL	ADV
oftast	većinom	ofta	većinom	ADV;RL	ADV
oftast	uglavnom	ofta	uglavnom	ADV;RL	ADV
true	istinito	true	istinit	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
richard	richard	richard	richard	PROPN;NOM	N;NOM;MASC;SG
berlin	berlin	berlin	berlin	PROPN;NOM	N;NOM;MASC;SG
berlin	berlina	berlin	berlina	PROPN;NOM	N;GEN;MASC;SG
berlin	berlinu	berlin	berlina	PROPN;NOM	N;DAT;MASC;SG
jan	jan	jan	jan	PROPN;NOM	PROPN;NOM;MASC;SG
jan	jana	jan	jana	PROPN;NOM	N;NOM;FEM;SG
liten	maleno	liten	malen	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
liten	male	liten	mali	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
liten	mali	liten	mali	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
liten	malo	liten	malo	ADJ;NOM;INDF;MASC+FEM;SG	ADV
liten	mala	liten	mali	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
liten	male	liten	mali	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
liten	mali	liten	mali	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
liten	sitni	liten	sitni	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL
liten	maleni	liten	malen	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
guatemala	gvatemali	guatemal	gvatemati	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
manitoba	manitoba	manitoba	manitob	PROPN;NOM	N;NOM;FEM;SG
information	podaci	information	podatak	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
information	informacije	information	informacija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
guyana	gvajana	guyan	gvajati	PROPN;NOM	N;NOM;FEM;SG
love	ljubavi	love	ljubav	N;NOM;INDF;MASC+FEM;SG	N;INS;FEM;SG
love	volim	love	voljeti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
national	nacionalni	national	nacionalan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
national	nacionalna	national	nacionalan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
sur	sur	sur	sur	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
använder	koristeći	använda	koristiti	V;IND;PRS;FIN;ACT	ADV;RL
använder	korištenje	använda	korištenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
spelades	igrao	spela	igrati	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
arbete	radna	arbete	radan	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
arbete	radni	arbete	radni	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
arbete	radno	arbete	radni	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bättre	bolje	bra	dobro	ADJ;NOM;CMPR	ADV;CMPR
problem	problem	problem	problem	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
problem	probleme	problem	problem	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
problem	problema	problem	problem	N;NOM;INDF;NEUT;PL	N;GEN;MASC;PL
problem	nevolja	problem	nevolja	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
são	são	são	são	PROPN;NOM	PROPN;NOM;MASC;SG
irland	irsku	irland	irski	PROPN;NOM	ADJ;ACC;DEF;FEM;SG
irland	irska	irland	irski	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
irland	irske	irland	irski	PROPN;NOM	ADJ;NOM;DEF;FEM;PL
säga	reci	säga	reći	V;IMP;FIN;ACT	INTJ
edward	edward	edward	edward	PROPN;NOM	N;NOM;MASC;SG
bst	bst	bsa	bsti	N	PROPN;NOM;MASC;SG
grundades	utemeljena	grunda	utemeljiti	V;IND;PST;FIN;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
grundades	utemeljen	grunda	utemeljiti	V;IND;PST;FIN;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
grundades	osnovao	grunda	osnovati	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
grundades	osnovan	grunda	osnovati	V;IND;PST;FIN;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
grundades	osnovana	grunda	osnovati	V;IND;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP;PASS
varmt	vruće	varm	vruć	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
varmt	vrelo	varm	vrelo	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
varmt	zgodna	varm	zgodan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
varmt	topla	varm	topao	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
varmt	topao	varm	topasti	ADJ;NOM;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
varmt	tople	varm	topao	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
varmt	toplo	varm	toplo	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
laget	tim	lag	taj	N;NOM;DEF;NEUT;SG	DET;INS;NEUT;SG
lilla	malo	liten	malo	ADJ;NOM;DEF;SG	ADV
lilla	male	liten	mali	ADJ;NOM;DEF;SG	ADJ;NOM;DEF;FEM;PL
year	godine	yea	godina	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
bror	brate	bro	bratiti	N;NOM;INDF;MASC+FEM;SG	INTJ
washington	washington	washington	washington	PROPN;NOM	PROPN;NOM;MASC;SG
hög	visoko	hög	visoko	ADJ;NOM;INDF;MASC+FEM;SG	ADV
hög	visoka	hög	visok	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
vuxna	odraslima	vuxen	odrastao	ADJ;NOM;PL	ADJ;INS;DEF;MASC;PL
vuxna	odraslo	vuxen	odrasti	ADJ;NOM;PL	V;NEUT;SG;PST;V.PTCP;ACT
internationella	international	internationell	international	ADJ;NOM;PL	ADP
internationella	međunarodna	internationell	međunarodan	ADJ;NOM;PL	ADJ;NOM;FEM;SG
internationella	međunarodni	internationell	međunarodan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
daniel	danijel	daniel	danijel	PROPN;NOM	PROPN;NOM;MASC;SG
daniel	daniela	daniel	daniel	PROPN;NOM	N;NOM;FEM;SG
daniel	daniel	daniel	daniel	PROPN;NOM	PROPN;NOM;MASC;SG
daniel	danijela	daniel	danijeti	PROPN;NOM	V;FEM;SG;PST;V.PTCP;ACT
mark	označi	mark	označiti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
mark	marko	mark	marko	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
marie	marie	marie	maria	PROPN;NOM	N;NOM;FEM;SG
marie	mari	marie	mar	PROPN;NOM	V;IND;SG;2;PRS;FIN
japan	japan	japa	japan	PROPN;NOM	PROPN;NOM;MASC;SG
förutom	osim	förutom	osim	ADP	ADV
ville	ville	vilja	villa	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
dagar	dane	dag	dan	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
dagar	danima	dag	danima	N;NOM;INDF;MASC+FEM;PL	ADJ;INS;DEF;MASC;PL
dagar	dana	dag	dan	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
församlingen	skupštine	församling	skupština	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
direkt	izravna	direkt	izravan	ADV	ADJ;NOM;DEF;FEM;SG
direkt	direct	direkt	direct	ADV	N;NOM;MASC;SG
records	ploče	records	ploča	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
records	zapisi	records	zapis	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
stift	biskupije	stift	biskupija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lund	lund	lund	lund	PROPN;NOM	PROPN;NOM;MASC;SG
politiska	politički	politisk	politički	ADJ;NOM;PL	ADV
politiska	politička	politisk	politički	ADJ;NOM;PL	ADJ;NOM;FEM;SG
politiska	političko	politisk	politički	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
mitten	srednja	mitt	srednji	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
mitten	srednji	mitt	srednji	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
georg	george	georg	george	PROPN;NOM	N;NOM;MASC;SG
georg	georg	georg	georg	PROPN;NOM	N;NOM;MASC;SG
otto	otto	otto	otto	PROPN;NOM	PROPN;NOM;MASC;SG
otto	oto	otto	oto	PROPN;NOM	PROPN;NOM;MASC;SG
united	ujedinjeni	united	ujediniti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
aktiv	aktivna	aktiv	aktivan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
aktiv	aktivne	aktiv	aktivan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
aktiv	aktivni	aktiv	aktivan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
aktiv	aktivno	aktiv	aktivno	ADJ;NOM;INDF;MASC+FEM;SG	ADV
inget	nista	ingen	biti	PRO;INDF;NEUT;SG	ADV
silver	srebrni	silv	srebrn	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
silver	silver	silv	silver	N;NOM;INDF;NEUT;SG	ADP
henrik	henrik	henrik	henrik	PROPN;NOM	N;NOM;MASC;SG
henrik	henrik	henrik	henrik	PROPN;NOM	N;NOM;MASC;SG
henrik	henry	henrik	henry	PROPN;NOM	PROPN;NOM;MASC;SG
walker	walker	walker	walker	PROPN;NOM	PROPN;NOM;MASC;SG
karriär	karijeri	karriär	karijera	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
karriär	karijeru	karriär	karijera	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
karriär	karijere	karriär	karijera	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
federationen	federacije	federation	federacija	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
mitt	moj	jag	moj	PRO;DEF;NEUT;SG	DET;NOM;MASC;SG;1
mitt	moja	jag	moj	PRO;DEF;NEUT;SG	DET;NOM;FEM;SG;1
mitt	moje	jag	moj	PRO;DEF;NEUT;SG	DET;NOM;FEM;SG;1
kungliga	royal	kunglig	royal	ADJ;NOM;PL	PROPN;NOM;MASC;SG
kungliga	kraljevsko	kunglig	kraljevski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
kungliga	kraljevski	kunglig	kraljevski	ADJ;NOM;PL	ADV
kungliga	kraljevska	kunglig	kraljevski	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
alto	alto	alto	alto	PROPN;NOM	PROPN;NOM;MASC;SG
nils	nils	nils	nils	PROPN;NOM	N;NOM;MASC;SG
liknande	slicno	liknande	slican	ADJ;NOM;PRS;V.PTCP	ADV
högre	glasnije	hög	glasno	ADJ;NOM;CMPR	ADV;CMPR
league	ligu	league	liga	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
league	league	league	league	N;NOM;INDF;MASC+FEM;SG	ADP
johannes	johannes	johan	johannes	PROPN;NOM	PROPN;NOM;MASC;SG
johannes	ivan	johan	ivan	PROPN;NOM	N;NOM;MASC;SG
johannes	john	johan	john	PROPN;NOM	PROPN;NOM;MASC;SG
person	osobi	person	osoba	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
person	osobe	person	osoba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
anspråk	tvrdio	anspråk	tvrditi	N;NOM;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
anspråk	tvrdnje	anspråk	tvrdnja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
anspråk	potraživanja	anspråk	potraživanje	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
anspråk	tvrdi	anspråk	tvrditi	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
anspråk	tvrdeći	anspråk	tvrditi	N;NOM;INDF;NEUT;SG	ADV;RL
anspråk	tvrde	anspråk	tvrditi	N;NOM;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
pointe	pointe	pointe	point	N;NOM;INDF;MASC+FEM;SG	ADP
komma	zarez	komma	zarez	V;IMP;FIN;ACT	N;NOM;MASC;SG
komma	dolazim	komma	dolaziti	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
komma	dolazi	komma	dolaziti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
små	maleno	liten	malen	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
små	mali	liten	mali	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
spela	sviraj	spela	sviraj	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
spela	igraj	spela	igraj	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
spela	igramo	spela	igrati	V;IMP;FIN;ACT	V;IND;PL;1;PRS;FIN
spela	igranje	spela	igranje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
nummer	brojevi	nummer	broj	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
nummer	brojeve	nummer	broj	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
länge	duga	länge	dug	ADV	N;NOM;FEM;SG
länge	long	länge	long	ADV	ADP
hand	ruku	hand	ruka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
slaget	bitku	slag	bitka	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG
väg	rutu	väg	ruta	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
väg	ceste	väg	cesta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
väg	cestom	väg	cest	N;NOM;INDF;MASC+FEM;SG	N;INS;FEM;SG
väg	road	väg	road	N;NOM;INDF;MASC+FEM;SG	ADP
rum	sobe	rum	soba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
rum	prostorije	rum	prostorija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
pierre	pierre	pier	pierre	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
djur	životinja	djur	životinja	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
central	središnje	central	središnji	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
