castle	замок	cast	замка		N;INAN;NOM;MASC;SG
katılımcılar	учасникам	katılımcı	учасник	N;NOM;PL;3	N;ANIM;DAT;MASC;PL
katılımcılar	учасників	katılımcı	учасник	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
ellen	еллен	el	еллен		PROPN;ANIM;NOM;FEM;SG
ellen	елен	el	елен		PROPN;ANIM;NOM;FEM;SG
deve	верблюди	deve	верблюди		N;ANIM;NOM;MASC;PL
deve	верблюда	deve	верблюда		N;ANIM;NOM;FEM;SG
granada	ґранада	grana	ґранада	PROPN;ESS;SG;3	PROPN;INAN;NOM;FEM;SG
vokalist	вокаліст	vokalist	вокаліст		N;ANIM;NOM;MASC;SG
vokalist	вокал	vokalist	вокал		N;ANIM;NOM;MASC;SG
wesley	веслі	wesley	весло		PROPN;ANIM;NOM;FEM;SG
mercury	меркурій	mercury	меркурія	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
pearl	перл	pearl	перл		
pearl	перли	pearl	перти		N;INAN;NOM;MASC;PL
pearl	перлина	pearl	перлина		N;INAN;NOM;FEM;SG
pearl	перлини	pearl	перлин		N;INAN;NOM;FEM;PL
beckett	беккет	beckett	беккет		N;ANIM;NOM;MASC;SG
kaplar	контейнерів	kap	контейнер	N;NOM;PL;3	N;INAN;GEN;MASC;PL
harfler	літер	harf	літер	N;NOM;PL;3	N;INAN;GEN;FEM;PL
taşlar	камені	taş	камінь	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
taşlar	камінці	taş	камінець	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
taşlar	каменів	taş	камінь	ADJ;NOM;PL;3	N;INAN;GEN;MASC;PL
taşlar	камені	taş	камінь	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
taşlar	скелі	taş	скеля	ADJ;NOM;PL;3	N;INAN;NOM;FEM;PL
taşlar	астероїди	taş	астероїда	ADJ;NOM;PL;3	N;ANIM;NOM;MASC;PL
taşlar	каміння	taş	каміння	ADJ;NOM;PL;3	N;INAN;NOM;NEUT;SG
taşlar	скелях	taş	скеля	ADJ;NOM;PL;3	N;INAN;ESS;FEM;PL
hesaplama	обчислювальна	hesaplama	обчислювальний	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;NOM;FEM;SG
hesaplama	обчислення	hesaplama	обчислення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
hesaplama	підрахунок	hesaplama	підрахунок	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
hesaplama	обчислення	hesaplama	обчислення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
hesaplama	підрахунку	hesaplama	підрахунок	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;GEN;MASC;SG
hesaplama	розрахунки	hesaplama	розрахунок	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;PL
hesaplama	обчислення	hesaplama	обчислення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
hesaplama	розрахунки	hesaplama	розрахунок	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;PL
madagaskar	мадагаскар	madagaskar	мадагаскар	N;NOM;SG;3	PROPN;INAN;NOM;FEM;SG
cohen	коен	cohen	коно		
ekvator	екватор	ekvator	екватор		N;INAN;NOM;FEM;SG
ekvator	еквадор	ekvator	еквадор		PROPN;INAN;NOM;FEM;SG
anayasal	конституційний	anayasal	конституційний		ADJ;NOM;MASC;SG
anayasal	конституційного	anayasal	конституційний		ADJ;GEN;MASC;SG
jonas	йонас	jonas	йонас		PROPN;ANIM;NOM;MASC;SG
ekler	вставляє	ek	вставляти		V;IPFV;IND;SG;3;PRS;FIN
ekler	додає	ek	додавати		V;IPFV;IND;SG;3;PRS;FIN
karen	карен	karen	карен		PROPN;ANIM;NOM;FEM;SG
pascal	паскаль	pascal	паскаль		PROPN;ANIM;NOM;MASC;SG
çarpan	мультиплікатор	çarp	мультиплікатор		N;ANIM;NOM;MASC;SG
esp	esp	esp	esp		
laurent	лоран	laurent	лоран	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
motorları	двигуни	motor	двигун	N;ACC;PL;3	N;INAN;NOM;MASC;PL
motorları	рушії	motor	рушія	N;ACC;PL;3	N;INAN;NOM;FEM;PL
touch	дотик	touch	дотик		N;INAN;NOM;MASC;SG
kürek	веслування	kürek	веслування		N;INAN;NOM;NEUT;SG
kürek	лопата	kürek	лопата		N;INAN;NOM;FEM;SG
kürek	рядок	kürek	рядок		N;INAN;NOM;MASC;SG
çıkarken	вихід	çık	вихід	V;IPFV;IND;SG;3;POS;V.CVB	N;INAN;NOM;MASC;SG
bilbao	більбао	bilbao	більбао	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
bahçeleri	сади	bahçe	сад	N;ACC;PL;3	N;INAN;NOM;MASC;PL
bahçeleri	садів	bahçe	сад	N;ACC;PL;3	N;INAN;GEN;MASC;PL
takas	торгівлі	takas	торгівля		N;INAN;ACC;FEM;PL
takas	торгівля	takas	торгівля		N;INAN;NOM;FEM;SG
takas	торгова	takas	торговий		ADJ;NOM;FEM;SG
takas	торгівля	takas	торгівля		N;INAN;NOM;FEM;SG
takas	поміняти	takas	поміняти		V;PFV;NFIN
takas	обмін	takas	обмін		N;INAN;NOM;MASC;SG
cola	кока	cola	кока		
cola	кокс	cola	кокс		
cola	кола	cola	коло		N;INAN;NOM;NEUT;SG
cola	колу	cola	коло		
cola	кола	cola	коло		N;INAN;NOM;NEUT;SG
yalancı	брехун	yalancı	брехун		N;ANIM;NOM;MASC;SG
dul	вдова	dul	вдова		N;ANIM;NOM;FEM;SG
dul	вдови	dul	вдови		N;ANIM;NOM;FEM;PL
xxx	xxx	xxx	xxx		
bolton	болтон	bolton	болтон	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
romen	румунська	romen	румунський		ADJ;NOM;FEM;SG
komplo	креслення	komplo	креслення		N;INAN;NOM;NEUT;SG
komplo	графіка	komplo	графіка		N;INAN;NOM;FEM;SG
komplo	графік	komplo	графік		N;INAN;NOM;MASC;SG
komplo	змова	komplo	змова		N;INAN;NOM;FEM;SG
komplo	креслення	komplo	креслення		N;INAN;NOM;NEUT;SG
césar	сезар	césar	сезар		N;INAN;NOM;MASC;SG
açıklamalar	підписи	açıkla	підпис	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;PL
açıklamalar	пояснення	açıkla	пояснення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
açıklamalar	описи	açıkla	опис	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;PL
store	зберігати	store	зберігати		V;IPFV;NFIN
store	магазин	store	магазин		N;INAN;NOM;MASC;SG
seine	сен	sein	сен	PROPN;NOM;SG;3	
galya	галлія	gal	галлія		N;INAN;NOM;FEM;SG
iletim	перенесення	iletim	перенесення		N;INAN;NOM;NEUT;SG
hawks	гоукс	hawks	гоукс	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
beatles	beatles	beatles	beatles		
kumaş	тканина	kumaş	тканина		N;INAN;NOM;FEM;SG
kumaş	тканину	kumaş	тканина		N;INAN;ACC;FEM;SG
kumaş	тканина	kumaş	тканина		N;INAN;NOM;FEM;SG
kumaş	тканини	kumaş	тканина		N;INAN;NOM;FEM;PL
reaksiyon	реакція	reaksiyon	реакція		N;INAN;NOM;FEM;SG
odak	фокус	odak	фокус		N;INAN;NOM;MASC;SG
odak	фокусування	odak	фокусування		N;INAN;NOM;NEUT;SG
odak	focus	odak	focus		
düsseldorf	дюссельдорф	düsseldorf	дюссельдорф	PROPN;NOM;SG;3	PROPN;INAN;NOM;NEUT;SG
verlag	verlag	verlag	verlag		
sınav	тесті	sınav	тесть	N;NOM;SG;3	N;INAN;DAT;MASC;SG
sınav	іспитів	sınav	іспит	N;NOM;SG;3	N;INAN;GEN;MASC;PL
sınav	експертизи	sınav	експертиза	N;NOM;SG;3	N;INAN;NOM;FEM;PL
sınav	іспити	sınav	іспит	N;NOM;SG;3	N;INAN;NOM;MASC;PL
sınav	екзамени	sınav	екзамен	N;NOM;SG;3	N;INAN;NOM;MASC;PL
sınav	екзаменів	sınav	екзамен	N;NOM;SG;3	N;INAN;GEN;MASC;PL
sınav	перевірити	sınav	перевірити	N;NOM;SG;3	V;PFV;NFIN
sınav	test	sınav	test	N;NOM;SG;3	
tarama	сканування	tarama	сканування		N;INAN;NOM;NEUT;SG
tarama	навігація	tarama	навігація		N;INAN;NOM;FEM;SG
tarama	навігацію	tarama	навігація		N;INAN;ACC;FEM;SG
tarama	перегляду	tarama	перегляд		N;INAN;GEN;MASC;SG
tarama	сканування	tarama	сканування		N;INAN;NOM;NEUT;SG
tarama	сканувати	tarama	сканувати		V;PFV;NFIN
tüyleri	пір	tüy	пір	ADJ;NOM;PL;3	PART
donetsk	донецьк	donetsk	донецький	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
donetsk	донецька	donetsk	донецький	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
evcil	pet	evcil	pet	N;NOM;SG;3	
nathan	натан	nathan	натан	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
kenneth	кеннет	kenneth	кеннет		PROPN;ANIM;NOM;MASC;SG
fisher	фішер	fishe	фішер		PROPN;ANIM;NOM;MASC;SG
satürn	сатурн	satürn	сатурний		N;INAN;NOM;MASC;SG
sorunlu	проблемних	sorunlu	проблемний		ADJ;GEN;PL
karesi	квадратний	kare	квадратний		ADJ;NOM;MASC;SG
karesi	площа	kare	площа		N;INAN;NOM;FEM;SG
karesi	квадрат	kare	квадрат		N;INAN;NOM;MASC;SG
komisyon	комісія	komisyon	комісія		N;INAN;NOM;FEM;SG
favori	улюблене	favori	улюблений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
favori	улюблена	favori	улюблений		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
favori	улюблений	favori	улюблений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
favori	улюблене	favori	улюблений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
favori	улюблені	favori	улюблений		ADJ;PFV;NOM;PL;V.PTCP;PASS
favori	улюблений	favori	улюблений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
favori	улюблене	favori	улюблений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
şef	шеф	şef	шеф		N;ANIM;NOM;MASC;SG
şef	шеф	şef	шеф		N;ANIM;NOM;MASC;SG
şef	вождь	şef	вождь		N;ANIM;NOM;MASC;SG
şef	головний	şef	головний		ADJ;NOM;MASC;SG
vergisi	податкова	vergi	податковий	N;NOM;SG;3	ADJ;NOM;FEM;SG
vergisi	податки	vergi	податок	N;NOM;SG;3	N;INAN;NOM;MASC;PL
telgraf	телеграму	telgraf	телеграма		N;INAN;ACC;FEM;SG
telgraf	telegraph	telgraf	telegraph		
leone	леоне	leone	леоне	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
parsons	парсонс	parsons	парсонс		PROPN;ANIM;NOM;MASC;SG
herkül	hercules	herkül	hercules		
ilim	знань	ilim	знання		N;INAN;GEN;NEUT;PL
ilim	знання	ilim	знання		N;INAN;NOM;NEUT;SG
bond	бонд	bond	бонд		PROPN;ANIM;NOM;MASC;SG
yuri	юрі	yuri	юрі		PROPN;ANIM;NOM;MASC;SG
yuri	юрій	yuri	юрій		PROPN;ANIM;NOM;MASC;SG
yuri	юрко	yuri	юрко		PROPN;ANIM;NOM;MASC;SG
gözde	улюблені	gözde	улюблений		ADJ;PFV;NOM;PL;V.PTCP;PASS
gözde	улюблений	gözde	улюблений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gözde	улюблене	gözde	улюблений		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
tecrübe	досвід	tecrübe	досвід		N;INAN;NOM;MASC;SG
lahana	кале	lahana	кале	N;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
andromeda	андромеда	androme	андромеда		N;ANIM;NOM;FEM;SG
nokia	nokia	nokia	nokia		
stargate	stargate	stargate	stargate		
gridcolor	gridcolor	gridco	gridcolor		
zoolog	зоологом	zoolog	зоолог		PROPN;ANIM;INS;MASC;SG
dalları	гілками	dal	гілка	N;NOM;PL;3	N;INAN;INS;FEM;PL
durak	припиняється	durak	припинятися		V;IPFV;IND;SG;3;PRS;FIN
durak	зупинки	durak	зупинка		N;INAN;NOM;FEM;PL
durak	припиняє	durak	припиняти		V;IPFV;IND;SG;3;PRS;FIN
durak	зупиняє	durak	зупиняти		V;IPFV;IND;SG;3;PRS;FIN
durak	зупинок	durak	зупинок		N;INAN;GEN;FEM;PL
stark	старк	stark	старка		PROPN;ANIM;NOM;MASC;SG
stark	старка	stark	старка		N;ANIM;NOM;FEM;SG
soğutma	охолодження	soğut	охолодження		N;INAN;NOM;NEUT;SG
momentum	імпульсу	momentum	імпульс	N;NOM;SG;3	N;INAN;GEN;MASC;SG
nereye	звідки	nere	звідки	PRO;DAT;SG;3	ADV
nereye	де	nere	де	PRO;DAT;SG;3	ADV
nereye	where	nere	where	PRO;DAT;SG;3	
nereye	куди	nere	куди	PRO;DAT;SG;3	ADV
step	крок	step	крок		N;INAN;NOM;MASC;SG
step	кроком	step	крок		N;INAN;INS;MASC;SG
dale	дейл	dale	дейл		PROPN;ANIM;NOM;MASC;SG
inanılmaz	вражає	inan	вражати	V;IPFV;IND;NEG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN
inanılmaz	вражаюче	inan	вражаюче	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;V.PTCP;ACT
inanılmaz	дивовижно	inan	дивовижно	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
inanılmaz	amazing	inan	amazing	V;IPFV;IND;NEG;V.PTCP;PASS	
inanılmaz	неймовірний	inan	неймовірний	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;MASC;SG
inanılmaz	неймовірно	inan	неймовірно	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
inanılmaz	неймовірна	inan	неймовірний	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;FEM;SG
damar	вени	damar	вена		N;INAN;NOM;FEM;PL
damar	вена	damar	вена		N;INAN;NOM;FEM;SG
damar	венах	damar	вена		N;INAN;ESS;MASC;PL
damar	вена	damar	вена		N;INAN;NOM;FEM;SG
damar	провідні	damar	провідний		ADJ;NOM;PL
rumen	румунська	rumen	румунський		ADJ;NOM;FEM;SG
riley	райлі	riley	райл		PROPN;INAN;NOM;MASC;SG
göreceli	відносно	gör	відносно		ADV
göreceli	відносна	gör	відносний		ADJ;NOM;FEM;SG
göreceli	відносний	gör	відносний		ADJ;NOM;MASC;SG
mercan	coral	mercan	coral		
mercan	корал	mercan	корал		N;INAN;NOM;MASC;SG
mercan	кораловий	mercan	кораловий		ADJ;NOM;MASC;SG
lane	вуличка	la	вуличка	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
lang	ленг	lang	ленг		
feminist	феміністки	feminist	феміністка		N;ANIM;NOM;MASC;PL
doğumu	народження	doğum	народження	N;ACC;SG;3	N;INAN;NOM;NEUT;SG
mühimmat	снаряд	mühimmat	снаряд		N;INAN;NOM;MASC;SG
mühimmat	боєприпаси	mühimmat	боєприпас		N;INAN;NOM;MASC;PL
mühimmat	боєприпасів	mühimmat	боєприпас		N;ANIM;ACC;MASC;PL
mühimmat	боєприпаси	mühimmat	боєприпас		N;INAN;NOM;MASC;PL
louise	луїза	loui	луїза	PROPN;NOM;SG;3	PROPN;ANIM;NOM;FEM;SG
myspace	myspace	myspace	myspace		
izlenen	дивились	izle	дивитися	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IPFV;IND;PL;PST;FIN
izlenen	дивилися	izle	дивитися	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IPFV;IND;PL;PST;FIN
izlenen	дивився	izle	дивитися	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IPFV;MASC;IND;SG;PST;FIN
yugoslav	югославська	yugoslav	югославський		ADJ;NOM;FEM;SG
stand	стоїмо	stand	стояти		V;IPFV;IND;PL;1;PRS;FIN
stand	стенд	stand	стенд		N;INAN;NOM;MASC;SG
stand	stand	stand	stand		
notları	нотаток	not	нотатка	N;ACC;PL;3	N;INAN;GEN;FEM;PL
notları	нотатки	not	нотатка	N;ACC;PL;3	N;INAN;NOM;FEM;PL
notları	примітки	not	примітка	N;ACC;PL;3	N;INAN;NOM;FEM;PL
notları	класи	not	клас	N;ACC;PL;3	N;INAN;NOM;MASC;PL
kavramları	концепції	kavram	концепція	N;ACC;PL;3	N;INAN;NOM;FEM;PL
kavramları	принципи	kavram	принцип	N;ACC;PL;3	N;INAN;NOM;MASC;PL
blake	блейк	blake	блейк		PROPN;ANIM;NOM;MASC;SG
mad	божевільна	mad	божевільний		ADJ;NOM;FEM;SG
mad	скажений	mad	скажений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
mad	mad	mad	mad		
mad	скажені	mad	скажений		ADJ;PFV;NOM;PL;V.PTCP;PASS
zıt	протилежності	zıt	протилежність		N;INAN;ACC;FEM;PL
zıt	протилежність	zıt	протилежність		N;INAN;NOM;FEM;SG
zıt	відміну	zıt	відміна		N;INAN;ACC;FEM;SG
zıt	протилежний	zıt	протилежний		ADJ;NOM;MASC;SG
zıt	навпаки	zıt	навпаки		ADV
gonzález	гонсалес	gonzález	гонсалес	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
helikopter	пости	helikopter	пост	N;NOM;SG;3	N;INAN;NOM;MASC;PL
klaus	клаус	klaus	клаус		PROPN;ANIM;NOM;MASC;SG
koch	кох	koch	кох		PROPN;ANIM;NOM;MASC;SG
yatılı	міграційна	yatılı	міграційний		ADJ;NOM;FEM;SG
kılavuzu	посібник	kılavuz	посібник	N;ACC;SG;3	N;INAN;NOM;MASC;SG
kılavuzu	провідник	kılavuz	провідник	N;ACC;SG;3	N;ANIM;NOM;MASC;SG
kılavuzu	путівник	kılavuz	путівник	N;ACC;SG;3	N;INAN;NOM;MASC;SG
kılavuzu	гід	kılavuz	год.	N;ACC;SG;3	N;INAN;NOM;MASC;SG
dışa	назовні	dış	назовні		ADV
mig	mig	mig	mig		
zaza	заза	zaza	заза		PROPN;ANIM;NOM;FEM;SG
atı	ati	at	ati		
masal	казка	masal	казка		N;INAN;NOM;FEM;SG
masal	казка	masal	казка		N;INAN;NOM;FEM;SG
masal	публікації	masal	публікація		N;INAN;NOM;FEM;PL
masal	історія	masal	історія		N;INAN;NOM;FEM;SG
masal	сюжет	masal	сюжет		N;INAN;NOM;MASC;SG
masal	розповідь	masal	розповідь		N;INAN;NOM;FEM;SG
masal	публікація	masal	публікація		N;INAN;NOM;FEM;SG
dinlenme	відпочинок	dinlen	відпочинок	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INAN;NOM;MASC;SG
dinlenme	відпочинок	dinlen	відпочинок	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INAN;NOM;MASC;SG
mhz	мгц	mhz	мгце		INTJ
heinz	гайнц	heinz	гайнц	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
tatmin	задоволення	tatmin	задоволення		N;INAN;NOM;NEUT;SG
tatmin	задоволені	tatmin	задоволений		ADJ;PFV;NOM;PL;V.PTCP;PASS
tatmin	задоволена	tatmin	задоволений		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
tatmin	задоволений	tatmin	задоволений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
britney	брітні	britney	брітний		ADJ;NOM;FEM;SG
porsche	порше	porsche	порше		
porsche	porsche	porsche	porsche		
eğlenceli	забава	eğlenceli	забава	ADJ	N;INAN;NOM;FEM;SG
eğlenceli	веселощі	eğlenceli	веселощий	ADJ	N;INAN;NOM;MASC;PL
eğlenceli	весело	eğlenceli	весело	ADJ	ADV
malcolm	малкольм	malcolm	малкольм		N;ANIM;NOM;MASC;SG
kentucky	кентуккі	kentucky	кентуккий		PROPN;INAN;NOM;FEM;SG
ekseni	вісь	ekseni	вісь		N;INAN;NOM;FEM;SG
enzim	ферменти	enzi	фермент		N;INAN;NOM;MASC;PL
enzim	фермент	enzi	фермент		N;INAN;NOM;MASC;SG
haksız	несправедливо	haksız	несправедливо		ADV
seti	комплект	set	комплект		N;INAN;NOM;MASC;SG
seti	встановити	set	встановити		V;PFV;NFIN
seti	набір	set	набір		N;INAN;NOM;MASC;SG
seti	встановлено	set	встановити		V;PFV;IND;0;FIN
seti	множина	set	множина		N;INAN;NOM;FEM;SG
seti	сеті	set	сеті		
makina	machine	makina	machine		
makina	машина	makina	машина		N;INAN;NOM;FEM;SG
makina	автомат	makina	автомат		N;INAN;NOM;MASC;SG
makina	техніка	makina	техніка		N;INAN;NOM;FEM;SG
makina	ютери	makina	ютер		N;INAN;NOM;MASC;PL
makina	автоматів	makina	автомат		N;INAN;GEN;MASC;PL
makina	машини	makina	машина		N;INAN;NOM;FEM;PL
makina	машинами	makina	машина		N;INAN;INS;FEM;PL
tasarımcı	designer	tasarımcı	designer		
tasarımcı	дизайнер	tasarımcı	дизайнер		N;ANIM;NOM;MASC;SG
tasarımcı	дизайнера	tasarımcı	дизайнер		N;ANIM;ACC;MASC;SG
kaide	каїда	kaide	каїда		
tolkien	толкін	tolkien	толкін		PROPN;INAN;NOM;FEM;SG
jesse	джессі	jesse	джессі		PROPN;ANIM;NOM;FEM;SG
sır	секрети	sır	секрет		N;INAN;NOM;MASC;PL
sır	секретів	sır	секрет		N;INAN;GEN;MASC;PL
sır	таємниці	sır	таємниця		N;INAN;NOM;FEM;PL
sır	таємний	sır	таємний		ADJ;NOM;MASC;SG
sır	секретний	sır	секретний		ADJ;NOM;MASC;SG
sır	таємна	sır	таємний		ADJ;NOM;FEM;SG
sır	таємниця	sır	таємниця		N;INAN;NOM;FEM;SG
sır	таємно	sır	таємно		ADV
boyutları	розміри	boyut	розмір	N;ACC;PL;3	N;INAN;NOM;MASC;PL
boyutları	виміри	boyut	вимір	N;ACC;PL;3	N;INAN;NOM;MASC;PL
aman	аман	aman	аман		N;INAN;NOM;MASC;SG
six	шість	six	шість		NUM;NOM
six	шестеро	six	шестеро		NUM;NOM
kıyıları	берегах	kıyı	берег	N;ACC;PL;3	N;INAN;ESS;MASC;PL
taşınan	зворушений	taşı	зворушений	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
taşınan	переїхала	taşı	переїхати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
taşınan	переїхали	taşı	переїхати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN
taşınan	переїхав	taşı	переїхати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
rush	кайф	rush	кайф		N;INAN;NOM;MASC;SG
yasağı	заборони	yasak	заборона		N;INAN;NOM;FEM;PL
yasağı	заборона	yasak	заборона		N;INAN;NOM;FEM;SG
andre	андре	andre	андре		PROPN;ANIM;NOM;MASC;SG
andre	андре	andre	андре		PROPN;ANIM;NOM;MASC;SG
roller	американські	rol	американський		ADJ;NOM;PL
roller	ролі	rol	роль		N;INAN;NOM;FEM;PL
bull	бик	bull	бик		N;ANIM;NOM;MASC;SG
bull	бул	bull	бути		
bull	бика	bull	бико		N;ANIM;ACC;MASC;SG
bull	булл	bull	булл		N;INAN;NOM;MASC;SG
edwards	едвардс	edwar	едвардс		PROPN;ANIM;NOM;MASC;SG
odaklı	фокусі	odaklı	фокус		N;INAN;DAT;MASC;SG
italia	italia	italia	italia	PROPN;NOM;SG;3	
tartışmaları	дискусії	tartış	дискусія	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;PL
tartışmaları	обговорення	tartış	обговорення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
katliam	злочини	katlia	злочин		N;INAN;NOM;MASC;PL
katliam	різанина	katlia	різанина		N;INAN;NOM;FEM;SG
varsayılan	типові	varsa	тип		ADJ;NOM;PL
varsayılan	типова	varsa	типовий		ADJ;NOM;FEM;SG
varsayılan	типовий	varsa	типовий		ADJ;NOM;MASC;SG
lanka	ланки	lanka	ланк	PROPN;NOM;SG;3	N;INAN;NOM;FEM;PL
lanka	ланка	lanka	ланка	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
wade	wade	wade	wade		
kodları	коди	kod	код	N;ACC;PL;3	N;INAN;NOM;MASC;PL
kodları	кодів	kod	код	N;ACC;PL;3	N;INAN;GEN;MASC;PL
holmes	холмс	holmes	холмс		PROPN;ANIM;NOM;MASC;SG
yapıcı	конструктивно	yapıcı	конструктивно		ADV
yapıcı	maker	yapıcı	maker		
yapıcı	творця	yapıcı	творець		N;ANIM;ACC;MASC;SG
yapıcı	конструктивна	yapıcı	конструктивний		ADJ;NOM;FEM;SG
iowa	айова	iowa	айовий	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
çember	коло	çember	коло		N;INAN;NOM;NEUT;SG
çember	гурток	çember	гурток		N;INAN;NOM;MASC;SG
isfahan	ісфахан	isfahan	ісфахан		PROPN;INAN;NOM;MASC;SG
karaciğer	печінка	karaciğer	печінка		N;INAN;NOM;FEM;SG
karaciğer	печінки	karaciğer	печінка		N;INAN;NOM;FEM;PL
hatalar	помилок	hata	помилок	N;NOM;PL;3	N;INAN;GEN;FEM;PL
hatalar	недоліків	hata	недолік	N;NOM;PL;3	N;INAN;GEN;MASC;PL
hatalar	жуків	hata	жук	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
hatalar	вад	hata	вад	N;NOM;PL;3	N;INAN;GEN;FEM;PL
atanmış	призначена	atan	призначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
atanmış	оргкомітет	atan	оргкомітет	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;INAN;NOM;MASC;SG
atanmış	призначені	atan	призначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
málaga	málaga	málaga	málaga	PROPN;NOM;SG;3	
itici	огидний	itici	огидний		ADJ;NOM;MASC;SG
diamond	diamond	diamond	diamond	N;NOM;SG;3	
dame	дам	dame	дам		
tanımlanmış	визначений	tanımla	визначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
tanımlanmış	визначена	tanımla	визначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
tanımlanmış	визначені	tanımla	визначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
tanımlanmış	визначено	tanımla	визначити	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
tanımlanmış	визначається	tanımla	визначатися	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IPFV;IND;SG;3;PRS;FIN
tanımlanmış	визначена	tanımla	визначений	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
