през	skoz	през	skoz	ADP	
свързан	povezano	свържа	povezan	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
северозапад	severozahodni	северозапад	severozahoden	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
северозапад	severozahodno	северозапад	severozahodno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
природа	narave	природа	narava	N;INDF;FEM;SG	N;NOM;FEM;PL
финландия	finska	финландия	finski	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
франц	franz	франц	franz	PROPN;INDF;MASC;SG	
островите	otočje	остров	otočje	N;DEF;FEM;PL	N;NOM;NEUT;SG
монтана	montana	монтана	montana	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
милано	milan	милано	milan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
милано	milano	милано	milan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
милано	milano	милано	milan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
шарл	karel	шарл	karel	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
шарл	charles	шарл	charles	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
сръбска	srbski	сръбски	srbski	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
сръбска	srb	сръбски	srb	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
оръжия	orožja	оръжие	orožje	N;INDF;NEUT;PL	N;GEN;NEUT;SG
оръжия	orožje	оръжие	orožje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
оръжия	orožje	оръжие	orožje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
оръжия	orožje	оръжие	orožje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
оръжия	roki	оръжие	roka	N;INDF;NEUT;PL	N;NOM;FEM;DU
увеличава	povišanja	увеличавам-(се)	povišanje	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
диалект	narečjem	диалект	narečje	N;INDF;MASC;SG	N;DAT;NEUT;PL
тежки	težka	тежък	težek	ADJ;INDF;PL	ADJ;NOM;FEM;SG
тежки	težko	тежък	težek	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
тежки	hudi	тежък	hud	ADJ;INDF;PL	ADJ;NOM;MASC;SG
тежки	hudo	тежък	hudo	ADJ;INDF;PL	ADV
тежки	huda	тежък	hud	ADJ;INDF;PL	ADJ;NOM;FEM;SG
нос	cape	нос	capa	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
нос	nosom	нос	nos	N;INDF;MASC;SG	N;DAT;MASC;PL
международна	mednarodne	международен	mednaroden	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
нобелова	nobelovo	нобелова	nobelov	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
нобелова	nobel	нобелова	nobeti	PROPN;INDF;FEM;SG	N;NOM;MASC;SG
прага	pragi	праг	praga	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
британска	britanci	британски	britanec	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
черни	črno	черен	črn	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
черни	črn	черен	črn	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
черни	črni	черен	črn	ADJ;INDF;PL	ADJ;NOM;MASC;SG
черни	črna	черен	črn	ADJ;INDF;PL	ADJ;NOM;FEM;SG
черни	črnci	черен	črnec	ADJ;INDF;PL	N;NOM;MASC;PL
процеси	preizkusi	процес	preizkus	N;INDF;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
директно	neposredni	директно	neposreden	ADV	ADJ;NOM;MASC;SG
директно	neposreden	директно	neposreden	ADV	ADJ;NOM;INDF;MASC;SG
директно	neposredna	директно	neposreden	ADV	ADJ;NOM;FEM;SG
директно	neposredne	директно	neposreden	ADV	ADJ;NOM;FEM;PL
личен	osebne	личен	oseben	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
личен	privat	личен	privati	ADJ;INDF;MASC;SG	
рудолф	rudolph	рудолф	rudolph	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рудолф	rudolf	рудолф	rudolf	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рудолф	rudolf	рудолф	rudolf	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
червено	rdeča	червено	rdeč	ADV	ADJ;NOM;FEM;SG
червено	rdeči	червено	rdeč	ADV	ADJ;NOM;DEF;MASC;SG
червено	rdeč	червено	rdeč	ADV	ADJ;NOM;INDF;MASC;SG
червено	rdeče	червено	rdeč	ADV	ADJ;NOM;NEUT;SG
червено	red	червено	red	ADV	N;NOM;MASC;SG
византийски	bizantinski	византийски	bizantinski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
приятели	friends	приятел	friends	N;INDF;MASC;PL	
външна	zunanji	външен	zunanji	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
външна	zunanji	външен	zunanji	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
външна	zunanje	външен	zunanji	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
представяне	predstavitve	представяне	predstavitev	N;INDF;NEUT;SG	N;NOM;FEM;PL
демократична	demokratične	демократичен	demokratičen	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
демократична	demokratično	демократичен	demokratično	ADJ;INDF;FEM;SG	ADV
херман	hermann	херман	hermann	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
херман	herman	херман	herman	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
херман	herrmann	херман	herrmann	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
останки	ostaja	останка	ostajati	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
пълна	full	пълен	full	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
пълна	polno	пълен	polno	ADJ;INDF;FEM;SG	ADV
пълна	polni	пълен	poln	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
различен	drugačni	различен	drugačen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
теодор	theodore	теодор	theodor	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
теодор	theodor	теодор	theodor	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
осъден	obsojena	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
осъден	obsojeni	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
осъден	obsojen	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
осъден	obsojeni	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
осъден	obsojen	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
осъден	obsojena	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
осъден	obsojeni	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
осъден	obsojen	осъдя	obsojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
уязвим	ranljive	уязвя	ranljiv	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
уязвим	ranljivi	уязвя	ranljiv	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
съдове	posodo	съд	posoda	N;INDF;MASC;PL	N;ACC;FEM;SG
съдове	posoda	съд	posoda	N;INDF;MASC;PL	N;NOM;FEM;SG
неделя	nedeljsko	неделя	nedeljsko	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
неделя	nedelje	неделя	nedelje	N;INDF;FEM;SG	N;NOM;FEM;PL
неделя	nedeljski	неделя	nedeljski	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
иначе	sicer	така	sicer	ADV	PART
спечели	zmaga	спечеля	zmaga	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG
спечели	zmago	спечеля	zmaga	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;FEM;SG
спечели	zmagali	спечеля	zmagati	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
годишно	letna	годишно	leten	ADV	ADJ;NOM;FEM;SG
годишно	letne	годишно	leten	ADV	ADJ;NOM;FEM;PL
годишно	letna	годишно	leten	ADV	ADJ;NOM;FEM;SG
годишно	letni	годишно	leten	ADV	ADJ;NOM;DEF;MASC;SG
дела	della	дело	delo	N;INDF;NEUT;PL	PROPN;NOM;MASC;SG
услуги	storitev	услуга	storitev	N;INDF;FEM;PL	N;NOM;FEM;SG
услуги	servis	услуга	servis	N;INDF;FEM;PL	N;NOM;MASC;SG
направен	narejena	направя-(се)	narejen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
направен	narejeni	направя-(се)	narejen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
направен	narejen	направя-(се)	narejen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
направен	narejeno	направя-(се)	narejen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
качеството	kakovostno	качество	kakovostno	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
граници	omeji	граница	omejiti	N;INDF;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
граници	meja	граница	meja	N;INDF;FEM;PL	N;NOM;FEM;SG
жертви	žrtvovanje	жертва	žrtvovanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
жертви	žrtev	жертва	žrtev	N;INDF;FEM;PL	N;NOM;FEM;SG
древна	starodavnih	древен	starodaven	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
древна	starodavne	древен	starodaven	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
опити	preizkusi	опит	preizkus	N;INDF;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
пада	slapovi	падам-(се)	slap	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
пада	falls	падам-(се)	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG
пада	pade	падам-(се)	pasti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
пада	padci	падам-(се)	padec	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
стивън	stephen	стивън	stephen	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
стивън	štefan	стивън	štefan	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
стивън	stephena	стивън	stephen	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
стивън	stevena	стивън	steven	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
стивън	steven	стивън	steven	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
местен	krajevna	местя-(се)	krajeven	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
местен	krajevni	местя-(се)	krajeven	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
местен	lokalni	местя-(се)	lokalen	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
местен	krajevno	местя-(се)	krajeven	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
местен	lokalno	местя-(се)	lokalen	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADV
перник	pernik	перник	pernik	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
махала	soseski	махала	soseski	N;INDF;FEM;SG	N;NOM;FEM;DU
музикална	muzikal	музикален	muzikal	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
североизточна	northeastern	североизточен	northeasterna	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
четвърти	četrtič	четвърти	četrtič	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
барабани	boben	барабам	boben	N;INDF;MASC;PL	N;NOM;MASC;SG
въоръжение	oborožitve	въоръжение	oborožitev	N;INDF;NEUT;SG	N;NOM;FEM;PL
определят	opredeli	определям-(се)	opredeliti	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
определят	opredeliti	определям-(се)	opredeliti	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN
мъж	samci	мъж	samec	N;INDF;MASC;SG	N;NOM;MASC;PL
мъж	moško	мъж	moški	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
мъж	moški	мъж	moški	N;INDF;MASC;SG	N;NOM;MASC;PL
мъж	moška	мъж	moški	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
мъж	moški	мъж	moški	N;INDF;MASC;SG	N;NOM;MASC;PL
въоръжена	oboroženi	въоръжа	oborožen	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
въоръжена	oborožena	въоръжа	oborožen	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
въоръжена	oborožen	въоръжа	oborožen	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
въоръжена	oborožene	въоръжа	oborožen	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
наши	najino	наш	najin	DET;INDF;PL;1	DET;NOM;FEM;SG;2
наши	najin	наш	najin	DET;INDF;PL;1	DET;NOM;MASC;SG;2
наши	najina	наш	najin	DET;INDF;PL;1	DET;NOM;FEM;SG;2
наши	naše	наш	naš	DET;INDF;PL;1	DET;NOM;NEUT;SG;1
баден	baden	баден	baden	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
казахстан	kazahstan	казахстан	kazahstan	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
трима	three	трима	three	NUM;INDF;PL	
реал	resničen	реал	resničen	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
реал	resnično	реал	resnično	PROPN;INDF;MASC;SG	ADV
реал	resnična	реал	resničen	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
реал	prava	реал	pravi	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
реал	realno	реал	realen	PROPN;INDF;MASC;SG	ADJ;NOM;NEUT;SG
избрани	izbrano	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
избрани	izbrani	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
избрани	izbrana	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
избрани	izbran	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
избрани	izbrano	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
избрани	izbranih	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
избрани	izbrani	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
избрани	izbrane	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
избрани	izbrana	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
избрани	izbran	избера	izbran	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
шотландия	škotske	шотландия	škotski	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
шотландия	škotski	шотландия	škotski	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
шотландия	škotsko	шотландия	škotski	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
шотландия	škotska	шотландия	škotski	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
смит	smith	смит	smit	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
освободен	sproščeno	освободя-(се)	sproščeno	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
освободен	izpuščeni	освободя-(се)	izpuščen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
освободен	izpuščen	освободя-(се)	izpuščen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
освободен	izpuščena	освободя-(се)	izpuščen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
освободен	osvobojen	освободя-(се)	osvobojen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
освободен	osvobodili	освободя-(се)	osvoboditi	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
пазарджик	odessa	пазарджик	odessa	N;INDF;MASC;SG	
допълнително	nadalje	допълнително	nadalje	ADV	
допълнително	nadaljnje	допълнително	nadaljnji	ADV	ADJ;NOM;NEUT;SG
допълнително	dodatna	допълнително	dodaten	ADV	ADJ;NOM;FEM;SG
допълнително	dodatni	допълнително	dodaten	ADV	ADJ;NOM;DEF;MASC;SG
допълнително	dodaten	допълнително	dodaten	ADV	ADJ;NOM;INDF;MASC;SG
допълнително	ekstra	допълнително	ekstra	ADV	
допълнително	extra	допълнително	extra	ADV	
уелс	wales	уелс	wales	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
уелс	wells	уелс	wells	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
свири	igraj	свиря	igraj	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
атанасов	atanasov	атанасов	atanas	PROPN;INDF;MASC;SG	N;GEN;MASC;PL
североизток	severovzhodno	североизток	severovzhoden	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
окончателно	končna	окончателно	končen	ADV	ADJ;NOM;FEM;SG
окончателно	končni	окончателно	končen	ADV	ADJ;NOM;DEF;MASC;SG
окончателно	dokončni	окончателно	dokončen	ADV	ADJ;NOM;MASC;SG
окончателно	dokončna	окончателно	dokončen	ADV	ADJ;NOM;FEM;SG
окончателно	dokončne	окончателно	dokončen	ADV	ADJ;NOM;FEM;PL
албрехт	albrecht	албрехт	albrecht	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
източен	vzhodni	източа-(се)	vzhoden	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
източен	vzhodna	източа-(се)	vzhoden	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
източен	vzhodno	източа-(се)	vzhoden	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADV
тежко	težka	тежко	težek	ADV	ADJ;NOM;FEM;SG
тежко	težki	тежко	težek	ADV	ADJ;NOM;MASC;PL
тежко	težke	тежко	težek	ADV	ADJ;NOM;FEM;PL
тежко	težko	тежко	težek	ADV	ADJ;NOM;NEUT;SG
следи	sledi	следя	slediti	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
ръководство	ročni	ръководство	ročen	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ръководство	ročna	ръководство	ročen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
ръководство	ročno	ръководство	ročen	N;INDF;NEUT;SG	ADV
събират	zbiranje	събирам-(се)	zbiranje	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;NEUT;SG
ефект	učinki	ефект	učinek	N;INDF;MASC;SG	N;NOM;MASC;PL
ефект	vplivi	ефект	vpliv	N;INDF;MASC;SG	N;NOM;MASC;PL
криза	krize	криза	kriza	N;INDF;FEM;SG	N;NOM;FEM;PL
основано	ustanovljena	основа	ustanovljen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
основано	ustanovljeno	основа	ustanovljen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
основано	ustanovljen	основа	ustanovljen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
основано	osnovana	основа	osnovan	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
клон	vejo	клон	vedeti	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
принуден	prisiljeni	принудя-(се)	prisiljen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
принуден	prisiljen	принудя-(се)	prisiljen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
принуден	prisiljena	принудя-(се)	prisiljen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
принуден	prisilno	принудя-(се)	prisilno	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADV
трето	tretje	трето	tretji	ADV	ADJ;NOM;NEUT;SG
трето	tretji	трето	tretji	ADV	ADJ;NOM;MASC;SG
трето	tretja	трето	tretji	ADV	ADJ;NOM;FEM;SG
ранни	zgodnje	ранна	zgodnji	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
ранни	zgodnja	ранна	zgodnja	ADJ;INDF;PL	ADJ;NOM;FEM;SG
ранни	zgodnji	ранна	zgodnji	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
ранни	zgodaj	ранна	zgodaj	ADJ;INDF;PL	ADV
истанбул	istanbulu	истанбул	istanbulel	N;INDF;MASC;SG	PROPN;DAT;MASC;SG
истанбул	istanbul	истанбул	istanbul	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
съдържат	vsebuje	съдържам-(се)	vsebovati	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
сергей	sergej	сергей	sergej	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
сергей	sergej	сергей	sergej	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
качване	naloži	качване	nalož	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
мала	mala	мала	mali	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
опера	opere	опера	oprati	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
изграждане	zgradi	изграждане	zgraditi	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
изграждане	zgraditi	изграждане	zgraditi	N;INDF;NEUT;SG	V;PFV;NFIN
изграждане	zgradil	изграждане	zgraditi	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
социални	socialno	социален	socialen	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
социални	družabni	социален	družaben	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
социални	družabno	социален	družabno	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
социални	socialna	социален	socialen	ADJ;INDF;PL	ADJ;NOM;FEM;SG
социални	družbena	социален	družben	ADJ;INDF;PL	ADJ;NOM;FEM;SG
бяло	bel	бял	bel	ADV	N;NOM;MASC;SG
бяло	bela	бял	bel	ADV	ADJ;NOM;FEM;SG
бяло	beli	бял	bel	ADV	ADJ;NOM;DEF;MASC;SG
бяло	bele	бял	bel	ADV	ADJ;NOM;FEM;PL
професионален	profesionalno	професионален	profesionalen	ADJ;INDF;MASC;SG	ADV
професионален	strokovno	професионален	strokovno	ADJ;INDF;MASC;SG	ADV
професионален	poklicne	професионален	poklicen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
професионални	profesionalno	професионален	profesionalen	ADJ;INDF;PL	ADV
професионални	strokovna	професионален	strokoven	ADJ;INDF;PL	ADJ;NOM;FEM;SG
професионални	strokovno	професионален	strokovno	ADJ;INDF;PL	ADV
професионални	poklicna	професионален	poklicen	ADJ;INDF;PL	ADJ;NOM;FEM;SG
професионални	strokovni	професионален	strokoven	ADJ;INDF;PL	ADJ;NOM;MASC;SG
почетен	častni	почетен	časten	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
почетен	častna	почетен	časten	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
почетен	počaščen	почетен	počaščen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
почетен	počaščena	почетен	počaščen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
цял	cele	цял	cel	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
югоизток	jugovzhodno	югоизток	jugovzhoden	N;INDF;MASC;SG	ADV
югоизток	jugovzhodni	югоизток	jugovzhoden	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
направени	narejena	направя-(се)	narejen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
направени	narejeni	направя-(се)	narejen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
направени	narejen	направя-(се)	narejen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
направени	narejeno	направя-(се)	narejen	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
съпруг	zakonca	съпруг	zakonec	N;INDF;MASC;SG	N;NOM;MASC;DU
молдова	moldavija	молдова	moldavija	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
молдова	moldavijo	молдова	moldavija	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
юнайтед	združeni	юнайтед	združen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
юнайтед	združena	юнайтед	združen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
юнайтед	združene	юнайтед	združen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
юнайтед	united	юнайтед	united	N;INDF;MASC;SG	
юнайтед	združeno	юнайтед	združen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
научен	znanstvene	научен	znanstven	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
храни	hrano	храна	hrana	N;INDF;FEM;PL	N;ACC;FEM;SG
храни	hrana	храна	hrana	N;INDF;FEM;PL	N;NOM;FEM;SG
храни	krma	храна	krma	N;INDF;FEM;PL	N;NOM;FEM;SG
храни	krmo	храна	krma	N;INDF;FEM;PL	N;ACC;FEM;SG
пощенски	poštnih	пощенски	pošten	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
кения	keniji	кен	kenija	PROPN;INDF;FEM;SG	N;DAT;FEM;SG
познат	znana	познат	znan	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
познат	znane	познат	znan	N;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
познат	znan	познат	znan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
познат	znani	познат	znan	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
