relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
kovy	kovinska	kova	kovinski	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;SG
kovy	kovina	kova	kovina	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
kovy	kovinsko	kova	kovinski	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG
kovy	kovinski	kova	kovinski	N;INAN;NOM;MASC;PL	ADJ;NOM;MASC;SG
hamburg	hamburg	hamburg	hamburg	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
oslobodenie	izjeme	oslobodenie	izjema	N;NOM;NEUT;SG	N;NOM;FEM;PL
oslobodenie	osvoboditve	oslobodenie	osvoboditev	N;NOM;NEUT;SG	N;NOM;FEM;PL
mag	nabojnik	mag	nabojnik		N;NOM;MASC;SG
mag	mag	mag	maga		PROPN;NOM;MASC;SG
bobby	bobby	bobba	bobby	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
náhodou	ponesreči	náhodou	ponesreči	PART	V;PFV;IND;SG;3;PRS;FIN
napísali	pisno	napísať	pisno	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADV
napísali	napisano	napísať	napisan	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
napísali	napisana	napísať	napisan	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
napísali	pisna	napísať	pisen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG
napísali	zapisano	napísať	zapisan	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
napísali	napisal	napísať	napisati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
napísali	pisal	napísať	pisati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
napísali	napisala	napísať	napisati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
napísali	zapisal	napísať	zapisati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
nadácie	temelje	nadácia	temelj	N;NOM;FEM;PL	N;ACC;MASC;PL
nadácie	temelji	nadácia	temeljiti	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
kolektív	kolektivna	kolektie	kolektiven	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
kolektív	kolektivno	kolektie	kolektiven	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
philippe	philippe	philippa	philippa	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ľad	ice	ľad	ice	N;INAN;NOM;MASC;SG	
ľad	ledom	ľad	led	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
lese	gozdovi	les	gozd	N;INAN;ESS;MASC;SG	N;NOM;MASC;PL
lese	gozda	les	gozd	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
lese	woods	les	woods	N;INAN;ESS;MASC;SG	PROPN;NOM;MASC;SG
lese	gozd	les	gozd	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
mostov	mostove	most	mostov	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
mostov	mostovi	most	mostov	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
jadrovej	jedrska	jadrový	jedrski	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
jadrovej	jedrski	jadrový	jedrski	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
výraznejšie	ostrejši	výrazne	oster	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
jay	jay	jay	jay	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
podobnú	podobni	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;NOM;MASC;PL
podobnú	podoben	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
podobnú	podobna	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;SG
podobnú	podobne	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;PL
podobnú	podobnih	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;GEN;MASC;PL
podobnú	podobno	podobný	podoben	ADJ;ACC;FEM;SG	ADJ;NOM;NEUT;SG
teórií	teorije	teória	teorija	N;GEN;FEM;PL	N;NOM;FEM;PL
čou	zhou	čo	zhou	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
záhreb	zagreb	záhreb	zagreba	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
sľuby	obljub	sľub	obljuba	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
sľuby	zaobljuba	sľub	zaobljuba	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
vertebrata	vertebrata	vertebrat	vertebrat	N;ANIM;NOM;MASC;SG	V;IPFV;IND;DU;3;PRS;FIN
umiestnenia	postavitev	umiestnenie	postavitev	N;NOM;NEUT;PL	N;NOM;FEM;SG
umiestnenia	lokacij	umiestnenie	lokacija	N;NOM;NEUT;PL	N;GEN;FEM;PL
umiestnenia	lokacija	umiestnenie	lokacija	N;NOM;NEUT;PL	N;NOM;FEM;SG
umiestnenia	lokacijo	umiestnenie	lokacija	N;NOM;NEUT;PL	N;ACC;FEM;SG
formátu	oblika	formát	oblika	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
formátu	format	formát	format	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
záhrade	garden	záhrada	garden	N;DAT;FEM;SG	
záhrade	vrt	záhrada	vrt	N;DAT;FEM;SG	N;NOM;MASC;SG
záujmov	interesi	záujem	interes	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
derby	derbi	derba	derbi	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
teréne	teren	terén	teren	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
zubov	zobe	zub	zob	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
zubov	zobje	zub	zob	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
bela	bela	belo	bel	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
vlakov	vlaki	vlak	vlak	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
vlakov	vlake	vlak	vlak	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
castle	castle	castľa	castla	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
castle	grad	castľa	grad	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
castle	dvorec	castľa	dvorec	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
väzba	zavezujoča	väzba	zavezujoč	N;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
väzba	vezave	väzba	vezava	N;NOM;FEM;SG	N;NOM;FEM;PL
väzba	zavezujoče	väzba	zavezujoč	N;NOM;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
väzba	druženja	väzba	druženje	N;NOM;FEM;SG	N;GEN;NEUT;SG
väzba	bond	väzba	bond	N;NOM;FEM;SG	
tradícia	tradicije	tradícia	tradicija	N;NOM;FEM;SG	N;NOM;FEM;PL
tradícia	tradicijo	tradícia	tradicija	N;NOM;FEM;SG	N;ACC;FEM;SG
nástupcu	naslednica	nástupca	naslednica	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
nástupcu	naslednik	nástupca	naslednik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
aktuálny	tok	aktuálny	tok	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
katalóg	kataloga	katalóg	kataloga	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
nelson	nelson	nelson	nelson	PROPN;ANIM;NOM;MASC;SG	
rastú	gojil	rastý	gojiti	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;MASC;SG;V.PTCP
rastú	zrasti	rastý	zrasti	V;IPFV;IND;PL;3;POS;PRS;FIN	V;PFV;NFIN
výklad	razlago	výklad	razlaga	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
znamenal	mišljeno	znamenať	mišljen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
výzbroje	oborožitev	výzbroj	oborožitev	N;GEN;FEM;SG	N;NOM;FEM;SG
pozemné	kopenske	pozemný	kopenski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
pozemné	kopenskih	pozemný	kopenski	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
pozemné	tla	pozemný	tla	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
pozemné	tleh	pozemný	tla	ADJ;NOM;NEUT;SG	N;ESS;NEUT;PL
ondřejov	ondřejov	ondřej	ondej	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;PL
pohľady	ogledov	pohľad	ogled	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
cestná	pot	cestný	pot	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
cestná	cesta	cestný	cesta	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
zásah	vmešavanja	zásah	vmešavanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
zásah	motnje	zásah	motnja	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
zásah	intervencijo	zásah	intervencija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
zásah	intervencije	zásah	intervencija	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
warner	warner	warner	warner		
zdravotné	zdravje	zdravotný	zdravje	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zdravotné	zdravja	zdravotný	zdravje	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
chybu	pomota	chyba	pomot	N;ACC;FEM;SG	N;NOM;FEM;SG
založiť	baza	založiť	baza	V;PFV;POS;NFIN	N;NOM;FEM;SG
založiť	osnova	založiť	osnova	V;PFV;POS;NFIN	N;NOM;FEM;SG
založiť	oporišče	založiť	oporišče	V;PFV;POS;NFIN	N;NOM;NEUT;SG
jules	jules	jules	jules	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
komédia	komedijo	komédium	komedija	N;NOM;FEM;SG	N;ACC;FEM;SG
kresťanov	kristjani	kresťan	kristjan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
kresťanov	kristjanov	kresťan	kristjan	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
angel	angelček	angel	angelček	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
angel	angel	angel	angel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
továrne	tovarn	továrne	tovarna	ADV	N;GEN;FEM;PL
továrne	tovarne	továrne	tovarna	ADV	N;NOM;FEM;PL
litva	litva	litvo	litev	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
litva	litvo	litvo	litev	N;INAN;NOM;MASC;SG	PROPN;ACC;FEM;SG
zavraždený	umorili	zavraždený	umoriti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
zavraždený	umorjeni	zavraždený	umorjen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
phil	phil	phila	phiti	PROPN;ANIM;NOM;MASC;SG	
rob	rob	rob	rob	PROPN;ANIM;VOC;MASC;SG	N;NOM;MASC;SG
zastúpené	zastopane	zastúpený	zastopan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
zastúpené	zastopani	zastúpený	zastopan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
zastúpené	predstavljal	zastúpený	predstavljati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;V.PTCP
ponúkol	ponujena	ponúknuť	ponujen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ponúkol	ponujenih	ponúknuť	ponujen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
ponúkol	ponujene	ponúknuť	ponujen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ponúkol	ponujeni	ponúknuť	ponujen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
ponúkol	ponujeno	ponúknuť	ponujen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
presun	premiki	presun	premik	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
presun	gibanja	presun	gibanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
carter	carter	carter	carter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
carter	carterjeva	carter	carterjev	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
poistenie	zavarovanja	poistenie	zavarovanje	N;NOM;NEUT;SG	N;NOM;NEUT;PL
finančne	finančno	finančne	finančen	ADV	ADJ;NOM;NEUT;SG
zmazať	izbris	zmazať	izbris	V;PFV;POS;NFIN	N;NOM;MASC;SG
zmazať	brisanje	zmazať	brisanje	V;PFV;POS;NFIN	N;NOM;NEUT;SG
bohatý	bogato	bohatý	bogato	ADJ;ANIM;NOM;MASC;SG	ADV
bohatý	bogati	bohatý	bogat	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
bohatý	rich	bohatý	rich	ADJ;ANIM;NOM;MASC;SG	
erich	erich	erich	erich	PROPN;ANIM;NOM;MASC;SG	
suchá	suha	sucho	suh	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
suchá	suhi	sucho	suh	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
suchá	suhe	sucho	suh	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
suchá	posuši	sucho	posušiti	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
suchá	suho	sucho	suh	N;NOM;FEM;SG	ADV
poddruh	podvrste	poddruh	podvrsti	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
slnečná	sončne	slnečný	sončen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
infraštruktúra	infrastrukturo	infraštruktúra	infrastruktura	N;NOM;FEM;SG	N;ACC;FEM;SG
svetom	svet	svet	svet	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
svetom	svetovna	svet	svetoven	N;INAN;INS;MASC;SG	ADJ;NOM;FEM;SG
svetom	svetovno	svet	svetoven	N;INAN;INS;MASC;SG	ADJ;NOM;NEUT;SG
svetom	world	svet	world	N;INAN;INS;MASC;SG	
nahrávanie	naloži	nahrávanie	nalož	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
čítať	branje	čítať	branje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
čítať	preberite	čítať	prebrati	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN
čítať	preberi	čítať	prebrr	V;IPFV;POS;NFIN	N;NOM;MASC;SG
záchranu	reševalna	záchrana	reševalen	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
záchranu	reševanje	záchrana	reševanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
wood	les	wood	les	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
wood	wood	wood	wood	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
wood	lesena	wood	lesen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
wood	lesa	wood	les	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
wood	lesni	wood	lesen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
wood	leseno	wood	lesen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kabíny	kabin	kabína	kabin	N;NOM;FEM;PL	N;GEN;FEM;PL
dutiny	sinuse	dutina	sinus	N;NOM;FEM;PL	N;ACC;MASC;PL
portálu	portal	portál	portati	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
orientačné	okvirne	orientačný	okviren	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
orientačné	okvirno	orientačný	okviren	ADJ;NOM;NEUT;SG	ADV
vyvinuli	razvil	vyvinúť	razviti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vyvinuli	razvila	vyvinúť	razviti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
skutočné	resnično	skutočný	resnično	ADJ;NOM;NEUT;SG	ADV
skutočné	pristno	skutočný	pristen	ADJ;NOM;NEUT;SG	ADV
skutočné	dejanske	skutočný	dejanski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
návštevy	obiskovalce	návšteva	obiskovalec	N;NOM;FEM;PL	N;ACC;MASC;PL
návštevy	obisk	návšteva	obisk	N;NOM;FEM;PL	N;NOM;MASC;SG
návštevy	obiščite	návšteva	obiščiti	N;NOM;FEM;PL	V;PFV;IMP;PL;2;FIN
návštevy	obiske	návšteva	obisk	N;NOM;FEM;PL	N;ACC;MASC;PL
návštevy	obiskov	návšteva	obisk	N;NOM;FEM;PL	N;GEN;MASC;PL
odborov	sindikati	odbor	sindikat	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
štvrté	četrtič	štvrť	četrtič	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
jonas	jonas	jonas	jonas	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
barry	barry	barra	barry	N;NOM;FEM;SG	
licencie	licenc	licencia	licenca	N;NOM;FEM;PL	N;GEN;FEM;PL
licencie	dovoljenje	licencia	dovoljenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
licencie	licenco	licencia	licenca	N;NOM;FEM;PL	N;ACC;FEM;SG
licencie	licenca	licencia	licenca	N;NOM;FEM;PL	N;NOM;FEM;SG
licencie	licenciranje	licencia	licenciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
nákladu	tovor	náklad	tovor	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
budovať	zgradi	budovať	zgraditi	V;IPFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
budovať	zgraditi	budovať	zgraditi	V;IPFV;POS;NFIN	V;PFV;NFIN
budovať	zgradil	budovať	zgraditi	V;IPFV;POS;NFIN	V;PFV;MASC;SG;V.PTCP
hlboké	globoko	hlboký	globoko	ADJ;NOM;NEUT;SG	ADV
odhad	ocenjeno	odhad	ocenjen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
odhad	ocenjen	odhad	ocenjen	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
odhad	ocenjeni	odhad	ocenjen	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
odhad	ocenjena	odhad	ocenjen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
vojnový	vojno	vojnový	vojna	ADJ;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
vojnový	vojne	vojnový	vojna	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
vojnový	vojna	vojnový	vojna	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
koalície	koalicijo	koalícia	koalicija	N;NOM;FEM;PL	N;ACC;FEM;SG
briti	britanski	brit	britanski	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
briti	britansko	brit	britanski	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
čínske	kitajske	čínsky	kitajski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
čínske	kitajci	čínsky	kitajec	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
mama	mamo	mama	mama	N;NOM;FEM;SG	N;ACC;FEM;SG
mama	mamo	mama	mama	N;NOM;FEM;SG	N;ACC;FEM;SG
zisku	dobiček	ziska	dobiček	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
zaznamenané	zabeleži	zaznamenaný	zabelež	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PRS;FIN
prepustený	izpuščeni	prepustený	izpuščen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
centrálne	osrednje	centrálne	osrednji	ADV	ADJ;NOM;NEUT;SG
centrálne	centralne	centrálne	centralen	ADV	ADJ;NOM;FEM;PL
centrálne	centralno	centrálne	centralno	ADV	ADJ;NOM;NEUT;SG
centrálne	osrednji	centrálne	osrednji	ADV	ADJ;NOM;DEF;MASC;SG
centrálne	centralni	centrálne	centralen	ADV	ADJ;NOM;DEF;MASC;SG
centrálne	centralno	centrálne	centralno	ADV	ADJ;NOM;NEUT;SG
porážku	poraz	porážka	poraz	N;ACC;FEM;SG	N;NOM;MASC;SG
porážku	porazi	porážka	poraz	N;ACC;FEM;SG	N;NOM;MASC;PL
budúci	naslednji	budúci	naslednji	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
budúci	naslednja	budúci	naslednji	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
harvard	harvardu	harvard	harvard	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
olympic	olimpijski	olympica	olimpijski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
olympic	olympic	olympica	olympica	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nepriateľov	sovražniki	nepriateľ	sovražnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
nepriateľov	sovražnikov	nepriateľ	sovražnikov	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
priatelia	prijateljev	priateľ	prijatelj	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
priatelia	friends	priateľ	friends	N;ANIM;NOM;MASC;PL	
priatelia	prijatelje	priateľ	prijatelj	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
verše	kitic	verš	kitica	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
socialistická	socialdemokratov	socialistický	socialdemokrat	ADJ;NOM;FEM;SG	N;GEN;MASC;PL
prince	princa	princť	princ	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
prince	prince	princť	prince	PROPN;ANIM;NOM;MASC;SG	
prince	knez	princť	knez	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prince	princ	princť	princ	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vrtuľníky	helikopterje	vrtuľník	helikopter	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
cook	kuhar	cook	kuhara	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
cook	cook	cook	cook	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
cook	kuharica	cook	kuharica	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
charlotte	charlotte	charlotie	charlott	N;NOM;FEM;PL	PROPN;NOM;FEM;SG
veciach	zadeve	vec	zadeva	N;GEN;FEM;PL	N;NOM;FEM;PL
chemicky	kemično	chemicky	kemično	ADV	ADJ;NOM;NEUT;SG
chemicky	kemijsko	chemicky	kemijski	ADV	ADJ;NOM;NEUT;SG
matthew	matthew	matthew	matthew	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
matthew	matej	matthew	matej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
emanuel	emanuel	emanuel	emanuel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
oskar	oscar	oskar	oscar	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
oskar	oskarja	oskar	oskar	N;ANIM;NOM;MASC;SG	N;NOM;MASC;DU
predstavenie	uspešnosti	predstavenie	uspešnost	N;NOM;NEUT;SG	N;GEN;FEM;SG
predstavenie	pokaži	predstavenie	pokaža	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
predstavenie	prikaži	predstavenie	prikažati	N;NOM;NEUT;SG	
predstavenie	oddaja	predstavenie	oddajati	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
vraždy	umor	vražda	umor	N;NOM;FEM;PL	N;NOM;MASC;SG
vraždy	umori	vražda	umor	N;NOM;FEM;PL	N;NOM;MASC;SG
vraždy	umor	vražda	umor	N;NOM;FEM;PL	N;NOM;MASC;SG
vraždy	umorov	vražda	umor	N;NOM;FEM;PL	N;GEN;MASC;PL
vraždy	umori	vražda	umor	N;NOM;FEM;PL	N;NOM;MASC;SG
podvozok	šasije	podvozok	šasija	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
zavedená	uvedeni	zavedený	uveden	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
zavedená	uvedene	zavedený	uveden	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
lisa	lisa	lis	lisa	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
lisa	liso	lis	lisa	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
premenné	spremenljivka	premenný	spremenljivka	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
premenné	spremenljivke	premenný	spremenljivka	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
fred	fred	fred	fred	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
adrian	adrian	adrian	adrian	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dvořák	dvořák	dvořák	dvořák	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
štandardy	standarde	štandard	standard	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
planéte	planet	planéta	planet	N;DAT;FEM;SG	N;NOM;MASC;SG
planéte	planeta	planéta	planet	N;DAT;FEM;SG	N;NOM;MASC;SG
čisté	neto	čistý	neto	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
čisté	net	čistý	net	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
čisté	čist	čistý	čist	ADJ;NOM;NEUT;SG	
čisté	cist	čistý	cist	ADJ;NOM;NEUT;SG	
čisté	čist	čistý	čist	ADJ;NOM;NEUT;SG	
súbežne	vzporedni	súbežne	vzporeden	ADV	ADJ;NOM;MASC;SG
súbežne	vzporedna	súbežne	vzporeden	ADV	ADJ;NOM;FEM;SG
alois	alois	alois	alois	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
súkromný	privat	súkromný	privati	ADJ;ANIM;NOM;MASC;SG	
súkromný	zasebnega	súkromný	zaseben	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;NEUT;SG
scaleminor	scaleminor	scaleminor	scaleminor	ADV	N;NOM;MASC;SG
plody	sadje	plod	sadje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
plody	sadje	plod	sadje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
fórum	forumih	fórum	forum	N;NOM;NEUT;SG	N;ESS;MASC;PL
pestovanie	raste	pestovanie	rasti	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
pestovanie	rastoče	pestovanie	rastoč	N;NOM;NEUT;SG	
