til	pour	til	pour	ADV	ADP
historiske	historique	historisk	historique	ADJ;PL	ADJ;MASC;SG
guld	doré	guld	dorer	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
guld	or	guld	or	N;INDF;NEUT;SG	CONJ
guld	gold	guld	gold	N;INDF;NEUT;SG	
visse	certain	vis	certain	ADJ;PL	ADJ;MASC;SG
visse	certaine	vis	certain	ADJ;PL	ADJ;FEM;SG
visse	certaines	vis	certain	ADJ;PL	PRO;FEM;PL
måneder	mois	måned	mois	N;INDF;MASC+FEM;PL	N;MASC;SG
måneder	mois	måned	mois	N;INDF;MASC+FEM;PL	N;MASC;SG
styrke	renforcer	styrke	renforcer	N;INDF;MASC+FEM;SG	V;NFIN
optaget	absorbés	optage	absorber	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
optaget	occupés	optage	occuper	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
optaget	occupées	optage	occuper	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
optaget	occupés	optage	occuper	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
optaget	enregistrées	optage	enregistrer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
optaget	enregistrés	optage	enregistrer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sæsonen	saisons	sæson	saison	N;DEF;MASC+FEM;SG	N;FEM;PL
ansat	salarié	ansætte	salarié	V;INDF;SG;PST;V.PTCP	N;MASC;SG
ansat	travailleur	ansætte	travailleur	V;INDF;SG;PST;V.PTCP	N;MASC;SG
ansat	engagés	ansætte	engager	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ansat	embauchés	ansætte	embaucher	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sommer	eté	sommer	être	N;INDF;MASC+FEM;SG	PROPN
sommer	été	sommer	être	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
sommer	sommer	sommer	sommer	N;INDF;MASC+FEM;SG	V;NFIN
van	camionnette	van	camionnette		N;FEM;SG
van	fourgonnette	van	fourgonnette		N;FEM;SG
van	fourgon	van	fourgon		N;MASC;SG
van	van	van	van		PROPN
fortsat	continuer	fortsat	continuer	ADV	V;NFIN
fortsat	continue	fortsat	continu	ADV	ADJ;FEM;SG
fortsat	continué	fortsat	continuer	ADV	V;MASC;SG;PST;V.PTCP
rom	rome	rom	rome	PROPN	PROPN
rom	rhum	rom	rhum	PROPN	N;MASC;SG
århus	århus	århus	århus	PROPN	PROPN
århus	århus	århus	århus	PROPN	PROPN
århus	aarhus	århus	aarhus	PROPN	PROPN
finland	finlande	finland	finlande		ADJ;FEM;SG
placeret	placés	placere	placer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
placeret	placées	placere	placer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
placeret	positionnés	placere	positionner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
placeret	situés	placere	situer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hvorfor	why	hvorfor	why	ADV	
maria	marie	maria	marier		N;FEM;SG
maria	mary	maria	mary		PROPN
maria	myriam	maria	myriam		PROPN
maria	maría	maria	maría		PROPN
maria	marie	maria	marier		N;FEM;SG
maria	maria	maria	maria		PROPN
gerne	comme	gerne	comme	ADV	ADP
gerne	aime	gerne	aimer	ADV	V;IND;SG;3;PRS;FIN
gerne	aiment	gerne	aimer	ADV	V;IND;PL;3;PRS;FIN
gerne	genre	gerne	genre	ADV	N;MASC;SG
gerne	aimez	gerne	aimer	ADV	V;IMP;PL;2;PRS;FIN
roman	romain	roman	romain	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
roman	romaine	roman	romain	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
roman	romaines	roman	romain	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
roman	romains	roman	romain	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
fald	diminuer	fald	diminuer	N;INDF;NEUT;SG	V;NFIN
fald	réduire	fald	réduire	N;INDF;NEUT;SG	V;NFIN
fald	tomber	fald	tomber	N;INDF;NEUT;SG	V;NFIN
fald	fall	fald	fall	N;INDF;NEUT;SG	INTJ
begravet	enterrés	begrave	enterrer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
svg	svg	svg	svg		N;MASC;SG
regeringen	gouvernements	regering	gouvernement	N;DEF;MASC+FEM;SG	N;MASC;PL
særligt	spéciales	særligt	spécial	ADV	ADJ;FEM;PL
særligt	spécial	særligt	spécial	ADV	ADJ;MASC;SG
særligt	spéciaux	særligt	spécial	ADV	ADJ;MASC;PL
særligt	spéciale	særligt	spécial	ADV	ADJ;FEM;SG
jun	juin	jun	juin		N;MASC;SG
jun	jun	jun	jun		PROPN
tour	visite	tour	visite		N;FEM;SG
tour	tour	tour	tour		N;MASC;SG
tour	tournée	tour	tourner		V;FEM;SG;PST;V.PTCP
jul	noël	jul	noël	N;INDF;MASC+FEM;SG	PROPN
ole	ole	ole	ole	PROPN	PROPN
lignende	similaires	ligne	similaire	V;PRS;V.PTCP	ADJ;MASC;PL
lignende	similaire	ligne	similaire	V;PRS;V.PTCP	ADJ;MASC;SG
lignende	semblables	ligne	semblable	V;PRS;V.PTCP	ADJ;MASC;PL
lignende	analogue	ligne	analogue	V;PRS;V.PTCP	ADJ;MASC;SG
lignende	semblable	ligne	semblable	V;PRS;V.PTCP	ADJ;MASC;SG
radio	radiophonique	radio	radiophonique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
holland	hollande	holland	hollande		N;MASC;SG
holland	hollande	holland	hollande		N;MASC;SG
information	informations	information	information	N;INDF;MASC+FEM;SG	N;FEM;PL
information	infos	information	info	N;INDF;MASC+FEM;SG	N;FEM;PL
information	renseignements	information	renseignement	N;INDF;MASC+FEM;SG	N;MASC;PL
befolkning	populations	befolkning	population	N;INDF;MASC+FEM;SG	N;FEM;PL
officielt	fonctionnaire	officielt	fonctionnaire	ADV	N;MASC;SG
officielt	officielles	officielt	officiel	ADV	ADJ;FEM;PL
officielt	officiels	officielt	officiel	ADV	ADJ;MASC;PL
officielt	officielle	officielt	officiel	ADV	ADJ;FEM;SG
officielt	officiel	officielt	officiel	ADV	ADJ;MASC;SG
finalen	finals	finale	final	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
finalen	finales	finale	finale	N;DEF;MASC+FEM;SG	ADJ;FEM;PL
snart	bientot	snart	bientot	ADV	INTJ
roskilde	roskilde	roskilde	roskilde	N;INDF;MASC+FEM;SG	PROPN
politik	politiques	politik	politique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
politik	politique	politik	politique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
politik	politiques	politik	politique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
politik	politique	politik	politique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
politik	politiques	politik	politique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
hvem	qui	hvem	qui	PRO;MASC+FEM	PRO
hvem	oms	hvem	om	PRO;MASC+FEM	N;MASC;SG
hvem	who	hvem	who	PRO;MASC+FEM	PROPN
opkaldt	nommés	opkalde	nommer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
offentlige	public	offentlig	public	ADJ;PL	ADJ;MASC;SG
offentlige	publique	offentlig	public	ADJ;PL	ADJ;FEM;SG
høje	élevée	høj	élever	ADJ;PL	V;FEM;SG;PST;V.PTCP
høje	haut	høj	haut	ADJ;PL	ADJ;MASC;SG
høje	haute	høj	haut	ADJ;PL	ADJ;FEM;SG
høje	élevé	høj	élevé	ADJ;PL	ADJ;MASC;SG
høje	tall	høj	tall	ADJ;PL	PROPN
vinder	victoire	vinde	victoire	V;IND;PRS;FIN;ACT	N;FEM;SG
vinder	gagnez	vinde	gagner	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
vinder	vainqueur	vinde	vainqueur	V;IND;PRS;FIN;ACT	N;MASC;SG
vinder	gagnants	vinde	gagnant	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
vinder	gagnante	vinde	gagnant	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
vinder	lauréat	vinde	lauréat	V;IND;PRS;FIN;ACT	N;MASC;SG
vinder	gagnante	vinde	gagnant	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
vinder	victoires	vinde	victoire	V;IND;PRS;FIN;ACT	N;FEM;PL
die	die	die	der		
die	crève	die	crever		V;IND;SG;3;PRS;FIN
die	mourir	die	mourir		V;NFIN
die	meurs	die	meur		INTJ
længde	longueurs	længde	longueur	N;INDF;MASC+FEM;SG	N;FEM;PL
lever	hépatique	leve	hépatique	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
lever	foies	leve	foie	V;IND;PRS;FIN;ACT	N;MASC;PL
lever	foie	leve	foie	V;IND;PRS;FIN;ACT	N;MASC;SG
lever	hépatiques	leve	hépatique	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
lever	foies	leve	foie	V;IND;PRS;FIN;ACT	N;MASC;PL
single	célibataire	single	célibataire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
single	unique	single	unique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
single	célibataires	single	célibataire	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
richard	richard	richard	richard		PROPN
økonomiske	économique	økonomisk	économique	ADJ;PL	ADJ;MASC;SG
økonomiske	economique	økonomisk	economique	ADJ;PL	ADJ;MASC;SG
point	points	point	point	N;INDF;NEUT;SG	N;MASC;PL
hvilken	lesquels	hvilken	lequel	PRO;MASC+FEM;SG	PRO;MASC;PL
hvilken	laquelle	hvilken	lequel	PRO;MASC+FEM;SG	PRO;FEM;SG
hvilken	lequel	hvilken	lequel	PRO;MASC+FEM;SG	PRO;MASC;SG
manuskript	manuscrits	manuskript	manuscrit	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
japanske	japonais	japansk	japonais	ADJ;PL	ADJ;MASC;SG
japanske	japonaise	japansk	japonais	ADJ;PL	ADJ;FEM;SG
følger	suivantes	følge	suivant	V;IND;PRS;FIN;ACT	ADJ;FEM;PL
følger	suivez	følge	suivre	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
følger	suivi	følge	suivre	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
følger	adepte	følge	adepte	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
følger	disciple	følge	disciple	V;IND;PRS;FIN;ACT	N;MASC;SG
følger	abonné	følge	abonné	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
frederiksberg	frederiksberg	frederiksberg	frederiksberg	N;INDF;NEUT;SG	PROPN
virksomhed	activités	virksomhed	activité	N;INDF;MASC+FEM;SG	N;FEM;PL
virksomhed	entreprise	virksomhed	entreprendre	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
virksomhed	affaires	virksomhed	affaire	N;INDF;MASC+FEM;SG	N;FEM;PL
virksomhed	entreprise	virksomhed	entreprendre	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
virksomhed	entreprises	virksomhed	entreprise	N;INDF;MASC+FEM;SG	N;FEM;PL
virksomhed	entreprise	virksomhed	entreprendre	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
uddannet	éduqués	uddanne	éduquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
uddannet	formés	uddanne	former	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udnævnt	désignés	udnævne	désigner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udnævnt	nommés	udnævne	nommer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udnævnt	désignés	udnævne	désigner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bestemt	déterminées	bestemt	déterminer	ADV	V;FEM;PL;PST;V.PTCP
bestemt	déterminée	bestemt	déterminer	ADV	V;FEM;SG;PST;V.PTCP
bestemt	déterminés	bestemt	déterminer	ADV	V;MASC;PL;PST;V.PTCP
bestemt	déterminé	bestemt	déterminer	ADV	V;MASC;SG;PST;V.PTCP
ellers	sinon	ellers	sinon	ADV	CONJ
nationale	national	national	national	ADJ;PL	ADJ;MASC;SG
nationale	nationale	national	national	ADJ;PL	ADJ;FEM;SG
søren	søren	søren	søren	N;DEF;MASC+FEM;SG	PROPN
søren	soren	søren	soren	N;DEF;MASC+FEM;SG	PROPN
slesvig	schleswig	slesvig	schleswig		N;MASC;SG
anvendt	appliqués	anvende	appliquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
anvendt	utilisées	anvende	utiliser	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
anvendt	utilisés	anvende	utiliser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
spil	jeux	spil	jeu	N;INDF;NEUT;SG	N;MASC;PL
spil	jouer	spil	jouer	N;INDF;NEUT;SG	V;NFIN
spil	jouez	spil	jouer	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
almindelige	commune	almindelig	commune	ADJ;PL	N;FEM;SG
almindelige	fréquent	almindelig	fréquent	ADJ;PL	ADJ;MASC;SG
almindelige	commun	almindelig	commun	ADJ;PL	ADJ;MASC;SG
anne	anne	anne	anne		N;FEM;SG
møller	fraises	mølle	fraise	N;INDF;MASC+FEM;SG	N;FEM;PL
møller	mills	mølle	mill	N;INDF;MASC+FEM;SG	PROPN
møller	moulins	mølle	moulin	N;INDF;MASC+FEM;SG	N;MASC;PL
møller	broyeurs	mølle	broyeur	N;INDF;MASC+FEM;SG	N;MASC;PL
møller	møller	mølle	møller	N;INDF;MASC+FEM;SG	PROPN
forlag	éditeurs	forlag	éditeur	N;INDF;NEUT;SG	N;MASC;PL
mark	marquer	mark	marquer	N;INDF;MASC+FEM;SG	V;NFIN
mark	mark	mark	mark	N;INDF;MASC+FEM;SG	PROPN
produceret	fabriqués	producere	fabriquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
produceret	produites	producere	produire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
poul	poul	poul	poul	PROPN	
poul	paul	poul	paul	PROPN	N;MASC;SG
britisk	britanniques	britisk	britannique	ADJ;INDF;SG	ADJ;MASC;PL
sovjetunionen	urss	sovjetunion	urss	N;DEF;MASC+FEM;SG	PROPN
heller	heller	heller	heller	ADV	PROPN
polen	pologne	pole	pologne	PROPN	N;FEM;SG
etableret	établies	etablere	établir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
etableret	établis	etablere	établir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
alene	seul	alene	seul	ADV	ADJ;MASC;SG
alene	seuls	alene	seul	ADV	ADJ;MASC;PL
alene	seule	alene	seul	ADV	ADJ;FEM;SG
rasmussen	rasmussen	rasmussen	rasmussen	PROPN	N;MASC;SG
turneringen	tournois	turnering	tournoi	N;DEF;MASC+FEM;SG	N;MASC;PL
hovedstad	capitaux	hovedstad	capital	N;INDF;MASC+FEM;SG	N;MASC;PL
dyr	animaux	dyr	animal	N;INDF;NEUT;SG	N;MASC;PL
dyr	animale	dyr	animal	N;INDF;NEUT;SG	ADJ;FEM;SG
stemme	votez	stemme	votez	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
stemme	voter	stemme	voter	N;INDF;MASC+FEM;SG	V;NFIN
tekst	textes	tekst	texte	N;INDF;MASC+FEM;SG	N;MASC;PL
nordisk	nordiques	nordisk	nordique	ADJ;INDF;SG	ADJ;MASC;PL
nordisk	nordisk	nordisk	nordisk	ADJ;INDF;SG	PROPN
mar	mar	mar	mar		N;MASC;SG
stockholm	stockholm	stockholm	stockholm	N;INDF;NEUT;SG	PROPN
canada	canada	canada	canada		N;MASC;SG
mente	signifiait	mene	signifier	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
længe	longues	længe	long	ADV	ADJ;FEM;PL
længe	longs	længe	long	ADV	ADJ;MASC;PL
længe	longue	længe	long	ADV	ADJ;FEM;SG
længe	long	længe	long	ADV	ADJ;MASC;SG
bane	lane	bane	lane	N;INDF;MASC+FEM;SG	PROPN
petersen	petersen	peterse	petersen	PROPN	PROPN
oslo	oslo	oslo	oslo	PROPN	PROPN
solgt	vendues	sælge	vendre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
solgt	vendus	sælge	vendre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
san	san	san	san		PROPN
interesse	intérêts	interesse	intérêt	N;INDF;MASC+FEM;SG	N;MASC;PL
otto	otto	otto	otto	PROPN	PROPN
endelig	définitif	endelig	définitif	ADV	ADJ;MASC;SG
endelig	finale	endelig	finale	ADV	N;FEM;SG
endelig	final	endelig	final	ADV	ADJ;MASC;SG
endelig	définitive	endelig	définitif	ADV	ADJ;FEM;SG
georg	georg	georg	georg	N;INDF;MASC+FEM;SG	PROPN
music	musiques	music	musique		N;FEM;PL
music	musique	music	musique		N;FEM;SG
kejser	empereurs	kejse	empereur	N;INDF;MASC+FEM;SG	N;MASC;PL
link	liens	link	lien	N;INDF;NEUT;SG	N;MASC;PL
royal	royales	royal	royal	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
royal	royaux	royal	royal	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
christensen	christensen	christens	christensen	PROPN	PROPN
aug	aug	aug	aug	N;INDF;MASC+FEM;SG	
løb	ran	løb	ran	N;INDF;NEUT;SG	PROPN
løb	couru	løb	courir	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
løb	courir	løb	courir	N;INDF;NEUT;SG	V;NFIN
løb	exécuter	løb	exécuter	N;INDF;NEUT;SG	V;NFIN
skabe	cabinets	skabe	cabinet	V;NFIN;ACT	N;MASC;PL
skabe	armoires	skabe	armoire	V;NFIN;ACT	N;FEM;PL
skabe	placards	skabe	placard	V;NFIN;ACT	N;MASC;PL
skabe	armoires	skabe	armoire	V;NFIN;ACT	N;FEM;PL
udtryk	termes	udtryk	terme	N;INDF;NEUT;SG	N;MASC;PL
udtryk	expressions	udtryk	expression	N;INDF;NEUT;SG	N;FEM;PL
fri	gratuits	fri	gratuit	ADJ;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
fri	free	fri	free	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
fri	gratuitement	fri	gratuitement	ADJ;INDF;MASC+FEM;SG	ADV
væk	partis	væk	partir	ADV	V;MASC;PL;PST;V.PTCP
væk	parti	væk	partir	ADV	V;MASC;SG;PST;V.PTCP
væk	gone	væk	gone	ADV	PROPN
siger	dicton	sige	dicton	V;IND;PRS;FIN;ACT	N;MASC;SG
siger	dit	sige	dire	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
vinde	victoire	vinde	victoire	V;NFIN;ACT	N;FEM;SG
vinde	gagnante	vinde	gagnant	V;NFIN;ACT	ADJ;FEM;SG
blå	bleu	blå	bleu	ADJ;PL	N;MASC;SG
blå	bleue	blå	bleu	ADJ;PL	ADJ;FEM;SG
krav	réclamations	krav	réclamation	N;INDF;NEUT;SG	N;FEM;PL
krav	créances	krav	créance	N;INDF;NEUT;SG	N;FEM;PL
krav	allégations	krav	allégation	N;INDF;NEUT;SG	N;FEM;PL
krav	revendications	krav	revendication	N;INDF;NEUT;SG	N;FEM;PL
krav	exigences	krav	exigence	N;INDF;NEUT;SG	N;FEM;PL
krav	prescriptions	krav	prescription	N;INDF;NEUT;SG	N;FEM;PL
lærer	professeur	lære	professeur	V;IND;PRS;FIN;ACT	N;MASC;SG
lærer	enseignante	lære	enseignant	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
lærer	enseignant	lære	enseignant	V;IND;PRS;FIN;ACT	N;MASC;SG
lærer	institutrice	lære	instituteur	V;IND;PRS;FIN;ACT	N;FEM;SG
lærer	apprentissage	lære	apprentissage	V;IND;PRS;FIN;ACT	N;MASC;SG
local	locale	local	local		ADJ;FEM;SG
local	local	local	local		ADJ;MASC;SG
local	locales	local	local		ADJ;FEM;PL
local	locaux	local	local		ADJ;MASC;PL
sejr	victoires	sejr	victoire	N;INDF;MASC+FEM;SG	N;FEM;PL
dræbt	tués	dræbe	tuer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
grænser	bordure	grænse	bordure	N;INDF;MASC+FEM;PL	N;FEM;SG
grænser	limite	grænse	limite	N;INDF;MASC+FEM;PL	N;FEM;SG
jacob	jacob	jacob	jacob		PROPN
italienske	italienne	italiensk	italien	ADJ;PL	ADJ;FEM;SG
italienske	italien	italiensk	italien	ADJ;PL	ADJ;MASC;SG
valg	sélections	valg	sélection	N;INDF;NEUT;SG	N;FEM;PL
valg	élections	valg	élection	N;INDF;NEUT;SG	N;FEM;PL
valg	elections	valg	election	N;INDF;NEUT;SG	N;FEM;PL
valg	élections	valg	élection	N;INDF;NEUT;SG	N;FEM;PL
træk	tirer	træk	tirer	N;INDF;NEUT;SG	V;NFIN
træk	tirez	træk	tirer	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
træk	drag	træk	drag	N;INDF;NEUT;SG	PROPN
træk	traîner	træk	traîner	N;INDF;NEUT;SG	V;NFIN
træk	traînée	træk	traînée	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
træk	glisser	træk	glisser	N;INDF;NEUT;SG	V;NFIN
træk	dessine	træk	dessiner	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
træk	dessiner	træk	dessiner	N;INDF;NEUT;SG	V;NFIN
jørgensen	jørgensen	jørgens	jørgensen	PROPN	PROPN
rejse	voyages	rejse	voyage	N;INDF;MASC+FEM;SG	N;MASC;PL
ønskede	désirée	ønske	désirer	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ønskede	désiré	ønske	désirer	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ønskede	souhaitée	ønske	souhaiter	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ønskede	souhaité	ønske	souhaiter	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ønskede	recherché	ønske	rechercher	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ønskede	recherchée	ønske	rechercher	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ønskede	voulu	ønske	vouloir	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ønskede	voulait	ønske	vouloir	V;PL;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
ønskede	souhaité	ønske	souhaiter	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ønskede	souhaitait	ønske	souhaiter	V;PL;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
modsætning	contrastes	modsætning	contraste	N;INDF;MASC+FEM;SG	N;MASC;PL
pedersen	pedersen	peders	pedersen	PROPN	PROPN
knud	knud	knud	knud		PROPN
militære	armée	militær	armée	ADJ;PL	N;FEM;SG
militære	militaire	militær	militaire	ADJ;PL	ADJ;MASC;SG
russisk	russes	russisk	russe	ADJ;INDF;SG	ADJ;MASC;PL
grand	grandiose	grand	grandiose		ADJ;MASC;SG
grand	grand	grand	grand		ADJ;MASC;SG
forsøgte	tentatives	forsøge	tentative	V;IND;PST;FIN;ACT	N;FEM;PL
forsøgte	tentative	forsøge	tentative	V;IND;PST;FIN;ACT	N;FEM;SG
selskab	entreprise	selskab	entreprendre	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
slået	beat	slå	beat	V;INDF;SG;PST;V.PTCP	PROPN
slået	battez	slå	battre	V;INDF;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
slået	battement	slå	battement	V;INDF;SG;PST;V.PTCP	N;MASC;SG
slået	battues	slå	battre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
slået	battus	slå	battre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
slået	défaite	slå	défaite	V;INDF;SG;PST;V.PTCP	N;FEM;SG
slået	vaincus	slå	vaincre	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
foran	front	foran	front	ADV	N;MASC;SG
foran	avant	foran	avant	ADV	ADP
foran	devant	foran	devant	ADV	ADP
handler	métiers	handle	métier	V;IND;PRS;FIN;ACT	N;MASC;PL
led	joints	led	joint	N;INDF;NEUT;SG	N;MASC;PL
led	articulations	led	articulation	N;INDF;NEUT;SG	N;FEM;PL
ludvig	ludvig	ludvig	ludvig	N;INDF;MASC+FEM;SG	PROPN
sikre	sécuritaire	sikre	sécuritaire	V;NFIN;ACT	ADJ;MASC;SG
sikre	sûr	sikre	sûr	V;NFIN;ACT	ADJ;MASC;SG
sikre	coffre	sikre	coffre	V;NFIN;ACT	N;MASC;SG
randers	randers	rande	rander	N;INDF;MASC+FEM;SG	PROPN
samfund	communautés	samfund	communauté	N;INDF;NEUT;SG	N;FEM;PL
samfund	collectivités	samfund	collectivité	N;INDF;NEUT;SG	N;FEM;PL
wilhelm	wilhelm	wilhelm	wilhelm	N;INDF;MASC+FEM;SG	PROPN
records	enregistrements	records	enregistrement	N;INDF;NEUT;SG	N;MASC;PL
records	records	records	record	N;INDF;NEUT;SG	N;MASC;PL
faldt	diminution	falde	diminution	V;IND;PST;FIN;ACT	N;FEM;SG
økonomisk	économique	økonomisk	économique	ADV	ADJ;MASC;SG
økonomisk	economiques	økonomisk	economique	ADV	ADJ;MASC;PL
økonomisk	economique	økonomisk	economique	ADV	ADJ;MASC;SG
økonomisk	financière	økonomisk	financier	ADV	ADJ;FEM;SG
økonomisk	financier	økonomisk	financier	ADV	ADJ;MASC;SG
sort	noires	sort	noir	ADJ;INDF;SG	ADJ;FEM;PL
sort	noir	sort	noir	ADJ;INDF;SG	N;MASC;SG
sort	noirs	sort	noir	ADJ;INDF;SG	ADJ;MASC;PL
sort	variété	sort	variété	ADJ;INDF;SG	N;FEM;SG
vilhelm	guillaume	vilhelm	guillaume	N;INDF;MASC+FEM;SG	PROPN
vilhelm	william	vilhelm	william	N;INDF;MASC+FEM;SG	PROPN
vis	afficher	vis	afficher	N;INDF;MASC+FEM;SG	V;NFIN
vis	vue	vis	voir	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
vis	voir	vis	voir	N;INDF;MASC+FEM;SG	V;NFIN
vis	visualiser	vis	visualiser	N;INDF;MASC+FEM;SG	V;NFIN
vis	afficher	vis	afficher	N;INDF;MASC+FEM;SG	V;NFIN
vis	montre	vis	montrer	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
vis	montrer	vis	montrer	N;INDF;MASC+FEM;SG	V;NFIN
generelt	globale	generel	global	ADV	ADJ;FEM;SG
generelt	généraux	generel	général	ADV	ADJ;MASC;PL
generelt	généralités	generel	généralité	ADV	N;FEM;PL
generelt	générale	generel	général	ADV	ADJ;FEM;SG
generelt	général	generel	général	ADV	N;MASC;SG
romerske	romain	romersk	romain	ADJ;PL	ADJ;MASC;SG
romerske	romaine	romersk	romain	ADJ;PL	ADJ;FEM;SG
romerske	roman	romersk	roman	ADJ;PL	N;MASC;SG
magt	pouvoir	magt	pouvoir	N;INDF;MASC+FEM;SG	V;NFIN
befolkningen	populations	befolkning	population	N;DEF;MASC+FEM;SG	N;FEM;PL
