med	med	med	mest	ADP	
album	albumu	album	albums	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
album	albumus	album	albums	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
ner	leju	ner	leja	ADV	N;ACC;FEM;SG
disk	diska	disk	disks	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
räknas	skaitās	räkna	skaitīties	V;IND;NFIN;PASS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
little	maz	littal	maz	N;NOM;INDF;MASC+FEM;SG	ADV
little	maza	littal	maza	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
little	mazais	littal	mazs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
wilhelm	vilhelms	wilhelm	vilhelms	PROPN;NOM	N;NOM;MASC;SG
övriga	citi	övrig	cits	ADJ;NOM;PL	PRO;NOM;MASC;PL
övriga	cits	övrig	cits	ADJ;NOM;PL	PRO;NOM;MASC;SG
övriga	citādi	övrig	citādi	ADJ;NOM;PL	ADV
övriga	citas	övrig	cita	ADJ;NOM;PL	PRO;NOM;FEM;PL
övriga	citas	övrig	cita	ADJ;NOM;PL	PRO;NOM;FEM;PL
övriga	citi	övrig	cits	ADJ;NOM;PL	PRO;NOM;MASC;PL
km	km²	km	km²	N	
las	las	las	las	N;NOM;INDF;NEUT;SG	
martin	martin	martin	martin	PROPN;NOM	
martin	mārtiņš	martin	mārtiņš	PROPN;NOM	PROPN;NOM;MASC;SG
martin	martins	martin	martins	PROPN;NOM	PROPN;NOM;MASC;SG
urval	atlases	urval	atlase	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
totalt	vispārējais	total	vispārējs	ADV	ADJ;NOM;MASC;SG
totalt	kopumā	total	kopums	ADV	N;ESS;MASC;SG
alexander	aleksandrs	alexander	aleksandrs	N;NOM;INDF;NEUT;PL	PROPN;NOM;MASC;SG
arena	arena	ar	arena	N;NOM;DEF;MASC+FEM;SG	
arena	arēnā	ar	arēna	N;NOM;DEF;MASC+FEM;SG	N;ESS;MASC;SG
utc	utc	utc	utcs	N	PROPN
grönland	grenlandes	grönland	grenlande	PROPN;NOM	N;NOM;FEM;PL
grönland	grenlande	grönland	grenlande	PROPN;NOM	PROPN;NOM;FEM;SG
dag	dag	dag	dagt	N;NOM;INDF;MASC+FEM;SG	
dag	dienu	dag	diena	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
dag	dienā	dag	diena	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
låg	zema	låg	zema	INTJ	ADJ;NOM;FEM;SG
låg	zemā	låg	zems	INTJ	ADJ;NOM;FEM;SG
låg	mazs	låg	mazs	INTJ	ADJ;NOM;MASC;SG
låg	zems	låg	zems	INTJ	ADJ;NOM;MASC;SG
året	gadu	år	gads	N;NOM;DEF;NEUT;SG	N;ACC;MASC;SG
timur	timurs	timur	timurs	NUM;NOM	PROPN;NOM;MASC;SG
europa	eiropa	europa	eiropa	PROPN;NOM	N;NOM;FEM;SG
europa	europe	europa	europe	PROPN;NOM	
europa	europa	europa	europa	PROPN;NOM	
kalifornien	kalifornijas	kaliforniun	kalifornija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
gruppen	grupu	grupp	grupa	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
gruppen	grupas	grupp	grupa	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
miljoner	miljons	miljon	miljons	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
miljoner	miljonos	miljon	miljons	N;NOM;INDF;MASC+FEM;PL	N;ESS;MASC;PL
miljoner	miljoniem	miljon	miljons	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
henry	henrijs	henry	henrijs	PROPN;NOM	PROPN;NOM;MASC;SG
växter	rūpnīca	växt	rūpnīca	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
växter	iekārta	växt	iekārta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
växter	augs	växt	augt	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
växter	augu	växt	augs	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
seed	sēklu	seed	sēkla	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
seed	sēklas	seed	sēkla	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
sex	sešus	sex	seši	NUM;NOM	NUM;ACC;MASC;PL
sex	sekss	sex	sekss	NUM;NOM	N;NOM;MASC;SG
sex	dzimums	sex	dzimums	NUM;NOM	N;NOM;MASC;SG
friedrich	frīdrihs	friedrich	frīdrihs	PROPN;NOM	PROPN;NOM;MASC;SG
liv	life	liv	life	N;NOM;INDF;NEUT;SG	
liv	dzīvi	liv	dzīve	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
liv	līva	liv	līvis	N;NOM;INDF;NEUT;SG	PROPN;NOM;FEM;SG
queensland	kvīnslenda	queensland	kvīnslenda	PROPN;NOM	PROPN;NOM;FEM;SG
bildades	veidojas	bilda	veidoties	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
kvar	palicis	kvar	palikt	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kvar	kreisais	kvar	kreiss	ADV	ADJ;NOM;MASC;SG
kvar	kreisā	kvar	kreisa	ADV	ADJ;NOM;FEM;SG
kvar	palikusi	kvar	palikt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
längre	garāka	länge	gara	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
längre	ilgāku	länge	ilgs	ADV;CMPR	ADJ;ACC;CMPR;MASC;SG
längre	ilgāka	länge	ilga	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
längre	garāks	länge	gars	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
längre	ilgāks	länge	ilgs	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
gustaf	gārfīlds	gustaf	gārfīlds	PROPN;NOM	N;NOM;MASC;SG
anders	anders	ander	anders	PROPN;NOM	PROPN;NOM;MASC;SG
fortfarande	vēljoprojām	fortfarande	vēljoprojām	ADV	V;FH;IND;PL;1;POS;PST;FIN;ACT
min	raktuves	jag	raktuve	PRO;DEF;MASC+FEM;SG	N;NOM;FEM;PL
min	min	jag	minēt	PRO;DEF;MASC+FEM;SG	N
airport	lidostā	airport	lidosta	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
airport	lidostas	airport	lidosta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
befolkningen	iedzīvotāji	befolkning	iedzīvotājs	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
louis	luiss	louis	luiss	PROPN;NOM	N;NOM;MASC;SG
louis	luis	louis	luis	PROPN;NOM	
joseph	džozefs	joseph	džozefs	PROPN;NOM	PROPN;NOM;MASC;SG
joseph	joseph	joseph	joseph	PROPN;NOM	
kanske	varbūt	kanske	varbūt	ADV	PART
kanske	varbūt	kanske	varbūt	ADV	PART
numera	mūsdienās	numera	mūsdienas	ADV	N;ESS;FEM
smith	smith	smith	smith	PROPN;NOM	
smith	smits	smith	smits	PROPN;NOM	PROPN;NOM;MASC;SG
världen	pasaulē	värld	pasaule	N;NOM;DEF;MASC+FEM;SG	N;ESS;FEM;SG
användare	lietotājs	användare	lietotājs	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
användare	lietotāja	användare	lietotāja	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
användare	lietotājam	användare	lietotājs	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;SG
tar	ņemšana	ta	ņemšana	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
far	tēvam	far	tēvs	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
far	tēva	far	tēvs	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
honduras	hondurasas	hondura	hondurasa	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;FEM;PL
bolivia	bolīvija	bolivi	bolīvija	PROPN;NOM	PROPN;NOM;FEM;SG
länder	valstīm	land	valsts	N;NOM;INDF;NEUT;PL	N;DAT;FEM;PL
ytterligare	papildu	ytterlig	papildu	ADV;CMPR	N
guld	zeltā	guld	zelts	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
guld	zelta	guld	zelts	N;NOM;INDF;NEUT;SG	N;GEN;MASC
kuba	kubu	kuba	kuba	PROPN;NOM	N;ACC;MASC;SG
kuba	kubā	kuba	kuba	PROPN;NOM	N;ESS;MASC;SG
kuba	kuba	kuba	kuba	PROPN;NOM	N;NOM;MASC;SG
center	centrā	cent	centrs	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
dotter	meitu	dott	meita	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
god	labas	god	laba	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
god	labi	god	labi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
grupp	grupu	grupp	grupa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
grupp	grupas	grupp	grupa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
väl	nu	väl	nu	ADV	INTJ
bandet	siksnas	band	siksna	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
lars	lars	lars	lars	PROPN;NOM	PROPN;NOM;MASC;SG
rätt	tiesības	rätt	tiesības	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM
rätt	labās	rätt	laba	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
rätt	pareizi	rätt	pareizi	N;NOM;INDF;MASC+FEM;SG	ADV
rätt	pareiza	rätt	pareiza	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
rätt	pareizi	rätt	pareizi	N;NOM;INDF;MASC+FEM;SG	ADV
rätt	pareizu	rätt	pareizs	N;NOM;INDF;MASC+FEM;SG	ADJ;ACC;MASC;SG
rätt	pareizs	rätt	pareizs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
rätt	pareizas	rätt	pareiza	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
roll	lomu	roll	loma	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
svampar	sēņu	svamp	sēne	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
praktfjärilar	nymphalidae	praktfjäril	nymphalidae	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ryska	krievu	rysk	krievs	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
ryska	krieviski	rysk	krieviski	N;NOM;INDF;MASC+FEM;SG	ADV
ryska	krievijas	rysk	krievija	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
henne	viņai	hon	viņa	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;FEM;SG;3
henne	viņas	hon	viņa	PRO;ACC;DEF;MASC+FEM;SG	PRO;NOM;FEM;PL;3
wien	vīne	wien	vīne	PROPN;NOM	PROPN;NOM;FEM;SG
via	caur	via	caur	N;NOM;INDF;MASC+FEM;SG	ADP
via	via	via	via	N;NOM;INDF;MASC+FEM;SG	
italien	itālija	italien	itālija	PROPN;NOM	N;NOM;FEM;SG
syrien	sīrija	syrien	sīrija	PROPN;NOM	N;NOM;FEM;SG
syrien	sīrijā	syrien	sīrija	PROPN;NOM	N;ESS;FEM;SG
matcher	atbilst	matcher	atbilst	N;NOM;INDF;MASC+FEM;PL	V;IMP;2;POS;FIN;ACT
arter	suga	art	suga	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
hjälp	palīgā	hjälp	palīgs	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
hjälp	palīdzēt	hjälp	palīdzēt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
hjälp	help	hjälp	help	N;NOM;INDF;MASC+FEM;SG	
kriget	karu	krig	karš	N;NOM;DEF;NEUT;SG	N;ACC;MASC;SG
kriget	karā	krig	karš	N;NOM;DEF;NEUT;SG	N;ESS;MASC;SG
gustav	gustavs	gustav	gustavs	PROPN;NOM	PROPN;NOM;MASC;SG
gustav	gārfīlds	gustav	gārfīlds	PROPN;NOM	N;NOM;MASC;SG
cdt	cdt	cdt	cdt	NUM;NOM	
university	universitātē	university	universitāte	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
university	universitātes	university	universitāte	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
van	van	van	vens	N;NOM;INDF;MASC+FEM;SG	PROPN
anna	anna	anna	anna	PROPN;NOM	PROPN;NOM;FEM;SG
fredrik	frīdrihs	fredrik	frīdrihs	PROPN;NOM	PROPN;NOM;MASC;SG
fredrik	fredrik	fredrik	fredrik	PROPN;NOM	PROPN;NOM;MASC;SG
fler	vairāk	mången	daudz	PRO;INDF;PL	ADV;CMPR
fler	vairak	mången	vairāk	PRO;INDF;PL	
kort	kārtis	kort	kārts	ADV	N;NOM;FEM;PL
kort	kartes	kort	karte	ADV	N;NOM;FEM;PL
kort	kartītes	kort	kartīte	ADV	N;NOM;FEM;PL
kort	īsa	kort	īsa	ADV	ADJ;NOM;FEM;SG
kort	īsais	kort	īss	ADV	ADJ;NOM;MASC;SG
kort	īsā	kort	īss	ADV	ADJ;NOM;FEM;SG
kort	īss	kort	īss	ADV	ADJ;NOM;MASC;SG
ungern	ungārija	unge	ungārija	PROPN;NOM	N;NOM;FEM;SG
serie	sērijas	serie	sērija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ledde	led	leda	led	V;IND;PST;FIN;ACT	N
red	rode	red	rode	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
guinea	gvineja	guine	gvineja	PROPN;NOM	N;NOM;FEM;SG
guinea	gvinejas	guine	gvineja	PROPN;NOM	N;NOM;FEM;PL
ecuador	ekvadora	ecuador	ekvadors	PROPN;NOM	N;NOM;MASC;SG
michael	maikls	michael	maikls	PROPN;NOM	PROPN;NOM;MASC;SG
michael	michael	michael	michael	PROPN;NOM	
ovan	virs	ovan	virs	ADV	ADP
brokparasitsteklar	ichneumonidae	brokparasitstekel	ichneumonidae	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
rapport	ziņot	rapport	ziņot	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
lika	vienlīdz	lika	vienlīdz	ADV	
lika	vienādi	lika	vienāds	ADV	ADJ;NOM;MASC;PL
lika	vienlīdzīga	lika	vienlīdzīga	ADV	ADJ;NOM;FEM;SG
lika	līdzvērtīgs	lika	līdzvērtīgs	ADV	ADJ;NOM;MASC;SG
lika	vienāda	lika	vienāda	ADV	ADJ;NOM;FEM;SG
lika	vienāds	lika	vienāds	ADV	ADJ;NOM;MASC;SG
kallad	saucās	kalla	saukties	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
kallad	saukts	kalla	saukt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tycker	padomā	tycka	padomāt	V;IND;PRS;FIN;ACT	N;MASC;SG
brittisk	britu	brittisk	brist	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
brittisk	briti	brittisk	brist	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
brittisk	british	brittisk	british	ADJ;NOM;INDF;MASC+FEM;SG	
brittisk	lielbritānijas	brittisk	lielbritānija	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
använda	lietošana	använda	lietošana	V;IMP;FIN;ACT	N;NOM;FEM;SG
använda	lietojums	använda	lietojums	V;IMP;FIN;ACT	N;NOM;MASC;SG
använda	izmantošana	använda	izmantošana	V;IMP;FIN;ACT	N;NOM;FEM;SG
fransk	francijas	fransk	francija	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
fransk	franču	fransk	francis	ADJ;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
ungefär	par	ungefär	par	ADV	
ungefär	rupji	ungefär	rupji	ADV	ADJ;NOM;MASC;PL
tal	tal	tal	tal	N;NOM;INDF;NEUT;SG	
tal	runā	tal	runāt	N;NOM;INDF;NEUT;SG	V;FH;IND;2;POS;PRS;FIN;ACT
tal	runu	tal	runa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
tal	runas	tal	runa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
tal	numuru	tal	numurs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
tal	numuri	tal	numurs	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
tal	skaitļi	tal	skaitļi	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
gäller	piemēro	gälla	piemērot	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
iii	iii	iii	būt	N;NOM	ADJ
sarajevo	sarajeva	sarajevo	sarajeva	PROPN;NOM	N;NOM;FEM;SG
människor	cilvēkiem	människa	cilvēks	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
människor	tauta	människa	tauta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
människor	cilvēkiem	människa	cilvēks	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
world	pasaulē	world	pasaule	N;NOM;NEUT;SG	N;ESS;FEM;SG
august	augustā	august	augusts	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
visar	displejiem	visa	displejs	V;IND;PRS;FIN;ACT	N;DAT;MASC;PL
head	galvu	head	galva	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
head	galvas	head	galva	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
nästan	teju	nästan	teju	ADV	
egna	paša	egen	pats	ADJ;NOM;PL	PRO;NOM;MASC;SG
egna	pašu	egen	pats	ADJ;NOM;PL	PRO;ACC;MASC;SG
ursprungligen	sākumā	ursprungligen	sākums	ADV	N;ESS;MASC;SG
nytt	jaunums	ny	jaunums	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
nytt	jauni	ny	jauns	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
nytt	jaunas	ny	jauna	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;PL
brittiska	britu	brittisk	brist	ADJ;NOM;PL	PROPN
brittiska	briti	brittisk	brist	ADJ;NOM;PL	N;NOM;MASC;PL
brittiska	british	brittisk	british	ADJ;NOM;PL	
brittiska	lielbritānijas	brittisk	lielbritānija	ADJ;NOM;PL	N;NOM;FEM;PL
etiopien	etiopija	etiopien	etiopija	PROPN;NOM	N;NOM;FEM;SG
grande	grande	grand	grande	N;NOM;INDF;NEUT;SG	
vars	kura	vars	kura	PRO;DEF	PRO;NOM;FEM;SG
grottor	dobumos	grottor	dobums	N;NOM;INDF;MASC+FEM;PL	N;ESS;MASC;PL
christian	kristians	christian	kristians	PROPN;NOM	PROPN;NOM;MASC;SG
christian	kristiešu	christian	kristiesis	PROPN;NOM	N;GEN;MASC;PL
christian	kristiāns	christian	kristiāns	PROPN;NOM	PROPN;NOM;MASC;SG
labrador	labradora	labrada	labradors	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
klubben	klubā	klubb	klubs	N;NOM;DEF;MASC+FEM;SG	N;ESS;MASC;SG
klubben	club	klubb	clubt	N;NOM;DEF;MASC+FEM;SG	
vatten	ūdeni	vatten	ūdens	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
vatten	ūdenī	vatten	ūdens	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
vatten	ūdeņi	vatten	ūdens	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
spelare	spēlētājs	spel	spēlētājs	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
buenos	buenos	buenos	buens	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;PL
själva	paši	själv	pats	ADJ;NOM;PL	PRO;NOM;MASC;PL
andersson	andersson	andersson	andersson	PROPN;NOM	PROPN;NOM;MASC;SG
start	sākt	star	sākt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
start	palaist	star	palaist	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
start	palaižot	star	palaist	N;NOM;INDF;MASC+FEM;SG	V;V.CVB
oftast	pārsvarā	ofta	pārsvars	ADV;RL	N;ESS;MASC;SG
oftast	lielākoties	ofta	lielākoties	ADV;RL	
true	patiess	true	patiess	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
true	patiesa	true	patiesa	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
richard	rihards	richard	rihards	PROPN;NOM	PROPN;NOM;MASC;SG
richard	ričards	richard	ričards	PROPN;NOM	PROPN;NOM;MASC;SG
reservoar	rezervuārā	reservoar	rezervuārs	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
reservoar	rezervuāra	reservoar	rezervuārs	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
berlin	berlīnē	berlin	berlīnēt	PROPN;NOM	PROPN;ESS;FEM;SG
berlin	berlīne	berlin	berlīne	PROPN;NOM	N;NOM;FEM;SG
berlin	berlīnes	berlin	berlīne	PROPN;NOM	N;NOM;FEM;PL
berlin	berlin	berlin	berlin	PROPN;NOM	
byte	baitu	byte	baita	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
jan	jan	jan	jan	PROPN;NOM	
jan	jans	jan	jans	PROPN;NOM	PROPN;NOM;MASC;SG
liten	mazas	liten	maza	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
liten	mazās	liten	maza	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
liten	mazie	liten	mazs	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
liten	maz	liten	maz	ADJ;NOM;INDF;MASC+FEM;SG	ADV
liten	sīkās	liten	sīka	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
manitoba	manitoba	manitoba	manitoba	PROPN;NOM	PROPN;NOM;FEM;SG
guyana	gviānas	guyan	gviāna	PROPN;NOM	N;NOM;FEM;PL
stränder	krastiem	strand	krasts	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
stränder	krastus	strand	krasts	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
stränder	krastos	strand	krasts	N;NOM;INDF;MASC+FEM;PL	N;ESS;MASC;PL
love	mīli	love	mīlēt	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN;ACT
love	love	love	love	N;NOM;INDF;MASC+FEM;SG	
love	mīlu	love	mīlēt	N;NOM;INDF;MASC+FEM;SG	V;FH;IND;SG;1;POS;PRS;FIN;ACT
national	nacionālais	national	nacionāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sur	sur	sur	sur	N;NOM;INDF;MASC+FEM;SG	
använder	lietojumi	använda	lietojums	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
spelades	spēlēja	spela	spēlēt	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;PST;FIN;ACT
bättre	labāku	bra	labs	ADJ;NOM;CMPR	ADJ;ACC;CMPR;MASC;SG
bättre	labāk	bra	labi	ADJ;NOM;CMPR	ADV;CMPR
problem	problēmu	problem	problēma	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG
problem	problēma	problem	problēma	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
grand	grand	grand	grand	N;NOM;INDF;NEUT;SG	
irland	īrija	irland	īrija	PROPN;NOM	N;NOM;FEM;SG
irland	īrijā	irland	īrija	PROPN;NOM	N;ESS;FEM;SG
säga	saki	säga	sacīt	V;IMP;FIN;ACT	INTJ
edward	edvard	edward	edvard	PROPN;NOM	
edward	edvards	edward	edvards	PROPN;NOM	PROPN;NOM;MASC;SG
varmt	hot	varm	hot	ADJ;NOM;INDF;NEUT;SG	
varmt	karsti	varm	karsti	ADJ;NOM;INDF;NEUT;SG	ADV
varmt	silti	varm	silti	ADJ;NOM;INDF;NEUT;SG	ADV
laget	team	lag	tu	N;NOM;DEF;NEUT;SG	
botten	apakšējais	botten	apakšējs	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
botten	apakšējā	botten	apakšēja	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
botten	lejas	botten	leja	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
botten	apakšā	botten	apakšā	N;NOM;DEF;MASC+FEM;SG	N;ESS;FEM;SG
lilla	maz	liten	maz	ADJ;NOM;DEF;SG	ADV
lilla	lilla	liten	lilla	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
dog	nomira	dö	nomirt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PST;FIN;ACT
dog	mira	dö	mirt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PST;FIN;ACT
year	gadu	yea	gads	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
bror	brālim	bro	brālis	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
bror	brāli	bro	brālis	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
washington	vašingtonas	washington	vašingtona	PROPN;NOM	N;NOM;FEM;PL
hög	augstu	hög	augstu	ADJ;NOM;INDF;MASC+FEM;SG	ADV
vuxna	pieaugušajiem	vuxen	pieaugušais	ADJ;NOM;PL	V;PFV;DAT;DEF;MASC;PL;PST;V.PTCP
vuxna	pieaugušiem	vuxen	pieaugt	ADJ;NOM;PL	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
vuxna	pieaugušie	vuxen	pieaugušais	ADJ;NOM;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
vuxna	pieaugušo	vuxen	pieaugt	ADJ;NOM;PL	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
vuxna	pieaugušie	vuxen	pieaugušais	ADJ;NOM;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
vuxna	pieauguši	vuxen	pieaugt	ADJ;NOM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vuxna	pieaugušais	vuxen	pieaugt	ADJ;NOM;PL	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
internationella	international	internationell	international	ADJ;NOM;PL	
internationella	starptautiskā	internationell	starptautiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
internationella	starptautiski	internationell	starptautiski	ADJ;NOM;PL	ADV
daniel	daniels	daniel	daniels	PROPN;NOM	N;NOM;MASC;SG
mark	atzīmēt	mark	atzīmēt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
mark	marks	mark	marks	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
marie	marijas	marie	marija	PROPN;NOM	N;NOM;FEM;PL
marie	marie	marie	mars	PROPN;NOM	
marie	marija	marie	marija	PROPN;NOM	N;NOM;FEM;SG
japan	japāna	japa	japāna	PROPN;NOM	PROPN;NOM;FEM;SG
förutom	izņemot	förutom	izņemot	ADP	V;V.CVB
ville	ville	vilja	ville	V;IND;PST;FIN;ACT	
dagar	dienām	dag	diena	N;NOM;INDF;MASC+FEM;PL	N;DAT;FEM;PL
dagar	dienās	dag	diena	N;NOM;INDF;MASC+FEM;PL	N;ESS;FEM;PL
