til	для	til	для	ADV	ADP;GEN
skrive	написання	skrive	написання	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
skrive	запис	skrive	запис	V;NFIN;ACT	N;INAN;NOM;MASC;SG
skrive	запису	skrive	запис	V;NFIN;ACT	N;INAN;GEN;MASC;SG
https	https	https	https	N;INDF;MASC+FEM;SG	
apr	apr	apr	apr	N;INDF;MASC+FEM;SG	
almindelig	спільними	almindelig	спільний	ADJ;INDF;MASC+FEM;SG	ADJ;INS;PL
almindelig	поширені	almindelig	поширений	ADJ;INDF;MASC+FEM;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
almindelig	загальні	almindelig	загальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
almindelig	common	almindelig	common	ADJ;INDF;MASC+FEM;SG	
almindelig	загальні	almindelig	загальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
almindelig	генерал	almindelig	генерал	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
officiel	офіційні	officiel	офіційний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
dannet	сформована	danne	сформований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
united	united	united	united		
united	юнайтед	united	юнайтед		PROPN;INAN;NOM;MASC;SG
problemer	біді	problem	біда	N;INDF;NEUT;PL	N;INAN;DAT;FEM;SG
problemer	біда	problem	біда	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
problemer	задача	problem	задача	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
problemer	проблему	problem	проблема	N;INDF;NEUT;PL	N;INAN;ACC;FEM;SG
problemer	проблема	problem	проблема	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
problemer	питання	problem	питання	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
hvide	білий	hvid	білий	ADJ;PL	ADJ;NOM;MASC;SG
hvide	біла	hvid	білий	ADJ;PL	ADJ;NOM;FEM;SG
hvide	біле	hvid	білий	ADJ;PL	ADJ;NOM;NEUT;SG
hvide	вайт	hvid	вайт	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
højere	вищими	høj	вищий	ADJ;CMPR	ADJ;INS;RL;PL
højere	вища	høj	вищий	ADJ;CMPR	ADJ;NOM;RL;FEM;SG
højere	вищу	høj	вищий	ADJ;CMPR	ADJ;ACC;RL;FEM;SG
højere	вище	høj	вище	ADJ;CMPR	ADV;CMPR
højere	вищі	høj	вищий	ADJ;CMPR	ADJ;NOM;RL;PL
højere	вища	høj	вищий	ADJ;CMPR	ADJ;NOM;RL;FEM;SG
udviklet	розробили	udvikle	розробити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
udviklet	розроблений	udvikle	розроблений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
udviklet	походять	udvikle	походити	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
ting	things	ting	things	N;INDF;MASC+FEM;PL	
ting	всякі	ting	всякий	N;INDF;MASC+FEM;PL	PRO;ANIM;NOM
ting	фішка	ting	фішка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
ting	річ	ting	річ	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
arbejdet	роботи	arbejde	робота	N;DEF;NEUT;SG	N;INAN;NOM;FEM;PL
arbejdet	працюю	arbejde	працювати	N;DEF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
arbejdet	працюють	arbejde	працювати	N;DEF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
arbejdet	робочий	arbejde	робочий	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
kaldt	назвали	kalde	назвати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
kaldt	називається	kalde	називатися	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
kaldt	викликали	kalde	викликати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
indflydelse	впливати	indflydelse	впливати	N;INDF;MASC+FEM;SG	V;IPFV;NFIN
let	легкі	let	легкий	ADJ;INDF;SG	ADJ;NOM;PL
let	легко	let	легко	ADJ;INDF;SG	ADV
let	світлі	let	світло	ADJ;INDF;SG	N;INAN;NOM;NEUT;SG
let	light	let	light	ADJ;INDF;SG	
let	світло	let	світло	ADJ;INDF;SG	N;INAN;NOM;NEUT;SG
bar	bar	bar	bar	N;INDF;MASC+FEM;SG	
johannes	йоганнес	johan	йоганнес	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
johannes	джон	johan	джон	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
johannes	іоанн	johan	іоанно	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
johannes	іван	johan	іван	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
tilskuere	глядача	tilskuer	глядач	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
kunst	арт	kunst	арт	N;INDF;MASC+FEM;SG	
kunst	художня	kunst	художній	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
historisk	історичні	historisk	історичний	ADJ;INDF;SG	ADJ;NOM;PL
historisk	історичні	historisk	історичний	ADJ;INDF;SG	ADJ;NOM;PL
historiske	історичний	historisk	історичний	ADJ;PL	ADJ;NOM;MASC;SG
historiske	історичної	historisk	історичний	ADJ;PL	ADJ;GEN;FEM;SG
historiske	історична	historisk	історичний	ADJ;PL	ADJ;NOM;FEM;SG
historiske	історичне	historisk	історичний	ADJ;PL	ADJ;NOM;NEUT;SG
guld	gold	guld	gold	N;INDF;NEUT;SG	
guld	золоті	guld	золотий	N;INDF;NEUT;SG	ADJ;NOM;PL
visse	конкретний	vis	конкретний	ADJ;PL	ADJ;NOM;MASC;SG
visse	певна	vis	певний	ADJ;PL	ADJ;NOM;FEM;SG
måneder	місяця	måned	місяць	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;SG
måneder	місяць	måned	місяць	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
styrke	зміцнити	styrke	зміцнити	N;INDF;MASC+FEM;SG	V;PFV;NFIN
styrke	сили	styrke	сила	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
optaget	поглинає	optage	поглинати	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
optaget	зайнятого	optage	зайнятий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
optaget	зайняте	optage	зайнятий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
optaget	зайнята	optage	зайнятий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
optaget	зайнятість	optage	зайнятість	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;FEM;SG
optaget	зайнятий	optage	зайнятий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sæsonen	season	sæson	season	N;DEF;MASC+FEM;SG	
slot	slot	slå	slot	N;INDF;NEUT;SG	
ansat	служить	ansætte	служити	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
ansat	робітника	ansætte	робітник	V;INDF;SG;PST;V.PTCP	N;ANIM;ACC;MASC;SG
sommer	sommer	sommer	sommer	N;INDF;MASC+FEM;SG	
van	van	van	van		
van	ван	van	ван		
van	фургон	van	фургон		N;INAN;NOM;MASC;SG
fortsat	продовжуючи	fortsat	продовжувати	ADV	V;IPFV;PRS;V.CVB
fortsat	продовжуємо	fortsat	продовжувати	ADV	V;IPFV;IND;PL;1;PRS;FIN
fortsat	тривале	fortsat	тривалий	ADV	ADJ;NOM;NEUT;SG
fortsat	продовжив	fortsat	продовжити	ADV	V;PFV;MASC;IND;SG;PST;FIN
fortsat	продовжували	fortsat	продовжувати	ADV	V;IPFV;IND;PL;PST;FIN
fortsat	продовжується	fortsat	продовжуватися	ADV	V;IPFV;IND;SG;3;PRS;FIN
fortsat	продовжила	fortsat	продовжити	ADV	V;PFV;FEM;IND;SG;PST;FIN
centrale	centrale	central	centrale	ADJ;PL	
rom	рим	rom	рима	PROPN	PROPN;INAN;NOM;MASC;SG
rom	ром	rom	ром	PROPN	N;INAN;NOM;MASC;SG
rom	рому	rom	рім	PROPN	N;INAN;GEN;MASC;SG
århus	орхус	århus	орхус	PROPN	
klub	club	klub	club	N;INDF;MASC+FEM;SG	
finland	фінляндія	finland	фінляндія		PROPN;INAN;NOM;FEM;SG
finland	фінляндії	finland	фінляндія		PROPN;INAN;GEN;FEM;SG
placeret	викладені	placere	викладений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
placeret	виклали	placere	викласти	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
placeret	наступить	placere	наступити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;FUT;FIN
placeret	розташовані	placere	розташований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
placeret	знаходиться	placere	знаходитися	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
placeret	розташований	placere	розташований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
hvorfor	нащо	hvorfor	нащо	ADV	INTJ
hvorfor	навіщо	hvorfor	навіщо	ADV	
henvisning	посилання	henvisning	посилання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
henvisning	зразковий	henvisning	зразковий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
maria	мері	maria	мера		PROPN;ANIM;NOM;FEM;SG
maria	марічка	maria	марічка		N;ANIM;NOM;FEM;SG
maria	маріє	maria	маріти		N;ANIM;NOM;FEM;SG
maria	марія	maria	марія		PROPN;ANIM;NOM;FEM;SG
gerne	подобається	gerne	подобатися	ADV	V;IPFV;IND;SG;3;PRS;FIN
gerne	зразок	gerne	зразок	ADV	N;INAN;NOM;MASC;SG
gerne	like	gerne	like	ADV	
fald	зменшити	fald	зменшити	N;INDF;NEUT;SG	V;PFV;NFIN
fald	падати	fald	падати	N;INDF;NEUT;SG	V;IPFV;NFIN
fald	fall	fald	fall	N;INDF;NEUT;SG	
begravet	похований	begrave	похований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
begravet	поховані	begrave	похований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
svg	svg	svg	svg		
særligt	особливий	særligt	особливий	ADV	ADJ;NOM;MASC;SG
særligt	спеціальний	særligt	спеціальний	ADV	ADJ;NOM;MASC;SG
særligt	особливі	særligt	особливий	ADV	ADJ;NOM;PL
særligt	особливе	særligt	особливий	ADV	ADJ;NOM;NEUT;SG
særligt	спеціальні	særligt	спеціальний	ADV	ADJ;NOM;PL
særligt	особлива	særligt	особливий	ADV	ADJ;NOM;FEM;SG
tour	гастролі	tour	гастроль		N;INAN;NOM;MASC;PL
tour	tour	tour	tour		
tour	тур	tour	тур		N;INAN;NOM;MASC;SG
indre	площина	indre	площина	ADJ	N;INAN;NOM;FEM;SG
jul	новорічний	jul	новорічний	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
larsen	ларсен	lars	ларсен	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
ole	оле	ole	оле	PROPN	PROPN;ANIM;NOM;MASC;SG
lignende	схожі	ligne	схожий	V;PRS;V.PTCP	ADJ;NOM;PL
lignende	подібні	ligne	подібний	V;PRS;V.PTCP	ADJ;NOM;PL
lignende	подібна	ligne	подібний	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
lignende	подібний	ligne	подібний	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
radio	рації	radio	рація	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;PL
holland	нідерланди	holland	нідерланда		PROPN;INAN;NOM
holland	нідерландах	holland	нідерланда		N;INAN;ESS
holland	нідерландів	holland	нідерландіти		PROPN;INAN;GEN
holland	голландії	holland	голландія		PROPN;INAN;DAT;FEM;SG
holland	голландія	holland	голландія		N;INAN;NOM;FEM;SG
information	відомості	information	відомість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
officielt	офіційні	officielt	офіційний	ADV	ADJ;NOM;PL
officielt	офіційна	officielt	офіційний	ADV	ADJ;NOM;FEM;SG
officielt	офіційний	officielt	офіційний	ADV	ADJ;NOM;MASC;SG
officielt	офіційне	officielt	офіційний	ADV	ADJ;NOM;NEUT;SG
snart	soon	snart	soon	ADV	
politik	правила	politik	правило	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
politik	політики	politik	політика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
politik	policy	politik	policy	N;INDF;MASC+FEM;SG	
politik	політики	politik	політика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
politik	правила	politik	правило	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
hvem	хто	hvem	хто	PRO;MASC+FEM	PRO;ANIM;NOM;MASC;SG
hvem	who	hvem	who	PRO;MASC+FEM	
opkaldt	названий	opkalde	названий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
opkaldt	назвали	opkalde	назвати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
offentlige	публічний	offentlig	публічний	ADJ;PL	ADJ;NOM;MASC;SG
offentlige	громадське	offentlig	громадський	ADJ;PL	ADJ;NOM;NEUT;SG
offentlige	паблік	offentlig	паблік	ADJ;PL	
offentlige	відкритий	offentlig	відкритий	ADJ;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
offentlige	публічна	offentlig	публічний	ADJ;PL	ADJ;NOM;FEM;SG
offentlige	громадського	offentlig	громадський	ADJ;PL	ADJ;GEN;MASC;SG
høje	високий	høj	високий	ADJ;PL	ADJ;NOM;MASC;SG
høje	висока	høj	високий	ADJ;PL	ADJ;NOM;FEM;SG
høje	значне	høj	значний	ADJ;PL	ADJ;NOM;NEUT;SG
høje	високе	høj	високий	ADJ;PL	ADJ;NOM;NEUT;SG
høje	високий	høj	високий	ADJ;PL	ADJ;NOM;MASC;SG
tjeneste	служби	tjen	служба	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tjeneste	service	tjen	service	N;INDF;MASC+FEM;SG	
vinder	win	vinde	win	V;IND;PRS;FIN;ACT	
vinder	переможе	vinde	перемогти	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
vinder	переможець	vinde	переможець	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
vinder	переможниці	vinde	переможниця	V;IND;PRS;FIN;ACT	N;ANIM;NOM;FEM;PL
vinder	забив	vinde	забити	V;IND;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
vinder	виграш	vinde	виграти	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
vinder	перемог	vinde	перемогти	V;IND;PRS;FIN;ACT	N;INAN;GEN;FEM;PL
vinder	посіла	vinde	посіти	V;IND;PRS;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
vinder	виграє	vinde	виграти	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
die	загине	die	загинути		V;PFV;IND;SG;3;FUT;FIN
die	die	die	die		
die	померти	die	померти		V;PFV;NFIN
afholdt	тримали	afholde	тримати	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
uddannelse	тренінги	uddannelse	тренінг	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
uddannelse	освіти	uddannelse	освіта	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
uddannelse	education	uddannelse	education	N;INDF;MASC+FEM;SG	
længde	довжини	længde	довжина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
lever	печінка	leve	печінка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
lever	печінки	leve	печінка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
single	окремі	single	окремий	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
single	single	single	single	N;INDF;MASC+FEM;SG	
single	самотній	single	самотній	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
club	club	club	club	N;INDF;MASC+FEM;SG	
richard	річард	richard	річард		PROPN;ANIM;NOM;MASC;SG
økonomiske	економічне	økonomisk	економічний	ADJ;PL	ADJ;NOM;NEUT;SG
økonomiske	економічна	økonomisk	економічний	ADJ;PL	ADJ;NOM;FEM;SG
økonomiske	економічний	økonomisk	економічний	ADJ;PL	ADJ;NOM;MASC;SG
økonomiske	корупцію	økonomisk	корупція	ADJ;PL	N;INAN;ACC;FEM;SG
point	точки	point	точка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
point	очки	point	очка	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
point	пункти	point	пункт	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
point	очок	point	очок	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
point	балів	point	бал	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
point	point	point	point	N;INDF;NEUT;SG	
hvilken	какой	hvilken	какой	PRO;MASC+FEM;SG	
hvilken	який	hvilken	який	PRO;MASC+FEM;SG	DET;NOM;MASC;SG
hvilken	які	hvilken	який	PRO;MASC+FEM;SG	DET;NOM;PL
hvilken	яке	hvilken	який	PRO;MASC+FEM;SG	DET;NOM;NEUT;SG
hvilken	яка	hvilken	який	PRO;MASC+FEM;SG	DET;NOM;FEM;SG
manuskript	грамоти	manuskript	грамота	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
manuskript	сценарії	manuskript	сценарія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
japanske	японська	japansk	японський	ADJ;PL	ADJ;NOM;FEM;SG
japanske	японський	japansk	японський	ADJ;PL	ADJ;NOM;MASC;SG
japanske	японці	japansk	японець	ADJ;PL	N;ANIM;NOM;MASC;PL
følger	такі	følge	такий	V;IND;PRS;FIN;ACT	DET;NOM;PL
følger	читача	følge	читач	V;IND;PRS;FIN;ACT	N;ANIM;ACC;MASC;SG
følger	послідовником	følge	послідовник	V;IND;PRS;FIN;ACT	N;ANIM;INS;MASC;SG
følger	читач	følge	читач	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
følger	читачі	følge	читач	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;PL
virksomhed	заняття	virksomhed	заняття	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
virksomhed	ділова	virksomhed	ділово	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
virksomhed	business	virksomhed	business	N;INDF;MASC+FEM;SG	
virksomhed	діловий	virksomhed	діловий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
virksomhed	підприємства	virksomhed	підприємство	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
virksomhed	enterprise	virksomhed	enterprise	N;INDF;MASC+FEM;SG	
brugte	використовується	bruge	використовуватися	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
brugte	використана	bruge	використаний	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
brugte	використані	bruge	використаний	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
brugte	витрачений	bruge	витрачений	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
uddannet	освіту	uddanne	освіта	V;INDF;SG;PST;V.PTCP	N;INAN;ACC;FEM;SG
uddannet	навчали	uddanne	навчати	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
nationale	національна	national	національний	ADJ;PL	ADJ;NOM;FEM;SG
nationale	націонал	national	націонал	ADJ;PL	
nationale	національне	national	національний	ADJ;PL	ADJ;NOM;NEUT;SG
nationale	національний	national	національний	ADJ;PL	ADJ;NOM;MASC;SG
slesvig	шлезвіг	slesvig	шлезвіг		PROPN;INAN;NOM;MASC;SG
anvendt	застосування	anvende	застосування	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
anvendt	використовується	anvende	використовуватися	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
anvendt	використана	anvende	використаний	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
anvendt	використані	anvende	використаний	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
spil	гри	spil	гра	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
spil	ігор	spil	гра	N;INDF;NEUT;SG	PROPN;ANIM;NOM;FEM;SG
spil	games	spil	games	N;INDF;NEUT;SG	
spil	ігри	spil	ігра	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
spil	відтворити	spil	відтворити	N;INDF;NEUT;SG	V;PFV;NFIN
spil	грати	spil	грати	N;INDF;NEUT;SG	V;IPFV;NFIN
spil	програти	spil	програти	N;INDF;NEUT;SG	V;PFV;NFIN
almindelige	спільне	almindelig	спільний	ADJ;PL	ADJ;NOM;NEUT;SG
almindelige	common	almindelig	common	ADJ;PL	
prins	принца	prins	принца	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
anne	анн	anne	анн		PROPN;ANIM;NOM;FEM;SG
anne	анна	anne	анна		PROPN;ANIM;NOM;FEM;SG
møller	міллс	mølle	міллс	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
forlag	видавців	forlag	видавець	N;INDF;NEUT;SG	N;ANIM;ACC;MASC;PL
mark	кропивницький	mark	кропивницький	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
time	години	time	година	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
produceret	виготовлена	producere	виготовлений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
produceret	ролик	producere	ролик	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
dronning	цариці	dronning	царика	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
dronning	queen	dronning	queen	N;INDF;MASC+FEM;SG	
poul	поуль	poul	поуль	PROPN	
poul	пол	poul	поле	PROPN	
poul	пауль	poul	пауль	PROPN	PROPN;ANIM;NOM;MASC;SG
poul	павло	poul	павий	PROPN	PROPN;ANIM;NOM;MASC;SG
britisk	британці	britisk	британець	ADJ;INDF;SG	N;ANIM;NOM;MASC;PL
britisk	британські	britisk	британський	ADJ;INDF;SG	ADJ;NOM;PL
britisk	british	britisk	british	ADJ;INDF;SG	
britisk	англієць	britisk	англієць	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
sluttede	завершене	slutte	завершений	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
sovjetunionen	срср	sovjetunion	срср	N;DEF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
heller	хеллер	heller	хеллер	ADV	
polen	польщу	pole	польща	PROPN	PROPN;INAN;ACC;FEM;SG
polen	польща	pole	польща	PROPN	PROPN;INAN;NOM;FEM;SG
polen	польщі	pole	польща	PROPN	PROPN;INAN;GEN;FEM;SG
etableret	подальшому	etablere	подальший	V;INDF;SG;PST;V.PTCP	ADJ;DAT;MASC;SG
etableret	заснований	etablere	заснований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
alene	сама	alene	сам	ADV	DET;NOM;FEM;SG;REFL
alene	самі	alene	сам	ADV	DET;NOM;PL;REFL
rasmussen	расмуссен	rasmussen	расмуссен	PROPN	PROPN;ANIM;NOM;MASC;SG
dyr	звірі	dyr	звір	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
dyr	тварини	dyr	тварина	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;PL
dyr	тварини	dyr	тварина	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;PL
dyr	animal	dyr	animal	N;INDF;NEUT;SG	
stemme	голосуйте	stemme	голосувати	N;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
stemme	проголосувати	stemme	проголосувати	N;INDF;MASC+FEM;SG	V;PFV;NFIN
stemme	голосувати	stemme	голосувати	N;INDF;MASC+FEM;SG	V;IPFV;NFIN
tekst	текстовий	tekst	текстовий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
nordisk	скандинавських	nordisk	скандинавський	ADJ;INDF;SG	ADJ;GEN;PL
nordisk	nordisk	nordisk	nordisk	ADJ;INDF;SG	
mar	мар	mar	мар.		PROPN;ANIM;NOM;MASC;SG
historien	публікації	historie	публікація	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
charles	шарль	charles	шарль	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
charles	чарльз	charles	чарльз	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
livet	лайф	liv	Лайф	N;DEF;NEUT;SG	
stockholm	стокгольм	stockholm	стокголь	N;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG
canada	канаді	canada	канада		PROPN;INAN;NOM;FEM;SG
canada	канади	canada	канада		PROPN;INAN;NOM;FEM;SG
canada	канаду	canada	канада		PROPN;INAN;ACC;FEM;SG
canada	канада	canada	канада		PROPN;INAN;NOM;FEM;SG
længe	довгий	længe	довгий	ADV	ADJ;NOM;MASC;SG
længe	хай	længe	хай	ADV	PART
længe	лонг	længe	лонг	ADV	
længe	long	længe	long	ADV	
længe	довга	længe	довга	ADV	ADJ;NOM;FEM;SG
længe	довгі	længe	довгий	ADV	ADJ;NOM;PL
bane	бейн	bane	бейн	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
iii	ііі	iii	ііі	NUM	
iii	iii	iii	iii	NUM	
petersen	петерсен	peterse	петерсен	PROPN	N;ANIM;NOM;MASC;SG
oslo	осло	oslo	осло	PROPN	PROPN;INAN;NOM;FEM;SG
san	сан	san	сан		
interesse	відсотки	interesse	відсоток	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
interesse	відсоткова	interesse	відсотковий	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
otto	отто	otto	отто	PROPN	PROPN;ANIM;NOM;MASC;SG
endelig	фінал	endelig	фінал	ADV	N;INAN;NOM;MASC;SG
endelig	остаточний	endelig	остаточний	ADV	ADJ;NOM;MASC;SG
endelig	final	endelig	final	ADV	
georg	георг	georg	георг	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
music	музика	music	музика		N;INAN;NOM;FEM;SG
music	музики	music	музика		N;INAN;NOM;FEM;PL
music	музик	music	музик		N;INAN;NOM;MASC;PL
music	музиці	music	музика		N;INAN;DAT;FEM;PL
music	музику	music	музика		N;INAN;ACC;FEM;SG
link	посилання	link	посилання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
link	link	link	link	N;INDF;NEUT;SG	
link	лінки	link	лінка	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
link	посилання	link	посилання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
