til	pentru	til	pentru	ADV	ADP;ACC
kontrakt	contractul	kontrakt	contract	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kontrakt	contractului	kontrakt	contract	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
tom	gol	tom	gol		N;INDF;MASC;SG
tom	goale	tom	gol		ADJ;INDF;FEM;PL
tom	goala	tom	gol		N;DEF;FEM;SG
tom	goala	tom	gol		N;DEF;FEM;SG
tom	tom	tom	tom		PROPN
udført	exportat	udføre	exportat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udført	exportate	udføre	exportat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
udført	efectuat	udføre	efectua	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	acordate	tildele	acordat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
tildelt	acordata	tildele	acordat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
tildelt	acordat	tildele	acordat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	atribuit	tildele	atribui	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	atribuita	tildele	atribuit	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
tildelt	atribuite	tildele	atribuit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
tildelt	premiat	tildele	premia	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	acordat	tildele	acordat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	atribuit	tildele	atribui	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	repartizat	tildele	repartiza	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	atribuita	tildele	atribuit	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
tildelt	atribuite	tildele	atribuit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
tildelt	desemnat	tildele	desemnat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	alocate	tildele	alocat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
tildelt	alocat	tildele	alocat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
tildelt	alocata	tildele	alocat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
italiensk	italiana	italiensk	italiană	ADJ;INDF;SG	N;DEF;FEM;SG
italiensk	italiana	italiensk	italiană	ADJ;INDF;SG	N;DEF;FEM;SG
kilde	sursa	kilde	sursă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kilde	sursa	kilde	sursă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
græsk	greci	græsk	grec	ADJ;INDF;SG	N;INDF;MASC;PL
græsk	grec	græsk	grec	ADJ;INDF;SG	N;INDF;MASC;SG
græsk	greaca	græsk	greacă	ADJ;INDF;SG	N;DEF;FEM;SG
græsk	greaca	græsk	greacă	ADJ;INDF;SG	N;DEF;FEM;SG
regel	regula	regel	regulă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
regel	regula	regel	regulă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
goals	obiectivele	goals	obiectiv		N;DEF;FEM;PL
goals	goluri	goals	gol		N;INDF;FEM;PL
goals	obiective	goals	obiectiv		N;INDF;FEM;PL
våben	armele	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;PL
våben	arma	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;SG
våben	arma	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;SG
våben	armele	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;PL
våben	pistol	våben	pistol	N;INDF;NEUT;PL	N;INDF;MASC;SG
våben	arma	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;SG
våben	arma	våben	armă	N;INDF;NEUT;PL	N;DEF;FEM;SG
våben	brate	våben	brate	N;INDF;NEUT;PL	
våben	bratele	våben	brate	N;INDF;NEUT;PL	N;DEF;FEM;PL
våben	brate	våben	brate	N;INDF;NEUT;PL	
wien	wien	wien	wien	PROPN	PROPN
wien	viena	wien	viena	PROPN	PROPN
wien	vienna	wien	viennă	PROPN	PROPN
spor	urmari	spor	urmare	N;INDF;NEUT;SG	
spor	pista	spor	pistă	N;INDF;NEUT;SG	N;DEF;FEM;SG
spor	pista	spor	pistă	N;INDF;NEUT;SG	N;DEF;FEM;SG
spor	piese	spor	piesă	N;INDF;NEUT;SG	N;INDF;FEM;PL
spor	urme	spor	urmă	N;INDF;NEUT;SG	N;INDF;FEM;PL
hertug	duce	hertug	duce	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
hertug	ducele	hertug	duce	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hertug	duke	hertug	duke	N;INDF;MASC+FEM;SG	PROPN
havet	mare	hav	mare	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
havet	ocean	hav	ocean	N;DEF;NEUT;SG	N;INDF;MASC;SG
klar	gata	klar	gata	ADJ;INDF;MASC+FEM;SG	ADV
klar	clar	klar	clar	ADJ;INDF;MASC+FEM;SG	ADV
klar	limpede	klar	limpede	ADJ;INDF;MASC+FEM;SG	ADV
venner	prietenii	ven	prietenie	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
west	west	west	west	N;INDF;MASC+FEM;SG	PROPN
west	vestul	west	vest	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
størrelse	dimensiunea	størrelse	dimensiune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
størrelse	marimea	størrelse	marime	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
rejste	calatorit	rejse	calatori	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
rejste	calatorit	rejse	calatori	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
rejste	calatorit	rejse	calatori	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
penge	banii	penge	ban	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
lys	lumanarea	lys	lumanare	N;INDF;NEUT;SG	N;DEF;FEM;SG
lys	lumina	lys	lumină	N;INDF;NEUT;SG	N;DEF;FEM;SG
lys	light	lys	light	N;INDF;NEUT;SG	
lys	lumina	lys	lumină	N;INDF;NEUT;SG	N;DEF;FEM;SG
lys	lumini	lys	lumină	N;INDF;NEUT;SG	N;INDF;FEM;PL
lys	luminile	lys	lumină	N;INDF;NEUT;SG	N;DEF;FEM;PL
ekstra	extra	ekstra	extra	ADJ	
stift	rigide	stiv	rigid	ADJ;INDF;NEUT;SG	ADJ;INDF;FEM;PL
stift	rigida	stiv	rigidă	ADJ;INDF;NEUT;SG	ADJ;DEF;FEM;SG
stift	eparhie	stiv	eparhie	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
produktion	productia	produktion	productie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
vejle	vejle	vejle	vejlă	PROPN	PROPN
tekniske	tehnica	teknisk	tehnică	ADJ;PL	N;DEF;FEM;SG
tekniske	tehnic	teknisk	tehnic	ADJ;PL	ADJ;INDF;MASC;SG
fører	piste	føre	piste	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
fører	sofer	føre	sofer	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fører	driver	føre	driver	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fører	sofer	føre	sofer	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fører	fuhrer	føre	fuhrer	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fører	führer	føre	führer	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
huset	house	hus	hou	N;DEF;NEUT;SG	N;INDF;MASC;SG
spanske	spaniola	spansk	spaniolă	ADJ;PL	N;DEF;FEM;SG
spanske	spaniola	spansk	spaniolă	ADJ;PL	N;DEF;FEM;SG
spanske	spaniol	spansk	spaniol	ADJ;PL	ADJ;INDF;MASC;SG
forældre	parinti	forælder	parinti	N;INDF;MASC+FEM;PL	
forældre	parinti	forælder	parinti	N;INDF;MASC+FEM;PL	
forældre	parintii	forælder	parinte	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
forældre	parintii	forælder	parinte	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
forældre	parinte	forælder	parinte	N;INDF;MASC+FEM;PL	
forældre	parinte	forælder	parinte	N;INDF;MASC+FEM;PL	
tabte	pierdut	tabe	pierdut	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tabte	pierdute	tabe	pierdut	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
tabte	pierduta	tabe	pierdut	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
tabte	lost	tabe	lost	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
kongens	regele	konge	rege	N;GEN;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kongens	king	konge	king	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kongens	rege	konge	rege	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
minutter	minutele	minut	minut	N;INDF;NEUT;PL	N;DEF;FEM;PL
adgang	accesul	adgang	acces	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sten	pietre	sten	piatră	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
sten	pietrele	sten	pietru	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
sten	piatra	sten	piatră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sten	stone	sten	stonă	N;INDF;MASC+FEM;SG	PROPN
sten	piatra	sten	piatră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sten	pietre	sten	piatră	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
sten	roci	sten	rocă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
sten	stanci	sten	stancă	N;INDF;MASC+FEM;SG	
sten	piatra	sten	piatră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sten	piatra	sten	piatră	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sten	stanca	sten	stancă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sten	stanca	sten	stancă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
folketinget	parlament	folketing	parlament	N;DEF;NEUT;SG	N;INDF;MASC;SG
professionel	profesionala	professionel	profesional	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
professionel	profesionale	professionel	profesional	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
professionel	profesionista	professionel	profesionist	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
australien	australiei	australie	australie	PROPN	PROPN;DEF;FEM;SG
australien	australia	australie	australia	PROPN	PROPN
huse	casele	hus	casă	N;INDF;NEUT;PL	N;DEF;FEM;PL
sørensen	sørensen	sørense	sørensen	PROPN	
lade	barn	lade	barn	V;NFIN;ACT	
lade	hambarul	lade	hambar	V;NFIN;ACT	N;DEF;MASC;SG
lade	hambar	lade	hambar	V;NFIN;ACT	N;INDF;MASC;SG
solgte	vandut	sælge	vandut	V;PST;FIN;ACT	ADJ;INDF;MASC;SG
solgte	vandute	sælge	vandut	V;PST;FIN;ACT	ADJ;INDF;FEM;PL
solgte	vanduta	sælge	vanduta	V;PST;FIN;ACT	ADJ;DEF;FEM;SG
solgte	vandut	sælge	vandut	V;PST;FIN;ACT	ADJ;INDF;MASC;SG
vægt	greutatea	vægt	greutate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stiftet	formate	stift	forma	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
stiftet	formata	stift	formata	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
stiftet	format	stift	format	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
stiftet	eparhie	stift	eparhie	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;SG
football	fotbalul	football	fotbal	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kraft	forta	kraft	forta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kraft	forta	kraft	forta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kraft	forta	kraft	forta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kraft	puterea	kraft	putere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gyldendal	gyldendal	gyldendal	gyldendal		ADV
nordiske	nordic	nordisk	nordic	ADJ;PL	ADJ;INDF;MASC;SG
nordiske	nordica	nordisk	nordica	ADJ;PL	ADJ;DEF;FEM;SG
skriver	scrierea	skrive	scriere	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
skriver	scriere	skrive	scriere	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
studier	studiaza	studi	studiază	N;INDF;NEUT;PL	V;IND;SG;3;IPFV;FIN
studier	studiul	studi	studiu	N;INDF;NEUT;PL	N;DEF;MASC;SG
studier	studiu	studi	studiu	N;INDF;NEUT;PL	N;INDF;MASC;SG
studier	studiile	studi	studiu	N;INDF;NEUT;PL	N;DEF;FEM;PL
sagde	said	sige	said	V;IND;PST;FIN;ACT	
hvid	albi	hvid	alb	ADJ;INDF;MASC+FEM;SG	
hvid	albe	hvid	alb	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
hvid	alba	hvid	alb	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
private	privata	privat	privat	ADJ;PL	ADJ;DEF;FEM;SG
private	privat	privat	privat	ADJ;PL	ADJ;INDF;MASC;SG
ønsker	vrea	ønske	vrea	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
los	los	los	los	PROPN	PROPN
los	lynx	los	lynx	PROPN	N;INDF;MASC;SG
besluttede	decisa	beslutte	decisa	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
besluttede	decis	beslutte	decide	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
besluttede	hotarat	beslutte	hotarat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
trak	tras	trække	trage	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
trak	drew	trække	drew	V;IND;PST;FIN;ACT	PROPN
ridder	knight	ridder	knight	N;INDF;MASC+FEM;SG	PROPN
ridder	cavalerul	ridder	cavaler	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	initiala	oprindelig	initial	ADV	ADJ;DEF;FEM;SG
oprindelig	initiala	oprindelig	initial	ADV	ADJ;DEF;FEM;SG
oprindelig	initiale	oprindelig	initial	ADV	ADJ;INDF;FEM;PL
oprindelig	initiala	oprindelig	initial	ADV	ADJ;DEF;FEM;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;INDF;MASC;SG
oprindelig	originala	oprindelig	original	ADV	ADJ;DEF;FEM;SG
oprindelig	originale	oprindelig	original	ADV	ADJ;INDF;FEM;PL
oprindelig	original	oprindelig	original	ADV	ADJ;INDF;MASC;SG
oprindelig	originala	oprindelig	original	ADV	ADJ;DEF;FEM;SG
central	centrala	central	centrală	N;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
central	centrale	central	centrală	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
central	centrala	central	centrală	N;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
central	central	central	central	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
seneste	ultimele	sen	ultim	ADJ;DEF;RL	NUM;DEF;FEM;PL
seneste	recente	sen	recent	ADJ;DEF;RL	ADJ;INDF;FEM;PL
seneste	recent	sen	recent	ADJ;DEF;RL	ADV
seneste	recenta	sen	recent	ADJ;DEF;RL	ADJ;DEF;FEM;SG
seneste	recenta	sen	recent	ADJ;DEF;RL	ADJ;DEF;FEM;SG
flåde	marina	flåde	marină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flåde	marina	flåde	marină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flåde	flotei	flåde	flotă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flåde	flota	flåde	flotă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flåde	flota	flåde	flotă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sorte	neagra	sort	negru	ADJ;PL	ADJ;DEF;FEM;SG
sorte	negru	sort	negru	ADJ;PL	ADJ;INDF;MASC;SG
sorte	neagra	sort	negru	ADJ;PL	ADJ;DEF;FEM;SG
sorte	black	sort	black	ADJ;PL	N;INDF;MASC;SG
sorte	negrii	sort	negru	ADJ;PL	
lee	lee	lee	lee		PROPN
saint	sfant	saint	sfant		
saint	sfantul	saint	sfant		N;DEF;MASC;SG
saint	sfantul	saint	sfant		N;DEF;MASC;SG
saint	saint	saint	saint		N;INDF;MASC;SG
vigtige	important	vigtig	important	ADJ;PL	ADV
vigtige	importanta	vigtig	important	ADJ;PL	ADJ;DEF;FEM;SG
vigtige	importanta	vigtig	important	ADJ;PL	ADJ;DEF;FEM;SG
programmet	program	program	program	N;DEF;NEUT;SG	N;INDF;MASC;SG
angrebet	atac	angreb	atac	N;DEF;NEUT;SG	N;INDF;MASC;SG
angrebet	atacata	angreb	atacat	N;DEF;NEUT;SG	ADJ;DEF;FEM;SG
angrebet	atacat	angreb	ataca	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
planter	plantele	planter	plantă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
journalist	ziarista	journalist	ziarist	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
journalist	jurnalistul	journalist	jurnalist	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
journalist	jurnalista	journalist	jurnalist	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
journalist	reporterul	journalist	reporter	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kvinde	feminin	kvinde	feminin	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
kvinde	femela	kvinde	femelă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kvinde	femela	kvinde	femelă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stationen	statie	station	statie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
stationen	statie	station	statie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
stationen	statie	station	statie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
henry	henric	henry	henric		N;INDF;MASC;SG
henry	henry	henry	henry		PROPN
oplysninger	info	oplysning	info	N;INDF;MASC+FEM;PL	
oplysninger	informatie	oplysning	informatie	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
oplysninger	datele	oplysning	dată	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
oplysninger	data	oplysning	dată	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
besejrede	invinsa	besejre	invinsa	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
besejrede	invins	besejre	invinge	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
besejrede	invins	besejre	invinge	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
besejrede	infrant	besejre	infrant	V;IND;PST;FIN;ACT	
barn	copile	barn	copil	N;INDF;NEUT;SG	N;INDF;FEM;PL
barn	copila	barn	copilă	N;INDF;NEUT;SG	N;DEF;FEM;SG
barn	copila	barn	copilă	N;INDF;NEUT;SG	N;DEF;FEM;SG
intet	nimic	ingen	nimic	PRO;NEUT;SG	PRO;SG;3
svært	greu	svær	greu	ADJ;INDF;NEUT;SG	ADV
svært	tare	svær	tare	ADJ;INDF;NEUT;SG	ADV
svært	dificil	svær	dificil	ADJ;INDF;NEUT;SG	ADV
svært	dificile	svær	dificil	ADJ;INDF;NEUT;SG	ADJ;INDF;FEM;PL
svært	dificila	svær	dificila	ADJ;INDF;NEUT;SG	ADJ;DEF;FEM;SG
energi	energia	energi	energie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
foreningen	asociatie	forening	asociatie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
foreningen	asociere	forening	asociere	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
joseph	joseph	joseph	joseph	N;INDF;MASC+FEM;SG	PROPN
joseph	iosif	joseph	iosif	N;INDF;MASC+FEM;SG	PROPN
landsbyen	village	landsby	villag	N;DEF;MASC+FEM;SG	PROPN
landsbyen	sat	landsby	sat	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
line	linia	lin	linie		N;DEF;FEM;SG
line	line	lin	line		
line	linie	lin	linie		N;INDF;FEM;SG
græske	greci	græsk	grec	ADJ;PL	N;INDF;MASC;PL
græske	grecesc	græsk	grecesc	ADJ;PL	ADJ;INDF;MASC;SG
græske	grec	græsk	grec	ADJ;PL	N;INDF;MASC;SG
græske	greaca	græsk	greacă	ADJ;PL	N;DEF;FEM;SG
græske	greaca	græsk	greacă	ADJ;PL	N;DEF;FEM;SG
jord	solul	jord	sol	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jord	terenuri	jord	teren	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
jord	pamant	jord	pamant	N;INDF;MASC+FEM;SG	
jord	pamint	jord	pamint	N;INDF;MASC+FEM;SG	
jord	pamantul	jord	pamant	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jord	pamant	jord	pamant	N;INDF;MASC+FEM;SG	
jord	pamant	jord	pamant	N;INDF;MASC+FEM;SG	
dig	ai	du	avea	PRO;ACC;MASC+FEM;SG;2	V;SG;2
dig	tu	du	tu	PRO;ACC;MASC+FEM;SG;2	PRO;NOM;SG;2
berømte	celebra	berømt	celebra	ADJ;PL	ADJ;DEF;FEM;SG
berømte	faimoasa	berømt	faimos	ADJ;PL	ADJ;DEF;FEM;SG
berømte	faimos	berømt	faimos	ADJ;PL	ADJ;INDF;MASC;SG
berømte	celebru	berømt	celebru	ADJ;PL	ADJ;INDF;MASC;SG
brugere	utilizatorilor	bruger	utilizator	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
brugere	utilizatorii	bruger	utilizator	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
bad	rau	bede	rau	V;IND;PST;FIN;ACT	
bad	bad	bede	bad	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
bad	rau	bede	rau	V;IND;PST;FIN;ACT	
bad	rea	bede	rău	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
bad	baie	bede	baie	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
bad	bath	bede	bath	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
former	formulare	form	formular	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
former	formularele	form	formular	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
star	stea	star	sta		V;IND;3;PRS;FIN
star	star	star	star		
star	vedeta	star	vedeta		N;DEF;FEM;SG
star	steaua	star	stea		N;DEF;FEM;SG
latin	latine	latin	latin		ADJ;INDF;FEM;PL
latin	latin	latin	latin		N;INDF;MASC;SG
latin	latina	latin	latină		N;DEF;FEM;SG
latin	latina	latin	latină		N;DEF;FEM;SG
religion	religia	religion	religie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
levede	traia	leve	trai	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
levede	traita	leve	traita	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
ude	out	ude	out	ADV	
grønland	groenlanda	grønland	groenlanda	N;INDF;NEUT;SG	N;DEF;FEM;SG
møde	intalnirea	møde	intalnire	N;INDF;NEUT;SG	N;DEF;FEM;SG
holder	holder	holde	holder	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
holder	titular	holde	titular	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
holder	titularul	holde	titular	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
münchen	münchen	münche	münchen	PROPN	PROPN
münchen	münchen	münche	münchen	PROPN	PROPN
münchen	munchen	münche	munchen	PROPN	PROPN
bayern	bavaria	bay	bavarie	N;DEF;MASC+FEM;SG	PROPN
bayern	bayern	bay	bayern	N;DEF;MASC+FEM;SG	PROPN
frank	frank	frank	frank		PROPN
plan	planul	plan	plan	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
plan	nivelul	plan	nivel	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
betegnelse	numele	betegnelse	nume	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
betegnelse	name	betegnelse	name	N;INDF;MASC+FEM;SG	
betegnelse	desemnarea	betegnelse	desemnare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
betegnelse	titlul	betegnelse	titlu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
show	arata	show	arata	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
show	arata	show	arata	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
show	afiseaza	show	afisea	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
north	north	north	north	N;INDF;MASC+FEM;SG	PROPN
north	nordul	north	nord	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
american	american	american	american	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
american	americana	american	americană	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
american	americanca	american	americancă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
materiale	materialul	materiale	material	N;INDF;NEUT;SG	N;DEF;MASC;SG
materiale	materiale	materiale	material	N;INDF;NEUT;SG	N;INDF;FEM;PL
materiale	materiale	materiale	material	N;INDF;NEUT;SG	N;INDF;FEM;PL
materiale	materialele	materiale	material	N;INDF;NEUT;SG	N;DEF;FEM;PL
biskop	episcopul	biskop	episcop	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kirker	bisericile	kirke	biserică	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
indhold	continutul	indhold	continut	N;INDF;NEUT;SG	N;DEF;MASC;SG
maler	vopsele	male	vopsă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
maler	vopsea	male	vopsi	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
maler	picteaza	male	pictează	N;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
maler	pictura	male	pictură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
maler	pictura	male	pictură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
air	aer	air	aer		N;INDF;MASC;SG
air	aerul	air	aer		N;DEF;MASC;SG
air	air	air	air		N;INDF;MASC;SG
nedlagt	dezafectata	nedlægge	dezafectat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
timer	orele	time	oră	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
timer	cronometru	time	cronometru	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
timer	cronometrul	time	cronometru	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
personlige	personal	personlig	personal	ADJ;PL	ADV
personlige	personala	personlig	personal	ADJ;PL	ADJ;DEF;FEM;SG
personlige	personala	personlig	personal	ADJ;PL	ADJ;DEF;FEM;SG
sidder	stand	sidde	sta	V;IND;PRS;FIN;ACT	
