din	du	din	du	ADP;ACC	DET;MASC;SG
unit	unie	unit	unie	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
unit	unis	unit	unir	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
unit	unies	unit	uni	ADJ;INDF;MASC;SG	ADJ;FEM;PL
luni	mois	lună	mois	N;INDF;FEM;PL	N;MASC;SG
luni	lundi	lună	lundi	N;INDF;FEM;PL	N;MASC;SG
jucat	joués	juca	jouer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
jucat	jouées	juca	joué	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
jucat	jouée	juca	jouer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
jucat	joué	juca	jouer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
radio	radiophonique	radio	radiophonique	N;INDF;MASC;SG	ADJ;MASC;SG
romano	romano	romană	romano	N;INDF;MASC;SG	PROPN
istorica	historiques	istorică	historique	ADJ;DEF;FEM;SG	ADJ;MASC;PL
istorica	historiques	istorică	historique	ADJ;DEF;FEM;SG	ADJ;MASC;PL
deja	déja	deja	déja	ADV	
deja	deja	deja	deja	ADV	INTJ
deja	dejà	deja	dejà	ADV	
europene	européenne	european	européen	ADJ;INDF;FEM;PL	ADJ;FEM;SG
europene	européen	european	européen	ADJ;INDF;FEM;PL	ADJ;MASC;SG
componenta	composant	componenta	composer	N;DEF;FEM;SG	V;PRS;V.PTCP
componenta	composant	componenta	composer	N;DEF;FEM;SG	V;PRS;V.PTCP
varsta	âges	varsta	âge	N;DEF;FEM;SG	N;MASC;PL
varsta	âges	varsta	âge	N;DEF;FEM;SG	N;MASC;PL
varsta	âges	varsta	âge	N;DEF;FEM;SG	N;MASC;PL
km²	km²	km²	km²		N;MASC;SG
toti	toute	toti	tout		DET;FEM;SG
toti	toutes	toti	tout		PRO;FEM;PL
toti	tous	toti	tout		PRO;MASC;PL
toti	tout	toti	tout		PRO;MASC;SG
toti	all	toti	all		
toti	toute	toti	tout		DET;FEM;SG
toti	toutes	toti	tout		PRO;FEM;PL
toti	tous	toti	tout		PRO;MASC;PL
toti	tout	toti	tout		PRO;MASC;SG
toti	all	toti	all		
ultima	dernier	ultim	dernier	NUM;DEF;FEM;SG	ADJ;MASC;SG
ultima	dernière	ultim	dernier	NUM;DEF;FEM;SG	ADJ;FEM;SG
ultima	derniers	ultim	dernier	NUM;DEF;FEM;SG	ADJ;MASC;PL
ultima	dernières	ultim	dernier	NUM;DEF;FEM;SG	ADJ;FEM;PL
origine	origines	origine	origine	N;INDF;FEM;SG	N;FEM;PL
recensamant	recensements	recensamant	recensement	N;INDF;MASC;SG	N;MASC;PL
anderson	anderson	anderson	anderson	PROPN	PROPN
veche	anciens	vechi	ancien	ADJ;INDF;FEM;SG	ADJ;MASC;PL
participat	participé	participa	participer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
guvernul	gouvernements	guvern	gouvernement	N;DEF;MASC;SG	N;MASC;PL
estul	orientale	est	oriental	N;DEF;MASC;SG	ADJ;FEM;SG
estul	est	est	être	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
total	totale	total	total	ADV	ADJ;FEM;SG
total	total	total	total	ADV	N;MASC;SG
total	totaux	total	total	ADV	ADJ;MASC;PL
japonia	japon	japonie	japon	N;DEF;FEM;SG	PROPN
sibiu	sibiu	sibiu	sibiu	PROPN	PROPN
petru	petru	petru	petru		PROPN
petru	peter	petru	peter		PROPN
petru	pierre	petru	pierre		N;FEM;SG
conte	compter	conte	compter	N;INDF;MASC;SG	V;NFIN
alba	alba	alb	alba	N;DEF;FEM;SG	PROPN
alba	blanche	alb	blanc	N;DEF;FEM;SG	ADJ;FEM;SG
alba	blancs	alb	blanc	N;DEF;FEM;SG	ADJ;MASC;PL
alba	blanches	alb	blanc	N;DEF;FEM;SG	ADJ;FEM;PL
bavaria	bavière	bavarie	bavière	PROPN	PROPN
roma	rome	romă	rome	PROPN	PROPN
roma	rom	romă	rom	PROPN	N;FEM;SG
roma	roms	romă	rom	PROPN	N;MASC;PL
roma	tzigane	romă	tzigane	PROPN	ADJ;MASC;SG
roma	roma	romă	roma	PROPN	PROPN
specii	espèce	specie	espèce	N;INDF;FEM;PL	N;FEM;SG
cupa	cup	cupă	cup	N;DEF;FEM;SG	PROPN
cupa	cup	cupă	cup	N;DEF;FEM;SG	PROPN
ceva	quelquechose	ceva	quelquechose	PRO;SG;3	N;MASC;SG
calitate	qualite	calitate	qualite	N;INDF;FEM;SG	ADJ;FEM;SG
scrie	écrivez	scrie	écrire	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
scurt	courte	scurt	court	ADV	ADJ;FEM;SG
scurt	court	scurt	court	ADV	ADJ;MASC;SG
scurt	courts	scurt	court	ADV	ADJ;MASC;PL
scurt	courtes	scurt	court	ADV	ADJ;FEM;PL
scurt	bref	scurt	bref	ADV	INTJ
scurt	brèves	scurt	breve	ADV	ADJ;FEM;PL
scurt	brève	scurt	bref	ADV	ADJ;FEM;SG
mama	mom	mamă	mom	N;DEF;FEM;SG	
mama	mom	mamă	mom	N;DEF;FEM;SG	
creat	créée	crea	créer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
creat	créé	crea	créer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
creat	crée	crea	créer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
creat	crées	crea	créer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
creat	créés	crea	créer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
del	del	del	del	N;INDF;MASC;SG	PROPN
uri	uri	uri	uri		PROPN
manastirea	monastères	manastire	monastère	N;DEF;FEM;SG	N;MASC;PL
manastirea	monastères	manastire	monastère	N;DEF;FEM;SG	N;MASC;PL
america	amerique	americă	amerique	N;DEF;FEM;SG	ADJ;MASC;SG
america	amérique	americă	amérique	N;DEF;FEM;SG	ADJ;MASC;SG
produs	produite	produs	produire	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
produs	produites	produs	produire	N;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
produs	produit	produs	produire	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
produs	produits	produs	produire	N;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
ultimul	dernier	ultim	dernier	NUM;DEF;MASC;SG	ADJ;MASC;SG
ultimul	dernière	ultim	dernier	NUM;DEF;MASC;SG	ADJ;FEM;SG
ultimul	derniers	ultim	dernier	NUM;DEF;MASC;SG	ADJ;MASC;PL
ultimul	dernières	ultim	dernier	NUM;DEF;MASC;SG	ADJ;FEM;PL
condus	conduit	conduce	conduire	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
andrei	andreï	andre	andreï	PROPN	PROPN
andrei	andrei	andre	andrei	PROPN	PROPN
andrei	andreï	andre	andreï	PROPN	PROPN
radu	radu	radu	radu	PROPN	PROPN
brazilia	brésil	brazilie	brésil	PROPN	N;MASC;SG
suceava	suceava	suceava	suceaver	PROPN	PROPN
james	james	james	jame	PROPN	PROPN
declarat	déclarées	declara	déclarer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
declarat	déclarée	declara	déclarer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
declarat	déclaré	declara	déclarer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
declarat	déclarés	declara	déclarer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
obicei	habitudes	obicei	habitude	N;INDF;MASC;SG	N;FEM;PL
compania	entreprise	companie	entreprendre	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
etnic	ethniques	etnic	ethnique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
sezonul	saisons	sezon	saison	N;DEF;MASC;SG	N;FEM;PL
dan	dan	dan	dan	PROPN	PROPN
brasov	brasov	brasov	brasov	PROPN	PROPN
brasov	brasov	brasov	brasov	PROPN	PROPN
india	inde	india	inde	PROPN	PROPN
india	indes	india	inde	PROPN	N;FEM;PL
construita	construite	construita	construire	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
construita	construit	construita	construire	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
construita	bâti	construita	bâtir	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
construita	construits	construita	construire	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
construita	construite	construita	construire	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
construita	construit	construita	construire	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
construita	construits	construita	construire	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
construita	construite	construita	construire	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
construita	construit	construita	construire	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
construita	bâti	construita	bâtir	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
construita	construits	construita	construire	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
obtinut	obtenues	obtine	obtenir	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
obtinut	obtenue	obtine	obtenir	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
obtinut	obtenus	obtine	obtenir	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
obtinut	obtenu	obtine	obtenir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
obtinut	atteint	obtine	atteindre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rock	rocheux	rock	rocheux	N;INDF;MASC;SG	ADJ;MASC;SG
pus	mis	pune	mettre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
pus	mettre	pune	mettre	ADJ;INDF;MASC;SG	V;NFIN
video	vidéo	video	vidéo	ADJ	N;MASC;SG
video	vidéos	video	vidéo	ADJ	N;FEM;PL
video	video	video	video	ADJ	N;FEM;SG
teatru	théâtres	teatru	théâtre	N;INDF;MASC;SG	N;MASC;PL
www	www	www	www	N;INDF;MASC;SG	
militara	militaire	militară	militaire	N;DEF;FEM;SG	ADJ;MASC;SG
militara	militaires	militară	militaire	N;DEF;FEM;SG	ADJ;MASC;PL
post	publier	post	publier	N;INDF;MASC;SG	V;NFIN
mures	mures	mures	mur	PROPN	ADJ;FEM;PL
mures	mures	mures	mur	PROPN	ADJ;FEM;PL
romanesc	roumains	romanesc	roumain	ADJ;INDF;MASC;SG	ADJ;MASC;PL
richard	richard	richard	richard	PROPN	PROPN
china	chine	chină	chine	PROPN	N;FEM;SG
scopul	aim	scop	aim	N;DEF;MASC;SG	
scopul	viser	scop	viser	N;DEF;MASC;SG	V;NFIN
situata	située	situat	situer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
situata	situé	situat	situer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
situata	située	situat	situer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
situata	situé	situat	situer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
victor	viktor	victor	viktor	PROPN	PROPN
victor	victor	victor	victor	PROPN	N;MASC;SG
michael	alain	michael	alain	PROPN	PROPN
michael	michael	michael	michael	PROPN	PROPN
michael	michel	michael	michel	PROPN	PROPN
londra	londres	londru	londre	PROPN	N;MASC;SG
charles	charles	charles	charle	PROPN	N;MASC;SG
intrat	entrés	intra	entrer	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
sase	six	sas	six		NUM
sase	six	sas	six		NUM
sase	six	sas	six		NUM
director	annuaires	director	annuaire	N;INDF;MASC;SG	N;MASC;PL
website	site	websit	site		N;MASC;SG
militar	armée	militar	armée	ADJ;INDF;MASC;SG	N;FEM;SG
militar	militaires	militar	militaire	ADJ;INDF;MASC;SG	ADJ;MASC;PL
originala	originaux	original	original	ADJ;DEF;FEM;SG	ADJ;MASC;PL
originala	originaux	original	original	ADJ;DEF;FEM;SG	ADJ;MASC;PL
state	etat	stat	etat	N;INDF;FEM;PL	N;MASC;SG
state	état	stat	état	N;INDF;FEM;PL	N;MASC;SG
pop	pop	pop	pop		N;FEM;SG
azi	hui	azi	hui	ADV	
azi	aujourdhui	azi	aujourdhui	ADV	PROPN
university	universitaire	university	universitaire	N;INDF;MASC;SG	ADJ;MASC;SG
cultural	culturels	cultural	culturel	ADJ;INDF;MASC;SG	ADJ;MASC;PL
trimis	envoyés	trimite	envoyer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
trimis	envoyées	trimite	envoyer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
trimis	envoyée	trimite	envoyer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
trimis	envoyé	trimite	envoyer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
henric	henri	henric	henri	N;INDF;MASC;SG	PROPN
henric	henry	henric	henry	N;INDF;MASC;SG	PROPN
folosite	utilisées	folosit	utiliser	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
folosite	utilisé	folosit	utiliser	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
folosite	utilisés	folosit	utiliser	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
folosite	utilisée	folosit	utiliser	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
jumatate	moitié	jumata	moitié		N;FEM;SG
jumatate	demi	jumata	demi		ADJ;MASC;SG
jumatate	moitié	jumata	moitié		N;FEM;SG
jumatate	demi	jumata	demi		ADJ;MASC;SG
capitala	capitaux	capitală	capital	N;DEF;FEM;SG	N;MASC;PL
capitala	capitaux	capitală	capital	N;DEF;FEM;SG	N;MASC;PL
fizice	physique	fizic	physique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
mexico	mexique	mexico	mexique	N;INDF;MASC;SG	ADJ;MASC;SG
mesa	mesa	mesa	mesa	N;DEF;FEM;SG	PROPN
mesa	missa	mesa	missa	N;DEF;FEM;SG	PROPN
sfantul	sainte	sfant	saint	N;DEF;MASC;SG	ADJ;FEM;SG
sfantul	saint	sfant	saint	N;DEF;MASC;SG	PROPN
sfantul	sainte	sfant	saint	N;DEF;MASC;SG	ADJ;FEM;SG
sfantul	saint	sfant	saint	N;DEF;MASC;SG	PROPN
stiinte	science	stiinte	science	N;INDF;FEM;PL	N;FEM;SG
stiinte	scientifique	stiinte	scientifique	N;INDF;FEM;PL	ADJ;MASC;SG
vii	vii	viu	vii	ADJ;INDF;PL	NUM
singur	seuls	singur	seul	ADJ;INDF;MASC;SG	ADJ;MASC;PL
singur	single	singur	single	ADJ;INDF;MASC;SG	N;MASC;SG
singur	célibataires	singur	célibataire	ADJ;INDF;MASC;SG	ADJ;MASC;PL
singur	solitude	singur	solitude	ADJ;INDF;MASC;SG	N;FEM;SG
singur	solitaires	singur	solitaire	ADJ;INDF;MASC;SG	ADJ;MASC;PL
public	publics	public	public	ADJ;INDF;MASC;SG	ADJ;MASC;PL
public	publiques	public	public	ADJ;INDF;MASC;SG	ADJ;FEM;PL
public	publiquement	public	publiquement	ADJ;INDF;MASC;SG	ADV
nevoie	besoins	nevoie	besoin	N;INDF;FEM;SG	N;MASC;PL
nevoie	nécessaires	nevoie	nécessaire	N;INDF;FEM;SG	ADJ;MASC;PL
nevoie	nécessaire	nevoie	nécessaire	N;INDF;FEM;SG	ADJ;MASC;SG
nevoie	requis	nevoie	requérir	N;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP
oamenii	humains	om	humain	N;DEF;MASC;PL	ADJ;MASC;PL
probleme	trouble	problemă	trouble	N;INDF;FEM;PL	ADJ;MASC;SG
probleme	perturbation	problemă	perturbation	N;INDF;FEM;PL	N;FEM;SG
publice	public	public	public	ADJ;INDF;FEM;PL	ADJ;MASC;SG
publice	publique	public	public	ADJ;INDF;FEM;PL	ADJ;FEM;SG
regia	dirigé	regie	diriger	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
regia	réalisé	regie	réaliser	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
regia	orienté	regie	orienter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
plan	planifier	plan	planifier	N;INDF;MASC;SG	V;NFIN
naturale	naturel	natural	naturel	ADJ;INDF;FEM;PL	ADJ;MASC;SG
naturale	naturelle	natural	naturel	ADJ;INDF;FEM;PL	ADJ;FEM;SG
facultatea	professeurs	facultate	professeur	N;DEF;FEM;SG	N;MASC;PL
pamant	earth	pamant	earth		N;MASC;SG
pamant	terre	pamant	terre		N;FEM;SG
pamant	terre	pamant	terre		N;FEM;SG
pamant	terrain	pamant	terrain		N;MASC;SG
pamant	terres	pamant	terre		N;FEM;PL
pamant	earth	pamant	earth		N;MASC;SG
pamant	terre	pamant	terre		N;FEM;SG
viena	vienne	viena	venir	PROPN	ADJ;FEM;SG
houten	houten	houten	houten		PROPN
principale	principal	principal	principal	ADJ;INDF;FEM;PL	ADJ;MASC;SG
principale	main	principal	main	ADJ;INDF;FEM;PL	N;FEM;SG
principale	principale	principal	principal	ADJ;INDF;FEM;PL	ADJ;FEM;SG
prim	prime	prim	prime	NUM;INDF;MASC;SG	N;FEM;SG
prim	prim	prim	prim	NUM;INDF;MASC;SG	PROPN
alti	autre	alti	autre		PRO;SG
alti	autres	alti	autre		PRO;PL
seria	séries	serie	série	N;DEF;FEM;SG	N;FEM;PL
dezvoltarea	développer	dezvoltare	développer	N;DEF;FEM;SG	V;NFIN
direct	hétéro	direct	hétéro	ADV	N;MASC;SG
direct	directe	direct	direct	ADV	ADJ;FEM;SG
direct	direct	direct	direct	ADV	ADJ;MASC;SG
direct	directs	direct	direct	ADV	ADJ;MASC;PL
altele	autre	altul	autre	PRO;FEM;PL;3	PRO;SG
carte	réserver	carte	réserver	N;INDF;FEM;SG	V;NFIN
auto	auto	auto	auto		N;MASC;SG
auto	automatique	auto	automatique		ADJ;MASC;SG
africa	afrique	africa	afrique	N;DEF;FEM;SG	ADJ;MASC;SG
religie	religieux	religie	religieux	N;INDF;FEM;SG	ADJ;MASC;SG
minor	mineures	minor	mineur	ADJ;INDF;MASC;SG	ADJ;FEM;PL
minor	mineur	minor	mineur	ADJ;INDF;MASC;SG	N;MASC;SG
asia	asie	asia	asie	PROPN	PROPN
asia	asiatique	asia	asiatique	PROPN	ADJ;MASC;SG
final	définitif	final	définitif	N;INDF;MASC;SG	ADJ;MASC;SG
final	final	final	final	N;INDF;MASC;SG	ADJ;MASC;SG
final	définitive	final	définitif	N;INDF;MASC;SG	ADJ;FEM;SG
adus	amenés	aduce	amener	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
para	poires	părea	poire		N;FEM;PL
para	poire	părea	poire		N;FEM;SG
para	pear	părea	pear		INTJ
para	para	părea	para		PROPN
para	poires	părea	poire		N;FEM;PL
para	poire	părea	poire		N;FEM;SG
para	pear	părea	pear		INTJ
urmatoarea	suivant	urmatore	suivre	ADJ;DEF;FEM;SG	V;PRS;V.PTCP
urmatoarea	next	urmatore	next	ADJ;DEF;FEM;SG	
parti	pièces	parti	pièce		N;FEM;PL
parti	parties	parti	partie		N;FEM;PL
parti	parties	parti	partie		N;FEM;PL
parti	pièces	parti	pièce		N;FEM;PL
parti	parties	parti	partie		N;FEM;PL
ambele	both	ambii	both	NUM;FEM;PL	PROPN
teatrul	théâtres	teatru	théâtre	N;DEF;MASC;SG	N;MASC;PL
stanga	gauche	stanga	gauche	N;DEF;FEM;SG	ADJ;MASC;SG
stanga	gauche	stanga	gauche	N;DEF;FEM;SG	ADJ;MASC;SG
catolici	catholiques	catolic	catholique	N;INDF;MASC;PL	ADJ;MASC;PL
press	appuyez	press	appuyer	N;INDF;MASC;SG	V;IMP;PL;2;PRS;FIN
traducere	traductions	traducere	traduction	N;INDF;FEM;SG	N;FEM;PL
dumnezeu	god	dumnezeu	god	PROPN	INTJ
dumnezeu	dieu	dumnezeu	dieu	PROPN	N;MASC;SG
und	und	und	und	N;INDF;MASC;SG	PROPN
luna	luna	lună	luna	N;DEF;FEM;SG	PROPN
luna	lunaire	lună	lunaire	N;DEF;FEM;SG	ADJ;MASC;SG
luna	moon	lună	moon	N;DEF;FEM;SG	PROPN
luna	lunaire	lună	lunaire	N;DEF;FEM;SG	ADJ;MASC;SG
luna	moon	lună	moon	N;DEF;FEM;SG	PROPN
publica	publics	publica	public	V;IND;SG;3;IPFV;FIN	ADJ;MASC;PL
publica	publiques	publica	public	V;IND;SG;3;IPFV;FIN	ADJ;FEM;PL
publica	public	publica	public	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG
publica	publique	publica	public	V;IND;SG;3;IPFV;FIN	ADJ;FEM;SG
publica	publie	publica	publier	V;IND;SG;3;IPFV;FIN	V;SG;PRS;V.PTCP
publica	publiez	publica	publier	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
publica	publie	publica	publier	V;IND;SG;3;IPFV;FIN	V;SG;PRS;V.PTCP
publica	publiez	publica	publier	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
arad	arad	arad	arad	PROPN	PROPN
poet	poètes	poet	poète	N;INDF;MASC;SG	N;MASC;PL
peter	peter	peter	peter	PROPN	PROPN
peter	pierre	peter	pierre	PROPN	N;FEM;SG
victoria	victoria	victorie	victoria	N;DEF;FEM;SG	PROPN
fondat	fondé	fonda	fonder	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
fondat	fondée	fonda	fonder	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
sovietica	soviétique	sovietică	soviétique	N;DEF;FEM;SG	ADJ;MASC;SG
sovietica	soviétiques	sovietică	soviétique	N;DEF;FEM;SG	ADJ;MASC;PL
rus	russes	rus	russe	ADJ;INDF;MASC;SG	ADJ;MASC;PL
rus	rus	rus	rus	ADJ;INDF;MASC;SG	PROPN
poarta	gate	poartă	gate	N;DEF;FEM;SG	PROPN
poarta	gate	poartă	gate	N;DEF;FEM;SG	PROPN
martin	martín	martin	martín	PROPN	PROPN
martin	martine	martin	martine	PROPN	N;FEM;SG
martin	martin	martin	martin	PROPN	PROPN
observatorul	observatoires	observator	observatoire	N;DEF;MASC;SG	N;MASC;PL
observatorul	observateurs	observator	observateur	N;DEF;MASC;SG	N;MASC;PL
europeana	européens	european	européen	N;DEF;FEM;SG	ADJ;MASC;PL
europeana	européennes	european	européen	N;DEF;FEM;SG	ADJ;FEM;PL
europeana	européenne	european	européen	N;DEF;FEM;SG	ADJ;FEM;SG
europeana	européen	european	européen	N;DEF;FEM;SG	ADJ;MASC;SG
europeana	europeana	european	europeano	N;DEF;FEM;SG	PROPN
adrian	adrien	adrian	adrien	N;INDF;MASC;SG	PROPN
adrian	adrian	adrian	adrian	N;INDF;MASC;SG	PROPN
dumitru	dumitru	dumitru	dumitru	PROPN	PROPN
continuat	continué	continua	continuer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
pas	step	pas	step	N;INDF;MASC;SG	PROPN
united	unie	united	unie	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
united	unis	united	unir	N;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
united	unies	united	uni	N;INDF;MASC;SG	ADJ;FEM;PL
paianjeni	araignées	paianjean	araignée	N;INDF;MASC;PL	V;FEM;PL;PST;V.PTCP
paianjeni	araignée	paianjean	araignée	N;INDF;MASC;PL	V;FEM;SG;PST;V.PTCP
berlin	berlin	berlin	berlin	PROPN	PROPN
lumina	légère	lumină	léger	N;DEF;FEM;SG	ADJ;FEM;SG
lumina	léger	lumină	léger	N;DEF;FEM;SG	ADJ;MASC;SG
lumina	légère	lumină	léger	N;DEF;FEM;SG	ADJ;FEM;SG
lumina	léger	lumină	léger	N;DEF;FEM;SG	ADJ;MASC;SG
haute	haute	haută	haut	N;INDF;FEM;PL	ADJ;FEM;SG
piatra	stone	piatră	stone	N;DEF;FEM;SG	PROPN
piatra	pierres	piatră	pierre	N;DEF;FEM;SG	N;FEM;PL
piatra	rocheux	piatră	rocheux	N;DEF;FEM;SG	ADJ;MASC;SG
piatra	stone	piatră	stone	N;DEF;FEM;SG	PROPN
piatra	pierres	piatră	pierre	N;DEF;FEM;SG	N;FEM;PL
piatra	rocheux	piatră	rocheux	N;DEF;FEM;SG	ADJ;MASC;SG
produse	produit	produs	produire	N;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
produse	produits	produs	produire	N;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
produse	produits	produs	produire	N;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
thomas	thomas	thomas	thomas	PROPN	PROPN
napoca	napoca	napoca	napoca	N;DEF;FEM;SG	PROPN
sec	sec	sec	sec		ADJ;MASC;SG
piata	marché	piată	marcher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
piata	marché	piată	marcher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
piata	marché	piată	marcher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
piata	marché	piată	marcher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
piata	marché	piată	marcher	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
gasit	trouvées	gasit	trouver	V;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
gasit	trouvés	gasit	trouver	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
gasit	trouvées	gasit	trouver	V;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
gasit	trouvés	gasit	trouver	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
folosita	utilisées	folosit	utiliser	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
folosita	utilisé	folosit	utiliser	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
folosita	utilisés	folosit	utiliser	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
folosita	utilisée	folosit	utiliser	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
afaceri	entreprise	afacere	entreprendre	N;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
vestul	occidentale	vest	occidental	N;DEF;MASC;SG	ADJ;FEM;SG
vestul	west	vest	west	N;DEF;MASC;SG	PROPN
grecia	grece	grecie	grece	PROPN	PROPN
grecia	grèce	grecie	grèce	PROPN	N;FEM;SG
liber	gratuit	liber	gratuit	ADV	ADJ;MASC;SG
liber	gratuits	liber	gratuit	ADV	V;MASC;PL;PST;V.PTCP
liber	free	liber	free	ADV	N;MASC;SG
liber	libre	liber	libre	ADV	ADJ;MASC;SG
inseamna	moyens	inseamna	moyen		N;MASC;PL
inseamna	signifie	inseamna	signifier		V;IND;SG;3;PRS;FIN
inseamna	moyens	inseamna	moyen		N;MASC;PL
inseamna	signifie	inseamna	signifier		V;IND;SG;3;PRS;FIN
moscova	moscou	moscova	moscou	PROPN	PROPN
comunist	communisme	comunist	communisme	ADJ;INDF;MASC;SG	N;MASC;SG
comunist	communistes	comunist	communiste	ADJ;INDF;MASC;SG	N;MASC;PL
britanic	britanniques	britanic	britannique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
medie	moyen	medie	moyen	N;INDF;FEM;SG	ADJ;MASC;SG
medie	moyennes	medie	moyen	N;INDF;FEM;SG	ADJ;FEM;PL
medie	moyen	medie	moyen	N;INDF;FEM;SG	ADJ;MASC;SG
medie	moyennes	medie	moyen	N;INDF;FEM;SG	ADJ;FEM;PL
