valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
reprezentative	الممثل	reprezentativ	مُمَثِّل	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
reprezentative	ممثل	reprezentativ	مُمَثِّل	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
marino	مارينو	marină	مارينو	N;INDF;MASC;SG	
fetele	بنات	fată	بِنَة	N;DEF;FEM;PL	N;NOM;INDF;PL
fetele	البنات	fată	بِنت	N;DEF;FEM;PL	N;NOM;DEF;PL
fetele	فتيات	fată	فَتَاة	N;DEF;FEM;PL	N;NOM;INDF;PL
fetele	لبنات	fată	لِبنَات	N;DEF;FEM;PL	N;NOM;INDF;PL
fetele	الفتيات	fată	فَتَاة	N;DEF;FEM;PL	N;NOM;DEF;PL
primită	استقبل	primi	اِستَقبَل	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
primită	تلقت	primi	تَلَقَّى	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
primită	استلام	primi	اِستِلَام	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
primită	وردت	primi	وَرَد	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
primită	ورد	primi	وَرَد	ADJ;INDF;FEM;SG	
strategia	استراتيجية	strategie	إِسترَاتِيجِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
strategia	الاستراتيجية	strategie	إِسترَاتِيجِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
identice	مماثل	identic	مُمَاثِل	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
identice	متطابقة	identic	مُتَطَابِق	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
fotografia	صورة	fotografie	صُورَة	N;DEF;FEM;SG	N;NOM;INDF;SG
fotografia	الصورة	fotografie	صُورَة	N;DEF;FEM;SG	N;NOM;DEF;SG
fotografia	p	fotografie	!	N;DEF;FEM;SG	
fotografia	التصوير	fotografie	تَصوِير	N;DEF;FEM;SG	N;NOM;DEF;SG
fotografia	تصوير	fotografie	تَصوِير	N;DEF;FEM;SG	N;NOM;INDF;SG
aia	هذا	acela	هٰذَا	PRO;FEM;SG;3	DET;NOM;MASC;SG
aia	ذلك	acela	ذلك	PRO;FEM;SG;3	
separarea	الانفصال	separare	اِنفِصَال	N;DEF;FEM;SG	N;NOM;DEF;SG
separarea	انفصال	separare	اِنفِصَال	N;DEF;FEM;SG	N;NOM;INDF;SG
datoria	الواجب	datorie	وَاجِب	N;DEF;FEM;SG	N;NOM;DEF;SG
datoria	واجب	datorie	وَاجِب	N;DEF;FEM;SG	N;NOM;INDF;SG
interpretări	التفسيرات	interpretare	تَفسِير	N;INDF;FEM;PL	N;NOM;DEF;PL
scrisoarea	حرف	scrisoare	حَرف	N;DEF;FEM;SG	N;NOM;INDF;SG
scrisoarea	خطاب	scrisoare	خطاب	N;DEF;FEM;SG	
scrisoarea	رسالة	scrisoare	رِسَالَة	N;DEF;FEM;SG	N;NOM;INDF;SG
eroul	بطل	erou	بَطَل	N;DEF;MASC;SG	N;NOM;INDF;SG
eroul	البطل	erou	بَطَل	N;DEF;MASC;SG	N;NOM;DEF;SG
aviației	طيران	aviație	طَيَرَان	N;DEF;FEM;SG	N;NOM;INDF;SG
aviației	الطيران	aviație	طَيَرَان	N;DEF;FEM;SG	N;NOM;DEF;SG
rupt	كسر	rupt	كَسر	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
rupt	ممزق	rupt	مُمزَق	ADJ;INDF;MASC;SG	
integrate	متكاملة	integra	مُتَكَامِل	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
integrate	متكامل	integra	مُتَكَامِل	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
panama	لبنما	panamă	لَبنَمَا	PROPN	
panama	باناما	panamă	باناما	PROPN	
panama	بنما	panamă	بَنم	PROPN	
utilizări	الاستخدامات	utilizare	اِستِخدَام	N;INDF;FEM;PL	N;NOM;DEF;PL
greaca	يوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
greaca	يونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
greaca	اليوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
greaca	اليونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
nancy	نانسي	nancy	نانسي	PROPN	
comisie	اللجنة	comisie	لَجنَة	N;INDF;FEM;SG	N;NOM;DEF;SG
comisie	عمولة	comisie	عُمُولَة	N;INDF;FEM;SG	N;NOM;INDF;SG
aripa	وينج	aripă	وينج	N;DEF;FEM;SG	
aripa	الجناح	aripă	جَنَاح	N;DEF;FEM;SG	N;NOM;DEF;SG
aripa	جناح	aripă	جَنَاح	N;DEF;FEM;SG	N;NOM;INDF;SG
cauzele	اسباب	cauză	سَبَب	N;DEF;FEM;PL	N;NOM;INDF;SG
cauzele	الاسباب	cauză	سَبَب	N;DEF;FEM;PL	N;NOM;DEF;PL
veniturile	ايرادات	venit	إِيرَاد	N;DEF;FEM;PL	N;NOM;INDF;PL
veniturile	الايرادات	venit	إِيرَاد	N;DEF;FEM;PL	N;NOM;DEF;PL
veniturile	ايراد	venit	إِيرَاد	N;DEF;FEM;PL	N;NOM;INDF;SG
veniturile	ايرادات	venit	إِيرَاد	N;DEF;FEM;PL	N;NOM;INDF;PL
veniturile	الايرادات	venit	إِيرَاد	N;DEF;FEM;PL	N;NOM;DEF;PL
veniturile	دخل	venit	دَخَل	N;DEF;FEM;PL	V;PFV;MASC;SG;3;ACT
veniturile	الدخل	venit	دَخل	N;DEF;FEM;PL	N;NOM;DEF;SG
atomic	الذرية	atomic	ذُريَة	ADJ;INDF;MASC;SG	
clinton	كلينتون	clinton	كلِينتُون	PROPN	
clinton	كلنتون	clinton	كلنتون	PROPN	
continuând	مستمرة	continua	مُستَمِرّ	V;V.MSDR	ADJ;NOM;INDF;FEM;SG
continuând	مستمر	continua	مُستَمِرّ	V;V.MSDR	ADJ;NOM;INDF;MASC;SG
împărăteasă	الامبراطورة	împărăti	أُمبِرطَاطُورَة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
integrare	الاندماج	integrare	اِندِمَاج	N;INDF;FEM;SG	N;NOM;DEF;SG
integrare	التكامل	integrare	تَكَامُل	N;INDF;FEM;SG	N;NOM;DEF;SG
integrare	الدمج	integrare	دَمج	N;INDF;FEM;SG	N;NOM;DEF;SG
integrare	تكامل	integrare	تَكَامُل	N;INDF;FEM;SG	N;NOM;INDF;SG
districtele	المناطق	district	مِنطَقَة	N;DEF;FEM;PL	N;NOM;DEF;PL
districtele	المقاطعات	district	مُقَاطَعَة	N;DEF;FEM;PL	N;NOM;DEF;PL
districtele	مقاطعات	district	مُقَاطَعَة	N;DEF;FEM;PL	N;NOM;INDF;PL
miercurea	الاربعاء	miercure	أَربِعَاء	N;DEF;FEM;SG	N;NOM;DEF;SG
scenele	المشاهد	scenă	مَشهَد	N;DEF;FEM;PL	N;NOM;DEF;PL
scenele	الكواليس	scenă	كُولِيس	N;DEF;FEM;PL	N;NOM;DEF;PL
scenele	مشاهد	scenă	مَشهَد	N;DEF;FEM;PL	N;NOM;INDF;PL
dramatice	درامي	dramatic	درامي	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
dramatice	درامية	dramatic	دِرَامِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
transmiterea	الارسال	transmitere	إِرسَال	N;DEF;FEM;SG	N;NOM;DEF;SG
transmiterea	ارسال	transmitere	ارسال	N;DEF;FEM;SG	
ralph	رالف	ralph	رالف	PROPN	
hunter	هانتر	hunter	هانتر	N;INDF;MASC;SG	
hunter	صياد	hunter	صياد	N;INDF;MASC;SG	
hunter	هنتر	hunter	هنتر	N;INDF;MASC;SG	
armeni	الارمن	armen	أُرمُنّ	N;INDF;MASC;PL	
armeni	الارمن	armen	أُرمُنّ	N;INDF;MASC;PL	
vera	فيرا	vera	فَير	N;DEF;FEM;SG	
demo	تجريبي	demo	تجريبي	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
demo	التجريبي	demo	تَجرِيبِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
standarde	المقاييس	standard	مِقيَاس	N;INDF;FEM;PL	N;NOM;DEF;PL
standarde	المعايير	standard	مِعيَار	N;INDF;FEM;PL	N;NOM;DEF;PL
minimă	الادنى	minim	أَدنَى	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
minimă	دنيا	minim	دَنِيّ	ADJ;INDF;FEM;SG	ADJ;ACC;INDF;MASC;SG
minimă	الدنيا	minim	دِنِّيَا	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
simț	الاحساس	simț	إِحسَاس	N;INDF;MASC;SG	N;NOM;DEF;SG
câteodată	احيانا	câteodată	حِين	ADV	N;ACC;INDF;PL
utilă	المفيد	util	مُفِيد	ADJ;INDF;FEM;SG	
utilă	مفيدة	util	مُفِيد	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
utilă	مفيد	util	مفيد	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
utilă	مفيدة	util	مُفِيد	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
utilă	مفيد	util	مفيد	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
isabella	ايزابيلا	isabella	ايزابيلا	N;DEF;FEM;SG	
predare	تدريس	predare	تَدرِيس	N;INDF;FEM;SG	N;NOM;INDF;SG
predare	التدريس	predare	تَدرِيس	N;INDF;FEM;SG	N;NOM;DEF;SG
predare	تعليم	predare	تَعلِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
sănătatea	الصحة	sănătate	صِحَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
sănătatea	صحة	sănătate	صِحَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
transfermarkt	transf	transfermarkt	قلصثعه	N;INDF;MASC;SG	
rareori	نادرا	rareori	نَادِر	ADV	ADJ;ACC;INDF;MASC;SG
climă	المناخ	climă	مُنَاخ	N;INDF;FEM;SG	N;NOM;DEF;SG
climă	مناخ	climă	مُنَاخ	N;INDF;FEM;SG	N;NOM;INDF;SG
pătrat	مربعة	pătrat	مُرَبَّع	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
pătrat	مربع	pătrat	مُرَبَّع	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
pătrat	المربع	pătrat	مُرَبَّع	N;INDF;MASC;SG	N;NOM;DEF;SG
epic	ملحمية	epic	ملحمية	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
epic	ملحمي	epic	مُلحِم	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
grație	جريس	grație	جَرِيس	N;INDF;FEM;SG	
grație	نعمة	grație	نعمة	N;INDF;FEM;SG	N;NOM;INDF;SG
grație	غريس	grație	غرِيس	N;INDF;FEM;SG	
grație	غرايس	grație	غرَايس	N;INDF;FEM;SG	
avere	ثروة	avere	ثَروَة	N;INDF;FEM;SG	N;NOM;INDF;SG
avere	الثراء	avere	ثَرَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
avere	ثروة	avere	ثَروَة	N;INDF;FEM;SG	N;NOM;INDF;SG
avere	الثروة	avere	ثَروَة	N;INDF;FEM;SG	N;NOM;DEF;SG
avere	الثروات	avere	ثَروَة	N;INDF;FEM;SG	N;NOM;DEF;PL
windsor	ويندسور	windsor	ويندسور	PROPN	
windsor	وندسور	windsor	وندسور	PROPN	
fin	fin	fin	مُثَّة	ADV	
birou	المكتب	birou	مَكتَب	N;INDF;MASC;SG	N;NOM;DEF;SG
birou	المنصب	birou	مَنصِب	N;INDF;MASC;SG	N;NOM;DEF;SG
secretul	سر	secret	سر	N;DEF;MASC;SG	
secretul	سري	secret	سري	N;DEF;MASC;SG	
secretul	السر	secret	سُرّ	N;DEF;MASC;SG	N;NOM;DEF;SG
secretul	سرية	secret	سِرِّيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
trilogia	ثلاثية	trilogie	ثُلَاثِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
aniversare	ذكرى	aniversare	ذِكرَى	N;INDF;FEM;SG	N;NOM;INDF;SG
frumusețea	جمال	frumusețe	جمال	N;DEF;FEM;SG	
frumusețea	الجمال	frumusețe	جَمَل	N;DEF;FEM;SG	N;NOM;DEF;SG
executată	اعدم	executa	أَعدَم	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
musulmană	المسلم	musulmană	مُسلِم	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
musulmană	مسلم	musulmană	مُسلِم	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
musulmană	اسلامي	musulmană	إِسلَامِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
musulmană	مسلمة	musulmană	مُسلِم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rob	روب	rob	رُوب	N;INDF;MASC;SG	
concret	الاسمنت	concret	أَسمَنت	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
concret	الخرسانة	concret	خَرَسَانَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
frumusețe	جمال	frumusețe	جمال	N;INDF;FEM;SG	
frumusețe	الجمال	frumusețe	جَمَل	N;INDF;FEM;SG	N;NOM;DEF;SG
laboratorul	المختبر	laborator	مُختَبَر	N;DEF;MASC;SG	N;NOM;DEF;SG
laboratorul	مختبر	laborator	مُختَبِر	N;DEF;MASC;SG	N;NOM;INDF;SG
laboratorul	المختبر	laborator	مُختَبَر	N;DEF;MASC;SG	N;NOM;DEF;SG
laboratorul	مختبر	laborator	مُختَبِر	N;DEF;MASC;SG	N;NOM;INDF;SG
laboratorul	المعمل	laborator	مُعمَل	N;DEF;MASC;SG	N;NOM;DEF;SG
laboratorul	معمل	laborator	مُعمَل	N;DEF;MASC;SG	N;NOM;INDF;SG
mâini	اليدين	mână	يَد	N;INDF;FEM;PL	N;ACC;DEF;DU
mâini	الايدي	mână	الايدي	N;INDF;FEM;PL	
mâini	ايادي	mână	أَيَادِيّ	N;INDF;FEM;PL	
ala	علا	ala	عَلَا		
ala	علاء	ala	علاء		
batalionul	الكتيبة	batalion	الكتيبة	N;DEF;MASC;SG	N;NOM;DEF;SG
batalionul	كتيبة	batalion	كَتِيبَة	N;DEF;MASC;SG	N;NOM;INDF;SG
decorative	الزخرفية	decorativ	زَخِرفِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
sectoare	القطاعات	sector	قِطَاع	N;INDF;FEM;PL	N;NOM;DEF;PL
șansă	فرصة	șansă	فُرصَة	N;INDF;FEM;SG	N;NOM;INDF;SG
șansă	الفرصة	șansă	فُرصَة	N;INDF;FEM;SG	N;NOM;DEF;SG
compozitori	الملحنين	compozitor	مُلحِن	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
fabricație	الصنع	fabricație	صَنع	N;INDF;FEM;SG	N;NOM;DEF;SG
fabricație	تصنيع	fabricație	تَصنِيع	N;INDF;FEM;SG	N;NOM;INDF;SG
fabricație	التصنيع	fabricație	تَصنِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
fabricație	تصنيع	fabricație	تَصنِيع	N;INDF;FEM;SG	N;NOM;INDF;SG
fabricație	التصنيع	fabricație	تَصنِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
alegere	خيار	alegere	خِيَار	N;INDF;FEM;SG	N;NOM;INDF;SG
alegere	اختيار	alegere	اِختِيَار	N;INDF;FEM;SG	N;NOM;INDF;SG
alegere	الاختيار	alegere	اِختِيَار	N;INDF;FEM;SG	N;NOM;DEF;SG
alegere	الخيار	alegere	خِيَار	N;INDF;FEM;SG	N;NOM;DEF;SG
notre	نوت	motru	نَوت	N;INDF;MASC;SG	
moștenire	تراث	moștenire	تُرَاث	N;INDF;FEM;SG	N;NOM;INDF;SG
moștenire	ارث	moștenire	أَرث	N;INDF;FEM;SG	
moștenire	التراث	moștenire	تُرَاث	N;INDF;FEM;SG	N;NOM;DEF;SG
moștenire	الارث	moștenire	أَرث	N;INDF;FEM;SG	N;NOM;DEF;SG
moștenire	الميراث	moștenire	مِيرَاث	N;INDF;FEM;SG	N;NOM;DEF;SG
moștenire	الارث	moștenire	أَرث	N;INDF;FEM;SG	N;NOM;DEF;SG
moștenire	ارث	moștenire	أَرث	N;INDF;FEM;SG	
moștenire	الوراثة	moștenire	وَرَاثَة	N;INDF;FEM;SG	N;NOM;DEF;SG
moștenire	ميراث	moștenire	مِيرَاث	N;INDF;FEM;SG	N;NOM;INDF;SG
mode	مود	mode	مود	N;INDF;MASC;SG	
mode	النمط	mode	نَمَط	N;INDF;MASC;SG	N;NOM;DEF;SG
mode	الوضع	mode	وَضع	N;INDF;MASC;SG	N;NOM;DEF;SG
negocierile	المفاوضات	negociere	مُفَاوَضَة	N;DEF;FEM;PL	N;NOM;DEF;PL
negocierile	مفاوضات	negociere	مُفَاوَضَة	N;DEF;FEM;PL	N;NOM;INDF;PL
linda	ليندا	lindă	ليندا	N;DEF;FEM;SG	
split	التقسيم	split	تَقسِيم	N;INDF;MASC;SG	N;NOM;DEF;SG
cascada	شلالات	cascada	شَلَالَة	N;DEF;FEM;SG	N;NOM;INDF;PL
cascada	الشلال	cascada	شَلَال	N;DEF;FEM;SG	N;NOM;DEF;SG
cascada	الشلالات	cascada	شَلَالَة	N;DEF;FEM;SG	N;NOM;DEF;PL
colin	كولن	colin	كُولِن	PROPN	
legendele	اساطير	legendă	أُسطُورَة	N;DEF;FEM;PL	N;NOM;INDF;PL
legendele	الاساطير	legendă	أُسطَاطِير	N;DEF;FEM;PL	N;NOM;DEF;PL
măsurile	التدابير	măsură	تَدبِير	N;DEF;FEM;PL	N;NOM;DEF;PL
măsurile	تدابير	măsură	تَدبِير	N;DEF;FEM;PL	N;NOM;INDF;PL
germana	الالمانية	germană	أَلمَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
germana	المان	germană	أَلمَانِيّ	N;DEF;FEM;SG	
germana	الالماني	germană	أَلمَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
germana	المانيا	germană	أَلمَانِيَا	N;DEF;FEM;SG	
germana	الماني	germană	أَلمَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
germana	المانية	germană	أَلمَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
gruparea	التجميع	grupare	تَجمِيع	N;DEF;FEM;SG	N;NOM;DEF;SG
gruparea	تجميع	grupare	تَجمِيع	N;DEF;FEM;SG	N;NOM;INDF;SG
intenționat	المتعمد	intenționat	مُتَعَمِّد	ADJ;INDF;MASC;SG	
intenționat	متعمد	intenționat	متعمد	ADJ;INDF;MASC;SG	
iulius	جوليوس	iulius	جُولِيُوس	N;INDF;MASC;SG	
virusul	الفيروس	virus	فَيرُوس	N;DEF;MASC;SG	N;NOM;DEF;SG
virusul	فيروس	virus	فَيرُوس	N;DEF;MASC;SG	
virusul	فيرس	virus	فَيرَس	N;DEF;MASC;SG	
tribul	قبيلة	trib	قَبِيلَة	N;DEF;MASC;SG	N;NOM;INDF;SG
tribul	القبيلة	trib	قَبِيلَة	N;DEF;MASC;SG	N;NOM;DEF;SG
petrolul	النفط	petrol	نَفط	N;DEF;MASC;SG	N;NOM;DEF;SG
petrolul	الزيت	petrol	الزيت	N;DEF;MASC;SG	N;NOM;DEF;SG
petrolul	زيت	petrol	زيت	N;DEF;MASC;SG	N;NOM;INDF;SG
petrolul	بترول	petrol	بِترُول	N;DEF;MASC;SG	
petrolul	نفط	petrol	نَفط	N;DEF;MASC;SG	N;NOM;INDF;SG
erori	الاخطاء	eroare	خَطَأ	N;INDF;FEM;PL	N;NOM;DEF;PL
erori	اخطاء	eroare	خَطَأ	N;INDF;FEM;PL	N;NOM;INDF;SG
unghiul	الزاوية	unghi	زَاوِيَة	N;DEF;MASC;SG	N;NOM;DEF;SG
unghiul	زاوية	unghi	زَاوِيَة	N;DEF;MASC;SG	N;NOM;INDF;SG
unghiul	بزاوية	unghi	بَزَاوِيّ	N;DEF;MASC;SG	N;NOM;INDF;SG
egipteană	المصري	egiptean	مِصرِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
egipteană	مصرية	egiptean	مِصرِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
egipteană	مصري	egiptean	مِصرِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
egipteană	المصرية	egiptean	مِصرِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
implementarea	تنفيذ	implementare	تَنفِيذ	N;DEF;FEM;SG	N;NOM;INDF;SG
implementarea	التنفيذ	implementare	تَنفِيذ	N;DEF;FEM;SG	N;NOM;DEF;SG
organizațiile	منظمات	organizație	مُنَظَّمَة	N;DEF;FEM;PL	N;NOM;INDF;PL
organizațiile	المنظمات	organizație	مُنَظَّمَة	N;DEF;FEM;PL	N;NOM;DEF;PL
msg	msg	msg	فَصَث	N;INDF;MASC;SG	
masacrul	مذبحة	masacru	مَذبَحَة	N;DEF;MASC;SG	N;NOM;INDF;SG
masacrul	المذبحة	masacru	مَذبَحَة	N;DEF;MASC;SG	N;NOM;DEF;SG
masacrul	مجزرة	masacru	مُجَزِّر	N;DEF;MASC;SG	N;NOM;INDF;SG
patria	وطن	patrie	وَطَن	N;DEF;FEM;SG	N;NOM;INDF;SG
capitole	الفصول	capitol	فَصل	N;INDF;FEM;PL	N;NOM;DEF;PL
hessa	h	hessa	h	N;INDF;MASC;SG	
hessa	هيس	hessa	هيس	N;INDF;MASC;SG	
transferată	نقلت	transfera	نَقَل	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
musulman	المسلم	musulman	مُسلِم	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
musulman	مسلم	musulman	مُسلِم	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
runda	مستديرة	runda	مُستَدِير	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
runda	الجولة	runda	جَولَة	N;DEF;FEM;SG	N;NOM;DEF;SG
negativă	سلبية	negativ	سَلبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
negativă	سلبي	negativ	سَلبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
negativă	السلبية	negativ	سَلبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
negativă	سالب	negativ	سالب	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
manuale	الكتيبات	manual	الكتيبات	N;INDF;FEM;PL	N;NOM;DEF;PL
otomani	العثمانيين	otoman	عُثمَانِيّ	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;PL
estimează	تقديرات	estima	تَقدِير	V;IND;3;PRS;FIN	N;NOM;INDF;PL
estimează	التقديرات	estima	تَقدِير	V;IND;3;PRS;FIN	N;NOM;DEF;PL
estimează	التقدير	estima	تَقدِير	V;IND;3;PRS;FIN	N;NOM;DEF;SG
estimează	تقدير	estima	تَقدِير	V;IND;3;PRS;FIN	N;NOM;INDF;SG
dezvăluit	كشفت	dezvăluit	كَشَف	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
nixon	نيكسون	nixon	نيكسون	PROPN	
zborul	الرحلة	zbor	رِحلَة	N;DEF;MASC;SG	N;NOM;DEF;SG
zborul	طيران	zbor	طَيَرَان	N;DEF;MASC;SG	N;NOM;INDF;SG
zborul	الطيران	zbor	طَيَرَان	N;DEF;MASC;SG	N;NOM;DEF;SG
arcade	arca	arcade	ظَيَّل	N;INDF;FEM;PL	
voluntar	طوعي	voluntar	طُوعِيّ	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
voluntar	الطوعية	voluntar	طَوعِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
voluntar	تطوع	voluntar	طَوَّع	ADJ;INDF;MASC;SG	
voluntar	التطوع	voluntar	تَطَوُّع	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
voluntar	متطوع	voluntar	مُتَطَوِّع	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
tramvai	الترام	tramvai	تُرَام	N;INDF;MASC;SG	N;NOM;DEF;SG
responsabilitatea	المسؤولية	responsabilitate	مَسؤُولِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
responsabilitatea	مسؤولية	responsabilitate	مَسؤُولِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
ceh	التشيك	ceh	تشِيكِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;PL
ceh	التشيكية	ceh	التشيكية	ADJ;INDF;MASC;SG	
elias	الياس	elias	إِليَاس	PROPN	
stâncă	الصخرة	stâncă	صُخرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stâncă	روك	stâncă	رُوك	N;INDF;FEM;SG	
stâncă	صخرة	stâncă	صُخرَة	N;INDF;FEM;SG	N;NOM;INDF;SG
stâncă	الروك	stâncă	رُوك	N;INDF;FEM;SG	
sfert	الربع	sfert	رُبع	N;INDF;MASC;SG	N;NOM;DEF;SG
violente	عنيف	violent	عَنِيف	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
violente	عنف	violent	عُنف	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
violente	عنيفة	violent	عَنِيف	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
colț	الركن	colț	الركن	N;INDF;MASC;SG	N;NOM;DEF;SG
colț	الزاوية	colț	زَاوِيَة	N;INDF;MASC;SG	N;NOM;DEF;SG
colț	ركن	colț	ركن	N;INDF;MASC;SG	
eșec	فشلت	eșec	فَشِل	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
eșec	الفشل	eșec	فَشَل	N;INDF;MASC;SG	N;NOM;DEF;SG
trib	القبيلة	trib	قَبِيلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
anatomie	التشريح	anatomie	تَشرِيح	N;INDF;FEM;SG	N;NOM;DEF;SG
anatomie	تشريح	anatomie	تَشرِيح	N;INDF;FEM;SG	N;NOM;INDF;SG
varna	فارنا	varnă	فارنا	PROPN	
currentclub	cur	currentclub	لَذِي	N;INDF;MASC;SG	
confirmă	تاكيد	confirma	تَأكِيد	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
confirmă	التاكيد	confirma	التاكيد	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
houston	هيوستن	houston	هِيُوستُن	PROPN	
houston	هوستون	houston	هُوستُون	PROPN	
houston	هيوستون	houston	هِيُوستُون	PROPN	
eficientă	فعالة	eficient	فَعَّال	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
eficientă	فعالية	eficient	فَعَّالِيَّة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
eficientă	فعال	eficient	فَعَّال	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
eficientă	الفعال	eficient	فَعَّال	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
împărăteasa	الامبراطورة	împărăteasă	أُمبِرطَاطُورَة	N;DEF;FEM;SG	N;NOM;DEF;SG
proiectare	تصميم	proiectare	تَصمِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
proiectare	التصميم	proiectare	تَصمِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
