tennessee	теннесси	tennessa	теннесси	ADV	N;INAN;NOM;MASC;SG
následné	последующие	následný	последующий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ľudský	человек	ľudský	человек	ADJ;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ľudský	человека	ľudský	человек	ADJ;INAN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
potrieb	потребности	potrieb	потребность	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
útek	избежать	útek	избегнуть	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
útek	сбежать	útek	сбежать	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
zaťaženie	загрузить	zaťaženie	загрузить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
zaťaženie	нагрузок	zaťaženie	нагрузка	N;NOM;NEUT;SG	N;INAN;GEN;FEM;PL
zaťaženie	погрузки	zaťaženie	погрузка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
tal	таль	tať	таль		PART
sarah	сара	sarah	сар	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
československo	чехословакии	československo	чехословакия	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
obsahujúce	содержащий	obsahujúci	содержать	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
obsahujúce	содержащие	obsahujúci	содержать	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
obsahujúce	содержащих	obsahujúci	содержать	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
obsahujúce	содержащая	obsahujúci	содержать	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
chomutov	хомутов	chomut	хомут	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;PL
váhy	веса	váha	вес	N;NOM;FEM;PL	N;INAN;GEN;MASC;SG
váhy	весов	váha	весы	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
zámer	намерения	zámer	намерение	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
hladina	уровня	hladina	уровень	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
hladina	level	hladina	level	N;NOM;FEM;SG	PROPN
čreva	кишечника	črev	кишечник	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
iniciatívy	инициатива	iniciatíva	инициатива	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
symbolov	символы	symbol	символ	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
mons	монс	mons	монс		N;INAN;NOM;MASC;SG
empire	империи	empir	империя		N;INAN;NOM;FEM;PL
empire	империя	empir	империя		N;INAN;NOM;FEM;SG
vietname	вьетнам	vietnymy	вьетный	N;DAT;FEM;PL	N;INAN;NOM;MASC;PL
piatok	пятницу	piatok	пятница	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
tvarov	фигуры	tvar	фигура	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
tvarov	формы	tvar	форма	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
štúdiá	studios	štúdium	studios	N;NOM;NEUT;PL	PROPN
používateľ	пользователя	používateľ	пользователь	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
používateľ	пользователю	používateľ	пользователь	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG
made	сделанные	made	делать	N;NOM;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
made	сделано	made	делать	N;NOM;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
made	сделана	made	делать	N;NOM;FEM;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
made	сделал	made	делать	N;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
made	сделаны	made	делать	N;NOM;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
letci	листовки	letec	листовка	N;ANIM;NOM;MASC;PL	N;INAN;NOM;FEM;PL
etapy	этапах	etap	этап	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
osád	поселения	osád	поселение	N;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
žltý	желтые	žltý	желтый	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
abd	абд	abd	абд	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
odmietli	отклонена	odmietnuť	отклонить	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
odmietli	отклонила	odmietnuť	отклонить	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
odmietli	отказался	odmietnuť	отказаться	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;MID
jamie	джейми	jamie	джея	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sociálny	социального	sociálny	социальный	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;SG
sociálny	социальные	sociálny	социальный	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
porto	порту	porto	порт	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rozdielne	разные	rozdielny	разный	ADV	ADJ;NOM;PL
rozdielne	различных	rozdielny	различный	ADV	ADJ;GEN;PL
deutsche	deutsche	deutsch	deutsche	N;ANIM;NOM;MASC;SG	PROPN
adresu	адреса	adresa	адрес	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL
adresu	адрес	adresa	адрес	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
rumunský	румынии	rumunský	румыния	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;PL
lebky	череп	lebka	череп	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
priemyselná	промышленные	priemyselný	промышленный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
priemyselná	промышленных	priemyselný	промышленный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
kras	карст	kras	карст	N;INAN;NOM;MASC;SG	
uhlie	уголь	uhlieť	уголь	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
uhlie	угля	uhlieť	уголь	N;NOM;NEUT;PL	N;INAN;GEN;MASC;SG
uhlie	уголь	uhlieť	уголь	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
komédie	комедия	komédia	комедия	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
kopa	кучу	kopa	куча	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
duchovné	духовные	duchovný	духовный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
duchovné	духовного	duchovný	духовный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
extra	дополнительные	extra	дополнительный	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
extra	дополнительное	extra	дополнительный	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
extra	дополнительная	extra	дополнительный	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
nickelback	nickelback	nickelback	nickelback	N;INAN;NOM;MASC;SG	PROPN
vzdať	сдаваться	vzdať	сдаваться	V;PFV;POS;NFIN	V;IPFV;NFIN;MID
snahu	усилие	snaha	усилие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
snahu	усилия	snaha	усилие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
chýb	ошибки	chýb	ошибка	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
chýb	ошибки	chýb	ошибка	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
chýb	жуки	chýb	жук	N;GEN;FEM;PL	N;ANIM;NOM;MASC;PL
chýb	ошибки	chýb	ошибка	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
medi	меди	med	медь	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
pokryté	охватывает	pokrytý	охватывать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
zavedený	введена	zavedený	ввести	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
zavedený	введен	zavedený	ввести	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zavedený	введено	zavedený	ввести	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
jednotlivcov	лиц	jednotlivec	лицо	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;NEUT;PL
organizmus	организма	organizmus	организм	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
junior	младшие	junior	младший	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;PL
junior	джуниор	junior	джуниор	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
junior	младший	junior	младший	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
životy	живёт	život	жить	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
životy	жизней	život	жизнь	N;INAN;NOM;MASC;PL	N;INAN;GEN;FEM;PL
životy	живет	život	жить	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
frekvencie	частотность	frekvencia	частотность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
frekvencie	периодичность	frekvencia	периодичность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
frekvencie	частота	frekvencia	частота	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
výrobcu	производитель	výrobec	производитель	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
výrobcu	продюсер	výrobec	продюсер	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
výrobcu	изготовитель	výrobec	изготовитель	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
výrobcu	производитель	výrobec	производитель	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
výrobcu	изготовителем	výrobec	изготовитель	N;INAN;GEN;MASC;SG	N;ANIM;INS;MASC;SG
tisícročia	тысячелетие	tisícročie	тысячелетие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
prednášky	лекцию	prednáška	лекция	N;NOM;FEM;PL	N;INAN;ACC;FEM;SG
prednášky	лекция	prednáška	лекция	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
ulrich	ульрих	ulrich	ульрий	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
akademický	академических	akademický	академический	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
návrhov	предложения	návrh	предложение	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
praktické	практических	praktický	практический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
praktické	практические	praktický	практический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
nominácia	номинации	nominácia	номинация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
trio	трио	trio	трио	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
najmladší	младшая	mladý	младший	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;FEM;SG
najmladší	младший	mladý	младший	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;MASC;SG
sklo	стекла	sklo	стекло	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
preložené	перевел	preložený	перевести	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
preložené	перевели	preložený	перевести	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
preložené	перевела	preložený	перевести	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
disciplíne	дисциплины	disciplína	дисциплина	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
disciplíne	дисциплина	disciplína	дисциплина	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
disciplíne	дисциплину	disciplína	дисциплина	N;DAT;FEM;SG	N;INAN;ACC;FEM;SG
wwe	wwe	wen	wwe	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
elektrických	электрический	elektrický	электрический	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
elektrických	электрические	elektrický	электрический	ADJ;GEN;MASC;PL	ADJ;NOM;PL
elektrických	электрическая	elektrický	электрический	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
elektrických	электрический	elektrický	электрический	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
elektrických	электрик	elektrický	электрик	ADJ;GEN;MASC;PL	N;ANIM;NOM;MASC;SG
elektrických	electric	elektrický	electric	ADJ;GEN;MASC;PL	PROPN
elektrických	электрическая	elektrický	электрический	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
adresy	адресов	adresa	адрес	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
family	семейное	famila	семейный	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
family	семьи	famila	семья	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
family	родные	famila	родной	N;NOM;FEM;SG	ADJ;NOM;PL
operáciu	хирургия	operácia	хирургия	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
operáciu	операция	operácia	операция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
vzdialený	отдаленных	vzdialený	отдаленный	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
vzdialený	дистанционного	vzdialený	дистанционный	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;SG
vzdialený	пульт	vzdialený	пульт	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
naučil	преподавал	naučiť	преподавать	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
existoval	существовали	existovať	существовать	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
porasty	плантациях	porast	плантация	N;INAN;NOM;MASC;PL	N;INAN;ESS;FEM;PL
dmitrij	дмитрий	dmitrij	дмитрий	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pohlavia	пол	pohlavie	пол	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
pohlavia	полов	pohlavie	пол	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
pohlavia	секс	pohlavie	секс	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
wars	войн	wars	война	N;INAN;NOM;MASC;SG	N;INAN;GEN;FEM;PL
wars	войны	wars	война	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
dallas	даллас	dallas	даллас	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
karibiku	карибского	karibika	карибский	N;INAN;GEN;MASC;SG	ADJ;GEN;MASC;SG
broughton	бротон	broughton	бротон	N;INAN;NOM;MASC;SG	
timeaxis	timeaxis	timeaxis	timeaxis	N;ANIM;NOM;MASC;SG	PROPN
zrýchlenie	ускорения	zrýchlenie	ускорение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
core	core	cora	core	N;NOM;MASC;SG	PROPN
paralelne	параллельное	paralelne	параллельный	ADV	ADJ;NOM;NEUT;SG
paralelne	параллель	paralelne	параллель	ADV	N;INAN;NOM;FEM;SG
paralelne	параллельные	paralelne	параллельный	ADV	ADJ;NOM;PL
paralelne	параллельных	paralelne	параллельный	ADV	ADJ;GEN;PL
lipa	липы	lip	липа	N;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;PL
challenger	challenger	challenger	challenger	N;INAN;NOM;MASC;SG	PROPN
bytov	квартиры	byt	квартира	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
bytov	байт	byt	байт	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;SG
bytov	квартиры	byt	квартира	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
bytov	апартаменты	byt	апартамент	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
centrálny	центральной	centrálny	центральный	ADJ;INAN;NOM;MASC;SG	ADJ;INS;FEM;SG
rodičmi	родители	rodič	родитель	N;ANIM;INS;MASC;PL	N;ANIM;NOM;MASC;PL
rodičmi	родителям	rodič	родитель	N;ANIM;INS;MASC;PL	N;ANIM;DAT;MASC;PL
rodičmi	родителей	rodič	родитель	N;ANIM;INS;MASC;PL	N;ANIM;GEN;MASC;PL
eddie	эдди	eddia	эдди	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nymburk	нимбурк	nymburk	нимбурк	PROPN;ANIM;NOM;MASC;SG	
ross	росс	ross	росс	PROPN;ANIM;NOM;MASC;SG	
ross	росса	ross	росс	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
média	media	média	media	N;NOM;NEUT;PL	PROPN
média	медиа	média	медиа	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
fritz	фриц	fritz	фриц	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
afganistane	афганистана	afganistane	афганистан	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
afganistane	афганистане	afganistane	афганистан	N;INAN;NOM;MASC;SG	N;INAN;ESS;MASC;SG
rádia	radio	rádio	radio	N;NOM;NEUT;PL	PROPN
rádia	радио	rádio	радио	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
afrických	африканский	africký	африканский	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;SG
afrických	африканского	africký	африканский	ADJ;ANIM;GEN;MASC;PL	ADJ;GEN;MASC;SG
afrických	африканские	africký	африканский	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;PL
afrických	африканская	africký	африканский	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;SG
bruins	брюинз	bruins	брюинз	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
armstrong	армстронг	armstrong	армстронг	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
lekára	врач	lekár	врач	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
lekára	доктор	lekár	доктор	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
lekára	врач	lekár	врач	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
shoemaker	сапожник	shoemaker	сапожник	ADV	N;ANIM;NOM;MASC;SG
projektom	проекты	projekt	проект	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;PL
projektom	проектов	projekt	проект	N;INAN;INS;MASC;SG	N;INAN;GEN;MASC;PL
prózy	проза	próza	проза	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
nebezpečné	опасные	nebezpečný	опасный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
nebezpečné	опасных	nebezpečný	опасный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
nebezpečné	опасные	nebezpečný	опасный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
nebezpečné	опасных	nebezpečný	опасный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
pristáli	приземлился	pristáť	приземлиться	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;MID
škótsku	шотландия	škótsky	шотландия	ADV	N;INAN;NOM;FEM;SG
škótsku	шотландии	škótsky	шотландия	ADV	N;INAN;NOM;FEM;PL
škótsku	виски	škótsky	виски	ADV	N;INAN;NOM;MASC;PL
škótsku	скотч	škótsky	скотч	ADV	N;INAN;NOM;MASC;SG
berkeley	беркли	berkeley	беркль	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
outline	наброски	outlina	набросок	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
venovaná	посвященный	venovaný	посвятить	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
venovaná	выделенный	venovaný	выделить	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
platnosť	действительный	platnosť	действительный	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
platnosť	действительное	platnosť	действительный	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
platnosť	действительности	platnosť	действительность	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
výchovu	воспитание	výchova	воспитание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
child	дитя	child	дитя	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
child	детский	child	детский	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
child	ребенок	child	ребенок	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
child	ребёнок	child	ребёнок	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
child	ребенка	child	ребенок	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
zostať	остаюсь	zostať	оставаться	V;PFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;MID
polo	поло	polo	поло	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sporné	сомнительных	sporný	сомнительный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
sporné	спорных	sporný	спорный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
sporné	спорные	sporný	спорный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
sporné	спорных	sporný	спорный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
neba	рай	nebo	рай	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
neba	небеса	nebo	небес	N;GEN;NEUT;SG	N;INAN;NOM;MASC;PL
neba	небо	nebo	небо	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;SG
main	основная	main	основной		ADJ;NOM;FEM;SG
main	основные	main	основной		ADJ;NOM;PL
main	главная	main	главный		ADJ;NOM;FEM;SG
main	основных	main	основной		ADJ;GEN;PL
grafika	artwork	grafika	artwork	N;NOM;FEM;SG	PROPN
grafika	графики	grafika	график	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
vodcov	лидеров	vodca	лидер	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
vodcov	лидеры	vodca	лидер	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
vodcov	руководители	vodca	руководитель	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
estónsko	эстонии	estónsko	эстония	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
estónsko	эстония	estónsko	эстония	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
sodný	натрия	sodný	натрий	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
schopností	способности	schopnosť	способность	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
médium	media	médium	media	N;NOM;NEUT;SG	PROPN
médium	сми	médium	смотреть	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
médium	средняя	médium	средний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
médium	средних	médium	средний	N;NOM;NEUT;SG	ADJ;GEN;PL
médium	средний	médium	средний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
médium	среднее	médium	средний	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
médium	средние	médium	средний	N;NOM;NEUT;SG	ADJ;NOM;PL
úteku	побег	útek	побег	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
úteku	избежать	útek	избегнуть	N;INAN;GEN;MASC;SG	V;PFV;NFIN;ACT
geometrie	геометрия	geometrie	геометрия	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
zachránil	сохранены	zachrániť	сохранить	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
pravdepodobnosť	шансы	pravdepodobnosť	шанс	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
guide	проводник	guísť	проводник		N;INAN;NOM;MASC;SG
guide	гид	guísť	гид		N;INAN;NOM;MASC;SG
guide	руководства	guísť	руководство		N;INAN;NOM;NEUT;PL
guide	руководство	guísť	руководство		N;INAN;NOM;NEUT;SG
airbus	airbus	airbus	airbus	N;INAN;NOM;MASC;SG	PROPN
komentár	комментировать	komentár	комментировать	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
komentár	прокомментировать	komentár	комментировать	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
komentár	замечания	komentár	замечание	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
komentár	комментарии	komentár	комментарий	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
neskoro	опаздывает	neskoro	опаздывать	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
neskoro	поздний	neskoro	поздний	ADV	ADJ;NOM;MASC;SG
neskoro	опоздал	neskoro	опоздать	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
dokázať	демонстрировать	dokázať	демонстрировать	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
vybraný	выбранный	vybraný	выбрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
vybraný	избранные	vybraný	избрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
vybraný	избранный	vybraný	избрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
vybraný	выбранный	vybraný	выбрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
vybraný	выбран	vybraný	выбрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
vybraný	выбранные	vybraný	выбрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
vybraný	выбрано	vybraný	выбрать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vybraný	подборка	vybraný	подборка	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;INAN;NOM;FEM;SG
zvon	белл	zvon	беллый	N;INAN;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
zvon	bell	zvon	bell	N;INAN;NOM;MASC;SG	PROPN
usb	usb	usba	usb	N;INAN;NOM;MASC;SG	PROPN
veží	башни	veža	башня	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
reedy	риди	reeda	ридь	N;NOM;FEM;PL	
dodáva	поставлено	dodávať	ставить	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
unit	подразделение	unit	подразделение	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
unit	единицы	unit	единица	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;PL
unit	единица	unit	единица	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
