что	o	что	o	PRO;NOM	DET
позволяет	déixalles	позволять	déixalle	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
ран	as	ран	o	N;INAN;NOM;FEM;SG	DET
третий	terzo	третий	terzo	ADJ;NOM;MASC;SG	N
формы	de	форма	de	N;INAN;NOM;FEM;PL	ADP
начальник	o	начальник	o	N;ANIM;NOM;MASC;SG	DET
брат	meu	брат	meu	N;ANIM;NOM;MASC;SG	DET
писал	escribiume	писать	escribiume	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
писал	a	писать	o	V;IPFV;MASC;IND;SG;PST;FIN;ACT	DET
могу	non	мочь	non	V;IPFV;IND;SG;1;PRS;FIN;ACT	PART
цвета	de	цвет	de	N;INAN;NOM;MASC;PL	ADP
цвета	ser	цвет	ser	N;INAN;NOM;MASC;PL	V
победы	da	победа	da	N;INAN;NOM;FEM;PL	V
победы	a	победа	o	N;INAN;NOM;FEM;PL	DET
победы	gañar	победа	gañar	N;INAN;NOM;FEM;PL	V
интервью	unha	интервью	un	N;INAN;NOM;NEUT;SG	DET
путь	seu	путь	seu	N;INAN;NOM;MASC;SG	DET
путь	así	путь	así	N;INAN;NOM;MASC;SG	ADV
путь	como	путь	como	N;INAN;NOM;MASC;SG	PRO
книг	os	книга	o	N;INAN;GEN;FEM;PL	DET
шоу	amosar	шоу	amosar	N;INAN;NOM;NEUT;SG	V
красного	vermello	красный	vermello	ADJ;GEN;MASC;SG	N
красного	vermella	красный	vermello	ADJ;GEN;MASC;SG	N
красного	vermellos	красный	vermello	ADJ;GEN;MASC;SG	N
красного	roxa	красный	roxa	ADJ;GEN;MASC;SG	N
красного	comunista	красный	comunista	ADJ;GEN;MASC;SG	N
события	os	событие	o	N;INAN;NOM;NEUT;PL	DET
никогда	non	никогда	non	ADV	PART
изменения	cambia	изменение	cambiar	N;INAN;NOM;NEUT;PL	V
изменения	os	изменение	o	N;INAN;NOM;NEUT;PL	DET
изменения	muda	изменение	muda	N;INAN;NOM;NEUT;PL	V
изменения	cambiar	изменение	cambiar	N;INAN;NOM;NEUT;PL	V
изменения	mudar	изменение	mudar	N;INAN;NOM;NEUT;PL	V
производство	de	производство	de	N;INAN;NOM;NEUT;SG	ADP
прежде	de	прежде	de	ADV	ADP
играл	o	играть	o	V;IPFV;MASC;IND;SG;PST;FIN;ACT	DET
играл	papel	играть	papel	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N
различные	varias	различный	varios	ADJ;NOM;PL	DET
различные	varios	различный	varios	ADJ;NOM;PL	DET
различные	con	различный	con	ADJ;NOM;PL	ADP
расстояние	lonxe	расстояние	lonxe	N;INAN;NOM;NEUT;SG	ADV
расстояние	as	расстояние	o	N;INAN;NOM;NEUT;SG	DET
расстояние	até	расстояние	até	N;INAN;NOM;NEUT;SG	ADV
век	xiii	век	xiii	N;INAN;NOM;MASC;SG	PROPN
сети	de	сеть	de	N;INAN;NOM;FEM;PL	ADP
считаю	contigo	считать	contigo	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADV
вице	iwabuchi	вице	iwabuchi	N;ANIM;NOM;MASC;SG	PROPN
вице	antivicio	вице	antivicio	N;ANIM;NOM;MASC;SG	PROPN
показана	que	показать	que	V;PFV;FEM;SG;PST;V.PTCP;PASS	PRO
показана	se	показать	se	V;PFV;FEM;SG;PST;V.PTCP;PASS	CONJ
показана	mostra	показать	mostra	V;PFV;FEM;SG;PST;V.PTCP;PASS	N
показана	as	показать	o	V;PFV;FEM;SG;PST;V.PTCP;PASS	DET
назад	volver	назад	volver	ADV	V
назад	volta	назад	volta	ADV	N
военных	militares	военный	militar	N;ANIM;GEN;MASC;PL	V
военных	militar	военный	militar	N;ANIM;GEN;MASC;PL	ADJ
городов	nas	город	nas	N;INAN;GEN;MASC;PL	PROPN
суда	sanguíneos	суд	sanguíneo	N;INAN;NOM;MASC;PL	ADJ
текста	de	текст	de	N;INAN;GEN;MASC;SG	ADP
политики	a	политика	o	N;ANIM;NOM;MASC;PL	DET
любой	ninguén	любой	ninguén	DET;NOM;MASC;SG	ADV
любой	alguén	любой	alguén	DET;NOM;MASC;SG	PRO
любой	máis	любой	máis	DET;NOM;MASC;SG	ADV
пост	de	пост	de	N;INAN;NOM;MASC;SG	ADP
карл	karl	карл	karl	PROPN;ANIM;NOM;MASC;SG	PROPN
карл	carl	карл	carl	PROPN;ANIM;NOM;MASC;SG	PROPN
край	do	край	do	N;INAN;NOM;MASC;SG	PROPN
тела	corporal	тело	corporal	N;INAN;NOM;NEUT;PL	ADJ
тела	os	тело	o	N;INAN;NOM;NEUT;PL	DET
явно	claro	явно	claro	ADV	ADJ
явно	con	явно	con	ADV	ADP
явно	claridade	явно	claridade	ADV	N
лично	eu	лично	eu	ADV	PRO
лично	unha	лично	un	ADV	DET
польши	polaca	польша	polacar	N;INAN;NOM;FEM;SG	ADJ
вероятно	que	вероятно	que	ADV	PRO
вероятно	probable	вероятно	probable	ADV	ADJ
вероятно	que	вероятно	que	ADV	PRO
вероятно	risco	вероятно	risco	ADV	N
исследований	de	исследование	de	N;INAN;GEN;NEUT;PL	ADP
исследований	investigar	исследование	investigar	N;INAN;GEN;NEUT;PL	V
начиная	a	начинать	o	V;IPFV;PRS;V.CVB;ACT	DET
пожалуйста	por	пожалуйста	por	ADV	ADP
пожалуйста	favor	пожалуйста	favor	ADV	N
международный	international	международный	international	ADJ;NOM;MASC;SG	PROPN
министра	cabinet	министр	cabinet	N;ANIM;ACC;MASC;SG	PROPN
министра	o	министр	o	N;ANIM;ACC;MASC;SG	DET
куда	onde	куда	onde	ADV	PRO
сделал	que	делать	que	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO
сделал	o	делать	o	V;PFV;MASC;IND;SG;PST;FIN;ACT	DET
сделал	feito	делать	feito	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
пример	por	пример	por	N;INAN;NOM;MASC;SG	ADP
средний	media	средний	media	ADJ;NOM;MASC;SG	N
средний	medio	средний	medio	ADJ;NOM;MASC;SG	N
средний	oriente	средний	oriente	ADJ;NOM;MASC;SG	N
средний	media	средний	media	ADJ;NOM;MASC;SG	N
средний	medio	средний	medio	ADJ;NOM;MASC;SG	N
средний	de	средний	de	ADJ;NOM;MASC;SG	ADP
средний	mediocre	средний	mediocre	ADJ;NOM;MASC;SG	N
мастер	o	мастер	o	N;ANIM;NOM;MASC;SG	DET
русская	ruso	русский	ruso	ADJ;NOM;FEM;SG	N
бассейн	a	бассейн	o	N;INAN;NOM;MASC;SG	DET
игорь	igor	игорь	igor	N;ANIM;NOM;MASC;SG	PROPN
оба	tanto	оба	tanto	NUM;NOM;MASC	ADV
оба	dúas	оба	dous	NUM;NOM;MASC	N
оба	dous	оба	dous	NUM;NOM;MASC	N
оба	os	оба	o	NUM;NOM;MASC	DET
оба	ambos	оба	ambos	NUM;NOM;MASC	DET
украина	ucrania	украина	ucrania	N;INAN;NOM;FEM;SG	PROPN
материалы	dóeme	материал	dóeme	N;INAN;NOM;MASC;PL	V
объектов	os	объект	o	N;INAN;GEN;MASC;PL	DET
сегодня	esta	сегодня	este	ADV	DET
сегодня	noite	сегодня	noite	ADV	N
сегодня	día	сегодня	día	ADV	N
солдат	soldado	солдат	soldar	N;ANIM;NOM;MASC;SG	V
солдат	soldados	солдат	soldar	N;ANIM;NOM;MASC;SG	V
солдат	soldados	солдат	soldar	N;ANIM;NOM;MASC;SG	V
солдат	os	солдат	o	N;ANIM;NOM;MASC;SG	DET
программа	de	программа	de	N;INAN;NOM;FEM;SG	ADP
программа	programar	программа	programar	N;INAN;NOM;FEM;SG	V
власть	poder	власть	poder	N;INAN;NOM;FEM;SG	V
власть	o	власть	o	N;INAN;NOM;FEM;SG	DET
анна	anne	анна	anne	N;ANIM;NOM;FEM;SG	PROPN
анна	anna	анна	anna	N;ANIM;NOM;FEM;SG	PROPN
умершие	mortes	умереть	morte	V;PFV;NOM;PL;PST;V.PTCP;ACT	N
растений	vexetais	растение	vexetal	N;INAN;GEN;NEUT;PL	ADJ
растений	de	растение	de	N;INAN;GEN;NEUT;PL	ADP
слева	esquerda	слева	esquerda	ADV	N
слева	queda	слева	quedar	ADV	V
языки	as	язык	o	N;INAN;NOM;MASC;PL	DET
языки	faladas	язык	falar	N;INAN;NOM;MASC;PL	V
стать	nunha	стать	nunha	V;PFV;NFIN;MID	N
стать	en	стать	en	V;PFV;NFIN;MID	ADP
стать	se	стать	se	V;PFV;NFIN;MID	CONJ
написано	escrito	писать	escrito	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N
написано	o	писать	o	V;PFV;NEUT;SG;PST;V.PTCP;PASS	DET
начали	a	начать	o	V;PFV;IND;PL;PST;FIN;ACT	DET
форме	figura	форма	figurar	N;INAN;DAT;FEM;SG	V
точно	mesmo	точно	mesmo	ADV	DET
точно	o	точно	o	ADV	DET
факт	de	факт	de	N;INAN;NOM;MASC;SG	ADP
факт	que	факт	que	N;INAN;NOM;MASC;SG	PRO
карьеры	súa	карьера	seu	N;INAN;NOM;FEM;PL	DET
германия	alemaña	германий	alemaña	N;INAN;NOM;NEUT;SG	PROPN
восток	este	восток	este	N;INAN;NOM;MASC;SG	DET
восток	do	восток	do	N;INAN;NOM;MASC;SG	PROPN
восток	próximo	восток	próximo	N;INAN;NOM;MASC;SG	ADJ
помощь	axudar	помощь	axudar	N;INAN;NOM;FEM;SG	V
помощь	a	помощь	o	N;INAN;NOM;FEM;SG	DET
дважды	dobre	дважды	dobre	ADV	N
дважды	dúas	дважды	dous	ADV	N
дважды	veces	дважды	vez	ADV	N
дважды	debe	дважды	deber	ADV	V
постоянно	constante	постоянно	constante	ADV	ADJ
позиция	pensas	позиция	pensar	N;INAN;NOM;FEM;SG	V
стороне	secundarios	сторона	secundario	N;INAN;DAT;FEM;SG	ADJ
закон	a	закон	o	N;INAN;NOM;MASC;SG	DET
сми	mediática	смотреть	mediática	N;INAN;NOM;NEUT;PL	ADJ
сми	de	смотреть	de	N;INAN;NOM;NEUT;PL	ADP
сми	dos	смотреть	dos	N;INAN;NOM;NEUT;PL	PROPN
ответ	responder	ответ	responder	N;INAN;NOM;MASC;SG	V
цвет	de	цвет	de	N;INAN;NOM;MASC;SG	ADP
цвет	ser	цвет	ser	N;INAN;NOM;MASC;SG	V
систем	dos	система	dos	N;INAN;GEN;FEM;PL	PROPN
комплекс	complexa	комплекс	complexo	N;INAN;NOM;MASC;SG	ADJ
функции	funcionar	функция	funcionar	N;INAN;NOM;FEM;PL	V
функции	a	функция	o	N;INAN;NOM;FEM;PL	DET
означает	que	означать	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
означает	medios	означать	medio	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
меньше	máis	мало	máis	NUM	ADV
меньше	pequenos	мало	pequeno	NUM	ADJ
меньше	pequenas	мало	pequeno	NUM	ADJ
меньше	menores	мало	menor	NUM	N
меньше	menor	мало	menor	NUM	ADJ
меньше	pequeno	мало	pequeno	NUM	ADJ
меньше	pegada	мало	pegada	NUM	N
меньше	menos	мало	menos	NUM	ADV
меньше	menos	мало	menos	NUM	ADV
климат	climática	климат	climático	N;INAN;NOM;MASC;SG	ADJ
климат	climático	климат	climático	N;INAN;NOM;MASC;SG	ADJ
животных	os	животное	o	N;ANIM;GEN;NEUT;PL	DET
сен	sena	сен	seno		N
сен	santo	сен	santo		ADJ
сен	san	сен	ser		ADJ
создать	unha	создать	un	V;PFV;NFIN;ACT	DET
красный	vermello	красный	vermello	ADJ;NOM;MASC;SG	N
красный	vermella	красный	vermello	ADJ;NOM;MASC;SG	N
красный	vermellos	красный	vermello	ADJ;NOM;MASC;SG	N
красный	roxa	красный	roxa	ADJ;NOM;MASC;SG	N
красный	comunista	красный	comunista	ADJ;NOM;MASC;SG	N
мужчины	os	мужчина	o	N;ANIM;NOM;MASC;PL	DET
слов	as	слово	o	N;INAN;GEN;NEUT;PL	DET
бой	de	бой	de	N;INAN;NOM;MASC;SG	ADP
бой	loitar	бой	loitar	N;INAN;NOM;MASC;SG	V
бой	contra	бой	contra	N;INAN;NOM;MASC;SG	ADP
внутри	interior	внутри	interior	ADV	ADJ
победу	da	победа	da	N;INAN;ACC;FEM;SG	V
победу	a	победа	o	N;INAN;ACC;FEM;SG	DET
роберт	robert	роберт	roberto	N;ANIM;NOM;MASC;SG	V
департамент	de	департамент	de	N;INAN;NOM;MASC;SG	ADP
отсутствие	de	отсутствие	de	N;INAN;NOM;NEUT;SG	ADP
отсутствие	carecen	отсутствие	carecer	N;INAN;NOM;NEUT;SG	V
австралии	australia	австралия	australia	N;INAN;NOM;FEM;PL	PROPN
статистика	sobre	статистика	sobre	N;INAN;NOM;FEM;SG	ADP
предложение	e	предложение	e	N;INAN;NOM;NEUT;SG	CONJ
предложение	seguido	предложение	seguir	N;INAN;NOM;NEUT;SG	V
предложение	unha	предложение	un	N;INAN;NOM;NEUT;SG	DET
предложение	ofrecer	предложение	ofrecer	N;INAN;NOM;NEUT;SG	V
предложение	lle	предложение	lle	N;INAN;NOM;NEUT;SG	PRO
предложение	unha	предложение	un	N;INAN;NOM;NEUT;SG	DET
мэр	o	мэр	o	N;ANIM;NOM;MASC;SG	DET
второе	segundo	второй	segundo	ADJ;NOM;NEUT;SG	ADP
преимущественно	maioría	преимущественно	maioría	ADV	N
преимущественно	sobre	преимущественно	sobre	ADV	ADP
преимущественно	todo	преимущественно	todo	ADV	DET
культура	a	культура	o	N;INAN;NOM;FEM;SG	DET
фото	as	фото	o	N;INAN;NOM;MASC;SG	DET
фото	túas	фото	tous	N;INAN;NOM;MASC;SG	DET
округе	do	округ	do	N;INAN;ESS;MASC;SG	PROPN
округе	o	округ	o	N;INAN;ESS;MASC;SG	DET
округе	nado	округ	nacer	N;INAN;ESS;MASC;SG	V
индии	india	индия	indiar	N;INAN;NOM;FEM;SG	PROPN
золотая	de	золотой	de	ADJ;NOM;FEM;SG	ADP
золотая	ouro	золотой	ouro	ADJ;NOM;FEM;SG	N
золотая	ouro	золотой	ouro	ADJ;NOM;FEM;SG	N
золотая	de	золотой	de	ADJ;NOM;FEM;SG	ADP
йорк	york	йорк	york	N;INAN;NOM;MASC;SG	PROPN
йорк	iorque	йорк	iorque	N;INAN;NOM;MASC;SG	PROPN
иметь	que	иметь	que	V;IPFV;NFIN;ACT	PRO
силу	a	сила	o	N;INAN;ACC;FEM;SG	DET
семья	familiar	семья	familiar	N;INAN;NOM;FEM;SG	ADJ
северная	ao	северный	ao	ADJ;NOM;FEM;SG	PROPN
северная	norte	северный	norte	ADJ;NOM;FEM;SG	N
северная	do	северный	do	ADJ;NOM;FEM;SG	PROPN
северная	do	северный	do	ADJ;NOM;FEM;SG	PROPN
северная	norte	северный	norte	ADJ;NOM;FEM;SG	N
принять	a	принять	o	V;PFV;NFIN;ACT	DET
принять	aceptalo	принять	aceptalo	V;PFV;NFIN;ACT	N
принять	acepto	принять	acepto	V;PFV;NFIN;ACT	
художники	de	художник	de	N;ANIM;NOM;MASC;PL	ADP
мост	bridge	мост	bridge	N;INAN;NOM;MASC;SG	PROPN
проблем	os	проблема	o	N;INAN;GEN;FEM;PL	DET
сообщества	as	сообщество	o	N;INAN;NOM;NEUT;PL	DET
бригады	a	бригада	o	N;INAN;NOM;FEM;PL	DET
отдельных	persoa	отдельный	persoa	ADJ;GEN;PL	N
отдельных	cada	отдельный	cada	ADJ;GEN;PL	DET
отдельных	individuo	отдельный	individuo	ADJ;GEN;PL	N
отдельных	tipo	отдельный	tipo	ADJ;GEN;PL	N
жан	jean	жан	jean	N;ANIM;NOM;MASC;SG	PROPN
пусть	imos	пусть	ir	PART	V
пусть	déixame	пусть	déixame	PART	V
пусть	vamos	пусть	varo	PART	V
италия	italia	италия	italia	N;INAN;NOM;FEM;SG	PROPN
согласен	en	согласный	en	ADJ;MASC;SG	ADP
согласен	acordo	согласный	acordo	ADJ;MASC;SG	N
согласен	acordo	согласный	acordo	ADJ;MASC;SG	N
согласен	de	согласный	de	ADJ;MASC;SG	ADP
согласен	concordo	согласный	concordo	ADJ;MASC;SG	V
согласен	dacordo	согласный	dacordo	ADJ;MASC;SG	N
военные	militares	военный	militar	N;ANIM;NOM;MASC;PL	V
военные	militar	военный	militar	N;ANIM;NOM;MASC;PL	ADJ
начинается	a	начинаться	o	V;IPFV;IND;SG;3;PRS;FIN;MID	DET
георгий	george	георгий	george	N;ANIM;NOM;MASC;SG	PROPN
сказать	que	сказать	que	V;PFV;NFIN;ACT	PRO
сказал	que	сказать	que	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO
секретарь	de	секретарь	de	N;ANIM;NOM;MASC;SG	ADP
художников	de	художник	de	N;ANIM;ACC;MASC;PL	ADP
горы	lorenzo	гора	lorenzo	N;INAN;NOM;FEM;PL	PROPN
горы	montañosa	гора	montañoso	N;INAN;NOM;FEM;PL	ADJ
выиграл	non	выиграть	non	V;PFV;MASC;IND;SG;PST;FIN;ACT	PART
считать	conde	считать	conder	V;IPFV;NFIN;ACT	PROPN
считать	con	считать	con	V;IPFV;NFIN;ACT	ADP
считать	conta	считать	conta	V;IPFV;NFIN;ACT	N
считать	contigo	считать	contigo	V;IPFV;NFIN;ACT	ADV
другое	outra	другой	outro	ADJ;NOM;NEUT;SG	DET
другое	outros	другой	outro	ADJ;NOM;NEUT;SG	DET
другое	outro	другой	outro	ADJ;NOM;NEUT;SG	DET
другое	outras	другой	outro	ADJ;NOM;NEUT;SG	DET
форма	figura	форма	figurar	N;INAN;NOM;FEM;SG	V
метро	sen	метро	sen	N;INAN;NOM;NEUT;SG	ADP
произошло	lle	произойти	lle	V;PFV;NEUT;IND;SG;PST;FIN;ACT	PRO
произошло	que	произойти	que	V;PFV;NEUT;IND;SG;PST;FIN;ACT	PRO
масса	masiva	масса	masivo	N;INAN;NOM;FEM;SG	ADJ
масса	de	масса	de	N;INAN;NOM;FEM;SG	ADP
объекта	que	объект	que	N;INAN;GEN;MASC;SG	PRO
марк	mark	марк	mark	N;ANIM;NOM;MASC;SG	PROPN
марк	a	марк	o	N;ANIM;NOM;MASC;SG	DET
наука	a	наука	o	N;INAN;NOM;FEM;SG	DET
наука	científica	наука	científico	N;INAN;NOM;FEM;SG	ADJ
построен	de	строить	de	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADP
герои	son	герой	ser	N;ANIM;NOM;MASC;PL	V
смысл	que	смысл	que	N;INAN;NOM;MASC;SG	PRO
смысл	significa	смысл	significar	N;INAN;NOM;MASC;SG	V
смысл	explican	смысл	explicar	N;INAN;NOM;MASC;SG	V
смысл	o	смысл	o	N;INAN;NOM;MASC;SG	DET
сент	santo	сент	santo	N;INAN;NOM;MASC;SG	ADJ
сент	san	сент	ser	N;INAN;NOM;MASC;SG	ADJ
иначе	contrario	иначе	contrario	ADV	N
иначе	ou	иначе	ou	ADV	CONJ
иначе	doutro	иначе	doutro	ADV	N
иначе	xeito	иначе	xeito	ADV	N
иначе	se	иначе	se	ADV	CONJ
иначе	non	иначе	non	ADV	PART
иначе	senón	иначе	senón	ADV	CONJ
доктора	os	доктор	o	N;ANIM;NOM;MASC;PL	DET
конференции	de	конференция	de	N;INAN;NOM;FEM;PL	ADP
открыт	e	открыть	e	V;PFV;MASC;SG;PST;V.PTCP;PASS	CONJ
украинский	ucraniano	украинский	ucraniano	ADJ;NOM;MASC;SG	PROPN
особенности	as	особенность	o	N;INAN;NOM;FEM;PL	DET
отношение	pensas	отношение	pensar	N;INAN;NOM;NEUT;SG	V
начинает	a	начинать	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
руководство	de	руководство	de	N;INAN;NOM;NEUT;SG	ADP
руководство	a	руководство	o	N;INAN;NOM;NEUT;SG	DET
руководство	manual	руководство	manual	N;INAN;NOM;NEUT;SG	ADJ
руководство	liderado	руководство	liderado	N;INAN;NOM;NEUT;SG	V
характер	da	характер	da	N;INAN;NOM;MASC;SG	V
характер	a	характер	o	N;INAN;NOM;MASC;SG	DET
полное	chea	полный	chea	ADJ;NOM;NEUT;SG	N
полное	cheo	полный	cheo	ADJ;NOM;NEUT;SG	N
вступил	na	вступить	na	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
победитель	gaña	победитель	gaña	N;ANIM;NOM;MASC;SG	V
правда	verdade	правда	verdade	ADV	N
правда	certo	правда	certo	ADV	DET
правда	verdade	правда	verdade	ADV	N
правда	a	правда	o	ADV	DET
месяца	ao	месяц	ao	N;INAN;GEN;MASC;SG	PROPN
погиб	morto	погибнуть	morto	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
шесть	seis	шесть	seis	NUM;NOM	N
адрес	a	адрес	o	N;INAN;NOM;MASC;SG	DET
адрес	tratar	адрес	tratar	N;INAN;NOM;MASC;SG	V
адрес	abordar	адрес	abordar	N;INAN;NOM;MASC;SG	V
зачем	por	зачем	por	ADV	ADP
зачем	que	зачем	que	ADV	PRO
зачем	iso	зачем	iso	ADV	PRO
оружие	as	оружие	o	N;INAN;NOM;NEUT;SG	DET
оружие	as	оружие	o	N;INAN;NOM;NEUT;SG	DET
столица	capitol	столица	capitol	N;INAN;NOM;FEM;SG	PROPN
столица	o	столица	o	N;INAN;NOM;FEM;SG	DET
любовь	o	любовь	o	N;INAN;NOM;FEM;SG	DET
фотографии	as	фотография	o	N;INAN;NOM;FEM;PL	DET
фотографии	túas	фотография	tous	N;INAN;NOM;FEM;PL	DET
фотографии	as	фотография	o	N;INAN;NOM;FEM;PL	DET
опять	outra	опять	outro	ADV	DET
опять	vez	опять	vez	ADV	N
опять	novo	опять	novo	ADV	ADJ
опять	de	опять	de	ADV	ADP
дал	a	дать	o	V;PFV;MASC;IND;SG;PST;FIN;ACT	DET
запад	occidental	запад	occidental	N;INAN;NOM;MASC;SG	ADJ
запад	do	запад	do	N;INAN;NOM;MASC;SG	PROPN
запад	da	запад	da	N;INAN;NOM;MASC;SG	V
запад	west	запад	west	N;INAN;NOM;MASC;SG	PROPN
швеции	suecia	швеция	suecia	N;INAN;NOM;FEM;SG	PROPN
случай	se	случай	se	N;INAN;NOM;MASC;SG	CONJ
наконец	fin	наконец	fin	ADV	N
наконец	por	наконец	por	ADV	ADP
наконец	final	наконец	final	ADV	N
наконец	ao	наконец	ao	ADV	PROPN
джеймс	james	джеймс	jame	N;ANIM;NOM;MASC;SG	PROPN
очевидно	fixo	очевидный	facer	ADJ;NEUT;SG	V
очевидно	aparentemente	очевидный	aparente	ADJ;NEUT;SG	ADV
очевидно	obviamente	очевидный	obviamente	ADJ;NEUT;SG	ADV
фронт	diante	фронт	diante	N;INAN;NOM;MASC;SG	ADV
прямо	en	прямо	en	ADV	ADP
прямо	directo	прямо	directo	ADV	ADJ
прямо	dereito	прямо	dereito	ADV	N
лос	ángeles	лос	ángele		N
лос	los	лос	lo		N
лос	angeles	лос	angel		N
лос	ánxeles	лос	ánxele		N
американская	americanos	американский	americano	ADJ;NOM;FEM;SG	N
млн	de	миллион	de	N;INAN;NOM;MASC;SG	ADP
отчёт	informar	отчёт	informar	N;INAN;NOM;MASC;SG	V
учёный	científico	учёный	científico	N;ANIM;NOM;MASC;SG	ADJ
учёный	científicos	учёный	científico	N;ANIM;NOM;MASC;SG	ADJ
учёный	científica	учёный	científico	N;ANIM;NOM;MASC;SG	ADJ
пол	paul	пол	paul	N;INAN;NOM;MASC;SG	PROPN
пол	andar	пол	andar	N;INAN;NOM;MASC;SG	V
париже	parís	париж	parí	N;INAN;ESS;MASC;SG	PROPN
центральный	central	центральный	central	ADJ;NOM;MASC;SG	N
центральный	centro	центральный	centro	ADJ;NOM;MASC;SG	N
частично	parte	частично	parte	ADV	N
судья	xulgar	судья	xulgar	N;ANIM;NOM;MASC;SG	V
последнее	o	последний	o	ADJ;NOM;NEUT;SG	DET
последнее	onte	последний	onte	ADJ;NOM;NEUT;SG	ADV
китая	os	китай	o	N;INAN;GEN;MASC;SG	DET
китая	chinesas	китай	chinés	N;INAN;GEN;MASC;SG	ADJ
китая	chinesa	китай	chinés	N;INAN;GEN;MASC;SG	ADJ
поддержку	apoiar	поддержка	apoiar	N;INAN;ACC;FEM;SG	V
поддержку	de	поддержка	de	N;INAN;ACC;FEM;SG	ADP
искусство	art	искусство	art	N;INAN;NOM;NEUT;SG	PROPN
искусство	a	искусство	o	N;INAN;NOM;NEUT;SG	DET
современных	as	современный	o	ADJ;GEN;PL	DET
верхняя	esquina	верхний	esquina	ADJ;NOM;FEM;SG	N
царь	king	царь	king	N;ANIM;NOM;MASC;SG	PROPN
царь	rei	царь	rei	N;ANIM;NOM;MASC;SG	PROPN
царь	o	царь	o	N;ANIM;NOM;MASC;SG	DET
деньги	os	деньги	o	N;INAN;NOM;FEM;PL	DET
южная	do	южный	do	ADJ;NOM;FEM;SG	PROPN
южная	sur	южный	sur	ADJ;NOM;FEM;SG	N
южная	sur	южный	sur	ADJ;NOM;FEM;SG	N
южная	do	южный	do	ADJ;NOM;FEM;SG	PROPN
делает	que	делать	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
делает	non	делать	non	V;IPFV;IND;SG;3;PRS;FIN;ACT	PART
делает	que	делать	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
пер	por	перо	por	N;INAN;NOM;MASC;SG	ADP
пер	ao	перо	ao	N;INAN;NOM;MASC;SG	PROPN
пер	miligramos	перо	miligrar	N;INAN;NOM;MASC;SG	V
пер	cada	перо	cada	N;INAN;NOM;MASC;SG	DET
устройство	de	устройство	de	N;INAN;NOM;NEUT;SG	ADP
началось	a	начаться	o	V;PFV;NEUT;IND;SG;PST;FIN;MID	DET
началось	a	начаться	o	V;PFV;NEUT;IND;SG;PST;FIN;MID	DET
финляндии	finlandia	финляндия	finlandia	N;INAN;NOM;FEM;SG	PROPN
успешно	éxito	успешно	éxito	ADV	N
успешно	exitosos	успешно	exitoso	ADV	ADJ
успешно	éxito	успешно	éxito	ADV	N
успешно	con	успешно	con	ADV	ADP
выборы	electoral	выборы	electoral	N;INAN;NOM;MASC;PL	ADJ
политический	políticas	политический	política	ADJ;NOM;MASC;SG	N
политический	políticos	политический	político	ADJ;NOM;MASC;SG	N
политический	política	политический	política	ADJ;NOM;MASC;SG	N
вне	do	вне	do	ADP	PROPN
вне	fóra	вне	fóra	ADP	ADV
вне	fora	вне	ir	ADP	V
объекты	os	объект	o	N;INAN;NOM;MASC;PL	DET
сеть	de	сеть	de	N;INAN;NOM;FEM;SG	ADP
легко	facilmente	легкий	facilmente	ADJ;NEUT;SG	ADV
легко	calma	легкий	calma	ADJ;NEUT;SG	N
легко	acouguen	легкий	acougar	ADJ;NEUT;SG	PROPN
миллионов	de	миллион	de	N;INAN;GEN;MASC;PL	ADP
миллионов	de	миллион	de	N;INAN;GEN;MASC;PL	ADP
смерть	a	смерть	o	N;INAN;NOM;FEM;SG	DET
правильно	ben	правильный	ben	ADJ;NEUT;SG	ADV
руки	as	рука	o	N;INAN;NOM;FEM;PL	DET
редактор	de	редактор	de	N;ANIM;NOM;MASC;SG	ADP
париж	parís	париж	parí	N;INAN;NOM;MASC;SG	PROPN
канал	canal	канал	canal	N;INAN;NOM;MASC;SG	PROPN
языках	as	язык	o	N;INAN;ESS;MASC;PL	DET
языках	faladas	язык	falar	N;INAN;ESS;MASC;PL	V
потери	as	потеря	o	N;INAN;NOM;FEM;PL	DET
времена	times	время	time	N;INAN;NOM;NEUT;PL	PROPN
идеи	as	идея	o	N;INAN;NOM;FEM;PL	DET
бригада	a	бригада	o	N;INAN;NOM;FEM;SG	DET
объект	que	объект	que	N;INAN;NOM;MASC;SG	PRO
порядок	para	порядок	para	N;INAN;NOM;MASC;SG	ADP
машины	as	машина	o	N;INAN;NOM;FEM;PL	DET
