par	pour	par	pour		ADP
pamata	élémentaire	pamats	élémentaire	N;NOM;MASC;SG	ADJ;MASC;SG
pamata	basique	pamats	basique	N;NOM;MASC;SG	ADJ;MASC;SG
tāds	tels	tāds	tel	PRO;NOM;MASC;SG	ADJ;MASC;PL
tāds	tel	tāds	tel	PRO;NOM;MASC;SG	ADJ;MASC;SG
tāds	telle	tāds	tel	PRO;NOM;MASC;SG	ADJ;FEM;SG
tāds	telles	tāds	tel	PRO;NOM;MASC;SG	ADJ;FEM;PL
karavīru	soldats	karavīrs	soldat	N;ACC;MASC;SG	N;MASC;PL
attīstība	développements	attīstība	développement	N;NOM;FEM;SG	N;MASC;PL
sts	sts	sts	statorm	PROPN	N;MASC;SG
vispirms	première	vispirms	premier	ADV	ADJ;FEM;SG
vispirms	premières	vispirms	premier	ADV	ADJ;FEM;PL
vispirms	premier	vispirms	premier	ADV	ADJ;MASC;SG
vispirms	premiers	vispirms	premier	ADV	ADJ;MASC;PL
iepriekšējā	précédentes	iepriekšējs	précédent	ADJ;NOM;FEM;SG	ADJ;FEM;PL
iepriekšējā	précédents	iepriekšējs	précédent	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ford	gué	ford	gué		N;MASC;SG
ford	ford	ford	ford		PROPN
spārnu	ailes	spārns	aile	N;ACC;MASC;SG	N;FEM;PL
profesionāls	professionnels	profesionāls	professionnel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
profesionāls	professionnelles	profesionāls	professionnel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
platums	latitudes	platums	latitude	N;NOM;MASC;SG	N;FEM;PL
platums	largeurs	platums	largeur	N;NOM;MASC;SG	N;FEM;PL
arena	arena	arena	arena		PROPN
arena	aréna	arena	aréna		N;MASC;SG
arena	arène	arena	arène		N;FEM;SG
vairums	most	vairums	most	N;NOM;MASC;SG	PROPN
daugava	daugava	daugava	daugava	PROPN;NOM;FEM;SG	PROPN
prēmijas	bonus	prēmija	bonus	N;NOM;FEM;PL	N;MASC;SG
statistika	statistiques	statistika	statistique	N;NOM;FEM;SG	N;FEM;PL
statistika	statistique	statistika	statistique	N;NOM;FEM;SG	ADJ;MASC;SG
statistika	stats	statistika	stat	N;NOM;FEM;SG	N;MASC;PL
statistika	statistiques	statistika	statistique	N;NOM;FEM;SG	N;FEM;PL
saukts	appelés	saukt	appeler	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
skaņu	sound	skaņa	sound	N;ACC;FEM;SG	PROPN
skaņu	sonore	skaņa	sonore	N;ACC;FEM;SG	ADJ;MASC;SG
skaņu	son	skaņa	son	N;ACC;FEM;SG	DET;MASC;SG
zāle	graminées	zāle	graminée	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
amats	fonctions	amats	fonction	N;NOM;MASC;SG	N;FEM;PL
amats	publier	amats	publier	N;NOM;MASC;SG	V;NFIN
georgs	georg	georgs	georg	PROPN;NOM;MASC;SG	PROPN
sergejs	sergey	sergejs	sergey	PROPN;NOM;MASC;SG	PROPN
sergejs	sergueï	sergejs	sergueï	PROPN;NOM;MASC;SG	PROPN
sergejs	sergei	sergejs	sergei	PROPN;NOM;MASC;SG	PROPN
sergejs	sergueï	sergejs	sergueï	PROPN;NOM;MASC;SG	PROPN
sergejs	serge	sergejs	serge	PROPN;NOM;MASC;SG	PROPN
japāna	japon	japāna	japon	PROPN;NOM;FEM;SG	PROPN
valters	walter	valters	walter	PROPN;NOM;MASC;SG	PROPN
krastu	rivages	krasts	rivage	N;ACC;MASC;SG	N;MASC;PL
krastu	shore	krasts	shore	N;ACC;MASC;SG	PROPN
paralēli	parallèles	paralēli	parallèle	ADV	ADJ;MASC;PL
paralēli	parallèle	paralēli	parallèle	ADV	N;MASC;SG
balta	blancs	balta	blanc	ADJ;NOM;FEM;SG	ADJ;MASC;PL
balta	blanches	balta	blanc	ADJ;NOM;FEM;SG	ADJ;FEM;PL
balta	blanc	balta	blanc	ADJ;NOM;FEM;SG	N;MASC;SG
pašreizējais	courant	pašreizējs	courir	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
pašreizējais	actuels	pašreizējs	actuel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
pašreizējais	présents	pašreizējs	présent	ADJ;NOM;MASC;SG	ADJ;MASC;PL
pašreizējais	présenter	pašreizējs	présenter	ADJ;NOM;MASC;SG	V;NFIN
vienlaikus	simultané	vienlaikus	simultané	ADV	N;MASC;SG
vienlaikus	simultanées	vienlaikus	simultané	ADV	ADJ;FEM;PL
vienlaikus	simultanés	vienlaikus	simultané	ADV	ADJ;MASC;PL
vienlaikus	simultanée	vienlaikus	simultané	ADV	ADJ;FEM;SG
vienlaikus	simultané	vienlaikus	simultané	ADV	N;MASC;SG
māris	māris	māris	mārendre	PROPN;NOM;MASC;SG	PROPN
masas	masse	masa	masse	N;NOM;FEM;PL	N;FEM;SG
masas	messe	masa	messe	N;NOM;FEM;PL	N;FEM;SG
praktiski	pratique	praktiski	pratique	ADV	ADJ;FEM;SG
marks	marquer	marks	marquer	PROPN;NOM;MASC;SG	V;NFIN
marks	marque	marks	marque	PROPN;NOM;MASC;SG	N;FEM;SG
marks	mark	marks	mark	PROPN;NOM;MASC;SG	PROPN
marks	marc	marks	marc	PROPN;NOM;MASC;SG	N;MASC;SG
bērziņš	bērziņš	bērziņš	bērziņš	N;NOM;MASC;SG	PROPN
augstu	élevée	augstu	élever	ADV	V;FEM;SG;PST;V.PTCP
augstu	hautes	augstu	haut	ADV	ADJ;FEM;PL
augstu	haut	augstu	haut	ADV	ADJ;MASC;SG
augstu	haute	augstu	haut	ADV	ADJ;FEM;SG
augstu	élevé	augstu	élevé	ADV	ADJ;MASC;SG
teksts	textes	teksts	texte	N;NOM;MASC;SG	N;MASC;PL
iekārtas	équipement	iekārta	équipement	N;NOM;FEM;PL	N;MASC;SG
iekārtas	matériel	iekārta	matériel	N;NOM;FEM;PL	N;MASC;SG
iekārtas	equipement	iekārta	equipement	N;NOM;FEM;PL	N;MASC;SG
iekārtas	machinerie	iekārta	machinerie	N;NOM;FEM;PL	N;FEM;SG
mākslinieku	artistes	mākslinieks	artiste	N;ACC;MASC;SG	N;MASC;PL
ēriks	éric	ēriks	éric	PROPN;NOM;MASC;SG	PROPN
ēriks	eric	ēriks	eric	PROPN;NOM;MASC;SG	PROPN
ēriks	erik	ēriks	erik	PROPN;NOM;MASC;SG	PROPN
somijā	finlande	somija	finlande	PROPN;ESS;FEM;SG	ADJ;FEM;SG
ģitāra	guitares	ģitāra	guitare	N;NOM;FEM;SG	N;FEM;PL
pols	paul	pols	paul	PROPN;NOM;MASC;SG	N;MASC;SG
music	musiques	musicēt	musique		N;FEM;PL
music	musique	musicēt	musique		N;FEM;SG
veiksmīgi	réussi	veiksmīgi	réussir	ADV	V;MASC;SG;PST;V.PTCP
veiksmīgi	réussie	veiksmīgi	réussir	ADV	ADJ;FEM;SG
veiksmīgi	succes	veiksmīgi	succe	ADV	N;MASC;SG
veiksmīgi	succès	veiksmīgi	succès	ADV	N;MASC;SG
veiksmīgi	success	veiksmīgi	success	ADV	ADJ;FEM;SG
veiksmīgi	réussite	veiksmīgi	réussite	ADV	N;FEM;SG
fakultātes	faculté	fakultāte	faculté	N;NOM;FEM;PL	N;FEM;SG
priekšā	front	priekšā	front	ADV	N;MASC;SG
priekšā	avant	priekšā	avant	ADV	ADP
priekšā	devant	priekšā	devant	ADV	ADP
lācis	ours	lākt	ours	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;SG
lācis	bear	lākt	bear	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	PROPN
operas	opéra	opera	opéra	N;NOM;FEM;PL	N;MASC;SG
papildu	supplémentaire	papildu	supplémentaire	N	ADJ;MASC;SG
papildu	supplémentaires	papildu	supplémentaire	N	ADJ;MASC;PL
papildu	additionnel	papildu	additionnel	N	ADJ;MASC;SG
papildu	supplémentaires	papildu	supplémentaire	N	ADJ;MASC;PL
papildu	supplémentaire	papildu	supplémentaire	N	ADJ;MASC;SG
papildu	supplémentaire	papildu	supplémentaire	N	ADJ;MASC;SG
papildu	complémentaire	papildu	complémentaire	N	ADJ;MASC;SG
papildu	supplémentaire	papildu	supplémentaire	N	ADJ;MASC;SG
gaujas	gauja	Gauja	gauja	N;NOM;FEM;PL	PROPN
rezerves	réserve	rezerve	réserve	N;NOM;FEM;PL	N;FEM;SG
rezerves	rechange	rezerve	rechange	N;NOM;FEM;PL	N;MASC;SG
rezerves	épargner	rezerve	épargner	N;NOM;FEM;PL	V;NFIN
rezerves	réserve	rezerve	réserve	N;NOM;FEM;PL	N;FEM;SG
rezerves	réserver	rezerve	réserver	N;NOM;FEM;PL	V;NFIN
runā	discours	runāt	discours	V;FH;IND;2;POS;PRS;FIN;ACT	N;MASC;SG
runā	allocution	runāt	allocution	V;FH;IND;2;POS;PRS;FIN;ACT	N;FEM;SG
runā	parlez	runāt	parler	V;FH;IND;2;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
runā	parle	runāt	parler	V;FH;IND;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dolāru	dollars	dolārs	dollar	N;ACC;MASC;SG	N;MASC;PL
kvalifikācijas	qualification	kvalifikācija	qualification	N;NOM;FEM;PL	N;FEM;SG
procesā	procédé	process	procéder	N;ESS;MASC;SG	V;MASC;SG;PST;V.PTCP
apraksts	descriptif	apraksts	descriptif	N;NOM;MASC;SG	ADJ;MASC;SG
esošo	existantes	būt	existant	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;PL
esošo	existants	būt	existant	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
skatuves	ouf	skatuve	ouf	N;NOM;FEM;PL	INTJ
skatuves	scène	skatuve	scène	N;NOM;FEM;PL	N;FEM;SG
deivids	alain	deivids	alain	PROPN;NOM;MASC;SG	PROPN
deivids	laurent	deivids	laurer	PROPN;NOM;MASC;SG	PROPN
deivids	sylvie	deivids	sylvie	PROPN;NOM;MASC;SG	PROPN
deivids	david	deivids	david	PROPN;NOM;MASC;SG	PROPN
nespēja	impossibilité	nespēt	impossibilité	V;FH;IND;3;NEG;PST;FIN;ACT	N;FEM;SG
nespēja	incapacité	nespēt	incapacité	V;FH;IND;3;NEG;PST;FIN;ACT	N;FEM;SG
kustību	mouvements	kustība	mouvement	N;ACC;FEM;SG	N;MASC;PL
portugāles	portugaise	portugāle	portugais	N;NOM;FEM;PL	ADJ;FEM;SG
portugāles	portugais	portugāle	portugais	N;NOM;FEM;PL	ADJ;MASC;SG
sērija	séries	sērija	série	N;NOM;FEM;SG	N;FEM;PL
slavas	célébrité	slava	célébrité	N;NOM;FEM;PL	N;FEM;SG
slavas	renommée	slava	renommer	N;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
slavas	gloire	slava	gloire	N;NOM;FEM;PL	N;FEM;SG
slavas	fame	slava	fame	N;NOM;FEM;PL	N;MASC;SG
atsevišķu	séparés	atsevišķs	séparer	ADJ;ACC;MASC;SG	V;MASC;PL;PST;V.PTCP
atsevišķu	séparé	atsevišķs	séparer	ADJ;ACC;MASC;SG	V;MASC;SG;PST;V.PTCP
atsevišķu	séparées	atsevišķs	séparer	ADJ;ACC;MASC;SG	V;FEM;PL;PST;V.PTCP
atsevišķu	séparer	atsevišķs	séparer	ADJ;ACC;MASC;SG	V;NFIN
ietekme	influencer	ietekme	influencer	N;NOM;FEM;SG	V;NFIN
ietekme	effets	ietekme	effet	N;NOM;FEM;SG	N;MASC;PL
ietekme	effets	ietekme	effet	N;NOM;FEM;SG	N;MASC;PL
vēsturi	historique	vēsture	historique	N;ACC;FEM;SG	ADJ;MASC;SG
veidots	façonnés	veidot	façonné	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
veidots	construits	veidot	construire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tomass	thomas	tomass	thomas	N;NOM;MASC;SG	PROPN
ieguvēji	gagnants	ieguvēt	gagnant	N;NOM;MASC;PL	ADJ;MASC;PL
atmosfēras	atmosphère	atmosfēra	atmosphère	N;NOM;FEM;PL	N;FEM;SG
atmosfēras	ambiance	atmosfēra	ambiance	N;NOM;FEM;PL	N;FEM;SG
atmosfēras	atmosphériques	atmosfēra	atmosphérique	N;NOM;FEM;PL	ADJ;MASC;PL
atmosfēras	atmosphérique	atmosfēra	atmosphérique	N;NOM;FEM;PL	ADJ;MASC;SG
maikls	alain	maikls	alain	PROPN;NOM;MASC;SG	PROPN
maikls	michael	maikls	michael	PROPN;NOM;MASC;SG	PROPN
maikls	michel	maikls	michel	PROPN;NOM;MASC;SG	PROPN
līdzīga	similaires	līdzīga	similaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
līdzīga	semblables	līdzīga	semblable	ADJ;NOM;FEM;SG	ADJ;MASC;PL
pakāpeniski	progressif	pakāpeniski	progressif	ADV	ADJ;MASC;SG
pakāpeniski	graduelle	pakāpeniski	graduel	ADV	ADJ;FEM;SG
pakāpeniski	graduel	pakāpeniski	graduel	ADV	ADJ;MASC;SG
pakāpeniski	progressive	pakāpeniski	progressif	ADV	ADJ;FEM;SG
flotes	flotte	flote	flotte	N;NOM;FEM;PL	N;FEM;SG
pietiekami	suffisantes	pietiekami	suffisant	ADV	ADJ;FEM;PL
pietiekami	suffisants	pietiekami	suffisant	ADV	ADJ;MASC;PL
pietiekami	suffisant	pietiekami	suffisant	ADV	ADJ;MASC;SG
pietiekami	suffisante	pietiekami	suffisant	ADV	ADJ;FEM;SG
redzams	visible	redzēt	visible	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
redzams	visibles	redzēt	visible	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
kopienas	communaute	kopiena	communaute	N;NOM;FEM;PL	N;FEM;SG
kopienas	communautaire	kopiena	communautaire	N;NOM;FEM;PL	ADJ;MASC;SG
kopienas	communauté	kopiena	communauté	N;NOM;FEM;PL	N;FEM;SG
kopienas	collectivité	kopiena	collectivité	N;NOM;FEM;PL	N;FEM;SG
augi	végétaux	augs	végétal	N;NOM;MASC;PL	ADJ;MASC;PL
raksturīgs	typiques	raksturīgs	typique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
daudziem	nombreux	daudzi	nombreux	PRO;DAT;MASC;PL	ADJ;MASC;PL
daudziem	beaucoup	daudzi	beaucoup	PRO;DAT;MASC;PL	ADV
daudziem	nombreuses	daudzi	nombreux	PRO;DAT;MASC;PL	ADJ;FEM;PL
pakāpes	grade	pakāpe	grade	N;NOM;FEM;PL	N;MASC;SG
minēts	citées	minēt	citer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
minēts	cités	minēt	citer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
minēts	mentionnés	minēt	mentionner	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
baltā	blancs	balts	blanc	ADJ;NOM;FEM;SG	ADJ;MASC;PL
baltā	blanches	balts	blanc	ADJ;NOM;FEM;SG	ADJ;FEM;PL
baltā	blanc	balts	blanc	ADJ;NOM;FEM;SG	N;MASC;SG
rūpnīca	végétal	rūpnīca	végétal	N;NOM;FEM;SG	ADJ;MASC;SG
rūpnīca	fabrique	rūpnīca	fabrique	N;NOM;FEM;SG	ADJ;FEM;SG
mazais	peu	mazs	peu	ADJ;NOM;MASC;SG	ADV
mācības	formation	mācība	formation	N;NOM;FEM;PL	N;FEM;SG
mācības	entraînement	mācība	entraînement	N;NOM;FEM;PL	N;MASC;SG
politikas	politiques	politika	politique	N;NOM;FEM;PL	ADJ;MASC;PL
politikas	politique	politika	politique	N;NOM;FEM;PL	ADJ;MASC;SG
politikas	politiques	politika	politique	N;NOM;FEM;PL	ADJ;MASC;PL
argentīnas	argentins	argentīna	argentin	PROPN;NOM;FEM;SG	ADJ;MASC;PL
argentīnas	argentin	argentīna	argentin	PROPN;NOM;FEM;SG	ADJ;MASC;SG
argentīnas	argentins	argentīna	argentin	PROPN;NOM;FEM;SG	ADJ;MASC;PL
argentīnas	argentin	argentīna	argentin	PROPN;NOM;FEM;SG	ADJ;MASC;SG
argentīnas	argentine	argentīna	argentin	PROPN;NOM;FEM;SG	ADJ;FEM;SG
ernests	ernests	ernests	ernest	N;NOM;MASC;SG	N;MASC;PL
mežu	boisé	mežs	boisé	N;ACC;MASC;SG	ADJ;MASC;SG
piemīt	expositions	piemist	exposition	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
putns	oiseaux	putns	oiseau	N;NOM;MASC;SG	N;MASC;PL
putns	bird	putns	bird	N;NOM;MASC;SG	PROPN
skolotājs	enseignante	skolotājs	enseignant	N;NOM;MASC;SG	ADJ;FEM;SG
ēģiptes	égyptiens	Ēģipte	égyptien	PROPN;NOM;FEM;SG	ADJ;MASC;PL
ēģiptes	égyptienne	Ēģipte	égyptien	PROPN;NOM;FEM;SG	ADJ;FEM;SG
ēģiptes	égyptien	Ēģipte	égyptien	PROPN;NOM;FEM;SG	ADJ;MASC;SG
purvs	fen	purvs	fen	N;NOM;MASC;SG	PROPN
islāma	islamiste	islams	islamiste	N;NOM;FEM;SG	ADJ;MASC;SG
islāma	musulman	islams	musulman	N;NOM;FEM;SG	ADJ;MASC;SG
islāma	islamique	islams	islamique	N;NOM;FEM;SG	ADJ;MASC;SG
augsta	élevée	augsts	élever	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
augsta	hautes	augsts	haut	ADJ;NOM;FEM;SG	ADJ;FEM;PL
laukumā	carrés	laukums	carré	N;ESS;MASC;SG	N;MASC;PL
laukumā	carrées	laukums	carrée	N;ESS;MASC;SG	ADJ;FEM;PL
love	aime	love	aimer		V;IND;SG;3;PRS;FIN
love	amour	love	amour		N;MASC;SG
love	aimer	love	aimer		V;NFIN
love	love	love	love		ADJ;FEM;SG
pussalas	péninsule	pussala	péninsule	N;NOM;FEM;PL	N;FEM;SG
īpašumā	possédée	īpašums	posséder	N;ESS;MASC;SG	V;FEM;SG;PST;V.PTCP
īpašumā	appartenant	īpašums	appartenir	N;ESS;MASC;SG	V;PRS;V.PTCP
īpašumā	possédé	īpašums	possédé	N;ESS;MASC;SG	V;MASC;SG;PST;V.PTCP
īpašumā	possédés	īpašums	posséder	N;ESS;MASC;SG	V;MASC;PL;PST;V.PTCP
melnā	noires	melns	noir	ADJ;NOM;FEM;SG	ADJ;FEM;PL
melnā	noir	melns	noir	ADJ;NOM;FEM;SG	N;MASC;SG
melnā	noirs	melns	noir	ADJ;NOM;FEM;SG	ADJ;MASC;PL
īrijas	irlandaise	Īrija	irlandais	PROPN;NOM;FEM;SG	ADJ;FEM;SG
īrijas	irlandais	Īrija	irlandais	PROPN;NOM;FEM;SG	ADJ;MASC;SG
tūkstošiem	milliers	tūkstoši	millier	NUM;DAT;MASC;PL	N;MASC;PL
tartu	tartu	tarts	tarti	PROPN;ACC;MASC;SG	PROPN
alfrēds	alfred	alfrēds	alfred	PROPN;NOM;MASC;SG	N;MASC;SG
barību	nourrir	barība	nourrir	N;ACC;FEM;SG	V;NFIN
international	international	international	international		ADJ;MASC;SG
international	internationaux	international	international		ADJ;MASC;PL
international	internationale	international	international		ADJ;FEM;SG
tramvaju	tramways	tramvajs	tramways	N;ACC;MASC;SG	N;MASC;PL
tramvaju	tramways	tramvajs	tramways	N;ACC;MASC;SG	N;MASC;PL
spēkā	valables	spēks	valable	N;ESS;MASC;SG	ADJ;MASC;PL
spēkā	valide	spēks	valide	N;ESS;MASC;SG	ADJ;MASC;SG
spēkā	valable	spēks	valable	N;ESS;MASC;SG	ADJ;MASC;SG
spēkā	valides	spēks	valide	N;ESS;MASC;SG	ADJ;MASC;PL
spēkā	forcer	spēks	forcer	N;ESS;MASC;SG	V;NFIN
savienojumi	composés	savienojums	composer	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
instrumenti	outillage	instruments	outillage	N;NOM;MASC;PL	N;MASC;SG
instrumenti	instrumentation	instruments	instrumentation	N;NOM;MASC;PL	N;FEM;SG
sievas	épouse	sieva	épouse	N;NOM;FEM;PL	N;FEM;SG
sievas	epouse	sieva	epouse	N;NOM;FEM;PL	N;FEM;SG
sievas	femme	sieva	femme	N;NOM;FEM;PL	N;FEM;SG
augsts	élevée	augsts	élever	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
augsts	hautes	augsts	haut	ADJ;NOM;MASC;SG	ADJ;FEM;PL
pleskavas	pskov	pleskava	pskov	PROPN;NOM;FEM;SG	PROPN
pārvalde	administrateurs	pārvalde	administrateur	N;NOM;FEM;SG	N;MASC;PL
pareizticīgo	orthodoxe	pareizticīgs	orthodoxe	ADJ;NOM;MASC;PL	ADJ;MASC;SG
pareizticīgo	orthodoxie	pareizticīgs	orthodoxie	ADJ;NOM;MASC;PL	N;FEM;SG
militāro	armée	militāra	armée	ADJ;ACC;MASC;SG	N;FEM;SG
militāro	militaires	militāra	militaire	ADJ;ACC;MASC;SG	ADJ;MASC;PL
spēka	forcer	spēks	forcer	N;GEN;MASC;SG	V;NFIN
ādolfs	adolphe	ādolfs	adolphe	PROPN;NOM;MASC;SG	N;MASC;SG
ādolfs	adolf	ādolfs	adolf	PROPN;NOM;MASC;SG	PROPN
live	live	live	live		PROPN
live	vivant	live	vivre		V;PRS;V.PTCP
live	vivre	live	vivre		V;NFIN
iebruka	envahit	iebrukt	envahir	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
nesējs	porteur	nesējs	porteur	N;NOM;MASC;SG	ADJ;MASC;SG
dibinātājs	fondatrice	dibinātājs	fondatrice	N;NOM;MASC;SG	ADJ;FEM;SG
lika	lika	likt	lika	V;FH;IND;3;POS;PST;FIN;ACT	PROPN
natvar	natvar	natvarēt	natvar	N;NOM;MASC;SG	PROPN
riga	riga	riga	riga	PROPN;NOM;FEM;SG	PROPN
uzņēmējs	exploitant	uzņēmējs	exploiter	N;NOM;MASC;SG	V;PRS;V.PTCP
tuvu	fermer	tuvu	fermer	ADV	V;NFIN
tuvu	proche	tuvu	proche	ADV	ADJ;MASC;SG
tuvu	proche	tuvu	proche	ADV	ADJ;MASC;SG
spēks	forcer	spēks	forcer	N;NOM;MASC;SG	V;NFIN
chessgames	chessgames	chessgame	chessgame	N;NOM;FEM;PL	PROPN
slovākijas	slovaque	slovākija	slovaque	N;NOM;FEM;PL	ADJ;MASC;SG
slovākijas	slovaques	slovākija	slovaque	N;NOM;FEM;PL	ADJ;MASC;PL
slovākijas	slovaque	slovākija	slovaque	N;NOM;FEM;PL	ADJ;MASC;SG
slovākijas	slovaques	slovākija	slovaque	N;NOM;FEM;PL	ADJ;MASC;PL
uzvara	victoires	uzvara	victoire	N;NOM;FEM;SG	N;FEM;PL
uzvara	gagnante	uzvara	gagnant	N;NOM;FEM;SG	ADJ;FEM;SG
uzvara	gagner	uzvara	gagner	N;NOM;FEM;SG	V;NFIN
uzvara	gagnant	uzvara	gagner	N;NOM;FEM;SG	V;PRS;V.PTCP
brāļu	fraternel	brālis	fraternel	N;GEN;MASC;PL	ADJ;MASC;SG
ieroču	armes	ierocis	arme	N;ACC;MASC;SG	N;FEM;PL
atjaunošanas	rénovations	atjaunošana	rénovation	N;NOM;FEM;SG	N;FEM;PL
soda	pénalités	sods	pénalité	N;GEN;MASC;SG	N;FEM;PL
tag	étiquette	tag	étiquette		N;FEM;SG
tag	tag	tag	tag		N;MASC;SG
tag	balise	tag	balise		N;FEM;SG
tag	identifications	tag	identification		N;FEM;PL
tag	balises	tag	balise		N;FEM;PL
tag	étiquettes	tag	étiquette		N;FEM;PL
tag	tags	tag	tag		N;MASC;PL
virzieni	itinéraire	virziens	itinéraire	N;NOM;MASC;PL	N;MASC;SG
lietas	cas	lieta	cas	N;NOM;FEM;PL	N;MASC;SG
izvēlējās	choisit	izvēlēties	choisir	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
berlīnē	berlin	berlīnēt	berlin	PROPN;ESS;FEM;SG	PROPN
teorija	théories	teorija	théorie	N;NOM;FEM;SG	N;FEM;PL
harijs	harry	harijs	harry	PROPN;NOM;MASC;SG	PROPN
čikāgas	chicago	čikāga	chicago	PROPN;NOM;FEM;SG	PROPN
ostas	port	osta	port	N;NOM;FEM;PL	N;MASC;SG
banka	banques	banka	banque	N;NOM;FEM;SG	N;FEM;PL
iekļauti	inclus	iekļaut	inclure	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
iekļauti	incluse	iekļaut	inclure	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
iekļauti	compris	iekļaut	comprendre	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
iekļauti	inline	iekļaut	inline	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;MASC;SG
ivans	ivan	ivans	ivan	PROPN;NOM;MASC;SG	PROPN
rūdolfs	rodolphe	rūdolfs	rodolphe	PROPN;NOM;MASC;SG	N;MASC;SG
rūdolfs	rudolf	rūdolfs	rudolf	PROPN;NOM;MASC;SG	PROPN
misijas	mission	misija	mission	N;NOM;FEM;PL	N;FEM;SG
artilērijas	artillerie	artilērija	artillerie	N;NOM;FEM;PL	N;FEM;SG
nepieciešama	exigée	nepieciešama	exiger	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
nepieciešama	exigé	nepieciešama	exiger	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
nepieciešama	requise	nepieciešama	requise	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
nepieciešama	requis	nepieciešama	requérir	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
nepieciešama	nécessaires	nepieciešama	nécessaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
augšējā	top	augšēja	top	ADJ;NOM;FEM;SG	N;MASC;SG
hermanis	hermann	hermanis	hermann	N;NOM;MASC;SG	PROPN
progress	progresser	progress	progresser	N;NOM;MASC;SG	V;NFIN
tev	vous	tu	vous	PRO;DAT;SG;2	PRO;PL;2
seko	suivez	sekot	suivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
seko	suivi	sekot	suivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
ilgi	longues	ilgi	long	ADV	ADJ;FEM;PL
ilgi	longs	ilgi	long	ADV	ADJ;MASC;PL
ilgi	longue	ilgi	long	ADV	ADJ;FEM;SG
ilgi	long	ilgi	long	ADV	ADJ;MASC;SG
bibliotēkas	bibliothèque	bibliotēka	bibliothèque	N;NOM;FEM;PL	N;FEM;SG
bibliotēkas	librairie	bibliotēka	librairie	N;NOM;FEM;PL	N;FEM;SG
šosejas	route	šoseja	route	N;NOM;FEM;PL	N;FEM;SG
šosejas	autoroute	šoseja	autoroute	N;NOM;FEM;PL	N;FEM;SG
doktora	doctorats	doktors	doctorat	N;GEN;MASC;SG	N;MASC;PL
iekšlietu	interieur	iekšlietas	interieur	N;GEN;FEM	ADJ;MASC;SG
iekšlietu	intérieur	iekšlietas	intérieur	N;GEN;FEM	N;MASC;SG
iekšlietu	intérieurs	iekšlietas	intérieur	N;GEN;FEM	ADJ;MASC;PL
