maraş	maras	maraş	mara		N;NOM;INDF;MASC+FEM;SG
jimnastik	gymnastik	jimnastik	gymnastik		N;NOM;INDF;MASC+FEM;SG
jimnastik	gymnastiska	jimnastik	gymnastisk		ADJ;NOM;PL
sağlanan	förutsatt	sağla	förutsatt	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sağlanan	tillhandahöll	sağla	tillhandahöll	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
sağlanan	levererat	sağla	levererad	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
garcia	garcia	garcia	garcia	PROPN;NOM;SG;3	PROPN;NOM
garcia	garcía	garcia	garcía	PROPN;NOM;SG;3	PROPN;NOM
eng}}	eng}	eng}}	eng}		V;IMP;FIN;ACT
sembolik	symboliskt	sembolik	symbolisk		ADJ;NOM;INDF;NEUT;SG
sembolik	symboliskt	sembolik	symbolisk		ADJ;NOM;INDF;NEUT;SG
sembolik	symboliska	sembolik	symbolisk		ADJ;NOM;PL
sembolik	symbolisk	sembolik	symbolisk		ADJ;NOM;INDF;MASC+FEM;SG
minimum	minimalt	minim	minimal	N;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
minimum	minst	minim	lite	N;NOM;SG;3	ADV;RL
minimum	minsta	minim	liten	N;NOM;SG;3	ADJ;NOM;DEF;RL
minimum	minimala	minim	minimal	N;NOM;SG;3	ADJ;NOM;PL
minimum	minimal	minim	minimal	N;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
minimum	minimalt	minim	minimal	N;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
cbs	cbs	cbs	cbs		PROPN;NOM
cbs	gis	cbs	gis		N;NOM;INDF;MASC+FEM;SG
yen	yen	yen	yen		N;NOM;INDF;MASC+FEM;SG
joey	joey	joey	joey		PROPN;NOM
asistan	hemmahörande	asistan	hemmahörande		ADJ;NOM;PRS;V.PTCP
asistan	bosatta	asistan	bosatt		ADJ;NOM;PL;PST;V.PTCP
asistan	bosatt	asistan	bosatt		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
asistan	biträdande	asistan	biträdande		N;NOM;INDF;NEUT;SG
asistan	assisterande	asistan	assistera		ADJ;NOM;PRS;V.PTCP
asistan	assistent	asistan	assistent		N;NOM;INDF;MASC+FEM;SG
karşılaşma	matchning	karşılaşma	matchning		N;NOM;INDF;MASC+FEM;SG
karşılaşma	match	karşılaşma	match		N;NOM;INDF;MASC+FEM;SG
karşılaşma	matchar	karşılaşma	matcha		V;IND;PRS;FIN;ACT
karşılaşma	matcha	karşılaşma	matcha		V;IMP;FIN;ACT
bitkisel	grönsaker	bitkisel	grönsak		N;NOM;INDF;MASC+FEM;PL
bitkisel	vegetabiliskt	bitkisel	vegetabilisk		ADJ;NOM;INDF;NEUT;SG
bitkisel	grönsak	bitkisel	grönsak		N;NOM;INDF;MASC+FEM;SG
bitkisel	vegetabiliska	bitkisel	vegetabilisk		ADJ;NOM;PL
bitkisel	vegetativt	bitkisel	vegetativ		ADJ;NOM;INDF;NEUT;SG
önerisi	förslag	öneri	förslag	N;NOM;SG;3	N;NOM;INDF;NEUT;PL
veronica	veronica	veronica	veronic		PROPN;NOM
nötron	neutroner	nötron	neutron	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
derinliği	djup	derinlik	djup	N;ACC;SG;3	N;NOM;INDF;MASC+FEM;SG
derinliği	djupet	derinlik	djup	N;ACC;SG;3	N;NOM;DEF;NEUT;SG
beğeni	betyg	beğen	betyg		N;NOM;INDF;NEUT;SG
beğeni	gillar	beğen	gilla		V;IND;PRS;FIN;ACT
beğeni	likes	beğen	likes		N;NOM;INDF;NEUT;SG
beğeni	uppskattning	beğen	uppskattning		N;NOM;INDF;MASC+FEM;SG
şifreleme	kryptering	şifrele	kryptering	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
şifreleme	kryptografi	şifrele	kryptografi	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
galileo	galileo	gal	galileo		PROPN;NOM
chuck	chuck	chuck	chuck		PROPN;NOM
goethe	goethe	goethe	goethe		PROPN;NOM
wales	wales	wales	wales	PROPN;NOM;SG;3	PROPN;NOM
kadı	qadi	kadı	qadi		N;NOM;INDF;MASC+FEM;SG
fetih	erövringar	fetih	erövring		N;NOM;INDF;MASC+FEM;PL
fetih	erövring	fetih	erövring		N;NOM;INDF;MASC+FEM;SG
kulüpleri	klöver	kulüp	klöver	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
kulüpleri	klubbar	kulüp	klubb	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
kulüpleri	klubbor	kulüp	klubba	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
kulüpleri	klubbarna	kulüp	klubb	N;ACC;PL;3	N;NOM;DEF;MASC+FEM;PL
meşgul	upptagna	meşgul	upptagen		ADJ;NOM;PL;PST;V.PTCP
meşgul	upptaget	meşgul	upptagen		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
meşgul	upptagen	meşgul	upptagen		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
beyan	uttalande	beyan	uttalande		N;NOM;INDF;NEUT;SG
beyan	förklaring	beyan	förklaring		N;NOM;INDF;MASC+FEM;SG
beyan	deklarationen	beyan	deklaration		N;NOM;DEF;MASC+FEM;SG
beyan	försäkran	beyan	försäkra		N;NOM;INDF;MASC+FEM;SG
beyan	deklaration	beyan	deklaration		N;NOM;INDF;MASC+FEM;SG
engellendi	blockerade	engelle	blockera		ADJ;NOM;PL;PST;V.PTCP
engellendi	blockerat	engelle	blockera		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
engellendi	blockeras	engelle	blockera		V;IND;PRS;FIN;PASS
engellendi	blockerad	engelle	blockera		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
engellendi	spärrad	engelle	spärra		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
taklit	härma	taklit	härma		V;IMP;FIN;ACT
taklit	imitera	taklit	imitera		V;IMP;FIN;ACT
taklit	imiterar	taklit	imitera		V;IND;PRS;FIN;ACT
taklit	oäkta	taklit	oäkta		N;NOM;INDF;MASC+FEM;SG
taklit	imitation	taklit	imitation		N;NOM;INDF;MASC+FEM;SG
chan	chan	chan	chan		N;NOM;INDF;MASC+FEM;SG
aras	aras	aras	ara		N;NOM;INDF;MASC+FEM;SG
yakalandı	fångad	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
yakalandı	fångat	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
yakalandı	fångade	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;PL;PST;V.PTCP
yakalandı	tillfångatagna	yakala	tillfångatagen	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
yakalandı	fångad	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
yakalandı	fångat	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
yakalandı	fångade	yakala	fånga	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;PL;PST;V.PTCP
yakalandı	tillfångatagen	yakala	tillfångatag	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;DEF;MASC+FEM;SG
çekimler	skott	çekim	skott	N;NOM;PL;3	N;NOM;INDF;NEUT;SG
çekimler	shots	çekim	shots	N;NOM;PL;3	N;NOM;INDF;NEUT;SG
kaybeder	förlorar	kaybet	förlora	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
kaybeder	förlorar	kaybet	förlora	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
kaybeder	förlora	kaybet	förlora	V;IPFV;IND;SG;3;POS	V;IMP;FIN;ACT
kaybeder	mista	kaybet	mista	V;IPFV;IND;SG;3;POS	V;IMP;FIN;ACT
milletvekilleri	ställföreträdare	milletvekili	ställföreträdare	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;SG
mevsim	årstid	mevsim	årstid		N;NOM;INDF;MASC+FEM;SG
mevsim	säsong	mevsim	säsong		N;NOM;INDF;MASC+FEM;SG
mevsim	säsongen	mevsim	säsong		N;NOM;DEF;MASC+FEM;SG
mevsim	seasons	mevsim	seasons		N;NOM;INDF;NEUT;SG
mevsim	årstider	mevsim	årstid		N;NOM;INDF;MASC+FEM;PL
mevsim	säsonger	mevsim	säsong		N;NOM;INDF;MASC+FEM;PL
videoları	filmklipp	video	filmklipp	N;ACC;PL;3	N;NOM;INDF;NEUT;SG
videoları	videor	video	videa	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
videoları	videos	video	vidéa	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
videoları	videoklipp	video	videoklipp	N;ACC;PL;3	N;NOM;INDF;NEUT;SG
analitik	analytisk	analitik	analytisk		ADJ;NOM;INDF;MASC+FEM;SG
analitik	analytiska	analitik	analytisk		ADJ;NOM;PL
analitik	analytiskt	analitik	analytisk		ADJ;NOM;INDF;NEUT;SG
bulma	finna	bul	finna		V;IMP;FIN;ACT
bulma	hitta	bul	hitta		V;IMP;FIN;ACT
bahreyn	bahrain	bahrey	bahrai	PROPN;NOM;SG;3	PROPN;NOM
sarp	branta	sarp	branta		ADJ;NOM;PL
sarp	brant	sarp	brant		ADJ;NOM;INDF;NEUT;SG
maccabi	maccabi	maccabi	maccabi		PROPN;NOM
atp	atp	atp	atp		N;NOM;INDF;MASC+FEM;SG
turne	tour	tur	tour		N;NOM;INDF;MASC+FEM;SG
turne	turné	tur	turné		N;NOM;INDF;MASC+FEM;SG
turne	rundtur	tur	rundtur		N;NOM;INDF;MASC+FEM;SG
turne	touring	tur	touring		N;NOM;INDF;MASC+FEM;SG
turne	turnera	tur	turnera		V;IMP;FIN;ACT
kaydedilen	inspelat	kaydet	inspela	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
kaydedilen	inspelade	kaydet	inspela	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
kaydedilen	inspelad	kaydet	inspela	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
kaydedilen	räddade	kaydet	rädda	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
kaydedilen	sparade	kaydet	spara	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PST;V.PTCP;ACT
kaydedilen	sparat	kaydet	spara	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kaydedilen	räddad	kaydet	rädda	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kaydedilen	sparad	kaydet	spara	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sipariş	beställer	sipariş	beställa	N;NOM;SG;3	V;IND;PRS;FIN;ACT
sipariş	beordrar	sipariş	beordra	N;NOM;SG;3	V;IND;PRS;FIN;ACT
sipariş	beställa	sipariş	beställa	N;NOM;SG;3	V;NFIN;ACT
sipariş	beställa	sipariş	beställa	N;NOM;SG;3	V;NFIN;ACT
sipariş	beställningar	sipariş	beställning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
ağaçlar	träd	ağaç	träd	N;NOM;PL;3	N;NOM;INDF;NEUT;SG
bern	bern	bern	bern	PROPN;NOM;SG;3	PROPN;NOM
bulanık	fuzzy	bulanık	fuzzy		N;NOM;INDF;MASC+FEM;SG
bulanık	suddiga	bulanık	suddig		ADJ;NOM;PL
bulanık	suddig	bulanık	suddig		ADJ;NOM;INDF;MASC+FEM;SG
bulanık	suddiga	bulanık	suddig		ADJ;NOM;PL
bulanık	suddig	bulanık	suddig		ADJ;NOM;INDF;MASC+FEM;SG
ispat	bevisa	ispat	bevisa		V;IMP;FIN;ACT
gözlemci	observatören	gözlemci	observatör		N;NOM;DEF;MASC+FEM;SG
gözlemci	observatör	gözlemci	observatör		N;NOM;INDF;MASC+FEM;SG
gerilla	gerillan	geril	gerillan		N;NOM;DEF;MASC+FEM;SG
gerilla	gerilla	geril	gerilla		N;NOM;INDF;MASC+FEM;SG
gerilla	gerilla	geril	gerilla		N;NOM;INDF;MASC+FEM;SG
değişti	förändrad	değiş	förändra	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
değişti	ändrat	değiş	ändra	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
değişti	bytt	değiş	byta	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
toplamak	insamling	topla	insamling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
dolaşım	omsättning	dolaşım	omsättning		N;NOM;INDF;MASC+FEM;SG
dolaşım	cirkulation	dolaşım	cirkulation		N;NOM;INDF;MASC+FEM;SG
dolaşım	omlopp	dolaşım	omlopp		N;NOM;INDF;NEUT;SG
dolaşım	cirkulerar	dolaşım	cirkulera		V;IND;PRS;FIN;ACT
dolaşım	cirkulerande	dolaşım	cirkulera		ADJ;NOM;PRS;V.PTCP
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
katılımı	närvaro	katılım	närvaro	N;ACC;SG;3	N;NOM;INDF;MASC+FEM;SG
katılımı	deltagande	katılım	deltagande	N;ACC;SG;3	N;NOM;INDF;NEUT;SG
katılımı	medverkan	katılım	medverkan	N;ACC;SG;3	N;NOM;INDF;MASC+FEM;SG
katılımı	delaktighet	katılım	delaktighet	N;ACC;SG;3	N;NOM;INDF;MASC+FEM;SG
katılımı	deltagande	katılım	deltagande	N;ACC;SG;3	N;NOM;INDF;NEUT;SG
katılımı	medbestämmande	katılım	medbestämmande	N;ACC;SG;3	N;NOM;INDF;NEUT;SG
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	PROPN;NOM
eklenmiş	tillagda	ekle	tillagd	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
eklenmiş	tillagt	ekle	tillägga	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
eklenmiş	tillagd	ekle	tillagd	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;NOM;INDF;MASC+FEM;SG
eklenmiş	tillsatt	ekle	tillsatt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
çar	tsar	çar	tsa		PROPN;NOM
farkında	medvetna	fark	medveten	N;ESS;SG;3	ADJ;NOM;PL
farkında	medveten	fark	medveten	N;ESS;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
asi	rebell	asi	rebell		N;NOM;INDF;MASC+FEM;SG
greg	greg	greg	greg		PROPN;NOM
tyler	tyler	iy	tyla		PROPN;NOM
ilaçlar	medicin	ilaç	medicin	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;SG
nielsen	nielsen	niel	nielsen		N;NOM;DEF;MASC+FEM;SG
yahudilere	judar	yahudi	juda	N;DAT;PL;3	N;NOM;INDF;MASC+FEM;PL
yasadışı	olagliga	yasa	olaglig		ADJ;NOM;PL
yasadışı	illegal	yasa	illegal		ADJ;NOM;INDF;MASC+FEM;SG
yasadışı	olaglig	yasa	olaglig		ADJ;NOM;INDF;MASC+FEM;SG
yasadışı	olagligt	yasa	olaglig		ADJ;NOM;INDF;NEUT;SG
yasadışı	olagligt	yasa	olaglig		ADJ;NOM;INDF;NEUT;SG
yasadışı	illegalt	yasa	illegal		ADV
yasadışı	olagliga	yasa	olaglig		ADJ;NOM;PL
yasadışı	olaglig	yasa	olaglig		ADJ;NOM;INDF;MASC+FEM;SG
viking	viking	viking	viking		N;NOM;INDF;MASC+FEM;SG
medeni	civila	meden	civil		ADJ;NOM;PL
medeni	civil	meden	civil		ADJ;NOM;INDF;MASC+FEM;SG
medeni	civilt	meden	civil		ADJ;NOM;INDF;NEUT;SG
medeni	civiliserade	meden	civilisera		ADJ;NOM;PL;PST;V.PTCP
medeni	civiliserade	meden	civilisera		ADJ;NOM;PL;PST;V.PTCP
fiziki	fysiskt	fizik	fysisk		ADJ;NOM;INDF;NEUT;SG
fiziki	fysikalisk	fizik	fysikalisk		ADJ;NOM;INDF;MASC+FEM;SG
fiziki	fysiska	fizik	fysisk		ADJ;NOM;PL
fiziki	fysisk	fizik	fysisk		ADJ;NOM;INDF;MASC+FEM;SG
riski	riskera	riski	riskera		V;IMP;FIN;ACT
riski	risk	riski	risk		N;NOM;INDF;MASC+FEM;SG
riski	risker	riski	risk		N;NOM;INDF;MASC+FEM;PL
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	PROPN;NOM
teşhis	diagnostiska	teşhis	diagnostisk	N;NOM;SG;3	ADJ;NOM;PL
teşhis	identifiera	teşhis	identifiera	N;NOM;SG;3	V;IMP;FIN;ACT
teşhis	diagnoser	teşhis	diagnos	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
tavşan	hare	tavşan	hare		N;NOM;INDF;MASC+FEM;SG
tavşan	bunny	tavşan	bunny		N;NOM;INDF;MASC+FEM;SG
tavşan	kanin	tavşan	kanin		N;NOM;INDF;MASC+FEM;SG
tavşan	hare	tavşan	hare		N;NOM;INDF;MASC+FEM;SG
thunder	åska	thunder	åska		N;NOM;INDF;NEUT;SG
thunder	dunder	thunder	dund		N;NOM;INDF;NEUT;SG
thunder	thunder	thunder	thund		N;NOM;INDF;MASC+FEM;SG
yaklaşan	förestående	yaklaş	förestående	V;PFV;IND;POS;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
yaklaşan	kommande	yaklaş	kommande	V;PFV;IND;POS;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
hayvanat	djurparken	hayvanat	djurpark	ADJ;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
hayvanat	djurpark	hayvanat	djurpark	ADJ;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hayvanat	djurparker	hayvanat	djurpark	ADJ;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	N;NOM;INDF;NEUT;SG
luigi	luigi	luigi	luigi		PROPN;NOM
başlatıldı	initierat	başla	initiera	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
başlatıldı	initierat	başla	initiera	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
başlatıldı	initierade	başla	initiera	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
başlatıldı	inledda	başla	läla	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
başlatıldı	inledde	başla	inleda	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
iğne	nålar	iğne	nåla	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
iğne	nålar	iğne	nåla	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
iğne	fästa	iğne	fästa	N;NOM;SG;3	V;IMP;FIN;ACT
iğne	fäst	iğne	fäst	N;NOM;SG;3	V;IMP;FIN;ACT
dokuma	vävda	dokum	vävda		ADJ;NOM;PL;PST;V.PTCP
dokuma	väva	dokum	väva		V;IMP;FIN;ACT
dokuma	väv	dokum	väv		N;NOM;INDF;MASC+FEM;SG
dokuma	vävning	dokum	vävning		N;NOM;INDF;MASC+FEM;SG
eşsiz	oöverträffad	eşsiz	oöverträffad	ADJ	N;NOM;INDF;MASC+FEM;SG
nicole	nicole	nicol	nicol		PROPN;NOM
todd	todd	todd	todd		PROPN;NOM
ellen	ellen	el	ellen		PROPN;NOM
deve	kameler	deve	kamel		N;NOM;INDF;MASC+FEM;PL
deve	kamel	deve	kamel		N;NOM;INDF;MASC+FEM;SG
granada	granada	grana	granad	PROPN;ESS;SG;3	N;NOM;INDF;MASC+FEM;SG
vokalist	sångare	vokalist	sång		N;NOM;INDF;MASC+FEM;SG
wesley	wesley	wesley	wesley		PROPN;NOM
selahaddin	saladin	selahaddi	saladi		PROPN;NOM
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mercury	kvicksilver	mercury	kvicksilver	PROPN;NOM;SG;3	N;NOM;INDF;NEUT;SG
pearl	pärlan	pearl	pärlan		N;NOM;DEF;MASC+FEM;SG
pearl	pärla	pearl	pärla		N;NOM;INDF;MASC+FEM;SG
pearl	pearl	pearl	pearl		N;NOM;INDF;NEUT;SG
beckett	beckett	beckett	beckett		N;NOM;INDF;NEUT;SG
harfler	brev	harf	brev	N;NOM;PL;3	N;NOM;INDF;NEUT;SG
taşlar	stones	taş	ston	ADJ;NOM;PL;3	PROPN;NOM
taşlar	stenar	taş	sten	ADJ;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
taşlar	rockar	taş	rocka	ADJ;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
taşlar	klippor	taş	klippa	ADJ;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
taşlar	stenar	taş	sten	ADJ;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
hesaplama	databehandling	hesaplama	databehandling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
hesaplama	beräkning	hesaplama	beräkning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
hesaplama	beräkningar	hesaplama	beräkning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;PL
hesaplama	beräkningarna	hesaplama	beräkning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;MASC+FEM;PL
madagaskar	madagaskar	madagaskar	madagaskar	N;NOM;SG;3	PROPN;NOM
cohen	cohen	cohen	cohen		PROPN;NOM
ekvator	ekvatorn	ekvator	ekvator		N;NOM;DEF;MASC+FEM;SG
ekvator	ecuador	ekvator	ecuador		PROPN;NOM
anayasal	konstitutionell	anayasal	konstitutionell		N;NOM;INDF;MASC+FEM;SG
anayasal	konstitutionella	anayasal	konstitutionell		ADJ;NOM;PL
jonas	jonas	jonas	jona		PROPN;NOM
ekler	infogar	ek	infoga		V;IND;PRS;FIN;ACT
ekler	tillfogar	ek	tillfoga		V;IND;PRS;FIN;ACT
karen	karen	karen	kar		PROPN;NOM
pascal	pascal	pascal	pascal		N;NOM;INDF;MASC+FEM;SG
esp	esp	esp	esp		N;NOM;INDF;NEUT;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	PROPN;NOM
motorları	motorer	motor	motor	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
touch	touch	touch	touch		N;NOM;INDF;MASC+FEM;SG
touch	beröring	touch	beröring		N;NOM;INDF;MASC+FEM;SG
touch	vidrör	touch	vidrör		N;NOM;INDF;MASC+FEM;SG
touch	vidröra	touch	vidröra		V;IMP;FIN;ACT
touch	rör	touch	röra		N;NOM;INDF;NEUT;SG
discovery	upptäckt	discovery	upptäcka	N;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
discovery	upptäckter	discovery	upptäckt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
kürek	ror	kürek	ror		V;IMP;FIN;ACT
kürek	rodd	kürek	rodd		N;NOM;INDF;MASC+FEM;SG
kürek	spade	kürek	spade		N;NOM;INDF;MASC+FEM;SG
kürek	paddla	kürek	paddla		V;IMP;FIN;ACT
kürek	raden	kürek	rad		N;NOM;DEF;MASC+FEM;SG
kürek	rad	kürek	rad		N;NOM;INDF;MASC+FEM;SG
kürek	row	kürek	row		N;NOM;INDF;NEUT;SG
çıkarken	avslutar	çık	avsluta	V;IPFV;IND;SG;3;POS;V.CVB	V;IND;PRS;FIN;ACT
simpsonlar	simpsons	simpson	simpson	N;NOM;PL;3	PROPN;GEN
bilbao	bilbao	bilbao	bilbao	PROPN;NOM;SG;3	PROPN;NOM
bahçeleri	trädgårdarna	bahçe	trädgård	N;ACC;PL;3	N;NOM;DEF;MASC+FEM;PL
bahçeleri	trädgårdar	bahçe	trädgård	N;ACC;PL;3	N;NOM;INDF;MASC+FEM;PL
bahçeleri	gardens	bahçe	gard	N;ACC;PL;3	N;GEN;DEF;MASC+FEM;SG
takas	handeln	takas	handel		N;NOM;DEF;MASC+FEM;SG
takas	handel	takas	handel		N;NOM;INDF;MASC+FEM;SG
takas	trading	takas	trading		N;NOM;INDF;MASC+FEM;SG
takas	handel	takas	handel		N;NOM;INDF;MASC+FEM;SG
takas	byt	takas	byta		V;IMP;FIN;ACT
takas	byta	takas	byta		V;NFIN;ACT
takas	byteshandel	takas	byteshandel		N;NOM;INDF;MASC+FEM;SG
takas	växling	takas	växling		N;NOM;INDF;MASC+FEM;SG
takas	utväxling	takas	utväxling		N;NOM;INDF;MASC+FEM;SG
takas	exchange	takas	exchange		N;NOM;INDF;MASC+FEM;SG
takas	utbyte	takas	utbyte		N;NOM;INDF;NEUT;SG
cola	coke	cola	coke		PROPN;NOM
cola	kola	cola	kola		N;NOM;INDF;MASC+FEM;SG
cola	koks	cola	koks		N;NOM;INDF;MASC+FEM;SG
cola	cola	cola	cola		N;NOM;INDF;MASC+FEM;SG
cola	cola	cola	cola		N;NOM;INDF;MASC+FEM;SG
yalancı	lögnare	yalancı	lögn		N;NOM;INDF;MASC+FEM;PL
yalancı	lögnare	yalancı	lögn		N;NOM;INDF;MASC+FEM;PL
dul	änka	dul	änka		N;NOM;INDF;MASC+FEM;SG
dul	änkling	dul	änkling		N;NOM;INDF;MASC+FEM;SG
dul	änkling	dul	änkling		N;NOM;INDF;MASC+FEM;SG
dul	änkan	dul	änkan		N;NOM;DEF;MASC+FEM;SG
dul	änka	dul	änka		N;NOM;INDF;MASC+FEM;SG
xxx	xxx	xxx	xxx		NUM;NOM
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	PROPN;NOM
romen	rumäner	romen	rumän		N;NOM;INDF;MASC+FEM;PL
romen	rumänska	romen	rumänsk		N;NOM;INDF;MASC+FEM;SG
romen	rumänsk	romen	rumänsk		ADJ;NOM;INDF;MASC+FEM;SG
komplo	komplott	komplo	komplott		N;NOM;INDF;MASC+FEM;SG
komplo	konspiration	komplo	konspiration		N;NOM;INDF;MASC+FEM;SG
komplo	sammansvärjning	komplo	sammansvärjning		N;NOM;INDF;MASC+FEM;SG
komplo	planerar	komplo	planera		V;IND;PRS;FIN;ACT
komplo	inramning	komplo	inramning		N;NOM;INDF;MASC+FEM;SG
césar	césar	césar	cisa		PROPN;NOM
açıklamalar	bildtexter	açıkla	bildtext	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;PL
açıklamalar	förklaringar	açıkla	förklaring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;MASC+FEM;PL
